-0.00119437+0.00896666j -0.00930532-0.00946609j -0.00368354-0.0126957j 0.00861054+0.0170713j 0.00650704+0.0182701j 0.00140996-0.00171864j -0.000494783+0.0222845j -0.00541165-0.0127344j 0.000456067+0.00660999j -0.00149238-0.0242775j 0.00187996-0.00860999j 0.00192735+0.00483148j 0.00412773-0.00602935j -0.00615703+0.0292648j -0.0134612+0.00935573j -0.00430343-0.0014007j 0.00182336-0.00194309j -0.00191576+0.00185886j 0.0136334-0.00907966j 0.00974576-0.00758336j 0.00331134-0.00177262j 0.0149705-0.00324024j 0.00483453-0.00502546j 0.0108088-0.00504604j 0.0141234-0.00301728j -0.0193804+0.00233705j -0.00795034-0.000403127j 0.00492773+0.000871694j 0.00464012-0.00455994j -0.0109714-0.00029532j 0.0103631+0.000404247j 0.0176177+0.00110324j -0.00846375-0.00234264j 0.00238862+0.00066433j -0.00795383+0.000781243j -0.0232568-0.00690099j -0.00147102-0.0101543j 0.00519411+0.0071041j 0.00937394-0.00458632j 0.00696826+0.000771832j -0.00549049+0.00620618j 0.00211103+0.00176854j 0.00389747+0.00573621j 0.0044948+0.00242211j 0.000664518-0.00519453j 0.00639995-0.00329653j 0.00232502+0.00457972j 0.00594118+0.00251093j 0.00379658-0.00508031j -0.0042425+0.00247665j -0.00408215-0.00821818j -0.00557339-0.00106324j 0.00110561+0.00328145j 0.00615398-0.00509586j -0.00142006+0.00782026j -0.00421573-0.00274842j -0.00489268+0.00785021j 0.00409701-0.000112864j -0.00889249+0.0012903j 0.00138138+0.00548101j 0.000209019-0.00210079j -0.00410232-0.000162897j -0.00788754-0.00380644j 0.00997959+0.00450536j 0.00489579+0.0030273j -0.00388295-0.00435697j -0.00152559+0.00154961j 0.0025088+0.000743611j -0.00365483-0.000116698j 0.00554289-0.00655146j -0.00900748+0.00536429j -0.00291886+0.000828552j -0.00532267+0.000590327j -0.00066988-0.00260362j -0.0040634+0.00536717j -0.00918196-0.00241496j 2.5098e-06-0.00438627j -0.00527303-0.00255009j -0.00262985+0.00362778j -0.00696006-0.00775487j -0.00255539-0.0046727j -0.00503285-0.00372726j 0.0048601-0.0035026j 0.0010031-0.0103776j 0.00557811+0.00294344j -0.00296803-0.000826475j -0.00754093-0.002275j 0.00614739-0.00293684j 0.00487273+0.00411999j 0.00159199-0.00626369j -0.00183845+0.00788564j 0.0109078+0.00394498j 0.00352295-0.00507437j 0.00471934+0.000584553j 0.00124934-0.00864467j 0.00317963+0.000561988j -0.000258246+0.0083784j 
-0.00438333-0.00270869j 0.00370793-0.00356215j 0.0104306+0.00719447j 0.0157832+0.0116279j -0.00717395+0.0108886j -0.00772016-0.00115771j 0.0174589+0.00418444j -0.00495001+0.0181176j -0.00990549+0.00736333j 0.0034327-0.00271141j -0.0119922-0.0333969j 0.000359751+0.00674947j -0.00411464-0.0209126j -0.00895598-0.0123514j -0.0105081-0.0353459j -0.000460169-0.00129849j -0.00586986-0.0106496j 0.00116462+0.00723641j -0.00458786-0.00599573j 0.0035325-0.0067493j -0.00384238-0.0120081j 0.000409711-0.00276574j 0.00780113+0.000586525j 0.00912622+0.0015509j 0.00122332-0.00599037j 0.00350719-0.00617543j 0.00311383-0.00535975j 0.0078825-0.00222564j -0.00835519+0.0103193j -0.00108625+0.00799778j 0.00207418-0.00515173j 0.00237301+0.00588326j -0.00404945+0.0121993j -0.00654817-0.00647354j 0.00375887-0.00873027j 0.00355116-0.00127152j 0.00410848+0.000595515j -0.00405047-0.00121308j -0.0032763+0.00524953j -0.00108842-7.69724e-05j -0.00551717+0.00291306j -0.00219038+0.00441021j 0.00122386-0.00208322j 0.00250427-0.00536772j -0.00521803+0.00429367j -0.00168257+0.00287143j -0.00372023-0.00847876j 0.00189245-0.00518048j 0.00160458-0.0017422j 0.00238055+0.000832061j 0.000887466-0.00404785j 0.000958384+0.00252118j 0.00133061-0.00294534j 0.000752108-0.00424613j 0.00146813-0.00138428j -0.00148688-0.000982191j 0.000635309-0.00267878j -0.00117035+0.00295239j 0.00137192-0.00528999j -0.000675405+0.00176071j -0.00325184+0.000118691j 0.0017122-0.00417552j 0.00134383-0.00263969j -0.000760601+0.000112308j -0.00237003+0.00173873j 0.0015737-0.00194288j 0.000835538+0.000656085j -3.92655e-05+0.0015673j 0.00281978+0.00248498j 0.00322547-0.00105369j 0.00514606+0.00244901j 0.00760079-0.00204008j -0.00544019+0.00739011j -0.00512493+0.000283242j 0.000528012-0.00170139j 0.000125626+0.000345872j 0.00668871+0.00390398j -0.00605753-0.00192183j -0.00209514-0.00478301j 0.000701627+0.00139066j -0.00580408+0.00344368j -0.00162813+0.00130692j 0.00479829-0.00447547j -0.00496222-0.00605944j 0.00510716+0.00255819j 0.00526602-0.00782719j 0.000663737-0.00454653j -0.00580085-0.00117157j 0.00417992-0.00402194j 0.00331454+0.00148858j 0.00201794-0.00392219j 3.31822e-05-0.0026003j -0.00406475-0.00720946j -0.00646134+0.00253121j 4.83121e-05+0.00159699j -0.00734223+0.000264172j -0.00324074+0.00138896j 
-0.00346223+0.00482935j 0.0134006+0.0015827j 0.00501413+0.00848473j 0.00481542+0.00538601j -0.00289899-0.0270516j 0.0176043-0.00174396j -0.000160109+0.0215335j 0.00175253-0.0117198j 0.0160508-0.0161842j -0.0153285-0.010394j -0.0101433+0.00483732j -0.0132696+0.00848106j 0.00869418+0.00428437j -0.0026628-0.00394001j 0.00125962-0.00468715j -0.0117209+0.00230904j 0.00528065+0.00544739j 0.00104799+0.00444131j 0.00162085-0.0090115j -0.00491657+0.0140871j -0.000358602+0.0113894j -0.000484123-0.00192952j 0.00504649-0.00320547j 0.00778333-0.00525244j -0.00405769-0.00585495j -0.0157715+0.00827398j -0.00790446+0.00692551j 0.00849247+0.0100212j -0.00558165+0.00819317j 0.00580154+0.00417463j -0.0178171-4.39685e-05j 0.00224098-0.00288917j 0.0192401-0.0109674j -0.00255584-0.00497551j -0.0041172-0.0050686j 0.00206213-0.00215469j 0.00606066-0.00177839j -0.00244447-0.00709991j -0.00433648+0.00426749j -0.00480579+0.00537312j -0.0101719+0.00302112j 0.00390761-0.00447388j 0.00929086+8.32421e-05j -0.0017289+0.00909429j -0.000738364-0.00410625j -0.00438919-0.00443287j -0.00393837+0.00484039j -0.00325085+0.00498009j -0.00479134+0.00428245j -0.00160672+0.000423166j -0.000781019+0.00665731j -0.00413707-0.00372322j 0.00566282+0.00102648j -0.00722074+0.00914988j 0.00319576-0.002668j 0.00116283+0.00934244j 0.0046403+0.00306163j -0.00761371-0.00152048j 0.000300149+0.000165409j 0.00365116-0.00956233j -0.00299587-0.00220105j -0.00320195-0.00461604j -0.0031555-0.000603485j -0.000775056-0.00265248j -0.000301623-0.00524629j 0.0081266+0.00173476j -0.00444914-0.000655706j -0.00753663+0.00115951j 0.00385363-0.00324693j -0.00193173-0.0117071j 0.00615851+0.00341841j -0.00107484+0.00094921j 0.00134564+0.000802173j -0.00305705-0.0134142j 0.00103823+0.0072654j -0.00290533+0.00220243j 0.00992011+0.00175613j -0.0104901-0.00625304j -0.0128773-0.00121707j 0.00326698-0.00188376j -0.00245366-0.000234447j -0.00769591-0.00101581j 0.00292564+0.0124013j 0.00209708-0.00293971j 0.0088888+0.00918315j -0.00726811-0.00587913j 0.00135572+0.00580847j -0.00106715-0.00189979j -0.0158162+0.0120857j -0.00785439+0.00690836j -0.00364572-0.00294823j 0.00349706+0.00284026j -0.00888188-0.00799175j 0.00190594+0.000964003j -0.00031033+0.000443258j -0.00210687-0.00446948j -0.00386667-0.00118674j 
-0.000438387+0.00033406j 0.00283103-0.000746297j 0.00742424+0.00485844j 0.00586693+0.00614398j 0.00182518-0.00298551j 0.00514638-0.00127058j 0.000442614+0.00574239j 0.0056709+2.0138e-05j 0.00618123-0.00165933j -0.00291557-0.00559502j -0.020339-0.0111224j -0.00420422-0.00061998j -0.00654016-0.00870313j -0.00613782-0.00522504j -0.00812223-0.0163068j -0.00314741+0.00299579j 0.000855819-0.00708098j 0.00447474+0.00106608j 0.0012271-0.00530637j -0.00455083+0.0063746j -0.00128407+0.0019829j 0.00383153-0.00288867j -0.00204465+0.000571384j 0.00216767-0.00236269j 0.000852232-0.00160236j -0.00655173-0.00208277j -0.00340644+0.000992126j -0.00150187+0.0058413j 0.00282201-0.00084655j 0.00776014-0.00513935j -0.00937418-0.00237603j -0.00472628+0.00104904j 0.00198349+0.00547205j 0.00857555+0.00148749j -0.0109556-0.00345341j 0.00356621+0.00476627j -0.010414-0.00320054j 0.00366015-0.00291211j -0.00254946+0.000151865j -0.00172941+0.00021113j 0.00546049-0.000866779j 0.00506496+0.0022904j 0.000363687+0.00199216j -0.00423733+0.00169311j 0.00432927+0.00415781j -0.00372664-0.00615678j 0.00654107+0.00303245j -0.00298583+0.00517237j -0.0043575-0.00301764j -0.00670192+0.00135918j -0.000836596+0.00793845j -0.00236256+0.000201038j -0.0128298-0.00123977j -0.00247543+0.00441112j -0.0080606-0.000778184j 0.00385739+0.00725439j -0.00502727+0.00117639j 0.00457184+0.000838788j 0.00449089+0.00433477j 0.00210233-0.00379348j 0.00128195+0.000400167j -0.00609544+0.00428353j -0.00207761+0.0111131j 0.00716005+0.00144807j 0.0116126-0.000380727j -0.0167154+0.000440526j 0.00263528-0.00473706j 0.00368055+0.00121453j -0.0109089+0.0122874j -0.00741148+0.00865281j -0.016027-0.0114328j -0.0106134+0.00545987j -0.000172187-0.00228858j 0.00258172+0.00209078j -0.00764151-0.00360439j 0.015393+0.000659796j -0.0151768+0.00421147j 0.00603118+0.00374869j 0.00583685+0.00385411j -0.00186218-0.00347831j -0.000924384-0.00102729j 0.00252921+0.00131903j -0.0114969-0.00153318j 0.00720963-0.00712552j -0.00634735-0.021134j 0.00368842+0.00660531j 0.0108219+0.00706887j 0.0080634+0.0117795j -0.00889869+0.00895059j -0.00410078-0.00924309j -0.00989741+0.0137491j 0.00190458+0.00563515j 0.00829572+0.00743187j -0.00573384+0.0100561j -0.000683822-0.00325565j -0.00275955+0.00638572j 0.000910121-0.00263448j 
0.0112856-0.00393103j -0.0120408-0.0102598j 0.00992071-0.00654134j -0.00422689+0.00284053j -0.001143+0.00387305j 0.00187375-0.0195005j -0.00606846+0.00446143j 0.00809302-0.0139113j -0.00601853-0.00914501j -0.00486364+0.0119566j -0.0259071+0.000304441j -0.00521272-0.0021617j -0.0229715-0.00731145j -0.00915831-0.00621652j 0.000159463-0.0106119j 0.0173651+0.0143615j 0.00265559-0.0175099j 0.00409043-0.00122059j 0.00222588+0.00269948j 0.00531738+0.00454076j -0.000918641+0.0100414j 0.00191663+0.000359484j -0.00804596-0.00167429j -0.00760505-0.00650121j 0.00791976-0.00325378j -0.00604575+0.0121253j 0.00209752+0.00682821j -0.00809901+0.00248819j 0.000520577+0.00186837j -0.0104708-0.00959375j 0.00156038+0.0116599j -0.00650625+0.00374259j 0.0147275-0.00799628j 0.00502877+0.00339081j 0.0116332+0.0112406j -0.00615399+0.000463861j 0.0024232-0.00364858j 0.000540535-0.00930914j -0.00209976+0.00625741j 0.00631976-0.00370283j 0.00675323+0.0038588j -0.00196433+0.000484269j -0.00324332-0.00476288j 0.00407691+0.000181545j 0.00458476-0.0038316j 0.00572548+9.05812e-06j -0.00653727+0.00507685j 0.00381354-0.00162936j -0.0013599+0.010308j 0.00107514+0.001348j -0.00202264-0.00110207j -0.00287619-0.00144669j 0.00779633-0.00242176j -0.000757343+0.00248543j -0.000283666-0.00594189j -0.00540258+0.000368444j 0.000513929-0.000131988j -0.000935062-0.00432319j -0.00259399+0.0081313j 0.00236537-0.00219579j 0.00277103-0.00471568j 0.00698709+0.00326178j 0.000255488-0.00230699j 0.00211424+0.00165394j -0.00198883-4.87396e-05j 0.00358633-0.000927653j 0.00199607+0.00142159j -0.00208898-0.00954632j -0.000247235+0.0018026j 0.00169277+0.000233358j 0.00723615-0.00658647j 0.00282594-0.00419095j -0.00142692+0.00148395j 0.0118087-0.0032759j 0.00558747-0.000712631j 1.66363e-05-0.0105596j -0.00111974-0.00300588j -0.00109414+0.00388018j -0.00116185+0.00453524j -0.00142067-0.00392695j -0.00335717+0.00378809j -0.00659729+0.0108997j -0.00184275+0.00660066j 4.43873e-05-0.00122231j -0.00225686-0.00399542j -0.00140978-0.000837692j -0.010641-0.0105712j 0.000393264-0.00689534j -0.00410311-0.00154326j -6.97037e-05-0.00156642j -0.00510978+0.0016673j -0.00959463-0.00463446j 0.00101779+0.00338682j -0.000279727-0.00395198j 0.00624196-0.000611368j 0.00314084+0.00105931j -0.00490884+0.00575645j 
0.00688663-0.00103614j -0.00606583-0.00264403j 0.00580504-0.000487521j -0.00735017+0.000487764j 0.00531423+0.0124523j 0.00614629-0.00219123j -0.015754-0.0102083j 0.000465606+0.000195753j 0.00187623+0.00765001j 0.00235495+0.0108391j -0.0100111-0.00452781j -0.0122833-0.0113731j -0.0222132-0.0151279j 0.0116189+0.0114284j -0.0141305-0.0103179j 0.00624722-0.00309788j 0.00363485-0.00625453j 0.00200288+0.00313685j 0.0046829-0.00100401j 0.000875881-0.00267029j -0.00191889-0.00109757j 0.00334684-0.00405664j -0.00687897+0.00184672j -0.00559635-0.00235345j 0.00795648+0.00074403j -0.00284616-0.00225837j -0.000126391-0.000894661j -0.00782787+0.00142041j -0.00434536+0.00311556j -0.00939582-0.0011553j 0.0158596-0.0029759j -0.00427121-0.000354836j -0.000876468-0.0038202j 0.00516032+0.00786155j 0.0112532+0.00045103j 0.00880149+0.000898622j 0.00385599+0.000988914j 0.000314255-0.00576677j -0.00581667-0.00157015j -0.00771803+0.00120626j 0.00463368-0.00125999j 0.00379054-0.00173j 0.00274624+0.00719166j -0.00115343+0.00144667j 0.00126247+0.00194462j -0.0108205+0.000608455j 0.00500594+0.000758017j 0.000461026+0.00545812j -0.00473446-0.00658542j 0.000156175-0.0005048j -0.000366193+0.000929344j 0.00496934-0.000938589j -0.00804255+0.0038986j -0.00173082-0.000543641j -0.00166578+0.00102365j 0.00555266-0.00426447j 0.00354768+0.00247362j 0.00370195-0.00231806j -0.000233186+0.00309783j 5.6107e-05+0.00164628j 0.00228639-0.00478439j -0.00245159+0.00228497j -0.00463134+0.00534674j -0.00481713-0.0050434j 0.00876155-0.000605392j 0.0241316+0.00325786j -0.0104285-0.00554791j 0.00671505+0.00578108j 0.00625985-0.00623469j -0.00372626-0.00115208j 0.00218175+0.00448943j -0.00629277+0.0066578j 0.0206716+0.0049394j -0.0129419-0.00394547j -0.00191098+0.00212038j -0.00572271+0.00747665j 0.0108592-0.0019412j -0.00721498-0.00549755j -0.00283958-0.00539436j 0.00974333+0.00591425j 0.0116405-0.0010557j -0.00732326-0.00956167j 0.00915278+0.00223366j -0.00586999+0.00417821j 0.00766047+0.00702142j -0.00787769+0.00325644j -0.00329213-0.00302568j 0.00655104-0.00389721j 0.00468261+0.00842058j -0.00345153+0.000622952j -0.00128666-0.00712566j 0.00976113+0.0116544j 0.00280217+0.000667684j -0.00376067+0.00479203j 0.00142855+0.00144634j 0.0058564-0.00146932j 0.00429484-0.00950597j 
0.00365905-0.00135169j -0.00268599-0.00522743j 0.00110646-0.00270588j -0.00161935+0.00366158j -0.0285885-0.00878864j -0.00626971-0.023621j 0.015192+0.0171545j -0.027456-0.0182766j -0.0205833-0.0208906j -0.00760786+0.0189532j 0.0133061+0.0404347j -0.000762011+0.0133506j 0.00134764+0.0114933j 0.000659934+0.0103466j -0.00473878-0.000953407j 0.00727066+0.00254029j -0.00160664-0.0102832j -0.00338744-0.000258738j -0.00113326-0.00516638j 0.0125644+0.00825729j 0.00916584+0.000229236j 0.00126712+0.00121326j -0.000157377-0.00430883j -0.00211568-0.0042773j -0.00101223+0.00179454j 0.01224+0.0106962j 0.00729663+0.0057622j 0.00809194-0.00722016j 0.000797821-0.000304063j 0.0024854-0.00451618j 0.00109904+0.0187231j -0.000715046+0.000699888j -0.0149826-0.0198171j -0.000897452-0.000906895j -0.00330733+0.00393507j -0.000305352+0.00381536j -0.00395728+0.000887077j -0.00317627+0.000525698j -0.00274823+0.00295564j -0.00189587-0.00081738j 0.000873802+0.00112265j -0.00146154+0.00384901j 0.00169346+0.00133791j -0.00255056-0.00353394j -0.00070824+0.00424347j 0.00157818+0.00249013j -0.00321678-0.00679464j -0.00553631-0.00356378j -0.000522454-0.00712228j -0.00357256-0.00416918j -0.00616193-0.00429843j 0.00140855-0.00686347j -0.000936963+0.00439787j -0.00539356-0.00647471j -0.00304134+0.0018141j 0.00129143+0.00136763j -0.00221367-0.000831903j 0.00157985-0.00588441j 0.00119776-0.00114885j 0.00211611-0.00248234j 0.00308802-0.000567388j 4.16805e-06-0.00521728j 0.000759841+0.00145247j 0.000496064-0.00463026j 0.00726325+0.000862581j -0.00278555-0.00119248j -0.00203622-0.00247256j 0.000243462-0.00257503j -0.00176905-0.00685536j 0.00314015-0.000179124j -0.0029842+0.000824722j -0.00292264+0.00134164j 0.00277478+0.00274998j 0.000190865+0.00444441j -0.00334304+0.00147584j 0.00310494+0.00769874j -0.00132496+0.00314406j 0.00263805-0.00625045j -0.00112284-0.00574764j 0.00202854-0.00657372j 0.00514037-0.0117976j -0.000627837-0.00237114j -0.00244202+0.0010197j 0.00106875+0.00145256j 0.00102793-0.00157585j 0.00417968-0.00220039j -0.000456313+0.00226766j 0.00075425+0.0034431j -0.000586023-0.0109487j -0.00224034+0.00793612j 0.0044202-0.00438085j 0.00453208+0.00293554j 0.0019508-0.000906308j -0.00432834+0.00543029j -0.00350748-0.000861389j -0.00206445+0.00242055j 0.00211294-0.0014671j 
0.00120752+6.65848e-05j 0.00419073-0.000366853j 0.0124219+0.0165625j 0.0042164+0.00751281j 0.00221831+0.02132j 0.00149652+0.00380916j -0.00573518+0.0022275j 0.00587642+0.00300693j -0.00135377+0.0340283j -0.0101589+0.0237921j 0.00377516+2.03143e-05j -0.00229131-0.0178501j 0.0033139+0.0164497j -0.000174063+0.00663721j -0.00211138+0.00556665j -0.00552404+0.000763398j 0.00409738-0.00152998j 0.00645769+0.0134267j -0.00162616+0.00105464j -0.000117022-0.00726149j -0.00563833-0.00875475j 0.00518643-0.00996675j 0.0015897-0.00501373j 0.0108367-0.0224204j 0.000827382+0.00587577j -0.00348893-0.00315816j -0.00258925+0.00107428j 0.00515136-0.0161676j -0.000601538+0.0114397j 0.0214774-0.0184041j -0.01153+0.00809473j -0.00272835+0.00251872j 0.000379016+0.00362979j -0.00696921+0.0087146j -0.00366715+0.00387224j -0.00248653+0.00118396j 0.000811335-0.00397821j -0.00151603-0.00573804j -0.00271641+0.00749525j 0.000346849+0.000314909j -0.00199533+0.00209369j 0.000168922+0.00548698j -0.00118464+0.0017185j 0.0038095-0.00391604j -0.00438335+0.00450739j -0.00272007+0.0040624j -0.000215892-0.00639951j 0.00690321-0.0027276j -0.0014297+0.0045519j -0.000198128+0.0064657j -0.00495854+0.0113945j 0.0019269+0.00502405j 0.000426903-0.00559962j -0.00105265-0.00139292j -0.00334673+0.0038144j -0.00793971+0.00941478j 0.00298895-0.00132105j -0.00264271-0.0042237j 0.00533344+0.000635167j 0.005231-0.000721313j -0.00563766-0.00722401j 0.0061865-0.00889987j -0.00341815+0.00212271j 0.00267216-0.0014462j 0.00425047-0.007352j -0.000220269-0.00777352j 0.00415336-0.0101459j -0.00348354-0.00358685j -0.00489102+0.00628995j 0.00288657-0.00123522j 0.00161138+7.91566e-05j 0.00085127+0.000841977j -0.00369588-0.00396444j 0.00104138-0.00592021j -0.00215515-0.00298323j 0.00194563-0.009338j -0.00377902+0.00356357j -0.000156312-0.00885912j -0.00146828-0.00432858j 0.00634327-0.00519587j -0.00295345+0.00101838j 0.00366176+0.00288842j 0.00346148-0.00548209j 0.0144014-0.00948573j 0.00776926-0.00565515j 0.00720636-0.00566361j -0.00212291+0.00142938j -0.00164396-0.00263323j -0.00344164+0.00582687j -0.000515929-0.000942195j 0.00427801-0.00232651j -0.0022422+0.000765282j 0.00133133-0.0022713j -0.00511408+0.00266246j -0.0011279-0.000781782j -0.00230428-0.00127574j -0.00276157+4.07429e-05j 
0.00040864+0.0017242j 0.0074982+0.0056663j -0.00897766+0.0128094j -0.00799001+0.00569594j -0.0150891-0.0100956j 0.00849816+0.00227158j -0.0120726+0.000711425j 0.0069936+0.00441827j -0.0149841-0.0136979j -0.0249156-0.0186025j 0.00401756-0.0131212j 0.0109975+0.000321202j 0.000833583-0.0121437j 0.001233-0.00755246j 0.0131315-0.00774096j -0.00700905+0.00228436j 0.0120596+0.00594787j -0.00350276+0.00596936j -0.000564642+0.000209951j 0.00718104+0.000595197j 0.00534532-0.00228301j 0.004801+0.00628759j -0.00145326-0.0025467j 0.00581692+0.00680213j 0.00416626+0.00275608j 0.00375578-0.00562948j 0.00404329+0.000840249j 0.00209952-0.00321989j -0.00724928-0.00786872j -0.00182437-0.00113629j 0.00154743+0.00876012j -0.00619791-0.00412149j -0.00503458+0.0059497j -0.0022612-0.00532261j 0.00581263+0.011658j 0.00035099+0.00508523j 0.000772499+0.00632319j 0.00590059+0.000564238j -0.000113218-0.00103276j 0.0033427+0.00013732j 0.00404431-0.00298763j -0.00017705+0.00670851j -0.00160392+0.000480923j 0.00447725-0.0028387j 0.00223245-6.67027e-05j 0.00489623+0.000383952j -0.000958353+0.000218662j 0.00300941-0.00257081j 0.00127641+0.00266913j 0.00568349+0.000505669j 0.00614967+0.00984577j 0.00104383-0.00106013j -0.00214252-0.00156699j 0.00407173+0.0036457j -9.93883e-05+0.0112132j -0.00142954+0.0103677j -0.0010955-0.00298892j 0.0131474-0.00208017j -0.00558229-0.00308502j 0.00189427-0.00263927j 0.00821377+0.00347931j 0.00643705-0.0109021j 0.0013634+0.00261013j 0.00359954-0.00216323j -0.00315503-0.00404308j 0.00413149-0.00866908j 0.003069-0.00199991j 0.0110845+0.00592126j 0.0105911+0.00201421j -0.00123475-0.00404491j -0.00256711-0.0095329j 7.28345e-05+0.00327623j 0.0107893-0.00980092j 0.00306879+0.00188469j 0.00230326-0.000976275j 0.00245814+0.0101803j 0.00207273-0.0061952j 0.00966951+0.00376497j 0.0054999+0.00680393j 0.00365078-0.00695218j 0.00812096+0.00144141j -0.0050412-0.000426335j -0.00156572-0.0135067j -0.00275667-0.00822484j -0.000927473-0.0083873j 0.00263095-0.00767292j -0.0142219-0.000946569j 0.00120222+0.00267187j -0.000407445+0.00471016j -0.00396098+0.00117948j 0.00572098+0.00047304j -0.00273405-0.00538376j 0.00411576+0.00284291j 0.00226837+0.00142843j -0.00214684+5.87077e-05j -3.07034e-05+0.00074559j 0.000750733+0.00242466j 
0.00206699-0.00257936j 0.00102533-0.00243054j 0.00287598-0.00215165j -0.00432683+0.00171808j 0.00308919+0.00615751j 0.000861714+0.00177577j -0.00444437+0.00425331j -0.00700444-0.00197717j 0.00713645+0.00156546j 0.0137102+0.00757703j 0.0233751-0.0225985j -0.00808376-0.00878691j 0.0198865-0.0197149j 0.0139196-0.00733827j 0.0217591-0.014786j 0.00360562+0.000566729j 0.00406491-0.00239722j -0.000754803-0.0030398j 0.00552285+0.000486676j -0.00229555+0.00238947j -0.00198598-0.00194457j 0.000467212-0.00186233j -0.00168226-0.000783225j -0.000154593-0.00501042j -6.2939e-05+0.00695838j -0.00565567-0.00495483j -0.00271041-0.00095435j -0.00362823-0.00428985j -0.00772671-0.0142855j -0.00419706-0.0204083j 3.19491e-05+0.0197616j 0.00302865+0.00173157j 0.0110538+0.0146449j 0.00147401+0.00143452j -0.00336322+0.0151628j 0.00204698+0.0077328j -0.000320394+0.0102021j -0.00145527-0.000713889j -0.000622548-0.00466393j -0.00241347+0.00149939j -0.00443351+0.0015947j 0.00259295-0.0018977j 0.000755144+0.00505715j -0.00478927-4.1305e-05j -0.000953037+0.00104083j -0.00347199+0.00205574j 0.00180267-0.000172657j -0.00102494+0.00316863j 0.000975182-0.00240953j -0.00300944-0.00113779j -0.00393252-0.004498j 0.00061297-0.000957174j 0.00254914+0.000311409j -0.00256978-0.00122511j -0.00313322-0.00421075j 0.00127147-0.00556183j -0.00102253-0.00273871j -0.00701168+0.0016599j 0.00985547+0.0017292j 1.20838e-05+0.00060785j -0.00619309-0.00348024j 0.00140231+0.000867475j 0.00424929+0.000198521j 0.00199717+0.00177487j -0.00105231+0.00240448j -0.00363034-0.00843263j -0.00224635+0.00267205j -0.0141701-0.0024433j -0.00260116-0.00869021j 0.00840803+0.0031568j -0.00500243+0.002652j -0.000383376-0.00210494j 0.00288099-0.00599093j -0.00337979+0.00459187j -0.00293432-0.00170268j -0.00459745-0.000364585j 0.00427954-0.007539j -0.000602349+0.00324569j -0.00407439-0.00181116j -0.00263301+0.00169371j 0.00668402-0.00274865j 0.00401191+0.00762918j 0.0135512+0.0018873j -0.00980672+0.00549787j -0.00644807-0.00831776j -0.00705878+0.0072067j -0.000434869+0.00623548j -0.00176169-0.002881j -0.000504162-0.00652926j -0.00477592-0.00278721j 0.00951516+0.00189582j 0.00396304+5.86236e-06j -0.0063856-0.000722753j -0.000384961-0.000380337j -0.000995411-0.00396092j 0.00512696-0.00279434j 0.00208-0.000878025j 
0.00494668-0.00265704j -0.00378709-0.002062j -0.000135992+0.0125396j -0.0119578+0.0118814j -0.0133923-0.00196483j 0.00879481-0.0101326j -0.0225411-0.016241j 0.00875897+0.0138605j -0.013849-0.0147539j -0.0257364-0.0173896j -0.00855325+0.00360345j 0.0038708-0.00288553j -0.0221643-0.00757436j 0.00685671+0.00362595j -0.00790963+0.00429463j 0.00404287-0.00240021j 0.00676013-0.00311623j -2.91002e-05+0.0139196j 0.00275031-0.00525199j 0.00344+0.00509112j -0.00104847+0.00730144j 0.00283832+0.0097782j 0.00157796-0.013471j 0.00735691+0.00573224j -0.000158807-0.00664663j -0.00171065-0.00397023j 0.000547383-0.00179533j 0.00461717-0.000102043j -0.00399136+0.00113031j 0.00490698+0.0152093j -0.00639676+0.00428082j -0.00138959-0.00426188j 0.00196616-0.00144656j -0.00425043+0.00496322j -0.00302034-0.000683469j -0.000877898+0.00469676j 0.000640682-0.00374607j -0.00588434-0.00591754j -0.00289975+0.00893775j -0.00473401+0.00207416j -0.00547317+0.00248331j 0.00052481+0.00387203j 0.00418047+0.00153418j -0.00285548-0.00239476j -0.00678043+0.0042023j -0.00131155-0.00129093j -0.000580264-0.00378916j -0.00324638+0.00434148j 0.00674587-0.00357618j -0.00212889-0.00079388j -0.000168169-0.00636401j -0.00134498-0.0015372j 0.00439558+0.00545845j -0.00239679+0.00017854j -0.00116453-0.00577339j 0.00218547-0.0102575j 0.00313436-0.00322824j -0.00578892+0.00874579j 0.0113224-0.00213457j 0.00223225+0.000144625j -0.00793597+0.000702751j -0.00638092-0.000997022j 0.00277453+0.00202363j 0.000924681+0.00032806j -0.00212259-0.00150755j -0.00524015-0.00208474j -0.00679736+0.00856871j -0.0128424-0.00440826j -0.00274796+0.00174724j 0.00226998+0.0039972j -0.00111486+0.00544266j 0.00180353-0.000739463j -0.0125009+0.00667377j -0.0031963+0.00834566j -0.000825701+0.000616212j -0.00487596-0.000339436j 0.00296223-0.00395076j -0.00785942+0.00386985j -0.00373643-0.00568354j -0.00632862+0.00254712j 9.93743e-05-0.00144969j 0.00465068+0.00473537j 0.00733068+0.00778649j -0.00717401+0.00308877j -0.00459316-0.00225954j -0.0021787-0.000953832j 0.00819058+0.00339977j -0.00073571-0.00364784j 0.00174201-0.00412799j -0.0016486+0.00172971j 0.00284253-0.00204664j 0.00299202+0.00586722j -0.000976469-0.00568737j -0.00935783+0.00408586j 0.00319556-0.00683771j 0.00228546-0.00531501j 0.000713017-0.00308998j 
