-0.00119437+0.00896666j -0.00930532-0.00946609j -0.00368354-0.0126957j 0.00861054+0.0170713j 0.00650704+0.0182701j 0.00140996-0.00171864j -0.000494783+0.0222845j -0.00541165-0.0127344j 0.000456067+0.00660999j -0.00149238-0.0242775j 0.00187996-0.00860999j 0.00192735+0.00483148j 0.00412773-0.00602935j -0.00615703+0.0292648j -0.0134612+0.00935573j -0.00430343-0.0014007j 0.00182336-0.00194309j -0.00191576+0.00185886j 0.0136334-0.00907966j 0.00974576-0.00758336j 0.00331134-0.00177262j 0.0149705-0.00324024j 0.00483453-0.00502546j 0.0108088-0.00504604j 0.0141234-0.00301728j -0.0193804+0.00233705j -0.00795034-0.000403127j 0.00492773+0.000871694j 0.00464012-0.00455994j -0.0109714-0.00029532j 0.0103631+0.000404247j 0.0176177+0.00110324j -0.00846375-0.00234264j 0.00238862+0.00066433j -0.00795383+0.000781243j -0.0232568-0.00690099j -0.00147102-0.0101543j 0.00519411+0.0071041j 0.00937394-0.00458632j 0.00696826+0.000771832j -0.00549049+0.00620618j 0.00211103+0.00176854j 0.00389747+0.00573621j 0.0044948+0.00242211j 0.000664518-0.00519453j 0.00639995-0.00329653j 0.00232502+0.00457972j 0.00594118+0.00251093j 0.00379658-0.00508031j -0.0042425+0.00247665j -0.00408215-0.00821818j -0.00557339-0.00106324j 0.00110561+0.00328145j 0.00615398-0.00509586j -0.00142006+0.00782026j -0.00421573-0.00274842j -0.00489268+0.00785021j 0.00409701-0.000112864j -0.00889249+0.0012903j 0.00138138+0.00548101j 0.000209019-0.00210079j -0.00410232-0.000162897j -0.00788754-0.00380644j 0.00997959+0.00450536j 0.00489579+0.0030273j -0.00388295-0.00435697j -0.00152559+0.00154961j 0.0025088+0.000743611j -0.00365483-0.000116698j 0.00554289-0.00655146j -0.00900748+0.00536429j -0.00291886+0.000828552j -0.00532267+0.000590327j -0.00066988-0.00260362j -0.0040634+0.00536717j -0.00918196-0.00241496j 2.5098e-06-0.00438627j -0.00527303-0.00255009j -0.00262985+0.00362778j -0.00696006-0.00775487j -0.00255539-0.0046727j -0.00503285-0.00372726j 0.0048601-0.0035026j 0.0010031-0.0103776j 0.00557811+0.00294344j -0.00296803-0.000826475j -0.00754093-0.002275j 0.00614739-0.00293684j 0.00487273+0.00411999j 0.00159199-0.00626369j -0.00183845+0.00788564j 0.0109078+0.00394498j 0.00352295-0.00507437j 0.00471934+0.000584553j 0.00124934-0.00864467j 0.00317963+0.000561988j -0.000258246+0.0083784j 
-0.00229429-0.00635276j 0.0117629-0.00174425j -0.0168737+0.0201447j -0.00330119+0.0111395j -0.00808284-0.00742513j 0.0146337-0.0458437j 0.00464209-0.00518177j -0.0121978-0.0134112j 0.00872597-0.0280982j -0.0107915+0.0318279j -0.00396262+0.0131198j -0.0158332+0.00801722j 0.00472625-0.020656j -0.00900871+0.0163578j 0.000546751-0.00196943j -0.00806821+0.00251348j 0.00413493+0.000280442j -0.012897-3.45302e-05j -0.00178869-0.00322941j 0.00779591-0.00248623j 0.0103709+0.000753533j -0.00447209-0.00816811j 0.00317374-0.0194209j -0.00660082+0.0219761j -0.00257109+0.00627355j -0.00386258+0.0182196j 0.0118736-0.0174163j -0.00488351+0.0213438j -0.0100315+0.00571372j -0.00722453-0.0044965j 6.09766e-05-0.00110367j 0.00251249+0.00144927j -0.00206181+0.00766726j 0.00048871+0.00134307j 0.00027919+0.00325719j -0.00209227-0.00351699j 0.00165869+0.00129406j 0.00536096-0.00152189j -0.00503362-0.00132548j -0.00511798-0.000315497j -0.00157551+0.000269332j 0.00326739-0.00526135j 0.00518073+0.00207806j -0.00856258+0.000140267j 0.00329636+0.00348143j 0.00710033-0.00290343j -0.0112536+0.00435494j -0.000791654+0.00277468j -0.000828289+0.00508256j -0.00489003-0.010447j 0.0113707-0.000445566j 0.00511299-0.00681007j -0.000435465+0.0147596j 0.00779235-0.00601769j 0.00210868-0.000922219j -0.00767822+0.000387196j 0.01845+0.00618545j -0.00153547-0.00274243j 0.00831414-0.00313967j 0.00798192+0.000663332j 0.00417284-0.00237146j -0.0112421+0.00266315j -0.00279474+0.0106858j 0.00676335-0.00283018j -0.00238297+0.00336061j -0.000447272+0.00380727j -0.00430305-0.000644875j 0.00774297-0.00713589j 0.00117627+0.00399216j -0.00294967-0.00709433j 0.00425182-0.00345819j 0.00400884-0.00512763j -0.00710505-0.0109121j -0.014281-0.00228351j 0.00256421+0.000679523j -0.00201057-0.00347208j 0.000985758+0.000673106j 0.00690077+0.0011944j -0.00307839-0.00541865j 0.00433565-0.00118992j -0.0040755+0.00390775j 0.00711306-0.00363531j -0.00342389-0.00528747j 0.00594419+0.00493839j 0.00247388-0.00301589j -0.00445506-0.000708348j -0.00277112-0.000258469j 0.000698104-8.34448e-05j 0.000726343-0.00127351j 0.0123167-0.00198356j 0.00561853-0.00155317j 0.0010112+0.000955766j 0.00102231+0.000261506j 0.00015273+0.00270927j -0.00125745+0.000661845j -0.000605782+0.00288829j 0.00105846+0.000318312j 
0.00716036+0.00674701j -0.0236664+0.00518918j -0.0258834-0.00812343j -0.0247633+0.00811165j -0.0145672+0.0190929j 0.0152566-0.0165338j -0.00909338-0.00423808j -0.0103831+0.00979659j 0.00875632-0.0016977j -0.000522379+0.013892j 0.00149317-0.00230743j 0.00157385+0.0195118j -0.0047651+0.000596453j 0.0129032+0.00209579j -0.00375708-0.00140672j 0.0164543-0.000489688j -0.0144515+0.00754768j -0.013847+0.0101335j 0.0029025-0.0026131j 0.00757056-0.00696447j -0.00568452-0.00504512j -0.0189076+0.00549261j -0.0136235+0.0134959j 0.00899865-0.0113594j 0.00928325-0.00621722j 0.00645183-0.0145988j -0.00752512-0.00918143j 0.0190843-0.00590633j -0.00246206+0.00675038j -0.0111637+0.00322355j -0.000147864-0.00271516j 0.00372908+0.000917903j 0.00407007+0.00185143j 0.00306549+0.00221692j -0.00261148-0.00497799j 0.0038694+0.00550101j 0.000462769+0.00264676j -0.00426602+0.000343352j 0.00348062+0.00534003j 0.00628384-0.000438256j 0.00169264-0.000169287j -0.00197681-0.000423787j -0.00632592-0.0064806j -0.0095552+0.00752427j 0.000145041+0.00174713j 0.00724039+0.00260535j 0.00381432+0.0102509j 0.016551-0.00717164j -0.00834522-0.00666492j 0.00608609-0.0165487j -0.00402323-0.00437978j 0.00163727-0.00383112j -0.000215754+0.00140154j -0.00241162-0.00648349j -0.00383861+0.00129919j -0.0146863-0.0052139j 0.0168963-0.00490574j -0.00925305-0.00405975j 0.00022157-0.00315336j 0.00861245+0.00176797j 0.00518582-0.00667208j 0.000271612-0.00115025j -0.00751572+0.0109513j 0.00794132-0.00348297j -0.00175438+0.00123548j -0.00390788-0.00137271j 0.00149663+0.00339011j -0.0103358-0.00816257j -0.00796029+0.000175584j 0.00137958+0.000297774j -0.00251713-0.00847021j -0.00613433-0.00207535j 0.0112902+0.00119486j 0.0117159-0.0010441j -0.00447916-0.00122649j 0.00213754-0.0013898j 0.00348116+0.00708492j 0.00380407-0.0002013j -0.00668028+0.00419019j 0.0045842-0.00325371j 0.00513276+0.00483726j 0.0117357-0.00165238j -0.00110368-0.00614627j 0.00864646+0.00269411j 0.00198491-0.00281778j -0.00619698+0.00103159j -0.00183873-0.00252029j 0.00660663-0.00543552j 0.00565562+0.000613802j 0.00810161-0.0015089j 0.00645161-0.000900632j -0.00182419-0.00151969j -0.00161904+0.00175377j -0.00834285+0.00253839j 0.00101451+0.000549661j 0.00838221+0.000918842j 0.00190168+0.000722256j 
-0.0086055+0.00463103j -0.0235575+0.00337032j 0.0126985+0.030371j -0.0417853+0.00169599j 0.00535183-0.0176379j 0.000321592-0.00285007j -0.0441153+0.00559466j -0.00556138+0.0048464j -0.011868-0.00225505j 0.0119611+0.012036j 0.00675303+0.00245619j -0.0107482+0.00678937j -0.0256757-0.00869193j 0.0230413+0.00923668j 0.000597486-0.00334546j 0.0169514-0.00582221j -0.026635+0.0111678j 0.0145515+0.0134757j 0.00361102-0.0161116j -0.0162558-0.0114724j -0.00266003+0.00284078j 0.0230689+0.0160142j 0.0229487+0.0115651j -0.000365621+0.00753158j -0.0168237-0.0120277j -0.00938979-0.0012831j 0.0107365+0.00566666j -0.000751583+0.00195472j -0.00330534+0.00718803j 0.00196723-0.00127089j -0.00196119-0.00337208j -0.00050578+0.00179785j -0.00455216+0.00120241j -0.000983353-0.00422568j 0.00562488+0.00188903j 0.00287067-0.000554667j 0.00047561+0.00295043j -0.00723635+0.00138705j 0.0139472+0.00525813j 0.00778959-0.00227171j 0.00532949+0.00598512j 0.000179367-0.00552447j -0.00215505-0.00452551j 0.0066479+0.00155745j -0.0051108-0.00530441j 0.00751197-0.00524996j -0.00363023+0.00501585j -0.00502965-0.0073733j -0.00344649+0.00106784j 0.00509694-0.000431788j 0.0080075+0.00879395j -0.00624682+0.000134807j 0.00085904+0.00685774j 0.00142445-0.00609754j -0.00147119-0.00119164j -0.00256539-0.00568284j -0.00271337-0.0060001j 0.000902971+0.0114256j -3.5056e-05-0.00404665j -0.00198652-0.00395769j 0.000267209-0.000702716j 0.000168092+0.000243271j -0.00451371-0.00389427j 0.00174842-0.00469323j 0.000643943+0.00118106j 0.00016767+0.00460916j 0.000229882-0.00034037j 0.000971826-0.0017105j 0.0058426+0.00268716j -0.00555287+0.00307566j 0.00490127+0.000994176j 0.00258032+0.00201966j -0.00160718-0.00226855j -0.0011609-0.0044234j 0.00168026+0.00175206j 0.000840652-0.00141797j 0.00210409-0.000120068j -0.00151352-0.00185186j -0.000910391+0.00190439j -0.000936805-0.00389771j 0.00275487-0.00107254j 0.00378433-0.00695334j -0.000178185-0.00255239j 0.00278962+0.00146576j 0.000684102+0.000367354j -0.00432142+0.00273634j 0.00289801-7.2739e-05j 0.00278352+0.00165319j -0.00168856-0.000995362j 0.00522811-0.000983687j 0.00177286-0.00100046j 0.000992869+0.00167084j -0.0019313+0.00117857j -0.000865402+0.00823956j 0.00103378-0.00175381j 0.00520015-0.00389822j 0.000145365+0.000263125j 
0.0508161-0.0149117j -0.0119243+0.0276436j 0.00823573-0.0307962j -0.024931+0.0347733j -0.00903051-0.00768057j 0.0214059+0.00411759j -0.0133623+0.0467652j -0.00800884+0.00234134j 0.00734152+0.014977j -0.00668228-0.0129578j -0.00139527-0.00774614j 0.00321982+0.00934788j 0.0034418+0.0228003j 0.013656-0.0255317j -0.0144251+0.0107092j 0.0360427-0.0313536j 0.0329194-0.0153306j 0.00313966-0.00626814j -0.00206436-0.0159983j -0.00616299+0.0118117j 0.00161064-0.00591234j 0.0284543+0.000995571j 0.0124096-0.00484666j -0.00227873+0.00401178j -0.00668292+0.0102638j -0.00660188+0.000938144j 0.000660753-0.00775991j -0.00350042+0.0042255j 0.0074239+0.00116989j 0.0016771-0.000230355j -0.00450492-0.000351053j -0.00339457-0.00331874j -0.000100259-0.000961037j 0.000708432+0.00339211j 0.0029762-0.00615762j -0.00257597+0.00926479j -0.00209898-0.00857483j -0.0036673-0.0106035j -0.00964963+0.000952053j 0.00182912+0.00341966j -0.00485634-0.0106319j -0.0107023+0.0022144j -0.00517048+0.00367308j -0.00257701+0.00859951j 0.00495955-0.000838518j -0.00125503+0.00798486j -0.000185854-0.000770043j 0.00413235+0.00383355j 0.00200618+0.00449621j -0.00115692-0.00813777j -0.00929058-0.00677906j 0.00938865+0.00164407j 0.00475608-0.0113975j 0.00761049+0.000384396j 0.00603687+0.00301176j -0.00237651+0.00887009j 0.00257194-0.00357614j 0.00457468-0.015827j 0.00100528+0.000669676j -0.00380749+0.00669525j 0.0065-0.00457592j -0.00169526-0.00414139j -0.00479694+0.00991525j -0.000677578+0.00150436j -0.00305136+0.00179178j -0.000505633-0.00175998j -0.00425774-0.000545825j -0.000616924+0.00336053j 0.00566526-0.00316257j 0.00282245-0.00269644j 2.95008e-06+0.00223503j 0.00168584+0.00170248j 0.00261398-0.000236354j -0.00482148-0.00511026j 0.000182-0.00186221j 0.000737468+0.00122666j -0.0016648-0.00093312j 0.00233879+0.000264819j 0.00174497+0.00390683j 0.00350238+0.00232269j -0.00182739+0.00155549j 0.000418687+0.0026932j 0.00481134-0.00314668j 0.000549389-0.00501978j -0.00231863+0.000580728j 0.00235513-0.00118128j -3.98162e-05-0.000226399j -0.00129449-0.00205421j 0.00502086-0.0038247j -0.000617928-0.00160415j -0.00431886-0.00217697j 0.00315958-0.00546805j -0.000557792-0.00400337j 0.00286748-0.00171904j -0.00249366-0.00132637j 0.00249015-0.00471726j 0.00563398-0.00110757j 
0.00478239-0.00386443j -0.00402581+0.0256435j 0.032422-0.00974308j 0.00514451+0.0141441j -0.0172449+0.0359999j -0.00367892-0.041552j 0.00811491-0.0260363j -0.00206445+0.00527131j -0.00168421-0.028401j 0.000452935+0.0311086j -0.000338992+0.0108629j -0.00356259+0.00550993j 0.00108634-0.0261392j -0.00284167+0.014186j -0.000913593+0.00174559j -0.00267727-0.00529443j 0.00700356+0.00233507j 0.0158629+0.00240075j 0.00691459-0.00677468j -0.0155472+0.0138636j 0.00328082+0.0241949j -0.0109166+0.00640277j -0.00257816-0.00103853j 0.00845083+0.00254492j -0.0057605-0.0088427j 0.0114111-0.00085018j -0.0120861+0.0122702j 0.00688741+0.00810077j 0.00239164-0.000880358j 0.00670177-0.00897054j 0.0100798-0.0103908j 0.00449411+0.00358522j -0.000562869+0.00790587j 0.000346718+0.00281101j -0.00360506+0.00550915j -0.00302352-0.0094902j 0.00410265-0.00137174j 0.00714576-0.00401543j -0.000361856-0.00332514j -0.00769118-0.00206005j 0.000156669-0.0212897j -4.60451e-05+0.00223817j 0.0045506-0.00142424j 0.00156058+0.00540252j -0.00793718+0.000449331j 0.00170716+0.00961627j -0.000552205-0.00424709j 0.000996652+0.00345885j 0.00191697+0.00375741j 0.00688625+0.00116833j 0.000269487-0.0060733j -0.00317969-0.0101052j -2.48834e-05-0.0106062j -0.00663244+0.0085007j 0.00326952+0.00234812j 0.0098972+0.000275768j -0.0050772+0.000880935j 0.0088805-0.0154396j -0.00413833+0.00539428j -0.00552015-0.0029426j -0.000131968-0.00561891j 0.00407479+0.00187894j 0.0028767+0.00501305j -0.00428919-0.00170214j 0.00169097+0.00446473j 0.00267461-0.00123799j 0.00193479-0.00473845j -0.00260651-0.00222334j -0.000759459+0.00360585j -0.00456042-0.00405737j -0.00479964+0.00408317j -0.00275244+0.00256584j -0.00702469+0.0071216j 0.00400033+0.0037785j -0.00113926+0.00204176j 0.000963882+0.00255254j 0.000914249+0.00108826j 0.000365761-0.000460257j -0.00476387+0.000481j -0.00147546+0.00116157j 0.00346421-0.00239401j -0.000277815+0.000561248j 0.00502207-0.00270709j -0.00601603+0.0028235j -0.00102127-0.0033476j 0.00525951+0.00422819j -0.000733625+0.00162192j -0.000144585-0.00458922j -0.00249215+0.00149517j 0.000574805-0.00372988j -0.00576103-2.20015e-05j -0.00124287+0.00480573j 0.00380581-0.00300978j 0.00484439+7.79565e-05j 0.00294654+0.00352238j -0.00094822+0.001862j -0.00122663-0.00165063j 
-0.0195225-0.0220387j 0.0136356-0.0325958j 0.0027899+0.0328386j -0.0116858+0.00432702j -0.0355427-0.00325908j 0.0349057-0.0124706j 0.0200601+0.013474j -0.00683754+0.00494513j 0.0211085-0.00149873j -0.0221349+0.00309081j -0.00542559-0.00111265j -0.00806385+0.00818481j 0.012973-0.000165162j -0.00852838+0.00706771j 0.00411559+0.000351758j -0.0117981+0.0189444j -0.0193266-0.0266666j 0.00957989-0.00791065j -0.0161887-0.0147936j -0.0113206+0.00508281j -0.0282438+0.0130687j 0.00577158-0.00570763j 0.00100817+0.00238999j 0.00914276+0.00522687j 0.0169368-0.00072282j 0.0100578+0.00431983j -0.0172899-0.00763591j -0.00672731+0.00804027j 0.00728571-0.00574348j 0.00757546+3.76719e-05j 0.0123863+0.00514161j 0.000989088+0.00267268j -0.00321472-0.00086433j -0.00352662-0.00103824j -0.00394879-0.00508542j 0.00300441+0.00203543j -0.00318947+0.00108142j -0.0106592+0.00103491j -0.000383435-0.00525806j 0.00381822-0.000830694j -0.00437612+0.01099j 0.0051184-0.00840778j 0.000526423+0.00347014j 0.0168371+0.000497198j -0.00424933-0.00138258j -0.0116814-0.00430408j 0.0143359+0.00381369j 0.00883023+0.000121974j -0.00353174-0.00256766j -0.00260787+0.00382574j -0.00017161+0.00384222j 0.00407733+0.00677375j -0.000179924+0.00129001j 0.00267197-0.0046031j -0.00351015-0.00404544j 0.000636407+0.00167879j -0.015456-0.00280498j -0.000944666+0.0101206j 0.00451995-0.00286787j -0.00305623-0.000121628j -0.00406079-0.00253681j 0.0070978-0.00180388j -0.00159194-0.00414956j 0.00233064+0.000849011j -0.0141563-0.00363185j 0.00524709-0.000760806j 0.00277506+0.000628112j 0.00103681-0.00153352j -0.000936717-0.00569979j -0.00521853-0.00359614j -0.00793704-0.0058202j -0.000711038-0.00120241j 0.00105475+0.00262671j 0.00188766+0.00224778j -0.000817942-0.00446163j 0.00569611+0.0018612j 0.000438434+0.00232298j -0.00434544-0.00347886j 0.00349427+0.00314548j -0.00148796+0.000951229j -0.00541553-0.0023376j 0.00105723+0.000620977j 8.16059e-05+0.00182124j -0.00248775-0.00368039j 0.00186065+0.00161143j -0.00399521+0.000273026j 0.000187176-0.00127135j 0.00257798+0.00118901j -0.000195161-0.00200894j -0.00391586-0.00772417j -0.000305112-0.00186058j -0.00181409-0.00270147j -0.00100066+0.00321071j -0.000562819-0.00352762j -0.00184032+0.00253077j -1.37027e-05+0.00298575j -0.000137809-0.00169041j 
-0.0113487+0.00928139j 0.00871756-0.0206626j -0.00543145+0.0123009j 0.00755732+0.0272534j 0.0200193+0.0256322j -0.0270025-0.0348777j -0.0102877+0.0126073j -0.00165291+0.013963j -0.0153562-0.0103032j 0.0194581+0.0149868j 0.00508737-0.000185914j 0.00534011+0.0206504j -0.0128594+0.00046376j 0.00936827+0.00104792j -0.000796249+0.00197091j 0.00163139+0.0173451j 0.000588024-0.0058029j -0.0140943-0.00213681j -0.0129212+0.00150579j 0.00841374+0.0175285j 0.0298632+0.00974676j 0.00921313-0.00989128j -0.00140712-0.00966569j 0.00384029-0.00380455j -0.00916525-0.00167422j 0.003878-0.00932279j -0.00506591+0.0109927j 0.0091002+0.00581739j -0.000975317-0.00363943j -0.00321367-0.0099685j -0.00502995-0.0158318j 0.002479+0.000999231j 0.00496901+0.00685448j 0.00406606+0.00742482j 0.000893483+0.00175786j -0.00499434+0.00125958j -0.00183392-0.00391174j -0.00277699+5.9505e-05j -0.00899156-4.84354e-05j 0.00130604+0.0159181j -0.00744603+0.00826398j -0.00427236-0.00170376j 0.0039091+0.00444558j -0.00489074-0.00643358j -0.00237983+0.000321011j 0.0073537+0.00316702j 0.0020598+0.011955j -0.00676471-0.0131575j 0.00546925-0.00833464j 0.00342267+0.0142679j 0.00474126+0.00393247j -0.00181484+0.00938309j 0.0142385-0.00149532j -0.0076696-0.00718388j -0.000807919-0.0121302j -0.000235847-0.00249521j 0.0022132+0.000404219j -0.00236208+0.0135833j -0.00377146-0.0140889j 0.000581557-0.00197733j 0.00214495-0.0113593j 0.00210582-0.00451474j 0.00432751-0.00555701j -0.00276636-0.00271122j 0.00826494+0.00478171j 0.00316266-0.00252476j -0.00394267-0.000294712j -0.00251692+0.00137138j -0.00312598-0.00297832j 0.00131708-0.00186567j 0.00332177+0.00217476j 0.00292922-0.00692064j -0.000852345-0.00226168j -0.00147126-0.000390798j 0.00149363-0.00195289j -0.000771267-0.00357988j -0.000975641+0.00382283j -0.000518433+0.00450525j 0.000721309+0.00168274j -0.00242593+0.000833254j -0.000669106+0.00816504j 0.00079827-0.00627341j -0.00373214-0.00364532j -0.000907144+0.00224095j -0.000609785-0.00156822j 0.000815307+0.00138156j -0.00310584+0.00265314j -0.000965528-0.00100199j -0.00211336+0.00236861j -0.00224603-0.000313379j 0.000699332+0.000853116j 0.00310814-0.00373822j 0.000101532-0.000681792j -0.00367192-0.00205037j 0.000664355+0.000648452j 0.000390939-0.00166705j -0.000437491-0.00261304j 
0.0231725-0.018035j 0.0128391-0.01181j 0.0105532+0.00139237j 0.0165684+0.0150166j 0.0160084+0.0212507j -0.021194-0.0185264j 0.000479708+0.00958584j -0.000680504+0.0120329j -0.0105836-0.00447732j 0.00845462+0.00602955j 0.00193534-0.00196273j 0.00847248+0.0121079j -0.00115697+0.00114288j 0.00418146-0.00170869j -0.00395066+0.00418168j 0.00453302+0.00305057j 0.0151442-0.00977352j 0.00590827-0.0215853j -0.010943-0.0112289j 0.00644113+0.0141213j 0.0042671+0.0240055j 0.00351113-0.00366663j -0.00226355-0.00371898j 0.00593136-0.00750049j -0.00190631-0.00547266j 0.000314757-0.0101644j -0.000623883+0.0113821j 0.00816717+0.00298699j 0.00325746-0.00612466j -0.00634395-0.00683577j -0.00563698-0.0116125j 0.00384454-0.00106219j 0.00532389+0.00234912j 0.0015081+0.00295189j -0.00034118-0.00127953j 0.00198709-0.000149925j -0.0017306+1.45745e-06j -0.00747575+0.00516593j 0.0029022-0.00153667j 0.0056959-0.0207562j 0.00576417+0.0129288j 0.0016548+0.00293132j -0.00481166+0.00860246j -0.00117549+0.0013117j -0.00262783+0.00222787j -0.00452121-0.0133511j -0.00482647-0.0161813j 0.00352954+0.00890878j 0.00429772+0.0158988j -0.00778343-0.0203428j -0.00245608+0.0078779j -0.0036994-0.0122381j -0.00204113+0.0120953j -0.000804448-0.00352386j -0.00555276+0.0094253j -0.00703125+0.000160271j 0.000760406+0.00433813j 0.00189462-0.00708278j -0.00331268+0.00810419j -0.00359142+0.00564736j -0.00337318+0.0145412j -0.00352415+0.0087363j -0.00334694+0.00787081j -0.00196594-0.00479149j 0.00283511+0.00727536j -0.00398366+0.00717885j -0.000111518-0.000308164j -0.00448005-0.00437401j -0.00108604+0.0048593j 0.00263639+0.00917185j -0.00391447-0.0029202j -0.00162229-0.000358378j 0.0068984-0.00874893j -0.00202262+0.00101109j -0.00155158+0.000523584j 0.00097079-0.000568079j 0.00294633-0.00379017j 0.00168669-0.00592795j 0.00209257-0.00646603j -0.000159856-0.00341555j 0.000252856-0.00106201j -0.00264015-0.00261196j -0.00202831-0.00102145j -0.00118789+0.00106421j -0.00287034+0.00133455j 0.0028433-0.00102686j 0.000394846-0.00537574j -0.00167767-0.000712675j 0.0016987+0.00369323j -0.0021055+0.000445288j -0.00093669+0.00270961j -0.000725228+0.00135343j -0.00177925+0.00264049j 0.000674245-0.00319828j -0.00124341+0.000590875j -0.000262007-0.00157973j 0.00229362-0.00116466j 
0.0244216-0.000500303j 0.0128685+0.0420249j -0.00383846-0.0386358j -0.00478784+0.00842023j -0.00933146+0.0251067j 0.013102-0.0240424j -0.00730816-0.0261896j -0.00788995-0.00926805j 0.00326019-0.0192179j -0.00816185+0.0170214j -0.00116892+0.00742326j -0.00990444-0.00698953j 0.00453431-0.0168524j -0.00582805-2.14941e-05j -0.00450632+0.00455289j -0.00762123-0.0416274j 0.0194434+0.00836228j 0.00662259-0.000857044j 0.0205141+0.0123939j -0.00662281-0.0149194j -0.0145772-2.95316e-05j -0.00376085+0.000439268j -0.00130181+0.00513911j -0.00150631+0.00587411j 0.00711949-0.00964132j 0.00663067+0.00200384j -0.00945082+0.0030921j -0.00607273+0.00619528j 0.00423039+0.000607819j 0.0076457-0.00145184j 0.00656213-0.00148453j -0.00146403+0.000649361j -0.00142951+0.00105578j -0.00327269-0.00057226j 0.00145306+0.00311314j -0.00120872+0.00213211j -0.000983475+0.000915572j -0.00428688-0.00693509j -0.00401914+0.0114733j 0.00718269+0.00981386j -0.00382234+0.0136703j -0.0122955+0.00963741j -0.00527658-0.0044925j -0.00352658-0.00521037j 0.00251887-0.00267626j -0.00864622-0.00442612j -0.000509071-0.0103383j 0.00273396+0.000876512j 0.00346981+0.00408374j -0.00888353-0.00337772j -0.0176486+0.00411143j 0.00116718+0.00569242j 0.00937801+0.0116378j 0.00531284-0.0076944j 0.00850178-0.00269862j -0.000455179+0.00311883j 0.00304934+0.00186173j -0.00188707+0.00876582j -0.00327437-0.00177249j -0.00347258+0.00281935j -0.00452335+0.00776967j 0.000292555+0.00218381j -0.002669-0.000985359j 0.00191385+0.00144587j -0.0100065-0.000341878j -0.00237326+0.00115172j -9.25941e-05+0.00139286j 0.000836666-0.0010297j 0.00404821-0.00486312j -0.00106564+0.00602195j -0.00640159-0.00485455j 0.00171471-0.00291514j 0.00258342-0.00516345j 0.00120212-0.000254446j -0.000851014-0.00558774j 0.00196635+0.00204533j 0.00277109-0.00546418j 0.00553249-0.00787282j 0.00259687-0.00461576j 0.00130936-0.00017981j 0.00239381+0.00326605j 0.00204948-0.00561948j 0.00567709+0.000288832j -0.00451866-0.00399011j -0.00410233+0.00491628j 0.00783564+0.000359462j 0.0013195+0.00115993j -0.00623089+0.00887431j -0.00259794+0.000354878j -0.000273333-0.00315193j -0.00632008+0.0013779j 0.00198861-0.00204093j -0.000748571+0.00166633j 0.00433775+0.000476096j 0.00388585-0.000629232j -4.13914e-05-0.000222178j 0.00182835-0.0019741j 
0.0153126-0.0685158j 0.0287011-0.00257217j 0.0473101-0.0323341j 0.0327946-0.025326j 0.000332792-0.00696046j -0.0114993+0.0104743j 0.0243008-0.0131799j 0.0122629-0.00192555j 0.000226536+0.00063968j -0.00252283+0.00161368j -0.00549632+0.00428375j 0.0090504-0.00593514j 0.0123137-0.0123651j -0.0108429+0.0053246j 0.00124569+0.0119488j -0.00377948-0.0164276j 0.00359901-0.0610366j 0.0250128-0.00389299j -0.0027145-0.0177458j 0.0173237+0.00367847j 0.00279414-0.00966408j -0.0113536+0.0151155j -0.00314669+0.011948j 0.00111899+0.00286275j 0.00164041+0.00279945j -0.00670703-0.00608142j 0.0116383+0.00474239j 0.00681296-0.00151637j -0.0040463-0.00465098j -0.00945438-0.00123305j -0.00623263-0.0014366j 0.00288129-0.00351557j 0.00277365-0.00382453j 0.00186152-7.23375e-05j -0.00074166+0.00221548j 0.000979492+0.00251631j -0.0012816-0.00468146j -0.00164433-0.011634j -0.0068255-0.00669876j 0.00394636+0.00420097j -0.00904502+0.00108231j 0.00813318-0.00312178j -0.00154326-0.00480359j -0.0106617+0.00652542j -0.00589232+0.00188783j -0.00423922+0.00429694j -0.00111306+0.00359715j 0.00716216+0.000724917j -0.00813742-0.00698258j -0.00524749+0.00723436j 0.0049877-0.00148809j 0.000835869+0.00608171j 0.00403017-0.00230647j 0.00649205-0.00368259j 0.00084391-0.00368371j -0.00528795+0.00675813j 0.00994006+0.00458991j -0.00303488+0.00378087j 0.00384377-0.00764772j 0.00139545+0.00303082j 0.00128525-0.002469j -0.00489145-0.00475756j 0.00381316-0.00101677j 0.001331+0.0066656j -0.0025997+0.000703456j 0.000445574-0.00652644j -0.00379538+0.000632808j -0.005241+0.00193743j 0.00342464-0.0033483j 0.00596987+0.00184116j -0.00385469+0.00178447j -0.00238226-0.000384572j 0.00561841+0.000424311j 0.00277729+0.000880089j -0.0036711-0.00250072j -0.00296074-0.00151293j 0.00295014+0.00347881j 0.00638922+0.00469622j 0.00100748+0.00120007j 0.00481292+0.00266187j -0.00364728+0.0041358j -0.00198841-0.000287158j 0.000659763-0.00119349j 0.00425868+0.00100285j -0.00391817+0.00323732j 0.00212176-0.00279681j -8.14142e-05+0.00533419j -0.0066038+0.00355741j 0.00792025-0.003447j 0.00164343+0.00386182j -0.00316847+0.00714152j 0.000575719-0.00403418j -0.00158096-0.00322465j 0.00760575-0.00853522j -0.00113358+0.00019128j -0.00199394+0.00418405j 0.00592423-0.000857345j 
