-0.00425245+0.002009j -0.0143176+0.00158899j -0.028278+0.00232244j -0.00360691+0.00207663j 0.0144916-0.00571876j 0.0174654+0.00672765j -0.0169117+0.00753015j -0.0247767+0.00172163j -0.00707105-0.000648805j -0.00926322+0.000503782j 0.0156789-0.0030425j -0.00212003-0.012448j -0.0348014+0.00181729j -0.000267975+0.0053975j -0.00139819+0.00133756j -0.0101294-0.00346078j -0.00655635+0.00318402j -0.0237977-0.00263546j -0.00602736+0.0115736j 0.0118791-0.00817608j -0.0126345+0.00375608j 0.0304602+0.00467204j -0.0083988-0.000139886j 0.00879057-0.0152587j 0.00440501+0.0055021j 0.0113906-0.000119099j -0.0189033-0.00162956j -0.0337272-0.00139604j 0.00635853-0.00744124j -0.0102804-0.00590412j -0.00255287+0.00893238j -0.00366977+0.0081236j 0.0294374+0.00122432j 0.000269873+0.00620354j -0.0402486+0.00553558j 0.00185157-0.00355223j -0.0105713-0.00600741j 0.0408769-0.0135854j 0.00633012-0.0190955j 0.038386-0.00859936j 0.10876+0.00867527j 0.0723249-0.0252049j -0.0322464-0.0384935j -0.0643821+0.0335591j 0.294227+0.0551729j -0.246897+0.119611j -0.119807+0.0108305j -0.12111-0.0267201j 0.0523261-0.0729157j 0.18696-0.0110582j -0.00358128-0.0123336j 0.0259237-0.0015386j 0.04146+0.007547j -0.00381473+0.0309953j -0.0528072-0.0055691j 0.0694379-0.0207823j 0.0136425+0.00184502j 0.0282808-0.00273618j -0.0142799+0.00339332j -0.0241988+0.0019966j -0.0333462-0.00953174j -0.00814253+0.00381506j 0.00187391+0.00407021j -0.0169696+0.0137606j -0.0388549-0.00110464j 0.0245131-0.00361262j -0.0120554+0.00343917j -0.0197497+0.00630134j 0.00483107-0.0117074j -0.0167188+0.000362672j -0.00722041-0.00237472j 0.00531257-0.0124364j 0.0117668-0.0125627j 0.0153721-0.00623402j -0.00843847+0.00170236j 0.00311447-0.000894607j -0.0324645-0.00342123j -0.0048255-0.00603421j -0.00589915+0.00309293j -0.0169556+0.00599036j -0.0185087+0.00523481j -0.000188484+0.00207539j 0.00249958+0.00194936j 0.0107575+0.00743733j -0.0148795-0.00251361j -0.00633523+0.00216537j -0.000319472+0.0107061j 0.0273541-0.0143184j 0.028654+0.0106154j -0.0220217+0.00986304j -0.00274732+0.000977237j -0.00620828-0.0129021j -0.00453856-0.0193315j 0.00723672+0.00805792j -0.000971397+0.0176859j 0.0310736+0.00989855j -0.0855782+0.0160131j -0.275343-0.0047601j 
-9.22446e-05-0.0146703j 0.0132309-0.00555253j -0.00695384+0.00205603j 0.0138651-0.0149175j 0.00737659-0.0105585j 0.00832789-0.0134317j 0.00254713-0.00521856j -0.00297138+0.0103084j 0.00740709-0.025172j -0.00432688-0.00505126j 0.00347958+0.00256954j 0.00359295+0.00650393j -0.0145576+0.0116836j 0.00828608-0.00308961j -0.00154772-0.0118267j -0.00762896+0.00240585j 0.00689862-0.0085178j 0.00545934-0.00238259j 0.00517337-0.0069514j 0.00188092-0.0111585j 0.00827162-0.0188749j 0.0034603-0.0170708j 0.0049437-0.00737328j -0.0283866+0.0335473j -0.0256749-0.00349439j 0.0136807+0.00172985j 0.00521174+0.00184199j -0.0157591+0.0155139j -0.0313937+0.0204442j 0.0191428+0.0248614j 0.0194204-0.0268725j -0.0503456+0.00974987j 0.25754-0.0943771j -0.332399+0.0144759j -0.253849+0.0425233j -0.00114296-0.0646802j 0.0566306+0.0409529j -0.0522396-0.213816j 0.00615402+0.192772j -0.0300268+0.13878j -0.059657+0.0291621j -0.0147306-0.00614121j 0.0268936-0.0610686j 0.0288959+0.0461539j -0.00241521+0.0233759j 0.0146481-0.0289361j -0.00554477+0.0117042j 0.00197881+0.024923j 0.00350658+0.0016236j 0.00699756-0.00818671j -0.00770553+0.0286554j -0.00101384+0.00869178j -0.00343796+0.00431103j -0.00689297-0.00629233j 0.000893712+0.0101412j 0.000382074-0.00223411j -0.00180149-0.0163175j 0.00497577-0.00789001j 0.000543726+0.0123437j -0.0025292-0.00628949j 0.00395286+0.00403424j -0.000169474-0.0042977j -0.00126955-0.00118736j 0.00170647+0.000482902j 0.00191699+0.0203366j -0.00277104+0.00218747j 0.000456919+0.0176499j -0.00210358-0.000459221j 0.00425163-0.00275518j 0.00244348+0.00708522j -0.00485213-0.00377327j 0.00210025+0.00431188j -0.00114967-0.0118086j 0.000280631-0.00717878j -0.00468855-0.00510893j 0.00197824+0.00825961j -0.00164451-0.0066664j -0.0114255-0.0066226j -0.00974999+0.00679899j 0.0145812+0.0184434j -0.00197619-0.00762557j 0.00677683+0.00148558j 0.0164498+0.021661j 0.00835317+0.00601357j -0.012718+0.0208213j -0.016575-0.0115913j -0.0248018-0.0325567j -0.104457-0.0111105j 0.0940379+0.0236411j 0.0850047+0.0118587j 0.00220415+0.00670728j 0.0317261+0.0186338j -0.00342537-0.0208931j 0.0183163-0.0123785j -0.0262272-0.000158572j 0.00647551+4.55832e-05j -0.00700279+0.00228601j 0.00299363+0.00376393j 
0.00471241-0.00162614j -0.00318465+0.013062j 0.00718052-0.00183179j -0.00633741-0.0172943j -0.00539008-0.0213673j -0.00398073-0.00194698j -0.0046957+0.0125412j 0.00146104+0.00236378j -0.00495458+0.00170911j -0.00053539+0.00535147j 0.00083685-0.0134694j 0.00355165-0.00638829j -0.0037389+0.0217801j -0.00120223+0.00775018j 0.000691823+0.00214942j 0.00790162+0.0132333j -0.00196017+0.0131918j -0.00493416+0.00990674j -0.00414926+0.0155746j 0.0102941-0.008513j -0.000369206+0.0137162j 0.00689315-0.0196279j -0.00175881-0.00213108j 0.00493564-0.0321747j -0.00540337-0.0229878j -0.00710234-0.00945307j -0.0226836+0.00382764j -0.018211+0.0180695j 0.0264202-0.00874697j -0.00822152+0.0103103j 0.0142417-0.0266078j 0.0133484-0.0254431j -0.113939-0.0190377j 0.0831397+0.0147279j 0.0636541+0.0691121j -0.20736+0.0669158j 0.0261077+0.217553j -0.0343888-0.365918j 0.0390732-0.26352j 0.0361983+0.284442j 0.0119856+0.0576611j -0.0015957-0.0577376j -0.0101554-0.113726j 0.00735713-0.0360779j 0.00763216+0.00696076j -0.00907082-0.0601697j 0.0027977+0.0683902j 0.0126237-1.44395e-05j -0.0074552-0.0122423j -0.00170612-0.00635293j 0.00587052+0.0148489j 0.00418755+0.00328542j -0.00199109-0.0134927j 0.00130974+0.00227953j 0.00063518-0.0113186j 0.00242597+0.00130994j -0.00316606+0.00674092j -0.000935001-0.00721196j 0.00529425+0.0166614j 0.00101871+0.0146543j -0.00116456-0.0114219j -0.000984207-0.02327j 0.00100202-0.0100423j -0.00122161-0.000963725j 0.00315989+0.0110467j -0.000997229+0.0158718j 0.00255818-0.00197877j 0.00261077+0.00541111j -0.000799412+0.00240397j 0.00445473-0.00244683j -0.00293103+0.0035278j -0.000280614-0.00535996j -0.00605466-0.00957391j -0.000289757-0.00990823j -0.00797732+0.00212909j 0.000144954-0.00678852j 0.00345048+4.45391e-05j 0.00769439+0.00690865j 0.00387708+0.00599351j 0.00480409+0.00890365j -0.00864528-0.0289575j -0.014501+0.0201158j -0.00782765-0.00459635j 0.00378274+0.0410778j 0.00604376+0.0344028j 0.00565416+0.0132197j 0.0259689-0.00544518j 0.0112811-0.0353435j -0.0737748+0.013362j 0.0104826-0.0119785j 0.00278489-0.00249364j -0.0206114-0.0111068j 0.0349148-0.0451587j 0.00143601+0.00924064j 0.00875775+0.00153993j -0.00290086+0.000458658j -0.000169859-0.0037509j 0.00226118+0.00408885j 
-0.00747904+0.00157238j -0.00617281+0.00586843j -0.0209856+0.0183452j -0.00412625+0.0213746j -0.000459265+0.000184346j -0.00364842+0.00493165j 0.00261269+0.0154802j 0.0134836+0.00201545j 0.00880481+0.00611394j 0.00234496-0.00531193j 0.00646007-0.0179104j 0.00674624-0.0017936j 0.0130236-0.00558145j -0.00105456+0.00517862j -0.00600868+0.015805j -0.00144674+0.00977913j -0.00196976+0.0157387j 0.0207571+0.0191175j -0.0198265+0.0107814j 0.0152969-0.000649253j -0.01902+0.0448843j -0.0105074-0.0262979j -0.00792053+0.0136941j 0.0244157-0.0154525j -0.0268202-0.0158274j 0.00993267-0.00588944j -0.032289+0.0450432j 0.0764597-0.033542j 0.0582287-0.0297491j 0.0700031-0.0174376j -0.226303+0.0455712j -0.105439-0.026476j 0.335458-0.0569638j 0.0232658-0.120395j 0.157368-0.0498141j 0.0324319-0.056985j -0.119751-0.191943j -0.0484448-0.124427j 0.0169036-0.242974j -0.0147285-0.0231692j -0.00689649-0.0175981j -0.0318572+0.1023j -0.0272361+0.0109132j 0.0369217-0.0735993j 0.0106077-0.0274278j -0.0108901+0.0105957j 0.0038451-0.0153562j 0.00487168-0.00711913j -0.000635591-0.00936785j -0.000539447+0.00386327j -0.00415108-0.000253397j 0.00176477+0.0157521j -0.00637669-0.0165912j -0.00185821+0.000573421j -0.000652802-0.0164753j -0.00114314-0.00438945j -0.00187436-0.0031754j -0.00473458-0.0166104j 0.00250989-0.00532551j 0.00139464+0.0025044j -0.000991489-0.00153557j -5.3068e-05+0.00956165j -0.00034055-0.0138179j 0.00134973+0.00952634j 0.00353976-0.00213775j 0.00387558+0.000497252j 0.00181313-0.00797772j 0.00336415+0.00186517j 0.000708487-0.000189355j -0.00621418-0.00732565j -0.000951765-0.00156143j 0.00811542+0.0127662j -0.0128578-0.000414373j 0.00438562+0.0118902j 0.00749486+0.014262j -0.0116014+0.000126218j 0.00141905-0.00531259j -0.0195697-0.0211545j 0.0214747+0.0123512j -0.00636045+0.00218519j 0.00128406+0.0035221j 0.00743699+0.0191665j 0.0433388+0.00612819j -0.0132833+0.00744499j -0.0286539-0.0228633j 0.00673648+0.0608612j 0.0912634+0.00392478j 0.0724355+0.0174095j 0.0979697+0.0181169j 0.0225537-0.0122204j -0.00568652+0.014547j 0.00199167-0.0216308j 0.03645-0.00614303j -0.000543249+0.00506211j -0.0062301-0.00296411j -0.000689815+0.00176036j 0.00654328-0.00451354j -0.00387723+0.00139196j 
-0.0100143-0.00987623j -0.000227826-0.0140906j -0.011151-0.00266984j -0.00471949-0.00285028j 0.00396829+0.00272768j 0.00313198-0.0157056j 0.00258438-0.00115693j -0.00621631+0.00562307j 0.00407789-0.00307303j -0.00393426-0.00796565j -0.000160143-0.000189024j -0.00176992+0.021911j -0.00533905+0.0125695j -0.00598386-0.0127707j 0.00519742-0.00423509j 0.0046248+0.0174814j 0.000753664-0.00406793j -0.000940487+0.00479606j -0.00979381-0.0285724j 0.0153092+0.0177215j -0.00361661-0.0157891j -0.00256699-0.0182559j -0.0119157-0.00899225j 0.0324765+0.0616217j -0.00825814+0.0028045j -0.00668175-0.00237562j 0.0151975-0.0166284j 0.00732951+0.0176084j 0.0471852+0.0566522j 0.0388983+0.0143976j -0.104745-0.0585495j -0.0513344-0.00707461j -0.00857085-0.0330853j 0.26498-0.0267152j 0.149444-0.0634073j 0.00300556-0.0038263j -0.0140554+0.0407787j 0.0419569-0.292894j 0.0767076+0.42181j -0.0200252-0.147922j 0.00562516+0.0701842j -0.0282693-0.0224493j -0.0218379-0.0434256j 0.0158349+0.0674215j 0.00515039+0.0404469j -0.00699623-0.0139276j 0.000932908-0.0100809j 0.00468992+0.00963238j 0.00409337+0.00740201j -0.00410972+0.00634122j 0.00279425+0.0195604j -0.00124422+0.0136447j 0.00722985+0.00794984j -6.88311e-06-0.00796606j 0.00662156+0.0139193j -0.00241308+0.0014705j -0.00219147-0.0145627j 0.0002871-0.00751043j 0.00102091+0.00575814j -0.00110729-0.0131107j 0.00303972-4.63788e-06j 0.000691879-0.00457188j 0.00679162+0.00806125j -0.00115632-1.43335e-05j 0.00145716+0.0156094j -0.00321891+0.00363803j 0.00761322+0.0222312j 0.00109204+0.00213013j -0.00747379-0.00473649j -0.00173225+0.0129202j -0.000485651-0.00450374j -0.00212579+0.00545734j -0.00908608-0.00809932j -0.00260415-0.00310743j 0.00354216-0.0127635j 0.00239613+0.00441784j -0.00350818+0.00777141j 0.00257526-0.00536253j 0.00746851+0.0161817j -0.00111782+0.0142114j 0.0023182+0.00757255j -0.0112813-0.0210826j 0.0259033+0.0435656j -0.0096646-0.0213937j -0.0185254+0.00852389j 0.0121599-0.0287038j 0.0219243-0.0496462j 0.079904-0.0104404j -0.00200509+0.0138936j -0.0220594+0.00508529j 0.00622802+0.0134835j -0.0481062+0.0498844j 0.0151723-0.0118823j -0.00925462+0.000960941j 0.00352687-0.00356056j -0.0142451-0.00220254j 0.0110555+0.00349705j 0.00102445+0.00329458j 
0.0031688+0.0172045j -0.0267293+0.00279349j 0.00440074-0.00125755j 0.00790551-0.00238483j -0.00233334-0.0038176j -0.000739319-0.00606673j 0.00153133-0.00233304j 0.00405632+0.00321366j 4.80279e-05+0.00159862j -0.0067229+0.0077356j 0.00929946+0.0064076j 0.018216-3.55031e-05j 0.00149662+0.00364578j -0.0137641+0.00214454j -0.00204485-0.00464511j 0.00236827+0.00659257j -0.016793-0.00492038j -0.0233537-0.00863003j -0.029959-0.0109184j 0.00979403+0.00119812j -0.0279183-0.0094709j 0.0176114+0.0120345j -0.033872-0.00496208j 0.10111-0.00933926j 0.0707798+0.00106749j 0.0116719+0.00389682j -0.0666821-0.0216601j -0.0361829-0.016789j 0.162372-0.0184245j -0.0885621-0.0183275j -0.0425852-0.0017199j 0.211181+0.0180835j 0.156781+0.0230218j -0.258308+0.07701j 0.295122-0.0973494j -0.0668627-0.0574739j 0.0614099+0.26865j 0.0623467+0.105233j 0.0269172+0.0629543j -0.0220526-0.00399041j 0.00281795-0.000672747j 0.010136-0.0439752j 0.00222968+0.011373j 0.0212896+0.0375885j 0.00342344+0.00775179j -0.00466397+0.00479031j -0.00535297+0.0193347j -0.00526997-0.00576826j 0.00139785-0.0166322j 0.00225545-0.00249111j 0.00240411-0.00793319j 0.0034593-0.00598799j 0.000611263+0.0178655j 0.000498283+0.00633629j 0.00285943+0.000109554j -0.00185485+0.00415482j -0.000714115+0.00484716j -0.00497144+0.0198369j 0.00088672+0.00759854j 0.000143841+0.00657893j 0.00066726-0.00154614j 0.00340776-0.00729659j 0.00153107+0.00601248j -0.0107304-0.00566117j -0.00160276-0.0100866j 0.00224712+0.00645675j 0.00181974+0.0081077j 0.000536184-0.00303416j 0.0033146-0.00553668j 0.00100435-0.000153736j 0.00272899-0.00247348j 0.000197094+0.00285497j -0.00175051+0.00318858j -0.00974547-0.0107723j -0.00563356+0.00548682j 0.00351264-0.00757512j 0.00663506+0.00687315j 0.02253+0.0190328j 0.0134039+0.00354637j -0.0240129-0.0204725j 0.0206106+0.00975144j -0.00538436-0.00850964j -0.00828298-0.00884718j -0.0123637+0.00720966j 0.0433706+0.0191358j 0.0305144-0.0422228j 0.125722+0.0277772j -0.0248945+0.00662811j 0.0284127-0.00490337j -0.00903618-0.0169872j 0.0145395-0.0265537j -0.0497507+0.0103604j -0.000610469+0.0048509j 0.00682128+0.00372852j 0.0265196+0.00101745j -0.00704074+0.00024147j 0.00360545+0.00156654j -0.0154347-0.000839567j 
-0.0157644+0.0116842j 0.00328725-0.0154267j -0.0101454-0.010649j 0.00459383-0.00336131j 0.00150858-0.0037038j 0.00281265+0.00711172j 0.00963971-0.00703517j -0.00450709+0.00121488j 0.00736904-0.0252886j 0.00935722-0.00132243j -0.0129399+0.0167976j 0.00299985-0.015676j -0.000185908-0.00278549j 0.00148279+0.0108471j 0.00784167-0.0131532j 0.00567644-0.0211111j 0.010364-0.0253663j 0.0274454-0.029908j 0.00652058+0.0133206j -0.00305203-0.0391133j 0.0272145-0.030063j -0.054223+0.0249558j 0.00547178-0.0135252j 0.0137546+0.0143098j -0.0687964+0.0573954j -0.0154323+0.014759j 0.0588649-0.019987j 0.0403588-0.0227966j 0.0138885-0.0159013j 0.110776-0.0384725j -0.00225108+0.0191074j -0.189049+0.054944j 0.226028+0.0173676j 0.276274+0.0179349j -0.0908818+0.0824013j -0.0358164-0.0285433j -0.016333+0.368552j 0.000923821+0.23552j -0.0278251-0.0304095j 0.00707456+0.0798437j -0.0401624-0.0215529j -0.00947756-0.0462969j -0.0146517-0.00556904j 0.0165773+0.0603896j 0.00119718+0.0076179j -0.004062-0.00501044j 0.00275206+0.0295838j 0.00537683-0.0164932j -0.00129578-0.00293407j 0.00324052-0.00419902j -0.00745451+0.00592205j -0.00591969-0.00806312j -0.0036603+0.0291357j 0.000959735+0.00290038j -0.0050705+0.00267539j 0.000525998+0.000401772j -0.000374939+0.00763932j 0.0056084+0.0187989j 0.00311445+0.00923133j 0.00382258-0.00264339j -0.000161429+0.0044125j -0.00320507-0.0113112j 0.000504492+0.00326919j 0.00088961-0.0121699j -0.0027888-0.00683329j -0.00179912+0.00133353j -0.00160167+0.00617388j -0.00159313-0.0119474j -0.000477111-0.00982173j -0.0090623-0.00365579j -0.00225744-0.00251976j 0.00206872-0.0152236j 0.00109379+0.00372615j 0.00332774-0.0159808j 0.00449209-0.000630756j -0.0036005+0.00157844j -0.0120239-0.00158612j 0.00545791+0.021011j 0.00239258-0.00356968j 0.00576162-0.0146373j -0.00409548-0.0112817j -0.00987992-0.00455362j 0.0247096-0.0154822j -0.00234818+0.00877298j -0.0647225+0.0194743j -0.052955-0.0725757j -0.0324469+0.0161554j 0.0554621+0.00807074j 0.0590511-0.0103334j 0.0417696-0.0134835j 0.0278513-0.0430682j 0.0255176+0.00433903j 0.0124823+0.00467353j -0.00227364+0.00278996j -0.00357932+0.0053413j 5.93114e-05-0.000258752j 0.00843023+0.00105347j 0.00040573-0.00280598j 
0.00796802+0.00422262j -0.0115787+0.00559953j 0.00878087+0.0103973j 0.0132566-0.0137694j 0.00491514-0.0042221j 0.00277427+0.00199778j -0.0076433-0.00697367j -0.00664388+0.0059101j -0.00138567+9.85581e-06j -0.0139759+0.0147956j 0.00558402+0.0074322j 0.0120787+0.000441696j -0.00156796+0.0268715j -0.0119997-0.00741066j -0.00593968-0.012763j -0.00695441+0.000924552j -0.0149311-0.00904636j -0.0306212-0.00923691j -0.0183841-0.00494735j 0.00939948-0.0195446j -0.0280782-0.00403845j 0.0352351-0.0165164j -0.00662826+0.00661084j 0.082037-0.00515702j 0.072734+0.0102076j 0.00707306+0.0107335j -0.0166509-0.0330257j -0.190421+0.0287274j -0.0607044+0.000803323j -0.20198+0.00882602j -0.0158138+0.0500288j -0.419447+0.114727j -0.0346939-0.169351j -0.0416219+0.0647562j 0.134912+0.0445321j 0.0452809+0.265117j 0.0519632-0.0304614j 0.0131326+0.0634453j 0.00925357+0.0183596j -0.0198587+0.0601285j -0.0081622+0.0379033j -0.00278508+0.00750535j 0.00144336-0.0114136j 0.00848859-0.0152843j 0.00460891-0.00387153j 0.0173757+0.00533451j -0.000156826+0.00712254j -0.00903918-0.00726216j 0.00724825+0.0129179j 0.00109848-0.00880956j 0.00470521+0.00959834j 0.00298058-0.0239619j -0.00160949+0.0062348j -0.00386372+0.00543368j 0.000690682+0.0136075j -0.000425744-0.017752j 0.00254666-0.0053049j -0.00181997-0.00730587j -0.000633956-0.0121105j -0.000834606-0.00447488j 0.0031617-0.00595262j 0.000389536+0.00854308j -0.00295665+0.00955415j -0.00645645+0.0051064j 0.00166487+0.00386676j 0.00216127+0.0019425j 0.00070409+0.00829928j -0.00530886-0.00826626j 0.000984821-0.00356296j 0.0108373-0.0126535j 0.00515758-0.00407509j -0.00512567-0.0145704j -0.0240536-0.0144199j -0.00787649+0.00244724j -0.00433588-0.00896693j -0.0234352-0.00838644j -0.00394165+0.0134865j 0.00559316-0.00289795j -0.0238408-0.00950556j 0.00740276+0.0143799j -0.0175079-0.003239j 0.0404891-0.0147203j 0.0423767+0.0159664j 0.0595298-0.00884457j -0.0731467-0.02452j 0.0446824-0.013434j 0.0560726+0.0168037j -0.0442612-0.013829j 0.00128983+0.000947994j -0.015962+0.0316348j -0.0112507+0.000164508j -0.0088963-0.00100546j -0.0164963+0.00306181j 0.0084817-0.00112208j 0.00823717+0.00102525j 0.00091031-0.00228569j -0.00317094+9.1634e-05j -0.00806305+0.00252307j 
-0.00476917+0.00389856j -0.00851683+0.00233296j 0.00768843-0.00218279j 0.0118238-0.00103424j 0.00778568-0.0117867j 0.00524963-0.0132396j -0.000250638+0.00687329j -0.00748723+0.00770655j 0.0116912-0.0103679j -0.00112478+0.00806748j -0.00106363-0.00857606j 0.0206536-0.0049341j -0.00916545+0.00979568j -0.01064+0.0156238j 0.0072441-0.0112007j 0.0219026+0.00196083j -0.00732171+0.00913251j -0.00740302+0.01083j -0.0299341+0.00556032j 0.0352122+0.00188731j 0.0142032-0.0136582j -0.00824566+0.0108569j -0.00995531+0.00333301j 0.0958399-0.0432639j -0.0220886-0.0209224j -0.040117+0.016284j -0.02296-0.0393082j -0.0573189+0.0517702j 0.263862+0.00890375j 0.00399096+0.0312265j 0.43229-0.138349j -0.179598+0.0156588j 0.0259297+0.026561j 0.0492363-0.0370079j 0.0986724+0.0122644j -0.061352-0.273252j 0.0240978-0.144712j -0.0352089-0.0137881j 0.0157772-0.0167816j -0.0226938-0.0094635j 0.00200833-0.00926731j 0.023163-0.000571282j 0.00667919+0.0219488j -0.0132554+0.0108898j -0.00305466+0.0087745j 0.01142-0.0185003j -0.0157506+0.00374261j -0.00208127+0.015219j 0.00710667-0.0161238j 0.00627225-0.0132256j 0.00161474-0.0039442j 0.00150044+0.00953188j -0.00534082+0.00605563j -0.00126428+0.0042011j 0.00493159-0.00564004j -0.00233296-0.00735995j -0.00301612-0.00573554j -0.00626322+0.00628334j -0.00175061+0.0140628j -0.000198012+0.00113211j 0.000903443+0.00385708j 0.00325186-0.0101306j 0.00240145-0.000209315j 0.00172457-0.000387684j 0.000272084+0.00360219j -0.00152028-0.00746894j 0.00324512+0.000216527j 0.00880203+0.00512287j 0.000559955+0.000229802j 0.00543639+0.00703281j 0.00311357+0.000410159j 0.00817216+0.00154137j 0.0026533+0.00778457j -0.0150049-0.00873112j -0.00308099+0.00999106j 0.0216757+0.0159366j -0.0261413-0.031148j 0.0521284+0.011653j 0.0126865-0.0108763j 0.0125504+0.00392517j 0.0421024+0.00865242j 3.74015e-05+0.0259923j -0.0363267+0.00135228j 0.0853558+0.023141j -0.00926689-0.0118427j -0.0648368+0.0174201j 0.0223811-0.0209092j -0.0190349+0.00330651j 0.00503535+0.0162083j -0.00997528-0.0116572j -0.0319007+0.0128256j -0.00594107-0.0048097j 0.000658878+0.000575906j 0.0105385-0.00584236j -0.0018209-0.000788569j -0.00615422+0.000876642j 0.000347094-0.00120569j -0.0047084+0.000276033j 
0.0113815-0.00108927j -0.00214947+0.00858541j -0.00437165-0.00553913j -0.0142354+0.0164611j -0.0076685+0.00704588j -0.000301273+0.000217608j -0.00550609+0.0147134j 0.0117974-0.0162811j -0.0100481+0.0185475j 0.00142984-0.0152806j 0.00516011-0.0102612j -0.0113274+0.00807351j 0.0166939-0.0372342j 0.00131053-0.00669771j -0.0156438+0.0193387j -0.0266986+0.00586372j -0.014419+0.0295322j -0.0181984+0.0117662j 0.0164958+0.00304472j -0.0357564+0.0400463j -0.0287617+0.0284722j 0.0332564+0.00198462j 0.0212093+0.00724349j -0.0520191-0.0248758j 0.0652853-0.0330256j 0.00228338-0.0031407j -0.149047+0.032345j 0.144564-0.0776678j -0.116828-0.00857636j -0.116012+0.0795368j 0.024166+0.0711333j -0.293876-0.017011j -0.063368+0.249036j -0.071705-0.133293j -0.0824187-0.310763j -0.0396399-0.121611j 0.00486237+0.152356j 0.0115865-0.0805423j -0.00423623+0.0120593j 0.0166947-0.0601824j 0.0105077-0.0693843j 0.000637509+0.00200128j 0.0161537+0.026294j 0.00766058+0.00730611j -0.00293807-0.0195849j -0.00242587+0.0207757j -0.000786443-0.0090262j -0.000964974+0.00955761j -0.0034313-0.029936j -0.00383886+0.0242526j -0.00194726-0.0260564j 0.00479608+0.0225952j 0.00444694-0.0207479j 0.00149037-0.000432906j -0.00675631-0.0125017j 0.00386309+0.030697j -0.000524679+0.0144369j 0.00470838+0.00769545j -0.00131042+0.00199977j -0.0005602+0.0162853j 0.0019388-0.00798268j 0.00100239-0.010726j -0.00313651-0.00458064j -0.0044694-0.00531384j -0.00215921-0.0143523j 0.00303184+0.00848688j -0.00504493-0.010187j -0.00620371+0.00407232j 0.00803265+0.00446567j 0.0071603+0.0134164j -0.000711356-0.00161754j 0.00997818+0.0234306j -0.00173206+0.00593011j 0.00520726+0.0161474j 0.0109353+0.00932106j -0.030016-0.0231863j 0.0336075+0.00868889j -0.030396+0.00942223j 0.0386535+0.0282498j 0.00334339-0.0444074j -0.0158024+0.00729377j 0.0229623+0.00880383j -0.0319811-0.0262014j 0.0229264+0.0020043j -0.0227205+0.0313656j 0.0479135+0.0226345j -0.0125583+0.0286424j -0.0131379+0.0387306j -0.00786719-0.0247607j 0.0135223-0.0384952j 0.0202598-0.00706632j 0.00377671-0.00246518j -0.0142405-0.000148766j -0.0011646+0.00245299j 0.00612668-0.00193218j 0.00890047+0.00504242j -0.00386093+0.0013732j -0.00414195-0.00279913j 
-0.00713497+0.00168887j -0.00249362-0.00269316j -0.000814381+0.000534003j -0.000393656+0.00131408j 0.000632623+0.00132872j -0.00106836+0.00931672j -0.00558903+0.0017785j 0.00779697-0.00883642j 0.00128227+0.00263989j 0.00699576-0.00379604j -0.00224482-0.00178925j 0.00682581+0.00642284j 0.00512984-0.0023596j -0.000642344+0.00597318j -0.00383686+0.00021322j 0.0119807+0.00240253j -0.00269399+0.0023912j 0.00440909+0.00474525j -0.0213668-0.00135982j 0.00370307-0.00125021j 0.0125035+0.00523116j -0.0280304-0.00275059j 0.000359564-0.00231711j 0.0549383+0.0057756j -0.00583184-0.00614601j 0.00783381+0.0150727j -0.0290353+0.0396708j 0.221021-0.059876j 0.105476-0.0147142j 0.00526817-0.0225766j 0.245764-0.0792481j 0.0397716-0.0703248j 0.152845+0.114485j -0.0326372-0.11293j -0.00603774-0.0165057j 0.039548+0.494339j 0.0174757-0.0163478j -0.0110119-0.0479643j 0.00345099+0.0309859j 0.0118164-0.0121858j 0.00475309-0.00354933j 0.00688132-0.0152257j -0.00260406-0.0206691j 0.00372352-0.00244274j -0.00274558+0.00295805j -0.00336524+0.0239609j -0.00501662-0.00212611j -0.00169275-0.0191963j 0.00323432+0.0126098j 0.00188436+0.0220803j -0.00627177+6.42761e-06j -0.00196085-0.0032634j -0.00389973-0.0194943j -3.60724e-05-0.0052553j 0.00290127-0.00636365j 0.0024538+0.00705806j 0.00328938+0.0160053j -0.00204566-0.00763923j 0.00116353-0.0151665j 0.000784884-0.00327689j -0.00467808-0.0094424j -0.00439075-0.0071566j 0.00116123+0.000473182j 0.00175465+0.00309693j -0.000625967-0.00656081j 0.00130056-0.000919012j -0.00114716-0.0136103j 0.00162881-0.00128433j 0.00270233+0.000834406j -0.00734561-0.00312776j 0.0084724+0.00901361j 0.00560861-0.00866607j 0.0235936+0.00977736j 0.00102783+0.0179066j -0.00616883-0.0212417j 0.0064522-0.00846039j 0.00803639+0.0329346j 0.0203437+0.0174413j 0.0447578+0.0191962j -0.0131404+0.000664073j 0.0361308-0.00225965j -0.00827833-0.0590313j -0.0650918-0.0392869j 0.00873924-0.0215781j 0.00148704+0.00524723j -0.0409578-0.00600275j -0.0123699+0.00898493j 0.0223749+0.00225386j 0.0415417-0.0486579j -0.010843+0.0249261j 0.00760215+0.00270857j -0.00272011+0.000517545j -0.000805207+0.0012123j 0.00489581+0.00181685j 0.00167102+0.00144396j -0.0055623+0.00214964j 0.00552114+0.00214298j 0.000814396+0.000570769j 
