-0.00425245+0.002009j -0.0143176+0.00158899j -0.028278+0.00232244j -0.00360691+0.00207663j 0.0144916-0.00571876j 0.0174654+0.00672765j -0.0169117+0.00753015j -0.0247767+0.00172163j -0.00707105-0.000648805j -0.00926322+0.000503782j 0.0156789-0.0030425j -0.00212003-0.012448j -0.0348014+0.00181729j -0.000267975+0.0053975j -0.00139819+0.00133756j -0.0101294-0.00346078j -0.00655635+0.00318402j -0.0237977-0.00263546j -0.00602736+0.0115736j 0.0118791-0.00817608j -0.0126345+0.00375608j 0.0304602+0.00467204j -0.0083988-0.000139886j 0.00879057-0.0152587j 0.00440501+0.0055021j 0.0113906-0.000119099j -0.0189033-0.00162956j -0.0337272-0.00139604j 0.00635853-0.00744124j -0.0102804-0.00590412j -0.00255287+0.00893238j -0.00366977+0.0081236j 0.0294374+0.00122432j 0.000269873+0.00620354j -0.0402486+0.00553558j 0.00185157-0.00355223j -0.0105713-0.00600741j 0.0408769-0.0135854j 0.00633012-0.0190955j 0.038386-0.00859936j 0.10876+0.00867527j 0.0723249-0.0252049j -0.0322464-0.0384935j -0.0643821+0.0335591j 0.294227+0.0551729j -0.246897+0.119611j -0.119807+0.0108305j -0.12111-0.0267201j 0.0523261-0.0729157j 0.18696-0.0110582j -0.00358128-0.0123336j 0.0259237-0.0015386j 0.04146+0.007547j -0.00381473+0.0309953j -0.0528072-0.0055691j 0.0694379-0.0207823j 0.0136425+0.00184502j 0.0282808-0.00273618j -0.0142799+0.00339332j -0.0241988+0.0019966j -0.0333462-0.00953174j -0.00814253+0.00381506j 0.00187391+0.00407021j -0.0169696+0.0137606j -0.0388549-0.00110464j 0.0245131-0.00361262j -0.0120554+0.00343917j -0.0197497+0.00630134j 0.00483107-0.0117074j -0.0167188+0.000362672j -0.00722041-0.00237472j 0.00531257-0.0124364j 0.0117668-0.0125627j 0.0153721-0.00623402j -0.00843847+0.00170236j 0.00311447-0.000894607j -0.0324645-0.00342123j -0.0048255-0.00603421j -0.00589915+0.00309293j -0.0169556+0.00599036j -0.0185087+0.00523481j -0.000188484+0.00207539j 0.00249958+0.00194936j 0.0107575+0.00743733j -0.0148795-0.00251361j -0.00633523+0.00216537j -0.000319472+0.0107061j 0.0273541-0.0143184j 0.028654+0.0106154j -0.0220217+0.00986304j -0.00274732+0.000977237j -0.00620828-0.0129021j -0.00453856-0.0193315j 0.00723672+0.00805792j -0.000971397+0.0176859j 0.0310736+0.00989855j -0.0855782+0.0160131j -0.275343-0.0047601j 
0.0114972-0.0020638j 0.00235691+0.00306495j 0.0244707-0.0311623j 0.0263213+0.126367j 0.000954398+0.0648673j 0.0297516-0.00209886j 0.0423794+0.0893651j -0.621914+0.0100025j 0.0238439+0.0118322j -0.00311264+0.019107j 0.0160362+0.0474013j 0.00851337-0.000714972j 0.0519395+0.0277051j -0.0170564-0.0139311j -0.00673771-0.00412148j 0.0190855-0.00778769j -0.0104506-0.024256j -0.00116141+0.00122552j -0.0291569-0.0122336j 0.00616019-0.0151058j -0.0151165-0.0252255j -0.00591654-0.00465785j -0.000992072-0.0102764j 0.0101588+0.011927j 0.00231791+0.0113274j -0.00925415-0.00376551j -0.00813059-0.0105637j 0.0353998+0.0157622j 0.0163599+0.00379512j -0.00463469-0.00727333j -0.0202784-0.0171497j 0.0076903+0.00932068j -0.00934942-0.00450257j 0.0205834+0.0314756j -0.000511599+0.0219401j -0.00490448+0.0159185j 0.0100252+0.0278003j -0.0127597-0.0471778j -0.0206491-0.0161581j -0.0192506-0.0141981j -0.0445216-0.0770116j 0.0189415+0.0376639j 0.0276444+0.103364j 0.00181315+0.00279644j -0.0103313-0.019151j 0.0218596+0.00612655j 0.0107812-0.0473386j 0.00558293+0.0227537j 0.0119604-0.0436651j 0.0204283+0.0678636j 0.0131305-0.0164883j 0.0267585-0.00356543j -0.00331418-0.00663583j 0.0588878+0.000716261j 0.0668836-0.0113349j -0.000869628+0.013768j 0.039599+0.00498316j -0.00686626+0.00207368j -0.00672726-0.00360324j 0.0240914+0.001827j -0.0128096-0.0040618j -0.00939666+0.0014587j 0.0412857+0.000501155j -0.00195012+0.00156134j -0.0131983-0.00559503j -0.000540959+0.00268007j 0.0167234-0.00134191j 0.0113776-0.000593473j -0.0144049-0.000605843j -0.00213939-0.00110215j 0.00234167-0.00166781j -0.0115293+0.00141286j -0.012362-0.00043216j -0.00746318+0.00372385j 0.00393515+0.000354053j -0.00787604-0.00404687j 0.0162168+0.00357449j 0.00741365-0.00171605j -0.0147573+0.000527858j -0.00208356-0.00153769j -0.00473033+0.00134186j -0.00748876-0.00193202j 0.00821472+0.00128805j 0.0190969-0.000170353j 0.00534559-0.00275522j 0.00298224+0.00194223j -0.000655749+0.003643j -0.0194455-0.00280128j 0.00599997+0.000322911j 0.00202686+0.00201511j 0.00197749-0.00174922j 0.00171127+0.000238189j -0.00631996-0.00187865j 0.00930763+0.00386216j -0.00988944-0.0036562j 0.00987613+0.00279799j -0.00925801-0.00361025j -0.00380131-0.00339151j 
0.00650123-0.00785767j 0.0219096-0.011053j 0.00875987+0.067874j -0.0252273+0.0212676j -0.0471195-0.0258059j 0.0345193-0.0913481j 0.642849+0.0462653j 0.0587293+0.0534572j -0.0160321-0.0286441j -0.0229294+0.0183473j 0.0355756+0.0114508j 0.0336278-0.019704j -0.0188334-0.0187868j -0.0203731+0.0146393j -0.0209331-0.000389445j -0.0149595-0.01594j -0.0387152-0.00863302j -0.0279202-0.00151522j -0.0408741+0.0184837j 0.00207071-0.00938292j -0.0476753-0.00307722j 0.0190522+0.0170336j -0.00228793-0.00295909j 0.051075-0.0252899j 0.0185387-0.0033444j 0.00873641+0.00329861j -0.0145212-0.0104517j 0.00309459-0.0126331j 0.00788318-0.0108772j -0.0139948-0.00108094j -0.0145723+0.00482663j -0.00270175-0.00588113j 0.00291413+0.0264816j 0.0112854-0.00196683j -0.016568+0.0100649j 0.0115341+0.00884899j -0.0152582+0.0113938j 0.0172171+0.0104276j 0.00894442+0.018888j 0.00833487+0.00488552j -0.00251265+0.0268989j 0.0229653+0.0662271j -0.0105868-0.0212835j -0.0303707-0.064448j -0.0415655+0.000531236j -0.040033-0.0359914j 0.00930847-0.0237024j 0.00507398+0.0486571j -0.0355275-0.0703054j 0.0333782-0.0346933j -0.0124245-0.00928351j -0.000531231+0.00892124j 0.00869672-0.00484853j -0.0170218+0.018657j 0.0588896-0.0065848j -0.0345192+0.00333695j -0.044731+0.00393691j -0.0192411-0.00448927j 0.0398071+0.00680298j -0.00961415+0.00408007j 0.0101763-0.0119132j 0.00030686+0.00160019j 0.00265188+0.000215524j -0.0131286+0.00130513j 0.0147654-0.0017532j -0.0131145+0.00393218j 0.0146622-3.89001e-05j -0.00328446+0.0010642j -0.00117901-0.000295848j 0.0116011-0.00426155j -0.0012634-0.000706868j -0.00380654-0.000409451j -0.00392566-0.00108418j -0.024211-0.00047504j 0.000314955+0.001121j 0.0157052-0.00331501j 0.00681659+0.000915563j 0.0107643+0.00149554j -0.000296029+0.00134545j 0.0147509-8.06114e-05j 0.000409869+0.0012762j 0.00159139+0.00124462j 0.0115144+0.000570394j -0.00615959+0.000873371j 0.0114242-6.82107e-05j -0.0134908-0.000643685j -0.0126423+0.000708862j -0.00968534-0.00269899j -0.00354077+0.000531521j 0.0109792-0.000458662j -0.0016333-0.00190174j 0.0114382+0.000790108j 0.00596644-0.000232976j -0.00521886-0.000541812j -0.00950202-0.000943957j 0.0029051-0.00136977j -0.00569797-0.00254236j 0.011975+0.00115967j 
-0.0212934+0.0181672j 0.00651688-0.0123246j -0.00250383+0.011593j 0.0107551+0.0132103j -0.00951976+0.0750639j -0.665837-0.0689646j 0.0280256-0.064691j -0.037695+0.0235758j -0.0175456+0.028538j 0.00812204+0.0183206j 0.0459226-0.0235328j -0.0489121-0.013976j -0.0307076+0.0196368j 0.0179599+0.00933353j 0.0155586+0.00265292j -0.0438667+0.0147136j -0.035687+0.023438j -0.00808289+0.0137252j 0.022041+0.0174866j -0.0354295+0.00626793j -0.0035731+0.0211608j 0.0253095-0.0157063j -0.00632172-0.00624678j -0.039075-0.021063j 0.0154261-0.0154017j -0.00975576-0.00683535j -0.00899194+0.00644493j -0.0191359+0.00857017j -0.0143652+0.00119417j -0.0359345+0.0146401j 0.0293842-0.00976539j 0.00479999-0.00808555j 0.0187998-0.00696926j 0.00362588-0.00826276j 0.00834567+0.0146043j 0.0219474-0.000334473j -0.0064866+0.0262913j -0.00408976-0.00243775j -0.0163759-0.0138042j -0.0312585-0.00746698j -0.00498417+0.0221258j 0.0384833+0.0151397j -0.0200281+0.00393724j -0.00121108+0.020196j 0.048811+0.0341561j -0.018161+0.0252556j -0.00622216-0.0681886j 0.0479509+0.0517305j -0.0196028+0.034344j -0.0107613-0.0205936j -0.00263855+0.000591562j -0.0245809+0.00479228j 0.027523-0.011477j -0.0272158+0.0115494j 0.0301099+0.0034622j 0.0324947+0.00293402j 0.0112149-0.00314285j 0.0413559+0.0045925j -0.0104123+0.00696295j -0.0103227+0.00368003j 0.033718+0.00141117j 0.014141+0.00336885j -0.00434743+0.00239829j -0.00248497-0.00170815j 0.00256883+0.000179027j -0.00413235-0.000986717j 0.0086093+0.000335208j -0.0157096+0.00153132j 0.00183104+0.00212668j 0.00785404+0.00402058j 0.000397406-0.00281345j 0.00269379+0.00326677j 0.0086172-0.00166621j -0.00553645-0.00148517j 0.00793356+0.000859617j 0.0174887+0.000324299j 0.000137241+0.00144636j -0.00780337+0.000292327j -0.0115596-0.000365866j -0.00582154+0.000683509j -0.00205938+0.000657149j -0.0179449+0.000377804j 0.00377091+0.00208072j -0.0107266+0.00132747j -0.00389929+0.00226604j -0.0042036+0.00187131j -0.000509308+0.000315733j 0.0103039-0.00162523j -0.00624937-0.00048474j 0.00917538+0.000218835j -0.00121045+0.00113567j -0.00601752-0.00133555j 0.011303-0.00012368j 0.01423+0.000144814j -0.0129881+0.000151035j -0.00380676+0.0018577j 0.00838822-0.00137847j 0.00355002+0.000287722j 
0.000531133+0.0140076j -0.0109365+0.0213037j 0.0148533+0.0490806j -0.0150765+0.0339606j 0.665659+0.0549952j -0.00433431+0.0508265j 0.0351946-0.00856414j 0.0353438+0.0637624j -0.0186375-0.000388228j 0.0250423-0.00982672j -0.0111435+0.00529155j -0.0128516+0.0217905j 0.0480396+0.00742434j 0.0203944-0.0139532j -0.00462728-0.00825977j 0.0233002+0.00697107j 0.0146557+0.00342968j 0.0165318-0.000611407j 0.012053-0.0204031j 0.00133365+0.0179279j 0.0092651-0.0217603j -0.0142333-0.00194712j -0.00944886-0.00970482j -0.0286947+0.0316664j -0.0120088+0.00332861j -0.0121783+0.0037096j 0.00210228-0.00889377j 0.019351+0.00988404j 0.00352755+0.0160778j 0.0118179+0.015356j -0.0219493-0.0330568j -0.0057345-0.00641924j -0.00480112+0.00300792j 0.00596385+0.00703155j 0.0161038-0.00844131j 0.00290924-0.00348107j 0.0335051+0.0191632j -0.0150447-0.00598597j -0.0292327-0.00134265j -0.00397302+0.027602j 0.0360902+0.0164131j 0.0202252+0.0249313j -0.0103693+0.0313361j 0.029252-0.0390763j -0.0318713-0.0480892j 0.0298747+0.0323812j -0.0538416-0.077382j 0.0353885-0.0317245j 0.0116411-0.0183301j 0.0332436+0.0130562j -0.0641634-0.0039931j -0.0278099+0.00486046j 0.0430763-0.00813199j -0.0178112-0.000298682j -0.00800198-0.00275369j -0.053074+0.0066706j -0.0073008+0.00358481j 0.00670313-0.00142266j -0.00905332-0.00635639j 0.00450163+0.0017612j 0.005707+0.00335005j -0.0100265+0.00906078j 0.0197836-0.000165145j -0.00443607-0.00290183j -0.0120538-0.00139125j 0.00792622-0.000522347j 0.010206+0.00185607j -0.00107509-0.00170518j -0.0182732-0.000685251j -0.00218671-0.00247141j 0.0126251-0.000946039j -0.0237754+0.000667423j -0.00136388-0.00230978j -0.0069727+0.000671521j 0.00958901+0.00144177j -0.00469104-0.000832938j 0.00376641+0.00391005j 0.00623217-0.000829851j -0.0143584-0.00116007j -0.00679078+0.000109578j 0.000932428+0.000905682j -0.00643676-0.00120804j -0.00754715+0.00120527j 0.0064098-0.00186625j -0.00698833-0.000914758j -0.00774549+8.40746e-05j 0.0034696-0.000600647j -0.0146988-0.00143133j -0.000937711-0.000766109j 0.00151923+0.00190594j -0.0086915-0.000298996j -0.00130285+0.00208511j -0.0155954-0.00102769j 0.0140348+0.000969776j -0.00380933-0.00410969j -0.00770407+0.0011265j -0.00277306-0.00217095j -0.0045342+0.00151084j 
0.0251229+0.233795j 0.148495-0.108483j 0.0539493+0.140874j -0.0226382-0.00508219j 0.00912156-0.0710883j 0.0410932-0.0954847j -0.0387647+0.0597362j -0.0155819+0.0223026j -0.00937458+0.0841375j -0.0181991+0.0753069j 0.0226058-0.0805787j 0.00895875+0.0961762j -0.0102603+0.105535j -0.0166815+0.0147288j -0.00706591+0.00632233j 0.00246594+0.150383j -0.0110171+0.0831593j -0.0282767+0.150462j -0.0282613-0.0541693j 0.0165823+0.135063j -0.0265912+0.120764j 0.0161017-0.16952j -0.00851948+0.0136937j 0.0421136+0.0529976j 0.0143223-0.153675j 0.00317449-0.0465695j -0.0178698+0.085678j -0.00316627+0.115745j 0.0294593+0.0753438j -0.00212393+0.123669j -0.0211084-0.0989057j 9.79585e-05-0.11129j -0.00190699-0.130538j 0.00195512-0.123704j -0.0401762+0.0163144j -0.00310409+0.0068772j -0.00847256+0.0956714j 0.0197779+0.112789j -0.0128101-0.0178811j 0.0194349-0.0331549j 0.0329693+0.0418992j -0.0120826+0.0296391j -0.0235269+0.0191956j -0.00755194+0.0368841j -0.00289457+0.0352071j 0.00720964-0.0232503j 0.0165427+0.0198575j -0.00502881-0.0176302j 0.00647497-0.0250474j -0.00459554+0.0128513j 0.00714726-0.00973725j 0.00533711-0.0151298j -0.00301724-0.00748728j -0.00353566+0.00855891j 0.00114626-0.00947715j -0.000523639-0.00900137j -0.000910708+0.00239273j -0.00682115+0.00858398j 0.000377705+0.000166847j 0.00384272+0.00786928j -0.00303837-0.000734818j -0.00249463-0.00690884j 0.00378224-0.0011481j -0.00407017+0.0160258j -0.000958028+0.000634242j 0.00312026-0.00439053j -0.000778029-0.00570896j 0.00572824+0.00137909j 0.00294287-0.000832347j -0.00300407-0.00772145j 0.00257337-0.00431674j 0.00411111-0.00271296j -0.00205879-0.00367809j 0.00226288+0.00117351j 0.000244+0.00569181j -0.00206688-0.0140252j 0.00480735+0.00223574j 0.00234741+0.00559941j -0.00343147-0.00137925j 0.000975638-0.00459955j -0.00260318+0.013693j 0.00305081+0.0034354j -0.000257527-0.0018166j 0.00108084+0.00692546j 0.00320583+0.00245911j 0.0030175+0.0169724j -0.00671794+0.01011j 0.000162628-0.0104503j -0.00227761-0.00573336j -0.00301198-0.00368918j 0.00179996+0.0138742j 0.00717584-0.00722711j -0.00157062-0.0155791j -0.00399424-0.00687533j -0.00410754+0.010985j 0.00503545+0.0154598j -0.00356493-0.0176123j 0.00734957-0.00752652j 
0.149945-0.108097j -0.0259848-0.233992j 0.0132029+0.00813137j 0.0506733+0.146738j 0.0404686-0.0387919j -0.0282546+0.079339j -0.0319986+0.0926832j 0.021442-0.0419288j 0.00795287-0.0473219j 0.000523936+0.106099j -0.00158226-0.0829637j 0.0317391-0.11433j 0.023311-0.00891588j -0.00780931+0.115742j -0.000126473+0.0047772j 0.0310782-0.0823223j 0.0100254+0.0525852j 0.019863+0.113541j -0.0172398+0.184329j 0.0238499-0.108394j 0.0119902+0.113931j -0.0320449-0.0380987j -0.00323838+0.0555935j 0.0139049-0.238825j -0.0288652-0.0712855j -0.00753204+0.00534813j 0.00965685+0.0911203j 0.024914+0.00413042j 0.0167281-0.169837j 0.0271924+0.0369418j -0.0254866+0.106593j -0.0210631-0.0184562j -0.0213066+0.0335874j -0.019843-0.0487424j 0.0119086+0.191055j 0.00171179-0.0161885j 0.0311356+0.032931j 0.0149471-0.0198224j 0.00394174+0.111166j -0.00247199-0.0569802j 0.014674-0.0288078j 0.0308048+0.0447661j 0.00977527-0.0384227j -0.0228123+0.00559616j 0.00235306-0.0268239j 0.00952939-0.0269434j -0.0100424-0.0080903j -0.00782497-0.0289677j -0.00143431+0.0165429j -0.00845881+0.021069j -0.00886834+0.0101199j -0.00287786-0.0101096j -0.00176267+0.0161653j -0.00162342+0.00224459j -0.00288061-0.00503065j -0.00887544+0.00510851j 0.000707022+0.00601774j 0.00158314+0.0105016j -0.00326321-0.00106571j 0.00423844-0.010529j 0.00222574+0.00114647j -0.00162173+0.00475192j 0.00106898-0.010979j 0.00557691+0.00456945j -0.000139882+0.00193418j 4.79928e-05-0.00247773j -0.00109631+0.00141608j 0.00169646-0.014166j -0.00102393-0.00742246j -0.00333302+0.00437531j 0.000737828-0.00346607j -0.00155489-0.0133876j -0.00146705+0.00690191j 0.00157428-0.00400695j 0.00453613-0.00535609j -0.00633372+0.00224739j 0.00272431-0.0139158j 0.000871291+0.000379231j -0.00226376+0.00692804j -0.0017649-0.00491972j 0.00576466+0.00295403j 7.18986e-05-0.00430316j -0.00156285-0.00346056j 0.00141151+3.54538e-05j -0.000584497-0.00822542j 0.00621193-0.00960447j 0.00393197+0.0169059j -0.00563145-0.000479274j -0.00469023+0.00381011j -0.000769507-0.00346058j 0.00334478-0.00744581j -0.00379988-0.0202315j -0.0080947-1.78024e-05j -0.000920768+0.00643843j 0.00538635+0.0164613j 0.00351597-0.0111843j -0.00757896+0.00744643j -0.00397824-0.0175118j 
-0.00195078-0.0145244j -0.0331475-0.0216144j 0.0336915-0.0846556j -0.625609-0.0218421j 0.0102169+0.0318824j 0.00414664-0.00407947j 0.0220187+0.0406742j -0.045663+0.00873162j 0.0348768+0.0107207j 0.0127094-0.00279496j -0.0192585-0.0206034j -0.031312-0.0194554j -0.0222743+0.00429784j 0.0337522+0.00647937j -0.0106073+0.0126192j -0.000614825+0.00267202j 0.0248411+0.00761574j 0.00780901+0.0106381j 0.022615+0.0164814j 0.0246199-0.0110615j 0.0350987+0.028355j 0.0176733-0.0112244j 0.0254318+0.0104713j -0.0219997-0.0244016j -0.00431793-0.00483261j 0.000399294-0.00698735j 0.0305119+0.0213956j -0.0167795-0.00363149j -0.0181906-0.015635j 0.00436492-0.0106495j 0.0289328+0.0279297j -0.0157788+0.00564853j -0.00144763-0.0181981j -0.0494917-0.00649204j -0.0262711+0.0122101j -0.0278462+0.00324324j -0.0518455-0.0162093j 0.0701173-0.00131403j 0.0186761-0.0135886j -0.00271914-0.0286068j 0.0845256-0.0153813j -0.0484231-0.0603605j -0.167115-0.0288606j 0.0226238+0.10213j -0.0159263+0.000808654j 0.0160368-0.0328122j 0.0727203-0.00128143j 0.0324629-0.000435604j 0.0229438+0.0107464j 0.0788713-0.00353183j -0.000630853+0.00371627j -0.0398326-0.00325259j -0.0141793+0.00191427j -0.0112871-0.00558909j -0.0127646+0.0059375j 0.024391+0.00369902j -0.00666922+0.00275726j 0.0216782+0.000619315j 0.00395637+0.000809455j -0.0101396-0.00245206j -0.00795473+0.000700929j -0.00938387+0.00026863j -0.00421703-0.00190629j 0.00172834+0.000124924j -0.002629+0.00253492j -0.00251804+0.000192073j -0.00573751+0.000717602j -0.0129099-0.00104119j 0.00477549+0.0001397j -0.00591924+0.00174521j -0.0111631+0.00032098j -0.00154493-0.00110319j 0.00361856+0.00125689j -0.00155005-0.000752004j -0.0150093-0.00174944j 0.00188932+0.00141214j -0.011663-0.00164754j 0.0095242-0.000335107j 0.000670526+0.000699326j -0.0103871+0.000174983j -0.00946429-0.00168267j 0.000691885-0.000518676j -0.00208333-0.00010512j 0.00917256+0.000255087j 0.00476503-0.000471386j 0.00284705-0.00144828j 0.00684414+0.000642062j 0.0169481+0.00100476j 0.00494971+0.00044035j -0.013997-0.00128047j 0.00573625-0.00101659j -0.0154107-0.00194731j 0.0168782+0.00115479j -0.00653985+0.000579013j 0.00926537+0.00262927j -0.000464537-0.000522379j 0.0121167+0.00294621j -0.00679799-0.00148304j 
0.0279039+0.0224873j 0.00155403-0.0137781j -0.632718-0.0334573j -0.0285608+0.0805621j -0.0183563-0.0149135j -0.00260093-0.00992409j 0.0275541-0.0092241j 0.0388985+0.0308078j 0.0454225-0.00227756j -0.0289189+0.00703669j -0.0196223-0.00497644j -0.00611869+0.0199721j 0.0162565+0.0244849j -0.0191547-0.0136548j 0.0326888+0.00803288j 0.0254785+0.014766j 0.00278936-0.00280199j 0.0156342+0.0149676j -0.0141243-0.0124571j 0.0078679-0.00221295j 0.0357617+0.00608281j -0.028278-0.0314246j 0.00789167-0.00528955j 0.0168399+0.0114096j 0.00502178-0.015269j -0.0207501-0.00827267j 0.031483+0.00197453j -0.00151341+0.0226667j 0.0101364+0.0141188j -0.0282669+0.00635393j 0.0253107-0.0144155j 0.0128184-0.00156939j -0.0547656-0.0251534j 0.00166914+0.00719336j -0.00940931+0.016615j 0.0185801+0.0139711j -0.0281521+0.0260785j -0.0147974-0.025052j -0.0565806-0.0180483j -0.0482496-0.0201552j -0.0597707-0.0702754j -0.0933637+0.000552283j 0.0133819+0.100048j 0.174153+0.0318401j -0.01316+0.0362356j -0.0527502-0.00475998j -0.0177519+0.00814835j 0.0228881-0.00873389j -0.0313065+0.00958862j 0.0159093+0.0030821j -0.0696189-0.00391445j 0.0273028-0.00313833j -0.0127272+0.00700755j 0.0226698-0.00174529j -0.013392-0.00181555j 0.0118668-0.00180913j 0.00574501+0.000320627j 0.00967207+0.00665793j -0.00542904+0.00206535j 0.00246187+0.000248655j -0.0110732+0.000903044j -0.00110229-0.00631683j 0.0109315+0.00211863j 0.0145284+0.00104115j -0.0174673-0.00123357j -0.00921589-0.00116536j -0.0122825-0.000899429j 0.0114625-0.000588863j 0.00194911-0.000906157j 0.00863253+0.00166781j -0.00787458-0.000207237j 0.0145714-0.00149357j -0.00246155+0.000990821j 0.0124964-0.000849177j 0.00461801-0.000366981j -0.00270458-0.000794271j -0.00179298-0.000843801j -0.0185847+0.00230345j 0.00696654-0.00106193j -0.00393194-0.00156632j 0.00880398+0.00100149j -0.00732753-0.000338574j 0.000978816-0.000578423j 0.00891468+0.00225382j 0.004113+0.000679595j 0.020934+0.000705961j 0.0118008+0.00195026j 0.00777091-0.00139193j 0.0104151+0.000158919j 0.0105628-0.00109107j 0.0194716+0.000996208j -0.0104823-0.0015101j -0.000427395-0.00145196j 0.00754855+0.000468358j 0.000576334+0.000626055j 0.0102197+0.00263724j -0.00603954-0.00126812j -0.0121449-0.00279852j 
0.0994305-0.0427269j 0.574684+0.0201293j -0.0110386-0.0308086j -0.02109+0.00284298j 0.0420239+0.0182614j -0.0257686+0.0342589j -0.0762951-0.0109603j 0.013971-0.00869111j 0.0211052-0.0235296j -0.0903467-0.0220057j 0.0757571+0.0225987j 0.0600207-0.0315829j -0.0204058-0.0315251j -0.0787519-0.00256876j -0.00698953-0.000951307j 0.0304926-0.044546j -0.0483534-0.0231869j -0.107155-0.0421177j -0.116079+0.0173154j 0.0578705-0.0393311j -0.0971964-0.0330186j 0.0624731+0.0489746j -0.0383558-0.0029316j 0.150017-0.0169233j 0.0747759+0.0442173j 0.0058695+0.0128148j -0.0731552-0.023026j -0.028662-0.0335257j 0.096884-0.0223231j -0.0446715-0.0359708j -0.0489308+0.0293767j 0.027507+0.0316423j 0.00522028+0.0363077j 0.0430672+0.0345144j -0.129609-0.00546206j 0.0038803-0.00159561j -0.043337-0.0275334j 0.0113189-0.0303083j -0.0556768+0.00311481j 0.0416288+0.00770749j 0.0481902-0.0133681j -0.0281348-0.00966895j -0.0411795-0.00231279j -0.00610872-0.00492525j 0.0127007-0.00063088j 0.00689843+0.00116966j -0.00486961+0.000999135j 0.0390391+0.00836289j 0.0190884-0.00137186j -0.0213605-0.00281368j -0.00177858+0.00126343j 0.0150165-0.000274627j -0.0141688-0.00142898j -0.0179289+0.00127224j 0.00922726+0.00029663j 0.000763832+0.000124388j -0.011773-0.000919171j -0.0124232-0.00120983j -0.00112996+0.000747882j 0.00719558-0.000591139j 0.00347255-0.00106003j -0.00525194+0.000882141j 0.0118698+7.03401e-05j -0.0131662-0.00128867j -0.00180897-0.000232961j 0.00558517+0.000521953j 0.000342259+0.000314313j 0.0119542+0.000304447j 0.0108091+0.000376197j -0.00455361+0.00059992j 0.00505256+3.11258e-05j 0.0175798+0.000364444j -0.00493674-0.000194974j 0.00411667-0.000217229j 0.00387249-0.000833243j 0.00272124+0.0014201j 0.0157385-0.000536525j -0.000927211-0.000642204j -0.0079001+0.000136174j 0.0060887+0.000741704j -0.00942936-0.00163964j 0.00350944+1.96121e-05j 0.0047988+0.000270813j -0.00416665-0.000375418j 0.00842055+8.66201e-05j 0.00460049-0.0013697j -0.0230806-0.00123991j 0.00670342+0.00123918j -0.0032927+0.000284595j 0.00506581+0.000102812j 0.00312307-0.0010153j 0.0245255+0.000414984j 0.00913458+0.00166981j -0.00593095-0.000360232j -0.0212424-0.000286041j 0.00371274-0.00144317j 0.00396142+0.000889617j 0.0193031+0.00153267j 
-0.575095-0.0204349j 0.0992057-0.0426313j -0.0123426+0.00348069j 0.013069+0.0322408j 0.037034-0.0156825j 0.0813229+0.0170702j -0.00984733+0.0327405j -0.0241401-0.00985299j -0.0639226-0.0135756j -0.0372193+0.031857j 0.037371-0.0262491j -0.0958018-0.0332007j -0.0732919+6.49991e-05j 0.00981298+0.0339694j 0.00109469+0.00191747j -0.115979-0.0218426j -0.0467141+0.015788j -0.0852763+0.034437j 0.0705449+0.0531553j -0.113139-0.0313105j -0.055911+0.0340089j 0.106675-0.0125987j 0.0022415+0.0159451j -0.0801724-0.0692412j 0.0920602-0.0213189j 0.0289568+0.000978999j -0.0370041+0.0258036j -0.0760178+0.00202407j -0.078588-0.0480861j -0.0801469+0.0102412j 0.0884988+0.0299712j 0.0722231-0.00486027j 0.0798897+0.00899685j 0.070145-0.0125668j 0.0196814+0.0541484j -0.00531441-0.00385501j -0.0568429+0.0101366j -0.0691391-0.00733508j 0.0140508+0.0291029j -0.00018416-0.0164405j -0.0306515-0.00886765j -0.0429516+0.0133676j -0.0162131-0.00734786j 0.0414649-0.000594334j -0.0155644-0.00400838j 0.00989731-5.67284e-05j -0.030671-0.00802578j -0.0113828+0.00285811j 0.0325522+0.00483924j 0.0165103+0.00138629j 0.0117966+4.73428e-05j 0.0126887-0.000202213j 0.020427-0.00163221j -0.00687871-0.00093512j 0.00307814+0.000952256j 0.0155508+0.0015193j -7.60085e-05+0.000831172j -0.00472508+0.000349843j -0.00313364-0.000195311j -0.0152885-0.000928565j -0.0044451+0.000700216j 0.0103667+0.00174939j -0.000704267-0.00157823j -0.0168323+0.000549723j -0.0050237+0.000809053j 0.0070122-0.000915652j 0.00613216+0.000271932j -0.00588157-0.00102134j -0.00166964-0.000592411j 0.00868603+0.00124592j 0.0034191-0.000460198j -0.000869951-0.000788742j 0.00637518+0.000491143j -0.000193387-4.91747e-05j -0.00837118-0.000760402j 0.0159222+0.000629331j -0.00843736-0.00112025j -0.00824639-0.000900778j 0.00319546+0.00100487j 0.00176832-0.000163226j -0.0152475+0.000219787j -0.00690479-0.000820885j 0.000783284-0.000278651j -0.00677128-9.82965e-05j -0.00679395-0.000477753j -0.0210741-0.000360098j -0.00357468+0.00166882j 0.0130011+0.000822713j 0.00840522+0.000373075j 0.0025931-0.000210049j -0.0175793-4.49459e-06j -0.00220578-0.00214036j 0.0177065+0.000567808j 0.0119493+0.000494195j -0.00344704+0.0014114j -0.0206018-0.000508695j 0.0193903+0.00153425j -0.00372359-0.000831038j 
