0.0142359+0.0301485j 0.0233521+0.0784643j -0.0312154+0.0476603j -0.00296171-0.0696216j 0.0235022-0.0128081j -0.0199614+0.073866j -0.0204299+0.0533461j 0.0504426-0.00804301j -0.0233996+0.00995386j 0.0193264-0.0151856j 0.00850476-0.00388688j -0.0452127+0.0731687j 0.0349043+0.027952j 0.0230191-0.0143458j 0.00828993+0.000603839j -0.00686391+0.00303243j 0.0292338-0.00555948j 0.0255222-0.0260817j 0.0244564-0.0193744j -0.0157891-0.0205776j -0.0264271+0.0122623j -0.0283254+0.00429939j -0.00952192-0.000900538j -0.034731+0.016183j -0.0185086+0.0215289j -0.00240163-0.00959663j -0.0243155-0.0104877j -0.00492191-0.00783807j 0.00245871-0.00170271j -0.00964487+0.00487035j -0.023428+0.0137992j 0.0201891-0.00647882j -0.0286257-0.0307619j -0.00344071-0.0188418j -0.00191241-0.0136478j 0.0280165-0.00223341j -0.0213753-0.0286567j 0.0244519+0.0551225j 0.00114386-0.0420727j 0.0102776-0.0732341j -0.0552397+0.0276929j 0.0116972-0.0876019j -0.0346405-0.0480514j -0.191315+0.141487j 0.0183236-0.20766j -0.311703+0.188134j 0.0542859+0.0180843j 0.013296-0.135021j -0.170293+0.13913j 0.027009+0.0540307j 0.0208347-0.0246911j 0.00640678+0.00564143j -0.000424196-0.0462808j 0.0710424-0.0662874j -0.0149097+0.0328493j -0.0385559+0.0185271j -0.00400813+0.00964521j 0.00816361+0.00661241j -0.0132167+0.00297445j 0.00551609+0.0113136j 0.0197861-0.0279669j -0.0149996+0.00890441j 0.00230052-0.00259467j -0.031629+0.0218419j 0.00437505+0.013691j -0.0123459-0.00117894j 0.00196727+0.0020725j 0.0189693+4.1386e-05j 0.0167912-0.0177824j -0.0182833+0.00424659j 0.0053698-0.00600023j -0.0168497+0.0215691j -0.0192139+0.0075264j 0.0080507-0.0044074j -0.00174613+0.000128678j -0.00153872+0.00254252j -0.00227745+0.0185109j 0.0149437-0.0111048j 0.0156584-0.0123475j -0.0135857+0.00153742j 0.0132819-0.0115051j 0.00287549-0.00192842j -0.00263113+0.00442457j 0.0126576-0.0095934j -0.00693556-0.00765125j -0.00112941-0.00302026j 0.0215459-0.0286671j 0.0202927-0.0167457j 0.0084757-0.00604729j 0.0183917-0.00315969j -0.0025325+0.00931358j -0.0231722+0.0150474j 0.0119953-0.0369771j 9.65904e-05+0.0057193j -0.0644026+0.125781j -0.0907689-0.0151369j -0.0840515+0.125488j 0.0640148-0.0223207j 
0.041443-0.0433407j 0.0257231-0.00744386j 0.0119146-0.027381j -0.0726738-0.0139355j -0.0471575-0.0580081j 0.0240171+0.0217961j -0.032419-0.00692879j 0.00380076-0.0394014j 0.08229+0.00697573j 0.0244178-0.0362879j 0.00381944-0.00579962j -0.0362961-0.0847434j 0.00324939-0.0928478j 0.0276768+0.0094166j -0.0556877-0.081774j 0.0185986+0.0123967j 0.0180101+0.0443088j 0.0669941+0.00449875j 0.0563281-0.0314424j 0.113625-0.00922952j 0.119729-0.0237116j 0.00980758-0.0210075j 0.0362699+0.0611194j -0.0378923-0.0863628j -0.0261858+0.0307848j -0.0479518-0.03991j -0.0918013-0.0762259j 0.0251687+0.0872212j 0.0719765-0.00793866j -0.049963-0.00645546j 0.0818757+0.121172j -0.0383157-0.0899743j 0.126668+0.0542488j 0.111651-0.0482614j 0.0958067-0.011409j 0.190132-0.0355665j 0.0108042-0.13049j -0.036412+0.0937284j 0.11288-0.0582931j -0.0444998+0.158951j 0.0716618-0.0263523j -0.0403325-0.132343j 0.0245883+0.0713133j -0.0620511-0.0487035j -0.170153+0.102478j -0.10907-0.169039j 0.100424+0.0433591j -0.0921005+0.0294514j -0.0454707-0.109615j 0.113338+0.0745395j -0.0392593+0.032932j 0.00583295+0.00387876j -0.00917868+0.0310892j 0.00623727+0.0601389j 0.0184613+0.00215286j -0.0418612-0.0531123j 0.0164943+0.00684023j 0.014859-0.00180986j -0.0211563-0.0154463j 0.00714084+0.00304137j -0.0115404+0.00735972j 0.00808674+0.001645j 0.0128845-0.0256379j -0.0021206-0.0166429j 0.0273842+0.00780188j -0.00863704-0.018544j 0.0176271+0.0176671j -0.00714318+0.0183979j 0.00327334+0.0162278j -0.00270187-0.0121635j 0.00144844+0.00527854j 0.00934305-0.0166358j 0.0135742-0.0154661j 0.0179088+0.0222471j 0.00677553+0.00979715j 0.0151281+0.0165974j 0.00827084+0.00229383j -0.0239834+0.0166575j 0.0184034+0.00169823j -0.0017998-0.0342251j -0.0100465+0.00881205j -0.0291904+0.0154069j -0.00237104+0.035649j 0.0157789+0.0081605j -0.0163701+0.00392546j -0.0620806-0.0402764j 0.0186269+0.0147558j 0.0103622-0.0195182j -0.0439372+0.0138518j 0.018482+0.00526705j 0.00777722+0.0143934j -0.00426951-0.0343718j -0.0211119+0.0155547j -0.0316296-0.0262739j -0.0123386+0.00274527j 0.0189723+0.0147591j 0.0313554-0.0364139j 0.0557419+0.0419339j 
-0.020188+0.0104582j 0.0538944-0.07124j 0.0016301-0.019706j 0.0541938-0.0127835j 0.0539693-0.00203581j -0.0218538-0.017466j -0.00851654+0.00992904j 0.0597212+0.0545655j -0.0850275+0.0654848j 0.0145633-0.0413517j -0.0379439-0.00389017j 0.0578292+0.0100382j 0.0751868+0.000736965j -0.0298614+0.0195031j 0.00571065-0.0347434j -0.0131677+0.0441653j -0.0031067-0.0184039j 0.0182578+0.0447453j -0.0366999+0.067876j -0.0293863+0.0718784j 0.00270343-0.0493771j -0.0318254+0.0230936j -0.0359814-0.077564j 0.10754-0.0140354j -0.0906564+0.0324363j -0.0133755-0.00476572j 0.0689954+0.0302452j -0.13068+0.0180846j -0.0307509+0.0400015j -0.10385+0.0147759j -0.10032-0.0290043j 0.0293629-0.013956j -0.00221205+0.079881j 0.0526649-0.0262882j 0.150203+0.0958304j 0.110557+0.127605j -0.00674548+0.0185378j -0.0307563-0.0342487j 0.00898356+0.144274j -0.0851271-0.174349j -0.0659576-0.0296875j -0.00885218+0.0399575j -0.0629665+0.0134153j -0.0664088-0.0209532j 0.133799+0.0839309j -0.164362+0.0762607j -0.0321587-0.0048564j 0.0324194+0.0276944j -0.0926702+0.0140019j -0.0685719-0.0593531j 0.00904075-0.0214623j -0.00330186+0.00741596j -0.0131809+0.0170284j 0.0211777+0.00105885j -0.0160178-0.0195879j -0.00679825+0.0138563j -0.00303221+0.00472381j 0.00826049-0.00794949j -0.00943376-0.00719169j -0.00898339-0.00969927j 0.00191418+0.00837685j -0.00965825+0.000775018j -0.000944897+0.00530379j -0.0102338+0.00179026j 0.00380187-0.0116205j -0.0231584+0.0130966j 0.00128789-0.013497j 0.00289959-0.0020968j 0.0135444-0.00466703j 0.00678626-0.00681934j 0.00871365+0.00712523j -0.0106622-0.000689582j -0.0156682-0.00269786j 0.00410354-0.00524471j -0.00607582+0.000728347j 0.00977151-0.00253447j -0.00920144-0.0184544j 0.00908211-0.00220754j -0.0148473-0.00166543j -0.0174777+0.00865736j -0.00924353-0.0168979j -0.0229861-0.0290339j -0.0137533-0.0105002j 0.0134825+0.0470758j 0.0107383-0.00562989j 0.0248118-0.00136044j 0.0290428+0.0168334j 0.0331662-0.0117679j 0.00445857-0.0209212j -0.00548121-0.0100003j -0.0164876-0.010317j 0.00646273-0.00146722j 0.0217915-0.028698j 0.0313884+0.0133361j 0.0353359-0.0284706j -0.0470117-0.0266177j -0.0589464-0.00797301j 0.0111352-0.0326886j 
0.00416435-0.0139396j 0.00665788+0.00418429j 0.0909949+0.0146182j 0.0429045-0.0292188j 0.0440246-0.00090884j -0.0691658+0.00748328j 0.0159112-0.034194j 0.0125634+0.021869j 0.0121877+0.0233312j 0.0235064-0.00171575j 0.00988588+0.0519844j 0.0535758+0.0389849j -0.0212189-0.00327066j -0.0742407+4.23789e-05j 0.0378105+0.0371471j -0.0060107-0.0639056j -0.0157873-0.0180072j 0.032355+0.00814629j 0.0266269+0.0274431j 0.0634144+0.00227052j -0.0372814+0.0120331j 0.103856-0.018384j -0.0213334-0.0411775j 0.0786908-0.0421121j 0.0298778+0.106886j 0.0155257+0.00535587j -0.0152431-0.146796j -0.105053-0.0460979j -0.0453758-0.140631j -0.0882968+0.0615524j -0.039399-0.0191116j 0.0151565+0.0906842j -0.00179126-0.0340205j -0.0452238+0.0804353j 0.136253+0.0603799j -0.107572+0.039114j 0.226431-0.0236571j -0.0368155-0.0353288j 0.021201+0.030327j -0.236021+0.104781j 0.152785+0.0233678j 0.00133082-0.209111j 0.181956+0.0684304j 0.065404+0.190613j 0.0519538+0.0728397j -0.088835+0.0673706j -0.0428281-0.0476522j 0.0450286+0.0158852j -0.0237243-0.0160621j -0.0267755-0.0500043j -0.0078851+0.0116117j 0.000188142-0.00324801j -0.0022311-0.00570415j 0.00447831+0.00902307j 0.0076412+0.00467606j -0.0105285-0.000260475j -0.00559322-0.00756725j 0.0180834+0.0111523j 0.00239527+0.00887268j -0.00179933-0.000714389j 0.00148123+0.0163442j -0.0232217+0.00590015j 0.00185904-0.0159488j -0.00187027+0.00418082j 0.0032158-0.00424956j -0.000600197-0.00418582j 0.0106668+0.0074506j 0.00684583-0.0123234j 0.00930994+0.00828879j 0.00806914+0.0308546j -0.00210958-0.0081273j -0.0129627-0.0100252j -0.00224226-0.00284246j 0.0130363-0.00349233j 0.0142054+0.00623153j 0.00823689-0.00252326j 0.0166801-0.0136764j 0.00201454+0.0162347j -0.00635696-0.0170386j -0.00293578-0.0116155j -0.0126744-0.0150987j -0.00767928-0.0240835j -0.0318438+0.0223861j 0.0102702+0.019558j -0.007684-0.0178104j 0.0161737-0.00428162j 0.00159946+0.00968448j 0.0212148-0.00938444j 0.0041714+0.0215636j -0.0163325+0.00709003j 0.0250156-0.0050462j 0.0244753-0.0138053j -0.0175808+0.0025689j 0.0221219-0.041182j -0.00106443+0.0340238j 0.0327665+0.0141349j -0.00983935-0.0230748j 0.0153413-0.00967173j 
-0.000510629-0.0494073j -0.0178514-0.0168248j -0.000663755+0.00307881j 0.0676852-0.0403751j 0.0161003-0.00761254j 0.0234537+0.0519272j 0.0270254-0.0113292j -0.00442507-0.00106065j 0.0337763+0.0330468j 0.0334221+0.00424092j 0.0104812+0.0256588j -0.00645668+0.00429436j 0.00277796+0.0607141j -0.0165906+0.0446158j 0.0395565-0.0287752j 0.0373068+0.00761062j 0.0073427+0.0367154j -0.0551655-0.0589648j 0.0422577-0.0324362j 0.0750524-0.0273812j 0.0285777-0.0534296j -0.000289326+0.0229482j 0.00773931-0.00838242j -0.0324355+0.0641838j -0.0521445-0.00707991j -0.0347066-0.0218429j 0.0906712+0.0691022j 0.0145039+0.0319767j -0.0328842+0.0650094j 0.0182111-0.0700999j -0.0821527+0.0559646j 0.066063-0.155799j 0.166769+0.0026157j -0.00822241-0.166384j 0.159319-0.0848489j 0.0238021+0.0286099j -0.0131272+0.0524128j -0.0247691+0.0474238j 0.0627743+0.0577717j -0.0961927+0.0187997j -0.160087-0.0810328j -0.0833611+0.125796j -0.165757+0.0379268j 0.0426351-0.0169094j 0.00156994+0.0380415j -0.00681314+0.0890753j 0.00336647-0.00857177j -0.0306293+0.0182406j -0.0170492+0.0251047j 0.0017055-0.0320086j -0.0187125-0.0200967j 0.00579845-0.00112145j -0.00363318+0.0123059j 0.0130563-0.0105672j 0.0127313-0.0201898j -0.00418592+0.037726j -0.0140382-0.0105741j 0.0006344-0.0250861j -0.00409214+0.00164886j -0.00246964+0.00169819j -0.00291771-0.00275646j -0.00468776+0.000186291j 0.0082806+0.00828572j -0.0105871-0.00326449j 0.0134806+0.00438466j -0.0120031+0.0178992j 0.00545944-0.00912926j -0.00543767+0.00931272j 0.0027257-0.0205845j -0.0137012-0.00736039j 0.00607867+0.0106659j -0.00188983+0.0212672j 0.002289+0.00917442j -0.0088065-0.00914562j -0.0136863+0.0134466j 0.0029635+0.00932565j -0.0261728+0.00972727j 0.00393009-0.00685261j -0.017514-0.0019644j -0.0200406+0.017436j 0.025102+0.00420171j -0.017982+0.00064805j 0.0197174-0.00244728j 0.0123732+0.0218723j -0.0202878+0.0428896j -0.0129953+0.00755495j 0.0074034-0.0148246j 0.00915806+0.00213296j -0.0151745-0.0131401j -0.0581748+0.012608j -0.00497905-0.0156464j 0.00348576-0.0182039j 0.0098589-0.0111484j 0.0122547+0.00586899j 0.0406962-0.0100294j -0.0123421-0.0250815j -0.0217159-0.000696771j 0.00355163-0.0403589j 
0.0242646-0.0262166j -0.00174508-0.0145537j 0.0198016-0.0523108j 0.0170303-0.0351666j 0.0684154-0.0337974j -0.00291511+0.0634473j 0.0142208-0.0327267j 0.0794929-0.00404889j 0.0632521-0.0129321j -0.0500752-0.0433235j 0.0285205+0.0425716j 0.0865057+0.00237923j 0.0638697-0.0931294j -0.0943449-0.0743873j 0.0349906-0.0628488j 0.0304656+0.0391876j 0.0295769+0.00328581j 0.0809705+0.0289149j 0.0182283+0.0496441j 0.0775393-0.0463798j -0.0239188-0.0115162j 0.0885329-0.0401465j -0.0164656+0.0384902j -0.0128982-0.0108444j 0.0211848+0.0485549j 0.0240608+0.0913637j -0.113871+0.08956j -0.0315648+0.078932j -0.0525549-0.0908244j -0.0198921+0.0918972j -0.0503133+0.018929j -0.0400763+0.0995918j -0.0794753-0.0388408j 0.0530829+0.062467j 0.0191251-0.0424626j 0.0475044+0.123799j -0.00975885-0.171563j -0.0780262+0.0138406j -0.0478563-0.0419793j 0.152473-0.0763518j 0.0270249+0.0927402j 0.00194008+0.0979699j -0.0253283+0.0377423j -0.0322365-0.103455j -0.0648216+0.00691987j -0.0852708+0.00065866j -0.00945772+0.0140923j -0.0299636-0.0260188j 0.00224645-0.0106251j -0.00605695+0.0284616j -0.029447+0.0197279j 0.0247732+0.00703138j -0.0189453-0.00924945j -0.008862+0.00720132j 0.011642+0.025458j -0.0147447-0.0034141j -0.00236564-0.000906653j 0.0198675+0.000383629j 0.00593643-0.0189055j 0.00279669-0.00877822j 0.000885137-0.00186505j -0.017737-0.00105749j -0.0107172+0.00495126j 0.0121721-0.00858645j 0.0110436+0.0051706j -0.00282718-0.0119587j 0.0110864-0.00691372j 0.00163322+0.00747282j 0.00562321+0.00152375j -0.00158181-0.02659j -0.00236535+0.002109j -0.0150022+0.0172634j 0.0152862-0.00681374j 0.00143925-0.00770907j -1.16834e-05-0.00299506j 0.000705145+0.00290147j 0.00620107-0.00891986j -0.0179097+0.0174158j 0.00177508+0.0080806j 0.0064733+0.000933472j -0.0184726+0.0215386j -0.00119818-0.0232789j -0.00378949+0.00498354j 0.0211981-0.0118271j -0.0132586-0.0353897j -0.00108977-0.0144213j 0.000553721-0.00791874j -0.0148711-0.0148164j -0.0010041-0.00114242j 0.0250158-0.00642216j -0.00858798+0.0110007j -0.00893833-0.0166761j 0.03443-0.0455726j 0.0400382+0.0270069j 0.0116021-0.00198921j 0.00114433-0.0158795j 0.0135815+0.00566237j 0.0108407+0.0101834j 
-0.00108224-0.0122186j 0.0173319+0.00379234j 0.0291494-0.00541034j 0.00499577+0.0131294j 0.0438085+0.0294922j 0.0387995+0.0139987j -0.0674058-0.0241863j 0.0585873+0.0694459j 0.0502231+0.0991862j 0.00583132+0.00805189j 0.00848802+0.0428572j -0.0138824+0.00986242j 0.000787803-0.0360829j -0.054914+0.022991j -0.0290081-0.0306384j 0.0596805-0.0450904j -0.0250702+0.00290225j -0.0391186+0.0408569j 0.0228379-0.0557316j 0.0371549+0.0447609j -0.0081821-0.0436002j 0.0728833-0.010308j -0.0223964-0.0542225j 0.0432615-0.0167349j 0.0629276+0.0768428j -0.0656656-0.13181j 0.0970031-0.0997231j 0.0574918+0.0267715j 0.016705-0.00385432j -0.0412005-0.00826322j 0.0757771+0.0274421j 0.0176277-0.0880545j -0.144102-0.089716j -0.170091-0.0282936j -0.0463087-0.0860087j 0.0227183-0.0265557j 0.0662371+0.0369662j -0.0537935+0.168081j -0.0694241-0.00778054j 0.0603021+0.113682j -0.0610243-0.125019j -0.160059+0.0491621j -0.0218032+0.00632368j 0.0361106-0.0869383j 0.0142731+0.069557j -0.0742863-0.0216256j -0.0109207+0.0103981j -0.0444845+0.0196732j -0.0724663-0.0458612j -0.0109348-0.0408228j 0.000850396-0.02593j 0.0154259+0.0131102j -0.00936022+0.0247504j 0.0195198+0.0313293j 0.00232472-0.0195814j -0.000664327-0.0053234j -0.0115858+0.0109113j -0.0123851+0.000147665j -0.0152047-0.00790845j 0.00309317-0.00121393j -0.00998134+0.0209351j -0.0063845+0.00225365j 0.00344664-0.00127914j -0.0123989+0.00897077j -0.00566056-0.00575283j -0.00863678+0.0228392j 0.00510428+0.00479507j 0.0153947-0.000982922j 0.0185588-0.00902163j -0.0080112-0.00527261j 0.00406242+0.00257624j -0.00035154-0.00396836j -0.0153236-0.00192208j 0.00843967+0.00521387j -0.00474271+0.00344114j 0.00139529-0.00745302j 0.0209259-0.00855163j -0.0302749-0.0072329j -0.0176374+0.00361263j 0.0149209-0.0135607j 0.0196704-0.00888009j -0.0198544+0.0171174j -0.000722599-0.0258229j -0.000845359+0.0223036j 0.00334104+0.0155581j 0.00943787-0.0115389j -0.0285628-0.0226401j -5.83267e-05+0.0240153j 0.0177142-0.0105833j -0.00359802-0.0129398j 0.0232371-0.0159361j -0.0335474-0.00274589j -0.0182633-0.0363367j 0.0111507-0.0184039j 0.0126952-0.0205498j -0.0108009-0.0183301j -0.0178654-0.0245852j 0.0272126-0.00978126j 
0.0130549+0.000341684j -0.00574333-0.0157191j -0.00015987+0.0207903j 0.00997411-0.0129711j -0.0676449-0.00685329j 0.0188145+0.0251937j -0.0248777-0.00302498j -0.0247601+0.00603822j 0.0260899+0.0527456j 0.097369+0.0499253j -0.00508662+0.0196105j 0.0059424+0.078667j 0.00842914+0.042795j -0.0148417+0.0171255j -0.0132211-0.020769j -0.0263792+0.0398153j -0.0231797-0.0126899j 0.100364+0.000537741j -0.0438288+0.123799j 0.00163649+0.0320708j -0.00105842-0.015875j -0.0627373+0.014507j -0.00332115+0.027064j -0.00626665+0.0207737j 0.0575121-0.0323216j -0.000292008+0.0701362j -0.0978495+0.0983075j 0.000501933+0.00884472j -0.0100023+0.00319067j -0.0371494+0.156603j -0.206643+0.0906705j 0.109392+0.0867168j 0.114747+0.0582204j 0.13778+0.0365751j 0.0155853-0.0710985j -0.10521+0.0796551j -0.0164836-0.113577j -0.0564013-0.00722449j -0.0991069+0.0568475j 0.132135+0.0835993j -0.0990428+0.0809796j 0.0479417+0.0539426j -0.0975857+0.0400213j 0.00865809+0.0451729j -0.0256096-0.0281335j 0.044752+0.0243478j 0.0205538-0.00990773j 0.00714884-0.030474j 0.0139521+0.0115696j 0.0104917+0.0196687j -0.0133608-0.0283052j -0.00742815-0.0181452j 0.0128529-0.00228465j 0.00778098-0.0183381j 0.00560809+0.0215601j -0.000639344-0.00229273j 0.00910823+0.00496512j 0.0148458+0.00226156j 0.0106473+0.00126672j -0.00295486-0.00951021j 0.00529452-0.00646643j -0.00988377+0.00587003j -0.00924838+0.00907494j 0.0231629-0.0200897j 0.0108643-0.00162449j 0.00259036-0.00560032j 0.00993965-0.0080037j -0.018917-0.00539572j -0.00107565-0.000573322j 0.000211834-0.014595j -0.000961945-0.00516009j -0.000527011+0.00676411j 0.00421183-0.00797518j -0.00948405+0.00823328j -0.00037807-0.00576237j -0.0156749+0.00239858j -0.0243042-0.0103611j 0.0177587+0.00577238j 0.010608-0.0106244j -0.00407231+0.0138229j -0.00174619+0.00861266j 0.0144566-0.0143488j -0.00811888+0.00688386j -0.0152105-0.0206501j 0.013494-0.0110371j 0.0170436-0.0232323j -0.0150188+0.00902624j 0.0181585+0.0108543j -0.0137566-0.00778168j -0.0187933+0.0122499j -0.0200316-0.0426488j -0.0262369+0.0370279j -0.0129182-0.0186161j -0.0140628-0.00431454j 0.0130476-0.00257071j 0.00109327+2.83394e-05j 0.0134755+0.0189832j -0.0199912+0.00808937j 
0.0128485-0.00969003j 0.0076903-0.00745055j 0.0162425-0.0255814j -0.0348742+0.0209638j -0.00786485+0.0259819j -0.0758948+0.00816971j -0.0184588-0.0468765j 0.0748078+0.0747545j -0.0184394+0.025865j 0.0392551+0.0369115j -0.00929591+0.0586219j 0.126116+0.0410076j 0.0253883+0.034002j -0.0706819+0.0445723j 0.0129835+0.0411774j 0.0458769-0.102755j 0.0156751+0.039569j -0.0475886+0.0540277j 0.111896+0.006683j 0.0125799+0.0749599j -0.0390805-0.0562778j 0.0328809+0.0344508j -0.043977+0.0369694j 0.0219881+0.00268183j -0.0497207+0.118528j -0.00374437-0.00863759j 0.0128347-0.0658145j 0.0204208-0.0662356j -0.108195-0.111767j 0.0104594+0.021052j -0.0445169+0.0284804j 0.116436-0.0133177j 0.12103-0.0983824j -0.0736884-0.0322037j 0.0848245-0.00621681j 0.132272+0.145638j -0.0951269-0.116572j 0.0915773-0.0256561j -0.044121+0.128581j 0.00741687+0.0910814j -0.0941124+0.0963285j -0.0258005+0.120497j 0.0537905+0.0308071j -0.00448468-0.009649j 0.0783336+0.000392609j -0.0727022+0.0525297j 0.00111556-0.0182472j 0.0442572+0.0052888j -0.0481957+0.00168486j -0.0517271-0.052391j -0.00917763-0.0105081j 0.00122612-0.0198435j -0.0100077-6.54768e-05j 0.0033592-0.00554503j 0.0152061-0.0156489j -0.00593528+0.0149421j -0.000429649+0.00385355j 0.0126029+0.00862131j -0.00632916+0.0038604j -0.0146258+0.00277435j 0.00619743+0.0158776j -0.0118657+2.33347e-05j 0.00157863-0.00104199j -0.0139868+0.009297j -0.00296791-0.0146845j 0.00709759+0.00594876j 0.0160089-0.00690999j -0.000443335-0.00129985j 0.0141815-0.0134492j 0.0034851-0.00233343j 0.0184068-0.010428j -0.0116839-0.00221088j -0.0309935+0.0271461j 0.00445119-0.00386199j -0.00640935+0.0157877j -0.00308981+0.00180572j 0.00458254+0.00892965j 0.016471-0.00723419j -0.0340829-0.0110747j -0.0203688+0.0206167j 0.00087081+0.0159349j -0.0157421-0.00791755j 0.00937023+0.00222997j 0.0182206+0.0318197j -0.0198385+0.0108562j -0.0121632+0.00550795j 0.00548047+0.00904332j -0.00315841+0.0100428j 0.0138478+0.00350826j 0.0180115+0.0158422j -0.0431152+0.00810412j 0.00329744+0.0497902j -0.020666+0.00206828j -0.00761084-0.00601324j 0.00664729-0.00715083j 0.00918409-0.00472255j -0.0417069+0.00248367j 0.00861769-0.031406j 
0.00120284+0.010105j -0.0110748+0.0117644j 0.0225101-0.00872116j -0.0720578+0.0314365j 0.0232559+0.0491248j -0.0155405-0.00968306j 0.0135577+0.0319359j 0.00106985+0.0237285j 0.00727843+0.0521742j -0.0395628+0.00326892j -0.00268998-0.0521536j -0.0701656+0.0695627j -0.0505461-0.0229295j -0.0100332+0.0357868j 0.047852+0.0306881j 0.0715082+0.0511544j -0.0192662+0.0173976j 0.00352349-0.0909856j 0.0330565+0.0832306j 0.116967-0.0209304j 0.0521463+0.0101015j -0.051503+0.0147655j 0.010661+0.0420997j -0.0757755+0.135596j -0.0794246+0.0106283j 0.100075+0.125019j 0.111031+0.0174103j 0.0881958-0.0393047j -0.102644+0.0248797j 0.179874+0.00834698j 0.0155519+0.0727202j 0.0560388+0.0619237j 0.00716069+0.0456533j 0.0624371-0.210003j -0.126474+0.0734959j -0.103651+0.0869122j -0.0180909-0.102871j 0.00558414-0.00487923j 0.106119+0.0156488j 0.0169495+0.158371j -0.0209873-0.0432489j 0.0155514-0.00853896j 0.114662-0.0363213j 0.0743419+0.0237355j 0.0694009-0.0261119j 0.074442+0.0153373j -0.0423174-0.0214122j 0.0499469-0.0120272j 0.0218441+0.0375376j -0.0394132-0.00283164j 0.0234577-0.0202838j -0.00128964+0.0106678j 0.0131018-1.46961e-05j 0.00245858-0.0330315j -0.00430611+0.0212056j 0.0119234-0.0203103j -0.0174298+0.00799389j -0.0058005+0.0074576j 0.00625832-0.00203739j -0.0176066+0.00604477j 0.00516227-0.00858773j 0.0112039-0.00560052j 0.00140036+0.0117584j -0.000712718-0.0123584j -0.00283874+0.011556j 0.00654362-0.0116296j -0.0188662-0.00104198j -0.0146983-0.00394329j -0.00414298+0.00455627j 0.00341623-0.00572847j 0.000899934-0.00696878j -0.0248702+0.00415244j -0.00644722-0.00912465j -0.00769939+0.00635078j -0.0253906+0.00807665j -0.0312305+0.00602779j -0.0151046+0.0292513j -0.00296699+0.0158558j 0.00717417-0.0190744j 9.03361e-05+0.0213554j 0.0300645-0.000800344j -0.0130382-0.0193846j 0.00578367+0.0164955j -0.0167985+0.00347957j -0.00668439+0.0111062j -0.00715475+0.00287408j 0.00878534+0.00174318j -0.0181259-0.0023473j 0.000953465-0.00158817j -0.0169384-0.0133759j 0.0129617-0.00841839j -0.00747121-0.0167864j -0.00772543-0.00343082j -0.0083765-0.0103001j -0.0265432+0.0162416j 0.0340736+0.0190408j -0.0149015+0.027447j -0.0342022+0.000682558j 
-0.00156371+0.00907788j -0.0235329+0.0419291j -0.0588818+0.0249732j -0.00907454+0.0452937j -0.0132033+0.00651054j 0.0613936+0.00289488j 0.011845-0.0460911j -0.00404246+0.0143628j 0.0889381+0.0131065j 0.000341032+0.107393j 0.0485793+0.0054169j 0.0385354-0.013093j -0.0303986-1.48873e-05j 0.0603371-0.0143836j -0.0215075-0.0118065j -0.110902-0.0552972j -0.0146628+0.0113101j -0.0338811+0.0317071j 0.109935-0.0591927j 0.0134871-0.00825761j -0.00962675-0.0320506j 0.0819283-0.102379j 0.00871697+0.0264414j -0.00765268+0.0576736j 0.0231609+0.0159079j 0.00604728-0.0280628j -0.065454+0.01856j -0.0080758-0.069469j -0.110158-0.0129373j -0.0141668-0.0401849j 0.0566489-0.0183556j 0.029946+0.0473185j 0.0330151-0.0499431j -0.0939403-0.0494864j 0.0506381+0.0823148j 0.106587+0.0883907j -0.127676+0.144703j 0.0243742-0.141552j 0.0840749+0.0601034j 0.101794-0.0944787j 0.114548+0.146605j 0.115215-0.0172509j 0.104698+0.0467307j -0.0892326+0.0749279j 0.00534138+0.0295404j -0.0197159+0.0189725j 0.0212847-0.037428j 0.00096577-0.00244646j 0.00223876-0.0173869j 0.044567-0.0197029j -0.0231943+0.00866936j -0.0108376-0.026868j 0.0126937+0.0117448j -0.000817393+0.00523934j -0.0104871-0.00205355j -0.0354728+0.0209418j 0.013447+0.00259406j 0.0166204-0.0066241j 0.0047198+0.00622789j -0.00239488+0.00190182j 0.0014458+0.00140675j 0.000699648+0.0067836j -0.00168682-0.0128814j -0.00840019+0.00342802j -0.00602376-0.00775417j 0.00712037+0.00788005j 0.00232657+0.0137963j 0.0135162-0.0102598j 0.00785358-0.00844358j 0.000705854+0.0152961j 0.0179277-0.0073032j 0.010192+0.00476413j 0.0158289+0.0249434j -0.0130931+0.00670968j 0.0267917+0.0147333j 0.00625391+0.0134416j 0.0235182+0.00555864j 0.0358764+0.0117597j -0.00697058-0.0153086j -0.0190301+0.00288607j -0.0281371+0.00149001j -0.00968705-0.00528133j 0.0103174+0.00379984j 0.00902934+0.00557936j 0.00275747+0.00670228j 0.0183078+0.00986229j 0.0329071-0.0154894j -0.00322468+0.00949831j -0.0208061+0.0175458j 0.0132637+0.0212336j -0.00372838-0.00452968j -0.0219968+0.00951507j -0.00592892-0.0115053j -0.00974404+0.015022j -0.0407203+0.00446348j 0.0146591+0.0181098j -0.00446061-0.0121023j 0.0162903-0.0207031j 
