0.0142359+0.0301485j 0.0233521+0.0784643j -0.0312154+0.0476603j -0.00296171-0.0696216j 0.0235022-0.0128081j -0.0199614+0.073866j -0.0204299+0.0533461j 0.0504426-0.00804301j -0.0233996+0.00995386j 0.0193264-0.0151856j 0.00850476-0.00388688j -0.0452127+0.0731687j 0.0349043+0.027952j 0.0230191-0.0143458j 0.00828993+0.000603839j -0.00686391+0.00303243j 0.0292338-0.00555948j 0.0255222-0.0260817j 0.0244564-0.0193744j -0.0157891-0.0205776j -0.0264271+0.0122623j -0.0283254+0.00429939j -0.00952192-0.000900538j -0.034731+0.016183j -0.0185086+0.0215289j -0.00240163-0.00959663j -0.0243155-0.0104877j -0.00492191-0.00783807j 0.00245871-0.00170271j -0.00964487+0.00487035j -0.023428+0.0137992j 0.0201891-0.00647882j -0.0286257-0.0307619j -0.00344071-0.0188418j -0.00191241-0.0136478j 0.0280165-0.00223341j -0.0213753-0.0286567j 0.0244519+0.0551225j 0.00114386-0.0420727j 0.0102776-0.0732341j -0.0552397+0.0276929j 0.0116972-0.0876019j -0.0346405-0.0480514j -0.191315+0.141487j 0.0183236-0.20766j -0.311703+0.188134j 0.0542859+0.0180843j 0.013296-0.135021j -0.170293+0.13913j 0.027009+0.0540307j 0.0208347-0.0246911j 0.00640678+0.00564143j -0.000424196-0.0462808j 0.0710424-0.0662874j -0.0149097+0.0328493j -0.0385559+0.0185271j -0.00400813+0.00964521j 0.00816361+0.00661241j -0.0132167+0.00297445j 0.00551609+0.0113136j 0.0197861-0.0279669j -0.0149996+0.00890441j 0.00230052-0.00259467j -0.031629+0.0218419j 0.00437505+0.013691j -0.0123459-0.00117894j 0.00196727+0.0020725j 0.0189693+4.1386e-05j 0.0167912-0.0177824j -0.0182833+0.00424659j 0.0053698-0.00600023j -0.0168497+0.0215691j -0.0192139+0.0075264j 0.0080507-0.0044074j -0.00174613+0.000128678j -0.00153872+0.00254252j -0.00227745+0.0185109j 0.0149437-0.0111048j 0.0156584-0.0123475j -0.0135857+0.00153742j 0.0132819-0.0115051j 0.00287549-0.00192842j -0.00263113+0.00442457j 0.0126576-0.0095934j -0.00693556-0.00765125j -0.00112941-0.00302026j 0.0215459-0.0286671j 0.0202927-0.0167457j 0.0084757-0.00604729j 0.0183917-0.00315969j -0.0025325+0.00931358j -0.0231722+0.0150474j 0.0119953-0.0369771j 9.65904e-05+0.0057193j -0.0644026+0.125781j -0.0907689-0.0151369j -0.0840515+0.125488j 0.0640148-0.0223207j 
0.0265564-0.0164668j 0.00583952-0.0115421j 0.00816859+0.00255882j -0.0111507+0.0287414j 0.0261331-0.0420099j -0.0485881-0.00415802j 0.0417531+0.0411503j -0.048427+0.0342285j 0.0525871+0.0614518j -0.126082-0.0466085j -0.0861816+0.0642972j 0.116087-0.0312932j -0.00828639-0.0145228j 0.00991988-0.0857341j -0.0568584+0.0214183j 0.0715844+0.0124514j 0.000873788+0.0751203j -0.129949+0.14335j -0.0471335-0.0182071j -0.0123609+0.0183218j 0.00385643-0.0556941j -0.0960752-0.0379324j 0.0867409-0.0152338j -0.109423+0.0793386j -0.0499595+0.0134985j -0.0440949+0.0323198j 0.140734-0.027808j 0.102929+0.259251j -0.0783114+0.00235586j -0.0444006-0.027011j 0.0553956-0.0503667j 0.000877127-0.0219316j -0.0753804+0.0962701j -0.0620403+0.0132452j -0.0103356+0.119687j -0.0608506+0.0605361j -0.13056-0.0233852j 0.108018+0.0446273j -0.054392+0.0114076j 0.0198509-0.0588597j -0.134603+0.0213263j -0.0368043+0.0186039j -0.0486905-0.013319j -0.0226209-0.00154279j 0.0180013-0.0210755j -0.0253053+0.0232706j -0.0219046+0.0349219j 0.0240729-0.0181622j 0.00389888+0.0351159j -0.0022675+0.0323776j 0.0012786-0.0304226j 0.0260847+0.0334253j -0.0124537-0.0055907j -0.0314224+0.00563268j 0.0102059+0.00968966j 0.00433261+2.33168e-05j 0.0108278+0.0171388j -0.00569328+0.0145605j 0.00285004-0.0118856j 0.0060319+0.00448276j -0.00407693+0.000139736j 0.0125563-0.0158192j -0.00530244+0.00658449j 0.0166651+0.018392j -0.00796458+0.00949072j -0.00679493+0.00295969j -0.0141915+0.0109746j 0.00916703+0.00667946j -0.00775965+0.00723652j 0.00428021-0.0345151j 0.0126811-0.0122566j 0.0183837-0.00219494j -0.00829447-0.0178955j -0.00142208+0.00861902j -0.0093954-0.00247588j 0.00716903-0.00539292j 0.0130655+0.00685877j 0.0198666-0.00116082j 0.00376967+0.00442326j -0.00737587+0.00386246j 0.00589893+0.0364278j -0.0170778+0.020162j -0.0215107-0.00352961j -0.0120669+0.0149527j -0.000218165-0.00281114j -0.00793243-0.00778211j 0.0172352-0.0132237j -0.00228491-0.00959298j 0.00485577-0.00202001j -0.0131167+0.00267078j 0.00910752-0.00713289j -0.0214538-0.0130349j 0.00455311-0.0046974j -0.00903404-0.00261104j -0.000403862-0.00667194j -0.00725491+0.00758144j 0.00212521+0.0166201j -0.00338941+0.00538411j 
-0.00664065+0.0281705j -0.0123871+0.0127111j -0.0190764+0.0744761j 0.00116722+0.0165075j 0.0121063+0.0714335j 0.01411+0.0126999j -0.020116-0.065737j 0.0292093+0.0245156j 0.10106+0.00752232j -0.0544923-0.00617461j -0.0562932+0.0628294j 0.00546108-0.00266619j -0.118413-0.0118295j -0.0260429+0.0590572j -0.0477414+0.115126j -0.0988575+0.00326262j -0.0142162-0.11588j -0.0627749-0.000793684j 0.0114135-0.0540986j -0.0124656+0.0298463j 0.0596495-0.00137262j -0.0311596-0.0842338j 0.0107156-0.0358566j 0.0594507+0.0805217j 0.0589028-0.1639j -0.0783147-0.0549662j -0.0697207-0.0114137j -0.0253692+0.0660628j -0.0457697+0.123507j -0.0567702+0.045952j -0.000609393+0.0116568j 0.0496984-0.116753j -0.108493+0.0229573j -0.0578098-0.00665071j 0.142918-0.0409718j -0.119574-0.0358969j 0.0593258+0.0306416j -0.0618686+0.0383176j 0.00810247-0.0552881j 0.0351095+0.0503058j -0.0338633-0.0169843j 0.0039945+0.085157j 0.00935657+0.0232864j -0.0583999+0.0258554j 0.0234929-0.0263732j 0.0167197+0.0136359j 0.0151801-0.041516j 0.0140125-0.0115521j 0.00107484+0.00121627j -0.0166285-0.023406j -0.0211573-0.0117514j 0.019675+0.00711417j 0.0323319-0.000936993j -0.00592636-0.0027823j 0.00517146-0.0110042j -0.0145513-0.00381263j 0.0046409+0.00171965j 0.00884556+0.00398132j -0.00714733+0.00613441j 0.00260814-0.00131784j 0.00571979-0.0142008j -0.00199494-0.0042984j -0.0212425+0.00665093j 0.0152992+0.00481708j 0.0107453-0.00303644j -0.000105302+0.0327466j -0.00619899+0.0187193j -0.00592277+0.0046858j -0.00100061+0.0111732j -0.00444291-0.0042734j -0.00416349-0.0146884j 0.00330366-0.017784j -0.00820656+0.0137495j 0.0183793+0.0170108j -0.0183256-0.00806059j 0.00532191+0.00584199j 0.00714245-0.00622995j -0.00437536+0.00101857j -0.00928372+0.00593034j 0.0147513-0.00196391j 0.00744976-0.00175476j 0.0222579-0.0202121j 0.0114565+0.0237282j -0.0044909+0.0122993j -0.00400768+9.7347e-05j -0.0134272+0.0195894j 0.0182607-0.00101793j -0.00106438+0.00696595j -0.00368022+0.000864023j -0.00261792-0.00818993j 0.0145211-0.017391j -0.0184816-0.0030948j -0.00133456+0.000183187j -0.014628+0.00746984j -0.0159628-0.00504353j -0.00503173+0.00226316j -0.00230604+0.00161247j -0.00250524-0.00993547j 
0.00889133-0.0126492j 0.00342516-0.0215753j -0.0149167+0.00703218j -0.0072309+0.00638708j -0.0374094-0.0191453j 0.0376835-0.0135015j 0.00451002+0.0277261j 0.0245203-0.0333514j 0.0242227+0.00863205j 0.0521916-0.0817211j 0.036713+0.0487409j -0.0224813-0.082075j -0.0171478+0.0594236j -0.112771-0.0366071j 0.0804787+0.0289445j -0.0384985-0.0810605j -0.0227546-0.101483j -0.0842985-0.0934053j 0.126988+0.0201151j 0.0627616+0.161346j -0.129792-0.186586j -0.0282638+0.0136407j 0.101114-0.0376857j 0.125154-0.0292767j 0.00629055-0.188061j -0.138221-0.218794j 0.0857414+0.146912j -0.013271-0.0698591j 0.0347314-0.136313j -0.0506476+0.0239427j 0.138431+0.0559976j -0.0601823-0.00343134j -0.0678512+0.0662996j -0.201184-0.020478j 0.101648-0.0688432j -0.120264+0.165539j -0.0781222-0.000652j 0.00316433-0.0855635j 0.136426+0.0378913j 0.0788601+0.0715147j -0.0239886+0.0131367j -0.0308418-0.00479335j 0.0370213-0.0297226j 0.0493825+0.0362899j 0.0222461-0.012846j 0.00375668-0.0174487j 0.019711+0.00413727j -0.00977447+0.00638935j -0.00323647+0.00124296j 0.00660842+0.0245053j -0.0126265+0.00220584j 0.000904215+0.0227735j -0.00182902+0.00967218j 0.0141635+0.0231904j 0.00551624-0.00977075j 0.00657425-0.00375661j -0.0107058+0.00148088j 0.00435318+0.00768439j 0.0151937+0.00483063j 0.0165673-0.00473958j 0.00375997-0.0133506j -0.0209987-0.0118322j 0.00464546+0.00300986j -0.0355326-0.0370617j -0.00535217-0.00174902j -0.00214416+0.00426132j -0.0167612+0.00822169j 0.000429435+0.0131745j -0.00144377-0.0189694j -0.0060247+0.0115926j 0.0343787+0.00941262j -0.00768654-0.00389041j 0.0161921-0.00226502j 0.0231712+0.016263j -0.00543867-0.0189656j -0.0132389-0.0101353j 0.0288262-0.010046j 0.000869384+0.00849399j -0.0205868+0.014344j -0.0237691+0.0133945j 0.00419967+0.00938011j 0.0143867+0.00506855j -0.0225388+0.0218026j 0.00407232+0.00797148j 0.0105858+0.0102662j -0.0001919-0.00544189j -0.00536206-0.00492353j 0.00693936-0.00796444j 0.00538128-0.0181392j -0.00643207-0.00429979j -0.000873588+0.000831857j 0.0158249+0.00262936j -0.00524546+0.0146539j -0.0131861-0.00452298j 0.00565904-2.41327e-05j 0.00332877-0.000239244j -0.00487997-0.0053638j 0.00687079+0.00594253j 
-0.00951135-0.0189355j -0.00768893+0.00639938j 0.00435401-0.0439908j 0.0295164+0.0116278j 0.0494141+0.0413195j -0.00726526+0.0377752j -0.0516807+0.0246767j 0.0248342-0.0389152j -0.0555042-0.00574215j 0.0794996-0.00894279j -0.0460977+0.19057j -0.0669967+0.0213357j 0.0227787-0.0684955j -0.152187-0.111732j 0.0425805-0.0955758j 0.0849108-0.0085331j 0.073722+0.0343622j -0.0316759+0.135025j 0.00331297-0.0136911j 0.273343+0.0248513j 0.0332329+0.0613954j 0.152371-0.165033j -0.00804634+0.00464839j -0.0414798+0.0326587j 0.0694023+0.10734j -0.0432462+0.0827868j 0.0956066+0.0170563j 0.131459+0.045069j -0.0987878+0.0339918j 0.00120316-0.11881j -0.0104357-0.116749j -0.138414-0.067252j -0.0621975+0.0471532j 0.0733752+0.0461527j -0.0684415+0.00909919j -0.157944-0.0326283j -0.081851-0.00809184j -0.00427698-0.0363555j 0.09415+0.067129j -0.099503+0.0270673j 0.0127759-0.0657693j 0.0212993+0.0961732j -0.00643631-0.0556237j 0.0189367-0.0563707j -0.0260369+0.0215776j -0.00515011+0.0376796j -0.0202672-0.0299937j -0.0132529+0.00317366j -0.00255958+0.017585j -0.018224+0.00132752j 0.0152587-0.00297723j 0.00171627+0.0025508j 0.00512803+0.0036442j 0.00453175+0.0393735j 0.00809805-0.0172165j -0.00181391+0.00138495j -0.0138676-0.00246113j 0.0227847+0.00220343j 0.00541516-0.0173356j 0.00723852+0.00342684j -0.00280983+0.00865888j -0.0227099+0.0141416j 0.00991346-0.00157404j 0.00771037+0.00684947j 0.0207887-0.00282829j -0.000326445+0.0186248j 0.0170304-0.0205649j 0.00674938-0.00570789j 0.0252976-0.00845786j -0.0212431+0.00977169j -0.00371179-0.00596915j -0.00834082+0.0290898j 0.00379668+0.00212317j -0.0175937+0.000834311j -0.0023961+0.00185597j 0.00606679+0.0179869j -0.0133915-0.0016736j -0.0077706+0.00177688j -0.0222486-0.0022125j 0.00359365-0.0157796j 0.00428664+0.00975588j 0.00227038+0.0242668j 0.00290716+0.0167258j -0.0129744-0.00124449j -0.0102332+0.00746209j 0.0160382-0.00104594j 0.00529622-0.00331692j 0.0145981-0.0120825j 0.0119995+0.00194336j -0.00105775-0.00771995j -0.0160855+0.00276646j 0.0220892+0.00773483j -0.00264168+0.000208933j 0.00950049+0.00432757j 0.0121769-0.00625473j -0.00648122-0.0210281j -0.00765218-0.00525056j 0.00370054-0.016951j 
-0.00750111+0.0174994j -0.0163156+0.027378j -0.0177038+0.0519722j 0.0029251+0.0135816j 0.0133405+0.0694821j -0.0331926-0.0422215j -0.054586-0.0279922j 0.0155249+0.0180684j 0.0086562-0.0256367j -0.0596981-0.0454199j -0.0927671-0.14921j -0.0252839+0.0186569j 0.0300864-0.0932965j -0.0396191-0.123577j -0.0659096-0.0799227j 0.0147334-0.00414608j 0.132107+0.0668666j 0.122153+0.106437j 0.0706875+0.0387132j -0.0407979-0.0457406j -0.0335431-0.0042106j 0.0622272-0.174998j 0.100063+0.176885j 0.155744+0.0136545j 0.0720234+0.0567447j 0.031327+0.0498146j 0.089171+0.0946595j 0.0187931-0.148693j 0.0800039+0.0264082j -0.0297471+0.0450134j 0.0830623+0.123248j 0.145493+0.0454714j 0.0892855-0.0438327j -0.083319+0.107752j 0.0515728+0.0569749j 0.0944977+0.0555008j 0.0780976-0.0601982j 0.0819504+0.0522664j 0.0884672+0.0987187j 0.0221986+0.00883393j 0.0120116-0.0124839j 0.0803201+0.0774208j 0.0375447-0.0238849j -0.0282222+0.0290292j -0.0299092-0.030616j 0.0242891+0.0131965j 0.0110515-0.0366761j 0.0116471+0.00394589j -0.00338461+0.000703619j -0.0022044-0.0305349j -0.00052605+0.0146173j 0.0111541-0.00487167j 0.0260996+0.0139635j -0.0106302-0.0301868j 0.0190328+0.00968318j -0.0032555-0.00150673j 0.0155329+0.000678356j 0.00840286+0.0217207j -0.0127853-0.016922j -0.0220654-0.00343307j 0.0198247+0.0052492j 0.00196624-0.00561086j 0.0225396-0.0285494j 0.0141886+0.0211589j 0.000688084-0.0163413j -0.0194458-0.00447125j -0.000774306+0.00411801j 0.00860546-0.0372722j 0.000535812-0.0143893j -0.00873265-0.0192336j 0.00563563-0.0041607j 0.0178292-0.0100356j 0.01935+0.0119762j 0.0174676-0.00772705j 0.0202144-0.00371755j -0.0166806+0.0043751j -0.0156954-0.00699685j 0.0117425+0.0160692j -0.0154463+0.00713776j 0.0055517+0.0121671j 0.019695-0.00335833j -0.000786659+0.0151006j -0.00580743+0.0062848j -0.00445733+0.00841328j -0.00568113-0.0175682j 0.00157767-0.0021781j -0.00173303+0.0050138j 0.00873919+0.0117923j -0.0070561+0.00804752j 0.00296903-0.00353274j -0.00847466-0.013487j -0.00618707+0.0130237j -0.014253-0.00182574j -0.00953453+0.00525621j -0.0190438+0.000676101j -0.000798641-0.000302036j 0.00227078+0.0036188j -0.00142463-0.0134669j 
0.0139221+0.0270665j -0.000598528-0.00399463j -0.00292756+0.0741711j -0.0115973+0.0111529j -0.0918129+0.0305266j 0.128004-0.0120524j -0.0653752-0.0417483j -0.031468-0.000169815j 0.0129841-0.0102979j 0.031429-0.0709212j 0.0350729-0.00311049j 0.052269-0.125931j -0.0335836-0.0375602j 0.0351437+0.030351j -0.0415216-0.010242j 0.115828-0.0729651j 0.0179485+0.0119963j 0.0768895+0.138888j -0.137503+0.0831875j 0.00703382+0.0185907j 0.0585667-0.0341474j 0.122196-0.028697j 0.0485859-0.102817j 0.0798598+0.0238157j -0.163827+0.0216428j 0.0161753+0.23287j 0.00369889+0.105732j -0.195942+0.0832635j 0.0356306-0.0200346j 0.0261077+0.11541j -0.00698391-0.0532791j -0.126975+0.0305794j -0.174069-0.0264134j -0.035893-0.16558j 0.205918+0.0470319j -0.0272952-0.0652259j 0.0671963-0.133633j -0.0549059-0.0201567j 0.0885453+0.0506837j 0.105593-0.0120738j -0.0227046-0.0236358j 0.00945316+0.0290168j 0.0243367+0.00499841j -0.00669665+0.0790802j 0.04203-0.021659j 0.0374926-0.0171988j 0.0405963-0.00894518j -0.0166587-0.00501039j -0.0275123-0.016472j 0.0157392+0.0103336j -0.00845812+0.0116774j -0.000952904+0.0173923j -0.0126933+0.0163334j 0.00729409+0.0181268j 0.0132641-0.00856717j 0.004928-0.018784j -0.00285037+0.00650708j -0.0226714+0.00134736j -0.0219847+0.00337908j 0.000395834-0.0093347j 0.00202922+0.0357108j -0.0244442+0.00907058j 0.0212881+0.00374455j -0.00192694-0.012643j 0.0164209-0.00716556j 0.0123948+0.0188368j 0.0206738-0.0240795j 0.00108638-0.0150049j -0.0114349+0.00558077j -0.0183988-0.00743972j -0.0170096-0.0217771j -0.0297801-0.0297188j 0.0122228-0.0288534j -0.0100632-0.0042184j 0.0118433+0.00319981j 0.0122588+0.00971228j 0.0257789+0.0285229j 0.00559772+0.0142103j -0.00861229-0.0060882j -0.0195444-0.0205746j 0.00488292+0.0172511j -0.00653106-0.0082431j -0.0240999+0.00115928j -0.0111415+0.0189645j -0.00273502+0.00315936j -0.00280827+0.0118839j 0.00863322-0.00884242j 0.0026398-0.0101548j 0.0141024+0.0035357j 0.00298747-0.0136967j 0.00833594-0.00916125j -0.00305247+0.0093994j -0.0126105+0.00537515j -0.0123266-0.010396j -0.00455512+0.00243038j -0.00415405+0.00365597j 0.00384956-0.0140362j 0.00810071+0.00966829j 
0.00822438+0.00121556j 0.00368803-0.0153851j -0.0542144-0.0163239j 0.0316012-0.0307976j 0.0511707-0.0649928j 0.0228219+0.0103685j 0.139469-0.111046j 0.035709-0.127495j 0.0163458+0.102383j -0.00619088+0.0226417j 0.0633457+0.0331499j -0.0792631-0.0274052j -0.00305779+0.0766463j -0.00625105+0.00659473j 0.0197615+0.0510368j 0.0421437+0.0428066j 0.00447628+0.0483562j 0.00646537-0.0478968j 0.0365194-0.0266415j -0.115231-0.0358903j -0.0123147+0.0166547j 0.124239-0.0575005j 0.0097497+0.00105187j 0.104363+0.0770318j -0.0287616+0.0786557j 0.0782278+0.0393498j 0.00644595-0.0902566j 0.0184202-0.00712771j 0.07031+0.00745016j -0.00907037+0.0368946j 0.049219+0.00323604j 0.0670339-0.0387448j 0.0504255+0.0185042j -0.0861307+0.102483j -0.0325667+0.0135547j -0.0191169+0.0912545j 0.00829287-0.139882j 0.0615028+0.066619j -0.152049-0.142067j 0.0602974+0.0222201j 0.0375304-0.0508482j -0.0561333-0.0418656j 0.00882414-0.00871003j -0.0212276-0.0156698j 0.0454265+0.0176434j -0.0227328+0.0374805j -0.0327899-6.77561e-05j -0.0280553+0.00827332j 0.0625012-0.0549891j -0.00194753+0.00915548j -0.0173566-0.0132874j -0.00907178-0.015155j 0.0212975+0.00244949j 0.00548464+0.0141381j -0.00203753-0.0126969j -0.00103338+0.00818435j -0.0152102-0.0105932j -0.0125539-0.0125559j 0.0123322-0.00581459j -0.0145158+0.000899453j 0.000569062-0.0134833j -0.0105411-0.0181086j -0.000318471+0.0188805j 0.0109363-0.0239398j -0.0146732+0.0271661j 0.0102958-0.00628027j -0.00176585+0.0101852j 0.00241587-0.0131026j 0.00365597-0.0153309j -0.0270249-0.00998492j 0.000255594+0.00240351j 0.00291522-0.00567394j -0.0121932+0.00361424j -0.00456344-0.00930386j 0.00883318-0.0103095j -0.0143324-0.00598237j 0.0226249+0.00722747j 0.00559319-0.00555121j 0.00744223-0.010106j -0.00280278+0.00610226j 0.00604699+0.0260991j 0.00108396+0.00179959j -0.00535391+0.0143301j 0.0045559-0.0112365j 0.0126175-0.00615753j -0.00160666-0.00238199j 0.00426006+0.000390516j 0.00686974+0.00203459j -0.0131451+0.00567058j 0.00289323+0.0032877j 0.0123781-0.00453517j -0.0160227-0.0116927j 0.00713909-0.0105401j 0.00875965+0.00541526j 0.00685745+0.00476948j 0.0101974-0.00737203j -0.000357244-0.00637176j -0.00428513-0.000810729j 
0.00315134-0.015483j -0.0166262+0.0224272j -0.0494591+0.0216124j -0.0479012-0.00750067j -0.000294033-0.00678903j 0.0145816-0.0347786j 0.028792-0.0763455j 0.000489521-0.09171j 0.0105388-0.0809504j -0.0256976-0.0891469j -0.0905986+0.020753j 0.168132+0.0731812j 0.00714085+0.0198972j 0.112909-0.00939101j -0.0500137-0.044746j -0.0881587-0.0803735j 0.0265156+0.0428306j -0.0779859+0.0895071j -0.0380282-0.0393652j 0.09852+0.0050547j -0.0613428+0.100108j -0.134868+0.0878117j -0.0354474-0.001712j -0.0241676+0.0340671j -0.0994413-0.127453j -0.0751992-0.118514j -0.0156833+0.0177755j 0.0119014+0.067784j -0.172048+0.0166438j -0.00737438+0.0261198j -0.0854147+0.0436588j -0.0249537-0.0148025j 0.00214818-0.0122299j 0.119371-0.0458532j 0.136466+0.0309805j 0.0302867-0.11189j 0.0048059-0.0857708j -0.000330381+0.00143198j 0.0125419-0.0993305j 0.0345382+0.0754238j 0.0445698-0.0209432j -0.0277561+0.0188235j 0.0460745+0.0130405j -0.0549473+0.0173858j 0.00844559-0.0260601j -0.000500924+0.0499576j 0.00917148-0.020971j 0.00815333+0.00920586j 0.0279178+0.00705994j 0.000247841+0.0120428j 0.000645988+0.0182132j -0.00595299+0.00892768j -0.000907056-0.0190906j -0.0346795-0.0202419j 0.00461533-0.00218194j -0.00605277-0.00454112j 0.0260463+0.023812j 0.0166575+0.0214596j -0.0020477-0.00874085j 0.00161179+0.00511756j 0.000283288+0.00385795j -0.00762162-0.00343602j -0.00253982+0.0138884j 0.00677672+0.0249854j -0.00611391+0.0195536j 0.0102618-0.0264342j 0.00525813+0.00433669j 0.00779875+0.0213504j 0.00316661+0.0189586j -0.0346107-0.00720518j -0.00145444-0.00205214j -0.00712686+0.013679j 0.0245699-0.0121735j 0.00197849+0.000974445j 0.00799914+0.0244216j -0.00244135-0.013682j 0.0172776-0.00506859j 0.00532017-0.0109852j 0.00968751-0.00575881j -0.00254669-0.0130394j 0.0034955-0.00220644j -0.00560511+0.00484637j -8.17983e-05-0.0020257j -0.0140821+0.00510867j -0.0119029+0.000565496j -0.0166638+0.0131231j 0.013264+0.00942395j 0.00499522-0.00500961j 0.00105881+0.00921438j -0.00341375-0.00633952j 0.00538371-0.0057264j -0.007307-0.00215383j 0.00233575+0.00267487j -0.00358929+0.00452428j -0.0134116+0.0022074j 0.0125202+0.00684317j 0.00739604+0.0114988j -0.00324566-0.0020924j 
-0.000219941+0.0122093j 0.00655202-0.00944654j 0.00492449-0.00587703j 0.0125434-0.0361036j 0.00633051-0.0884547j 0.0611052-0.0259689j 0.003539-0.056723j -0.00722363+0.0652207j -0.0502883+0.0584327j -0.0812345-0.0117492j 0.0348876-0.016722j -0.0560694-0.0156219j 0.0828705+0.0448847j -0.0402724-0.0699477j -0.0913304+0.0649243j -0.0348439-0.0482258j 0.116034-0.0248128j -0.101309+0.00953067j -0.0163165+0.096042j -0.0636614+0.0168449j 0.129355-0.0319387j -0.115688-0.164781j -0.0495183-0.000184833j -0.0718104+0.0602856j -0.124421+0.0944149j 0.125799+0.0577256j 0.079388+0.0577091j 0.0286706+0.105393j -0.0686105+0.0177837j -0.0779851-0.0547436j -0.0982374-0.0102695j -0.076117+0.00991066j 0.0553053-0.0405205j -0.076617+0.0769571j -0.0269808-0.0634019j 0.0594027+0.0218139j 0.0268421+0.00543049j -0.0285816-0.0369928j -0.0202987-0.1084j 0.0181392-0.0644282j 0.00442364+0.0268637j 0.0235095-0.0596687j -0.0237454-0.00829945j 0.0116961-0.00620101j 0.0075466+0.0070598j -0.00261225-0.0127141j -0.00929004+0.0363592j -0.00916628-0.00303774j -0.00349032-0.02785j 0.0169065-0.0192967j 0.0232652-0.00329974j 0.00152246+0.0177888j -0.00597445-0.00607103j 0.00838484+0.0091412j -0.0113349+0.00318628j 0.0241329+0.0158098j -0.00582148-0.000720749j -0.0195427+0.016262j -0.032757+0.0043121j 0.0133703-0.00261955j -0.00795561+0.00975812j 0.0229411-0.00286858j -0.000490033+0.00320857j -0.0090231-0.0132394j -0.00309016-0.00719335j 0.0173967+0.000461397j -0.0104851-0.0023386j -0.00816268-0.0368408j 0.0156335-0.00149014j 0.00111094-0.00423771j 0.0274063+0.00738528j -0.0162834+0.00189609j -0.0107388+0.026879j -0.0115026-0.00289733j 0.016775-0.0117888j -0.00345473+0.0113022j -0.00923833+0.00352299j 0.00574618-0.00499188j -0.00760902+0.00206751j 0.00262266-0.000455702j 0.00348615-0.0062938j 0.0197779+0.00335365j 0.0132845+0.00811892j -0.000663149+0.014046j 0.000388668-0.0023321j -0.00512494+0.00138778j 0.00315714+0.000849962j -0.00851573+0.00250426j -0.00531552-0.00566128j 0.00325305+0.00242604j 0.0053672+0.00573565j 0.00311675-0.00985989j 0.00989583+0.004367j 0.00222625+0.0119957j 0.00513978+0.00706938j -0.00161298-0.0057766j -0.00313868-0.00516037j 0.000122076+0.00173856j 
-0.00861732+0.0185179j -0.00548177-0.0190451j -0.00472799-0.000188792j -0.0256672-0.0263889j -0.113133+0.0324159j -0.0279782-0.00196668j 0.0090954+0.0894478j -0.0473249-0.0893824j 0.0364838-0.113881j 0.0788797+0.00756793j -0.205884+0.0269967j 0.0786847+0.136933j 0.192321-0.048351j -0.131232-0.0246427j 0.0762395-0.0429713j 0.0558365+0.103215j 0.00206301-0.00278259j -0.0853923+0.173761j 0.180593+0.0124716j 0.00331524+0.100173j -0.057968-0.152141j -0.0455663-0.172221j 0.0763005+0.0557373j 0.0298832+0.0578996j 0.100278+0.00371592j 0.0234218+0.0427729j 0.0507238+0.144738j 0.0669219+0.0183711j 0.0430276+0.0483276j -0.150897+0.048721j 0.0225566+0.00523837j 0.0582749-0.013683j 0.0151452-0.0234056j 0.0544617+0.107368j -0.0587458+0.0216267j -0.0338744-0.0584233j 0.0178393+0.0501666j -0.140584+0.014497j 0.0739658-0.0190597j 0.0789842+0.088171j -0.0160109+0.0217049j -0.014049-0.043975j -0.0189003+0.0541994j 0.0342669+0.0135846j 0.000936306+0.0307725j -0.00531576-0.0439679j 0.0384326-0.0315244j 0.044489+0.0127804j -0.00875655+0.0281934j 0.00501084+0.038745j 0.00220153+0.0188465j -0.0026029-0.00804501j 0.0116857-0.0181385j -0.0401413-0.00576123j 0.0229649+0.00914541j 0.0395101-0.00507744j -0.0274574+0.0183623j 0.0294408+0.0225201j 0.0252124+0.00409029j -0.0312675+0.00207629j -0.0020739-0.00741798j -0.00675009-0.00886468j 0.0213019-0.01936j 0.0183232-0.0264468j -0.0131398-0.0151601j 0.0129892-0.00183733j -0.0227934+0.0128482j -0.00771349+0.0116624j 0.0282743-0.00565197j -0.00157993-0.00174893j -0.0030436+0.0107961j 0.00315964+0.00163453j 0.000430534+0.0176286j 0.0242273+0.00868668j 0.0236005-0.0123383j 0.00101042+0.00529045j 0.0016416+0.0078167j 0.00530601+0.00282248j 0.0232739+0.0119605j 0.0165123-0.0136767j 0.00609041-0.0170957j 0.00085793-0.008768j 0.0107346-0.00476684j 0.00289104-0.0114746j -0.00169447-0.00402411j 0.00250837+4.84799e-05j 0.00472139-4.18368e-05j 0.00343055-0.000900554j 0.0109181+0.00675816j -0.00331689-0.00203171j 0.00972442-0.00154933j 0.00786881-0.0112622j 0.0133035+0.0104828j -0.0117625-0.00445441j -0.0121915-0.00481394j -0.00244715+0.0257231j 0.00529456+0.00200011j -0.00953124+0.0122984j 
