-0.0663108-0.0218719j -0.0640032-0.0112671j 0.0441697+0.0790939j -0.00413416-0.0211753j 0.0103223+0.029494j -0.0118785+0.0312355j -0.0303774+0.030398j 0.00721073-0.0396555j 0.0322063+0.0128351j -0.018103-0.023545j -0.0400702+0.0125448j 0.0044344+0.0291597j -0.0375752+0.00725964j 0.034375+0.00515414j 0.00696263-0.0104972j -0.017855+0.0082599j -0.0126823+0.00664226j -0.0188567-0.0075591j -0.0164799+0.00686767j 0.0499598-0.0497976j 0.00512222-0.0010107j -0.0131313-0.00393077j -0.0240506-0.00471583j 0.0386706+0.00886555j -0.00545271-0.00799769j -0.0230162+0.0148724j -0.0147322+0.00540248j -0.00330581-0.00275798j 0.0161317-0.0632555j -0.0271801+0.0477278j 0.0152204-0.0313438j 0.00735665-0.0041614j -0.010952+0.00520975j 0.0112223-0.0024628j 0.0162601-0.024814j -0.020178+0.00391618j -0.0267316-0.00516656j -0.0113437-0.0278549j 0.00185356-0.0110131j -0.0204617-0.00518777j 0.0106484-0.0319238j -0.0162572+0.00834113j -0.0101761+0.00701204j 0.00505415-0.000488884j -0.0163326+0.0015814j -0.0240861+0.0109255j -0.0277464-0.0191488j -0.0078612+0.00912666j -0.0230063+0.0111369j -0.00417176-0.0605837j 0.0542878+0.00213695j -0.0602403-0.0232475j 0.00983132-0.0329504j -0.0387152+0.0122529j -0.0104534-0.0163668j -0.0500707+0.0604543j 0.0366793-0.00948355j -0.0719628-0.0158874j -0.147811+0.0779822j 0.0655632+0.0081369j 0.00230422-0.173899j -0.0316999+0.105257j 0.0633206+0.00242219j 0.0763227-0.0741285j -0.0736638+0.00338665j 0.0697776-0.0188929j -0.113101+0.0909153j 0.235478+0.163722j 0.092338+0.22065j 
-0.00583068-0.027257j -0.00681885+0.00955363j 0.0168992-0.0171457j -0.00138329-0.014956j 0.018837-0.0122775j -0.0941924-0.100049j -0.0170985+0.0607637j 0.00243259-0.0351086j 0.0875977-0.0833301j -0.0483845+0.0323566j -0.00637589+0.0897689j -0.0176996-0.0119851j -0.128442-0.0830001j 0.0664546+0.110915j 0.0403157+0.137239j -0.0762997-0.0781094j -0.0659058+0.0306699j -0.0874664-0.0783927j 0.0256521+0.152743j -0.0786602-0.0238888j -0.0650255-0.173296j 0.0369745+0.252729j 0.102919-0.0244499j -0.0936871-0.0338283j -0.168852+0.114846j 0.0512732+0.0293566j 0.0824595+0.137964j 0.0791795+0.0219088j 0.16922+0.0625916j 0.0212518+0.101971j 0.0996322-0.0264945j -0.0465118-0.0804592j 0.0813427+0.111959j -0.0545117-0.0656387j 0.0442461-0.022289j 0.0183228+0.0153556j 0.0286894+0.0390376j 0.0247591+0.00732305j -0.00109288-0.0691922j 0.00593546-0.0138424j 0.0351386+0.00830233j 0.0177387-0.0102251j -0.0263367-0.0546561j 0.0363371+0.0572774j -0.017052-0.0399907j 0.100322+0.0838217j 0.0498277-0.027526j -0.0348772-0.00208458j -0.00516775-0.078777j 0.0267212+0.0161809j -0.0496288-0.0543615j -0.000650465+0.00316409j -0.00900082-0.00192988j -0.00692982-0.00256598j -0.0245373+0.00618204j 0.00113565-0.0376453j -0.051968+0.0126919j -0.0284027+0.0141513j 0.00696674-0.0209684j 0.0534629-0.0458516j 0.0148739+0.0325183j -0.0378402-0.0398156j -0.0164819-0.0312544j 0.036165-0.0736139j 0.0375998+0.0341898j 0.00404943+0.016877j 0.0301958+0.0107937j 0.0231802+0.0383235j 0.000365771+0.00660599j 
-0.000753394-0.0177311j -0.0418895+0.0396121j -0.0224394-0.00188213j 0.0426739-0.0122641j 0.0443374+0.00245874j 0.0427378+0.0217781j -0.048154+0.0439908j -0.0596564-0.0264075j 0.00521977-0.13295j 0.031663-0.0644319j -0.0747067-0.0320826j 0.156008-0.00452848j -0.0698881-0.130134j -0.0413395+0.0149882j 0.0890517+0.134096j -0.0742992-0.00844508j 0.0725891-0.0650248j 0.0506322-0.0972549j -0.173098-0.0469105j -0.070759+0.0889796j 0.188177+0.00758901j -0.273257+0.136155j 0.162237-0.107047j -0.00214466+0.111329j 0.0968436+0.237622j 0.131846-0.115687j -0.18397-0.0650497j 0.0802628-0.0919032j -0.200489+0.0596294j -0.0305635-0.0122537j -0.0124098-0.064639j -0.0294189-0.0170893j -0.0789437-0.00598755j -0.0065259-0.0648279j -0.00830274+0.0102165j -0.00733919+0.0310847j -0.0570253+0.000437648j 0.0495911+0.0612225j 0.0450136-0.0353696j 0.0276555-0.00827701j -0.0147577-0.033762j 0.0207396-0.00128765j 0.00234299-0.014547j -0.0170711+0.0179793j -0.0059192+0.0133827j -0.0418149-0.0441313j 0.0155184+0.0268399j 0.0233755-0.00882891j -0.0379372+0.0282158j 0.00432069+0.034932j -0.0132738+0.00281145j -0.0659692+0.0347677j 0.0261976-0.0439186j 0.0149725-0.00340751j 0.0579641-0.00688076j 0.00282792-0.032608j 0.0349419+0.028208j 0.000905767+0.0278198j -0.0412275-0.00333317j -0.0241716+0.0610413j -0.0207759+0.0242241j 0.0472771-0.0256074j 0.0174042-0.0103929j 0.0367985+0.0367839j -0.0158185-0.00977336j -0.00863419-0.00263982j -0.034607+0.0227551j 0.00706029-0.0109956j -0.0139335-0.0279888j 
0.0204364-0.0182282j -0.00894925-0.00687283j -0.0265811-0.00908669j 0.0260458+0.00661249j 0.00263126+0.0216486j -0.0576273+0.00681438j 0.0496632+0.0108507j -0.108101-0.0514783j -0.0614639-0.0466836j -0.014981-0.0280084j -0.164634-0.00249379j 0.268513+0.123649j 0.0749499-0.153154j -0.0962111+0.00706966j -0.0738007+0.0797756j 0.0161728-0.106345j 0.268673+0.013391j -0.0947876+0.0292684j 0.308262-0.0941915j 0.0923115-0.0969895j -0.088498+0.0780799j 0.209551-0.0689787j 0.039421+0.160086j 0.0453719-0.0649675j 0.00771401-0.0458959j -0.0803611+0.0830627j 0.111943+0.0353391j -0.0349763-0.0273852j 0.0164461+0.0414593j -0.0464607-0.0767465j 0.124442+0.10668j -0.0648892-0.0918736j -0.04715+0.0393237j -0.00188331-0.0856717j 0.0326014+0.0175892j -0.0424745-0.010634j -0.0428189-0.0441083j -0.0240622+0.0370692j 0.0539323-0.0321702j 0.0123736+0.0204932j -0.0683416+0.0157144j -0.0359322-0.0200621j -0.0464813+0.0163597j 0.0388337+0.00265934j -0.00164951+0.00575691j 0.0564006+0.0671527j -0.0639681+0.00749161j 0.0228665+0.0135014j 0.0160488-0.0292769j -0.00552769-0.00364579j -0.0374315-0.0211013j -0.0109827+0.00240554j -0.0108551-0.00581352j 0.0220315+0.00302046j -0.0357549+0.00390094j -0.0188934+0.0145081j -0.0315911-0.0139962j -0.00357635-0.0134338j -0.0136114-0.0455417j 0.039057+0.0208433j -0.0141168+0.0204j 0.0193143-0.0115765j -0.0183676-0.0173174j -0.00459651+0.00351004j 0.00301451+0.00995147j 0.0013313-0.00905495j -0.00147016-0.000913712j 0.000286481-0.0128293j -0.00874903-0.00783199j 
0.000997675+0.0189104j -0.00985242+0.00527858j -0.0589393+0.0083628j -0.00524712-0.0670011j -0.0449886+0.000199847j -0.0291361+0.01794j 0.0275322-0.0504091j -0.00629049+0.0753249j -0.0396964-0.0216339j -0.0313786-0.152229j 0.0397049+0.12475j 0.077348-0.0260725j -0.0361957-0.0622062j 0.0440123-0.0609084j -0.0351331-0.20785j 0.0267707-0.0230239j 0.194512+0.0730013j 0.123869+0.188446j 0.0185215+0.0272444j 0.301817-0.134891j -0.18045-0.0805538j -0.0989824-0.159337j 0.0690014-0.0587998j -0.00346975-0.149333j 0.0945966-0.25606j -0.0774351+0.0767719j 0.02768+0.0355107j 0.150509+0.0744711j 0.059671+0.0644807j 0.0745447-0.11721j -0.126576-0.105784j -0.146967+0.216311j -0.0712129+0.0298349j 0.0645086-0.0490784j -0.00384524+0.0878631j 0.0375157+0.0644735j -0.0469116-0.00942952j 0.0495329+0.0195644j -0.000626386-0.00168998j 0.0561647+0.00375093j 0.00591256-0.0174582j 0.0391584-0.017374j -0.000696474+0.075685j 0.0499212+0.0976294j 0.00405221-0.0223854j 0.00478211+0.034731j 0.029185+0.00789326j -0.0114808+0.012341j -0.018933+0.0419593j -0.0318658+0.010202j -0.0109614-0.00717907j 0.0128301-0.0234325j 0.0165854+0.0130391j -0.0127694+0.0410421j 0.00850142+0.00208916j -0.0115667+0.0434743j 0.015941+0.00717491j 0.0296518+0.0326951j -0.000704089+0.0145318j 0.0243377+0.0307017j 0.0121432-0.0416218j 0.00714963-0.0426421j -0.0354245-0.0554233j 0.0884039-0.02392j 0.019739+0.0156947j 0.0457788+0.00709051j -0.0110373+0.00456969j 0.00907193-0.00939021j 0.0103793+0.00658794j 
-0.038498+0.0435171j 0.0453326-0.00426975j 0.0200713+0.0127421j -0.0691805+0.0179043j -0.0016378-0.0019088j -0.0933812-0.0188883j -0.00454161+0.0614421j -0.00704243+0.0736954j -0.0351633+0.0205555j 0.0664658-0.111538j 0.0333151-0.0363283j -0.30296-0.0310448j -0.00940923+0.00214959j -0.0802448+0.0936281j -0.0256752-0.116309j 0.0719467+0.0768421j -0.171262-0.180392j 0.156031-0.0660473j -0.0833666-0.127812j -0.115199+0.113806j 0.010892-0.174983j -0.0516617-0.226179j -0.178868+0.0515148j 0.159004-0.0811564j 0.00135048-0.199825j 0.0672756-0.0119398j 0.0688618+0.0973135j 0.0891692+0.0606508j -0.056024+0.0559073j 0.0266132+0.161835j 0.0203225-0.0162545j 0.0177224+0.0354904j 0.095404+0.0355007j 0.00210527-0.0342066j 0.0709589-0.0225075j 0.0143283+0.0939602j 0.0369208+0.0268009j -0.027386-0.0116855j 0.00400391-0.0329466j -0.0839553+0.039401j 0.0423379+0.0484694j -0.00477117+0.0205252j -0.0201677-0.0350859j 0.0296731-0.0591066j 0.0182716-0.0395252j -0.0484985-0.0481774j 0.0047824-0.0858318j -0.00310302+0.055978j 0.000534988-0.00668495j -0.0197429+0.00589671j 0.00974259+0.0590432j 0.013004-0.0174058j -0.0353218+0.0365606j 0.0134192+0.0209223j -0.0270195+0.0169699j -0.0281277+0.0287266j 0.00917982-0.0034864j -0.014223-0.00707532j 0.00422787-0.00306425j -0.0151443-0.0268833j -0.0179297-0.0409527j -0.0457827+0.0093025j -0.00560749-0.0341212j -0.014115-0.023554j 0.0364599+0.013532j 0.00692454+0.00936193j 0.000720653-0.00816146j 0.000170772+0.0319547j 0.0375432+0.0343093j 
-0.0195984+0.0289321j 0.00261604+0.00556897j -0.000588744+0.0223255j -0.034577-0.0290222j -0.0375679+0.00191293j 0.0422265-0.057496j 0.000320641+0.00378015j -0.0315975+0.0700138j -0.0686866-0.0217584j 0.0141908-0.167013j -0.0581205+0.0687978j 0.0279357+0.0503052j -0.120984-0.124951j -0.104138+0.236285j -0.0356177+0.0688452j -0.0769381-0.194397j 0.188808-0.0142112j 0.122508-0.231153j 0.14897+0.156638j 0.042439+0.0708036j 0.0628781-0.113288j -0.0301116+0.113992j 0.0441124-0.123071j -0.136248-0.134515j 0.0337147+0.0320916j 0.0696804+0.107983j -0.00707668+0.0489217j 0.0858861+0.0594319j -0.0331213+0.0134041j 0.0131739+0.0393835j -0.0504282-0.109923j -0.184764+0.0898312j -0.0303493+0.0905529j 0.00638794-0.133844j 0.0532628-0.0884548j -0.0295905+0.0650889j -0.0526248+0.0213159j 0.0575485+0.0625595j 0.0738837+0.0010645j 0.0233303+0.0614791j -0.0340001-0.0287766j -0.0202581-0.0263988j 0.0163525-0.00655414j -0.000932029-0.0281703j 0.0149559+0.0170333j -0.031972-0.0349393j -0.0199269-0.03539j -0.036305+0.0126483j -0.0132957+0.00226012j -0.0150568+0.0114292j 0.0133099+0.0426327j -0.0128601-0.00712024j -0.0138934-0.00175374j -0.023818+0.0185276j 0.0135655-0.0128716j 0.00275492+0.0171508j 0.0372985+0.00979541j 0.00473396+0.00265046j -0.00266899+0.00395839j -0.0277006+0.0133469j -0.00901787-0.03915j 0.00105839-0.0200875j -0.00526487-0.0258971j 0.00843497-0.0118131j 0.00719583+0.00247374j 0.019719+0.00233771j -0.010699-0.00900837j 0.000387935+0.00668643j 0.0179696+0.00674436j 
-0.0151503+0.00631175j -0.00651034+0.0347572j 0.0345269+0.0182162j 0.00154065+0.0179018j -0.0781116+0.0549223j 0.120697+0.0253851j 0.0355107-0.182522j -0.0237947-0.0471795j 0.0746367-0.010822j -0.041482+0.0292165j 0.127682-0.0680816j -0.0671488-0.00734444j 0.0333606+0.129786j 0.142202+0.0321825j -0.026048+0.034413j 0.0138355+0.0469038j 0.0283574+0.095261j -0.0183096-0.0280828j 0.0262775+0.130001j -0.00468263-0.0261212j 0.144395-0.000513216j 0.0499054+0.0841831j -0.0621482+0.043768j -0.234996+0.149737j -0.0628206-0.0103046j -0.0167202+0.09084j -0.0758633-0.132956j 0.110603+0.189929j 0.0155026+0.0687848j -0.0223594+0.0708784j -0.181779-0.0623414j -0.146404+0.0696307j 0.0323378-0.119423j 0.135942-0.00938848j -0.0117834+0.129325j 0.045292-0.0226872j -0.00192721+0.0578957j -0.0178896-0.0345057j 0.0537328+0.0663414j 0.0379361+0.037383j -0.0285015-0.0150837j 0.0290017+0.00777503j -0.00133131-0.0901233j -0.00957744+0.0493545j -0.0551917+0.0521868j 0.0159373+0.0521561j -0.0431527+0.0466346j -0.0751895-0.0751633j 0.011638+0.0547837j 0.0674634+0.0203904j -0.0333854+0.016249j 0.0710018-0.0424225j -0.0181128-0.0143012j -0.0794136+0.0189717j 0.0183969+0.0559067j -0.0376659+0.0194469j -0.0459298+0.0770084j 0.0552118+0.0323321j -0.0228523+0.0234061j -0.0283809-0.0652588j 0.0419173-0.0512241j -0.0132709-0.0174004j -0.0218847-0.0342275j 0.0622082+0.00669645j 0.05154+0.0165125j -0.0236851+0.0194924j -0.0217452+0.0359578j 0.0320211+0.0173539j 0.0109231-0.0013266j 
-0.0346509+0.0157861j -0.00551488+0.0308331j 0.00392406-0.00680463j 0.0309059-0.0522717j -0.0376446+0.03645j 0.117359+0.020712j 0.0118534-0.198269j 0.000650121+0.0514702j 0.0955472-0.111784j 0.0570307-0.0247745j 0.177847-0.120063j 0.137344-0.0269305j 0.00240503+0.00169415j 0.217229-0.105661j 0.0739408+0.0804996j -0.0351706+0.0347068j -0.0624791+0.0743768j -0.0744707+0.163634j -0.157636+0.0341351j -0.042423-0.0710996j -0.0152991-0.0107946j -0.0134032-0.0265565j 0.111619+0.0613126j 0.022438+0.0908405j -0.0287876-0.0289884j -0.0535442+0.0728092j -0.068025-0.0807505j 0.0300447-0.0316023j 0.0912712+0.167386j -0.0990834+0.127154j -0.11709-0.0895191j 0.0481233-0.0468949j -0.08651+0.0119895j 0.00512486-0.0853997j -0.0652011+0.189j 0.0467781+0.031594j -0.00180591+0.0402829j 0.0413099+0.0646894j -0.0138956-0.0104308j 0.0186642+0.0221807j 0.14122+0.0326959j 0.0127598+0.0597351j -0.0188584-0.0398818j -0.0240707+0.0449537j 0.0433131-0.10006j 0.0308015+0.0332381j -0.0211209-0.0366277j 0.0766217+0.0464854j -0.0806681-0.0569416j -0.057923-0.0371029j 0.00823856-0.00782048j 0.0288093+0.0207997j -0.0179691+0.0559344j 0.0457092-0.00744372j -0.0434782+0.0498536j 0.0255416+0.040426j 0.00714103-0.0751904j -0.0633919+0.0254401j 0.00543784-0.0651259j 0.0257801+0.0522311j -0.00564438-0.0181022j -0.05152+0.0243603j -0.0155854-0.020171j -0.00753031-0.0488501j 0.0284437+0.0121312j 0.04476-0.0429366j -0.0294845-0.0398786j 0.00447183-0.0062715j 0.0441858+0.0423969j 
-0.0244083+0.00709917j -0.0636576+0.0757151j 0.0245666-0.0255047j 0.00277678-0.0633464j 0.0134887-0.0254443j -0.0876187-0.0225423j 0.0217173-0.0522697j -0.0398354+0.00389425j 0.0312856-0.233694j 0.147717-0.234148j 0.273911-0.148395j -0.117896+0.0544575j -0.10687+0.00989727j 0.093665-0.0371215j 0.015779-0.026367j -0.136456+0.0371818j 0.0545776+0.105812j 0.114466+0.0870907j 0.0252642-0.0257456j 0.0159543+0.10874j -0.169118+0.0275615j 0.00589701-0.0573466j -0.0165898-0.0744468j -0.0457931-0.00592131j 0.0599864+0.034972j 0.17798+0.0667451j 0.126564+0.0358281j 0.0843424-0.0105061j -0.087613-0.00230278j 0.00178472-0.0401085j 0.0606195-0.103081j 0.130905-0.129242j 0.0717886+0.0710841j 0.0225862-0.2155j -0.0661607+0.0124163j -0.0337213-0.0190044j 0.0296591-0.0726764j -0.0647025+0.0235266j -0.0707746-0.010817j -0.0125472+0.064418j -0.0797032+0.0478275j -0.0167639+0.0174474j 0.0107066+0.0390982j 0.0388663+0.0840203j 0.00399514+0.017699j 0.0377702-0.0311173j -0.00846304-0.0485074j -0.0312387-0.0447039j -0.0275722-0.056218j 0.00480783+0.00407646j 0.02904-0.000236421j -0.0543121-0.00572224j -0.0544746-0.0317281j 0.0283146+0.0416278j 0.0074938-0.0548924j -0.000563208-0.0367557j 0.00933067+0.0170661j 0.0871938+0.0282186j 0.0332736+0.0832569j 0.00504192-0.0325997j 0.0498051+0.0128559j 0.022517-0.0591077j -0.00402234+0.0546884j -0.038315+0.0297869j -0.0479303-0.019912j -0.0346207-0.0167138j 0.025139-0.0103047j -0.0106937+0.00474924j -0.0428529-0.0611389j 
0.0119032-0.0471971j -0.0473041+0.0164809j -0.0309266+0.0703715j 0.00115245-0.00846442j -0.0152994-0.0278572j -0.142452+0.117841j 0.0883603+0.112578j 0.0871536-0.263564j 0.111791-0.205877j -0.048628+0.104669j -0.0813875-0.0537403j -0.0217647-0.153726j -0.236464-0.0113283j -0.144915-0.165511j 0.0116813-0.115342j -0.0617288+0.135136j -0.0403357-0.00665131j 0.0252191-0.0884901j 0.0681913-0.0190727j -0.067904-0.0174547j -0.145527+0.108616j -0.0437622+0.0946944j -0.031302-0.0456424j -0.0561264-0.141578j 0.0253088+0.0849434j -0.0729657-0.175847j 0.0930469-0.0333178j 0.0354886+0.0444107j 0.0297333-0.0138591j 0.092311-0.083341j 0.00847158+0.054551j -0.0707165-0.0249026j 0.0531319-0.0328052j -0.000189893-0.000707144j 0.0117175+0.149976j 0.065248+0.0257394j -0.0551221-0.0197788j 0.0870522+0.0159292j -0.0596829-0.0308541j -0.0218629-0.079608j 0.0490123-0.0464885j 0.0116209-0.018144j 0.00737506+0.0246704j 0.0452268+0.0598577j -0.0372415-0.0466896j 0.0129177+0.0216603j 0.050724+0.0560699j 0.0676064-0.0270596j 0.00970753+0.0236148j -0.0190883+0.0430859j 0.00128446-0.0088985j 0.0307432-0.018593j 0.0295164+0.0054414j 0.023063+0.0328986j 0.046458+0.0634038j 0.0389822+0.0655402j -0.0180446-0.0272152j -0.00809039+0.0432172j -0.0265483+0.00526744j 0.00303364+0.0109908j 0.0144281-0.0241759j 0.0224955-0.0152564j 0.0143354-0.0153256j 0.0369488+0.0375098j 0.00414908+0.0209085j 0.015806-0.0438567j -0.0433679-0.00909849j 0.0283177+0.0114318j 0.00179222+0.00567927j 
0.0289257-0.0539609j 0.0068629-0.000882243j 0.00190051-0.0142098j 0.0382288-0.0106849j 0.0239989+0.013317j -0.0214271+0.0409742j 0.0469871-0.0481508j -0.0304646-0.116721j 0.0777266-0.19531j 0.0422389+0.0331383j -0.0369572-0.137066j -0.0924626-0.0341517j -0.0962582-0.00423758j -0.0902733-0.00741976j -0.0356605+0.00163555j 0.00870535+0.0951933j -0.0701014-0.0885917j -0.0177903-0.10257j 0.0587597-0.0927019j -0.084295+0.0199884j 0.045154+0.006208j 0.0292733-0.0173075j -0.0805539+0.11664j -0.0370782+0.0141893j -0.0242276-0.0214903j -0.0237751-0.0550106j 0.0293583+0.00346882j 0.116017+0.169035j -0.0199366+0.113766j -0.0275002-0.00143502j 0.0379605+0.0613433j -0.0363079-0.0759461j 0.0618593-0.068293j 0.0377786-0.127309j 0.0625001+0.10232j 0.0205864+0.0881031j 0.0269845+0.061457j 0.0452996+0.00759709j 0.0617446+0.00340231j 0.0331397-0.00697677j -0.0480298-0.0019892j -0.0398301-0.00826019j -0.00763934-0.151157j 0.0239507-0.0212289j 0.0720793+0.0410877j -0.0146515+0.0134499j 0.0347112+0.00102179j -0.0290727+0.136298j -0.0384072-0.0257503j -0.0116826-0.059012j -0.0543432-0.0145512j -0.0171887+0.0567228j -0.0414548-0.0290698j -0.0727932+0.0620608j -0.0481433-0.09961j -0.0107205-0.00438683j 0.0909985+0.0211336j -0.0625986-0.0853241j 0.0386698-0.122158j 0.0221614+0.122756j -0.0830427+5.019e-05j 0.0259602-0.0318779j -0.00832155-0.0416988j 0.0864508-0.0802941j 0.0151174-0.0285917j 0.0598793+0.0522418j 0.0418427-0.0249901j -0.0348064-0.0716646j 0.0289305+0.0132718j 
-0.0408851+0.0120517j -0.0615846+0.0266293j 0.0499849+0.0199901j 0.0402604-0.0390695j 0.0706724+0.0391828j 0.0537336+0.00851908j 0.0073284-0.0528071j -0.0250452+0.0100803j 0.00631952-0.109377j 0.147349-0.141489j 0.0952241-0.0948548j -0.0283148+0.0570118j -0.10727-0.0151829j 0.052153+0.0230137j 0.0155149+0.0472177j -0.122074-0.0781467j -0.071138-0.00801851j -0.0108563-0.0790749j 0.0300571+0.0151611j 0.0724795-0.0327189j 0.030985+0.0631225j 0.0606833+0.0294904j 0.00933184-0.0113571j 0.122257+0.0232917j -0.0509331+0.0572164j -0.0230919+0.0425257j 0.00529924-0.0164352j -0.00464366+0.0588596j 0.191948-0.0475048j -0.0906511-0.026885j 0.0549654-0.0289953j 0.0596032-0.0224076j 0.024157-0.0672305j 0.0307583-0.0676516j -0.05464-0.103545j -0.0384163-0.00623689j 0.0501164-0.12202j 0.114313+0.000665033j -0.00999472-0.0541722j 0.0348447-0.0319578j -0.012573-0.0605786j -0.0680422-0.0455056j 0.0629555+0.0100801j -0.109887-0.00525075j 0.0570336+0.0319799j -0.149093-0.0119305j 0.0101868+0.0789518j 0.0476391+0.0492566j 0.118642+0.137886j -0.0329351+0.0391224j 0.0722117+0.104024j -0.0305135-0.00376835j 0.0477778+0.0022717j 0.0191309+0.0494161j 0.0325553-0.0317314j 0.0384675+0.0159489j 0.113373+0.0489819j -0.0309163-0.0409513j 0.0169143-0.0169362j -0.0965612+0.00949438j -0.0624592+0.0175101j 0.052203-0.049282j 0.0285436-0.00112613j 0.0648933+0.0608599j -0.0239539-0.0116892j 0.0447712-0.00857034j -0.0253019-0.0247288j 0.00780455-0.023791j 0.00484956+0.00222967j 
-0.0433078+0.0196453j 0.0381089+0.00608912j 0.0264174-0.00423607j -0.0735555-0.0473487j 0.00955781+0.00215159j 0.0278744-0.04109j -0.0166297-0.0930925j -0.0181234+0.0189633j -0.142348+0.0946966j 0.0554728-0.161335j 0.101663-0.0048961j -0.15769-0.00485193j 0.0293748-0.0533786j -0.00920072+0.0401761j 0.00944502+0.04626j -0.0624364-0.037492j 0.0138403-0.0210162j 0.0725941-0.0925643j -0.0643596-0.0330712j 0.0501213+0.106494j 0.00895228+0.0218083j -0.00718989-0.00708813j 0.0677401-0.0845498j -0.0593356+0.0867406j 0.00284055+0.0371545j 0.0261206-0.0627553j -0.0294102-0.0404947j -0.0835285+0.0284629j 0.0772737+0.132896j 0.0545203-0.0945917j 0.0790597+0.020982j 0.0677552+0.0302891j 0.0222422+0.033886j 0.0700287-0.0681839j 0.0207807+0.0224097j -0.0398221-0.000790792j 0.047297+0.0320174j -0.0413253+0.111998j -0.0657577+0.0140992j -0.105766+0.0644587j -0.0410813+0.0559436j 0.0193676+0.0371248j 0.0705672+0.0678076j 0.0335813+0.0432502j -0.0712426+0.0238967j -0.0476038+0.0971184j 0.0884937+0.12464j 0.0760379-0.0667989j 0.100386+0.0574044j -0.0240218-0.0456651j -0.0578671-0.102395j 0.087518+0.0131695j 0.0799097+0.0430443j 0.00642295-0.020513j -0.0826135+0.0387824j -0.014361+0.0676316j -0.129377-0.0479365j 0.0377219+0.00301277j 0.0364333+0.0554984j 0.0624166-0.0824172j 0.0673831-0.019528j -0.030722+0.0265349j -0.0347114+0.0317655j -0.0728412+0.0022314j 0.0378402+0.0168252j -0.0408359-0.00857107j 0.0593939+0.00999523j -0.0382198-0.0263923j 0.0246567-0.00917499j 
0.0175523-0.0322795j -0.00758583-0.00594363j 0.0473774+0.042679j 0.0151517-0.00930975j -0.0192726+0.0436648j 0.0275426-0.022675j 0.0322735+0.0128118j -0.0394792-0.0980772j 0.126122-0.158184j 0.0101384+0.04212j -0.058855+0.03244j 0.0483562-0.0303387j -0.18083+0.0540971j -0.0221914+0.0223855j -0.0027702-0.0421913j -0.0542015+0.0254069j -0.0036004-0.0133556j -0.102396-0.0417261j -0.0190573-0.0412967j 0.0983719-0.0306066j 0.047675+0.000421088j -0.1322-0.00135473j 0.0167949+0.0358743j 0.117032+0.0279895j 0.0204649-0.00835647j 0.0142806-0.0856368j -0.0659668+0.0493038j 0.0947111+0.0523338j -0.0353059-0.100681j -0.0516981-0.102937j 0.0331585+0.0346988j 0.028437-0.0394197j -0.095343-0.0552726j -0.00769942-0.11049j 0.0399356+0.0523534j 0.0125676-0.00688539j 0.00982106-0.0719041j -0.0158668-0.0343311j 0.0896232+0.0458465j 0.0414095-0.00676711j -0.000871979+0.0170725j 0.152674+0.00416535j -0.0288703+0.0156844j -0.040741-0.013343j -0.0510738-0.0375984j -0.143682-0.110949j -0.017309+0.0230844j -0.0439623+0.0255072j -0.0769743-0.00929254j 0.0133775-0.050953j 0.0651617-0.103327j 0.019167-0.0869752j 0.0498121+0.111019j -0.0310988-0.0480905j -0.120668+0.0253908j -0.0832131-0.0767706j -0.127476-0.0244412j 0.147266+0.0668686j 0.0885358+0.12052j 0.142202-0.174345j 0.206358+0.0485383j -0.123071-0.00782184j -0.100199+0.00443319j -0.0697115-0.0942452j 0.000659594+0.0440635j -0.0105234+0.00830873j 0.100672+0.0584287j -0.0197697+0.0106625j 0.0296632-0.0145167j 
-0.0298145+0.0180486j 0.00841441+0.00852101j 0.0280199+0.0361557j -0.04376+0.00500986j -0.0215648+0.0164844j -0.0206279+0.0204044j -0.0445923+0.0485135j -0.0157719-0.0511403j 0.042946+0.011686j -0.00251038-0.0449156j -0.024089+0.0602744j -0.0685793-0.010452j -0.013409-0.00227716j -0.0183043-0.000328167j -0.0554992-0.0415163j -0.0196173+0.003856j -0.00420639+0.0263278j -0.0184077-0.00367568j -0.0139746-0.0980813j 0.120681-0.0392009j -0.0100137+0.034677j -0.0128936-0.00615691j 0.0553431+0.0301619j -0.0365455+0.0419109j 0.0034837-0.0283508j -0.0393639-0.0331401j -0.0492941+0.0185641j -0.0488172-0.016085j 0.037462+0.0540378j -0.00894549-0.0594135j 0.0582026+0.0823433j -0.00407824-0.0376497j -0.113933+0.0437636j -0.0351196-0.076064j 0.0159802+0.0518416j -0.0378959-0.0753748j -0.104522+0.0140169j -0.00088222+0.0558232j -0.0643704+0.026552j 0.0141925+0.0308372j -0.0360811+0.0335973j -0.00536761+0.0260752j -0.0308362-0.117235j -0.0880197+0.154477j -0.0106987-0.158943j 0.0196614-0.0611004j 0.0391918+0.0756578j -0.0936765-0.00121109j 0.0663458-0.0445807j -0.000304877-0.0382227j 0.0432315-0.0537922j -0.0681829+0.111173j -0.209017+0.105053j 0.0504238+0.0205268j -0.105026-0.0886706j 0.0885758-0.0972061j 0.0807297+0.0983081j -0.0255677-0.05101j 0.00635889+0.143846j -0.0459938-0.0924355j -0.0711254-0.0430831j 0.0141047+0.00113962j 0.0757136+0.122644j -0.0968605-0.0862117j -0.0186699-0.0468333j -0.0881359-0.020474j 0.0237802+0.0538814j 0.059429+0.154778j -0.0254981+0.0328121j 
