-0.0663108-0.0218719j -0.0640032-0.0112671j 0.0441697+0.0790939j -0.00413416-0.0211753j 0.0103223+0.029494j -0.0118785+0.0312355j -0.0303774+0.030398j 0.00721073-0.0396555j 0.0322063+0.0128351j -0.018103-0.023545j -0.0400702+0.0125448j 0.0044344+0.0291597j -0.0375752+0.00725964j 0.034375+0.00515414j 0.00696263-0.0104972j -0.017855+0.0082599j -0.0126823+0.00664226j -0.0188567-0.0075591j -0.0164799+0.00686767j 0.0499598-0.0497976j 0.00512222-0.0010107j -0.0131313-0.00393077j -0.0240506-0.00471583j 0.0386706+0.00886555j -0.00545271-0.00799769j -0.0230162+0.0148724j -0.0147322+0.00540248j -0.00330581-0.00275798j 0.0161317-0.0632555j -0.0271801+0.0477278j 0.0152204-0.0313438j 0.00735665-0.0041614j -0.010952+0.00520975j 0.0112223-0.0024628j 0.0162601-0.024814j -0.020178+0.00391618j -0.0267316-0.00516656j -0.0113437-0.0278549j 0.00185356-0.0110131j -0.0204617-0.00518777j 0.0106484-0.0319238j -0.0162572+0.00834113j -0.0101761+0.00701204j 0.00505415-0.000488884j -0.0163326+0.0015814j -0.0240861+0.0109255j -0.0277464-0.0191488j -0.0078612+0.00912666j -0.0230063+0.0111369j -0.00417176-0.0605837j 0.0542878+0.00213695j -0.0602403-0.0232475j 0.00983132-0.0329504j -0.0387152+0.0122529j -0.0104534-0.0163668j -0.0500707+0.0604543j 0.0366793-0.00948355j -0.0719628-0.0158874j -0.147811+0.0779822j 0.0655632+0.0081369j 0.00230422-0.173899j -0.0316999+0.105257j 0.0633206+0.00242219j 0.0763227-0.0741285j -0.0736638+0.00338665j 0.0697776-0.0188929j -0.113101+0.0909153j 0.235478+0.163722j 0.092338+0.22065j 
0.0460653-0.0353328j 0.0132644-0.0374978j -0.0559887+0.0495396j -0.0517669-0.0180511j 0.0173656+0.0131688j -0.0817378-0.00718691j 0.0530459+0.0421015j -0.0533306-0.010343j -0.0938896-0.0160078j 0.0213093-0.0532447j 0.0183486+0.0122509j 0.0538015+0.0334519j -0.000480577-0.0454949j 0.0144462-0.00327432j 0.0210006-0.0217043j 0.00908682+0.0330139j 0.0460754+0.0290452j -0.00921917-0.0139198j 0.0161301+0.00179493j -0.0289-0.00617853j 0.00984999-0.000760056j -0.022681+0.0306579j 0.0324883-0.0108803j 0.000307471+0.0402215j -0.0243054+0.00709101j -0.00576567+0.0110152j -0.0362139-0.0612217j -0.00505751-0.021642j -0.0118084-0.0175498j -0.00254763+0.0380236j -0.0823544-0.0168873j 0.0513627-0.0156303j 0.0791893-0.0121777j 0.0801733+0.0553404j -0.0725101+0.0231927j 0.0520713+0.0034358j 0.144738+0.0891417j 0.0465343-0.0824149j 0.0910532+0.0366899j -0.160746-0.0039394j 0.0476179+0.0562485j 0.0836457+0.0556132j 0.090203+0.0341031j -0.0323814+0.0475798j -0.0315199+0.147827j -0.06242+0.0441228j 0.0117783+0.0951833j -0.097594-0.0787512j 0.0676426+0.086575j -0.0260747+0.00293208j -0.0577943+0.0240259j 0.0356094-0.119327j 0.0857826+0.0129286j 0.118022+0.0269692j 0.00500198+0.118637j -0.158721+0.133887j -0.150571-0.0224858j 0.0802664+0.0334098j -0.142778+0.125527j 0.0718632-0.0107561j -0.0190072-0.0165771j -0.0257262+0.0547361j 0.00592856-0.0413751j 0.000327443+0.0675254j 0.0164941+0.0221645j -0.0649717+0.00861584j -0.00703094+0.0511211j 0.00502851+0.0175818j 0.0161753+0.0655203j 
0.0224869-0.0104461j -0.00254564+0.0704504j -0.00276634+0.0377377j -0.0951065+0.0224973j -0.0390883+0.0186492j -0.0633295-0.0267905j 0.0185519+0.000815737j -0.0357921-0.0191725j -0.0241949-0.0564974j 0.028165+0.0117452j 0.00843634-0.032188j 0.0020249+0.0576141j -0.0152427-0.063037j -0.0255548+0.0189622j -0.0525234-0.00872761j 0.0218561-0.0297115j -0.0169098+0.0351328j -0.0106757+0.0313612j 0.0474665-0.000162903j -0.0073312+0.0117325j -0.0199162-0.0241645j -0.00929713+0.00876746j 0.0188925-0.011321j 0.0183922-0.0108908j -0.0372918-0.0410672j 0.00412372-0.0196244j -0.0544537-0.0240745j -0.0445775-0.0304911j -0.00226032-0.0390542j -0.0430023-0.0212169j -0.048628+0.0279491j -0.0011204+0.0142158j -0.0348979+0.0153604j -0.0358968+0.0960613j -0.130406+0.0756698j 0.00124529+0.0461609j 0.115117+0.0617015j 0.0938001-0.124354j 0.0983635+0.0240037j -0.123018-0.0780261j 0.0443774+0.190459j 0.138093+0.101095j 0.00415255-0.0422398j -0.12498-0.0233369j 0.0756787+0.135386j 0.0151133-0.00213364j 0.113784+0.16377j -0.133989+0.0864115j 0.0501235-0.0502806j -0.0227951-0.109608j 0.041778+0.0991372j -0.120467+0.0480944j -0.0285344-0.0650824j 0.0185218-0.00172404j 0.0222891-0.014447j -0.00498008-0.030183j -0.0188197+0.00317393j -0.0232694-0.0440104j 0.00916171-0.0260638j -0.0338442+0.0052068j -0.00539402+0.116643j -0.0302+0.0973138j -0.0203837+0.0491589j -0.0626144-0.00572823j 0.0493871+0.022234j -0.0786388-0.0205963j 0.00540969+0.0377857j -0.071132-0.0358882j -0.0172687-0.0506557j 
0.0495675-0.0369448j -0.00824685-0.030726j 0.0400794+0.00451286j 0.0237721+0.023238j -0.0747712+0.0662824j 0.0659651+0.00600783j 0.0729419-0.0615458j -0.110745-0.0620621j -0.0218285+0.0240126j -0.069761-0.0156796j -0.0644893+0.0163546j 0.0438103+0.0259484j 0.0400016+0.0226125j -0.0163204+0.00803466j 0.013774+0.0195994j -0.025554-0.0105307j 0.0127268+0.0176275j -0.0339379-0.0215262j 0.00495729+0.0218802j -0.0181005+0.025407j -0.0185981+0.0227965j -0.0208473-0.0373111j -0.0224637-0.00793441j 0.0487023+0.012513j 0.000369548-0.0164109j 0.0737282-0.059959j -0.0359741+0.0445795j -0.00704887-0.00287534j 0.0175615-0.0458975j 0.0899905+0.0537002j -0.0279573-0.00732761j 0.0898761+0.011897j 0.0353564+0.0940166j 0.0984704+0.0118909j -0.0455793+0.115134j -0.0637886+0.0607228j 0.00811069-0.0588828j 0.0449718-0.0459252j 0.010908-0.0745461j -0.173818+0.000691355j 0.10878+0.101963j 0.077795+0.082104j 0.141819+0.149949j 0.0939513-0.0289568j 0.0351803-0.0214763j 0.00974285+0.0208937j 0.0804495+0.0287672j 0.0511523-0.00825278j -0.0714823-0.129904j -0.0184131+0.035101j 0.0969578+0.0130708j -0.0146063-0.0262168j -0.00117129+0.140358j 0.0593219+0.0752038j -0.13803-0.00757322j -0.0300493+0.107331j -0.0236875-0.12564j -0.0291669+0.0962908j 0.0030677-0.0232902j 0.0398975-0.0712809j 0.0828965-0.0333492j -0.12283+0.0549806j -0.0644996-0.0637187j 0.00131387-0.0322243j 0.06661+0.0213447j -0.0338399-1.71799e-05j -0.0449661+0.0104851j 0.0131629+0.000938601j -0.0119684+0.0264703j 
0.0510562-0.0282754j 0.0869129-0.0455628j -0.0894427+0.0109858j -0.0431717-0.0545857j -0.0952003-0.00305638j 0.00514891+0.129602j 0.0613718-0.0526934j 0.0147763-0.0475912j 0.00702437+0.021569j -0.00344924+0.0716478j 0.0451687+0.0601749j 0.0318933-0.0017985j 0.0157921+0.0525111j 0.0504044-0.0319386j -0.018185-0.0283562j -0.0476+0.0245378j -0.00835348-0.0195397j -0.0489726+0.0246756j 0.0361862+0.0481908j -0.0458372+0.0059753j -0.0195294-0.0118734j -0.00886075-0.0447799j 0.0276915+0.00261869j 0.0618128+0.0125239j -0.0163637+0.0114674j 0.0189522-0.00168442j 0.0373382+0.107366j -0.0214647-0.0224195j -0.0279616-0.0364168j 0.0232367+0.0849421j 0.0231033+0.0166242j -0.00146059-0.0334176j -0.0781131+0.0394866j -0.0332917-0.0713477j 0.140492-0.08529j 0.00592655+0.0198826j -0.0323922-0.0206732j 0.0076933+0.123745j 0.0834166-0.0650576j 0.0120304-0.00711647j 0.211793-0.0598759j -0.0552987+0.075347j 0.0458165-0.132154j -0.0411033-0.0407331j 0.100176-0.155952j -0.0513109+0.021299j 0.018841-0.0507162j -0.00977032-0.00718511j -0.0891866+0.052907j -0.112365+0.144068j -0.0297476+0.0172921j 0.0675271-0.0178173j -0.0393432+0.11692j 0.0353473-0.0832205j 0.0696546-0.0435615j 0.0146936-0.130588j -0.0115634-0.0589559j -0.00304363-0.0648661j -0.0108913+0.00942482j 0.00896335-0.0412879j -0.0594077+0.0528069j -0.0225631-0.0122343j 0.0036418+0.00457984j -0.146696+0.0213981j -0.0280625-0.0252388j -0.0383397+0.0151535j 0.0265115-0.0521682j -0.10378-0.0749117j 0.0650886+0.0540547j 
-0.0589916+0.0212219j -0.0266911+0.0680536j 0.0596108-0.033988j 0.0147774+0.0582171j 0.0216209+0.0201262j -0.0111172-0.0383563j -0.0505003-3.25842e-05j 0.0180155-0.00970129j 0.0138952+0.0529898j -0.0311528+0.0206203j -0.0274985-0.0185047j -0.044334-0.0133391j 0.0142596-0.0306801j -0.0160238+0.00393383j 0.00873294+0.056234j 0.0122095-0.0430207j -0.00862975-0.0115117j 0.0232468-0.00020711j -0.00769961-0.00632291j 0.00661134+0.0310618j 0.00167608-0.0272173j 0.0295549-0.00521908j -0.0100777-0.00655204j -0.00674225-0.00604097j 0.00953779+0.0210815j 0.041613-0.0453993j 0.0391236+0.006332j 0.00757396+0.0177979j 0.0121687+0.0153165j -0.00501406-0.0361258j 0.03258+0.00214175j -0.0314359+0.0568499j -0.00506729-0.0106731j -0.0265134+0.0433131j -0.0140754-0.0160184j 0.00700025-0.0384765j -0.00792524-0.0567935j -0.09704-0.107276j -0.0758914-0.0270142j 0.00323268+0.0354748j -0.126947+0.0659812j 0.0542535-0.0810229j -0.0356235+0.123094j 0.0255298+0.0272353j -0.0381689+0.0644139j 0.0199324-0.00521204j -0.00965036-0.0273018j 0.0691242-0.0466034j -0.0525438-0.046394j -0.0218601-0.0270175j 0.0461116-0.0615681j 0.016264+0.0229863j 0.0106079-0.0453038j 0.00270109-0.0587403j -0.0768665+0.0337281j 0.0188176-0.0224459j -0.0948759-0.0335059j -0.00991402-0.010247j 0.0260866-0.0596009j 0.0815982-0.0346872j 0.0265418-0.00489965j 0.0366064+0.00781845j 0.0251336+0.104457j -0.0623145+0.022694j -0.0271394-0.0484537j 0.00312018+0.00541882j 0.00541179+0.036887j 0.039806-0.00629287j 0.0046811-0.0202339j 
0.0222326+0.0819158j 0.0448243-0.0400119j -0.0467046+0.0505155j 0.0242592+0.00218358j -0.0933846+0.0658321j 0.183797+0.0489094j 0.0647254-0.0851351j -0.0405037+0.0429069j -0.0104323-0.0166642j 0.00838893-0.0255045j -0.0360261+0.00222647j 0.00834011+0.0046632j 0.0621291-0.0286524j -0.0808401+0.0257658j 0.0136853-0.00205936j -0.0095648+0.0057573j -0.0465115+0.00213898j -0.0340082+0.0320377j 0.0430905+0.00239668j -0.00982325+0.0646828j 0.00857192+0.01378j -0.00916164-0.00138253j 0.00501179-0.0183051j 0.068381-0.0630469j 0.0495505+0.0158085j 0.130461-0.0583437j 0.0937562+0.100183j 0.0385906-0.0160381j 0.0502761-0.0823171j 0.085087-0.0148969j 0.0337328+0.054102j 0.124142-0.0396752j 0.0437417-0.000576831j 0.0338527-0.041394j -0.128579+0.0308467j -0.026825-0.00860879j 0.0223778-0.0137557j 0.139786+0.0109753j -0.0576657+0.0552513j -0.0809436-0.0818441j 0.00160922+0.0120749j -0.110469+0.00279217j 0.17404+0.0143102j 0.0490523+0.0253608j 0.00563646+0.03069j -0.0369075+0.0146757j -0.0289273+0.0350981j -0.0808457-0.0455411j 0.0750429-0.00921606j 0.0730901-0.0193304j -0.0404914-0.0206529j -0.113401-0.0116355j -0.0476375-0.0181159j 0.111428+0.0226452j 0.0649973-0.0217653j 0.0546868-0.0259879j 0.025226+0.0613994j -0.0300733+0.0088699j -0.0256556+0.0535869j 0.0135529-0.0743324j -0.0709674+0.0419205j -0.0362451-0.00791441j 0.0727843+0.0786469j -0.130207+0.0905216j -0.0954117-0.0246906j 0.00853617+0.0387886j -0.0441469-0.0205738j 0.0310292+0.0565343j -0.0471093+0.00141029j 
-0.0639825+0.108419j 0.0665947-0.0165451j -0.00644855+0.0231052j -0.0231924+0.0373763j -0.00545494+0.015888j 0.0213182-0.0346417j -0.0116948-0.0188878j 0.0545305+0.0160769j 0.0260026-0.00926939j 0.0579758-0.00631039j -0.0262172-0.0415713j 0.0407152-0.0560286j -0.010784-0.0326323j -0.0443776+0.00334264j 0.0170492+0.0201045j 0.0397698-0.0224644j -0.00952805-0.0122106j -0.0191547+0.0166059j 0.00600748-0.0345503j -0.000841051+0.0296426j -0.0340455+0.00744135j 0.00255857+0.0221881j 0.0142937-0.0110487j 0.0103978-0.030428j 0.0391738-0.00228959j 0.0111649-0.0296197j 0.0113603-0.00678501j 0.0420217-0.024336j 0.0115482+0.0147818j -0.0581839-0.052078j 0.00326474+0.0213155j 0.0375098-0.000485499j -0.00285307-0.031499j -0.0369658+0.00755159j -0.132293+0.0331601j 0.060971-0.105843j 0.0759864-0.0388192j 0.00890776-0.0872984j -0.0175771+0.0357949j -0.00249062-0.00367447j -0.0841251-0.0208759j 0.0633494-0.057468j 0.0145925+0.0289245j -0.0329979+0.0649779j -0.0288035+0.0141056j 0.0253947-0.008722j -0.00433183-0.0524308j 0.0234618+0.0481459j -0.0574061-0.0576654j -0.0128582-0.0536565j -0.0165336-0.0109729j -0.0229927-0.0812423j 0.0468405-0.00369913j 0.0312022-0.0678904j 0.0355049+0.0196043j 0.0148849-0.0784344j -0.0518722+0.00658406j 0.0182041+0.0235694j 0.0560084-0.0391053j 0.0902627-0.0771796j -0.0203025+0.0645282j -0.00904941-0.0550768j -0.0125407+0.0571515j -0.0641664+0.0514939j -0.0326275-0.0331924j 0.0365045+0.0207651j 0.00803307-0.0278999j 0.0220344+0.000918061j 0.0410484-0.0118408j 
0.0150122-0.0832511j -0.0791246+0.0678263j 0.0267064+0.0570034j -0.0621161+0.00179166j -0.0172996-0.0124755j 0.0193278+0.000937927j -0.0422462-0.00989008j 0.0575738-0.0583298j -0.00970626+0.0653202j -0.0552754+0.0427059j 0.020599-0.0363754j 0.0148275+0.0139342j -0.0570439-0.00598343j 0.0162008-0.0191606j -0.0137915+0.00174599j 0.00211206-0.0244297j 0.00688369+0.0163274j -0.0053192-0.00445083j -0.00565947+0.0128101j 0.0184+0.00530542j -0.00780245-0.0152247j 0.00641318-0.0138747j 0.0302572-0.0477283j -0.00763168+0.00739019j -0.00827858-0.0144985j -0.0130509+0.00133556j 0.021071-0.030879j -0.0386613-0.0153168j -0.0536155+0.0124497j 0.00763438-0.030304j 0.00677483-0.0348449j -0.0319975+0.0437482j -0.0875848+0.0332368j -0.0256851+0.033261j 0.0258755-0.0924898j 0.00724237-0.0370659j 0.0551033-0.00779242j -0.0871905-0.0544397j 0.0744936-0.0219969j -0.0597502-0.0188407j 0.0187121+0.0605706j 0.038347+0.0346508j -0.0476068+0.0331977j -0.0239794+0.0448225j 0.0292148-0.0239166j 0.0299152-0.0138866j -0.0208239+0.00266549j -0.0492162+0.0411896j 0.0398713-0.0920137j -0.0288655+0.0172571j -0.0657039+0.0380123j -0.0338999-0.00590582j -0.0934486-0.00663129j 0.0494155+0.0481033j -0.0409209-0.0058784j -0.0221996-0.0373297j 0.0276472+0.00703957j -0.0222365-0.0803025j 0.00830185+0.0398423j 0.0239741-0.0592038j 0.0395706+0.0533934j -0.0261323+0.0639357j 0.0246827+0.102493j -0.122236+0.00604009j -0.0377372-0.00191742j 0.000722877+0.00610011j 0.0029489+0.0251534j 0.011009-0.0162108j 0.000566314+0.0236066j 
0.0435969-0.047042j -0.0283041+0.00475469j -0.0248493+0.00712744j 0.00779389-0.034309j -0.00687475-0.00737541j 0.0230134+0.02341j 0.0157204-0.0286413j 0.000738016+0.0174268j -0.0516517+0.00216332j -0.00174152-0.0170421j 0.0388641+0.0104163j 0.00441505+0.0357979j -0.0154941+0.0222321j 0.0156186+0.0105637j 0.0031337-0.0243343j -0.0375998-0.000987608j 0.017747+0.0196559j 0.0154587-0.0156939j 0.0120573+0.0202445j 0.0212293+0.0111065j 0.00309561+0.0212213j 0.00922183-0.0129718j 0.00788377-0.0275879j 0.00337134+0.00419249j -0.000463306+0.00884379j -0.00293428+0.0118336j 0.00430107+0.0259629j -0.00850847+0.0118727j -0.00944696-0.0312267j 0.0331928-0.0159062j 0.0239107-0.008254j 0.00649725+0.00462485j 0.006053-0.00187721j 0.0343455-0.0225852j 0.057829-0.0147231j 0.00858455+0.0432746j 0.012999+0.0262244j 0.00234809+0.046541j 0.0534221-0.00275188j -0.0211113-0.00965979j 0.0482411+0.0218283j -0.0176594+0.0501025j 0.0287062-0.0581935j 0.016809-0.0506593j 0.0584147+0.0170108j -0.0425176-0.00247935j 0.0391638+0.00674977j -0.0168756+0.0492413j -0.0368054+0.0395824j -0.0269809+0.00447875j -0.0239881-0.00438181j -0.012978+0.0322606j 0.00578911-0.00454948j 0.0152159+0.0118724j 0.00574403-0.0296374j 0.00510038+0.0096288j 0.0231302-0.0456287j -0.0208503-0.0155292j -0.00213758+0.0388849j -0.00540794+0.0113698j -0.0368382-0.00927554j 0.0229853+0.0164431j 0.0117323-0.0086154j -0.0283103-0.0320858j -0.0178047+0.0110506j -0.00584086+0.015033j -0.00140687-0.0116445j -0.024896+0.00680645j -0.0411567-0.00641235j 
0.0168763-0.0111529j -0.0239693+0.0166726j 0.00100817-0.0505298j 0.0868543-0.0193636j -0.0281336+0.0409828j 0.100938+0.0433778j 0.0344948-0.0799796j -0.0283188+0.0453885j 1.66833e-05+0.00790531j -0.0778989+0.0280824j 0.00282665+0.039514j -0.00221775+0.00623681j 0.0333838-0.00223334j 0.0136076-0.000414143j 0.0371738+0.000233306j -0.0226431-0.00240089j -0.0293127-0.0122003j -0.00484969+0.0235658j -0.0197696+0.048775j -0.00489415+0.0164133j 0.00675806+0.0179082j 0.00716827-0.011427j 0.00406707-0.0104985j 0.0305155-0.0135751j 0.00798201+0.0110406j 0.0364063-0.0642753j 0.0232813+0.0724859j -0.0171557+0.0115328j 0.0126971-0.0562178j 0.0951829+0.017043j 0.0149327+0.0335594j 0.0357299+0.013373j 0.0235417-0.000853399j 0.0289404-0.0208421j 0.0712315+0.0370205j -0.0351234+0.0752615j -0.0867867-0.00676918j 0.0261838+0.0242776j -0.0240499+0.0121644j 0.016595-0.0485093j -0.0202092+0.0227303j -0.0659772-0.000661504j 0.0476868+0.00267332j 0.0428284-0.0877004j 0.00915327+0.0389301j -0.034713+0.00449042j 0.0142601+0.0222641j 0.0107793-0.0390434j -0.048598+0.0150527j 0.0477283+0.0217391j 0.0143568-0.0694752j -0.0118633+0.0384192j -0.000511174-0.0383683j -0.0799315-0.0337566j -0.0302584-0.0852093j -0.0162753+0.017816j -0.0340659-0.00181058j 0.0356561+0.00680432j 0.00807543+0.0176691j -0.0157659-0.0157926j 0.0435029-0.04195j 0.000207822-0.0243254j -0.00311274-0.0145857j 0.023982-0.0232455j -0.0201974-0.0161823j -0.00465814+0.030078j -0.00735082+0.0043194j 0.00656348-0.00749514j -0.0517709-0.0155279j 
-0.102102+0.100206j -0.0225218+0.106409j -0.0277325+0.000100204j -0.0163299-0.0436404j -0.0728037+0.0360344j 0.033202+0.0542597j 0.044077-0.0712138j -0.0124423+0.0656053j 0.0128092-0.0448274j -0.0316639+0.0604904j -0.00280612+0.0309929j 0.0288364+0.042749j 0.0577299-0.084052j 0.0213384+0.0508779j 0.00099902+0.00262462j -0.0051713-0.0271245j -0.0258315-0.00841381j -0.0285862+0.0458579j 0.0319391+0.0330066j -0.0123212+0.0311033j 0.0254289-0.00420057j -0.0155503+0.010461j -0.0299327-0.031644j 0.0315872-0.0113755j -0.0134755-0.00820611j 0.00912562-0.0288555j 0.0263541+0.0618751j -0.0082351-0.0093398j 0.00528417-0.0549066j 0.0670643-0.0148339j 0.00089847+0.0812864j -0.00418762+0.0057019j 0.0415651-0.0283446j 0.0137999+0.0971324j 0.0562637+0.141321j 0.00245955+0.123255j -0.0478715+0.0187835j 0.137136-0.0230322j 0.0289394+0.0305541j -0.0607787-0.0841138j 0.0779612+0.0355798j -0.0733934+0.00539714j 0.0506977-0.0453323j 0.0587524-0.0604446j 0.00302208+0.0410366j -0.0244083+0.0580063j -0.0119124-0.0197746j 0.00764935+0.015323j 0.00546023+0.0231445j 0.087805+0.0221752j -0.0227978+0.0283729j -0.0149226-0.0177453j 0.0307275+0.0134215j 0.0425838+0.00665179j 0.0794707+0.019887j -0.0347289+0.0116333j 0.0534429-0.0147061j -0.0159284-0.00661514j 0.000586105-0.0442498j -0.00300453+0.0506991j -0.0199796+0.035466j 0.00861421-0.00907194j -0.0208902+0.00983605j 0.040504+0.0200829j -0.0124647+0.021778j 0.037921-0.0543581j -0.0182178-0.0197848j 0.0018732-0.0215751j 0.00693272-0.0276047j 
0.0720979-0.177874j -0.166163+0.114258j 0.00690297+0.00330579j 0.0536617-0.0567982j 0.0233223+0.0033239j 0.0659085+0.0675306j -0.00730859-0.071104j -0.0153566-0.0152435j -0.0262212-0.0103326j -0.0710935+0.019135j 0.0517215-0.0595847j 0.00931642+0.0678835j -0.0667346-0.0147945j 0.0223714-0.0460158j 0.0164463-0.0082647j -0.0476605+0.00479086j -0.017946-0.0114464j -0.0157853+0.000409679j 0.00174931+0.0297121j 0.000967142+0.0355935j 0.00719401+0.0315383j 0.00914487-0.044943j 0.0240587-0.0055578j 0.0721337+0.00668114j -0.0031018-0.0208695j -0.0201204+0.01415j 0.0293497+0.0297015j -0.0474181+0.0447874j -0.0405438-0.011522j 0.0685185-0.0229416j 0.04375-0.0308897j 0.0265334+0.0166233j -0.0375646+0.034671j 0.0381059+0.00149507j 0.136957-0.0953405j -0.0119832+0.0625243j -0.0205752+0.0375651j -0.0491596+0.0241915j 0.0694212-0.0366339j -0.0235712-0.0678707j 0.0583419+0.0637503j -0.0491575+0.0595574j 0.0147748+0.0477891j 0.0190742-0.0794538j 0.054491+0.113407j -0.0708188+0.0523757j 0.00372735+0.0250771j -0.0724967-0.0280356j 0.0311356+0.0618887j -0.000353174+0.0973877j -0.0230069-0.0236624j 0.0553606+0.03379j -0.00204451-0.0296774j -0.0185031+0.0061228j -0.0122309-0.0124449j -0.0195369+0.0239993j -0.0141263-0.0308375j -0.0198517-0.0812881j 0.0135378+0.0480604j -0.00890778-0.00802432j -0.0216018+0.00332611j 0.0374737+0.0416661j 0.0237333+0.0158484j -0.027056-0.019963j -0.0377217+0.0299428j -0.0129297+0.046872j -0.0128589+0.0448808j -0.00331606-0.0480842j -0.0610445-0.0104629j 
-0.0825572+0.0334787j -0.0172335+0.0873667j -0.00562978+0.0256814j -0.0533041+0.00450691j -0.0215457-0.00182727j -0.0221088+0.0770672j -0.0133007+0.0116857j -0.0050483-0.0163768j 0.0200201+0.022748j -0.00263993+0.00603839j -0.0190206-0.02123j 0.0135526+0.0287514j 0.0408978-0.0771211j 0.00911397-0.0280736j -0.0239953+0.0161598j 0.00475357-0.015742j 0.0101201-0.0133823j -0.00812002+0.0222097j -0.0001695-0.00657515j -0.00280263+0.0347415j -0.0150859+0.0178155j -0.0338235-0.00980795j -0.0147844-0.0307974j -0.00370197+0.0142204j 9.70854e-05+0.00666886j 0.00268788+0.0230407j 0.00410178+0.000194655j -0.0210216-0.0336907j -0.0141819+0.00880178j 0.00426924-4.75234e-05j -0.00780658+0.0210971j -0.0135253+0.0542687j -0.00913168+0.0124128j -0.0289276+0.101856j -0.0306003+0.00165872j -0.0290513-0.0159922j -0.0394772+0.0153658j 0.0309114-0.0647315j -0.0284422-0.0425582j 0.0122946-0.0260292j 0.061936-0.0129669j -0.0373252-0.0264185j -0.050916+0.00426429j 0.0112216+0.0073186j -0.00122363-0.00708304j 0.0367805+0.0917637j -0.0396998-0.0491679j 0.0302651-0.0360003j 0.0407109+0.0494029j 0.0286865+0.0475694j -0.00294753+0.108644j 0.0398892-0.00889069j -0.0145602-0.0211412j -0.0130368-0.0454317j 0.0342193+0.0569776j -0.0298986+0.00603572j -0.000703364+0.0201513j -0.0639057-0.0399942j -0.0324297-0.102833j -0.0352509+0.0187308j -0.0283916+0.0513893j -0.0166377+0.015527j 0.0101076+0.0182984j 0.0244823+0.0361037j 0.00496051+0.000963093j 0.0358657-0.0245167j -0.0387168-0.00239847j 0.0272158-0.0281609j 0.0580244+0.0379955j 
-0.00351634-0.0330582j -0.0351568+0.0405729j 0.0387968+0.00222464j 0.00603101+0.0170563j -0.0241447+0.0254689j 0.0538097+0.0143935j -0.00723993-0.0427788j 0.0109296-0.0373171j 0.0211844+0.0161457j -0.0282404+0.0150154j -0.0039597-0.0214516j -0.0251488-0.00287223j -0.0311705+0.00487558j -0.019602-0.00473552j 0.00566232+0.0199009j -0.0137066-0.0206997j -0.00555886-0.00521276j -0.0221298-0.0177431j 0.0153432+0.0438447j -0.00545276+0.0277167j 0.00897609+0.00061769j -0.00447902+0.0014685j 0.0126553-0.00202388j 0.00881063-0.00741515j -0.0126581+0.0202344j 0.0247217+0.00757417j 0.0276219+0.00263774j 0.00595077+0.03546j 0.0166494-0.0316589j 0.000554116-0.0193359j 0.0238885-0.0168776j -0.00598655+0.0310865j -0.0190555+0.0315947j -0.0203013+0.00309054j 0.00182168-0.0234788j -0.0168025-0.0237216j -0.022937-0.0271769j -0.0467633-0.0126873j -0.0159311+0.0087747j 0.00898895-0.00929467j -0.0165829+0.0137372j -0.00551191-0.00692042j -0.00012624+0.0493569j -0.0142891-0.00487212j 0.00256055-0.00288131j 0.00900011+0.0023032j -0.00438804+0.0109331j -0.00735017-0.0184889j -0.000714631-0.0400833j -0.0131099+0.015744j 0.0300979-0.0161696j -0.000113978+0.00411145j -0.0167059-0.00027602j -0.00417472-0.0383468j -0.0261182-0.0117958j 0.030895-0.0290799j -0.0337971-0.0182866j -0.0221794-0.0132126j 0.0223607-0.0245997j 0.00475722-0.0318414j -0.000203348-0.00290471j -0.0120872+0.0231213j 0.0181579+0.0415986j -0.0550292-0.0031915j -0.0168395-0.0211918j -0.00986031+0.0147467j -0.0185852+0.0110439j 0.0161611-0.0129227j 0.0012096+0.00592291j 
