-0.216755-0j -0.229691-0j 0.164635-0j -0.172976-0j -0.148265-0j 0.176432-0j -0.107023-0j -0.137267-0j -0.132612-0j -0.160144-0j 0.286681-0j 0.134752-0j -0.149801-0j -0.0577991-0j -0.103785-0j 0.117621-0j -0.12358-0j 0.111585-0j 0.31286-0j -0.077357-0j -0.117238-0j 0.0849035-0j -0.0749006-0j -0.028209-0j 0.130183-0j 0.0891301-0j 0.233804-0j -0.0789686-0j -0.0873841-0j -0.0540661-0j 0.244852-0j 0.221226-0j 0.0469855-0j 0.0396134-0j 0.103985-0j -0.0127462-0j -0.0416201-0j 0.26411-0j -0.0446023-0j 0.182502-0j 0.159689-0j 0.151121-0j 0.049527-0j 0.0237362-0j 0.21788-0j -0.0164552-0j -0.00544205-0j 0.107591-0j 0.093152-0j 0.109085-0j 0.0113053-0j 0.0497343-0j -0.00224473-0j 0.0113657-0j 0.000890394-0j -0.000126143-0j 
-4.76978e-05-0j 0.000296263-0j -3.76735e-05-0j -0.00105174-0j -3.26262e-05-0j 0.000236644-0j 0.00226791-0j -3.0206e-05-0j -2.91818e-05-0j 0.00020656-0j -2.15802e-05-0j -0.000852009-0j 0.000193219-0j -0.00254403-0j 0.000133866-0j -2.69152e-05-0j -0.000751402-0j -2.5534e-05-0j 0.000138042-0j -1.70227e-05-0j -0.000712842-0j 0.00187093-0j -1.64822e-05-0j 6.575e-05-0j 0.000174611-0j 0.000119548-0j -1.05323e-05-0j 0.00167341-0j 0.000112711-0j 0.00114571-0j -0.000509279-0j -1.6653e-05-0j -0.00215055-0j -9.06472e-06-0j -0.000657476-0j 0.00272106-0j -0.000253063-0j 6.97363e-05-0j -0.00196317-0j 8.05246e-05-0j 0.00115758-0j -4.85711e-06-0j 0.00109138-0j 5.75313e-05-0j -0.000271195-0j 3.83542e-05-0j -5.1606e-05-0j 1.57551e-05-0j -0.00140256-0j 0.000337628-0j 0.00250972-0j 2.37304e-05-0j -0.00330935-0j -3.68691e-05-0j -0.0026342-0j 0.00579894-0j 
-3.6792e-07-0j 7.56603e-07-0j -2.90597e-07-0j -2.59431e-07-0j -2.51664e-07-0j 6.04346e-07-0j -6.94292e-07-0j 6.82265e-07-0j -2.25095e-07-0j 5.27516e-07-0j -1.6646e-07-0j -2.10163e-07-0j -1.44492e-06-0j -1.20044e-07-0j 3.4187e-07-0j -2.07612e-07-0j -1.85346e-07-0j 5.76739e-07-0j 3.52535e-07-0j -1.31306e-07-0j 5.14885e-07-0j -5.72762e-07-0j 8.71703e-07-0j 6.01496e-07-0j 4.45926e-07-0j -2.09331e-06-0j -8.12412e-08-0j -5.12294e-07-0j -8.42872e-07-0j 2.40486e-06-0j -1.25623e-07-0j 3.76141e-07-0j -1.01477e-07-0j -6.99213e-08-0j 4.74895e-07-0j 9.34341e-07-0j -6.24224e-08-0j -5.215e-07-0j 2.71258e-07-0j 2.05646e-07-0j 1.0377e-06-0j -3.74656e-08-0j -3.34111e-07-0j -1.54115e-06-0j -6.68951e-08-0j 3.50873e-07-0j -2.60478e-06-0j 4.02358e-08-0j -6.6182e-08-0j -1.0336e-07-0j 8.61771e-07-0j 2.17092e-07-0j 6.76505e-07-0j 6.35519e-07-0j 4.59848e-07-0j 1.43317e-07-0j 
-4.83643e-05-0j -1.01438e-06-0j 0.000186605-0j 3.7068e-05-0j -3.30821e-05-0j 3.958e-06-0j 4.63419e-05-0j -3.06281e-05-0j -2.95896e-05-0j -7.0724e-07-0j -0.00026955-0j -0.000146688-0j -6.61563e-07-0j 3.76689e-05-0j -4.58344e-07-0j 0.000133317-0j 2.64827e-05-0j 0.000126475-0j -5.82224e-06-0j -1.72606e-05-0j 2.51237e-05-0j -0.000186752-0j -1.67125e-05-0j 2.4554e-05-0j 2.92047e-06-0j 1.99951e-06-0j -7.81632e-05-0j 3.41941e-05-0j -3.85911e-07-0j 2.34111e-05-0j 0.000221107-0j -0.000208006-0j -0.00015555-0j 4.48994e-05-0j -0.000113195-0j 1.38824e-05-0j 8.91903e-06-0j -1.74757e-06-0j 2.90682e-05-0j -3.39631e-06-0j 0.000291378-0j 0.000320983-0j -0.000108939-0j -0.000104952-0j 6.99561e-05-0j 1.43232e-05-0j 7.11744e-06-0j 1.35105e-05-0j 0.000255822-0j -0.000449638-0j -6.25477e-05-0j 6.48614e-05-0j 3.42674e-06-0j 6.26387e-05-0j -7.8939e-06-0j 2.75333e-07-0j 
0.000176638-0j -0.000730195-0j -0.000134165-0j 0.00146798-0j 0.000120824-0j 0.000560883-0j -0.00109561-0j 0.000111861-0j 0.000108068-0j -0.000509104-0j -0.000233623-0j -0.00114359-0j -0.000476223-0j -0.000874159-0j -0.000329937-0j -9.58519e-05-0j 0.00104878-0j -9.09331e-05-0j 0.000994594-0j 6.30398e-05-0j 0.000994956-0j 0.000869167-0j 6.1038e-05-0j 0.00112381-0j 0.000413856-0j 0.000283348-0j -0.000190532-0j -0.000808411-0j -0.000277797-0j -0.000553481-0j -0.00207797-0j -0.000180281-0j 0.000710613-0j -3.22817e-05-0j -0.000882483-0j 0.00145258-0j 0.000353215-0j 0.000839615-0j -0.000674569-0j 0.00058018-0j 0.00163476-0j -0.000123151-0j 0.000507014-0j -0.000945618-0j -0.00184906-0j 0.000655554-0j -4.69741e-05-0j 0.000342036-0j 0.00140884-0j 0.00111671-0j -0.00128838-0j -0.00198135-0j -0.00181262-0j 9.81055e-05-0j 0.00277302-0j -0.00225338-0j 
3.64146e-07-0j 3.85878e-07-0j -8.40787e-07-0j 2.90597e-07-0j -4.84297e-07-0j -9.01031e-07-0j 1.79798e-07-0j 2.30606e-07-0j 2.22787e-07-0j -5.23101e-07-0j 1.39963e-07-0j -6.88174e-07-0j 2.51664e-07-0j 9.71018e-08-0j 1.74358e-07-0j 1.16793e-06-0j -4.03665e-07-0j -5.69862e-07-0j 1.52744e-07-0j -6.35322e-07-0j 1.96958e-07-0j -4.33599e-07-0j -2.44658e-07-0j 4.73907e-08-0j 1.29266e-06-0j -4.55184e-07-0j 9.90503e-07-0j -2.57946e-07-0j -7.17673e-07-0j 9.08304e-08-0j 1.19541e-07-0j -2.09998e-07-0j -2.39953e-07-0j 1.58464e-06-0j 1.03253e-06-0j 2.14134e-08-0j -5.47691e-07-0j 1.11889e-06-0j -1.4569e-07-0j -4.3558e-07-0j 7.79629e-08-0j -2.2699e-06-0j 1.2365e-06-0j -1.2122e-07-0j -1.79468e-06-0j -1.35144e-07-0j 9.14258e-09-0j 1.19728e-06-0j -8.84245e-08-0j 8.42712e-07-0j 1.12257e-07-0j 2.10698e-07-0j -7.33227e-09-0j 5.54895e-09-0j -4.54721e-09-0j 2.05049e-09-0j 
3.98985e-05-0j -0.000123492-0j 3.15133e-05-0j 0.000149266-0j -5.30631e-05-0j -9.86403e-05-0j 2.41047e-05-0j 2.52669e-05-0j 2.44101e-05-0j 0.000167407-0j 1.80515e-05-0j 0.000120919-0j -8.05395e-05-0j -0.000146411-0j -5.57994e-05-0j -4.37749e-05-0j -0.000207344-0j 2.13589e-05-0j -5.75402e-05-0j -6.96105e-05-0j 0.000101168-0j 1.98854e-05-0j -2.68065e-05-0j -9.6367e-05-0j 0.000141514-0j -4.98313e-05-0j 8.81008e-06-0j -3.45817e-05-0j 0.000229675-0j 1.21773e-05-0j 7.22783e-05-0j -2.70843e-05-0j -0.000123766-0j -5.93935e-05-0j -0.000181426-0j 7.20167e-05-0j -0.000281324-0j -2.90682e-05-0j 0.000219673-0j 0.000164088-0j 1.23034e-05-0j -7.89959e-06-0j -5.67073e-05-0j -8.43211e-05-0j -7.48345e-05-0j 0.00027481-0j 0.000200365-0j -6.56721e-06-0j 0.000156942-0j 3.58851e-06-0j -0.000129148-0j -3.47807e-05-0j -0.000464023-0j 0.000143148-0j 0.000217087-0j 9.69142e-05-0j 
1.13996e-05-0j -1.16017e-05-0j -8.65849e-06-0j -9.08999e-06-0j -1.51609e-05-0j 8.91158e-06-0j 4.97337e-06-0j 7.21911e-06-0j 6.97432e-06-0j 1.57274e-05-0j -1.50771e-05-0j 7.08132e-06-0j -7.56647e-06-0j 1.42505e-05-0j -5.24221e-06-0j 1.20274e-05-0j 1.26268e-05-0j -5.86848e-06-0j 1.58026e-05-0j -1.98887e-05-0j -6.16094e-06-0j -3.94546e-06-0j -7.659e-06-0j 1.54499e-05-0j -1.2785e-05-0j 4.50197e-06-0j -1.22962e-05-0j -7.13502e-06-0j 2.15774e-05-0j 2.51245e-06-0j 1.28671e-05-0j 2.26215e-05-0j -1.15844e-05-0j 1.63187e-05-0j -1.06247e-05-0j 1.21076e-05-0j 1.7132e-05-0j 1.33402e-05-0j -2.13813e-05-0j -4.50644e-05-0j -7.42075e-06-0j 1.54529e-05-0j 1.12513e-05-0j -1.30002e-05-0j -2.22619e-05-0j -4.40586e-05-0j 7.90821e-06-0j 5.43444e-06-0j 4.46548e-05-0j -5.06916e-06-0j 2.08799e-05-0j -2.72393e-05-0j -8.97989e-06-0j -1.65163e-05-0j -2.46005e-06-0j 5.64722e-07-0j 
5.64251e-05-0j -0.000116034-0j -0.000130281-0j 3.97869e-05-0j 3.85958e-05-0j 0.000270942-0j 0.000106478-0j 3.57328e-05-0j 3.45211e-05-0j -8.09011e-05-0j 2.16874e-05-0j -9.4221e-05-0j -7.56761e-05-0j 1.84103e-05-0j -5.24299e-05-0j -9.30775e-05-0j 2.84252e-05-0j -8.8301e-05-0j -4.59304e-05-0j 2.01373e-05-0j 2.69665e-05-0j -0.000256782-0j 1.94979e-05-0j -9.22469e-05-0j 0.000199919-0j 0.000136875-0j 0.00015348-0j 7.85666e-05-0j -4.41444e-05-0j 5.37908e-05-0j 1.63669e-05-0j 1.67357e-05-0j -4.54946e-05-0j -3.13473e-05-0j -7.27082e-05-0j -0.000143293-0j 9.57324e-06-0j -0.000336454-0j 1.42068e-05-0j -2.67927e-05-0j 4.61705e-05-0j 0.000180899-0j -0.00014979-0j 0.000235957-0j 0.000126377-0j -5.38107e-05-0j -0.000136422-0j -0.000360025-0j 8.62259e-06-0j 0.000499064-0j 0.000386352-0j -0.000410127-0j -0.00010375-0j -8.27993e-05-0j 0.000206161-0j -2.12342e-05-0j 
5.69979e-06-0j 1.19545e-07-0j -2.19916e-05-0j -4.36851e-06-0j 3.89877e-06-0j -4.66455e-07-0j -5.46145e-06-0j 3.60956e-06-0j 3.48716e-06-0j 8.3349e-08-0j 3.17668e-05-0j 1.72873e-05-0j 7.79659e-08-0j -4.43932e-06-0j 5.40164e-08-0j -1.57115e-05-0j -3.12101e-06-0j -1.49053e-05-0j 6.86158e-07-0j 2.03418e-06-0j -2.96085e-06-0j 2.20089e-05-0j 1.96958e-06-0j -2.89372e-06-0j -3.44181e-07-0j -2.35644e-07-0j 9.21162e-06-0j -4.02981e-06-0j 4.54801e-08-0j -2.75902e-06-0j -2.60577e-05-0j 2.45137e-05-0j 1.83317e-05-0j -5.29145e-06-0j 1.33402e-05-0j -1.63606e-06-0j -1.05112e-06-0j 2.05953e-07-0j -3.42572e-06-0j 4.00259e-07-0j -3.43392e-05-0j -3.78283e-05-0j 1.28386e-05-0j 1.23687e-05-0j -8.2444e-06-0j -1.688e-06-0j -8.38798e-07-0j -1.59222e-06-0j -3.01489e-05-0j 5.29904e-05-0j 7.37132e-06-0j -7.64399e-06-0j -4.03846e-07-0j -7.38204e-06-0j 9.30305e-07-0j -3.24483e-08-0j 
4.88655e-05-0j -0.000100489-0j -0.000112827-0j 3.44565e-05-0j 3.3425e-05-0j 0.000234643-0j 9.22129e-05-0j 3.09455e-05-0j 2.98962e-05-0j -7.00624e-05-0j 1.87819e-05-0j -8.15978e-05-0j -6.55374e-05-0j 1.59438e-05-0j -4.54057e-05-0j -8.06074e-05-0j 2.46169e-05-0j -7.64709e-05-0j -3.97769e-05-0j 1.74394e-05-0j 2.33537e-05-0j -0.00022238-0j 1.68857e-05-0j -7.98882e-05-0j 0.000173135-0j 0.000118537-0j 0.000132918-0j 6.80406e-05-0j -3.82302e-05-0j 4.65842e-05-0j 1.41741e-05-0j 1.44935e-05-0j -3.93994e-05-0j -2.71476e-05-0j -6.29672e-05-0j -0.000124095-0j 8.29067e-06-0j -0.000291378-0j 1.23034e-05-0j -2.32032e-05-0j 3.99849e-05-0j 0.000156663-0j -0.000129722-0j 0.000204345-0j 0.000109446-0j -4.66014e-05-0j -0.000118145-0j -0.000311791-0j 7.46738e-06-0j 0.000432202-0j 0.000334591-0j -0.000355181-0j -8.98505e-05-0j -7.17063e-05-0j 0.00017854-0j -1.83894e-05-0j 
-5.20317e-07-0j 5.29543e-07-0j 3.95204e-07-0j 4.14899e-07-0j 6.91997e-07-0j -4.06756e-07-0j -2.27002e-07-0j -3.29506e-07-0j -3.18333e-07-0j -7.17855e-07-0j 6.88174e-07-0j -3.23216e-07-0j 3.45361e-07-0j -6.50443e-07-0j 2.39273e-07-0j -5.48974e-07-0j -5.76332e-07-0j 2.67858e-07-0j -7.21287e-07-0j 9.07792e-07-0j 2.81207e-07-0j 1.80085e-07-0j 3.49584e-07-0j -7.05189e-07-0j 5.83551e-07-0j -2.05486e-07-0j 5.61243e-07-0j 3.25668e-07-0j -9.84867e-07-0j -1.14677e-07-0j -5.87302e-07-0j -1.03253e-06-0j 5.28751e-07-0j -7.44845e-07-0j 4.8495e-07-0j -5.52633e-07-0j -7.81965e-07-0j -6.08895e-07-0j 9.75917e-07-0j 2.0569e-06-0j 3.38709e-07-0j -7.05326e-07-0j -5.1355e-07-0j 5.93375e-07-0j 1.01611e-06-0j 2.01099e-06-0j -3.60959e-07-0j -2.48047e-07-0j -2.03821e-06-0j 2.31375e-07-0j -9.53032e-07-0j 1.2433e-06-0j 4.09874e-07-0j 7.53863e-07-0j 1.12286e-07-0j -2.8403e-08-0j 
-4.70209e-06-0j 1.45536e-05-0j -3.71388e-06-0j -1.75912e-05-0j 6.25355e-06-0j 1.16249e-05-0j -2.84077e-06-0j -2.97773e-06-0j -2.87676e-06-0j -1.97291e-05-0j -2.12739e-06-0j -1.42505e-05-0j 9.49167e-06-0j 1.72547e-05-0j 6.57602e-06-0j 5.15892e-06-0j 2.44357e-05-0j -2.51717e-06-0j 6.78118e-06-0j 8.20368e-06-0j -1.19228e-05-0j -2.34351e-06-0j 3.15918e-06-0j 1.1357e-05-0j -1.66776e-05-0j 5.87267e-06-0j -1.03828e-06-0j 4.07549e-06-0j -2.70675e-05-0j -1.4351e-06-0j -8.51807e-06-0j 3.19192e-06-0j 1.45859e-05-0j 6.99959e-06-0j 2.13813e-05-0j -8.48724e-06-0j 3.31543e-05-0j 3.42572e-06-0j -2.58887e-05-0j -1.93379e-05-0j -1.44998e-06-0j 9.30976e-07-0j 6.68302e-06-0j 9.93734e-06-0j 8.81932e-06-0j -3.23867e-05-0j -2.36133e-05-0j 7.73954e-07-0j -1.84958e-05-0j -4.22909e-07-0j 1.52202e-05-0j 4.09894e-06-0j 5.46856e-05-0j -1.68701e-05-0j -2.55839e-05-0j -1.14295e-05-0j 
-3.89451e-05-0j 0.000241898-0j -3.07603e-05-0j -0.000858745-0j -2.66392e-05-0j 0.000193219-0j 0.00185174-0j -2.46631e-05-0j -2.38268e-05-0j 0.000168655-0j -1.76202e-05-0j -0.000695663-0j 0.000157762-0j -0.00207719-0j 0.000109301-0j -2.19762e-05-0j -0.000613517-0j -2.08485e-05-0j 0.000112711-0j -1.3899e-05-0j -0.000582033-0j 0.00152761-0j -1.34576e-05-0j 5.36847e-05-0j 0.000142569-0j 9.76105e-05-0j -8.59955e-06-0j 0.00136634-0j 9.20281e-05-0j 0.000935467-0j -0.000415825-0j -1.35971e-05-0j -0.00175591-0j -7.40132e-06-0j -0.000536827-0j 0.00222174-0j -0.000206625-0j 5.69395e-05-0j -0.00160292-0j 6.57481e-05-0j 0.000945161-0j -3.96582e-06-0j 0.000891106-0j 4.69741e-05-0j -0.00022143-0j 3.13161e-05-0j -4.21361e-05-0j 1.2864e-05-0j -0.00114518-0j 0.000275672-0j 0.00204918-0j 1.93758e-05-0j -0.00270207-0j -3.01035e-05-0j -0.00215082-0j 0.00473481-0j 
-2.54956e-05-0j 0.000105395-0j 1.9365e-05-0j -0.000211885-0j -1.74394e-05-0j -8.09565e-05-0j 0.000158138-0j -1.61458e-05-0j -1.55983e-05-0j 7.34829e-05-0j 3.37205e-05-0j 0.000165063-0j 6.87369e-05-0j 0.000126174-0j 4.76223e-05-0j 1.3835e-05-0j -0.000151378-0j 1.31251e-05-0j -0.000143557-0j -9.09901e-06-0j -0.000143609-0j -0.000125453-0j -8.81008e-06-0j -0.000162208-0j -5.97349e-05-0j -4.08977e-05-0j 2.75009e-05-0j 0.000116684-0j 4.00965e-05-0j 7.98882e-05-0j 0.000299929-0j 2.60214e-05-0j -0.000102568-0j 4.65947e-06-0j 0.000127375-0j -0.000209662-0j -5.09821e-05-0j -0.000121188-0j 9.73657e-05-0j -8.37417e-05-0j -0.000235957-0j 1.77754e-05-0j -7.31812e-05-0j 0.000136488-0j 0.000266889-0j -9.46211e-05-0j 6.78013e-06-0j -4.93687e-05-0j -0.000203348-0j -0.000161184-0j 0.000185962-0j 0.000285983-0j 0.00026163-0j -1.41603e-05-0j -0.000400251-0j 0.000325247-0j 
-2.20798e-05-0j 9.12744e-05-0j 1.67706e-05-0j -0.000183497-0j -1.5103e-05-0j -7.01104e-05-0j 0.000136951-0j -1.39827e-05-0j -1.35085e-05-0j 6.3638e-05-0j 2.92028e-05-0j 0.000142949-0j 5.95279e-05-0j 0.00010927-0j 4.12422e-05-0j 1.19815e-05-0j -0.000131097-0j 1.13666e-05-0j -0.000124324-0j -7.87998e-06-0j -0.000124369-0j -0.000108646-0j -7.62976e-06-0j -0.000140476-0j -5.1732e-05-0j -3.54185e-05-0j 2.38165e-05-0j 0.000101051-0j 3.47246e-05-0j 6.91852e-05-0j 0.000259746-0j 2.25352e-05-0j -8.88266e-05-0j 4.03522e-06-0j 0.00011031-0j -0.000181573-0j -4.41518e-05-0j -0.000104952-0j 8.43211e-05-0j -7.25225e-05-0j -0.000204345-0j 1.53939e-05-0j -6.33767e-05-0j 0.000118202-0j 0.000231133-0j -8.19443e-05-0j 5.87176e-06-0j -4.27545e-05-0j -0.000176105-0j -0.000139589-0j 0.000161047-0j 0.000247669-0j 0.000226578-0j -1.22632e-05-0j -0.000346627-0j 0.000281672-0j 
-2.60159e-07-0j -5.45648e-09-0j 1.00377e-06-0j 1.99394e-07-0j -1.77953e-07-0j 2.12907e-08-0j 2.4928e-07-0j -1.64753e-07-0j -1.59166e-07-0j -3.80435e-09-0j -1.44995e-06-0j -7.89053e-07-0j -3.55864e-09-0j 2.02626e-07-0j -2.4655e-09-0j 7.1713e-07-0j 1.42454e-07-0j 6.80329e-07-0j -3.13187e-08-0j -9.28471e-08-0j 1.35144e-07-0j -1.00457e-06-0j -8.98988e-08-0j 1.3208e-07-0j 1.57096e-08-0j 1.07556e-08-0j -4.20451e-07-0j 1.83935e-07-0j -2.07587e-09-0j 1.25932e-07-0j 1.18937e-06-0j -1.11889e-06-0j -8.36723e-07-0j 2.4152e-07-0j -6.08895e-07-0j 7.46756e-08-0j 4.79768e-08-0j -9.40043e-09-0j 1.56362e-07-0j -1.82692e-08-0j 1.56736e-06-0j 1.72662e-06-0j -5.85997e-07-0j -5.64551e-07-0j 3.76304e-07-0j 7.70464e-08-0j 3.82857e-08-0j 7.26747e-08-0j 1.3761e-06-0j -2.41867e-06-0j -3.36453e-07-0j 3.48899e-07-0j 1.84329e-08-0j 3.36943e-07-0j -4.24624e-08-0j 7.49378e-10-0j 
-5.75886e-06-0j 1.18427e-05-0j 1.32968e-05-0j -4.06074e-06-0j -3.93917e-06-0j -2.76529e-05-0j -1.08674e-05-0j -3.64696e-06-0j -3.5233e-06-0j 8.25694e-06-0j -2.21346e-06-0j 9.61639e-06-0j 7.72366e-06-0j -1.87899e-06-0j 5.35111e-06-0j 9.49968e-06-0j -2.90113e-06-0j 9.01219e-06-0j 4.68775e-06-0j -2.05526e-06-0j -2.75225e-06-0j 2.62077e-05-0j -1.98999e-06-0j 9.41491e-06-0j -2.04041e-05-0j -1.39698e-05-0j -1.56645e-05-0j -8.01867e-06-0j 4.50547e-06-0j -5.49001e-06-0j -1.67044e-06-0j -1.70808e-06-0j 4.64327e-06-0j 3.19937e-06-0j 7.42075e-06-0j 1.46247e-05-0j -9.77065e-07-0j 3.43392e-05-0j -1.44998e-06-0j 2.73452e-06-0j -4.71226e-06-0j -1.84629e-05-0j 1.52879e-05-0j -2.40822e-05-0j -1.28983e-05-0j 5.49203e-06-0j 1.39235e-05-0j 3.67449e-05-0j -8.80039e-07-0j -5.09355e-05-0j -3.94319e-05-0j 4.18584e-05-0j 1.0589e-05-0j 8.45067e-06-0j -2.10412e-05-0j 2.17734e-06-0j 
2.1462e-07-0j -6.64279e-07-0j 1.69515e-07-0j 8.02924e-07-0j -2.85434e-07-0j -5.306e-07-0j 1.29663e-07-0j 1.35914e-07-0j 1.31306e-07-0j 9.00504e-07-0j 9.71018e-08-0j 6.50443e-07-0j -4.33233e-07-0j -7.87566e-07-0j -3.00153e-07-0j -2.35471e-07-0j -1.11533e-06-0j 1.14892e-07-0j -3.09517e-07-0j -3.74445e-07-0j 5.442e-07-0j 1.06966e-07-0j -1.44196e-07-0j -5.18372e-07-0j 7.61224e-07-0j -2.6805e-07-0j 4.73907e-08-0j -1.8602e-07-0j 1.23545e-06-0j 6.55032e-08-0j 3.88795e-07-0j -1.4569e-07-0j -6.65753e-07-0j -3.19486e-07-0j -9.75917e-07-0j 3.87388e-07-0j -1.51328e-06-0j -1.56362e-07-0j 1.18165e-06-0j 8.82652e-07-0j 6.6182e-08-0j -4.2493e-08-0j -3.05037e-07-0j -4.53576e-07-0j -4.02545e-07-0j 1.47825e-06-0j 1.07779e-06-0j -3.5326e-08-0j 8.44215e-07-0j 1.93031e-08-0j -6.94705e-07-0j -1.8709e-07-0j -2.49605e-06-0j 7.70013e-07-0j 1.16774e-06-0j 5.20639e-07-0j 
5.62124e-06-0j -3.49149e-05-0j 4.43986e-06-0j 0.000123949-0j 3.84504e-06-0j -2.78887e-05-0j -0.000267276-0j 3.55981e-06-0j 3.4391e-06-0j -2.43433e-05-0j 2.54325e-06-0j 0.00010041-0j -2.2771e-05-0j 0.000299817-0j -1.57762e-05-0j 3.17199e-06-0j 8.85535e-05-0j 3.00922e-06-0j -1.62684e-05-0j 2.00614e-06-0j 8.40093e-05-0j -0.000220492-0j 1.94244e-06-0j -7.74872e-06-0j -2.05781e-05-0j -1.40889e-05-0j 1.24124e-06-0j -0.000197214-0j -1.32831e-05-0j -0.000135023-0j 6.00191e-05-0j 1.96257e-06-0j 0.000253444-0j 1.06829e-06-0j 7.74843e-05-0j -0.00032068-0j 2.98237e-05-0j -8.21851e-06-0j 0.000231362-0j -9.48991e-06-0j -0.000136422-0j 5.72416e-07-0j -0.00012862-0j -6.78013e-06-0j 3.19607e-05-0j -4.52008e-06-0j 6.08183e-06-0j -1.85676e-06-0j 0.000165293-0j -3.97898e-05-0j -0.000295773-0j -2.79666e-06-0j 0.00039001-0j 4.34507e-06-0j 0.000310282-0j -0.000685181-0j 
2.60213e-06-0j -1.07568e-05-0j -1.97643e-06-0j 2.16254e-05-0j 1.77991e-06-0j 8.26258e-06-0j -1.61398e-05-0j 1.64787e-06-0j 1.592e-06-0j -7.49981e-06-0j -3.44159e-06-0j -1.68467e-05-0j -7.01543e-06-0j -1.28776e-05-0j -4.86044e-06-0j -1.41203e-06-0j 1.54499e-05-0j -1.33957e-06-0j 1.46518e-05-0j 9.28664e-07-0j 1.46571e-05-0j 1.2804e-05-0j 8.99175e-07-0j 1.65552e-05-0j 6.09667e-06-0j 4.1741e-06-0j -2.8068e-06-0j -1.1909e-05-0j -4.09234e-06-0j -8.15355e-06-0j -3.06114e-05-0j -2.65579e-06-0j 1.04683e-05-0j -4.75555e-07-0j -1.30002e-05-0j 2.13986e-05-0j 5.20334e-06-0j 1.23687e-05-0j -9.93734e-06-0j 8.54685e-06-0j 2.40822e-05-0j -1.81419e-06-0j 7.46902e-06-0j -1.39303e-05-0j -2.72393e-05-0j 9.65722e-06-0j -6.91994e-07-0j 5.03867e-06-0j 2.07542e-05-0j 1.64507e-05-0j -1.89796e-05-0j -2.9188e-05-0j -2.67025e-05-0j 1.44523e-06-0j 4.08504e-05-0j -3.32429e-05-0j 
4.86814e-06-0j -3.02372e-05-0j 3.84504e-06-0j 0.000107343-0j 3.3299e-06-0j -2.41523e-05-0j -0.000231468-0j 3.08289e-06-0j 2.97835e-06-0j -2.10819e-05-0j 2.20252e-06-0j 8.69578e-05-0j -1.97203e-05-0j 0.000259649-0j -1.36626e-05-0j 2.74703e-06-0j 7.66896e-05-0j 2.60606e-06-0j -1.40889e-05-0j 1.73737e-06-0j 7.27541e-05-0j -0.000190951-0j 1.6822e-06-0j -6.71059e-06-0j -1.78212e-05-0j -1.22013e-05-0j 1.07494e-06-0j -0.000170792-0j -1.15035e-05-0j -0.000116933-0j 5.19781e-05-0j 1.69964e-06-0j 0.000219489-0j 9.25164e-07-0j 6.71034e-05-0j -0.000277717-0j 2.58281e-05-0j -7.11744e-06-0j 0.000200365-0j -8.21851e-06-0j -0.000118145-0j 4.95727e-07-0j -0.000111388-0j -5.87176e-06-0j 2.76787e-05-0j -3.91451e-06-0j 5.26702e-06-0j -1.608e-06-0j 0.000143148-0j -3.4459e-05-0j -0.000256147-0j -2.42198e-06-0j 0.000337759-0j 3.76294e-06-0j 0.000268712-0j -0.000593384-0j 
2.62855e-07-0j -5.40543e-07-0j -6.06912e-07-0j 1.85346e-07-0j 1.79798e-07-0j 1.26218e-06-0j 4.96026e-07-0j 1.6646e-07-0j 1.60816e-07-0j -3.76876e-07-0j 1.0103e-07-0j -4.38926e-07-0j -3.52535e-07-0j 8.57638e-08-0j -2.44244e-07-0j -4.33599e-07-0j 1.32418e-07-0j -4.11348e-07-0j -2.13966e-07-0j 9.38093e-08-0j 1.25623e-07-0j -1.19621e-06-0j 9.08304e-08-0j -4.2973e-07-0j 9.31317e-07-0j 6.37629e-07-0j 7.14983e-07-0j 3.66e-07-0j -2.05646e-07-0j 2.50583e-07-0j 7.62447e-08-0j 7.79629e-08-0j -2.11935e-07-0j -1.46031e-07-0j -3.38709e-07-0j -6.67525e-07-0j 4.45967e-08-0j -1.56736e-06-0j 6.6182e-08-0j -1.24813e-07-0j 2.15084e-07-0j 8.42712e-07-0j -6.97792e-07-0j 1.0992e-06-0j 5.88726e-07-0j -2.50676e-07-0j -6.35519e-07-0j -1.67717e-06-0j 4.01681e-08-0j 2.32488e-06-0j 1.79981e-06-0j -1.91057e-06-0j -4.83319e-07-0j -3.85718e-07-0j 9.60395e-07-0j -9.37288e-08-0j 
