-0.321702-0j -0.00678126-0j -0.256964-0j 0.249349-0j -0.224296-0j -0.00549345-0j -0.20981-0j 0.314198-0j -0.145361-0j -0.00484476-0j -0.149895-0j -0.00459615-0j 0.205703-0j 0.258041-0j -0.189604-0j -0.129813-0j 0.183986-0j -0.122389-0j 0.125967-0j -0.00328365-0j 0.265601-0j -0.00423917-0j 0.170587-0j -0.00163166-0j -0.0757244-0j 0.242459-0j -0.087439-0j 0.127272-0j 0.119993-0j 0.225786-0j -0.00174857-0j 0.150524-0j 0.0984358-0j -0.017108-0j 0.173221-0j 0.037121-0j 0.157338-0j 0.0931319-0j 0.0521225-0j 0.0703259-0j 0.026617-0j 0.00515768-0j -0.044245-0j -0.000927979-0j -0.0349463-0j 0.0339108-0j -0.0302644-0j -0.000741234-0j 0.0423949-0j -0.0280194-0j -0.0270693-0j -0.000647002-0j -0.020018-0j 0.0274709-0j -0.000605215-0j 0.0344605-0j -0.000419305-0j -0.0249669-0j 0.024227-0j -0.0236857-0j -0.000432387-0j -0.0157904-0j 0.0229838-0j 0.034974-0j -0.015289-0j 0.0224627-0j -0.000546931-0j -0.000374458-0j -0.00976983-0j 0.0312817-0j -0.000353042-0j 0.0214171-0j 0.0164204-0j -0.0154475-0j 0.0291305-0j -0.00840853-0j 0.0211987-0j 0.0127-0j 0.00815937-0j -0.000218434-0j 0.0265924-0j -0.000252226-0j 0.021639-0j -0.00450551-0j 0.0204015-0j 0.0196548-0j 0.008744-0j 0.0131032-0j 0.00651122-0j -4.93494e-05-0j 0.0189985-0j 0.00631139-0j 0.0117136-0j 0.00810721-0j 0.00313488-0j 0.00465184-0j 0.00147833-0j 0.000251882-0j 
-1.67454e-05-0j -3.52982e-07-0j 1.28626e-05-0j 1.29792e-05-0j 2.27003e-05-0j 2.74981e-07-0j -1.09211e-05-0j 1.63548e-05-0j -7.56638e-06-0j 4.90323e-07-0j 2.28088e-05-0j -2.39241e-07-0j -1.02967e-05-0j 1.34317e-05-0j -1.84533e-05-0j 6.49795e-06-0j -1.86206e-05-0j 3.11439e-05-0j 6.55688e-06-0j 4.99656e-07-0j -1.32949e-05-0j -4.12578e-07-0j 8.87948e-06-0j 6.65268e-07-0j 1.92547e-05-0j -2.45385e-05-0j -6.5044e-05-0j -1.93663e-05-0j 2.93631e-05-0j -1.1302e-05-0j -8.64473e-07-0j -3.83032e-05-0j 5.12383e-06-0j 7.84384e-06-0j 5.12487e-05-0j -1.32293e-05-0j 1.53129e-05-0j -2.3681e-05-0j -5.27515e-06-0j -1.07011e-05-0j -1.33235e-06-0j 2.6847e-07-0j 0.000329547-0j 6.91179e-06-0j -0.000250305-0j -0.000252575-0j -0.000438281-0j -5.30914e-06-0j -0.000315766-0j 0.000208695-0j 0.000201618-0j -9.36971e-06-0j -0.000435859-0j 0.000196762-0j 4.50778e-06-0j -0.00025667-0j 3.12308e-06-0j 0.000347696-0j 0.000350849-0j -0.00016965-0j -9.4145e-06-0j -0.000574956-0j -0.000171188-0j 0.000250503-0j -0.000221411-0j -0.000167307-0j 7.61673e-06-0j -2.68208e-06-0j -0.000355467-0j 0.000453013-0j -1.28549e-05-0j -0.000159519-0j 0.000357527-0j 0.000653958-0j 0.000208649-0j 0.000471753-0j -0.000295219-0j -9.45926e-05-0j 0.000476031-0j -7.94752e-06-0j 0.000385104-0j 2.68474e-05-0j 0.000471154-0j 0.000446723-0j -0.000714362-0j 0.000140779-0j -0.000618572-0j 0.000477111-0j -4.8497e-05-0j -3.2376e-06-0j -0.000804291-0j 0.000321849-0j -0.000163128-0j 0.000294974-0j 4.53984e-05-0j 0.000101286-0j 1.05886e-05-0j -1.87607e-06-0j 
-0.000410263-0j 0.00127622-0j 0.000315134-0j -0.0015522-0j -0.000286042-0j -0.000994202-0j -0.000267568-0j -0.000252643-0j -0.000185376-0j 0.000911773-0j 0.000558816-0j 0.000864984-0j 0.00123138-0j 0.00155044-0j 0.000232526-0j 0.0001592-0j -0.00114531-0j -0.000156081-0j -0.00078414-0j -0.00180652-0j 0.000205376-0j -0.000767203-0j 0.00103497-0j 0.000307074-0j 0.00047174-0j -0.000194959-0j 0.000325976-0j 0.00231603-0j 0.000718308-0j -0.00130461-0j -0.00160752-0j 0.000904425-0j -0.000789399-0j 0.000192174-0j 0.000407171-0j 0.00158209-0j -0.000917973-0j -0.00273354-0j -0.0022683-0j 0.00164866-0j 0.00275576-0j -0.0018091-0j -5.64251e-05-0j 0.000174643-0j 4.28573e-05-0j -0.000211094-0j -3.85958e-05-0j -0.000134148-0j -3.40892e-05-0j -3.57328e-05-0j -3.45211e-05-0j 0.000121764-0j 7.4628e-05-0j 0.000164447-0j 0.0001139-0j 0.000207056-0j 7.89123e-05-0j 3.06188e-05-0j -0.000150813-0j 2.90475e-05-0j -0.000237881-0j -2.01373e-05-0j -0.000143074-0j 2.70436e-05-0j -1.94979e-05-0j 0.000136284-0j -9.89833e-05-0j -6.77693e-05-0j 6.08631e-05-0j -2.51532e-05-0j 6.64417e-05-0j -1.72212e-05-0j 0.00029881-0j 5.75887e-05-0j -0.000168318-0j 1.0312e-05-0j 0.0001269-0j -0.000101847-0j -5.0792e-05-0j -0.000200814-0j 0.000159781-0j -0.000138764-0j 5.08645e-05-0j 3.93392e-05-0j 1.57754e-05-0j -0.000114675-0j 0.000265894-0j 7.94987e-05-0j -0.000283359-0j -8.1806e-05-0j -0.000333702-0j 3.47458e-05-0j 9.03339e-05-0j -0.000240277-0j -0.00033751-0j 0.000591797-0j 0.000295233-0j -0.000137057-0j 
-0.000101514-0j 0.000103834-0j 0.000237036-0j 8.18613e-05-0j -7.0777e-05-0j -0.000245893-0j -6.62058e-05-0j -4.51425e-05-0j -4.58687e-05-0j 7.41826e-05-0j -4.01826e-05-0j 7.03758e-05-0j -0.000197416-0j -0.00013069-0j 0.000174901-0j 0.000119746-0j 6.04026e-05-0j -3.86201e-05-0j 4.13548e-05-0j 4.27135e-05-0j 0.000111554-0j -0.00018975-0j -0.0001437-0j 2.49838e-05-0j -0.000294349-0j -3.48355e-05-0j -2.34398e-05-0j 3.54963e-05-0j -0.00011516-0j 0.00033429-0j 0.000329814-0j -7.62359e-05-0j -0.000114935-0j -0.000314971-0j -2.11428e-05-0j 0.000383684-0j 0.00038745-0j -0.000581044-0j -7.7533e-05-0j -6.97579e-05-0j 0.000140398-0j -1.2549e-05-0j 0.00132719-0j -0.00135072-0j -0.00306439-0j -0.0010583-0j 0.000907825-0j 0.00315396-0j 0.000579023-0j 0.000840483-0j 0.000811983-0j -0.000941747-0j 0.000510117-0j 0.0025062-0j -0.000880924-0j 0.00165911-0j -0.000610322-0j -0.00218931-0j -0.000756086-0j -0.00207696-0j -0.000534663-0j 0.000473657-0j -0.000717286-0j -0.00139637-0j 0.000458616-0j 0.00179875-0j 0.0023272-0j 0.00159332-0j 0.00361006-0j 0.00042724-0j -0.000513872-0j 0.000292511-0j -0.000435345-0j 0.000393646-0j -0.00409991-0j -0.000737331-0j 0.00193398-0j 0.00140962-0j -0.00025464-0j -0.00391656-0j 0.0012803-0j -0.000311887-0j 0.000251073-0j 0.00425498-0j -0.000814548-0j -0.004601-0j -0.00336154-0j 0.00104927-0j 0.000920711-0j -0.00419095-0j 0.000777056-0j 0.00271388-0j -0.00380069-0j 0.0079972-0j 0.00053771-0j 0.000558811-0j -0.000870656-0j 6.57476e-05-0j 
-5.9204e-06-0j -6.30532e-06-0j 2.31008e-05-0j -4.77799e-06-0j -4.1278e-06-0j 2.49517e-05-0j -3.8612e-06-0j -2.9796e-06-0j -2.67512e-06-0j -4.50474e-06-0j -3.39815e-05-0j -4.27357e-06-0j 1.92547e-05-0j -1.62585e-06-0j 1.70453e-05-0j 1.16701e-05-0j -3.52551e-06-0j -2.25237e-06-0j -2.41375e-06-0j -3.76106e-05-0j 1.23039e-05-0j 1.92547e-05-0j -8.04752e-07-0j -1.51714e-06-0j -1.01997e-05-0j -2.29929e-06-0j -1.98225e-05-0j -3.00419e-05-0j 1.12319e-05-0j 6.94939e-06-0j -1.18996e-05-0j -9.4841e-07-0j -3.71124e-07-0j 7.88536e-05-0j -2.02355e-05-0j 4.63591e-05-0j 3.62584e-06-0j -4.2948e-06-0j -1.6365e-07-0j -3.26617e-06-0j 3.49747e-07-0j -1.07837e-08-0j 0.000116512-0j 0.000123465-0j -0.00044954-0j 9.29794e-05-0j 7.96966e-05-0j -0.000481751-0j 5.75281e-05-0j 7.37847e-05-0j 7.12828e-05-0j 8.60822e-05-0j 0.000649361-0j -0.000367943-0j 8.05225e-05-0j 3.10687e-05-0j 5.57876e-05-0j -0.000321167-0j 6.64277e-05-0j -0.000304686-0j 0.000708658-0j 4.15816e-05-0j 6.30188e-05-0j -0.000231831-0j 4.02613e-05-0j 1.51631e-05-0j -0.000355467-0j -0.000243372-0j 0.000188299-0j 4.24479e-05-0j 4.69715e-05-0j 2.90621e-05-0j 0.000554613-0j 0.000501097-0j -0.000128295-0j -0.000108165-0j -0.000283933-0j 6.85143e-06-0j 2.2372e-05-0j 0.000212707-0j 2.3975e-05-0j 0.000413384-0j 0.000361711-0j -0.000773266-0j -0.000135235-0j -6.48121e-05-0j 0.000175474-0j 8.84516e-06-0j 2.92526e-06-0j -0.00164443-0j 0.000210998-0j -0.000558173-0j -3.08694e-05-0j 4.00546e-05-0j 1.20661e-06-0j 2.57445e-05-0j -2.43124e-06-0j 6.78054e-08-0j 
-8.79134e-05-0j 8.99229e-05-0j 0.000205279-0j 7.0894e-05-0j -6.12947e-05-0j -0.00021295-0j -5.73359e-05-0j -3.90946e-05-0j -3.97235e-05-0j 6.4244e-05-0j -3.47991e-05-0j 6.09472e-05-0j -0.000170968-0j -0.000113181-0j 0.000151468-0j 0.000103703-0j 5.23102e-05-0j -3.3446e-05-0j 3.58143e-05-0j 3.69909e-05-0j 9.66085e-05-0j -0.000164329-0j -0.000124448-0j 2.16366e-05-0j -0.000254914-0j -3.01684e-05-0j -2.02995e-05-0j 3.07407e-05-0j -9.97311e-05-0j 0.000289503-0j 0.000285627-0j -6.60222e-05-0j -9.95365e-05-0j -0.000272773-0j -1.83102e-05-0j 0.00033228-0j 0.000335541-0j -0.000503199-0j -6.71456e-05-0j -6.04121e-05-0j 0.000121588-0j -1.08677e-05-0j 0.000568646-0j -0.000578728-0j -0.00131296-0j -0.000453436-0j 0.000388964-0j 0.00135134-0j 0.000248087-0j 0.000360111-0j 0.0003479-0j -0.000403499-0j 0.000218564-0j 0.0010738-0j -0.000377439-0j 0.000710858-0j -0.000261497-0j -0.000938025-0j -0.000323951-0j -0.000889888-0j -0.00022908-0j 0.000202942-0j -0.000307326-0j -0.000598284-0j 0.000196498-0j 0.000770689-0j 0.000997106-0j 0.000682672-0j 0.00154676-0j 0.000183054-0j -0.000220173-0j 0.000125329-0j -0.000186527-0j 0.000168661-0j -0.00175664-0j -0.000315915-0j 0.000828628-0j 0.000603963-0j -0.000109103-0j -0.00167808-0j 0.000548553-0j -0.00013363-0j 0.000107574-0j 0.00182308-0j -0.000348999-0j -0.00197133-0j -0.00144028-0j 0.000449568-0j 0.000394486-0j -0.00179564-0j 0.000332935-0j 0.00116278-0j -0.00162843-0j 0.00342646-0j 0.000230386-0j 0.000239427-0j -0.000373039-0j 2.817e-05-0j 
9.76816e-06-0j -2.01888e-05-0j 7.80243e-06-0j 6.96564e-06-0j -1.32418e-05-0j -1.63548e-05-0j 6.37066e-06-0j 1.87889e-05-0j 4.41372e-06-0j 2.8044e-05-0j 4.55142e-06-0j -1.36834e-05-0j 5.74636e-06-0j 3.2823e-06-0j -1.11937e-05-0j 3.94164e-06-0j -9.99322e-06-0j -1.81673e-05-0j 3.51891e-06-0j -9.77588e-06-0j 1.58828e-05-0j 2.45385e-05-0j -1.66796e-05-0j 3.805e-05-0j 2.29929e-06-0j -2.81906e-05-0j -1.29793e-05-0j 3.55538e-06-0j -1.63869e-05-0j 2.87201e-06-0j 1.01216e-05-0j -9.36015e-06-0j -2.64438e-05-0j 5.19465e-07-0j -2.01404e-05-0j 1.03699e-06-0j 2.99117e-05-0j 1.18464e-06-0j 5.05553e-05-0j -1.88923e-05-0j -2.09739e-05-0j -7.95445e-06-0j -0.000192235-0j 0.00039532-0j -0.000151835-0j -0.000135551-0j 0.000255664-0j 0.000315766-0j -0.000362763-0j -0.000121739-0j -0.000117611-0j -0.0005359-0j -8.69743e-05-0j -0.000109809-0j 0.000257822-0j -6.27223e-05-0j 0.000178624-0j 0.000210912-0j 0.000188292-0j -0.000102909-0j 0.000184197-0j 0.000335391-0j -9.18725e-05-0j -0.000299264-0j 0.000129157-0j 0.000314277-0j -0.000453013-0j 0.000159519-0j -4.24479e-05-0j 0.000520436-0j -0.000735233-0j -0.000183261-0j -6.56369e-05-0j 0.000130495-0j -5.30211e-05-0j 0.000286164-0j 0.000164756-0j 0.000488186-0j 0.000255474-0j 9.30529e-05-0j 9.41078e-05-0j -0.000525276-0j -0.00018516-0j 3.80611e-05-0j 0.000853413-0j 0.000274993-0j 6.79582e-05-0j -0.000896227-0j 0.000464779-0j 2.10229e-05-0j 6.72338e-05-0j -5.4005e-05-0j -0.000875468-0j 0.000113429-0j -0.000687257-0j 0.000332054-0j 0.000240267-0j 7.23431e-05-0j 
5.92163e-05-0j -0.000184206-0j -4.54857e-05-0j 0.00022404-0j 4.12866e-05-0j 0.000143501-0j 3.86201e-05-0j 3.64658e-05-0j 2.67568e-05-0j -0.000131603-0j -8.06581e-05-0j -0.00012485-0j -0.000177735-0j -0.000223787-0j -3.35623e-05-0j -2.29785e-05-0j 0.000165311-0j 2.25284e-05-0j 0.000113181-0j 0.000260749-0j -2.96434e-05-0j 0.000110736-0j -0.000149385-0j -4.43223e-05-0j -6.80898e-05-0j 2.81398e-05-0j -4.70506e-05-0j -0.00033429-0j -0.000103679-0j 0.000188304-0j 0.000232025-0j -0.000130542-0j 0.00011394-0j -2.77379e-05-0j -5.87701e-05-0j -0.000228356-0j 0.000132498-0j 0.000394552-0j 0.000327401-0j -0.000237964-0j -0.00039776-0j 0.000261121-0j -0.000774196-0j 0.00239624-0j 0.000588036-0j -0.00289638-0j -0.000529565-0j -0.00184062-0j -0.000467731-0j -0.000490281-0j -0.000473657-0j 0.0016707-0j 0.00102395-0j 0.00225635-0j 0.0015628-0j 0.00284097-0j 0.00108274-0j 0.000420113-0j -0.00206927-0j 0.000398554-0j -0.00326391-0j -0.0002763-0j -0.00196308-0j 0.000371059-0j -0.000267526-0j 0.00186992-0j -0.00135813-0j -0.000929847-0j 0.00083509-0j -0.000345122-0j 0.000911632-0j -0.000236289-0j 0.00409991-0j 0.000790162-0j -0.00230946-0j 0.000141489-0j 0.00174117-0j -0.00139742-0j -0.000696905-0j -0.00275532-0j 0.00219232-0j -0.00190394-0j 0.0006979-0j 0.000539765-0j 0.000216451-0j -0.00157342-0j 0.00364827-0j 0.00109078-0j -0.00388791-0j -0.00112244-0j -0.00457866-0j 0.00047674-0j 0.00123945-0j -0.00329679-0j -0.0046309-0j 0.00811991-0j 0.00405082-0j -0.00188053-0j 
0.000107027-0j -0.000556391-0j 8.54892e-05-0j 0.00156008-0j 7.46211e-05-0j -0.000450729-0j 6.98016e-05-0j -0.00232618-0j 4.836e-05-0j -0.000397505-0j 4.98687e-05-0j -0.000377107-0j 0.001287-0j 0.00090217-0j 6.30794e-05-0j 4.31875e-05-0j 0.00115113-0j 4.07176e-05-0j 0.000788125-0j -0.000269418-0j -0.00196639-0j -0.000347817-0j 0.00203447-0j -0.000133875-0j 2.51927e-05-0j -0.00179506-0j 2.90901e-05-0j 0.000796292-0j 0.000750751-0j 0.000789399-0j -0.000143467-0j 0.000526266-0j -0.000990721-0j 5.69164e-06-0j -0.00128245-0j 0.000232252-0j 0.00187646-0j 0.00032561-0j -0.00287005-0j -0.000707805-0j -0.00117502-0j 0.0053402-0j 1.47199e-05-0j -7.61392e-05-0j 1.16263e-05-0j 0.000212167-0j 1.00687e-05-0j -6.08171e-05-0j -0.000313873-0j 9.32177e-06-0j 9.00569e-06-0j -5.30855e-05-0j 6.6598e-06-0j 0.000171875-0j -4.96569e-05-0j 0.000120482-0j -3.44033e-05-0j 8.30623e-06-0j 0.000151579-0j 7.87998e-06-0j -3.54766e-05-0j 5.25332e-06-0j 0.000143801-0j -0.000258932-0j 5.0865e-06-0j 0.000267897-0j -4.48748e-05-0j -3.07237e-05-0j 3.25033e-06-0j -0.000231596-0j -2.89666e-05-0j -0.000158563-0j 0.000102736-0j 5.13922e-06-0j 0.000101847-0j 2.79743e-06-0j 0.000132632-0j -0.000127821-0j 5.10501e-05-0j -1.79221e-05-0j 9.29731e-05-0j -2.06947e-05-0j -0.000160206-0j 1.49894e-06-0j -0.000151044-0j 0.00023441-0j 5.47079e-05-0j 0.000156273-0j -0.000358531-0j -4.04904e-06-0j 6.64232e-05-0j -4.67268e-05-0j -0.000117893-0j 9.66891e-05-0j -0.00013839-0j -0.000256147-0j 0.000309352-0j 0.00074154-0j 
7.6432e-07-0j 1.61113e-08-0j -5.87095e-07-0j -5.92419e-07-0j -1.03612e-06-0j -1.25511e-08-0j 4.98479e-07-0j -7.4649e-07-0j 3.45356e-07-0j -2.23801e-08-0j -1.04107e-06-0j 1.09198e-08-0j 4.69977e-07-0j -6.1307e-07-0j 8.42273e-07-0j -2.9659e-07-0j 8.49911e-07-0j -1.42152e-06-0j -2.99279e-07-0j -2.2806e-08-0j 6.06829e-07-0j 1.88315e-08-0j -4.05291e-07-0j -3.03652e-08-0j -8.78853e-07-0j 1.12002e-06-0j 2.96884e-06-0j 8.83947e-07-0j -1.34024e-06-0j 5.15862e-07-0j 3.94576e-08-0j 1.7483e-06-0j -2.3387e-07-0j -3.58021e-07-0j -2.33917e-06-0j 6.0383e-07-0j -6.98936e-07-0j 1.08088e-06-0j 2.40777e-07-0j 4.88438e-07-0j 6.0813e-08-0j -1.22539e-08-0j -2.51395e-05-0j -5.27268e-07-0j 1.90946e-05-0j 1.92678e-05-0j 3.34344e-05-0j 4.05009e-07-0j 2.40883e-05-0j -1.59203e-05-0j -1.53805e-05-0j 7.14771e-07-0j 3.32496e-05-0j -1.501e-05-0j -3.43877e-07-0j 1.95801e-05-0j -2.38245e-07-0j -2.65241e-05-0j -2.67646e-05-0j 1.29418e-05-0j 7.18188e-07-0j 4.38607e-05-0j 1.30591e-05-0j -1.91097e-05-0j 1.68904e-05-0j 1.27631e-05-0j -5.81044e-07-0j 2.04603e-07-0j 2.71169e-05-0j -3.45582e-05-0j 9.80636e-07-0j 1.2169e-05-0j -2.72741e-05-0j -4.98874e-05-0j -1.59169e-05-0j -3.59878e-05-0j 2.25209e-05-0j 7.21602e-06-0j -3.63141e-05-0j 6.06278e-07-0j -2.93777e-05-0j -2.04806e-06-0j -3.59421e-05-0j -3.40784e-05-0j 5.44953e-05-0j -1.07394e-05-0j 4.71879e-05-0j -3.63965e-05-0j 3.69961e-06-0j 2.46981e-07-0j 6.13555e-05-0j -2.45523e-05-0j 1.24442e-05-0j -2.25021e-05-0j -3.46323e-06-0j -7.72664e-06-0j -8.07756e-07-0j 1.43647e-07-0j 
5.12828e-05-0j -0.000159527-0j -3.93917e-05-0j 0.000194024-0j 3.57552e-05-0j 0.000124275-0j 3.3446e-05-0j 3.15803e-05-0j 2.3172e-05-0j -0.000113972-0j -6.9852e-05-0j -0.000108123-0j -0.000153923-0j -0.000193805-0j -2.90658e-05-0j -1.99e-05-0j 0.000143164-0j 1.95101e-05-0j 9.80175e-05-0j 0.000225815-0j -2.56719e-05-0j 9.59004e-05-0j -0.000129371-0j -3.83842e-05-0j -5.89675e-05-0j 2.43698e-05-0j -4.0747e-05-0j -0.000289503-0j -8.97885e-05-0j 0.000163076-0j 0.00020094-0j -0.000113053-0j 9.86749e-05-0j -2.40218e-05-0j -5.08964e-05-0j -0.000197762-0j 0.000114747-0j 0.000341692-0j 0.000283537-0j -0.000206083-0j -0.00034447-0j 0.000226137-0j -0.00033171-0j 0.00102669-0j 0.000251949-0j -0.00124098-0j -0.000226896-0j -0.000788627-0j -0.000200403-0j -0.000210065-0j -0.000202942-0j 0.000715824-0j 0.000438721-0j 0.000966749-0j 0.000669592-0j 0.00121724-0j 0.000463907-0j 0.000180001-0j -0.000886595-0j 0.000170764-0j -0.00139845-0j -0.000118383-0j -0.000841098-0j 0.000158983-0j -0.000114624-0j 0.00080118-0j -0.0005819-0j -0.0003984-0j 0.0003578-0j -0.00014787-0j 0.000390595-0j -0.00010124-0j 0.00175664-0j 0.000338551-0j -0.000989504-0j 6.0622e-05-0j 0.000746018-0j -0.000598735-0j -0.000298594-0j -0.00118054-0j 0.000939314-0j -0.00081576-0j 0.000299021-0j 0.000231266-0j 9.27402e-05-0j -0.000674146-0j 0.00156313-0j 0.000467355-0j -0.0016658-0j -0.000480919-0j -0.00196176-0j 0.000204263-0j 0.000531052-0j -0.00141253-0j -0.00198414-0j 0.00347904-0j 0.0017356-0j -0.000805729-0j 
2.70228e-07-0j 2.87797e-07-0j -1.0544e-06-0j 2.18085e-07-0j 1.88407e-07-0j -1.13889e-06-0j 1.76239e-07-0j 1.36e-07-0j 1.22102e-07-0j 2.05612e-07-0j 1.55103e-06-0j 1.95061e-07-0j -8.78853e-07-0j 7.42093e-08-0j -7.78007e-07-0j -5.32665e-07-0j 1.60917e-07-0j 1.02806e-07-0j 1.10172e-07-0j 1.71668e-06-0j -5.61595e-07-0j -8.78853e-07-0j 3.67318e-08-0j 6.92476e-08-0j 4.65549e-07-0j 1.04948e-07-0j 9.0477e-07-0j 1.37122e-06-0j -5.12664e-07-0j -3.17195e-07-0j 5.43141e-07-0j 4.32888e-08-0j 1.69394e-08-0j -3.59916e-06-0j 9.23619e-07-0j -2.11599e-06-0j -1.65496e-07-0j 1.9603e-07-0j 7.46958e-09-0j 1.49079e-07-0j -1.59637e-08-0j -7.64461e-10-0j -8.88817e-06-0j -9.41859e-06-0j 3.42933e-05-0j -7.09295e-06-0j -6.07968e-06-0j 3.67505e-05-0j -4.38854e-06-0j -5.62869e-06-0j -5.43783e-06-0j -6.5668e-06-0j -4.95366e-05-0j 2.80686e-05-0j -6.14268e-06-0j -2.37008e-06-0j -4.25577e-06-0j 2.45003e-05-0j -5.06745e-06-0j 2.3243e-05-0j -5.40601e-05-0j -3.17207e-06-0j -4.80741e-06-0j 1.76853e-05-0j -3.07134e-06-0j -1.15672e-06-0j 2.71169e-05-0j 1.85657e-05-0j -1.43645e-05-0j -3.23815e-06-0j -3.58323e-06-0j -2.21701e-06-0j -4.23088e-05-0j -3.82263e-05-0j 9.787e-06-0j 8.2514e-06-0j 2.16599e-05-0j -5.22663e-07-0j -1.70666e-06-0j -1.62264e-05-0j -1.82894e-06-0j -3.15351e-05-0j -2.75932e-05-0j 5.89888e-05-0j 1.03164e-05-0j 4.94421e-06-0j -1.33861e-05-0j -6.74755e-07-0j -2.23154e-07-0j 0.000125446-0j -1.6096e-05-0j 4.25804e-05-0j 2.35488e-06-0j -3.05558e-06-0j -9.20465e-08-0j -1.96392e-06-0j 1.85468e-07-0j -2.10165e-08-0j 
1.03607e-05-0j -1.05975e-05-0j -2.41924e-05-0j -8.35494e-06-0j 7.22365e-06-0j 2.50964e-05-0j 6.7571e-06-0j 4.60734e-06-0j 4.68146e-06-0j -7.57123e-06-0j 4.10112e-06-0j -7.1827e-06-0j 2.01487e-05-0j 1.33385e-05-0j -1.78507e-05-0j -1.22215e-05-0j -6.16482e-06-0j 3.94164e-06-0j -4.22076e-06-0j -4.35942e-06-0j -1.13854e-05-0j 1.93663e-05-0j 1.46663e-05-0j -2.5499e-06-0j 3.00419e-05-0j 3.55538e-06-0j 2.39232e-06-0j -3.62282e-06-0j 1.17534e-05-0j -3.41183e-05-0j -3.36615e-05-0j 7.78079e-06-0j 1.17305e-05-0j 3.21466e-05-0j 2.15788e-06-0j -3.91596e-05-0j -3.95439e-05-0j 5.93026e-05-0j 7.91318e-06-0j 7.11963e-06-0j -1.43293e-05-0j 1.28077e-06-0j -0.000203897-0j 0.000207512-0j 0.000470782-0j 0.000162586-0j -0.000139469-0j -0.000484543-0j -8.89552e-05-0j -0.000129123-0j -0.000124745-0j 0.000144681-0j -7.83693e-05-0j -0.000385027-0j 0.000135336-0j -0.000254889-0j 9.37637e-05-0j 0.000336343-0j 0.000116157-0j 0.000319083-0j 8.21402e-05-0j -7.27679e-05-0j 0.000110197-0j 0.000214524-0j -7.04572e-05-0j -0.000276342-0j -0.000357527-0j -0.000244782-0j -0.000554613-0j -6.56369e-05-0j 7.89462e-05-0j -4.49385e-05-0j 6.6882e-05-0j -6.04758e-05-0j 0.000629868-0j 0.000113276-0j -0.000297117-0j -0.00021656-0j 3.91204e-05-0j 0.000601702-0j -0.000196692-0j 4.79151e-05-0j -3.85723e-05-0j -0.000653692-0j 0.000125139-0j 0.000706851-0j 0.000516433-0j -0.0001612-0j -0.000141449-0j 0.000643855-0j -0.000119379-0j -0.000416933-0j 0.000583899-0j -0.00122861-0j -8.26084e-05-0j -8.58501e-05-0j 0.000133759-0j -1.01008e-05-0j 
-1.5448e-05-0j 8.03082e-05-0j -1.23393e-05-0j -0.000225178-0j -1.07706e-05-0j 6.50571e-05-0j -1.0075e-05-0j 0.000335755-0j -6.98016e-06-0j 5.73749e-05-0j -7.19792e-06-0j 5.44306e-05-0j -0.000185763-0j -0.000130217-0j -9.10473e-06-0j -6.23358e-06-0j -0.000166151-0j -5.87708e-06-0j -0.000113756-0j 3.88871e-05-0j 0.000283824-0j 5.02031e-05-0j -0.000293651-0j 1.93232e-05-0j -3.63626e-06-0j 0.000259095-0j -4.19879e-06-0j -0.000114935-0j -0.000108362-0j -0.00011394-0j 2.07077e-05-0j -7.59599e-05-0j 0.000142998-0j -8.21518e-07-0j 0.000185106-0j -3.35227e-05-0j -0.000270843-0j -4.69978e-05-0j 0.000414257-0j 0.000102163-0j 0.0001696-0j -0.000770994-0j 0.000201968-0j -0.00104469-0j 0.000159522-0j 0.0029111-0j 0.00013815-0j -0.000834458-0j -0.00430658-0j 0.000127902-0j 0.000123565-0j -0.000728374-0j 9.13776e-05-0j 0.00235826-0j -0.000681332-0j 0.0016531-0j -0.000472041-0j 0.000113968-0j 0.00207979-0j 0.000108119-0j -0.000486767-0j 7.20796e-05-0j 0.00197306-0j -0.00355275-0j 6.97908e-05-0j 0.00367575-0j -0.000615717-0j -0.000421553-0j 4.4597e-05-0j -0.00317768-0j -0.000397444-0j -0.00217561-0j 0.00140962-0j 7.0514e-05-0j 0.00139742-0j 3.8383e-05-0j 0.00181981-0j -0.00175381-0j 0.000700447-0j -0.000245906-0j 0.00127566-0j -0.000283947-0j -0.00219815-0j 2.05666e-05-0j -0.00207244-0j 0.00321628-0j 0.000750635-0j 0.00214419-0j -0.00491933-0j -5.5556e-05-0j 0.000911378-0j -0.000641128-0j -0.00161759-0j 0.00132665-0j -0.00189882-0j -0.00351454-0j 0.00424456-0j 0.0101744-0j 
