0.0137592+0.00403836j 0.00172593+0.00939735j 0.00544625-0.00481656j 0.0187858+0.00208122j -0.00703842-0.00580121j -0.00870281-0.00537595j -0.00235062+0.00597098j -0.00086002+0.00339554j -0.0010351+0.00242655j 0.00833108+0.00923217j 0.00671606+0.0062751j -0.000933588+1.92095e-05j -0.00516859+0.00741697j 0.00496724-0.00793641j 0.0054245-0.0040077j -0.0033443+0.0069758j 0.00565759-0.0044371j -0.00646721+0.00233516j 0.0111729-0.00921855j -0.0068154-0.0152383j 0.000456839+0.0106149j -0.00221248+0.00427623j 0.00761747+0.00407928j 0.000790292-0.00620621j 0.00461851-0.000130604j -0.000927319+0.00566048j -0.00151232+0.00383952j 0.0023505+0.000840531j 0.0060069+0.00487972j 0.00165281+0.000266641j -0.000963795+0.000249594j -0.00305492-0.000324389j 0.00366211-0.00222324j -0.0033214+0.010303j -0.00250738-0.00332208j 0.000616918-0.0150262j -0.000564281-0.00696425j 0.00190623-0.014499j 0.0026889+0.00407771j 0.00184439+0.00671332j 0.00219617+0.0056357j -0.0019469-0.0111983j -0.00210131+0.00402567j -0.0101325+0.00350119j 0.00151144-0.00338264j 0.000498082+0.00319153j 8.18213e-05-0.00572233j -0.000495612+0.00149197j -0.00685911+0.0026548j 0.000944798-0.00189656j -0.00417584+0.00821103j 0.00387467-0.00019804j -0.00178683+0.00303322j -0.000386441+0.00265339j 0.00394473-0.00820064j -0.00350596-0.00432237j 0.00245482-0.00505539j -0.00129759-0.00806729j -2.16466e-05+0.0118609j 0.00831519-0.00523723j 0.00273597-0.00928707j -0.00129965-0.00527966j 0.00463908+0.00556713j 0.00257724-0.00103498j 0.00227859+0.000768684j -0.00353422+0.00053686j 0.00907078+0.00168612j 0.000773641-0.00512075j 0.000495124+0.00316765j -0.00312758+0.000196884j 0.00296079+0.00213937j -0.00291164-4.40968e-05j 0.000349784-0.00307946j -0.00161335-0.000573877j -0.000497399-0.000559663j -0.00212377+0.00102859j -0.00144596-0.000211859j 0.00267151+0.000385165j 0.00194448+0.00274207j 0.00247845+0.00630383j 1.92856e-05-0.00580149j -0.00276226-0.00584163j 0.00165567+0.00325145j -0.00307316-0.0057604j 0.00745196-0.00559791j 0.00390185+0.00762181j 0.000227012+0.0165364j 0.00185217-0.00408479j 0.00247616+0.000475974j -0.0110594+0.0440385j 0.00152564+0.00256773j -0.00443751-0.0212408j 0.00951626+0.0209707j -0.0481131+0.0298368j 0.0452411+0.0280126j 
0.00414943+0.00402234j -0.00452497+0.00608989j 0.013443-0.00494422j -0.00189849-0.000244421j -0.00186791-0.0191262j -0.00234594+0.00449703j -0.00953294+0.00572334j -0.00409931-0.00101193j -0.00261148+0.00502279j -0.0114608-0.00460094j 0.01118-0.00731717j 0.00268946-0.00249424j 0.0170243-0.0109312j -0.00319468+0.00694857j 0.0310348+0.00115882j 0.00151859+0.0016708j -0.0148355-0.00707655j 0.0216767+0.0159048j -0.0181564-0.00246279j 0.00829775-0.00524231j 0.00213612-0.00325697j 0.00223612-0.00477735j -0.00549368+0.0129301j -0.00208384-0.0150574j 0.000756885+0.00574556j 0.00553158+0.0132163j -0.00442932+0.0150594j 0.00296383-0.0155013j 0.00317448+0.000336071j -0.00153018+0.0142742j -0.0017898+0.0129597j -0.00461511+0.0236263j 0.00552687+0.00761324j -0.00170348+0.0121707j -0.0048464-0.00558615j 0.00136546-0.000623711j -0.00318264+0.00345688j -0.00793746-0.0074145j 0.00574631-0.00336161j -0.00172663+0.00450563j -0.00639928+0.00552793j 0.000747738+0.00394208j -0.0042478+0.0100397j -0.0128223-0.00370956j -0.00181717+0.000974024j 0.0129109+0.0149448j 0.00400228+0.00826482j 0.000280367+0.00886882j 0.0178863+0.0241725j -0.023471+0.0194576j -0.00404678-0.00574324j -0.0143405-0.0173759j -0.00348433+0.0325435j 0.0122382-0.021841j -0.0217035+0.00797592j -0.0220911+0.0021054j 0.00344512-0.00376789j -0.00286762-0.015217j 0.00992594+0.0238511j 0.00345166-0.00477257j 0.0238964-0.00817385j 0.00296437-0.00814902j 0.0129305+0.00675538j 0.00301171-0.00602619j 0.0128953-0.0022817j -0.00912962-0.00278089j 0.0157204-0.00486406j -0.00121134-4.32136e-05j -0.000291903+0.000724623j -0.00150752+0.00462843j 0.0017975-0.0163916j -0.00496382-0.000167655j -0.0163597-0.0178511j 0.0157999-0.0122708j -0.0148889+0.00982639j -0.00343085+0.00755717j 0.000651723-0.00241844j 0.00715375-0.00796777j 0.00514445+0.01715j -0.0054892-0.00372941j -0.00467123-0.00209475j 0.00409306+0.00767254j -0.020786+0.00205806j -0.00858822+0.00292414j 0.0054536-0.000755724j -0.00268829-0.00376133j 0.00813107-0.00473716j 0.00401471+0.00564203j 0.0121977-0.00282055j -0.000734607+0.000735053j 0.00109031-0.00661457j 0.00610195+0.000241427j -0.00145413-0.00144842j 0.00405062+0.00816504j 0.00267148+0.000208359j 
-0.000785391-0.000890531j -0.003625-0.00348138j 0.0121979-0.000531411j -0.00299006-0.00249036j -0.00545831-0.0066455j -0.00458901-0.0044675j -0.0149942+0.00438924j -0.00251624+0.00225878j -0.00991248-0.000127246j 0.00129696-0.000220968j 0.0035111+0.000515935j -0.0110086+0.00152447j -0.0106165-0.00738546j 0.00934325-0.00119005j -0.0237096-0.000279573j 0.0358221+0.00185936j -0.00409899-0.00667179j 0.00439796+0.00442205j -0.00608307-0.0032333j 0.00628262-0.00238354j -0.00121295+0.00175352j 0.00280837-0.00880108j 0.00114416-0.00961834j 0.00963296-0.00453936j 0.00619179+0.000495013j -0.00441137-0.0129509j -0.00816795-0.00834858j -0.00365618+0.0113415j -0.00322619+0.00113357j 0.00043204-0.0203723j -0.00586798-0.00361969j -0.00543877-0.0262023j -0.000570165-0.0138489j -0.00106984-0.00287281j -0.000501861+0.00269734j 0.00424643-0.00344988j -0.00395261+0.00988967j -0.000471656-0.00330064j -0.00271104-0.00093934j 0.0208942+0.00133341j 0.00916338+0.00503825j 0.00147684+0.020804j 0.00231551+0.00996789j 0.004805-0.000657694j 0.0029387-0.00103208j 0.0195775-0.00532369j -0.0170488-0.021489j -0.0127242+0.011017j -0.0121762-0.0234328j 0.0207664-0.0195021j -0.0124426+0.0259486j -0.00724603-0.0143842j -0.00386257-0.00390801j -0.00176972-0.0105128j -0.00417711+0.00669652j 0.00288492+0.0047974j -0.00409513+0.00305946j -0.00370145-0.0223885j 0.00841158+0.0156677j -0.0026625+0.000546527j 0.0182036-0.00332561j 0.0243484-0.000852004j 0.0110534-0.00114141j 0.00586781-0.00542239j 0.00437142+0.00994939j -0.00196768-0.00164128j -0.00471721-0.000327696j -0.00434398+0.011329j 0.00985495+0.00181728j -0.0176186-0.0108538j -0.00673848+0.00595617j -0.00962014+0.0181385j 0.0256445+0.0273912j -0.0086048+0.021178j 0.0247521+0.00982318j 0.0259662-0.0270029j 0.0144871+0.00126548j -0.00789551+0.000702135j -0.00516689-0.000951112j -0.0165281+3.44885e-06j -0.00766764-0.00311126j -0.00298632+0.00516554j 0.00482289+0.00192479j 0.00136762-0.00239679j -0.0043142+0.0031527j -0.00278161-0.00414607j 0.0110424-0.00707143j -0.000632569-0.0015463j -0.00370376+0.00297929j -0.00136854-0.00977691j 0.00907643-0.00311618j 0.00616671-0.00337661j -0.00702321-0.00487783j 0.00467529+0.0051673j -0.00248174+0.00249471j 
-0.00627144+0.00270395j 0.0018892-0.000122154j 0.016142+0.00284395j -0.0107855+0.000132321j -0.0166902-0.00728817j -0.00705114+0.017137j -0.00428247+0.0232343j 0.00763981+0.0231988j 0.00301827+0.00287657j -0.00381506-0.00953164j 0.00330024-0.00797082j 0.0204193+0.0112092j 0.0256756-0.0153782j 0.01727+0.0100373j -0.0128364+0.0116094j -0.0036842+0.0213637j -0.00766908-0.0278476j 0.00889694-0.000611526j 0.016122-0.00471233j 0.00731114-0.0190754j -0.00106703-0.00254921j -0.0164301+0.00485995j -0.00191104-0.0243086j 0.000225559-0.0228913j 0.00329202+0.0146624j 0.00748711+0.00556201j -0.00193383-0.00287203j -0.0027018-0.00464911j -0.0105689-0.0180873j 0.00292216-0.0134517j 0.00897249+0.002314j 0.00722158+0.00621549j -0.0024326+0.00824248j 0.00163679-0.0163509j 0.000305349+0.000578569j -0.00237509+0.00572453j -0.001912+0.010548j 0.00862742+0.0167575j 0.0264101+0.00897453j 0.00563962+0.00199818j -0.0118283-0.00200066j 0.00270735+0.00694835j -0.00943667+0.0239933j 0.0132564-0.00226375j 0.000344612+0.00303999j -0.00743559-0.0121157j 0.00390301+0.0231877j 0.00884137-0.0196495j 0.00557439+0.00542085j -0.008386+0.00111142j 0.0208047-0.0127223j 0.00464301+0.0227363j 0.0109872+0.0167526j -0.00263819+0.0106573j 0.0149579-0.00910758j -0.0142551+0.002482j 0.0155333-0.0115176j 0.00992301-0.0091138j -0.0139367-0.0148834j -0.0209549-0.00443378j -0.00720471+0.00749806j -0.00775998+0.00362389j 0.0094225+0.00637989j -0.00640846+0.0215447j -0.0036328-0.00148837j -0.00740469-0.00412383j 0.018818-0.00111826j 0.0127886-0.00450249j -0.0045324-0.00985216j 0.00908561+0.0042233j 0.001458-0.00937621j 0.00517347-0.00258475j 0.00348432+0.00765076j -0.00212724+0.00252723j 0.00353765+0.000130113j 0.00682989-0.0103022j 0.00661717-0.0101026j -0.000115147+0.0190458j -0.00777491-0.00637083j -0.000717785-0.0146036j 0.00180549-0.0168101j -0.00730644+0.00272076j 0.0047354+0.00339808j 0.032656+0.00619049j -0.0068634+0.00524479j -0.00988798-0.00185353j 0.0109878+0.00209454j -0.000642066+0.00151627j -4.91458e-05+0.00155148j 0.0044491+0.00336776j 0.000449088-0.00317388j 0.00244365-0.00851203j -0.00316341+2.52413e-06j 0.000184772+0.00153077j 0.0122498+0.00362799j 
-0.00216824+0.00580515j -0.000846493-0.000138655j -0.0325634-0.00183003j 0.0251435+0.00232136j 0.017206+0.0109921j 0.00365583+0.0021998j 0.00184074+0.0129313j -0.0261285+0.0133286j -0.0150981-0.00526088j 0.00972622-0.000525462j -0.00990289+0.00343499j 0.0168259+0.0106862j -0.00203102-0.00229489j 0.0163908+0.00720268j -0.00112581+0.00108536j -0.0025528+0.00462388j -0.0153278-0.00463267j 0.0107704+0.00151122j -0.0128368+0.000585989j -0.000610029-0.00178294j 0.0050581+0.00199874j 0.0013124+0.00428569j -0.0110968-0.00639537j -0.0122088+0.00872795j -0.00961608+0.0101901j 0.00173198-0.00815195j -0.00182696-0.00514454j 0.00950685+0.00366627j 0.00843942-0.0192894j -0.00114849-0.0197881j 0.00196085-0.018215j -0.00248212-0.0206367j -0.000701139-0.00645777j 0.00313212+0.00325261j 0.00727724-0.00298937j 0.00451544+0.0027883j -0.00564801-0.00965093j -0.00257863+0.0047389j -0.0209947+0.000111994j 0.00425535+0.00206172j 0.00474971+0.00502509j -0.00421858+0.0141631j -0.00103334-0.0170249j 0.0117725-0.00488429j -5.90023e-05-0.0083025j 0.00563174-0.000503741j 0.00104175-0.0185476j -0.00784798+0.00646813j -0.00746983-0.00810128j 0.00353584-0.00794245j -0.00953024-0.00166599j -0.00388613-0.00545805j -0.00292987+0.00271514j -0.00136452-0.00848743j -0.00688163-0.00252386j -0.0101822-0.000883523j -0.00319878-0.00157736j -0.00355099+0.0196806j 0.0039914-0.00164825j 0.0162603+0.00750934j -0.000995956+0.0049918j -0.00100117+0.00348529j -0.0126338-0.0141728j -0.000496442-0.0199685j -0.0033502-0.000322512j 0.01182+0.00187649j -0.0245823+0.00110447j -0.0112661+0.00494048j -0.00695563+0.00347915j 0.0109002-0.00541439j 0.000920903+0.00941398j 0.00835372-0.0172957j 0.00968557+0.00938588j -0.0110103+0.00565714j -0.00918018-0.0200232j 0.00592243+0.0194675j -0.0140387+0.0124907j -0.0115029+0.0143228j -0.0107085+0.00566694j 0.016204+0.00970834j 0.0121737-0.00958039j 0.004618-0.00830985j -0.00152004+0.00281723j 0.00391507-0.000740378j 0.0118691+0.00418674j 0.00584617-0.00135692j 0.00354835+0.00638321j -0.00136711-0.00458526j -0.00592257+0.00545446j -0.00244806-0.00391744j 0.00642499+6.63894e-05j -0.0098767-0.00650707j -0.0097594+0.00275471j 0.00197988+0.0036416j 0.00876111-0.000880969j 
0.00081299+0.0129829j -0.00437211-2.06045e-05j 0.00180013+0.00238862j -0.0115719+0.00148308j 0.000866585+0.00646388j -0.00570592+0.0186946j -0.00658477+0.0146828j -0.0058729+0.0144766j 0.00925836+0.000381147j -0.00457354-0.010221j 0.00668121-0.00275301j -0.00379788+0.0124132j -0.0174017-0.000904584j 0.0168431+0.00953051j -0.014087+0.010572j 0.00292028+0.0176313j -0.0120988-0.0105185j -0.0114907-0.00207943j 0.00634322+0.00795121j -0.0145946-0.0279102j -0.00169045-0.00229574j -0.000825062+0.0077331j 0.000664038-0.0235075j -0.00100053+0.0048708j -0.00895183+0.00146507j 0.00695536-0.0116045j -0.0110868+0.0118549j 0.00832849-0.00276344j 0.00450603+0.00823743j 0.00462336-0.00080224j -0.00224675-0.00783611j -0.00303993+0.00694249j 0.000144407+0.00824992j 0.00450463+0.0050895j -0.0039267-0.00255336j -0.000274347+0.00876021j -0.0108864-0.000266134j 0.0059418-0.000617651j -0.0124185+0.00214729j 0.00360861-0.00131184j -0.0129788+0.00451083j -0.00258811+0.0106387j -0.00289784-0.00189656j 0.0109848+0.00137042j 0.000745998+0.0200939j 0.0105141+0.0187053j -0.0132089-0.0165404j -0.00875907+0.00792145j 0.00701356-0.00515266j -0.000908504-0.00888057j -0.017524+0.00335204j -0.000496925-0.0105725j -0.0193039+0.00777726j 0.00569994-0.00749771j -0.00674546+0.00106703j 0.00362882-0.00135258j -0.00951663+0.0195957j 0.000140144+0.00916137j 0.00949883+0.00430058j 0.0188746-0.00664753j -0.000575086+0.00279034j 0.00156118-0.000423451j 0.0107128+0.00610855j -0.00553666-0.00785394j 0.00175737+0.00333002j 0.00767749+0.000582725j -0.00373199-0.00651003j -0.00699767+0.0121355j 0.0110879+0.00219559j -0.0150102-0.0158846j -0.009837-0.00946195j -0.0168929+0.023772j -0.0120651-0.00969849j 0.0154453-0.00166758j 0.00864726+0.00365664j -0.00251503+0.00505678j 0.000706274-0.0204923j -0.00134969+0.00103525j 0.00295494+0.00686988j 0.000395045-0.0114161j -0.0116348+0.010106j -0.0167559-0.01932j -0.0149393+0.00729108j 0.0138074-0.00133538j -0.00456917+0.00259816j 0.000113124+0.00850559j -0.0136129+0.0021061j -0.000850804-0.000699442j 0.000209847-0.00210608j -0.00591446+0.0167208j -0.0103135+0.000527752j -0.00877352+0.00379373j 0.00717524+0.00513497j -0.00604555-0.00742803j 0.00417933+0.00154323j 
0.000902659+0.00262839j 0.000825767-0.00201584j 0.0110939-0.00100619j -0.0127341+0.0047451j -0.00781321+0.0112663j -0.0057818+0.00469256j -0.0180587-0.00113448j 0.0159367+0.00293707j -0.00191964+0.00148038j 0.0194539+0.00545675j -0.0129659+0.00147332j 0.00729984+0.00408465j -0.0051782+0.0113428j 6.89423e-05-0.00284557j 0.0366115+0.0012919j -0.00022358+0.0080595j -0.00384457-0.000319156j 0.00256172-0.00934827j -0.00545536+0.0098034j -0.000377564-0.00788437j -0.00104764-0.0139139j -0.00632774+0.0199395j 0.0107604-0.0177454j 0.0118576-0.00154879j -0.0084917+0.00823408j -0.0112824+0.00885933j -0.00245916-0.0175392j -0.00108697+0.0137515j -0.00215218-0.00423264j -0.00638601-0.00374511j -3.15698e-05+0.00240405j -0.00125867-0.0192796j -0.00144644-0.00189771j -0.00171111-0.00193589j -0.00760795+0.00433908j -0.00156349-0.00376221j -0.00471515+0.00422082j 0.00491346-0.00483493j -0.0184422-0.013165j -7.73384e-05-0.00211139j 0.00399138+0.00444038j -0.00478004+0.00257773j 0.00541863-0.0172646j -0.0146744+0.00398456j 0.00803873+0.003233j 0.00199731+0.0039579j -0.00716505-0.0101987j 0.000571652+0.0168309j 0.00346846+0.00696881j -0.00419138+0.0061252j -0.00864298+0.0107474j -0.00928668-0.0120006j -0.0107862-0.00852897j 0.0017675-0.0035379j -0.00747841+0.00827133j 0.0199729+0.000358205j -0.00556224+0.0162834j 0.000327463-0.00570257j 0.00577332-0.00762054j -0.00704841-0.00410216j -0.00294934-0.00160301j 0.00763675-0.00256759j 0.00294791+0.00732046j -0.0134482+0.00657271j 0.00852423+0.00870076j -0.00903105-0.00966096j -0.00101396-0.00584045j -0.0106587+0.00515631j -0.0117938-0.00554338j 0.00615196+0.0200155j 0.00538506-0.00382656j 0.0143331-0.0162376j 0.000451033+0.014402j -0.00536491+0.00477644j -0.00313741-0.0129903j 0.00910145+0.013551j -0.0130763-0.00700912j -0.00201169+0.000790452j -0.0067447+0.0194765j 0.00946538-0.00348322j -0.00596277+0.00124765j -0.0115663+0.000409483j -0.0200008-5.80145e-05j -0.00453047-0.00205457j 0.00845765-0.00524261j -0.00107537+0.00530663j 0.00320592+0.000765826j -0.00384301-0.00666653j -0.00851132+0.000155939j -0.00569663+0.00869223j -0.00694771+0.00095333j -0.00275108+0.00632095j 0.00847281+0.00346294j -0.00268268-0.00517183j -0.00317122-0.000194484j 
0.000356618-0.00387794j -0.00534569+0.000902171j -0.00601283-0.00378416j -0.00519198-0.00453171j 0.00362112-0.0304325j -0.00882716-0.00918555j 0.00636856+0.000403787j 0.00357357-0.0121901j 0.0196442+0.00502864j -0.0133265-0.016974j -0.00468621-0.0230186j -0.00321025-0.00316263j -0.00783455-0.0149158j -0.00213131+0.0133732j 0.0134531-0.000892679j -0.00573474-0.00285584j 0.0135554+0.00743654j -0.022557+0.011221j 0.00358112-0.00896112j 0.00328077-0.00408949j 0.00139184-0.0147451j 0.0042491-0.00340061j -0.00818306+0.0306412j -0.00529488-0.00900453j 0.00978558+0.0174j 0.00780976+0.0116711j 0.0021632+0.0049177j 0.00130238-0.00516649j 0.00382636-0.0137663j 0.0023121-0.00928535j 0.000194722+0.00350458j 0.000636447-0.0144323j 0.00504888-0.00876028j 0.00461939+0.00650772j -0.00120679+0.00781396j 0.000979293+0.00276639j -0.00239689+0.000770295j 0.000588366+0.00229373j 0.0206245-0.00131279j 0.00982941+0.00467313j -0.0251822+0.0077637j 0.00895375+0.0125864j 0.00113875+0.0276891j 0.0158161-0.00062742j -0.0021722+0.0250971j 0.00812897+0.00800689j -0.00182842+0.0196732j 0.00420436-0.00700941j 0.0270483+0.00732253j -0.0272878+0.00540658j -0.00410571-0.0122648j 0.0147187+0.0182095j -0.00514195+0.0220626j -0.000868121-0.00908085j 0.00658671-0.0150296j -0.0101177+0.0128073j -0.00431579+0.0163456j 0.00126722-0.0050966j 0.00338799+0.00952207j -0.00154813+0.00548776j 0.0100894+0.00449651j 0.00352453+0.0019474j 0.019648+0.00266754j -0.00512783-0.00847196j -0.01136-0.00643895j 0.0124491+0.0106682j 0.00473956-0.010416j -0.00670157+0.00578648j 0.0036125-0.0218942j 0.0187674-0.00443006j 0.00694885+0.0147205j 0.0100888-0.0167921j 0.0165464+0.00474395j -0.0129999+0.0168084j 0.00241987+0.00275768j -0.00625574+0.00292046j 0.00314649-0.00278852j 0.00653501+0.0180836j 0.00259897+0.00301669j -0.000906904+0.0101006j 0.00196581+0.00290138j 0.00282112+0.00467346j 0.00411733-0.00278403j 0.00920162-0.00459169j 0.0218751+0.000965905j -0.0014019+0.000434524j -6.35145e-05-0.00192176j -0.0018255-0.0019185j -0.001447+0.00157947j 0.000996259+0.00123446j -0.0017167-0.00420701j 0.00275393-0.00015873j -0.00545092-0.00152373j 0.000184875-0.00371144j -0.00215613+0.00247576j 
-0.00189158+0.00579016j -0.00321294-0.00425658j 0.0199952-0.00114495j -0.00981923-0.00182154j -0.00203793+0.0149859j -0.00697823-0.00150937j 0.0131803+0.0047827j -0.00576024+0.00230592j 0.00753506-0.00502684j 0.0111326+0.00446035j -0.0311348+0.00927j 0.0227956+0.00176016j 0.0149854+0.000967401j -0.00734587-0.00681922j -0.00648991+5.57998e-06j -0.0102375+8.47573e-05j -0.00348384-0.00969827j -0.00543549-0.00568149j 0.00191702+0.00587089j 0.00532558-0.00149575j -0.00788104+0.00184719j 0.00791462-0.00587381j -0.000391393-0.00513721j 0.000867677+0.00976201j 0.00200347+0.00238848j 0.00285727-0.0154153j -0.0027587+0.0119095j 0.0120666-0.0019208j -0.00130306+0.0065654j -0.000107595-0.00720141j -0.0100912-0.00490973j 0.00262939-0.00949236j -0.00308616-0.010797j 0.00313392-0.00338125j -0.00127991-0.00238299j -0.00257698+0.00459567j 0.00954519+0.00352297j -0.00758538-0.00203672j 0.030978+0.00681716j -0.000184211+0.00453094j 0.0023677-0.0118514j 0.000606864-0.0212464j -0.00358392+0.0283435j 0.00745946+0.00031759j 0.000470458+0.0131085j -0.00734243-0.00317421j -0.017643-0.00575803j -0.0196045-0.01387j -0.0154988-0.0193957j 0.0273356-0.0285807j -0.000159411+0.0163265j 0.0129262+0.00310494j -0.00143901-0.0311709j -0.000167959+0.0141428j 0.0205016-0.00402043j 0.02762-0.00436501j -0.0209533+0.00530377j -0.00173574-0.00609341j 0.00370649+0.0196602j 0.0040545-0.000741719j 0.00904414-0.00660874j 0.00907408+0.00703996j 0.0178174+0.00815527j -0.000401611+0.000373797j -0.00784094-0.00589102j -0.00721749+0.00161474j 0.0100135-0.00722729j -0.00090729+0.00896766j -0.00249208-0.0167927j 0.0163026+0.00833989j 0.00602699-0.0118153j 0.0117447-0.0208789j -0.00382516-0.00440556j 0.0060222-0.0107807j -0.0152719-0.0162067j -0.00689697+0.00696424j -0.00972862-0.00595642j -0.00371941-0.00499178j -0.00683872-0.00366671j 0.00920587-0.0183681j -0.00203551-0.00137245j 0.00105076+0.00293543j -0.00368946-0.00262758j 0.00593313+0.00492265j -0.020964+0.00516651j -0.00990883-0.000797475j 0.0028642-0.0013105j -0.00151517-0.00140079j -0.00461885+0.00181656j -0.00112815-0.00304637j 0.00320002-0.00160587j 0.00634992-0.0011484j 0.00172941-0.00277823j -0.000153294+0.00464541j 0.00156996+0.00252978j 
0.00522232-0.00558781j 0.000533112+0.00863679j 0.0296691-0.00432069j -0.0202345+0.000171279j -0.00161416+0.000221409j -0.000170702-0.0058281j -0.00589495+0.00288218j 0.00604307+0.00345362j 0.0028711-0.00774377j 0.00804322+0.000471024j 0.00309095-0.0015332j -0.00580622+0.000319941j -0.0022067+0.00365996j -0.012102-0.000921901j -0.0103861-0.00516051j -0.0184987-0.00205259j 0.00729464+0.00365987j 0.00135211+0.00587604j -0.00951629-0.0063622j -0.0244197-0.000255358j -0.00308228+0.00303729j -0.00581669+0.00663084j -0.00810576+0.0129817j -0.0142983+0.00540017j 0.00316034+0.00388257j -0.00827634+0.0125138j 0.00719619-0.00710574j -0.000796874+0.00427912j 0.0010585-0.0101125j -0.00538437-0.00213622j 3.41534e-05-0.00883828j -0.00287376-0.00090244j -0.000197577-0.00523464j -0.00061306-0.00134261j 0.0107608+0.00798558j 0.00344949+0.00785243j 0.00498515-0.000722246j -0.00166833+0.0114143j -0.0132643+0.00388581j -0.00295101+0.0034405j 0.0112873-0.00136625j 0.00065447+0.00213561j -0.00672281-0.00075494j -0.0158267-0.0102043j -0.00419395-0.015577j 0.0144941+0.00856346j -0.00769115-0.0201356j -0.0075951+0.0198701j 0.000175227+0.00450651j -0.000392325+0.00423334j -0.0185434+0.00248401j -0.0219614-0.0155538j 0.00625068+0.0246854j 0.00192715-0.0300601j -0.0215609+0.013737j -0.0285442+0.00288275j 0.00365257-0.0209663j -0.00126799+0.0104553j 0.00420834+0.000218636j 0.00494948+8.08137e-05j 0.0117613+0.002072j -0.00488632-0.00481711j -0.00057393-0.000272816j -0.00772931-0.00986597j 0.0159688-0.00423041j -0.00625449-0.0110766j -0.0015259-0.00546173j -0.0109608+0.00756429j -0.0141928-0.000664733j 0.0114961+0.0149865j 0.00151108-0.00412087j 0.016609-0.0184899j 0.000956444+0.00637006j 0.00576914-1.37668e-05j 0.0031077-0.00212134j 0.00524517-0.013105j 0.00123799-0.0125678j 0.00136968-0.0142453j -0.00116568-0.00712284j -0.00802666-0.0129899j -0.00230871-0.0114215j 0.000708416+0.00333159j -0.00521861+0.00342253j 0.00418399+0.00649026j -0.0257017+0.00823115j -0.0101513-0.00682924j 0.0100854+0.00204012j -0.00092938-0.00285868j -0.00625319+0.00277952j 0.00491884-0.00403007j 0.0063179+0.0072795j 0.00156587-0.0038189j 0.000696573-0.00189506j -0.00233431+0.00482689j 0.00296684-0.00306512j 
-0.00164467+0.0086823j -0.00333549-0.00784234j 0.0162736+0.00360713j -0.0074206+7.24234e-05j -0.00635643+0.0295269j 0.00786992-0.00424153j 0.00256481+0.000179867j -0.00430791+0.00469065j 0.00500609-0.00102923j -0.028246+0.0156802j 0.0260032+0.00981751j -0.0107081+0.00102102j 0.0118834+0.0220008j -0.00576822-0.00605677j -0.00100177-0.00404988j -0.0147687+0.00366501j -0.0198346+0.00141609j 0.0052112-0.00750518j 0.00151287+0.0131367j -0.00160383+0.00185564j -0.00239796-0.017672j 0.021596+0.0267808j 0.0142189+0.00263936j -0.00513168+0.0116123j -0.00413117+0.0260215j -0.00525599+0.0261265j -0.00403716-0.00190205j 0.00394628+0.000758689j 0.0025023-0.0107339j -0.00175261+0.0133994j -0.00398338+0.00940041j 0.0127705-0.00850746j -0.00242973-0.00490672j -0.000474337-0.00289637j -0.00578168+0.00405785j -0.00764056+0.00288609j 0.00882771-0.00718071j -0.0130138-0.000186077j -0.00642871-0.0165197j -0.0366324+0.0057942j -0.00220196-0.00850096j -0.0119672-0.0388207j 0.000897844-0.0220139j -0.0323617+0.00812403j 0.00475393+0.00809461j -0.0224483+0.0125779j 0.0120655+0.0097982j 0.0105634+0.00690725j 0.011424+0.0347961j -0.0168413+0.0263141j 0.00299319-0.00463662j 0.00286741+8.8577e-05j -0.00522822-0.0198259j -0.00402626+0.0101396j -0.00403754+0.00689738j 0.0174456-0.00368775j -0.015759+0.00391404j -0.00150176+0.0047628j 0.00228582+0.0101195j 0.000798783-0.00624756j 0.000384446-0.00117984j -0.0162236-0.00556635j 0.0148556+0.00638871j -0.00884609+0.000783422j 0.00371958-0.00971746j 0.006521-0.0041004j -0.00278137-0.0122404j -0.00953345+0.00730864j 0.00269806-0.00538286j 0.000499466+0.00114212j 0.0050168+0.0139071j -0.0023824+0.000908286j 0.00708798+0.0104586j -0.0124116+0.0184188j 0.00728635+0.0147238j -0.00116635-0.00283095j 0.00990924-0.00796445j 0.00677267-0.00203273j 0.0045851+0.00972738j -0.0125773+0.000483359j -0.00650565-0.0075108j 0.000905718-0.00244904j -0.00969665+0.00184623j -0.000726929-0.00261649j 0.00140212+0.00341498j 0.00122718-0.000510892j 0.00730821-0.00241657j -0.00188496-0.00859948j -0.00956149+0.00476688j -0.00702669-0.0069191j 0.00819246-0.0019295j -0.00121291-0.00113325j -0.00571889-0.00221464j 0.00270608+0.00206854j -0.00103901+0.00389094j 
