0.0137592+0.00403836j 0.00172593+0.00939735j 0.00544625-0.00481656j 0.0187858+0.00208122j -0.00703842-0.00580121j -0.00870281-0.00537595j -0.00235062+0.00597098j -0.00086002+0.00339554j -0.0010351+0.00242655j 0.00833108+0.00923217j 0.00671606+0.0062751j -0.000933588+1.92095e-05j -0.00516859+0.00741697j 0.00496724-0.00793641j 0.0054245-0.0040077j -0.0033443+0.0069758j 0.00565759-0.0044371j -0.00646721+0.00233516j 0.0111729-0.00921855j -0.0068154-0.0152383j 0.000456839+0.0106149j -0.00221248+0.00427623j 0.00761747+0.00407928j 0.000790292-0.00620621j 0.00461851-0.000130604j -0.000927319+0.00566048j -0.00151232+0.00383952j 0.0023505+0.000840531j 0.0060069+0.00487972j 0.00165281+0.000266641j -0.000963795+0.000249594j -0.00305492-0.000324389j 0.00366211-0.00222324j -0.0033214+0.010303j -0.00250738-0.00332208j 0.000616918-0.0150262j -0.000564281-0.00696425j 0.00190623-0.014499j 0.0026889+0.00407771j 0.00184439+0.00671332j 0.00219617+0.0056357j -0.0019469-0.0111983j -0.00210131+0.00402567j -0.0101325+0.00350119j 0.00151144-0.00338264j 0.000498082+0.00319153j 8.18213e-05-0.00572233j -0.000495612+0.00149197j -0.00685911+0.0026548j 0.000944798-0.00189656j -0.00417584+0.00821103j 0.00387467-0.00019804j -0.00178683+0.00303322j -0.000386441+0.00265339j 0.00394473-0.00820064j -0.00350596-0.00432237j 0.00245482-0.00505539j -0.00129759-0.00806729j -2.16466e-05+0.0118609j 0.00831519-0.00523723j 0.00273597-0.00928707j -0.00129965-0.00527966j 0.00463908+0.00556713j 0.00257724-0.00103498j 0.00227859+0.000768684j -0.00353422+0.00053686j 0.00907078+0.00168612j 0.000773641-0.00512075j 0.000495124+0.00316765j -0.00312758+0.000196884j 0.00296079+0.00213937j -0.00291164-4.40968e-05j 0.000349784-0.00307946j -0.00161335-0.000573877j -0.000497399-0.000559663j -0.00212377+0.00102859j -0.00144596-0.000211859j 0.00267151+0.000385165j 0.00194448+0.00274207j 0.00247845+0.00630383j 1.92856e-05-0.00580149j -0.00276226-0.00584163j 0.00165567+0.00325145j -0.00307316-0.0057604j 0.00745196-0.00559791j 0.00390185+0.00762181j 0.000227012+0.0165364j 0.00185217-0.00408479j 0.00247616+0.000475974j -0.0110594+0.0440385j 0.00152564+0.00256773j -0.00443751-0.0212408j 0.00951626+0.0209707j -0.0481131+0.0298368j 0.0452411+0.0280126j 
0.00592398+0.00472675j -0.00448423+0.00261919j -0.00384176+0.000747806j -0.00327953-0.00160277j 0.00511059+0.00058758j -0.0025508-0.00149269j -0.00354326-0.00636056j 0.00119109+0.00225676j 0.00228582-0.00522685j -0.00483586+0.00413911j 0.000500924+0.00609517j 0.018658+0.00185012j -0.00840262+0.000224425j -0.0146158-0.000149547j -0.00534794+0.00422489j 0.00418393-0.0077802j 0.00443891+0.000622826j -0.00328477+0.000891634j 0.00678404+0.000452318j -0.000877951+0.00606276j 0.000497225+0.0109378j 0.0020463+0.0152198j 0.00461342-0.0118123j 0.000214652-0.00893442j -0.0064435-0.004626j 0.00364306-0.019775j -0.002195+0.0175929j -0.00861728-0.00400263j 0.00689536-0.00762591j 8.94718e-05+0.0278301j -0.00725444-0.0048006j -0.00123065-0.02007j 0.00494652-0.00147774j -0.00135623+0.00967996j 0.00193193+0.00453131j 0.00647077+0.00831864j 0.0028114+0.0129229j -0.00689168+0.00545577j -0.00154778-0.00447448j 0.00175026+0.00537697j 0.00814023-0.00470223j -0.00151794+0.00127692j -0.00034109-0.00485048j 0.00320581+0.00184707j -0.00181258-0.0100841j 0.00196714-0.00532602j 0.000522093+0.0027572j -0.00140781-0.0168215j -0.00425047+0.000310682j 0.00709089+0.00474122j 0.0017334+0.0176258j 0.00724611+0.0111434j 0.00375991-0.0148727j 0.00441072-0.0280099j 0.000577166-0.0189748j 0.00476678-0.00365018j 0.00558422+0.0040016j -0.00427784+0.0030661j 0.0041395-0.000850323j 0.0017852+0.00300556j -0.00928781-0.00510596j -0.0013689+0.00173912j -0.0106699-0.00385599j 0.0112685-0.00297074j -0.0164827+0.00126397j 0.0117752+0.0109039j 0.00661429+0.0111329j 0.0114292-0.0199174j 0.00152781-0.0155256j 0.0089706-0.00310404j 0.00276734+0.00017078j 0.00537894+0.000875539j -0.00013216-0.0061824j -0.00464904+0.00802486j 0.00204263+0.0172102j -0.00218039+0.00891068j 0.0041342-0.0176818j 0.00949235-0.0147961j 0.0162238+0.0286357j -0.0173678+0.00250231j 0.00853248-0.0155093j 0.00394353+0.0313551j -0.0389115+0.00885106j -0.00778553+0.0124509j 0.00415758+0.00302417j -0.010041-0.00245821j 0.0279954+0.00949044j -0.0010681-0.00396422j -0.00204781+0.0066174j -0.00212748-0.00943299j -0.00313605-0.00824597j 0.0044553-0.00674463j -0.00762482+0.00343064j 0.0118932+0.00337127j 0.00663234-0.00564194j 
0.00859337+0.0123839j -0.00182838+0.0115101j 0.00255393+0.00184715j -0.00335593+0.00237093j 0.00684517+0.00157382j -0.00279927+0.00995189j 0.00746131-0.00471905j -0.00712843-0.00537004j 0.000804305-0.000177272j -0.00841466-0.00315629j -0.00219139-0.000778234j 0.0133672+0.00246576j 0.00176373+0.00661555j -0.00534464-0.00320312j -0.00450852+0.00774062j 0.00855849+0.00118738j 0.0063046-0.00329854j -0.00861357-0.00115246j -0.00701661+0.00160051j -0.00267438-0.00748976j -0.0110154-0.00526174j -0.00812589+0.00980797j 0.00271692+0.00235865j 0.000474113+0.000769999j 0.00130124-0.00971149j 0.00357434-0.0145578j -0.0048143+0.000514531j 0.0021035-0.00426026j 0.0136445-0.00902807j 0.00633316-0.0134902j -0.00562306-0.0100323j -0.00270955+0.00647093j 0.00927986+0.00106406j 0.00678209+0.00993488j -0.0012946-0.00610232j 0.00370581+0.00183183j 0.00590998-0.00756447j 0.0138295+0.0115582j 0.00312369+0.00303456j 0.00235183+1.98873e-05j -0.00215857-0.00819546j -0.00279926-0.000626206j -0.0028943+0.00810506j 0.00663517-0.000512938j -0.00473741-0.0115891j -0.00130417+0.0170592j -0.00320671+0.000170871j -0.00546664-0.0219837j -0.00511582-0.00264785j 0.0118055-0.00790292j 0.00281814+0.00849453j -0.00472493+0.000987348j 0.00202948-0.00324344j 0.00567385-0.0112604j -0.00422368+0.00213104j -0.00277514-0.00589911j 0.000668173-0.0081322j -0.00267498+0.0200918j -0.00580018-0.0154633j 0.0140908-0.00445015j -0.0241615-0.013386j -0.0172167-0.00644871j -0.00404237+0.0120238j -0.0146648+0.0139953j -0.0177383+0.00228943j 0.0103565+0.00985864j 0.0105541+0.00109989j 0.00937058-0.009398j -0.00456765-0.0154484j 0.0159299-0.0162134j -0.00335419+0.011857j -0.000140104-0.00495017j 0.00532419+0.00181467j -0.0122515+0.00805061j 0.0185244+0.014041j 0.000582483+0.0125297j 0.00335246-0.0164256j 0.0136853-0.0406176j 0.00812527+0.0438476j -0.0073764+0.0204764j -0.0183515-0.0138671j 0.00675074+0.0148505j -0.045993-0.00440927j -0.0335809+0.00757782j 0.0122656-0.00684526j 0.00020446+0.000710165j 0.0103713-0.00574691j 0.0044884+0.00717489j 0.0111877-0.00911361j -0.000659817+0.0137244j 0.00154403+0.0075288j 0.00400411+0.0135208j 0.0195814+0.000940586j -0.0131911-0.00185594j -0.0101013+0.0062851j 
-0.00576611-0.00535409j 0.000749365-0.00469432j -0.00518034+0.00200341j 0.00386094-0.00385431j -0.00340645-0.00117361j -0.00494315-0.000844384j 0.00530265-0.00180562j 0.00796404-0.000891154j 0.00654483-0.00264575j 0.00332963+0.000846925j -0.00246444+0.00551038j -0.011374-0.00484954j 0.00695316-0.00441386j 0.0130301-0.00271824j 0.000353283+0.00457179j -0.00300095-0.00582327j 0.000327663-0.00442889j 0.00614838+0.00214606j 0.00352109-0.00544856j 0.00277994-0.00371702j -0.000784281-0.00184317j 0.00390719-0.00537019j 0.000519725-0.00053974j -0.00502951+0.00916503j 0.00385304+0.00350554j 0.00792996+0.00175008j 0.00969539-0.00406345j 0.00398556+0.00267565j -0.0102873+0.00836828j 0.00190616+0.000226845j 0.00244318+0.000811904j 0.0109751-0.00370121j -0.00331941-0.00548094j 0.000812484-0.00576858j -0.00356214+0.00175145j -0.00536991+0.00542388j 0.00369745+0.00304586j -0.00344858-0.00648089j 0.0228423-0.00647072j 0.00224965-0.00298893j -0.00983271-0.000435906j 0.005705-0.00719567j 0.000958232+0.014268j 0.0107533-0.0122345j -5.186e-06+0.0112549j -0.00557626+0.0115292j -0.00706315+0.00408676j 0.00450403-0.026663j -0.00178799+0.0126379j 5.88674e-05-0.0037952j -0.00470558+0.018847j 0.0137547+0.023105j -0.0022008+0.0112418j -0.00763172+0.00950857j 0.0186051+0.00684193j -0.00382404-0.00390936j 0.000643511+0.00152792j 0.00225221+0.0184496j -0.00660779-0.0158547j -0.00215841+0.0109468j -0.00239624+0.0158639j -0.0366591-0.000111815j -0.0096045-0.00203668j -0.013125-0.0120047j 0.00629715-0.00679886j 0.00543628-0.0338411j -0.0146318-0.0100256j -0.00719861+0.011672j -0.00749762-0.00447595j 0.0105826-0.00245691j -0.0299525-0.0297653j 0.0193431+0.0145237j -0.000659013+0.0249471j 0.0397278-0.000960932j 0.0133791-0.00456258j 0.0475847-0.0204293j 0.0110422+0.028977j -0.0217411-0.0662551j -0.0156602+0.0672606j -0.0200339+0.0348661j -0.0212736-0.0140224j 0.00344988-0.0193543j -0.040543+0.00620541j -0.0597253+0.00535952j -0.00144782+0.00372076j 0.0281232-0.0148847j 0.0119969+0.00554101j 0.00734416-0.00428712j 0.00620462+0.00194625j -0.0188663-0.00083917j 0.0130551-0.00359351j -0.0142333-0.000315333j -0.00999084+0.0024347j 0.00235551+0.000252585j 0.00288622-0.000645446j 
-0.00608523-0.00260653j -0.00187383-0.0077548j -0.00359546+0.000982769j 0.00308469-9.23432e-05j 0.000485748+0.00203428j -0.00103109+0.00103632j -0.0106822+0.000888596j -0.00154989+0.00382392j -0.000885621-0.000333786j -0.0137459+0.0044286j 0.00780677+0.0029772j 0.0367828+0.00316216j -0.0170402-0.00201276j -0.023461-0.000210424j -0.001782-0.0039503j 0.000658415-0.00374811j 0.00625302-0.000192305j 0.00194168-0.00117714j 0.00382456+0.00332644j 0.00182417+0.00135143j 0.00342623-0.00364555j 0.00565815+0.000128087j 0.00315806+0.000106361j -0.010867+0.00588248j 0.00373944+0.0068568j 0.00167119+0.0166092j -0.0189997-0.00496145j -0.0374679-0.0015609j 0.0105199+0.0145334j 0.00206245-0.0385143j -0.0069948+0.0100773j -0.00507067+0.0183999j -0.00706908+0.00391326j -0.00343562+0.000593101j 0.00282994-0.0108665j -0.00343781-0.00208218j -0.00114283+0.0057469j -0.00257293-0.00413065j 0.00444444-0.00983825j -0.00325301-0.00622382j -0.00053928-0.00993252j 0.000185853-0.00182457j 0.00262984-0.000369243j -0.00180029+0.00763725j 0.000992976-0.0126618j -0.00319761+0.0240611j 0.00380071+0.0216239j 0.00133131+0.00524727j 0.00897832-0.0168142j -0.00434317+0.00846987j -0.00124997-0.00344024j 0.00305761+0.0122424j -0.00643246-0.00800005j -0.00472865-0.00924946j 0.00761912-0.00703737j 0.000610069+0.00596067j -0.00230207+0.00512518j 0.00276749+0.00275279j 0.000423393+0.00184161j -0.00270755+0.00394994j 0.00590452+0.000928721j -0.00626311+0.00270554j -0.0051583-0.00023191j 0.00126276-0.00368568j -0.000551839-0.00524086j -0.00184298-0.00873017j 0.000944977+0.0034783j 0.00292278-0.0004454j 0.00158867-0.00272882j 0.00392611+0.000290042j -0.00521046-0.0114478j 0.00536401+0.00249491j 0.00575616+0.0131431j 0.00866237-0.00161404j 0.00113611-0.0145005j 0.0156895-0.00902873j -0.00467132+0.00672245j -0.00799092-0.00937457j -0.00996726-0.000965511j 0.0039566-0.00465781j -0.000386714-0.00282368j -0.00245272-0.0041333j 0.00013662+0.00237092j -0.00124658+0.00245331j -0.0136189-0.000529322j 0.00366614-0.00135008j -0.00139681+0.00325176j 0.00112957+0.0121899j 0.0100224-0.00180381j -0.000260811+0.00375574j -2.35888e-05-0.00169747j 0.00363051-0.00486424j 0.000890478-0.00213195j -0.00263884+0.00177462j 0.0045741+3.95118e-05j 
0.000761574+0.002092j -0.003235+0.00626672j 0.0026965+0.000730128j 0.000576277-0.00159782j 0.00153096+0.000727772j 0.00151997+0.00226778j -0.000966158+0.00168435j -0.00353484+0.0011953j -0.00677205+0.00359498j -0.00670665+0.00165423j -0.00450828-0.00363281j -0.0100997-0.00165882j 0.00690045-0.00533323j 0.00571582-0.00103144j 0.00180652+0.0016078j 0.000457747-0.0060321j -0.00456866+0.00385955j -0.00642434-0.00225491j -0.00273621+0.00411691j 0.00427542-0.00418167j -0.00132555-0.000383004j -0.0037002-0.0128709j 0.000723957-0.00847608j -0.00825184-0.00877791j 0.000836252-0.00421901j 0.00270764+0.00436354j 0.00252916-0.000531521j 0.00600681+0.0016366j -0.00278045-0.0128138j -0.00191385+0.0336133j 0.00416229-0.00644539j -0.0050362-0.0144793j 0.00379759-0.014487j -4.98807e-06+0.00129004j 0.00172724+0.00491064j -0.0012509-0.0018351j -0.00303751-0.00319164j 0.00391259+0.0043193j -0.00120404-0.00123382j 0.00123958+0.00384829j 0.000243533+0.00508472j 0.000601246+0.00599794j 0.000503456+3.72104e-05j -0.00178684-0.00663887j -4.34865e-05+0.000247018j 0.002676-0.00933083j 0.00525627-0.00202337j -3.67824e-05+0.0013269j 0.00483727+0.0125788j -0.00817509+0.000998006j 0.00261544-0.00671642j -0.0029991+0.00162686j 0.000294046-0.000707286j -0.00141886-0.00221105j -0.00298245+0.00251982j -0.00290344+0.00296509j -0.0042652+0.002258j -0.000493672+0.00190586j 0.000790777+0.00250762j 0.000498273-0.0021346j -0.0104923-0.00546472j 0.00985427-0.0023078j 0.00273793-3.17714e-05j 0.00288347+0.0107013j -0.00712618+0.00625598j 0.000830955+0.0122121j 0.00734722+0.00855766j 0.014268+0.00050359j 0.0037723-0.00516319j -0.00105555-0.0106348j -0.00561551-0.000106952j -0.0039627+0.000969572j 0.00459256+0.00593473j 0.000793478-0.0019937j 0.00286386-0.0133124j 0.0013465-0.00766546j -0.00818563+0.000343365j -0.000721419-0.00581513j -0.00329012-0.0111998j 0.00586121-0.0110941j -0.000792772-0.000927516j -0.00195294+0.00398804j 0.00642712+0.00034647j -0.000540654-0.000875443j -0.0121496-0.0017071j -0.00338917+0.00592749j 0.000273752+0.00545015j -0.00455687-0.0174199j -0.0196139+0.00493101j -0.0023794+0.00411497j 0.00214096+0.00479394j 0.00178713+0.00605249j 0.0122663+0.00239901j -0.00778017+0.00134812j -0.00278581+0.0012225j 
0.00184148+0.0100139j -0.00251483+3.04492e-05j -3.65264e-05+0.000407954j -0.00129865+0.0036233j 0.00448006+0.000564467j -0.00179529+0.0114835j -0.00345491+0.0138438j -0.000817495+0.00666383j -0.00508303+0.00188143j -0.00744613-0.0108919j -0.00691407-0.00384431j 0.00336522-0.00144478j 0.00265182-0.006008j 0.0016114-0.000782812j 0.000637429+0.00876809j -0.00280647+0.00717668j -0.00114823-0.00416065j -0.0090118+0.00451788j -0.000380553-0.00608654j -0.00485161-0.0111772j 0.00503074+0.00346776j -0.00373793-0.0319739j 0.00229161-0.00388109j -0.00469006+0.011326j -0.00072411-0.0130916j 0.00457046+0.0266746j -0.0111431-0.0153764j -0.0166943+0.0086357j 0.00762647-0.0188332j 0.00243019+0.0605353j -0.00145797-0.00450775j -0.00396921-0.0217042j 0.00240523-0.0386774j 0.000335083-0.00326676j 0.00307737+0.0170896j 0.00075645-0.0183246j -0.00126645-0.00909058j -0.000424142+0.000629833j 0.00116715+0.0102483j 0.00144499-0.00949278j -0.00271062+0.000285886j 0.00397781+0.00225735j -0.00118238+0.00248552j 0.00426192-0.0115954j 0.00116563-0.00643262j 0.00175283+0.0182103j 0.00123561+0.0111242j -0.00160473+0.000445327j 0.00387936-0.00552615j -0.00620409-0.0101972j 0.000286935-0.0132551j 0.00121409-0.00509118j 0.00331352+0.00800731j -0.00036434+0.0189079j 0.000652331+0.0148683j -0.00679144+0.00326909j -0.00172815+0.0010261j -0.00111887+0.0055282j 0.00248085+0.00391502j -0.00108374+0.00250485j -0.00865188+0.00255963j 0.00497246+3.38136e-05j 0.00334747-0.00573169j 0.0102674+0.00725511j -0.00519611+0.00449456j -0.00201524+0.00931337j 0.00745177+0.00445836j 0.0117489-0.00213745j 0.003393-0.00778915j 0.00250461-0.00322474j -0.00865614-0.00685147j 0.00123395+0.00258448j -0.000872581+0.00531294j 0.00834672-0.00733609j -0.0024279-0.008516j 0.00587155-0.00248842j -0.00907361-0.000420851j 0.0029067-0.0090378j 0.0027519+0.00450561j -0.00121846-0.00926447j -0.00113536-0.00331477j -0.00156809+0.00937877j -0.00397515+0.00382337j -0.00708211+0.00214112j -0.00336984-0.00376149j -0.00524188+0.00357256j 0.0113092+0.00388214j -0.00640619-0.0360115j -0.0348241+0.0100928j -0.0040376-0.00433847j 0.004353+0.00430668j -0.00208679-0.0040374j 0.00165605-0.000787268j -0.00262053+0.000611804j 0.00324595-0.000874504j 
-0.000284576+0.00475494j -0.0109663+0.00062252j 0.00568511-0.00105392j 0.000483919+0.000395712j 0.0142164-6.79693e-05j 0.00213446-0.00685562j -0.00697881-0.00930946j -0.00449687+0.00104681j -0.0139132-0.00729866j -0.0122733+0.00543199j -0.0107394+0.00423722j -0.0161776+0.00299733j 0.00729122+0.00643637j 0.0086392+0.00595846j 0.00623504-0.00315228j -0.00722985-0.00432579j 0.00118936+0.0101286j -0.0187492+0.00600329j -0.00341704+0.00624648j 8.53293e-05+0.00838795j 0.0143617-0.00103291j -0.00573102+0.00979247j 0.00489716-0.00291083j -0.0246167-0.0195366j -0.00754181+0.000951931j 0.00945355-0.0115913j 0.00974942+0.00836455j -0.00208611-0.00996049j -0.0066775+0.00805723j -0.00785531-0.0243822j 0.00153455+0.0103255j -0.0030545+0.00468452j 0.00410279+0.00593804j -0.00712001+0.0124713j -0.000237582-0.0147539j -0.00243887+0.0104296j -0.00119343+0.0051936j -0.00300931+0.00748402j -0.0107287-0.014539j -0.00253759+0.00436175j 0.00777818+0.00317392j -0.00290903+0.0100807j 0.000391934-0.0125922j -0.00726178-0.00172132j -0.0013766-0.0104482j 0.00891332-0.00588585j 0.00799683-0.00532807j 0.000893117-0.00471555j 0.0117148+0.0246367j -0.0194591+0.00782284j 0.00263054-0.00331261j 0.00541172+0.00953171j -0.010366+0.0020903j -0.00366388+0.00712652j 0.00580815+0.000642396j 0.00175579+0.0127278j -0.0132143+0.0170544j -0.00199438+0.00362333j 0.00510864+0.0151835j 0.000542713+0.00710772j -0.00253237-0.0104295j 0.0100016-0.00634982j -0.00613602-0.00279873j 0.0171006+0.0105211j -0.0138796-0.00250476j -3.81842e-05+0.0129695j 0.0230001+0.0171204j 0.0308063-0.0119163j 0.00400754-0.0140479j 0.0118422-0.0221863j -0.0180515-0.0248287j 0.00215794-0.00071735j 0.0136466+0.0299234j 0.0053082-0.00811587j 0.0109637-0.0366721j 0.0189371-0.0220552j -0.018178-0.00320888j -0.0142557-0.0155578j -0.0202767-0.0166961j 0.0140789-0.0290033j 0.00242937-0.00330976j -0.0104789+0.00787516j 3.46837e-05+0.00202123j 0.00901859+0.00966024j -0.0391039-0.00195697j -0.00565846+0.00979327j -0.00480485+0.0126869j -0.000506362+0.0145703j 0.00483703-0.00397626j 0.00214586+0.0127793j -0.00486549-0.00026232j 0.0145307+5.618e-05j 0.0223176-0.000597234j -0.0100668+0.00476532j 0.00417985-0.000313405j 
-0.00172353-0.000678411j 0.00238443-0.00317565j 0.00100674-0.00186546j -0.00108516+0.00127874j 0.00207383-0.0153682j -0.00112128+0.000844136j 0.00114997-0.0100547j 0.00125341-0.0140392j -0.00306519-0.00124512j -0.000224549-0.00220036j -0.00239409-0.00309959j -0.00900071+0.00401188j 0.00371535+0.00244363j 0.00574862+0.00366269j 0.000883332-0.000564699j -0.000231235-0.00519059j 0.00288483-0.00107892j -0.00346409+0.00452046j -0.00185366-0.00279246j -0.0031584+0.00123889j 0.00524775+0.0196575j 0.00319465-0.00164912j -0.00027146-0.0260802j 0.00224157+0.0164985j -0.000699087+0.0196864j 0.00214214+0.0278665j -0.00151033+0.0218825j -0.00392092-0.00480281j -0.00361481-0.000167239j 0.000999065+0.0114796j 0.00198994-0.0276949j -0.00454076-0.0172656j 0.00233055-0.00185981j -0.00465881-0.0105295j 0.00213307-0.00725407j 0.00182393-0.00348808j -0.000369807+0.00716324j -0.00260809+0.00402328j 0.000997886-0.0035986j 0.000481425-0.0129254j 0.0014409+0.00509828j 0.00509-0.000562087j 0.00276991-0.00344706j 0.00195359+0.000996036j 0.000525426+0.00388829j -0.00115077-0.00639308j 0.000833126-0.00350771j 0.00421774-0.00379509j 0.000285613+0.00498583j -0.00168212+1.76713e-05j -0.000120586+0.000543447j 0.00569588-0.000147563j 0.00329437+0.00344684j 0.000313698+0.00748806j 0.00235193-0.00640109j -0.00140647+0.00274064j 0.000210907-0.000231484j -0.00475622-0.00182352j -0.000420866+0.00324198j 0.00335161+0.00361318j -7.59287e-05-0.00355825j 0.005964-0.000416872j -0.00230906+0.00426651j 0.00132581-0.0051774j 0.00140815+0.00284623j -0.00419363+0.00573684j 0.00306945-8.39653e-05j -0.00279145+0.00156617j 0.00344509+0.00525799j 0.000912668-0.000150929j 0.000218365-0.0063047j -0.00491831+0.0015533j -0.00165174-0.00112552j 0.00521222+0.0030856j 0.00484192+1.49014e-05j -0.0053929-0.00152846j 0.00433344-0.00393214j -0.00182367-0.000486113j -0.000417356+0.000874947j -0.00067686+0.0032158j 0.00365808-0.000328222j 0.00442231+0.00462481j -0.00460196-0.00469104j -0.00330203+0.00685608j 0.00122353-0.000231553j -0.00309527+0.00245749j 0.00649463-0.00100577j -0.0120166-0.0220197j -0.0219154+0.0138369j -0.00174962-0.00126965j 0.000328615+0.00381499j -0.0045941-0.000503787j 0.000336676+0.000791274j -0.000637696-0.000501503j 0.000731177+0.00125238j 
0.00573394+0.00881177j -0.0114112+0.0112516j -0.0055406+0.00501175j 0.00303383+4.77754e-05j 0.00130745+0.0138576j 0.00893001+0.000260456j -0.0138599+0.0111994j 0.001578+0.000363329j 0.026239-0.00230446j 0.00324326-0.0102247j 0.0161137-0.00164638j 0.0246769+0.000915385j -0.0237025+0.0022067j -0.0203469+0.000317757j -0.00470882+0.00549775j 0.00710579+0.00589679j 0.000235396-0.00113744j 0.0137952+0.00112895j 0.000352041+0.00431614j 0.00748108-0.0017592j -0.000704858-0.00667652j -0.00524976-0.0271315j 0.000451487-0.00235136j -0.00571915+0.00473694j 0.000353186-0.00406875j -0.00327004+0.0141178j 0.0106739-0.0165868j 0.0207726+0.00544336j -0.0120244-0.00267749j -0.00172372+0.000208409j 0.00210503+0.00696841j 0.00289741+0.0149177j -0.00227809-0.018484j 0.0073612+0.0127768j -0.000880141+0.0128715j 0.00105756-0.00892962j -0.00772094-0.0115362j -0.00192561-0.0118603j -0.0109224-0.00399293j -0.00130094+0.0053064j -0.00487258-0.0066355j -0.00779384+0.00393261j -0.00247895-0.00580148j -0.00513042-0.00707022j 0.00201888-0.00825083j 0.00786468+0.0183915j 0.00635759+0.0153509j -0.00578983+0.0103905j 0.00376588-0.00996163j -0.00539545+0.00745575j 3.12936e-06+0.00229682j -0.00311117+0.0116577j 7.65668e-05-0.0120176j -0.00635063-0.0192018j -0.00196449+0.00106311j 0.00130695+0.00278277j -0.00472919+0.000215579j 0.00389055-0.0014089j 0.000268044+0.00323224j -0.00121261-0.00886056j 0.000421291+0.00374375j -0.00163878+0.00792715j 0.00460576-0.0104488j 0.00966492+0.00432489j -0.0210865-0.0042233j 0.0189572+0.00218994j 0.00944572+0.0122303j 0.0189841-0.0120746j 0.00715592-0.027918j -0.00225535-0.0146315j -0.0025525+0.00275654j 0.00652738+0.00463802j 0.00349016+0.00199403j 0.00310211-0.00409056j -0.0111903-0.00893752j 0.0066405-0.00234997j -0.00535698+0.000704265j 0.00241125-0.00277698j -0.00314019-0.00250304j 0.0043017-0.0184582j -0.00923721-0.00622173j -0.00455-0.00408435j 0.00266704+0.00119642j 0.00701272-0.00162606j -0.0103515+0.00319083j -0.00529173+0.00685452j 0.000711111+0.000614636j 0.0010283-0.00730574j -0.00625181-0.002263j -0.00723592+0.00509355j 0.000997114-0.0042977j -0.000879533+0.00396141j 0.00744187+0.00228769j 0.000176195+0.00238637j 0.00268915-0.00125933j 
8.34454e-05-0.00840151j 0.00219941+0.00802489j 0.000794285-0.00334166j 0.00142787-0.00160886j -0.00133404-0.0183195j 0.00113439-0.00257638j -0.00457636-0.0215092j -0.00427548-0.00678528j 0.00353862+0.00455574j -0.00646747+0.0047356j 0.00884237-0.002097j 0.0203367-0.000466607j -0.0137377-0.0034569j -0.0176815+0.00938607j -0.00219008-0.00193988j 0.00536612-0.00707005j 0.00597092+0.000967323j 0.00311842-0.00122346j -0.000527674-0.00142325j 0.00502047+0.00210374j -0.00192451+0.0162309j -0.00120525-0.00396837j -0.00149346-0.0365948j 0.00128786+0.0127252j 0.00147526+0.0316632j 0.00364277+0.0360053j 0.0121553+0.0419131j 0.0124942-0.0166184j -0.00609524+0.00276987j 0.00183829+0.00489997j 0.00174634-0.0376125j 0.00012942-0.0171887j 0.00527202-0.00438788j -0.00243519-0.0103471j -0.00193281-0.0131916j -0.00153213-0.00148663j 0.0014228+0.0127198j 0.000999416+0.00257855j 0.00787629-0.0136747j 0.00141242-0.0147315j -0.00308296-0.00787353j 0.00507039-0.000314631j 0.00486349+0.00253574j 0.000747541+0.00666936j 0.000302841-0.00532833j 0.00233796+0.00638821j 0.00395979+0.0114496j 0.00462761+0.0111046j 0.00364969-0.0151031j -0.00256757+0.00402776j -0.00355528-0.00289406j -0.000619878-0.00261371j 0.0028967+0.00310259j 0.000260995-2.34214e-05j -0.00169744-0.0118652j -0.00532331+0.0127308j 0.00151227-0.00213337j -0.00415941+0.00282197j 0.000461696-0.00341122j 0.00619387-0.000834014j -0.00921189-0.0119395j 0.0144924-0.00128169j -0.00808257+0.0104116j -0.00639257-0.00355821j 0.00399405+0.0145358j -0.00937716+0.00956099j 0.00431534+0.00587185j -0.00120537+0.00318665j 0.00250764+0.0099532j -0.00271093+0.00459774j -0.00130336-0.00536185j -0.00608349+0.00129404j -0.00550044+0.000827806j 0.0021893-0.00199288j 0.00211209+5.45014e-05j -0.00285742-0.00091915j 0.00438639+0.00239647j -0.00430475-0.00190408j -0.00133836-0.00192936j 0.00192444+0.00479211j 0.0037495+8.68478e-05j 0.00528734+0.000463633j -0.000874669-0.00282771j -0.00647107+0.00389554j 0.0019196-0.00119443j 0.00055792+0.0034816j 0.00317406-0.000508569j -0.0149241-0.024985j -0.0245772+0.0159393j -0.00467353-0.00164925j 0.00371563+0.0042452j -0.00525549+0.00721437j 0.00349897+0.00246538j -0.0010858-0.000962669j -0.00535154+0.000620075j 
