-0.3599-0j -0.00769406-0j -0.296902-0j 0.288105-0j -0.265558-0j -0.181815-0j -0.00650402-0j 0.371997-0j -0.00593733-0j -0.183699-0j -0.173193-0j 0.252091-0j 0.168061-0j 0.316233-0j -0.00424183-0j -0.0535789-0j 0.343105-0j 0.103982-0j 0.220365-0j 0.225928-0j 0.139297-0j 0.0372795-0j -0.0489454-0j -0.00103816-0j -0.0396503-0j 0.0384754-0j -0.0349683-0j -0.0331738-0j -0.000856442-0j 0.0489841-0j -0.000766025-0j -0.000524461-0j -0.0237005-0j 0.0325244-0j -0.0305973-0j 0.0407999-0j -0.0117769-0j 0.0296906-0j -0.000529896-0j -0.000499591-0j 0.0428611-0j -0.0126207-0j 0.0285741-0j 0.0275283-0j 0.021212-0j -0.000154553-0j 0.037631-0j 0.0176793-0j 0.016406-0j 0.0196672-0j 0.00921405-0j 0.00207053-0j -0.032813-0j -0.00473614-0j -0.000691675-0j -9.98346e-05-0j -0.0262098-0j -0.00378305-0j 0.0254331-0j 0.00367095-0j -0.0228778-0j -0.00330212-0j -0.00056032-0j -0.0214002-0j -8.08753e-05-0j 0.0320475-0j -0.0148265-0j -0.00308885-0j 0.00462566-0j -0.00214002-0j -0.000494156-0j -0.015289-0j -7.13253e-05-0j -0.000468798-0j -0.00220678-0j 0.0209812-0j -6.76651e-05-0j 0.00302838-0j 0.0263197-0j -0.0193393-0j 0.00379892-0j -0.0132407-0j -0.00279138-0j 0.0187662-0j -0.0124834-0j -0.00191113-0j 0.0128483-0j -0.000334925-0j 0.00270867-0j -0.00180183-0j 0.0018545-0j -4.83423e-05-0j 0.0270907-0j -0.000432387-0j 0.00391021-0j 0.0173995-0j -0.000166426-0j -0.00772373-0j -6.24096e-05-0j 0.0247303-0j 0.0025114-0j -0.0089186-0j -2.40215e-05-0j -0.00111482-0j 0.0129815-0j 0.00356952-0j -0.00128729-0j 0.0122391-0j 0.00187372-0j 0.0230297-0j -0.00017835-0j 0.00176656-0j 0.0153531-0j 0.00332405-0j 0.0100402-0j -0.00174498-0j 0.0176682-0j -2.57427e-05-0j 0.00221603-0j 0.00144918-0j 0.00378626-0j -0.000251866-0j 0.00255019-0j 0.0160481-0j 0.0005465-0j 0.00949927-0j 0.00231635-0j 0.00531639-0j 0.0013711-0j 0.0071731-0j 0.000767355-0j 0.00103535-0j 0.00271488-0j 0.00039186-0j 0.000526073-0j 7.59321e-05-0j 
-0.0174622-0j -0.000373312-0j -0.0144056-0j 0.0139787-0j 0.0250521-0j -0.00882158-0j -0.000315572-0j 0.0180491-0j 0.000560113-0j -0.008913-0j 0.0410805-0j 0.0122314-0j -0.0398632-0j 0.0153435-0j 0.000400164-0j -0.00259962-0j -0.0323676-0j 0.00504518-0j -0.0207887-0j 0.0109619-0j 0.00675862-0j 0.00180879-0j -0.00237481-0j -5.03713e-05-0j -0.00192382-0j 0.00186681-0j 0.00329883-0j -0.00160958-0j -4.15542e-05-0j 0.00237669-0j 7.22649e-05-0j -2.54466e-05-0j -0.00114994-0j 0.00157807-0j 0.00288647-0j 0.00197959-0j 0.00447583-0j -0.00280094-0j -2.57103e-05-0j 0.0001185-0j 0.0020796-0j 0.00119061-0j -0.00677762-0j 0.00133566-0j -0.00200109-0j -7.49885e-06-0j -0.00355002-0j 0.000857793-0j -0.0015477-0j 0.000954244-0j 0.000447062-0j 0.000100461-0j -0.00159207-0j -0.000229796-0j -3.35597e-05-0j -4.84393e-06-0j -0.00127169-0j -0.000183552-0j 0.001234-0j 0.000178113-0j 0.00215823-0j 0.000311514-0j -2.71865e-05-0j -0.00103833-0j -3.92403e-06-0j 0.00155493-0j -0.000719374-0j -0.00014987-0j 0.000224435-0j -0.000103833-0j 4.66175e-05-0j -0.000741817-0j 6.72866e-06-0j -2.27459e-05-0j -0.000107072-0j 0.001018-0j -3.28308e-06-0j 0.000146936-0j 0.00127702-0j 0.00182442-0j 0.000184322-0j -0.000642432-0j 0.000263332-0j -0.00177036-0j 0.00296101-0j -9.27271e-05-0j 0.000623396-0j -1.62504e-05-0j -0.000255529-0j 0.000427384-0j 8.99794e-05-0j -2.34555e-06-0j 0.00131443-0j 4.07903e-05-0j 0.000189722-0j 0.000844217-0j 6.32504e-05-0j -0.000374752-0j 5.88757e-06-0j -0.002333-0j 0.000121852-0j 0.00211544-0j 9.12941e-06-0j -5.40908e-05-0j 0.000629856-0j -0.00033674-0j 0.000305338-0j -0.00290304-0j 9.09119e-05-0j 0.00111739-0j 1.68251e-05-0j -0.000419018-0j -0.00364168-0j 0.000161282-0j 0.000487148-0j -8.46655e-05-0j -0.00166678-0j 2.4285e-06-0j -0.000525632-0j 7.03138e-05-0j 0.000183708-0j -1.22204e-05-0j -0.000240578-0j -0.00151394-0j 2.6516e-05-0j 0.0004609-0j -0.000218518-0j -0.000501535-0j 6.65252e-05-0j 0.000348036-0j -7.23904e-05-0j 5.02346e-05-0j 0.000131725-0j 1.90129e-05-0j 2.55248e-05-0j 3.68419e-06-0j 
0.000220494-0j 0.00023816-0j 0.000181898-0j 0.000183783-0j 0.000162694-0j -0.000763735-0j 0.000201324-0j 0.000117439-0j -0.000538158-0j -0.000329553-0j 0.000106107-0j -0.000470888-0j 0.000107207-0j -0.000194232-0j 0.000131301-0j 3.28252e-05-0j 0.000108318-0j 6.63307e-05-0j 3.4608e-05-0j 4.7389e-05-0j 1.74833e-05-0j 3.33828e-06-0j -0.00429079-0j -0.00459823-0j -0.00347593-0j -0.00351196-0j -0.00306549-0j 0.0085158-0j -0.00379335-0j -0.00221278-0j -0.00339287-0j 0.0159271-0j -0.0020777-0j -0.00296876-0j 0.00785439-0j -0.00122455-0j -0.00103242-0j 0.00793578-0j 0.00687259-0j -0.00221278-0j 0.00566959-0j -0.00110639-0j -0.00129079-0j 0.00181146-0j -0.00193619-0j -0.000684545-0j -0.00112944-0j -0.000798636-0j -0.000294643-0j -0.000441964-0j -0.000137807-0j -2.32058e-05-0j 2.01029e-05-0j 0.039329-0j 2.14099e-05-0j 0.041886-0j 1.60575e-05-0j 0.0314145-0j 1.62239e-05-0j 0.0317401-0j 1.40161e-05-0j 0.0274208-0j 1.7344e-05-0j -3.83916e-05-0j 0.0339315-0j 1.01174e-05-0j 9.08347e-06-0j -0.0751086-0j 0.0197934-0j 0.0177707-0j 1.5296e-05-0j 9.36685e-06-0j 0.0299248-0j -4.24917e-05-0j 0.0183251-0j 1.3384e-05-0j -0.0831299-0j 0.0261842-0j 5.52062e-06-0j 1.18482e-05-0j 0.0108004-0j -5.56191e-05-0j 0.0231797-0j 1.1971e-05-0j -2.23951e-05-0j -0.108812-0j -5.61955e-05-0j 1.03672e-05-0j 0.0234199-0j -0.0438133-0j -0.10994-0j 0.0202822-0j 8.55251e-06-0j -3.91914e-05-0j 0.016732-0j 2.73257e-06-0j 5.15151e-06-0j -1.38563e-05-0j -0.0766733-0j -2.28617e-05-0j 0.00534594-0j 5.464e-06-0j 0.0100783-0j -0.0271081-0j -2.42484e-05-0j -0.0447261-0j 0.0106897-0j 7.80734e-06-0j -0.0474392-0j -1.41449e-05-0j 5.52062e-06-0j 0.0152741-0j 3.22036e-06-0j -0.0276729-0j -3.69005e-06-0j 1.06906e-06-0j 5.57783e-06-0j 0.0108004-0j 0.00630025-0j -0.00721915-0j 2.41527e-06-0j 0.0020915-0j 0.0109124-0j 2.52033e-06-0j 0.00472519-0j 1.9925e-06-0j 0.00493073-0j 5.55681e-07-0j 0.00389808-0j 9.00306e-07-0j 0.00108712-0j 0.00176134-0j 2.4311e-07-0j 0.000475616-0j 3.66163e-08-0j 7.16355e-05-0j 
-0.0106934-0j -0.0115502-0j 0.0257881-0j -0.008913-0j -0.00789026-0j -0.00540209-0j 0.0285422-0j -0.00569549-0j -0.008913-0j -0.0046368-0j 0.015043-0j 0.0227984-0j -0.00519925-0j -0.00321687-0j -0.0054096-0j -0.0501198-0j 0.0153564-0j -0.0396269-0j -0.0016784-0j -0.00195243-0j 0.00247865-0j -0.000161898-0j -0.00145427-0j -0.00155847-0j 0.00344391-0j -0.0011903-0j -0.00103898-0j -0.000985663-0j 0.0037584-0j -0.000749975-0j -0.00114994-0j -0.00078731-0j -0.000598232-0j 0.00294141-0j 0.00265759-0j -0.000415035-0j -0.000349916-0j -0.000918528-0j -0.000675775-0j 0.0021924-0j 0.00191835-0j -0.00461928-0j -0.000437486-0j -0.000209668-0j -0.000557486-0j -0.00730455-0j 0.00111904-0j -0.00333437-0j -9.98628e-05-0j -0.000127255-0j 0.000136537-0j -7.86509e-06-0j -0.00097494-0j -0.000140721-0j -0.00103833-0j -0.00014987-0j 0.0022765-0j 0.000328585-0j -0.000786816-0j -0.000113567-0j -0.000679745-0j -9.81127e-05-0j 0.0024589-0j -0.000635843-0j 0.000354912-0j -0.000490666-0j -0.000440525-0j -9.1776e-05-0j -7.08215e-05-0j -6.35843e-05-0j -0.000741817-0j -0.000385915-0j -0.000107072-0j -0.000703749-0j -5.5702e-05-0j 0.00189748-0j -0.000101577-0j 0.000273878-0j -0.000267736-0j 0.00167975-0j -3.86443e-05-0j 0.00115005-0j 0.000242451-0j -0.000580564-0j -0.000370908-0j 0.000165995-0j -0.000397485-0j -0.000427129-0j -8.37971e-05-0j -5.3536e-05-0j -5.7372e-05-0j -6.16508e-05-0j 0.00121251-0j 0.00189748-0j 0.00017501-0j -0.000132522-0j -0.000249835-0j -0.00282694-0j 0.000273878-0j -0.000378636-0j -1.9128e-05-0j -0.000225117-0j -3.60605e-05-0j -0.000408034-0j -0.000341175-0j -5.46514e-05-0j -3.24928e-05-0j 0.00110686-0j -4.92443e-05-0j 0.000684837-0j -0.0032981-0j 0.000159762-0j -0.000156179-0j 9.88477e-05-0j -6.11148e-05-0j -0.00302499-0j -0.000229807-0j -0.000476039-0j -2.25425e-05-0j -8.82116e-06-0j -0.00368781-0j -0.00043662-0j -3.31698e-05-0j 0.000357313-0j -0.000532289-0j -0.00119035-0j 5.15737e-05-0j -2.69491e-05-0j -0.000171812-0j -3.70927e-05-0j -3.88977e-06-0j -5.35386e-06-0j 3.44663e-05-0j 4.97478e-06-0j -1.7758e-06-0j -2.56314e-07-0j 
0.00308691-0j 6.59929e-05-0j 0.00254657-0j -0.00247111-0j -0.00442862-0j 0.00155945-0j 5.57858e-05-0j -0.00319067-0j -9.9015e-05-0j 0.00157561-0j -0.00726207-0j -0.00216222-0j 0.00704688-0j -0.00271237-0j -7.07397e-05-0j 0.000459553-0j 0.00572185-0j -0.000891871-0j 0.00367496-0j -0.00193781-0j -0.00119477-0j -0.000319751-0j -0.0197438-0j -0.000418779-0j -0.0159943-0j 0.0155204-0j 0.0274259-0j -0.0133818-0j -0.000345475-0j 0.0197594-0j 0.000600799-0j -0.000211559-0j -0.00956041-0j 0.0131198-0j 0.0239977-0j 0.016458-0j 0.0372113-0j -0.0232866-0j -0.000213752-0j 0.000985192-0j 0.0172895-0j 0.00989853-0j -0.056348-0j 0.0111045-0j -0.0166367-0j -6.23442e-05-0j -0.0295143-0j 0.00713155-0j -0.0128673-0j 0.00793343-0j 0.0037168-0j 0.000835219-0j -0.0267709-0j -0.00386159-0j -0.000564311-0j -8.13996e-05-0j -0.0213836-0j -0.00308449-0j 0.0207499-0j 0.00299309-0j 0.0362909-0j 0.00523482-0j -0.000457144-0j -0.0174596-0j -6.59412e-05-0j 0.0261464-0j -0.0120964-0j -0.00251848-0j 0.00377151-0j -0.00174485-0j 0.000783879-0j -0.0124737-0j 0.000113071-0j -0.000382475-0j -0.00179929-0j 0.0171178-0j -5.51704e-05-0j 0.00246917-0j 0.0214732-0j 0.0306778-0j 0.00309743-0j -0.0108026-0j 0.00442515-0j -0.0297688-0j 0.0497897-0j -0.00155823-0j 0.0104825-0j -0.000273253-0j -0.00429403-0j 0.00718196-0j 0.00151205-0j -3.94156e-05-0j 0.0221023-0j 0.000685894-0j 0.00318817-0j 0.0141956-0j 0.00106356-0j -0.0063015-0j 9.89375e-05-0j -0.0392297-0j 0.00204766-0j 0.0355715-0j 0.000153415-0j -0.000908966-0j 0.0105911-0j -0.00565872-0j 0.00513104-0j -0.048815-0j 0.00152772-0j 0.0187891-0j 0.000282917-0j -0.00704136-0j -0.0612353-0j 0.00271025-0j 0.00819146-0j -0.00142366-0j -0.028027-0j 4.08096e-05-0j -0.00883295-0j 0.00118159-0j 0.00308907-0j -0.000205357-0j -0.00404279-0j -0.0254571-0j 0.000445586-0j 0.0077501-0j -0.00367208-0j -0.00843338-0j 0.00111792-0j 0.00585226-0j -0.00121648-0j 0.000844165-0j 0.00221497-0j 0.000319501-0j 0.000429203-0j 6.19108e-05-0j 
0.0152794-0j -0.0158504-0j -0.0121214-0j -0.0127255-0j 0.0112741-0j 0.00771888-0j 0.0128849-0j 0.0071908-0j -0.0122314-0j -0.0227984-0j -0.00707084-0j 0.0107078-0j -0.00742322-0j 0.0215484-0j 0.0255452-0j -0.0155737-0j -0.00637793-0j 0.022436-0j 0.0249751-0j -0.0450039-0j -0.0210431-0j 0.00905009-0j 0.00207796-0j -0.0021387-0j -0.00161878-0j -0.00169945-0j 0.00148457-0j 0.00140838-0j 0.00169667-0j 0.000946876-0j -0.00157807-0j -0.00108043-0j -0.00294141-0j 0.0013815-0j -0.00124918-0j 0.00278014-0j 0.000499984-0j -0.00131143-0j 0.00319115-0j 0.000989724-0j -0.00079674-0j -0.00261739-0j 0.000552344-0j 0.00311993-0j 0.00273892-0j 0.0021799-0j -0.00246587-0j -0.00166941-0j 0.00257724-0j -0.00651598-0j -0.0017733-0j 0.000590391-0j 0.00139306-0j 0.000201071-0j -0.0014249-0j -0.000205667-0j -0.00107005-0j -0.000154448-0j -0.00112338-0j -0.000162145-0j 0.000971266-0j 0.00014019-0j 0.00111003-0j 0.000908536-0j 0.00016022-0j 0.000619486-0j 0.000629452-0j 0.000131136-0j 8.94151e-05-0j 9.08536e-05-0j -0.001018-0j -0.00189748-0j -0.000146936-0j -0.00096576-0j -0.000273878-0j 0.000891195-0j -0.000139395-0j 0.000128633-0j 0.00179345-0j -0.000789552-0j 0.000258862-0j -0.000540569-0j -0.000113962-0j -0.000828899-0j 0.00052998-0j -7.80244e-05-0j -0.000567509-0j 0.00201699-0j -0.000119641-0j 7.6496e-05-0j -8.19128e-05-0j 0.000291128-0j -0.000503586-0j 0.000856588-0j -7.26864e-05-0j 0.00197198-0j -0.00034285-0j -0.00160181-0j 0.000123638-0j 0.000478044-0j 0.000284631-0j -0.00110686-0j -4.94861e-05-0j -0.000231202-0j 0.00167619-0j 6.89996e-05-0j -0.000159762-0j 0.000519863-0j 0.000241937-0j -0.00150908-0j 0.00179481-0j 7.50358e-05-0j 0.00104618-0j -0.000217817-0j 0.00157724-0j -0.000652535-0j -0.000998395-0j 0.000259058-0j 0.000151003-0j 0.000227655-0j 0.00114501-0j -9.41853e-05-0j -0.000144106-0j -0.00174906-0j 0.000165269-0j -0.00316197-0j -0.000252455-0j 0.00106398-0j -0.000456391-0j -0.00329407-0j 0.000153572-0j -0.000475458-0j -0.000633797-0j -9.14807e-05-0j 0.000172208-0j 2.48561e-05-0j 
0.00189034-0j 0.0020418-0j -0.00455873-0j 0.00157561-0j 0.00139481-0j 0.000954964-0j -0.00504559-0j 0.00100683-0j 0.00157561-0j 0.000819678-0j -0.00265926-0j -0.00403023-0j 0.000919106-0j 0.000568668-0j 0.000956291-0j 0.00886002-0j -0.00271466-0j 0.00700512-0j 0.000296702-0j 0.000345144-0j -0.000438168-0j 2.86198e-05-0j -0.0120906-0j -0.0129569-0j 0.0286321-0j -0.00989597-0j -0.00863791-0j -0.00819464-0j 0.0312467-0j -0.00623517-0j -0.00956041-0j -0.00654557-0j -0.00497361-0j 0.0244544-0j 0.0220948-0j -0.00345054-0j -0.00290914-0j -0.0076365-0j -0.00561829-0j 0.0182272-0j 0.0159488-0j -0.0384039-0j -0.00363718-0j -0.00174315-0j -0.00463485-0j -0.0607289-0j 0.00930349-0j -0.0277214-0j -0.000830243-0j -0.00105798-0j 0.00113515-0j -6.53891e-05-0j -0.0163937-0j -0.00236473-0j -0.0174596-0j -0.00251848-0j 0.0382797-0j 0.00552169-0j -0.0132304-0j -0.00190843-0j -0.01143-0j -0.00164873-0j 0.0413468-0j -0.0106918-0j 0.0059641-0j -0.00825061-0j -0.00740748-0j -0.00154225-0j -0.00119012-0j -0.0010685-0j -0.0124737-0j -0.00648921-0j -0.00179929-0j -0.0118336-0j -0.000936042-0j 0.0319064-0j -0.00170695-0j 0.00460236-0j -0.00450201-0j 0.0282452-0j -0.000649397-0j 0.0193382-0j 0.00407426-0j -0.00976225-0j -0.00623687-0j 0.00278945-0j -0.00668375-0j -0.00718223-0j -0.00140816-0j -0.000899643-0j -0.000964105-0j -0.00103601-0j 0.0203885-0j 0.0319064-0j 0.00294096-0j -0.00222838-0j -0.004201-0j -0.0475354-0j 0.00460236-0j -0.00636681-0j -0.000321435-0j -0.00378537-0j -0.000605978-0j -0.00685678-0j -0.0057369-0j -0.000918386-0j -0.000546024-0j 0.018612-0j -0.000827524-0j 0.0115156-0j -0.0554579-0j 0.00268471-0j -0.00262617-0j 0.00166108-0j -0.00102765-0j -0.0508656-0j -0.00386423-0j -0.00799958-0j -0.000378815-0j -0.000148235-0j -0.0620109-0j -0.00733715-0j -0.0005574-0j 0.00600826-0j -0.00894483-0j -0.0200158-0j 0.000866668-0j -0.000453152-0j -0.0028872-0j -0.000623718-0j -6.53654e-05-0j -8.99687e-05-0j 0.000579555-0j 8.35985e-05-0j -2.98603e-05-0j -4.30722e-06-0j 
-0.000257242-0j -5.49941e-06-0j -0.000212214-0j 0.000205926-0j 0.000369052-0j -0.000129954-0j -4.64882e-06-0j 0.000265889-0j 8.25125e-06-0j -0.000131301-0j 0.000605173-0j 0.000180185-0j -0.00058724-0j 0.000226031-0j 5.89498e-06-0j -3.82961e-05-0j -0.00047682-0j 7.43226e-05-0j -0.000306247-0j 0.000161484-0j 9.95638e-05-0j 2.66459e-05-0j 0.00500592-0j 0.000106179-0j 0.00405526-0j -0.00393509-0j -0.00695367-0j 0.00339287-0j 8.7593e-05-0j -0.00500988-0j -0.000152329-0j 5.36395e-05-0j 0.00242398-0j -0.00332645-0j -0.00608446-0j -0.00417283-0j -0.0094347-0j 0.00590416-0j 5.41954e-05-0j -0.000249789-0j -0.00438364-0j -0.00250971-0j 0.0142867-0j -0.00281547-0j 0.00421814-0j 1.5807e-05-0j 0.00748316-0j -0.00180816-0j 0.00326243-0j -0.00201147-0j -0.000942371-0j -0.000211765-0j -2.34534e-05-0j -0.0458838-0j -4.94382e-07-0j -0.000967199-0j -1.87337e-05-0j -0.0366503-0j 1.81786e-05-0j 0.0355642-0j 3.17938e-05-0j 0.0622007-0j -4.00495e-07-0j -1.5296e-05-0j -0.000783521-0j 2.29063e-05-0j -1.05974e-05-0j -0.0299248-0j 0.0448134-0j -0.0207325-0j 6.86741e-07-0j -1.0928e-05-0j 0.00134353-0j -3.35078e-07-0j -0.0213793-0j 1.49966e-05-0j -0.00065554-0j 0.029339-0j 1.88123e-05-0j 2.68762e-05-0j 0.0368039-0j -9.46392e-06-0j 0.0525801-0j -2.60798e-05-0j 4.36197e-05-0j -0.018515-0j 9.18348e-06-0j -2.39391e-07-0j -0.0510221-0j 0.0853368-0j 0.0179664-0j -0.000468341-0j 1.93634e-05-0j 6.00898e-07-0j 0.0378822-0j 1.24365e-05-0j 9.31766e-07-0j -5.52062e-06-0j 0.00117559-0j -3.43683e-05-0j 0.0243305-0j 3.11634e-05-0j 0.00182289-0j -0.0108004-0j 9.27865e-06-0j -0.0672375-0j 0.0609675-0j -4.27658e-05-0j 0.0181526-0j 1.64607e-05-0j 2.47858e-07-0j -0.0836662-0j -5.3647e-05-0j 0.0322034-0j 7.17638e-06-0j -1.24724e-06-0j -2.45539e-05-0j 0.000484904-0j -0.104954-0j 0.0140397-0j 2.70627e-06-0j -0.00244008-0j -0.0480368-0j -2.23024e-05-0j 0.0052945-0j 6.7897e-06-0j -0.0436321-0j -7.38831e-06-0j 0.0132832-0j 5.12705e-06-0j -0.0144544-0j 0.0100305-0j 1.94049e-06-0j 0.00379634-0j 3.76016e-07-0j 0.000735631-0j 
-0.00630244-0j 0.0198833-0j -0.00519925-0j -0.0246268-0j -0.00465035-0j -0.00318388-0j 0.016808-0j -0.00410736-0j 0.0153435-0j -0.00321687-0j -0.00303289-0j -0.0215484-0j -0.0143656-0j 0.0260911-0j 0.0109619-0j -0.000938254-0j -0.00378834-0j -0.00888827-0j 0.0183588-0j 0.0186404-0j -0.0153392-0j -0.0551131-0j -0.000857115-0j 0.00268287-0j -0.000694342-0j -0.00328882-0j -0.000612352-0j -0.000580928-0j 0.00221325-0j -0.000540852-0j 0.00197959-0j 0.00135533-0j -0.000415035-0j -0.00278014-0j -0.000535808-0j 0.00336624-0j -0.000206233-0j -0.00253791-0j 0.00136938-0j 0.00129106-0j -0.000473245-0j -0.00022101-0j -0.000315497-0j 0.00229341-0j -0.00181317-0j 0.000399402-0j 0.00310478-0j -0.000195204-0j -0.00180661-0j 0.00163849-0j -0.0055061-0j -0.00590443-0j -0.000574609-0j -8.29376e-05-0j 0.00178745-0j 0.000257997-0j -0.000458976-0j -6.62474e-05-0j -0.00217399-0j -0.000313788-0j -0.000400627-0j -5.78255e-05-0j 0.001448-0j -0.000374752-0j 0.000209001-0j -0.000353848-0j -0.000259636-0j -5.40908e-05-0j -5.10736e-05-0j -3.74752e-05-0j 0.00127702-0j -0.000267736-0j 0.000184322-0j 0.00121149-0j -3.86443e-05-0j -0.00179345-0j 0.000174863-0j -0.000258862-0j 0.00217153-0j -0.000338662-0j 0.000313433-0j -0.000231866-0j -4.88817e-05-0j -0.00160411-0j -0.000218605-0j -3.3467e-05-0j -0.00109826-0j 0.000865528-0j -0.000231533-0j -3.1553e-05-0j -0.00015852-0j 0.000124928-0j -0.000299119-0j 0.00111739-0j -4.3174e-05-0j 0.00144957-0j 0.000430084-0j -0.000135255-0j 0.000161282-0j -0.000273057-0j 0.000209227-0j -0.000156179-0j 6.20773e-05-0j -1.95224e-05-0j -0.00110964-0j -3.94123e-05-0j -2.25425e-05-0j -0.00104618-0j -0.000160163-0j 0.00190009-0j 0.0004609-0j -0.000151003-0j 0.00126673-0j 0.000274254-0j -0.00110562-0j -3.05574e-05-0j -0.000195081-0j 6.65252e-05-0j 0.000182836-0j -0.000159583-0j -0.000323645-0j -4.41058e-06-0j -2.81575e-05-0j 0.00133698-0j -4.67141e-05-0j 0.000783747-0j 0.000192976-0j -0.00317695-0j 0.000113124-0j -0.000789895-0j -0.000458554-0j -0.000114012-0j -0.00401362-0j -0.000579316-0j -0.0025338-0j -0.000365723-0j 
-0.000157528-0j -0.00017015-0j 0.000379894-0j -0.000131301-0j -0.000116234-0j -7.95803e-05-0j 0.000420466-0j -8.39025e-05-0j -0.000131301-0j -6.83065e-05-0j 0.000221605-0j 0.000335852-0j -7.65921e-05-0j -4.7389e-05-0j -7.96909e-05-0j -0.000738335-0j 0.000226222-0j -0.00058376-0j -2.47252e-05-0j -2.8762e-05-0j 3.6514e-05-0j -2.38498e-06-0j 0.00306549-0j 0.00328513-0j -0.0072595-0j 0.00250906-0j 0.00219009-0j 0.0020777-0j -0.00792241-0j 0.00158089-0j 0.00242398-0j 0.00165959-0j 0.00126103-0j -0.00620027-0j -0.00560199-0j 0.000874862-0j 0.000737595-0j 0.00193619-0j 0.00142448-0j -0.00462141-0j -0.00404373-0j 0.00973708-0j 0.000922186-0j 0.000441964-0j 0.00117514-0j 0.0153974-0j -0.00235884-0j 0.00702859-0j 0.000210503-0j 0.000268243-0j -0.000287809-0j 1.6579e-05-0j -1.43622e-05-0j -0.028098-0j -1.5296e-05-0j -0.0299248-0j 3.3536e-05-0j 0.0656093-0j -1.15909e-05-0j -0.0226762-0j -1.00136e-05-0j -0.0195904-0j 3.62231e-05-0j -9.36685e-06-0j 0.0708661-0j -7.22819e-06-0j -6.48955e-06-0j -0.0183251-0j -0.0141411-0j -0.012696-0j -1.0928e-05-0j -5.68506e-06-0j -0.0213793-0j -1.03672e-05-0j -0.0111221-0j 2.79525e-05-0j -0.0202822-0j 0.0546858-0j -3.94412e-06-0j 2.47451e-05-0j -0.0077162-0j 1.69418e-05-0j 0.0484108-0j -8.55251e-06-0j -5.464e-06-0j 0.0331446-0j -5.8555e-06-0j -6.29221e-06-0j -0.016732-0j -0.0106897-0j -0.0114556-0j -0.01231-0j 1.78619e-05-0j 2.79525e-05-0j 0.0349447-0j -1.95224e-06-0j -3.68041e-06-0j -4.16448e-05-0j 0.0546858-0j -5.57783e-06-0j -0.00381933-0j -3.31629e-06-0j -0.00720029-0j -0.081473-0j -5.02598e-06-0j -0.0109124-0j -0.00648792-0j 1.63056e-05-0j -0.00983273-0j 1.00886e-05-0j -4.85856e-05-0j 0.0319-0j -2.30074e-06-0j 0.0197371-0j -9.00306e-07-0j -4.45623e-05-0j -3.38538e-06-0j -0.0950519-0j -0.00450112-0j -0.00176134-0j -5.43265e-05-0j -0.0871808-0j -0.00662308-0j 5.26372e-06-0j -0.106283-0j -1.75355e-05-0j 0.0102978-0j -3.96998e-07-0j -0.034306-0j -5.46426e-07-0j -0.000776678-0j -0.00106902-0j 5.07737e-07-0j 0.000993326-0j -2.616e-08-0j -5.11788e-05-0j 
-0.00270105-0j 0.00280197-0j 0.00214279-0j 0.00224958-0j -0.00199301-0j -0.00136452-0j -0.00227775-0j -0.00127117-0j 0.00216222-0j 0.00403023-0j 0.00124996-0j -0.00189289-0j 0.00131225-0j -0.00380926-0j -0.0045158-0j 0.00275307-0j 0.00112747-0j -0.00396616-0j -0.00441502-0j 0.00795565-0j 0.00371993-0j -0.00159985-0j 0.0172758-0j -0.0177808-0j -0.0134583-0j -0.014129-0j 0.0123424-0j 0.0117091-0j 0.0141058-0j 0.00787217-0j -0.0131198-0j -0.00898253-0j -0.0244544-0j 0.0114856-0j -0.0103854-0j 0.0231137-0j 0.00415678-0j -0.010903-0j 0.0265307-0j 0.00822841-0j -0.00662397-0j -0.0217606-0j 0.0045921-0j 0.0259386-0j 0.022771-0j 0.0181233-0j -0.0205008-0j -0.0138792-0j 0.0214268-0j -0.0541728-0j -0.0147429-0j 0.00490841-0j 0.0234245-0j 0.00337889-0j -0.0239599-0j -0.00345612-0j -0.017993-0j -0.00259542-0j -0.0188897-0j -0.00272476-0j 0.016332-0j 0.00235582-0j 0.0186654-0j 0.0152772-0j 0.0026924-0j 0.0104167-0j 0.0105843-0j 0.00220367-0j 0.00150257-0j 0.00152675-0j -0.0171178-0j -0.0319064-0j -0.00246917-0j -0.0162394-0j -0.00460236-0j 0.0149855-0j -0.00234246-0j 0.0021616-0j 0.030157-0j -0.0132764-0j 0.00435003-0j -0.00908974-0j -0.00191507-0j -0.013938-0j 0.00891167-0j -0.00131116-0j -0.00954273-0j 0.033916-0j -0.00201051-0j 0.00128547-0j -0.0013765-0j 0.00489224-0j -0.00846787-0j 0.0144036-0j -0.00122146-0j 0.0331591-0j -0.00576507-0j -0.0269347-0j 0.00207767-0j 0.00803836-0j 0.00478306-0j -0.018612-0j -0.000831588-0j -0.00388522-0j 0.0281853-0j 0.0011595-0j -0.00268471-0j 0.00874157-0j 0.00406561-0j -0.0253754-0j 0.0301799-0j 0.00126094-0j 0.0175916-0j -0.0036603-0j 0.0265215-0j -0.0109725-0j -0.0167881-0j 0.00435332-0j 0.00253752-0j 0.00382562-0j 0.0192536-0j -0.00158273-0j -0.00242162-0j -0.0294107-0j 0.00277725-0j -0.0531689-0j -0.00424237-0j 0.0178909-0j -0.0076694-0j -0.0553902-0j 0.00258069-0j -0.00798981-0j -0.0106574-0j -0.00153728-0j 0.0028957-0j 0.000417693-0j 
