-0.17795-0.0128158j -0.2107-0.0281821j -0.117687+0.124644j 0.223497+0.0131143j 0.0701459+0.106811j -0.104034-0.10557j -0.157416-0.21042j 0.153354-0.0667197j -0.0732155+0.393076j -0.255428+0.0699056j 0.00684034+0.0708461j 0.171619+0.0178979j 0.0563272-0.000514881j -0.00550343-0.036059j 0.00866505+0.0707158j 0.0334182-0.00410166j -0.00973484+0.0270162j 0.0102393+0.0666878j 0.0414361+0.00710312j 0.0221853+0.00689952j -0.063361-0.00520896j 0.034175+0.0470164j 0.0187461-0.00682954j -0.00907666+0.0626429j -0.00494468-0.0293525j 0.00783581+0.06124j 0.0071185+0.0124293j -0.0272514+0.0261816j -0.0337369-0.0480265j 0.0216977-0.0215286j 0.00481451+0.0567535j 0.00730789-0.0638497j -0.098493+0.0754672j 0.144902-0.0102112j 0.0281083-0.0203566j -0.0248263+0.0147626j 0.0287211-0.0470626j 0.016875+0.033317j 0.0148773-0.00464282j -0.00582042+0.0627184j -0.0145452-0.00237899j 0.0371316+0.0451112j -0.0155311-0.0161982j 0.0368681+0.00404459j -0.0441812-0.0141444j -0.0154053-0.00461497j 0.00615083-0.00698413j 0.0554987+0.03012j -0.0193085-0.00521847j 0.0329151-0.0475965j -0.0152936-0.0650496j 0.0112605-0.030563j 0.0544252+0.0295411j 0.000192388+0.0171799j 0.0406125+0.0349568j -0.00370493-0.0397327j 0.0289438-0.0521752j 0.0852394-0.0895587j 0.011682+0.0139232j 0.0515511-0.0297533j -0.0122032-0.0115514j 0.00351359+0.0179086j -0.00248925+0.0531059j 0.0192204-0.0402351j -0.010073-0.00681239j 0.0256253+0.0073673j -0.00478396+0.0692341j -0.0684241+0.0425139j 0.00839809-0.0380825j 
0.00095348-0.00139182j 0.00435106-0.00676619j -0.007554+0.000289169j 0.00482342+0.00194987j 0.00154025-0.00146951j -0.00315755-0.00355719j -0.00921258+0.000111896j 0.00105841+0.00171811j -0.00497781+0.00274714j 0.00167085-0.00372284j 0.025019-0.00890276j -0.00204162-0.000716934j 0.00257183-0.00818209j 0.00537962+0.0060757j -0.0103754+0.00289013j -0.00924979-0.013036j -0.00583839-0.00430144j -0.0175076+0.00915685j 0.0055449-0.00748619j 0.00107731-0.00730322j 0.0137882+0.00812366j 0.0125446+0.0107309j 0.00888092+0.0141125j -0.00113565-0.00260395j 0.00380286+0.00427822j -0.00854693+0.00310521j -0.00493224-0.00802692j 0.00441727+0.00503592j -0.01185+0.0168021j -0.00598449+0.000710001j 0.00336413+0.00461797j 0.0030157-0.00632574j 0.00756626-0.00167099j 0.00428466+0.000408334j 0.0193477+0.0177444j 0.0340553-0.0123679j -0.00622516-0.0127467j 0.00741581+0.00178786j -0.00152196-0.00700059j 0.0155426-0.00390337j 0.0145543+0.000198566j -0.0304035-0.00531695j -0.00474184-0.00507373j 0.00853906-0.00591417j 0.0192156+0.00557595j 0.000159235-0.0020714j -0.00100482+0.00761925j 0.00298621+0.00817589j 0.00241743+0.0116545j -0.00375746+0.00418928j -0.00996552-0.0255687j 0.0139372-0.00210501j -0.00116492+0.0163876j -0.0212445+0.00145802j 0.00596164-0.00199174j -0.000968545+0.0100129j -0.0321006+0.000636913j -0.00733017-0.00472468j -0.0215292-0.0133338j 0.0058688+0.0129002j -0.00890614-0.00639467j 0.0409629+0.0130471j -0.0120726+0.00124501j 0.0145384+0.0152287j -0.00375764-0.0493604j 0.019523+0.0308187j 0.00605038-0.0129855j -0.0291458+0.0441241j 0.0355141+0.000723189j 
-0.00168684-0.00228556j -0.00736892-0.00821633j -0.0137244+0.00762265j -0.00575143+0.00227988j 0.0013109-0.00187692j -0.00354033+0.000643734j 0.00301116-0.00125415j -0.00141845+0.00143769j -0.000389594-0.00527691j -0.00190963-0.00414335j 0.0122027-0.0209712j -0.00755607+0.00242603j -0.0191135-0.0202453j 0.00204106+0.000489648j -0.00427226-0.00766601j 0.0082103-0.00654835j -0.0110784-0.0125775j -0.016122+0.0055621j 0.00189608-0.00222614j 0.00580382+0.00367864j -0.00630972+0.00658714j 0.00180138+0.00468267j -0.00221955-0.00308372j 0.00117793+0.00567184j 0.00918821+0.0079049j -0.00394696+0.00287468j -0.00105365+0.0052624j 0.00162194-0.00199479j 0.00420624+0.00709242j -0.00642795+0.0101558j 0.00278392+0.00267073j 0.0112276+0.00765387j 6.64063e-05-0.00358601j 0.00310822-0.00462454j 0.0166033-0.00361525j 0.0162807-0.00750973j -0.000591473-1.59639e-05j -0.00234769-0.00721575j -0.0264503-0.00469051j 0.00870934+0.018567j 0.0125931+0.0111799j 0.00394648+0.00599737j 0.0122741+0.00708816j 0.00963969+0.0199869j -0.00695393-0.0136111j 0.0037289-0.00114317j -0.00189677+0.00754515j -0.00394782+0.00582477j 0.0148192+0.00634944j 0.00787716-0.00845971j 0.000193915+0.00363233j -0.00608743-0.00968862j 0.0209564+0.0194334j -0.00368893+0.00843432j -0.0244958+0.00111174j 0.00422148+0.0151354j -0.0251735-0.0027693j 0.00673544+0.00584057j -0.0125368-0.00840019j 0.00687165+0.00250371j 0.0115116-0.00559032j -0.0327902+0.00594432j 0.00328569-0.0107837j -0.0178105-0.00463166j 0.0160632+0.0505313j 0.0010962+0.00937782j 0.0128476-0.0037855j -0.0138797+0.0254435j 0.0187592+0.00108439j 
-0.00106055-0.000257922j 0.00106088-0.000238566j 0.00397756+0.00258924j 0.00152248-0.00263913j 0.00120205+0.000906523j -0.00199554-0.00387156j 0.000630958-8.69291e-05j 4.6926e-05+0.00159684j 0.000853983-0.00413321j -0.00112259-0.000615676j 0.00408192+0.00303676j 0.0012323+0.00113918j 0.000934735+0.00217316j -0.00228821+0.00278778j -0.00947086+0.00639435j 0.00402922-0.00342477j -0.000448323+0.00345643j -0.0137488+0.00507772j 0.00100688+0.00084355j 0.00200435+0.00705467j 0.00206419-0.00201631j -0.00581023+0.00257787j 0.00455503+0.00371093j -0.012747+0.00251921j -0.00205965+0.00629392j 0.00137648-0.000566718j -0.00250552+0.0079606j 0.00427517+0.00283467j 0.0156404-0.0121887j -0.00679439+0.00225082j 0.00459473-0.000239848j -0.00532999+0.000713366j -0.00656281+0.00935732j 0.00351099+0.000579236j 0.00164229+0.0030856j 0.0023442+0.000192036j -0.00398857-0.00883416j 0.0123598+0.0127765j -0.00199054-0.00168563j 0.00719213-0.000968638j -0.0100222+0.00145656j 0.00226794-0.0103101j -0.000967929-0.00155355j 0.00119451-0.00569952j 0.0136818-0.0112569j -0.000948483+0.00581128j 0.00184702-0.00707422j 0.00175942-0.00243298j 0.00286485+0.0193845j 0.00165708+0.00837538j 0.00470854+0.0143477j 0.0126102+0.0134268j -0.00662415-0.00888596j -0.0131285+0.00403264j -0.000488301+0.00779729j 0.0106422+0.00713221j -0.00458605+0.00605322j 0.00255593+0.00338638j 0.000348172-0.00190157j 0.000126028+0.00262939j -0.0028671+0.000775352j 0.00888109-0.00872326j -0.000864823+0.00165297j 0.0090765-0.00343255j -0.0113389-0.0116428j 0.00352927+0.0085721j -0.00108984-0.00506305j -0.00437102+0.00303697j 0.00181494+0.00089852j 
-0.00067334+0.0032582j -0.0019348+0.0106648j 0.00955656+0.00202858j -0.000226961-0.00450768j -0.00251584-0.0036958j -0.00259758+0.000395524j -0.00115247+0.00439249j -0.000784947+0.00391508j -0.00236082+0.000954419j 0.00992545-0.00214503j -0.0246521+0.0104796j -0.00264853+0.008838j 0.00581837+0.0051189j -0.00161762-0.00506041j 0.00765768+0.00710723j 0.0059925+0.0102613j 0.0055112-0.00251891j 0.00446147-0.00430014j 0.00453216-0.00394911j -0.00138332+0.00401215j -0.00339063-0.00130341j -0.0135274+0.00373874j -0.00870101-0.00439339j -0.0047152+0.00558302j -0.0044693-0.00345425j -0.000407128+0.00626149j 0.00130033+0.00149093j 0.00681456+0.0045603j 0.0229511+0.00983325j -3.54064e-05-0.00387685j -0.000419777-0.00540817j -0.00215246-0.00372433j -0.0101903-0.00440618j 0.00202141+0.001496j 0.00546997-0.0269109j -0.0279151-0.012742j 0.0146093+0.0112796j 0.00338295-0.00323286j 0.0118201+0.0109298j -0.00859675-0.0138936j -0.0293725-0.00613337j 0.0163421-0.00169259j 0.00790254+0.00669416j -0.00307331-0.00360946j -0.0164573-0.00335183j 6.95557e-05-0.00174425j -0.00313403-0.00408259j -0.000963333-0.00246194j -0.01108-0.0204201j 0.00225529+0.00142312j 0.0205786+0.00655302j 0.016613+0.00260767j -0.0153985-0.0196706j 0.000193211-0.000501661j 0.0121012+0.00401156j -0.0125054-0.0183045j 0.0159649-0.00879039j -0.00495148-0.00256968j 0.0102978+0.0087166j -0.00427441-0.0269166j -0.00256479+0.00609253j 0.00101182+0.000779244j -0.0183409+0.00358042j 0.00177225-0.00901614j 0.000251604-0.000552064j -0.020369-0.0280375j 0.00055907+0.0157178j 0.0311063-0.0229996j -0.0229312-0.00103708j 
0.00104205+0.0023258j 0.00265935+0.00998424j 0.00305804+0.00373274j 0.0051493-0.00615858j 0.000211997+0.000690296j 0.00288819-0.001195j -8.42992e-05-0.000191574j -0.00540359-0.000644802j 0.00503139+8.62674e-05j 0.000856381+0.00171629j -0.0166267+0.00663566j 0.000439815+0.0172339j 0.0107739-0.00973371j 0.0119597+0.00105839j 0.0150945+0.00305413j -0.00202328+0.009623j 0.00545303-0.00869883j 0.00849846+0.00866482j 0.00859719-0.00185575j 0.00122132-0.00380249j 0.00135839-0.000292368j 0.00223689-0.00628249j -0.00274452+0.00369027j 0.00591051-0.00458153j 0.00334351-0.00219479j -0.00642369+0.00373475j 0.00360881-0.000800411j 0.00376211-0.00793375j -0.00901585+0.00902095j 0.00936488+0.00451389j 0.00100053-0.0127372j -0.00104502-0.000321613j 0.000658313-0.0130034j 0.00140065+0.00835773j 0.00250354-0.0295058j -0.0151389-0.00218296j 0.0301945+0.006455j -0.00083679+0.00168433j -0.00230085+0.0185843j -0.00949236-0.0199311j -0.0193504-0.00826345j 0.0215841+0.00133999j 0.00987452-0.0175272j 0.00297605-0.019307j -0.00676519+0.00829098j -0.00330687+0.00391262j 0.00532002-0.0139736j 0.00101301-0.0096244j -0.00938928-0.00873828j -0.00578429+0.00348276j -0.00539811+0.0131137j -0.000667541-0.00141943j 0.00419451-0.0160323j -0.0191941+0.00762654j -0.0111836-0.0034426j -0.00472623+0.00206067j 0.00311496+0.0116259j -0.00183242+0.00191544j 0.00765134+0.0145282j -0.0113742-0.0255586j 0.00062891-0.00294235j -0.0120703+0.00232151j -0.0187857+0.0047281j -0.0107933-0.0102601j -0.00786749+0.00542289j -0.0185259-0.0186737j 0.00262506+0.0145202j 0.0218691-0.0162597j -0.0331322+0.00543827j 
0.00352878+0.00108395j 0.00816664+0.00828483j 0.0183897-0.00753914j -0.00732015-0.000810619j -0.00387838-0.00197464j 0.00173754-0.00296087j -0.000666491-0.00271043j 0.0121866+0.00548393j -0.00249364+0.000379038j -0.00519097-0.00247864j -0.00414686+0.0248561j 0.0209272+0.00438426j -0.00468712-0.00210475j -0.0283788-0.00574824j 0.00313132-0.00478228j -0.0108318+0.00547344j 0.00554403+0.00961193j 0.00548263-0.0069255j -0.00164942-0.000472437j 0.00397511-0.000147565j -3.89145e-05-0.00991365j -0.00758509-0.0111502j -0.0086109-0.00506335j -0.00151885-0.00281788j 0.00297402-0.00221431j -0.00804307+0.00447369j -0.00235157-5.56285e-05j 0.00803751+0.00328659j -0.00403893+0.00362641j -0.00773114-0.00357875j 0.00518973+0.0116265j 0.00315172-0.00437157j -0.00226376+0.014499j 0.00819012-0.0101338j -0.01496+0.00645161j -0.0123571+0.0170383j -0.0267623-0.00242654j -0.0213492-0.00382445j -0.00670363-0.0058521j 0.00346353+0.0078422j 0.00144229-0.00349612j 0.00290076-0.00390567j 0.00878132-0.00464938j 0.0121203-0.0152977j 0.0162018-0.00786292j 0.00527098-0.00955192j -0.0063326+0.0151825j -0.00781773+0.0139426j 0.00846778-0.00582876j 0.0053204+0.00270699j 0.00395398+0.00897897j 0.000348112+0.00275258j -0.00711783-0.0094706j 0.000872251+0.00614049j 0.00226483+0.00287666j -0.0169308+0.0071687j -0.0133379-0.00114676j 0.000792003-0.0122347j -0.00506905-0.0109311j -0.00890707+0.0374041j 0.00605488+0.0321566j -0.00539899-0.00409113j 0.013104+0.0110966j 0.00599663+0.00604085j -0.000784001+0.00604236j 0.00131514+0.000217791j 0.00678634-0.00653483j 0.00285923+0.0164559j 0.032733-0.00117377j 
-0.000728785+0.000224195j -0.0020416+0.00153434j 0.00560218+0.00421591j -0.0015254-0.00192093j 0.00170979+0.00130985j -0.00395777-0.00106296j 0.00231198-0.0040968j 0.000478464+0.000237332j -0.00149378-0.00389257j -0.00186228+0.00216667j 2.37209e-05-0.00306664j -0.000107178+0.00671687j -0.00831668-0.00705381j 0.00236971+0.00235986j -0.0148764+0.000555255j 0.00718449-0.00238706j -0.000663386+0.00283387j -0.0119303-0.0012506j -0.00261787-0.000562601j 0.00201705+0.00766139j -0.00868317-0.00743641j 0.00302826+0.00242936j -0.00493841+0.00233015j -0.00149555+0.00244557j -0.0110641+0.00283123j 0.00486065+0.00206246j 0.00118613+0.00891028j 0.00261841+0.00477833j 0.0154542-0.00196757j -0.00977613-0.00270554j -0.000738024-0.00185239j -0.00391918+0.000629792j -0.00368591+0.00388348j 0.00280653+0.00544094j 0.0012036-0.00219853j 0.00034947+0.00254233j 0.00241997-0.000668772j -0.00759768+0.00352055j 0.00583469+0.00248664j -0.00844488+0.00539914j 0.0136169-0.0078702j -0.00567215+0.010039j -0.00573831-0.00312203j -0.00304911+0.00307046j -0.00106147+0.0169055j -0.00196237-0.00267711j 0.00119935+0.00356537j 0.00148138+0.00132334j -0.00842099-0.00198805j -0.00563309-0.00103985j -0.018588+0.00853298j -0.0112584+0.0037963j 0.00539228+0.000895954j 0.00263899-0.0078421j 0.000674663-0.00490677j -0.00565507+0.00940903j 0.000849082-0.000333294j 0.00173515+0.00231425j 0.00107725+0.00120949j -0.00284064-0.00110219j -0.000416646+9.79134e-05j 0.00209024-0.0143844j 8.69744e-05+0.000522491j -0.000625003-0.00361888j -0.00977157+0.00246425j 7.52195e-05+0.0022862j 4.2668e-05+0.000889036j -0.000675828+0.00138458j -0.00394328+0.00155624j 
-0.00349715-0.000529379j -0.00894805-0.00903276j -0.0110087+0.0116168j -0.000476948+0.00456264j 0.00079331-0.00361809j 0.00221659+0.000958839j -0.000279006-0.00204746j -0.00290322+0.00369201j -0.000331001-0.00461791j -0.000583581-0.00156151j -0.00231651-0.016384j -0.012757-0.0129213j -0.0148907+0.0026931j -0.0042537+0.00533795j 0.010733-0.005898j 0.00450821-0.0008124j -0.00718765-0.0012078j 0.0060577-0.017196j -0.00154532-0.00645556j 0.00541386-0.00471722j -0.00199108-0.00688831j -0.00135205+0.00721674j -0.00355981+0.00941866j 0.00567282-0.00274197j 0.0130907+0.00303734j 0.000783043-0.000871056j 0.000756112-0.00439089j -0.010411-0.00329115j 0.000546941+0.00731762j 0.00325319+0.00141527j -0.00423112+0.00764912j 0.013047-0.00310373j 0.00285908+0.00925097j -0.0111294-0.0181371j 0.0106935+0.00921357j -0.00116058-0.00583772j -0.0126271+0.0150712j -0.0090115-0.017638j 0.00819761-0.00372199j 0.0115707+0.0163108j -0.0153567+0.00975139j 0.000484323+0.0126243j -0.000120194+0.0130946j -0.000259504+0.0264725j 0.00889767-0.00852136j -0.00470479-0.000799522j 0.00461873+0.00984418j 0.00127617+0.00343456j -0.0135353+0.0093633j -0.000729743-0.0124934j 0.00710856-0.00371929j 0.0075416-0.0146082j -0.00403618+0.00412152j -0.00338792+0.005828j 0.00128667+0.0109297j 0.00565879+0.0172915j -0.0109999-0.00173j -0.00110419+0.0256037j -0.0052128-0.00143317j 0.0184882+0.0135488j -0.0106931+0.00799804j 0.0382502-0.0299264j 0.00809357-0.00267373j 0.00819147-0.0135211j -0.0142376-0.0132151j 0.0140779+0.00517836j 0.00332756-0.0159882j -0.00358709+0.000942883j 0.0245955-0.00616639j 
-0.00012048-0.0012513j 0.00787788-0.0125095j -0.00740395-0.00895628j 0.00365471+0.000747942j -0.000374197-0.00163543j 0.000695502-0.00147044j -0.00512344+0.00519565j -0.000869844+0.00274341j -0.00107658+0.00110385j 0.00349649-0.00480271j 0.019304+0.00823415j 0.000954177-0.0183372j 0.0199454+0.0144522j -0.000512241+0.00739353j 0.0090155+0.00105409j -0.00697269+0.00059395j 0.00457172-0.000574969j -0.000590801-0.00454203j 0.000253049+0.00484638j -0.00464514+0.000328589j 0.0148467-0.00127047j 0.00195535-0.00187419j 0.0146694-0.0018022j -0.00717855-0.00277379j 0.000151958-0.00985576j 0.00578912-0.00480204j -0.00676649+0.00484301j 0.00401086+0.00709287j 0.00292519-0.00634219j -0.00421848+0.000400191j -0.000119499+0.00679904j -0.00936113-0.00958591j -0.000421418+0.0133844j 0.00383018+1.52664e-06j 0.000337749+0.0238133j 0.0104375-0.00969414j -0.00961512-0.0183088j 0.0073853+0.026485j -0.0271479-0.00480015j 0.00998228-0.0131294j -0.00189763-0.00753672j 0.00956868-0.0120863j 0.000532835+0.000601415j -0.00716544-0.0151256j -0.00891183+0.000562145j 0.00229472-0.000272515j -0.00326373+0.00292565j -0.00090127+0.00293421j 0.00233613+0.00693966j 0.00638766+0.0155926j 0.0111541-0.0116621j -0.00531229+0.00254422j 0.00762836-0.00759778j 0.00526647-0.0112885j -0.0108842-0.0233224j -0.00422469-0.0134579j -0.00260407-0.0045642j -0.0106914+0.00199861j -0.0115391-0.00435096j 0.00923248+0.00254925j -0.00691898-0.0174815j -0.020018+0.047327j -0.00685206-0.0130476j 0.0150456+0.0140142j 0.0389271+0.00388398j 0.000918177+0.0107956j 0.00838355-0.0112072j -0.0149926+0.00334003j 0.0155223-0.00501323j 
0.00342167-0.00165459j 0.0146817-0.0134319j 0.00181884-0.0167417j -0.00453653+0.00754272j 0.00179604+0.00222973j 0.000419506-0.00262946j -0.00113477-0.00300613j 0.000106551+0.000837359j -0.00237225-0.00119378j 0.00461453-0.00321194j 0.0167847+0.0228039j 0.0142225-0.0268058j -0.0122713+0.0161474j -0.0176917+0.0235792j -0.0066133+0.0153009j -0.0108597+0.0145283j 0.00725034-0.012261j 0.00169711-0.00757018j -0.0048448+0.00402539j 0.00113609+0.000703981j 0.0135106-0.00248754j 0.00360381+0.00168434j 0.00841086+0.00206016j -0.0039434-0.00349692j -0.00356453-0.00831705j 0.00338705-0.00344254j -0.00729279+0.00531642j -0.00064897-0.00359126j -0.00584609+0.00585745j -0.0190769+0.00919894j -0.0239742+0.0141913j 0.0138456-0.0130208j -0.0184261+0.030977j 0.0249096-0.0240123j -0.0156451+0.0480006j 0.0294058-0.014088j -0.0605877+0.0131295j -0.0408172+0.00867262j -0.00528272-0.00366058j 0.0109215+0.00807314j 0.00870563+0.00267653j -0.00208676-0.00774133j -0.00544577-0.0164155j 0.00360845-0.0173126j 0.00998731+0.00248799j 0.00737608-0.00485253j -0.00883658+0.0125159j -0.00953285+0.0122015j 0.0159518+0.0103253j 0.00283617+0.00560024j -0.00492186-0.00454409j -0.0155858+0.00684337j -0.0166799+0.0146332j 0.00283669+0.00184407j -0.00283441-0.000240528j -0.0259499+0.00286193j -0.0323225-0.00579689j 0.0167928-0.019025j -0.0460747-0.0376294j 0.0176943+0.0772919j -0.0158613+0.0729199j -0.00507731-0.00198365j 0.0131508+0.0337417j 0.00424941+0.027676j 0.00710643+0.0115188j 0.026565-0.00305213j 0.0384831-0.0391258j -0.00909477+0.0347278j 0.087798-0.0133423j 
0.000720813+0.00126537j 0.010359+0.00269148j -0.00198398+0.00363783j -0.00745918+0.00681627j 0.0038172+0.00779064j -0.000595731+0.00452641j -0.000576498+0.000485128j -0.0031174+0.000339801j 0.00462958-0.00153744j 0.0033807-0.0046176j 0.0130876+0.00682534j 0.0125256-0.000440592j -0.0141873-0.0293678j 0.00867841+0.0158975j -0.0138611+0.0200587j -0.010489-0.0059212j -0.00681042-0.00328347j 0.015347-0.000349689j 0.00285837+0.00455353j 0.0016844-0.00539442j 0.0209843-0.0168294j -0.00119172-0.0014536j -0.00689993-0.000212397j 0.000101012+0.00211554j 0.00570912-7.62839e-05j 0.000846982-0.00269942j 0.00317966+0.00296158j -0.000800218+0.0104567j -0.00688162-0.00255633j -0.00153275-0.00406972j -0.00762205+0.000469824j 0.0208395+0.0083708j -0.0272279-0.0107254j 0.0106512+0.0114458j -0.0159304+0.0120736j 0.0226175+0.015467j -0.0229707+0.0108567j 0.00291243-0.0143398j -0.0221374+0.0137329j 0.0226702-0.00517558j 0.0169006+0.000433935j -0.0157835+0.000644716j -0.00796414-0.00849742j 0.00712639-0.00121983j 0.0292172+0.0146126j -0.00117528-0.00538727j 0.0148273+0.00436912j 0.0122035+0.0103635j 0.0370758-0.00580405j 0.00997441+0.00136897j -0.0068328+0.00973456j 0.00918665+0.024969j 0.00044055+0.00437488j -0.000179575-0.00444338j 0.00383227+0.0103119j -0.00283982-0.010484j 0.000134355-0.0083784j 0.0191449+0.0103372j -0.0181021-0.0417607j -0.00973004+0.0124665j -0.0149204+0.0421749j -0.00653592-0.017096j 1.84244e-05+0.0387648j 0.0129702+0.00392733j -0.00713993+0.00479038j 0.000499224+0.00266814j 0.0281846+0.00202197j -0.0121319+0.0346197j 0.0194912-0.00504382j 
-0.00218995+0.00210547j -0.0124858+0.00104574j 0.0016041+0.0032386j -0.00423195-0.0057666j -0.00628593-0.00250138j -0.00173212-0.00111047j 0.000786521+0.00339616j -0.00106672-0.00434228j 0.00061261+0.00108248j 0.00426631+0.000510814j -0.0101966-0.0236897j -0.014964+0.0237166j 0.00840756+0.00665594j 0.00436685-0.00593555j 0.00533996-0.00121644j 0.0136152+0.00928071j -0.0107294-0.00435846j -0.00560205+0.00443101j -0.00316213-0.00602131j 0.00250434+0.00445288j 0.00477183+0.0100322j -0.00125634+0.00446289j -0.00107035+0.00234294j -0.00161694-0.000254389j 0.0032202-0.00188952j -5.43984e-06+0.00129647j -0.000355477-0.00192818j 0.00199756-0.010751j 0.00512306+0.00405183j 0.00177332+0.0044463j -3.61657e-05-0.00516145j 0.00251425-0.00388464j -0.00802814-0.00163801j -0.000853965+0.00288046j -0.00238617-0.0323826j -0.0202427-0.0454465j 0.0147566-0.0154764j 0.0346003+0.0108221j -0.00640843-0.00426178j -0.00917534+0.00363514j 0.0099188+0.00457655j -0.0099248-0.00405099j 0.0177283+0.00191024j 0.00187256+0.00107434j -0.00950418-0.00198854j -0.00443614+0.00324675j -0.000617608-0.00939138j 0.00272095-0.00696753j -0.0194808-0.00334581j 0.00156799-0.00239365j 0.0135814+0.000662082j 0.0122391+0.000262912j 0.00767216+0.0061197j 0.0060185+0.000919983j 0.00710842-0.000705384j 0.0029868+0.00157225j 0.00793477+0.0119941j -0.0153597-0.000860643j 0.018868+0.0277669j 0.00833872-0.0358374j 0.00694494-0.0449918j 0.00952302+0.0102867j -0.0147822-0.0343218j 0.000403728-0.00962398j 0.00385839-0.00173054j -0.0055276-0.000115379j -0.03828+0.0121372j 0.0168692-0.00812588j -0.0358332+0.0135955j 
-0.00444389+0.00293536j -0.0172864+0.0219522j 0.00546569+0.00668049j 0.00707753-0.00225886j -0.00868015+0.000446054j -0.00428219+0.00494648j -0.00915529-0.00248598j 0.000424854-0.00212523j -0.00110918-0.003576j 0.0010573+0.00367606j -0.0186182+0.0071625j -0.0177468+0.0291184j 0.029897-0.0152248j 0.00269743+0.0153475j -0.02144-0.000955426j 0.0175812+0.000911724j 0.00149897+0.00465452j -0.00775961+0.0147427j 0.00560208-0.00333399j 0.00474028-0.00519105j -0.00356063-0.000488847j 0.00297422+0.00299468j -0.0029139+0.00421973j 0.000959079-0.00049042j -0.000765701+0.00956209j -0.00590033-0.000582148j 0.00217917-0.00406161j -0.00682905+0.00201422j 0.00358735+0.00127642j 0.00978015+0.0030752j 0.0115087-0.0012034j -0.0121883+0.0016294j 0.0214975-0.0187695j -0.0203826+0.0203978j 0.0348488-0.0186081j -0.0212705+0.0313659j 0.0473952+0.0248692j -0.00560689-0.00709914j -0.00376832-0.0158291j -0.00193991+0.0165295j -0.00920296+0.0136529j 0.00224996-0.00381603j 0.0152523+0.0017756j 0.00591357+0.0178563j -0.0219728+0.0227291j 0.000160357+0.00668397j -0.00755082-0.0056705j -0.00140431-0.00278505j -0.0305242+0.0132341j -0.00161501+0.0121091j 0.0105496+0.00616089j 0.0127062+0.0160823j 0.0181665+0.0081426j 0.0174544+0.0040276j 0.0179913+0.0136132j 0.0276679-0.00356048j 0.0160362+0.00792722j -0.0107587-0.0281806j 0.0179131-0.00278663j -0.0107032-0.0364452j -0.00256118-0.0242167j -0.00750911-0.0072729j -0.0199244+0.011907j -0.0180354-0.0257469j -0.00754306-0.0180773j -0.0116689-0.0185815j -0.0165225+0.0374065j -0.0092676-0.0440387j -0.0249602-6.43435e-05j 
0.00174781-0.00185554j 0.00378373-0.00791902j -0.00245114-0.000480738j -0.000162458-0.00062567j 0.00356144+0.000541261j 0.000884898-0.00293311j 0.00160674+0.00126512j 0.00269475+0.000188978j -0.000118041+0.00214008j -0.00373125-0.00274648j 0.00949116-0.00737981j 0.00278706-0.00148333j -0.0116694-0.00282029j -0.000939473-0.00714409j 0.0045041-0.0030219j -0.00817165-0.00470314j -0.000354159-0.00335813j -0.00284681-0.00258565j 0.00256707+0.00307318j 0.000462716+0.00116641j 0.00102553+0.000647194j -0.000668786+0.0010016j -0.00139985-0.000321604j 0.000230617+0.00222356j 0.00227286+0.00211288j -0.002802-0.00152369j -0.00160862+0.000792898j 0.00550088+0.00186291j -0.00430064+0.00180742j -0.00927534+0.00285424j -0.00152127+0.00131251j 0.012956+0.000663506j -0.003261+0.00112928j 0.0134747+0.00177197j 0.0051714-0.010006j 0.00943236-0.00694575j -0.017794-0.027446j -0.000601434-0.00156543j -0.00691686-0.00362909j 0.00606866-0.00275021j 0.0018166+0.00924322j -0.0026441-0.0103556j 0.000359637+0.012991j -0.00219902+0.00603132j -0.00258288-0.00601582j -0.00406569-0.00559974j 0.00862538+0.00833631j 0.00671683+0.00728341j 0.00161515-0.00696839j 0.000107904-0.00276302j -0.00103184-0.00746562j 0.00454734+0.00611569j 0.00745464-0.00229102j -0.00197582-0.0127935j -0.000112401-0.00614274j 0.00240921-0.00478404j -0.00405005+0.0102874j -0.0151317+0.00485214j -0.0127138+0.0143419j 0.0103963+0.0016437j 0.000330777-0.0280061j 0.00513003+0.00173886j -0.0108708-0.000245897j 0.00234229-0.00259285j 0.00085399-0.000667423j 0.0063512-0.00968526j 0.0167451-0.0222121j 0.00574311-0.00597945j -0.0275018-0.0160963j 
