-0.17795-0.0128158j -0.2107-0.0281821j -0.117687+0.124644j 0.223497+0.0131143j 0.0701459+0.106811j -0.104034-0.10557j -0.157416-0.21042j 0.153354-0.0667197j -0.0732155+0.393076j -0.255428+0.0699056j 0.00684034+0.0708461j 0.171619+0.0178979j 0.0563272-0.000514881j -0.00550343-0.036059j 0.00866505+0.0707158j 0.0334182-0.00410166j -0.00973484+0.0270162j 0.0102393+0.0666878j 0.0414361+0.00710312j 0.0221853+0.00689952j -0.063361-0.00520896j 0.034175+0.0470164j 0.0187461-0.00682954j -0.00907666+0.0626429j -0.00494468-0.0293525j 0.00783581+0.06124j 0.0071185+0.0124293j -0.0272514+0.0261816j -0.0337369-0.0480265j 0.0216977-0.0215286j 0.00481451+0.0567535j 0.00730789-0.0638497j -0.098493+0.0754672j 0.144902-0.0102112j 0.0281083-0.0203566j -0.0248263+0.0147626j 0.0287211-0.0470626j 0.016875+0.033317j 0.0148773-0.00464282j -0.00582042+0.0627184j -0.0145452-0.00237899j 0.0371316+0.0451112j -0.0155311-0.0161982j 0.0368681+0.00404459j -0.0441812-0.0141444j -0.0154053-0.00461497j 0.00615083-0.00698413j 0.0554987+0.03012j -0.0193085-0.00521847j 0.0329151-0.0475965j -0.0152936-0.0650496j 0.0112605-0.030563j 0.0544252+0.0295411j 0.000192388+0.0171799j 0.0406125+0.0349568j -0.00370493-0.0397327j 0.0289438-0.0521752j 0.0852394-0.0895587j 0.011682+0.0139232j 0.0515511-0.0297533j -0.0122032-0.0115514j 0.00351359+0.0179086j -0.00248925+0.0531059j 0.0192204-0.0402351j -0.010073-0.00681239j 0.0256253+0.0073673j -0.00478396+0.0692341j -0.0684241+0.0425139j 0.00839809-0.0380825j 
0.0278393-0.020821j -0.00361253+0.00708125j -0.0244265-0.032171j 0.0220686+0.034499j -0.00461672-0.007446j 0.0518858+0.0385226j -0.0527767-0.000200152j -0.0122981-0.0200167j 0.0270222+0.0504668j 0.0550152+0.0268796j 0.00518831-0.00899242j 0.034926-0.0252521j -0.000362606+0.013261j -0.0196848+0.0138607j 0.0444353-0.0680963j 0.0385524+0.0324005j 0.143684-0.0561176j -0.0764712-0.0458082j -0.0739044+0.0683721j 0.0956449-0.069743j 0.0754907+0.0105661j -0.0527536+0.0692768j 0.0587842-0.0592147j 0.0549316-0.112276j 0.0834143-0.123562j 0.127846+0.0374686j 0.137159-0.171734j 0.190256-0.149001j -0.104489+0.00149897j 0.19733-0.0709785j -0.0631145+0.001626j 0.0459228-0.0352745j 0.0516826-0.0955939j -0.0198865-0.0176076j 0.0110373-0.0286416j -0.017742-0.0138877j -0.0587575-0.0345362j 0.00981535+0.0441961j 0.0251838+0.0131829j -0.0163268+0.0527352j -0.000631437-0.074616j -0.0502956+0.0661549j 0.00492729+0.00825694j -0.0117082-0.0531648j -0.0465502+0.0351978j 0.0357515-0.0138712j -0.0156079-0.00880884j 0.0173066+0.0304337j 0.0793553-0.00742926j 0.0814241+0.0316719j 0.0403375+0.0971504j 0.0224128+0.0795601j 0.0216242-0.046488j 0.0494639-0.0814108j 0.0413902-0.0420763j 0.0170526+0.0275479j -0.00543715+0.0114863j 0.0191932+0.0193758j 0.0170722-0.0441989j -0.0102495+0.0236467j 0.0556814-0.00896405j -0.0309579+0.0261737j -0.0176676+0.0164114j 0.0405457-0.0842816j 0.0160913+0.0223743j -0.0146547+0.079419j 0.00884756-0.0250038j -0.0111839+0.0058971j 0.0067471-0.00513123j 
-0.0272142-0.00507128j -0.0271202-0.0345401j 0.0100596+0.0143943j 0.0168372-0.0392364j 0.00014133-0.0309202j -0.00408752-0.0379914j 0.00207976+0.00126603j 0.00288041+0.0189441j -0.00228545+0.0397494j -0.00101783+0.0146109j -0.00357421-0.0614645j -0.00839856+0.0841884j -0.048469+0.0715477j -0.0732797+0.03458j 0.0346208-0.0734656j -0.07125-0.0606723j 0.00181835+0.133549j -0.0314486+0.0272718j 0.0626403-0.073006j 0.0196493+0.0298193j 0.0572967+0.0330294j -0.0654641+0.0475013j -0.0503605+0.0145945j -0.0262264-0.0367197j -0.161264+0.0528941j -0.00109526-0.0735723j 0.0947652-0.0118485j -0.0152031-0.0162481j 0.0289866+0.0180206j 0.115609-0.0380017j -0.0543211+0.0284215j -0.0711141+0.0342159j 0.000484693-0.00651837j 0.0477181+0.00306324j -0.04215+0.0530487j 0.000961762+0.00755115j 0.00538396-0.062287j 0.0166046+0.022793j 0.0530438+0.0898832j -0.0272654+0.01601j 0.0581285+0.0562933j 0.0267978-0.0197256j -0.0701088+0.0028662j 0.0541765-0.13031j 0.0249137+0.00183587j -0.0169896-0.0615485j 0.0682288+0.000412331j -0.08753+0.0811503j 0.0240757+0.00437916j -0.0121811-0.0259754j 0.0468275+0.0817617j -0.00110305-0.0501684j 0.0166196-0.0139998j 0.0169762-0.0609106j -0.0599701-0.0083315j -0.00475502-0.0393706j -0.0410002+0.000176451j 0.0103752+0.00912606j 0.052703-0.0351766j -0.0224404+0.0331521j 0.028133-0.0734703j -0.0636489-0.0764837j 0.0736622+0.00545439j 0.0403613-0.0119567j -0.053737+0.0518439j 0.0859553+0.0703933j -0.0505334+0.0207786j 0.0189363+0.0493346j -0.00910452-0.0186532j 
-0.0163373+0.0297572j -0.0324307-0.0190305j 0.0225854-0.0380288j -0.0060052+0.00933314j -0.0112582-0.0305226j 0.0108342+0.0132128j 0.0578901-0.0123671j -0.00123872+0.0151936j 0.00973773+0.00856758j 0.052162+0.0232477j -0.0145224-0.0313902j -0.0484019+0.0293984j 0.000114146-0.0706417j -0.0658158+0.038681j -0.0372223+0.0458485j 0.0433531+0.022537j 0.160809+0.0151396j -0.0588313-0.0497471j -0.125213-0.0290233j 0.0905276+0.0526968j -0.0114553-0.00785483j -0.0219047+0.0474119j -0.048982-0.0399172j -0.040563-0.0345406j 0.00123168+0.0192539j -0.00222292+0.0364216j 0.038223-0.0589056j 0.0467592-0.0322323j -0.0547433+0.0249898j 0.00801361-0.11629j 0.00623683-0.00617794j -0.026631+0.00182619j 0.0295687-0.0439221j 0.0599133-0.114462j -0.0249101+0.0147876j -0.0522689-0.0292756j 0.0439782-0.0688838j -0.00324049-0.00726344j 0.0902827+0.0377563j -0.0464946-0.0701588j -0.0463393+0.0783404j 0.0095825-0.0727333j -0.0143422+0.0272623j -0.0421137-0.0098029j 0.0316043-0.00510395j -0.016172+0.0187276j 0.0123458+0.00913721j 0.00622915+0.00422775j 0.00364637-0.0404282j 0.0287681+0.00750444j 0.000869814-0.0279871j -0.0170494-0.0497409j 0.00659375+0.0397808j 0.0328764-0.0260671j 0.0205379+0.0295282j 0.050749-0.0613514j -0.0155694-0.0627802j 0.00485212-0.0462913j -0.0363123-0.0374397j -0.00106206-0.000274815j 0.0957059+0.0088867j 0.00056564-0.0149574j -0.0103339-0.0514644j 0.0546679+0.00777079j 0.00138885+0.00323893j 0.0411982+0.0200029j 0.0902198+0.0290961j 0.023336-0.0865354j -0.018326-0.0683647j 
-0.0399995-0.0298833j 0.0165189+0.011351j 0.00832074+0.0145158j 0.0131156+0.0389213j 0.00209064-0.00994004j -0.0187802-0.00413113j 0.0352185-0.0388217j 0.00178871-0.00434109j -0.0564881-0.0369422j 0.000735528+0.0302707j 0.0349178+0.0165101j -0.00745015-0.0218073j -0.0229808+0.0173556j -0.00142541+0.0168844j 0.0327084+0.0077273j 0.0462683+0.0768619j 0.0876859-0.0148692j -0.167706-0.0932755j -0.0645557+0.0609316j 0.0721455+0.13859j 0.0044278+0.0230937j -0.00233133+0.0412163j 0.028669+0.000705798j -0.0454281-0.0528792j 0.00940318-0.0367566j 0.131008+0.12848j 0.0616771+0.0885671j 0.110081+0.0889169j 0.0703126-0.0146671j 0.0994347-0.0233052j -0.0466675+0.0120207j -0.0270079-0.0408538j 0.014075+0.041804j 0.0866592+0.00468695j 0.00674075-0.0118026j 0.0154379-0.0824803j 0.00103262+0.0051206j 0.0324486-0.0484545j -0.0124626+0.0161473j -0.00306478-0.0521387j 0.036684+0.0521373j 0.0189493-0.0605666j -0.049867+0.0633685j 0.115581-0.070589j 0.0524261+0.000362361j 0.0153169-0.0481568j -0.0174139+0.00902358j 0.0743459+0.0272317j -0.0424592-0.0181695j -0.0605193+0.00472933j 0.087066-0.101919j -0.0542585-0.0258053j -0.0502505+0.0423382j -0.0198511+0.00100621j -0.0337809+0.0364917j -0.043702-0.103426j -0.0367059-0.014173j 0.00658602-0.0317105j -0.00366319-0.0637262j 0.0172174-0.0350697j -0.0779162-0.049829j 0.0151186-0.031018j -0.0793009-0.0194007j 0.0956041+0.0830021j -0.0113205-0.0575264j 0.00241604-0.0116568j -0.0319868-0.0131789j -0.00449323+0.00610239j 0.00231203+0.00461213j 
-0.00474259+0.00889015j 0.0102747+0.0239217j 0.0755049+0.0515765j -0.0603932-0.0761788j -0.00040147-0.0143002j -0.0390988-0.0549441j -0.00172957-0.0495405j -0.0144821+0.0512083j -0.0344176-0.0505515j -0.020508-0.00471843j 0.0605851+0.0386048j 0.0713459+0.0395388j 0.0778688-0.00613356j 0.0791918+0.0546677j -0.0202676-0.021302j 0.070668+0.00504211j 0.0505783+0.0616478j -0.044848-0.0518741j 0.0637663+0.0259016j 0.0945127+0.12944j 0.0842095-0.160347j 0.0138604-0.00276671j 0.0202449+0.0260835j -0.0537936-0.077064j 0.0567844+0.0729796j 0.151595+0.00585703j 0.0650489+0.089066j 0.114606+0.041461j -0.0221925+0.005322j 0.0280054+0.0215749j -0.0121171+0.0411666j 0.111592-0.0423953j -0.00396632+0.0701427j -0.0805068+0.0234641j 0.0616963+0.0899654j -0.0246186+0.0399442j -0.106198-0.0659685j -0.0480345+0.0689416j 0.0814364+0.0852853j -0.0188458-0.0423846j 0.0272094+0.00225594j 0.0362099+0.115357j 0.0588757-0.0896399j -0.0589163+0.0677986j 0.0447746+0.0488216j -0.0436729+0.0485007j 0.0115305-0.054754j -0.00940635-0.0119366j -0.0457143+0.0296523j -0.0160136-0.0026593j -0.117459+0.0251562j 0.0107604-0.0665527j 0.120136-0.043661j -0.0254285+0.0181505j 0.00142679-0.0330337j -0.0384973+0.0418341j 0.0421113+0.0390625j -0.00503+0.103922j 0.0156196-0.0270005j -0.00284002+0.00223404j -0.0372582+0.00646259j -0.0365902+0.0177415j 0.0872713-0.0201662j -0.0373533-0.0227826j 0.00697575+0.0408065j -0.0386204+0.0113768j -0.0284107+0.00122487j -0.00426116-0.0127155j -0.000784701-0.01488j 
-0.039394-0.00505823j 0.00829125+0.0336623j 0.0467246-0.0220722j 0.034949-0.0133702j -0.0018473+0.0245291j 0.00975691+0.0252139j 0.0186917-0.0338089j 0.0124325-0.0364135j 0.0634454+0.00672118j -0.0353253+0.0414418j 0.00144497-0.014846j 0.0238712+0.0187269j -0.042352+0.00969667j 0.0237647-0.0321884j -0.0188146+0.0135862j 0.0293753+0.0371728j -0.0102407+0.0426177j 0.0370356-0.0629266j -0.0384866-0.0179426j -0.00205045+0.0750531j -0.11317+0.0207211j 0.0232347-0.0203895j 0.0245042-0.0225679j 0.0222509-0.0149902j 0.0907335-0.00357643j -0.00205115-0.0124856j -0.0238222+0.0696543j 0.0538823-0.0326318j -0.0438607-0.0526678j -0.0595036+0.0310775j 0.0321215+0.0316081j 0.0459076+0.0511198j -0.00641111+0.0286543j -0.0567721+0.0349688j 0.0253054-0.0460137j -0.0117759+0.0278738j -0.0146407+0.0116258j 0.0133505-0.0678891j -0.0561078+0.00926015j 0.0443916+0.0588738j -0.115089-0.0378738j -0.00999302+0.0128886j -0.0426575-0.062801j -0.0362328-0.0129057j 0.0433853+0.00267247j 0.0753224-0.0192773j -0.0139321+0.0391715j -0.00733999-0.0033067j 0.0248949-0.0325032j 0.11094-0.00161213j -0.0503685+0.00718678j -0.016743+0.0579023j 0.0132803-0.0236791j -0.0370122+0.0195781j -0.00907928-0.00431855j 0.0336021+0.072867j -0.0122337+0.102726j -0.0151748+0.01134j 0.0284525+0.104813j 0.0125299+0.0186832j 0.0394037+0.00976027j 0.0298185+0.058457j -0.0983941+0.0175094j -0.0869223-0.0630346j 0.05885+0.0681044j -0.0205172+0.0566834j 0.0705807-0.0577213j -0.0449274-0.0153974j -0.00515669+0.050456j 
-0.00836726-0.0384424j -0.000753418-0.0154333j -0.00339432-0.0384162j 0.00709202-0.00368348j -0.00728802+0.0347623j 0.0123463+0.00630867j 0.0337+0.0204926j 0.0523556-0.0379967j -0.00899148+0.0396202j -0.0080398+0.018387j -0.0275357-0.0173074j -0.0225474+0.0259232j -0.0762309-0.0534632j 0.106845-0.01399j -0.0967212+0.031048j 0.152069+0.0273368j 0.178612+0.0613585j 0.0961901-0.0183946j -0.20869+0.0135005j 0.0973629+0.0858411j 0.021147-0.0276089j 0.0468891+0.00110398j 0.0170053-0.0780376j -0.0812113-0.0536625j 0.0742079-0.0327333j -0.074413+0.0647977j -0.0169986+0.00525686j 0.19018-0.00456822j -0.00251571+0.0496177j -0.0252835-0.0200663j 0.0952719-0.0180106j 0.0202717+0.0907109j -0.00407761-0.08368j 0.0263524+0.0619755j 0.0245258+0.0722117j 0.0326904-0.0340707j -0.0664594-0.0119682j 0.0736031-0.00863465j 0.0443241-0.0330064j -0.0337932+0.0434651j -0.0655777+0.0952677j 0.0345208-0.0436032j -0.00795429-0.0558592j 0.0228385+0.0402657j 0.0354881-0.019196j 0.0251127+0.0336796j 0.0247308+0.0237737j -0.0471951-0.0968646j 0.0431541+0.0458739j 0.0235854-0.0362569j -0.0184499-0.0125707j 0.0338545-0.0644431j 0.119351+0.0439425j -0.0156786+0.00337578j -0.00687424+0.0392868j 0.0270791-0.0489329j -0.0344778+0.0619958j 0.0296146-0.0986474j 0.0512905+0.0961621j -0.0319044+0.0298839j 0.0126913-0.0056064j 0.0287467-0.0610805j -0.0227366+0.0156313j -0.0450007+0.0748893j -0.0537288-0.0561739j 0.0504657-0.0530735j -0.00947946+0.067249j -0.0110163+0.0661207j -0.00509663+0.0153094j 
-0.00315462-0.00138621j 0.0335544+0.0128109j -0.013492+0.0214425j 0.00631769+0.0337434j -0.0339994-0.0520775j 0.00268168+0.0192927j -0.0159317-0.00282384j -0.0192231+0.0174591j -0.00943804-0.00489612j 0.0311915-0.0184303j 0.0180184+0.0412139j 0.0454627+0.0209415j 0.164701+0.0634212j 0.101904+0.0285122j -0.162034-0.000778849j 0.0827921+0.0558161j 0.0245199+0.0280417j 0.0925266+0.0652707j 0.0613117+0.0311626j -0.0127925-0.0450571j 0.0284589-0.0534387j 0.0245539-0.000389613j 0.02966+0.00162137j -0.0182773+0.0165838j 0.0404541-0.0404883j 0.010531-0.000529789j -0.0286936+0.0269254j 0.0828681-0.034061j -0.0324316+0.00701672j -0.095116+0.0397036j 0.144845-0.0327587j -0.0127805+0.00949048j 0.0070065-0.0318728j -0.0422141-0.0323196j 0.0421945+0.0141857j -0.011089-0.0530531j 0.0823085+0.0369021j 0.0224722+0.0165065j -0.012178-0.00396573j 0.10081+0.014851j -0.0217771+0.0252605j -0.123064+0.051684j 0.0844721+0.121551j -0.0342905-0.0734777j -0.0842884+0.00235925j -0.0204506+0.0163025j -0.0452708-0.00129966j -0.024149-0.0686065j -0.125651-0.0489392j -0.0308472+0.20458j 0.00533921-0.0864578j -0.0877435+0.00124569j -0.0840441-0.0301542j 0.0464354-0.0373196j -0.00365999+0.0208321j 0.0318039+0.0232432j 0.0108718-0.0269221j 0.0192654-0.0437374j -0.0733977-0.0459064j 0.00337883-0.0938036j -0.0257039-0.00498245j -0.0560565-0.00420631j -0.0249961+0.00620142j 0.00404682-0.0308172j -0.0543436+0.00110598j -0.0501114-0.0411106j 0.0188563-0.0814269j 0.00348435-0.0808705j 0.0361444+0.0255791j 
-0.0480683-0.0277656j -0.079335-0.0839378j 0.00858771+0.0241985j -0.0399496-0.0639262j 0.0136383-0.00349556j 0.025757-0.0177893j -0.0104946-0.0128934j 0.00390578+0.0085112j 0.00924846-0.0174171j -0.0329185+0.00642397j -0.0320988-0.0574531j -0.0038224+0.0208729j -0.193682-0.151225j -0.0365032+0.108796j 0.0337839-0.0428691j 0.0598851+0.00359601j 0.161659+0.0247955j 0.0574072-0.0161214j -0.133185+0.0324024j 0.10609+0.0226604j 0.0298329-0.0310803j 0.0397797-0.0126236j -0.0332629+0.0300318j -0.00816346-0.069496j 0.103436+0.00179294j -0.120649-0.021159j -0.0422462+0.0265641j -0.0560623-0.00425746j 0.00849797-0.039948j 0.114056+0.0259958j 0.0356441+0.0229708j -0.113779-0.033042j 0.0624102+0.0276508j 0.0507208-0.0134533j -0.0667245-0.0392439j -0.014551+0.0728657j 0.149437+0.0842907j -0.0466987-2.70227e-06j -0.161617-0.142049j -0.0406799+0.0259172j -0.0231422-0.236813j -0.0509183-0.0794185j 0.0412075+0.0060169j -0.114889-0.0537874j -0.0313528+0.0251607j -0.0607311-0.0119355j -0.0519788+0.0683851j -0.0320632-0.0769946j -0.0263447+0.0465769j -0.107088+0.0065612j 0.00196994+0.000339444j 0.022229+0.0644811j -0.127989-0.0936933j 0.045747+0.0443799j 0.00986714-0.0750213j -0.00566444+0.0885459j 0.0349162-0.0128063j 0.0108103+0.106597j -0.0513486-0.00247933j -0.0121895+0.0119853j -0.00644089-0.0310081j -0.0209628+0.0282942j 0.0545279+0.0556285j 0.0198451-0.0395676j 0.0487175+0.00139753j 0.0128661-0.045937j -0.0321544-0.00952944j 0.00918769-0.0135258j 0.0279777-0.0086849j 
0.0313879-0.0475949j 0.0207835-0.0347142j -0.08425+0.0132979j 0.0206054+0.00556285j 0.0572682+0.0927205j -0.000958791+0.0258652j -0.00673636-0.0239258j -0.028349-0.0684804j 0.0152265-0.0304919j -0.0378856-0.0176459j -0.0399485-0.0633564j -0.0494118-0.137965j 0.00461025+0.0471207j 0.117996-0.0111624j 0.0900454-0.0389317j 0.0746756-0.0718191j 0.0333376-0.134158j -0.0238239+0.0681903j 0.0612652+0.021618j 0.0648982-0.0479215j 0.141901-0.0853005j 0.0650625+0.0191607j 0.00874508+0.00193793j -0.01638+0.0225868j -0.00714742-0.00119898j -0.0128316-0.0360869j -0.0412813-0.0124265j -0.126486-0.0333276j 0.0103878-0.0320178j 0.0383238-0.101763j -0.0486407-0.0754705j 0.00376416+0.114745j 0.0127034+0.0288449j 0.0538095+0.0592532j 0.0172941-0.0684219j 0.0155712-0.126781j -0.134289-0.0735391j 0.0374864-0.0446666j -0.0400285-0.0150568j 0.0697288+0.0275819j 0.00083373-0.00592358j 0.0176126-0.080998j 0.139816-0.0501426j -0.0328112-0.0296399j -0.000309178+0.060977j -0.0607425+0.0248728j 0.0221215-0.0156213j 0.0224457-0.00188788j 0.0063096+0.0675886j -0.00921783+0.0134431j 0.107805-0.00896347j 0.0693355+0.0632573j -0.0583192+0.159435j -0.0426734-0.0229261j -0.00342668+0.0257617j 0.0169473+0.0311828j 0.0643924+0.038451j -0.0059988-0.0888751j 0.0282195+0.0555231j -0.049534+0.103058j -0.0519709+0.0304484j -0.0021426-0.0392478j 0.0657902-0.0425118j 0.0161768+0.0560745j -0.0116244-0.0360573j -0.00605825-0.0508136j -0.0837759+0.0257375j 0.0483699-0.00214958j -0.0124273+0.00130208j 
0.0247408+0.0245975j -0.0262584+0.00670258j -0.0109712+0.00765591j -0.0455346+0.0350682j -0.0128636+0.044069j 0.0332193-0.00918112j 0.00555248-0.0376001j -0.0135747+0.0560069j -0.0227733+0.00699607j -0.00579875-0.0149694j -0.00929987+0.0534319j 0.0874782-0.0070636j -0.00585276+0.0482859j 0.0244361-0.0130392j 0.108004+0.0521591j 0.0217547-0.00586165j 0.011127-0.00234298j 0.0458647-0.0385421j -0.0288218+0.111706j 0.00803204-0.0394092j 0.027051-0.0357788j 0.00341854-0.053555j 0.0154548-0.0130931j -0.0110396-0.0114464j 0.0430392-0.0988071j 0.0126245-0.0607179j -0.0176888+0.0302826j 0.0061033-0.0572179j -0.0705355+0.0403487j -0.0792412+0.0635047j 0.00575695+0.0465294j 0.0911913-0.069234j -0.0244746+0.0187957j -0.0218527-0.0332172j -0.0631838-0.0258829j 0.114238+0.130579j -0.0327634+0.185198j -0.114786+0.139956j -0.0575771-0.0315272j 0.0583924+0.0183932j 0.0269321-0.0419587j -0.0444391+0.0509907j -0.140885+0.0139045j 0.184309-0.0669604j -0.077949+0.0390149j 0.0631675+0.00381971j 0.127201-0.00509914j 0.0947374-0.0654489j -0.0442058+0.0559477j -0.0447595+0.056797j 0.0191181-0.0537865j -0.0211484-0.00488464j 0.0177397-0.0186241j -0.0382151+0.0108216j 0.0177722+0.0100912j -0.00846022+0.0735374j 0.0158872+0.0506488j -0.123558+0.0760159j 0.0068375+0.0614509j 0.141592-0.00934182j -0.0294534+0.0774567j 0.0473406-0.0556247j -0.0728751-0.104332j -0.00238241+0.0989852j -0.0306945-0.0696334j -0.00529555+0.00940386j -0.00295055+0.063946j 0.0169754+0.00150099j -0.0487834+0.0292268j 
0.0124654+0.00184573j 0.118+0.0159854j -0.0454784-0.0856462j -0.0245716-0.00861553j -0.0491053+0.00642426j 0.0832551+0.00897965j -0.0211897-0.00920272j -0.017921-0.0107229j -0.0367742-0.00559267j -0.0144136+0.00462149j 0.087757+0.138008j 0.0436082+0.000223651j 0.127292-0.010744j 0.0275653-0.00858534j 0.0537121+0.0342375j -0.117406+0.0338538j -0.0487543-0.0999522j 0.0708954+0.0278244j 0.0437339+0.122852j -0.0816917-0.0940206j 0.027197-0.0359139j -0.0312359-0.0760654j 0.0287491+0.0520021j 0.000518691+0.0205467j -0.0479682+0.00258165j -0.0171139+0.10098j 0.0285278-0.00252024j 0.0408664+0.0519926j -0.0148371-0.0819624j 0.0624465+0.0371844j 0.0308499-0.022358j -0.0604214-0.0615811j -0.0169654+0.00288164j 0.00406579+0.0596415j -0.00117006+0.0873442j -0.0649946+0.0219773j -0.0886686-0.130697j 0.077421+0.118943j 0.129695-0.0216701j 0.0151994+0.0802083j 0.101067-0.0736133j 0.0564072+0.177616j 0.0123363-0.0360783j 0.0068436+0.0326581j -0.0266413+0.0276789j -0.0315154+0.0351307j -0.0708212-0.0193696j 0.0154438+0.01663j 0.0537192+0.159724j -0.0580219-0.00757479j 0.00491341+0.089837j 0.00895182-0.0926795j 0.110416-0.0224771j 0.0315233-0.0359023j 0.0136043-0.027923j 0.0299225-0.00225366j 0.0125489+0.0862561j 0.0366373+0.026454j 0.055296+0.0280954j -0.0534205-0.00140684j -0.0206452-0.0326791j -0.0476036-0.0573985j -0.00180597+0.0343967j 0.104241+0.0468162j -0.0691806-0.124611j 0.0513298-0.0328554j -0.0289893+0.0656182j -0.008483+0.0976789j 0.0106766-0.00921228j 
-0.0147789-0.0218124j -0.00544756-0.0882628j -0.0779353+0.0144951j -0.0215926+0.0484004j 0.000987284-0.037582j -0.0362522-0.0270764j -0.00576443-0.0297548j -0.016266-0.00547632j 0.0278128+0.0323946j 0.00828238-0.0147576j 0.0955676+0.0363935j -0.0621008-0.0855421j 0.017305+0.0585382j -0.0132091+0.0322297j -0.109589-0.0337672j 0.037386+0.078055j -0.0564563-0.0161728j 0.00255579+0.0403982j -0.0415061-0.112099j 0.00172124+0.00754225j -0.0496277-0.0361827j 0.0455024-0.00218828j -0.0151685-0.0330988j 0.047111-0.0150393j 0.0904905-0.0027732j -0.0205681-0.023549j -0.00628465+0.00124488j -0.0713379-0.0715635j 0.0171388+0.0205494j 0.0356534+0.0134142j 0.0170983-0.0151858j 0.0122786+0.042806j 0.0344941+0.0590715j -0.0271487-0.0907579j 0.0807662+0.0148736j -0.0575985-0.0862618j -0.0425269-0.126272j 0.0545604+0.00912286j 0.0641037+0.0917479j -0.00938324-0.0176071j 0.0828678-0.00173677j 0.0192666-0.0436526j -0.00267546+0.00852025j 0.0958163+0.0776105j -0.00303834+0.0980659j 0.0516555-0.0153367j -0.0343426+0.0700681j 0.0211888+0.0461697j -0.0132715+0.0406641j 0.027362-0.0589853j 0.0911184+0.00628589j -0.0548164-0.00174683j 0.0118053-0.00328699j -0.00783001-0.0728774j 0.021208+0.0759862j -0.0782103+0.0179135j 0.0174122-0.0257944j 0.0234582+0.0272388j -0.063257-0.0452495j 0.0116106-0.0235547j -0.101489-0.0958253j 0.131857-0.1295j -0.0408979-0.053629j -0.0391614+0.158866j 0.025852-0.0734346j -0.0292583-0.0282205j 0.0220574-0.02062j -0.0639237-0.117857j 0.0125402-0.0387198j 
-0.0100916-0.00364685j -0.0130044+0.00203648j 0.00414039-0.0461817j 0.0100925-0.00719526j -0.0220202-0.00444435j 0.0151814+0.00125833j -0.00698927+0.019272j 0.0329944-0.0249101j -0.00127168+0.0276491j -0.0330757-0.0298591j 0.0370523+0.00801121j -0.0828526+0.0143793j 0.0457988-0.108731j -0.162874-0.0157551j 0.0468506-0.0338917j 0.020269+0.00527912j -0.0203506-0.00276986j -0.0778968-0.0629909j -0.0588371-0.0167631j 0.0535769+0.0520608j -0.0130183+0.0444263j -0.0158096+0.0404189j 0.00943074+0.0522222j 0.0274437-0.00185204j -0.0872699+0.0655765j -0.0782516+0.0361248j 0.0069361+0.00890306j -0.0283376+0.0259606j 0.0207804-0.0278177j 0.0818138-0.0198102j -0.076696+0.0204793j -0.0958922+0.048748j 0.106486+0.0445352j -0.035103-0.103897j -0.060301+0.05447j -0.0425774+0.144769j 0.0488602+0.0431418j -0.0938071+0.104949j 0.0740994-0.0277813j -0.0306618-0.0915251j 0.000487213-0.0358692j 0.0454445-0.00662619j -0.0157719-0.0134736j -0.00514816+0.00719063j 0.0275214+0.0290051j 0.000681661+0.0535348j 0.0174701-0.0231932j 0.00673132-0.0194631j -0.00746285+0.0771712j 0.0339688+0.00593924j 0.0347244+0.0309318j 0.0312969-0.0167677j 0.0135627+0.157214j -0.084013-0.0458061j 0.0178424+0.0201859j 0.0281723-0.00489676j 0.0243447+0.0695132j 0.00697702-0.0423172j -0.0544434+0.0334535j 0.0184151+0.0918015j 0.111124+0.022311j 0.00235808-0.0278701j -0.00109902-0.0627472j 0.0137394+0.00405853j -0.0396947-0.0558858j 0.0457163-0.118377j -0.0645965+0.0831898j 0.10444-0.0813845j -0.00265791-0.0493208j 
