-0.168338-0.00198977j -0.0225317-0.0150294j 0.0338708-0.00435771j 0.00929117+0.00854908j 0.026374-0.00177863j 0.0450021-0.00181073j 0.0222001+0.00549719j 0.00437372-0.00342425j 0.00794946+0.000545578j -0.00282353+0.000871297j 0.00181809+0.00107996j 0.00116921+5.58199e-05j -0.00293015-0.00100395j 0.00872841-0.000401332j -0.00709291-0.00011886j 0.00116791-0.000411552j -0.00506086+0.000697045j 0.00917203+0.000222818j -0.0044441+0.000515496j 0.0018738-0.0011626j 0.000769931-0.00172815j 0.00282796-0.000921329j -0.00077724+0.00102265j 0.0105476-0.00149189j 0.0121489+0.00223864j 0.021938-0.00312468j -9.43376e-05+0.00509018j 0.0110613+0.0033895j -0.00380006+0.000877158j -0.00851114+0.000609185j 0.00298235-0.00147114j 0.00456531-0.00192322j 0.0024734-0.00115243j 0.001775-0.00187425j 0.0018832-0.000651718j -0.00427484-5.26109e-06j 0.00801663+0.000929014j -0.00356006+0.00120225j 0.000560006+0.000133353j 0.00835787+0.000996108j 0.0179795+0.00187695j -0.00699191-0.000228888j 0.0239896-0.00247856j -0.0131139-0.00485563j -0.00704355-0.00119359j -0.00303737+0.00102103j -0.000486846-9.22673e-05j -0.0150454-0.00195521j -0.00313412+0.00157747j 0.00356748-0.0044882j -0.011646-0.001786j 0.00191266-0.000622228j 
0.00139313+0.00071846j 0.00625892-0.00201755j -0.0073718+0.00157269j -0.00770853-0.00219436j -0.00271403+0.000187259j 0.0149747+0.000422269j 0.0106871+0.00186375j 0.0213418+0.00253443j 0.02036+0.000121323j -0.0221853-0.00404046j -0.00303803-0.000381783j 0.0138661+0.00683234j -0.00870488-0.00256844j 0.0379625+0.00514649j 0.0578692-0.00537505j 0.0158403-0.00133137j -0.00493051-0.00378484j 0.0147814-0.00654628j 0.0083477+0.000587195j -0.0365531+0.003789j 0.0359478+0.00323548j 0.022302-0.00509721j 0.00574727+0.00432302j 0.00868769-0.00684512j 0.0117964+0.00147913j -0.00338183-0.000625528j 0.017805-0.0042255j -0.00217937-0.00121774j -0.00143229-0.0054752j -0.0228182+0.00368896j -0.029906-0.000233563j -0.00136836+0.000408099j -0.0291165+0.000139213j 0.0128206+0.00358776j 0.0293276-0.000935531j 0.0303254+0.000963308j 0.00124794+0.00130673j 0.0261238+0.000296479j -0.0110062+0.00228761j -0.0341947+0.00160056j -0.0079108-0.000756848j -0.01731-0.00730378j -0.00488463+0.000939075j 0.000446754+0.00202038j 2.48113e-05+0.000480786j 0.00266911-0.000723191j 0.0108066+8.81391e-05j -0.014056-0.00141217j 0.00518202+0.00170239j -0.00369177-0.00242373j -0.00774711+6.27007e-05j -0.00184337-0.00124883j 
0.00136098-4.00267e-05j 0.0132126+0.000939315j -0.0168698+0.000140703j -0.000948018+0.000647696j -0.00503382-0.000673247j 0.0153929+0.000276291j 0.0187872+0.000637133j 0.0032177-0.00344851j -0.0122466-0.00106343j 0.021556-0.000153579j -0.00377881+0.000678355j -0.0385707-0.00200159j -0.02562+0.00539957j 0.0641892-0.00146918j -0.0144523+0.00016525j 0.0196183+0.00208219j -0.0535089+0.000187078j -0.00769671+0.00392876j -0.0378752+0.00152285j -0.0394508-0.000474065j 0.0359508+0.000348533j 0.031119+0.00411761j -0.00485439-0.00330855j -0.0258515+0.000370661j -0.0418658-0.000542204j -0.0136828+0.00298528j -0.00599998+0.00174174j 0.000652232+0.0038201j -0.00086023-0.00561422j 0.0164082-0.00141592j -0.0106344-0.00135274j -0.0115162-0.000383266j 0.0357353-0.00302636j -0.00487708-0.00313676j -0.0240817+0.00155402j -0.0126789-0.000279154j 0.00279408+0.000826028j -0.0325133-0.00517363j 0.00339766-0.00431565j 0.00998466+0.00168197j 0.0115489+0.00341539j 0.0130114+0.00169181j -0.0109129-0.0043738j -0.000962759+0.00431633j 0.00096827+0.00206665j 0.0114565-0.000806081j -0.00738473-0.000150792j -0.00151102+0.00111171j 0.0044505+0.00211351j -0.011894-0.000210218j -0.00489712+0.00251194j -0.00195198-0.00136528j 
0.00561841-0.000163592j -0.000792518+0.00184035j -0.00390572-0.000976368j -0.0216318-0.000213298j 0.00355113+0.000878004j 0.0179091-0.00162478j 0.0129426+0.00506189j -0.000120313+0.00382491j 0.00452061-0.00114973j -0.0177385+0.00258414j -0.0161967+0.000586265j 0.0722535-0.00103238j -0.0432582-0.00104839j 0.0848893+0.00112815j 0.0518916-0.000937966j 0.0404785+2.28897e-05j -0.0151199-0.00120395j -0.0575901+0.00404829j 0.00538613-0.00133947j 0.0268558-0.00160809j 0.05499+0.00108321j -0.0231463-0.000993759j 0.0417021+0.000733178j -0.0309875+0.00235149j -0.00585838-0.000468142j -0.0285509-0.00124292j 0.0053062-1.08693e-05j -0.0219565+0.00155558j -0.0116851-0.0105352j -0.0125535+0.00244384j -0.00866758-0.00407285j -0.00800869-0.00257803j -0.00959623-0.00430749j 0.0276029-0.00130317j 0.00948084-0.00158908j -0.00429909+0.00162829j -0.00166868+0.00251639j -0.0181711+0.000945931j 0.00978096-0.000862629j -0.00629243-0.00402129j 0.0172236-0.00189048j -0.0034721+0.00295022j 0.00438663+0.00443522j -0.0163213-5.10907e-06j 0.000823769+0.000898021j 0.00122136+0.000976466j -0.00237796+0.000600786j -0.0162583-0.00101932j 0.00178973+0.00171092j -0.0124061-0.00349309j -0.014546+0.00133404j -0.000498031-0.00190475j 
-0.00208465-0.000445025j 0.0144756-0.00192515j 0.00416797+0.000424947j 0.00800806-0.000858439j 0.00312876-0.000759263j -0.0135981+0.00277735j 0.00941574-0.00504896j 0.0177158+0.00165508j -0.0167281+0.00119252j 0.0114677-0.000666756j 0.000337163-0.00495677j -0.031903-0.000721544j 0.0134233-0.00231714j -0.0588318-0.000236769j -0.0473886-0.00158808j 0.0130694+0.00261735j 0.0207294-0.00132372j 0.0226846-0.00100206j -0.0190232+0.00123235j 0.00514276-0.00350826j -0.0133065+0.00407772j 0.0127989-0.00388125j -0.00991439+0.000517418j 0.0218051-0.0020485j 0.0171376-0.00253426j 0.0153461-0.00479972j -0.00698418-0.000516234j 0.0172573-0.00174835j 0.00944526+0.00369054j -0.00132095-0.00135309j 0.000191961+0.00248653j -0.00297115+0.00203995j -0.0106684-0.00315365j -0.0242047+0.00258189j 0.0186509-0.00266768j 0.0182762-0.00102729j -0.00506806-0.00137939j 0.0160527+0.00183104j 0.00335307-0.000550497j 0.00184888-0.000742048j -0.00429833-0.0024186j -0.00425816-0.0017141j -0.00421833-0.00207107j -0.0129453-0.00316331j -0.00197296+5.07673e-05j 0.00234391-0.000823509j 0.00600721+7.58824e-05j 0.00783874+0.000782998j 0.013523+0.000776579j -0.00885588+0.00113188j 0.00439536+0.00115252j -0.00637301-0.000342345j 
-0.000521884-0.000408492j -0.0143108+0.000938659j -0.00153351-0.00172597j -0.000189655+0.000196531j 0.00348308+0.000462735j 0.00543607-0.00127697j -0.00950751+0.00421902j -0.0059054+0.00267705j -0.0170922-0.00291604j -0.0307405-0.00151847j -0.0439383+0.00385323j 0.00699027-0.000696496j 0.0280918+0.0056726j 0.00720743+0.00123657j 0.0488099+0.000321816j -0.0377111-0.00122765j 0.016541-0.0024282j -0.0295792+0.00475976j 0.0446917+0.00188056j 0.0197268-0.00235936j 0.00418536-0.000291644j -0.0324387+0.0011201j -0.0267781+0.00285531j -0.0072713+0.00263964j 0.0184437-0.00461928j 0.00960165-0.00118506j 0.00891362+0.00110012j -0.00681632+0.00202477j -0.0152168+0.00137742j 0.00214463+0.00191214j 0.00800823-0.00328381j 0.000414008-0.00124823j 0.0530695+0.00159338j -0.00587644-0.000401538j -0.0404384+0.00275488j -0.0296465+0.00100053j 0.00990974-0.00196753j 0.0181177-0.00477398j -0.0373089+0.00203145j -0.0287231-0.00361962j 0.00234922+0.00103031j -0.00295356+0.00210797j 0.00302372+0.00113562j 0.00985152+0.00232489j 0.00118858-0.000269299j -0.00790647+0.00159624j -0.00401675+2.13931e-05j -0.00999685-0.00124049j -0.0034247-0.000304791j 0.0097134-0.000839516j -0.00382188-0.00200424j 0.00186778+0.000109361j 
-0.00373876+0.00188371j 0.0120225-0.00300736j 0.00395867+0.00652388j -0.0045772+0.000418948j -0.00660331-0.00514372j 0.00654902+0.00613222j 0.0273863-0.002055j 0.0233313-0.00302915j -0.0537558+0.00122428j 0.0013667-0.0020686j 0.0294308-0.00648712j 0.0247085-0.00313346j 0.0340466-0.000167916j 0.0223816-0.00333203j 0.06379-0.00264483j -0.0155385+0.00370941j 0.00625564+0.000342945j -0.00131755+0.000379045j 0.0361718-0.00414952j 0.00395396+0.00344895j 0.0106682-0.000948764j 0.00625285-0.000540491j -0.00421957-0.00367244j -0.00836662-0.00224039j 0.00089354+0.00214519j 0.00314055-0.00237795j -0.00955057-0.00103143j 0.00154586+0.000411665j -0.00394328-0.00571775j 0.00151593+0.0016609j -0.0129706-0.000964016j -0.0130706+0.00133438j 0.0258303+0.0020085j -0.00621826+0.00715673j 0.0124361-0.00161395j 0.017568-0.00541736j -0.0056047-0.00171957j 0.0213042+0.00099115j -0.00178101+0.00131961j -0.0171089-0.000453697j -0.0114773+0.0019216j -0.0162178-0.00149675j -0.00306975+0.00427428j -0.0163499+6.1306e-05j -0.00365043+0.00241373j 0.0140865-0.00317415j 0.00710447-0.00117583j -0.00602277-0.000991689j 0.0187487+0.00241613j -0.0189023-0.00149328j -0.0138797+0.00175272j -0.00673005-0.00243357j 
0.00399505-0.000214695j -0.021432+0.000955779j -0.00322378-0.00125004j 0.00367282-0.00048048j 0.00857876-0.00101744j 3.08393e-05+0.00154581j -0.0287334+0.00699885j -0.00387872+0.00532193j 0.0387206-0.010293j -0.0282068-0.000595668j -0.113936-0.00287818j -0.0453819+0.00173505j -0.000832982+0.000894972j -0.0227649+0.00961885j -0.0544264+0.0076923j -0.0380849+0.00199928j -0.0101724-0.00239341j -0.0333909+0.00321426j -0.00967927-0.00097249j -0.00904031-3.87713e-05j -0.00312937+0.00616719j -0.0232484+0.0008411j -0.0283077+0.00304597j 0.00383227+0.000926292j 0.00771833-0.00356488j 0.00475132+0.000626436j 0.0172159+0.000252137j 0.00195129+0.00337571j -0.0138727+0.00646591j -0.00910552+0.000651359j 0.00146065-0.000621945j 0.0106014-0.00355163j -0.00498791-0.0055648j -0.000824397-0.002035j 0.00682667-0.00237335j -0.00945853-0.000278686j 0.0178813+0.00141536j -0.00142907+0.00136382j -0.0141274-0.00126336j 0.000762251-0.00328063j 0.00299031+0.000218436j -0.00594694-0.000171855j 0.00550448-0.00223227j 0.0178667+0.0015703j 0.00534984-0.00203972j -0.0203377+0.00294891j -0.000817538+0.00031254j -0.00136731-0.00297603j -0.00926889-0.00254774j 0.0200732+0.000614558j 0.00919868-0.00254143j 0.0031534+0.00149258j 
0.00504874+0.000500242j 0.0344339+0.00216466j 0.0181536+0.000331815j -0.0136108+0.000863598j -0.0173175+0.000404274j 0.0222122-0.00183861j 0.0476938+0.0052947j 0.0326071-0.00250878j -0.0298924+0.00284388j -0.0369564+0.00568825j -0.105566+0.00367017j -0.00853403+0.00457315j 0.091158+0.00080877j 0.0112505+0.0010892j 0.0251803-0.00165611j -0.0148903+0.00155295j -0.0192778+0.00129407j 0.0257827+0.00101901j -0.00192029+0.000115864j 0.0119148+0.00422725j -0.018478+0.00171841j 0.0273248+0.00129995j -0.00452728-0.000152372j -0.0166198+0.00357082j -0.0126246+0.00248702j -0.0294755+0.00258671j -0.0179263-0.00336101j 0.00432916+0.00507504j -0.0104405-0.000289189j 0.00877282+0.000587868j -0.0229863-0.00366883j -0.0197039-0.00114342j -0.0208045+0.00237624j 0.0251467+0.00235579j 0.019568+0.000563748j -0.00978744+5.4242e-05j 0.000891544-0.00590949j -0.0195181+0.00141741j 0.0158732+0.00049375j 0.0142682-2.5428e-05j 0.0199541+0.00186137j -0.015634-3.59108e-05j -0.0162757+0.00167716j -0.0535107-0.00231747j -0.00236769+0.00398825j 0.00551423+0.000457055j -0.00548565+0.000179307j -0.0182573-0.00164649j 0.0381371+0.00408523j -0.0511426-0.00524317j -0.0219369+0.00637522j -0.0173987-0.00506789j 
0.0115176+0.00156513j -0.00824424+0.00203998j 0.0123012+0.00511037j -0.0083625+0.000726841j 0.00543441-0.00400785j -0.00414161+0.00334846j -0.0172095+0.00983036j -0.0354991+0.00494381j 0.109167+0.00273531j -0.0588134+0.0044621j -0.0280211-0.00254199j 0.0198409+0.00438691j -0.035992+0.00366759j 0.00244557+0.00471815j -0.025549+0.0026182j -0.0188294-0.0044637j -0.0255352-0.00353516j -0.00543028-0.00245006j -0.0154727+0.00261543j 0.0050263+0.00345355j -0.00119289+0.00225327j -0.0293248-0.000152476j 0.00413943-0.0024929j -0.00144896-0.000355201j 0.00709591-0.00166881j 0.000560692-0.00209833j 0.0128381-0.00318373j -0.0136348+0.00215394j 0.00841995+0.00659619j -0.0294628+0.00333967j -0.0112548+0.00095193j 0.00787603-0.00612468j -0.025893+3.59348e-05j 0.0079704-0.00447243j -0.00651826+0.000335216j 0.0114235-0.00313815j -0.00480438+0.0021568j -4.96409e-05+0.000428858j -0.0190455-0.00015927j 0.00502487+0.00648501j 0.0143708+0.00169183j -0.012066-0.000925976j 0.0086857-0.000156783j 0.00139615-0.00326026j 0.00786012-0.000863532j -0.0188642+0.00395581j 0.000527597-0.00115107j -0.00624179-0.00301316j -0.0195758-0.0034322j 0.0128376-0.00241151j 0.0119134-0.000556096j 0.00565406+0.00178099j 
0.00243571+0.000456735j -0.0393516+0.00328529j -0.00502743-0.000752414j 0.00716775+0.00148439j -0.00339818+0.000842204j 0.00131419-0.00273219j -0.0467704+0.00893262j -0.0567315-0.00528842j -0.00266844+1.8903e-05j -0.101001+0.00302383j 0.0728799-0.00438485j -0.0364968-0.000395569j 0.0494267-2.65781e-05j 0.000740588+0.000277754j 0.0229949-0.00955249j -0.0172538-0.000371049j -0.0314503-0.00121051j -0.0109937-0.00171537j -0.00612987-0.00286866j -0.0222941+0.00267907j -0.0383631+3.30312e-05j 0.00389028-0.000734271j 0.0135368-0.000545424j -0.0038126+0.00140273j -0.0118867+0.00363598j -0.00572053+0.00397549j 0.0237631-0.00261729j -0.0174431-0.000602695j 0.0064392+0.0104491j -0.00646587-0.00225429j 0.0139548-0.00567669j 0.00760292-0.00132364j 0.0174286+0.00213449j -0.00502554+0.00604761j 0.0302158-0.00141261j -0.00427027+0.00191211j -0.00794701-0.00134259j 0.0129128+0.00349154j 0.0194319+0.000349934j 0.0325571-0.000356977j 0.00113197+0.00218257j 0.0123-0.000883115j 0.0364707-0.000188453j 0.0395983+0.00120923j 0.00118385-0.00164692j -0.0159329+0.00317761j -0.00715093+0.000777644j -0.00419847-0.000609027j -0.0415702-0.00526542j 0.0422822-0.000479479j 0.0137574-0.00601303j 0.015817+0.00432687j 
-0.0130328+0.000836173j -0.0363301-0.00576172j -0.0411714+0.00251363j 0.00699807-0.00159248j 0.00460583-0.00199457j 0.00730668+0.0027865j -0.0285898-0.00291225j 0.000100528+0.0150542j -0.123595-9.68362e-07j -0.0220085-0.000290704j -0.00985077+0.00353584j -0.063281+0.00511961j 0.0170444-0.000519173j 0.00421907+0.000855358j -0.00927605+0.0054044j 0.0308281-2.40265e-05j 0.00475012+0.000733268j -0.0451801-0.00165115j -0.0134467+0.00278877j -0.0282377+0.00224114j 0.0201257-0.000466791j -0.007733-0.00159348j 0.00542717+0.00309585j 0.015551-0.00309723j 0.00870201-0.000674945j -0.00360143-0.00392671j 0.0304392+0.000459127j 0.0017056-0.000435004j -0.0190224+0.000376234j -0.00448235+0.00311774j 0.0107377-3.56531e-05j 0.00543886+0.000785827j -0.0417862+0.00296011j 0.01996+0.00225672j -0.0278193+0.00369266j 0.0152623-0.0018735j 0.00606633+0.000691032j -0.00659732-0.00785345j -0.00258889+0.00171059j -0.0165049-0.00692548j -0.0350344+0.000362426j 0.00469659-0.00200593j 0.0291059+0.00306635j 0.0477954+0.00553732j -0.00426457-0.00230212j -0.00455249-0.00143063j 0.00915942-0.000723846j 0.000138578-0.00110625j -0.0161194-0.00192317j 0.0379958+0.00245728j 0.00173014-0.00710619j 0.00823951+0.00219797j 
-0.0107972-0.000849756j 0.0565721-0.00373762j -0.00512256-0.00138856j 0.00995424-0.00107573j 0.0102054+0.000372372j -0.013787+0.00128071j 0.0737892-0.0112173j -0.179134+0.00422035j 0.0125968-0.00225848j -0.00926847-0.000263205j -0.0138829-0.000405888j 0.021882+4.94789e-05j 0.00368227-0.000297886j -0.00208427+0.000199688j 0.00888273+0.00222938j 0.0150429+0.00141102j -0.00822647+0.00164471j 0.0253534-0.00107147j -0.0122303+0.00137671j 0.0332578-0.00140679j 0.019415-0.000427625j 0.00542109+0.000495128j -0.0196032+0.00204463j 0.0261158-0.000974415j -0.0231787+0.000388366j 0.0427795-0.00108112j -0.0154353-0.000207535j -0.0185396+0.0080618j 0.0215263+0.00799483j 0.0335921-0.00408862j -0.0238047+0.00755663j -0.018828+0.00334248j -0.0197072+0.000126284j -0.0223279+0.000139064j 0.0166859+0.000653666j -0.0160957-0.00157962j -0.0389491-0.00806935j -0.0335601-4.2937e-05j -0.0124444-0.00066699j -0.0300604+0.000409673j 0.00434935-0.0024778j -0.011488-0.00131663j -0.0376721-0.00386239j -0.0087369-0.000952695j 0.0142379+0.00632967j 0.0155847-0.000819273j 0.00345089-0.000109562j 0.0170407+0.0014696j 0.00730284+0.00161847j -0.00527593+0.00426666j 0.0162661+0.0048988j -0.00177602+0.000640815j 
0.0103433-3.11006e-05j -0.0307207+0.00202828j 0.00398906+0.000523419j 0.0138496-0.000604406j -0.00558589+0.000311723j -0.00597844-0.000104621j 0.100895+0.00109088j 0.0395927-0.00205178j -0.00953586+0.000836753j 0.0058786-0.000311743j -0.0185123+0.000453761j 0.0306871-3.31213e-05j 0.0158146-0.000846333j 0.0167601-0.000931728j 0.00528457-0.000209868j 0.00221425+0.000330823j -0.0164756+0.000397583j 0.0124832-0.000107647j -0.00633782-8.27649e-05j 0.0431375-0.000282044j 0.014747-0.000870633j 0.00482569-0.000288435j 0.00676515-1.69012e-05j 0.00171757-0.00111366j -0.0284444+0.00112082j 0.0256512-0.0011469j 0.00735356+0.000963199j 0.0490077+0.00684783j 0.0418958-0.00761933j 0.00453223+0.000630565j -0.031354-0.000139632j -0.0808455+0.000217208j -0.0349058-0.000961188j -0.0522781-0.00116722j -0.0187978-0.000299193j 0.00274445-0.00112738j 0.0323753-0.00766572j 0.0339467+0.0018952j -0.000737034-0.00106946j 0.0360322+0.00302419j 0.0489583+0.000247942j -0.00393609-0.00102511j 0.0208372-0.00277196j 0.173094+0.00129507j 0.0319537+0.00102727j 0.0437052+0.000181559j -0.00143207-1.52954e-05j -0.0266713+0.00383344j -0.0816342-0.00333648j 0.101535-0.00111362j 0.0968835-0.00917297j 0.0202426+0.00946966j 
-0.00203628+0.000210738j -0.0106395-0.000571795j 0.00616932+0.000440946j -0.0135122-0.000239802j 0.00218766+0.000184277j 0.00760629-6.18458e-05j -0.00123313+0.00484705j 0.00285807+0.000536424j -0.00468578-0.00067188j -0.0154947-5.31714e-05j 0.0260929-0.000342718j 0.00222846+0.000330734j 0.0115507-0.000431847j -0.00167984+0.000163466j -0.0114946-0.000196521j 0.00533533-0.000658213j -0.0162178-0.000351823j -0.00446245-0.000650457j -0.0162576+0.000163842j 0.022074-9.35281e-06j 0.0162887-0.000486327j -0.00636678-0.000519329j -0.0134667+0.000469735j -0.0105868-0.000705718j 0.0154728+5.24367e-05j 0.0111355-0.000415077j -0.0187183+0.00176727j 0.0324569+0.00082113j -0.0259462+0.00163428j 0.0129753+0.00135922j 0.0094563+0.00132635j 0.143961+0.00620751j 0.00965235-0.00110753j 0.0314646-0.00234241j 0.00794039-0.000329417j 0.0092795-0.00109179j -0.000588558-0.00588802j -0.0111221+0.00230477j 0.00084184-0.00192169j 0.0114107+0.00421279j 0.0584687-0.001061j -0.0716622+0.00151683j -0.165249+0.00132066j 0.118577+0.0123974j -0.0264613-0.00176968j -0.0234855-0.00141446j -0.00538374-0.000205782j -0.0127094+0.00228603j 0.103758-0.000454756j 0.00467242+0.00727245j -0.0655864-0.0121311j -0.0255045-0.00512606j 
-0.010192-0.00122786j -0.0103233-0.00445555j 0.00533311+0.00120611j -0.00756412-0.00196964j 0.0021921+0.000969292j 0.00463737+0.000996367j 0.0181601+0.00408391j 0.00782281+0.00119825j -0.0118068-0.00274781j -0.0279599-0.000479099j -0.0156828-0.000700706j 0.00519989+0.00176687j -0.0156879-0.00164452j -0.031686-0.00279529j 0.0173503+0.00133094j 0.00347586+0.00166985j -0.00649004-3.6843e-05j -0.00380958+0.000453016j 0.00152413-0.000451866j 0.005076+0.00287321j 0.00206107+0.00109779j -0.00671733+0.00018119j 0.00330695-0.000366692j -0.0101006-0.000836215j -0.019414-0.00464888j -0.00382754+0.00235984j -0.0233294-0.00405051j 0.000216175+0.00328506j 0.0129264+0.00126893j -0.0103025+0.0060016j 0.0254257-0.00106419j -0.0102151+0.00350797j -0.000135131+0.00126653j 0.0109295+0.00105982j 0.0126313+0.000970072j 0.0473201-0.00027843j 0.00626293-0.00149121j 0.00890959-0.00126562j -0.0359357-0.000765628j -0.00195749+0.00179067j -0.0111384-0.0105889j 0.15587+0.00720369j -0.0373731-0.00799396j -0.0174941+0.00637315j -0.0168235-0.00214454j 0.00909795+0.0105088j -0.0397382-0.00189569j 0.0407972+0.0259195j -0.00145956+0.0159217j 0.0299121+0.019061j -0.0184373-0.00325388j 0.0128588+0.000899997j 
-0.00241898+0.000994525j -0.017068+8.06588e-05j 0.0119694+0.000102156j -0.017127+0.000649j 0.00738487-0.000130209j 0.00679222-0.000530041j 0.0198773+0.00613016j 0.00931513+0.000871673j 0.00209168+0.000212858j -0.0253981-0.00156022j -0.0103776-0.000174731j 0.00626204-0.000692138j -0.00448179+0.00131162j 0.000734226+0.00143833j 0.0273983-0.000204435j 0.0259707-0.000819012j 0.0167475+0.000159947j 0.00242439-0.000381231j 0.00798215+0.00045832j 0.000398883-0.00120859j 0.0204712-0.000276522j 0.0123234-0.000476876j 0.00695391+0.00115318j 0.0162222+0.0019528j -0.0105541+0.00207632j 0.01988-0.000335655j -0.0302801+0.00290293j 0.00802401-0.00304552j 0.0168941-0.00120963j -0.0355786-0.00150275j 0.00925711+0.00150372j -0.0144947+0.00831984j -0.00265486-0.00152804j -0.039611-0.00292149j -0.00531126-0.00027655j -0.0192239-0.00249305j 0.0393818-0.0127363j -0.00655439+0.00381533j -0.0437545-0.00494172j 0.127577+0.00920543j -0.164598-0.00104056j 0.0400314-0.00171666j -0.0841805-0.000299739j -0.0495721+0.00740701j -0.0206781+0.00120623j -0.0301793-0.0081813j 0.0203672+0.000903709j 0.0448217-0.0157138j -0.010055-0.00707019j 0.0494991+0.00679227j 0.0142609-0.00395045j 0.0154267+0.0051632j 
0.00270879+0.000248311j 0.0318988+0.00029202j 0.0105184+7.42431e-05j -0.00168617+4.90389e-05j -0.00426803-3.41723e-05j -0.00240777-1.08975e-05j 0.090169-0.0015307j 0.0203176-0.00157267j -0.0063866+0.00180577j -0.0276796+0.000449351j -0.000529876-0.000272686j -0.0170512+0.000531939j -0.0297446+0.000863856j -0.0347789+0.00116862j -0.00669793-0.000872209j -0.00713916+9.14876e-05j 0.0128985-0.000502347j -0.0290434+0.000904284j 0.00657088-0.000612539j -0.026555+0.000836885j -0.0399077+0.000567173j -0.0152454+0.000464914j 0.00840647-4.16553e-05j -0.0375801+0.00145536j 0.0281047+0.000529079j -0.0307385+0.00128893j 0.0270352-0.000369986j -0.0732527+0.00128844j 0.138166-0.000989773j -0.00528346-0.00378378j 0.018711+0.00240588j 0.0439575-0.00727515j 0.00783688+8.25772e-05j -0.00645086+0.000106344j 0.00720169-0.000301341j -0.00636778+0.000117502j 0.0752713+5.04062e-05j -0.0355946+0.000280082j 0.0220394+0.000513677j -0.0453214+0.000404982j -0.0288707-0.00226245j 0.0107097+0.00112758j 0.0160057+0.00112156j 0.0512529+0.0063822j -0.0994936+0.000464772j 0.0516112-0.00983609j 0.0059765+8.94103e-05j -0.00851131+0.00148231j -0.0652153+0.00365494j 0.0243519-0.009813j -0.162756-0.0154791j 0.0641393-0.00437319j 
-0.000872043-0.000262543j -0.00381457-0.000162309j 0.00053785-0.00126823j -0.00139636-3.99287e-05j 0.00143507+0.00167594j 0.000507219-0.000844628j 0.00174861+0.000102012j 0.00056105+0.00128618j -0.000179851+0.00269942j 0.00061001-0.00302223j 0.000895339-0.00613626j 0.00282056-0.000406625j 0.00048475-0.00403125j -0.000575609+2.28243e-05j -0.000771552-0.00188041j -0.000725478+0.00471185j -0.00354458+0.00231658j 0.00216004-0.00516335j -0.00150763-0.000846837j 0.0025228+0.000355237j 0.000117322+0.0088174j 0.0020918-0.00392883j -0.000220537-0.0024984j -0.000957252+0.00523191j -0.00407949+0.00810322j 0.00285061+0.00222619j -0.00423552+0.00138208j 0.0077+0.00164519j -0.00603763-0.000543235j 0.00121896+0.00637963j 0.00691251+0.00564885j -0.0040889+0.00174703j -0.00479429-0.00466348j -0.0049657-0.0065055j 0.00106564+0.000994879j 0.0105173+0.00138942j -0.00418075-0.000490999j 0.000279452+0.00016077j 0.00517932+0.00452106j -0.0197907-0.0100341j -0.0174792+0.00167606j -0.00250809+0.0115496j -0.00157682-0.00408263j -0.000674106+0.00116074j 0.00567153-0.000600862j -0.00308799+0.000721781j -0.0681715-0.0155605j 0.00107537+0.000788345j 0.00618606+0.00162263j 0.00473434+0.00242906j 0.00303538-0.000388973j -0.00297501-0.000166473j 
0.000301284-0.00111142j 0.0145592+0.000334637j -0.00426891-0.000938261j 0.00371704+0.000419742j -0.00101378+0.000293329j -0.00277654-1.20738e-05j -0.0107849-0.0034419j -0.00347105-0.00311828j -0.0027032-0.00452106j 0.00978799-0.00121442j 0.00427385-0.00142283j -0.00671809-0.000534308j -0.00176674+0.00383036j 0.0045343-0.00287147j 0.00221065+2.97583e-05j -0.00272752-0.00261569j 0.00515141+0.000504321j -0.00426993+6.17333e-05j 0.00751254+0.00106328j -0.0111503+0.00259791j 0.00239867-1.24556e-05j 0.001458-0.00424517j -0.00353501+0.000464338j -0.00191033+0.00306134j 0.0054503-0.00151396j -0.00403747-0.00264357j 0.00995954-0.00243252j -0.0334413-0.00320191j 0.0218169+0.000228391j 0.021624+0.00233568j 0.0244352+0.00211533j -0.0148599-0.00310369j -0.0132308-0.00255034j -0.00545595-0.00552687j 0.00392195+0.000352843j 0.0252648-0.00116418j 0.0408235-0.00154476j -0.00201022+0.00527892j -0.0351966-0.00187422j 0.0375971-0.00796876j 0.0277268+0.00708694j -0.0477123-0.00241444j 0.00581135+0.00226508j -0.017815-0.00508421j -0.0209425+0.000611699j 0.0110623+0.00380538j -0.0223325-0.00132163j -0.00605161+0.00412508j -0.0263915+0.00167199j -0.00856551-0.00319624j 0.00727487+0.00300404j 0.0122402+0.00145658j 
