0.0104279-0.000954342j 0.0108478-0.00992075j -0.000505041-0.00571811j 0.0069435-0.0136546j 0.00285298-0.00694215j -0.0100994+0.0139023j -0.00427831+0.0180009j -0.0110476+0.0289736j 0.00101264+0.00182763j -0.00595134+0.000320904j 0.00144194-0.00324565j -0.00383462+0.0230963j 0.00794585+0.00228015j -0.0008714+0.0150876j 0.00203846-0.00486941j -0.00787234-0.0221918j -9.16605e-05+0.00257183j -8.79299e-05-0.00449267j 0.00504134+0.00816923j -0.00223253-0.000631759j 0.00192175+0.000219926j 0.00618422+0.0134234j 0.00469713-0.00493066j 0.010306+0.00654077j -0.00303246-0.00779768j -0.0133438-0.0102811j 0.0017083+0.00505558j 0.0097948+0.00578313j -0.00823224+0.0032189j 0.00421925+0.00153086j 0.0190387-0.000666588j 0.00366527+0.0126482j -0.000178207+0.00853449j -0.00628114+0.00725358j -0.00530341-0.00200723j 0.00501737-0.0039325j -0.0167524-0.0159322j 0.00374266+0.00242509j 0.0143168+0.00639628j -0.00347261-0.00508709j -0.00069411-0.00736602j 0.00530226+0.00269637j -0.0140364-0.00117207j -0.012126-0.00232782j 0.00751341-0.00133015j -0.00688372-0.00462297j -0.00384212+0.00103023j -0.0163664-0.00271074j 0.00179269+0.00109822j 0.00698237-0.00116514j 0.000411385+0.0033885j 0.0092653-0.000606915j 0.0009286+0.00257558j -0.00109569+0.00209037j 0.00381274+0.0014494j -0.00961147+0.00392231j -0.014763+0.00275712j -0.00387038+0.0018455j -0.000343115-0.00186757j 0.000167125-0.00200374j 0.00822509-0.000538465j -0.00372768-0.000169475j -0.00882038+0.00273563j 0.00429435-0.00308641j 0.00095952-0.0056863j -0.00903755+0.002724j -0.00903457+0.00180907j 0.00544946-0.00393789j -0.000222361-0.000640379j 0.00894091-0.00364292j 0.00651999-0.00857622j 0.0183551+0.00069481j 
-0.00359999-0.00121164j 0.00138882+0.000945145j 0.00265104-0.00610126j -0.000208829+0.00778753j -0.0014286-0.000159972j 0.0041918+0.0136223j 0.00569256+0.0220205j -0.00134773+0.00798892j 0.00941638+0.0153049j -0.00283706-0.0081134j 0.000667684+0.00338367j -0.00690316-0.0211781j -0.00105093+0.0134823j -0.00474218-0.00852043j -0.0183112-0.0252391j 0.0087382-0.00729698j 0.0103629+0.00279016j 0.00691636-0.00202726j 0.00387373-0.0129021j -0.000149575+0.0205254j 0.000911442-0.0151172j 0.00398077-0.00818993j 0.0134842+0.0148117j 0.0134468-0.00375649j -0.00222865-0.000143528j -0.0144269-0.00781391j 0.000442106+0.00944615j -0.00424839-0.00312975j 0.00271202-0.00505219j -0.0121125-0.00135122j -0.0140789-0.00509972j -0.00900109-0.00824723j 0.00121607+0.00128492j 0.00246158-0.00163475j 0.00076708-0.00539847j 0.00646009-0.00520472j 0.000631536-0.00550119j -0.00494825+0.00494219j -0.00691405-0.00437339j -0.00189704-0.00574586j -0.000171681+0.00913211j 0.0172766-0.00480703j 0.00298286-0.00643072j -0.00964189+0.00264141j 0.00046314-0.00314158j 0.000379692+0.00464298j 0.00493178+0.00126548j -0.0152214+0.00230758j -0.00160387+0.0073633j 0.0042866+0.000212554j 0.00603026-0.00214827j 0.0103834-0.0155499j -0.0042497+0.00352994j -0.000305372+0.0115949j 0.00174057-0.000163002j 0.0059087-0.00764295j 0.00817814-0.000407798j 0.00367229-0.00701639j -0.00371601-0.00163813j 0.00488935-0.00676098j -0.00278938+0.00538018j 0.00284707-0.00156904j -0.00524165+0.00550102j 0.000624655+0.00391581j -0.0030275-0.00090364j 0.00456136+0.00324794j 0.00178826-0.00591175j 0.00209265-0.00571611j -0.00365685-0.000558236j 0.000881113-0.000199219j 0.000939169+0.00162636j 0.00348409+0.0023103j 
-0.0132548-0.00166212j -0.00891331-0.00524058j 0.0129464-0.00429603j -0.0131106-0.0120876j 0.00155202+0.00154861j -0.00540863-0.00722906j -0.022019+0.00746812j -0.00814931+0.00550414j -0.00491721-0.0127131j -0.0026257+0.00608566j 0.00431507-0.0190841j 0.0116156-0.00647099j 0.00532546+0.00297981j 0.0117894+0.00237605j 0.00382517-0.00253683j 0.00425999-0.0103654j -0.00890638+0.0086535j -0.0140291-0.00400795j 0.00320291+0.00379115j 0.00175877-0.0022613j 0.0166698-0.00646916j -0.000500919-0.0037613j 0.00262436-0.000152342j 0.00616425-0.00142234j 0.00724751+0.00171295j 0.000393681+0.0112798j 0.00745204-0.00196652j 0.00798614+0.0204189j 0.00110026+0.00732489j -0.0011299-0.00796739j 0.00329277+0.000376248j -0.0116045-0.00523323j -0.00421666-0.00674708j 0.0183369+0.00140756j 0.00129232-0.00553881j -0.00606654-0.00210608j 0.00720578+0.0066797j -0.00409837+0.00121097j -0.00206435+0.00498517j -0.0106535-0.00164346j 0.01853+0.00662854j -0.012585+0.00223401j -0.00617462-0.00203511j 0.00122606-0.00211879j 0.00204245-0.00244664j -0.00744913+0.00627061j -0.00524138+0.0031998j -0.011604+0.00215769j 0.00699964+0.000265717j -0.0029058-0.00198231j 0.00763843+0.00258789j -0.00784149+0.00430232j 0.0072785-0.00664218j -0.000294495+0.00165078j -0.00268993+0.00706171j -0.00136502+0.00780909j -0.00776793+0.00405698j 0.000575812+0.00709692j -0.00144176-0.00058293j -0.00239159+0.00597769j 0.00255758-0.00618536j 0.00707812-0.00672102j 0.00165639-0.00536043j -0.00711831+0.00724066j 0.00164268-0.00198371j -0.000352522-0.0021202j -0.00250257+0.00169432j -0.00354066-0.00128886j -0.000156692-0.00956215j 0.00334128+9.13088e-05j -0.00405372+0.00265493j 0.00260661+0.00194315j 
0.0025134-0.00107181j 0.00146897-0.00780765j -0.00501914+0.00734214j -0.00263149-0.0183402j -0.00198509-0.00621426j -0.0145742-0.00571218j 0.00781349-0.00788091j -0.00140789-0.0112136j -0.00107374+0.00481483j -0.00196238-0.0031175j 0.0181329+0.00294298j 0.0124795+0.00269125j -0.00212727-4.19364e-05j -0.00693163+0.0155231j -0.00353387-0.00652169j 0.0115581-0.00146294j -0.00898147+0.00214513j -0.0010617-0.00671345j -0.00238987-0.000198039j -0.00673511+0.0135311j 0.000851497+0.00205975j -0.00679106-0.0110641j -0.00181855+0.000777158j 0.00176577-0.0057153j -0.00372647+0.000506207j -0.0196612-0.0035924j -0.00748765-0.00077152j -0.00206913+0.0019784j 0.00803363+0.0144061j 0.00978872-0.00158226j 0.00782876+0.00648978j 0.00226837-0.006397j -0.00479759-0.00489104j 0.0038386+0.00185329j -0.0126306-0.00545537j 0.00162829+0.0072175j -0.00647258-5.63574e-05j -0.00133275-0.00729252j -0.012689+0.0025027j 0.00835038+0.0014321j 0.00619702-0.000549047j -0.0172994+0.0028685j 0.00648855-0.00594111j 0.0012943+0.0104804j 0.0060224-0.00116552j -0.00201871-0.000469241j -0.00325961-0.00176252j 0.00169868-0.00445835j 0.00262182+0.00898928j -0.00292569+0.00457263j -0.00106335+0.000114016j -0.0098073-0.00586172j 0.00518594+0.00453194j -0.00181015+0.000493281j -0.00369677+0.00318934j -0.00190024-0.000528415j -0.00686468-0.000432018j -0.00314358+0.00346125j 0.000661068-0.00212564j -0.00311293-0.000280247j -0.00144494-0.000953637j 0.00549184-0.00137678j 0.00549065-0.00166421j -0.000661444+0.000418126j 0.00131579-0.0019657j -0.00206352+0.0020523j 0.0063542-0.000568264j -0.00531408+0.00198719j 0.0089735-0.0048185j -0.000335909+0.00315437j 0.00228432-0.00155157j 0.000570147+0.0009543j 
-0.000139313-0.0118138j -0.00707455-0.000105142j 0.0222238+0.0116864j -0.0110396+0.0123679j 0.00856113+0.0172104j -0.00129563+0.00871035j -0.0264652+0.000800807j 0.00153898+0.00439157j -0.00126076-0.00259806j -0.00460992-0.00168403j -0.00668193-0.00958839j -0.00223574+0.00717221j -0.00140518+0.00728174j 0.0087412+0.00743779j 0.0116124-0.00323964j -0.0047104-0.00238984j -0.00207406-0.00111373j 0.00840529-0.00861955j 0.00524117+0.00114737j -0.00139647-0.00642188j 0.00194276+0.000247443j 0.000962218+0.000612027j 0.00215813-0.00487897j 0.0136406+0.00524624j -0.00689109+0.00112483j -0.00107962+0.00133166j 0.00538031-0.00271237j 0.0186955+0.0203409j -0.00521807+0.0007996j 0.0140356+0.0078057j 0.000553266-0.00579041j -0.0121338-0.0185009j 0.00107109+0.00405781j 0.0105272+0.000383022j 0.0159243+0.00766512j 0.0161976+0.00428417j -0.00175955+0.00761677j -6.07407e-05+0.00327612j -0.0128753+0.000387169j -0.00540058+0.00472017j 0.00620865+0.00405839j -0.00297495-0.00629764j -0.00540202+0.000617942j -0.00194947+0.0019574j 0.00509592-0.010916j -0.00399238-0.00183306j 0.00139549-0.00287143j 0.00339944-0.0108512j -0.000833611+0.00533125j 0.00744691-0.00738997j -0.00814259+0.00510318j 0.00127595-0.00234754j -0.00144036+0.00313762j 0.00225897-0.00111151j -0.00186401-0.000634204j 0.00373537+0.000207681j 0.00378615+0.00174801j 0.00149766-0.00203772j 0.00120561-0.00229061j 1.52253e-05+0.00102507j -0.00675316+0.00159905j 0.00971358-0.00494496j 0.00211378-0.000700863j 0.00205475-0.00180765j 0.00646818-0.00299099j 0.00241758-0.00282731j 0.00430705-0.00362486j -0.00334413+0.000873476j -0.00356225-0.00505746j -0.00257269+0.00244372j 0.00121626+0.00149215j -0.0031472+0.00523587j 
-0.00740232-0.00676332j 0.00847012+0.00987016j -0.00237807-0.0130098j 0.0116448-0.00482745j 0.00435134-0.0144357j 0.0104787+0.00267535j 0.00415683-0.00519678j 0.00188802-0.0074804j 0.00488841-0.00342786j -0.00327214+0.0055252j -0.00334066+0.00504517j 0.000131307+0.00223933j 0.000539677+0.00181187j 0.0044166+0.000951633j -0.000821269-0.00238529j 0.0032209-3.07219e-05j 0.00445344-0.00028657j 0.00243658-0.00487513j 0.00103491+0.00140819j -0.00361446-0.00274186j -0.000529339+0.00445345j -0.00100998+0.00221942j 0.00102055+0.00198118j 0.000326333+0.00548737j 0.00309087+0.000229174j 0.00547906-0.00178196j 0.00226926+0.00475279j -0.00547218-4.55259e-06j -0.00932674-0.0070524j -0.00351385-0.00330613j -0.00577747-0.0138313j 0.00106519+0.000245804j 0.00141624-0.00630867j -0.00185014-0.0152897j -0.00437412+0.00793427j -0.00550745-0.00298902j -0.000472017-0.00536853j 0.000694182+0.00174838j 0.00724153+0.00386223j -0.0071467+0.00395099j -0.00174441-0.00355989j 0.00923357+0.00369753j -0.00450404-0.00213987j 0.0033994+0.00207619j 0.0038901+0.00378715j 0.000768774+0.00520195j 0.00223029+0.0024733j 0.00104042+0.000376428j 0.00273489+0.00631962j 0.0058969+0.00748708j 0.00092397-0.000147704j -0.00120268-0.00165773j 0.0041444+0.00100803j 0.0101994+0.00482387j 0.00158993-0.00180336j 0.00877325+0.00359634j 0.00094892+0.000415075j -7.55695e-05-0.00247187j 0.00404542+0.00300409j 0.000365249-0.000480588j -0.00174203-0.00230264j 0.00264676+0.000286559j -0.00221613+0.00560726j 0.00531409+8.74841e-05j 0.00617126+0.00139957j -0.00271932-0.00189085j 0.00286972-0.00209583j -0.00102898-0.00351182j 0.00298552+0.00327929j -0.000402728-0.000282568j 0.000743677+0.00240887j 0.00376386+0.00205928j 
-0.000610685-8.49133e-05j 0.0026297-0.00170618j 0.00668796-0.0028764j -0.0102571-0.00589138j -0.00413409-0.00455654j -0.00168342-0.00150093j -0.0114676-0.00181633j 0.0102723-0.00604687j 0.00810523+0.00267842j 0.00907057-0.00034792j 0.00382485-0.0077623j -0.0259318-0.000980728j -0.00441742-0.00580862j -0.0153336+0.0171962j -0.00326322-0.00368941j -0.0182919+0.000112972j 0.0025123+0.0106543j 0.00384854+0.0104715j -0.00346972+0.000606568j 0.0236677-0.00378101j -0.00734316-0.00575488j 0.00835302-0.0113109j 0.0107078-0.0014747j 0.0010252+0.00326792j -0.0135426+0.00203853j -0.00764599-0.000916665j 0.00201749-0.0064987j 0.00504706+0.000814867j 0.00815634+0.00500534j 0.00152197-0.00725413j 0.00375019+0.000379962j 0.000384359+0.00270772j -0.00857552+9.43742e-05j 0.00817827-0.00314781j 0.000978411-0.00616666j -0.00250423-0.00150703j 0.0113845-0.00413196j -0.00604002+0.00170169j 0.00532207+0.0106682j 0.0159866-0.00328322j -0.001255-0.00160827j 0.00685978+0.00962658j 0.00447187-0.00521705j -0.0125382+0.00672606j 0.000621111-0.00507574j 0.0067574+0.000218448j 0.012486+0.00135605j -0.000436604+0.0162034j -0.00370941-0.00520502j -0.00918919-0.00938363j 0.0017467-0.0100279j 0.00738892+0.00510817j -0.0209564+0.00109421j -0.00331602+0.0100085j 0.0075185+0.000402698j -0.00495136+0.000681783j 0.00909668-0.00104607j 0.00718747-0.00202374j -0.00342517-0.00851966j -0.00174735-0.00703518j 0.0023173+0.00513774j -0.0117605+0.00219813j 0.00148174-0.00222351j -0.00106496+0.00389335j -0.00147447+0.00609486j 0.0042676-0.00295337j -0.00204038+0.000601013j -0.000964852+0.00130466j -0.000919462-0.0036507j 0.000772722-0.00148516j 0.000837558-0.00148437j -0.00120435+0.00028566j 
-0.00049764+0.00268257j 0.00174036+0.00190716j 0.00285961+0.000506554j -0.00138816-0.00635901j 0.00218922-0.00991699j -0.0100163+0.00124996j -0.00624316+0.00892242j -0.00558796-0.00548656j -0.00911941+0.0142389j 0.00332601-0.00202239j 0.00152888+0.0129426j 0.0167286-0.00733537j -0.00698919+0.00160305j 0.00229455-0.00351838j 0.0140048-0.0220726j 0.00873126+0.00387082j -0.00226647+0.00533118j -0.00179339-0.000263597j 0.00675966-0.00571116j -0.0148883+0.0110797j 0.0105519-0.00278387j 0.00611108-0.00458791j -0.00737235+0.0142099j 0.00485622+0.00367926j -0.000406996-0.00103212j -0.00468187-0.015644j -0.00621444+0.00436426j -0.00370663-0.00576616j 0.00551181-0.000285882j -0.00404058-0.00562276j -0.00195646-0.00704424j 0.0018842-0.00322186j -0.00280496-0.00347408j 0.000111324+0.00242853j 0.000755547+0.00529709j 0.00489625-0.00251068j -0.00353249+0.00470229j -0.000905261-0.00389365j -0.00346523-0.000500147j 0.0077645+0.00758293j -0.0114077+0.000491301j 0.00230225+0.0147011j 0.00594109+0.00482445j -0.000399202-0.0185571j 0.00864629-0.00291344j 0.00268479-0.00109096j 0.000338051+0.0169851j -0.00654457-0.0055542j 0.00626421-0.00570173j 0.00972538-0.0038491j 0.00441096+0.0113487j 0.00893905+0.0109291j -0.0013088-0.016992j -0.00781426-0.00429556j -0.00178809-0.00141829j 0.00756457-0.0093098j 0.000894437+0.00728436j 0.00164463+0.00561693j 0.00588056-0.00262005j 0.00360057+0.000728086j -0.0050298+0.00428194j -6.32721e-05-0.00321311j -0.00050534+0.00191334j -0.000904174-0.000743926j -0.00234768-0.0027139j 0.000947553+0.00455882j 0.000107484-0.00639203j -0.0015625-0.00477711j 0.00177752-0.000572837j -0.000981333-0.000626718j 0.00266412+0.0026211j -0.000708788+0.000532825j 
0.0035172+0.0032055j -0.000337316-0.00200613j 0.00189347+0.00557651j -0.0301985+0.0144645j -0.0156057+0.0146793j -0.0165685+0.00491884j -0.012751+0.0100951j -0.0289645+0.0185813j -0.00937762+0.00292491j 0.00137487-0.00142237j -0.00446711-0.00547971j 0.021274-0.00619588j -0.00235716+0.000315926j 0.0277084-0.0135758j -0.00844942+0.00345929j 0.00486464+0.00352673j 0.00695968-0.00740737j -0.00207307+0.0013763j 0.00379371-0.00515853j -0.00851927+0.00146765j 0.00325306-0.00292764j -0.00664346+0.00325109j -0.00983465-0.00241864j 0.00020892-0.00659117j 0.00252956+0.000823512j -0.00303488+0.00323366j -0.0117719-0.00217834j 0.00300659-0.00593083j 0.0198317-0.00172037j -0.0099692+0.00708275j 0.00569336+0.00944835j 0.00654471+0.00132773j -0.016014+0.0120539j -0.00142411+0.00287206j -0.0102885-0.00586051j -0.00590028+0.00102562j -0.00458299-0.00106432j 0.00879184-0.00298539j 0.00730074-0.0103088j 0.00878892-0.00406034j 0.00010323-0.00366287j -0.00649831+0.00244679j 0.00408432+0.00139181j 0.00432218+0.0011348j -0.00537917-0.0034466j 0.00858154-0.00204721j -0.00783187+8.69779e-05j 0.0044318-0.00433016j 0.00361783+5.43262e-05j -0.00677943+0.00841557j -0.00115987+0.0025j 0.00381325-0.00101199j -0.000206943-6.41516e-05j 0.00286041-0.00766105j -6.46416e-05-0.00333916j 0.00448016-0.00601375j -0.00244401-0.000881517j -0.00528811-0.00150031j -0.00722472+0.00393965j 0.00214823+0.00461241j -0.00401164-0.00179737j -0.00457747+0.00033738j 0.00130161-0.00366818j -0.000331652+0.00218718j -0.00350346-0.000466131j -0.00479811+0.00033958j -0.000407428+0.00251255j 0.00246882+6.63297e-05j -0.00162982+0.00430848j -0.00246289-0.00186398j 0.00376947-0.00511757j 0.0030964-0.000930771j 
0.00486354+0.00930516j -0.00118885-8.118e-05j 0.000719669+0.00432592j 0.00381809-0.00626627j -0.00336368+0.00290345j 0.00702885+0.00619565j 0.00523309+3.68245e-05j -0.00916256+0.0177191j 0.00687149+0.00178367j -0.00577027-0.00268738j 0.00947699-0.0105102j 0.000680004-0.0203804j 0.00755783+0.00734799j 0.00277167-0.0149246j -0.0163879+0.00724458j -0.00373966-0.0162035j -0.000777497-0.00641435j -0.00625032+0.00072464j -0.00533984-0.00450111j 0.0129963+0.013488j -0.00280741-0.00946948j -0.00333491+0.0115293j 0.00387756-0.00454764j -0.00459208-0.014913j -0.000695652-0.0014133j -0.00202332+0.0179672j 0.0032321-0.000435448j 0.00192963-0.000523617j 0.00281034+0.000300424j 0.00022659+0.00604449j -0.00251866+0.0115637j -0.00809305-0.00257338j 0.00492727+0.00996077j -0.00193439+0.00218624j 0.00107089+0.0052782j -0.00767671+0.0128507j 0.000890191+0.0106816j -0.00350026-0.010166j -0.00494019-0.00341494j -0.00232811-0.00386272j 0.00592152+0.00530715j -1.84171e-05+0.0103127j -0.00195511-0.00459391j -0.00847642-0.00270713j -0.00239823-0.00359506j -0.001723-2.74041e-05j 0.0046058-0.00055301j -0.00333904-0.0075603j -0.00323834-0.0036607j -0.00248086+0.00275259j 0.00898077+0.00415244j 0.00953477-0.00658635j -0.00947657+0.00106467j -0.00012358-0.000542225j 0.00267745+0.003015j -0.00379456-0.00296236j 0.00563805+0.00624961j 0.00589428+0.00329004j -0.00100652+0.00307662j 0.0052594+0.00428251j -0.00411274-0.00428566j 0.00192678-0.000216194j -0.00369256-0.00264062j 0.00372865+0.00591147j -0.000463121-0.00161862j 0.00255843-0.00360743j 0.00421129+0.00650947j -0.00271163+0.00442388j 0.001733-9.9804e-05j -0.0045975+0.00216556j 0.0033601-0.00369345j 0.0055082+0.000408202j 
-0.00312656+0.00937955j 0.00391038+0.0100332j 0.0116513-0.0271992j 0.00587305-0.0107179j 0.00593989-0.0348175j 0.00130592+0.0150102j -0.00358525-0.00988565j -0.0175961-0.0215768j 0.00278875-0.00245592j -0.00395819-0.000393008j 0.00733142+0.00286868j 0.0172248+0.00677175j 0.00453923+0.00919539j 0.0203902+0.0138537j -0.0139056-0.0117483j 0.00221769-0.00346408j 0.00178504-0.000623236j -0.00428233-0.00447334j -0.00175301-0.00261331j -0.00155911+0.00525485j 5.1832e-05-0.00208904j -0.00804268-0.00392723j -0.00167052+0.00020952j 0.00412935-0.00865414j -0.000483067+0.00665591j -0.0051153+0.00927496j 0.00081526+0.00812376j 0.00671965-0.00599901j -0.00281656-0.00471622j 0.00254013-0.0095943j -0.00331732-0.00119515j -0.00717215+0.00906768j -0.00385391-0.0121969j 0.00507975-0.00346077j 0.00126382-0.0099313j -0.00888437+0.00323112j -0.0138594-0.000876052j 0.0123196-0.0039638j 0.0033975-0.00690431j 0.00981059+0.00129408j 0.0023014-0.00434398j -0.000167273-0.00159892j 0.00231877+0.00194533j -0.00190046-0.00282245j -0.000547848-0.00611424j 0.00751162-0.00487247j 0.00243838+0.00105889j 0.0125031-0.00453549j -0.00123072+0.00124803j -0.0025912+0.00111455j -0.00711944-0.0014761j 0.00953423-0.00130869j -0.00877564+6.47417e-05j 0.00380086-0.00444469j -0.00208749-0.00175662j 0.00282606-0.00687712j -1.16031e-05-0.00195718j -0.00305404-0.000950247j -0.00635453+0.000887456j -0.00157862+0.00474049j -0.00342365-0.00308233j -0.000750338+0.000538193j 0.0052994-0.00239777j -0.00163099-0.00238195j -0.00111201-0.00310936j 4.07477e-05+1.40778e-05j -0.00097901+0.00528017j -0.00134643+0.00144297j -0.00267601+0.00101651j -0.000728191+0.00109694j 0.0034177-0.00232828j -0.000746513+0.00277414j 
0.00629171+0.00121427j 0.00112582+0.0178472j 0.00174656-0.00360566j -0.00930408+0.00687182j -0.00613545+0.00479943j 0.00104856+0.00592093j -0.0120985-0.00965555j 0.00242378+0.0147503j -0.0058198-0.0103347j 0.00677971+0.00647776j -0.00803014-0.00783272j -0.00614723+0.00104218j -0.000335346-0.00791592j -0.00690998-0.00649505j 0.00992585+0.0161106j -0.0128949+0.00440245j -0.00224778+0.000565828j -0.00366803+0.00387054j 0.00315225+0.00724011j 0.00627554-0.0127792j 0.000188654+0.00535986j 0.0122662+0.00531857j -0.00815196-0.0019244j -0.0119079+0.00891976j -0.0018351-0.00158251j 0.0124968-0.000512184j -0.0036206-0.00348312j 4.33319e-06-0.000294717j 0.00757072-0.00242256j -0.000883034-0.00277371j 0.00807678-0.00234487j 0.00525921+0.000697448j -0.00456223+0.00301999j -0.000690571+0.00789541j -0.000612566-0.0137587j 0.00307294-0.00280774j 0.00232189-0.00962613j -0.0075841-0.00723256j -0.00472832-0.0160888j 0.00710688+0.00246992j -0.000649582+0.00810333j -0.00755688-0.00547316j 0.000408863+0.00176511j -0.00190849+0.00292721j 0.00926122+0.0036706j 0.00286052+0.00479584j -0.00225152-0.00124661j -0.00949934-0.00161814j 0.00598724+0.00423078j 0.00466368-0.00136312j 0.00133234+0.00045231j -0.00976877-0.00629966j 0.00360753+0.00636879j -0.000551757-0.000663329j 0.00335623-0.00635548j 0.00332538-0.00190248j 0.00324982-0.000558298j 0.000695411-0.00797391j 0.00476573-0.00261598j 0.00470534-0.00483121j -0.00627219+0.00326883j -0.000752906+9.17584e-06j 0.000707569+0.00430807j 0.000490367+0.00160355j -0.00206145+9.91327e-05j -0.00475628-0.00337694j 0.00650947-0.00604807j 0.00385129-0.000559289j 0.00190178-0.00146604j -9.01556e-05-0.00280566j 0.000945247+0.00166292j 0.00187436-0.00263283j 
0.000114703+0.0011897j -0.00242493+0.00505559j 0.00441336+0.0157504j -0.00457247-0.0107255j -0.0110287+0.00338007j 0.00376442+0.00677652j -0.00998299-0.0298311j -0.0153588-0.00255974j 0.00701861-0.0105839j 0.00331965-0.00076988j 0.00381072-0.0163537j -0.00326669+0.00332218j 0.00125673+0.00426716j 0.00239754+0.0135847j -0.0054635+0.0123182j -0.00736144-0.00809631j 0.00624714-0.000625754j -0.00422741+0.00144286j 0.00328394+0.00829678j 0.0127547-0.00487723j 0.00654962+0.00509868j 0.00390378+0.00645938j 0.00271493-0.00446478j -0.00870897+0.00354308j 0.00144641+0.00346908j 0.00359541+0.0152211j 0.00404081+0.00791388j -0.0111186+0.0110264j 0.00477053-0.0059212j -0.0144689-0.00317983j -0.00463867-0.00129744j 0.00192787-0.00394767j -0.0035302-0.00457929j -0.00691914+0.0114533j 0.0153849+0.00200001j -0.00499413+0.00409772j -0.0042518-0.00725951j 0.00260583+0.00416196j 0.019258-0.0139486j 0.00831936-0.0046598j -0.0127477+0.00812589j 0.00761255-0.00634209j -0.00208932-0.00317861j -0.000438244-0.000126681j 0.0109744-0.00115347j 0.00279093+0.00175021j 0.00122083-0.00448747j 0.000692532+0.000305308j -0.00155425+0.00501298j 0.00475068+0.00495589j -0.00687978-0.00427752j 0.00367759-0.00304235j -0.000568128+0.00458089j 0.00761284+0.000557879j 0.00666938-0.0034381j 0.00667728+0.00234776j 0.000912396-5.8498e-05j 0.00508816-0.00613225j -0.00129208+0.000153437j -0.00164541+0.00175956j -0.00051716-0.0069466j 0.00386456+0.00329752j 0.0016905+0.00324077j -0.00348076+0.00066714j -0.00209128-0.00254835j 0.00106921-0.00313864j 0.00236037-0.00162134j 0.00338561+0.00279096j -0.00179423-0.0085865j 0.00345575-0.00122773j 0.000521628+0.00269604j 0.00184541-0.000189586j 
-0.00326621-0.0152686j 0.011909+0.00740529j 0.0027824+0.0162036j 0.00931511-0.00371328j -0.000813909+0.00921719j 0.00726532+0.00583799j 0.00489086-0.0179266j -0.00853313-0.00113317j 0.0116721-1.12846e-05j 0.00138784-0.00185095j 0.0111368-0.00676227j 0.00504092-0.00132575j -0.00263157+0.00845204j 0.00290215+0.00732274j -0.00962649-0.000929407j 0.00438956-0.00674899j 0.00788264-0.00155796j -0.00669156-0.00642433j 0.00210293+0.000950953j 0.00671033+0.00752561j 0.00887633+0.00417468j -0.00164852+0.00736356j 0.00601662+0.00158171j -0.00165475-0.00306302j 0.00142358+0.00368625j -0.00687023+0.0129116j 0.00165191+0.0084967j -0.00871902+0.00531622j 0.00446017-0.00112003j -0.00856128-0.00643727j -0.00877886+0.000932034j -0.00707566-0.00498944j 0.00740827-0.00373576j -0.00543957+0.0141797j 0.0126706-0.00132181j -0.0161826-0.00952987j -0.00361105+0.00342785j 0.00396455+0.000878923j 0.0174364+0.00289413j 0.0113365+1.06994e-05j -0.00370659+0.00608856j -0.00298461+0.00256476j 0.000654073-0.00340774j 0.00217264-0.00309794j 0.00192156-0.00319953j -0.000459813+0.00361848j -0.00343472-0.0027663j -0.00342834-0.00967533j -0.0031049+0.00133484j -0.00763942+0.00161667j 0.0036325+0.00694432j 0.00866298-0.00184986j 0.000535842+0.00458514j 0.00353515-0.0031809j 0.00560425+0.00255893j -0.000219278-0.00179806j -0.000708143+0.000143601j 0.00485552+0.00220162j -0.00380214-0.000123121j -0.00283688+0.00132323j 0.00376475-0.00169508j 0.00177737+0.000588303j -0.000226851+0.00138672j -0.00155905-0.00198803j -0.0038137-0.00867658j 0.000227116-0.00220798j 4.68558e-05-0.00263291j 0.000548524+0.00546476j 0.00262353-0.0066865j 0.00236076+0.00366316j 0.00214876+0.00199694j 0.00565345+0.002909j 
