0.0104279-0.000954342j 0.0108478-0.00992075j -0.000505041-0.00571811j 0.0069435-0.0136546j 0.00285298-0.00694215j -0.0100994+0.0139023j -0.00427831+0.0180009j -0.0110476+0.0289736j 0.00101264+0.00182763j -0.00595134+0.000320904j 0.00144194-0.00324565j -0.00383462+0.0230963j 0.00794585+0.00228015j -0.0008714+0.0150876j 0.00203846-0.00486941j -0.00787234-0.0221918j -9.16605e-05+0.00257183j -8.79299e-05-0.00449267j 0.00504134+0.00816923j -0.00223253-0.000631759j 0.00192175+0.000219926j 0.00618422+0.0134234j 0.00469713-0.00493066j 0.010306+0.00654077j -0.00303246-0.00779768j -0.0133438-0.0102811j 0.0017083+0.00505558j 0.0097948+0.00578313j -0.00823224+0.0032189j 0.00421925+0.00153086j 0.0190387-0.000666588j 0.00366527+0.0126482j -0.000178207+0.00853449j -0.00628114+0.00725358j -0.00530341-0.00200723j 0.00501737-0.0039325j -0.0167524-0.0159322j 0.00374266+0.00242509j 0.0143168+0.00639628j -0.00347261-0.00508709j -0.00069411-0.00736602j 0.00530226+0.00269637j -0.0140364-0.00117207j -0.012126-0.00232782j 0.00751341-0.00133015j -0.00688372-0.00462297j -0.00384212+0.00103023j -0.0163664-0.00271074j 0.00179269+0.00109822j 0.00698237-0.00116514j 0.000411385+0.0033885j 0.0092653-0.000606915j 0.0009286+0.00257558j -0.00109569+0.00209037j 0.00381274+0.0014494j -0.00961147+0.00392231j -0.014763+0.00275712j -0.00387038+0.0018455j -0.000343115-0.00186757j 0.000167125-0.00200374j 0.00822509-0.000538465j -0.00372768-0.000169475j -0.00882038+0.00273563j 0.00429435-0.00308641j 0.00095952-0.0056863j -0.00903755+0.002724j -0.00903457+0.00180907j 0.00544946-0.00393789j -0.000222361-0.000640379j 0.00894091-0.00364292j 0.00651999-0.00857622j 0.0183551+0.00069481j 
0.00417421-0.00245592j 0.0017894+0.00163478j 0.000704842+0.00147417j 0.0035813-7.95586e-05j -0.0030673+0.00276844j 0.00142811+0.00950289j 0.00120293-0.00534639j -0.00562455+0.000852507j -0.0022819-0.000529202j 0.00380182-0.000491878j 0.00405286-0.004222j 0.00404216-0.00606967j 0.00195937+0.000442879j -0.00142377+0.00730338j -0.0034333-0.00566133j 0.0101716+0.000109819j -0.00350345-0.00701234j -0.00889867-0.00193156j -0.000239362-0.00147098j -0.000994611+0.000119515j -0.0060291+0.0116424j 0.00487629-0.000830831j 0.000961276-0.00108116j -0.000582674-0.000310997j -0.00153111+0.00783328j -0.0153831-0.0125684j 0.0085712+0.0109877j -0.0100347-0.00288837j 0.000692767+0.00409809j 0.00103065+0.00517662j -0.00130144-0.00509699j 0.00419097-0.00334767j 0.00254715-0.000258093j -0.00120865+0.00582809j -0.00207394+0.00284075j 0.0045935-0.00968751j -0.000769373-5.12787e-05j -0.000264261+0.00690609j -0.000722654-0.00312306j 0.000972122+0.00124686j 0.00175436+0.000868966j 0.00377562-0.00618361j -0.00176873+0.000744234j 0.00116903-0.00586955j 0.00304501+0.000586493j 0.00023015+0.00656425j 0.00364042+0.00544948j 0.00202551+0.00344078j -0.00500928-0.00458548j 0.00382155-0.00150322j 5.1996e-05+0.00197069j -0.00180751-0.00109915j 0.00165336-0.00141078j -0.00429537-0.00324953j -0.00206737+0.00109j 0.0113957+0.00611141j -0.00066916+0.00282238j 0.00163973+0.0104583j 0.000976672-0.00299862j -0.00568451-0.00392775j 0.00578075+0.000687353j -0.00201458-0.00640941j -0.00404626-0.00327092j 0.00803599+0.00854382j -0.00328874+0.00283657j -0.0127571-0.0115087j 0.0131424-0.00243734j 0.00902683+0.00354023j 0.00553369-0.00970795j -0.00150555+0.000276498j 0.00193951+0.00140843j -0.00719376+0.00409989j 
0.00121857-0.000669571j -0.000115954+0.00367536j 0.00400242+0.000858606j 0.00191079-0.00150215j 0.00343748-0.00223379j 0.00122544+0.000404008j 0.00122714-0.00127973j -0.00480968+0.00092308j 0.000663572+0.00239259j -0.00200096+0.000872944j 0.00192572-0.00321912j 0.00172952-0.00194975j 0.000992508+0.00339559j -0.00291029+0.00288039j -0.00216421+0.00718138j 0.00385886+0.00594856j 0.00445891-0.00780384j -0.00325743-0.00509624j -0.000241041+0.00420369j 0.00835969+0.00204591j -0.000113935-0.00735374j 0.0109036-0.00242882j -0.00724061-0.00906625j 0.0219591-0.00173531j -0.00643447-0.00544585j 0.000611026-0.000836567j -0.00634707+0.00788336j -0.0120373-0.00460452j 0.00647712+0.000622762j 0.00547349-0.0174278j -0.00555899+0.00716734j -0.0039638-0.0112696j 0.000186313+0.0030043j -0.00371329-0.00038281j -0.000138121-0.00308489j 0.0048402-0.0010503j 0.0009071-4.42285e-05j -0.00251975-9.08063e-05j -0.00198943-0.00103665j 0.000364058+0.00312364j -0.00105523-0.0039053j 0.00215726-0.0057043j 0.0021194+0.00600746j 0.00278468-0.00586482j -0.00265505-0.00441426j -0.00321956+0.0035129j 0.00492951-0.000868764j 0.00602972+0.00406659j -0.000202576-3.25982e-05j -0.00379313-0.00277093j 0.0039165+0.00286368j -0.00681147+0.00191186j 0.00164841-0.00536155j -0.00143058+0.010096j 0.0056953+0.000930608j 0.00495948+0.00381522j -0.00135248-0.00300922j -0.00276158+0.00275844j 0.00649285+0.0056756j 0.00695667-0.00369037j -0.00187316+0.00335513j 0.0113001+0.0067954j -0.00240312-0.00839862j 0.0123495+0.00751533j 0.00114277-0.010021j -0.00885385-0.0130609j -0.00190375-0.00166295j 0.0108967+0.00322855j 0.00373751+0.000352748j 0.00240634-0.00411438j 0.00703286-0.00439025j 0.00685382+0.00243516j 
0.00149564-0.00394712j 0.000594115+0.000171637j 0.00106402-0.00199514j -0.000818779+0.000787923j -0.000763128-0.000458652j -0.00232086+0.00444984j 0.00081682-0.00698821j 0.000320766+0.00164344j 0.00202951-0.000349516j 0.00174758+0.00370856j 0.000146458-0.00415647j -0.000546151-0.00645092j 0.00133398+0.000753328j -0.000275956+0.00508574j 0.00100571+0.00432696j 0.0114416-0.00153971j -0.00860311-0.00967316j -0.00356483-0.00345596j -0.00137718+0.00148539j 0.0028582+0.00267435j -0.00627942+0.00819492j -0.000827813-0.000712888j -0.00380058-0.0056238j 0.0110076-0.00354665j 0.00188478+0.00634057j -0.0148568+0.00741457j 0.0162107-0.000739943j -0.0155897-0.00574689j 0.00441988-0.0037258j 0.000425384+0.00252732j 0.00244295+0.00528014j -0.0012553+0.0041714j 0.00623625+0.00439607j -0.000899866+0.00260873j 0.00145357-0.000201011j 0.00191579-0.0113452j -0.00354371-0.00424692j -0.00347993+0.0088053j -0.00654345-0.00884786j 0.00231374-0.00220213j -0.0054879-0.00454014j 0.000650836-0.00698055j 0.00597621+0.00292353j -0.00362102-0.012197j -0.00110816-0.00323996j 0.00423198+0.00902005j 0.00416742-0.000309494j 0.00477651-0.000129213j -0.00022504+0.000777822j 0.00191182+0.00389915j 0.000134792-0.00207542j -0.000980613+0.0116329j -0.00382398-0.00331336j -0.000879724-0.000603038j -0.00186101-0.00472539j 0.000113622-0.00884925j -0.00410046-5.48196e-05j 0.00579515+0.00877628j 0.0105808+0.000163605j -0.0030409-0.00695583j 0.00187495-0.00176667j 0.0012259+0.00177741j -0.00395899+0.00321845j 0.00653889+0.00129559j -0.00103504-0.00235181j -0.0205772-0.00205527j 0.00800268-0.00382162j -0.000862012+0.00236722j -0.00685133-0.00108752j 0.00211853-0.00402358j -0.00565399+0.00399916j 0.00478569-0.00454971j 
-0.000877038+0.00115058j -0.00352482-0.0023229j -0.0042435+0.00139478j 0.00268835+0.00367135j -0.00229877+0.00310562j -0.00264851+0.00710997j 0.000107815-0.00412984j -0.00174077-0.00304826j -0.000266187-0.00346249j 0.00263703-0.00386716j 0.00262074-0.00142895j 0.00890314-0.00898086j 0.0060068+0.000230573j -0.00510386+0.000380096j -0.0102118-0.00615417j 0.00242709+0.00622329j 0.00494646-0.00691437j 0.000615824+0.00246191j -0.000602222-0.00914849j 0.00343175-0.0018166j -0.00820227+0.0105487j 0.00167797+0.00344787j 0.0096138-0.00455163j 0.00117148+0.00594105j 0.0113495-0.0135962j -0.016098-0.0220008j 0.00579266+0.0078348j -0.000496042-0.00773885j 0.00416137+0.000623312j 0.00409205-0.00153978j 0.00049436-0.00147479j -0.00325843-0.00496018j -0.00409248+0.00478564j -0.00753819+0.000864552j -0.0054146+0.00515879j 0.00376873-0.00824745j 0.000919431-0.00384274j -0.000862622-0.00340236j -7.80673e-05-0.000496821j -0.00179496-0.000178261j -0.000607114-0.00209485j 0.00552714+0.00690301j -0.000223328+0.00192641j 0.00757778+0.00744447j 0.00628123+0.00033467j -0.00806012-0.000162725j 0.00501966+0.010868j -0.0040397+0.000987255j -0.00640286+0.00155409j -0.000567657+0.00240118j -0.0040535-0.00188893j 0.00314143-0.00800314j 0.0079277+0.00547814j -0.00298597-0.0127896j 0.00704944+0.00974779j 0.00228932-0.00116289j -0.00142949+0.00324474j -0.0113302+0.00076746j -0.00650246+0.000610777j 0.00861701+0.00984712j 0.00419472-0.00350342j -0.00394159+0.00588204j 0.013182-0.000581366j -0.00265928+0.00332489j 0.00876965+0.0119211j 0.0129345-0.0176233j 0.0102744+0.000552834j 0.00129202+0.00749482j -0.0056202-0.00502321j 0.00312318-0.00548469j -0.00364306-0.000739517j -0.00169668+0.000177523j 
-0.00358579+0.00236354j -0.000983603+0.00467151j 0.000222532+0.002428j -0.00452418+0.000119696j 0.00576775-0.00207541j -0.00146102-0.00412657j 0.00193681+0.000413777j 0.00471378-0.000591247j -0.00184349+0.00484414j -0.0164795+0.00353754j 0.00607197-0.00532199j -0.00475234+0.0028689j -0.0111382+0.00066222j -0.00318437-0.0060364j -0.0119441+0.0116574j 0.0033978+0.00579842j 0.00530715-0.00260098j 0.0206902-0.00141561j -0.0098497+0.00439606j -0.0117537+0.00294292j 0.00894702-0.0186564j 0.00569503-0.00451063j 0.0051997-0.0087973j -0.00995792+0.0163436j -0.00937609-0.0099153j -0.0179154+0.0100423j -0.00393895+0.00907275j 0.00976756-0.0190378j -0.00132372+0.00938442j 0.000672766+0.00859494j -0.00398336+0.00289906j -0.00394193+0.0131715j -0.00362898+0.00984842j -0.00124383-0.00284141j 0.00236051-0.00474893j 0.000537279+0.0029145j 0.00120551+0.00215433j 0.00149401-0.00433197j -0.00256219-0.0010386j 0.00171238+0.00560424j 0.00283288-0.00315925j -0.000761289-0.00723258j -0.00185526-0.000145095j 0.00290171+0.000375033j 0.00224254-0.00144289j -0.00288582+0.00214113j 0.00947666+0.00122045j 0.000294976+0.00308985j -0.00304273-0.0074416j 0.00548669+0.00279913j -0.000594211+0.00478711j 0.00532636+0.00249624j 0.0013507-0.00933702j -0.00259955+0.00199962j 0.00153922-0.00391696j 0.000103886+0.00418863j -0.00792916-0.00813875j 0.0012381+0.000582391j -0.000969891+0.00372394j -0.000580806+0.000259526j 0.00159218+0.00203057j -0.0029579-0.00148135j 0.00734522-0.00325526j -0.003378-0.00527138j -0.00167711-0.00107546j -0.00107658-0.0104536j 0.00924606-0.000373015j -0.00477622-0.00031545j -0.00177229+0.00629577j -0.00345046+0.00534903j 0.00156096+0.00134443j 0.00221914+0.00170949j 
0.000217816+0.000208315j -0.0017692-0.00193925j -0.000867749-0.00144073j 0.00232639+0.000525134j -0.000689795-0.00147988j -0.00330125-0.00570381j -0.00103477-0.00105271j 0.0025117+0.00130418j 0.00748803+0.0034375j 0.00395314+0.00543367j -0.00732978-0.00746886j 0.00759832+0.00368562j 0.00325874+0.0108499j -0.00196792-0.000790482j 0.0025591+0.00498906j -0.00619015-0.00276397j -0.00111465+0.000523406j 0.00205247-0.00140715j 0.00169721+0.00459392j 0.000780595+0.0122936j -0.012026-0.0160464j -0.00462095-0.0101912j 0.00218738-0.000509806j 0.0113498+0.0260964j 0.00615029+0.00637047j 9.51627e-05+0.00655723j 0.0144571-0.00477326j -0.0110354-0.0108764j 0.0154243+0.0066166j 0.00740631+0.00197381j -0.00410333+0.00321173j -0.00954325+0.000197579j -0.00459352-6.69458e-05j -0.00160512-0.00215242j 0.000344035-0.000863324j 0.00150317+0.000649082j 0.0052487-0.00123567j 0.00491966-0.0027319j 0.00303811+0.000236926j 0.00247997-0.00124492j 0.00446848-0.00495569j -0.00716287+0.00481437j -0.00475725+0.00961188j -0.00180051-0.000278156j 0.00462618-0.00326286j 0.00264418+0.000235517j -6.5634e-05-0.00447313j 0.00296398+0.000734024j -0.00644568+0.0105809j 0.00377381-0.0126785j 0.00497769-0.00280372j -0.000993872-0.00657223j -0.00749069-0.000430526j -0.00354745+0.00185547j -0.00787906+0.00928853j 0.00672153-0.00845997j -0.00204289+0.00346444j 0.00566268-0.00734288j -0.000716878+0.00364026j -0.00443808+0.0134764j -0.000834307-0.0058249j -0.00619258+0.021364j 0.00317278+0.00297021j -0.00320664+0.0068439j -0.000391508+0.00506279j -0.00281438+0.00668581j -0.000159355-0.00699449j 0.00158726+0.00356053j 0.00103174-0.00397703j 0.00044426+0.00544841j -0.000817373+0.00103851j -0.000221997+0.00674314j 
-0.00356508-0.000565826j -0.0106724-0.00349845j -0.00396457+0.000643687j 0.00609975+0.00592103j 0.0064159+0.00379635j 0.011977+0.00106091j -0.00963796-0.00239232j 0.00149202-0.0082857j -0.00476569-0.00034036j -0.00423297-0.0043103j -0.00312819-0.00352238j -0.00663249-0.00952182j -0.00259015-0.00623219j 0.00926604+0.00489655j -0.0102414+0.00213883j -1.64386e-05-0.00855645j 0.000693951+0.010038j 0.00583035+0.00792322j -0.0176053+0.00124845j -0.00453932-0.00562783j 0.0258222-0.00169471j 0.00601677+0.00191999j 0.00450092-0.0130631j -0.0104889+0.0105255j 0.00104385-0.00997048j -0.011804+0.00931233j 0.0102785-0.0150552j 0.00693201+0.00123226j 0.00413437+0.0050034j 0.0116691-0.00646426j 0.00415874-0.00146245j -0.00425747+0.00178609j -0.000901664+0.00632578j -0.00773195+0.00595942j 0.00240304+0.00402943j -0.00325686+0.00412703j 0.00142909-0.00195475j 0.000391686-0.00175473j 0.00262928+0.00205712j 0.00192929+0.000285935j -0.00200262-0.00448626j -0.00356508+0.00381001j 0.00105063-0.0012316j -0.0038238-0.00162888j -0.0026693-0.00164518j 0.000439965-0.00146939j -0.00677181-0.00594945j -0.00020226-0.00194603j -0.00474413+0.0017583j 0.00418906+0.00209928j 0.00211911-0.00389663j -0.00280946-0.00541791j -0.00661033+0.00493642j 0.0150084+0.00101874j -0.0139502-0.0018283j 0.00805749-0.00535524j 0.00468949+0.00320739j 0.00177512+0.00323115j 0.00243006-0.00338385j -0.00712179-0.000132185j -0.00532075-0.00209599j -0.000267286-0.000766763j -0.0136224-0.000728577j 0.000317513+0.00686169j 0.00338987+0.00439544j 0.0014244-0.000183134j -0.00090849-0.000644377j 0.001039-0.00845897j 0.00232055-0.00227047j 0.00413757-0.00368741j -0.00594403+0.00406449j -0.00261104-0.000171917j 
-0.000342741+0.00221859j -0.00125053+8.79347e-06j -0.00138425+0.00136832j -0.000400444-0.00128865j -0.000847581+0.00139506j -0.00636332-0.000945071j 0.00909503-0.00053848j -0.00288224-0.00194792j 0.000240922-0.000637223j 0.00354465-0.00350291j 0.00506195+0.00481253j 0.0114985-0.00806925j 0.000605106-0.00657493j -0.00373371+0.00435627j 0.00720328-0.0071282j -0.0047491+0.0115343j 0.0126552-0.00613902j -0.00279421+0.00103798j -0.014297+0.00109318j -0.00364006+0.000871251j 0.00958883-0.0081788j -0.00596271+0.0152481j 0.00452227-0.0179466j 0.00164022+0.0237092j -0.00879936+0.0227816j 0.000777996-0.023137j -0.00776375+0.00833846j 0.00516151-0.0147461j -0.00168162+0.00288623j 0.00131441+0.00397632j -0.00314373-0.00167542j -0.00180299-0.00198982j -0.00384566+0.00267323j -0.000332532+0.000287086j -0.000514534+0.00383168j 0.00223341-0.00251243j -0.000993279-0.0020158j -0.00604822-0.0055716j 0.00116061-0.00591932j -0.00674325-0.0026477j -0.00181549+0.00314209j 0.006932-0.002162j -0.00561438+0.00535904j -0.000353153-0.00923232j -0.00247879+0.00160693j 0.00398287+0.00204133j -0.0134354-0.00205303j -0.00126712+0.00613857j 0.00948401+0.00711478j 0.00447285-0.00170249j 0.00091725+0.000727075j -0.0112053-0.0049107j -0.00185323+0.000242101j 0.0048468-0.00234017j -0.0110606-0.00310078j -0.00988286-0.00455262j 0.00777761-0.00774205j 0.010443+0.0076514j -0.00261277+0.0111786j -0.00611672-0.00171405j -0.00931466+0.00221412j -7.7598e-05+0.00135314j -0.0168304+0.00331059j -0.00496776+0.0136284j 2.29261e-05-0.00468701j -0.00161605-0.00408582j -0.000738147+0.00860794j -0.00410329+0.00662319j -0.00409307+0.00195153j -0.00385543+0.00183022j 0.000360137-0.000991249j 0.000311274+0.00273198j 
0.00105501+0.00319564j 0.00394076+0.0025742j 0.000823188+0.00224509j -0.00241767-0.00160611j -0.00307304-0.00101335j -0.00685123-0.00343114j 0.00652262+0.00179555j -0.000235675+0.00231436j 0.0041019-3.40022e-05j 0.000646054+0.00403914j 0.00415886-0.000385847j 0.00431718-0.000585705j -0.00285956-0.00142683j -0.00544337-0.000609644j 0.00494679+0.001332j 0.00152678+0.00713189j 0.00259868-0.00619102j 0.00184831-0.00680576j -0.000403343+0.00207558j -0.00538062-0.000290719j -0.00556275-0.00918852j -0.00567386-0.000592153j 0.00246481+0.00189221j -0.00346077+0.00498755j -0.00712063+0.00775526j -0.00223903-0.00476898j -0.000885771+0.0150072j 0.00733659-0.00435376j -0.0056282+0.000377251j -0.0127607+0.0074772j 0.00177701+0.00231329j -0.00354545+0.00900482j -0.00169197+0.00178875j 0.00418143-0.00298269j 0.000233925+0.000756336j 0.000400923-0.00243326j -0.00208815+0.00115518j 0.00101118+0.000732927j -0.000452817-0.00205082j -0.00320091-0.00185573j 0.00240162+0.00408846j 0.00634607-0.00187898j -8.26082e-05+0.00168081j 0.00112855-0.000983704j -0.000617613-0.0028306j 0.00149652+0.001414j -0.000729839+0.00250075j -0.00229526+0.0012104j 0.0120742+0.0053844j -0.00872485-0.00545631j -0.00125472+0.00306163j -0.00468552-0.000247867j 0.00492733-0.000431691j -0.00395699-0.00290689j 0.0114568+0.000756565j -0.00667118-0.00220337j 0.00566074-0.00280169j 0.00258751-0.00339007j -0.00369575+0.0060063j 0.00552743+0.000337837j -0.00201375+0.00157766j 0.00234133-0.00304939j 0.000241027+0.00503345j 0.00297001-0.000600774j 0.00678561-0.00272349j 0.000905733-0.00280621j -2.16207e-05+0.00180579j -0.000756423-0.00524529j -0.000598272-0.00227711j -0.00084742+0.00566041j -0.00234906+0.000830677j -0.00403386+0.00149195j 
-0.000916342+0.00177617j -0.00400155+0.000274403j -3.60826e-05-0.0014107j 0.00277061+0.0072927j 0.00149438-0.00448417j -0.00317955-0.00314272j 0.00139127-0.00480548j -0.00280645-0.000391436j 0.0041164+0.00215771j -0.000226966+0.000181111j 0.0045162-0.00346282j -0.00648354+0.00199568j -0.0101065+0.00203892j 0.00938945-0.0113636j 7.13405e-05-0.00807274j 0.00203679-0.00235052j 0.00233549-0.00866333j 0.00105262+0.0133034j -0.0014862+0.0210179j -0.00584742-0.00302034j -0.00363839-0.027026j 0.00320914+0.00179413j -0.0135828+0.00317684j 0.00399987-0.00791557j 0.0138961+0.0119871j -0.000909372-0.0117113j 0.00159705-0.00376598j 0.00988486-0.00235321j -0.000842701+0.00177417j -0.00510094-0.0107414j 0.00778956+0.00215668j -0.00567386+0.000188433j 0.000749697+0.00813358j -0.00726875-0.00308415j -0.000210116-0.00316909j 0.00663088-0.00351651j 0.00251917+0.000459055j -0.00182802+0.00365888j -0.00174438-0.00361026j 0.00339921+0.000988607j -0.0021677-0.000825652j -0.00605346+0.00160661j 0.00335478+0.00114213j -0.011076+0.00737666j -0.002016+0.00300986j -0.00100809-0.00238673j -0.0033458+0.0161103j 0.00363848-0.00141401j -0.0024516-0.0016622j -0.00432448-0.00232022j -0.000624035-0.00228494j -0.00394785+0.0130557j -0.00155414+0.00966893j 0.0123477-0.00961577j 0.000818643+0.0203741j 0.00846589-0.00638277j -0.00279644-0.00558801j 0.0032354-0.0115796j 0.00598307-0.00355912j 0.00266984+0.0125879j 0.00258311+0.00330752j 0.00134127-0.00653535j 0.000845779+0.0268843j 0.0123082-0.00535336j -0.00432143+0.00631811j -0.000969631+0.00104176j 0.0018975+0.00621695j 0.00256526-0.00607432j 0.00137555-0.00172682j 0.00162944-0.000455149j -0.000137673-0.00196971j 0.00130566+0.000259856j 
0.000144941-0.00294195j -0.00331089-0.000236352j -0.00368457+9.98579e-05j -0.0024251-0.00216303j 0.00381694+0.00237179j -0.00052842+0.0055043j 0.000844521-0.00487714j 0.00140831+0.00228765j -0.00553701+0.00258144j -0.00423514-0.00670053j 0.00455042+0.00264689j -0.000295641+0.00236212j -0.000551305+0.00287569j 0.00739123-0.00351752j -0.00453423-0.0131596j -0.00712995+0.004172j 0.00277803+0.00219119j 0.00149045+0.00923672j -0.00420824+0.00716204j 0.00322238+0.00782269j 0.0102273+0.00417423j 0.00182617+0.0167809j 0.00465587+0.00569841j 0.0140891+0.00617404j 0.0226009+0.0157247j -0.00307972+0.00445887j -0.0146615-0.0177767j -0.00814412-0.000606633j 0.00616751+0.00134356j 0.0178645+0.00393447j -0.0120508-0.00518683j 0.00871037-0.00182703j -0.00328303-0.00147762j 0.0056314-0.000904579j 0.00495785-0.00501067j -0.00276044+0.00196012j -0.0037309+0.00302324j 0.00240638+0.00583887j -0.00231533-0.00265539j -0.00020497+0.00709689j 0.00342277-0.000581713j 0.00409615-0.00886881j -0.00102485-0.00102773j -0.00270607+0.000247073j 0.00257234-0.00590385j 0.00351151-0.00597914j 0.00161689+0.013273j -0.00135919+0.00341608j 0.00434462-0.00895521j 0.00298182-0.00248137j -0.00193338+0.00177173j -0.00117509+0.00263618j 0.00259234+0.000366718j -0.00716587+0.00565653j -0.00440413+0.00658333j -0.008136+0.0126305j -0.000587693-0.00288262j 0.00292183-0.00205351j 0.00715012+0.00105779j 0.0031944+0.00167396j -0.00352149+0.00673782j 0.00493507+0.0106189j 0.00703711-0.000826712j 0.00573281+0.0179138j 0.000613216-0.00577828j -0.000129642+0.00265439j 0.00406929-0.00491769j 0.00496654+0.012917j 0.00231669+0.00544878j 0.00265979+0.00323825j -0.000689439+0.00949029j 0.000262913+0.0016141j 
0.000507652+0.00073027j -0.0019048+0.000407861j -0.00456653+0.000960369j -0.000255786+0.00574579j -0.000734975-0.00380331j -0.00694972+0.00542043j 0.00326425-0.00637417j -0.0029969+0.0040896j 0.000347511+0.00492925j -0.00533343+0.00520673j 0.0114719-0.00861848j -0.00010242+0.0192588j -0.00622139+0.0133057j 0.00615004-0.0119724j -0.00922095+0.0170955j -0.00164534+0.00368024j 0.00318445-0.00541583j 0.00561413+0.00394378j 0.0010853-0.00960791j 0.0039168-0.0163267j -0.0080633+0.00959997j -0.00821853-0.0145918j 0.00918467+0.0137014j -0.00348115-0.0101356j -0.00218295-0.00576114j -0.0058521-0.0158547j -2.925e-05+0.00091303j 0.00128465-0.00422055j 0.00169324+0.00200264j 0.00015962-0.00300696j -0.000606253-0.00399384j 0.00187846-0.00357778j -0.00407219+0.00731884j -0.00405147-0.00908207j -0.00278778-0.0087011j 0.00711345-0.0123029j 0.001924-0.0021203j -0.0007786+0.00588556j -0.00331917+0.00399416j 0.00310459-0.00152367j -0.000392482+0.00293305j 0.00227812+0.00989165j -0.000564105-0.0167852j -0.00439199+0.00242284j -0.00010094-0.0141447j 0.00286616+0.00738834j -0.00252442-0.0104494j -0.0083091-0.00180191j 0.00401329-0.00787635j 0.00212042+0.00336478j 0.00204942+0.00241993j -0.00173404-0.00282387j 0.00305125+0.0148759j 0.00352618+0.00507668j -0.00398603-0.0070779j 0.00157474-0.000154736j 0.00696378+0.015749j 0.00575687-0.00605688j -0.0019359+0.00292518j -0.00172321+0.00119412j -0.0165599-0.0119485j -0.00236454-0.0120048j 0.000643429+0.0105437j -0.0153532-0.00505748j 0.00430659+0.0055468j -0.00455461-0.00145296j -9.78051e-05+0.00122403j 0.00498986+0.00436923j -0.000970056-0.000937059j 0.00216349+0.00153563j 0.000696021+0.000683616j -0.000249957+0.00173599j 
0.00317519-0.00104167j 0.00117424-0.00395884j -0.00390356+0.000124671j 0.00459224+0.000577312j -0.00509931-0.00142609j -0.00170181+0.00470813j -0.00596666+0.00342242j -0.00203492-0.000175901j 0.00348737-0.000158174j 0.00522447-0.000893906j 0.000123902+0.000922718j 0.0164893-0.00307061j 0.00880881+0.00359804j -0.0066241-0.00284385j -0.0148488-0.00420694j -0.00770385+0.0162263j -0.00136548-0.00170759j 0.0146841-0.0171203j 0.00567297+0.0150375j 0.00267936+0.00233076j -0.00564142-0.0124878j 0.00604259+0.00647632j 0.0153264+0.00661924j -0.0157317+0.00312673j 0.01935-0.00899915j 0.00519231-0.00580097j -0.009279+0.00999539j 0.00471834-0.000295859j -0.0039365-0.00348757j -0.00792267+0.0046305j 0.00402663-0.00328447j -0.00163631-0.00518654j 0.000462838-0.00328223j -0.000776302+0.000666141j -0.00308655-0.000130108j -0.00296934-0.0046846j 0.00109334-0.00746444j -0.00255123+0.000899164j -0.00129574+0.00833525j 0.000155495+0.00733789j -0.00149248-0.00156331j -0.0031746+0.00147414j 0.00136765+0.00935262j -0.00303339-0.0026986j -0.00400234-0.00664503j 0.00292942+0.00182699j -0.00359396-0.0075532j -0.001207-0.00329349j 0.00343803-0.00715811j -0.00768136+0.00479062j -0.00248535-0.0131705j -0.00570455+0.00398308j -0.00500853-0.00941618j 0.000433939-0.00242729j -0.00626096-0.0125342j 0.000288598+0.00588345j -0.00202521-0.00084688j 0.00860218+0.00344838j 0.0110243+0.00998365j -0.00859484-0.0070473j 0.00293878+0.00675993j 0.000450645-0.0001124j -0.00354548+0.00662172j 0.00340724-0.00696867j -0.00588543-0.000107113j -0.00444353+0.00650311j -0.00395716+0.000627957j 0.00269607-0.00346663j -0.00140836-0.00395364j -0.00023867-0.000233994j -0.0023308-0.00268193j -0.00173764+0.000434048j 
