-0.0116946-0.00760558j 0.00116308+0.0148672j 0.00185329+0.0172079j 0.010921+0.0053731j 0.00508276-0.00114081j -0.00403598-0.00739438j 0.00136089-0.00739993j 0.00689696-0.00303272j 0.000259357-0.00625452j -0.0001755+0.00128236j -0.000125348+0.00401142j -0.00378356+0.00077589j 0.00189241+0.00261674j 0.00233163+0.000889088j -0.00365758-0.012435j -0.000501042-0.000987043j 0.00376618+0.00458874j 0.00495188+0.00504784j -0.000225894+0.00460869j -0.00717939+0.00414175j -0.00266653-0.00300732j -0.0011625-0.00495572j 0.000623674-0.00201837j 0.00259728+0.0111913j 0.00610588+0.00169065j -0.00399744+0.00034026j 7.3331e-05+0.00651973j -0.00973392-0.00853149j -0.0079581-0.0172336j -0.00125682+0.00116593j 0.00213802+0.00483671j 0.00282242-0.00185131j -0.00348046+0.00129387j -0.0015708-0.0083981j 0.000791423-0.00474513j 0.00218956-0.00385502j -0.000614211+0.00410873j -0.00253937-0.00200446j 0.00844066+0.00133737j 0.00208311+0.0121875j -0.0044127-0.00270024j 0.00647014-0.0100131j -0.00143186-0.00433288j 0.00477497+0.00308041j 0.0038783+6.23247e-06j -0.00245067-0.00171787j 0.0014345+0.00336622j -0.00534346+0.000921082j 0.00157211-0.00402428j -0.00415941-0.00323735j -0.00113432+0.00606042j 0.00216418-0.00721082j 0.00273441-0.00622288j 0.00117277-0.00205787j -0.00202974-0.003556j -0.0011894-0.0035695j -0.0102879+0.00180624j 0.00644258-0.00669675j 0.00105985-0.00562326j 0.000182502-0.00263149j -0.00299122+0.00335302j -0.00190637+0.00253219j -0.00754857+0.00580466j -0.00268708+0.00581283j 0.00180802-0.0087689j -0.0106789-0.00330531j 0.00280196+0.00370959j 0.00602343+0.00365397j -0.00679406+0.00520927j -0.00326099+0.00175399j -6.72354e-05+0.00379555j 0.00471953+0.0017752j 0.00490513-0.00445127j 0.00429649-0.0136131j -0.0139259-0.000979382j -0.0173195-0.00169599j 0.00968831-0.0174661j 
0.00467712+0.00398673j -0.00186589-1.39929e-05j 0.00606035+0.00252231j 0.000780162-0.000143794j 0.00360831+0.00276882j -0.00184827-0.00176358j -0.00258837-0.000570333j 0.000700571-0.000599875j 0.00538222+0.00186917j -0.00216579-0.000178826j -0.000460116-0.00450272j 0.00129621-0.000575499j 0.000388865-0.000165389j 0.00207171-0.00167777j -0.0017707-0.00603707j -0.00092859-0.00155682j -0.000653481-0.00319141j -0.00401933+0.00213488j 0.00643405+0.00506425j -0.00917891-0.00130322j 0.00911522+0.00013712j -0.00745511-0.00285979j 0.00878209+0.00227377j 0.00184021+0.0043956j 0.00790609-0.000818369j -0.000990755+0.00166656j 0.00333076-0.0110983j -0.00426315+0.00481257j -0.00624398-0.000191901j -0.00305501-0.0104581j -0.0125906-0.0113627j 0.0115218+0.000408115j 0.00542613+0.0014793j 0.000441813+0.0021341j 0.00276441-0.00152658j -0.00228493-0.00155435j 0.00409751+0.00559713j -0.00356188-0.00673064j -0.00700708-0.0108686j -0.000414527+0.015411j 0.00355927-0.00616237j -0.00362218-0.0048359j 0.00230474+0.00130971j 0.000277705+0.00219439j 0.00180164-0.00341354j 0.00442751+0.00812598j -0.0112406+0.00427781j 0.00140072-0.00846924j -0.00111249+0.00452691j -0.00445263-0.0092055j 0.0133598+0.00501505j 0.00566854-0.000938311j 0.000331555+0.0113385j -0.00874436+0.00309496j -0.00608138-0.00240365j -0.00825702+0.00276761j -0.00236608+0.00215958j -0.000825445-0.00142989j 0.000821635+0.0118341j 0.004818-0.00618942j -0.00648187+0.00542867j 0.00606463+0.00355071j 0.00610395-0.00181975j -0.00206104-0.00574674j 0.00494009+0.00529268j -0.00274467-0.00440055j 0.00126373-0.00536996j -0.00261699+0.00190437j -0.00180659-0.005822j -0.00741534-0.013677j -0.00514009+0.00285041j -0.000593138+0.00361285j 0.0021803+0.000757767j 0.00077645-0.00341535j 0.00308884-0.00795421j -0.00245471+0.00468081j 0.00147861-0.000604212j 
-0.00227502-0.00140987j 0.0013368-0.000478569j 0.000397693-0.00289455j 0.00123661-0.0015853j 0.000434543-0.00310875j -0.0028837+0.00252821j 0.000236233+0.000888109j -0.00431686+0.00155168j -0.00256511+0.000360578j 0.00203723+0.000437096j 0.00375346+0.000942818j -0.000769329+0.00185164j -0.00197531+0.00162759j -0.00259123+0.00106264j 0.00372956+0.001048j -0.00102783+0.00195929j 0.00786057-0.00165985j -0.00519923+0.00111747j 0.00591544-0.00162387j 0.00466548+0.00104472j 0.00213966-0.00678684j -0.00492872+0.00811889j -0.0026499-0.000878705j -0.00255014+0.00340904j 0.00191145-0.00738229j -0.000545305+0.00160217j 0.0154685-0.00479434j -0.00990553+0.00218775j -0.0137222+0.00553187j 0.00928939+0.00228159j 0.0167207+0.00351978j 0.00299161-0.00114937j 0.00610757-0.00464223j -0.00317668-0.00558507j -0.000774931-0.00108258j -0.00195538+0.00605255j -0.00839303+0.00523001j 0.0161241+0.00167497j -0.00400809+0.00360232j -0.0117525-0.00175844j 0.0104768+0.00415677j 0.00636815+0.00104149j -3.73753e-05+0.00133998j -0.0104925-0.000380491j 0.00513056-0.000558619j -0.00221296-0.00511083j -0.0228327+0.00239122j 0.0190117+0.000848217j -0.00747024-0.00248271j -0.000206732+0.00261351j 0.0031829-0.0039956j 0.00856367-0.00121576j -0.00448394-0.00384505j -0.00262863-0.00353647j 0.00119423-0.000665123j -0.0114772-0.00192904j -0.00333595-0.00123783j 0.00275688+0.00243001j 0.0102991-0.000239938j 0.00844774+0.00659373j 0.000692095-0.00603195j -0.0013084-0.0027645j 0.00813805+0.00814633j -0.00293627+0.00552102j 0.0116104+0.00341695j 2.88349e-05+8.23212e-05j 0.00188817+0.00335039j 0.00286981+0.00779027j -0.00117705+0.00101342j -0.00164882+0.00178764j -0.00438764-0.00423089j -0.00449608-0.00211737j -0.000785193-0.00222445j -0.00217821-0.00275512j -0.00607421+0.00155149j 0.000514855-0.00253856j -0.00192221-0.000717848j 
-0.00173231+0.00086484j 0.00209448-0.00189846j 0.0017408+0.000672482j -0.00127092+0.00200316j -0.00617982+0.00481469j -0.000353815+0.00149164j -0.00409648-0.000288469j 0.000757016-0.00437619j 0.0019663-3.98546e-05j 0.0022647+0.00092102j -0.00205679+0.00394048j -0.000928627-0.000244612j -0.000458804-0.00333317j -0.000512675+0.00141401j 0.00665095-0.00204378j 0.00492702-0.00397733j -0.00693784+0.00784102j 0.00363309+0.000267212j -0.00975125+0.000364319j -0.000542819+0.00675608j 0.00703515+0.00554137j -0.00532555+0.000913886j -0.0109982-0.00341818j -0.00833676+0.0100126j -0.00184624+0.00578362j -0.00337481-0.00625041j 0.00115203-0.000222973j -0.00784921+0.00092444j -0.00703916-0.00459527j -0.000671692+0.00222229j 0.000601716+0.00705678j 0.00545031+0.00354218j -0.0058503+0.00262384j 0.000737195+0.000958531j -5.85605e-05-0.00214779j -0.00226735-0.00180092j -0.00488929-0.00419603j -0.0102806+0.0122287j -0.0015897-0.00166406j -0.0143596-0.00467179j 0.00865244+0.00402543j -0.00579645-0.00229592j 0.0033167+0.00204809j -0.00334725-0.00252442j -0.0065479-0.00277067j 0.011518-0.00730012j 0.00304061-0.00716564j 0.00512444+0.00111904j 0.00777442+0.00660877j 0.00878349+0.00409043j 0.0118217-0.00160096j 0.00693986+0.00638519j 0.000858548-0.00856749j 0.00744259+0.00514305j 0.00137148+0.00202881j -0.00433569-0.00643129j 0.00102588-0.00346665j 0.00102109-0.00743872j 0.000342605-0.00417153j -0.00373654+0.00713736j 0.00572886+0.00839169j 0.00846885+0.00536409j -0.000815239-0.00176533j 0.000486683-0.000179391j 0.00544659+0.00153349j 0.000257574-0.00686595j -0.00381766-0.000215342j -0.00291672-0.00103682j 0.000966202+0.00173592j 0.000455455+0.000296157j 0.00460764+0.00616641j 0.0132901+0.000217085j -0.00353463+0.00419686j -0.000957574+0.000199652j 0.00503606+0.00281445j -0.00236227-0.00224183j -0.0018157-0.00339279j 
-0.000965186+0.00191197j 0.00189406-0.000837184j -0.000228095-0.00189087j -0.0027823-0.000951837j -0.0062552+0.00215121j 0.00118558+0.00262609j 0.000372399+0.00283982j 0.00164389+0.00259821j 0.00157035-0.00166792j 0.0032919-0.00247989j 0.000820526+0.00229958j 0.00493316+0.00521086j 0.00648637+0.00243689j 0.00153846+0.00220356j 0.00071408-0.00551267j 0.00641933-0.00363977j -0.00542922+0.00491609j -0.00311816-0.00145817j -0.000508885+0.00546593j -0.00685419-0.0027458j -0.00771786-0.0111591j 0.00499605+0.00579992j 0.00608556+0.00738393j -0.00857303+0.0025053j -0.00950295-0.00232065j 0.00888148+0.00881473j -0.00184175-0.000562999j -0.00130578+0.00140527j 0.000842437+0.010261j -0.0032166-0.00292237j 0.00407362+0.00115934j -0.00362012-0.00256265j -0.00184329+0.000900873j 0.00760648+0.00165657j -0.00187835-0.00175757j -0.00325824+0.00629973j 0.00374087+0.00255854j -0.0110979+0.00855791j -0.00112657+0.0042963j 0.00342295+0.0123016j 0.00646205+0.0018534j 0.00166063+0.0125467j -0.00038278-0.00768457j -0.00403756+0.00183017j 0.00389783+0.0125204j 0.00217671-0.00333319j 0.00942197+0.00427249j 3.17982e-05-0.000727877j -0.000974635-0.00781464j 0.00547489+0.00286489j 0.0104015+0.00246971j -0.000491671-0.00953883j 0.00571705+0.00369875j 0.00798263-0.00345963j -0.000180367-0.0032395j -0.0020477+0.00567703j 0.00374969+0.00395289j -0.00291374+0.00932837j 0.00157801+0.00299581j -0.00406349-0.0047827j 0.00570414+0.000455963j -0.00115153+0.000357821j -0.00442394+0.00744992j 0.000419906+0.00487212j 0.00405254+0.00345275j -0.005212+0.00336498j -0.000236046+0.00759629j -0.00929147+0.00878316j 0.00127259-0.00787556j 0.000240698-0.00246277j 0.00144076+0.00181993j 0.00322156+0.00442802j -0.000469044-0.00136803j -0.00215225+0.00131323j 0.00325478+0.00467694j -0.00235691-0.000981913j -0.00130745-0.00209005j 
0.00288639-0.00489846j 0.00172211-0.00138051j 0.00400339-0.00480747j 0.00075485-0.00298089j 0.00432583-0.00581925j -0.0044522+0.00239358j -0.00140649+0.00187669j -0.00494118+0.000195229j -0.00291309+0.00261833j -0.00641424+0.00596595j -0.00237072+0.00155427j 0.00134926-0.00350726j -0.00338955+0.000818067j -0.00543706-0.000148943j -0.00615726+0.00540955j 0.00117051+0.00225419j -0.00597321+0.00149078j -0.00175391+0.00325239j 0.00567939-0.0036268j -0.00154922-3.44446e-05j 0.00329025-0.00485024j -0.0109871+0.00408383j 0.00621766-0.00746585j 0.00393924-0.0025582j 0.00284187-0.00719885j -0.00134639+0.00114339j -0.00152989+0.00394547j 0.00149338-0.0014648j -0.00722722-0.00164807j -0.00966564+0.00754687j -0.0141836+0.0136147j -0.00325663-0.00271295j 0.000662646-0.00204132j 0.00413989-0.00377103j 0.000390974-0.00332233j -0.00941968+0.000436667j 0.0104721-0.0029995j -0.0177239+0.00362311j -0.0124661+0.00711301j 0.00807118-0.00594878j -0.00340283+0.00308739j -0.00579481+0.00223999j -0.000514904-0.000838488j 0.00502142-0.00824857j -0.00435531+0.00172835j 0.013738-0.000899884j -0.00334407+0.00584395j -0.00467554+0.00290849j 0.00352061+0.00157761j -0.000590314+0.00538506j 0.00244037-0.00279391j 0.00227019+0.00165446j 0.0113261+0.00161593j 0.00620566+0.0069943j -0.00478755-0.00071548j 0.000110164+0.000119386j 0.00153551+0.000694541j -0.00529358+0.0012665j 0.0136972+0.0065387j -0.00373261-0.00210534j 0.000636871-0.000453171j 0.000448101-0.00524614j -0.00797992-0.00244634j -0.0093341-0.00186368j 0.00622809+0.00248961j 0.00308474+0.00217294j -0.0041736+1.62217e-06j 0.00424674+0.00466149j -0.000898948+0.00420255j -0.00393201+0.00479441j -0.00174429-0.000560551j -0.00130383-0.00148293j -0.000581873-0.00282621j -0.000634071-0.00505429j -0.0141779-0.00344741j 0.00529494+0.00234875j -0.00455868-0.00186176j 
-0.00254932+0.000231788j -0.000732878+0.00174301j -0.00101368+0.00167696j 0.00307902-0.0014409j 0.002204-0.00137725j -0.00304033-0.00138975j -0.000346344+0.00278427j -0.00210848+0.000991363j -0.000300034-0.00166763j 0.00251971-0.000199778j 0.00249432+0.00212096j -0.00348601+0.00428323j -0.00380367+0.00575324j -0.00480319+0.00316259j 0.00233524-0.00419025j 0.00253354+0.00352447j 0.00266891-0.00364437j -2.99515e-05-0.00508226j -0.00525942+0.00476587j 0.00864309-0.00918284j 0.0107898-0.00753516j -0.00168315+0.00181448j -0.0102802+0.012548j 0.00648543-0.00378943j 0.004805-0.00497116j -0.00992785+0.00724693j -0.000938122+0.000525622j -0.00038371+0.00219062j -0.00681444+0.00402603j 0.00369482-0.00405045j 0.0065976-0.00265141j -0.00388026-0.00587242j -0.00552311-0.000796431j -0.00130651+0.00671339j -0.000567439+0.00243853j -0.00405288-0.00380409j -0.000921222+0.00844387j -0.00163042-0.00887365j -0.000418983-0.00214521j -0.0113244+0.0097416j -0.00225069+0.00168111j -0.0124301+0.00330263j 0.00772301-0.00350653j 0.000242783-0.00226452j -0.0125384+0.00565311j -0.00232493+0.000696455j -0.00449528+0.00388713j -0.000484107-0.00285957j 0.00875336-0.00303088j 0.00404234+0.00470505j -0.0110117+0.00314824j 0.00590503-0.00262211j -0.0110982+0.0054902j 0.00303382+0.00294949j 0.00217936-0.00428448j -0.00278887+0.0014557j -0.00526622+0.00484738j -0.010181-0.0037312j -0.0121911+0.000706047j 0.00802253-0.00335619j 0.00353909-0.0025062j 0.000424378-0.00448748j -0.00813331-0.00444917j -0.00138556-0.00326817j -0.00453701-0.0011744j -0.00556009-0.00433346j -0.00317012+0.00263607j -0.00460396-0.00439091j 0.00873151-0.000365004j 0.0049465-0.000161018j 0.00162272-0.0048029j -0.00497056-0.00453702j 0.00395309+0.00103674j 0.000580638-0.000631138j -0.000768519-0.000283671j -0.000972741-0.00280554j 0.00228028+0.00117765j 
-0.00428309-0.000958898j -0.0008601+0.000558957j -0.00331373+0.00190839j 0.00128088+0.0027904j 0.000595978+0.000839456j -0.00343455-0.00315115j 0.0066474-0.00111916j 0.000257889-0.000683172j -0.000569888-0.00176365j 0.00126501-0.00277948j 0.00394463+0.00153727j 0.00989584+0.00450118j 0.00102443-0.00249231j -0.00560881-0.00141595j -0.000372241-0.00277243j 0.00998562+0.00485667j 0.00224335-0.00325738j -0.00281164+0.000347926j -0.00329803-0.00145106j 0.00810765+0.00574728j -0.00847358+0.00385677j 0.00409138-0.004277j 0.00182355-0.000549295j -0.00448656+0.0059842j -0.000641243+0.00197621j 0.000226826-0.00679904j -0.00112256-0.0010794j 0.00155404+0.00229417j -0.00525026-0.0042451j -0.0104606-0.00507654j -0.0045542-0.0107812j -0.0162765-0.00768841j -0.00400949-0.00499334j 0.00425663+0.00231804j -0.00724502-0.00467397j 0.000186815-0.00643788j 0.00559704+0.00832789j -0.0136884-0.0195317j 0.00494259-0.000804292j 0.00257939+0.00358037j -0.00171566-0.00406843j 0.00141279-0.00914827j -0.00041396+0.00185805j -0.00341793-0.00071897j 0.00724789+8.69144e-05j -0.000344163+0.00430934j 0.00115884+0.00241715j 0.00409205-0.00667192j -0.0032753+0.00754255j 0.00930351+0.0178927j 0.00370618-0.00750842j -0.00308773-0.00501515j -0.00134232+0.00421448j -0.00294357+0.00453833j 0.00267626-0.000834478j 0.000689837-0.00271468j 0.00564165+0.00944477j 0.00646437-0.00493811j -0.00566684-0.00499123j 0.00123237+0.000431339j 0.00125187-0.0060248j 2.8568e-05-0.000792668j 0.00325479+0.000764966j 0.00680357-0.00321776j 0.00513243+0.0036292j 0.00272204+0.00580438j 0.00520613+0.00173646j 0.00404022+0.00931405j -0.0030136-0.000503554j 0.00138629-0.00165608j -0.000793756-0.00724871j -3.34518e-05-0.00335508j -0.00011333-0.00108285j 0.00032787+0.000956336j 0.00405688+0.00281497j -0.000297493-0.0040512j 0.00180214+0.00213576j 
0.00271757+0.00136235j -0.00182404-0.000932233j -0.00184146-0.00122824j -0.00100014+0.000162787j -0.00288012-0.0004234j 0.00150804+0.00160107j -0.0044011-0.000859568j 0.00380149+0.00330467j 0.00788026+0.00415846j -0.00689632+8.36144e-05j -0.00661229-0.00405166j 0.00461652-0.00123464j -0.00198068+0.00252136j -0.00495506-0.00227163j 0.00531475-0.00153957j -0.00445337-0.00481074j 0.00315152+0.00378501j -0.00170714+0.000308948j -0.00277498-0.00046431j 0.0104269-0.000184085j -0.000819695+0.00075891j 0.00730872+0.00244375j 0.0054521+0.00105557j 0.00515751+0.000146431j 0.0110973+0.00399138j 0.00582443+0.00180899j 0.000760493+0.00482791j 0.00699043+0.00381007j -0.00634907+0.00231485j -0.00511224-0.00156614j -0.00104748+0.00153666j -0.00169562-0.00325191j 0.00595827+0.00250647j -0.00152485-0.00219195j -0.0105903-0.00470451j 0.00075869+0.00466481j -0.00704126-0.00553876j -0.00925671+0.00486519j 0.0136379+0.0108981j -0.00156292+0.00400484j -0.00531321-0.0105401j -0.011901-0.0094977j 0.00201655-0.00259737j 0.00521516+0.00864838j 0.00708146+0.00402168j -0.00260342-0.00727845j -0.00287698+0.00201827j 5.4545e-05+0.000387516j 0.000434275-0.00248556j 0.00430034+0.00119058j 5.393e-05-0.00524429j -0.00109632-0.00269926j -0.00259258-0.00458557j -0.000845134-0.00567768j -0.00083983+0.00353408j -0.00678454-0.0124378j -0.00651114-0.00544267j -0.000970332+0.00436039j -0.00470757-0.0106054j 0.00277342+0.00421386j 0.00388789+0.00497748j -0.000838953-0.0042041j -0.000961315-0.00447912j -0.00346252+0.00381487j 0.00136569+0.0105561j 0.0032029+0.00726151j 0.00335793-0.00240404j -0.00104326+0.00015634j 0.00187719+0.00414636j -1.37239e-05-0.00265477j -0.00188808+0.00490933j 0.00122682+0.00873092j -0.000646372+0.00168637j -0.000316245+0.00128019j 0.000759099-0.000832698j -0.000103175+0.00204077j -2.85213e-05+0.000974067j 
0.00230681-0.00309874j 0.00177838-0.0025443j 0.00259161-0.0035206j -0.00306157+0.000398553j -0.00289145+0.00122957j 0.00177186-0.00139682j -0.00162615+0.00471737j -0.000724389+3.96985e-05j 0.0003017+0.00244411j -0.00255776+0.00186541j -0.00545983+0.00377684j -0.00251222+0.0095528j -0.00434708+0.000313365j 0.00226743-0.00794487j -0.00263482+0.00204714j -0.00243612+0.00953198j -0.000598949+0.0029141j -0.000944132-0.000200969j -0.00277096-0.00529163j -0.00256526+0.0119663j 0.00154344-0.00733403j 0.00125351+0.00565384j 0.00216752+0.00214453j -0.00939614-0.000221459j -0.00064518-0.00069804j 0.00556175-0.000787488j -0.00713865+0.000197741j -0.00329772+0.00371845j 0.00446922-0.00781298j 0.0050755-0.0112293j 0.00161345+0.000196499j 0.0131109-0.0167271j 0.00611984-0.00285172j -0.0022168+0.00444634j 0.00625912-0.00964133j 0.00406288-0.0026641j -0.0077191+0.00253818j 0.0104966-0.0154771j -0.0103424+0.00901999j -0.00497193-4.85187e-05j -0.000548204-0.00722341j 0.00200965-0.00495445j 0.00199783+0.000575344j 0.00235142-0.000250253j -0.00207229+0.00567323j 0.00387739-0.00188323j -0.00822947-0.000191012j -0.000297471+0.000440735j -0.000690382+0.00363752j -0.0182469+0.0116325j 0.0116278+0.00103319j 0.00291584-0.00544425j -0.000116477+0.000256001j -0.00191348-9.31613e-05j -0.000586491+0.00194927j 0.00446505-0.00146294j -0.00416418+0.00189998j -0.00218002+0.000266914j 0.00724369-0.00719443j -0.00378148+0.000595852j 0.0092774+0.00588681j 0.00346393-0.00474361j -0.00245765-0.00556719j 0.000142425+0.00365114j -0.00371658+0.00483066j -0.00439949+0.00673895j -0.00483416+0.00183314j -0.00892745+0.00499926j -8.71189e-05+0.00197115j 0.000231761+0.00210159j 0.00586071+0.00149405j 0.00416152-0.00101391j 0.000259685-0.00219957j -0.000681455-0.00128089j -0.00371374+0.000811053j 0.00314692+0.00185933j -0.00368114-0.00214469j 
0.00161478-0.00325363j 0.00186584-0.00039933j 0.00362333-0.000274546j -0.00291009-0.000595349j -0.000161057+0.00260339j -0.000364085+0.000133564j 0.00537878+0.00372628j 0.000642125-0.0030284j 0.00323242-0.00642467j -0.000409524+0.00655213j -0.00571157+0.00788722j -0.0029067-0.00257423j 0.00171208+0.000641137j 0.003925+0.00310512j -0.00491577-0.00286625j -0.00182274+0.00856322j -0.00610168-0.00326914j 0.00159677+0.0025143j -0.0115498+0.00119076j -0.00274862-0.00555481j -0.00295395-4.83194e-05j 0.00761088-0.00670127j 0.00595608-0.0045839j -0.00959367-0.00485714j 0.00404562-0.012489j 0.00495973-0.00460852j 0.000133601-0.00307164j 0.00515289-0.00457372j 0.00483326+0.00592587j -0.00866683+0.00354385j -0.00868794+0.00381813j -0.00267068-0.00115738j 0.00439121-0.0068088j -0.0002176+0.00478607j -0.0044394+0.00505054j 0.00462205-0.00044924j -0.0111978+0.00674533j -0.000473449+0.00492458j 0.00867382-0.00848055j 0.00302457+0.000288773j -0.0168377+0.00396497j -0.00777877+0.0122489j 0.000161473+0.00439608j 0.00504935-0.00569319j 0.00528736-0.00672779j -0.00489082+0.000185864j 0.00106643+0.00136968j -0.00088164-0.0010293j 0.00358453+0.00446008j -0.00396047+9.96411e-05j 0.00195894-0.00169172j 0.000385142+0.000949092j -0.00129312+0.00365744j -0.00290677+0.00345572j 0.00608214+0.0035227j -0.0128485+0.00291761j -0.00247365+0.00561958j 0.00160808-0.00256401j -0.00551606+0.00350629j 0.00212422+0.000803069j 0.00853901-0.00119302j -0.000720086-0.00156283j -0.00465826+0.000454562j 0.00413252+0.00253935j 0.0123147+0.00159268j 0.00609274-0.00379187j -0.00751809-0.00666105j -0.00244494+0.000582488j 0.00171308-0.00404312j -0.00533328-0.000610435j 0.00331075-0.000826729j 0.00783901-0.00461077j 0.000908873-0.00244373j 2.38754e-05-0.00173567j -0.00271546+0.000296637j 0.00292151+0.00146499j -0.00184525-0.00133388j 
0.00302456-0.00205981j -0.00096336-0.00180128j -0.00563111-0.00019188j -0.000577677+0.00315108j -1.20335e-05+0.00260651j 0.00626573-0.00195258j -0.00959138+0.00264929j -0.00196615-0.00127225j -0.00115261-0.00141523j -0.00655009+0.00312813j 0.000120067+0.00400075j -0.00203473+0.00405514j 0.00743464-0.0020111j -0.00447506-0.00399552j 0.0088347-0.00270801j -0.0107109+0.00345084j -0.00273636+0.00562733j 0.000291987-0.00381452j 0.013171+0.00257712j -0.00116604-0.00162723j 0.000704738+0.00152515j -0.0103584-0.00512616j 0.000834344-0.00739553j 0.00962737+0.00126802j 0.00332393+0.000306957j -0.00266692-0.00529178j 0.00820439+0.00446788j 0.00349249-0.00389474j -0.00364401-0.00861853j -0.00101932-0.000192154j 0.000518248-0.00261971j 0.00218354-0.00322527j 0.00155742-0.00236563j 0.000382657+0.000358045j 0.00357984+0.00255217j 0.00149628-0.00552345j 0.00231898+0.00862831j 0.0019704-0.00295251j 0.00615284-0.00607884j -0.00100854-0.000169624j 0.0109195+0.00805096j 0.00237638+0.00181329j -0.00598093-0.00482764j 0.0133717+0.000942413j -0.00464134+0.00231694j -0.00376563+0.00278774j 0.00660566+0.00874996j 0.00615965+0.00297343j -0.00952827-0.00851675j -0.00397239+0.0043528j 0.000306163-0.00122525j 0.00407117+0.0042998j -0.00544361-0.0036663j -6.66484e-06+0.00566502j 0.00317191+0.00139239j -0.007056-1.51172e-05j -0.0107435+0.000779534j 0.00329279+0.00509219j 0.000272635+0.00355896j 0.00436681-0.000213626j -0.00169942-0.00621382j -0.000387636+0.00638632j 0.000236782-0.00232791j 0.00242467+0.00355485j 0.00120815-1.83045e-05j -0.00122921+0.0033208j 0.000904645+0.00563233j -0.00651655+0.000245656j 0.00250093+0.00469129j 0.00375046+0.00531547j 0.00640909+0.00528503j 0.00770214+0.00236581j 0.000814817+0.00315157j 0.00158509+0.00383035j 0.0010529+0.000226777j 0.00255932+0.00206984j -0.00121924+0.000660577j 
0.00357427-0.000285079j 0.000445453-0.000919855j 0.00674188-0.00110826j -0.000609106-0.00275755j 0.00925756-0.0022436j -0.00171566-0.00188101j 0.00624926+0.00217236j -0.00334273+0.00219489j -0.000235123+0.0030103j 0.00736724+3.47789e-05j 0.00277922-0.00331949j -0.00795914+0.0019201j 0.00887036-0.000287735j 0.00447982-0.00151124j 0.00699341+0.00173187j -0.000391346+0.00273104j -0.00995138+0.00110313j 0.00844887-0.000982953j -0.00456646-0.00468162j -0.00324124+0.00419735j -0.00588694-0.00392365j 0.00849808+0.00620975j -0.0020629-0.000386052j 0.00294115-0.00354259j -0.00011436+0.00185828j -0.000152475+0.00455044j 0.0031858-0.00663248j 0.00895214+0.00533803j -0.00730826+0.00228426j -0.0146993-0.00509201j -0.0124677-0.00279392j -0.00702826-0.00683166j -0.00103871-0.00158345j 0.00369592+0.00312199j -0.00461272-0.0124312j 0.000623041+0.00546629j -0.00157009-0.000871358j -0.00390315-0.00723632j 0.00501806+0.00811878j 0.000920096+0.00790137j 0.00350013-0.00303705j 0.00436791-0.00101169j -0.000384334+0.00810937j -0.00871387-0.00598966j -0.00344832+0.000306648j -0.00236189-0.00497187j 0.0108362+0.0094483j 0.0058947-2.57098e-05j 0.00143652-0.000977837j -0.00466333-0.00176267j -0.000133264-9.93058e-05j 0.0105111+0.00508931j -0.000431823-0.00180589j 0.00449831+0.00603423j 0.00416659+0.00698199j 0.0022316-0.00175025j -0.00486429-0.00365906j 0.00566998+0.00587286j 0.00477042-0.00441289j 0.0024831+0.00508368j -0.00519206-0.000405807j 0.00462256+0.000793535j 0.00700143+0.00181697j -0.000898551+0.00659417j -0.00457507+0.00028004j -0.00814453-0.00752279j -0.00287272-0.00223383j -0.00539062-0.00596554j -0.00242239-0.00255932j -0.00169203-0.00112409j -0.00109981-0.00275904j -0.00607044-0.00436091j 0.0017767-0.00260503j 0.000327886-0.00364993j -0.00428556-0.00423988j 0.00104924+0.00317071j -0.00156875-0.00087732j 
