-0.0116946-0.00760558j 0.00116308+0.0148672j 0.00185329+0.0172079j 0.010921+0.0053731j 0.00508276-0.00114081j -0.00403598-0.00739438j 0.00136089-0.00739993j 0.00689696-0.00303272j 0.000259357-0.00625452j -0.0001755+0.00128236j -0.000125348+0.00401142j -0.00378356+0.00077589j 0.00189241+0.00261674j 0.00233163+0.000889088j -0.00365758-0.012435j -0.000501042-0.000987043j 0.00376618+0.00458874j 0.00495188+0.00504784j -0.000225894+0.00460869j -0.00717939+0.00414175j -0.00266653-0.00300732j -0.0011625-0.00495572j 0.000623674-0.00201837j 0.00259728+0.0111913j 0.00610588+0.00169065j -0.00399744+0.00034026j 7.3331e-05+0.00651973j -0.00973392-0.00853149j -0.0079581-0.0172336j -0.00125682+0.00116593j 0.00213802+0.00483671j 0.00282242-0.00185131j -0.00348046+0.00129387j -0.0015708-0.0083981j 0.000791423-0.00474513j 0.00218956-0.00385502j -0.000614211+0.00410873j -0.00253937-0.00200446j 0.00844066+0.00133737j 0.00208311+0.0121875j -0.0044127-0.00270024j 0.00647014-0.0100131j -0.00143186-0.00433288j 0.00477497+0.00308041j 0.0038783+6.23247e-06j -0.00245067-0.00171787j 0.0014345+0.00336622j -0.00534346+0.000921082j 0.00157211-0.00402428j -0.00415941-0.00323735j -0.00113432+0.00606042j 0.00216418-0.00721082j 0.00273441-0.00622288j 0.00117277-0.00205787j -0.00202974-0.003556j -0.0011894-0.0035695j -0.0102879+0.00180624j 0.00644258-0.00669675j 0.00105985-0.00562326j 0.000182502-0.00263149j -0.00299122+0.00335302j -0.00190637+0.00253219j -0.00754857+0.00580466j -0.00268708+0.00581283j 0.00180802-0.0087689j -0.0106789-0.00330531j 0.00280196+0.00370959j 0.00602343+0.00365397j -0.00679406+0.00520927j -0.00326099+0.00175399j -6.72354e-05+0.00379555j 0.00471953+0.0017752j 0.00490513-0.00445127j 0.00429649-0.0136131j -0.0139259-0.000979382j -0.0173195-0.00169599j 0.00968831-0.0174661j 
0.00216138+0.00118313j -0.000385653-0.00126951j 0.00461234-0.00312272j 0.00681133-0.00872842j 0.0039553-0.00727077j -0.00114591-0.00550176j -0.00310959-0.00893207j 0.00771277+0.00469045j -0.00163872-0.0057417j 0.0034601-0.00745809j 0.00895226+0.00204279j -0.00368204-0.00602886j 0.00216732+0.00465963j 0.00404265-0.000880036j -0.00529469+0.00446945j 0.00855337+0.00296909j -0.00847724-0.00805402j -0.004459-0.0112512j 0.00203096-0.00192714j -0.00800285+0.0068694j 0.00195385+0.00452031j -5.83064e-05-0.00197424j 0.00299372+0.00267667j 0.00689382+0.000105577j -0.00495545+0.00756527j 0.00616319-0.010118j 0.000836193-0.00999389j -0.0021956+0.00310133j -0.00906861-0.00681984j 0.00524625+0.00954907j -0.00790853+0.00651665j -0.00215081-0.005649j 0.00415998-0.00102958j -0.00688633-0.00933953j 0.00974435-0.00275056j -0.00462384-0.000944377j -0.000619024-0.00250038j 0.000777035-0.00696901j -0.00122285+0.00171862j 0.00123227-8.72264e-05j 0.00660451+0.00152378j -0.00256388+0.00723048j -0.00328606+0.00471358j -0.000651531+0.00434948j 0.0015543+0.00330148j 0.00344538-0.000559193j 0.00633217-0.000567697j 0.00637663-0.000506662j 0.000353009+0.00222729j 0.00364736+0.00437717j -0.00156195-0.00216454j 0.0027448+0.000202018j -0.00427547-0.0011415j -0.00577507-0.00388161j -0.00396233-0.00030793j 0.00703856-0.00238314j 0.00285164-0.0023383j 0.00764466+0.000759488j 0.00112841-0.00472419j -0.00227117-0.0043486j 0.00224603+0.00151724j -0.0042209+0.00185531j -0.00260215+8.42854e-05j 0.00429166-0.00215288j 0.00668079-0.00635947j 0.00747008-0.000293535j -0.00383931-0.00465225j -0.000226137+0.00470604j 0.00671137-0.000566235j -0.00125032-0.00227731j 0.00217124-0.00189286j -0.00298505+0.00158649j 0.00897355-0.00149984j 0.00525544+0.00284759j -0.00150108-0.00132157j -0.00147345-0.00106449j 0.00095673-0.00075818j 
0.0123981-0.0027222j -0.00957811+0.00162635j 0.000279207+0.00409859j 0.00629478-0.00447259j -0.00661285+0.0080136j -0.00469436+0.00123479j 0.00116614+0.00205154j -0.00133314+0.00710785j -0.00584111+0.0138504j 0.0101164+0.00176686j 0.00669648-6.84899e-05j -0.000190677-0.0130063j 0.0166215+0.00440781j 0.0139914-0.0117163j -0.000774573+0.00375128j 0.00848789-0.0025641j 0.00451829-0.00116375j 0.000986668-0.00189025j -0.0034579-0.000840558j -0.0132941-0.00962062j 0.00657067+0.00668634j -0.00416168+0.00340502j 0.00650458-0.00426647j -0.00119746-0.00583811j 0.00409204+0.000502159j -0.0102167+0.0068979j 0.00181228+0.000955363j -0.00289394-0.000803949j 0.000659557-0.00195733j -0.00289421-0.00359438j 0.00805976-0.00312926j -0.000215562+0.0034173j -0.00319815+0.000210519j 0.00628802-0.00092693j -0.00431519+0.00195254j 0.00253118-0.00324959j 0.00755255+0.00248724j 0.00235989-0.0016134j 0.00198221+0.00798934j 0.00230321-0.00439197j -0.00263544-0.00330322j 0.000628827+0.00758651j 6.65275e-05+0.00701989j -0.00658663+0.00277315j 0.00226222-0.00402081j -0.00303822-7.53693e-05j -0.00189322+6.48671e-06j -0.00225725+0.000450274j 0.000311451+0.000472077j -0.00374342-0.000819885j 0.00197305+0.00233623j -0.00291383-0.000962082j -0.00145049+0.00110717j -0.00230421+0.000402892j 0.00610546+0.00380183j -0.0014503-0.00021634j 0.00024749+0.00291765j 0.00250443-0.00115844j -0.00357051+0.00248079j -0.00243263-0.000193758j 0.000132559+0.00474979j 0.00179635-0.00292718j -0.00133595+0.00246003j -0.00609118+0.00259466j -0.00061764-0.00106857j -0.0066064-0.0065724j 0.00199511+0.00265517j 0.00166666+0.00153545j 0.00184174+0.00220614j 0.00139551-0.000885835j -0.00117105-0.00386636j 0.00531014+0.00336317j 0.00020555+0.000383239j 0.00210031+0.00222387j -0.00314811-0.00210583j 0.00394313+0.00497304j 0.00118578-0.00150246j 
0.00944643-0.00196658j 0.0121192-0.00343133j -0.00888931+0.0043456j 0.000978777+0.00464701j 0.00756645+0.00212257j -0.00389423+0.00790812j -0.00197522-0.000713899j 0.00837585+0.00191769j 0.0115366+0.00573893j 0.0186346-0.0143098j -0.0128232-0.00370735j -0.00762848-0.00639672j -0.0013667-0.00877202j -0.00439827-0.00259473j 0.00806716+0.00714401j 0.00841664+0.00335699j -0.00621548-0.00922811j -0.00511332+0.000939241j -0.0052474-0.00233683j -0.00611754+0.00188539j 0.0107492-0.0013999j 0.00800098-0.0032844j -0.00258091+0.00108114j 0.000521034-0.00291003j -0.00566372-0.00972194j -0.00245658+0.00151871j 0.00971798+0.00696901j 0.00844237+0.000956174j -0.00275973-0.000275538j 0.0047272+0.00427629j -0.00518446-0.00460355j 0.00428471+0.00144623j -8.53563e-05-8.63184e-05j 0.00310185+0.0036902j -0.00779049-7.17971e-05j -0.000758704-0.0080578j -0.00147085-0.00127817j 0.00384909+0.00263486j 0.00245966-0.00208756j 0.00547453+0.00144422j -0.00118786-0.00242865j 0.00277448-0.00102312j -0.00395677-0.00287021j 0.0055039-0.00119613j -0.00156891+0.000858687j -0.00214791-0.00361022j -0.00181331+0.00170263j -0.00350482-0.000381558j 0.00205992+0.000305854j -0.0021165+0.00115895j -0.0014559-0.0019346j 0.00444503+0.00101129j -0.000643345-0.00285325j 0.00388369-0.0016006j -0.00483687-0.00675679j 0.0011042+0.00227624j -0.00185381-0.00236305j -0.000956604+0.00108998j -0.00154017+0.000251516j 0.00116004+5.33829e-05j 0.000840279-0.00087881j 0.00452899-0.00157203j -0.00339211-0.00243907j -0.000963919-0.000919793j 0.00360465+0.00144578j -0.00235024+0.000725212j -0.000836201-0.00335191j 0.00175059+0.000894704j -0.00347676-0.000382253j 0.00422895+0.00160942j -0.00502869-0.00314172j 0.000657582+0.000105799j -0.00479773-0.00103108j 0.00138659+0.00361642j 0.00307362+0.00415953j 0.00218313-0.00188403j -0.00399856-0.00326826j 
-0.00296329+0.00619461j 0.00422449-0.00211164j -0.000859559+0.00225018j -0.00367347-0.00494117j 0.0105429+0.0057049j 0.00454435-0.00119794j 0.00507004+0.0105722j -0.00616095+0.00696115j 0.00825939+0.00751135j 0.000625281-0.00754969j 0.00355151+0.00847517j -0.00941229-0.00555374j -0.000312861-0.00710909j -0.0138157-0.013752j 0.00155568+0.0039933j 0.00748441+0.00681664j 0.000268031+0.001549j -0.000431611-0.00534906j -0.00101153-0.00498089j 0.00598566+0.0152056j -0.00156074+0.00625446j -0.00104528+0.00772833j -0.00127505-0.0122877j -0.00540095+0.000559508j -0.00423333+0.000245164j 0.00282596+0.00400791j 0.00616899-0.00374542j -0.00526792-0.00206646j 0.00194014+0.000593892j -0.00838042-0.00388141j -0.000959921-0.00483643j -0.00367295+0.0046278j -0.00699442-0.000997636j 0.00476648-0.00668861j 0.00800066+0.00581881j -0.00112215+0.00115786j 0.00747022-0.00431852j 0.00413203-0.00594709j -0.00414973+0.0119052j 0.00541889-0.00209028j -0.00121106+0.000625514j -0.00313797+0.00175611j 0.00052117+0.00793855j -0.00206992+0.00475127j -0.000117745-0.00663879j -0.00171129+0.0072825j -0.00413144+0.00545092j -0.00098967+0.00379511j 0.00261069-0.00213793j -0.00150759-0.0051125j 0.00525027+0.0019737j -0.00377453+0.00387071j -0.000717087+0.00100925j -0.00284365-0.000759387j -0.000979403-0.00453705j 0.00131591+0.00644522j -0.00457466+0.00189512j 0.00181391+0.00289948j -0.00105847+0.00523541j 0.00271839+0.00281346j -0.00690843+0.00407288j -0.000894639+0.000544966j -9.86228e-05+0.00502271j -0.00437361+0.00585751j 0.00209443+0.00661945j 0.00275216+0.00193316j -0.000654532-0.00161224j -0.00461334-0.0055026j -0.000685993-0.00190096j 0.00288561-0.000183023j 0.0042709+0.00279485j -6.72232e-05-0.00487812j 0.000257793+0.00115073j 0.000868079-0.00213597j 0.0023228-0.00224604j -0.00347927+0.0030219j -0.000784064+0.000570182j 
-0.000256562-0.000642736j -0.00526312+0.00224483j -0.00141777+0.00340273j 0.00190316+0.00510203j -0.000302605-0.00186819j -0.00867272-0.0025118j 0.00868864-0.00251868j 0.00134411+0.0064399j -0.00241702+0.003554j 0.00408422+0.00818694j 0.00366578-0.00364646j 0.00423612+0.00194232j 0.00171939+0.000241895j -0.00453197+0.00466265j -0.00829165+0.000228059j -0.00116753+0.00140717j 0.00517048+0.00441891j -0.0073666+0.00469611j -0.00732587+0.000659314j -0.00602062-0.0103841j 0.00640472+0.00479426j 0.00275239+0.00219113j -0.0116862+0.000807554j 0.00170628+0.0045104j -0.00122278-0.00243782j 0.00709581+0.00530548j -0.00221101+0.000937907j -0.00311148+0.00284974j -0.0026421-0.00243229j -0.00350975+0.0053975j -0.00246016-0.00131549j 0.00450262+0.0042752j 0.00100325+0.00200576j -0.00471328-0.000850675j 0.00163013-0.00556915j -0.000691987-0.00444133j -0.00513362-0.00824853j -0.0044997-0.000845464j 0.00792645+0.00440516j -0.000779748+2.52577e-05j 0.00386166+0.00287857j -0.00309163-0.00402292j -0.0010427-0.00211267j 0.00778332+0.000779774j -0.00336238-0.000981927j 0.00531134+0.00302221j 0.00118382+0.00188284j -0.000259866-0.000162173j -0.00110852-0.00390494j -0.00536327-0.00329952j -0.00258342-0.00662032j 0.00433535+0.00695852j 0.00573936+0.00206743j 0.00287344+0.0024694j 0.00202332-0.0056986j 0.00257926+0.00370194j 0.00314187+0.00589128j 0.00233881+0.00106477j 0.000569526-0.00125386j 0.00108499-0.00119392j -0.001046+0.00254058j 0.00191057+0.00287943j 0.00363851-0.000231171j 0.00514369+0.00667693j 0.00354595+0.00450385j -0.00213111+0.00165065j 0.00382603+0.00080432j -0.00241918+0.000794689j -0.000209949+0.00134274j 0.000815854-0.0011499j 0.0032896-0.0014738j -0.000341471-0.00344524j 0.000864815+0.001573j -0.002586-0.00162414j -0.00305983-0.00144182j 0.00417688-0.000572744j 0.00269908+0.00329396j 
-0.0068516+0.00555732j -0.00132852+0.0057653j 0.000727968+0.0116285j -0.00178372+0.000509436j -0.0115777-0.00121622j -0.00142351+0.0123699j 0.000890122-0.000261978j 0.000793286+0.00713066j -0.00221332+0.00764271j -0.0149033-0.0146464j 0.00676616+0.0099503j -0.00283978-0.0032253j -0.00213127-0.00397294j 0.000954436-0.00425107j -0.00384077+0.00702901j 0.00111173-0.00368741j 0.00203461+0.00383356j -0.0028662+0.00577718j -0.00312438+0.00591409j 8.20901e-05+0.0137884j 0.00313891-0.00156985j 0.00260966+0.00667719j 0.00410191-0.0022083j 0.00163187+7.80016e-05j -0.000855727+0.00490352j -0.00329932+0.00338574j 0.0024416-0.00731429j 0.00914034+0.00142411j -0.00456486+0.00281191j 0.00984687+0.00203505j 0.004877+0.000132481j -0.00146997-0.00323007j -0.00653736+1.68675e-05j 0.00218686-0.00696677j -0.00485104+0.004253j 0.00317868+0.000643723j -0.0100185-0.00319829j -0.00368403-0.00493925j 0.000355738+0.000433371j 0.0092236-0.00285667j 0.00361582-0.000830766j -0.00788546+0.0082666j -0.00726164+0.00563968j 0.00191198+0.000870943j -0.00175254-0.0031843j -0.00230416-0.00299607j -0.00356533+3.80238e-05j -0.00378371+0.00239481j -0.001299-0.00160064j -0.00686077+0.00308987j -0.00436255+0.00137335j 0.00441462-0.000425358j 0.004963-0.00171425j 0.00322561+0.000565827j 0.00415753+0.0030602j -0.00255861-0.0035858j -0.000736079+0.00488012j 0.00150644-0.00615048j -0.00512693+0.0047081j -0.000504444-0.0026273j -0.00595393+0.00556993j 0.00873214-0.00487379j -0.00455098-6.2538e-05j -0.00375829+0.00229783j 0.00240298-0.0043871j 0.00152708-0.000909047j 0.00203878-0.000515068j -7.28632e-05+0.00351849j -0.00790373+0.00341667j 0.00313846-0.0012518j 0.00535154-0.00320041j -0.00278834+0.00148828j -0.00497804-0.0024303j -0.00812417-0.000929279j -0.000311691+0.00213937j -0.000926626-0.00229335j 0.00642516-0.00131861j 
-0.000742151-0.00266585j -0.0045416+0.00700748j -0.0066765+0.0117564j 0.00679075+0.0162748j 0.00380728+0.00838334j 0.00524742+0.00276057j -0.00342713+0.00148871j 7.41816e-05-0.00115499j -0.00210011+0.0041464j -0.00253313+0.00787932j 0.0041354-0.00742926j -0.00580033+0.00730425j 0.0019548-0.00499687j -0.00625331+0.00354108j 0.000839048+0.00231432j 0.011981-0.00581342j -0.00767746+0.00668451j -0.00576686+0.00976007j -0.0047561+0.00254459j 0.00683735-0.00888511j -0.00196398-0.00196762j -0.00261307-0.00318757j 0.00112857-0.00206548j 0.00641852+0.00859248j 0.00234853-0.00203785j 0.00180647+0.0105396j -0.00575847+0.00409123j -0.0022836-0.00410823j -0.00552583+0.00723864j -0.00601452-0.00404353j -0.00416863-0.00380311j 0.000330085-0.00254844j -0.0059625+0.00579106j -0.00116007+0.00145303j 0.00589634+0.00299004j 0.000965549-0.00164364j -0.0014474+0.00446969j -0.00249309+0.00323009j -0.00486732-0.0102204j 0.0050517-0.00355091j -0.0034005+0.00286874j 0.00832837-0.00500852j 0.00533267-0.00222206j 0.00362719-0.00339493j -0.00209639+6.6246e-05j 0.00510928+0.00247776j -0.00695058+0.0019656j 0.00441802+0.00572467j -0.00174398+0.000225722j -0.000273125+0.00542774j -0.00184936+0.00169542j -0.000925634-0.00236257j 0.000801926-0.00521364j 0.000488517-0.00396352j 0.00616117+0.000669534j -0.00224235+0.00344025j -0.00129106+0.00298528j 0.00288455+0.00297776j -0.00506213+0.00252766j -0.00135449+0.000143175j 0.000401407-0.0013171j -0.0029377-0.00495257j -0.00285901+6.10246e-05j -0.00131893+0.000169699j 0.000275715+0.00138408j -0.00494029+0.00455049j 0.00399197+0.000841689j 0.00114593+0.00361835j -0.00592066+0.00763799j 0.00399149+0.00156833j 0.00457593+0.000998937j 0.00602981-0.00142896j -0.00517173+0.00850056j -0.00578478+0.00603049j -4.02905e-05+0.00119726j 0.00773294-0.00315916j 0.00377607+0.00283608j 
0.00235728+0.00672283j 0.00165362-0.0126917j -0.000971446+0.0164122j 0.0126762+0.00781133j -0.00397535-0.00819697j 0.000722814-0.000413495j 0.00538043+0.00457955j -0.00712949+0.00266173j -0.0052376-0.00574995j -0.00275342-0.00473349j -0.00383035+0.0170644j 0.00670558+0.00277498j -0.0082078+0.0120518j 0.00664187+0.0161371j -0.00118773-0.00575185j 0.000985583+0.00153756j 0.000573968+0.00779621j 0.00525604+0.00600455j -0.00111382-0.000179144j 0.00161315-0.0147706j -0.00265824+0.00237208j -0.000694233-0.00181451j 0.000426566+0.00324047j 0.0059927-0.0011247j -0.00855289+0.00255813j 0.0033823-0.000489411j 0.0107835-0.00401693j 0.000148701-0.00336884j 0.00400856-0.00154435j 0.000657005-0.00183945j -0.00105236+0.00252335j -0.00320005-0.000166806j -0.00218201+0.00320645j 0.00616512-0.000712792j -0.00045954+0.00107742j -4.83105e-05-0.00192882j -0.000411377+0.00287773j 0.00560458-0.000799277j -0.00709522+0.0033113j 0.00700503-0.00410493j 0.000886729+0.00186469j -0.0114713-0.00339034j -0.00923404+0.000926635j -0.00326016-0.00780793j 0.000396059+0.000603701j -0.001761-0.00138541j -0.00145582+0.00387773j -0.00117052+0.00148476j -0.000251916-0.000482701j -0.0042555-0.00170143j 0.00064499+4.13532e-05j 0.00139613-4.65711e-05j -0.000490907+5.55505e-05j -0.000467722-0.00463223j -0.00325989+0.00420542j 0.00214613+0.00218972j -0.00283142+0.00468453j 0.00370808+0.00436026j -0.000660773+0.00153528j 0.00063592-0.00324384j -0.00796059+0.00263729j 0.00284462-0.00304195j -0.00525203+0.0017231j -0.00468036+0.000575059j 0.00596711+7.27727e-05j 0.00435456-0.00340923j -0.0011234-0.000310682j -0.0018987+0.00184643j -0.00291173+0.00728017j 0.00559362-0.00267695j 0.00332661-0.00188643j -0.00252547-0.000179229j -0.00109639+0.00487841j 0.000147671+0.0027711j 0.00430241-0.00511995j -0.0031802+0.000388276j -0.000174986+0.000606417j 
-0.00143534+0.0185211j 0.00548201+0.00648101j -0.010255-0.00609994j -0.00261066+0.0108959j -0.0032395+0.00784375j -0.005147-0.00409238j -0.00130302-0.000174393j -0.00581484+0.00619909j -0.0111053+0.00939462j 0.00988312+0.0266075j 0.00428986-0.0105572j 0.00724764-0.00610767j 0.00469324+0.00553639j 0.00339162+0.00346287j -0.00946441+0.0115214j 0.000602052+0.0187405j 0.00365463-0.0029855j -0.00239547-0.00105531j 0.00132258-0.00727492j 0.00454895-0.0105101j -0.00362079+0.0131613j -0.00108686+0.00276305j 0.00280038+0.00116491j 0.005719+0.00227666j 0.00867211-0.00533925j -0.00352631-0.00369549j -0.00579177+0.0111232j 0.000575657+0.00207933j -0.000767011+0.000149477j -0.00244851-0.00146147j 0.00301033-0.00335244j -0.000993643+0.00596678j -0.00314143-0.000182197j -0.00156498+0.00704041j 0.00110232-0.00515969j 0.00773513-0.0016881j -0.00324162+0.0056009j -0.00163217+0.0055207j -0.00417911+0.00140361j 0.00228208+0.00457104j 0.00164686-0.00265065j 0.000640724+0.00256821j -0.000947986-0.00237221j 0.000763854+0.0023934j 0.000908434+0.000683587j 0.00219493-0.00296697j -0.00375872-0.000186769j -9.06226e-06-0.0025297j 0.00035718+0.00195019j 0.000549332-0.00238253j -0.0013145+0.00172618j 0.000193336+0.000690076j 0.0029409-0.00464508j 0.0030644-0.00107122j 0.00444007-0.00440558j -0.00232916+0.0024635j -0.000548321-0.00206804j 0.000613069+0.00160395j -0.0039049-0.000525854j 8.88917e-05+0.000387821j -0.00354925-0.000174185j 0.00201757+0.00213651j -0.0016193-0.00376496j -0.000862847-0.00482533j 0.000132955+0.00546901j 0.0026663-0.00379805j 0.00065959-0.000916643j -0.00233346+0.00125251j -0.00497766+0.000315544j 0.000468181+0.00693701j 0.00629631-0.00384153j -0.00221188+0.00306235j -0.0030227-0.00291972j -0.00750477+0.00386309j 0.000215369+0.00316452j -0.00253113+0.001559j 0.00412314-0.00232855j 
-0.00855824-0.00323299j 0.00146537+0.0177363j 0.00368889+0.0085693j 0.00940115-0.00508719j 0.00475778+0.00827502j -4.96939e-05+0.00393711j -0.00196042+0.00309231j -0.00286118+0.00332513j 0.00306514+0.0125289j 0.0140752-0.00423605j -0.00678325-0.00490931j 0.00138665-0.00454778j 0.00489957-0.0124898j 0.0054846-0.00833082j -0.00312327+0.00656106j -0.00133752-0.00626393j 0.00388274-0.000885526j 0.00690582+0.00509588j -0.00085412+0.00330032j -0.019888+0.00917646j 0.000860243-0.00133034j -0.0027824+0.00932062j 0.00483-0.0025064j 0.00357813-0.00477216j -9.47731e-05-0.00730729j 0.00471254+0.00517115j 0.00645847+0.00658174j -0.00296646+0.00591929j 0.0010875+0.00713769j -0.000840962+0.00326371j -0.000112043-0.0055868j 0.000346208-0.00326281j 0.00107424+0.00198216j 0.00652116+0.00111413j -0.00272386+0.0026175j -0.000975095-0.00042701j 0.000882499-0.000656454j 0.00311058+0.00124127j -0.00563966-0.00435378j 0.00308936+0.000729688j 0.00142522+0.0026398j -0.00356441-0.00771321j -0.00370748-0.00297096j -0.0015068-0.00283765j 0.000461952-0.000612753j 0.00128724-0.0024104j -0.00204065+0.000903241j 0.00154882+9.59878e-05j -0.000623538+0.00103592j 0.00036103+0.00122738j 0.000905343+0.00306651j -0.00115394+0.000271381j -0.000509786-0.00189309j -0.000647818+0.000592446j 0.00361833-0.0059252j -0.000303572+0.00150638j 0.00118336-0.000450302j 0.00168585-0.00278712j -0.00227032+0.00349613j -0.000785166+0.00236106j -0.00278221-0.000925893j -0.00105577+0.000957305j -0.00178611+0.000458074j -0.000884856+0.00173022j 0.000554196+0.00107032j 0.00062613+0.00678422j 0.00430497-0.00435165j 0.0030294+8.78011e-05j 0.00294872+0.0034703j 0.00218855+0.00137141j 0.00433801-0.00141666j 0.00187045-0.00733651j 0.00293599+0.000392263j -0.00126949+0.00100367j -0.00283736+0.0032019j 0.00206172-0.00780911j 0.0067354-0.00243794j 
-0.000928715-0.0133032j -0.00788523-0.00440778j -0.013633-0.00323011j -0.00469458+0.00574331j -0.000798653-0.00748763j -0.00650708+0.00152994j -0.00628638+0.00290608j -0.00442999-0.01074j -0.00721506-0.00378289j 0.0056553-0.00659413j -0.0101452+7.30234e-06j -0.000123659+0.00265335j 0.00273927-0.00318735j -0.00136349-0.000361291j -0.00158093-0.00545598j 0.00505259+0.000460438j -0.00928779+0.00693148j -0.0106596+0.00429461j -0.00610077-0.00112761j -0.00212854-0.00191766j -0.000266412-0.00546621j -0.00497812-0.00366964j 0.00229191+0.00284423j -0.000943889+0.00359003j -0.00202532-0.00410135j -0.00691539+0.00275366j 0.000582451+0.00115655j 0.00172263+0.00135072j -0.00548568-0.00352578j 6.69609e-05-0.00187525j 0.000808818+0.00381822j 0.00248479-0.00152665j -0.00307292-0.00496662j 0.00430261+0.0028171j -0.00457026+0.00115081j -0.000895847-0.000182961j 0.000668066-0.00100154j 0.00199173+0.00219462j 0.000383704-0.00626074j 0.00382235+0.00559467j -0.00289442+0.00258235j 0.0013175-0.00888802j -0.0017585-0.00587156j 0.00280705-0.000877076j 0.00143271-0.000742484j 0.00101433-0.00193132j -0.00387429-0.00384646j -0.00233308-0.00160773j 0.000133245-0.00103558j -0.00110288-0.00382243j -0.00270406-0.00208435j -0.000474413+0.000109268j 0.000755003+0.00139771j 0.00249831-0.0015106j -0.00245926+0.00455599j -0.00135583+1.46626e-06j -0.00472463+0.000607185j 0.000716041+0.0020767j -0.00678436-0.00396604j 0.00078755+0.00082078j -0.00178087-0.00656215j 0.0041136+0.00341923j -0.000427954-0.00300591j -0.00179655-0.0053621j -0.00169132+0.00436355j -0.00395003+0.00167744j 0.00161123+0.00608662j -0.000995529-0.000750322j -0.00718899-0.00417343j -0.000278994+0.00582127j -0.000311607+0.00766909j 0.00364473+0.000910425j -0.00342067-0.000997317j -0.000693254-0.00583004j -0.000802623+0.00213021j 0.0057398-0.000495515j -0.00117537+0.00781207j 
0.000929576-0.0200751j -0.0216348-0.0018014j 0.00633412+0.00395271j 0.00457097-0.00634653j -0.0104661+0.000120922j -0.00158295+0.00499031j -0.00142925-0.00203988j -0.00209453-0.00431347j -0.0100518+0.00193219j -0.00800487-0.00583416j 0.00843881+0.00456807j 0.00050082+0.00198704j 0.0127845+0.00044073j 0.0112118-0.00367431j -0.0064778-0.00626582j 0.000951651-0.0065766j 0.000898548+0.00465859j -6.87779e-05+0.00196974j -0.00207274+0.000765924j -0.0154914-0.00324466j 0.00171074-0.0101499j -0.00662062-0.00061059j 0.00337764+0.00307502j -0.00161705-0.00247547j 0.00329246+0.00420714j -0.00108551-0.00319956j -0.00430145-0.00741446j -0.00621259-0.000431836j -0.00684842-0.000163216j -0.00194246+0.00176118j 0.00422342+0.00158684j -0.000131366-0.00352812j 0.000350601+0.000661933j -0.000371012-0.000986948j -0.00206268+0.000724824j -0.00386615-0.000297724j 0.00194877-0.0013893j -0.000646687-0.00109659j 0.00415405-0.00335348j -0.0027489+0.000873293j -0.00182076+0.00179334j 0.00243082-0.00205784j 0.00179087+0.00254834j -0.00182396-0.00151787j 0.000587117-0.0025829j 5.70007e-05+0.00356881j 0.000427788-0.00209937j -0.000156249+0.00463985j -0.00107137-0.0022833j -0.00151804+0.00348731j -0.00207549-0.000672504j -0.000911055-0.00170183j 0.00137586-4.64406e-05j -0.00305363+0.000731568j 0.00559907+0.00319467j -0.000404306-0.00140972j 0.00332304+0.00294394j 0.00222218-0.00284113j -0.00248796-0.00127668j -0.00305908+0.00107866j 0.00287416+0.00159652j -0.00180065-0.00231728j 0.00243564+0.00371537j -0.000272972+0.00419438j -0.00246036-0.00420543j -0.00889024+0.00404305j 0.00504501+0.00505742j 0.00277777+0.000613839j 0.00293957+0.00200154j -0.00196245-0.00362588j -0.0024065+0.00637084j 0.00703887+2.12749e-05j 0.00237788+0.00405761j 0.00298499-0.00568824j -0.00509643-0.00308844j 0.00776698-0.00024134j 0.000676039+0.00828625j 
