-0.932604+1.29494e-16j 0.100643-0.00169733j -0.12019-0.00023256j -0.0398541-0.00142036j 0.0186268+0.000471427j -0.104479+0.000300626j -0.0809896+0.000443033j 0.0113057+0.000173945j 0.0503391-7.33999e-05j -0.00707031+0.000146866j -0.0058658+8.46066e-05j 0.000442188+7.48782e-05j 0.00455294-0.000230561j 0.0307999-6.84552e-05j 0.0289564+6.96418e-05j -0.00676319-5.54406e-05j 0.00425635-0.000109618j -0.0103002+9.68951e-05j -0.0147204-5.244e-05j 0.00227575-0.000208661j -0.00765966-0.000179797j -0.0219075-0.000126472j 0.00674316+0.000198561j -0.0373135-0.000251024j 0.0471529-0.000360668j 0.0597174+0.000174609j 0.0280789-0.000306351j -0.0226862+0.000361793j 0.01233+5.01263e-05j -0.0342667-7.66003e-05j -0.0117425-0.000101345j -0.00414294-0.000178684j 0.0148595+0.000112232j 0.00918247+0.000112026j 0.000669316-3.69472e-06j -0.0165479+5.45056e-06j -0.0179339+9.25136e-05j 0.00258763-3.46639e-05j -0.00543836-1.33275e-05j 0.0261849-0.000119057j -0.0489823+0.000163732j 0.0239294-0.000173664j 0.0571412+6.54656e-05j -0.0322869+0.000422861j -0.011935+0.000110326j 0.0115852+4.34886e-05j 0.00220733+9.36285e-05j -0.0327852+0.000216834j 0.00679089+0.000129125j -0.00454098-0.000313763j 0.0176959-0.000186626j 0.00208944+4.37419e-05j 
0.000442188-7.48782e-05j 0.0217665+6.87923e-05j -0.00355386-4.32354e-05j -0.039651-5.99547e-05j -0.00333862-0.000354409j -0.0501505+0.00042838j 0.0533389+4.85543e-05j -0.0398698+2.09008e-05j 0.00266889-8.85474e-05j 0.0153711+7.04534e-05j 0.0275116-0.000262764j -0.0693024+2.38787e-14j -3.20895e-05+3.06502e-05j -0.0563225+0.000306801j -0.0334112-0.000780001j 0.0227242+0.000270438j 0.116292-0.000142059j -0.120314-4.6763e-07j -0.0524461+0.000646189j -0.266167+0.000304357j -0.482405-0.000293147j -0.140363-5.86182e-05j -0.674437+0.00113244j 0.225577+5.97905e-05j 0.0653088-0.00079356j -0.159131+0.000296704j 0.0800327-0.000220924j 0.0642496-0.000480055j 0.00994689-0.000809082j -0.0172554+0.000178506j -0.0397776+0.00020646j -0.0406182-0.000370566j 0.0191128+0.000109338j 0.0560832-0.000347624j -0.0182047+8.73376e-05j -0.0348323+0.000360835j 0.0107361+0.00017355j 0.0492827+3.43105e-05j -0.0161987-0.000579383j 0.0176391+0.000431715j -0.0044577-0.000183982j 0.0291575-1.52287e-05j 0.0491637-0.00101571j -0.0254372-7.02999e-05j -0.00370014-2.10709e-05j 0.00113326-0.00025263j 0.00175188+0.000105177j -0.00969627+0.000179759j 0.0400744-0.000338269j -0.00584033-9.09087e-05j 0.0217586-4.96068e-05j 0.0162514-9.37695e-05j 
0.00455294+0.000230561j 0.0279256+0.000566732j -0.0252854-0.000509727j 0.0751847-0.000414453j 0.0525261+1.55267e-05j -0.0584705-0.000631993j 0.0639171-0.000319356j -0.0738157+0.000372004j 0.0226702-0.000463555j 0.153427-7.77825e-05j -0.00458046+0.000354549j -3.20895e-05-3.06502e-05j -0.117013-2.32296e-15j 0.257488+0.000446868j 0.117131-0.00028742j 0.070514+0.000380856j -0.0930871+0.000453936j 0.00236691+0.000366188j 0.125095-0.000341355j -0.0970531-5.19493e-05j 0.0784891-9.10383e-05j -0.744531+0.000654448j 0.212539-0.000255349j 0.328139-1.53893e-05j 0.0190677-4.15982e-05j -0.0247342-4.43579e-05j 0.0236296+0.00027016j 0.0332467-0.000168883j 0.0437571-7.61585e-05j 0.0368848+0.000374399j 0.0136433+0.000228464j -0.0871202-3.22196e-05j -0.0388547+0.000390958j -0.00302005-0.00024538j -0.0336765+0.00071263j 0.0441107+1.90384e-05j -0.0277311+0.000472386j 0.03137-0.000447242j 0.0484472-0.000614941j -0.059293-0.000592887j 0.0714673-0.000121379j -0.0872707+0.000257674j -0.000179903+0.000633151j 0.0441707-0.000875018j -0.00907003+0.000118298j -0.0298449-0.000237889j -0.00522805-0.000149687j 0.0455414-0.000484045j 0.0320514-0.000190035j -0.0182586+0.000493506j 0.00655814-4.7428e-05j 0.0169408-0.000192698j 
0.0307999+6.84552e-05j -0.00237201-0.000914527j 0.0429265+0.000286111j -0.0123946+0.00118256j -0.0565806+0.000884366j -0.0724815-6.01301e-05j -0.0451077+0.000470074j 0.0560846+0.000295545j 0.0145239+0.000737482j -0.225068-0.000846886j 0.0871558-0.000620698j -0.0563225-0.000306801j 0.257488-0.000446868j -0.354225-3.08606e-14j -0.244808+0.000308383j -0.148142-0.000703633j 0.0348757+2.61377e-05j 0.0169414-0.000409573j 0.0547766-0.00048841j 0.359661-0.000160664j -0.249018+0.000350854j -0.470271+0.000103351j 0.117642-0.000727779j -0.228013-0.000476834j 0.0379153+0.000804245j -0.0858447+0.000277638j 0.0608227+0.000440633j -0.0281421-0.000230613j 0.00210336-0.000159018j -0.108816-0.000343348j 0.0162067-0.000191244j 0.0868456+0.00103396j 0.0471454-0.000550126j 0.0356582-0.000425848j -0.0222076+8.01402e-05j -0.0725352-0.000107801j -0.00931841+0.000400665j 0.0469301-0.000429411j -0.0134889+0.00053395j -0.0228624+0.000437268j -0.126988+0.000528014j 0.0668371-0.000590735j 0.0086564+0.00100503j 0.0185596+0.00017059j 0.00768935+0.000342872j 0.057196+0.000210068j 0.0077514+0.000172812j -0.0791268+0.000477082j -0.0436171+0.000683689j -0.0228531-0.000239807j -0.00301602-0.000483651j -0.0195799+0.000189775j 
0.0289564-6.96418e-05j 0.0249346+0.000185139j -0.0795514+2.27693e-05j -0.0331915+0.000226553j 0.0130134+9.96124e-05j 0.0195906-0.000157889j 0.0342359+0.000395213j -0.00165764+0.000162545j -0.0300233-3.34133e-05j -0.0970798-7.67122e-05j 0.0524979+0.00106998j -0.0334112+0.000780001j 0.117131+0.00028742j -0.244808-0.000308383j -0.00217416+4.11692e-14j -0.198655-5.69739e-05j 0.132859-0.000178981j -0.0571762+0.00066941j -0.538047+0.000482338j -0.381224+0.000352498j 0.485288-0.000852357j -0.196542+0.000211033j -0.0212367+0.0012492j -0.0384593-0.000452955j 0.0854485-0.000258684j -0.0592226+0.000454067j 0.0483102+0.000365353j -0.000897562-0.000582434j -0.0213194+0.00148216j -0.0686528+0.000373885j -0.0543016+0.000306875j -0.00502269-0.00040523j 0.0108369+0.000437429j -0.0327326+0.00093499j -0.0004365+2.88111e-05j -0.00503977-0.000182102j -0.00429883+0.000154871j -0.0300985-0.000425737j 0.0598437-0.00199037j 0.0666138-0.000814537j -0.0456763+0.000198003j 0.0739139-0.000752201j 0.0434039-0.000679583j -0.0631012+0.00152416j -7.7073e-05+0.000428963j 0.0429633+0.000554154j -0.00391793+0.00024667j 0.0126042+0.000300161j -0.0028513-0.000529884j 0.000315852-0.000496867j -0.0189095+9.95806e-05j -0.00403688-0.000135672j 
-0.00676319+5.54406e-05j 0.0475372-4.5358e-05j -0.0370005+0.000233283j -0.0201396-0.000174475j -0.0287418-0.000492208j 0.0364175+0.000779491j 0.0460721-0.000213896j -0.0298522+0.000709847j -0.0100645+0.000696998j -0.0201552-0.000551781j 0.064397-0.000142722j 0.0227242-0.000270438j 0.070514-0.000380856j -0.148142+0.000703633j -0.198655+5.69739e-05j -0.238944+1.40649e-14j -0.288934+0.000360399j -0.0187878-6.24636e-05j 0.625707-0.000712478j -0.494017-0.000434645j 0.133118-0.000286938j 0.0433139+3.84575e-05j 0.00848595-0.000161192j -0.0875949-0.000141106j 0.13253+0.000664962j 0.0113106+0.000407639j 0.0226139-0.000152925j 0.00964283-0.00108661j 0.0197443+0.000108048j -0.0196811-0.000373184j -0.0763872+0.000540264j -0.013009+0.000790064j -0.0420877+0.000396217j 0.0238213-0.000442458j 0.0152654-0.000504082j 0.0303366-0.00010565j 0.00835915+0.000195307j -0.0121065+0.000374197j -0.0562384+0.00116845j -0.0574881+0.000923479j -0.025163-0.000465889j 0.03621-3.23552e-05j 0.0259957+2.19433e-05j 0.00651366+0.000367174j -0.00113311+0.000551704j 0.0377085+0.000215691j -0.0040699+1.50553e-05j -0.00798785-0.000104704j -0.0151309+0.000195218j -0.0463478+0.000278979j -0.000383569-0.000514989j -0.000676092-0.000116974j 
0.00425635+0.000109618j -0.0208708+0.000141674j 0.0191407+0.000131976j 0.01176-0.000373528j -0.0624159-0.000662883j 0.00287199+0.000390048j -0.0595422-0.000551545j 0.0356008-0.000199144j 0.0240909+0.000555542j -0.041595-0.000448781j -0.107847-0.000560963j 0.116292+0.000142059j -0.0930871-0.000453936j 0.0348757-2.61377e-05j 0.132859+0.000178981j -0.288934-0.000360399j -0.769392+2.68504e-14j -0.0528157-0.000524199j -0.333911+6.1534e-05j 0.0690081-0.000120719j -0.177019-0.000532928j -0.00261538-0.000154385j -0.0611548+0.000148163j 0.0505582-0.000724729j -0.0249468+0.000368447j 0.00196974+0.000491788j -0.033462+1.23899e-05j -0.0427686-0.000876719j -0.0459446-8.19093e-06j 0.0250977-0.000309492j -0.0372293+0.000542102j 0.0301082+0.00072364j -0.0360851-0.000126691j -0.0739593+0.000231957j 0.00708271-0.000704813j 0.0558177+0.000566666j 0.0370595+0.000105061j -0.0255666-0.000404413j -0.00381664+0.000268816j -0.0711942+0.000475177j -0.0632669-2.28003e-05j -0.0457719+0.000270718j -0.0175761+0.000510717j -0.00774002+0.000689503j -0.00654673+0.000309717j 0.00422147+0.000334217j 0.00372598-0.000277705j -0.0104579-0.000367306j -0.0287127+0.000440224j 0.00134422-0.000106959j -0.00758128-0.00017127j -0.0114379+5.36453e-05j 
-0.0103002-9.68951e-05j -0.00814627+6.678e-05j 0.0345455+0.000904617j -0.0240176-0.000593702j 0.0614468-0.000917766j 0.00941257+0.000807259j 0.109794-0.000629124j -0.0383619+0.000496487j 0.0467519-0.000327527j 0.0674935-0.000414388j 0.14583+0.00017663j -0.120314+4.6763e-07j 0.00236691-0.000366188j 0.0169414+0.000409573j -0.0571762-0.00066941j -0.0187878+6.24636e-05j -0.0528157+0.000524199j -0.853615-2.30958e-13j 0.053771-0.000136477j 0.258172+3.52867e-05j 0.173857-0.000590162j 0.0734746+1.88783e-06j -0.00961087+0.000125021j 0.0473341-0.000107041j 0.0421014-0.000588029j -0.0331211-0.000251508j 0.054593-0.000381652j 0.0307335-0.000857221j 0.00621932+0.000672613j 0.0060598-5.86464e-05j -0.0318447+0.000297639j -0.073019+0.000440871j 0.0418927-0.000437365j 0.026309-0.000803923j 0.0468609+0.000344589j -0.0127065+0.000513357j -0.0296977+0.00029094j 0.0211022-0.000238885j -0.0198384+1.81594e-05j 0.0150957-0.000459474j 0.000870197-1.94207e-05j -0.0106732-5.34589e-05j -0.0192617+0.000976675j 0.0548054-0.000966169j 0.000509987+0.000215265j 0.0104143-0.000165798j 0.00369888-0.000104099j 0.0167092-0.000385551j 0.0400778-0.000268463j -0.0492266+0.000457598j 8.38923e-05-0.000225958j 0.020091-0.000341443j 
-0.0147204+5.244e-05j 0.0272631+0.000197487j -0.00183061-0.000554972j -0.000799435-0.000240799j -0.0121664+0.000302136j -0.0064317-0.000423265j 0.0506862+1.34536e-05j -0.0330623-0.000307892j -0.0190361-0.000365332j 0.0551016+0.000636527j 0.136017+0.000114657j -0.0524461-0.000646189j 0.125095+0.000341355j 0.0547766+0.00048841j -0.538047-0.000482338j 0.625707+0.000712478j -0.333911-6.1534e-05j 0.053771+0.000136477j -0.245918+1.14412e-13j -0.129641-0.000254116j 0.0147805+0.00074005j -0.000160461+7.11962e-06j 0.0398733-0.000649764j -0.0702367+0.000723804j 0.037125-4.7761e-05j 0.0190982-0.000378628j 0.0223537-0.000637112j 0.024503+0.000247529j 0.0444529-0.000305168j 0.00692002-6.82204e-05j 0.00322903-0.000173775j -0.0154117+0.000257092j 0.0406302-0.000185433j 0.0680204-0.000602249j 0.00613482+0.0006126j 0.0320691-0.000443996j -0.0161885-1.80709e-05j 0.0422739+0.000375394j -0.047612+0.00115713j 0.0126193+0.000230142j 0.0225135-6.8018e-05j 0.0189197+8.51513e-05j 0.00116761+0.000215273j 0.0424484-0.000852678j 0.00406961-4.37123e-06j 0.00311762-0.000296214j -0.00240681+4.5508e-05j -0.00297444+5.04791e-05j 0.00656864+7.64731e-05j -0.0285841+0.00042777j 0.00880357-0.00023733j 0.00689305-4.57732e-05j 
0.00227575+0.000208661j 0.0711506+0.000426524j 0.0643195+4.2132e-05j -0.0334541-0.000683989j -0.000240521-0.000353135j -0.102291-0.00034227j 0.109627+0.000129699j -0.120138-0.000264178j 0.133867+0.000373742j 0.133879+0.000166491j 0.238412+0.000273093j -0.266167-0.000304357j -0.0970531+5.19493e-05j 0.359661+0.000160664j -0.381224-0.000352498j -0.494017+0.000434645j 0.0690081+0.000120719j 0.258172-3.52867e-05j -0.129641+0.000254116j 0.141717-3.73294e-14j 0.0519634+0.000573946j 0.123082-0.000329744j 0.00634959+8.94965e-05j 0.0557728+0.000518925j 0.0115992-0.000203329j -0.0601363+0.000234211j 0.075699-0.00028842j 0.100342-0.0005733j 0.0803907-0.000935308j -0.046208+0.000228039j 0.00193145+9.75745e-05j -0.0824145+0.00012009j 0.0447926-8.18094e-05j 0.0328921-0.000197464j 0.0449892-0.0002608j 0.0292668-0.000421884j -0.0409877+0.000409135j 0.0353734+0.000294204j 0.0283144+0.000441781j -0.0695935+0.00100114j -0.00136507-0.000496721j -0.0283748+0.000279473j 0.0193632+0.000107308j 0.0547365-0.00127783j -0.000615475+0.000216217j 0.0203716-0.000163059j 0.0016227+8.01278e-05j -0.0111561-0.00021042j 0.0509357-0.000127238j -0.0560593+0.000579837j 0.0220083-0.000440358j 0.0243406-0.000248313j 
-0.00765966+0.000179797j 0.056541+0.000333387j -0.00238278-0.000163355j 0.0381634-0.000210067j -0.0764654-0.000161648j 0.0346589-0.000238724j 0.154285+3.18471e-05j -0.0784833-0.000572997j -0.00307264+0.000378656j 0.118098-0.000117492j 0.4296+0.000633225j -0.482405+0.000293147j 0.0784891+9.10383e-05j -0.249018-0.000350854j 0.485288+0.000852357j 0.133118+0.000286938j -0.177019+0.000532928j 0.173857+0.000590162j 0.0147805-0.00074005j 0.0519634-0.000573946j -0.0572636+1.60135e-13j 0.054475+0.000663083j 0.058679+0.00117095j -0.0605436+0.000384995j 0.0211309+0.000826428j -0.00679946+8.19707e-05j 0.0665027-0.000702319j 0.0320779-0.000384816j 0.0778506+0.000650815j -0.00533211-0.00038308j -0.0909608+0.000739225j -0.0798132-0.000567039j 0.0373654+0.000549537j -0.0273954+0.00148923j 0.00239949-0.000652074j -0.0457303+0.000111728j -0.0621214+0.000457734j 0.0376523-5.48095e-05j -0.0070168+0.00062591j 0.0196629+0.000227487j 0.00644055-0.000300978j 0.00221642+0.000881339j 0.0188759+0.000160441j 0.0357653-0.000320944j 0.0089651+0.000429457j 0.0348674+0.000355723j -0.000100978-7.27723e-05j 0.0437416-0.000256862j 0.0342805-0.000635881j -0.0535242+0.000520368j -0.0153758-0.000140694j 0.0168888-0.00039916j 
-0.0219075+0.000126472j 0.0347934+6.06906e-06j -0.0570865-0.000469672j 0.0715947+0.000266934j 0.0169985+0.000398201j -0.0286139-0.00041112j 0.0737539+0.000110875j -0.0419973+0.000877545j 0.00115993+0.000144578j 0.0837109-0.000624035j -0.190364+2.60632e-05j -0.140363+5.86182e-05j -0.744531-0.000654448j -0.470271-0.000103351j -0.196542-0.000211033j 0.0433139-3.84575e-05j -0.00261538+0.000154385j 0.0734746-1.88783e-06j -0.000160461-7.11962e-06j 0.123082+0.000329744j 0.054475-0.000663083j -0.00855956-2.21191e-15j -0.0210254+0.000156514j 0.0070241-0.000253058j 0.0371049-0.000310082j -0.008059-0.000115767j 0.0259746+0.000288631j 0.0073192-0.000733356j -0.00561918+0.000803732j 0.0179581-0.000291008j -0.0495897-4.39129e-05j -0.0438893+0.00011557j -0.0224759-0.000559796j 0.0129044-0.001256j -0.0885106+0.00081624j -0.00384239+0.000328093j 0.0174706-0.000239934j -0.0354521-8.59731e-05j 0.00702109-0.000138479j -0.0077023+0.000279285j 0.0580339-0.000628875j -0.00464311-0.00026781j 0.0424524+0.00014053j 0.0213709-0.000345225j -0.00781251+0.000113527j 0.0102178-3.79237e-05j -0.00175514+9.54921e-06j 0.0120965-0.000255049j 0.0236258-0.000299913j -0.0306645+0.000247089j -0.000468676-0.000298259j 0.00961392-0.000244819j 
0.00674316-0.000198561j -0.0197842-0.000162144j -0.0402107+0.000666311j -0.0333433-5.34933e-05j 0.0107331-0.000443056j 0.0422655+0.000423512j -0.0266595-0.000556456j 0.0338442+0.000766266j -0.1009-0.000657465j -0.0567377+3.71223e-05j -0.607785-0.000991068j -0.674437-0.00113244j 0.212539+0.000255349j 0.117642+0.000727779j -0.0212367-0.0012492j 0.00848595+0.000161192j -0.0611548-0.000148163j -0.00961087-0.000125021j 0.0398733+0.000649764j 0.00634959-8.94965e-05j 0.058679-0.00117095j -0.0210254-0.000156514j 0.000221518-8.96386e-15j -0.0066709-9.16442e-05j -0.0157256-0.000642099j 0.0201643+0.000277247j -0.0390726-7.13503e-05j 0.0168844-0.000288593j -0.0418985-0.000729028j -0.0111154+0.00023957j -0.0198957+3.23222e-05j 0.0214485+0.000103802j 0.0109773+0.000658058j 0.0194662-0.000981929j -0.0380622+0.000602788j -0.0242006+0.000386549j 0.0293672+4.11811e-06j -0.0486258+0.00039376j -0.00769955-0.0004063j 0.014895-0.000301447j -0.0153557+4.31161e-05j -0.00293767+3.45295e-06j 0.0072444-0.000990675j -0.0388552+0.000755794j -0.00819007-0.000177842j -0.0320859-0.000348299j -1.71652e-05-6.98822e-06j -0.00430024+0.000141308j 0.00396256-6.6823e-05j 0.032579-0.000408931j 0.00672077+0.000191477j -0.000511331+8.94168e-05j 
-0.0373135+0.000251024j 0.0272957-1.80202e-05j 0.0616063+1.17898e-05j 0.0849525-0.000251128j -0.0444531-0.000458433j 0.0634736+0.000588285j 0.197598-0.00103545j -0.112571+0.000499634j 0.167165+0.000464732j 0.638546-0.000165104j -0.306753+0.000363526j 0.225577-5.97905e-05j 0.328139+1.53893e-05j -0.228013+0.000476834j -0.0384593+0.000452955j -0.0875949+0.000141106j 0.0505582+0.000724729j 0.0473341+0.000107041j -0.0702367-0.000723804j 0.0557728-0.000518925j -0.0605436-0.000384995j 0.0070241+0.000253058j -0.0066709+9.16442e-05j -0.101879+5.87941e-15j -0.0134524-2.74932e-05j 0.0794017+0.000313481j 0.0486312-0.000625408j 0.0147032-0.00141443j -0.00811659+0.000477077j 0.0362257-0.000326451j -0.0728198+0.000692527j -0.096608+0.000469557j -0.0200719+0.000483963j 0.0143146+0.000266231j 0.00930548-0.000368567j -0.0114477+0.000338597j -0.00277911+0.000587454j 0.0153138-0.000236565j -0.0460506+0.000990814j -0.00446278+0.000178992j 0.0885303-0.00057106j -0.0676562+0.00115771j 0.0120586+0.00158131j 0.10551-0.00144661j 0.00620124+0.000419349j 0.00672822-3.76718e-05j -0.0060275-0.00026242j 0.0777787-0.000944441j 0.0518015-0.000569416j -0.0929828+0.00112178j -0.023459-0.000377643j 0.0270179-0.00065221j 
0.0471529+0.000360668j 0.0964895+0.00117812j -0.066557-0.000493565j -0.00513418-0.000717127j -0.0263898-0.000565426j 0.00814853-0.000275288j 0.205548+0.00145464j -0.185045+8.04672e-05j 0.711501+0.000811446j -0.410493-0.00136107j -0.168925+0.000171336j 0.0653088+0.00079356j 0.0190677+4.15982e-05j 0.0379153-0.000804245j 0.0854485+0.000258684j 0.13253-0.000664962j -0.0249468-0.000368447j 0.0421014+0.000588029j 0.037125+4.7761e-05j 0.0115992+0.000203329j 0.0211309-0.000826428j 0.0371049+0.000310082j -0.0157256+0.000642099j -0.0134524+2.74932e-05j -0.0196463+3.24057e-15j 0.0112413-0.000221901j 0.0647929+3.1293e-05j 0.0626706-0.000798972j -0.0303046+0.00174861j -0.0984033+0.000476346j 0.00363918-0.00011171j -0.0928411-0.000580296j -0.0384659-8.59958e-05j 0.0128186+9.00748e-05j -0.0308288+0.000533512j 0.0435748-0.00079306j 0.0284842+9.00115e-05j -0.00665365-0.000493082j 0.0621726-0.000703044j 0.0016075-0.000794451j -0.0313511-0.000436703j -0.0313115-0.000427885j 0.0490633+0.000571001j 0.0487121-0.000479725j 0.0215791+0.000382373j 0.0850184+0.00088133j 0.010788+0.000201644j -0.0058605-0.000405007j 0.0831436-0.000887761j -0.0818356+0.000223536j -0.0236586-0.000261129j 0.0258724-0.000649785j 
0.0597174-0.000174609j -0.124471+0.000282122j -0.162255-0.000344222j -0.0280108+0.000287533j 0.0267404+0.000290252j -0.0103469-0.000266649j -0.335208-0.000132728j 0.402146+0.00146813j 0.537546+0.000184102j 0.343206+0.00134846j 0.139893-5.01654e-05j -0.159131-0.000296704j -0.0247342+4.43579e-05j -0.0858447-0.000277638j -0.0592226-0.000454067j 0.0113106-0.000407639j 0.00196974-0.000491788j -0.0331211+0.000251508j 0.0190982+0.000378628j -0.0601363-0.000234211j -0.00679946-8.19707e-05j -0.008059+0.000115767j 0.0201643-0.000277247j 0.0794017-0.000313481j 0.0112413+0.000221901j -0.0254414-2.1536e-15j -0.110269+0.000383571j -0.0799461+0.000796973j -0.0688833-0.00114477j -0.0229558+0.000777333j 0.109149-8.7969e-05j 0.0802182-0.000185429j -0.0767081+0.00137385j -0.00992946+0.00050933j -0.0343372+0.000361368j 0.0358207-0.000375338j -0.00338731-0.000219702j -0.0136378+0.000224227j 0.0349226-0.00105246j 0.00410141-0.00117612j -0.0755049+0.00101795j 0.0323627-0.000505282j -0.106459-0.00122078j -0.132892+0.00202655j -0.00283172-0.000319421j -0.0482662-2.28552e-05j -0.000495627+9.62941e-05j -0.0291627+0.00070036j -0.0742964+0.000677869j 0.129917-0.00126178j 0.0100228+0.000934594j -0.0322392+0.000763429j 
0.0280789+0.000306351j 0.275872+0.000846295j 0.00912856-0.000932372j -0.0441338-4.47708e-05j 0.0434503+0.00082949j -0.0473025-0.000922674j 0.350702+0.00281794j 0.712519+0.0018624j -0.0562225+0.000958287j -0.0268156-0.000300326j -0.0543559-5.24794e-05j 0.0800327+0.000220924j 0.0236296-0.00027016j 0.0608227-0.000440633j 0.0483102-0.000365353j 0.0226139+0.000152925j -0.033462-1.23899e-05j 0.054593+0.000381652j 0.0223537+0.000637112j 0.075699+0.00028842j 0.0665027+0.000702319j 0.0259746-0.000288631j -0.0390726+7.13503e-05j 0.0486312+0.000625408j 0.0647929-3.1293e-05j -0.110269-0.000383571j 0.054994-6.74374e-16j -0.0549703-0.0018976j 0.0927574-0.00190624j -0.121228+7.9254e-05j -0.0678662-0.000262027j -0.0794105-0.000406021j 0.0332125-0.000242848j 0.0839166-0.00162295j -0.0454479+0.000403795j 0.0561982-0.000647635j -0.10148+0.00100703j -0.115425+0.000692685j -0.0162386+0.000985261j 0.0598213+0.00111697j 0.0244683-0.000910092j -0.0217914-9.3409e-05j 0.120524-0.000160189j 0.0482668-0.00120324j -0.0229414+0.000940569j 0.0569377-9.18047e-05j -7.32818e-05+0.000388542j -0.0373694+0.000208631j 0.0352746-0.000349325j -0.0580311+0.000365415j 0.0235785-0.00115412j 0.0123646-0.000215642j 
-0.0226862-0.000361793j -0.114045+0.000247801j 0.00275747-4.71193e-05j -0.0361611-0.000273966j -0.00612644-2.50607e-05j -0.0156139-0.000342261j 0.251264+0.000710485j -0.0679572-0.00017065j 0.0133339+0.000221768j 0.00112513-0.000508762j -0.0292264+0.000368676j 0.0642496+0.000480055j 0.0332467+0.000168883j -0.0281421+0.000230613j -0.000897562+0.000582434j 0.00964283+0.00108661j -0.0427686+0.000876719j 0.0307335+0.000857221j 0.024503-0.000247529j 0.100342+0.0005733j 0.0320779+0.000384816j 0.0073192+0.000733356j 0.0168844+0.000288593j 0.0147032+0.00141443j 0.0626706+0.000798972j -0.0799461-0.000796973j -0.0549703+0.0018976j 0.104374+3.63425e-16j 0.109643+0.000708207j -0.00438032-0.000120741j -0.0635903+0.000346264j -0.18609-0.00017765j 0.0806737+0.000418189j 0.132818+0.000596566j 0.0502703+0.0001192j -0.000580634-0.000119897j 0.0608831+0.000968626j 0.0879911+0.000232668j -0.0102643-3.29823e-05j -0.0864779+0.000460764j 0.0908159+0.000852057j 0.0120496-0.000129046j -0.0504805-0.00312546j -0.602415+0.00373393j -0.105131+0.000927668j 0.0589356+0.000695252j -0.00230978+0.000141435j 0.0266218+0.00219263j -0.222371+0.00118527j 0.30571-0.00118751j 0.192467+0.00118277j -0.0576041+0.0021406j 
0.01233-5.01263e-05j -0.0481437-0.00012876j 0.00967326+0.000355834j 0.0374362+0.000158615j 0.00610197-6.53269e-05j 0.0266189-1.75509e-05j -0.0491673-0.00113876j -0.00898938+0.000550828j 0.0128217-0.000652318j 0.0400334-0.000152098j 0.0684344+0.000225234j 0.00994689+0.000809082j 0.0437571+7.61585e-05j 0.00210336+0.000159018j -0.0213194-0.00148216j 0.0197443-0.000108048j -0.0459446+8.19093e-06j 0.00621932-0.000672613j 0.0444529+0.000305168j 0.0803907+0.000935308j 0.0778506-0.000650815j -0.00561918-0.000803732j -0.0418985+0.000729028j -0.00811659-0.000477077j -0.0303046-0.00174861j -0.0688833+0.00114477j 0.0927574+0.00190624j 0.109643-0.000708207j -0.109023-1.15207e-15j -0.0219375+0.000137558j 0.016761-3.34974e-06j 0.35511-0.00182519j -0.044106-0.000297004j -0.0734291-0.000639872j -0.0229125-6.82963e-05j -0.0182276-0.000111657j 0.0494343+0.000156459j -0.026361-7.64961e-05j -0.0219404-0.00024058j -0.0338015-1.37548e-05j 0.172277-0.000433727j -0.236963-0.00091573j 0.590854-0.0020918j -0.303827+0.00339901j 0.0271756-0.000902335j -0.0668314+1.03024e-05j -0.00651787+0.00021332j 0.000988141-5.70206e-05j 0.260758-0.000907369j 0.00743677-0.00293819j -0.0751486+0.0023783j 0.0584446-0.000906202j 
-0.0342667+7.66003e-05j 0.0373786-0.000326284j -0.0193957-0.000115941j -0.0222414+5.08657e-05j -0.00205303+0.000312293j -0.0160904-0.000143774j -0.0309021+0.000365636j 0.0190379+0.000253352j -0.0361781+5.15872e-05j -0.085916-0.000280193j 0.0407719-8.69985e-05j -0.0172554-0.000178506j 0.0368848-0.000374399j -0.108816+0.000343348j -0.0686528-0.000373885j -0.0196811+0.000373184j 0.0250977+0.000309492j 0.0060598+5.86464e-05j 0.00692002+6.82204e-05j -0.046208-0.000228039j -0.00533211+0.00038308j 0.0179581+0.000291008j -0.0111154-0.00023957j 0.0362257+0.000326451j -0.0984033-0.000476346j -0.0229558-0.000777333j -0.121228-7.9254e-05j -0.00438032+0.000120741j -0.0219375-0.000137558j -0.0511313+1.92337e-15j -0.0710953-0.000307466j -0.00177894+0.000986257j 0.0608385-0.000664542j 0.069758+0.000254578j 0.00585886-5.31298e-05j 0.00428564+1.88211e-05j -0.058783-0.000689558j 0.0474977-0.000508786j 0.0894733-5.90898e-06j 0.160751-0.000723695j -0.0838292-0.000582774j -0.797599+0.00349353j -0.270861+0.00179082j -0.0420873-0.00122319j -0.0448071+0.000112374j -0.0279171+0.000865111j 0.0924686-0.00242422j 0.134731-0.00328196j -0.0119475+0.00170848j -0.0788663+0.00281551j 0.0242638-0.000422805j 0.0231942-0.000332316j 
