-0.131323-4.38885e-16j -0.0801928-0.00707183j 0.00527348+0.00426445j 0.00288341-0.00272133j -0.15746+0.00234935j -0.227144-0.00134195j 0.113351+0.00584386j 0.0797473-0.00405616j -0.0310991+0.0020151j -0.396392-0.00379413j -0.0159085+0.000509999j 0.0997554-0.0110105j -0.0848565-0.0106562j 0.0342704+0.00695016j 0.0272121+0.0183509j -0.0166329-0.000445137j 0.0167713+0.0304196j 0.0564868-0.0259497j -0.0199937+0.0119747j 0.019205+0.0134026j -0.0444421+0.0126485j 0.0282555-0.00493676j 0.0438297-0.021281j -0.00707869+0.0275423j 0.0431514-0.018494j 0.0294489-0.00608549j -0.0175095+0.00199282j -0.0764162+0.0178339j 0.0357379+0.0240485j 0.0457793+0.00693535j -0.00524704-0.00182148j 0.00607681+0.0255013j -0.00678408+0.0114611j -0.023464+0.0307563j -0.00195365-0.0348025j -0.00343261-0.0129875j -0.0317042+0.0102907j 0.0470199+0.0151798j -0.0110832-0.00723585j 0.0161884-0.00350093j -0.0174815-0.021166j -0.00030833+0.0417108j -0.00121902+0.0531873j 0.0238588-0.00574695j -0.0360759-0.0321312j -0.0190298+0.0114074j -0.0111659+0.0729514j 0.00112247-0.0377989j 0.0815921+0.00466767j -0.00494966+0.00823363j -0.00690235-0.00241955j -0.0107274-6.16389e-05j 0.00554836-0.00610701j -0.00142031+0.00376677j 0.0176471+0.00771918j 0.003065-0.015587j 0.0145527-0.00247056j -0.000766916+0.0118851j 0.0105681+0.000465372j 0.00121385+0.0383067j -0.00979036-0.0323137j 0.00709576-0.00717593j 0.0147227-0.0168314j 0.00952917-0.00510418j 0.0298929-0.00725987j -0.0125022+0.00372794j -0.00972883-0.0307161j 0.000181446-7.26381e-05j -0.0205466+0.00421706j 0.0241043-0.00451305j 0.0423651-0.00111145j 0.00570293+0.0597031j 0.00453137-0.0127371j -0.00177369+0.0045304j -0.0506333+0.0383672j 0.0207164+0.0202594j -0.0272318-0.0120305j 0.00724433-0.0254809j -0.00531877-0.00654524j -0.00586483+0.0171313j -0.00814851+0.00833454j 0.00710707-0.0174155j 0.000761689+0.00320309j 0.00558959-0.0166609j -0.00530831+0.0217564j -0.00815018+0.0155081j -0.00677514+0.00914557j -0.0158488+0.0262499j -0.00395263-0.00142253j 0.0177035+0.0137489j 0.0325559+0.0400312j 0.0457675+0.00983306j -0.0301206+0.00665171j -0.008889+0.00895567j -0.0265071-0.00856314j 
0.0105681-0.000465372j 0.000773308+0.0105022j -0.00504769+0.00106032j 0.0140154+0.0011532j 0.0167216-0.0135216j 0.0233976-0.00619636j 0.020092-0.0165698j 0.013442-0.0050413j 0.0118049-0.0189056j 0.0326369-0.00855651j -0.00410048-0.0112964j -0.0223456-0.00609012j -0.00228628+0.0131818j 0.0146105+0.0162495j -0.0178866+0.0306643j 0.00662442+0.00737347j -0.00672515-0.00909732j -0.00390635-0.0156418j 0.00232593-0.00962521j 0.0105212-0.0153141j 0.0186664-0.0253491j 0.0237633+0.027734j -0.0244973+0.00736696j 0.00297315-0.00184914j -0.012825-0.0323437j 0.0079092-0.0176398j 0.0043407-0.0150438j 0.00643449+0.00432576j 0.00257183-0.0146578j 0.000215449-0.0182749j -0.00258736-0.00505752j 0.00518969+0.0021511j 0.0186779+0.0361873j 0.0189734-0.00478168j -0.0115625+0.0507474j -0.00608588+0.00310681j 0.0279958+0.0234552j -0.0175258+0.0155977j -0.0447957+0.0070963j -0.0141649-0.0131622j 0.00624222-0.00763958j -0.0183219+0.0218175j -0.0236213-0.0206262j -0.0138213+0.00932596j 0.00292923+0.00139253j -0.0254202+0.0320823j -0.0190868-0.0101698j 0.0223156-0.0149302j 0.00651218+0.0425288j 0.0167674-0.0388531j -0.0161228-0.00624841j 0.00273156+0.01948j -0.0237861-0.00390346j -0.018767+0.0067672j 0.0105766+0.0134684j -0.0261777+0.039794j 0.00828125+0.01761j 0.00393141-0.0461957j 0.0362881+3.66374e-15j 0.055268-0.021159j -0.0568515-0.0281088j 0.0241113-0.00466339j -0.0304192-0.000738721j -0.137148-0.0236281j 0.0999579-0.0578927j 0.0706446-0.0809969j -0.0305023+0.0316772j 0.11192+0.0791852j 0.399707+0.193743j -0.0469215+0.0946501j 0.0443071-0.03866j -0.13158+0.238236j -0.127069+0.205963j 0.0487302-0.0589569j 0.00309792+0.0208768j -0.0132341-0.00189478j 0.00400858+0.0124718j -0.00887843-0.00394562j -0.0106296+0.00596789j 0.0103564+0.014453j 0.0125365+0.0150883j -0.0118593-0.0213213j 0.0156448+0.0224166j 0.0069396-0.0127924j -0.0284728+0.0289679j -0.00314235-0.0175245j 0.0297355+0.0158204j -0.034589-0.00444204j -0.0190699+0.0494416j 0.0156756-0.0105825j -0.0126163+0.010598j -0.0149584+0.0212161j 0.0108351+0.0104699j -0.00429125-0.00383215j 0.000877643-0.00446338j 
0.00121385-0.0383067j -0.0156356-0.0156086j -0.0149006-0.00293833j -0.0189799-0.00177971j 0.00483618-0.00555929j 0.000351128-0.0124503j 0.0128654+0.00866951j 0.016653+0.0110828j 0.00835346-0.00613518j -0.0142137-0.00673311j 0.0288671+0.00518398j 0.0168033-0.0603203j 0.0363835+0.0373389j -0.0217372-0.0132644j -0.029995-0.0278466j 0.000137653+0.0063597j 0.00742984-0.00454638j -0.0102863-0.0128206j 0.0204822-0.0275865j 0.0211941-0.0217067j 0.0272092+0.0395218j -0.0129253-0.0437424j -0.0267175+0.00237718j -0.0224823+0.0115246j -0.000399649-0.00760316j -0.0137268+0.0224485j -0.0160637-0.00863988j 0.00439549-0.0433805j 0.0130163-0.00842434j 0.0189242+0.00961679j -0.00219713-0.0100163j -0.00930148-0.0163551j -0.0400176+0.00475222j -0.0212031+0.00689281j 0.00921308-0.00796422j 0.0189619-0.0136839j -0.00883126+0.00738046j -0.0176872+0.00941927j 0.0236886-0.0117077j 0.0208498+0.0215071j -0.0162702-0.00980418j -0.0277494-0.0106999j -0.0251381-0.00186823j -0.0149196-0.0282206j 0.0125647-0.00839507j -0.0207714-0.0052688j -0.0432107-0.0223771j 0.048225-0.00228736j -0.00633177+0.0774868j 0.0241941+0.00219127j -0.00874439-0.00420553j -0.0124455-0.0354159j 0.0210774-0.0543051j -0.00214372-0.0238731j -0.0518263-0.0018577j -0.0110083-0.0133088j -0.0285136+0.0268906j -0.00189528+0.0837571j 0.055268+0.021159j -0.119295+2.31065e-13j -0.200911-0.0264397j -0.104088-0.0262117j -0.00566652+0.0917108j 0.0972931+0.199711j -0.0395787-0.0327913j -0.151418+0.044392j -0.227525+0.100684j -0.019044-0.0176067j 0.031915+0.115736j 0.00207801-0.0972261j 0.0890855-0.107845j -0.0296326-0.0148644j -0.064086-0.0117626j -0.00323513+0.00211047j -0.012396-0.0284695j 0.016393+0.0266289j 0.00132224+0.0724953j -0.033035-0.0662754j -0.0774946+0.0291886j -0.0143549+0.0361411j 0.0171837+0.00887722j 0.0132176+0.00446054j 0.00027583+0.00504665j -1.60184e-05+0.0181366j 0.00327859-0.0138695j 0.0119509-0.00244024j 0.0536713-0.025997j 0.0484664+0.0149504j 0.00724165+0.0371116j 0.023307-0.0128996j 0.0487734-0.000163898j -0.0716965-0.0605056j -0.041103+0.101475j 0.0136233+0.0208308j -0.0307213+0.0201228j 
-0.00979036+0.0323137j 0.00971778+0.00697586j -0.0179716+0.00203175j -0.026195-0.017779j -0.00266476+0.00428762j 0.00277555+0.00176604j 0.01144-0.00549362j 0.0188003-0.0108519j 0.0133119+0.0125455j -0.00706236-0.0112594j -0.0164677+0.0153357j 0.0335749+0.0734102j -0.0323601-0.0382854j 0.00670462+0.0113944j -0.00722606-0.0171854j -0.0239925-0.0186144j 0.000291953+0.0281081j 0.0249468+0.0134984j -0.0136296+0.0160007j 0.0294089+0.0382406j 0.00271248-0.0193477j -0.0012379+0.0230475j 0.0107044+0.0021622j 0.0115832-0.0249529j 0.0131797+0.0145929j 0.0263413-0.00728234j 0.0233346+0.021187j -0.0201087+0.0443568j -0.00954008+0.00373529j 0.00225719-0.00433948j 0.00584605+0.0226494j 0.0233462+0.00644186j 0.0134263-0.0165399j 0.0376787+0.0200545j -0.0394883-0.00970322j -0.0160777+0.0035065j -0.0124778+0.0200298j 0.0276809-0.0401944j 0.0117349+0.00820343j -0.0214598+0.0131864j -0.0388649-0.00778092j 0.0337345-0.00567075j 0.0327815-0.00542932j 0.0176986-0.0180998j -0.00267478+0.0342335j 0.0187728+0.0197787j 0.0718075-0.0031083j -0.0275929+0.0452435j -0.051937-0.0772385j -0.000518682+0.0151395j 0.00281101-0.00632058j -0.0114053+0.0258629j 0.0246034+0.0485716j -9.95962e-05+0.0324809j 0.0516824-0.0193528j -0.0433943-0.0659971j 0.00130967-0.019328j -0.120147-0.0525082j -0.0568515+0.0281088j -0.200911+0.0264397j 0.0309769+2.43555e-14j 0.107112-0.0726877j 0.0612084+0.0738162j -0.0367519+0.10058j 0.0954543+0.106507j -0.058163-0.0461463j -0.00585666+0.104387j 0.181699+0.0188298j -0.0283203+0.0877093j -0.0702997+0.112497j -0.0966096+0.0547837j -0.107912+0.0341341j -0.0140292-0.0491438j -0.0349581+0.0385545j -0.044448-0.00265381j -0.00654925+0.0122614j -0.0523502-0.110794j 0.0342569+0.0476349j 0.0923813-0.0586706j -0.0527149-0.0393346j -0.0395788-0.00644442j 0.0206948+0.0495246j -0.00431064+0.00510791j -0.0433132+0.0544113j 0.00935496-0.0317841j -0.00556142+0.0035671j 0.00210634+0.0128992j 0.0129991+0.0276334j -0.00391378-0.00393921j -0.0484615+0.0194213j -0.0671146-0.0152295j 0.0764609+0.00312947j -0.00445264-0.125759j 0.00905734-0.0193723j 0.0396784-0.00550014j 
0.00709576+0.00717593j 0.00800795+0.00311455j 0.00289658-0.00821715j 0.01257+0.000522319j -0.00248013+0.00185109j -0.00106777-0.000674519j 0.0116929+0.00110436j -0.0117847+0.00199802j 0.0165252-0.000137781j 0.00127827-0.00269909j -0.00570833+0.00337264j 0.0254531+0.0313344j -0.0366812+0.00670292j 0.0133553-0.0192414j -0.0174468+0.0286982j 0.0189701-0.0203212j -0.00521011+0.0284048j -0.0226796+0.0209152j 0.0105146+0.0204302j 0.0274568-0.0182824j -0.0136635+0.012494j 0.0149707-0.0102324j 0.00139297-0.0197924j -0.0109242-0.010192j 0.000323562-0.00821597j -0.00807016+0.016689j 0.0185557+0.0221779j 0.0242484+5.97714e-05j 0.00170842-0.0178618j -0.00579443-0.00162358j 0.022285+0.00426958j 0.026969+0.0121996j -0.00343199+0.00696195j 0.030069-0.017648j -0.0100716+0.0257222j -0.0301861-0.000176415j -0.00107977+0.0191982j 0.0249849-6.52313e-05j -0.0252892-0.000404858j 0.00777975+0.0107366j -0.0150033+0.0037493j -0.0126275-0.0117035j -0.000850162-0.0189387j 0.0187002+0.00564246j 0.0430072+0.00230597j 0.0261746+0.0168291j 0.0158458-0.0146758j 0.0250619+0.0399855j -0.037082+0.00514047j -0.00237392-0.0340135j -0.015527-0.0136021j 0.0242282-0.0369916j 0.0261027+0.0679156j 0.00123388+0.0172156j 0.0118984-0.00140139j -0.0188201+0.0320664j -0.0126212+0.0123253j -0.0930362-0.0648501j 0.0241113+0.00466339j -0.104088+0.0262117j 0.107112+0.0726877j 0.219397+3.43892e-14j -0.0966551+0.086083j -0.00450949+0.0968327j -0.242542+0.0563774j 0.0185092-0.00765372j -0.0709713-0.274296j -0.17067-0.158847j 0.0916701+0.0509495j 0.186142-0.149818j 0.106813-0.0489563j 0.0134378+0.0452927j -0.0538262+0.0641658j 0.031435-0.000413946j 0.0056681+0.0314526j -0.0192248-0.0188838j -0.0363096-0.0251182j 0.034841+0.00777508j 0.0249083-0.0408933j -0.0220059+0.0133331j 0.00103526+0.0251388j 0.0119531-0.00852176j -0.0126731-0.0115988j 0.0307831+0.00154466j 0.0104793-0.00661573j 0.0253088+0.0308764j 0.0233897+0.00652686j -0.0109118-0.0169581j 0.0112217+0.0203763j 0.0227358-0.0291501j -0.0666463+0.0257198j 0.0405996-0.00102949j -0.0168323-0.0659677j 0.0118906+0.000319535j 0.0094816+0.00803282j 
0.0147227+0.0168314j 0.00344369+0.00221242j -0.00138649+0.0030165j 0.00711323+0.0151336j 0.00591354+0.00627119j 0.00807365+0.00702774j -0.0118061-0.00703857j -0.00288051-0.00529751j -0.00823996-0.00487318j 0.0098276+0.0112029j -0.00732594+0.00888687j 0.00470941-0.000710836j 0.0162802+0.0281956j 0.00826289+0.0105973j 0.0223999+0.00616644j -0.0252716-0.0187134j 0.004171-0.00497537j -0.0323409-0.0326903j 0.0132702-0.000938227j 0.0310714+0.0322884j -0.0304602-0.0227644j 0.00941121+0.0260504j 0.00779956+0.0072736j -0.00554263-0.0153579j -0.0119357+0.00859507j -0.00479361+0.00471151j 0.00520989+0.0209865j -0.010564-0.0138805j -0.00138872-0.00336428j -0.0143276+0.00261546j 0.00515577+0.0102388j 0.00141312-0.0203305j 0.0275487-0.0110226j 0.0237259-0.000509603j 0.0270371+0.0365077j 0.0195904-0.0136707j 0.00883368+0.00204416j 0.0233042+0.0103429j 0.00225748+0.0399477j -0.00536819-0.00202412j -0.00217752-0.0234639j -0.00732339-0.0235881j 0.0186995+0.00209141j 0.0195412+0.00473115j 0.0147752-0.0157136j -0.0105681-0.00809956j -0.00211993+0.0277529j 0.019072+0.0162378j 0.00843758+0.00983775j -0.0197989-0.0165575j -0.0217794+0.0150701j -0.00150609+0.0131672j 0.00899185+0.0169754j -0.0143547-0.000641727j 0.0294412-0.00305027j 0.027177+0.0099718j -0.0305769+0.000917893j -0.128069+0.0195296j -0.0304192+0.000738721j -0.00566652-0.0917108j 0.0612084-0.0738162j -0.0966551-0.086083j -0.404741+4.15992e-12j 0.0122812+0.139786j 0.136291+0.0297893j -0.0331067+0.210841j -0.0700282-0.146227j -0.083581+0.253883j -0.00626794-0.0650914j -0.0694283+0.0369884j -0.0714156+0.0342928j 0.00881423+0.038696j 0.0520167+0.00459958j -0.00446161+0.00323208j -0.016178-0.000583699j -0.014051+0.0171988j 0.0028865-0.000207544j -0.00552579-0.0263044j -0.0128584+0.00524238j 0.00746759+0.0100335j 0.00140153-0.0116512j 0.00554556-0.00125524j -0.00183068+0.00572256j -0.0144421+0.000200268j 0.0081965-0.00513025j 0.0180965-0.00730456j 0.0100893+0.00404537j 0.000269095+0.0147052j -0.00216569-0.00022381j -0.0124425-0.0109727j 0.00136391+0.0116281j 0.0200822-0.0190135j -0.0213874-0.0183019j 0.0133253+0.00226286j 0.00279134+0.0126592j 
0.00952917+0.00510418j -0.00928047+0.0047105j -0.0117469+0.0237258j -0.0144953+0.0290441j 0.00586953-0.00871214j -0.00521964-0.0117344j -0.00308739-0.0183375j 0.0119782-0.0207671j -0.0018609-0.0151164j -0.00494317+0.00446071j -0.000348279+0.0123441j 0.00928906-0.0243071j -0.0244337+0.0115402j -0.00200441+0.000277156j 0.029396-0.00330183j 0.00313426-0.00938851j -0.0176813-0.0063092j 0.0172226-0.0124514j 0.0120489-0.0101913j -0.0101028+0.00178428j -0.0198423+0.0157871j 0.00522766+0.0012883j 0.0140664-0.0145623j 0.00812274+0.00963675j -0.020801-0.0029889j -0.0322458+0.00862546j -0.0229558+0.0045306j 0.0233363-0.00788706j 0.0106991+0.000772994j -0.0030294+0.000117154j 0.0100836+0.00425941j 0.0433505-0.0191689j 0.00916094-0.00274492j -0.0311258+0.0126483j -0.00055428-0.0199407j 0.0211273+0.0212672j -0.0374154-0.0411024j 0.0345445+0.0129009j -0.0139508+0.0195647j -0.0214683+0.00237542j 0.0446274-0.0327827j 0.00407608-0.00148017j -0.0440929+0.00479962j 0.0368657+0.00951942j 0.0199044+0.00471334j 0.0162848-0.0178154j -0.0184311-0.025271j -0.0174935+0.00903517j -0.0401997+0.0169441j -0.0191184-0.00692162j -0.0101138+0.00514771j 0.0233061-0.0490808j -0.0278044-0.0288007j 1.37623e-05+0.0177261j -0.0487445-0.00790652j 0.0243756-0.0975934j 0.00674141-0.0474975j -0.0394145-0.0435226j -0.137148+0.0236281j 0.0972931-0.199711j -0.0367519-0.10058j -0.00450949-0.0968327j 0.0122812-0.139786j -0.314777-1.61912e-13j -0.0251177-0.0107701j -0.109477-0.225255j -0.0969099-0.107263j -0.0423039+0.00900543j -0.0772347-0.00604999j 0.0220081-0.0200928j 0.0554743-0.0306j 0.0106576-0.0319248j 0.0136358-0.0319115j -0.0360225-0.00152679j 0.00523029-0.0303848j -0.0230988-0.0022791j 0.0117572+0.0251475j 0.0354886-0.0360761j -0.0445692-7.70254e-05j -0.0197963+0.0190922j 0.0452272-0.0157539j -0.00575817+0.0349154j -0.00524542-0.00145812j -0.0331057-0.0330052j 0.0183347+0.0126049j -0.00289328-0.000315439j -0.0152734+0.0254806j -0.0165691+0.0302651j -0.0273335-0.0192708j 0.019485+0.00806263j 0.0486363+0.00293849j 0.0316873-0.0182909j -0.0147677+0.00940228j 0.020791-0.0202591j 0.0142169+0.0274818j 
0.0298929+0.00725987j 0.0154725-0.010098j -0.00463974-0.00816436j -0.00233349+0.0080378j 0.000557508+0.00218126j -0.00995598-0.00149916j 0.0105012+0.0141931j -0.0138019+0.0029287j 0.0203976+0.0104156j -0.0201014-0.00101292j 0.0185848+0.038067j 0.0895407-0.00867541j -0.019035+0.0232906j -0.00821674-0.00683121j -0.00738392+0.0178361j -0.00622461-0.00712323j 0.00626561+0.0415295j 0.00931012+0.0195001j 0.0348744-0.0290064j 0.023468-0.037967j -0.0249271+0.0392337j 0.0174815-0.0191103j -0.0168129+0.00551689j -0.024422+0.00776089j -0.00226527+0.00728555j -0.0290267+0.0110273j -0.0198513-0.00766278j 0.0340021+0.0117907j 0.0278695-0.00812526j -0.00417153+0.00604995j 0.0262806+0.0205153j 0.042969-0.00501384j -0.00928235-0.0188201j 0.0230748-0.0380005j -0.000546744+0.0280944j -0.0231612+0.0207567j 0.00476117+0.00900223j 0.0318208-0.00752368j -0.0115206+0.00387717j 0.0225358+0.0220688j -0.0226022+0.0143155j -0.015794-0.0316303j -0.0268891-0.0322807j 0.0325605-0.0126285j 0.0680246+0.0158139j 0.0603205+0.00662511j 0.0490433-0.0504948j 0.0213958+0.0147463j -0.0758117-0.0194279j -0.0294855-0.0322133j -0.0446903-0.000315023j 0.0459111-0.015206j 0.0704341+0.0138848j -0.0181472-0.0626688j 0.00336563-0.0672754j -0.0191938+0.0507681j -0.0696813+0.0913832j 0.0184449+0.246129j 0.0999579+0.0578927j -0.0395787+0.0327913j 0.0954543-0.106507j -0.242542-0.0563774j 0.136291-0.0297893j -0.0251177+0.0107701j 0.123007+1.23235e-14j 0.000657578-0.0626927j -0.0571425+0.0346357j 0.0225846-0.0553132j 0.0191269-0.0146351j 0.086926+0.0229232j 0.0327223+0.0710707j 0.025615+0.038168j 0.0287748+0.00405615j 0.00165644+0.0377979j 0.0131206-0.00935041j -0.021588+0.0344887j -0.0750571+0.0105814j 0.0353467-0.0233413j -0.0339042-0.0599653j -0.025023+0.0173564j 0.000299159+0.0308485j 0.0132756-0.0177833j 0.00394619+0.0143881j 0.0309348+0.00666112j -0.0170429+0.00285688j 0.0354929-0.0101057j 0.0141692+0.0165212j 0.0031183-0.0122672j -0.0224651+0.000216532j 0.0250939+0.0101822j -0.0132362+0.0535878j 0.0369447-0.0692683j -0.101223-0.0334111j 0.0658873-0.0340639j 0.0372321+0.0547489j 
-0.0125022-0.00372794j 0.0012383-0.00539362j -0.0137588-0.0104873j -0.0173733-0.0242565j -0.00131733+0.0114313j -0.000631548-0.00559806j 0.00733638+0.0051316j 0.020215+0.0126884j -0.000505421+0.00891251j 0.00325756-0.0095727j -0.00572776-0.00268638j -0.0173619+0.0224641j -0.0183149+0.0171802j -0.00158438+0.00285392j 0.00871934-0.0196247j -0.00576565+0.00355393j 0.00847821+0.00583974j 0.0236554-0.00558195j -0.00858671-0.00245482j -0.0228406+0.0348596j 0.0275498+0.00980535j -0.0315047+0.00543563j 0.0242768-0.0199352j 0.0196128+0.00403032j -0.00780595+0.022788j 0.0105509+0.00723773j 0.00304122+0.0109579j -0.0101723+0.00500565j -0.00493628-0.00569222j -0.00930705-0.00278134j 9.62933e-05+0.00365735j -0.00974454-0.00682889j -0.00606995-0.000750301j -0.00231878+0.0268472j -0.0456362-0.0022163j 0.0108357+0.00598012j -0.0237695+0.0353279j -0.0140078+0.000928078j -0.00877199-0.00662466j 0.00642067+0.0147671j -0.0238969-0.0203842j 0.0268499-0.00282113j 0.0102984+0.0387944j -2.27181e-06-0.017993j -0.00710166+0.0087041j -8.58206e-05+0.00315652j -0.0146212+0.0134517j -0.0194858+0.0217374j 0.0147953+0.000109848j 0.0165487+0.0206203j 0.00704114-0.0142058j -0.0453558+0.00868564j -0.0271953+0.0318966j 0.0101039-0.0223784j 0.0119368+0.0453129j -0.0963107+0.018754j -0.041971-0.00580479j 0.000597386-0.0727928j 0.0706446+0.0809969j -0.151418-0.044392j -0.058163+0.0461463j 0.0185092+0.00765372j -0.0331067-0.210841j -0.109477+0.225255j 0.000657578+0.0626927j -0.31903-5.71071e-13j 0.0601992+0.105576j -0.0561122-0.0680173j 0.0198152+0.0321265j -0.022249-0.0226092j -0.0509512-0.0163717j -0.0360857-0.0139178j 0.00935512+0.0229244j 0.0204359+0.0188851j -0.00448369-0.0150406j -0.0249023+0.00178379j 0.023761-0.0307026j -0.00371137-0.0129976j 0.0147608+0.0160741j 0.0245694-0.0211065j -0.0375521-0.0257938j 0.00876488-0.0130715j -0.00246864+0.00746893j -0.0294921+0.0118285j 0.00969758-8.94073e-05j 0.0038409+0.0101203j 0.00350266+0.0455217j 0.00411392+0.00638239j -0.0385123+0.00642423j 0.0146707-0.00557574j -0.0135382-0.0381815j 0.00661687+0.00241114j 0.0322222-0.0100619j -0.0243429+0.0295205j -0.0254995-0.0167552j 
-0.00972883+0.0307161j 0.0105478+0.0132479j -0.0169923+0.00886485j -0.0151157+0.0228871j -0.00467319+0.000224783j -0.00441727+0.0066337j -0.00151105-0.00821604j 0.019926-0.0161055j -0.00570434-0.00918551j -0.00489932+0.00755202j -0.0214681-0.00656252j -0.00180848+0.0376111j 0.0103646-0.0105584j 0.0107675-0.0238717j 0.0331071+0.00394481j 0.00348072-0.00880096j -0.0123784+0.0298623j -0.00866916+0.0279448j -0.0085959+0.0192792j -0.0268475-0.0387159j 0.00870574+0.00927927j -0.00546345-0.0342262j 0.00972119+0.00351165j 0.0152294-0.0165325j -0.00291636+0.00819703j 0.00477355+0.00986325j 0.0139162+0.0145279j -0.00806085+0.0015875j -0.00730142+0.00114373j -0.0145224-0.00646097j -0.000544343-0.000261578j -0.0220556-0.0174639j 0.0282291-0.0302876j 0.0208859-0.0142646j 0.023863-0.00983341j -0.0116595-0.00924646j 0.00155962-0.00718185j 0.0142153-0.008824j 0.0300343+0.0170359j -0.0293004-0.000774991j -0.0125454-0.0349818j -0.00859737+0.00471436j -0.000193457+0.0121348j 0.020848+0.00132508j -0.0234283-0.00029561j 0.0057785+0.0171225j 0.014731+0.0200646j -0.0275991-0.0036662j 0.0218576-0.0298463j -0.0227826+0.00885592j 0.0241146-0.00226102j 0.0208582-0.00362597j 0.0426467+0.0493052j 0.0650284+0.0777302j 0.0318231-0.0599188j 0.0523458-0.0395065j 0.126299-0.038983j 0.196033+0.0796028j -0.0305023-0.0316772j -0.227525-0.100684j -0.00585666-0.104387j -0.0709713+0.274296j -0.0700282+0.146227j -0.0969099+0.107263j -0.0571425-0.0346357j 0.0601992-0.105576j -0.13675-1.57875e-13j 0.162056+0.0457941j -0.0330023-0.0124886j 0.068666+0.0148605j 0.0295711-0.0154514j 0.038565-0.0283039j 0.00447801+0.00840312j -0.0208767-0.000314983j 0.0210398+0.00360555j -0.00611408-0.0062088j 0.0351759-0.0357736j 0.00337952+0.0226214j 0.0412102+0.0106768j 0.0432176-0.0123092j -0.000929228-0.0465799j -0.00319317+0.00120599j 0.0201567-0.0154001j -0.0234503-0.00896795j 0.0369799+0.0264182j -0.0032312-0.00222476j -0.0247012+0.0182719j -0.0329333+0.00880238j -0.00037507-0.0198945j -0.0183031-0.012852j -0.0069439+0.00464878j 0.0320474+0.0196147j 0.0174018-0.0293971j -0.0296412+0.0345125j -0.0302928-0.0292015j 
0.000181446+7.26381e-05j -0.00180902+0.0183314j 0.0186787-0.0038903j 0.0103811-0.00844331j 0.00059266-0.00732539j 0.00316294-0.011717j -0.0122651+0.00294228j -0.0200159+0.000218559j -0.00375317+0.00220176j 0.00599224-0.0189862j -0.0163395-0.00578544j -0.0102584+0.0382116j -0.0180134+0.0114779j -0.00356845+0.00348522j -0.0139793+0.020646j 0.023982-0.00937746j 0.0321454+0.00503544j 0.00932654+0.0103967j 0.00122972+0.00596332j -0.0292497-0.0247436j 0.0301777+0.00828671j -0.0333131-0.00215514j 0.0167213-0.0084019j -0.00506263+0.00427037j 0.00783443-0.0153416j 0.0148521-0.00123843j 0.0107218+0.00857102j 0.00460986+0.0154697j -0.00362232-0.00277291j -0.00038919-0.0165091j -9.49928e-05+0.0021113j 0.0205477-0.00874441j 0.0255279+0.0261141j 0.0217633+0.0175295j -0.0429304+0.027633j -0.00265808+0.0171231j 0.0141751+0.0158675j -0.00614597+0.000440782j -0.0195645+0.00345738j -0.00199594-0.0155524j 0.0117683-0.00590836j 0.00185295-0.0202383j 0.00528858+0.0106912j -0.0127398+0.0163464j -0.00252635+0.00705952j 0.0227249-0.00234947j 0.00119973-0.0163156j -0.0217405+0.00429449j -0.0193315-0.0317401j 0.0191218-0.0107821j 0.000539349-0.0176513j -0.000565166+0.0239913j 0.0261359+0.0398301j -0.007432+0.0644261j 0.0489533-0.020238j 0.0298871+0.102149j 0.134542+0.0547538j 0.159587+0.117304j 0.11192-0.0791852j -0.019044+0.0176067j 0.181699-0.0188298j -0.17067+0.158847j -0.083581-0.253883j -0.0423039-0.00900543j 0.0225846+0.0553132j -0.0561122+0.0680173j 0.162056-0.0457941j -0.148691+5.01439e-14j 0.0365757+0.0396925j -0.0110738+0.00930022j 0.0188368-0.0172949j -0.0613833+0.0160218j -0.0476004-0.00319897j -0.00901068-0.00424284j -0.017362-0.0088551j 0.0127963+0.00223369j -0.00459845-0.00965922j 0.0157576+0.0228661j 0.0188005-0.012577j -0.0129758+0.021384j 0.0317262+0.00649356j 0.00257866+0.0153979j 0.0192631+0.00244448j 0.0103544+0.00179603j 0.00230265+0.024002j 0.014396+0.00719655j 0.00198915-0.0290888j -0.0173628-0.0112947j 0.0341756+0.00224404j -0.00852887-0.0280945j -0.0376285+0.0190105j 0.0166051+0.0321363j 0.0193288-0.0344086j -0.0188182+0.0211605j -0.0163289-0.0195321j 
