-0.131323-4.38885e-16j -0.0801928-0.00707183j 0.00527348+0.00426445j 0.00288341-0.00272133j -0.15746+0.00234935j -0.227144-0.00134195j 0.113351+0.00584386j 0.0797473-0.00405616j -0.0310991+0.0020151j -0.396392-0.00379413j -0.0159085+0.000509999j 0.0997554-0.0110105j -0.0848565-0.0106562j 0.0342704+0.00695016j 0.0272121+0.0183509j -0.0166329-0.000445137j 0.0167713+0.0304196j 0.0564868-0.0259497j -0.0199937+0.0119747j 0.019205+0.0134026j -0.0444421+0.0126485j 0.0282555-0.00493676j 0.0438297-0.021281j -0.00707869+0.0275423j 0.0431514-0.018494j 0.0294489-0.00608549j -0.0175095+0.00199282j -0.0764162+0.0178339j 0.0357379+0.0240485j 0.0457793+0.00693535j -0.00524704-0.00182148j 0.00607681+0.0255013j -0.00678408+0.0114611j -0.023464+0.0307563j -0.00195365-0.0348025j -0.00343261-0.0129875j -0.0317042+0.0102907j 0.0470199+0.0151798j -0.0110832-0.00723585j 0.0161884-0.00350093j -0.0174815-0.021166j -0.00030833+0.0417108j -0.00121902+0.0531873j 0.0238588-0.00574695j -0.0360759-0.0321312j -0.0190298+0.0114074j -0.0111659+0.0729514j 0.00112247-0.0377989j 0.0815921+0.00466767j -0.00494966+0.00823363j -0.00690235-0.00241955j -0.0107274-6.16389e-05j 0.00554836-0.00610701j -0.00142031+0.00376677j 0.0176471+0.00771918j 0.003065-0.015587j 0.0145527-0.00247056j -0.000766916+0.0118851j 0.0105681+0.000465372j 0.00121385+0.0383067j -0.00979036-0.0323137j 0.00709576-0.00717593j 0.0147227-0.0168314j 0.00952917-0.00510418j 0.0298929-0.00725987j -0.0125022+0.00372794j -0.00972883-0.0307161j 0.000181446-7.26381e-05j -0.0205466+0.00421706j 0.0241043-0.00451305j 0.0423651-0.00111145j 0.00570293+0.0597031j 0.00453137-0.0127371j -0.00177369+0.0045304j -0.0506333+0.0383672j 0.0207164+0.0202594j -0.0272318-0.0120305j 0.00724433-0.0254809j -0.00531877-0.00654524j -0.00586483+0.0171313j -0.00814851+0.00833454j 0.00710707-0.0174155j 0.000761689+0.00320309j 0.00558959-0.0166609j -0.00530831+0.0217564j -0.00815018+0.0155081j -0.00677514+0.00914557j -0.0158488+0.0262499j -0.00395263-0.00142253j 0.0177035+0.0137489j 0.0325559+0.0400312j 0.0457675+0.00983306j -0.0301206+0.00665171j -0.008889+0.00895567j -0.0265071-0.00856314j 
0.0294489+0.00608549j -0.0167517-0.015138j -0.00505844+0.00036969j -0.0366501-0.00465564j -0.0267381-0.0113393j 0.0253199-0.00454203j 0.00821726+0.00818109j -0.012491+0.000834746j 0.00290825+0.00573808j -0.0242791-0.00270189j 0.10617+0.0244543j 0.0509728-0.0180222j 0.169381-0.0284913j -0.137667+0.0182445j -0.0544198+0.0135389j 0.0780111+0.0107925j -0.0616381+0.0489213j -0.0278638-0.0252507j 0.0773779+0.0247283j -0.0485549+0.0181732j -0.171221+0.00501501j -0.104341-0.00768312j 0.00189662-0.0252406j 0.0519028+0.0438534j 0.0980178-0.0262038j -0.138091+1.60202e-14j -0.0835763+0.000927j 0.0925437+0.0288532j 0.117527+0.0198956j 0.037505+0.0077947j -0.169658-0.00642992j -0.0464865+0.0136974j -0.0124531-0.0145083j 0.0315527-0.0169617j 0.00284778+0.000175122j -0.00805065-0.0256034j 0.0077847-0.012625j 0.00942875+0.00254898j 0.0172409+0.011565j -0.0257496-0.00358949j 0.0094987-0.0134787j 0.0011358-0.000467173j -0.0121934-0.0114189j 0.00435045+0.00885849j 0.0321569-0.00196015j -0.00300889-0.0025572j -0.00374603+0.00599215j 0.0309038+0.0115616j -0.00979958+0.0123576j -0.0166135+0.00315584j 0.018146-0.00990714j -0.00649138-0.00866291j 0.0339966+0.0107378j 0.0079984-0.00757753j 0.000372946-0.0256556j -0.0168026+0.00177806j -0.00164347-0.00818275j -0.0194243-0.00368534j 0.0079092+0.0176398j -0.0137268-0.0224485j 0.0263413+0.00728234j -0.00807016-0.016689j -0.00479361-0.00471151j -0.0322458-0.00862546j -0.0290267-0.0110273j 0.0105509-0.00723773j 0.00477355-0.00986325j 0.0148521+0.00123843j 0.00243882-0.0108714j 0.00475639-0.00442189j -0.0185489+0.0238958j -0.00429393+0.0237042j 0.0199775-0.00551061j 0.00959873-0.00284221j -0.00713318-0.000681692j -0.00140972+0.0124239j -0.000860808-0.00624532j 0.000226003+0.00862325j -0.00867261+0.000531952j 0.00233461-0.0128562j 0.0116068+0.000474185j 0.00573604+0.00604054j 0.00399997-0.000490334j 0.0159265+0.0143222j -0.0163065+0.00717649j -0.0169662+0.0123403j -0.0095002+0.00761319j 0.0146411+0.0105968j 0.00471399+0.0076903j 0.0222226-0.00868692j 0.00673991+0.00907834j 0.0197451+0.011073j 0.0103681-0.0221448j -0.0132789+0.00367445j -0.0122552-0.00459714j 
-0.0175095-0.00199282j -0.0463027+0.00413168j 0.0168266+0.00341571j -8.22141e-05-0.00286064j -0.0327682-0.00446657j 0.0284212-0.00910497j 0.0150199+0.00496347j -0.00827384-0.0023034j 0.016576+0.00510041j -0.00943111-0.00740963j 0.135621+0.00470843j -0.268941-0.012557j 0.267112-0.000693506j 0.0536521+0.00717707j 0.0404096+0.00746045j -0.0687749+0.00345241j 0.0814544+0.0143102j 0.254179-0.00418805j 0.177364+0.0132297j 0.0332791+0.00514925j -0.0509686+0.00430866j 0.100412-0.00685573j 0.043052-0.0063281j -0.138097+0.0183056j 0.134939-0.0105017j -0.0835763-0.000927j 0.0962555-1.91004e-15j 0.165915+0.00836408j 0.0134669+0.00868893j -0.215206+0.000893468j -0.175303+0.00691488j 0.0656617+0.0138351j -0.00852463+0.0156688j 0.0319585+0.0166046j -0.0938393-0.00392852j -0.0182831+0.0107912j 0.00109569-0.00345724j 0.0462636-0.00957637j 0.0158202+0.00193349j -0.0173679-0.00378052j 0.0155661-0.0138318j 0.0416683-5.09359e-05j 0.0164084+0.000905126j -0.0483206+0.0153931j -0.0324864-0.00085161j -0.0332249+0.00419839j 0.0197672+0.0210567j 0.0131404-0.0117862j 0.0263378+0.00330689j -0.0422067+0.0100848j -0.0341995+0.0298374j 0.0238637-0.0169984j 0.000376454+0.00675355j 0.0237622-0.00273818j 0.000959751-0.0397394j -0.00581851+0.0135524j -0.0147426-0.0343518j -0.00759103+0.0157715j 0.0043407+0.0150438j -0.0160637+0.00863988j 0.0233346-0.021187j 0.0185557-0.0221779j 0.00520989-0.0209865j -0.0229558-0.0045306j -0.0198513+0.00766278j 0.00304122-0.0109579j 0.0139162-0.0145279j 0.0107218-0.00857102j -0.0102016+0.0194074j -0.0231424-0.0205295j -0.0208317+0.00497355j -0.0213397+0.0097387j 0.000661697-0.00742883j 0.0083235+0.00757666j 0.00623182+0.00572763j 0.00325743-0.013199j -0.0436137+0.00160157j 0.0292448-0.00400688j -0.0412081-0.000440234j 0.00308438-0.0336029j 0.0290062+0.0289289j 0.0369159+0.00897177j -0.00471681+0.00127593j 0.0248566+0.0131414j -0.0146975-0.00479694j 0.00168649+0.0068173j 0.00793236+0.0136009j -0.00724025+0.00737685j -0.0106112-0.00854515j 0.0113782+0.0099826j -0.000892314+0.0043765j 0.0192855-0.0278452j -0.0339859-0.0191386j 0.000505533+0.00972219j -0.0144103+6.86614e-05j 
-0.0764162-0.0178339j -0.0467447+0.020273j -0.0221846-0.0103216j 0.0056353+0.010415j -0.00603536+0.0116983j -0.0291099+0.0150189j 0.0176192-0.0132701j 0.011587+0.00475068j 0.0105974+0.000826606j 0.0113255-0.0022667j -0.000874936-0.0519413j -0.290089+4.62919e-05j -0.0402058+0.0347307j 0.106782-0.0346428j 0.14572+0.012127j -0.147161-0.0471164j 0.322739-0.018798j 0.0740512-0.0185226j 0.0594701-0.0327818j 0.0264022-0.0127168j -0.0697039+0.028479j 0.11221+0.00755283j 0.0881481-0.0112922j -0.0842657-0.0569712j 0.0873703+0.0230495j 0.0925437-0.0288532j 0.165915-0.00836408j 0.030247+2.2456e-15j -0.0929288-0.0406129j -0.220771-0.0124747j 0.0617989+0.0294019j 0.076403-0.0200821j -0.0107838+0.00502041j 0.0579757+0.0295099j -0.0510051+0.0111396j 0.0257854-0.0218919j -0.0290091+0.00648578j 0.0631858-0.0139118j 0.00779336+0.0014546j -0.00102939-0.0112206j -0.000947964-0.00344433j 0.0419566+0.0169621j 0.0154213+0.0134127j -0.0351101-0.0112722j -0.0982951-0.00772737j -0.0144637+0.0137076j 0.0432938+0.0140027j -0.0317101-0.0505491j 0.056273-0.0325989j 0.00633366-0.0013329j -0.06327+0.020726j 0.0110757+0.0166798j -0.043493-0.014692j -0.0349021+0.0131944j 0.0052312+0.0220483j 0.000428523-0.0124074j 0.0164359+0.0240309j 0.00850845+0.00971379j 0.00643449-0.00432576j 0.00439549+0.0433805j -0.0201087-0.0443568j 0.0242484-5.97714e-05j -0.010564+0.0138805j 0.0233363+0.00788706j 0.0340021-0.0117907j -0.0101723-0.00500565j -0.00806085-0.0015875j 0.00460986-0.0154697j -0.00270949-0.0113154j 0.00642572-0.0078984j 0.00416338-0.0204662j 0.0298668+0.00666508j -0.0106725-0.00515654j -0.00579262-0.000546275j 0.00190355+0.00553983j 0.025292-0.0266884j -0.0429385+0.0181107j 0.0326916-0.00754918j -0.0244506-0.0061815j 0.00189522-0.0116955j 0.00637419+0.00826582j 0.0167196+0.000750098j 0.000277601-0.00170235j 0.00944427+0.00632147j 0.00976305-0.00716251j 0.0250402-0.0109316j -0.0048735+0.00847909j -0.00670724+0.0181813j -0.00640646+0.00917906j -0.0200888+0.00669102j -0.00578355+0.00154908j -0.00171009-0.0454894j -0.0541877+0.0104025j 0.019214+0.00667229j -0.000924469+0.00750227j 
0.0357379-0.0240485j -0.0535778-0.00782411j -0.0235357+0.00442779j 0.0181697+0.00350417j -0.0413572-0.00178305j -0.0179831-0.00385862j -0.0145862+0.00503657j 0.0172096+0.00534037j -0.0232167-0.000540157j -0.00483618-0.00691627j -0.0493265-0.0108323j 0.067383-0.0373017j -0.141442-0.025309j 0.05927+0.000708878j 0.0517561+0.0454449j 0.17-0.0291184j 0.0444288+0.0637805j -0.0422737-0.0596172j 0.0164885+0.0077608j 0.00171666+0.0307627j 0.0225754+0.0464584j 0.0129018-0.00875847j 0.0198618-0.0474551j 0.0897096+0.0247011j -0.0225968-0.0274613j 0.117527-0.0198956j 0.0134669-0.00868893j -0.0929288+0.0406129j 0.016522-3.10342e-15j 0.0786736+0.0130295j 0.107433-0.01121j -0.0344291-0.00155421j 0.0160373+0.00338945j -0.1048+0.0187644j 0.0144472-0.0334599j 0.0303808+0.0279282j -0.021715-0.0164194j 0.0242069+0.0262161j 0.000982903+0.00865276j 0.0055544+0.00452298j 0.0031683-0.0223786j -0.0144223+0.0290382j 0.00044375+0.00586922j 0.0251331-0.00940121j -0.0102677-0.049533j -0.0334927-0.00189166j -0.0225886+0.0785104j 0.0462909-0.037821j 0.0791786+0.0249994j -0.0703796-0.00280422j 0.0106627+0.073589j -0.00857465-0.018791j -0.00862127+0.00231115j -0.0046412+0.00806469j -0.00530387+0.0178091j -0.0102635-0.00435385j -0.00485789+0.0145561j 0.0116983-0.00495921j 0.00257183+0.0146578j 0.0130163+0.00842434j -0.00954008-0.00373529j 0.00170842+0.0178618j -0.00138872+0.00336428j 0.0106991-0.000772994j 0.0278695+0.00812526j -0.00493628+0.00569222j -0.00730142-0.00114373j -0.00362232+0.00277291j -0.0048882+0.00605343j 0.0164422+0.00989019j 0.0274437-0.00110933j -0.00484371+0.0127287j -0.00467864-0.0216257j -0.0102301+0.0123996j -0.0408001-0.0228365j 0.0358738+0.00649983j 0.0171925-0.00579941j -0.0097717+0.00448645j 0.0193134+0.00336174j -0.0136114+0.00976229j -0.00784714+0.00903999j 0.0133559-0.00617181j 0.00109794-0.00273637j 0.00497377-0.00316863j 0.00655027-0.00691334j 0.0131845-0.0221052j -0.00945487+0.00258809j -0.0136986-0.00520163j -0.0160718+0.000473203j -0.0233412+0.00236506j -0.00461909+0.00781733j -0.00902398+0.000620897j -0.0126389+0.00608415j 0.009528-0.00644707j 0.0113163+0.00122803j 
0.0457793-0.00693535j -0.0127013+0.000964071j 0.0242538+0.00111582j -0.0141889-0.00716321j 0.0432926-0.00560431j 0.0580784+0.00198389j -0.000288505-0.00660976j -0.0277465-0.00265342j -0.0249962+0.0120286j 0.0117051+0.00175252j -0.0213513+0.0111173j 0.0336323-0.0145008j -0.028847+0.0018826j -0.00037474-0.00157439j 0.0422163+0.00853197j -0.0355353-0.00565784j 0.0904511+0.0156727j 0.0186586-0.00860731j 0.0234452+0.00666665j 0.0733433+0.00649855j -0.00479342+0.00664734j 0.0448823-0.00383787j -0.0374584-0.0114624j 0.00730454+0.0090103j -0.0531139-0.00354817j 0.037505-0.0077947j -0.215206-0.000893468j -0.220771+0.0124747j 0.0786736-0.0130295j 0.0435257+7.37257e-16j 0.0277028-0.00456208j 0.0245468+0.00214654j -0.0708174+0.0341214j -0.00276201+0.021415j -0.0105381+0.00480927j 0.0251162+0.000977884j 0.0453571+0.00239769j -0.0950336-0.0394029j 0.0442967+0.00244503j -0.0400483+0.0046884j 0.0308937+0.014545j 0.0191813-0.0462619j 0.00679526-0.0860476j -0.038058-0.0129326j 0.0386711+0.0547973j -0.0524472-0.0251814j 0.0147761-0.0991953j -0.0262017+0.0665321j -0.114445-0.0152121j 0.025018+0.0047196j -0.0153149-0.00347463j -0.00542213-0.00889654j 0.0230096-0.00460808j 0.0139646-0.0034942j -0.011628-0.00443001j -0.0151676+0.000214638j -0.0149856-0.000238474j 0.00501086-0.00173766j 0.000215449+0.0182749j 0.0189242-0.00961679j 0.00225719+0.00433948j -0.00579443+0.00162358j -0.0143276-0.00261546j -0.0030294-0.000117154j -0.00417153-0.00604995j -0.00930705+0.00278134j -0.0145224+0.00646097j -0.00038919+0.0165091j 0.010394-0.0204179j -0.0184328-0.00950665j -0.000318348-0.00402838j 0.0372367-0.0214974j 0.0109876+0.0318536j 0.0198862-0.0242125j 0.0444748+0.0453154j -0.00513384+0.0391339j -0.0304602+0.00164946j -0.0575289+0.00945509j 0.0125236+0.0140442j 0.0190317-0.00600173j 0.00696802-0.0114891j -0.0183119+0.00642629j 0.00366395-0.00155006j -0.0240475-0.0108044j 0.0192374-0.000459732j 0.00475997-0.00888505j -0.000861375-0.029566j 0.0453678-0.0272269j -0.00140658+0.0112828j -0.00539556-0.0838823j 0.0151414-0.143756j -0.0585164+0.0910222j 0.216016+0.0261536j -0.0171588-0.0454075j 0.0660721+0.0238574j 
-0.00524704+0.00182148j -0.0346023+0.0039052j 0.0042795+0.0025279j 0.0311435-0.00413552j 0.0314715+0.00273796j -0.0301732+0.00721858j 0.0147381+0.000311015j 0.0184193-0.00547361j -0.036893+0.00035788j -0.0441756+0.00304293j 0.0294701+6.44591e-05j 0.0309333+0.0122415j 0.176439+0.0142001j -0.104607-0.00286929j -0.0737726-0.0214528j -0.0768409+0.0106114j -0.0715914-0.0354943j 0.00436928+0.0257631j 0.0661615-0.0056129j 0.0146643-0.0125955j -0.0184728-0.0197521j -0.0456295+0.00486277j -0.083199+0.0222364j -0.0843623-0.0140155j -0.0456211+0.0116054j -0.169658+0.00642992j -0.175303-0.00691488j 0.0617989-0.0294019j 0.107433+0.01121j 0.0277028+0.00456208j -0.0856589-1.22125e-15j 0.0542189+0.0108592j -0.0302721+0.030988j 0.0520286+0.0354789j -0.0102431-0.0211803j -0.0433975-0.0689491j -0.0589824+0.0201124j 0.157427-0.00820935j -0.0532966+0.00538337j 0.0643817-0.0311174j -0.0145235+0.00837901j -0.0209532+0.0258922j -0.0280597+0.0386898j 0.00519627-0.0061123j 0.0443432-0.0187376j 0.0161384+0.00744967j 0.00258873+0.0256091j 0.0195947-0.0212965j 0.00764619-0.0026816j -0.0250431+0.0040391j 0.0453655-0.0111301j -0.00863656+0.00858936j -0.0385843-0.00698j -0.0178609+0.000331705j 0.0153385+0.00427857j -0.00853235-0.00038989j 0.0194971-0.00791223j 0.0171636-3.60953e-05j -0.00258736+0.00505752j -0.00219713+0.0100163j 0.00584605-0.0226494j 0.022285-0.00426958j 0.00515577-0.0102388j 0.0100836-0.00425941j 0.0262806-0.0205153j 9.62933e-05-0.00365735j -0.000544343+0.000261578j -9.49928e-05-0.0021113j -0.00345197+0.00226184j 0.0092613-0.0194069j 0.00110955-0.00576384j -0.00715395+0.0115558j 0.000670926-0.011891j -0.0162014+0.0120547j -0.00691275+0.0178783j -0.0129788+0.0164422j 0.00800184-0.00261158j 0.0363638-0.00697746j -0.0370275+0.00212581j -0.00870587+0.0170342j 0.00455589+0.0132904j 0.00502637-0.0204152j -0.00461773+0.0107489j 0.0177807-0.0211219j -0.0361467+0.085632j -0.0435709+0.135064j 0.0106222+0.0297816j -0.00166623+0.0852777j 0.0202613-0.0419557j 0.142606+0.0242362j 0.113951-0.0530459j 0.0963274+0.100202j 0.110976+0.0730264j -0.103518+0.0636216j -0.109666-0.0638882j 
0.00607681-0.0255013j -0.0431167+0.00248744j 0.0155176-0.00557755j 0.0091101+0.00426351j 0.00133319-0.0149213j -0.00934986-0.0119391j 0.0129706-0.0201538j -0.00879419+0.014072j 0.0055166+0.0137506j -0.00591011+0.0169036j 0.0312303-0.00910549j 0.0044618-0.0211449j -0.0097071-0.0131371j 0.00383362-0.00133762j 0.0349486+0.0167931j -0.0157113-0.0131734j -0.0235157+0.0216155j 0.0393433-0.0324174j -0.0276278-0.0018116j 0.033817+0.0191992j -0.0434165+0.0180262j -0.0751806-0.00627988j 0.0507842-0.0222378j 0.176872+0.0112377j 0.111788-0.00653425j -0.0464865-0.0136974j 0.0656617-0.0138351j 0.076403+0.0200821j -0.0344291+0.00155421j 0.0245468-0.00214654j 0.0542189-0.0108592j 0.040791+2.9152e-15j -0.0843966+0.0405942j 0.0509434+0.0207889j -0.0877099-0.00189107j -0.0304326-0.0363285j -0.00792168+0.00753692j 0.147755+0.0111005j -0.0450074-0.0671627j 0.00527776-0.092315j 0.0437572-0.0773582j -0.111248+0.0243159j -0.0963516-0.00785581j 0.0436006+0.0466976j 0.015157+0.0389237j 0.058289-0.063055j -0.0627315-0.180515j -0.0367749+0.0592093j -0.142268+0.0165603j 0.0433816-0.00237748j 0.0213489-0.0312144j 0.0486971+0.0107189j -0.0448612-0.00885964j -0.0259667+0.00404808j 0.00746836-0.00971489j -0.00672896+0.00842311j 0.0171346+0.0105752j 0.000959871-0.00807895j 0.00518969-0.0021511j -0.00930148+0.0163551j 0.0233462-0.00644186j 0.026969-0.0121996j 0.00141312+0.0203305j 0.0433505+0.0191689j 0.042969+0.00501384j -0.00974454+0.00682889j -0.0220556+0.0174639j 0.0205477+0.00874441j -0.00213393-0.0440343j 0.010405-0.00827401j -0.02718+0.046779j 0.0185696-0.0228887j 0.0601892+0.0330239j 0.014699-0.00850463j 0.0419999-0.00426198j -0.0651464+0.0206159j 0.00296994-0.0228039j -0.0399592+0.00546461j 0.00598077+0.0137316j -0.000512861-0.00737065j -0.000624222-0.00210479j -0.00118524+0.0277598j -0.0032852+0.00195159j -0.0274537+0.031691j -0.0161294+0.0112758j -0.0533957+0.0747447j -0.0218985-0.026133j 0.0492219-0.0783475j 0.0838308+0.064669j 0.0942589+0.0689747j -0.0979408+0.0507393j -0.0221254-0.0273415j -0.0744753+0.00208424j -0.00496642+0.0354183j -0.0375747-0.0359128j 
-0.00678408-0.0114611j -0.0006198+0.0192874j -0.0137137-0.017084j 0.00987095+0.0237095j -0.0241162-0.0164228j -0.0211358-0.0282403j 0.0317549-0.00728479j 0.0183249+0.0343928j -0.0470141-0.0263542j -0.0361018+0.00256306j -0.00198004-0.025798j -0.0450673-0.000604196j 0.00168727+0.00556563j 0.0211326-0.0128164j 0.0425639+0.0181055j 0.076813-0.0175504j 0.0785878-0.00762854j -0.00635055-0.0171319j 0.0832654-0.0163393j -0.0228798+0.00572499j 0.00853399+0.00737235j 0.06724-0.0115079j -0.0253054-0.00915002j -0.0506136-0.00680968j 0.0499473-0.00560342j -0.0124531+0.0145083j -0.00852463-0.0156688j -0.0107838-0.00502041j 0.0160373-0.00338945j -0.0708174-0.0341214j -0.0302721-0.030988j -0.0843966-0.0405942j 0.0954499+3.35842e-15j -0.0280744-0.0667427j -0.0173106+0.0584692j -0.0101177+0.0508395j 0.014786-0.0464181j -0.00628556+0.0589969j -0.0415854-0.0410665j -0.0475796-0.0294345j 0.0384922-0.109627j -0.0905649+0.0763777j -0.0886712+0.0875776j 0.0453195+0.0907235j 0.0532651-0.032897j -0.0327031-0.0309718j -0.279048+0.00539894j 0.0501987+0.0270956j 0.0190535+0.162736j -0.0145825-0.0789984j -0.0592309+0.0193576j 0.0125741-0.0365675j 0.00255944+0.0190681j -0.0124587-0.00421671j -0.0110117-0.00110239j 0.0415051+0.0167444j 0.00507712+0.00868599j -0.0286484+0.00616376j 0.0186779-0.0361873j -0.0400176-0.00475222j 0.0134263+0.0165399j -0.00343199-0.00696195j 0.0275487+0.0110226j 0.00916094+0.00274492j -0.00928235+0.0188201j -0.00606995+0.000750301j 0.0282291+0.0302876j 0.0255279-0.0261141j -0.0377725+0.0178385j -0.000218023+0.00906531j -0.00323533+0.0582574j -0.0613547-0.0289748j 0.0459446-0.0174931j 0.0143938-0.00263268j 0.0412548-0.05291j 0.0271158+0.0518514j -0.0290785+0.0023962j 0.00317436+0.0597196j 0.0198542-0.0393361j -0.071195+0.0296047j -0.0214867+0.0531142j 0.0717609-0.00678372j -0.00412453+0.00583536j 0.0675269+0.0574792j -0.0272022-0.0224901j 0.0446459+0.00574924j 0.00345407+0.0464705j -0.014091+0.00381452j -0.040267-0.0606735j -0.00800036-0.0294279j -0.00495098-0.0476959j 0.0112207+0.0553859j 0.0709779-0.0276042j -0.0225909-0.000608989j 0.00458856-0.0115415j 
-0.023464-0.0307563j -0.0320403+0.0267371j 0.00734246-0.0165409j 0.00443714+0.00211709j 0.00936449-0.0235922j 0.00991741+0.014615j 0.0165451-0.00192181j -0.0230439+0.00705169j -0.0109965-0.0432088j -0.0522765+0.00806033j -0.0283562-0.0284531j -0.0599531+0.000512792j -0.00892277+0.0195684j 0.00709824-0.0155344j 0.0260197-0.000668476j -0.0812769-0.00692922j -0.00310479-0.044516j -0.00935415+0.0110878j -0.0547766-0.0124798j 0.0259027-0.00319408j -0.000399857-0.0116468j -0.0249558+0.000257096j 0.00362425+0.0123665j 0.030591-0.0218363j 0.030348+0.0163737j 0.0315527+0.0169617j 0.0319585-0.0166046j 0.0579757-0.0295099j -0.1048-0.0187644j -0.00276201-0.021415j 0.0520286-0.0354789j 0.0509434-0.0207889j -0.0280744+0.0667427j 0.104806+2.8727e-15j 0.0606356+0.0466588j 0.00600583-0.0902225j -0.0262408+0.00245291j -0.047722-0.0222878j 0.00911185-0.02273j 0.0279346+0.0892244j -0.00158422+0.0330813j -0.0226685-0.071972j 0.0276556-0.145668j 0.0835252-0.0491435j 0.172727-0.0703961j -0.142721-0.0283273j -0.121695+0.135463j 0.258773+0.0826391j 0.00499609+0.193951j 0.00417917-0.0666956j -0.0407621-0.00717649j 0.00943118-0.0218166j -0.0333386+0.00570277j -0.0143458-0.00797998j -0.0187892+0.0152091j -0.00718588+0.0178371j -0.000665512+0.0120166j 0.0160407-0.0226447j 0.0189734+0.00478168j -0.0212031-0.00689281j 0.0376787-0.0200545j 0.030069+0.017648j 0.0237259+0.000509603j -0.0311258-0.0126483j 0.0230748+0.0380005j -0.00231878-0.0268472j 0.0208859+0.0142646j 0.0217633-0.0175295j -0.0248566-0.0285925j -0.00450893+0.0412201j 0.00808229+0.0137437j -0.0266425+0.00422252j 0.060427-0.0451411j -0.0744878-0.00375382j -0.0138361-0.0560089j 0.0397343+0.0793091j -0.0297068-0.0175294j -0.00529826+0.0569674j 0.0115147-0.00596649j 0.0409454-0.0521235j 0.00820727-0.049153j -0.0378603+0.0316241j 0.0122942-0.00833949j -0.0445319-0.0156636j 0.0224659+0.0270988j -0.0326611+0.0198221j -0.0479046-0.0311683j -0.013505-0.0286657j 0.0538299-0.00348722j 0.00835901+0.0180999j -0.0316162+0.0113923j 0.0263153+0.0218062j 0.00424647-0.0418552j -0.00680791+0.00502116j 0.0014574-0.019229j 
-0.00195365+0.0348025j 0.0335253-0.0105275j -0.0035452-0.00721162j 0.00893944+0.00387229j 0.00473947-0.0146798j 0.00388431+0.012814j -0.0165174+0.00711861j 0.0224379-0.00465442j 0.00938755+0.0204016j 0.0323936-0.0109429j -0.0189286+0.0191318j 0.0421589+0.0292394j 0.0281258-0.000109285j -0.024028+0.00679716j 0.0302453-0.0195246j -0.0345193+0.00540509j -0.0436642-0.00642894j -0.00650196+0.0204363j 0.0263888+0.00671522j 0.0330057-0.00242807j 0.000849309-0.0122721j -0.015131+0.00635846j 0.0248211+0.0163495j 0.0262427+0.00124968j 0.0572762+0.00133739j 0.00284778-0.000175122j -0.0938393+0.00392852j -0.0510051-0.0111396j 0.0144472+0.0334599j -0.0105381-0.00480927j -0.0102431+0.0211803j -0.0877099+0.00189107j -0.0173106-0.0584692j 0.0606356-0.0466588j -0.0405953+4.76355e-15j -0.049705-0.0104098j 0.0613211+0.0415369j -0.0142452-0.0337525j 0.00629771-0.0521735j -0.0540441-0.111084j 0.0927306-0.134324j -0.0610608+0.0207694j 0.0315352-0.207475j 0.12705-0.0474552j -0.0856701-0.06341j -0.136689+0.0125879j 0.21143+0.149382j 0.0268367-0.0859422j 0.109009-0.082748j -0.0524734+0.0204894j 0.00775835+0.0291962j -0.0123143+0.0119787j 0.0371104+4.24293e-05j -0.0170564+0.00370019j 0.0202443-0.0133405j 0.0472553-0.0111359j 0.0209192+0.0049343j -0.00695798+0.00354222j -0.0115625-0.0507474j 0.00921308+0.00796422j -0.0394883+0.00970322j -0.0100716-0.0257222j 0.0270371-0.0365077j -0.00055428+0.0199407j -0.000546744-0.0280944j -0.0456362+0.0022163j 0.023863+0.00983341j -0.0429304-0.027633j 0.0144464+0.00198123j 0.0151868-0.0327405j 0.00500463-0.0130146j 0.0269661+0.0215393j -0.0154592-0.0156129j 0.0331715+0.0259448j -0.0437058+0.0130451j 0.0410315-0.0483761j -0.0131594+0.0200863j 0.0251756-0.0163658j -0.00671305-0.00623188j -0.0389127+0.0212104j -0.00234562+0.0240802j 0.021541+0.00873552j 0.00598209-0.0111482j 0.0140456+0.0319238j 0.0106933-0.00436321j -0.00685872+0.0225793j 0.00945392+0.0120627j 0.051836-0.0458283j -0.028832+0.0373208j 0.0515964-0.00242488j -0.0407938-0.0490868j -0.0526388-0.0268758j 0.0104398+0.0241051j 0.00524328-0.00122689j -0.00131039+0.0157428j 
