0.654501+3.98336e-16j 0.546318-0.00122357j -0.164119+0.00200729j 0.141128+0.000240756j -0.0756617-0.00129319j -0.0381197+0.000224217j 0.00329995-0.000314887j 0.02278-0.000667778j 0.0582007+0.000559783j 0.00480888+0.000200041j 0.0480893+0.000136488j 0.0137105+0.0012339j 6.50799e-05+0.000481645j -0.0634063-0.000188534j -0.090061-6.61854e-05j 0.106016-0.000766748j -0.141573+0.000879483j -0.0115821-0.000397503j -0.0515518+0.000489403j 0.0378722-0.000238526j 0.0327267+4.33058e-05j 0.00133836+0.000343489j 0.0538351+0.000100994j 0.043382+0.000127825j 0.0401616-0.000158351j 0.00243319-0.000529337j -0.0132362+6.25366e-05j -0.015344-0.000188702j -0.0370347-0.000111844j 0.00445329+7.97039e-05j -0.0115093+0.000143852j 0.0110485+0.000120937j -0.0265418-7.71099e-05j -0.00463822+2.02819e-05j -0.0036406+0.000231948j 0.0285119-0.000507683j 0.0316126-0.000493702j 0.0288957+0.000573071j -0.0553437-6.72227e-05j -0.0177395+0.000393168j 0.108201+7.63481e-05j 0.0483302-0.000278591j -0.0572307+0.000499079j -0.0130793-1.18324e-05j -0.0598777-0.000160341j 0.00565505+4.46126e-05j -0.0198307-0.000386161j 0.0054559+7.47485e-05j 0.0027994+1.53351e-05j -0.0101434-0.000126025j 0.00299845-3.63929e-05j -0.0221191+9.2058e-05j -0.0259876+0.000316181j 0.0234422-5.04881e-05j 0.00596741-5.46713e-05j 0.0205129-0.000179046j 0.00845919-3.04012e-05j -0.0830143+0.000326205j 0.0141317+0.000517617j -0.0945673+9.47885e-05j 0.057721-0.000700778j 0.0428915-0.000365589j -0.017881-5.23812e-05j 0.00320574-4.79417e-05j 0.00649056-7.74468e-05j 0.0426692-0.000513938j -0.0707396+0.000118463j -0.0100491-0.000745655j -0.0490986+0.000591861j 0.0101965+0.000148267j 
0.0137105-0.0012339j 0.00290291-0.000468038j -0.00114971+0.000133219j -0.0787492-0.000683246j 0.28806-9.40001e-05j -0.18559+0.000343501j 0.295301+0.00013097j 0.455794+0.000378439j 0.461484+0.0002063j -0.414517-0.000445301j -0.0131883+0.000226135j -0.278635+3.71253e-14j -0.0473061-3.30417e-05j 0.131443-0.000122189j 0.0419363-0.000266006j -0.0654203+0.000233316j -0.0420928-3.25812e-05j -0.0113966+0.000111084j -0.048605-7.4304e-05j 0.0121583+0.00011381j 0.00575398+0.000223067j -0.0572037-1.89191e-06j -0.0362733-0.000151118j 0.00550406+0.000101637j 0.0189118+3.23585e-05j -0.0552183-0.000196067j 0.0562764-3.41647e-06j 0.0056422-5.25343e-05j 0.0196114+7.56549e-05j -0.00280708-0.000165021j -0.00206972-0.000180187j -0.0752442+5.48112e-05j 0.0390843-0.000173558j 0.0295772-8.46049e-05j 0.0219753-0.000111032j 0.0286171+0.000235724j -0.0622602+0.000359675j -0.0403166+0.000187383j 0.00776011+2.3095e-05j 0.0416398-0.000447076j 0.0126128+0.000272058j -0.025315+0.000546475j -0.0274899+0.000147375j -0.00555691-2.52708e-05j 0.062089+0.000100835j 0.0268317-0.000242503j -0.00240694+5.70441e-06j -0.000756812-0.000112758j 0.0164997-8.18e-05j 0.00669376+2.57323e-05j -0.00314654+3.01238e-05j -0.0184928-2.93391e-05j -0.0203918+1.66117e-06j 0.00730141+3.30023e-05j -0.00761679-0.000120975j 0.0189282-0.000126132j -0.00453969+0.000113156j 0.0298616+6.87674e-05j -0.0331107+0.000170492j -0.0293963+0.000451228j 0.0201387-0.000246996j 0.0210873-0.000171141j 0.00468247+8.65451e-05j 0.0073494+3.21241e-05j 0.010652-4.42606e-05j -0.000669715-0.000146914j 0.0185337-2.98816e-05j -0.00498936+0.000159461j -0.015062+0.000201233j 0.00122141+2.57316e-05j 
6.50799e-05-0.000481645j -0.000352373-2.41852e-05j 0.0249212-0.000452624j 0.0580309+0.000627503j 0.214896+5.03543e-05j -0.507391-0.00144105j 0.439684+5.54558e-05j -0.546864-0.00110879j -0.183999+0.000190105j -0.117436+0.000252058j 0.0172975+2.22548e-05j -0.0473061+3.30417e-05j 0.0639822-1.05254e-14j -0.0996166-3.32293e-05j -0.151814+0.000693685j 0.116735-0.000196635j -0.00535179+0.00049795j -0.045531+0.000384856j 0.0430317+6.9912e-05j 0.000269994+0.000295978j 0.0348209-0.000506531j -0.0392465-0.000159993j 0.0315212+0.000407467j -0.059627-0.000322326j 0.0563347+0.000439679j 0.013348-0.000198478j 0.0151786-0.000575443j -0.0252615-0.00026655j 0.0689412-0.000208286j -0.00516529+0.000243718j -0.0102437+6.12923e-05j -0.0128597-0.000207586j -0.0361175+2.86182e-05j 0.0269232-9.66779e-05j 0.00586811+0.000172913j 0.0440705-0.000270989j 0.026943-5.40015e-05j -0.0577647-8.3457e-05j 0.0608025-1.39091e-05j 0.0690331-0.000289783j -0.0161945-0.000494542j -0.0180471+6.24459e-05j 0.00639551+6.43504e-05j 0.00540162+0.000318349j 0.0797133+0.000452136j 0.0160939-0.00015682j 0.0108762-9.14626e-05j -0.0157794-0.000220127j 0.0163033-0.000131898j 0.00762718+0.000116201j 0.00536705+5.04811e-05j -0.000575596+0.000225128j -0.0243599-0.000153934j 0.0147105+7.88379e-05j -0.00393138-0.000104124j -0.0208117-8.62129e-05j -0.0292679-4.5196e-05j 0.0230117+7.99894e-05j -0.00213375+0.000221753j 0.0102209+0.000208403j -0.00887014+0.000125291j -0.00363337+8.12603e-05j 0.0211715+0.000131979j -0.00192155+6.736e-06j 0.00944286+8.31351e-05j -0.00854165+2.32471e-05j 0.010635-0.000247345j 0.00527972+0.000116439j 0.00529575-0.000165604j -0.000464568+4.5171e-05j 
-0.0634063+0.000188534j 0.0595294-2.15997e-05j -0.0324854-3.61538e-05j 0.0610423+0.000109944j -0.22982+1.27668e-06j 0.525043+0.000841028j 0.727404+0.000320562j -0.0196883+0.00048751j 0.0115323+7.56015e-05j 0.0167269-0.000162871j -0.0192589-0.000317913j 0.131443+0.000122189j -0.0996166+3.32293e-05j 0.0419898-7.17322e-14j 0.00116441-0.00035299j 0.0415868-0.000184493j 0.00576274-9.30962e-05j 0.0149121-0.000597829j 0.0154269-0.000502377j 0.00108676-0.000246116j 0.00876375-0.00099078j -0.0434386-4.41094e-05j -0.0385239-0.000359805j 0.0213731+0.000353421j -0.0499306+0.000212603j -0.00487351-4.67606e-06j 0.0617726-0.000256618j -0.0459414-0.000398512j -0.0485198-0.000748022j 0.00533367+0.000277334j 0.0507021+3.72802e-05j 0.0486841-0.000543259j -0.0592007-1.50145e-05j -0.0429913+0.000191154j -0.0127191+0.000570258j 0.0238869-0.000633027j -0.0322135-0.000173121j 0.0613175-0.000675804j 0.0425889-0.000528159j 0.0285848-0.000325246j -0.05766+0.000131107j 0.0382935-0.000467691j -0.00231725+5.8452e-05j -0.0149984+2.9557e-05j -0.0196868-0.000246786j 0.0123989+0.000159684j -0.00817287+0.000165513j 0.00550251+0.000100264j -0.0270824-2.1626e-05j 0.00842778+6.42971e-05j -0.00199687+0.00014514j 0.0013651+0.000163627j -0.00897523-8.46063e-05j 0.0118282-9.01353e-05j -0.017916-0.000130104j -0.00804543+0.000397327j -0.00523512-1.93708e-05j -0.0114502-1.13571e-05j 0.00488068+0.000119209j 0.023258-0.000507954j -0.00530789+0.000248039j -0.000971317+0.000104662j -0.00152634-0.000121705j 0.000827728-3.33479e-06j -0.00581916+2.21203e-05j 0.00108308+4.84072e-05j 0.00569185-0.000144066j -0.00419178+2.5543e-05j 0.00697348-5.47219e-05j -0.00126636-3.68531e-05j 
-0.090061+6.61854e-05j -0.0240931+0.000127288j -0.0377454-0.000880195j 0.244036+0.000126206j -0.558526-2.23515e-05j -0.450922-0.000629621j 0.0777902-0.00015386j 0.400122-0.000724863j -0.241813+0.000454856j -0.143148-0.000145617j -0.0694213-0.000307211j 0.0419363+0.000266006j -0.151814-0.000693685j 0.00116441+0.00035299j 0.020939-6.91271e-15j 0.088441-0.000520161j 0.0667627+0.000150214j 0.0720965+2.9631e-05j 0.103641+0.000173265j 0.0146054-0.000259031j 0.0367381-0.000443625j 0.0306484+0.000139169j -0.0234567+0.000425454j 0.0252345-0.000244127j -0.0120105+0.000114124j -0.00428135+0.000656225j -0.037797+0.000303744j 0.0235724-3.199e-05j -0.00393671-0.000354845j 0.037313+0.000213248j 0.0832483-3.62936e-05j 0.0338475-8.576e-05j -0.0691279+0.000332686j -0.0235786+0.00014496j -0.0209192+0.000361169j -0.00703594-0.000500763j -0.0142329-0.000468865j 0.0501747-0.000537491j 0.018458-0.000224373j -0.0544134+0.000786279j -0.00626491-0.000366589j 0.070205-0.00127608j 0.0398841-0.000271156j 0.0385031-8.95041e-05j 0.044945+3.30009e-05j -0.0232801+9.4494e-05j 0.01931-0.000195j -0.00222561+8.7113e-07j -0.00426275-3.48015e-05j 0.016514-1.56103e-05j 0.000853905-5.89416e-05j 0.0340144-0.000115694j -0.0118649-2.33979e-05j -0.00179433+3.51682e-05j -0.024945+0.000343977j -0.0309272+0.000361003j 0.000980491-0.000377038j -0.0089939-6.81614e-05j 0.0172003-3.72046e-05j 0.0494241-0.000941953j -0.0297807+0.000458373j -0.031015+0.000428533j 0.0202602-0.000118689j -0.00226672+9.04663e-06j 0.00242226+0.000120635j -0.0196136+0.000371937j 0.00398818-0.000251765j 0.0105043-0.000116565j 0.0367191-0.000585437j -0.003289-4.70162e-05j 
0.106016+0.000766748j -0.0979271-0.000108708j -0.119946+0.000624702j -0.720466-0.00167802j -0.353153-0.000253001j -0.169037-0.000116153j 0.156298+0.000196077j -0.0120629+0.000481835j -0.0286464-0.000159793j 0.166378+0.000145871j 0.00285731+0.000550421j -0.0654203-0.000233316j 0.116735+0.000196635j 0.0415868+0.000184493j 0.088441+0.000520161j -0.137724-1.0932e-15j -0.136138-0.000449388j -0.0571477+0.00137221j -0.096316+0.000179089j 0.152498+0.000499319j 0.0651136+0.000111816j 0.118294-0.00092565j 0.00324507+0.000477481j 0.0692096-0.000792774j 0.00513435+2.16369e-05j -0.0379451-0.000706499j 0.0412848-0.000525943j -0.0359344+0.000101737j 0.0296264+0.000700274j -0.0371724-0.000261382j -0.0517791-0.00020555j -0.0181257+0.000179095j 0.0013655+0.000198773j 0.0122563-0.000518747j 0.0541868-0.000354017j 0.0233884+0.000224833j -0.00333475-0.000136406j -0.0775942+0.000870215j -0.0180829-3.92344e-05j -0.0555939-0.000138261j 0.0720723-0.000260077j -0.0366729+0.000543705j -0.016186+0.000527328j -0.0251765-0.000153332j -0.0582411+0.000131925j 0.0104219+2.43744e-05j -0.0117057+8.0904e-05j 0.002711-0.000137731j -0.00130898+2.37689e-05j -0.0158327-0.000209494j 0.000891879-0.000152622j -0.0320035+0.000140836j 0.000408808+0.000392555j 0.00524819-5.94636e-05j 0.0202767-2.13606e-06j 0.0300595-0.00054315j 0.0158955+7.20899e-05j -0.0227845+0.000251301j 0.0124375-0.000169272j -0.0271344+0.000414007j 0.0195715-0.00048955j 0.0212367-0.000294872j -0.00884728+0.000101073j 0.000810332-3.6416e-05j -0.00339417-3.49791e-05j 0.0175865-0.000290985j -0.0267388+0.000260212j 0.00455385-0.000245549j -0.0255174+0.000335068j 0.00270536+9.27425e-05j 
-0.141573-0.000879483j -0.0497621-6.57938e-06j -0.220731-0.00125416j 0.0890414+0.000505188j 0.037928-4.69113e-06j -0.0155291-0.000638584j 0.00902277-0.000144649j 0.0186641-0.000599884j -0.11901+0.000591189j 0.0310734-0.00012046j -0.0349861+0.000251916j -0.0420928+3.25812e-05j -0.00535179-0.00049795j 0.00576274+9.30962e-05j 0.0667627-0.000150214j -0.136138+0.000449388j 0.0206236-7.33788e-16j 0.0716708+0.000916286j 0.0321354+0.000830045j -0.0469744+0.000828742j 0.0393333+0.000123935j 0.0821008-0.000361975j 0.105468+0.00069142j -0.0443192+0.000406874j 0.0216203+0.000327937j -0.165346-0.000181133j -0.0747455-0.00010794j -0.0784135-0.000153447j -0.0256699-0.000226648j 0.0320622+7.18592e-05j 0.0642574+0.000186392j 0.0654782-0.000192372j -0.0343143-0.000590818j 0.0338401-0.000545866j 0.0170061-0.000694612j -0.0854549+0.000433921j -0.0761557+0.00152556j 0.146575+0.00033465j 0.0801179-0.00110424j 0.167677-0.00132587j 0.0130231-6.44958e-05j -0.182102+0.00303583j -0.287776+0.00057104j -0.00290096+0.00152025j 0.0684401+0.00053908j -0.0501391-0.000697227j -0.270554+0.00122424j -0.00647882-7.36177e-05j -0.0339524-0.000777502j 0.0170047+0.000992284j -0.00382496+0.000141372j -0.118422-0.000349451j -0.0563825-0.000993798j 0.106398+0.000870224j 0.0437645-0.0018603j 0.0259097+0.000158866j -0.0347846+0.000509881j -0.0773959+0.000323068j 0.0935171+0.0012622j -0.234242+0.00233305j 0.162258-0.00136678j 0.224489-0.00147584j 0.0675649+0.00127342j -0.0227452-0.000246039j 0.0338468+3.34188e-05j 0.0799371-0.00190681j -0.173018-0.0012617j -0.10705-0.000293747j -0.307597+0.00357917j 0.103956+0.000494746j 
-0.0115821+0.000397503j 0.0594625+5.00228e-05j 0.219784-0.000161489j -0.0653834-4.47557e-05j 0.0499033+0.00019937j -0.0369466+1.2653e-05j 0.012323-0.000173824j 0.0232485-0.000467026j -0.0233508+0.000293192j 0.0889267-8.93177e-05j 0.0021996+0.00111693j -0.0113966-0.000111084j -0.045531-0.000384856j 0.0149121+0.000597829j 0.0720965-2.9631e-05j -0.0571477-0.00137221j 0.0716708-0.000916286j -0.188766+1.83013e-16j -0.0433438+7.6016e-05j -0.0493841+0.000157903j -0.043154-0.000416734j 0.0697026-0.000510512j 0.0902603+1.95889e-05j -0.0403946-0.000125116j 0.0339843-0.00018102j -0.125088-0.000476849j -0.0562088-0.000267853j -0.0870033+0.000232555j -0.0526064+0.000751628j 0.00553267-0.000361575j 0.0335191+4.65785e-05j 0.0105823+0.000119797j 0.0444527-0.000511733j 0.114566-3.76048e-05j 0.0257979-0.000362499j -0.0397971+0.000746933j -0.0331255+0.000930812j 0.0896102+6.45794e-05j 0.0547325-0.000898625j 0.204987+0.000588429j 0.1556-0.00237476j 0.685194-0.00260168j -0.102113+0.000443843j 0.00091773+0.000485681j 0.000436063-1.90399e-05j -0.0123765+0.000494371j -0.0656487+0.0010015j 0.00761379-0.000224227j -0.00287729-0.000480105j 0.00011171+0.000442404j 0.00638675-0.000170551j -0.054509+0.00073294j -0.0318247+0.000295139j 0.0493489-9.17157e-05j -0.170242+0.00192051j -0.0322936+0.000864644j 0.0357197-0.000923036j 0.0388723+0.000317939j 0.0584372+7.43114e-05j 0.201506-0.00259814j 0.120251+0.0013433j 0.0531066+0.000790677j 0.0392641+0.000121039j -0.00709427-0.000194438j -0.00247735+0.000352397j 0.00220367-0.000267251j 0.00584859-0.00105843j 0.064784-8.37978e-05j -0.0530919-0.000679645j 0.0110486+0.000386752j 
-0.0515518-0.000489403j -0.00464099-7.31744e-05j 0.0727319-0.000505329j 0.0232243+0.000155264j 0.139695+0.000138903j 0.00575533+0.000148736j 0.110135+0.000249683j 0.0349302-0.000421292j -0.0803214+4.21084e-05j 0.0175247-0.000247023j -0.0524192+0.000570493j -0.048605+7.4304e-05j 0.0430317-6.9912e-05j 0.0154269+0.000502377j 0.103641-0.000173265j -0.096316-0.000179089j 0.0321354-0.000830045j -0.0433438-7.6016e-05j 0.00221428-1.02847e-15j -0.0245563-0.000596622j -0.00545122-5.37382e-05j 0.0460283-0.000710887j 0.147819-0.000887888j -0.0394583+2.10425e-05j 0.0690574-0.000720422j 0.0477338-0.00152373j -0.0602906-0.000118908j -0.0626334+8.25256e-05j -0.193372+0.000855186j 0.0649643+0.0010958j 0.0920331+0.000238171j 0.0313182+0.0002961j -0.120493+0.000170629j -0.0373057+0.000151634j -0.103173+0.000175623j 0.120415-0.000741774j 0.179148-0.000804899j 0.0702288+0.000193124j -0.442359+0.00024504j -0.354872+0.00154365j 0.370268-0.000323566j -0.0827935-0.0006914j 0.0348299-0.00111325j 0.0142807+8.47362e-05j 0.0504017+2.84124e-05j -0.089754-0.000171031j -0.067548-0.00037943j 0.0355408-0.000431092j -0.039339+7.70841e-05j 0.0651977-0.000412331j -0.0041029-0.000103623j 0.0697466-0.000855207j -0.112393+0.00110462j 0.0412767-0.000125942j 0.0232098-0.000163307j 0.0233631-3.41586e-05j 0.0716475-0.00215218j 0.0386038-0.00122944j 0.261197-0.00158868j 0.0834294-0.00119813j -0.0612804+8.90493e-05j 0.00153957+0.000307673j 0.0631309-0.000319798j -0.0174949-0.000177752j -0.00182979+0.00061491j -0.0612039+0.00147579j -0.0850824-0.000201034j 0.0939451-0.000968124j 0.0101892-0.000867326j 0.00985586-6.58486e-05j 
0.0378722+0.000238526j -0.00330397+8.22343e-05j 0.0768533+0.000220251j -0.0992938-0.000673673j 0.00092846+0.000199359j -0.0122563-0.000197654j -0.0179318-0.000278215j 0.0455031-3.86367e-05j -0.00844488+4.35155e-05j -0.0303199+0.000201817j 0.0014625+0.000422326j 0.0121583-0.00011381j 0.000269994-0.000295978j 0.00108676+0.000246116j 0.0146054+0.000259031j 0.152498-0.000499319j -0.0469744-0.000828742j -0.0493841-0.000157903j -0.0245563+0.000596622j 0.081723-1.67819e-14j 0.0656334-0.000533495j 0.0710228+0.000298248j 0.0867677+7.40276e-05j 0.0671791-0.000989744j 0.0891315+0.000100621j 0.0170859-4.59614e-05j -0.00121953-2.38326e-05j 0.00743297-7.78863e-05j -0.0668969+0.00109721j 0.00980361+0.000444289j -0.0445805+0.000612084j -0.0697928+0.000379135j -0.000642585-0.00128975j 0.042804+3.30828e-05j -0.000752745+0.000119754j 0.0794187-0.00208302j 0.279363-0.00120965j 0.381893-0.000331861j -0.378087+0.00177929j 0.300078-0.000464693j -0.536445+0.00211363j -0.0364702+0.000626791j -0.0197044-0.000669489j -0.0159589+8.66349e-05j 0.0795912+7.2998e-06j -0.0448167-0.000352207j -0.0391352+3.50662e-06j 0.0177043-0.00099326j -0.0268091+0.000104405j 0.00279335+0.000122351j -0.0159516+0.000542287j -0.0130144-0.00055304j 0.00179691-0.000332669j 0.0552396-0.000281376j 0.0859008-0.00137056j 0.0174335-0.00114711j -0.0578351+0.000723157j 0.0204004-6.85037e-05j -0.0204479+0.000590721j 0.0913522+0.000857006j -0.0479553+0.000273091j -0.00512562+0.000259111j 0.0500104+0.000712601j -0.0151828-3.25569e-05j 0.00449349+2.28813e-05j -0.0211934+0.000356656j -0.000920671+0.000156737j 0.0662394-0.000185059j -0.00287583-0.00059319j 0.000843951+0.000130926j 
0.0327267-4.33058e-05j 0.0480156-2.68275e-05j 0.0194109-0.00011217j -0.029804+4.20128e-05j 0.0394975-0.000387326j -0.00578317-0.000277j -0.0046187+0.000261231j -0.050549-0.00102225j 0.0178823+0.000336743j -0.0502797-0.000245297j 0.0192195+0.000583155j 0.00575398-0.000223067j 0.0348209+0.000506531j 0.00876375+0.00099078j 0.0367381+0.000443625j 0.0651136-0.000111816j 0.0393333-0.000123935j -0.043154+0.000416734j -0.00545122+5.37382e-05j 0.0656334+0.000533495j -0.00312839+1.2013e-16j 0.0197399-0.000218332j 0.157519+7.30349e-05j 0.0229506+0.000473583j 0.0986799-1.55475e-05j -0.193655+8.82553e-05j -0.022656+4.69993e-05j -0.17649-0.00048491j -0.0974289+0.000625656j -0.0408734-8.3044e-05j -0.0400466-0.000325538j -0.0369534+0.000453555j 0.0629521-0.000138519j 0.11221-0.000369737j 0.0378921-0.000991196j -0.0857944+3.80231e-05j -0.241232+0.000422644j 0.203546-0.000919687j 0.173272+0.000373404j -0.611584+0.00179472j -0.372999+0.00018827j 0.0372939-0.000334671j 0.0610655-0.000194423j 0.11488+0.000499466j 0.0423628-0.000214508j -0.00976175+0.000392238j -0.0456442-0.00031057j 0.00211219+0.000378854j -0.00614048-0.000141304j 0.0160225+0.000902518j 0.00552366-0.000400398j 0.0645772-0.00116607j 0.0553763-0.00114253j -0.0552109-5.97874e-05j -0.0849495+0.000814223j 0.0220215+0.00139242j 0.0438007-0.000632648j 0.0622958-0.00114083j -0.00563398-0.000768371j 0.026807+0.000128813j 0.0167803+0.000874268j 0.0108419+0.00101347j 0.0252584+0.000404494j -0.00618069-3.62141e-05j 0.00252667+2.8712e-05j -0.0566092+0.000634067j -0.0476196-0.000370291j -0.0564381+0.000626553j -0.0369277+0.000156497j 0.0554153-0.000432453j 
0.00133836-0.000343489j 0.00251696-7.53801e-05j -0.0672673-0.000461327j 0.0372915+0.000421408j -0.028066-0.000508423j 0.0563331+2.64282e-05j -0.00330898+0.000430563j -0.00568227-0.00035362j -0.0721515-7.53566e-05j 0.00169858-0.000263871j -0.0103863+2.72619e-05j -0.0572037+1.89191e-06j -0.0392465+0.000159993j -0.0434386+4.41094e-05j 0.0306484-0.000139169j 0.118294+0.00092565j 0.0821008+0.000361975j 0.0697026+0.000510512j 0.0460283+0.000710887j 0.0710228-0.000298248j 0.0197399+0.000218332j 0.00575026-4.33193e-15j 0.105641-0.00055377j 0.0362794+1.44861e-05j 0.0868292-0.000797035j -0.114758+0.000656784j -0.0169574+0.000552778j -0.0797678+0.000432907j -0.113393+9.04007e-05j -0.0236478-0.000325145j -0.0218496-2.87121e-06j -0.00020159-0.000128583j 0.0768268-0.000473622j 0.0830238-0.000298632j 0.0771706+0.00026017j -0.0419015+0.000274331j -0.366652-0.000352736j -0.543124+0.000963054j -0.458041+0.00119122j 0.170768-0.000830792j -0.140555+0.000814819j 0.0610408+0.000618778j 0.111613-0.000140854j 0.0517702-0.000525358j 0.00446274+0.000149194j 0.0324643-0.000247213j -0.0664016-0.00108784j -0.00768834-0.000301431j -0.00648161+0.000119494j -0.000225911-0.000353011j -0.022499+0.000592295j 0.0293706+0.000214545j 0.0117888+0.00012238j -0.0122852+0.00027112j -0.0597574-0.000520793j 0.0876561-0.00110193j -0.0608711+0.000898592j 0.122201-0.000457704j 0.0309415+0.00062315j -0.0626262+0.000193447j 0.0342614+0.000293379j 0.0277262+0.00023724j 0.0094875+9.05734e-05j -0.000543323+4.46369e-05j 0.00682313-0.000105637j -0.0988492+0.000856517j -0.0124535+0.000251457j -0.0536161+0.000468487j -0.0029629-0.000129737j 0.0474396-0.000610406j 
0.0538351-0.000100994j -0.0105892-5.71889e-05j -0.0345687-0.000355881j -0.00274368+8.32942e-05j -0.00381739-0.000215633j 0.0959003-1.55549e-06j 0.00522415-0.000256251j 0.0492251-0.000425015j -0.00296087+0.000760555j -0.0641258-0.000261949j -0.0213786+0.000248965j -0.0362733+0.000151118j 0.0315212-0.000407467j -0.0385239+0.000359805j -0.0234567-0.000425454j 0.00324507-0.000477481j 0.105468-0.00069142j 0.0902603-1.95889e-05j 0.147819+0.000887888j 0.0867677-7.40276e-05j 0.157519-7.30349e-05j 0.105641+0.00055377j 0.149409-1.22016e-14j 0.0177245-0.000625323j 0.146757+0.000453814j -0.0698826+0.00067471j 0.0597494-3.73051e-05j -0.0296028+0.000321303j -0.11581+0.000126728j 0.0124366+0.000182952j -0.0161541+0.000356684j -0.0656507-7.82259e-05j 0.0300704-0.000183026j -0.0700831+0.000153943j 0.064055+0.000164469j -0.293989-0.000271753j 0.606692-0.00124325j -0.307721+0.000103056j 0.279054+0.000734017j -0.0173858+0.000374331j 0.00926961-0.00101757j 0.0511636-0.000818975j 0.0993931-0.000457283j -0.0273734+5.13305e-05j 0.0983369+0.000369163j 0.00625101-0.000441597j -0.13141-0.000336592j -0.00388261-0.000307985j 0.0212055-3.12298e-05j 0.0149245+2.10623e-05j 0.0369263-0.000200606j -0.0604513+0.00025989j 0.0104575-1.10743e-06j -0.0316303+0.000351459j 0.0372509+0.000389381j -0.00310299-0.000163062j 0.00647002-6.37316e-05j 0.140345-0.000646773j -0.00996599-0.000484711j -0.00220148-0.000166183j -0.0435036+0.00138606j 0.0123803+0.000439512j 0.0462734+0.000753468j -0.00243423-8.16494e-05j -0.00432761+8.7708e-05j -0.122894+0.00117381j 0.00481141+2.04979e-06j -0.0543984+0.00116428j -0.00524457-0.000328907j 0.0620669-0.000719046j 
0.043382-0.000127825j 0.0209874-0.000277254j 0.0119302+0.000532023j -0.0852769-0.000183604j 0.058327-0.000490274j -0.0106341+5.06801e-05j 0.0208768+6.11639e-05j -0.00352938+0.000199346j -0.00183749-0.000109477j -0.0101757-0.00010632j -0.0272693-0.000744278j 0.00550406-0.000101637j -0.059627+0.000322326j 0.0213731-0.000353421j 0.0252345+0.000244127j 0.0692096+0.000792774j -0.0443192-0.000406874j -0.0403946+0.000125116j -0.0394583-2.10425e-05j 0.0671791+0.000989744j 0.0229506-0.000473583j 0.0362794-1.44861e-05j 0.0177245+0.000625323j -0.0642405+4.62512e-14j 0.00153951+0.000586736j 0.14698-0.00033566j 0.0151266-0.000505298j 0.0447487-0.000221207j 0.134293-7.08466e-05j -0.0309119-0.000221329j 0.0234854-4.17463e-05j -0.034003+7.58004e-05j -0.199511+0.000832602j -0.173047+0.000238119j -0.384723-7.97607e-05j -0.69819+0.00146568j -0.169993+0.00181466j 0.0529031+0.000695864j -0.144028-0.000471077j 0.00835341+0.000491116j 0.00775948-0.00106495j -0.0089839-0.000685101j -0.0732044+0.000516105j -0.015073+0.000500466j 0.0471487-0.000159232j -0.0671083+0.00074036j 0.0286233+0.00122645j 0.024422-0.000248358j -0.0164691-0.000237903j -0.0411308+0.001369j -0.00599571-9.33451e-05j -0.0168642+0.000178173j 0.0180907-0.000668505j 0.0135435+0.000145733j -0.0417384+0.00153568j -0.0791719+0.00149436j -0.0558731+0.000286191j 0.0535898-0.000515424j -0.00647773+0.000144118j 0.0620891-0.00128632j -0.110378+0.00194562j -0.0391355+0.000648021j 0.0225326+0.000610464j -0.00534006-0.000116491j 0.00615874+0.000125954j 0.0284434-0.000333466j 0.0139242-0.00115847j -0.0590829+0.00115668j -0.00131193+0.000514201j 0.00235327-4.30522e-06j 
0.0401616+0.000158351j -0.0164211-7.30157e-05j 0.00599204-0.000201836j -0.0292954-0.000311799j 0.0252243-0.00020639j 0.0235445-0.000143293j -0.038876-0.00064054j 0.0592027-0.000248813j -0.00595785+0.000638069j 0.0485097+0.000138342j -0.0310983-8.79883e-05j 0.0189118-3.23585e-05j 0.0563347-0.000439679j -0.0499306-0.000212603j -0.0120105-0.000114124j 0.00513435-2.16369e-05j 0.0216203-0.000327937j 0.0339843+0.00018102j 0.0690574+0.000720422j 0.0891315-0.000100621j 0.0986799+1.55475e-05j 0.0868292+0.000797035j 0.146757-0.000453814j 0.00153951-0.000586736j 0.187194+1.26823e-13j 0.118603+0.000564732j 0.0486078+0.000196264j 0.0185609+0.000734623j -0.170278+0.000525296j -0.0029081-0.000157282j 0.00780715-8.68999e-05j -0.247306-0.000133982j -0.132598+0.00081239j -0.125149+0.000434968j -0.51279+0.0012042j 0.414938-0.000998808j -0.243719-0.00033349j -0.0377053-0.000302179j 0.297805+0.000302479j 0.149364-0.000293605j -0.00998412-0.000515726j -0.0165269-0.000442894j 0.0166247+0.00105241j -0.0317329+0.000128556j 0.0198165+0.000512888j -0.0943045+0.000464396j -0.0454347-0.000259521j -0.00598207-0.000162105j -0.00520479+0.000130895j -0.0447339+0.000298114j -0.0162327+0.000498625j -0.0478837-0.000145879j 0.0234383+0.000158516j -0.0029435+0.000221695j 0.0404976+0.000201307j 0.0420441-0.000577682j 0.0767152-0.000186852j 0.101002-2.41503e-05j 0.0285213-0.000811659j 0.0489381-0.000564721j -0.0648698+0.00145967j -0.0170903+0.000888068j 0.0447367+0.000590954j -0.0104721-0.000115598j -0.00990482+0.000137742j -0.0683615+0.000608088j -0.00877669+5.5876e-05j -0.00453498+0.000623062j 0.000729048-0.000496171j 0.0295275-0.000228484j 
