0.654501+3.98336e-16j 0.546318-0.00122357j -0.164119+0.00200729j 0.141128+0.000240756j -0.0756617-0.00129319j -0.0381197+0.000224217j 0.00329995-0.000314887j 0.02278-0.000667778j 0.0582007+0.000559783j 0.00480888+0.000200041j 0.0480893+0.000136488j 0.0137105+0.0012339j 6.50799e-05+0.000481645j -0.0634063-0.000188534j -0.090061-6.61854e-05j 0.106016-0.000766748j -0.141573+0.000879483j -0.0115821-0.000397503j -0.0515518+0.000489403j 0.0378722-0.000238526j 0.0327267+4.33058e-05j 0.00133836+0.000343489j 0.0538351+0.000100994j 0.043382+0.000127825j 0.0401616-0.000158351j 0.00243319-0.000529337j -0.0132362+6.25366e-05j -0.015344-0.000188702j -0.0370347-0.000111844j 0.00445329+7.97039e-05j -0.0115093+0.000143852j 0.0110485+0.000120937j -0.0265418-7.71099e-05j -0.00463822+2.02819e-05j -0.0036406+0.000231948j 0.0285119-0.000507683j 0.0316126-0.000493702j 0.0288957+0.000573071j -0.0553437-6.72227e-05j -0.0177395+0.000393168j 0.108201+7.63481e-05j 0.0483302-0.000278591j -0.0572307+0.000499079j -0.0130793-1.18324e-05j -0.0598777-0.000160341j 0.00565505+4.46126e-05j -0.0198307-0.000386161j 0.0054559+7.47485e-05j 0.0027994+1.53351e-05j -0.0101434-0.000126025j 0.00299845-3.63929e-05j -0.0221191+9.2058e-05j -0.0259876+0.000316181j 0.0234422-5.04881e-05j 0.00596741-5.46713e-05j 0.0205129-0.000179046j 0.00845919-3.04012e-05j -0.0830143+0.000326205j 0.0141317+0.000517617j -0.0945673+9.47885e-05j 0.057721-0.000700778j 0.0428915-0.000365589j -0.017881-5.23812e-05j 0.00320574-4.79417e-05j 0.00649056-7.74468e-05j 0.0426692-0.000513938j -0.0707396+0.000118463j -0.0100491-0.000745655j -0.0490986+0.000591861j 0.0101965+0.000148267j 
0.0234422+5.04881e-05j 0.0110076+4.14684e-05j 0.0500551-5.463e-05j -0.0151642+0.000104797j 0.0302049-0.000272673j 0.00107069-2.25017e-05j -0.0122129-0.000107961j 0.0125621-0.000280323j -0.0455126+4.94508e-05j -0.0293237-0.000192961j -0.00789995+8.13277e-05j 0.00730141-3.30023e-05j 0.0147105-7.88379e-05j 0.0118282+9.01353e-05j -0.00179433-3.51682e-05j 0.00524819+5.94636e-05j 0.106398-0.000870224j 0.0493489+9.17157e-05j 0.0412767+0.000125942j 0.0552396+0.000281376j -0.0552109+5.97874e-05j -0.0122852-0.00027112j -0.0316303-0.000351459j 0.0135435-0.000145733j -0.0029435-0.000221695j -0.0438991-0.000160081j 0.0348261+0.0001148j -0.0651037-5.79464e-05j -0.0176437-0.000354516j -0.000502154-4.56051e-05j -0.00782075-0.000100097j 0.00654914+9.42316e-05j 0.0294845+0.000293752j -0.0205386+1.31592e-05j 0.0256718+0.000605647j -0.0303717+3.90093e-05j -0.0329997-0.000435304j -4.81583e-05+8.54336e-05j 0.0186454+3.10786e-05j -0.0412377-0.000322362j 0.0155264+0.00028451j -0.0119432-0.00033784j 0.0778703-0.00090859j 0.00414914-0.000283585j 0.0784393+0.000361906j 0.148075-0.000169697j 0.086875-8.38258e-05j -0.0447791-0.000129474j -0.544721-0.000363932j -0.575191-0.000311084j -0.0178715-1.72879e-05j -0.231464-0.000488821j -0.199998+0.00024497j 0.179621-7.56371e-14j 0.113397+0.000449802j 0.0397316-0.000238655j 0.0121728+0.000491567j -0.124884+0.00121089j -0.0351538+3.92963e-05j 0.0204338+0.00144775j 0.00181114-0.000621481j 0.0307424-0.00136703j 0.0587355+0.000372422j -0.0317825+0.000495013j 0.0157777+0.00011515j -0.042564-0.000264792j -0.0286217+0.000469894j 0.101055-0.00198256j 0.0767856-0.00250762j -0.00271167+0.000357417j 
0.00596741+5.46713e-05j -0.0667846-6.84803e-05j -0.082374-0.000671936j 0.0350199+0.000266159j -0.0154945+0.000139921j 0.00369052+0.000123912j -0.0104049+0.000180728j 0.0150233+0.000105466j 0.0103761+6.2733e-05j -0.000961314-5.6912e-05j -0.00357099+2.64059e-06j -0.00761679+0.000120975j -0.00393138+0.000104124j -0.017916+0.000130104j -0.024945-0.000343977j 0.0202767+2.13606e-06j 0.0437645+0.0018603j -0.170242-0.00192051j 0.0232098+0.000163307j 0.0859008+0.00137056j -0.0849495-0.000814223j -0.0597574+0.000520793j 0.0372509-0.000389381j -0.0417384-0.00153568j 0.0404976-0.000201307j -0.0399454+0.000350917j 0.0375844-0.00030298j -0.0760003+0.000250173j -0.018712+0.00137066j -0.0420912-0.000947174j 0.0144932+0.000774279j -0.0592239-0.000835094j 0.0603805-0.000609747j 0.0324992-0.000313142j -0.0280912-0.000308026j -0.0225788-0.000941564j -0.0485423+1.02275e-06j -0.0614613-1.78328e-06j 0.0267927+0.000558255j -0.0469597-0.000256381j -0.0190849+0.000120157j 0.156718+0.00124608j -0.145695+0.000257814j -0.0399912+0.000436252j -0.109607-0.000669056j 0.103841-0.000162813j 0.0420854-0.000146147j 0.0751809+3.56846e-05j -0.139758+0.000196011j 0.24437-0.000292026j 0.00883401+1.63257e-05j 0.150764+0.00054615j -0.120537-0.000450992j 0.113397-0.000449802j 0.682445+2.98404e-14j -0.221293+0.00161256j -0.0944116-7.66469e-05j 0.0503727-0.000900527j 0.0438743-0.000403906j -0.0471288-0.000182968j -0.0375885+0.000639665j -0.0698469-0.000632134j -0.0292092-5.99036e-05j 0.0082789-0.000263737j 0.00651622-0.000308914j 0.0632091-0.000686927j 0.0162955-0.00014851j -0.0164323+0.00048317j 0.0257793+0.000521017j -0.0448335+0.000500421j 
0.0205129+0.000179046j 0.00693399-9.59841e-05j 0.0241964+0.000260762j -0.0568601-0.000237542j 0.0232961-0.000112324j -0.00759535+0.000109117j -0.0332707-0.000215834j 0.0250943+0.000476318j 0.0296764+0.000192183j -0.00309468-3.89921e-05j -0.00244681-0.000107947j 0.0189282+0.000126132j -0.0208117+8.62129e-05j -0.00804543-0.000397327j -0.0309272-0.000361003j 0.0300595+0.00054315j 0.0259097-0.000158866j -0.0322936-0.000864644j 0.0233631+3.41586e-05j 0.0174335+0.00114711j 0.0220215-0.00139242j 0.0876561+0.00110193j -0.00310299+0.000163062j -0.0791719-0.00149436j 0.0420441+0.000577682j 0.11577+0.00180864j -0.000624605+0.000193447j 0.0148827+1.08083e-05j 0.0124588+0.000235989j 0.0184582+7.50068e-05j 0.0319213+0.000152378j 0.0225086-0.000289878j -0.052675-0.000447348j -0.0360001-0.000148397j -0.0260747-0.000791104j -0.0159084-0.000186967j -0.0080998+0.000396796j 0.00174768-0.000800642j 0.0671732+0.00121116j 0.068005+0.00050182j -0.0347531-0.00237777j -0.115769+0.000919955j 0.148613+0.00108536j -0.0602695+5.69036e-05j -0.104736+0.000149875j 0.399223+0.00182624j -0.210054-0.000562104j -0.195657-0.00162218j -0.311941-0.00011094j 0.26415+0.000861515j 0.00817046+9.18151e-05j 0.349223+0.00296197j -0.191383-0.00214097j 0.0397316+0.000238655j -0.221293-0.00161256j -0.0288106-2.18259e-14j -0.000465465-0.000836921j -0.140518-0.000449325j -0.0172107+0.0020995j 0.166513-0.0012077j 0.109577-0.00195652j 0.109787+0.00237042j 0.0433857-4.4532e-05j -0.0238919-0.000495728j 0.0356553-0.000187033j 0.0351401+0.00106149j -0.0478469-0.00102233j -0.043124-0.00098742j 0.0472191-0.000981611j 0.0376624-0.00136913j 
0.00845919+3.04012e-05j 0.00804153+8.81731e-05j 0.00479709+0.00039793j -0.0477555-0.000429986j -0.0137474+9.48357e-05j 0.0158075-1.78054e-05j -0.0283311-4.20223e-05j -0.0115486-4.19964e-06j -0.00246939-0.000193899j -0.00309228+7.47827e-05j 0.000480333-0.000127436j -0.00453969-0.000113156j -0.0292679+4.5196e-05j -0.00523512+1.93708e-05j 0.000980491+0.000377038j 0.0158955-7.20899e-05j -0.0347846-0.000509881j 0.0357197+0.000923036j 0.0716475+0.00215218j -0.0578351-0.000723157j 0.0438007+0.000632648j -0.0608711-0.000898592j 0.00647002+6.37316e-05j -0.0558731-0.000286191j 0.0767152+0.000186852j -0.0205462-0.000521137j 0.00329347+0.000276177j 0.0304033+0.000221811j 0.0374376+0.000111263j 0.0497855+0.000111738j 0.054781+0.000125703j -0.0341575-7.11447e-05j -0.0356826-0.000242372j 0.0353618+0.000146456j 0.0145516+0.000168712j 0.021391-0.000133527j -0.00936322-0.000344295j -0.0107351+0.000403913j 0.0340171+0.00041728j 0.0261795-0.000291498j -0.000208766+0.000170236j -0.0435592+0.000401773j 0.0140897+0.000317567j 0.00705567-0.000304126j 0.103036-0.0017173j 0.189846-0.000471087j 0.0220935+0.000186877j 0.882074+0.00188267j -0.0506528+5.06011e-06j -0.022359-0.000296923j -0.00100003-4.98592e-05j 0.070921+0.00010981j -0.00866533+0.000452779j 0.0121728-0.000491567j -0.0944116+7.66469e-05j -0.000465465+0.000836921j -0.0171464+1.44209e-14j -0.051187+1.78206e-05j 0.0281127-0.000773088j 0.0543698-0.000526274j 0.0373527-0.0003886j 0.0144245+0.000339857j 0.0222119-0.000559623j 0.0740265+0.000182745j -0.0759987+0.000826086j 0.0221557+0.000136991j -0.0200459-0.00117759j -0.034778+0.000458679j 0.000790186-8.6778e-06j 0.0149424-0.000285923j 
-0.0830143-0.000326205j -0.033203-9.68096e-05j -0.0706498-0.000932317j 0.0507304+0.000421811j 0.0114232+0.00044222j -0.00288838-4.68722e-05j 0.0185928+0.000130729j 0.00246533+2.67001e-05j 0.0382098+4.15204e-05j 0.011933+6.92847e-05j 0.0196032+7.41511e-05j 0.0298616-6.87674e-05j 0.0230117-7.99894e-05j -0.0114502+1.13571e-05j -0.0089939+6.81614e-05j -0.0227845-0.000251301j -0.0773959-0.000323068j 0.0388723-0.000317939j 0.0386038+0.00122944j 0.0204004+6.85037e-05j 0.0622958+0.00114083j 0.122201+0.000457704j 0.140345+0.000646773j 0.0535898+0.000515424j 0.101002+2.41503e-05j 0.0131578-0.00105635j 0.00827246-0.000402575j -0.0246494-8.27903e-05j -0.111166-0.000353539j 0.0526354+0.000255907j 0.00336998-9.56942e-05j 0.00582526+0.000817687j -0.0492333+0.000109053j -0.00821707+7.04869e-05j -0.00922465+0.000417604j 0.0267288-0.000285817j 0.0310675-0.000283512j 0.0668469+0.00112077j -0.101814-0.000276158j -0.00174614+0.000651944j 0.113918+0.00138532j -0.00584493-0.000849508j -0.177742+7.15599e-06j 0.231855-0.000269957j -0.0150127-0.000796661j 0.494438+0.000976135j 0.1267+0.001273j -0.114702-0.000532453j 0.211177+0.00159476j -0.266919-0.00238291j 0.00457054-9.64789e-06j 0.00601724+3.344e-05j 0.202193+0.000836027j -0.124884-0.00121089j 0.0503727+0.000900527j -0.140518+0.000449325j -0.051187-1.78206e-05j 0.071656-1.58575e-15j -0.121743+8.84402e-05j 0.128737+0.00191937j 0.108274-0.000250871j -0.122068-0.000243912j -0.0893569-0.000368294j -0.0141473+0.000858715j 0.0217169+0.000374396j 0.109257-0.000978034j -0.119106-0.00175185j -0.12756+0.00145134j 0.00773898+0.000222297j 0.0507025-0.000338903j 
0.0141317-0.000517617j 0.00813977-0.000225651j -0.0227293-7.34393e-05j -0.0468776+6.37774e-05j 0.108525-0.000161368j -0.0350469-0.000310038j 0.0552023-8.64856e-06j 0.0308545-0.000233499j -0.0368741+0.000282718j -0.0197474-7.89158e-05j -0.0284502+3.33524e-05j -0.0331107-0.000170492j -0.00213375-0.000221753j 0.00488068-0.000119209j 0.0172003+3.72046e-05j 0.0124375+0.000169272j 0.0935171-0.0012622j 0.0584372-7.43114e-05j 0.261197+0.00158868j -0.0204479-0.000590721j -0.00563398+0.000768371j 0.0309415-0.00062315j -0.00996599+0.000484711j -0.00647773-0.000144118j 0.0285213+0.000811659j -0.0665499+0.00011938j 0.034294-0.000379579j -0.00361364-8.18337e-05j 0.0481757-0.00112073j 0.0146537+0.000171915j 0.0492595+0.00143479j -0.0356652-0.000966793j 0.0272878+0.000488173j 0.0147832+0.000196888j 0.0135472+1.92361e-05j -0.0694046+6.92364e-05j 0.0166053+0.00062061j 0.0433769+7.68099e-05j 0.00317161-0.00122601j 0.06599-0.00106548j -0.00653722-0.000316464j -0.0630169+0.000405521j 0.0227169-0.000968592j 0.213425-0.000786077j -0.684165-0.00359652j -0.265777+0.00144984j -0.0785949+0.000980393j 0.083683+0.0025264j 0.050913+0.000427698j -0.121452-0.000819953j -0.00729581-8.75571e-05j 0.0809876-0.00131497j 0.00676373+0.00148573j -0.0351538-3.92963e-05j 0.0438743+0.000403906j -0.0172107-0.0020995j 0.0281127+0.000773088j -0.121743-8.84402e-05j -0.0392162-1.85832e-16j 0.125255-0.00093323j 0.0786646-0.000656272j -0.0423922+0.00040999j 0.0285813+0.00163109j 0.0160525-0.00200479j 0.0258851-0.000558059j -0.0704974+0.000290346j -0.113217+0.00336756j 0.0576543-0.00296072j 0.0874401-0.0032354j 0.0806163-0.0010466j 
-0.0945673-9.47885e-05j 0.0171491+0.000319581j 0.243418+0.000257868j 0.0931507-0.000432087j -0.00105822+0.000681903j -0.0566814-0.000307492j 0.0103606-0.000151603j -0.0139665-0.000441879j -0.00913247-0.000460036j 0.012255-5.81486e-05j -0.00707365-0.000195203j -0.0293963-0.000451228j 0.0102209-0.000208403j 0.023258+0.000507954j 0.0494241+0.000941953j -0.0271344-0.000414007j -0.234242-0.00233305j 0.201506+0.00259814j 0.0834294+0.00119813j 0.0913522-0.000857006j 0.026807-0.000128813j -0.0626262-0.000193447j -0.00220148+0.000166183j 0.0620891+0.00128632j 0.0489381+0.000564721j -0.0056099-0.00228557j 0.0459334+0.00083295j -0.012367-0.0011584j 0.0238058+0.000207213j 0.00523257+0.000171803j 0.00436607+0.00085948j -0.0418279-0.000513933j -0.0165107-0.0014205j -0.0157845-0.000288894j -0.0105291+2.11255e-05j -0.0339086-0.00122952j 0.0172638-0.000777658j -0.0224366+0.00185186j -0.0153618-0.000269615j -0.0824223+0.000634964j -0.0960678+0.000510781j 0.0921706+0.000651627j -0.00465202+0.00229692j -0.379177-0.00283342j -0.36253-0.00219649j 0.222633+0.00171289j -0.00217278-0.000654215j 0.00985868+0.00130101j -0.00924138+0.00103414j 0.01136-0.00106822j 0.000134386-7.68108e-05j -0.149593+0.00131765j 0.00366963+0.00037789j 0.0204338-0.00144775j -0.0471288+0.000182968j 0.166513+0.0012077j 0.0543698+0.000526274j 0.128737-0.00191937j 0.125255+0.00093323j -0.111041+1.30646e-16j -0.173057+0.0014523j 0.00614434+0.000651891j -0.0815258+0.00140349j 0.0104048-0.000939157j 0.0417623-0.00027666j 0.167504-0.000796931j -0.171398+0.00199669j 0.0832144-0.000503366j -0.151943+0.00439815j -0.11143+0.00192243j 
0.057721+0.000700778j 0.0398456+0.000108497j 0.152801+0.000425644j -0.0757636-0.000872862j -0.0335309-0.000404456j 0.00207738-5.33269e-05j 0.0113759-6.74141e-05j -0.00256022+8.1121e-05j 0.0180352+0.00043659j -0.0128229-4.19923e-05j 0.00583683+8.3899e-05j 0.0201387+0.000246996j -0.00887014-0.000125291j -0.00530789-0.000248039j -0.0297807-0.000458373j 0.0195715+0.00048955j 0.162258+0.00136678j 0.120251-0.0013433j -0.0612804-8.90493e-05j -0.0479553-0.000273091j 0.0167803-0.000874268j 0.0342614-0.000293379j -0.0435036-0.00138606j -0.110378-0.00194562j -0.0648698-0.00145967j 0.143811+0.00295559j -0.0338812-0.000822158j 0.0859+0.00149178j 0.0259911+0.00033402j 0.00581888-0.000126386j 0.0118508+0.000330124j 0.0141342+0.000466187j 0.033825+0.000363785j -0.0327286-0.000809738j -0.0219929-0.000662113j 0.0265958+0.000547246j 0.0304427+0.000785091j -0.103571-0.00175129j 0.0239788+0.000405518j -0.0602176-0.00129734j -0.105805-0.00211118j 0.016439+0.00119946j -0.346217-0.00210803j 0.430642+0.00459689j -0.0250423+0.000962587j 0.113552-0.000450584j -0.181953-0.00398669j 0.0148465-0.000115223j -0.0257528-0.00105345j 0.0591839+0.001666j 0.000716104+1.61938e-06j -0.0561342-0.000308348j -0.00353035-0.00107828j 0.00181114+0.000621481j -0.0375885-0.000639665j 0.109577+0.00195652j 0.0373527+0.0003886j 0.108274+0.000250871j 0.0786646+0.000656272j -0.173057-0.0014523j -0.0921634+2.40693e-16j 0.0236129-0.00238081j 0.17874+0.00220026j -0.0308946-0.000229743j 0.00839194-0.000122669j 0.132511+0.000989699j 0.046993+0.00147109j 0.196027-0.00273898j 0.156021+0.000138305j -0.198122+0.00163184j 
0.0428915+0.000365589j 0.0185302-4.49645e-05j 0.0569692-0.000583845j -0.0537799-0.00025783j -0.00463238-0.000248134j -0.0056292-0.000104756j 0.00666833-5.97843e-05j 0.00399661-6.72661e-05j 0.014119+0.000308928j -0.00950198-0.000114279j 0.00232821+0.000108219j 0.0210873+0.000171141j -0.00363337-8.12603e-05j -0.000971317-0.000104662j -0.031015-0.000428533j 0.0212367+0.000294872j 0.224489+0.00147584j 0.0531066-0.000790677j 0.00153957-0.000307673j -0.00512562-0.000259111j 0.0108419-0.00101347j 0.0277262-0.00023724j 0.0123803-0.000439512j -0.0391355-0.000648021j -0.0170903-0.000888068j 0.0228172-0.0003019j -0.0200837-0.000634805j 0.012626-5.56871e-05j 0.00334006+0.000288387j 0.00216158+7.35241e-05j 0.0101619+0.000189973j 0.00973425+0.000385983j -0.00130204-4.05994e-05j -0.0186208-0.000300225j -0.0125571-0.000219354j 0.0119709-0.000209216j 0.0192764-7.17584e-05j -0.0290495-6.55633e-05j -0.0192742+8.24821e-05j -0.0199293-0.000546988j -0.0116892-0.000451597j -0.0457016-0.000788172j -0.195864-0.00209559j 0.00816582+0.0002497j -0.0625211-0.000265424j 0.0914884-0.000640715j 0.185022-0.00146115j -0.0106722+0.000166557j -0.0711804+0.000131602j 0.120772-0.000881598j 0.00255008-1.94045e-05j -0.0225475-0.00211328j -0.0671398+0.000371161j 0.0307424+0.00136703j -0.0698469+0.000632134j 0.109787-0.00237042j 0.0144245-0.000339857j -0.122068+0.000243912j -0.0423922-0.00040999j 0.00614434-0.000651891j 0.0236129+0.00238081j -0.43737-2.50125e-16j -0.000942322-0.00166481j 0.010617+0.000342734j -0.0323538-0.000274929j -0.261426-0.0004433j 0.139758+0.00171021j 0.052598+0.00470007j -0.450219+0.00558635j 0.0899296+0.00402333j 
-0.017881+5.23812e-05j 0.00267827+6.16684e-05j 0.0704118-0.000216283j -0.0125762-9.76083e-05j 0.0237182+0.000142802j -0.00901448-0.000157278j 0.0195398-3.90169e-05j 0.0132178-0.000145767j -0.0130519+3.56289e-05j 0.00814133-9.95402e-06j -0.0116187+6.51901e-05j 0.00468247-8.65451e-05j 0.0211715-0.000131979j -0.00152634+0.000121705j 0.0202602+0.000118689j -0.00884728-0.000101073j 0.0675649-0.00127342j 0.0392641-0.000121039j 0.0631309+0.000319798j 0.0500104-0.000712601j 0.0252584-0.000404494j 0.0094875-9.05734e-05j 0.0462734-0.000753468j 0.0225326-0.000610464j 0.0447367-0.000590954j 0.0566858-0.000228611j 0.0249531-0.000192797j -0.00158762+0.000170963j -0.044972+0.000511927j -0.0095439+0.000122221j 0.00152709+0.000532169j -0.0401784+0.000226826j -0.00803886-0.00017835j -0.0175964-0.00010363j -0.035934+0.00020282j 0.0436448-0.00100884j 0.077644-0.00099143j -0.00401795+8.35085e-05j -0.0739435+0.000934958j -0.057901+0.000409517j -0.0187293-0.000483092j 0.0592957+9.96753e-05j 0.131427-0.00119577j 0.0659608-0.000242254j -0.0954638-0.00201239j -0.0907035-0.000527024j 0.14568-0.00379698j 0.0125561+0.000528333j -0.0150106+0.000249736j -0.0054174+0.000122053j -0.00178947-4.6954e-05j -0.049103+0.000699036j -0.0783224-8.0425e-05j 0.0587355-0.000372422j -0.0292092+5.99036e-05j 0.0433857+4.4532e-05j 0.0222119+0.000559623j -0.0893569+0.000368294j 0.0285813-0.00163109j -0.0815258-0.00140349j 0.17874-0.00220026j -0.000942322+0.00166481j 0.182689+1.21951e-15j -0.0412361-0.00041725j 0.141047+0.000331165j 0.368041-0.00573598j 0.359225-0.00597665j -0.46782+0.0077143j -0.0882883+0.00652091j -0.128856+0.00214545j 
0.00320574+4.79417e-05j -0.000923401+2.29527e-05j -0.0166097+9.00994e-05j -0.0041598-3.3737e-05j -0.0180987-4.16223e-06j 0.0159799+9.0314e-05j -0.0124752-1.16482e-05j -0.0105602+5.08107e-05j -0.000831397-8.74014e-05j -0.00365353-2.18752e-05j 0.00640301-2.48603e-05j 0.0073494-3.21241e-05j -0.00192155-6.736e-06j 0.000827728+3.33479e-06j -0.00226672-9.04663e-06j 0.000810332+3.6416e-05j -0.0227452+0.000246039j -0.00709427+0.000194438j -0.0174949+0.000177752j -0.0151828+3.25569e-05j -0.00618069+3.62141e-05j -0.000543323-4.46369e-05j -0.00243423+8.16494e-05j -0.00534006+0.000116491j -0.0104721+0.000115598j -0.00775305-0.000101797j -0.00577738+0.000144029j -0.00230631+1.87698e-05j -0.00130238+1.90988e-05j -0.0101724-6.67136e-05j -0.00257691-0.000104875j 0.00455765-0.000207874j -0.00553141+9.09271e-05j 0.00141115+0.000156111j 0.00128227+3.2408e-06j -0.00209695+1.59822e-05j -0.014902+2.91797e-05j 0.00554925+1.39195e-05j 0.0111854-4.51642e-05j 0.00761177+2.76645e-05j 0.00211585-7.83772e-05j -0.00772028-0.000137478j -0.0279902+0.000369243j -0.0158-6.6718e-05j 0.0376884+0.00053488j 0.0393678+0.000680381j -0.0204955+0.000951814j 0.0730452+0.000257924j 0.0602768+0.00117485j -0.0109897-0.000788659j -0.00543494-2.45185e-05j -0.00562992-0.000556122j -0.040298-0.000626709j -0.0317825-0.000495013j 0.0082789+0.000263737j -0.0238919+0.000495728j 0.0740265-0.000182745j -0.0141473-0.000858715j 0.0160525+0.00200479j 0.0104048+0.000939157j -0.0308946+0.000229743j 0.010617-0.000342734j -0.0412361+0.00041725j 0.0814806-2.11311e-15j 0.912162-0.00160751j -0.13809+0.0011194j 0.0857507+0.000830125j 0.0708614-0.0011726j 0.0240534-0.00131529j 0.0259994-0.000510615j 
0.00649056+7.74468e-05j 0.00206281-7.75128e-06j 0.00495018-8.8645e-05j -0.0014505-8.27662e-06j 0.00717977-0.000162094j -0.00089151+0.000105333j 0.00345775-8.7494e-05j 0.00877547-4.0711e-05j -0.00102362+8.73717e-05j 0.0101686-1.09897e-05j -0.00487892+7.93128e-05j 0.010652+4.42606e-05j 0.00944286-8.31351e-05j -0.00581916-2.21203e-05j 0.00242226-0.000120635j -0.00339417+3.49791e-05j 0.0338468-3.34188e-05j -0.00247735-0.000352397j -0.00182979-0.00061491j 0.00449349-2.28813e-05j 0.00252667-2.8712e-05j 0.00682313+0.000105637j -0.00432761-8.7708e-05j 0.00615874-0.000125954j -0.00990482-0.000137742j 0.00834473+0.000379239j 0.00318228-0.000146348j -0.000899447+4.77901e-05j -0.00199517-0.000168708j -0.0150771+3.58454e-05j -0.0149778-8.59718e-05j 0.007624+0.000243436j 0.0077281+4.81832e-05j -0.00416071-0.000100854j 0.000352189+3.20257e-05j 0.00632731+0.00019522j 0.00430994-5.41234e-05j -0.000716357-0.000220599j 0.00402513+8.01877e-05j 0.00261146-0.000104065j 0.00556694+0.000175029j -0.00572028+4.81938e-05j 0.0197702-0.000509984j 0.0209555+0.000481062j 0.0312181+0.00310702j -0.0264934+0.000682278j 0.014255+0.000117686j -0.0866707-0.000680881j -0.0558857-0.000681193j 0.003299-0.000278489j 0.0059369+6.55049e-05j 0.00294014-0.000289803j 0.0621426+0.00170055j 0.0157777-0.00011515j 0.00651622+0.000308914j 0.0356553+0.000187033j -0.0759987-0.000826086j 0.0217169-0.000374396j 0.0258851+0.000558059j 0.0417623+0.00027666j 0.00839194+0.000122669j -0.0323538+0.000274929j 0.141047-0.000331165j 0.912162+0.00160751j -0.0378629-8.21153e-15j 0.0875013-0.000323018j -0.105894-0.000304237j -0.0106233-1.14648e-06j -0.021634+0.000697345j -0.0131522+0.00044747j 
0.0426692+0.000513938j 0.0194972+0.000164894j 0.085394+0.000786796j -0.0138779-0.000239993j -0.0379802-0.000494551j 0.00887439+0.000152385j -0.00498752-2.73224e-05j -0.00234771+1.15047e-05j -0.00635983-1.00385e-05j -0.00860907-0.000113234j 0.00029865+2.30362e-05j -0.000669715+0.000146914j -0.00854165-2.32471e-05j 0.00108308-4.84072e-05j -0.0196136-0.000371937j 0.0175865+0.000290985j 0.0799371+0.00190681j 0.00220367+0.000267251j -0.0612039-0.00147579j -0.0211934-0.000356656j -0.0566092-0.000634067j -0.0988492-0.000856517j -0.122894-0.00117381j 0.0284434+0.000333466j -0.0683615-0.000608088j 0.0482159+0.0010905j 0.0257227+0.000422686j 0.0500229+0.000499328j 0.0568583+0.000157448j -0.0181483-0.00021276j -0.0402154-0.000568528j -0.0031214-0.000320196j 0.0367039+0.000600701j -0.00454725-7.86452e-05j 0.020763+7.58217e-05j 0.0373285+0.000834523j -0.00215921+0.000227466j -0.096998-0.00152913j -0.00595322-0.000356379j -0.0525926-0.00124547j -0.0235174-0.000488962j -0.0286453-3.38285e-06j -0.0642891-0.00204246j -0.190539-0.00058388j 0.0980102+0.00111636j -0.0797416-2.53019e-05j -0.10742-0.000197432j 0.0143684+0.000131228j 0.0247327+0.000410664j -0.0214332-0.00087897j -0.00261584-5.50602e-06j 0.00110657-0.00167349j 0.0254001+0.000809662j -0.042564+0.000264792j 0.0632091+0.000686927j 0.0351401-0.00106149j 0.0221557-0.000136991j 0.109257+0.000978034j -0.0704974-0.000290346j 0.167504+0.000796931j 0.132511-0.000989699j -0.261426+0.0004433j 0.368041+0.00573598j -0.13809-0.0011194j 0.0875013+0.000323018j 0.250486-9.58435e-17j -0.289997-0.000898666j -0.00401923-0.000307662j 0.0243003-0.0022756j 0.318659-0.00111845j 
-0.0707396-0.000118463j -0.0176001+0.000106867j 0.0370028-6.33346e-06j 0.0704029+0.000203944j -0.0383136+0.000512547j -0.0498961-0.000336174j -0.00187855+0.000327711j -0.035305-1.19752e-06j 0.0547103-0.000199357j 0.0159898+7.5485e-05j 0.0229318-7.15961e-05j 0.0185337+2.98816e-05j 0.010635+0.000247345j 0.00569185+0.000144066j 0.00398818+0.000251765j -0.0267388-0.000260212j -0.173018+0.0012617j 0.00584859+0.00105843j -0.0850824+0.000201034j -0.000920671-0.000156737j -0.0476196+0.000370291j -0.0124535-0.000251457j 0.00481141-2.04979e-06j 0.0139242+0.00115847j -0.00877669-5.5876e-05j 0.0527484-0.0010447j -0.0096225+0.000432213j -0.0266479-0.00038832j -0.0575035+0.000263533j 0.000357998-2.92289e-05j 0.030362+5.01016e-05j -0.00870835-0.000104275j -0.0508627-0.000450437j -0.053249-0.0002189j -0.0364816+3.66348e-05j 0.0229677-0.000246106j 0.0281252+0.000140344j -0.0120094+0.000761469j -0.0742062-0.00069604j -0.102187-9.00996e-05j -0.0205717+0.00055298j 0.0757474+0.000737541j -0.175952+0.00142031j -0.201625-0.00144957j -0.155372-0.0054475j 0.11765-2.04308e-05j -0.11693+0.000543285j 0.00998879+0.000596188j 0.0570542+0.000204635j -0.0891265-0.000313817j -0.00018-5.01272e-05j 0.000916852+0.000146215j 0.0720798+0.000356498j -0.0286217-0.000469894j 0.0162955+0.00014851j -0.0478469+0.00102233j -0.0200459+0.00117759j -0.119106+0.00175185j -0.113217-0.00336756j -0.171398-0.00199669j 0.046993-0.00147109j 0.139758-0.00171021j 0.359225+0.00597665j 0.0857507-0.000830125j -0.105894+0.000304237j -0.289997+0.000898666j 0.373004+2.10552e-16j -0.0341444+0.0016305j 0.132842-0.0043054j 0.225357-0.00339903j 
