0.00808953+2.16493e-15j 0.0591227+0.0360918j 0.0209591+0.0723308j 0.00575325+0.103857j -0.00956596-0.0749264j -8.04192e-05+0.0573575j 0.0555349-0.0509778j 0.154445-0.110811j -0.107626+0.0923016j -0.0675475-0.0073338j -0.080916+0.0705181j 0.186183-0.163508j -0.0438808-0.116038j -0.0941579-0.108238j -0.052379-0.0359117j -0.230994-0.0789561j -0.187173+0.0373415j -0.279928+0.0585415j -0.0458937-0.0830286j -0.137689+0.0842328j -0.0812874+0.102149j 0.0180121-0.23615j 0.0886178-0.0395194j -0.121335-0.0629999j 0.162788-0.0539297j 0.0186034-0.0246922j -0.0890064+0.47871j -0.647177-0.266778j 0.0847695-0.0710656j 0.862053-0.289917j -0.191768-0.162951j 0.161341-0.0978438j -0.058822-0.0386499j 0.090517+0.224198j 0.110444+0.0816365j -0.164803-0.172601j 0.0149755-0.0126872j -0.0840669+0.0384078j 0.16843+0.099043j -0.0177635+0.157876j 0.0689705+0.0982241j 0.0932292-0.193278j 0.118813-0.204874j -0.0296863-0.0792415j -0.0487475-0.107705j -0.0351288-0.244396j -0.0821962-0.132327j -0.144183-0.33922j 0.469557+0.208257j -0.0272106+0.0392632j 0.291347+0.0351704j 0.169509-0.0930049j 0.304171+0.0589612j -0.132629+0.487049j 0.12059-0.181862j 0.161734-0.162j 0.0247408+0.587472j 0.210592+0.326366j 0.233276+0.199488j 0.425765+0.130501j 0.330828-0.457697j 0.166637-0.0351576j 0.0184613+0.575222j 0.428823+0.136431j 0.554462+0.514993j -0.105375+0.593873j -0.292418+0.630837j 1.23203+0.495309j 0.710134+0.542692j 
0.186183+0.163508j 0.0190463+0.205456j -0.0414229+0.031939j 0.06399-0.0811715j 0.0283043-0.188923j 0.123184-0.0664107j 0.177095-0.0429925j -0.256155-0.315826j 0.110347+0.297229j -0.0498966+0.0135923j -0.0403546-0.104657j -0.350852-7.35523e-16j 0.0403222-0.038369j 0.29757-0.0475313j -0.124205+0.0662118j 0.00304903+0.296547j 0.268007+0.191689j -0.717663-0.15275j 0.762165+0.19755j 0.162026-0.192331j 0.0826266-0.0945015j -0.266573-0.0442851j -0.355866-0.313093j 0.511087+0.155234j -0.508027+0.0834761j 0.49115+0.0487076j -0.14753+0.151433j 0.106922+0.272811j 0.0276962+0.291394j -0.377195+0.0526867j 0.328072-0.284449j 0.0754371+0.0912875j -0.1505+0.256862j -0.227936+0.133507j 0.032855+0.0571811j 0.0684248-0.148422j 0.231862-0.597941j -0.144174+0.350818j 0.238666-0.378642j 0.323098+0.402393j -0.176207-0.478382j -0.206754-0.210438j -0.427228-0.223636j -0.0477123-0.0989946j -0.126625+0.282365j -0.429466+0.176414j 0.606658+0.213691j -0.611113+0.324525j 0.343477-0.0867007j 0.382104+0.279747j 0.27667+0.0461144j -0.526979-0.371481j 0.194298-0.3617j -1.36734-0.25109j 0.153827-0.0341148j 0.0394905+0.0530806j 0.130093-0.250893j -0.691051+0.243942j 0.36405-0.208239j -0.354537-0.878045j -0.011495-0.652779j -0.122146+0.69658j -0.0415016-0.0859643j 0.863726-0.0237196j -0.0132672-0.233382j -0.492581+0.193448j -0.074645-0.139961j -0.202177-0.253404j 0.209578-0.4311j 
-0.0438808+0.116038j 0.167864+0.13118j 0.072968-0.0136072j 0.000311565+0.206102j 0.00396939+0.222538j 0.185135-0.0560671j -0.0572231-0.00381694j -0.0393618+0.277092j -0.0991708+0.0146929j 0.213755-0.194313j -0.188871-0.183355j 0.0403222+0.038369j -0.554925+2.72005e-15j 0.354843+0.0139995j 0.101194-0.386703j 0.0363158-0.101067j 0.466737+0.131086j 0.160758+0.282756j 0.246926+0.341025j -0.336277+0.20339j 0.157122+0.298696j 0.0360229+0.299793j 0.124682-0.446773j -0.188404-0.329921j -0.323175+0.0834353j -0.474043-0.315803j 0.0968127+0.0891311j -0.103377-0.280132j -0.126844-0.195738j -0.243729+0.0105653j 0.0898944-0.292993j -0.0782658-0.161831j 0.429654-0.315436j -0.0828373-0.025858j 0.288229+0.0245168j 0.0689441-0.300977j 0.0350733+0.0224067j 0.449416+0.00954037j 0.0683324+0.187995j -0.40471-0.575144j 0.107002-0.280623j -0.564068-0.212456j 0.149038+0.185356j -1.06777+0.568713j 0.231627-0.331203j 0.367169-0.0322363j 0.0424061-0.0977809j -0.228241+0.136766j -0.237472-0.319377j 0.30034+0.26368j 0.72374-0.542105j 0.380761-0.172087j -0.0775314+0.518891j -0.925856-0.435483j -0.503396+1.07136j 0.745099+0.0855396j 1.12702-0.072454j 0.0822988-0.230984j 0.518106-0.148485j -0.245959+0.34767j -0.542864+0.201504j -0.10727+0.00344056j -0.0644524-0.687624j -0.31621-0.0179175j 0.577367+0.0303562j -0.0996178+0.267242j -0.203871+0.244582j 0.436567-0.0362505j 0.00598469-0.3281j 
-0.0941579+0.108238j 0.140082+0.165035j -0.0304156+0.0961561j -0.0219728+0.084677j -0.0393711+0.251162j 0.0947912+0.207598j -0.150512+0.0855648j -0.00104159-0.116341j 0.565564-0.260248j -0.0995885-0.241527j -0.0421148-0.134896j 0.29757+0.0475313j 0.354843-0.0139995j 0.205387+3.18634e-14j -0.402117-0.0335705j 0.0873937+0.83058j -0.0907954-0.415258j 0.0182189+0.409792j -0.0488857+0.179316j 0.427192+0.150776j -0.440339+0.132109j 0.675292+0.345248j 0.592632-0.168827j 0.214933+0.029511j -0.00153411+0.28992j -0.207718+0.133043j 0.143594-0.0203854j 0.0228206-0.00162063j -0.0507518-0.224018j -0.283451-0.147369j 0.185189-0.321376j 0.250863-0.189009j 0.186761-0.102369j 0.305301-0.147431j -0.311559+0.269634j -0.0849392-0.2542j 0.162071+0.0493474j -0.0447809-0.0625426j -0.810212-0.271051j -0.0120537+0.136882j 0.463618-0.125433j -0.272258+0.603809j -0.141684-0.156209j 0.267822+0.743905j 0.346467+0.125537j 0.1512+0.84607j 0.538186+0.186753j 0.0123506+0.538036j 0.759282-0.696919j -0.222961+0.415406j -0.0964207+0.457933j 0.390631+0.836865j -0.0918459-0.323605j 0.507288+0.30643j 0.242572+0.202679j 0.0289313-1.03984j -0.638306-0.287996j -0.0202019+0.370286j -1.09242-0.419437j 0.531946-0.144585j -0.550947-0.0140491j 0.103264-0.301217j 0.000520714-0.372617j 0.229964-0.0587467j -0.333343-0.180471j -0.0890438+0.0233148j -0.240216+0.193968j 0.112052-0.0576824j 0.292846-0.342065j 
-0.052379+0.0359117j 0.0283949-0.00508011j -0.0524844-0.00284707j 0.0502393+0.125656j -0.033619-0.0550692j -0.161376+0.0191999j -0.074619+0.10482j -0.12004+0.209701j 0.127126+0.372469j -0.0743813+0.159354j -0.0559438-0.0124899j -0.124205-0.0662118j 0.101194+0.386703j -0.402117+0.0335705j 1.45701-2.34233e-13j -0.581198-0.280908j 0.255218-0.381643j -0.0519161+0.0818919j 0.000878183+0.0269677j -0.339032+0.440683j -0.223156+0.0411709j 0.0821085+0.329573j -0.117781+0.11942j 0.109134+0.0915942j -0.00951011-0.0297691j -0.130181+0.199925j -0.0867384-0.101933j 0.0463942-0.0383854j -0.080291-0.11203j -0.0391111-0.0432729j -0.027741+0.0232903j 0.0307031+0.0345589j -0.0203676-0.113769j -0.0273038+0.282855j -0.276099-0.101632j 0.0699046+0.0371792j 0.0603748+0.138026j 0.085191-0.313679j 0.115821-0.585731j 0.366278-0.145241j -0.136982-0.135458j -0.351617+0.687659j -0.375064-0.213911j 0.403437+0.128265j -0.105878+0.0708505j 1.78026-0.453607j -0.188559+0.154522j -1.46895-0.365303j -0.0565948+0.12883j 0.279953-0.0974379j 1.90861-0.199692j 0.357743+0.12403j -1.32281-0.26477j -0.0738954-0.124523j -0.547033+0.244943j 0.273293-0.239061j -0.282417-0.794249j 0.000572335+0.140408j -0.16994+0.069315j -0.110412+0.728859j -0.00527009-0.324189j 0.0785805-0.0942434j -0.0441761+0.044309j 0.235917-0.0652579j 0.0354784-0.227336j 0.0112482-0.134736j 0.112256+0.021231j 0.0179297+0.0653637j 0.063148-0.053201j 
-0.230994+0.0789561j 0.0791674+0.0568318j 0.0644741-0.0729457j 0.0946251+0.0952472j -0.0753154-0.197658j -0.0336397+0.179839j -0.436004-0.111339j -0.385095+0.154119j -0.219526+0.259676j -0.404076-0.146584j -0.0600363+0.132432j 0.00304903-0.296547j 0.0363158+0.101067j 0.0873937-0.83058j -0.581198+0.280908j 0.699452+3.94684e-14j 0.215565+0.0962938j 0.304672-0.113047j -0.0884833-0.330749j -0.651685-0.396688j -0.385431+0.0733053j -0.0901688-0.273964j 0.224916-0.00403302j -0.0649031+0.287769j -0.0862528-0.204552j -0.0664031+0.0918938j -0.0432796-0.329069j 0.248886-0.267889j -0.184383-0.445017j -0.0575891-0.118757j 0.023399+0.13106j -0.254146-0.193988j 0.0642197+0.043301j -0.193084+0.206808j -0.29041-0.184684j 0.0748515-0.457428j 0.0907377+0.174537j 0.467449+0.181689j 0.406057+0.42503j 1.02175-0.289151j -0.0682114-0.314031j -0.360537+0.284201j -0.169754-0.802455j -0.255214+0.087786j 0.263876-0.203069j -0.134184-0.487853j -0.152662+0.565189j 0.190639+0.440128j 0.782981+0.720676j -0.284141-0.507491j -0.238357+0.419111j -0.605815-0.0559526j -0.0437471+1.13251j 0.453249+0.0326433j -0.15878+0.722414j -0.0466588-0.14979j -0.220373-0.549546j 0.589168+0.207005j 0.00442952+0.174616j -0.925911+0.221209j 0.0296574+0.0916982j 0.148562+0.0850666j 0.107131-0.209042j 0.141907+0.273745j 0.291709+0.139981j -0.193454-0.0745227j 0.230909+0.326654j 0.217896+0.422788j 0.099837-0.152567j 
-0.187173-0.0373415j -0.048832+0.230584j 0.193162-0.103771j 0.252927-0.13894j -0.243319+0.0597132j 0.20669+0.0785606j 0.0232423-0.33259j 0.06449+0.205378j 0.191309+0.195123j 0.331267-0.239418j -0.33721+0.225558j 0.268007-0.191689j 0.466737-0.131086j -0.0907954+0.415258j 0.255218+0.381643j 0.215565-0.0962938j -0.915782-5.01404e-14j -0.0355457-0.168513j 0.254614-0.266189j 0.0288633-0.113161j 0.418425+0.0582268j -0.0671823+0.328364j 0.108503+0.0613861j -0.21073-0.128793j -0.0568177-0.262814j -0.139007+0.215215j 0.129969-0.0111697j 0.214065-0.123978j 0.125195-0.272419j -0.0216287-0.121836j 0.363659+0.0695358j -0.232347-0.268551j 0.146315+0.185066j 0.478432+0.0173208j 0.411233-0.0363947j 0.0432377-0.694423j -0.0154173+0.000104261j 0.500634+0.199957j -0.12284-0.249862j -0.59367-0.10246j 0.10797+0.289617j 1.08352-0.0901075j -0.621346+0.364726j 0.828719+0.930188j -0.952703+0.660272j 0.269805+0.717318j -0.361047-0.121132j -0.867558-0.244217j -0.165636+0.316524j 0.167032-0.228583j 0.315226+0.0512957j 0.220981-0.11841j -0.289596-0.147365j 0.328327+0.519359j 1.16569+0.414359j -0.228933+0.235265j -0.77151+0.20327j 0.0472725+0.235343j 0.514027-0.567339j 0.0607597-0.102542j -0.348432-0.0343221j -0.0624563+0.00928078j -0.124949-0.320511j -0.388213-0.0918388j -0.0326942+0.0214907j -0.354323-0.267218j -0.156729+0.206456j 0.0921569+0.292679j 0.164265-0.0920051j 
-0.279928-0.0585415j 0.107865-0.174877j -0.179855-0.170323j -0.336157+0.0492999j -0.247944-0.0460654j -0.321063+0.303506j 0.0973753-0.0549691j 0.240904-0.158406j -0.103798-0.174386j -0.0172756-0.00382206j -0.72122+0.0211085j -0.717663+0.15275j 0.160758-0.282756j 0.0182189-0.409792j -0.0519161-0.0818919j 0.304672+0.113047j -0.0355457+0.168513j -0.647193-3.88439e-14j 0.124229-0.232191j 0.0863516+0.413643j -0.296742+0.347063j 0.216933-0.385095j 0.103412-0.0182173j -0.345087-0.21423j 0.0682193+0.367558j -0.126182-0.153911j -0.107964-0.00455138j 0.0977709-0.189915j -0.139743-0.532459j 0.179819-0.135532j -0.346666+0.301547j -0.0512673+0.0866867j 0.357079+0.259848j 0.113073+0.250681j -0.867392+0.0092082j 0.155477-0.0343356j -0.191045-0.850161j -0.0271034-0.499372j -0.18356+0.86763j -0.508967-0.0794503j -0.539084-0.272735j 0.163609+0.300061j 0.0267879+0.34184j -0.0191621-0.0216917j -1.41028+0.229689j -0.266828-0.236427j 0.234651-0.446542j -0.489562-0.0875412j 0.461757-0.00253252j 0.394418-0.148043j 0.486442+0.327102j -0.635638+0.159509j 0.491233+0.35961j -0.146004-0.270161j 0.0409667-0.0573415j 0.411421-0.195949j -0.323975+0.325882j -0.25443+0.420866j -0.433465+0.425529j 0.371757+0.374514j 0.164591+0.42962j 0.155923+0.646939j -0.0045871-0.17099j -0.0607414-0.0403736j -0.196165-0.20989j 0.166328+0.282545j 0.05279-0.00337085j 0.201271+0.231421j 0.0152494+0.202875j 
-0.0458937+0.0830286j 0.090038+0.144799j -0.260918-0.0296364j 0.105357-0.210065j -0.090794-0.136015j -0.0783888-0.0293306j 0.171877+0.148916j 0.00681127-0.283833j 0.0949186-0.173935j -0.0823651+0.233414j 0.372442-0.109634j 0.762165-0.19755j 0.246926-0.341025j -0.0488857-0.179316j 0.000878183-0.0269677j -0.0884833+0.330749j 0.254614+0.266189j 0.124229+0.232191j 0.17189-2.5091e-14j -0.142654+0.315709j -0.19054-0.140134j -0.286096-0.273719j -0.186413+0.309894j -0.0800107-0.145632j -0.10121-0.0795578j -0.280993-0.182583j 0.229156-0.233644j -0.102074+0.210033j 0.0217476-0.152286j -0.0324111-0.104862j 0.184727-0.0859476j 0.411668+0.56906j -0.073863+0.309488j -0.419642+0.182841j -0.16542-0.0258904j 0.283059-0.389586j -0.402002-0.0392005j -0.0196871+0.138112j 0.693697-0.0102341j -0.178392+0.499645j 1.00375-0.351373j -0.62842+0.639486j -0.851928+0.831455j -0.121953+0.453719j 1.34273-0.00954021j -0.0430993-0.0784247j 0.205591-0.337051j -0.160965-0.636168j 0.25957+0.226555j -1.20079+0.181053j 0.0778134+0.0617684j -0.549298-0.179276j 0.105231+0.519667j 0.108562+0.0713537j -0.57588+0.119051j 0.206952-0.236572j -0.00420845+0.545753j 0.545884-0.135974j 0.0839927+0.309092j 0.0997516+0.212175j 0.0200883+0.308793j -0.197276+0.0433362j 0.114102+0.466778j -0.0875768-0.219872j 0.353209-0.338996j 0.17009+0.187172j -0.108202+0.40162j 0.141091-0.024934j 0.317583+0.219657j 
-0.137689-0.0842328j -0.0403784+0.0586273j 0.303839-0.0673193j 0.131002-0.154503j -0.0186407-0.193129j 0.421564+0.45234j -0.0632558-0.159253j 0.340531+0.117756j 0.257842-0.622213j -0.321378-0.156348j 0.0797273-0.127925j 0.162026+0.192331j -0.336277-0.20339j 0.427192-0.150776j -0.339032-0.440683j -0.651685+0.396688j 0.0288633+0.113161j 0.0863516-0.413643j -0.142654-0.315709j -0.0611993-3.66374e-15j 0.111251+0.334981j -0.176433-0.0624355j 0.00407048-0.119795j 0.231828-0.0959281j -0.0233149+0.0858055j -0.179001-0.0712023j -0.188759+0.0434127j 0.10956-0.0869334j 0.0205962-0.123519j 0.14438-0.044522j 0.0521258+0.197641j -0.211846-0.123479j -0.544384+0.124201j 0.315338+0.212305j 0.104338-0.148729j 0.0501593-0.7512j 0.357214-0.424437j -0.935654-0.385299j 1.12674+0.0260821j -0.121837-0.253894j -0.54423+0.401622j -0.259237+1.01776j 0.423285+0.31774j -0.10929+0.35383j -0.055581-0.385668j 0.685285+0.534658j -0.400413+0.133575j -0.774932+0.14522j 0.0158569-0.269636j -0.480231-0.0213984j -0.397255+0.0936453j 1.34007+0.250961j -0.00250399+0.700796j -0.0722317+0.524941j 0.191092-0.290777j 0.23248-0.222275j -0.299476+0.0935943j 0.0163688+0.0214294j 0.136421+0.105508j 0.214598+0.0518736j 0.270546+0.153243j 0.0333329-0.187278j 0.0598489-0.425947j 0.343062-0.381084j 0.0231905-0.233519j 0.118097-0.0658436j 0.0375249-0.143361j 0.0956109+0.129899j 0.0155771+0.112705j 
-0.0812874-0.102149j -0.121804+0.172209j 0.235449-0.0170253j 0.0990385+0.163471j 0.015294+0.0600006j -0.131866+0.346445j -0.469238+0.435157j -0.252602-0.35809j 0.0886197-0.00194606j 0.205703-0.498011j 0.0638416-0.203134j 0.0826266+0.0945015j 0.157122-0.298696j -0.440339-0.132109j -0.223156-0.0411709j -0.385431-0.0733053j 0.418425-0.0582268j -0.296742-0.347063j -0.19054+0.140134j 0.111251-0.334981j 0.10782+2.67009e-14j 0.0103129+0.125571j 0.0610503-0.264989j 0.00945038+0.106081j 0.167786-0.220294j -0.0208254-0.0504803j 0.134967+0.0158946j 0.136837-0.0312087j 0.231486-0.148832j 0.0134249-0.0683961j 0.226395+0.0627101j -0.240961-0.270341j 0.065861-0.15889j -0.0249813+0.0487592j -0.448397+0.22615j -0.0558198-0.247888j -0.15831+1.10399j 0.278464+0.300104j 0.202172+0.183618j -0.181851+0.278364j 0.167996+0.0153139j -0.371947+0.16964j -0.784152+0.565795j -0.00852156-1.12057j -1.00889+0.19721j -0.472654-0.249296j 1.13106-1.10267j -0.290163+0.771813j 0.307713+0.514922j -0.207841+0.140947j 0.32619-0.384863j 0.129737+0.331306j 0.255436-0.038625j -0.0743636+0.242835j 0.341876-0.0279746j 0.541442-0.151575j -0.171258-0.453645j -0.360194-0.415747j 0.26888-0.0893608j -0.264834-0.144088j 0.0766024-0.0416677j 0.0609399+0.0100451j -0.208814-0.213023j 0.139227+0.0473212j 0.156714+0.433152j -0.147106-0.16517j -0.158345+0.146875j -0.0027394+0.205597j 0.0916585-0.00200177j 
0.0180121+0.23615j 0.298975-0.208188j -0.316892+0.0887693j 0.110147-0.415535j -0.09286-0.446908j 0.135159+0.500795j 0.0209802-0.156697j -0.133791+0.361109j 0.290726-0.0844853j 0.762567+0.287744j -0.0727528-0.271719j -0.266573+0.0442851j 0.0360229-0.299793j 0.675292-0.345248j 0.0821085-0.329573j -0.0901688+0.273964j -0.0671823-0.328364j 0.216933+0.385095j -0.286096+0.273719j -0.176433+0.0624355j 0.0103129-0.125571j -0.0328542-5.55112e-17j -0.190642-0.0398554j -0.134557-0.0209115j 0.191434+0.184143j 0.0172417+0.160347j -0.12092-0.383198j -0.0495867-0.122478j -0.675625+0.0198435j -0.099001+0.107556j -0.398667-0.193003j 0.266131+0.386841j -0.571969+0.429103j 0.236455-0.460352j -0.0830668-0.327698j -0.269481-0.589948j -0.598894+0.215585j 0.507149-0.376276j -0.532317-0.612573j -0.0437895+0.468151j 0.178293-0.187899j 0.899524+0.246459j 0.241372-0.14586j 0.298055+0.109577j -0.230983+0.0905155j -0.67972+0.817081j 1.05025+0.237022j -0.361165-0.775177j -0.694688+0.591599j 1.01783-0.122893j -0.512118+0.165729j -0.0777797-0.206302j -0.125896+0.478358j -0.00898923-0.00742988j -0.483533-0.325951j -0.32618-0.364002j 0.12526-0.028307j 0.356724-0.453465j -0.127644-0.163328j 0.0489793+0.0576481j -0.083062-0.337319j -0.0326804-0.00282132j -0.118356+0.124928j -0.218965+0.100783j 0.0607769-0.0184937j 0.36886-0.115151j 0.601261+0.0365017j 0.0913027-0.0605794j -0.191545-0.147464j 
0.0886178+0.0395194j -0.149812+0.201141j 0.274541+0.249873j 0.381387-0.445087j -0.340941+0.140658j -0.274064+0.375585j 0.0402434+0.26081j -0.0852146-0.700214j -0.448101-0.516376j 0.134008-0.381657j 0.118909+0.143285j -0.355866+0.313093j 0.124682+0.446773j 0.592632+0.168827j -0.117781-0.11942j 0.224916+0.00403302j 0.108503-0.0613861j 0.103412+0.0182173j -0.186413-0.309894j 0.00407048+0.119795j 0.0610503+0.264989j -0.190642+0.0398554j -0.359226-1.21691e-14j -0.102706+0.183779j -0.0336383-0.255965j -0.0315607-0.104561j 0.0164292-0.142078j -0.0234922+0.149877j 0.186287+0.29444j 0.0197883+0.0537952j 0.462541-0.162594j -0.241321-0.272796j -1.16141-0.567687j 0.807518+0.147159j 0.279242+0.683378j -0.678947+0.508046j -0.722098-0.47908j 0.709697-0.0858272j -0.491216+0.0668202j -0.675031-0.291186j 0.202581-0.0908535j 0.245641+0.118823j -0.66934+0.0940216j 0.182382-0.0991885j -0.457916-0.175143j 0.461256+0.254648j -0.0648996-0.0915267j -0.409604+0.704388j -0.645114-0.816862j -0.0852531+0.152567j -0.584495+0.126123j -0.126698+0.0553511j -0.0497282+0.332946j 0.424196-0.262508j -0.11073+0.025279j 0.0263189+0.201627j -0.159857-0.0680104j 0.314081+0.179596j 0.110044+0.380327j 0.279837+0.216406j 0.139403+0.0391552j 0.178568+0.173875j -0.17417+0.179531j 0.107542+0.15638j 0.430559-0.0259174j 0.0168228-0.160582j 0.0844316+0.0817455j -0.0790563-0.0632675j 0.0286057+0.000249896j 
-0.121335+0.0629999j 0.283771+0.0140798j -0.191976-0.464531j 0.197835-0.266676j 0.423867-0.123115j 0.450587+0.249478j 0.210453+0.814851j 0.00892812-0.0847495j -0.00971835+0.599197j 0.584526-0.803441j -0.0528654+0.0284691j 0.511087-0.155234j -0.188404+0.329921j 0.214933-0.029511j 0.109134-0.0915942j -0.0649031-0.287769j -0.21073+0.128793j -0.345087+0.21423j -0.0800107+0.145632j 0.231828+0.0959281j 0.00945038-0.106081j -0.134557+0.0209115j -0.102706-0.183779j 0.180078+2.46747e-13j 0.0329211+0.230656j 0.0402063+0.021559j 0.0221484-0.166074j 0.00147647-0.142776j -0.330081-0.37255j -0.0532952+0.00661768j -0.357071-0.180655j -0.151897+0.74152j -0.591445+0.668548j -0.156203-0.291989j -0.192061+1.3157j 0.221635+1.03017j -0.396841+0.475088j -0.672979+1.28258j 0.355601+0.791896j -0.145144-0.947877j 0.494061+0.141052j 0.0846812-0.531231j 0.46256-0.251037j 0.761275-1.12245j 0.109304+0.202028j 0.210714+0.126278j -0.0114153-0.616473j -0.219729-0.434827j -0.543477-0.0831503j 0.281395+0.392116j -0.152116+0.347485j -0.224115-0.071282j -0.247421+0.112764j -0.211173-0.237516j -0.10531+0.0991187j 0.0681497+0.142891j -0.115038+0.478499j -0.165756+0.178869j -0.157928-0.0367276j 0.203403-0.1222j 0.241187-0.541481j -0.109159-0.078826j -0.106612+0.0472015j 0.105866-0.0754525j 0.0629281-0.0659226j 0.176889+0.181572j 0.23053+0.0831285j 0.103086+0.0587669j -0.0915616-0.0446764j 
0.162788+0.0539297j 0.0622131+0.228349j 0.344471+0.277796j 0.09285+0.0171347j -0.290342+0.589988j -0.496298+0.306699j -0.165755-0.0957655j 0.240847+0.460056j -0.0522085+0.581574j 0.0472998+0.126214j 0.196593+0.224438j -0.508027-0.0834761j -0.323175-0.0834353j -0.00153411-0.28992j -0.00951011+0.0297691j -0.0862528+0.204552j -0.0568177+0.262814j 0.0682193-0.367558j -0.10121+0.0795578j -0.0233149-0.0858055j 0.167786+0.220294j 0.191434-0.184143j -0.0336383+0.255965j 0.0329211-0.230656j 0.0843376+2.2482e-14j -0.218967-0.174387j 0.0234552-0.121741j -0.197007+0.0215792j -0.0422469+0.34213j -0.100351-0.171966j 0.254693-0.70904j 0.540501+0.480529j 0.243002+0.301421j 0.823975-1.34124j 0.30097+0.297565j -0.756597+1.13075j 0.369135-0.384168j 0.968922-0.075691j -0.0793034+1.25842j 0.308774-0.328909j 0.0733863+0.502999j 0.361696-0.173236j 0.136832-0.100622j 0.0186068-0.446863j 0.158083+0.473191j -0.0664967-0.347599j 0.0809791-0.120448j -0.400937-0.200255j 0.512374-0.184675j 0.0182344-0.618843j 0.232838+0.169961j 0.537751-0.231888j -0.0226968+0.0757683j 0.347765-0.222755j 0.415436-0.406481j 0.245933+0.111755j -0.176263+0.0130186j -0.0513704-0.460499j 0.255499+0.142024j -0.0153254-0.281967j -0.129891+0.319051j 0.147578+0.0355154j 0.0931084+0.132726j -0.0262214-0.379959j -0.0534534-0.142465j 0.165907-0.0645976j -0.0362797+0.0698508j 0.294255-0.112364j 0.328355+0.0934045j 
0.0186034+0.0246922j -0.0598002+0.0502859j -0.0467442-0.13241j 0.0911235+0.113928j -0.247515+0.0401326j -0.3042-0.0319507j 0.705121-0.690791j 0.321692-0.513209j 0.285615-0.153071j -0.109151-0.172273j -0.0711217-0.351279j 0.49115-0.0487076j -0.474043+0.315803j -0.207718-0.133043j -0.130181-0.199925j -0.0664031-0.0918938j -0.139007-0.215215j -0.126182+0.153911j -0.280993+0.182583j -0.179001+0.0712023j -0.0208254+0.0504803j 0.0172417-0.160347j -0.0315607+0.104561j 0.0402063-0.021559j -0.218967+0.174387j 0.116944+8.79852e-15j 0.221221+0.0298886j -0.113227-0.108533j 0.0729297-0.391564j -0.159251-0.141003j 0.0485114-0.370254j -0.47383+0.607304j 0.328466-1.32057j 0.392565+0.622206j -0.14537-0.605603j 0.319483+0.856547j 0.187391+0.478001j -0.0154498+0.347208j -0.0855102+0.407931j -0.36745+0.754372j -0.343284+0.218589j 0.721556-1.35009j -0.100095-0.42725j -0.127565-0.476627j -0.204291-0.0861275j 0.383131+0.473703j 0.348881-0.0899635j -0.206747+0.131987j -0.0100265+0.0208424j 0.29132+0.469314j -0.255301-0.0697803j 0.0938367-0.096084j 0.250231+0.114672j -0.4981-0.0416094j -0.0387458-0.00868039j -0.0634254-0.0749717j -0.396907-0.283622j 0.108206-0.211723j -0.00458257-0.000608177j -0.1451+0.174164j 0.222786-0.252103j 0.0488869+0.0155614j 0.0664063+0.388585j -0.0944498-0.00128429j -0.10714-0.0696292j -0.112418+0.538114j -0.164282+0.247056j 0.150084-0.00656807j 0.144689-0.0143645j 
-0.0890064-0.47871j -0.613194+0.475781j -0.261635+0.538479j 0.0123229+0.00619751j 0.249448+0.186619j 0.220045+0.591659j -0.134414+0.131351j 0.406635-0.393987j -0.525177+0.248213j -0.0230842+0.159049j 0.391981+0.294167j -0.14753-0.151433j 0.0968127-0.0891311j 0.143594+0.0203854j -0.0867384+0.101933j -0.0432796+0.329069j 0.129969+0.0111697j -0.107964+0.00455138j 0.229156+0.233644j -0.188759-0.0434127j 0.134967-0.0158946j -0.12092+0.383198j 0.0164292+0.142078j 0.0221484+0.166074j 0.0234552+0.121741j 0.221221-0.0298886j -0.0295215-2.30371e-15j 0.0291584+0.00517457j -0.0375157-0.400392j 0.0482534+0.174692j 0.644637-0.0249655j -0.453331+0.996251j 0.685983-0.89171j 0.375309+0.459736j 0.690033-0.138425j -0.262645-0.741189j -0.484294-0.200273j -0.116643-0.72948j -0.387737+0.715359j -0.0568138-0.153483j 0.977797-0.233245j 0.489701+0.337889j -0.0978887-0.0181826j 0.203504+0.221675j 0.0273429-0.496182j 0.0885468-0.66751j 0.0849851-0.14234j 0.0672369-0.364017j -0.0340025+0.120549j -0.29779+0.0189743j -0.135898+0.203949j 0.0362145-0.123596j 0.0391061+0.111765j 0.506372+0.288908j -0.0895181-0.109064j 0.0982699-0.287247j 0.20323+0.116574j -0.171788+0.113328j 0.38493-0.0855816j -0.14211+0.207402j -0.418224-0.320813j 0.0866714-0.0488937j 0.12558-0.0780641j 0.224773+0.298184j -0.136951-0.0420555j 0.055842+0.0729647j 0.0759325-0.14044j -0.0726937+0.127391j -0.198645+0.060925j 
