-0.210257-6.07153e-18j 0.235708-0.0121125j -0.0370402-0.000619809j -0.254697-0.00194834j -0.276619+0.0064297j 0.00646804-0.00250116j -0.0538003+0.00124189j -0.0498936-0.000510761j 0.048541+0.00102371j 0.0133742-0.000537089j -4.93187e-05-0.000640495j -0.018897-0.000498283j -0.0058573-0.00130842j 0.00991449-0.000963056j -0.00591012-0.000391014j 0.01306+0.00107198j -0.00277721+0.00108208j -0.068474-0.00262389j -0.0713058+0.005535j -0.0148855-0.00226715j 0.0625549-0.0032546j -0.00596649-0.00042936j -0.0251223+0.00102412j 0.0136357-0.00073188j -0.000312492-0.00258897j -0.000714147+0.00137956j 0.00235419-0.000185552j -0.0276479-0.00418468j -0.0130777+0.00237862j 0.0141308+0.00179205j -0.0196386-0.00015802j 0.0010438+0.00143728j -0.00590709+0.00159385j 0.00507447-0.000839762j 0.00203794+0.000209789j 0.0207346+0.00125791j 0.00159043+0.000430041j -0.0112146+0.00210451j 0.00242243+0.00107121j -0.00420127+0.00182034j 0.008738-0.000523496j -0.000582939+0.00107398j -0.00142033-0.00251575j -0.00365747-0.000158966j 0.0162079-4.46377e-05j 0.0143166-0.000525091j -0.0167437-0.000215378j -0.0082318+0.0013005j -0.0483886-0.000230635j -0.0151933+0.00238803j -0.00364031+0.000616284j -0.00785494-0.0019645j 0.025891-0.00365193j -0.034008+0.00165002j -0.00781554+0.000172902j -0.0314545+0.00149525j 0.0608062-0.00284527j -0.052553+0.000521825j -0.0432566+0.0038207j -0.0203675+0.000384264j 0.0122621-0.0015458j -0.00555217+0.003341j -0.0099597+0.00147908j -0.00201657+0.00102394j 0.0316055+0.000776265j -0.00703822+0.000568232j -0.00406624-0.000207887j -0.0018442-0.00133516j -0.00841261+0.000289108j 0.000308081-0.000153024j -0.00578168+0.00174265j 0.0017539-0.00078454j -0.00382905+0.00116815j 0.00564115+0.00125511j 0.0120716+0.00121986j 0.00871045-0.00136912j -0.0114947+0.000460312j 0.0249648-0.00369874j -0.0296276+0.00087385j -0.0219628-0.00344829j 0.00681691-0.00427441j 0.000198525+0.000399904j -0.0014442+0.00215512j 0.0110906-0.001759j 0.00326539-0.00184516j -0.00366194+0.000303727j 0.00267211+0.000913852j -0.000670371-0.00322315j -0.00346578-0.00147766j 0.00599447-5.78362e-05j 0.0121307+0.00188301j 0.00167865+6.51536e-05j 
0.0136357+0.00073188j -0.0287996+0.00131471j -0.00721987+0.000808505j 0.0121323+0.0010504j -0.0019357+0.000257219j -0.00570295-9.48717e-05j -0.0709771-0.000627626j 0.0245985+0.00130728j -0.0513232-0.00389241j 0.0337111-0.00313532j 0.0432409-5.1776e-05j 0.0846818-0.000266193j 0.000659341+0.000758302j 0.0582828+0.000369351j 0.0506945+0.00491602j 0.00913555-0.0024422j -0.0899298-0.00255635j -0.044977-0.000709644j 0.0599948+0.00165368j 0.0413097-0.00241635j 0.100322-0.00386181j -0.0311418-0.000319974j 0.0327393-0.00311629j 0.0890502+3.16327e-15j -0.0270293-0.00211779j -0.0579332+0.00201801j 0.0408578-0.000619049j -0.0753221-0.00237129j -0.00772878-0.00346142j 0.00720388-0.00207651j -0.0135299-0.00188318j 0.0414279+0.000100719j 0.0519499+0.000695744j -0.0332317+0.000172838j 0.0218771+7.00024e-05j -0.0222174-0.00227645j -0.0124127+0.00136403j 0.00393681+0.00146551j 0.0488745-0.00170649j -0.0398467+7.52796e-05j -0.00851944-0.00310376j 0.0346761+0.00199982j 0.0081856+0.000211728j -0.0510531+0.00161597j 0.119071-0.00655008j 0.0431074+0.00169361j 0.0539361+0.0028016j 0.137447-0.00380069j -0.0354369-0.00391319j -0.0379921+0.00254513j -0.0443264+0.00476027j -0.0411993-0.00122775j 0.000975031+0.000681953j 0.192984+0.000267137j 0.221417-0.00708646j -0.0961436+0.00414259j 0.225203-0.00865099j -0.200329+0.00170049j -0.126826-0.000148644j 0.0436161-0.00297512j -0.0748891+0.00120104j 0.0362977+0.00118659j 0.02234+0.000431379j -0.0132184+0.00374169j 0.00269735+0.000348376j 0.0551433+0.00211006j -0.00320969-0.00097873j -0.00386969+0.000678037j 0.0452808-0.00194842j 0.00311978+5.10348e-05j 0.00511002+0.000301959j 0.00841888-0.000521163j -0.0127153-0.00436414j 0.00077712+0.00465365j 0.0163344+0.00456487j -0.00993025+0.00065385j -0.0372556+0.00363489j 0.0699797-0.00740575j -0.0219004-0.00496185j 0.0342476-0.00730984j -0.0334545-0.0010816j 0.0269178-0.00682753j 0.0467456+0.0026569j -0.0570882-0.00080504j 0.00447738-0.00180765j 0.00623328+0.00241151j 0.00376523+0.00280182j -0.000918141-0.00124503j 0.0182836+0.00816218j 0.00925205+0.00316992j -0.0179651-0.0041593j -0.0144438+7.02017e-05j 
-0.000312492+0.00258897j -0.0207596+0.00174373j 0.00218019+0.00302882j 0.0375558+0.00364699j -0.0104027+0.00129288j -0.0268292-0.00407102j -0.0400732+0.00296231j -0.0614911-0.00303289j 0.108931-0.00192563j 0.0467482+0.000346368j -0.0640231-0.00166156j -0.0649014-0.00128149j 0.0038226-0.000600995j 0.0192537-0.000333208j -0.138159+0.00107405j 0.0830612-0.000300421j -0.0498973-0.00120608j 0.108346+0.00677674j -0.0224297+0.0018022j 0.00584834+0.00242131j -0.0226363-0.00282171j 0.00367836+2.76191e-05j 0.00725257+0.00223987j -0.0270293+0.00211779j -0.0489084+4.01914e-16j 0.0161122-0.000638429j -0.0271338+0.00188643j -0.0342043+0.00142825j 0.0164367+0.00197153j 0.00718007-0.00457451j -0.0249713-0.00372256j -0.0194954+0.00108642j 0.00488125+0.00151043j 0.00294055-0.000641423j -0.0107453-0.00293204j 0.0459729-0.00419062j -0.0223427-0.00177823j 0.0236849-0.000136628j 0.0220842+0.00255961j -0.00624803+8.76313e-05j -0.00913073-0.0013052j -0.0142137-0.000265035j -0.0395028+0.00114404j -0.0391649-0.00111446j 0.102031+0.00140185j -0.0112995-0.00178363j -0.0348913+0.00286727j -0.0662611+0.00474221j -0.148127-0.000298085j -0.0134189+0.0011296j -0.000354223-0.00128266j 0.00457935-0.00122903j 0.229225-0.00406445j 0.105824+0.00458109j -0.0342415+0.00331795j 0.120451-0.000818992j -0.0121975+0.00189819j -0.00170371+0.000318916j 0.0713671+0.00331346j 0.0300331+0.00478701j -0.0443294+2.57573e-05j 0.0644447-0.000608221j 0.0191037+0.00500982j -0.0121155+0.00305259j 0.0555646-0.00273131j -0.0162422+0.00239083j -0.0161148-0.00141576j -0.0142198+0.00197212j -0.00483463-0.00236421j -0.0101566-0.000375445j 0.02419-0.000774807j -0.0147867-0.00332628j -0.0132699+0.0011689j 0.0499277-0.00143723j 0.0292353-0.00348881j 0.063411+0.00172658j -0.0196769+0.00398154j -0.0323188-0.0047468j 0.0326869+0.000103853j 0.030468+0.001442j 0.00459944-0.00598564j 0.0262628-0.000910782j 0.00786042+0.000126713j 0.000860733-0.000182068j 0.00264305-0.00290635j -0.0164645-0.0021654j -0.00108057+0.00544001j -0.028262+0.00375574j 0.000921198-0.00118977j -0.0112333+4.37078e-05j -0.0132645-0.000959418j 0.00194064+0.000758831j 
-0.000714147-0.00137956j 0.0050291-4.14037e-05j -0.0153316+0.0010946j -0.0128066+0.00105386j 0.00216306-0.00010915j -0.00865765+0.00432003j 0.0490997-0.00086798j 0.00554738+0.000897223j -0.0462892-0.00413967j 0.00565021-0.00308408j 0.00433173-0.000617435j -0.0329247-0.00185164j 0.0358763+0.0013343j -0.0247216+0.0014809j 0.0455101+0.00614303j -0.11193-0.0030438j 0.140834-0.00138078j 0.0096307-0.00425155j 0.0296832+0.00418312j 0.0549616-0.00906651j -0.00740291+0.000118153j 0.0137105+0.000761612j -0.0226374+0.0011345j -0.0579332-0.00201801j 0.0161122+0.000638429j 0.050074-2.57802e-15j 0.0181515-0.00056943j 0.0583422+0.000808974j -0.0206598+0.00363885j -0.00110711+0.00294948j 0.00150571+0.0022936j -0.0345025-0.00141517j -0.00303393-0.000548065j 0.0117073+0.000336598j -0.00792787+0.00013433j 0.106729-0.000806465j 0.0169279+0.000304501j 0.00836149+0.00243814j -0.0118757+0.00140973j 0.0145572-0.000908983j -0.0254341-0.00140268j 0.0142002+0.00219389j -0.0285552+0.000200737j -0.00341819-0.00104333j 0.0571978+0.000863614j 0.0688726-0.00319139j -0.0221387+0.000522459j -0.0320523+0.000459885j -0.00474073-0.00307441j -0.037863-0.00158981j -0.0117927-0.000402192j -0.0699214-0.00156762j 0.0293155+0.00444225j -0.104101+0.00187008j -0.0761615-0.000936496j 0.120417-0.00195521j -0.102847+0.00395128j 0.0129719-0.00320288j 0.0785413+0.00291018j 0.0173956+0.00308184j -0.0201176+0.000638776j -0.0484137+0.00333598j -0.0128428-0.00136763j -0.0395301+0.000535813j 0.0527715+0.000398212j 0.00173942-0.00356763j 0.00451157+0.000178648j -0.00937439-0.000745609j -0.00525561-0.00111356j -0.00193625+1.3666e-05j 0.00673878+0.000962415j 0.00925098-0.001516j 0.0134268+0.00190102j 0.00488715+0.00161584j -0.0034328-0.000937415j 0.00895355+0.000797822j 0.00112647-0.00161667j 0.0352918-0.00024071j -0.00839418-0.00215065j 0.0381193+0.000680113j -0.00821773+0.00246264j -0.0426871+0.00443516j -0.0284686-0.000788161j 0.0113649+0.00410512j 0.0159373-0.000438924j -0.00236512+0.00234272j 0.00456118-0.00244934j -0.00357346-0.00276708j 0.00982829+0.000846483j 0.00166477+0.00207934j -0.00196727-0.000112886j 0.00859469+0.000888814j 
0.00235419+0.000185552j 0.0290162+0.000952815j -0.00388761+0.00213337j 0.00527609+0.00333986j 0.0247433+0.0030468j -0.0717802+0.00226043j 0.010118+0.00206285j -0.00247416+0.00073977j 0.0111482-0.00473711j 0.0069753-0.00572101j 0.00544262+0.00133164j 0.0645772+0.0017664j -0.0170278-0.00163219j -0.0334695-0.001269j -0.0161842+0.00775283j 0.0376231-0.00100476j -0.0293045-0.00328012j 0.0254053-0.00609107j 0.0341674-0.00102973j 0.00429208-0.00432136j -0.056518-0.00228624j -0.0283405+0.000121369j -0.00343283-0.000571157j 0.0408578+0.000619049j -0.0271338-0.00188643j 0.0181515+0.00056943j 0.00215032-9.26993e-17j -0.0198019-0.00139226j 0.0268426-0.0013493j 0.0400526+0.000928244j -0.0542491-0.00106957j 0.0185098+0.000769347j 0.0148241+0.000354145j -0.0472875+0.00238427j 0.0195792-5.26424e-05j 0.0109025+0.00147371j 0.00522925+0.000597358j 0.0337259-0.00460024j -0.0861571+0.000210723j -0.00913429-4.74535e-05j -0.036395+0.00267481j -0.00579359-0.00336989j 0.119304-0.00435852j 0.0963669-0.00216921j -0.0396702+0.00380155j -0.0713849-0.000833458j -0.126924-0.00205395j -0.0611531-0.000123134j -0.0863993+0.000521983j 0.018172+0.00182614j -0.0164681-0.000159734j 0.122065+0.00137053j 0.216113+0.00195018j -0.029531+0.00178857j 0.0687647+0.00140926j 0.0330471+6.62411e-05j -0.0623291+0.000644317j 0.0778145-0.00239314j 0.0440616+0.00308098j -0.00649284-0.000899053j -0.00187946-0.00158441j 0.0047449+0.00059604j -0.0148536-0.00241919j 0.00152455+0.00214305j 0.0463372+0.000101241j -0.0168545+0.00563744j -0.0113256+0.000995842j 0.00473866-0.000586981j 0.0293248-0.00324095j -0.000956516-0.000377803j -0.0264404+0.000546164j 0.0127016-0.000670428j -0.0453887-0.00222891j 0.056516+0.00206975j 0.0321652+0.0020793j 0.0209294+0.00103813j 0.0085891+0.00425137j 0.0156347-0.00605476j 0.00608112-0.000291523j 0.0162115-0.00183102j -0.0115477-0.00132933j 0.00269855+0.0045408j -0.00886654-0.000145433j 0.0155516+0.00124615j 0.00667068-0.00192514j -0.00536455-0.000401366j 0.00168134+0.00372413j -0.0153579+3.89906e-05j 0.00221862-0.000706209j -0.00176438+0.00168004j -0.00266761+3.46335e-05j 0.00117765+0.000998779j 
-0.0276479+0.00418468j -0.0279749-0.00237232j -0.00201071+0.00322343j 0.0287552+0.00434326j -0.0306878-0.00153552j 0.0942927-0.000685743j -0.0308204-0.00115578j 0.00250147+0.000946738j 0.026168+0.000234247j -0.0942225+0.000232877j -0.00425516+0.00206923j 0.0310876+0.00107294j -0.00443535+0.00273592j -0.0962033+0.000235286j -0.0123231-0.000860478j -0.00784622+3.55622e-05j -0.0150181+0.00132305j -0.0452239-0.00386689j -0.0730335+0.00331304j -0.0630955-0.00116509j 0.0488074+0.000795522j -0.00964901+0.000544129j -0.00452351+0.00327128j -0.0753221+0.00237129j -0.0342043-0.00142825j 0.0583422-0.000808974j -0.0198019+0.00139226j -0.0288726+6.81898e-15j 0.119908+0.00375777j 0.0832571+0.000138863j 0.0704565+0.00429018j 0.0050382+2.80126e-05j 0.00543466-0.00181551j -0.013264+0.000105536j -0.0171634-0.000196053j -0.0166685-0.00286404j 0.0241902-0.00119396j 0.0610325-0.000560017j 0.028889-0.0037187j 0.015297-0.0007081j -0.0850208+0.00152776j -0.00916833-0.00196765j -0.0755886+0.00280479j 0.0306395+0.00157771j -0.0686023-0.00317625j 0.0512335-0.000121146j 0.136109-0.00451582j -0.107661-0.00316307j -0.0291601+0.00115164j 0.0343763-0.000460001j 0.0850368-0.00141533j -0.133785+0.00378511j 0.0968295-0.00257976j 0.046568-0.00328591j -0.182484+0.000681942j -0.10481-0.00295644j 0.0697641+0.004445j -0.132917+0.00127085j 0.0217954-0.00510644j -0.00905798-0.00185975j 0.0400896+0.00215388j -0.019544-0.000655513j -0.0586599+0.00375567j 0.0692078-0.000394278j 0.0325962-0.000863954j -0.0307595-0.00423556j -0.00209531-0.000597365j -0.0105635-0.000792159j -0.0217617+0.00235553j 0.00367767-0.00108995j 0.0164562-0.000672243j -0.0146528-0.00190568j 0.00828702+0.00107486j -0.0056455-0.00139682j 0.0196346-0.00170785j -0.0177529+0.000279366j -0.0553709-0.00113643j 0.0578439-0.00152173j -0.0426137-0.00173974j -0.0420548+0.000712782j -0.00434814-0.00303991j 0.000345715-0.00341894j -0.0222393-0.000876742j 0.0244609-0.000739658j 0.0101049+0.000581684j 0.0265681+0.00226333j 0.00176159+0.00580665j 0.0122615-0.00394815j -0.00907926-0.00117326j 0.0147354-0.00500821j 0.0210693+0.00102399j -0.0100556-0.0022948j 
-0.0130777-0.00237862j 0.0258853-0.000868734j 0.0108682-0.00161916j 0.0022094-0.00130555j 0.000361387-0.000984057j -0.000800572+0.000652515j 0.0359854+0.00239429j -0.0504287-0.00578764j 0.0203389+0.000304647j 0.0331659-0.00141642j 0.0337716-0.000685227j 0.0284958-0.00385345j -0.128228-0.00445321j -0.0120708-0.00178315j -0.0179786+0.00200762j -0.0102276-0.00241837j -0.0108865+6.15435e-05j 0.00332016+0.00176828j -0.0468268-0.00316035j -0.00214185-0.00283326j -0.0497747-0.00217353j 0.00133323-0.0015967j -0.0415992+0.00172365j -0.00772878+0.00346142j 0.0164367-0.00197153j -0.0206598-0.00363885j 0.0268426+0.0013493j 0.119908-0.00375777j -0.0642342+1.16166e-14j -0.0886402+0.0026152j 0.160042-0.00177732j -0.0385415+0.00155141j -0.0196311-0.00028396j -0.0488769+0.000179907j 0.0476127+0.000642224j -0.059785-0.00104854j 0.0147523-0.00282929j 0.14063+0.000284671j 0.0642692+0.00107119j 0.0202239-0.00224062j -0.0627683-0.000928466j 0.119788+0.0027261j 0.00426274+0.00285386j -0.0111295+0.00127651j 0.0726691+0.00283738j -0.0274937+0.000565617j 0.0541479-0.00466749j -0.00724448+0.00376875j -0.0769038+0.000186702j -0.030255-0.00270217j -0.167296+0.00380044j -0.328205+0.00791117j -0.129045+0.00484919j 0.0543128+0.00333132j 0.0549613+0.00243049j 0.119613+0.000137028j 0.0156278+0.00199217j 0.0477534-0.00415755j 0.0659981-0.0017888j 0.0293383+0.000516125j -0.0198003-0.00213618j -0.0191821-0.00124152j 0.00605411+0.00249622j 0.00407171+0.00147548j 0.0101698-0.000697676j -0.055917+0.00177634j -0.00292587-0.00151504j -0.0169759+0.000161578j 0.0321786+0.000301673j 0.00123392+0.00304813j 0.00506677+0.000128103j 0.00447419-0.0013912j 0.0173608+0.0015906j -0.00698107+0.00315677j -0.0312673-0.00151642j 0.029986+0.00313285j -0.0494729-0.00201489j -0.0184812+9.20356e-05j -0.0015837-0.00275925j -0.0224471+0.00242495j 0.0352789-0.00294913j -0.0124182+0.00326244j 0.0189693-0.000283456j 0.0279464+0.000677861j 0.010409-0.000359625j -0.00654758+0.000237317j 0.00274699-0.00997105j -0.00348521+0.000413791j -2.83166e-05-0.00478967j -0.0082351-0.00140554j 0.00965675+0.0021268j 0.00544881+0.00039535j 
0.0141308-0.00179205j 0.0204134+0.00158208j 0.00688707-0.0012826j -0.005424-0.00158508j 0.0151116+0.00175636j -0.0735771+0.0023004j 0.0162072-0.00221274j -0.0160104+0.00271428j 0.0214037-0.000298427j -0.0113614-0.00311503j -0.0199263+0.00150635j 0.0241178+0.000952215j 0.0411801+0.0058664j -0.065246-0.00176822j 0.00638231+2.13626e-05j 0.0283302+0.00138759j 0.020395+0.00159994j 0.0337259-0.00474398j 0.00163855-0.00101051j 0.0414313+0.00192133j 0.00193869+0.00205721j -0.0498544-0.000833081j 0.0109811-0.00065155j 0.00720388+0.00207651j 0.00718007+0.00457451j -0.00110711-0.00294948j 0.0400526-0.000928244j 0.0832571-0.000138863j -0.0886402-0.0026152j 0.000313386+5.1389e-15j -0.0222046-0.00251633j -0.0408801-0.00125612j 0.0205883-0.00226632j 0.0657534-0.00170053j -0.0501221+0.00129009j 0.0837506-0.000931955j 0.00465167-0.00229459j 0.012642+0.00237579j 0.0955141+0.00309909j 0.0216058-0.00163688j -0.0890622+0.000491026j -0.00396773+0.00295167j -0.068075+0.00290721j -0.0810073+0.00111847j 0.0399927+0.00179536j -0.134962+0.0013001j 0.0103687+0.000261633j 0.338478-0.00241634j -0.0504206-0.00278158j -0.210182-0.00087116j -0.0901991-0.00018263j -0.167255+0.00086472j 0.0916151-0.00132804j 0.107357+0.00156814j 0.0742754+0.000695626j 0.0127136+0.00370683j 0.0452342-0.007083j -0.0373931-0.00409204j -0.0254291+0.000497499j 0.0831269+0.00111697j -0.109488-0.00130242j -0.0164238+0.0026131j 0.0139924+0.0036905j -0.0859582+0.00205843j 0.023497+0.000909666j 0.0228145-0.00199673j -0.0150965-0.00070022j -0.0145985-0.00185855j 0.00616451+0.000105399j 0.0147904-0.00352677j 0.0126853+0.000175804j -0.0122419+1.5061e-05j 0.040816-0.00390183j -0.0110732+0.000549422j 0.0115939+0.00423865j -0.0100257+0.00319388j -0.0255432-0.00113685j 0.0162455-0.00324774j 0.0252799-0.00449026j 0.0692173-0.00548226j -0.0416851-0.00427407j -0.00473059-0.00241085j 0.0524676+0.00326827j -0.0429766+0.000725322j 0.0188248-0.00319925j -0.0159388+0.00209401j -0.000822309-0.00213938j -0.0124936-0.00176925j 0.0196646+0.00543144j 0.00125581+0.00497557j -0.0222882-0.00297828j -0.00493469+0.00174379j 
-0.0196386+0.00015802j 0.043534-0.00040707j -0.00704032+0.00166997j -0.00747399+0.00128835j 0.0143669+0.00221136j -0.0289794+0.0012947j 0.0547187-0.00121798j -0.067646-0.000155721j -0.0334902-0.00220047j -0.0611589-0.0012251j -0.011858-0.000427838j -0.0422113+0.000219928j -0.0642494+0.000716565j 0.0275256+7.98636e-05j 0.0856406+0.000867568j -0.0311431-0.000826775j -0.0563814-0.000171248j -0.0262756+0.00354346j -0.0374759+0.00158486j 0.00743058+0.00296728j -0.0398231+0.000614255j -0.00754245-0.00516934j 0.0358856+0.00160504j -0.0135299+0.00188318j -0.0249713+0.00372256j 0.00150571-0.0022936j -0.0542491+0.00106957j 0.0704565-0.00429018j 0.160042+0.00177732j -0.0222046+0.00251633j -0.0985048+1.66707e-15j 0.057352-0.000116789j -0.0247295-0.00403012j -0.0146719+0.00156309j -0.0527442-8.72272e-05j 0.0578386-0.002914j -0.0333627-0.00248546j 0.0283053-0.0033472j -0.00578422+0.00326841j -0.0140268+0.00239599j 0.0621799+0.00165265j 0.0441639-0.00141662j 0.0571811-0.00358624j -0.128135+0.000917847j 0.00564999-0.000859016j 0.0643811-0.00197348j 0.26985-0.00356852j 0.111742+8.08561e-05j 0.043521+0.00262914j -0.0370975-0.00255266j 0.0249095+0.00120631j 0.116114-0.00204665j 0.050835-0.00235447j 0.182439-0.000733863j 0.0414381+0.00303308j 0.114711-0.00183511j 0.0224703-0.00322943j 0.134789-0.00809514j 0.0933983-0.0039153j 0.0854355-0.00144227j -0.0662546-0.0029465j -0.0172757-0.00044497j -0.0179261-0.0017271j -0.0048295-0.00143594j -0.0118102+6.26369e-05j 0.0570805-0.000745752j 0.00584884+0.000678895j -0.0119558+0.000451396j -0.00400277+0.00293352j -0.0152537-0.000465548j 0.0549069-0.000590441j -0.0117649+0.00139776j -0.00079841-0.00089159j 0.00769334-0.000745002j 0.00399668+7.02063e-05j -0.0218072-0.00202871j 0.0086135-0.00316827j -0.0134168-0.00175207j 0.00332124+0.0016818j 0.0225667-0.00159711j -0.00544791+0.00315253j -0.00610989+0.00635835j 0.0409519+0.000142575j 0.00500107+0.00316767j 0.0137753+0.00106665j 0.00437881+0.000502894j -0.0030541+0.00660856j -0.0034456+0.000414128j 0.0128212-0.000648231j -0.00175038+0.00228053j -0.00455068-0.00105662j -0.00193796+0.0016101j 
0.0010438-0.00143728j 0.0139332-0.000139433j 0.00753014-0.00132978j -0.00301962-0.00241084j 0.00182378-0.00063943j -0.0095405+0.000707418j -0.03073-0.00240705j 0.00952461-0.000796659j -0.0247656-0.00107467j -0.00619894+0.000476823j -0.0150434-0.00225171j 0.0524383-0.00104891j 0.072234+0.00363568j -0.061158+0.000120267j -0.0487989-0.00278528j 0.00797832-0.00205875j -0.0101139-0.000790786j -0.000569121-0.00304411j 0.0377678+0.00175258j -0.00961169-0.00317677j -0.00377832+0.000937929j 0.00658193+0.00125597j -0.0133523-0.00234553j 0.0414279-0.000100719j -0.0194954-0.00108642j -0.0345025+0.00141517j 0.0185098-0.000769347j 0.0050382-2.80126e-05j -0.0385415-0.00155141j -0.0408801+0.00125612j 0.057352+0.000116789j -0.00519669-5.57171e-16j 0.00479552-0.000235497j -0.0420668+0.000665546j 0.00600746+0.000574417j -0.102644+0.00210243j -8.52753e-06+0.000922457j 0.0869516-0.00162411j -0.0846712-0.00134794j -0.0559898+0.000796074j 0.0212126+0.000956305j 0.0623709-0.000906189j -0.0159048+0.00116126j -0.0432951+0.000431079j 0.0578329-0.000581148j 0.0695405-0.00181702j -0.154887-0.00349819j -0.187829-0.000630812j -0.01883+0.000954284j 0.105657+0.000690978j -0.118096+0.0014787j -0.00516595+0.00389401j -0.0123202+0.00260082j -0.0208428-0.00290783j 0.0369425-0.00144088j 0.0717354-0.00145339j -0.0229243-0.00178893j 0.0454174+0.00396045j 0.0219056+0.00180018j -0.0241293-0.00180186j 0.0159444-4.24781e-05j 0.0141942-0.00274926j 0.0124887-0.00124363j 0.00602111+0.000809676j -0.0166694+0.000245882j -0.0296799+0.00319681j -0.00399369-0.000752853j 0.00341782+0.00136097j 0.0427402-0.00180248j -0.000615476+0.0014812j -0.0224762-0.000415284j 0.014784-0.000102214j -0.0319782+0.000311649j 0.010434+0.00321373j -0.0133911-0.000137125j 0.00895692-0.000205654j 0.00117135+0.00282499j -0.0048558-0.000567301j 0.014054-0.00175774j 0.000747706+0.0013536j -0.00938922+0.00123672j 0.00838067+0.00116125j -0.0094588-0.00122211j 0.00561259+0.00058826j 0.00167272-0.000449177j -0.00181958+3.6822e-05j 0.00116931-0.00371395j -0.00221893+0.00150726j -0.00490727+0.000114236j -2.85758e-05-0.000167636j -0.00123323-0.000784038j -0.00197925-3.25845e-05j 
-0.00590709-0.00159385j 0.0348215+0.000759741j -0.00503701-0.000520462j -0.0132243-0.00095795j 0.0242898+0.00101157j -0.0279516+0.000990528j 0.00708388+0.000703402j 0.0493606+0.00109158j -0.0141993-0.000672059j 0.00483121-0.000932998j 0.0140629-0.00109329j 0.0220406-0.00191491j -0.0177802+0.00400571j 0.0374005-0.000531554j 0.0279162+0.000112466j 0.0171573-0.000967716j -0.014978+0.000469868j -0.0326089+0.00142541j 0.0335256+0.000715054j -0.00679335+0.00135521j -0.0390623+0.00092675j 0.00714324-0.000474345j -0.0226256-0.0029289j 0.0519499-0.000695744j 0.00488125-0.00151043j -0.00303393+0.000548065j 0.0148241-0.000354145j 0.00543466+0.00181551j -0.0196311+0.00028396j 0.0205883+0.00226632j -0.0247295+0.00403012j 0.00479552+0.000235497j -0.0167365-3.72358e-15j -0.00491365+4.93958e-05j -0.0443463+0.00223273j -0.0817938+0.00212525j 0.0599151+0.000965039j 0.104638+0.000440593j -0.100986+0.000916456j -0.0690386+0.0013014j -0.15838+0.00168861j -0.1378+0.000531023j 0.0296776-0.00267043j -0.131897+0.000669075j -0.152314+0.00217693j 0.10372-0.00307824j -0.299492+0.0042731j -0.0611249-0.00144658j 0.0949642+0.000596957j 0.0700153+0.00201056j -0.0283087-0.000393901j 0.129391-0.00378462j 0.0977917-0.000463928j -0.0731623-3.23652e-05j 0.00205597+0.00186028j 0.053288-0.00204488j -0.105648+0.00241587j 0.136694-0.00012827j 0.0678211+0.00347798j -0.0388199-0.00209993j 0.0245407-0.00163136j -0.0140995-0.00198048j 0.00437576-0.00515655j 0.00627764-0.000404984j -0.0263395+0.0011885j -0.0182132+0.00533227j 0.0076064+0.000544865j 0.0237755+0.000209432j 0.0350569-0.00178523j 0.0183882-0.00371827j -0.0506317-0.000769558j 0.0261093+0.00101045j -0.0297932-0.00132019j 0.0137998-7.85394e-05j 0.0187372+0.00268669j 0.00146575-0.00150719j 0.0383404+0.0032191j -0.0247088+3.61577e-05j 0.0194653+0.00123922j -0.0165313+0.00129914j -0.0137674+0.00308925j 0.00193009+0.00569757j -0.0211972-0.00226472j 0.0199151+0.00173366j 0.00201256+0.000567048j -0.00053358-0.000755099j -0.00173938-0.00135479j 0.00116729+0.00159687j -0.00566581-0.00183592j -0.00221514+0.000266112j 0.00256661+0.000103732j 0.00120248+0.000465288j 
