-0.16985+5.01335e-16j -0.0272573+0.016319j 0.051396+0.0889038j -0.0346563-0.0835198j -0.0248757+0.0273286j -0.0273805-0.0159774j -0.00409047+0.0632596j -0.00799272+0.0347759j 0.0076438+0.0317241j -0.0133442-0.00153764j 0.000699519+0.0212953j 0.00759073+0.0247522j -0.053792-0.0118621j -0.0142501+0.0457406j 0.000364811-0.0196818j 0.00791718-0.0172142j 0.0020301-0.00520058j 0.00962334-0.0202277j -0.0141726+0.0133386j -0.00158507-0.0118107j 0.00191382+0.0208575j -0.00826894+0.0260368j 0.00139555+0.00162942j -0.0106652+0.0138053j -0.0264307+0.0114814j -0.00104908+0.0251589j -0.015197+0.0467951j -0.0383877-0.027157j -0.016086-0.000838978j 0.00417645-0.018193j 0.0401822-0.0108757j 0.00812193-0.00734647j -0.0111168-0.0425782j -0.000954063-0.00860295j -0.00188866+0.0124985j -0.0209718-0.00139893j -0.00976021-0.010719j -0.000948851+0.00998639j 0.00247179-0.0331757j -0.0364828+0.00260545j 0.00572097-0.00726952j 0.0159598+0.00393124j -0.0102894+0.036527j -0.00751412+0.00947277j -0.00168693+0.00487654j 0.00461026+0.00197542j 0.0144471-0.0196283j -0.00850716-0.00350134j 0.0149457+0.00130174j 0.00641474-0.010858j -0.022197+0.00391343j 0.0284221-0.000991551j -0.0104035-0.00866478j -0.013143+0.0128463j 0.0188241-0.039401j -0.008522-0.00707199j -0.000582847+0.00722891j -0.028263+0.0406179j 0.00937956+0.0157883j 0.0151348+0.0420027j -0.0151445+0.024265j -0.0158029+0.0143111j 0.0223684-0.00482837j -0.00523808-0.0088016j 0.0314911-0.0125768j 0.0199424-0.00283932j 0.028643-0.0323037j 0.0315055+0.0225025j -0.0115376-0.0316987j -0.0170432-0.000109823j 0.0419523+0.0062154j 0.0223073-0.00261074j 0.0218925+0.0251874j 0.0257607+0.000386888j -0.0373043-0.00291173j -0.011264+0.0518009j -0.0433507+0.0332348j 0.00545798+0.0380242j -0.0150482-0.043998j 0.0203655-0.0471747j -0.0100774+0.00409089j 0.0456833+0.00828712j 0.00334689-0.00153179j 0.117159-0.052392j 0.0434784-0.106813j -0.0248388-0.311359j -0.366311-0.0769218j -0.0053387-0.163582j -0.0107847+0.166786j 0.124812+0.00958465j -0.01548-0.0046264j -0.180787-0.0238217j 
-0.0100774-0.00409089j -0.00951412-0.105136j -0.0197866-0.0555047j 0.103549-0.0392523j 0.0695435+0.0758467j 0.00238414-0.0364041j 0.0207869+0.0498307j -0.207984+0.0427337j 0.0196656+0.0625628j 0.0204061-0.122507j -0.0710151+0.0451415j -0.011137-0.0033886j -0.0426417-0.100272j 0.0274251-0.0606246j 0.0463672+0.092938j -0.052742-0.0596435j -0.0408399-0.0272598j 0.00992241+0.00451463j -0.0221723+0.0404914j 0.0217041+0.0285073j -0.00701995-0.0695616j 0.00759759-0.0496041j -0.0125217-0.051245j 0.0521349+0.0128268j 0.00827587+0.0204766j -0.115381-0.0357056j -0.0516781-0.0219067j -0.129304-0.124022j -0.0131286+0.0474141j 0.0417263+0.0527185j -0.00254922+0.0485135j 0.0442924-0.100498j -0.0388757-0.0205705j -0.0721323+0.044764j -0.0259436-0.0264964j 0.030722+0.00805575j -0.0660067-0.00609003j -0.0249877+0.00833177j 0.0558543+0.0519777j -0.0333284+0.112234j 0.0333329-0.0791437j 0.0549939-0.0785795j -0.0338-0.0522737j 0.00772987-0.00729136j -0.0665406+0.0199901j -0.0230242+0.0408034j -0.000270401-0.00502766j -0.0163299-0.00209246j -0.045366-0.0228238j 0.0678783+0.00473733j -0.0656462+0.0295946j -0.0179255-0.0323149j -0.016733-0.0938514j 0.0787355+0.0905173j 0.0881736+0.0544852j 0.0592953-0.0140507j -0.0602264+0.00907383j 0.0626638+0.0360321j 0.0848532+0.0541311j 0.00459756+0.0506321j 0.0174523-0.0232444j -0.0267488+0.111583j -0.0985765-0.0798859j -0.0658723-0.0674572j 0.0214569-0.00441931j -0.108792-0.0399898j -1.43331e-05+0.0461257j -0.108058-0.00992967j -0.0283038+0.000719363j -0.0224889-0.0605708j 0.0227587+0.0904787j 0.0575098+0.0441267j -0.168766+0.014427j 0.0217372-0.0437593j -0.0136922-0.000758447j 0.0580528+0.0439032j 0.0206484+0.00257113j -0.0304041+0.0160626j 0.0321641-0.0523429j -0.0348646-0.0491241j 0.00944548-2.13995e-14j -0.0183629-0.0314467j 0.0199218+0.0150092j 0.0278552+0.00360483j -0.0130182-0.0445781j 0.0121466-0.0673351j -0.049071+0.0236834j 0.00374277+0.0285628j 0.0278366+0.00270123j -0.0386349-0.0330685j -0.0024172-0.0448132j 0.00373152-0.00487553j 
0.0456833-0.00828712j -0.00304018+0.020726j 0.117895-0.0963535j 0.123158+0.167763j -0.00158356+0.043555j -0.0341248-0.0862986j -0.0483248+0.0434816j 0.0605476+0.0257441j 0.0246159+0.0568148j 0.012779+0.064071j -0.0190026+0.0367036j -0.0366837-0.100708j -0.0436463+0.00579569j -0.0594394-0.0723078j -0.0570633+0.0902769j -0.0613397+0.0484248j -0.0180435+0.0318463j 0.0990101+0.0553285j -0.0598782+0.0834876j 0.0416346+0.0415794j 0.0207674-0.0237488j -0.00808673-0.0862047j 0.0101835-0.0643074j -0.0353828-0.0492293j -0.0191495-0.0639853j -0.0236852-0.101556j -0.0533487-0.0508722j -0.0310337+0.0384665j 0.0159052+0.0365596j -0.019684+0.00434983j 0.0216781-0.0662136j -0.113361-0.0411733j 0.00625166+0.118604j -0.0116282+0.109587j -0.00219488-0.0111694j 0.0108377-0.0357321j 0.00236939+0.0383589j 0.0222102+0.0207781j 0.0398112-0.0266455j 0.0545644-0.0300507j -0.0641306-0.0341036j 0.0747816-0.0662637j 0.0551666-0.0551382j 0.0217175+0.0167156j 0.00463841+0.0534551j 0.0320641-0.05056j -0.0470716-0.0402914j 0.0909497-0.0227725j 0.0456355+0.0171746j -0.00178246+0.0119603j 0.0575411+0.00711369j -0.0316804+0.0214231j 0.0374342-0.028396j 0.0499378-0.0170756j -0.0529091+0.0253335j -0.00471944-0.042686j 0.00417227-0.120162j -0.0339195+0.0240396j -0.052673+0.0601257j -0.00992959-0.0824626j -0.103671-0.0684907j -0.0101626-0.00607333j -0.0442054-0.0753146j 0.0121969+0.0531132j -0.0375092-0.0117981j 0.0169143+0.012586j 0.0390165-0.0141395j -0.0275064-0.0413792j 0.0110795+0.0241638j 0.0327819+0.0115275j -0.0688067+0.00519963j -0.0222828+0.0597433j -0.0465655-0.0500102j -0.0159898+0.0612171j -0.0404587-0.0138086j 0.0719742+0.0117681j 0.00815081-0.00605665j -0.0430113+0.00784113j -0.0376803-0.0740664j 0.118366-0.0517991j -0.0183629+0.0314467j -0.0175497-2.08167e-16j -0.0459636+0.0424364j 0.101621+0.00734665j -0.0775388-0.0152838j -0.042176-0.00603568j 0.0296568+0.0560874j 0.0465851-0.0358166j -0.0194493-0.0471206j 0.0215319+0.0379456j 0.00653636-0.096659j -0.0384105-0.0182904j 
0.00334689+0.00153179j -0.0705148+0.0394307j 0.0698677-0.221845j 0.173939+0.270567j 0.0118184+0.0716354j 0.130816+0.0510529j 0.0225507-0.0599955j 0.0260493+0.0634972j -0.0207809+0.010885j 0.0121234-0.0381788j 0.000526901-0.024939j 0.0343187-0.0692707j 0.0563149-0.0428717j -0.0846259-0.0267551j 0.0559793+0.0297347j -0.0627774-0.0387397j 0.000437452-0.0500652j -0.0328727+0.0623737j -0.0884666+0.0191011j -0.0941074-0.0211729j 0.0539256-0.0480317j 0.0704566+0.0158743j 0.0622581-0.0143055j -0.0423199-0.0164619j -0.0420587+0.0157212j 0.116096-0.0109319j 0.0691361-0.125613j 0.0207405-0.0699755j -0.011398+0.037586j -0.0140795-0.074773j -0.0721481-0.0866156j -0.00900376-0.0516699j 0.0551132-0.106568j -0.108013-0.0143649j 0.00500369+0.0662232j -0.0356163+0.118115j 0.0155585+0.0309625j 0.0437184+0.0437585j -0.0554692-0.0275701j 0.028744+0.128551j -0.0898913-0.0715871j 0.0400126+0.0154197j 0.00224983-0.0174197j -0.0639336+0.00901709j 0.026054+0.0415569j -0.0449985-0.00348224j 0.0384894-0.0272643j 0.0436127-0.0125827j 0.0188304-0.0134446j 0.0326565-0.0503591j 0.0533277+0.0183763j -0.0478676-0.00262171j 0.0136721-0.137928j -0.0695044-0.0371019j 0.0381105+0.00446818j -0.0860571+0.0138841j -0.00200391+0.0200762j 0.0909514+0.0151563j -0.0223792-0.0346665j 0.0438456+0.0105255j 0.131243+0.0719643j -0.0130494-0.0163964j -0.106596-0.155912j -0.00335286+0.02327j 0.0173263+0.0216797j 0.0754008+0.033198j 0.135443+0.0142368j 0.0154031+0.0117571j 0.0521033+0.00557928j 0.0447804-0.0166454j -0.0264064+0.00991707j 0.00487181-0.00275043j -0.0390489+0.0806336j -0.0296581-0.0075746j -0.0935519+0.0175837j -0.0386779+0.0618551j 0.0208734-0.023538j 0.0578084-0.034984j -0.0357472-0.0327869j -0.0709773-0.0278441j 0.0199218-0.0150092j -0.0459636-0.0424364j -0.0513788-4.09395e-16j 0.017926-0.0183247j -0.0563078-0.0517406j 0.0543783-0.0516216j 0.0127005+0.00304624j 0.00642801+0.0547007j 0.00792849-0.0896324j 0.0189481-0.0467022j 0.0169567-0.0307097j -0.0023057-0.0251613j 
0.117159+0.052392j 0.00689146+0.0150907j 0.0454514+0.0356595j 0.0067642-0.0662667j -0.0545515+0.10409j -0.180066-0.0272111j 0.133493+0.161719j -0.0906227-0.0742642j 0.065948+0.108885j -0.0248305+0.0149225j 0.0024234-0.0807949j 0.034581-0.00964926j -0.113929-0.123026j -0.0443553-0.0746288j 0.0335519+0.0213772j 0.0223812-0.00337293j 0.0347964+0.0140176j 0.0708551+0.00663498j -0.0486833-0.0738378j -0.00433432-0.026211j -0.0278803+0.0155512j -0.0215043-0.0251346j -0.0537888-0.0553257j -0.0545127-0.0808456j -0.0352356+0.0240659j -0.150215-0.04254j -0.0908087-0.0624349j -0.0780107-0.0358955j -0.116793-0.0240367j 0.0436753-0.00252997j -0.0276784-0.104596j -0.0389194+0.0560628j -0.00808626-0.000125509j 0.0375308-0.00308573j -0.052009-0.0529952j 0.0308252+0.0317649j 0.00378215-0.019684j -0.0543513-0.0543242j 0.0827033+0.0570099j -0.00984606+0.00756415j 0.0910921+0.0541871j -0.0197594+0.029402j -0.00859976-0.0035943j 0.00858582+0.0550133j -0.0292387-0.0200063j 0.034495+0.0259579j 0.0220736-0.056109j -0.025045+0.0378357j -0.0570689-0.0260393j 0.0204277+0.0407054j -0.074481-0.029517j 0.00398523+0.00522554j 0.0534892+0.0211904j 0.0504626+0.0116889j 0.0193648-0.0279246j 0.0380387-0.0548523j -0.0522895-0.0412208j 0.0778351+0.00130994j -0.0142892+0.0285846j -0.0242625-0.0531214j -0.0771457-0.102067j 0.0407172-0.0504825j 0.00288132-0.0145295j -0.103798-0.00988989j -0.0244544+0.0181002j -0.0327159-0.0786364j 0.0382763-0.0104324j -0.00479875-0.0287532j -0.0342015-0.0349168j 0.0113087-0.0059413j -0.039144-0.0278761j -0.0272984+0.0598299j 0.0172848+0.0183895j -0.032695-0.0093475j 0.0057141-0.000684999j -0.0274162+0.0224266j -0.0131104+0.046204j 0.0455538-0.0285819j -0.0526901-0.0163263j 0.00833031-0.0123548j 0.0278552-0.00360483j 0.101621-0.00734665j 0.017926+0.0183247j -0.111021+6.66134e-16j 0.0443295-0.00453857j -0.0514746-0.0285844j 0.0511852+0.0223339j -0.0434647+0.0236074j 0.0276457-0.0211284j -0.0755297-0.0423209j 0.033552-0.0397368j 0.0191277-0.0497831j 
0.0434784+0.106813j -0.022774+0.0690018j 0.17774+0.2136j -0.114209+0.216114j 0.0864279-0.0768365j 0.0809271+0.00185293j 0.126454+0.0875862j -0.0230997-0.0659741j 0.0711225+0.0644902j 0.035615+0.00489583j 0.0200504-0.0334166j -0.139285+0.0246052j -0.113647-0.0501003j -0.0313745+0.0823201j 0.106018+0.036236j -0.0622654-0.0117457j 0.0753118+0.00475928j 0.0687568+0.129393j -0.0180332-0.0543932j 0.0185438-0.0252821j -0.00293926+0.0500895j -0.0862841+0.00263423j -0.0198923-0.016338j -0.0606437-0.0468544j -0.0290381-0.0678048j -0.0599586-0.156046j -0.0731662-0.0139107j 0.0678141-0.0636287j -0.0605002-0.101291j -0.0309491+0.0457897j 0.026377-0.0115041j -0.133714-0.118982j -0.044573-0.00179984j 0.0341629+0.0628114j -0.0125684-0.0307381j -0.0390112+0.0930323j -0.00296468-0.0473932j 0.029283+0.0132019j -0.00777742+0.0287373j 0.0749698-0.0294838j -0.0738838+0.0249317j -0.0432878-0.00489489j -0.0364375+0.0214103j -0.00141397+0.0124073j 0.0300703-0.0274331j 0.0580982+0.0417783j 0.0110837+0.0172135j 0.0679253+0.0281987j 0.0626466-0.011733j 0.0048203+0.0562133j 0.0270262-0.0454726j 0.026931-0.00439704j -0.0763688+0.00212278j 0.032276+0.0156301j -0.0152514+0.0337369j 0.00364158+0.038587j 0.0352031-0.0253735j -0.0568415+0.024941j -0.0169723-0.0126507j 0.0371877+0.0811533j -0.0457646+0.0115116j 0.0233579+0.0319722j 0.0207223+0.0173984j 0.0101714-0.00789398j -0.0192131-0.0546624j -0.0516142-0.0566629j -0.0827798-0.0765253j -0.0303145+0.00558425j -0.0232752+0.012311j -0.000889718+0.0414609j 0.0221226+0.0207317j 0.0352184-0.0121847j -0.022789-0.0390219j 0.054952+0.000142628j 0.0226951+0.00670957j -0.0152088-0.0104846j 0.0237342-0.0241033j -0.00923341-0.0502651j -0.0260472+0.00347852j 0.0289754+0.0331335j -0.0130182+0.0445781j -0.0775388+0.0152838j -0.0563078+0.0517406j 0.0443295+0.00453857j 0.0392589+1.90126e-15j 0.0139947+0.0817068j -0.106251-0.0492214j 0.0324236-0.0391798j -0.0527847+0.00999555j 0.0435298-0.0987441j 0.007467-0.0389666j 0.0108623+0.0444932j 
-0.0248388+0.311359j -0.349519-0.0830225j 0.0753774+0.116021j 0.0853929+0.0184642j -0.0901846-0.112575j -0.0599757+0.102304j -0.0234392-0.113539j 0.0304103-0.0470345j -0.000647285-0.0399258j 0.10963-0.0714433j -0.019383+0.00941186j -0.017594-0.0335998j 0.0118676+0.0166413j 0.129729+0.0670856j -0.0326613-0.0335748j -0.0782723+0.0786279j 0.000392537+0.076326j 0.0619074-0.0647217j -0.00052592+0.0759657j 0.110103+0.029319j 0.0171107-0.0203273j 0.00298124-0.0390203j 0.0193911-0.00636569j 0.0522681+0.0333025j -0.0210146+0.0571065j -0.0579325+0.0612815j 0.0102768+0.0642195j -0.0459302+0.0792131j 0.0264934-0.0096994j -0.0517323+0.0151493j 0.0516659+0.0486831j -0.0736226+0.026457j -0.0136595+0.0851386j -0.0119335+0.0797489j -0.0194363-0.01192j -0.0235469+0.0614637j -0.0193527-0.0345181j 0.0343484-0.0394226j -0.00252619+0.0749568j -0.0199801-0.0680215j -0.0240797+0.010308j 0.0132067-0.00816256j 0.00476061-0.0237068j 0.0423005+0.00316967j -0.028288-0.0106553j 0.0199856-0.0351553j -0.0277987+0.0170125j 0.0123073-0.100313j 0.0222042-0.122705j -0.0177336-0.0417022j 0.0264627-0.0127407j -0.0207424-0.0494696j 0.0101846+0.0942778j 0.0272268+0.0227663j -0.0249413+0.0113194j -0.0165269+0.00618875j 0.0278672+0.0322679j -0.0628357-0.0202976j 0.0229036+0.0471008j 0.00110277-0.0262781j -0.0318778-0.0613612j -0.0624389+0.105507j 0.0140437+0.0324038j 0.0277251+0.00124812j -0.00075907-0.00101803j 0.00603728+0.0954815j 0.0257377-0.00190965j -0.00122399-0.0488299j 0.0274199+0.0527786j 0.0155798-0.00424069j -0.0219461-0.0142543j -0.0191528-0.0628515j -0.0189449-0.00486238j -0.0236248+0.0179003j -0.014809+0.0323926j 0.0771448+0.0163901j -0.00369989+0.0443684j 0.0548868-0.0409622j -0.0575073-0.0997747j 0.010996+0.019425j 0.0121466+0.0673351j -0.042176+0.00603568j 0.0543783+0.0516216j -0.0514746+0.0285844j 0.0139947-0.0817068j 0.0160666+4.85723e-16j 0.0237261+0.00634259j 0.00531937+0.0150624j -0.0450179-0.0534408j -0.054565-0.0928157j 0.0427328-0.0968386j -0.050496-0.144094j 
-0.366311+0.0769218j 0.048163-0.341325j 0.13201-0.0202943j 0.00485489-0.0743856j -0.0896228+0.151153j 0.0100845-0.0261683j 0.0218675-0.0336364j 0.0959085+0.118208j -0.000277795+0.0336455j 0.0701614+0.0186174j 0.00141321+0.00920603j -0.0921755-0.0860949j -0.0322358-0.0284394j 0.0331694-0.0560424j 0.012727+0.0209782j 0.096631+0.0492264j 0.03508-0.0272897j -0.00450639-0.0568747j 0.0794161+0.0727453j 0.0119214-0.1036j -0.0102939+0.0203735j -0.0227277-0.00891962j 0.0295436-0.0421043j 0.00529438-0.0601627j -0.0293847+0.0317609j 0.00594671+0.0461662j 0.0106827-0.057419j 0.0819842+0.062089j 0.0234096-0.0209616j -0.000236915+0.0188474j 0.0768388-0.109104j -0.0370791+0.125714j 0.0876817-0.0066912j 0.150384-0.0271246j 0.0176771-0.000139374j -0.0321329+0.0321891j 0.0119177-0.0104179j 0.0238772-0.00344275j 0.0428888-0.0704804j -0.0250304+0.0314397j -0.0026537+0.00830078j -0.0485757-0.0475673j -0.0116138-0.00965818j -0.056933+0.0133257j 0.0794858-0.0104111j -0.0185297-0.019872j 0.00458822+0.00638002j -0.0418897+0.0117696j -0.0469104+0.0164197j -0.0351036+0.0348967j 0.0562375-0.0491281j -0.0216047+0.0113167j 0.0573346+0.0223162j -0.065303+0.0226076j -0.0314606-0.0311901j -0.0172915-0.0288676j 0.0106489-0.0728873j 0.062857-0.0190724j 0.00171486+0.08374j -0.0393554-0.0432677j -0.106557+0.0151809j 0.0474487+0.00908731j -0.0109303-0.0541027j 0.026877-0.0617807j 0.079019-0.0410623j 0.0458557+0.0327127j 0.0567244-0.0123336j 0.0463661+0.00450084j -0.0395383-0.0251525j 0.00524596+0.0270145j -0.00800942-0.0501851j -0.0470053-0.0192772j 0.0117775-0.0019657j -0.0421144+0.0255483j -0.0101471+0.00253653j 0.0371487-0.0198063j 0.00278681-0.0218577j -0.00665329+0.0616892j -0.0190746+0.00481519j -0.0919209+2.23681e-05j -0.049071-0.0236834j 0.0296568-0.0560874j 0.0127005-0.00304624j 0.0511852-0.0223339j -0.106251+0.0492214j 0.0237261-0.00634259j -0.0966956+5.75928e-16j 0.104276-0.0305033j -0.0419242-0.0291107j -0.090652-0.0222087j 0.0638282+0.0545231j 0.0127566-0.0294202j 
-0.0053387+0.163582j -0.196187+0.147908j -0.07672+0.0294133j 0.025588-0.0568326j -0.0695902+0.0783345j -0.0972565+0.01549j 0.0688749+0.0431076j -0.0161118+0.038272j -0.0116799+0.0399591j -0.0774427-0.0503204j 0.119814+0.0361119j 0.137807-0.024189j 0.0553494-0.0231301j -0.0130765-0.0902141j -0.033756+0.0524134j -0.0203478+0.0552032j -0.012162+0.147642j 0.00722367+0.017211j 0.00784842-0.0120223j 0.00990262-0.0641083j -0.0537089+0.0198958j 0.00997265-0.0495855j 0.0210443+0.00261672j 0.0352831-0.150443j -0.0437478-0.0613155j 0.00235716+0.0335729j 0.0820238+0.0517385j -0.103675+0.103692j 0.0916363-0.0803876j 0.00938488-0.0506612j 0.0652857-0.0352559j -0.0788378-0.0985751j -0.00409277+0.121015j -0.0196987+0.0221864j 0.0446138-0.0376428j -0.01901-0.0401092j 0.0702968-0.0212213j -0.0326207+0.0450848j -0.00701962-0.00578876j 0.0615356+0.00504687j -0.0501917-0.0645361j 0.00235486+0.0149691j 0.0169201-0.0129569j 0.0311673-0.02623j -0.046126+0.047614j -0.00551174-0.0324783j 0.0010104+0.0455428j -0.0166922+0.0539901j 0.0472105+0.0625568j -0.0751807+0.00917164j -0.022647+0.0362762j 0.0132134-0.000188013j 0.0191606+0.0689132j 0.041814-0.0575263j 0.0298881+0.00626537j 0.0194044-0.0413726j 0.0330792-0.00468487j -0.110571-0.0263765j 0.0241302-0.0293704j 0.0786926+0.0177072j 0.0256421-0.0579363j -0.035647-0.0455512j 0.0415181+0.00393679j -0.0100637-0.013323j -0.037181+0.00802551j 0.0196579+0.0583271j -0.0430447-0.0206101j 0.010127+0.0330159j -0.0587762-0.00318052j -0.0153525-0.0282053j 0.0433471+0.0613234j 0.0113391+0.0255075j -0.00739097+0.0142394j -0.0411767+0.0106256j -0.0612753+0.0366725j 0.0357596+0.0139002j -0.00428002-0.0468698j -0.0725771+0.0646534j 0.0173315+0.0038517j -0.0612745+0.0231695j 0.00374277-0.0285628j 0.0465851+0.0358166j 0.00642801-0.0547007j -0.0434647-0.0236074j 0.0324236+0.0391798j 0.00531937-0.0150624j 0.104276+0.0305033j 0.0592088-1.98626e-15j -0.0868432-0.0156304j 0.0533466+0.0910949j 0.0312888+0.052965j -0.0222228+0.0198465j 
-0.0107847-0.166786j -0.0252468-0.00845504j 0.0161366-0.0479841j -0.0421017+0.11566j -0.00118445-0.0107822j 0.108685+0.011274j -0.00145011+0.11873j 0.216473+0.104982j -0.00929819+0.0157999j -0.0511471-0.146054j -0.0174597+0.0957778j -0.0604964+0.146943j -0.0383213+0.000771757j 0.0325137-0.169236j 0.0023498+0.0248179j -0.0252748+0.0409677j -0.00395-0.0365451j -0.0468113-0.013784j 0.0838754-0.0462613j -0.0128046-0.0841619j 0.00197802-0.0215024j -0.0538594-0.0205161j -0.020978-0.00299723j -0.00141959-0.103053j 0.0758356+0.0200841j 0.094696+0.0564949j -0.0113952+0.0716832j 0.0289546-0.0354837j 0.0120495+0.0908927j 0.0362844+0.131j 0.0301153-0.0359882j 0.00174319-0.0102797j 0.000865415+0.0877645j 0.00962261+0.066487j 0.0309882+0.0417917j -0.0325915-0.0213419j -0.00406588+0.0691568j 0.00393745+0.0226015j -0.0518728-0.0828541j 0.0400454+0.0715783j -0.0393826-0.0429307j -0.0374921-0.0116815j -0.0290708+0.0545517j 0.0440984+0.0316055j -0.0305343-0.00535228j 0.00280656-0.0191225j -0.0154691-0.0588802j 0.0209554-0.000785169j 0.057112+0.0575807j -0.015694-0.0553758j 0.0143488+0.0190131j 0.00325038+0.0021032j -0.0159213-0.00896947j -0.0113656-0.0644616j -0.0363217-0.0163317j 0.0238613-0.00218452j 0.00173714-0.0125412j -0.0545224-0.0513142j 0.0506512+0.0560085j -0.0144688+0.0120162j 0.0177101+0.0376494j -0.000759796-0.0562962j 0.0502525-0.00318685j -0.0317386+0.0333016j -0.00862788-0.016705j -0.00109067-0.0497532j -0.0552183-0.0962915j 0.00598147+0.0135442j -0.0191275-0.00183727j -0.0235263+0.0121786j 0.00776259+0.0379562j -0.00290174+0.0377351j 0.0325093+0.02693j 0.0100155-0.00284494j 0.0051531-0.00896192j 0.060253-0.0217657j -0.0493196+0.0112915j -0.0168138-0.0725381j 0.0060594-0.0238364j 0.0290032+0.0398178j 0.0278366-0.00270123j -0.0194493+0.0471206j 0.00792849+0.0896324j 0.0276457+0.0211284j -0.0527847-0.00999555j -0.0450179+0.0534408j -0.0419242+0.0291107j -0.0868432+0.0156304j 0.0772692-4.16334e-16j -0.0767811-0.0535869j -0.010521-0.00731245j -0.0751965-0.123833j 
0.124812-0.00958465j 0.0203822-0.00930187j -0.050409-0.0526323j 0.0362222-0.0277577j -0.0124032+0.0144595j 0.0332905+0.0294062j 0.0164962-0.0512738j 0.0187217+0.321608j -0.0128239+0.0176212j 0.0895889+0.000980722j -0.0656872-0.0358079j -0.0264281-0.0727336j 0.0364748-0.0788324j 0.128973+0.0118025j -0.0187774-0.0257195j -0.0785019-0.0197202j 0.0268528-0.0140564j -0.0313418+0.00466554j -0.0453497+0.0516343j -0.0163059-0.00938734j 0.0559351+0.0788933j 0.0659921-0.0431942j 0.0385353-0.0245669j 0.100977-0.0312018j -0.0285509+0.0350663j 0.0195959+0.0715455j 0.0268184-0.0431162j -0.00689351-0.0455873j -0.0376664+0.00850727j -0.1012-0.0100334j 0.0231962+0.00359074j -0.06628-0.0159515j -0.0667376+0.0184421j -0.054832-0.0224987j -0.0224509-0.00503771j -0.00476479-0.0172697j -0.0361498-0.0589983j -0.0120022+0.0133149j 0.0143631-0.00383871j -0.0138496-0.011156j -0.00958395+0.0111839j 0.0147971+0.010318j -0.00543897+0.0198719j -0.00953656+0.00604594j 0.000819449-0.00376078j 0.0228213+0.0245525j 0.0395897-0.00286891j 0.00308896+0.0854713j 0.0222601+0.0641807j 0.0177878+0.0708577j -0.0327784+0.0291786j 0.0603059-0.021686j -0.0325278-0.0129964j 0.038619+0.0385922j -0.0166496+0.0168871j -0.0323051-0.0424442j 0.00672693-0.0333754j 0.013489+0.0274259j -0.0374617+0.0253373j 0.0312085-0.0282818j 0.0272052+0.00496517j 0.0266485-0.0157419j -0.00553142+0.0185864j -0.0463613-0.0338172j -0.0280981+0.0103348j -0.00338907-0.0449936j -0.0135436+0.0156462j -0.0370671-0.0224182j 0.0027747-0.0066019j -0.0527778-0.0113636j 0.018559-0.0115176j 0.0140019+0.0215555j 0.0253281+0.000738056j 0.0054703+0.00348995j -0.0396209+0.0648212j 0.00299614-0.0129912j 0.000283179-0.016222j -0.043659-0.0268694j 0.00623693+0.0416536j -0.0106042+0.120998j -0.0386349+0.0330685j 0.0215319-0.0379456j 0.0189481+0.0467022j -0.0755297+0.0423209j 0.0435298+0.0987441j -0.054565+0.0928157j -0.090652+0.0222087j 0.0533466-0.0910949j -0.0767811+0.0535869j 0.103281+5.72459e-17j -0.109611-0.107322j 0.00594757+0.027141j 
