-0.124989+9.85323e-16j 0.139451+0.00415134j 0.0415202+0.0935295j 0.0265067+0.0933688j 0.0538543+0.0111355j 0.0305385+0.0317643j -0.0141922-0.0258201j 0.033828+0.0768357j -0.0270561-0.0241714j 0.0214394-0.0147489j -0.0170524-0.0125673j 0.0664313-0.0044724j -0.016457+0.00554969j -0.00670166-0.0125022j 0.00904081+0.0218829j 0.0100626-0.0133609j 0.0430385-0.0029049j 0.0109067+0.0147043j 0.0169296+0.022337j 0.0220556-0.0219195j 0.0109678+0.0203299j 0.00467681-0.00533016j 0.00207014-0.0286285j -0.0594433-0.018055j -0.00990673-0.0376868j 0.000503214+0.00351133j -0.000383825-0.0481662j 0.0530858+0.037403j 0.0302968-0.0472769j -0.0153017-0.0148655j 0.0772277+0.00132149j -0.0364406-0.00444243j -0.0235448+0.023734j -0.0333935+0.00948686j 0.0115493+0.0508535j 0.0572318-0.0181731j -0.000915291+0.0758979j -0.0112352-0.0074151j 0.00620163+0.0657579j -0.030227+0.0584304j 0.0221593-0.00493886j 0.0202827+0.0166966j -0.0282484-0.00842502j -0.0350158-0.00176169j 0.0506037+0.0575223j 0.0232942+0.00639799j 0.0282635+0.0207647j -0.00523951+0.00731119j 0.00340492+0.0244382j 0.0112322-0.0131313j -0.00151931+0.0442546j 0.00904735-0.0423135j -0.00374548-0.00701703j -0.0212621+0.00699624j 0.00787917+0.0135948j 0.0328051+0.00782076j 0.0249306-0.0185028j -0.00650869+0.0303494j 0.00194051+0.00115785j -0.0247276+0.0414235j -0.0030944-0.0107488j 0.00377171-0.0139408j 0.0233738-0.0303242j 0.0683071+0.00672837j -0.00983724+0.0335097j -0.0560575-0.0172455j -0.0125859-0.00357649j 0.0594303-0.00541132j 0.01216+0.0222712j -0.0135248+0.00254468j -0.0472017-0.0142951j 0.00490508-0.0200138j -0.00857001-0.0452335j 0.0334763-0.102694j 0.00100295-0.0201736j 0.0287429-0.0578162j 0.0396685+0.00591645j -0.0339334-0.0274987j 0.0205671+0.0180775j 0.0335011-0.0104918j -0.0452576+0.0687701j 0.0205667-0.0518412j -0.0423318+0.00304194j 0.0282357-0.0218741j 0.0239958+0.14303j -0.0730468+0.00411253j -0.119265-0.299231j -0.245043+0.00779731j 0.136765-0.0620388j -0.0114375-0.0891856j -0.0419844+0.00352294j -0.0674207+0.150317j -0.0482969-0.0435276j 0.0752163-0.00254316j 0.197294+0.138198j 
-0.0594433+0.018055j -0.0410737-0.0185717j -0.0295249-0.0469279j 0.0369284-0.0393935j 0.0987044-0.0431567j -0.068897+0.0901643j -0.00746366+0.0758278j -0.0338758-0.0057566j 0.0392418+0.172102j 0.0604662-0.221994j -0.0747562-0.0290957j 0.00651513-0.024722j 0.0141592-0.150414j 0.0481206+0.0315143j -0.0872509+0.0613725j 0.0661368+0.124846j -0.0592794+0.0358799j 0.0698228-0.0319307j -0.101205+0.16644j -0.0466285-0.142055j -0.0789861+0.127587j 0.0313979-0.0100629j -0.0737456+0.0105273j -0.000442637-9.71445e-16j -0.0695801+0.0146907j 0.00614178+0.0435186j -0.0412551-0.0874929j 0.0493029-0.0183758j -0.0387652+0.0750171j 0.065058-0.00298129j -0.105436-0.0200308j 0.0315034-0.0228977j 0.0256181-0.0823694j -0.047782+0.0751775j 0.014353-0.0423124j -0.0603962-0.0529618j -0.00261443-0.151098j -0.0582264+0.004211j -0.065878-0.0605817j 0.00455447+0.0456465j 0.0503785-0.0105634j -0.0333872+0.0324404j -0.0289615+0.0378395j 0.0310712-0.0504886j 0.0246569-0.029766j -0.0071675-0.0015919j -0.0604299-0.0756209j -0.0629664-0.0146399j -0.00993046-0.109137j -0.070608-0.000858645j -0.0605819-0.0148059j -0.0219169+0.035591j -0.0603362+0.0506738j -0.0353132-0.0148196j 0.0266972-0.00559735j 0.0227131-0.0730446j 0.00639498-0.00156762j -0.00631075-0.0107009j -0.00289357+0.0186976j -0.0159147-0.0454421j -0.0656599+0.0762772j 0.00875545+0.00891253j -0.0117958+0.0234771j 0.0230825+0.0228817j 0.0366727-0.0494092j -0.0330397-0.000220101j -0.0159955-0.0633475j -0.0111685+0.0112544j 0.00790075+0.016944j -0.00408721-0.0136535j 0.0252791-0.000728911j 0.0121726+0.0496481j -0.0229865+0.0132538j 0.0219359-0.0744916j 0.0377338-0.0227445j 0.0445267+0.0407985j 9.32177e-05+0.0189986j 0.00469902-0.119676j 0.0430381+0.00613195j -0.120074-0.0704043j -0.05507-0.130433j 0.0579255-0.0590271j -0.00248095+0.048368j 0.0271234+0.0359127j 0.0107033-0.0102952j -0.0673997-0.00108079j -0.0165487-0.023586j 0.0394529-0.0563231j 0.033225-0.0574215j 0.0591856+0.0537176j -0.00714278-0.0158307j 0.0634694+0.00426012j 0.0581721+0.0500321j -0.0197111+0.0605389j 0.0972775+0.024343j 
-0.00990673+0.0376868j -0.0346126+0.0125818j -0.0537677-0.0683682j 0.0483329-0.0031545j -0.0153163+0.0892391j 0.0410166+0.048987j -0.114338-0.0239347j 0.00834856+0.0290688j 0.000600779+0.000414287j -0.0720672-0.0606911j -0.0123479-0.0294885j -0.052945+0.0467949j -0.00681253-0.113247j 0.0105625+0.000455487j 0.107988-0.0460601j -0.106868+0.0442315j 0.0249701-0.0793541j 0.0347286+0.0157235j 0.00639853+0.000309109j -0.0367361-0.000596746j -0.0124822+0.028267j 0.0955929-0.0575961j 0.104536+0.0838532j -0.0695801-0.0146907j 0.0238202-1.75554e-15j -0.0562536+0.0132507j 0.0125227+0.177946j -0.0417816-0.0192644j 0.0822559-0.0449929j 0.099614+0.00187351j 0.0556536-0.0308842j 0.0659433-0.0674259j 0.0496552+0.104278j 0.0334122-0.0198847j 0.0560843+0.275635j 0.121969-0.0317717j -0.0665124+0.000762685j -0.0965662+0.0171624j 0.0464996-0.00241761j -0.0970057-0.145193j 0.0212829-0.00588372j 0.0319585+0.054569j 0.0639927-0.0145139j -0.0601627-0.0953001j 0.018861-0.0922179j -0.0545085-0.0126668j 0.063305-0.0705615j -0.0373059+0.023652j -0.0077415+0.0462799j 0.0380506+0.000855996j -0.00613631+0.00190705j 0.0280788-0.00880856j 0.0256356+0.00076408j -0.00685096+0.0549502j 0.0852574+0.0203692j 0.00811347+0.0369591j 0.01082-0.00297576j 0.0193183-0.0813364j -0.0311745+0.0416151j -0.00178875+0.0655895j 0.0219312-0.0666764j -0.0205306-0.0316634j -0.028511+0.00501674j -0.00334698-0.0225641j -0.107257+0.0156827j -0.0787521-0.0137826j 0.0666383+0.0225482j 0.0268623-0.0125821j 0.0737243+0.0675673j -0.0406115-0.0324817j -0.0292876-0.0682251j -0.0124184-0.0178899j 0.0338627+0.0282088j 0.0909895-0.0353171j 0.00884522-0.0120264j -0.0253016+0.0379995j -0.0163799+0.00839792j 0.00957055-0.00444861j 0.028377-0.0202906j 0.00408153-0.052897j 0.0311771-0.057118j -0.0250853-0.0206552j -0.0345657-0.0088851j 0.0204142+0.0183667j 0.0433529-0.0596216j 0.00957481-0.00368109j 0.0454148+0.0410803j -0.012744-0.00320184j 0.0899005-0.0541102j 0.0120093+0.0021982j 0.0404768+0.0119894j -0.0159672-0.0349468j -0.0283511-0.0457127j 0.0894473+0.0834605j 0.0303839-0.0841241j 
0.000503214-0.00351133j -0.00537851-0.0128518j -0.0344409-0.0753751j 0.0506777+0.0321747j -0.0219563+0.0793916j -0.0745215+0.00145795j -0.0683103+0.065817j 0.00120275+0.0328651j 0.0389081+0.0525396j -0.0348589-0.0267645j 0.0382944-0.0961294j -0.101815-0.0566124j -0.0776163+0.164084j -0.0329006+0.00673856j 0.0789656-0.0546315j -0.0214262+0.138857j -0.058574+0.0122861j 0.0548632-0.0207368j 0.0847621+0.0764653j -0.0325469-0.14278j -0.0187406-0.0394631j 0.0976871+0.0319885j 0.00848393+0.0971415j 0.00614178-0.0435186j -0.0562536-0.0132507j -0.0160728-6.9042e-15j 0.176817+0.0487168j -0.0271024+0.027628j -0.0229021-0.0458257j 0.0272467-0.00643737j 0.00517366-0.067165j 0.0610947-0.00737845j 0.112503-0.066593j -0.0753965+0.0313097j 0.139016+0.0140251j -0.00264302-0.10979j -0.00145325+0.0211875j -0.0463218+0.0356887j -0.0163221-0.0351752j 0.00747254+0.054082j -0.0185877-0.017017j 0.0412481-0.026227j 0.0151211+0.0778931j 0.000555262-0.0132614j 0.0291639+0.0510896j -0.0194665+0.0668263j -0.00514658+0.0495352j 0.0161819+0.0252732j 0.0369915+0.0150298j -0.00670281+0.107487j 0.0508968-0.107867j -0.0114397+0.0600705j -0.0200493+0.00370955j -0.0221277-0.0180138j -0.0346643+0.0973593j 0.0163947+0.0189091j 0.0383002-0.0123212j 0.0304082+0.0245256j -0.0122204-0.0068637j 0.0179893-0.00334236j -0.00426689-0.0186157j -0.0234319-0.00393017j 0.0253796+0.0223912j -0.0261087-0.0355575j 0.0217025+0.0104608j -0.0516765-0.0140496j 0.0184835+0.00125298j -0.00914497+0.0275397j 0.000456863+0.015184j -0.00102053-0.0764825j 0.0245679+0.0397725j 0.0393072-0.0603419j 0.00952612-0.045451j -0.0430168+4.48085e-05j 0.0213933+0.0312953j 0.0235948+0.0599082j 0.0438958+0.00401854j -0.093382-0.0455733j -0.0690862-0.0834909j 0.00244084+0.0580975j -0.14992+0.137836j 0.0337095-0.0465959j -0.0299022+0.012756j 0.0584922-0.0428675j 0.00100528-0.0128101j 0.0615235-0.0801578j 0.0236536+0.0409013j 0.035043+0.0185451j -0.097573-0.0108315j 0.0057314-0.0471264j -0.0625541-0.0422623j 0.012582+0.0131342j -0.0388663+0.0575691j 0.0321079-0.0252358j -0.0572357-0.0387574j 
-0.000383825+0.0481662j -0.0140764-0.0483806j -0.0020276+0.0318474j -0.0367343+0.0218805j -0.00907647+0.0522865j 0.0556398-0.0726356j 0.0144664+0.0143673j -0.00168857-0.0289443j -0.00252771-0.0229705j -0.0547654+0.0994901j 0.0144492-0.0389928j -0.0056643+0.100796j 0.0336605+0.11458j 0.0127542+0.0519632j 0.0651135+0.0659237j -0.00273308-0.0185961j 0.0312856+0.0451499j -0.051532-0.0376362j -0.0206169-0.0725157j 0.0117256-0.187671j -0.0377423-0.0174931j 0.0614339+0.0665373j -0.103128-0.0688994j -0.0412551+0.0874929j 0.0125227-0.177946j 0.176817-0.0487168j -0.0137245-6.01602e-15j 0.00415283+0.00767509j -0.071852-0.0722279j 0.00115108-0.0124879j -0.0852412-0.0167019j 0.026971+0.0278454j 0.0353335-0.0226954j -0.186601+0.135076j 0.0594839+0.0620845j 0.00632567-0.130284j -0.0380425+0.0985127j -0.113786+0.0565846j 0.0513252+0.0267413j 0.0303809-0.0655352j 0.0502736+0.0179589j -0.0320114+0.00243362j -0.0593295-0.0846922j 0.0164378-0.0471757j 0.0477117+0.00198819j 0.0327085-0.0554966j -0.00461131+0.043995j 0.00604034-0.004558j 0.0016259-0.0221329j -0.0427679+0.0500121j 0.00963595-0.00790988j 0.0109902+0.0300568j 0.0761039+0.0491085j 0.0319832+0.00186534j 0.0978707+0.0448387j -0.00129674-0.00129j -0.0497014-0.0360493j 0.00482625+0.0116182j 0.00971916+0.0298016j -0.00453285+0.0141066j -0.031629+0.000230828j 0.011564-0.0141875j 0.0165003-0.0476006j 0.0303457-0.00681917j -0.0213238-0.0412501j -0.0383094-0.018056j 0.0433843+0.049322j 0.0590286-0.0200936j 0.0455702+0.0357002j -0.0235911+0.0578437j 0.00684436-0.00467197j 0.0249386+0.0151781j -0.00982368-0.00441361j 0.0256989-0.0802313j 0.00124621+0.0249599j 0.00668619-0.0596902j -0.0921778+0.0131761j 0.0954043-0.0345255j 0.014212+0.125544j -0.0446034-0.0297244j 0.0862673-0.102178j 0.00287234-0.0300943j 0.0281734+0.0178349j -0.0298762+0.0144906j 0.0491125-0.0824152j 0.0192409-0.0137691j -0.0156198-0.0436874j 0.00341172+0.0295109j -0.061574+0.0120428j -0.00930939+0.0315076j 0.0873856+0.00454142j 0.034179-0.00774255j -0.0542212+0.0488588j -2.49148e-05+0.0147333j -0.0139737-0.0248165j 
0.0530858-0.037403j 0.0254534+0.0405838j 0.0295234-0.0169635j -0.0278356-0.0214283j 0.054586-0.0618268j 0.019651+0.0894997j -0.0173318-0.0258058j 0.00170223+0.0821609j -0.121067-0.0738299j -0.0088681-0.00612625j -0.0379753-0.0761473j 0.0990708-0.0339375j -0.0984659+0.113526j 0.0204519-0.0020712j -0.068906-0.0367885j -0.00628307-0.0752023j 0.0120215-0.000612809j 0.10399+0.0804239j -0.0925871+0.0432632j -0.0617897+0.0590737j 0.0232247+0.14052j 0.0059693-0.0361608j 0.0657489+0.154886j 0.0493029+0.0183758j -0.0417816+0.0192644j -0.0271024-0.027628j 0.00415283-0.00767509j -0.00374512-4.3715e-16j 0.0361436-0.0433214j -0.0714195-0.0337923j 0.13466-0.0322335j -0.0275153-0.000493689j -0.00879541+0.0351379j 0.0222994+0.0466737j 0.0669147+0.00419253j 0.0474437+0.0542586j 0.0423167+0.175883j 0.0415396+0.000487097j -0.0431462+0.093124j 0.0550584+0.00960482j -0.0822658+0.00118473j 0.0132419+0.0354055j 0.00287859-0.0904706j -0.032205+0.0583518j -0.0405292+0.114191j 0.0199041-0.0650002j -0.0189321+0.0343358j 0.0599195-0.0491878j -0.0127548+0.0442016j 0.0454168+0.0177332j -0.00744308+0.0113283j -0.0254833+0.0864682j 0.060957+0.0276145j 0.00752269+0.0386949j -0.0588784+0.099953j -0.0150904+0.0317386j 0.0391757+0.0142032j 0.0270381+0.0570136j 0.00939033+0.0226096j 0.00226397+0.0188128j -0.0467315+0.0555209j -0.00257549-0.0383253j -0.00921634+0.0511405j -0.000974689+0.0434109j -0.0191566+0.0296504j 0.0518322+0.0264264j 0.0253609-0.0087163j -0.0286501+0.0465989j 0.0285045+0.0412764j -0.0206958-0.00614466j -0.0149376+0.0109852j -0.0261212-0.0205971j -0.00675626-0.0163278j -0.0102148+0.0194465j -0.0509205+0.0526606j 0.0551694-0.0411272j -0.103956-0.0030613j -0.00430283-0.160209j 0.0789859-0.0806367j -0.0793169+0.0476335j 0.0183686-0.133008j -0.0137907-0.0574205j 0.0137356-0.0465617j -0.0115489+0.0545359j 0.0689331-0.0424801j 0.00881442+0.0284798j 0.0130657+0.0351803j 0.0132789+0.0407992j -0.0442413-0.00411712j 0.0556533+0.0920707j -0.0189505-0.0367649j -0.00452544+0.012944j -0.0206781-0.0227542j 0.0509869-0.0241264j -0.0571566-0.0208236j 
0.0302968+0.0472769j -0.0171604-0.00385579j 0.0119845-0.0522482j -0.023509-0.0354301j -0.038519+0.0431022j 0.0360566+0.101869j 0.0589446-0.000909326j 0.0433682+0.0288166j 0.00382582-0.0224708j 0.0234716-0.0701399j -0.0279489-0.0229662j 0.017117+0.0537373j 0.0757117+0.0559481j 0.0619513+0.0340691j -0.164817+0.0131114j 0.0445127-0.0781689j -0.00375444+0.0801669j -0.0950542-0.0523534j -0.0777717+0.0113756j -0.0763132+0.0713906j 0.03284-0.0251588j 0.00163831-0.0757852j -0.0355142+0.166113j -0.0387652-0.0750171j 0.0822559+0.0449929j -0.0229021+0.0458257j -0.071852+0.0722279j 0.0361436+0.0433214j -0.0771127+2.32757e-15j -0.0132337-0.0467638j 0.153714-0.0267698j 0.13277+0.0340729j 0.159699+0.0449555j 0.0278005-0.00625849j -0.0851905+0.00970533j -0.201456+0.0418326j 0.162332+0.0420386j 0.0493894-0.0196008j 0.00724361+0.049636j 0.0153479+0.0457373j 0.00231948-0.142284j 0.00246486-0.043426j 0.0167681-0.0650592j -0.0318386+0.030942j -0.0794138-0.000740812j 0.071199+0.0106544j -0.0441531+0.0199128j 0.0107758-0.088029j 0.0905266-0.00722259j 0.0547825-0.00340658j -0.048594-0.149101j 0.0460826+0.0587673j 0.00472217+0.052598j 0.0107498-0.022645j -0.0680087+0.0498707j -0.0678878+0.0243232j 0.0117147+0.0290375j -0.0740344+0.0669729j 0.00949893-0.013707j -0.0713291-0.0372308j 0.0749439-0.0640405j -0.0108879+0.00744128j -0.0256355+0.0194578j -0.0462876-0.00691318j -0.0211744-0.0304015j 0.00738214-0.0475491j -0.00380969-0.0160966j -0.00846624+0.0310863j 0.0338048+0.00281465j -0.0215594-0.0189932j -0.00187842-0.0807814j 0.0168727+0.0286531j -0.0726204+0.0628713j -0.0363886-0.00312568j 0.0126952-0.0309296j -0.0171039+0.0517788j 0.0601308-0.0719615j -0.0087585+0.0448929j 0.0434247+0.0343926j -0.000682777+0.038407j 0.0230964+0.000386539j 0.0298899+0.0314783j 0.0237942+0.0183182j -0.00601489-0.0251025j 0.0385677-0.0631591j -0.0308788-0.0249293j -0.0342658-0.0938973j -0.00157831-0.0287546j -0.0176729+0.0161555j -0.0186802+0.00100558j -0.0213542+0.0511969j 0.0109444-0.0246098j 0.0372584+0.0443733j -0.0285784+0.0517567j 0.0457311-0.00252225j 
-0.0153017+0.0148655j 0.00717306+0.0311834j -0.0174053+0.0413351j 0.013002+0.0433793j 0.00886594-0.0163458j -0.0240561-0.00775678j -0.0402366-0.0594957j 0.00931164+0.0203008j -0.0583771+0.00396217j 0.0204589+0.076726j 0.0680796-0.0556286j 0.0309749-0.0178478j -0.0790624+0.162892j -0.0106539-0.00636121j -0.00667836+0.0199384j -0.0112328-0.0172837j -0.077647+0.071429j 0.0123707-0.0337222j -0.00670186+0.0443696j 0.0475955-0.0525415j 0.0215824+0.0265061j 0.0361919-0.0113217j -0.092767+0.0635605j 0.065058+0.00298129j 0.099614-0.00187351j 0.0272467+0.00643737j 0.00115108+0.0124879j -0.0714195+0.0337923j -0.0132337+0.0467638j 0.142666+2.21767e-14j 0.127474+0.000223577j -0.0352535-0.0738673j 0.0467654-0.0627716j -0.0840998+0.0699925j -0.125725-0.0125753j 0.0588698-0.0772541j -0.101341+0.0685515j -0.0938185+0.0643268j -0.0597577+0.0928216j 0.188657-0.0874349j -0.118923+0.0369758j -0.0305124+0.0434305j -0.00151932+0.0835158j 0.0492493-0.0298397j -0.11697-0.0365371j -0.0638525-0.0543432j -0.0909559+0.0938342j -0.0487052+0.0107993j -0.071793-0.092369j -0.0367225+0.0324834j -0.0841387+0.0328877j 0.0366418-0.04143j -0.0614257+0.0394504j 0.0921783-0.0640419j 0.157013-0.148491j 0.0711628-0.0404474j -0.0255735+0.00803596j -0.00790674+0.0347932j -0.0231488-0.0113869j -0.0467236-0.0196932j -0.00348881+0.00455873j -0.0018193+0.0258158j -0.0476314+0.00090502j -0.0840273+0.0364847j 0.03293-0.069456j 0.0443383-0.0387321j -0.00865052+0.00770428j -0.0508513+0.0317545j -0.0339063-0.00661093j 0.0197074-0.0258385j 0.0237894-0.0108943j 0.0184511+0.063974j 0.0586708-0.0278237j -0.00249227-0.0550761j 0.0103678-0.0575146j -0.00155665-0.0513339j -0.00185202-0.046136j 0.0313419+0.0859601j -0.0119325+0.0162238j 0.0249405+0.000596779j -0.020093+0.0616706j 0.00276358+0.0388365j 0.0223731-0.0119462j 0.0108216-0.0439252j -0.00186041+0.0375105j 0.035634+0.0366759j -0.0341638-0.0423381j 0.0166409-0.0426822j 0.0626125-0.0601526j -0.0386159+0.00451345j 0.0249815+0.0134631j 0.0416393-0.0267254j 0.0798647-0.00126971j 0.0113082-0.061346j 0.0133849-0.0217253j 
0.0772277-0.00132149j 0.00267909-0.00174744j 0.00289068+0.01794j -0.0960906-0.0384666j -0.0106674+0.0372121j -0.0237691+0.0795619j -0.0938329-0.0355264j 0.023276-0.0391913j -0.0113992+0.0224683j 0.057812-0.072524j -0.0357456-0.135534j -0.0383993-0.0772594j 0.0644292+0.125436j -0.0590381+0.0248004j -0.0328687+0.0737734j 0.00149583+0.00349715j 0.00113825-0.0165809j 0.101556+0.0517651j 0.0297396+0.0109583j 0.0771703-0.152041j 0.0307721+0.0086119j 0.0206717+0.0600714j 0.0417836-0.0622615j -0.105436+0.0200308j 0.0556536+0.0308842j 0.00517366+0.067165j -0.0852412+0.0167019j 0.13466+0.0322335j 0.153714+0.0267698j 0.127474-0.000223577j 0.176744+1.26114e-14j 0.102321-0.0674206j 0.0257337+0.00542762j -0.0035823-0.147991j -0.0443097-0.0803605j 0.0184626-0.0409514j 0.0579062+0.0119808j -0.0500155+0.0223464j 0.00831063-0.0408185j -0.0242983+0.0339001j 0.104373+0.00720008j 0.0261843-0.00286827j 0.0697556+0.0124186j 0.00859263+0.0386631j -0.0133195+0.0344764j -0.0473213+0.00656198j -0.0107036+0.0569964j 0.0295403+0.0670448j 0.00373835-0.022846j 0.0101973+0.020405j 0.00128664+0.152733j -0.0317966-0.0541238j -0.00840727+0.00744247j 0.00537394-0.00743233j 0.0436613-0.0699454j 0.0361272+0.0208469j 0.0320724+0.0181761j 0.0357695-0.0255067j -0.0227457-0.060649j 0.00275337+0.0484683j -0.000690729+0.0938456j 0.0139216+0.019578j -0.00053187+0.0356902j 0.0489433+0.0672737j -0.0432263-0.0453416j -0.00400803-0.0165552j -0.0124494+0.0144079j -0.00155853+0.0667843j -0.0464922-0.00499591j -0.0460226+0.0246812j 0.0237713+0.012506j 0.057782+0.0110951j 0.0105836-0.024707j 0.00567424+0.0194629j -0.0605688-0.0291619j -0.0180901-0.0405508j -0.0514656+0.0196824j 0.0289081+0.0174142j -0.00616459-0.0875884j -0.0160296+0.0108296j 0.0482135-0.0250556j -0.0185187-0.0367959j 0.00540403-0.0470373j -0.0549791+0.0293579j -0.0432845+0.0231359j 0.0322148+0.0461217j -0.0282694+0.0293991j 0.0112395+0.0740652j -0.0276819-0.00624763j -0.0100451+0.0472963j -0.0246946-0.0260598j 0.0812469+0.00664008j -0.0116334+0.0112889j -0.0689555-0.0616594j -0.0592095-0.0347739j 
-0.0364406+0.00444243j 0.0162084+0.00680904j 0.0441988-0.00592084j -0.00470174-0.00926188j -0.0925682+0.0361674j 0.115858+0.0789922j 0.0591668+0.0507377j -0.0273181-0.00926051j 0.00134873-0.0103038j -0.0384048+0.00525105j -0.146306-0.080396j 0.0448043+0.0453636j -0.0768386-0.0539656j -0.0435326-0.0286481j -0.0406878-0.0990487j 0.0297904+0.119793j 0.0579827+0.000324429j 0.0110235+0.0875652j -0.00399681-0.020013j 0.00517275-0.090215j 0.0543422+0.0355505j -0.0300445+0.035248j -0.00269239-0.00502895j 0.0315034+0.0228977j 0.0659433+0.0674259j 0.0610947+0.00737845j 0.026971-0.0278454j -0.0275153+0.000493689j 0.13277-0.0340729j -0.0352535+0.0738673j 0.102321+0.0674206j 0.780694-4.25632e-14j -0.039175-0.0372035j -0.0338464+0.0527519j 0.0401905+0.0212613j -0.00335887+0.0178802j 0.0311619-0.00745736j 0.00427993-0.020977j -0.0233217-0.0285199j 0.0166155-0.0236467j -0.0161596+0.0568831j -0.00243015+0.031408j 0.0305994+0.0632426j -0.00967652-0.0564207j 0.0493629-0.0217427j 0.00122725+0.00236177j 0.0245357-0.0152599j 0.00751583+0.0194107j -0.011055-0.00445417j -0.00210942+0.0178965j -0.0443777+0.0248215j -0.00435769-0.00949552j 0.00306322-0.00181093j 0.000376461-0.0211245j -0.0141465-0.0328901j -0.0121528-0.0118592j 0.00310865-0.00597127j 0.00823399-0.000870417j -0.0068761-0.00300482j 0.0121846-0.00964463j -0.00309216+0.000431597j 0.0215048-0.000174456j 0.0139262-0.0387672j -0.0345156-0.0255904j 0.019397+0.0180885j -0.004166+0.00485275j -0.0296997+0.00359594j -0.00406554-0.0131559j -0.00995736-0.00935819j -0.00253892-0.00931262j 0.0130526+0.0129057j -0.0187042+0.00118188j 0.0282884-0.00473305j -0.0121308-0.0140743j -0.00668003-0.00577489j -0.00903179-0.000805267j -0.00780876+0.00407742j -0.0178549+0.0027069j -0.00398783+0.00527769j -0.0197552+0.00236289j -0.0161662+0.0133516j 0.00723765-0.00915385j -0.0101758+0.022092j 0.003481-0.00496681j 0.004538+0.0221545j -0.00353004+0.0044888j 0.0229902+0.00737123j 0.00829546-0.0176849j 0.0115045-0.0097422j 0.000584617-0.0076247j 0.0017427+0.00224379j 0.0025714-0.00802626j 0.00654624-0.00579519j 0.0220005-0.0167649j -0.00266111+0.000825558j 
-0.0235448-0.023734j 0.0646525-0.0346475j 0.0257528-0.0367736j 0.0674387-0.0050386j 0.0328988+0.00445581j 0.0724329+0.0627419j 0.027185-0.0225527j -0.0360142+0.0556881j 0.0481872+0.0190176j 0.0240461-0.0681348j 0.0201396-0.0158142j -0.0126414+0.0311393j -0.0145+0.0338324j 0.066128+0.0304808j -0.127652-0.0507965j -0.0107239-0.00141673j -0.0809949+0.109111j -0.0522875-0.0218443j -0.064141+0.0151785j 0.106881+0.0919631j 0.0212789-0.0920409j 0.00377668-0.0804009j -0.0385998+0.0332431j 0.0256181+0.0823694j 0.0496552-0.104278j 0.112503+0.066593j 0.0353335+0.0226954j -0.00879541-0.0351379j 0.159699-0.0449555j 0.0467654+0.0627716j 0.0257337-0.00542762j -0.039175+0.0372035j -0.0507768-1.59595e-16j 0.00370253+0.00189834j 0.0539856-0.017663j 0.109908-0.0406976j -0.021576+0.0113609j -0.0438114+0.0694441j 0.0259373+0.0963097j -0.0270219-0.0642042j 0.00384987+0.0183703j -0.0220877+0.00448974j 0.0421653-0.0178829j 0.0186118+0.0332456j -0.111268+0.0239175j -0.0602166+0.0344079j -0.00618202-0.00727393j 0.0121747+0.0593831j -0.0648543+0.0478513j 0.018232-0.0282016j -0.0386553+0.123005j -0.020779-0.116244j -0.0596338-0.0595225j -0.0426679-0.00898036j -0.0566143-0.00517381j 0.0235757+0.0274701j -0.0851101-0.00753197j -0.0235987-0.0315804j -0.00996536+0.039588j 0.0330836+0.025207j 0.00761635-0.0200315j 0.00483557+0.0298742j -0.0133719+0.0161539j -0.0109149+0.0211001j 0.0308856-0.0215262j -0.0113225+0.0215713j -0.0313381-0.0140524j 0.00340574+0.00366626j 0.014027-0.0298096j -0.0383175+0.0781827j -0.0237571+0.0264167j 0.0129682+0.0113254j -0.0488627+0.046602j -0.0105594+0.0112294j 0.0576836+0.0379958j 0.0114879+0.0443165j -0.0260099-0.043928j 0.0224005+0.0417866j -0.00282437+0.0619404j -0.0201568-0.0374626j -0.000407751-0.028286j 0.0431332-0.00123472j 0.0241593-0.0305872j -0.00895841+0.0103211j 0.00989039-0.0467911j -0.010061+0.0396426j 0.0368917+0.00784166j -0.0356853+0.059403j -0.0708675-0.00968237j -0.00778837+0.0273746j 0.00807232+0.0566135j 0.0306969+0.0414271j -0.0667274+0.0234452j -0.0130781-0.0349841j -0.0687396-0.0107054j 
