0.0219381-8.67362e-19j -0.0015789-7.2941e-05j -0.0146871-9.06566e-05j 0.0213154-0.000885885j 0.000444244+0.000107812j -0.00369619+0.000392342j 0.00640089+0.000391075j -0.00582974+0.000115127j -0.00166266+0.000131352j 0.026995-0.000483227j -0.0150658+7.10281e-05j -9.45702e-05-0.000532882j -0.0177455-0.000117037j -0.00390734-0.000176359j 0.00901553+0.000297291j 0.0086826-0.000254334j 0.00201753+0.000358389j 0.00358113+0.000372472j -0.0129822-1.97016e-05j 0.00201847+1.48547e-05j 0.00452203-0.0001358j 0.0112411+0.00028488j 0.00904744+0.00021013j 0.00658627+8.11159e-05j 0.0066692+9.49012e-05j -0.00337285+0.000178763j -0.00148236-0.000388682j -0.0104306+4.57856e-05j -0.00542734+0.00021745j 0.00368394+0.000643208j 0.0161413+1.74978e-05j 0.00818924-0.000146621j -0.0281706+0.000644256j -0.0121711+0.000517808j 0.024646+0.000672817j -0.0331615+0.00042958j 0.0219465-0.000188352j -0.00639929+0.000119323j -0.0429615+7.06864e-05j -0.00133042-0.000236237j -0.0131218+0.000155294j 0.0250343-9.80064e-06j -0.00965508+7.30688e-05j -0.01583+0.000363306j 0.0133807-0.000417141j -0.0158542+0.000101189j -0.0422048+0.000441383j -0.0474093-4.86001e-05j -0.00329212-0.000185853j 0.0135858-3.14866e-05j 0.00851525+2.56651e-05j 0.0301553-8.26731e-05j -0.0189892-8.74137e-05j -0.00339255+1.45369e-05j 0.0393131-0.000510594j 0.0220462-0.000489974j -0.0104918+0.000100869j -0.0106537-0.000354031j -0.0270504+0.000280314j 0.00675116+8.98608e-05j -0.00860625+3.27784e-05j -0.000235066+6.30578e-05j -0.00610621-0.000218021j -0.0362249+0.000864028j 0.0437822+0.00113556j -0.0217541-0.000459565j 0.0777906-0.0065687j -0.195118-0.00129777j 0.0123805+0.00179505j -0.842999+0.00493857j 
-0.00339255-1.45369e-05j 0.021722+0.000566335j 0.0155077+0.000418663j -0.0322344-6.88179e-05j -0.0254792-0.00135586j 0.12801-0.00159503j -0.263438-0.00228674j 0.100599-0.00178953j -0.118621-0.00091187j 0.137663+0.00256023j -0.0247553+0.000432301j -0.19028-0.0021318j -0.0838613+0.000139673j -0.000723953+0.00103713j 0.019911+0.000981666j -0.0455037+0.00156069j 0.303552+0.00172414j -0.117604-0.000905805j -0.208354-0.000600157j 0.127106+0.000759215j -0.164472-0.000770816j 0.0396285+0.000416548j -0.0403897-0.000135479j -0.031226-0.00146056j 0.107098+0.00126394j 0.125711+0.00140193j -0.0841592-0.000155578j -0.190546-0.000807662j -0.0310867-0.000370675j 0.0184193-0.000336969j -0.0160381+0.000829312j 0.0338147+0.00124165j -0.0572314-0.00182225j 0.177343+0.000378727j 0.202095+0.000526353j 0.134183+0.00104553j -0.219431-0.00106524j -0.0939659-0.000475076j -0.0769434-0.00114392j 0.0660227-0.00206741j -0.131104-0.000694482j -0.0161818+0.000215397j -0.0396483+0.000903068j 0.00841946+0.00105126j 0.125168+9.29449e-05j 0.0890449+0.000251572j -0.0241315+2.32631e-05j 0.157312+0.000408712j 0.192956-0.000296078j -0.0810637-0.000899005j 0.0474967+1.19946e-05j 0.000893905+0.000440734j 0.125522+0.000129517j 0.122236+7.60936e-15j 0.0554869-0.001729j -0.0107749-3.82485e-05j -0.0675949+0.000432991j -0.0269956+0.000343108j 0.0351339-0.00109242j -0.0409329+0.000484942j 0.0970874+5.81516e-05j 0.195937-0.00122835j 0.199711-0.000516858j -0.0317644+0.000548667j 0.069714-0.000587043j -0.0452432+3.88247e-05j 0.000970242+0.000399627j -0.012728+0.00111233j 0.000534372+0.000468249j 0.00206903-0.000569915j 
0.0393131+0.000510594j 0.0330642+0.00030107j 0.048542+0.000578191j -0.00561705-0.000346977j -0.0388676-0.00249552j 0.1492+0.00210756j -0.0515166-9.29052e-05j 0.167447+0.00174769j 0.196496+0.00122945j 0.183759-0.000591377j 0.210129+3.31742e-05j 0.11944+0.00183681j 0.00990284+0.000737213j 0.07575+0.00125387j 0.269721+0.0012473j 0.0463181+0.000333446j -0.0968283-0.00272286j 0.0144587+0.000666971j -0.0215199-0.000212218j -0.0515377-5.58942e-05j -0.188149-2.31706e-05j 0.143864-0.000466805j 0.0568402+0.000439578j 0.0813564+8.35988e-05j -0.0953626+0.000736993j -0.0710569-0.000419366j -0.120173+0.00018018j 0.0326942+0.000371211j 0.0519447+0.00121138j 0.102892-0.00089719j 0.0938983-2.47893e-05j -0.0428888-0.000255903j 0.302378+0.000744742j 0.117666+0.000132778j 0.174619-0.00229227j 0.122342-0.000252782j 0.173616-0.000406703j 0.106611+0.000917413j 0.0688506+0.000924423j 0.1416+0.000843387j 0.0699453+0.00136267j 0.00874233+0.000246116j 0.0982758+9.19688e-05j 0.0155431-0.000640096j 0.0449831+0.000417418j -0.0686372-0.000930865j 0.150479+0.000532518j -0.0302652+0.000575522j -0.0772281-0.000317372j 0.00236191+0.000555127j 0.0708323+0.000420217j -0.0174272-0.000542765j -0.0641279-0.000140032j 0.0554869+0.001729j 0.292545+4.82969e-15j 0.0733899-0.000313327j -0.0171155+0.000117733j 0.0938946-0.00133251j 0.081147-0.000301217j 0.0632038-0.000196666j -0.0772844+0.000310754j 0.0383635-0.000275622j 0.00523931+0.000162204j 0.0191308+0.000981977j 0.0440873-0.00138082j 0.067525-0.00109621j -0.0185903-4.79921e-05j -0.0349137+0.000301774j 0.00928059+5.55959e-05j -0.0046905-0.00118001j 
0.0220462+0.000489974j -0.0340968-0.00124576j -0.116344+0.000679333j 0.0651879-0.000341242j -0.266103+1.55964e-05j -0.13169-0.00148395j 0.0474668-0.00144896j -0.0731653-0.0010273j 0.256163+0.00225807j -0.0912613+0.00117366j -0.0733489+0.000399682j -0.0311429+0.00119084j 0.047363+0.00142279j -0.332301-0.00255088j 0.204991+0.00212221j -0.0665947-0.00125059j -0.0700031-0.001253j -0.267673-0.00220196j -0.027776-0.00175103j 1.9491e-05+0.00146737j 0.00364847-0.0010573j -0.077567-0.00103557j -0.041827+0.000859409j -0.0990192-0.000146223j 0.0291024-3.46828e-05j 0.0945525+0.00178692j -0.0310232-0.000543348j 0.000893813+0.000764518j 0.0181652-0.000778538j 0.0719931+0.0012844j 0.0547414+0.000898326j 0.033739+0.000608433j -0.0250607-0.00218734j 0.106008-0.000924861j 0.0261203+0.00214483j 0.0619642+3.16435e-05j 0.0114777-0.000365722j -0.0814642-0.00183285j 0.290349+0.000608491j -0.330389-0.00404243j 0.0336679+0.000496759j 0.261647+0.00165856j -0.0271219+9.81325e-05j 0.0271869-0.000348142j 0.0300553+0.00084142j 0.0763251+0.00085497j -0.015584-0.00131963j 0.0626099+4.05533e-05j 0.0766545-5.07759e-05j -0.0325766-0.000252564j 0.0189599-0.000907992j -0.0180403-0.000494225j 0.0408452-0.000198859j -0.0107749+3.82485e-05j 0.0733899+0.000313327j 0.0615226+1.57036e-15j -0.0174802-0.00118085j 0.04565+0.00216013j -0.0453495-0.000269717j 0.0570371+0.000138899j 0.0704658+0.000196903j 0.0632716-0.000540021j -0.0564181+0.000769081j 0.0262227+0.000479134j 0.0038177+0.000197493j 0.0354092+0.000294671j 0.0210319-0.000440676j -0.022126+0.000925796j 0.010594+6.79705e-05j -0.00292569+3.8736e-06j 
-0.0104918-0.000100869j -0.0265237+0.000732953j -0.241211-0.00195844j -0.0224826-0.00520575j -0.0710739+0.00137869j -0.309842-0.00260154j -0.321101-0.00352116j -0.268321-0.00136911j 0.074602-0.000236394j -0.0464823-0.00214009j 0.206478+0.000337276j 0.20747-1.35095e-05j -0.00520475-0.00122964j 0.00638644-0.00166072j 0.162853+0.00149748j 0.276487+0.00185918j 0.0376097+0.00173213j 0.0533467+0.000123218j 0.0259514-0.000974815j -0.0643039+0.00124889j 0.0204496+0.000248301j -0.0230264+0.000538524j 0.147665+0.000856704j -0.150342-0.000543339j 0.0951611+0.00103809j 0.00926613+0.000986834j -0.0127151-1.64668e-05j -0.0671472-0.00113013j -0.0629296+0.000421086j -0.011656+0.000444096j -0.00599695+0.000959339j 0.0216223+9.00869e-05j 0.0724201+7.90725e-05j -0.0141463+0.00075557j 0.0124365+0.000688663j -0.0832332+2.98157e-05j -0.0690578-0.000540444j -0.0411858-0.000422261j -0.171279-6.86632e-05j 0.0312415+0.000366605j -0.0585932-0.000611535j -0.0501827-0.000567759j 0.0542225-0.00016485j 0.0124813+0.000292996j -0.092219-0.000335583j 0.0329776+0.000289016j -0.0109126+0.000161242j -0.0546661-0.000303552j 0.146587+0.000761671j 0.0318983+0.000362474j 0.034715-5.66737e-05j -0.0322337-0.000250219j 0.0475693+0.000612012j -0.0675949-0.000432991j -0.0171155-0.000117733j -0.0174802+0.00118085j 0.206795-1.12757e-17j -0.0137839-0.000337783j -0.0237704+0.000682329j 0.139015-0.000282373j -0.170918-7.0957e-05j 0.128527+8.29264e-06j 0.149288-0.00085971j -0.0178231-0.0002312j -0.0495655+0.000564446j -0.0520531+0.000201661j 0.0179312+0.000606525j 0.0374172-0.00144014j 0.00305566-0.000541801j 0.00544915+0.000855351j 
-0.0106537+0.000354031j 0.00747439+0.00040064j 0.118579-0.00164259j -0.0647072+0.00193535j -0.0867783+0.00134693j 0.0015224+7.8876e-05j 0.0542748-0.00118694j 0.0939179-0.000212894j 0.137065-0.000422576j -0.366358+0.00257156j -0.0411474+0.00133548j -0.0228046+0.0027425j 0.302342+5.2295e-05j 0.0221887+0.00043593j -0.026454+0.000393324j 0.155357-0.0014921j 0.0597839-0.00070022j 0.30759-0.000399807j -0.0654259-0.00144471j -0.0880779-0.000425398j 0.0828882-0.000798861j 0.0937847-0.000716438j 0.0906543+0.000324585j 0.0230444-0.000399965j 0.0247673-0.000591311j 0.149997-0.00130651j 0.000717881-5.62629e-05j -0.144265-0.000250486j 0.120037-0.000740189j -0.0341022+0.000277133j 0.00843742-0.00156993j 0.0691743-9.364e-05j 0.106111+9.82907e-05j 0.0179518-0.000884741j 0.00706561-0.000944607j 0.11654-8.95054e-05j -0.376078-0.000253484j -0.164936+0.000990291j -0.106892-0.000361982j 0.0926448+0.000208565j -0.0289589+0.000592488j 0.0524377+0.00108182j 0.00668407-0.000555987j 0.0776596-0.000556456j -0.025941-0.000115036j 0.0242397+0.000540101j -0.0326139-0.000357769j -0.00214838-0.000312531j 0.00967644-0.000115811j 0.0198634+0.000640916j 0.00805253-0.000262114j -0.0919094+0.000634714j -0.0179425-0.000821209j -0.0269956-0.000343108j 0.0938946+0.00133251j 0.04565-0.00216013j -0.0137839+0.000337783j 0.104852+3.52583e-16j -0.0776437-0.000461709j -0.0804254+0.000298632j 0.119995-0.000364053j -0.00719742+0.000230652j -0.153275+0.000456041j 0.10333-0.000939953j -0.0383895+0.000793787j 0.130222-0.00089613j 0.000633994-0.0011962j -0.0478338+0.00231936j -0.0040179+0.000484891j -0.0242725-0.000750026j 
-0.0270504-0.000280314j 0.00875943+0.000329059j -0.134378+0.000362273j -0.166814-0.00334907j 0.159218+0.00118076j -0.248245-0.00243336j -0.0751961-0.00434157j 0.170599-0.000711488j 0.00928682+0.00231907j 0.18893+0.000251725j -0.0298405-0.000807008j 0.112485+0.00233107j 0.156521+0.00132358j -0.0849057-0.0027999j -0.138366-0.00189313j -0.208742-0.00231913j -0.00413975-0.000732229j 0.136319+0.00171019j -0.0938424-0.000744735j -0.096951-0.0014924j 0.0108493+0.000744915j -0.0436107-0.000359832j -0.00776199-0.000187514j -0.00404282+0.000637481j -0.0391737-0.00114412j 0.0773526+0.00126462j 0.0456525+0.00046574j -0.0454306-1.21674e-06j 0.0577185+0.000266482j 0.0659327+0.000450212j 0.0105841+9.42399e-05j 0.00228124+0.000583216j -0.0537968-0.000379032j -0.0363821-0.000266912j -0.0745591-0.000646448j -0.0392725+0.000382101j -0.164886-0.000342872j -0.0680984-0.00126076j -0.0150595+0.0010184j -0.122563-0.00164088j 0.110404+0.00114296j 0.062579+0.000960754j 0.0416388+7.10124e-05j 0.0119805-0.00028917j 0.0812422+0.000822555j -0.0559342-0.000433548j -0.0299542-0.000381646j -0.179557-0.000497252j -0.00889838-0.000151731j -0.0141868+0.000283196j 0.0681487+0.000520981j 0.041061-0.00031979j -0.01618-9.7221e-05j 0.0351339+0.00109242j 0.081147+0.000301217j -0.0453495+0.000269717j -0.0237704-0.000682329j -0.0776437+0.000461709j 0.450566+6.12357e-16j 0.132068-8.51728e-06j 0.0242699+0.000291423j -0.189747-0.000153105j 0.263231+0.000671269j 0.0267634+0.00107698j 0.0689415-0.00106075j 0.0380604+0.00050641j -0.00803378-0.000700912j -0.0397912-0.000317784j 0.00246154-0.000153117j 0.0100485-0.000515533j 
0.00675116-8.98608e-05j -0.00719248-0.000128919j 0.0581698-0.000126146j 0.0507224+0.00146239j -0.0300616-0.000447772j 0.0842045+0.00140416j 0.0524078+0.00169914j -0.0215401+0.000590794j -0.0693063-0.00136534j -0.0702239-3.25262e-05j -0.028179+0.000185774j -0.0674535-0.000706811j 0.0044821-0.000299897j 0.105213+0.00144165j 0.0131687+0.000626511j 0.0376676+0.000593369j -0.00736787+0.000127021j 0.0256182-0.000229742j 0.0565334+0.000148302j 0.0142119+0.000686069j -0.00524183-0.000213601j -0.063081-0.000730699j 0.0218173+0.000316999j -0.0787062-0.000102603j -0.00709872-0.000135738j -0.0390021-0.00109008j 0.0450375+0.000276893j -0.0349199-0.000482244j 0.0245894+0.000218726j 0.0611657-3.23707e-06j 0.0288462-0.000105757j -0.00840574-5.84372e-05j -0.0249223+0.000111842j -0.000192151+0.000285802j 0.0331534+0.00017531j 0.0024444-0.000113321j 0.011492-4.82308e-05j 0.0164148+0.00100132j -0.00547486-0.000433431j 0.0321946+0.000628377j 0.00790547-5.49124e-05j -0.0341664-0.00026574j -0.0755274-0.000155805j -0.0655039-0.000156015j -0.0691108-0.000380302j -0.0602009+0.000101878j -0.00377759+0.000177344j 0.142278+0.000373414j -0.0679654+1.62645e-05j -0.072488-0.000164586j -0.0366297-0.000292886j -0.032009+0.000107843j 0.0187622+3.97648e-05j -0.0409329-0.000484942j 0.0632038+0.000196666j 0.0570371-0.000138899j 0.139015+0.000282373j -0.0804254-0.000298632j 0.132068+8.51728e-06j 0.777425+7.43437e-16j 0.411631-0.00015979j 0.0116591+0.000123632j -0.0172907-0.000207341j -0.0282352-0.0003299j -0.0135131+0.000298135j -0.00862654-0.000264176j 0.0152146+1.74047e-05j 0.00199691+0.000108293j 0.000705902+4.768e-05j -0.00602827+6.91837e-05j 
-0.00860625-3.27784e-05j 0.00130759+0.000190641j 0.0284303+0.000360907j -0.0326817+0.000704962j 0.0336878+0.000133613j 0.0225612-0.000751357j 0.0422282-0.00046927j 0.0318692-0.000312547j -0.0298311-0.000396138j -0.011592+0.00050876j -0.0980058+0.000152229j -0.0650695+0.000188852j 0.0106387+0.000204774j -0.080517-0.000419854j -0.0644256-0.000621898j -0.0487642-8.60296e-05j 0.0765959-4.0386e-06j 0.0448851-0.000395414j -0.0250571+0.000137668j 0.105702+0.000774967j -0.0501035-0.00014619j 0.0400139-4.48838e-05j 0.0325855-7.8478e-05j -0.0401404-0.000504927j -0.0332232-1.09205e-05j 0.000249822-5.29578e-05j -0.0185997-0.000117713j -0.0690109-0.000460707j 0.0233964-2.395e-05j 0.0740774+0.000362085j -0.0266365-0.000104525j 0.00273709+0.000194207j -0.0614487-0.000140967j -0.029541-0.000387301j -0.0201422-0.000222171j 0.0576835+6.59974e-05j -0.0458158-0.00024026j -0.0113204-0.000276557j 0.0259099-0.000482712j -0.00169127-0.000556707j -0.0974248-0.000371195j 0.0214607+0.000260269j 0.0689572+0.000112161j 0.0900482+8.24714e-05j -0.0167604+8.64793e-05j 0.0699895+0.000723438j 0.0309901-0.00034455j 0.127728+0.000418741j 0.0407994+5.69622e-05j 0.341052+0.000190805j -0.0264883+0.000113682j 0.0881549+0.000407375j -0.0678496-9.24889e-05j 0.0970874-5.81516e-05j -0.0772844-0.000310754j 0.0704658-0.000196903j -0.170918+7.0957e-05j 0.119995+0.000364053j 0.0242699-0.000291423j 0.411631+0.00015979j -0.659589+3.40747e-14j 0.0234912-0.000124427j -0.147824+0.00020356j 0.0585238-0.000106157j -0.0496725+2.24162e-05j 0.0302453-0.000169779j -0.00442049-6.37317e-05j -0.00706774+0.000478264j -0.00157136+0.000134237j -0.00127444-0.000316748j 
-0.000235066-6.30578e-05j 0.010351-0.000258817j -0.0156717+0.000438992j -0.035477-0.000539539j 0.0645613+0.000319029j 0.00970226+0.00106656j 0.0253677-8.56139e-05j 0.115175+0.00104826j -0.00234997+0.000885568j 0.139118-4.90725e-06j -0.0367656-0.00058647j 0.058315+0.00112036j 0.120324+0.0016373j 0.0174234-0.000470922j -0.0965319-0.0010373j -0.140882-0.00102835j -0.15142-0.00128294j 0.0539128+0.00112635j -0.0440717+4.73241e-05j -0.0195707-0.000161943j 0.0657087+0.000526776j -0.0161358-0.000335138j -0.0375443-0.000122324j 0.0701739+0.00121741j -0.000963736-0.000860198j -0.0330073-0.000337357j -0.0314562+0.000161377j 0.00381334-2.27839e-05j 0.0175618+0.000638036j -0.0969706-0.000572577j -0.0409847-2.69816e-05j 0.014405+0.000524812j -0.0233501+0.000641198j -0.0300409-9.88118e-05j -0.0888402-0.000245908j -0.0085511+0.000504487j 0.00509863+0.00027585j 0.0447026+0.000408191j -0.00117151+0.000605546j -0.0488306+9.96408e-05j 0.0623973+0.00156174j 0.0450444+0.000336365j 0.0627283+3.52142e-05j 0.0448613-0.000307364j -0.298244-0.000371626j -0.10737-0.00116754j -0.24704-0.000329429j 0.0506347-0.000349882j -0.0198757-0.000334287j 0.0409397+0.000630951j 0.0274385+0.000783212j -0.0807413-0.000393275j -0.0408805-0.00031188j 0.195937+0.00122835j 0.0383635+0.000275622j 0.0632716+0.000540021j 0.128527-8.29264e-06j -0.00719742-0.000230652j -0.189747+0.000153105j 0.0116591-0.000123632j 0.0234912+0.000124427j 0.682265+1.48753e-16j 0.053536+0.000178087j 0.0868968+0.000570421j -0.0274503-0.000235369j 0.00711639+0.000566249j -0.0102611-0.000361785j -0.00329094-0.000461138j -0.000590379-7.82738e-05j 0.00679191+4.21474e-05j 
-0.00610621+0.000218021j -0.0152717+7.87442e-05j 0.132564-0.000328836j 0.0227002+0.00422741j -0.0924486+0.00052579j 0.185337+0.000523555j 0.181705+0.00265463j -0.108327+0.00061878j 0.0552534-0.000530495j -0.360178+0.000748539j -0.0818867+0.000516719j -0.109713+0.000462583j -0.0174997+0.000292152j -0.00684719+0.00161097j -0.0530246-0.00010288j 0.104602-0.000107329j -0.0703604-0.000546371j -0.0187148-0.000972531j 0.000773579+0.000605991j -0.0136018-0.000459651j 0.0172195-0.000954798j 0.0494474+0.000184842j 0.0482494+0.000689505j 0.0154818-0.000323221j -0.0279892+0.000360185j -0.0167616-0.00119578j -0.00971497-0.000257387j -0.0145501+0.000495709j -0.00280807-0.000626429j 0.0246513-0.00027803j 0.0154793-0.000246609j 0.00961073+0.00021814j 0.0174419+0.000353329j 0.0237233-0.000558482j 0.0418626-0.000409551j 0.0147979-3.9779e-05j 0.132212+0.00143888j 0.0458462+0.00116557j 0.181724-8.30756e-05j 0.00741504+0.000626866j 0.0704258+0.000914044j -0.154501-0.000520012j 0.117954+0.000255676j 0.0834961+0.000329351j 0.0346622-0.000397725j 0.044843-0.00092943j -0.104023-4.58629e-05j -0.200562-0.0014j 0.142367-0.000421452j 0.00601576+0.000282256j -0.0142033+0.000701697j 0.00571296+0.000687154j 0.0285673-0.000460288j 0.199711+0.000516858j 0.00523931-0.000162204j -0.0564181-0.000769081j 0.149288+0.00085971j -0.153275-0.000456041j 0.263231-0.000671269j -0.0172907+0.000207341j -0.147824-0.00020356j 0.053536-0.000178087j 0.469983+1.0101e-15j -0.00596179-0.000487813j -0.0130594+0.000796959j -0.0131624-3.15545e-06j 0.0210943-2.3799e-06j -0.0157693+0.00154042j -0.00281651+0.000367609j -0.0183685-0.00022034j 
-0.0362249-0.000864028j -0.0423454+0.00153577j 0.00583063+0.00190254j -0.223254+0.000321439j 0.0228322-0.000115489j -0.359444-0.00399691j 0.39075-0.00031566j -0.219964-0.00209698j -0.219579-0.00165549j 0.119071+0.00111003j 0.157172+0.000717475j -0.246302-0.0014006j -0.159737-0.00203639j -0.0593211+0.000364683j 0.10777+0.000315661j 0.0793823+0.0015643j 0.0468053+0.00120058j 0.103305-0.00164898j -0.0652369+0.000471701j 0.0449039+0.000477944j 0.0576009+6.32048e-05j 0.169785+0.000824206j -0.0212448-0.000805428j 0.0911827-0.00119664j -0.0893661+0.00145426j 0.0771464+0.00033344j -0.059128+7.28578e-05j -0.00317487-0.00015484j 0.0347872-0.000764797j 0.0977403-0.000350546j 0.144781+0.000816966j -0.0403905+0.000577376j -0.0105478-0.00214749j 0.0072686-0.000324304j 0.113544+0.000390893j -0.0322425-0.000348805j 0.0558357+0.000323507j 0.0399913-0.000203179j -0.00566969-0.000761857j -0.0719466-0.00185782j -0.0512822-0.00151931j -0.0837115-0.000495758j 0.00124446+0.000703749j -0.0119074+0.000789799j -0.069512+5.27486e-05j 0.0024211+0.000701542j -0.0572794-0.000659848j -0.000339904+0.000498839j -0.0445126+0.000141904j -0.0223003-0.00112617j -0.0230993-0.00063036j -0.075025+0.000606131j -0.0115503+0.000455485j -0.0317644-0.000548667j 0.0191308-0.000981977j 0.0262227-0.000479134j -0.0178231+0.0002312j 0.10333+0.000939953j 0.0267634-0.00107698j -0.0282352+0.0003299j 0.0585238+0.000106157j 0.0868968-0.000570421j -0.00596179+0.000487813j 0.129799-2.22261e-16j 0.06384-0.000517933j 0.0136715-0.000751031j 0.0034624+0.00023713j -0.0227295+0.00129949j -0.00558541-0.000120816j 0.00447517-0.00102161j 
0.0437822-0.00113556j -0.0378388-0.00124731j 0.0136501-0.00285388j 0.152927+0.00165818j -0.697626-0.00609101j -0.140069+0.0034708j 0.0905206+0.00371246j 0.057035+0.00335737j -0.21352-0.00226236j 0.0878525+0.000416317j 0.0611198-0.000308429j 0.056665-0.00177632j 0.119547-0.00113173j 0.156317+0.00196329j -0.113346+9.00452e-05j -0.0695178+0.0002352j 0.0336081+0.0015783j -0.039511+0.000656617j -0.0602505-0.000211729j 0.0110004+0.00012444j -0.0732451-0.000529529j -0.0643093-0.000327751j -0.00436364+0.000148748j 0.0484053+0.000598775j -0.0115969-0.000123179j -0.0174624-0.00167358j 0.00163657-4.61839e-05j 0.0316675-6.5111e-05j -0.0296314+0.000436015j -0.0367008-0.000343025j -0.120188-0.000567242j -0.0450919-0.00139422j -0.011494+0.00197821j -0.048993+0.000198151j -0.112801-0.000896305j -0.051083-0.000564514j -0.0358316-0.000183949j 0.0502017+0.000873577j -0.0497721+0.000431624j 0.0488234+0.00230395j 0.0503356+0.000553081j -0.0842769-0.000503393j 0.0119305-0.000368706j 0.0461388-0.00040209j 0.0250239+9.28591e-05j 0.0552987-5.26645e-05j 0.0722349+0.000611277j 0.0178949+0.000324154j 0.0360546+7.33416e-05j 0.0226593+0.000741478j 0.0022596+0.000279241j -0.0842083-0.00117496j 0.034131-0.000127526j 0.069714+0.000587043j 0.0440873+0.00138082j 0.0038177-0.000197493j -0.0495655-0.000564446j -0.0383895-0.000793787j 0.0689415+0.00106075j -0.0135131-0.000298135j -0.0496725-2.24162e-05j -0.0274503+0.000235369j -0.0130594-0.000796959j 0.06384+0.000517933j 0.0435053-1.77809e-17j -0.0408928-0.000336774j 0.00988145-0.000589982j -0.0135081-0.000993377j 8.4647e-07-0.000116182j 0.00424574+0.000522257j 
-0.0217541+0.000459565j 0.00324789+0.00181496j 0.0399204+0.00315256j -0.40697-0.00084022j -0.138075+0.00203358j 0.319064-0.00258163j -0.319959-0.00592554j -0.44924-0.0034004j -0.0691771+0.000956165j 0.00929078+0.00328517j 0.0233878+0.000643886j -0.0236031+0.0016989j -0.00287896+0.00203701j -0.0340274-0.00100007j -0.0511343+0.00024415j -0.109736-0.00192376j -0.0762815-0.000283258j 0.0733151+0.000615039j -0.0115469-0.000289541j 0.0406599+5.92307e-06j 0.0406128+0.000217769j -0.0601113-0.000964094j -0.0797472-0.000375755j 0.0615567+0.0003546j -0.146609-0.00125741j 0.0519315+0.00140949j 0.0191554+0.000181578j 0.115315+0.000865238j 4.20066e-05+0.000161783j 0.0306205+0.000724967j -0.0999447-0.000952487j -0.0607981+0.000442213j -0.0246659-0.000445807j -0.0542295-0.000379749j -0.0271572-0.000572907j -0.0240244+0.000688075j 0.0613356-0.000763403j 0.0357143-0.000547j -0.0341191-5.80611e-05j -0.0758781-0.00231044j 0.0951437+0.000973556j -0.0328115+0.00159188j 0.0185451+0.00016762j -0.00869878+9.689e-05j 0.0181748+0.000454681j 0.0586565+0.000463558j 0.0392315-0.000189181j 0.076325+7.03779e-05j -0.0534712-0.000238851j -0.00491733-8.06445e-05j -0.00216192-2.6482e-05j -0.0676825-0.000498803j -0.0218314-0.000294282j -0.0452432-3.88247e-05j 0.067525+0.00109621j 0.0354092-0.000294671j -0.0520531-0.000201661j 0.130222+0.00089613j 0.0380604-0.00050641j -0.00862654+0.000264176j 0.0302453+0.000169779j 0.00711639-0.000566249j -0.0131624+3.15545e-06j 0.0136715+0.000751031j -0.0408928+0.000336774j 0.0583548+1.73906e-16j -0.00840341-0.000598882j -0.068869+0.000767016j -0.0102432+0.000275206j -0.00941865-0.000520358j 
0.0777906+0.0065687j 0.276357-0.00101268j 0.74836+0.00441356j -0.0592566-0.00432438j 0.0170172+0.00456386j -0.278602-0.00113187j -0.125964-0.00259231j -0.0433397-0.00538074j 0.0769659+0.000582313j 0.0504586+0.00171558j -0.0719312+0.000372198j 0.0174645-0.000508498j 0.0117617-0.000605617j 0.027023-0.00287847j 0.0375084+0.000916737j 0.00746401-0.00105346j -0.0508853-0.00026615j -0.0840856+0.00014536j -0.0245648-0.00176548j 0.0315366+0.00108226j -0.0240524-0.000556488j -0.034701+0.000428466j 0.0203762-5.33457e-05j -0.0207527+0.00139422j 0.0383693-0.000341954j -0.0129658+0.00151323j -9.58429e-05-0.000588751j 0.0153199-0.000185432j -0.00427394+7.52157e-05j -0.00676055+0.00153642j -0.00620774+0.000938176j -0.0207046+0.00048612j -0.0244249-0.00140722j -0.0167423+0.000139085j 0.0114316+0.00173628j -0.0345789+0.000463472j 0.0181752-5.64666e-05j -0.00215907-0.00122515j 0.00208812+0.0008871j -0.0320094-0.00253646j -0.0289504+0.000326754j -0.0126628+0.000681118j 0.0121648+8.13614e-05j 0.0515409+4.15931e-05j -0.0186374+0.000193096j 0.0211211+0.000613658j 0.0069115-0.000628271j -0.00968932+1.30658e-05j 0.0123534-0.000162539j -0.0267251-0.000388802j -0.0125523-0.000534893j 0.0274673-0.000395876j 0.0126036+6.26405e-05j 0.000970242-0.000399627j -0.0185903+4.79921e-05j 0.0210319+0.000440676j 0.0179312-0.000606525j 0.000633994+0.0011962j -0.00803378+0.000700912j 0.0152146-1.74047e-05j -0.00442049+6.37317e-05j -0.0102611+0.000361785j 0.0210943+2.3799e-06j 0.0034624-0.00023713j 0.00988145+0.000589982j -0.00840341+0.000598882j 0.0270384+1.9082e-17j 0.0157476-0.000488776j 0.0130871+0.000333017j 0.00302965+0.000869851j 
