0.0219381-8.67362e-19j -0.0015789-7.2941e-05j -0.0146871-9.06566e-05j 0.0213154-0.000885885j 0.000444244+0.000107812j -0.00369619+0.000392342j 0.00640089+0.000391075j -0.00582974+0.000115127j -0.00166266+0.000131352j 0.026995-0.000483227j -0.0150658+7.10281e-05j -9.45702e-05-0.000532882j -0.0177455-0.000117037j -0.00390734-0.000176359j 0.00901553+0.000297291j 0.0086826-0.000254334j 0.00201753+0.000358389j 0.00358113+0.000372472j -0.0129822-1.97016e-05j 0.00201847+1.48547e-05j 0.00452203-0.0001358j 0.0112411+0.00028488j 0.00904744+0.00021013j 0.00658627+8.11159e-05j 0.0066692+9.49012e-05j -0.00337285+0.000178763j -0.00148236-0.000388682j -0.0104306+4.57856e-05j -0.00542734+0.00021745j 0.00368394+0.000643208j 0.0161413+1.74978e-05j 0.00818924-0.000146621j -0.0281706+0.000644256j -0.0121711+0.000517808j 0.024646+0.000672817j -0.0331615+0.00042958j 0.0219465-0.000188352j -0.00639929+0.000119323j -0.0429615+7.06864e-05j -0.00133042-0.000236237j -0.0131218+0.000155294j 0.0250343-9.80064e-06j -0.00965508+7.30688e-05j -0.01583+0.000363306j 0.0133807-0.000417141j -0.0158542+0.000101189j -0.0422048+0.000441383j -0.0474093-4.86001e-05j -0.00329212-0.000185853j 0.0135858-3.14866e-05j 0.00851525+2.56651e-05j 0.0301553-8.26731e-05j -0.0189892-8.74137e-05j -0.00339255+1.45369e-05j 0.0393131-0.000510594j 0.0220462-0.000489974j -0.0104918+0.000100869j -0.0106537-0.000354031j -0.0270504+0.000280314j 0.00675116+8.98608e-05j -0.00860625+3.27784e-05j -0.000235066+6.30578e-05j -0.00610621-0.000218021j -0.0362249+0.000864028j 0.0437822+0.00113556j -0.0217541-0.000459565j 0.0777906-0.0065687j -0.195118-0.00129777j 0.0123805+0.00179505j -0.842999+0.00493857j 
-9.45702e-05+0.000532882j -0.00523336-2.29976e-05j -8.16318e-05-0.000208724j 0.0260324-0.000780197j 0.017817+0.000336167j -0.0464155-0.000211323j -0.163681-0.000330972j 0.126053-0.000847736j -0.137387-3.39484e-05j -0.00244212+0.000401565j 0.0890509+0.000879939j -0.347514+7.82729e-15j 0.171416+0.000760417j -0.172381+0.000605915j -0.0105006-0.000138375j 0.187973-0.000526881j -0.173912+0.000679669j -0.0865008-0.00029075j 0.00486803-0.000205886j -0.140137+0.000541481j -0.0137946+0.000174432j 0.019781-2.75594e-05j 0.0769721+0.000302413j 0.144526-0.00115723j -0.0530407-0.00110477j -0.00752346+0.000223798j 0.0275956+0.000678515j -0.0532313+0.00107603j -0.0380522+0.000344083j -0.0272715+0.0010305j 0.110338-0.000832885j -0.0589493+0.00108958j -0.217531+0.00201357j -0.0649937-3.96421e-05j -0.138066+0.000806346j -0.0483054+0.00139295j 0.0353678-0.000852286j -0.0541877+0.00126029j 0.112202+0.000320132j 0.112913-0.000293482j 0.0632448-0.00116625j -0.0398184-0.000228841j 0.116179-0.000102823j 0.0299574+0.000466437j 0.198176-0.00133178j -0.0910257+0.000167827j -0.0614515+0.000667224j 0.237815-0.00116662j -0.0279058-0.00062546j 0.100342-0.0010033j 0.0997196-0.000418019j -0.0924909+0.000177333j -0.0666317+0.000855266j -0.19028+0.0021318j 0.11944-0.00183681j -0.0311429-0.00119084j 0.20747+1.35095e-05j -0.0228046-0.0027425j 0.112485-0.00233107j -0.0674535+0.000706811j -0.0650695-0.000188852j 0.058315-0.00112036j -0.109713-0.000462583j -0.246302+0.0014006j 0.056665+0.00177632j -0.0236031-0.0016989j 0.0174645+0.000508498j 0.000116485-0.000865595j -0.0379299+0.000563031j 0.00852923+0.000927246j 
-0.0177455+0.000117037j 0.014655+0.000317114j 0.0454529+0.000122129j -0.054592+0.000367359j 0.0988402+0.000115723j 0.0748614+0.000366035j 0.138288-0.000105932j -0.00376864+0.000228168j -0.151011+7.10506e-05j -0.0271898-0.000742623j 0.0630406-0.000196151j 0.171416-0.000760417j 0.256603+3.55293e-15j -0.0680615-0.000165157j 0.0371094-0.000662335j -0.0227506+0.000158912j 0.140025-0.000632693j -0.0728279+0.000390778j -0.0101572+0.00129596j -0.118376-0.000147759j -0.0472442+0.00054648j 0.0259752+7.36243e-05j 0.121537-0.000826249j 0.0119031-0.00110013j 0.0845449-0.000274412j -0.0152441+0.000525403j 0.000285545-0.000258433j -0.0113398+0.000518876j -0.186764+7.3075e-05j -0.135374-0.000468594j -0.0804557+0.00124709j 0.0557195+0.000371437j 0.140932-0.000642684j 0.051553-0.000357259j -0.291589+0.000841705j 0.0993543+0.0005651j 0.133964+0.000191494j -0.0608321+0.000507658j 0.0808872-0.00147513j -0.150587-0.000540893j -0.227948+0.000490416j -0.180803+0.000461252j -0.0477297+0.000443099j -0.152908+0.00144745j -0.0453622-0.00126331j 0.0509449+0.000488857j 0.0959439+0.000179475j -0.00296918-0.000488334j 0.107351+6.79084e-05j -0.109487-0.000107385j -0.140278-0.000265994j 0.134638+0.00029819j 0.114915+0.000213131j -0.0838613-0.000139673j 0.00990284-0.000737213j 0.047363-0.00142279j -0.00520475+0.00122964j 0.302342-5.2295e-05j 0.156521-0.00132358j 0.0044821+0.000299897j 0.0106387-0.000204774j 0.120324-0.0016373j -0.0174997-0.000292152j -0.159737+0.00203639j 0.119547+0.00113173j -0.00287896-0.00203701j 0.0117617+0.000605617j -0.127915+0.00149913j 0.00995662+0.00117277j 0.00201612-0.000145324j 
-0.00390734+0.000176359j -0.00697018+0.000188463j 0.00198544+7.57834e-05j 0.0156497-0.000458406j 0.00864664+0.000635325j -0.0145528-0.00042432j -0.0986137-0.000301316j 0.0707158-8.03165e-05j 0.0791057+7.55254e-05j -0.13726-0.000109536j 0.132149+0.00115859j -0.172381-0.000605915j -0.0680615+0.000165157j -0.0672572-3.08933e-15j -0.0178329-0.000619833j -0.240434-0.000585718j -0.0779848+0.000187771j 0.14326+4.85566e-05j 0.0361881+0.000425861j -0.0187951+0.000262229j -0.0677694-0.000265973j 0.010999+0.000371288j -0.055186+7.41325e-05j 0.0244411-0.000349301j 0.0432681-0.000493863j 0.012224+0.000235428j -0.0845508+0.0008692j -0.00627809+0.000115493j 0.0600166-0.000378721j -0.201276-0.000527363j 0.0152309+0.000244821j 0.0666065+0.00137274j -0.148637+0.000900643j -0.0691169+0.000151985j 0.0166527-0.000763651j 0.0755334+0.00131655j -0.0224895-6.97887e-05j 0.199014+0.000439959j 0.0312896+0.000799492j -0.0962169-0.000110841j -0.255072-0.000737394j -0.0140889-0.000957952j -0.0539642+0.000729086j 0.0423662+0.00055235j -0.0957473+0.000858273j 0.00251544+0.00028217j 0.288705-0.000666693j -0.226832+0.00152375j -0.0581419+0.000339527j -0.0940064-0.000373274j -0.0364303-0.000407015j -0.339059+0.00048048j 0.116438+7.35248e-05j -0.000723953-0.00103713j 0.07575-0.00125387j -0.332301+0.00255088j 0.00638644+0.00166072j 0.0221887-0.00043593j -0.0849057+0.0027999j 0.105213-0.00144165j -0.080517+0.000419854j 0.0174234+0.000470922j -0.00684719-0.00161097j -0.0593211-0.000364683j 0.156317-0.00196329j -0.0340274+0.00100007j 0.027023+0.00287847j 0.0554596-0.0017114j 0.00432178-0.00092719j -0.0337515-1.41919e-05j 
0.00901553-0.000297291j -0.0127913+4.83488e-06j -0.0455819-5.29609e-05j 0.0148777+0.000130383j 0.0189849-1.94259e-05j -0.0463391-0.000495693j -0.104953-0.000200221j 0.0274912-0.000645588j -0.223813-2.57957e-05j -0.10162+0.000178876j -0.217918-5.45799e-06j -0.0105006+0.000138375j 0.0371094+0.000662335j -0.0178329+0.000619833j 0.157597+2.78423e-16j -0.0601638+0.000989111j -0.0576764+3.82085e-05j -0.0551394+0.000110903j 0.000508999+0.000840154j -0.0595096-0.000412027j -0.0139966+0.000335509j 0.0617159+0.000673356j -0.183061+0.000479251j 0.127965-0.002014j -0.170314+0.000328048j -0.112137-0.000345899j -0.00260575-0.000164941j 0.00271566+0.000584167j -0.115364-0.000602282j 0.0249795+0.000229102j -0.121814-0.000424284j -0.170551+0.00115242j -0.154443-0.00026405j 0.124046+6.35499e-05j 0.11808-0.000501861j 0.0330159+0.000819678j -0.0633376+0.000135837j -0.251625+0.00281509j 0.0321864-0.00161111j -0.0288963-0.000377554j -0.113443+0.00104686j -0.152632+0.0021882j -0.0445891+0.000236169j -0.0952279+0.000171593j -0.131486+0.000110437j -0.17852+0.00131086j 0.11398-0.00158298j -0.304819+0.00101688j 0.0798101-0.000627132j 0.00351051-9.46292e-05j -0.0128361-0.000520123j 0.0456081+0.00133713j -0.00169984-0.000776856j 0.019911-0.000981666j 0.269721-0.0012473j 0.204991-0.00212221j 0.162853-0.00149748j -0.026454-0.000393324j -0.138366+0.00189313j 0.0131687-0.000626511j -0.0644256+0.000621898j -0.0965319+0.0010373j -0.0530246+0.00010288j 0.10777-0.000315661j -0.113346-9.00452e-05j -0.0511343-0.00024415j 0.0375084-0.000916737j 0.0429529-0.00113139j -0.0183013+0.000357476j 0.0309813+0.000678149j 
0.0086826+0.000254334j 0.0133131-2.10548e-06j 0.108113+0.000684435j 0.00210818+0.000839947j -0.0204971-0.000763905j 0.24785+0.000595521j 0.150156+0.000909166j 0.0751071-0.000348239j -0.0486045+0.000276276j 0.220224+0.00092578j 0.0433287-0.000405135j 0.187973+0.000526881j -0.0227506-0.000158912j -0.240434+0.000585718j -0.0601638-0.000989111j -0.00148546-8.99985e-15j 0.14268-0.000265556j 0.0159995+0.000317523j -0.0468052+0.000107198j -0.135232+2.37193e-05j 0.128008-0.000325277j -0.00931885-0.00058567j 0.0277461-0.000714803j -0.108606+0.000111785j 0.0330363+0.000355078j 0.117167+0.000717366j 0.0353602-0.000362022j -0.0795542+0.00033604j 0.0122952+0.00107252j 0.167962+0.000754587j 0.14883+0.000689778j 0.0155979+0.00118746j -0.108687+0.000308884j 0.280948-0.000816291j -0.14261+0.00126459j -0.120556+0.00148764j -0.0029989-0.000204738j -0.056613-0.000201415j -0.0530314+0.000666939j -0.0181556-7.11809e-05j 0.0835621-0.00111234j -0.1319-0.000541634j 0.0775691+3.51072e-05j 0.114852-0.000562398j -0.00258342+4.73063e-05j 0.111959-0.00027072j 0.025715-0.00175989j -0.00147185+0.000417275j -0.116775+0.000511108j 0.0118854-0.000540612j 0.037052-0.000713797j -0.192593+0.000381432j 0.0647895+5.2981e-05j -0.0455037-0.00156069j 0.0463181-0.000333446j -0.0665947+0.00125059j 0.276487-0.00185918j 0.155357+0.0014921j -0.208742+0.00231913j 0.0376676-0.000593369j -0.0487642+8.60296e-05j -0.140882+0.00102835j 0.104602+0.000107329j 0.0793823-0.0015643j -0.0695178-0.0002352j -0.109736+0.00192376j 0.00746401+0.00105346j 0.0867104-0.00136342j -0.000695259-0.00135345j -0.0189857+0.000573578j 
0.00201753-0.000358389j 0.00895454-0.000181037j -0.0197179-9.52603e-05j -0.0265954-0.000279727j 0.0525348+0.000277963j -0.0283675-0.000385324j -0.0808262-0.000277164j 0.0155304-0.000181307j 0.0138507-7.03235e-05j 0.00145484-0.000630601j 0.110226+0.000168002j -0.173912-0.000679669j 0.140025+0.000632693j -0.0779848-0.000187771j -0.0576764-3.82085e-05j 0.14268+0.000265556j -0.0857735-5.08035e-15j -0.154763-0.00105172j -0.00609558+0.000162085j -0.0366325+0.000578808j -0.0711293-0.000457616j -0.157919-0.000375552j 0.0240054-0.000332259j -0.0115405-0.000245932j 0.0189578+0.000538741j 0.00393697-0.000969519j -0.0211127+0.000627996j 0.00533653+0.000542588j -0.0979167+0.000337959j 0.00288523-0.000161892j -0.0897225-0.000277815j -0.21283-7.88821e-05j 0.174953-2.53241e-05j 0.288292-0.000758759j 0.0025311+0.00013669j 0.0030261+1.60159e-05j -0.161909-2.55348e-06j 0.268119-0.0010809j -0.0888467+0.000747811j -0.138104+0.00108127j -0.0406489-0.000142437j -0.080366-9.98242e-05j 0.00739329-0.000164294j -0.131837-0.000207655j 0.0203704+0.000288102j -0.0821803-0.000197746j -0.179934-9.58934e-05j -0.0523818+5.84509e-05j -0.0575418+0.000563423j 0.191669+0.000675846j -0.318828+0.00192382j -0.0854496-0.00144915j -0.192924+0.000352406j 0.303552-0.00172414j -0.0968283+0.00272286j -0.0700031+0.001253j 0.0376097-0.00173213j 0.0597839+0.00070022j -0.00413975+0.000732229j -0.00736787-0.000127021j 0.0765959+4.0386e-06j -0.15142+0.00128294j -0.0703604+0.000546371j 0.0468053-0.00120058j 0.0336081-0.0015783j -0.0762815+0.000283258j -0.0508853+0.00026615j -0.0154083-0.000544419j 0.0016664-0.000668251j -0.0205876-0.000580728j 
0.00358113-0.000372472j 0.000743939+1.65358e-05j -0.048002-0.000712097j 0.0643945+0.000114387j -0.105865+0.000475216j -0.0741572+0.000331798j -0.092193+0.00107017j 0.00814563-2.8625e-05j 0.0706313-0.000295273j 0.00310405+0.000616307j -0.118446-0.00019559j -0.0865008+0.00029075j -0.0728279-0.000390778j 0.14326-4.85566e-05j -0.0551394-0.000110903j 0.0159995-0.000317523j -0.154763+0.00105172j -0.0128204-2.1684e-17j -0.0136873-0.00078807j 0.0466972+2.45697e-05j 0.0347199-0.000987211j -0.0434347-0.000487034j -0.108769+0.000205586j 0.0642602+0.000533114j 0.106882+0.000327921j 0.00281005+0.00066094j -0.0261143-5.85633e-05j 0.0206525+0.000240083j 0.262413-0.000108547j -0.141585+0.000859553j 0.0183681+2.1032e-05j 0.15096-0.000191906j -0.0884688+0.000900984j 0.341122-0.00109371j 0.00481659-0.000144862j -0.0316936+0.000131134j 0.276845-9.77204e-05j -0.210098+0.000162707j -0.157021+9.85016e-05j 0.092658-0.000866874j -0.0668132-0.000317961j 0.00123762-0.000916719j -0.0406441-0.000144639j -0.0284658+8.31321e-05j 0.0271341-0.000332666j 0.0496649+3.19012e-05j -0.0922003+0.000430199j -0.122693-0.00044307j -0.0158909+0.000516756j 0.148558-0.000547325j -0.0402956-1.51539e-05j 0.157299+0.000352575j -0.0638567+0.0011539j -0.117604+0.000905805j 0.0144587-0.000666971j -0.267673+0.00220196j 0.0533467-0.000123218j 0.30759+0.000399807j 0.136319-0.00171019j 0.0256182+0.000229742j 0.0448851+0.000395414j 0.0539128-0.00112635j -0.0187148+0.000972531j 0.103305+0.00164898j -0.039511-0.000656617j 0.0733151-0.000615039j -0.0840856-0.00014536j -0.0686842+0.000545646j 0.021734+9.75198e-05j 0.0285051-0.000891247j 
-0.0129822+1.97016e-05j -0.00137974-0.000268882j -0.00662753+0.000522728j -0.00205181+0.000127185j -0.0236903-1.30525e-05j -0.0358893+0.000338535j 0.0228061-0.000278512j 0.00784017-0.000276283j -0.000100254-0.000214591j 0.0395238-0.000144273j -0.0377944-0.000115523j 0.00486803+0.000205886j -0.0101572-0.00129596j 0.0361881-0.000425861j 0.000508999-0.000840154j -0.0468052-0.000107198j -0.00609558-0.000162085j -0.0136873+0.00078807j -0.037123+1.99764e-16j 0.0681371-0.000285274j -0.0611843+0.000138206j 0.0419999-6.81341e-05j 0.00576912-0.000945359j 0.0524622+0.000536705j -0.0386584-0.000234907j -0.0296326+0.000883302j 0.0437515-0.000154273j 0.0467188-0.00012118j 0.126087+0.000501936j 0.029746+5.79676e-05j 0.0839589+0.000312112j -0.271438+0.00130776j 0.0255106-0.000716304j -0.086036+0.000903038j -0.156899+0.000464619j 0.631341+0.00169127j 0.105145-0.000278937j -0.0183624-0.000473238j -0.239914-0.000186929j -0.0904807-0.00169614j 0.0843487-0.000626432j 0.0343103-0.0010688j 0.184982+0.000408067j -0.0227269-0.000364088j 0.075863+0.000813056j 0.0667002+0.000336717j -0.257075-0.000466188j -0.116901+0.000294038j 0.12426+0.000427704j -0.0500804-0.000274164j -0.0796567-0.000546599j -0.0726768-0.000844953j 0.138092+0.000204033j -0.208354+0.000600157j -0.0215199+0.000212218j -0.027776+0.00175103j 0.0259514+0.000974815j -0.0654259+0.00144471j -0.0938424+0.000744735j 0.0565334-0.000148302j -0.0250571-0.000137668j -0.0440717-4.73241e-05j 0.000773579-0.000605991j -0.0652369-0.000471701j -0.0602505+0.000211729j -0.0115469+0.000289541j -0.0245648+0.00176548j 0.0917692-0.00038217j -0.0071617-0.000959932j -0.0217747+0.000370669j 
0.00201847-1.48547e-05j 0.01022-5.32116e-05j 0.00155512+0.000148528j -0.0170267+0.000149787j 0.00765792-0.000409458j 0.00868209-0.000171177j -0.0281101-2.92426e-05j 0.0467523+0.000299614j 0.121175-3.67842e-05j -0.0267376+0.000745105j 0.245823+0.000267028j -0.140137-0.000541481j -0.118376+0.000147759j -0.0187951-0.000262229j -0.0595096+0.000412027j -0.135232-2.37193e-05j -0.0366325-0.000578808j 0.0466972-2.45697e-05j 0.0681371+0.000285274j 0.0183429+2.28853e-15j -0.167927-1.54776e-05j -0.0700573+0.000232195j -0.0651533+0.000539623j -0.111373-0.00127491j 0.0544502+0.000252058j -0.052748-0.000712406j -0.147016+0.000555181j 0.0503987-0.000207971j -0.00746655-0.00020803j 0.143708-0.000497048j 0.0350165+0.000972773j -0.045299+0.000873852j 0.224585-0.000298916j -0.178109+0.000475557j -0.215-0.000247691j -0.117882-0.000637751j 0.0983044+8.32878e-05j -0.550613+0.00212699j 0.0149843-0.00105788j -0.0480423-0.000417585j -0.128729+0.000941603j -0.238358+0.00198341j 0.0473524+2.67434e-06j 0.10161-0.000165483j 0.0935702+0.000183193j -0.0528847+0.00130485j -0.0944402-0.00058086j -0.00525906-8.62421e-05j -0.0105427-0.000328242j 0.128971+0.000368732j 0.0242591-0.000597932j -0.0858229+4.65494e-05j 0.0270122-0.000575711j 0.127106-0.000759215j -0.0515377+5.58942e-05j 1.9491e-05-0.00146737j -0.0643039-0.00124889j -0.0880779+0.000425398j -0.096951+0.0014924j 0.0142119-0.000686069j 0.105702-0.000774967j -0.0195707+0.000161943j -0.0136018+0.000459651j 0.0449039-0.000477944j 0.0110004-0.00012444j 0.0406599-5.92307e-06j 0.0315366-0.00108226j -0.0313568+0.000579452j 0.00386021+0.000164776j -0.00477112-9.34073e-06j 
0.00452203+0.0001358j 0.01786-0.00044681j 0.0388615+0.000550728j 0.0580456+0.000719865j -0.127844-0.000446034j 0.110933+0.000769278j -0.0262948+0.000324022j 0.103649+0.000208593j -0.043676-0.000289463j 0.125737+0.000361895j -0.0178035-0.000460053j -0.0137946-0.000174432j -0.0472442-0.00054648j -0.0677694+0.000265973j -0.0139966-0.000335509j 0.128008+0.000325277j -0.0711293+0.000457616j 0.0347199+0.000987211j -0.0611843-0.000138206j -0.167927+1.54776e-05j 0.0294147+2.57639e-15j -0.0253107+0.00108926j 0.0636842-0.000311804j -0.109776+0.000666027j 0.00931033-0.000181045j 0.147492+0.00102782j -0.0772512+1.81911e-05j -0.294052-0.000138894j 0.0962241-0.000321044j 0.160092+0.000161724j -0.355272+0.00115421j 0.0841141+0.000190629j -0.0141101-0.00177548j -0.280092+0.00159932j 0.210686-0.000182976j 0.0617765+0.000263161j 0.111772+0.000378296j 7.99913e-05-0.00120775j 0.0315981-5.81529e-05j -0.158676-0.0017228j -0.124673+0.00023313j -0.0744493+0.00185969j 0.00791751+1.55952e-05j -0.10983+0.000399317j 0.107119+0.000804925j -0.198693+0.000665644j -0.0530536-0.000489696j -0.131349+0.000117293j -0.116643-0.000399909j -0.164851-0.000177844j -0.0512186-0.00022356j -0.0307223-0.000392334j -0.218844+0.00110117j -0.164472+0.000770816j -0.188149+2.31706e-05j 0.00364847+0.0010573j 0.0204496-0.000248301j 0.0828882+0.000798861j 0.0108493-0.000744915j -0.00524183+0.000213601j -0.0501035+0.00014619j 0.0657087-0.000526776j 0.0172195+0.000954798j 0.0576009-6.32048e-05j -0.0732451+0.000529529j 0.0406128-0.000217769j -0.0240524+0.000556488j 0.0293914+0.000835764j 0.00952027-0.000404189j 0.00529438-8.53698e-05j 
0.0112411-0.00028488j 0.00172736+2.4221e-05j -0.0413595+0.000100419j 0.0450644-4.34915e-05j 0.0209495+0.000333562j -0.0233965-5.94335e-05j -0.0755371-7.62942e-05j 0.010038-0.000128768j -0.051405-0.000423597j -0.0446667-0.00013772j -0.16109+0.000331753j 0.019781+2.75594e-05j 0.0259752-7.36243e-05j 0.010999-0.000371288j 0.0617159-0.000673356j -0.00931885+0.00058567j -0.157919+0.000375552j -0.0434347+0.000487034j 0.0419999+6.81341e-05j -0.0700573-0.000232195j -0.0253107-0.00108926j 0.0223448+4.73471e-15j -0.0360728-0.000603514j 0.125133+0.0008047j 0.045066+0.000213297j -0.285461+0.000220148j 0.116-0.00064125j 0.0134314+8.39025e-05j 0.103838-1.72603e-05j 0.370623-0.000186612j 0.201827+0.000567312j 0.340703-0.000427783j 0.0504744-0.000332424j -0.198693+0.00174555j -0.0686704-0.000288809j -0.00121925+0.000576031j -0.117955+0.000621761j 0.214085-0.00151045j -0.112136+0.000423687j -0.145971-0.000611518j -0.133601+0.00104764j -0.187379+0.000594683j -0.00104175-0.000189951j -0.020949+0.000306913j 0.10103-0.000419353j -0.0100531+0.000729851j -0.00959735-8.98391e-05j 0.189556-0.00122332j 0.140835-0.000980524j 0.025531+0.000496542j -0.0282042-0.000371984j 0.0532896-0.0011494j 0.117305-0.000644541j 0.0396285-0.000416548j 0.143864+0.000466805j -0.077567+0.00103557j -0.0230264-0.000538524j 0.0937847+0.000716438j -0.0436107+0.000359832j -0.063081+0.000730699j 0.0400139+4.48838e-05j -0.0161358+0.000335138j 0.0494474-0.000184842j 0.169785-0.000824206j -0.0643093+0.000327751j -0.0601113+0.000964094j -0.034701-0.000428466j -0.0114325+0.000267512j 0.00232971-0.000534898j -0.00125764-0.000179981j 
0.00904744-0.00021013j 0.00323006-0.000168119j 0.00865228+0.000298248j -0.029997+5.28028e-05j 0.0389103-0.000114424j 0.0596223+0.000344724j 0.0849963+0.000642025j 0.0130225+3.28127e-05j -0.000590666+0.000303233j 0.0874676+0.000201333j 0.0267263+6.34619e-05j 0.0769721-0.000302413j 0.121537+0.000826249j -0.055186-7.41325e-05j -0.183061-0.000479251j 0.0277461+0.000714803j 0.0240054+0.000332259j -0.108769-0.000205586j 0.00576912+0.000945359j -0.0651533-0.000539623j 0.0636842+0.000311804j -0.0360728+0.000603514j -0.211642-1.9212e-14j 0.116803-0.00181314j 0.196478+0.000525742j 0.124953-0.000453264j 0.216569+3.44675e-05j 0.0605879-4.19065e-06j 0.111658-0.000688877j -0.124652-0.000232039j 0.111818+0.000108931j -0.227317-0.000302207j 0.211259-0.000506818j -0.305108+0.0013046j 0.352645-0.00211579j -0.0494646-0.000514577j 0.0912595+0.000741233j -0.0381622+0.00127747j -0.0154608-0.00100247j 0.00939171-0.000947764j -0.0959999+0.000436134j 0.0873836+0.00109049j -0.129317+0.000313642j 0.0955459+0.000299991j 0.00471325-0.000476786j 0.0463493+0.000639634j 0.0819177-0.000155589j 0.0539685-0.000129499j 0.302059-0.00091017j 0.210035-0.000356089j -0.0522957-0.000135878j -0.0980498+0.00119279j -0.0707948+1.43404e-05j -0.0403897+0.000135479j 0.0568402-0.000439578j -0.041827-0.000859409j 0.147665-0.000856704j 0.0906543-0.000324585j -0.00776199+0.000187514j 0.0218173-0.000316999j 0.0325855+7.8478e-05j -0.0375443+0.000122324j 0.0482494-0.000689505j -0.0212448+0.000805428j -0.00436364-0.000148748j -0.0797472+0.000375755j 0.0203762+5.33457e-05j -0.0252816-0.000771732j -0.0150347+0.000314523j 0.0120275+0.000310033j 
0.00658627-8.11159e-05j 0.0176973-1.14958e-05j 0.00631984-0.00066653j -0.00278683+0.000106253j 0.0342494-0.000297647j 0.0098884-0.000134525j 0.0326169+0.00119j -0.0207768+0.000130885j -0.0376151+0.000137804j -0.113496-0.000385377j -0.0534804-0.00037875j 0.144526+0.00115723j 0.0119031+0.00110013j 0.0244411+0.000349301j 0.127965+0.002014j -0.108606-0.000111785j -0.0115405+0.000245932j 0.0642602-0.000533114j 0.0524622-0.000536705j -0.111373+0.00127491j -0.109776-0.000666027j 0.125133-0.0008047j 0.116803+0.00181314j -0.328395-1.65581e-14j 0.238771+0.000596586j -0.114047-0.00102908j 0.022136-9.94342e-05j -0.0577029+0.000592483j 0.224118-0.000129724j -0.0166546+0.000272561j 0.0171907-0.000402542j -0.436256-0.00163794j -0.271455+0.00151556j -0.0144048-0.00090013j 0.0744353+0.000654369j -0.102428-0.00174026j -0.000589921+0.000210198j 0.0196916-0.000296252j 0.0481517-6.23894e-05j -0.00382706+0.000927598j 0.167096+0.000190551j -0.150689+0.00105535j -0.0421515-0.000531404j -0.198932+0.000158843j 0.070675-7.14637e-05j -0.128437+4.30395e-06j -0.0348847-0.000125983j 0.149287-0.000543407j 0.00704279-0.000792368j 0.0356433+0.000135917j -0.0765774+0.000860162j -0.0847391+0.000284388j 0.0995204-0.000635578j -0.031226+0.00146056j 0.0813564-8.35988e-05j -0.0990192+0.000146223j -0.150342+0.000543339j 0.0230444+0.000399965j -0.00404282-0.000637481j -0.0787062+0.000102603j -0.0401404+0.000504927j 0.0701739-0.00121741j 0.0154818+0.000323221j 0.0911827+0.00119664j 0.0484053-0.000598775j 0.0615567-0.0003546j -0.0207527-0.00139422j -0.0912274+0.00094637j 0.0102174+0.000511347j 0.0107192-0.000646371j 
0.0066692-9.49012e-05j -0.0238513-0.000142758j -0.0359606+0.000131533j -0.0203895-6.59808e-05j 0.0546004-4.80348e-05j -0.0735775-0.000605926j -0.00112749-0.000666173j 0.0216073+0.000616805j 0.107578+0.000714415j -0.0119537-0.000489614j 0.0297046-0.000514379j -0.0530407+0.00110477j 0.0845449+0.000274412j 0.0432681+0.000493863j -0.170314-0.000328048j 0.0330363-0.000355078j 0.0189578-0.000538741j 0.106882-0.000327921j -0.0386584+0.000234907j 0.0544502-0.000252058j 0.00931033+0.000181045j 0.045066-0.000213297j 0.196478-0.000525742j 0.238771-0.000596586j -0.166649-1.28471e-13j -0.21847-0.00032816j -0.0513912+0.000221349j -0.14229+0.000637961j 0.350696-0.000227756j 0.128405+0.000815306j -0.264381-0.000261478j -0.151997+5.56341e-05j 0.0571399-0.0011028j 0.149756-0.000975944j 0.0246213+0.000620093j -0.175254-0.000143606j 0.16409+0.000167767j -0.0797158+0.0010827j -0.0191317-0.00100065j -0.151784+0.0011348j -0.000926324+0.000446119j 0.136241+0.000181288j -0.0558294+0.000556326j -0.0389809+0.000485653j 0.0706949+0.000138363j 0.0526288-0.000234241j 0.136922-0.000772163j 0.143371-0.000116646j 0.0876832-0.00122698j -0.169225+7.43153e-05j -0.0219042+0.000222175j -0.00866047-0.000334842j 0.245564-0.00103398j 0.107098-0.00126394j -0.0953626-0.000736993j 0.0291024+3.46828e-05j 0.0951611-0.00103809j 0.0247673+0.000591311j -0.0391737+0.00114412j -0.00709872+0.000135738j -0.0332232+1.09205e-05j -0.000963736+0.000860198j -0.0279892-0.000360185j -0.0893661-0.00145426j -0.0115969+0.000123179j -0.146609+0.00125741j 0.0383693+0.000341954j 0.0342237-0.000770604j -0.0186218-0.000126952j -0.0165811+0.000488925j 
