0.0247266-1.30104e-17j -0.0107237+0.00030568j 0.00792703-0.000210134j 0.0304811-0.00171346j 0.00672797+0.000297898j -0.0139231+0.00355426j -0.0406515+0.00330774j 0.00425607+0.0014823j 0.0167342+0.00223151j 0.00232658-0.00381179j -0.0341945+0.000963195j -0.0130053+0.000133366j -0.0550709+0.00193234j 0.0440766-0.000289235j -0.0745776+0.00100938j 0.0262453+0.000404767j -0.00913182+0.000621275j -0.00924161-0.00364893j -0.0367533-0.00196564j -0.0135659+0.00238308j -0.00060595+0.0013542j -0.0259365+0.00510994j -0.0374913+0.00108538j -0.0145368+0.000718984j -0.0105063-0.000591095j 0.013443-0.00198124j 0.0185894+0.00220512j -0.0354094+8.10645e-05j 0.00792216-0.000469169j -0.0236354+0.00141731j -0.0240309-0.000129048j -0.00797215+0.00336872j -0.0102736-0.00254637j -0.000404316+0.000464931j -0.0297654+0.00416574j -0.00702784+0.00127562j -0.00372736-0.00246193j -0.00299102+0.00506364j 0.0213082+0.00126085j -0.00279205-0.000392244j -0.0189276+0.00236115j 0.0157216+0.000864641j 0.0407182+0.00265155j -0.0583835+0.0131667j -0.066004+0.00704562j 0.155827-0.00666645j 0.00583786-0.00259533j -0.0188126+0.0039136j 0.0111844+0.0102828j 0.119341+0.013932j -0.0207362-0.000333293j 0.00226805-0.00399695j 0.0207735-0.00588958j 0.0471848-0.00624381j -0.0530024+0.0102992j -0.0194177+0.00307306j 0.0127118-0.00455598j -0.0355239+0.00677103j 0.0169465+0.00411276j -0.00456611+0.00173445j -0.012+0.00438599j 0.00131524+0.000413999j -0.0168946-0.00677834j 0.0556596-0.00297105j -0.0197869+0.0043755j 0.00233593-0.00908132j -0.0493539-0.0010569j -0.000805265-0.00210009j 0.0542035+0.00870974j 
-0.0130053-0.000133366j -0.000952987+0.000200593j 0.0273482-0.000462788j 0.00581735+0.00112097j 0.0554712+0.00276294j -0.0255778+0.00090595j 0.189741-0.0025287j 0.0137894-0.00247561j 0.0942114-0.00299775j 0.06575-0.001093j 0.345122+0.00209639j -0.511746+2.91439e-15j -0.408338-0.0012661j -0.0838584-0.00152177j 0.124751+0.00086261j 0.364429+0.00363326j -0.12221-0.00396016j 0.125752-0.00326446j 0.0112709-0.000345973j 0.151221-0.003329j 0.0649777-0.00236589j -0.0312429+0.000880335j 0.02115-0.000741739j -0.0146421+4.05569e-05j -0.0124334-0.00271238j -0.0775221+0.00237946j -0.0386455-0.00465256j -0.0508742-0.00173644j -0.0599163+0.000463959j 0.0741098+0.0004455j -0.0982786+0.000708853j 0.0826923-0.00239606j -0.0305387-0.000275676j 0.116984-0.000928788j -0.0124605+0.00166249j 0.0959407-0.00162269j 0.0344755+0.00198632j -0.0987789-0.00243952j 0.0883137-0.000988791j -0.0786015-0.00117413j -0.0276145-0.00466966j -0.000814011-0.000717396j 0.0215979+0.000416893j 0.00893882-0.000595785j 0.0322619-0.00725325j 0.0237376-0.00251636j -0.0476014+0.00635508j 0.0262513-0.00111451j -0.000293003+0.000669831j 0.0341187-0.0036594j 0.00426704-0.000117842j -0.0117196+0.000508918j 0.000701053+0.00190075j 0.0308062-0.00425802j -0.0183064-0.00159363j -0.0137712+0.0052364j 0.0136008-0.00522666j -0.0295021-0.00338008j 0.00508681+0.0006656j -0.0191619+0.00299114j -0.0236552+0.00105445j 0.0110966-0.00218384j 0.00608972-0.00439188j 0.00947336-0.000842916j 0.0178217+0.00123891j 0.00418818-0.000304396j -0.0198908-0.0033057j 0.0050691-0.00397138j -0.00269923+0.00109018j 
-0.0550709-0.00193234j 0.00682913-0.0052925j 0.028802+0.00177737j -0.0105923+0.00384068j -0.034188-0.00569153j 0.218531+0.00104235j 0.108248+0.00478499j -0.13834+0.000603317j -0.181861-0.000707992j -0.15888-0.00112829j -0.12146-0.00104772j -0.408338+0.0012661j 0.0280391+5.72025e-15j 0.215865+0.00508931j 0.276828-0.00109195j -0.277825-0.00419332j 0.142553+0.00335752j 0.116133-0.00214063j -0.0650856+0.00609443j 0.0360872-0.00146456j -0.212279+0.000305122j 0.135478-0.00598855j 0.00332829-0.00090639j 0.122545+0.00484628j -0.0666036-0.00256808j -0.0688006-0.00284526j -0.0575657+0.00180755j -0.0135916-3.6914e-05j -0.0556978+0.00354513j -0.011069-0.0037327j 0.00297649+0.000824253j 0.0862107+0.00300045j 0.0652933-0.0015518j 0.0124306-0.00281374j 0.0544356-0.0060205j 0.12302+0.000572738j -0.0836345-0.00231567j 0.12034-0.00094441j -0.0644375-0.00155674j -0.0119664-0.00112624j -0.0176786+0.00582778j 0.0573109-0.0020829j 0.00407513+0.000181554j 0.200875+0.00476391j 0.037473-0.00277745j -0.0618436+0.000957064j 0.0104932-0.00255481j 0.0976103-0.00194616j 0.0961624-0.000576857j 0.0632381+0.00412762j -0.0106408-0.00103621j -0.0111985+0.000106178j -0.0649466+0.000417857j -0.00608603-0.00246924j 0.0748242-0.00422019j 0.0214683+0.00154723j 0.00772154+0.00443604j 0.0390139-0.00446651j 0.0214958+0.0012881j -0.0108534-0.00729319j 0.0166945+0.00297364j 0.00509355+0.00355962j -0.0290298+0.00275764j -0.0246962-0.00282606j 0.00610534-0.000650208j 0.0527232+0.00281971j 0.0389548-0.00557774j 0.0342595+0.00577658j 0.035269-0.0104152j 
0.0440766+0.000289235j 0.0186055+0.00324634j -0.0666819+0.000516286j -0.0101944-0.0041242j -0.14169-0.00104892j -0.211201-0.00104149j 0.119781+0.00300068j -0.32956-0.000468578j -0.12711+0.00567881j -0.124174-0.000641133j 0.281535-0.00192809j -0.0838584+0.00152177j 0.215865-0.00508931j 0.19183+5.77663e-15j -0.44775-0.000324677j 0.0746525-0.0016455j 0.212529+0.00173396j 0.0503512+0.000637414j -0.20462+0.00440371j 0.0457128-0.000231232j -0.0794083-0.00275069j 0.111578-0.000353245j 0.0766244+0.00476812j -0.0325219+0.000163612j 0.0745941-0.00419475j -0.051014+0.00439184j -0.000226824+0.00257241j 0.0103956-0.0013817j -0.0592312+0.00218407j -0.00700169+0.000908752j -0.0524057+0.000231077j -0.082498+0.00552027j -0.0188474-0.00698203j -0.000838648+0.000890762j -0.0157089-0.000279233j -0.0127139+0.00188683j 0.0870117-0.00247885j -0.105758-0.00586602j 0.0565443-0.0110339j 0.0388484+0.00684099j 0.056298-0.000336284j -0.0999644+0.00177408j -0.0309539-0.00589454j 0.0840107+0.00228135j 0.0474457-0.00247935j -0.0577632-0.00305151j -0.00116296+0.000460035j -0.0370012+0.00448475j -0.00246744-0.00484069j -0.0740797+0.00574762j -0.002483-0.00162172j 0.012998-0.000715937j 0.00959281-0.00119516j -0.0209522-0.00133397j 0.0422855-0.00104311j -0.00546531+0.00260555j 0.00106296-0.00462859j 0.0381137+0.00131961j -0.0107148+0.00100106j 0.0014224-0.00315683j 0.00855895+0.000203527j -0.00953381-0.000783774j 0.00504695-0.000565911j -0.0244776-0.00148323j 0.00346924-0.00135124j 0.00745545-0.00152671j 0.0245256+0.000216553j -0.00855532+0.00185994j 0.0081784-0.000660682j 
-0.0745776-0.00100938j -0.00535631-0.00696894j 0.0771794+0.00172898j -0.0170185+0.00387195j 0.00561522-0.00122154j 0.014597+0.0026134j 0.092599-0.00211174j 0.207977-3.6956e-05j 0.0729304-0.00545131j -0.155665+0.000716235j 0.0957699+0.00228586j 0.124751-0.00086261j 0.276828+0.00109195j -0.44775+0.000324677j -0.0428048-2.64892e-15j 0.24458-0.000162302j 0.110964+0.00211227j 0.111809-0.000333947j 0.143672+0.00479061j 0.044155-0.00630353j 0.0419339+0.00348861j -0.0580557+0.000115005j 0.0785531-0.00056542j 0.167881-0.00368082j -0.0417695-0.000732644j 0.0629346+0.00310678j 0.0326915-0.00491955j 0.0493863+0.00312289j -0.00253959+0.000258588j -0.0069584+0.00103983j -0.0310644+0.00216476j 0.0948889-0.00225635j 0.010685+0.000555029j -0.0168275+0.00155071j 0.0127657-0.00472438j 0.0109559-0.00149724j 0.0223409-0.00265276j 0.0826572+0.00467237j -0.00742857+0.00104705j -0.0355801-0.000848775j 0.0454574-0.00780361j 0.0570629-0.0010921j -0.00125034-0.000581538j 0.203608-0.00143582j 0.055174+0.00351787j -0.0898231+0.000380769j -0.0309698+0.00206071j 0.109372-0.00293878j 0.115381+0.00322953j 0.0883107-0.00378157j 0.0066916+5.67857e-07j -0.0379229+0.00364532j -0.0492237-0.00550584j -0.0755055+0.000475444j 0.0682407-0.00433466j 0.0186894+0.000251521j -0.0136952+0.00104861j 0.026874-0.00637362j 0.0428089-0.00354667j -0.00685324-0.00623107j 0.015522+0.000181236j 0.0216154+0.000501344j -0.0393354-0.000682478j -0.0490914-0.00509605j 0.0102556+0.00186678j 0.0521196+0.00252929j 0.0530856-0.00387527j 0.0439516+0.00442627j 0.0351536-0.0109349j 
0.0262453-0.000404767j 0.000659996+0.00179612j -0.0683395-0.00102978j 0.0258926-0.00262907j 0.239692+0.00330241j 0.135573+0.00286027j 0.0918361-0.00522822j -0.321703-0.00245098j -0.0496487-0.000137059j 0.198697-0.00440798j -0.0911639+0.00258765j 0.364429-0.00363326j -0.277825+0.00419332j 0.0746525+0.0016455j 0.24458+0.000162302j 0.234195+5.54331e-15j 0.216126+0.00112719j -0.0321187-0.000138321j -0.0472223-0.00230936j -0.0689401-0.00386169j 0.0795656-0.00424636j 0.0846647+0.0009573j 0.0809155-0.00438995j -0.0477291+0.00152803j 0.00698261-0.00269057j -0.0691593-0.00268826j -0.0450672+0.00159801j -0.020416+0.00161689j 0.00938237+0.00112991j 0.00532422+0.000907888j -0.0250724+0.00114174j -0.0413712+0.000977529j 0.0333146-0.00305766j 0.137651+0.000718927j 0.0756155+0.00317874j -0.115778+0.000205726j -0.0410781-0.000369371j -0.119809-2.68188e-05j -0.0275892-0.00719532j 0.00869547-0.00806216j -0.0287263+0.00223416j 0.0175123+0.00205284j -0.0293779-0.00131506j 0.0186448-0.000361075j 0.0813377+0.00163718j -0.0549913-0.0039226j 0.00908702-0.00171132j 0.000881858+0.00189441j 0.0439803-0.000558168j -0.0424273-0.00331845j 0.0230119+4.89052e-06j 0.0167522+0.00344978j 0.00338774-0.00161986j -0.0362814+0.00360872j 0.0257151+0.0035349j 0.0242911+0.00187204j -0.0175172+0.000396795j -0.0195629+0.00124854j -0.0180361+0.000207395j 0.00545935+0.00031779j -3.64145e-05+0.00408877j -0.00656544+0.00191184j 0.00770108+0.00361987j -0.0469615+0.00329392j 0.0299556-0.00142626j -0.00306569+0.00518892j 0.0303212-0.00112157j -0.0025166+0.00244607j 0.00740542+0.000562176j 
-0.00913182-0.000621275j 0.0217418+0.00145203j -0.00923899-0.00047429j 0.0165182-0.00220535j 0.0303978-0.00231499j 0.213108+0.00111861j 0.0930432+0.000510698j -0.0643387+0.00145876j 0.034611-0.00224221j 0.206521+0.00939715j -0.30722+0.000731337j -0.12221+0.00396016j 0.142553-0.00335752j 0.212529-0.00173396j 0.110964-0.00211227j 0.216126-0.00112719j 0.102052-5.40366e-15j 0.0467304+0.00206431j 0.0115188+0.00762472j -0.0546435+0.00336639j 0.00977513+0.00227359j -0.0604398-0.00133983j -0.0936575+0.00294147j 0.0757616-0.00280327j -0.118559+0.0101227j -0.00460434-0.000885615j -0.102846-0.00236899j -0.0580417+0.00701526j 0.0487039+0.000135898j -0.0637774+0.00152536j -0.0494849+0.00195071j -0.0633444-0.0064393j 0.0121378+0.00200451j -0.115386+0.00640108j -0.0587071-0.0018249j 0.121102-0.00370608j 0.0809591-0.00661515j 0.0704758-0.0042637j -0.0470429-0.000636034j 0.0277108-0.00101782j 0.0152406+0.0065959j -0.0545281+0.00390753j -0.00153894+0.00369305j 0.00996783+0.000987258j 0.0580059-0.000720255j -0.0323489+0.000570551j -0.00272486-0.00273491j -0.0146968-0.00158304j -0.118996+0.00160137j -0.0875254-0.000370986j 0.015047+0.000744999j -0.0451852+0.00510144j 0.0463128-0.00528878j -0.039314-0.00545868j -0.00475009+0.00365941j -0.0203331-0.00240924j 0.0176104-0.000830111j -0.00125873-0.000206606j 0.0272587-0.00364219j -0.0140889+0.00266941j 0.00352122-0.00287186j -0.00397738-0.00100481j -0.0124372-0.00726694j -0.0177676+0.00253249j -0.00565788+0.00775217j -0.0104302-0.00362523j 0.00772736+0.00552905j -0.0160219+0.00130059j 0.00942468+0.0025782j 
-0.00924161+0.00364893j -0.052361-0.00211895j -0.0547292-0.00599768j 0.205694+0.00348335j -0.133444-0.00513615j 0.123714+0.00197647j 0.00754965+0.00878511j -0.341839+0.00745978j 0.461967+3.13573e-06j -0.076308+0.00597793j 0.26701+0.0022728j 0.125752+0.00326446j 0.116133+0.00214063j 0.0503512-0.000637414j 0.111809+0.000333947j -0.0321187+0.000138321j 0.0467304-0.00206431j 0.0825115+1.34439e-13j -0.0853597+0.00351941j -0.0179249-0.00818038j 0.088976-0.00153421j -0.000598284+0.00289296j 0.0956455-0.00333148j -0.030698+0.00440397j -0.119581-0.00267688j -0.0135923+0.00167145j -0.0263654-0.00609118j 0.227614-0.000213683j 0.0391653-2.43933e-05j 0.058969-0.00208997j 0.025259+7.87072e-05j 0.0438394+0.000324843j 0.005735+0.00411789j -0.0802819-0.00211697j -0.112786-0.00511276j 0.0542413-0.00627372j -0.128752-0.00543234j -0.0223063-0.0016502j 0.0308964+0.00169262j 0.036528-0.00237034j -0.0131734+0.00254784j 0.0970736+0.000583686j 0.0836237-0.00204514j -0.14388-0.00314715j -0.111036-0.000240943j 0.133096-0.000469583j 0.00327402-0.00436321j -0.0169556-0.00077866j 0.0364508-0.00083459j 0.105701+0.000179382j -0.0400074-0.000685871j 0.00330601+0.000234031j 0.0180011+0.00348367j 0.0232412+0.00246749j -0.040519-0.00190976j 0.0181669-0.00422821j 0.0177588-0.00103281j -0.0210327+0.00146066j 0.00809343+0.000456835j -0.0402431+0.00119862j -0.0114234-0.000346506j 0.0168896-0.00103439j -0.0224896+0.00142857j 0.0397224+0.000129759j 0.00230705+0.00486155j -0.00868424-0.00320874j -0.0363453+0.00198815j 0.0106963-0.00612604j -0.0266132-0.000445876j 
-0.0367533+0.00196564j -0.0392473-0.00438118j 0.0218048-0.00843458j 0.232983+0.00691536j 0.00962143-0.00111269j 0.0237418+0.00329435j -0.0391247+0.00404134j -0.114541-0.00354432j 0.330435-0.00645066j -0.221527-0.00529339j -0.128111-0.000945707j 0.0112709+0.000345973j -0.0650856-0.00609443j -0.20462-0.00440371j 0.143672-0.00479061j -0.0472223+0.00230936j 0.0115188-0.00762472j -0.0853597-0.00351941j -0.357319-1.24015e-14j -0.00306521-0.000997865j -0.0164934-0.00366652j -0.0998823+0.0017636j -0.0986812-3.76765e-05j 0.0817161-0.00338041j 0.0361601+0.00101771j -0.020993+0.00294758j 0.0189705-0.00351357j -0.0156845+0.000567698j -0.0316857+0.00263536j -0.0344852-0.00184374j -0.0316987-0.00469364j 0.128315+0.00128385j 0.0206798+0.00034965j 0.0741889+0.00775032j -0.0254415-0.00143818j 0.0178633+0.00105942j -0.0148318+0.00252037j 0.0939224+0.00386096j -0.0335921-0.00321333j 0.102557-0.00373963j 0.0143602+0.00193061j -0.141684-0.00148063j 0.0400366+0.00110358j 0.0107597-0.000700702j -0.00428413+0.0020384j -0.0971368+0.00104253j 0.0734613-0.00281986j 0.0739473+0.000730707j -0.205389-0.000162157j -0.182389-0.00152034j 0.0290617-0.000465172j 0.00439895-0.00365185j 0.0439227+0.00278887j 0.0070951-0.00474006j 0.0127234-0.00438214j -0.0351699-0.00154926j 0.0233152+0.00336185j 0.00396435+0.000109414j -0.00663821+0.00509908j 0.0179178-0.000687083j 0.0160513+0.00815568j 0.00984546+0.0018048j 0.0268184-0.00193244j -0.0284728+0.00376137j -0.0607036-0.000637718j -0.0115617-0.00376118j 0.00535532+0.000104488j -0.0180967+0.00546973j 0.0200278+0.00248185j 
-0.0135659-0.00238308j 0.00390201-0.000875763j 0.0159067-0.00013632j -0.0318713+0.000596482j 0.0370519+0.00268491j 0.0330064+0.00270199j -0.0530112-0.00220092j 0.159894+0.00588729j -0.0314915+0.00412562j -0.00513564+0.00279637j -0.0567335-0.000263531j 0.151221+0.003329j 0.0360872+0.00146456j 0.0457128+0.000231232j 0.044155+0.00630353j -0.0689401+0.00386169j -0.0546435-0.00336639j -0.0179249+0.00818038j -0.00306521+0.000997865j -0.068828-5.43538e-15j 0.102813+0.00514113j 0.0083701-0.00715197j 0.0126616-0.0078821j 0.063652-0.000156617j -0.0300425-0.0021383j 0.0477205+0.00387556j 0.0443509+0.00255837j -0.0836477+0.00121768j 0.0364493-0.00163123j -0.0382242+0.00251918j -0.020369+0.00192605j 0.0295898+0.00535897j 0.00130164+0.00404825j 0.101061+0.00094699j 0.120718+0.00240672j 0.276166-0.00502638j -0.0976985-0.00278348j -0.107485+0.000743124j 0.100582-0.00405969j -0.0728538+0.000454187j 0.00991741-0.000890644j -0.0837248+0.00217348j -0.0114267-0.00188978j -0.0282948-0.00237847j 0.0106079-0.00015084j -0.0654902+0.00110451j 0.00932941+0.000630582j 0.027965+0.00101253j -0.0526258+0.0038256j -0.0417051-0.0044063j -0.00419238+0.000881829j -0.00560067+0.00205217j -0.0285407-0.00210675j 0.0420711-0.00424668j 0.000361704+0.00114559j 0.0154751-0.00111374j -0.00374666+0.000711199j -0.0204618-0.000233551j 0.00803574+0.00293801j 0.0171385-0.00206394j -0.0249611+0.00192421j -0.0198348+0.000529394j 0.0322688-0.00504003j 0.00556477-0.000685484j 0.0291017-0.00142574j -0.00275586+0.00155248j 0.00584936-0.00412051j -0.00546186+0.000849936j 0.0100944+0.00163488j 
-0.00060595-0.0013542j 0.0311095+0.000610286j 0.0529683+0.00322206j -0.0546836+0.0011074j 0.0601575+0.00655006j -0.0534283-0.00129612j 0.129519-0.00181375j -0.0333531+0.00450082j -0.165757+0.00378489j -0.125809+0.00467374j 0.0997136+0.00485709j 0.0649777+0.00236589j -0.212279-0.000305122j -0.0794083+0.00275069j 0.0419339-0.00348861j 0.0795656+0.00424636j 0.00977513-0.00227359j 0.088976+0.00153421j -0.0164934+0.00366652j 0.102813-0.00514113j -0.136477+3.42608e-15j 0.118109-0.00148185j 0.11823-0.00370951j 0.152351-0.00241004j 0.090486+0.00169789j -0.000701413-0.00357267j -0.0838271-0.000491313j -0.00592606-0.00282998j -0.0113351+0.00152443j -0.0517041-0.00118621j 0.0215166-0.000122803j -0.0575676+0.00273577j 0.046779-0.00130428j -0.177135+0.00254335j 0.102185-0.00479173j 0.0615748+0.00138672j -0.0731598+0.000797954j -0.0233653+0.0010047j 0.00628011+2.04165e-05j -0.00473124+0.00624338j -0.00277966-0.00284863j 0.108159-0.00540056j -0.0959614+0.00183874j -0.066453+0.00564784j -0.0768389+0.00186381j 0.134582-0.00230261j -0.00895685+0.00228789j -0.066477+0.0040421j -0.0547645+0.000421513j -0.0818338+0.00391209j 0.011905-0.000224195j 0.00615932+0.00256205j 0.0203769+0.00248951j -0.0343766+0.00207277j -0.0152005-0.00297935j -0.0166353-0.00251017j -0.00921663+0.00547056j 0.0124806-0.00113079j -0.0632001-0.000485593j 0.0458176+0.00126813j 0.00949603+0.00114045j -0.011443+0.00225302j 0.0399057-0.00211587j 0.00503447+0.000631527j -0.0208975-0.00480846j -0.0188576-0.00325337j 0.0202227+0.00429214j -0.0240231+0.00427858j -0.00506188+0.00183614j 
-0.0259365-0.00510994j 0.0435117-0.000737006j -0.00670467-0.000250879j -0.0391539+0.000511147j -0.0559379-0.00371492j -0.0279957+0.00119412j 0.0258921+0.000244319j 0.0989942-0.0029422j 0.0128672-0.000639893j -0.011797+0.000932306j 0.130504-0.000369983j -0.0312429-0.000880335j 0.135478+0.00598855j 0.111578+0.000353245j -0.0580557-0.000115005j 0.0846647-0.0009573j -0.0604398+0.00133983j -0.000598284-0.00289296j -0.0998823-0.0017636j 0.0083701+0.00715197j 0.118109+0.00148185j 0.0112626-8.25295e-16j 0.0168413-0.0047987j 0.195598-0.00103499j -0.0924077+0.00093994j -0.00993194+0.00699813j -0.0196859+0.00137547j -0.00789306-0.00135465j -0.0536349-0.00195788j 0.0295365+0.00196305j -0.0602455+0.000608623j -0.0900819+0.00105426j 0.184872+0.000990149j 0.0283004-0.00213035j 0.193045+0.001248j 0.0551256+0.0015357j 0.0919123+0.00123569j -0.136759-0.0043525j -0.0947979+0.00217003j 4.52752e-05+0.000298029j -0.0100327+0.00091349j -0.130422-0.00444369j -0.0501981-0.00019438j -0.134341+0.00114554j -0.098002-0.00127562j -0.032826+0.00242333j 0.0392402-0.00233028j 0.06501+0.0023161j -0.252512-0.00386445j -0.379337-0.0044145j 0.00279911+0.000795448j 0.0401875-0.00407498j 0.0551617+0.00358325j 0.0322732-0.00511765j -0.0504645-0.00181433j -0.0414075-0.00465625j 0.0149373-0.000783082j -0.0254108-0.000609135j -0.0632271-0.00185494j 0.0495831+0.000242296j -0.0129021+0.0027117j -0.0410889+0.00174591j 0.107104-0.00456866j -0.0358596+0.0107173j -0.0486671-0.00463396j -0.0551975-0.00090919j 0.0108164+0.00505041j -0.0794299+0.00893425j 0.030842+0.0117208j 
-0.0374913-0.00108538j 0.00956615-0.00275978j 0.0922927+0.00545687j -0.0383673+0.00425969j 0.0168678+0.00193813j 0.0644961+0.00416192j 0.119073-0.00027672j 0.238375+0.00296918j 0.083707+0.00102174j 0.00656885+0.00262846j 0.0678051+0.00165786j 0.02115+0.000741739j 0.00332829+0.00090639j 0.0766244-0.00476812j 0.0785531+0.00056542j 0.0809155+0.00438995j -0.0936575-0.00294147j 0.0956455+0.00333148j -0.0986812+3.76765e-05j 0.0126616+0.0078821j 0.11823+0.00370951j 0.0168413+0.0047987j -0.11951-1.50316e-14j 0.195383+0.00331768j 0.0511716+0.00138678j -0.0503393+0.00536014j -0.0142748+0.00119853j -0.176142+0.00454512j -0.0224714+0.000328432j -0.0452151-0.000245977j 0.00579139+0.00180277j 0.00476569+0.00179437j -0.0147383+0.0027652j 0.133831-0.00236083j -0.0907975-0.00513174j -0.0886323+0.00489921j -0.122021+0.00119772j 0.105759+0.00453001j -0.0169743+0.00352938j 0.164489+0.000547038j 0.0419943+0.00166951j -0.0469887+0.000128606j 0.0165312+0.00219184j 0.102544+0.00171424j 0.0347886-0.000427103j -0.0294607+0.00127278j 0.0646794+0.00195644j -0.0303471+0.00137356j -0.024559+0.00230908j -0.0395924-0.00275542j 0.000454209+0.00020143j 0.0123098-0.00268731j 0.0221817+0.00272137j -0.0588358+0.00275784j 0.085318-0.000767488j 0.0410555+0.000105859j 0.000227625-0.00540929j 0.0391612-0.000613472j 0.0234752+0.0030788j -0.0279293-0.00280233j 0.0165962+0.00358626j 0.0180495+0.000925865j -0.0336369+0.00825331j -0.0257976-0.00229784j -0.00399397+0.00439848j 0.0094358+0.00228637j 0.0354142+0.000850896j 0.014076+0.000854834j 0.0101231-0.00568123j 
-0.0145368-0.000718984j 0.0192188-0.00084866j 0.0348675+0.00473817j -0.053675+0.00484718j 0.0044016+0.00255351j 0.168074-0.000783746j 0.093118-0.00261189j 0.0410712-0.0012363j -0.11233-0.00526153j 0.0771989-0.00274306j 0.0555593+0.00265801j -0.0146421-4.05569e-05j 0.122545-0.00484628j -0.0325219-0.000163612j 0.167881+0.00368082j -0.0477291-0.00152803j 0.0757616+0.00280327j -0.030698-0.00440397j 0.0817161+0.00338041j 0.063652+0.000156617j 0.152351+0.00241004j 0.195598+0.00103499j 0.195383-0.00331768j 0.208604-3.27608e-15j -0.172339-0.00112666j -0.0855486+0.00330547j 0.0398153-0.00097205j -0.0395237-0.00174587j -0.0484744-2.17552e-05j 0.110514-0.00252339j -0.0238918+0.00144746j -0.0316236-0.00133032j -0.153562-0.00269418j -0.0130365-0.00702455j 0.0977544-0.00451248j -0.246268+9.45781e-05j 0.0651256-0.00322737j 0.112747-0.00205367j -0.0430128-0.00646306j -0.0358267-0.00532593j 0.140849-0.00173175j -0.0422412-0.00661278j -0.0621552+0.00127417j -0.193121+0.000789654j -0.304988+0.00321221j 0.302243+0.00228681j 0.019959-0.00199401j 0.00165548+0.0016971j -0.0308565+0.000311851j -0.0735737-0.000905854j -0.0114129-0.000221306j 0.0408023+0.00218099j 0.00790979+0.000716661j 0.0715425+0.00608484j -0.0437723-0.000917724j -0.0803357+0.00029503j -0.0174584+0.000587524j -0.0431678-0.000935706j 0.0264798-0.00424691j 0.0367632+0.00100399j -0.0494852-0.0014141j -0.0388688+0.000312439j 0.0433173-0.00451031j 0.0614021-0.00282496j -0.0577866-0.00286681j -0.0280989-0.00138912j -0.02568-0.000319098j -0.0265977-0.00180336j -0.0244311+0.00446209j 
-0.0105063+0.000591095j -0.0217909-0.00242377j -0.0589946-0.00218364j 0.0133204-0.00386715j 0.000742169+0.000988478j -0.0948129+0.00218748j -0.00228967+0.000124832j -0.0565233+0.00248965j 0.0809695+0.00431984j 0.125585+0.00184701j 0.0827855-0.00225513j -0.0124334+0.00271238j -0.0666036+0.00256808j 0.0745941+0.00419475j -0.0417695+0.000732644j 0.00698261+0.00269057j -0.118559-0.0101227j -0.119581+0.00267688j 0.0361601-0.00101771j -0.0300425+0.0021383j 0.090486-0.00169789j -0.0924077-0.00093994j 0.0511716-0.00138678j -0.172339+0.00112666j -0.0521164-7.1991e-16j -0.0436053+0.00167847j -0.00760211+1.21323e-05j 0.0423072+0.000871868j -0.0232351+0.0024389j 0.172986-0.00128715j -0.129084-0.000706358j -0.0475491+0.00137032j -0.0555398+2.00334e-05j -0.0617905+0.0020722j 0.128212-0.00120222j -0.117995-0.000332134j 0.163882+0.00205683j 0.428147+0.00137317j -0.393531-0.00304466j -0.135411+0.000979288j 0.00557648-0.00109182j -0.232155+0.00799764j -0.0355626-0.00136273j 0.090957-0.00128917j 0.0394228-0.00191274j -0.145599-0.00212635j -0.0143436-0.000168001j 0.146533-0.00276381j -0.0340892-0.00255055j -0.0284211-0.00213352j 0.0139854-0.000293071j -0.0494549+0.000542581j -0.0750746+0.00564431j -0.0642323-0.000886692j 0.071148+0.00459001j 0.0194882+0.00710904j 0.0498971+0.00216397j 0.0728439-0.00029467j 0.0348146-0.00276441j 0.0358549-0.00901429j 0.0596598-0.00533261j 0.0182699+0.00194616j -0.0220982+0.000765814j -0.0753267-0.00105071j -0.0496597-0.00471285j 0.0359102-4.36962e-05j 0.0191915-0.00150238j 0.0103198+0.00625182j 0.0426842-0.00473473j 
