-0.022019-6.93889e-17j 0.0115834-0.00233796j -0.0220004-0.00274286j -0.0418641+0.00428325j 0.0376253-0.00496765j 0.0508796-0.00589314j -0.0266277-0.00338268j 0.0270118+0.00827431j -0.0312183+0.0132193j 0.0263205+0.000285608j 0.0248782-0.00610808j -0.0268963+0.00263082j 0.0285175-0.00471201j 0.0248261+0.000355951j -0.0156662-0.00160013j -0.0171963+0.00270467j -0.0017322+0.00398815j 0.0109201+0.000721116j 0.0306824-0.00159346j 0.0195804+0.00907825j 0.0473207-0.000532275j 0.0178801+0.0011187j -0.0196329+0.0124765j 0.063512+0.00126723j -0.0253835+0.00588989j 0.0166795+0.00251675j -0.00903019-0.00772537j -0.0457986-0.00710734j -0.000140338+0.00284706j 0.00142814-0.000711058j -0.0127206-0.00315834j 0.0169015-0.00201782j -0.0325147+0.00148787j 0.0139992-8.76171e-06j 0.00865824+0.00296748j 0.0341143+0.00792486j 0.0332964+0.0107616j 0.00723748-0.00201364j -0.0044617-0.0212757j 0.0164309+0.00122444j -0.00143191-0.0131466j -0.00345566+0.00743428j -0.0109616+0.00639723j -0.011052+0.00703215j 0.0168566+0.0496324j -0.020423-0.00206711j -0.000522273+0.0134678j 0.00791528-0.0213433j -0.0189497+0.011856j -0.00913657-0.00563289j -0.0136652-0.0171453j 0.00497174-0.0127516j -0.000716749+0.0140063j 0.00117371+0.00744799j 0.000145376+0.0115682j -0.0100927-0.00335137j -0.00858645+0.0588867j 0.0109487+0.0199704j -0.00981198+0.00331728j -0.0138924+0.00483517j -0.0221363-0.013936j -0.00176935+0.0160484j 0.00747948+0.00673865j 0.0118126+0.00804344j 0.00258612-0.0175114j 0.017818-0.0314507j 0.00629307+0.0172519j 0.0140717-0.00451623j 0.00730186+0.00660621j 0.00849553-0.0145683j -0.00837804-0.0178556j -0.00764044-0.017657j 0.00658593-0.00657074j 0.00489743-0.00741659j -0.0173147-0.0103044j 0.0011437-0.00563358j -0.0119802-0.0254393j 0.000738179+0.0104448j -0.00205328-0.0129187j -0.022842+0.0142824j 0.0155443-0.00621848j 0.0132058+0.0191526j -0.0361343+0.00469267j -0.00925208+0.0405841j -0.0226557+0.0253932j 0.0151109-0.0759412j 0.0218192+0.0483186j -0.00693236+0.00369425j 0.045388+0.0799271j 0.201964-0.223046j 0.0641917+0.358676j -0.0761674+0.0770105j 0.0345397-0.0674659j 0.100298+0.0248209j 0.404004+0.0755836j 
-0.0361343-0.00469267j -0.00361495+0.0544508j -0.0598328-0.126198j -0.0121535+0.155841j 0.0294999-0.0517028j 0.00468771+0.0575011j -0.0276133+0.0152577j 0.0398266-0.0255341j -0.0485958-0.0113736j 0.0130144+0.0235702j 0.0348676+0.00513097j 0.0249135-0.00246888j 0.021234+0.0387697j 0.00579385-0.022252j 0.000568342-0.00382978j -0.0102059+0.000361874j 0.0107563+0.013133j -0.0212808-0.0486428j 0.00163612-0.0118431j -0.0239638+0.0730599j -0.00308804-0.0197206j 0.0106328+0.0460833j -0.0552531-0.0774997j 0.0414172-0.0150263j 0.0394625+0.0274218j -0.0411591-0.0133267j -0.0201406+0.0517722j 0.125312-0.0548389j -0.0576362+0.0292626j 0.0127007-0.00290045j 0.0134902-0.00847444j 0.00274713+0.0166664j 0.00359024+0.00927225j 0.0143769-0.00398534j 0.00999272-0.0169275j 0.0919689+0.0189939j 0.00957258+0.0409915j -0.0800385-0.0132917j 0.0186647+0.0515837j 0.0231714+0.0109799j -0.0561805+0.041943j 0.0303713-0.0168022j 0.0856462-0.015075j -0.0926834-0.0168825j -0.00735375+0.0746187j 0.0653433+0.0480283j -0.113829+0.0242295j 0.00431807+0.100621j 0.0734299-0.0468237j -0.0176239+0.0742749j 0.0514727+0.0282982j -0.00394086+0.0388714j -0.0248254+0.0306979j 0.039417+0.00506792j 0.0301739-0.0238038j -0.0730213-0.0168183j -0.0706525+0.00147577j 0.035617+0.0428688j 0.150573+0.00967626j 0.141358-0.107392j 0.00965093+0.0357598j -0.0458423-0.208782j 0.0476937-0.109206j -0.0546519+0.00568169j 0.0186998-0.0363324j 0.000306039+0.0279105j 0.0106349+0.0366482j -0.0546351-0.0774452j 0.00800451-0.0468014j -0.0253714-0.000611454j 0.0533885+0.00370561j -0.00971663-0.0309448j 0.0210641-0.0186087j 0.00314451-0.0124146j 0.0386439-0.000225086j 0.023493+0.0783651j -0.0382519-0.0564832j 0.0353079+0.0554365j -0.00433769-0.0347182j 0.0437021-0.0254066j 0.00946009-0.0643282j -0.0486865+0.0624998j -0.109985-1.38778e-17j -0.0266152-0.0095545j -0.0258419+0.0547687j -0.0489302-0.0678006j 0.0728521+0.00999599j -0.0431592+0.0461694j 0.0581193+0.0290604j -0.00579512+0.00308046j 0.0115667-0.0280858j 0.0538856+0.0137079j 0.0724674-0.0478568j 0.0107876-0.00803913j -0.0182333-0.00854652j 
-0.00925208-0.0405841j -0.0219492+0.00342131j -0.0177968-0.0428563j -0.0206265-0.0162557j -0.0173659-0.0410558j 0.00829264-0.0012103j 0.010981-0.0163416j -0.0307397+0.00582019j -0.0300886-0.00825512j -0.0232737-0.0234393j -0.025207+0.0182359j -0.0255341-0.0286592j -0.00831226-0.0159417j 0.0174474+0.00838585j -0.001007-0.00214835j -0.00324335+0.0035888j -0.0149499+0.0114421j 0.0270823+0.00651873j 0.00542684+0.0116825j -0.00398187+0.00803836j 0.00972607+0.0141431j 0.0493214+0.0783459j -0.00124419+0.000869998j -0.015341+0.0175983j -0.00904986+0.00134054j 0.0379438-0.0161354j -0.0160334-0.0363446j 0.0155434+0.0142583j -0.00488622-0.00341521j 0.00756024-0.0171022j 0.0141626+0.00510393j 0.00912301-0.0050142j 0.0101364+0.0330163j -0.00927865+0.00496605j -0.00261023-0.0124657j -0.0422801-0.0311438j 0.0061473-0.0421847j 0.0138317-0.0288829j -0.0564107-0.0112688j -0.0130013-0.0329516j -0.0272457-0.0351249j 0.0392094-0.00534473j -0.0131646+0.0011567j -0.0255532+0.0358597j 0.00188745-0.0254519j -0.0019841-0.0160915j 0.0233966-0.010349j 0.00476794-0.0592475j -0.0246071-0.0106993j 0.0167944-0.0208353j -0.0013078-0.00223907j 0.00496807+0.0113134j -0.0207248-0.0229446j 0.029038+0.0176964j -0.0296757+0.0529991j 0.0494146-0.0715655j -0.0062483+0.00280699j -0.0135753+0.0003786j -0.0265861+0.0218666j -0.0113456+0.0256128j -0.00719583-0.00497966j 0.0211386+0.037989j 0.0254847-0.0173214j -0.0137881-0.0391618j 0.017343+0.030559j -0.0282641-0.0507605j 0.0204014-0.0870146j -0.00889768+0.0322282j 0.0539316+0.0212286j 0.103935+0.0836145j -0.0273887+0.0924743j 0.0662767-0.115313j -0.112648-0.0180983j 0.00513164+0.0718245j 0.0444343-0.0367091j 0.00684319+0.0726301j -0.0201298+0.000206985j -0.00101977-0.0341228j 0.0207808+0.0803753j 0.0386454-0.030887j -0.0409522-0.0693763j 0.0122461+0.12631j -0.0266152+0.0095545j -0.384261-1.18655e-15j 0.0630599+0.218153j -0.0691275+0.20809j 0.00513147+0.116307j -0.0260064+0.102109j -0.0305955+0.105221j -0.0135686+0.000833933j 0.0152376-0.014342j -0.00626817+0.0293215j -0.00468636+0.0206793j -0.00334314+0.00118288j 0.00691032-0.00983065j 
-0.0226557-0.0253932j -0.0170658+0.0241057j -0.0304691-0.0929124j -0.0583388+0.00916096j 0.00341766-0.0658676j 0.0306326+0.0180015j 0.033542-0.0294306j 0.00743125+0.043482j -0.0372278+0.00877719j 0.00206292-0.0469437j -0.0186099+0.0569655j -0.0575812+0.0204188j -0.0498585-0.0122617j 0.0111864+0.0199097j -0.00617162-0.00560043j -0.00728397-0.0280609j -0.0231556+0.0272273j 0.0300767-0.0457172j 0.0116756+0.027073j -0.00114032+0.0294089j 0.029268-0.0359504j 0.0525069-0.000584934j 0.0393979-0.0638015j -0.0186519+0.0332652j 0.0241488+0.0121818j 0.103852-0.0133287j 0.0449783+0.0022931j 0.0359703-0.00295837j -0.0302707+0.020319j -0.0187157+0.0202093j 0.0241571+0.0195063j 0.00999308-0.00867636j -0.0163289+0.026151j -0.0276804+0.00709852j -0.00845037+0.0139874j -0.112771+0.0255396j -0.00315191-0.0174543j 0.117231-0.0248026j 0.0177695+0.104477j 0.00869619+0.0232732j -0.0235096+0.0108436j 0.0520514+0.0295619j 0.0775557-0.0210812j -0.0403654-0.0351227j -0.0148279-0.00223417j 0.0381493-0.0736965j 0.0234593+0.0280734j -0.0184312-0.0781536j -0.0730377+0.0199019j -0.0572607-0.0249269j -0.012028-0.0100644j -0.0526684-0.0498812j -0.0249424+0.0420008j 0.0074909+0.0707121j -0.0215337+0.0351332j 0.0827541-0.0973021j -0.0190472-0.096492j -0.131494-0.0202063j -0.0882311+0.0739664j -0.0132478+0.0217529j 0.0483795+0.0111322j 0.0585293+0.127623j 0.0676609+0.0384951j -0.0446237-0.0217778j 0.0621398+0.103623j -0.0685853-0.0226266j 0.0515258-0.0987895j -0.0185847-0.0268559j -0.0758864+0.0454139j -0.062714+0.056494j -0.0956184-0.058274j 0.0544631+0.127525j 0.0542942-0.0242654j -0.0666613-0.041202j 0.0149108+0.0318924j -0.0437313+0.0185633j 0.0337392-0.0421452j 0.000628525+0.0420663j -0.00246103-0.00967142j 0.022254+0.0287556j 0.0719819-0.0592899j -0.110607-0.00334436j -0.0258419-0.0547687j 0.0630599-0.218153j -0.151988-4.0766e-17j -0.0936455-0.125147j -0.02816+0.0106938j -0.090982-0.0242724j -0.0125405+0.00677752j -0.00510101+0.000565457j 0.0121027+0.00146478j 0.0137604+0.0266765j 0.0367791-0.00851447j 0.0038373-0.00530909j 0.00149337-0.0094882j 
0.0151109+0.0759412j 0.051667-0.014601j 0.0182379+0.216374j 0.136447+0.0687685j 0.00270393+0.109501j -0.00136639+0.0272533j -0.0361399+0.00369907j -0.0256347-0.0500951j 0.0365557+0.00808861j 0.0462454+0.0181245j 0.00873172-0.0115856j 0.0576375+0.0178819j 0.00356194+0.0101104j -0.00660679-0.00474155j -0.0017318+0.0137138j -0.00826953+0.000207682j 0.0210305-0.0245519j -0.0313084+0.00887024j -0.000380903-0.0299309j 0.0271289-0.00465825j -0.0332012+0.00663204j -0.0246181-0.036381j 0.00568087+0.0611973j -0.0323547-0.0279495j 0.0409232+0.00160409j -0.0602547-0.00779829j 0.0729456-0.0396011j -0.054066-0.0572993j 0.0309363-0.0408182j -0.0318005-0.00543443j -0.0403364-0.0546127j 0.00267588+0.0308209j -0.00402652-0.0844349j 0.00329175+0.0277884j 0.011281+0.00601574j 0.0751305+0.0232892j 0.0609375+0.00350793j 0.00535185+0.00591675j 0.00710566-0.0130026j 0.0594454-0.0109439j 0.092619+0.0126916j -0.0723468-0.0061944j -0.0646513-0.0248503j -0.0404739+0.00321946j 0.0197734+0.00655122j -0.0509017-0.00975025j 0.0508419+0.022368j -0.0406623+0.0270295j 0.0244902+0.031493j -0.0248674+0.0699288j -0.0207914+0.0287992j -0.0592032+0.0165799j 0.0324281+0.00582239j -0.0471852+0.0670275j 0.0259716-0.0466683j -0.0400574+0.0804441j 0.00933219+0.00421556j -0.0457011+0.0246938j 0.0228898+0.0104267j 0.0087509-0.00140539j 0.0179646-0.0229811j -0.00118558-0.0305559j 0.0432996-0.0204201j 0.00537792+0.0698836j -0.0775603+0.00831709j 0.0544262-0.0232122j 0.0230294-0.0159259j -0.0511297-0.034326j 0.00247872+0.0683587j -0.0273584+0.144619j -0.0960762-0.00426466j 0.108398+0.011086j 0.0586285-0.0752371j -0.0789044-0.0178881j 0.0107738+0.0238812j 0.0175628-0.0134135j -0.0462317-0.0209163j 0.0455006+0.00785462j -0.0738305-0.0232649j 0.0131185+0.0142852j -0.0491941-0.0401969j -0.016419+0.0663527j -0.0489302+0.0678006j -0.0691275-0.20809j -0.0936455+0.125147j -0.187508-5.3256e-16j -0.0290757-0.0133167j -0.0530609+0.0530147j -0.0117354-0.0692285j 0.0260873-0.0120165j -0.0133812+0.0109909j -0.00333553-0.0526854j -0.00340145-0.0560519j 0.00820439+0.00146475j -0.0122898+0.0167j 
0.0218192-0.0483186j -0.0417501-0.0392913j -0.0522661-0.105059j -0.101294+0.00974402j -0.0877698-0.00724876j -0.0333478-0.0199459j -0.00947365-0.0124592j -0.144406+0.079037j -0.0148253-0.0214439j -0.0416412+0.0211004j 0.00655046-0.0206219j 0.0061297-0.0258278j 0.024864+0.0145192j -0.0312007+0.0186316j -0.0501517-0.0168019j 0.0421301+0.0288947j 0.0658504-0.0098697j 0.0363206+0.0017084j 0.0457329-0.0244321j -0.0616673+0.0312968j -0.00150107+0.0126342j -0.00367639+0.0328911j -0.131604-0.00106932j -0.0446804+0.071491j -0.0986901-0.00153391j -0.0166134+0.000639569j 0.00472087+0.0223084j -0.0790626+0.0640822j -0.0189979+0.0114775j 0.0168715+0.0295154j -0.00258979+0.0348849j -0.0015704-0.0231288j -0.0339785+0.0436062j 0.00283649-0.00576617j 0.0261502-0.0125386j 0.0994032-0.0351775j -0.0432904+0.0103005j -0.102493+0.00762013j -0.0419406-0.107425j -0.0510204+0.0178163j 0.0928326-0.0401671j -0.0471982-0.23314j 0.0754959+0.0864534j -0.00234627+0.0624313j 0.0318423-0.0626138j 0.0757391-0.0638353j 0.0538589+0.0805878j -7.27514e-05-0.0243351j 0.0205967+0.0597708j 0.019674+0.0705416j -0.0324111+0.0469679j -0.052204+0.0325942j 0.046385-0.0362334j 0.00995848-0.101932j -0.0149283-0.010452j 0.000903322+0.0259768j -0.071974-0.0215195j 0.0611092-0.00799931j 0.0333029+0.0373821j 0.0146792-0.0485218j 0.0236178-0.00147246j -0.0530606-0.0457198j 0.0746196-0.0936312j 0.0700263-0.0155947j 0.0822523-0.0405061j 0.000757353-0.0408907j 0.0601145+0.10178j -0.0686117-0.0473136j -0.0138064+0.0907383j -0.0551346+0.0643523j -0.0273688+0.00430703j 0.0644677+0.0703853j 0.0273746-0.0134784j -0.0210342+0.0433172j 0.0241518+0.0261837j -0.0389975-0.0767176j 0.0623708+0.041006j -0.00245782-0.10427j -0.0086903+0.0309683j -0.0105367+0.0258908j 0.0308532-0.00252632j 0.01989-0.0391391j 0.0728521-0.00999599j 0.00513147-0.116307j -0.02816-0.0106938j -0.0290757+0.0133167j -0.148023+4.71845e-16j -0.00629053-0.0470917j -0.0465157+0.0129844j -0.0153607-0.0102789j 0.023515+0.0154812j -0.052678+0.00252233j -0.0421163+0.0355428j -0.0133141-0.00412405j 0.00884449-0.0120672j 
-0.00693236-0.00369425j -0.00539419+0.0216929j 0.0367027-0.0455761j -0.030526-0.0444603j 0.0428714-0.0122001j -0.0334132+0.00659674j -0.081491+0.044465j 0.0580932-0.0604036j 0.0554824-0.0533852j -0.101208+0.0641954j -0.0188924+0.0071503j 0.00748278+0.020674j 0.00251815-0.0195112j 0.0101825+0.00365783j -0.0168197+0.0440609j 0.0632101-0.0175916j -0.0475117-0.034959j -0.0637932+0.00437972j -0.110993-0.00884457j 0.0134778-0.0254303j 0.0529941-0.0112455j -0.129652+0.0273357j -0.0219145+0.0275988j 0.0791516-0.0356223j -0.102646+0.034535j -0.0221011-0.0160073j 0.0305702+0.0293826j 0.0448507+0.0320843j -0.00517515+0.0117152j 0.0618211-0.0154336j 0.0873241+0.00316828j -0.0177365-0.0127685j 0.0365784+0.00378124j -0.0363768+0.00205851j 0.002036-0.0199746j -0.0225234-0.0152971j 0.0281722+0.0702736j 0.000700394+0.0289728j -0.0186945+0.0059437j -0.0191398+0.0493684j 0.0377678-0.0701278j 0.00500048+0.1246j 0.0855612-0.0104108j 0.0967136-0.100112j -0.0492219-0.0964159j -0.0363105-0.00556726j -0.028848+0.00294346j 0.0384534+0.0439119j 0.134058-0.0471465j 0.109074-0.000571991j 0.0268727+0.0065857j 0.0890471+0.0411107j 0.0709922-0.150236j -0.102162-0.12054j -0.0245728-0.0624704j 0.043089+0.0412024j -0.0510914-0.0184846j -0.0092548+0.0289934j -0.0192642-0.141529j -0.117755+0.0584523j -0.0548669-0.0853164j 0.0241359+0.109978j -0.069759-0.010204j 0.0217929-0.110282j -0.0351844-0.159994j 0.0684934+0.0480757j 0.0725694+0.0693046j -0.000362497+0.0291223j 0.057057+0.0313161j -0.0664947+0.0224679j 0.0106327-0.0130367j 0.0513973-0.0176098j -0.0141326-0.0807808j 0.0390045-8.21796e-05j 0.00928729+0.0105782j -0.0535611+0.035051j -0.0147345-0.0738953j -0.0129599+0.0167323j -0.0270711+0.00499893j 0.0211105+0.0405242j 0.033181-0.0428488j -0.083892+0.0180993j -0.0431592-0.0461694j -0.0260064-0.102109j -0.090982+0.0242724j -0.0530609-0.0530147j -0.00629053+0.0470917j -0.015478+8.32667e-17j 0.00778214+0.0228556j -0.00433983+0.00558185j 0.00956399+0.0001543j 0.0197017+0.02255j 0.0258563+0.00129625j -0.00503712-0.00603022j 0.0112914-0.00294793j 
0.045388-0.0799271j -0.0453245-0.0655608j 0.00962767-0.102191j -0.0740157+0.0184941j 0.0538982-0.0531846j -0.00171162-0.0236128j 0.0940424-0.00711933j 0.13685-0.0308558j 0.0342091-0.00251664j 0.0715905-0.0628651j -0.0209976-0.0818532j 0.113913-0.0134909j 0.0265702+0.0175368j 0.0288449-0.00115652j 0.0138566-0.000364389j -0.0917507+0.00371873j -0.0292579+0.00794017j -0.011826+0.0233735j 0.0262841+0.0154186j -0.0289806-0.0216062j -0.0913515+0.0161174j -0.184497+0.0319606j 0.0096264-0.0332205j 0.0246357-0.00947292j 0.0350099-0.0358572j 0.0510081-0.0136299j -0.0376963+0.00177822j 0.0289881+0.104398j 0.0434896-0.00443811j 0.10804+0.0221345j -0.00863074+0.0666895j -0.0158852+0.00730354j -0.0616154+0.046131j 0.0407605-0.030507j 0.0337375+0.0155098j 0.0588583+0.020617j 0.0525405+0.0816811j 0.0405538-0.0504135j 0.125287-0.171382j 0.105855+0.0110573j -0.0622339-0.033696j 0.00834228+0.100775j -0.0453289-0.144267j -0.0496633-0.0495124j 0.0324158+0.129135j 0.00624306+0.0390574j 0.00797562-0.0638442j 0.0524905+0.044707j -0.00636852+0.000462696j -0.0355366-0.00652876j 0.00114315+0.00327265j -0.00548087-0.0221259j 0.0026657+0.0505923j 0.0398512+0.0542362j -0.049953-0.0322347j -0.0177352+0.0252308j -0.0222119+0.0544319j 0.0707445+0.0456144j 0.0198146+0.0586157j 0.0258308-0.0383871j 0.0270778-0.00359506j 0.0147602-0.0909935j -0.0644195+0.0916256j 0.0237457+0.0108044j 0.00586101+0.00013983j -0.00581007+0.0579137j -0.016791-0.00657861j 0.0594269+0.0988595j -0.00165821+0.00192714j -0.011876+0.0249252j -0.0338731+0.000730822j 0.0511701+0.0309739j -0.0241283-0.129273j -0.0688929+0.0248633j 0.0157008+0.0313598j -0.0761926-0.00473757j 0.00526361+0.0189327j 0.0316516+0.00403335j -0.0455403+0.0300069j 0.0148588+0.0120134j 0.0577872+0.0390537j -0.0550727-0.0241756j 0.0581193-0.0290604j -0.0305955-0.105221j -0.0125405-0.00677752j -0.0117354+0.0692285j -0.0465157-0.0129844j 0.00778214-0.0228556j -0.0920648-1.38778e-17j -0.00751611-0.0076914j 0.0145912-0.000591127j -0.016121-0.000237295j -0.0603345+0.0250555j -0.00948433+0.00364099j 0.0033146-0.00283564j 
0.201964+0.223046j 0.0700792-0.35412j -0.0940575-0.055668j 0.0868351+0.0483873j -0.108354-0.00943971j 0.0132553-0.0308924j 0.0152847-0.0706657j 0.0213188+0.0353487j 0.109445-0.0383775j -0.0247641+0.0155956j 0.0197751+0.0410255j -0.00294053-0.0349292j -0.0105395+0.0145281j -0.0225963+0.0196857j 0.0385392-0.00160327j 0.00770147-0.0286774j 0.0258018-0.016727j -0.0568947+0.00157037j -0.0191439+0.0186764j 0.0420862+0.000828827j -0.0098798-0.01644j 0.056843-0.025576j 0.0811989-0.0229963j 0.129487-0.00838177j 0.00299766-0.0144335j 0.0220178+0.0492048j -0.0584564-0.0332512j -0.119235-0.043841j 0.0234233+0.0347404j -0.0863067+0.0245j -0.0315997-0.0376588j 0.00935374+0.00319455j -0.0302816+0.0358042j 0.014314-0.0089306j -0.00853646-0.0362674j 0.00599107-0.0796779j 0.0455999-0.0852384j -0.00891149-0.0226188j -0.0231895+0.0466686j 0.0418344+0.0250819j -0.0506187+0.00365389j -0.00366372-0.00878525j 0.106374-0.0627499j -0.0931693-0.0293332j 0.00353879+0.0588276j -0.0101476-0.040546j -0.0550091+0.0463033j 0.0116203+0.00786381j -0.00458113+0.0110383j 0.00346176+0.0213253j 0.0102335-0.0443703j -0.0311515+0.03672j 0.0422922-0.0158546j -0.0168529-0.00182668j -0.0339792+0.00935602j 0.0410833-0.0157458j -0.0582082+0.0503899j 0.0253998+0.0074415j -0.031357-0.0472453j -0.0208058+0.0291398j -0.0108193-0.0303107j 0.00747111+0.00248779j -0.0454619+0.00231321j -0.0318868+0.0302653j -0.0165476-0.0251018j 0.0392571-0.00122588j -0.0169538-0.0219386j -0.0327071+0.00226906j 0.00500295+0.00857597j 0.00826969-0.00992526j -0.00639282-0.0111427j -0.00975356-0.00383093j 0.0248601-0.017585j 0.0043477-0.0129155j -0.00809598-0.014402j -0.0104246+0.000361818j -0.00931235-0.00522342j -0.016816+0.0111538j 0.00890882-0.00843153j 0.00330647+0.00676829j 0.00391043-0.00282874j -0.00654658-0.0146465j -0.00579512-0.00308046j -0.0135686-0.000833933j -0.00510101-0.000565457j 0.0260873+0.0120165j -0.0153607+0.0102789j -0.00433983-0.00558185j -0.00751611+0.0076914j -0.00563679+2.08167e-17j 0.0170554-0.0123944j -0.0210365+0.00704281j -0.00632561+0.0338753j 0.00492972+0.0112349j -0.0140432+0.000382189j 
0.0641917-0.358676j -0.213405-0.235072j 0.0613864+0.0840555j 0.0687861+0.0732841j 0.0246821-0.0246733j 0.0881366-0.0222889j 0.102855-0.0248825j -0.0555233-0.0139262j 0.0124485+0.0449811j -0.0519546+0.0673527j 0.0214615+0.0317519j 0.0379827+0.0206793j 0.0204097-0.0136694j -0.0362752-0.0146262j 0.0298215+0.0117297j 0.0105773-0.00663912j -0.0351312+0.018074j 0.010493-0.0293865j -0.0569974+0.0114522j 0.017527-0.0154786j -0.0102046-0.00710797j -0.0260512+0.0222982j -0.0712258-0.00194002j -0.0156709+0.0127754j -0.0551424+0.00409869j 0.127049-0.021036j -0.115943+0.0601175j 0.00145201+0.00926604j -0.0217429-0.0436722j 0.0555177+0.0397466j -0.0302559+0.00867383j 0.0182154-0.000188524j -0.0604067-0.044343j 0.000292555-0.00100799j -0.047139-0.0414035j -0.0281809-0.0268303j 0.0319883+0.000799579j -0.0410281+0.00122849j -0.0971783+0.111965j 0.018648-0.0153091j -0.0355143-0.00384246j -0.0275929+0.0358438j 0.0311953+0.0304927j -0.00237811+0.032201j 0.0175864-0.017796j -0.0521668+0.0361891j 0.0179879+0.0104559j -0.0478971+0.0195632j 0.00992123-0.0145027j 0.00138724-0.00489532j -0.0217434+0.0259505j -0.000261014+0.0132264j -0.0115365-0.0473598j -0.0809539+0.0370642j 0.0765571-0.0347075j -0.0566561+0.0139541j -0.0109052-0.0167615j -0.0784364+0.000330062j -0.0270407+0.0288513j 0.026685+0.0102723j -0.0109798-0.00899606j -0.010174+0.0278863j -0.0107876-0.0211826j 0.0205755+0.0313242j -0.00968182-0.00722172j -0.0365358-0.0415244j 0.00675966+0.018526j -0.0240732+0.0219024j -0.0200372-0.0168047j -0.0123274-0.0268286j 0.00955989-0.027438j -0.0302087-0.000474285j -0.0145819-0.0114123j 0.000693403-0.0225027j 0.00721111-0.00548967j 0.0307611+0.00475923j -0.00663763+0.00124417j 0.0170998+0.00473282j -0.0105012+0.0101684j 0.00677342-0.00966937j -0.00805346-0.000121889j -0.0145793+0.00889968j 0.0115667+0.0280858j 0.0152376+0.014342j 0.0121027-0.00146478j -0.0133812-0.0109909j 0.023515-0.0154812j 0.00956399-0.0001543j 0.0145912+0.000591127j 0.0170554+0.0123944j -0.0358598+4.85723e-17j 0.016458+0.0147796j 0.0345432-0.0290112j 0.0169811-0.0172982j 0.00639632+0.027734j 
-0.0761674-0.0770105j -0.00930597+0.131951j -0.0881523+0.0541426j 0.2285-0.0800604j -0.0207822-0.100542j 0.140866-0.0374239j 0.0165277+0.0405899j -0.00869545+0.0231859j -0.0679372+0.0633765j -0.00949477-0.0107721j 0.125574-0.0213713j -0.0190731-0.0178482j 0.00843854-0.00628893j -0.0106299+0.0190495j 0.0143366-0.00568201j -0.00865642-0.042535j -0.020893+0.0199602j -0.0602798+0.00116826j -0.048479+0.0672351j 0.136237-0.0132078j -0.0289053-0.038796j 0.0717706-0.0337594j -0.135459-0.00804309j 0.0212396+0.0430435j 0.0540653-0.0399691j 0.0113591+0.0622844j 0.0556108-0.0442371j -0.0134987-0.136218j -0.0301345+0.114671j 0.00188968-0.00994623j -0.0054296-0.0212401j 0.0108198-0.00795829j 0.0034716+0.108989j -0.00677237-0.00603473j -0.0546611+0.0455717j -0.0449695-0.0460148j -0.0281008-0.122629j -0.0112668+0.0534497j 0.169502+0.0757598j 0.0192229+0.0057411j 0.0429189+0.053223j -0.000680023-0.0092194j 0.0286552-0.184512j -0.0231582+0.0452546j 0.0118134+0.00286431j 0.00733016+0.00605307j 0.0195338+0.0722261j 0.0379957+0.0255632j 0.00986889+0.0301713j 0.0542332+0.0338267j 0.00543636-0.0315527j 0.0706891+0.0594767j 0.00743608-0.0257916j 0.0347513+0.0345936j -0.0353341-0.0368537j 0.0138283+0.0185559j -0.0284101+0.0938529j 0.0197157+0.0569792j 0.0902139-0.0189212j -0.0556172-0.0122483j -0.0712399-0.0888179j 0.0146796+0.00557537j -0.0421487-0.0572733j -0.0142501+0.0384496j -0.00565321-0.050605j -0.010194+0.0574411j 0.00315862-0.0408161j -0.0123056-0.0228048j -0.00789963+0.0241052j -0.00563896-0.00820623j -0.0416586-0.0234669j -0.0110905+0.023581j -0.00750665-0.0264066j -0.0176148+0.0273526j -0.0286077-0.0167333j -0.0260655-0.0230682j 0.0121104+0.00801723j 0.00468797-0.0366382j 0.00994044+0.023527j -0.018646+0.0020554j 0.0295174-0.0039822j -0.0187746-0.0458963j 0.0538856-0.0137079j -0.00626817-0.0293215j 0.0137604-0.0266765j -0.00333553+0.0526854j -0.052678-0.00252233j 0.0197017-0.02255j -0.016121+0.000237295j -0.0210365-0.00704281j 0.016458-0.0147796j -0.00589123-6.93889e-18j -0.0526011+0.0042143j -0.0202268-0.00559205j -0.000910068-0.0106524j 
