-0.022019-6.93889e-17j 0.0115834-0.00233796j -0.0220004-0.00274286j -0.0418641+0.00428325j 0.0376253-0.00496765j 0.0508796-0.00589314j -0.0266277-0.00338268j 0.0270118+0.00827431j -0.0312183+0.0132193j 0.0263205+0.000285608j 0.0248782-0.00610808j -0.0268963+0.00263082j 0.0285175-0.00471201j 0.0248261+0.000355951j -0.0156662-0.00160013j -0.0171963+0.00270467j -0.0017322+0.00398815j 0.0109201+0.000721116j 0.0306824-0.00159346j 0.0195804+0.00907825j 0.0473207-0.000532275j 0.0178801+0.0011187j -0.0196329+0.0124765j 0.063512+0.00126723j -0.0253835+0.00588989j 0.0166795+0.00251675j -0.00903019-0.00772537j -0.0457986-0.00710734j -0.000140338+0.00284706j 0.00142814-0.000711058j -0.0127206-0.00315834j 0.0169015-0.00201782j -0.0325147+0.00148787j 0.0139992-8.76171e-06j 0.00865824+0.00296748j 0.0341143+0.00792486j 0.0332964+0.0107616j 0.00723748-0.00201364j -0.0044617-0.0212757j 0.0164309+0.00122444j -0.00143191-0.0131466j -0.00345566+0.00743428j -0.0109616+0.00639723j -0.011052+0.00703215j 0.0168566+0.0496324j -0.020423-0.00206711j -0.000522273+0.0134678j 0.00791528-0.0213433j -0.0189497+0.011856j -0.00913657-0.00563289j -0.0136652-0.0171453j 0.00497174-0.0127516j -0.000716749+0.0140063j 0.00117371+0.00744799j 0.000145376+0.0115682j -0.0100927-0.00335137j -0.00858645+0.0588867j 0.0109487+0.0199704j -0.00981198+0.00331728j -0.0138924+0.00483517j -0.0221363-0.013936j -0.00176935+0.0160484j 0.00747948+0.00673865j 0.0118126+0.00804344j 0.00258612-0.0175114j 0.017818-0.0314507j 0.00629307+0.0172519j 0.0140717-0.00451623j 0.00730186+0.00660621j 0.00849553-0.0145683j -0.00837804-0.0178556j -0.00764044-0.017657j 0.00658593-0.00657074j 0.00489743-0.00741659j -0.0173147-0.0103044j 0.0011437-0.00563358j -0.0119802-0.0254393j 0.000738179+0.0104448j -0.00205328-0.0129187j -0.022842+0.0142824j 0.0155443-0.00621848j 0.0132058+0.0191526j -0.0361343+0.00469267j -0.00925208+0.0405841j -0.0226557+0.0253932j 0.0151109-0.0759412j 0.0218192+0.0483186j -0.00693236+0.00369425j 0.045388+0.0799271j 0.201964-0.223046j 0.0641917+0.358676j -0.0761674+0.0770105j 0.0345397-0.0674659j 0.100298+0.0248209j 0.404004+0.0755836j 
0.063512-0.00126723j -0.0406945+0.00132164j 0.00879797-4.28039e-05j -0.0464047-0.00847407j -0.153355-0.00626322j 0.0273003-0.000999684j 0.254466+0.0104238j -0.15555-0.0104542j 0.0588269-0.0178348j -0.0492863-0.000779652j 0.000387352+0.00501887j -0.0562324-0.00421966j -0.00979905+0.00800753j 0.0119007-0.00219555j 0.130785+0.00489503j -0.0339732-0.010595j -0.125437-0.00959713j -0.173321+0.00753983j -0.0583973+0.008436j -0.0594265-0.00187772j -0.0895514-0.00364783j -0.0710994+0.0118873j 0.117949-0.00948344j 0.0972327-2.25861e-15j -0.00734718-0.0146856j -0.236993-0.00214033j 0.140581-0.00538417j 0.132925+0.0078544j -0.0243403+0.00121082j 0.0248945-0.0163263j -0.0126187+2.96448e-05j 0.031031+0.000152838j -0.0548205+0.00698062j -0.0311269+0.00158413j -0.0853489-0.00576273j -0.0465286+0.0107095j -0.0106237+0.0148457j -0.0463391-0.00149149j 0.0653-0.00232445j -0.0164531-0.000742745j 0.0644374-0.00155873j -0.0684521-0.000393483j -0.0678561-0.0187554j 0.0338303-0.0126593j 0.0531003-0.0118119j -0.0337686+0.0106845j 0.0751383-0.0166406j -0.00108529+0.0125921j -0.0203143-0.0137744j -0.0172349-0.0155867j -0.0516402-0.0310686j 0.0333247+0.0332092j 0.0208669-0.00991187j 0.0244051-0.00108212j -0.00853654+0.0314648j 0.0115057-0.0464233j 0.073263-0.0201333j 0.0111069-0.0367877j -0.072469+0.00652889j 0.0374053+0.00967414j -0.0106372+0.0118791j -0.0319016-0.00176852j 0.02571+0.0347763j -0.0742508+0.0247492j 0.0664026-0.0175494j 0.00413868-0.0234382j -0.0035858+0.00778408j 0.00192728-0.0129597j -0.00475777-0.00506468j -0.00684719+0.00946044j 0.0387248-0.00485702j 0.0531373+0.0315814j 0.00850183+0.0198303j 0.011416+0.0592449j -0.00682026+0.00631484j 0.0248278-0.0613966j 0.0307619+0.0261178j 0.00872695-0.0583652j -0.0322009+0.0351545j -0.0549363+0.0497803j 0.0138131+0.000433512j 0.0315573+0.0522602j 0.0414172+0.0150263j -0.015341-0.0175983j -0.0186519-0.0332652j -0.0323547+0.0279495j -0.0446804-0.071491j 0.0791516+0.0356223j 0.0246357+0.00947292j 0.129487+0.00838177j -0.0156709-0.0127754j 0.0212396-0.0430435j -0.0366548-0.0810989j 0.0173376+0.154768j -0.0866135+0.0800517j 
-0.0253835-0.00588989j 0.0314894+0.0165281j -0.0125864+0.00211513j -0.0330475-0.000769226j 0.0440825+0.0070989j -0.0355565+0.0113037j -0.147079+0.0041157j -0.039268+0.00636421j -0.0313798+0.00475802j 0.186021+0.00329502j 0.126575+0.00932782j -0.088348-0.0082639j -0.00246415+0.00631114j -0.00118767+0.0107546j 0.0518226-0.00990825j 0.109434+0.00120983j -0.0419393-0.00615379j -0.137204-0.0172713j -0.171332+0.00686095j -0.0261994+0.0021438j -0.0433317+0.013031j 0.0126273+0.00508049j -0.00140469+0.000340294j -0.00734718+0.0146856j 0.037634+2.22045e-16j 0.118236+0.00754042j -0.0699521-0.0103958j 0.0208964-0.0156076j -0.00346813-0.0073033j 0.00387369-0.00606558j 0.0729747+0.0101837j 0.0464773+0.00511961j 0.0299805-0.0146619j 0.0189839+0.000447354j 0.0808092+0.0136658j 0.0604946+0.00108469j -0.0249199-0.00528777j 0.0311563-0.00192281j -0.0632838+0.0169129j 0.00733735-0.00230927j 0.00164031-0.0155048j 0.00416901+0.024645j -0.0146646+0.0249793j -0.00233052-0.0272276j -0.00188256+0.0031152j -0.0142712+0.00256607j -0.0432979+0.0151476j 0.0111537+0.0245755j 0.0128237-0.00886239j 0.0045406+0.0243548j -0.00119867-0.0210318j -0.0118712+0.0816156j 0.0335415-0.0487496j 0.0116669-0.0336047j 0.000138807+0.0162731j 0.040802+0.000140024j 0.0107183-0.00879878j 0.0108606-0.0224183j -0.0429108+0.0332581j 0.05281+0.00987234j 0.0223596+0.0050362j -0.020502-0.0179446j 0.0417897-0.0136411j -0.00951077+0.0372251j -0.0368086+0.050569j -0.0379214+0.00707846j -0.0446078+0.00217305j -0.0287894+0.0230878j -0.0267092-0.00769147j -0.0115584+0.0532578j 0.00999333+0.000599909j 0.0131106+0.017313j -0.0232542+0.0886811j -0.0362594-0.0324527j -0.0311104+0.0430091j 0.0658446-0.0165462j 0.0723697+0.0916312j 0.0444272-0.0194383j 0.0399008-0.0437809j 0.0564887-0.0492838j -0.0290464-0.0668057j 0.00407921+0.0485462j 0.0394625-0.0274218j -0.00904986-0.00134054j 0.0241488-0.0121818j 0.0409232-0.00160409j -0.0986901+0.00153391j -0.102646-0.034535j 0.0350099+0.0358572j 0.00299766+0.0144335j -0.0551424-0.00409869j 0.0540653+0.0399691j 0.0265889+0.0223171j 0.00694441-0.0661946j 0.0253871+0.0195527j 
0.0166795-0.00251675j 0.0441145-0.0158719j -0.010867+0.0141959j 0.0605018-0.000832324j -0.0379076-0.0185257j -0.0811373+0.00228121j -0.153022-0.00812253j 0.0197528-0.00823178j 0.137145+0.00742948j -0.0118273-0.0108599j -0.0124865-0.0133144j 0.0668388-3.15303e-06j -0.0624754-0.0114811j -0.0463303-0.00799072j -0.0369271+0.00306534j 0.00200032+0.00505273j 0.0558268-0.00106285j -0.169259+0.00131822j -0.0120612-0.00783195j -0.0723996-0.00947481j -0.0495103+0.0100397j 0.03019+0.00186148j 0.0378994+0.00128226j -0.236993+0.00214033j 0.118236-0.00754042j 0.165308+3.40006e-15j -0.130388+5.81979e-05j 0.0983591+0.000562572j -0.0301911-0.0175154j 5.37346e-05+0.00357152j 0.0340195+0.00926592j -0.0108665+0.0012234j 0.0329958+0.015543j -0.0142245-0.00701321j 0.0569368-0.0119781j -0.0376088-0.00459832j -0.0834838+0.00159737j -0.00116709-0.0102188j -0.0645962+0.00272284j 0.0396254-0.00559833j 0.0249507-0.0142413j 0.02055-4.82074e-05j 0.0480229-0.0162346j -0.00283803+0.0131953j 0.0296177-0.0286903j 0.00771365+0.0115942j 0.0236614+0.0225931j -0.00889645-0.0297721j 0.00738633+0.0214596j 0.00459491+0.00269716j 0.0291276+0.00954537j -0.0022214+0.00129792j -0.0456014+0.0263722j -0.00623504+0.0685911j -0.054768+0.00482774j 0.0374996-0.00946707j 0.0708962-0.0345559j -0.0113613-0.0627308j 0.0362492-0.0426941j 0.0190986+0.040939j -0.0625848+0.0145761j 0.00524905-0.013087j -0.0519552-0.0167437j 0.0177286-0.0465119j 0.0536531-0.0464583j -0.00116659+0.0379425j 0.0147151+0.0182645j 0.0180179+0.0176323j 0.00516768-0.0150258j -0.0463267-0.0163046j 0.042436+0.0350449j 0.0321421+0.0446767j 0.00896524-0.0271595j 0.00134671+0.0492173j 0.0743337+0.0429489j -0.0339203-0.00111555j -0.00677498+0.0133973j 0.0140306-0.0538283j -0.0351244-0.0723045j 0.00883823-0.0310331j 0.00147866-0.0148155j 0.0480593-0.0339673j -0.0411591+0.0133267j 0.0379438+0.0161354j 0.103852+0.0133287j -0.0602547+0.00779829j -0.0166134-0.000639569j -0.0221011+0.0160073j 0.0510081+0.0136299j 0.0220178-0.0492048j 0.127049+0.021036j 0.0113591-0.0622844j -0.0673616-0.0992238j -0.0741989+0.088772j -0.0107125-0.200817j 
-0.00903019+0.00772537j -0.0299398+0.0178294j 0.0173521-0.00797544j -0.0602251-0.00937979j -0.0132542+0.00629128j 0.0797118+0.0119167j 0.0623666-0.00986694j -0.0526768+0.0113628j -0.01856-0.0115599j 0.0198162+0.00747819j 0.0358589+0.00601013j -0.0712867+0.00377354j -0.000205999+0.00743662j -0.0251953+0.00227111j 0.0364029-0.00786291j -0.0209018-0.00444798j -0.0387672-0.00198955j 0.175146+0.0025136j -0.0582598+0.0056756j 0.0497748+0.00138213j -0.144061+0.00565945j -0.0164569+0.000941035j 0.0601587+0.00209236j 0.140581+0.00538417j -0.0699521+0.0103958j -0.130388-5.81979e-05j 0.0848554-1.06547e-14j -6.33801e-05+0.00129675j 0.0212285-0.00373291j -0.0303466-0.00416182j 0.022355-0.00619651j -0.0191162+0.00138705j -0.0293285-0.00988631j -0.0242811+0.0114196j -0.0324369+0.00478733j -0.0194379+0.00239491j 0.0207434-0.00828978j -0.00193588-0.00119638j 0.018787+0.021611j -0.0438183-0.00709832j 0.023513+0.000713187j -0.0171184-0.0201079j -0.0328964+0.0271771j -0.03092-0.00964137j 0.0318168-0.00299773j 0.017002-0.00974888j 0.0012504+0.0309468j -0.0154267-0.0127657j -0.0194639-0.0157033j -0.00187624+0.0117382j -0.0261843-0.0125153j -0.0276185+0.00375382j -0.0113117+0.0377573j -0.0109937+0.0840663j 0.0110051+0.00905014j 0.0158629-0.0201416j -0.00153786-0.0761514j -0.0615664-0.0359489j 0.0197427-0.0032575j 0.0133189-0.00153725j 0.0685375+0.0167348j 0.0123624-0.0088133j -0.0170369+0.0214833j -0.0153277-0.00806022j -0.0303501-0.0438767j 4.35673e-05+0.0374522j -0.029034+0.0353258j -0.0149709+0.0127135j 0.0452086-0.00678377j -0.074898+0.0319295j 0.0595272+0.0274354j 0.0641229-0.000763832j 0.011277-0.0631714j 0.0240129-0.0548924j 0.0176405+0.0247751j -0.0460391+0.0563423j -0.0138055-0.00418076j 0.0408392+0.0226599j -0.000844105-0.0322515j 0.020722+0.000173137j -0.0106563+0.00464038j -0.0881084+0.018457j -0.0201406-0.0517722j -0.0160334+0.0363446j 0.0449783-0.0022931j 0.0729456+0.0396011j 0.00472087-0.0223084j 0.0305702-0.0293826j -0.0376963-0.00177822j -0.0584564+0.0332512j -0.115943-0.0601175j 0.0556108+0.0442371j 0.0110037+0.0640127j 0.0630955-0.112988j -0.00658312+0.132949j 
-0.0457986+0.00710734j 0.0209894+0.00476497j -0.0192182+0.00471568j -0.0309745+0.0117545j 0.0801516+0.00664293j -0.0203707+0.0060124j -0.110627-0.0148872j 0.0767398+0.00191674j -0.138733+0.0134568j 0.0502401-0.00789443j 0.00183016-0.00104972j -0.0208006+0.0033362j 0.036591-0.00293684j 0.0769509+0.00319887j -0.0382616-0.0133315j -0.0495227+0.0209331j -0.0138402+0.0094679j 0.00738893-0.00307919j 0.0491796-0.0104031j 0.029708-0.00229833j 0.250895+0.0170276j 0.056917-0.00776985j -0.0867547+0.00225037j 0.132925-0.0078544j 0.0208964+0.0156076j 0.0983591-0.000562572j -6.33801e-05-0.00129675j -0.125912+2.63678e-16j -0.0342428+0.00295197j 0.0605709+0.00121103j -0.0470715-0.00788849j 0.0943916+0.000237048j -0.115393-0.00121067j 0.0434294-0.00703921j 0.0342506-0.00368253j 0.102217+9.76811e-05j 0.0832313+0.0132376j 0.0565844-0.0195897j -0.0172416-0.00478094j -0.00501168-0.0134018j -0.00282978+0.0159308j 0.0228118+0.0495165j -0.0322968+0.0170599j -0.00271373+0.00340365j 0.0309085+0.0251189j -0.0136211+0.0189229j -0.00437434+0.00559701j -0.0184186-0.0205429j 0.00133298+0.00242969j -0.00347102+0.00923754j -0.0360779+0.00260068j -0.0299852-0.0202345j -0.00874356+0.00961011j -0.0186529+0.0118914j 0.0347161+0.0336486j -0.00549864+0.000626346j 0.0733962+0.0197479j 0.0506889-0.0496043j -0.03683-0.0100658j -0.0423038+0.0292361j 0.0306972+0.0433224j 0.0345381+0.0195227j 0.0231785-0.0133245j -0.0437074-0.0299059j -0.0121129-0.0685874j 0.0131414+0.000376758j -0.00898422-0.00723195j -0.0493003-0.0336027j 0.0147273+0.0493356j -0.0807121-0.0073797j -0.0110665+0.0394982j 0.0108114+0.0145079j -0.0499418+0.00713023j 0.077014-0.0242643j -0.0157242-0.0297412j 0.0306428-0.0589142j -0.0728876+0.0548528j 0.0279828-0.0553286j 0.0476996+0.0383621j -0.0070416+0.015483j -0.0767398-0.0313204j -0.0530356+0.0103707j 0.125312+0.0548389j 0.0155434-0.0142583j 0.0359703+0.00295837j -0.054066+0.0572993j -0.0790626-0.0640822j 0.0448507-0.0320843j 0.0289881-0.104398j -0.119235+0.043841j 0.00145201-0.00926604j -0.0134987+0.136218j 0.00168505-0.0178993j -0.016219-0.173687j 0.0503957-0.0567143j 
-0.000140338-0.00284706j -0.0298825-0.00422089j 0.0651139+0.00121489j 0.0455145+0.00871913j 0.0103434+0.00201967j 0.0130594+0.016082j 0.0776688+0.0105494j -0.0247233+0.00781129j -0.117917+0.00591067j -0.0344462+0.00859912j 0.00803955+0.0133312j -0.0306822+0.00115925j 0.0626699+0.00798973j 0.020381+0.0106204j 0.0724578-0.00287783j -0.101119-0.00423001j 0.0137752-0.00190045j -0.004921+0.0099587j -0.00302541-0.0110443j 0.0344778+0.0138741j 0.0185162-0.00512972j -0.10383+0.00346932j -0.0778482+0.000928749j -0.0243403-0.00121082j -0.00346813+0.0073033j -0.0301911+0.0175154j 0.0212285+0.00373291j -0.0342428-0.00295197j 0.238159+3.12771e-15j -0.000372344+0.00665602j 0.0310091-0.00234016j 0.184702-0.00169272j 0.198183+0.0013044j -0.0350664+0.00328879j -0.0278826-0.000732661j -0.00306123-0.00952482j 0.00277906-0.00560857j 0.00184784+0.0199459j -0.0854757+0.00553014j -0.0254951-0.00425472j -0.0471174-0.00945593j -0.0119787+0.0116496j 0.102843+0.00335166j -0.00980317-0.0262154j -0.115799-0.0161319j 0.0182346+0.0111769j -0.151668+0.0172606j 0.0247928+0.0287614j -0.0308699-0.00197154j -0.0277202+0.0247589j 0.0733493-0.0282461j -0.00314928+0.0164161j -0.0461554+0.00664961j 0.0709402+0.0258109j -0.00653916+0.00647398j 0.015111-0.0145699j -0.0896726+0.0470685j -0.0472099+0.0507361j 0.0419348+0.0193049j 0.00890193-0.0354434j -0.00477934+0.0294927j -0.00613133+0.0414559j 0.0134713-0.0040749j 0.0961565+0.030927j 0.00146966-0.0112055j -0.0285714-0.0235741j 0.0417816+0.0521255j 0.0406518-0.0190693j -0.0247333+0.0333673j 0.0148243-0.0077483j -0.0309152-0.0182812j 0.0273715-0.0134577j 0.0222188+0.014934j 0.0121639+0.0214027j -0.0165576-0.015569j 0.0232396+0.0240438j -0.00617512-0.0338836j 0.0136735-0.00630642j -0.0041889-0.0318822j -0.019052-0.0161306j -0.0227158-0.047307j 0.0336654+0.00215126j -0.0576362-0.0292626j -0.00488622+0.00341521j -0.0302707-0.020319j 0.0309363+0.0408182j -0.0189979-0.0114775j -0.00517515-0.0117152j 0.0434896+0.00443811j 0.0234233-0.0347404j -0.0217429+0.0436722j -0.0301345-0.114671j -0.125486+0.0589778j -0.0133677+0.0411014j 0.0209373+0.02929j 
0.00142814+0.000711058j 0.0138216-0.00316031j -0.0159879+0.000497452j -0.0123666-0.00149145j -0.019684-0.00813102j -0.0162301-0.0099402j -0.0247395-0.000920238j -0.0363018-0.00556666j 0.0688582+0.00537345j 0.0265744-0.0111103j -0.0202764+0.00386226j -0.030604-0.0130389j -0.0219537-0.00100444j -0.023924+0.00339417j 0.0923924-0.000819802j -0.00828902+0.00101211j 0.0109208+0.00303365j 0.0662434+0.000451621j -0.0716809-0.00738397j 0.00144906-0.0104056j -0.0477467+0.00457864j -0.00585741+0.00889746j 0.03513+0.00357315j 0.0248945+0.0163263j 0.00387369+0.00606558j 5.37346e-05-0.00357152j -0.0303466+0.00416182j 0.0605709-0.00121103j -0.000372344-0.00665602j -0.0152402-2.18402e-15j 0.0750824+0.000945766j 0.0756914-0.00193446j -0.00948941-0.000104632j -0.00888329-0.00104638j -0.0190467-9.81732e-05j -0.0205336-0.00333004j -0.0183263-0.00403201j -0.0136018-0.00794477j 0.0110966+0.0124337j 0.0135005-0.0238744j -0.0141537+0.00891203j -0.00714973+0.016431j -0.0315288-0.00653557j 0.0111068+0.000750948j 0.0158684+0.00523172j 0.00638852+0.0133045j 0.00276642-0.0285135j -0.0212329+0.0155324j 0.0335651+0.000848021j -0.00891862+0.0143209j -0.00616938+0.00364108j -0.0027637+0.0162213j 0.00361435-0.0112806j 0.0077405-0.00804097j -0.00706945+0.0366388j 0.0335233-0.0155817j 0.0597331-0.0360348j -0.00525662-0.048768j -0.0148256-0.00610651j 0.0378383+0.00365415j 0.00929938+0.0926082j -0.00214446+0.0145219j 0.0174586+0.00421315j -0.0278849-0.00583707j -0.0126557-0.0266888j -0.0453132+0.00636583j -0.00639043-0.0175734j -0.0237036-0.0228868j -0.0054655-0.00129656j -0.0297903+0.0113214j 0.00784711+0.0121242j 0.0383727-0.000543768j -0.00622313+0.0140973j 0.0406831-0.0145378j -0.000167897+0.0408422j -0.00295885+0.0174072j 0.0348637-0.0231757j 0.00586484-0.00405813j -0.00173482+0.0183089j 0.0208277+0.0888858j -0.00761474-0.0872006j -0.04535-0.0181825j 0.0127007+0.00290045j 0.00756024+0.0171022j -0.0187157-0.0202093j -0.0318005+0.00543443j 0.0168715-0.0295154j 0.0618211+0.0154336j 0.10804-0.0221345j -0.0863067-0.0245j 0.0555177-0.0397466j 0.00188968+0.00994623j -0.0433815+0.00377105j -0.00169437-0.0316272j -0.0203713-0.105311j 
-0.0127206+0.00315834j -0.00206872-0.00765694j 0.000662015+0.00836306j -0.0098467-0.00285767j 0.0313769+0.00542159j 0.0277149-0.01222j -0.0369395-0.00480966j 0.0427418-0.00838844j -0.0691677-0.00182268j -0.0359275-0.00477539j 0.00633544-0.0107757j -0.0278695+0.00141921j -0.00638358-0.00550484j -0.0645662-0.00535644j 0.0622433-0.000377128j -0.0132582-0.00130391j 0.156772-0.00534794j -0.115487+0.00842754j 0.0572978+0.00503944j -0.0452691-0.00589169j 0.0422374+0.00498983j -0.0340951-0.00787871j 0.00945573+0.000962304j -0.0126187-2.96448e-05j 0.0729747-0.0101837j 0.0340195-0.00926592j 0.022355+0.00619651j -0.0470715+0.00788849j 0.0310091+0.00234016j 0.0750824-0.000945766j -0.0114669-1.9533e-15j 0.212961-0.0022089j -0.0379818-0.002738j 0.0292804-0.00256157j 0.0343503-0.00478861j 0.0357206-0.00413495j -0.0234094+0.0143279j -0.000395908+0.0037552j -0.0133286-0.0247492j 0.0541603+0.0017723j 0.0246501+0.00765908j 0.0190481-0.0246954j 0.00261013-0.0203065j 0.0246358+0.0238463j 0.0126786+0.0238168j 0.0135493+0.0109499j 0.0340666-0.00467895j 0.0104292-0.019725j -0.0439316+0.0155493j -0.000724116-0.0208081j -0.0303647-0.0244202j -0.004285+0.00826227j 0.0433382+0.00580897j -0.0122827+0.0102494j 0.0229697-0.0365473j 0.0233931+0.0469005j 0.00490426-0.0318971j 0.00541722+0.0186796j 0.0251555+0.00806782j -0.00606683+0.00477815j 0.013957-0.0504373j 0.0267378-0.0101234j 0.0119466-0.0105486j -0.012052+0.010119j -0.0590804+0.0307166j -0.00679856-0.00446081j 0.0120091+0.000183134j -0.0226379+0.0221245j 0.0302396-0.0234193j 0.0239625+0.0138652j 0.0156307+9.12691e-05j -0.0449705-0.0240998j -0.00658571-0.0253085j -0.0405142-0.0486969j -0.0108687+0.0288109j -0.0157233+0.0483036j 0.0262495-0.0174035j -0.0113545-0.0300623j -0.011422+0.0184086j 0.0446487+0.0831406j -0.0260626-0.00511777j -0.0851937-0.0265153j 0.0134902+0.00847444j 0.0141626-0.00510393j 0.0241571-0.0195063j -0.0403364+0.0546127j -0.00258979-0.0348849j 0.0873241-0.00316828j -0.00863074-0.0666895j -0.0315997+0.0376588j -0.0302559-0.00867383j -0.0054296+0.0212401j -0.0378641-0.0303674j -0.0314269-0.0506271j -0.00666743-0.0105766j 
0.0169015+0.00201782j 0.0203963-0.00321998j -0.00435577+0.00581224j 0.0568499-0.00559833j -0.0478144-0.00157355j -0.071976-0.000171249j -0.0551379-0.00536872j -0.0463573-0.00599448j 0.0588165+0.00198621j -0.0189024-0.00891766j -0.176435-0.00268306j -0.00214562-0.00227209j 0.0478026-0.00199936j 0.0762212-0.00279224j 0.108589+0.00356601j -0.0930314+0.0048674j 0.0247628+0.000291914j 0.144559-0.00124534j -0.0342291-0.00452061j 0.0314767-0.00290579j -0.00292946+0.00446416j -0.0291818-9.23433e-06j 0.011854-0.000810738j 0.031031-0.000152838j 0.0464773-0.00511961j -0.0108665-0.0012234j -0.0191162-0.00138705j 0.0943916-0.000237048j 0.184702+0.00169272j 0.0756914+0.00193446j 0.212961+0.0022089j 0.795185+1.27068e-16j -0.0441936+0.000949592j -0.00697258+0.000580535j -0.0625018-0.00263256j 0.0641477+0.00130867j -0.105489-0.000354855j 0.0230592-0.000801465j 0.0600448-0.00553856j 0.0438877-0.00301391j 0.031247+0.00175675j 0.00713454+0.0020815j 0.074189+0.00698077j 0.0283798+0.014334j 0.0160578-0.00815655j 0.020147-0.0153802j 0.012981-0.0004371j -0.0406327+0.00800379j -0.019405+0.00353942j 0.0207825+0.00694868j -0.0327397+0.00968732j 0.0284222-0.0155507j -0.0195923+0.0107568j 0.00136087-0.00991072j 0.0574565+0.00419253j 0.0130719+0.000311207j -0.00385374-0.00256979j 0.0108307-0.011236j 0.00327767-0.0274131j 0.00288957-0.00775865j -0.0136818-0.0205773j 0.0199643-0.013726j -0.00960126+0.00114873j -0.0330544+0.0121209j 0.0114279-9.61428e-05j 0.000788766+0.00770161j 0.0211825+0.00740524j -0.000554599-0.00125173j 0.0111116+0.00711828j 0.0123834-0.0123313j 0.0185288+0.0153752j 0.00702757+0.00991729j 0.0194077-0.0200427j 0.00386263-0.00484197j -0.00989718-0.00175917j 0.00475571+0.00115267j -0.011985+0.0219671j -0.00161693-0.0055454j 0.00994698+0.010287j 0.0103056-0.0257387j 0.0109168+0.0155256j -0.00138169+0.0137403j 0.00274713-0.0166664j 0.00912301+0.0050142j 0.00999308+0.00867636j 0.00267588-0.0308209j -0.0015704+0.0231288j -0.0177365+0.0127685j -0.0158852-0.00730354j 0.00935374-0.00319455j 0.0182154+0.000188524j 0.0108198+0.00795829j 0.0355111-0.000329169j 0.00554533+0.0198775j -0.00854489-0.00983959j 
-0.0325147-0.00148787j -0.0369623+0.000997145j 0.0723525-0.00563803j 0.0364991-0.00918572j 0.0379468-0.00137706j -0.000655473-0.00339832j -0.0401418-0.00209961j -0.0263717-0.00645887j -0.134374-0.0141653j -0.0545204+0.0137195j 0.00269632+0.00899253j -0.0138122+0.00252146j -0.00815317+0.00249691j 0.0569396-0.00714566j -0.00609536+0.00428532j -0.0963919-0.0169969j -0.0746849-0.000872924j -0.0280989-0.00763065j -0.00229582+0.0124494j 0.0499108-0.00391274j -0.0985303+0.00207863j -0.065431-0.00381372j -0.101315-0.0021161j -0.0548205-0.00698062j 0.0299805+0.0146619j 0.0329958-0.015543j -0.0293285+0.00988631j -0.115393+0.00121067j 0.198183-0.0013044j -0.00948941+0.000104632j -0.0379818+0.002738j -0.0441936-0.000949592j 0.231957+1.38778e-14j -0.0535721+0.00549924j 0.01402+0.00247882j -0.0287026+0.00360498j 0.00431387-0.0189099j -0.0116368-0.0048595j -0.13648+0.0394799j -0.067955-0.00790579j -0.0746695-0.00293122j 0.0744556-0.0329076j 0.0964705+0.00255648j 0.0200123+0.00106416j -0.129919-0.00377195j 0.0911923+0.00538208j -0.143328+0.00591701j -0.0231186+0.0143539j 0.00301449-0.0221464j -0.0276826-0.00249323j 0.111102-0.00928717j -0.0255814+0.0246983j -0.0332555+0.000853213j 0.0319157+0.00908975j -0.0281817+0.0127099j 0.0439564-0.0246194j -0.0523281-0.0813011j -0.0868821-0.066384j 0.0649319-0.0320569j 0.0363371-0.00378605j 0.0701152-0.0132303j -0.00345008-0.0292534j -0.06673-0.00766848j -0.00919785+0.013299j 0.00277887-0.0414239j -0.0110137+0.0555883j -0.025982-0.020314j 0.0195907+0.0265255j 0.00126802-0.0037122j -0.0119914+0.0163243j 0.0203397+0.0195361j 0.0487636+0.00495106j 0.0441198-0.0217182j -0.0560548-0.0173055j 0.0479229-0.0196641j 0.0210581-0.0133363j -0.0338942-0.0186977j 0.0240945+0.00665267j -0.0422674+0.00250923j -0.0272033-0.0147815j -0.037559+0.0238893j 0.0527573-0.00490106j 0.00359024-0.00927225j 0.0101364-0.0330163j -0.0163289-0.026151j -0.00402652+0.0844349j -0.0339785-0.0436062j 0.0365784-0.00378124j -0.0616154-0.046131j -0.0302816-0.0358042j -0.0604067+0.044343j 0.0034716-0.108989j -0.174223+0.0371207j -0.00635374-0.054779j 0.0459885+0.0558267j 
