-0.0226323+0.0073934j 0.00226834+0.0174601j -0.015853+0.0193888j -0.0210574-0.0270577j -0.0169385-0.0194308j 0.0182467-0.0114305j -0.00632995-0.0534562j -0.0368783-0.0175998j 0.00634435-0.00579962j 0.0174713+0.00859049j -0.0201464+0.01663j 0.0309906-0.0119191j -0.000210177+0.0123839j -0.0136314+0.0158924j 0.0300164+0.00435429j 0.0119574+0.00439936j -0.00182496+0.0225966j -0.0163097-0.00152604j 0.00141343-0.012852j -0.00428109+0.00809285j -0.000263825+0.00450967j -0.0183616-0.0090578j -0.00523531-0.0160289j 0.000277839-0.00375609j -0.000124903-0.0114752j 0.00426763-0.00727129j -0.0119712-0.00204443j -0.0165724-0.00123259j -0.0034035-0.00620058j -0.00146292+0.0130735j 0.00712831+0.00927437j 0.0265684+0.0121118j 0.00441098-0.00892521j 0.00425153+0.0169221j 0.0173257-0.00136571j 0.00415514+0.0029121j 0.00559295-0.00821719j -0.0136047+0.00512096j -0.0100018+0.00567684j 0.0192606+0.0192074j 0.0191693+0.00631271j 0.00470505-0.00410628j -0.0103585+0.00551743j 0.0204861-0.00632202j 0.00960129-0.0124927j -0.0125915+0.00169301j 0.0220909-0.0103914j -0.0159653+0.00397098j 0.00994997+0.00246548j 0.0166613+0.00456679j 0.00350888-0.000318587j 0.0104001+0.000842924j 0.00480989-0.00132989j -0.00818947-0.000176321j 0.00764324+0.000712629j 0.015342+0.0051806j 0.00221787-0.00506143j 0.00105364-0.00329688j 0.00543978-0.00096967j 0.0039838+0.0122297j 0.000388681+0.0184732j 0.00656545+0.004401j -0.00668638+0.0276677j 0.00450922-0.00669041j 0.00430291+0.00777902j -0.00692544+0.00494011j -0.0153175-0.0211874j -0.00106993-0.00152784j 0.0203401+0.00567831j 0.000738227+0.00273549j -0.00743615-0.0326018j 0.00454308+0.00101811j -0.00400671-0.00889841j 0.0173703+0.000509907j 0.0168788-0.00283649j 0.00527351+0.00692865j 0.00348922-0.0049306j -0.0110006-0.00493737j 0.00295662+0.00445023j 0.00108431+0.0183158j 0.0302938+0.0182805j 0.0129627+0.017553j 0.0170814-0.00947773j -0.0206353+0.0108876j 0.0140672+0.00634463j -0.0154646-0.0290631j -0.00728338-0.0192614j 0.0709558+0.00485675j -0.0195627+0.0129963j -0.0274741-0.0323336j 0.028779+0.00339262j 0.00411364+0.0256176j 
0.00242647+0.00660981j 0.00832096-0.00380328j -0.000921247+0.00182385j 0.00358554-0.00332042j 0.00841509+0.00512342j 0.00160908-0.0053083j 0.00902635+0.00150299j -0.00154108-0.000179758j -0.00332089-0.00107412j -0.00812083-0.00861461j 0.0086353+0.00700208j 0.00138268-0.00750272j -0.00577665-0.00378043j 0.00402217+0.000457923j -0.000299554+0.0063977j 0.0041799-0.00125521j -0.00102582-0.00136072j -0.0104237+0.00454691j 0.00315408-0.00650078j 0.00924669+0.00500429j -0.00274314-0.00519287j 0.00432748-0.0062994j 0.00223733-0.0042158j 0.00882239-0.00515971j 0.00275334-0.00559694j -0.00731928-0.00374831j 0.00358314-0.00464084j 0.0100186-0.00874296j 0.0101784-0.00613657j 0.00604494-0.00255373j -0.00600346-0.00228353j 0.00288901-0.0143152j -0.00247722+0.00592666j 0.00483297-0.00761976j -0.00629972-0.00106251j 0.000443676-0.0098659j -0.00428567-0.000154373j 0.00222145+9.79152e-05j -0.00151363-0.00198898j 0.000769382-8.37442e-05j -0.00818021+0.000277624j 0.00351263+0.00176907j 0.00437425+0.00399235j -0.00609907+0.00329281j -0.00504063+0.002217j 0.0030269+0.00562929j -0.00779855+0.00364713j -0.00223673+0.0103571j 0.000753982+0.00080091j -0.000327389-0.00941346j -0.00467623-0.000693703j 0.00294619+0.00436332j -0.000170396-0.00312719j -0.00356542-0.000890775j -0.00836928-0.00788925j -0.00676075-0.000807376j -0.000700955+0.000596145j 0.0102908-0.00209614j 0.00515687+0.00791878j -0.00848294-0.0122444j -0.00215876-0.00693911j -0.00656427-0.00340992j 0.000496158-0.00212741j 0.000643818-0.00419392j -0.000771558+0.00101223j -0.000103056-0.000708956j -0.0105269-0.00707755j -0.00732056-0.00576529j -0.00794039-0.00164732j 0.00161156-0.000254389j -0.00751048+0.00538627j -0.0106605+0.0118242j 0.0022918+0.00172123j 0.00284128+0.00770721j 0.00245475-0.0100976j -0.00788889-0.00690191j -0.00300273-0.00363295j 0.00186414-0.00547505j -0.003889+0.00417295j -0.000757301+0.0021744j -0.00463157-0.00332076j -0.00146497-0.0133215j -0.00311412-0.000908953j 0.00534921+0.00374846j 0.00170992+0.00495884j 0.0046874-0.00861724j -0.00323348-0.0021297j -0.00720552-0.00147658j -0.00534599+0.0045936j -0.000419643-0.00728469j -0.00377251-0.00223973j 0.00195676-0.00237151j 
-0.0010426-0.0039566j -0.00209026-0.000220053j -0.00420007+0.000269248j -0.00515107-0.00982649j -0.00200631+0.00238931j -0.0108534-0.00020005j 0.000966336+0.00916392j -0.00282462+0.000394236j 0.00361094-0.00382262j -0.000987698-0.00383003j -0.00849822+0.00100213j -5.66743e-05+0.00676208j -0.00257239-0.00415292j -0.000422915+0.00397057j -0.00143939-0.00498943j -0.00352778+0.00016589j 0.00167604-0.0024695j -0.00144484-0.00202801j 0.0021708-0.00168347j -0.00901794+0.00985765j -0.00141894+0.00825984j -0.00480318-0.00369759j -0.00252398-4.87989e-05j -0.011576-0.0090408j 0.00332635+0.00400892j 0.00613197+0.000366895j -0.00330654-0.00224161j -0.0114248+0.00605278j 0.000477108+0.0136828j -0.00451198-0.00616046j -0.000372195+0.00378175j -0.00422713+0.00479964j 0.00470983+0.00580175j -0.00315387+0.0101283j 0.00161035-0.00810275j 0.000459666-2.74703e-05j 0.00835657+0.000872878j -0.00540152+0.00326669j -0.0103223+0.0088441j 0.00252352+0.00500986j -0.0159567+0.00678802j -0.00375111-0.00167961j 0.0048925-0.00298279j 0.0122263-0.00514861j 0.00811911+0.000235782j 0.00154295-0.0106383j -0.00199543-0.00692227j 0.00184866+0.00287497j -0.00140455-0.00641261j -0.000694704+0.00142075j 0.00780003+0.00117584j 0.00860073-0.00157689j 0.00529513-0.00322357j 0.00252461-0.00368113j -0.0030733+0.00128415j 0.000489303+0.011556j -0.00433804-0.00535895j 0.0100336+0.00725692j 0.00262733+0.00372207j 0.000364097+0.00172281j -0.00120494+0.000562075j 0.00757048-0.00527957j 0.00233339-0.0058709j 0.00233648-0.000565372j -0.00264548+0.0039884j -0.000174517-0.000440861j 0.00775296-0.00205381j 0.00911078+0.00283553j -0.00120059+0.00635682j -0.00369609+0.00126321j -0.00488403+0.0102869j 0.00883126+0.00188952j 0.00390165-0.0022796j 0.00193158-0.000652446j 0.00111996-0.00944708j 0.00591299-0.0147149j -0.00200718-0.00420125j 0.005415+0.00121161j -0.00819165-0.00851123j -0.00316707+0.00791231j 0.00475324-0.00991784j 0.00370126-0.00612496j -0.00242212+0.000338027j -0.00473258+0.00545205j 0.00627259+0.00517492j -0.011288+0.0121023j 0.00139979+0.000104836j -0.00226781+0.00426298j -0.00248426+0.00267789j -0.00975326-0.00352981j 0.000159671+0.00221003j 0.000393729+0.00257559j 
0.00390414+0.00525368j 0.00451243-0.00413711j -0.00854909-0.00382824j 0.00507866+0.0044977j 0.00969364-0.00132534j -0.00916598+0.00518168j 0.0130911+0.0103808j 0.00611611+0.0063729j -0.00405037+0.0115614j -0.010612+0.00254224j 0.00829214+0.00374624j 0.00293953-0.00414021j -0.0136562-0.0072925j -0.00444786+0.00399844j -0.00687627+0.00349156j -0.0124651-0.0107687j -0.0032324-0.00531048j 0.00451121+0.002858j -0.00194119+0.00178974j -0.010148+0.00590312j -0.00804684-0.000278543j 0.0027422-0.00636949j -0.00275758-0.000431511j -0.00224745+0.00450221j 0.000656394-0.000320769j -0.00265141-0.00288542j 0.0132267-0.000779248j 0.00660692+0.00924079j -0.000906052+0.00698039j 0.00609333+0.00877274j -0.00600356+0.00195226j 0.00420784-0.00829292j -0.00994247+0.000842628j 0.00608727-0.011268j 0.00388507-0.00567035j 0.000864794-0.00405743j 0.00848717+0.00145472j 0.00447339-0.00693696j 0.00861826+0.00146922j -0.00127078-0.00551662j -0.00362654-0.012692j 0.000754604+0.00013474j 0.00342354+0.00122848j -0.00722088+0.00593085j -0.00342733+0.00377549j 0.00828793+0.00931658j -0.00825045+0.00435765j 0.00685552+0.00495993j 0.0129096+0.00293977j -0.0118727+0.00462333j -0.00701355+0.000567215j 0.00254583+0.00467973j 0.00339421+0.00748841j 0.000126875-0.00373535j -0.00369855+0.00765061j 0.00570016-0.004129j -0.0133589-0.0127423j -0.000654242-0.00290982j 0.00224299+0.0010885j -0.011569-0.0125568j 0.00685618-0.0140568j -0.00143279-0.00309411j 0.00714698-0.0106676j -0.00331999+0.00157414j -0.0027638+0.00177011j 0.00270868-0.00285265j -0.0117678+0.00292504j 0.00102331-0.011702j -0.0196619+0.00778737j 0.00614966-0.0100051j 0.00384579+0.0163875j -0.00705103-0.00385751j -0.0125182+0.0130411j -0.00722977-0.0014655j -0.0101686-0.000872516j 0.00218333+0.00311504j -0.00192526-0.00144994j 0.00644034-0.000482057j -0.0012316-0.0103793j 0.00522546-0.00570178j -0.00738881+0.000990987j -0.00750047-0.00355188j -0.00171033-0.00221563j 0.0112545+0.00818313j 0.000763504-0.0037946j 0.00478141+0.00160676j 0.00364826+0.00600659j -0.0132595-0.00986139j -0.00318317+0.00675717j 0.00263717+0.00407238j -0.00839248-0.000621999j 0.000209295-0.00941035j 
-0.00549066+0.00023349j -0.00344643+0.00251859j -0.00616426+0.0107405j -0.00493919-0.00961328j -0.00154398-0.00861879j -0.00228723+0.00249435j -0.00842181-0.00508294j -0.0070756-0.00465997j 0.00818988-0.00673803j -0.00062977+0.00140244j -0.00869589+0.000364104j 0.00346812+0.00594261j 0.000936688-0.00052132j -0.00526261-0.00218j 0.000994589-0.00327681j 0.00677757+0.00518341j 0.00311477+0.00135116j 0.000490259+0.00474899j 0.00961656-0.00152923j -0.00365703-0.00408964j 0.00180434-0.00136515j -0.00477819-0.000918557j -0.00123597+0.00816564j 0.0102769-0.00351107j 0.000912162+0.00270681j -0.000467631-0.00376843j -0.0072481+0.00498156j -0.00909511+0.00327271j -8.38417e-05-0.00245776j -0.00387136-0.000213958j -0.00665463+0.00301522j 0.000825802-0.000441486j 0.0049932+0.00365638j 0.0082446+0.00591766j 0.0106973+0.00860118j 0.000512388+0.00150448j -0.00333582+0.000668508j -0.0073183-0.00561775j -0.000210014-0.00308965j 0.00331531+0.00498944j 0.00895078+0.00448941j 0.000883803-0.00515261j -0.00876326-0.00715479j 0.0086728+0.00191876j -0.000638433+0.000326249j 0.00221674-0.00217785j -0.0016435+0.000974277j 0.00282201-0.0036631j 0.00286328-0.00604855j -0.00278995+0.00443622j -0.00419028-0.00036234j 0.00268036+0.00444797j 7.35637e-05+0.0126009j -0.00368105+0.0080831j 0.00999205+9.30506e-05j 0.00634074-0.00334858j -0.00958443-0.00199626j 0.00145037+0.00344018j 0.00177942-0.00365336j 0.000427023+0.0025211j -0.00400521+0.00409556j 0.00317221+0.00247177j 0.00134277-0.0019198j 0.00273972+0.00414076j -0.00174684+0.0052137j 0.00359541-0.000493077j -0.0044042+0.000135744j -0.00294798-0.00266418j -0.00264156+0.00608323j 0.00663204-0.00142183j -0.00276881-0.000820706j 0.00209008-0.00683171j -0.00971735-0.00263591j 0.00413465-0.00848117j -0.00153952-0.00525917j -0.000478948+0.00260323j -0.00772281-0.0002343j 0.00313953-0.00106335j 0.000660274-0.00281685j -0.00329744-0.00305433j 0.00384301+0.00930541j 0.000963879+0.00492161j 0.00805144-0.000663364j -0.000188632+0.000310605j 0.00800945-0.00594214j -0.000755175-0.00346106j 0.00438903+0.000838966j 0.00573335+0.00398202j -0.0050243+0.00622156j -0.00310967-0.00651395j 0.00743676-0.000329057j 0.00122075+0.00328699j 
0.00263318-0.012297j -0.0150117+0.005625j 0.0194057-0.0172403j 0.0146099+0.0172168j -0.0187475-0.000916063j -0.0127164+0.0100891j -0.015861+0.0192516j 0.0211792+0.00792216j 0.00610578+0.00494285j -0.000852447+0.00964462j 0.000617341-0.00909084j -0.0153175+0.00919298j 0.0127111-0.00113874j 0.0025157-0.00871442j 0.00279218-0.00331424j -0.0120881+0.0139228j -0.00438746+0.00377292j 0.0128704-0.000215641j -0.0014542+0.0149878j -0.00675957+0.00765193j -0.0010135+0.00254208j 0.0104034+0.00167936j -0.000936386+0.0144763j 0.0123801-0.00228231j 0.00043518+0.00794513j 0.00252769-0.000156289j 0.00238105+0.00348464j -0.00131405+0.00534689j -0.00479693-0.0056357j -0.00679292+0.00813563j 0.00355221-0.0076735j -0.0135661+0.0166898j 0.00835415-0.000702256j -0.0012908-0.00677052j 0.00147004+0.00614235j -0.00520536+0.00590148j -0.00356623-0.00256857j 0.00778426-0.00527588j 0.0142964-0.00198911j -0.00707569-0.00605289j 0.0082619+0.000933342j 0.000403628+0.00529202j -0.0107481-0.00875762j -0.00812751+0.0112008j -0.00713042+0.0105589j -0.00817668-0.018206j 0.00775763+0.00902218j -0.011174-0.0132764j 0.000271129-0.00420235j -0.00299209+0.00580642j 0.00031378+0.00593524j 0.00400072-0.00355474j -0.00288137-0.000387507j -0.00809607+0.00788995j 0.00432495-0.00544362j -0.011134-0.00786304j 0.0016271+0.00533832j -0.00772209+0.00635662j -0.00182549+0.00657832j 0.00108335-0.00462151j 0.00221697-0.00999206j -0.00531748-0.0070639j 0.000352012+0.00319971j -0.00588333+0.000517864j -0.0152095-0.00113142j 0.00627263+0.00615861j -0.00965986+0.0157061j -0.00192793+0.00297544j 0.00153652-0.00244879j 0.0178851+0.0114829j 0.000298115+0.0039513j 0.00525047-0.00257843j -0.0137048-0.00362953j 0.00323445-0.00650248j 0.000476924+0.0123603j -0.00197708+0.00020148j -0.00399688+0.00697979j -0.0163568+0.00565279j 0.0116332+0.000174626j 0.0172466-0.0107386j -0.00756967+0.000632244j 0.00530509+0.0214663j 0.00165907-0.00402699j 6.51448e-05-0.0119464j -0.0261831-0.00630983j -0.00236942+0.0348958j 0.0192432+0.0114594j -0.00401443-0.00427204j 0.0175964-0.0182957j 0.0183215+0.0246615j -0.00779352+0.00424541j -0.00938928-0.0091053j 
-0.00685344-0.0072454j -0.00882654+0.00584063j 0.00697198+0.000361155j 0.00734795+0.0150623j -0.00264688+0.00299569j 0.0151734+0.00594163j -0.0115667-0.0144263j 0.00913063-0.00111885j 0.00586593+0.00407775j 0.0116047+0.0111323j -0.0113694-0.0128699j -0.00250599+0.0113455j 0.00270776+0.00300602j 0.00174698-0.0117071j 0.0102672-0.00196034j 0.00953679+0.00942802j -0.000446884+0.00956171j -0.0010445-0.00507879j 0.000538207+0.000918278j -0.00254286-0.00170694j -0.00266334-0.00999511j -0.00955306+0.00471195j -0.00807484+0.00477029j 0.00444143-0.0105601j 0.000341282+0.00773472j -0.00260217+0.0101007j -0.0113574+0.00786552j -0.0141754-0.00318286j 2.87329e-05-0.00501338j -0.0137116-0.00577725j -0.00441525+0.00957039j -0.00195847+0.0308616j 0.00347208-0.00350766j -0.00296351+0.0109717j 0.0105737+0.0010643j 0.00141652+0.00121008j -0.00954757+0.00306763j -0.00267994+0.00754421j 0.00280799+0.00276281j 0.0127255-0.0022277j 0.00870677+0.0160174j -0.014049+0.00275508j -0.000483737-0.0096689j 0.00604202-0.00271144j -0.00162312+0.00367654j -0.00408195-0.00623083j 0.00704152-0.00172106j 0.00234584-0.00379544j -0.00808698+0.00360436j 0.0127944-0.0010533j 0.000626448-0.00150806j -0.0038493-0.000742385j -0.0112321-0.00542967j -0.011706+0.016899j 0.0100067-0.00874789j -0.00795345-0.00861701j 0.00158981+0.00881399j -0.00472483+0.0121198j -0.00479691+0.00346058j 0.00321005+0.00558333j 0.00257429-0.00867077j 0.00138581+0.00590814j -0.000338024+0.0123452j -0.000612529+0.001468j 0.00322945+0.00655316j -0.00667288-0.000411363j 0.0071312+0.00704494j -0.00648931+0.0117272j 0.0175458-0.0014118j 0.00229583+0.00183877j -0.00460042-0.00725625j 4.95564e-05+0.00240999j -0.00750344-0.0121754j 0.003764-0.00758354j 0.00539257+0.0103209j -0.00422465+0.0106726j 0.00833053+0.0162726j -0.00823451-0.00527363j 0.0120685-0.000406085j 0.00448585-0.000366613j -0.000862682+0.000637183j 0.00554003+0.0162779j -0.00274503-0.005018j -0.00465634-0.0131427j -0.0085179-0.00514531j -0.00671751+0.0041318j -0.00509561-0.00819924j 0.014666-0.00141532j 0.0102512-0.0165058j 0.00975446+0.0126631j 0.00536116+0.00261468j -0.00211562+0.00438685j 
-0.00286324-0.00016837j -0.00278029+0.00424771j 0.00646739-0.00506442j 0.00230775+0.00896416j -0.00581718-0.0116918j -0.0156742+0.00173625j 0.00221726+0.0104075j 0.00795654+0.0122372j -0.000112556+0.00178809j -0.0150548+0.00302956j 0.00798823-0.00445664j -0.00929102-0.00674512j 0.00158501-0.010893j 0.00342213+0.00442919j -0.00350013-0.0051657j -0.00920012+0.0111485j 0.000167783-0.00778591j -0.0114861+0.00308558j 0.014242-0.00701886j -0.0042275+0.0062138j -0.0137038-0.0114637j -0.00850335-0.00391344j 0.00760063+0.0107561j -0.0033051+0.00164759j 0.000383363-0.00484236j 0.00644748+0.00353491j -0.0080189+0.0128795j 0.00239642+0.0049971j 0.008987+0.00193854j -0.00143598+0.00726908j -0.000808746-0.000587651j 0.00632607+0.00815098j 0.00521334+0.0164325j -0.00219056-0.0152196j -0.00972627-0.0027478j -0.00700812+0.00179022j 0.00160772-0.00484947j 0.00418335-0.00232875j 0.00230468+0.0144223j -0.0181451+0.00785423j 0.0126395+0.0186144j -0.0118822-0.00448269j -0.00907158-0.0049106j 0.00120711+0.00412273j -0.010578+0.0112429j -0.00779148-0.0031548j -0.000613648-0.00391502j 0.00267525-0.00324053j 0.00284586+3.1125e-05j -0.00830913-0.000129479j 0.0105811-0.000598305j 0.000520977-0.000683533j -0.00659048+0.00431546j -0.00192302+0.00497858j 0.00313298+0.00405048j -0.00461435-0.000748616j -0.00513823-0.00019576j 0.00270863-0.000699991j -0.00862826+0.0185152j 0.00250789-0.00599801j -0.00177468-0.00263834j -0.0126144+0.00601973j 0.00397857+0.00294884j -0.0049736-0.0127909j 0.00237325-0.000135141j -0.00342262+0.00292148j -0.00257637-0.00136861j -0.000695247-0.000275916j -0.00435945-0.00329736j -0.00250636-2.6713e-05j -0.00163757+0.00571163j 0.00311893+0.00781158j 0.000769685+0.00306594j 0.00106682+0.00368154j -0.000712136-0.000101331j 0.00731135-0.0110384j -0.00208873+0.00241224j -0.00239857+0.00946622j 0.0110729-0.00108537j 0.00805226+0.00831445j -0.0048522+0.00357886j 0.0111151+0.00171649j 0.00490619-0.00215428j 0.00430985+0.00217745j -0.00595814+0.000661579j -0.0023373+0.0161957j 0.00921787-0.00281237j -0.00497499+0.0053j 0.00730495-0.00325052j 0.00330182+0.0032019j -0.00402662-0.00197778j -0.00169541-0.00286398j 
-0.00368724-0.00630891j -0.0085096+0.00465671j -0.003908+0.019617j -0.0107055-0.0158711j -0.00624107-0.00955897j -0.0041242+0.00574798j -0.0181031+0.00488327j -0.0072426-0.00383976j 0.00978178+0.000790365j 0.0152949+0.00592089j -0.0173407-0.00602982j 0.00153927+0.013526j 0.00862517+0.00699782j -0.00273927-0.00180657j 0.00484029-0.00666514j 0.00922973-0.00142318j 0.00488731+0.00738839j 0.00125061+0.000820398j 0.000354944+0.00279714j 0.000891597-0.00679472j 0.011259+0.0147466j 0.000783866+0.0135284j 0.0016768-0.00394479j -0.00863591-0.000425524j 0.0016473+0.0096093j 0.00280838-0.00609943j -0.00430009-0.0051145j -0.0228516+0.000421217j -0.00739228-0.00340376j -0.0114406+0.00423364j 0.00892951+0.00460154j -0.0123076+0.0050123j 0.0127666-0.00517622j 0.000132181+0.0174118j 0.0123128-0.00334079j 0.00744076+0.00682074j 0.0106639+0.00660135j 0.00235151+0.000241365j -0.00643604-0.012724j 0.0027512-0.00027622j 0.000151145-0.00282361j -0.0101162+0.0108446j -0.000187431+0.00277153j 0.00200695-0.00340397j 0.0115801+0.000890884j 0.000543359-0.00787108j 0.00964593-0.00204642j -0.00300608-0.00127881j -0.00129279-0.0161822j 0.00335504+0.0125336j -0.00314572+0.0182648j -0.00273866-0.00380679j 0.000630497-0.0155816j -0.00201446-0.00177355j -0.00269955-0.00101349j 0.00351485-0.00495306j 0.00850329+0.00696549j 0.00628717+0.0153041j 0.0017901-0.00108179j 0.00313535+0.00352312j -0.000470472+0.00304464j 0.00181489-0.00760047j -0.00593128+0.00174624j 0.0101179-0.00435822j 0.0110072-8.95898e-05j 0.00334558+0.00273646j 0.00611249+0.00432209j 0.00828721+0.00174512j 0.00735598+0.00506j 0.00343463+0.0106725j 0.00395781+0.00607732j 0.0103268-0.0199397j -0.00537437+0.0014228j 0.00904819-0.015123j 0.00959449-0.00610414j 0.00239722-0.000758808j -0.00142811+0.00801125j 0.00457756-0.00226894j -0.0057083-0.0011353j -0.00252111+0.000171577j 0.00203181+0.00225649j 0.00305769+0.00832129j 0.000761183-0.00196787j -0.00555132+0.00744378j 0.0111323-0.00628974j -0.00796493+0.00156266j 0.0123938-0.00487449j 0.00256191+0.015425j -0.00114471+0.00705033j -0.00527456-0.00490798j 0.00761594-0.000249419j 0.00240953+0.00751025j 
0.0107508-0.00743431j -0.00751892-0.00686583j 0.0164105-0.0182812j 0.0114057+0.0129317j -0.00468345+0.0213851j -0.00613563+0.0111589j -0.00443147+0.0207381j 0.0212092-0.000958406j 0.0103047-0.000292836j -0.00466949-0.00656161j -0.00560468-0.0055727j -0.0149002+0.0198049j 0.000804133-0.0119282j 0.00260767-0.0129297j -0.00505403+0.00240949j -0.00996609-0.00746848j 0.00312146-0.00728068j 0.00488864-0.00487035j -0.00235985+0.0115399j -0.00640698-0.00197779j -0.00431978+0.00462662j 0.0137521+0.00476513j -0.00227324+0.00229756j 0.00261277+0.00422324j 0.00119526+0.00442814j -0.00296053-0.00028265j 0.00406888-0.000671975j 0.00238136+0.00201703j 0.00712621+0.00632053j -0.00138785-0.00476522j -0.00338777-0.000839644j -0.00876081-0.00168655j -0.00122778-0.00912422j 0.00198461-0.00528481j -0.0109331+0.00366415j 0.00303666+0.00403182j -5.8831e-05+0.00807846j 0.00353998+0.0032039j -0.00256543+0.00127061j 0.00188983-0.0109854j -0.0120536-0.00348396j -0.00128226+0.000601649j 0.0128459-0.00327687j -0.00840343-0.00844024j -0.00308795+0.000726848j -1.02355e-05-0.00149091j -0.0032658+0.00352524j 0.00348614-0.00232549j -0.00177327-0.00342676j -0.00822367+0.0013716j 0.00555904+0.00615801j 0.00249157-0.00403965j -0.00319462-0.00434146j -0.000754602-0.00825621j 0.0090097+0.00368856j -0.00524519-0.00476535j 0.00164187+0.000629874j -0.00451326+0.00732601j 0.000569038-0.00450767j 0.00304627+0.00144758j -0.00200416+0.00110768j -0.00268084-0.000148594j 0.0065261-0.00318111j -0.000483135+0.00457335j -0.00709754+0.00824755j -0.00950767+0.000877135j 0.0098771+0.0114902j -0.00222863+0.00684166j -0.00185414-0.00293714j 0.00866228-0.0064419j 0.00856179+0.00862064j 0.00749869+4.25601e-05j -6.66711e-06+0.000133988j 0.00164941+0.00159266j -0.00880197+0.00446735j -0.00149715+0.00498837j 0.00724313+0.00248303j 0.00267701+0.000598957j -0.00271952-0.00247469j 0.00301796-0.00842238j -0.0135566-0.0116551j 0.000898967-9.97733e-05j -0.0154428+0.00296764j -0.00134477-0.0107647j -0.0154586-0.00239079j -0.0126486+0.0150057j -0.000441268+0.0124915j -0.0149482-0.0103009j 0.014695-0.0106879j 0.011993+0.0256711j -0.0115808+0.00283487j -0.00685619-0.0107059j 
-4.87826e-05+0.00156181j 0.00403681-0.000935383j 0.00506981-0.00255367j 0.00781437+0.00925925j 0.00257685+0.00512842j 0.00730896-0.00273865j 0.00365082-0.00815308j 0.00351133+0.00587172j -0.00232303-0.0107023j 0.00108102-0.00292745j 0.00630258-0.000180111j -0.0038222+0.00366888j -0.00577632-0.00487342j 0.00419689-0.00284219j -0.00220382+0.00134195j -0.00539876+0.000336968j -0.00950515-0.0025056j -0.00244084-0.00108895j -0.00400296-0.0028756j -0.00212826+0.00159414j -0.000642587-0.00572984j -0.000564806-0.0132115j 0.00285773-0.00428919j -0.00725309-0.00140378j -0.00280529-0.00884936j -0.000856206+0.00249445j -0.00954571+0.00276155j 0.00197112-0.0122662j -0.00530844+0.00355302j 0.0108525-0.00844688j 0.0072462+0.00185619j 0.00719514-0.00612044j -0.0103284+0.00585889j -0.00559114-0.00150477j -0.00541462+0.0009843j 0.0092334-0.00494365j -0.000368146+1.59687e-05j 0.00806076+0.00215282j 0.00681067-0.00139816j -0.000684253+0.00555145j -0.001181+0.0135469j -0.00323855-0.0066238j 0.0047384+0.00529061j 0.00475976-0.0124073j 0.000373853-0.000155611j -0.0110804-0.00338284j -0.00151405-0.00740602j 0.00469045-0.000148j -0.0058621+0.00543357j -0.000720678-0.00562393j 0.00200545+0.00160012j -0.00186755-0.0145171j -0.00161799-0.00225903j -0.00260827+0.0143478j -0.00758027-0.00209071j -0.00677754+0.000335858j -0.000977646+0.00731119j -0.00170586-0.00398491j 0.00507826+0.00812188j -0.00313211+0.00190546j 0.0092231+0.00319571j -0.00250224+0.00559892j -0.00803096+0.010936j 0.00158314-0.00518364j -0.00207284+0.00327829j 0.0103291-0.00380347j -0.000733205-0.00384029j -0.00121588-0.00106543j -0.00220654-0.0139548j -0.00773687-0.00180747j -0.00466355-0.00320862j -0.00421119+0.0143327j 0.00705016-0.00456038j 0.0078102+0.00735839j -0.0052078-0.000132049j 0.00218524+0.00881516j 0.00723479+0.00581492j -0.00242555+0.00411804j -0.00169302+0.00758025j -0.00232557+0.00254043j 0.00861961+0.000551289j -7.16089e-05+0.000746602j -0.0153569+0.00260001j -0.000555463-0.0113364j -0.0105493+0.0016798j 0.000248878-0.00083122j -0.00656993-0.00260642j 0.00232161+0.00294974j 0.00199735-0.00302172j 0.00545606+0.00241855j -0.000925841-0.00292183j 0.00218688+0.0015387j 
