-0.00692559-0.00382964j 0.00408572+0.00385643j -0.00646563+0.00303131j 0.0050326+0.00600747j -0.00417986+0.000893047j -0.00329974+0.00190986j -0.00599391-0.00613504j -0.000718484-0.000634952j 0.000860582+0.00354652j 0.00619431+0.00464886j -0.00471211-0.00271211j 0.00230326-0.00268746j -0.0128962-0.00702226j -0.0226396+0.00151677j 0.000169438+0.0106859j -0.0234619+0.016915j 0.0400708+0.0104856j -0.0216161+0.00252941j 0.00328558-0.0137573j 0.00688715+0.00141014j 0.00896958+0.00181361j 0.00560626-0.0132078j -0.00322074+0.00632328j 0.00207689-0.00198291j 0.00275194-0.00629361j 0.00729532+0.00182563j -0.00251884+0.00632204j 0.00290653+0.00391798j 0.000976899-0.00580379j 0.00465757-0.00528928j -0.00304322-0.00694882j -0.00577619-0.00071756j 0.00463714+1.53971e-05j 0.00104172+0.0125956j -0.0181575+0.000300419j 0.00608728-0.0274237j -0.0240263-0.0162756j -0.0135926-0.00106187j -0.00199505+0.0177609j 0.00696866-0.0265808j -0.00618408-0.0329203j -0.0156978+0.0147855j 0.0239289+0.0185568j 0.00482972-0.00788126j 0.0141998+0.00869094j -0.00334659+0.0275007j 0.010243+0.00407265j 0.00645761+0.00470309j 0.0168393+0.0187421j -0.00204092+0.00198211j -0.00410559+0.00249714j 0.00472765-0.00927362j -0.00458017-0.00444425j 0.00309045+0.00557337j -0.00487745+0.0030885j -0.00733288+0.012975j -0.0153006-0.0169595j 0.00656886+0.00327301j -0.00669536-0.00270329j -0.000853369+0.000622471j 0.007891+0.00432942j -0.00181268-0.0063384j -0.00855446+0.00761722j 0.00687233+0.00675181j 0.00114819+0.00060391j -0.00294203-0.00506781j 0.00168056-0.00859645j -0.00773933-0.0109779j -0.00496764+0.00369859j 0.00564831+0.00405738j -0.00283381-0.00567804j 0.00583699+0.00906079j 0.00397937-0.00202395j 0.000442877+0.00633841j -0.00221844-0.000975014j -0.0015999+0.00119164j 0.00671347-0.000672744j 0.00590176-0.00525456j 0.0144063+0.0128261j -0.00320764-0.00116324j -0.00395296+0.00572796j 0.0127601+0.0192746j 0.0009453+0.00191385j -0.00589949-0.00271867j -0.00337972-0.00309135j -0.0158046-0.0127579j -0.00180535-0.00334666j 0.00166542+0.019414j 0.0100261+0.0108508j -0.0214274-0.0199087j 0.00220965-0.0111781j 0.0127013-0.325238j -0.15871-0.143576j -0.00545984-0.0315879j 0.0227803-0.0485763j 0.089263+0.0693238j -0.62919+0.0350655j 
-0.0160417+0.00949408j -0.0349598-0.016341j 0.0310733+0.00216246j 0.0159267+0.00451784j 0.0221456-0.00929854j -0.0122883+0.000359345j 0.00963325-0.00174873j 0.0157348-0.0101568j -0.014258+0.00424579j 0.0234857-0.00827j 0.00231665-0.00135017j 0.0186485-0.00779111j 0.00447504+0.000860081j -0.000673403+0.00544444j 0.000713081+0.00193446j -0.0150465-0.0051384j 0.00738125-0.00256255j 0.00256379+0.000778195j -0.00458749-0.00376889j -0.00147619+0.00110742j 0.00255481-0.000841809j 0.00908336-0.00268167j 6.42179e-05-0.00116234j 0.0172321-0.0029704j 0.00512695-0.0064041j -0.00140517+0.000841356j -0.0109033+0.00209404j 0.00291669+0.00158263j -0.00480966+0.00039464j 0.00474135-0.000709155j 0.00156977-0.00305467j -0.00103312-0.00349956j -0.000232649-0.00116704j -0.00633214+0.00220504j 0.000552475-0.00215348j 0.00679291-0.00275981j 0.000955729-0.00151353j 0.00108731+0.00274032j -0.00688105+0.00360801j 0.00901944+0.0084114j -0.00645476+0.026322j -0.00435-0.00399818j -0.0109581-0.00316077j -0.0126785+0.00299217j 0.0193888-0.0100703j -0.00925446+0.0151363j -0.00107161+0.00968465j 0.00545257-0.00750324j -0.00372688+0.00237176j -0.0156653+0.0198465j -0.0712228-0.0117117j -0.0504311+0.0273323j -0.037247+0.0142125j -0.0507967-0.00954533j -0.0807183+0.0334653j 0.0453516-0.033079j -0.0299935+0.00189876j -0.0168371-0.0295346j -0.051029-0.0195844j 0.0416732+0.0393616j 0.0216918+0.053021j 0.0176261+0.0329863j -0.00872344-0.00182676j 0.023359+0.00743893j -0.00486261-0.00273975j 0.00933194+0.0131768j 0.00574366+0.00618745j -0.00351527+0.00389809j -0.000155246+0.00433003j 0.00700465+0.00379796j -0.00105066-0.00399581j -0.00585203-0.00159604j -0.00411631-0.00541111j 0.000699889-0.00280807j 0.00397652+0.000955424j 0.00934075+0.00154575j -0.00429827-0.00152963j -0.00655933+0.00238462j 0.00260386+0.000447327j -0.00467233-0.00390498j -0.0168994-8.27351e-05j 0.00960696-0.000531257j -0.00190683+0.0031244j -0.00100886-0.00310827j -0.00545035+0.00227475j -0.000188078+0.0010186j -0.00152502-0.00661963j -0.00620457-0.00565166j 0.00735692+0.000585005j -0.00301301-0.00124215j -0.000429465+0.00159979j 0.0067222+7.60136e-05j -0.00107152-0.00963711j 0.00496886+0.00112587j -0.0185484-0.000151916j 0.0134172-0.000622796j -0.00651826+0.000644965j 
-0.0105837+0.0114226j -0.0244467-0.00615866j 0.00107711+0.00574018j 0.0130564-0.000770637j -0.0325406+0.01373j 0.0113348+0.00284937j -0.0178158-0.00425788j -0.00294147-0.00241232j -0.00407364+0.00283131j -0.00212638+0.00341259j 0.00828117-0.00197105j 3.16108e-05-0.00349706j 0.00533635-0.00520403j 0.00556042-0.00194728j -0.00185481+0.00240258j 0.00015945-0.00123336j 0.0118653-0.00513953j -0.0110919-0.00424515j -0.00763912+0.00270548j 0.00277944-0.00189137j -0.010659+0.00523614j -0.0194884+0.00408975j 0.0196927-0.00565925j 0.00622752-4.64755e-05j 0.00429823-0.00210661j 0.00563361-0.00125433j 0.00950767-0.00301336j 0.00447736-0.000119197j -0.0129008+0.00414429j 0.000910893+0.00019915j -0.000785305+0.000534243j 0.00142406-0.000809653j 0.00037654-0.00110602j 0.00537851-0.00276152j -0.00331249+0.001662j 0.00144999-0.00123237j -0.00698343+0.00254266j -0.0091929+0.00151736j 0.00730564-0.000608586j 0.00736534+0.00990971j -0.00866266+0.0137311j 0.0222819+0.000770298j 0.00763589+0.00452425j 0.0360156-0.0138829j -0.0224708+0.0208286j 0.00211545+0.0273564j -0.0271529+0.0204192j -0.018966+0.0105863j -0.0589928-0.00643146j 0.0416565-0.0660826j -0.0435424+0.0190237j 0.0598056-0.0346737j -0.0407843-0.0072582j 0.0724657+0.0257536j -0.0268043+0.0415542j 0.0394266+0.0444235j -0.0144496+0.0047918j -0.0113382-0.00755495j -0.0281042-0.0369428j -0.0269857-0.0465284j 0.0153646+0.0118743j 0.0070075+0.0179289j -0.0210765-0.0127816j -0.0165217-0.0202167j 0.00268803+0.00814519j -0.00289991+0.0100225j -0.00205289-0.00290866j -0.00878818-0.00238257j -0.00954964-0.00224098j 0.0223818+0.00610393j 0.0102128+0.00372617j -0.0088248-0.00171578j 0.0111211+0.00294851j 0.0143324+0.00179599j 4.1036e-05-0.00225557j -0.00643219-0.00442627j 0.0128583+0.00673799j -0.00627804-0.00425773j -0.00352925-4.02341e-05j 0.00694852+0.00470546j -0.0153536-0.00448181j 0.0132303-0.00143655j -0.0154991-0.00550397j 0.00441799-0.00148582j -0.0181701-0.00335042j -0.00367341+0.00200164j -0.000666728+0.00470594j 0.00288664+0.00136685j -0.0136421+0.000685244j 0.00622248+0.000825856j -0.00514089-0.000486523j -0.000579507-0.0066155j -0.00321882+0.00306091j -0.00827591-0.000589149j 0.00543787-0.000999674j -0.00528773+4.93754e-05j -0.00665186-0.000414995j 
-0.0337129-0.00849443j 0.0125419-0.00744852j 0.032791+0.00315522j 0.00644401-0.0145303j -0.000955495-0.000565479j -0.011146+0.00932461j 0.0110085+0.00298885j 0.0294869-0.00878621j -0.00809506+0.00167641j -0.0131045+0.00179522j 0.00644069+0.000460046j 0.00269781-0.00343534j 0.00135384+0.0019002j 0.000365172+0.000618875j -0.00768632-0.00211927j 0.0100996-0.00283589j 0.00688282-0.000427816j 0.00969989-0.00126871j -0.00330496-0.00272027j 0.0038098+0.00144154j 0.000520929-0.000437489j 0.0108302-0.00300345j -0.0191028-0.00144241j 0.00953837-0.00438588j -0.0114174+0.00128598j -0.000671748+0.00181182j -0.00329726+0.00238776j 0.00156897-8.84914e-05j 0.0131415-0.000729539j 0.00376336-0.00118284j 0.0029308+9.95408e-05j -0.00522543+0.00158294j -0.00373076+0.0013412j -0.00814287+0.0031243j -0.00308777-0.000595398j -0.00129834-0.000181948j -0.000967181-0.00082947j 0.00140125-0.000980452j -0.00961866+0.00268031j 0.0090819-0.0157265j 0.00842602+0.0125896j -0.000975162+0.000392468j 0.0139399-0.00134766j 0.0173008+0.0134613j -0.0206759-0.0209402j 0.0226087-0.0358488j -0.00288669+0.0156718j -0.0139535+0.0359869j 0.0424648-0.0100137j -0.057961-0.0211229j -0.107775+0.0265927j -0.0382988+0.015155j -0.0246658-0.0217388j 0.00378261+0.00635699j 0.0346568-0.00636746j -0.0301439-0.0436071j 0.0315785+0.00152918j -0.0126746-0.0518518j 0.00566478-0.0189855j 0.0129443+0.0089464j -0.00844784-0.010819j -0.019496-0.00879239j 0.0201111+0.015489j 0.00555399+0.0110615j 0.00593435-0.003502j 0.00327791-0.00596495j 0.00339856+0.00330586j -0.00113425+0.00161909j 0.00850967+0.00173483j -0.00723571-0.00429705j -0.00906618-0.00234465j 0.00855791+0.00243687j -0.00273614+0.00210423j -0.00727439-0.00449243j 0.00296096+0.000433233j -0.00331698-0.000292868j 0.00102198+0.000409549j 0.0170471+0.00285202j 0.00424214+0.000175434j -0.0130205-0.00455193j 0.00439305+0.00212724j -0.0105619-0.00150125j 0.0115189+0.00489825j -0.0119601+0.00206757j 0.0114145+0.000318832j 0.00673926-0.000985225j -0.0039026-0.00481711j -0.00263909+0.00302947j 0.0132018+0.00154061j 0.00903732+0.000291751j 0.0128948-0.00199736j -0.00204652+0.00270545j -0.00198679-0.00123039j 0.0182052-0.00107278j -0.00180816+0.00223995j 0.0023298+0.000255337j 0.00275184+0.000183987j 
0.000879582-0.00305687j 0.0138011-0.00336766j 0.00885077-0.0247492j -0.0195252+0.000541305j 0.0134547-0.00977544j -0.00621506-0.00434353j -0.0258232+0.00567739j -0.000176614+0.000201843j 0.00252883-0.00190838j 0.00684256-0.0020585j 0.00105619-0.000371289j -0.00724375-0.000669925j -0.0115167+0.000763283j -0.00952828-0.000763319j -0.000205387+0.000440368j -0.00332912-0.00420589j -0.00337029+0.00421602j -0.000233359+0.0012778j -0.0164989+0.00297256j 0.0184294+0.000724593j 0.0274998-0.00496572j -0.0157008-0.00441878j -0.0201338+0.0053006j -0.00640127+0.000523656j 0.010776-0.000766513j 0.0165616-0.000273812j 0.0077888+0.00208638j 0.00534311+0.000182717j -0.00544869-0.002261j -0.00150169-0.00139092j 0.00021033-0.00109957j 0.00563953+0.000462468j 0.0053949-0.000263346j 0.0145626+0.00131323j -0.00846125+0.00252176j 0.00440857-0.00382003j -0.00782294+0.00156542j 0.0214315-0.00418861j 0.00539308+0.00075009j -0.0086119-0.0117209j 0.00793855-0.000982676j -0.0469353+0.0104285j -0.0116587+0.00243589j 0.00949083-0.0116307j 0.00879067+0.0190681j -0.0162191-0.0298297j 0.0727635-0.0925294j -0.0468905-0.057813j 0.127616-0.00519671j -0.043942-0.0148404j 0.00743237+0.00168649j 0.0215738+0.00155207j 0.02629+0.0250992j 0.0252586+0.00689368j -0.0417396-0.0423654j -0.022635-0.0463861j -0.00391345+0.0206802j 0.00733615+0.0099373j 0.00446406+8.15791e-05j -0.0106636-0.00639807j 0.00747021-0.00117301j 0.00501747-0.00124408j -0.010378-0.00223207j -0.0047436-0.00335025j 0.00575666+0.00226609j 0.00642955+0.00136429j 0.000991262+0.000273961j -0.00229014-0.00197437j 0.00422484+0.000521851j -0.0123958-0.00430011j -0.00838677-0.00246409j 0.0108417+0.00528174j 0.00145868+0.0026497j -0.00870251-0.003029j -0.0011131-0.000402857j -0.00328927-0.0020669j 0.0162173+0.00341603j 0.000607976+0.00189726j 0.0113934+0.00167502j 0.000552064-0.000298287j -0.0103667-0.00169937j 0.00545185-9.90972e-05j -0.00390005-0.00435231j 0.00483904-0.00217118j -0.0056235-0.000271865j -0.00315608-0.00444964j -0.000261512+0.0067201j 0.00337994+0.0032359j 0.00091529+0.00189429j 5.60545e-05-0.0019234j -0.00883156-0.000472491j -0.000259413-0.0111333j -0.00325429-0.00672154j -0.00279601-0.00256925j 0.0195588-0.000369444j 0.00448028-8.02058e-05j -0.0175511-0.000413911j 
0.00191984+0.0108504j 0.00941397-0.00567494j 0.0204883-0.0151666j -0.0168657-0.00454996j -0.0281057+0.0111192j -0.0126117+0.00419637j 0.00421366+0.00394163j -0.00452811+0.00466017j 0.00129836-0.000640789j -5.53554e-05+0.00215854j -0.00581065+0.00197186j 0.00717706+0.00188386j -0.0089152+0.000269382j -0.0138683+0.000824503j 0.00103579-0.000141445j 0.00598194+0.00244248j -0.0161254-0.00188425j -0.0126459+0.00260924j 0.0155284-0.00156496j 0.0100129+0.00152405j 0.00911074+0.00759943j 0.060128-0.00644556j -0.0172136+0.00294734j -0.00230244+0.000651735j 0.0114156+0.0002995j -0.00441778+0.00324251j -0.0117538+0.00198345j -0.00797784+0.00199032j 0.0129135-0.0028808j 0.00158493-0.00143936j 0.00728567-0.00425331j 0.00540281-0.00094276j 0.00289143+0.00179503j -0.0105953+0.00439897j 0.00505646-0.00405631j 0.0092406-0.00349583j 0.00677395-0.00464675j 0.00612914-0.000326614j -0.0244185+0.00109366j 0.00828907+0.00994412j 0.00156861+0.030863j -0.0364644+0.00616362j 0.00905989-0.00553634j 0.000146288+0.0180275j 0.0273411-0.0142112j 0.0648115-0.0678807j -0.101213+0.00129639j 0.122212+0.0169958j 0.0660517+0.00566472j -0.0141736+0.00454001j 0.00633661-0.00411447j -0.00320309+0.0471622j 0.00185112-0.042241j -0.0539712-0.0381963j -0.0105886+0.0069864j -0.00339661-0.0109953j 0.00653791+0.00424457j 0.00446574+0.00468951j 0.00146095+0.00410469j 0.0226844+0.0135796j -0.00973049+0.000318857j 0.00767555-0.002375j 0.0247696+0.00568196j 0.0115894+0.00742034j -0.00073134-0.00337175j 0.00945261-0.000216681j -0.00574181+0.000274695j 0.00222354+0.00111886j 0.00664291+0.00129634j -0.0209529-0.00251694j -0.00746607+0.000572672j 0.00876582+0.00196422j -0.0124178-0.00305715j -0.0102607-0.00146204j 0.000560525+0.00359004j 0.0110661+0.00132713j -0.00938992-0.000977325j -0.00277617+0.00416134j 0.00451259-0.000492782j -0.00451064-0.00278056j -0.00171953+0.0013877j -0.00274061+0.00261434j 0.00756927+0.000873149j -0.00060011+0.00105916j 0.0143095+0.00181592j 0.0129912-0.000630613j 0.00177278-0.00776319j 0.000635386-0.00340773j 0.0150232-0.000547908j -0.00571359-2.57351e-06j -0.00356941-0.000305668j 0.00625852+0.00700433j 0.00312285-0.0159526j 0.0108555-0.00092264j -0.0130808+0.00214638j 0.0242578-0.000544299j -0.000586859+0.000687562j 
-0.0200474+0.0178854j 0.00435991+0.0127845j 0.0180626-0.00553306j -0.00531402-0.000784277j 0.00632964-0.000423874j -0.0299543+0.0103952j 0.00616535-0.00210109j -0.00795179+0.00040668j -0.00990696+0.00168455j -0.0212405+0.00402101j 0.00416113-0.00168895j -0.00820993+0.00354356j 0.0142526-0.00360593j -0.0045171-0.00329053j -0.0123899+0.00193522j 0.0195979-0.000832316j 0.0152383-0.000677738j 0.0103094-0.000760787j -0.00239771+0.00263876j 0.0131449+0.00727683j -0.0642564+0.00687934j -0.011862+0.00714217j -0.016953-0.00227788j -0.00884002+0.000308477j -0.00310417+0.00355367j 0.000107735+0.00199154j 0.00155161-0.00317593j 0.00145403-0.000736215j 0.00134804+0.00273262j 0.00278328+0.000647016j 0.0117567+0.000452002j 0.00283565+0.000420069j -0.00183841+0.00233449j 0.00672476-0.00173896j 0.00757903-0.00205528j -0.00122153+0.00233062j 0.00416999-0.00257972j -0.0275887+0.0010875j 0.00710932-0.000100284j -0.000333003+0.0404244j -0.0201353-0.00211362j -0.0213618-0.00207647j -0.00174284+0.00327356j 0.0179166+0.0022101j -0.181145+0.0226478j 0.0650131+0.012461j -0.0521699-0.00411923j -0.047262+0.000491217j -0.0244082+0.0149563j -0.0163871-0.00719335j 0.0294152+0.0327716j 0.00794996-0.0281263j -0.0274361-0.0515046j 0.0178542+0.0270443j 0.0170303+0.00399157j 0.0102687+0.00948608j 0.0144001-0.000726937j 0.00198722-0.00264612j 0.00311839-0.000906265j -0.00763276-0.00626605j -0.00661781-0.0029951j -0.0118104+0.000709343j 0.0119434+0.0013508j -0.00741489-0.00127153j 0.00270774+0.000360553j -0.00368513-0.00123616j 0.000522147-0.00173656j 0.0014976-0.000987609j 0.00496432+0.000606985j 0.000824567-0.00228451j 0.000895404-0.000190554j -0.00156625+0.000186794j 0.00840389+0.000791463j -0.00170278-0.00118393j -0.00159531+0.000604869j 0.000479606-0.000206925j 0.000958965-0.000117922j -0.0102668-0.00310113j -0.0112431-0.00105134j 6.95225e-05+2.55657e-05j -0.00269782-0.00296093j 0.00186408-0.00316415j 0.00123002-0.00572929j -0.00354636+0.000939126j -0.00155444+0.00135491j 0.00186608+0.0023517j 0.00194731+0.00682137j 0.00392944-0.00226244j 0.00494998+0.00120418j 0.0162147-0.000610918j -0.0118929-0.000731519j -0.00225093+0.011319j 0.00660474+0.0017304j -0.0164029+0.000848721j 0.00356007+0.000591697j 0.00617416-0.000568323j 0.0168087-0.00100429j 
0.00179131-0.00588853j -0.0257381+0.0246206j 0.0360768-0.0137706j -0.017874+0.00548805j 0.0106478-0.0041918j 0.0132227-0.00242039j -0.00383355+0.00354447j 0.0043628-0.00152821j 0.00565876-0.00231486j 0.00385406-0.00389416j 0.00281034+0.000739871j -0.0102277+0.00113093j -0.000114397+0.00318306j 0.0117057-0.00310747j -7.81652e-05-0.00313322j -0.0190761+0.006048j 0.0115398-0.00438329j -0.032906+0.00927937j 0.0167975+0.00409416j -0.0831957+0.00803297j -0.00393833-0.00545612j 0.000472168-0.0013537j 0.00447719-0.000650255j 0.00195303+0.000324113j -0.0171165+0.00266544j -0.0157905+0.00181832j -0.000754019+0.000295478j -0.00155862-5.93859e-05j 0.00217681+0.000597926j 0.00194138+0.000892676j -0.00498517+0.00230105j -0.00989102+0.000960938j -0.0122548+0.000590836j -0.0086252+0.000664874j 0.002027-0.000861638j 0.000174883+0.00148347j 0.00842443-0.000752783j 0.0163679+0.00206843j 0.0279334-0.00447311j -0.0308561+0.0139916j -0.00714662-0.0352998j -0.0690951+0.00963668j -0.00304935-0.00221321j -0.206006+0.0301972j -0.0130011-0.0359052j -0.0577948-0.0490723j -0.00697359-0.0214825j 0.0166578+0.00546746j -0.0287981+0.037033j 0.0492292+0.0683978j -0.0216285-0.0136812j -0.0218388-0.0197077j -0.00624447+0.0070162j -0.0077198-0.0109809j 0.0212568+0.0106938j -0.00461857+0.00461144j 0.012358+0.000826061j -0.00673217-0.00301437j 0.0114239-0.00123445j 0.0105468+0.0052636j -0.000541543+0.000718686j -0.0108159-0.00390972j 0.0082993+0.00112622j 0.00838793+0.00306778j -0.00283698-0.00236985j -0.00847466-0.00380657j 0.00301897+0.00159667j 0.000223399+0.00208569j -0.00104565-0.000231656j 0.00781522+0.0017386j 6.96828e-05+0.00104043j -0.00868572-0.00133481j 0.00106255-0.000927712j 0.00672746-0.000559682j -0.00213339+0.00141817j -0.000250752+0.00172042j -0.00866786+0.00184377j 0.00867489-0.00188699j -0.0057202+0.000904301j -0.00198029-0.00303023j 0.00843138+0.000631636j -0.00287667-0.00145801j 0.00849756+0.00765175j -0.00104712+0.00445832j 0.00829334-0.00368961j -0.00893346-0.000156112j -0.00141965-0.00338753j -0.00632776+0.00444858j -0.00405068+0.000407466j 0.00931147+0.00120362j 0.0180007-0.00114195j -0.00206033+0.00584253j 0.000361265+0.00399612j 0.00908319+0.000254545j 0.00227155+0.000369882j -0.00465423+0.000892298j 0.011204+8.38964e-05j 
-0.00322353-0.0178831j -0.0220482+0.0116652j 0.025016-0.0178493j -0.009274-0.00142264j -0.000242397-0.000386584j 0.00588971+0.00041863j 0.00598115+0.00254354j 0.0035702+0.00212494j 0.00036577-0.000175289j -0.000536119+0.000126976j 0.00210434+0.00132474j 0.00724282+0.000425202j 0.0072931+0.00190343j 0.00556665+0.00143619j -0.0028066-0.00134603j 0.010744+0.00720624j -0.00967358+0.0103498j -0.000971425+0.0121435j -0.143198+0.00715807j 0.0280968-0.00266157j 0.0103039-0.0024277j -0.0189706-0.000958211j 0.00728814+0.00351996j -0.0022496+0.00161075j 0.00890291+0.00085642j 0.0180224-0.0021101j 0.0089209+0.000191617j 0.00703215-0.00188635j -0.0158419+0.000989379j -0.00712942-0.000530676j -0.00520333+0.00111444j 0.00884367+0.00100893j 0.0168755-0.00151161j 0.0151231-0.00347315j -0.0043839+0.00298289j -0.0113831-0.00189209j -0.0127715+0.00323254j 0.0439886-0.0142587j 0.0392468-0.0236644j -0.0304299-0.0701323j -0.0220435-0.0490912j -0.188727+0.0226704j -0.083153-0.00608015j 0.0792811-0.00545775j 0.0335043+0.0192376j 0.00568548+0.00175528j 0.000891209-0.0356246j -0.0551182-0.0339022j -0.00138508+0.00598378j 0.00476819-0.00628463j 0.00083674+0.00157922j 0.0156159+0.00348221j 0.00216527+0.00290144j 0.0158801+0.0048579j -0.0153292+0.00077946j -0.00817031-0.000261408j -0.0112968-0.00367447j 0.00503917-0.000322392j -0.00348489+0.000169884j -0.0130971-0.0019518j 0.000602455+0.000567339j 0.00492649-0.000371115j -0.0144725+0.000353985j -0.00559064-0.00158824j 0.000146137-0.000638544j 0.001523+0.00057095j 0.00297505-0.00141538j 0.00103239-0.00227245j -0.00421153+0.000354209j 0.00469562-0.00134238j 0.000847264-0.0022998j -0.000424238+0.000989288j 0.00367233-0.000177803j 0.00131773+0.0016666j -0.000829576-0.00368389j -0.00466519-0.00248143j 0.00717008-0.00396218j -0.000745918+0.00136451j 0.0040244+0.00185623j 0.0043852+0.00468739j -0.00246205+0.00197621j -0.00111216+0.00212841j -0.0121795-0.0010862j -0.0021379-0.00505388j -0.0122697+0.00412374j 0.00342474-0.00157308j 0.000615578+0.00606111j 0.00523595-0.000766753j -0.00979557+0.000946713j -0.0135311-0.000128748j -0.00791015+0.00379404j -0.00347715-0.0111596j -0.00398934+0.0129746j -0.00932578+0.00264642j 0.0046227-0.0017832j -0.0208684+9.66851e-05j -0.00647772-0.000558833j 
0.0318022-0.012404j -0.00952134-0.0104821j 0.0405751-0.00247324j 0.0231382-0.00780693j 0.00390296-0.00101637j 0.000429615+0.000584752j -0.0166525+0.00148824j -0.00806024+0.000852521j 0.00564591-1.52544e-05j 0.00406705-8.6856e-06j -0.00548476-2.02799e-05j -0.00601191+0.00133037j -0.00710152+0.000633196j 0.00161731+0.00111513j 0.00470955+0.000192041j 0.00995563-0.00729271j 0.00912993+0.00597956j -0.164192+0.0107107j 0.0207496-0.0127699j 0.00136291+0.00434911j 0.00288525+0.000106084j 0.0161264-0.00567448j -0.0192374+0.00304328j -0.00482239-0.000562167j -0.00369177+0.00136436j 0.00041617+0.00244695j -0.00689348+0.00292706j 0.00335762+0.000895235j 0.00085721-0.00379677j 0.0097695-0.0023599j 0.00556143-0.000998778j -0.00473596+0.00239201j 0.00162818+0.00200009j 0.00480468+0.00345648j -0.00936736+0.000876909j 0.0142645-0.00349752j -0.00686583-0.00261984j 0.0510286-0.0228964j -0.0301956+0.0122266j -0.0462573-0.0464282j 0.0151504+0.0696849j -0.104381+0.00279605j 0.207996-0.0144151j -0.0330749+0.0200133j -0.00934138-0.0190929j -0.0271531-0.052208j -0.0355256-0.0197163j 0.0193006+0.0130731j 0.0331533+0.00599831j -0.000570542-0.000754355j -0.000151247-0.0019895j 0.0045538-0.00154256j -0.0014418-0.000105406j -0.0114326-0.00129743j -0.00488391+0.00109189j -0.0113765-0.000186409j -3.98955e-05+0.00148669j 0.00616599+0.00214463j 0.000175607-0.0034935j 0.0109116+0.000199678j 0.00136046+0.000799709j -0.00617981-0.0012591j 0.00479007-0.00361003j 0.0149252-0.00105744j -0.000683342+0.000780612j -0.00643033+0.00101235j 0.00556695-0.000517891j -0.00124223-0.00124971j -0.000303344+0.00170747j -0.00104431+0.0015092j -0.00466465+0.00150837j -3.87718e-05+0.00201477j 0.00660366+0.00133285j -0.00446326+0.00231713j -0.00366648+0.0048937j 0.00428862+0.000630762j -0.00175843+0.00276108j 0.00241966-0.0026688j 0.00105236+0.00198729j -0.00519997-0.00329752j -0.0100627+0.00176874j 0.00635023+0.000460928j 0.0065393-0.00462559j -0.00273112+0.00102624j 0.00363947-0.00136287j -0.0104937-0.000910215j 0.0015949-0.00118154j -0.00613085+0.00506218j 0.00725943+0.000647479j -0.000908311-0.00219267j -0.00421335-0.00127989j 0.00344803-0.011508j -0.00275828-0.0113256j 0.00395726-0.00177057j 0.00831674-0.00210882j 0.00659624+0.000642878j -0.0196823+0.000390546j 
-0.0422875-0.0166289j -0.159757+0.0029994j -0.0108917-0.00320621j -0.0250343-0.000577731j -0.0103109-0.00151229j -0.0207961-0.00108849j 0.0192625+0.000433968j -5.26247e-05+0.000740961j -0.0245834+3.79394e-06j -0.0115454+0.00091066j -0.000691209-0.000436125j 0.0277021-0.000411154j -0.00670153-0.00137872j -0.0451121+0.00182314j 0.0041368+0.00147503j 0.133396-0.0177425j -0.171909-0.000528159j 0.0171393+0.00247772j -0.0261165+0.00366287j -0.0096829-0.000672938j -0.00276647-0.00271912j -0.0224728+0.000954454j 0.00627291+0.00039889j -0.0114778+0.000593171j -0.0118466+0.00195871j -0.00828318-0.000821653j 0.0169394-3.61894e-05j 0.0012429-0.00146396j -0.0236688+0.000521069j -0.0177983+0.000804946j -0.000754487+0.00232051j 0.0187741+0.00109902j -0.00495133-0.000276922j 0.0205621-0.00304209j 0.0455925+0.000723442j -0.0113966+0.00373744j 0.0677354+0.000291537j 0.197274-0.00113488j -0.0460957+0.0017351j -0.0235234-0.0097594j 0.00030161-0.017885j 0.0176177+0.0045191j -0.0512788-0.000721145j 0.00292116+0.000787478j -0.0159327-0.00267288j 0.00171568+0.0010304j -0.007142+0.00276897j -0.016988+0.00325066j -0.0126069-0.00214903j 0.004714-0.000969427j 0.00556521+0.00145987j 0.00124199+0.00344057j 0.00364891-0.004504j 0.00587351-0.0012751j 0.000427798+0.00177365j 0.00292631+0.00010664j 0.00657121+0.000814323j -0.00147419-0.00203804j 0.00620735-0.000549832j -0.00404782+0.00147401j -0.00295587+0.00378704j -0.000917675+0.00294488j 0.00167274-0.00111362j -0.00255672-0.000843914j -0.00142069-0.00303489j -0.00458161-0.000737035j -0.00187559-0.00116904j 0.00150876-0.00111599j 0.000181458-0.00347903j 0.00211623-0.00360469j 0.00137427-0.000631977j -0.00394923-0.00227005j 0.0014069-0.00101379j 0.00536452-0.00228949j -0.00142239-0.00415713j -0.00266076+0.000921915j 0.000825699+0.000640426j -0.00542699-0.00223298j -0.00501457+0.0024173j 0.0063004+0.00360257j 0.00525428-0.00523961j -0.000619919-0.00491712j -0.00455324+0.00226037j 0.00417348-0.00106104j -0.00468559+0.00361907j 0.00207645+0.00248945j 0.0025523+0.00837662j 0.00630032-0.0062484j -0.00893803+0.00321256j 0.00814949+0.00122289j -0.00415371+0.00229603j -0.00274566+0.0150749j 0.00670956+0.0079321j -0.0141591+0.0038665j -0.00334173+0.000970819j 0.00219472-0.00034776j 0.0206514-0.00176061j 
