0.0231323+0.0663585j 0.0582398-0.0277908j 0.0562557+0.067028j 0.0747279-0.0462507j 0.00101005+0.00895955j 0.00184262+0.0107863j -0.0119902+0.00687104j 0.000628008+0.0209344j -0.0206805-0.031832j -0.0181471+0.029015j 0.0342603-5.76676e-05j -0.00871497-0.0222564j 0.004932+0.00107306j 0.0173847+0.0100263j 0.000682928+0.0218329j -0.00935001-0.0108875j -0.0259528-0.0266703j -0.0106286+0.0111662j 0.00219362-0.0153246j -0.0136891-0.0254139j -0.0366254-0.0160075j -0.00361761+0.0122173j -0.00780465-0.000925837j -0.00158988+0.00108699j 0.0177615+0.00752486j 0.00515961-0.0178355j 0.0108512-0.0195421j -0.00734081+0.00529769j 0.011265+0.0062127j 0.0122571+0.00411429j 0.0188306+0.00689643j -0.00379669+0.0108002j 0.0101213+0.0208431j -0.0347377+0.010521j -0.0109867-0.0189304j 0.00714609-0.0221133j 0.0187315+0.00187585j -0.026726-0.00479902j -0.00105683-0.0145525j 0.00631651+0.0142205j 0.0148458+0.00145246j -0.00351074-0.00478145j -0.0244185-0.00641195j 0.0134777-0.00292752j -0.0361608+0.00418609j 0.000258985+0.00230517j -0.00899125-0.00913508j -0.0243052+0.0229086j 0.0230617+0.0233835j 0.0149988+0.00793117j 0.00722318-0.0319154j -0.00262389-0.00900634j 0.00845207-0.00482691j -0.0111494+0.0232043j -0.013084+0.00326398j 0.008042+0.00216741j -0.0064512+0.005467j -0.000769947-0.000255153j -0.0168692+0.0135468j -0.0133341+0.0111945j -0.00696881-0.0145771j -0.0199262+0.023996j -0.0257157+0.0133108j 0.0137519-0.00437388j -0.0210896-0.0165829j -0.00268471+0.0121446j -0.00879204+0.00156064j 0.0128811+0.00707424j 0.0225352-0.0280318j 0.0109844-0.0257426j 0.021397+0.00776802j -0.00879048+0.0328837j 0.0100885-0.0128791j -0.0122837+0.0170089j 0.00393281+0.000253633j 0.00752426-0.00497574j 0.0180167+0.00532242j 0.0117903+0.0162065j 0.00216544-0.0112275j -0.00326921+0.0166163j -0.00937984-0.0147181j -0.0181832+0.0251036j 0.00916558-0.0161369j 0.00791596-0.00669081j -0.00622454+0.0178815j 0.0361113-0.010855j 0.00701574-0.00336509j 0.0206418-0.0111401j 0.0371231+0.0495456j -4.29285e-05+0.00322223j -0.00955559+0.00474196j 0.0715961+0.0426929j 0.0267723-0.0773895j 0.046476+0.058813j -0.0592531+0.0489764j 
0.000999516+0.0164858j 0.00933304-0.0050249j 0.00530654+0.0348907j 0.0332815+0.00135055j 0.00993841+0.0218367j 0.0221104-0.0121492j 0.0120223+0.0245435j 0.00118318+0.00869779j 0.00567992-0.0279579j -0.0223175-0.000186721j 0.0225623-0.0257323j -0.0312146+0.0140321j -0.00986084+0.000234989j 0.0289755-0.00701953j -0.0137416-0.0116639j -0.00291074+0.0080439j 0.0350523+0.0120089j 0.00887004+0.000512978j 0.00896142-0.000887601j -0.0108421-0.00195028j 0.0183586-0.00264782j 0.000690227+0.0192213j -0.000393313+0.00575231j 0.00504624-0.00365544j -0.00446199-0.0119353j 0.00989526-0.00571851j -0.00662927-0.0075881j 0.000543939+0.00685472j 0.00959083-0.0118503j 0.0109712-0.0147697j 0.00595813-0.0125669j -0.000212361-0.00887766j -0.0066318+0.0119427j 0.0192082-0.0421316j -0.0206718-0.0238928j 0.00421158-0.00747319j -0.0213617-0.00747958j -0.00946812+0.00773846j 0.00870892+0.0059866j 0.00627571-0.00938636j 0.00798779+0.00970817j -0.0117415-0.0158636j -0.0023159+0.019029j 0.000437829-0.000519692j 0.0523117+0.0176386j 0.00861169-0.0164441j 0.0144374+0.0161126j 0.0221151-0.0068176j -0.0167116+0.0094822j 0.0192868+0.00456316j -0.00462322+0.0105535j 0.018142-0.024866j -0.00407123+0.0152417j -0.00392705+0.0252271j 0.00689625-0.0134309j 0.0156455+0.0150857j 0.00236118-0.00323938j 0.0197611-0.00682988j -0.0272075+0.00535352j -0.00100467+0.0329838j 0.00319969+0.0123559j 0.00294711-0.020472j -0.00617605+0.020858j -0.00852269-0.00366278j -0.00523387-0.0079433j 0.0129919+0.018137j -0.00910461+0.0209892j 0.00760361+0.0197034j -0.0082126-0.00213664j 0.0107782-0.010166j -0.00919779-0.0144188j 0.0173907+0.000637201j 0.00734696+0.023723j -0.0198888-0.0242778j 0.0126613-0.00382345j 0.0149925-0.0177843j -0.0159816-0.0119848j -0.00337893-0.0369154j 0.00161797+0.0143292j 0.0144151+0.0136131j -0.0258027-0.005335j -0.00631748-0.0152237j -0.00680845-0.047918j 0.0173068+0.0199935j 0.0323327-0.00724518j 0.00745971-0.0423957j -0.0120851-0.00016443j -0.00484376+0.014332j 0.00990153+0.0191071j -0.0435787+0.0253431j 0.0173199+0.0397266j 0.0203958+0.0186245j 0.0129498-0.0150163j 0.00183247-0.00294028j 0.002749+0.0123705j 
0.0111803+0.0301114j 0.0235559-0.0134073j 0.0382588+0.0434096j 0.0410162-0.0359416j 0.0115203+0.0114757j 0.0169877-0.00349343j -0.0173117+0.049312j -0.00473464-0.0105506j 0.0347226-0.0296813j -0.0405728-0.00713788j 0.00583082+0.00877243j -0.0136199-0.0105662j -0.00836029+0.0253583j 0.00524738-0.00131876j -0.0239197+0.00726455j 0.000869539-0.00989942j -0.00636335+0.00810913j 0.00383803+0.0018179j 0.0198854+0.0132065j 0.0141344-0.000244387j -0.00172949-0.0123701j 0.00265913+0.0163214j 0.00363039-0.00439086j 0.0128313-0.0129648j 0.0197376+0.00277502j -0.0256973+0.00858583j -0.00485883+0.00344361j -0.00890151+0.00479489j 0.0324993-0.00302984j 0.000642714+0.00729321j 0.00627491+0.000393655j -0.00697968+0.0107395j -0.00642344+0.021799j 0.020617-0.0225525j -0.00852727-0.0271203j 0.000742407-0.0175313j 0.010099-0.000879273j -0.00464249-0.0287319j 0.0107749-0.027939j 0.0114576+0.000402564j 0.0136907-0.0201197j -0.025296-0.00944949j -0.0109889-0.011264j -0.00376527-0.0145392j -0.00819281-0.00957287j -0.000998642-0.0274185j -0.00405831-0.0176064j 0.00301006-0.012474j -0.017636+0.0244772j 0.0609152+0.0186813j -0.00884775-0.000120034j 0.0215284-0.0181871j 0.0115079+0.0157207j 0.0072358+0.0172505j 0.0149706+0.0137328j 0.0198729+0.00937979j -0.0180132+0.00905876j 0.0149621-0.00831068j -0.0211908-0.00721538j 0.00275938-0.00529333j 0.0171863+0.0150788j -0.033649-0.000442634j -0.0341296+0.0360516j 0.0129699-0.00908178j -0.00871784+0.00242787j -0.00508353-0.00786607j 0.00763796+0.0206275j 0.0250866+0.0203865j -0.0243507-0.0327663j 0.0128346+0.0149188j -0.00935678+0.0484359j -0.0124646+0.0335065j 0.00672277+0.0136713j -0.00914291-0.00378268j -0.0289481-0.0181424j -0.0121429-0.0195914j -0.000948832+0.034347j 0.0181472+0.00907632j -0.0150445+0.0303578j 0.000734442+0.0308231j -0.0193637-0.0375903j -0.00580799+0.00714922j -0.00409931-0.0194905j 0.0306294-0.00346482j 0.0156091+0.00895858j 0.0371662+0.00189651j -0.0223228-0.033959j 0.00440371+0.0103889j 0.00715997-0.00203276j -0.0119834+0.0156501j 0.0108895+0.0216433j 0.0523334-0.00436692j 0.0152524-0.0412026j 0.0434241+0.0230251j -0.0198334+0.0470496j 
0.0112129+0.023341j 0.022344-0.0163708j 0.0151222+0.0581787j 0.0592057-0.0164722j 0.0114648+0.0195571j 0.00531538+0.00587164j -0.0276997-0.00334355j -0.017383+0.0376605j -0.0114823-0.0377681j -0.0171372+0.0113796j 0.0220448+0.0294871j 0.00617393-0.00709279j 0.0217667-0.00939126j 0.0303661+0.0109421j -0.0161095+0.0018373j -0.0271855-0.0045197j -0.00330748-0.00658615j 0.0138449+0.0162946j 0.00276006-0.000444048j -0.0112642-0.00168804j -0.0178828-0.0147174j 0.0176363-0.00995954j -0.0162368+0.0072543j -0.009291-0.0044444j 0.0229215+0.017233j 0.000716584-0.0229713j 0.00336622-0.011628j -0.0206813+0.0120274j 0.00312658-0.0055731j 0.00993706+0.0130733j 0.0041737-0.00787602j -0.0029383+0.0123279j 0.00934843+0.0274886j 0.000685727-0.0166549j -0.00208854-0.040522j 0.00335802-0.00896098j 0.0155307+0.0188815j -0.032202-0.00558502j -0.00239885-0.0111655j 0.01304+0.00885947j -0.00810783+0.00958608j -0.00841753-0.00491552j 0.00602373-0.00966077j 0.0189555-0.00968878j -0.00788322+0.00576165j -0.00320367-0.01159j 0.00861108+0.00320317j -0.00484893+0.0108797j -0.0202455+0.0100287j 0.0152223+0.00377198j 0.00626184+0.00260826j 0.00917488-0.00158676j 0.000528281+0.00778569j -0.000264059+0.0261639j 0.0077848-0.0157223j 0.0216147+0.00492071j 0.00637283+0.00255647j 0.00117347-0.00910334j -0.021011+0.00130002j -8.3218e-05+0.0119057j -0.00710912-0.0160933j -0.0200256+0.0089451j -0.0321511-0.00206636j 0.0150193-0.016561j -0.00529633-0.0174531j 0.00749722+0.00985536j -0.00982272-0.00143746j 0.0111188+0.00378559j 0.0170132-0.0162403j 0.0230682-0.013862j 0.0104265+0.0201997j 0.00843375+0.0380913j 0.012443+0.00451778j -0.0122879-0.0037565j 0.00122+0.00060463j 0.0092063-0.0034302j 0.00703963+0.0223066j 0.00149665+0.0165223j 0.0250146+0.00101704j 0.00619354+0.000984238j -0.0232969-0.0102366j -0.0093496+0.017695j 0.00027946-0.0319437j -0.00192321-0.00165375j 0.0137642-0.00847262j 0.0189863-0.0267134j 0.0240996-0.0256997j 0.00761342-0.0352954j 0.032955-0.00651563j -0.00559606-0.00276895j -0.00837115+0.0169513j 0.0638606+0.00238622j 0.00132842-0.0638492j 0.0272302+0.0281446j -0.0218424+0.025538j 
0.0214722-0.0142347j -0.0171963-0.0237424j -0.0246797-0.0305567j -0.0390889+0.0227092j -0.00965044-0.0230561j -0.0123909+0.0161478j -0.0271425+0.0202233j 0.0433344-0.00434013j 0.0258412+0.033644j 0.0144291+0.0284102j -0.00935477+0.0179449j -0.0171965+0.0178835j 0.00749945+0.0046178j -0.00640109+0.0108954j 0.00302849+0.0227665j 0.00800145+0.0369453j 0.00915386-0.00710025j 0.00324268-0.0218148j -0.0179596+0.0147191j -0.0213228-0.00519824j 0.000100495-0.00061202j 0.0121813+0.00113239j -0.00607842+0.00238996j -0.0128756-0.00245326j 0.0126188-0.0231599j 0.0322981-0.0067883j -0.0112755+0.0126998j 0.0208468+0.00771514j -0.0431052-0.00527824j -0.00262055-0.00966791j -0.0170221-0.0201012j -0.00563788-0.0280637j -0.0245065-0.00177791j -0.0158106-0.00537841j -0.000493855+0.0223535j -0.016349+0.0118726j -0.019296-0.00454839j 0.00644234+0.0150229j -0.0363764+0.0142367j -0.0215985-0.0161141j -0.0326877-0.0105762j 0.00144307+0.0128085j -0.0155914+0.00685788j 0.0105916-0.0285066j 0.0153276-0.0217135j -0.0160978+0.00926518j 0.0342073+0.0193746j 0.00630816+0.01433j 0.0184894-0.0241614j -0.0173329+0.012097j -0.00719854-0.00037165j 0.0196014+0.0435911j 0.006149+0.0113755j 0.014619-0.0121525j -0.0259796-0.0226843j -0.0047522+0.013442j -0.00114603+0.0319174j 0.00345736-0.0158754j 0.00196669-0.0130582j 0.0239654-0.0390806j 0.012792-0.0325171j -0.00202442-0.0150843j 0.0210784+0.00312974j 0.0077798+0.0100154j -0.00290755-0.00341992j 0.00402526-0.0124379j 0.00161464-0.00957076j 0.000660795-0.0217121j 0.022464+0.0108938j -0.00996005+0.000608502j -0.0112633-0.0542707j -0.011113+0.00301863j 0.0294469-0.0158452j 0.0131644-0.00223172j 0.00207213-0.0456165j 0.00408559+0.00173002j 0.00958883+0.0179856j -0.00801261+0.0153747j 0.0486692+0.00771966j 0.0105224-0.00574365j 0.0152344-0.0256607j 0.0551076-0.00988233j 0.0241528+0.00476244j 0.0238154-0.0330674j 0.00142606-0.0236717j -0.00780372+0.00156476j 0.00971885+0.0138112j -0.0190571+0.0145089j -0.034167+0.00978637j 0.0014152-0.0200853j -0.0124399-0.0192758j -0.0415728+0.0218433j 0.0232104+0.0349015j 0.0135794-0.0246395j 0.0161207+0.019586j 
-0.0446562-0.0277754j -0.0253958+0.0539008j 0.00116187-0.0578331j -0.0628461-0.00897181j -0.0160272-0.0168321j -0.00363525+0.010003j 0.0179909-0.00674351j -0.00644702+0.00441957j -0.0242328+0.019646j 0.0119461-0.00651363j -0.0215868-0.0122025j 0.0122687+0.00443456j -0.014523-0.0147091j -0.00402691-0.0107311j 0.00885659-0.0146686j -0.000757469+0.0101528j 0.000138922+0.0100249j 0.00811365+0.000162414j 0.000766996-0.00098899j 0.00751621+0.005875j 0.0113121+0.0218401j -0.022224-0.0123381j 0.00161716-0.00389902j 0.000422881+0.0054341j -0.0102307+0.00557854j 0.00096749+0.0116439j 0.00235453+0.00206421j -0.00493791+0.00822061j -0.00331098-0.00311993j -0.017979-0.00401636j -0.000718476-0.0035037j 0.0179252-0.00916011j 0.00813244-0.0163475j 0.00274702+0.0137398j 0.00962708+0.0212211j 0.00786366+0.00573464j 0.00243148+0.00993211j 0.0199755+0.0070595j 0.0013011-0.00350458j -0.00948956+0.0131055j -0.00693356+0.00628558j 0.00542049-0.00413496j 0.0270008+0.0125942j -0.0147658+0.0487561j 0.00251811+0.00595077j 0.00669725-0.0010617j -0.00972905+0.0281205j -0.000406545+0.00154848j -0.0211752-0.0102188j -0.0184569+0.0246891j 0.0113486+0.0224165j -0.00125914+0.0145397j -0.022629-0.0192074j -0.01289-0.0316991j 0.00518751+0.0273179j -0.0200507-0.0203488j -0.00524842-0.0224223j -0.0101026-0.00771693j 0.0216947+0.0107988j 0.0131632-0.0205749j -0.00470135+0.000846487j 0.0189992-0.00871053j 0.0142381+0.0172454j 0.0224156+0.00862015j 0.0293811+0.0239968j -0.00375898+0.00824971j 0.0129328-0.0104803j -0.0130183-0.00876151j 0.00173785-0.00193906j -0.0411203+0.00949235j -0.0515005-0.000935922j -0.0272755-0.024139j 0.00606749+0.00381461j 0.0421263+0.00289312j -0.0190243-0.015333j 0.00367586+0.0239814j 0.00839234-0.0379946j -0.0116531+0.015954j -0.0292922-0.00294707j 0.0202982+0.0137746j -0.0040823+0.0275618j 0.0378557-0.05463j -0.00518497+0.0333934j 0.0286878-0.0157154j -0.00429306-0.00986787j -0.015625+0.00435887j -0.00576261+0.0440037j 0.0252144+0.00514474j -0.0135716+0.0333142j -9.14945e-05-0.0248943j -0.0118095-0.00676071j -0.0660276-0.0451524j -0.0465103+0.0548016j -0.0499101-0.00504474j 0.000917567-0.0528606j 
0.00329592-0.0258412j -0.0252176-0.00705778j -0.0261956+0.00306798j 0.00546713+0.0151869j 0.0125332+0.00221517j 0.00432893-0.00887804j -0.0135837+0.00723807j -0.014048+0.00955617j 0.00690736-0.016772j -0.00204712-0.00517646j -0.00479537+0.0135043j 0.0269668-0.00383842j 0.00650609-0.0161632j 0.0085336+0.00411084j -0.00250787-0.00724855j -0.0185609+0.0038976j -0.00563947+0.00500037j 0.00972129-0.00709569j -0.00380618+0.00223361j 0.000606397-0.000129698j -5.50542e-05-0.025673j -0.00393637-0.00781249j 0.0016007-0.00814635j -0.00463425+0.00842887j -0.00185472-0.00622421j 0.00203448-0.000395448j 0.0126431-0.00218884j -0.00551574+0.0115688j -0.00981996-0.0012184j -0.0149035+0.0124954j 0.0078489-0.00487033j -0.00711975+0.0102953j 0.00432578+0.016251j -0.00495944-0.0248085j 0.00526337-0.00249407j -0.00699145+0.00132807j -0.0125256+0.0187088j 0.0144978-0.0103866j -0.0249021+0.00338142j 0.0156462-0.00180762j -0.00181553-0.01145j 0.0107992+0.0103891j 0.0149262+0.00173216j 0.00413482-0.0210108j 0.00646016-0.00831525j -0.00594124+0.00190633j 0.018126-0.00436108j 0.000372383-0.0169841j -0.0185854+0.0113522j 0.00886783+0.0116062j 0.00161418+0.0127506j 0.00469228+0.0186925j -0.00658962+0.0194044j 0.0165664-0.0155669j 0.0187243-0.00961172j -0.0104903+0.011802j 0.0151432+0.0024625j -0.00687731+0.0162087j -0.00151755-0.0104874j 0.0106162-0.00312419j -0.00472977+0.0121311j 0.006075-0.00446983j 0.00493447-0.0110926j -0.00670569-0.00117274j -0.0152319-0.00340644j -0.00127388-0.00898323j -0.00427889-0.00898216j -0.00161678-0.00152598j 0.00108939+0.0123749j 0.0272068+0.000401812j 0.00723472+0.00897232j 0.00195076+0.000550876j -0.000566989-0.00135999j 0.00278791-0.0121339j 0.0162438+0.0132487j -2.44647e-05+0.00320459j -0.01404+0.0114155j -0.00369988-0.0228709j -0.00774704+0.00366739j 0.00593197-0.00486213j -0.0235018-0.0033841j -0.0035019+0.00835426j -0.0120119-0.00363775j 0.0011846+0.00980063j -0.00714896-0.000106033j -0.00829855+0.00866499j 0.0361908-0.0281357j -0.00928412-0.04235j 0.00965938-0.0312866j 0.0052226-0.00510123j -0.0114788+0.00171032j 0.027588-0.00745662j -0.00622147-0.0106814j 0.00225288-0.0255032j 0.0242101-0.000717102j 
0.00751222-0.00819871j -0.0100809-0.0102336j -0.00970042+0.00258721j -0.00372875+0.000770823j 0.01613-0.000816454j 0.00345545-0.00704625j -0.0270491+0.0235392j 0.00873228-0.00122456j 0.0295579+0.00385461j -0.011118-0.0102207j 0.00310413+0.00466117j 0.00187743-0.00842978j 0.00793473+0.0080331j -0.00895676-0.00156566j -0.013858+0.0146409j 0.00227387-0.0064711j -0.00111444+0.00910653j 0.00419266+0.00078385j 0.00893108-0.00389141j 0.00941224-0.00183086j 0.010887-0.0092914j 0.0118174+0.0128672j -0.00343245-0.00637986j -0.00729843-0.00274552j 0.0134553-0.000990524j -0.0161921+0.0111917j -0.00855756-0.000768031j -0.00133857+0.00319819j 0.00701426+0.00895947j 0.00508511+0.000327516j -0.0112348+0.0010238j -0.0157799+0.0135824j -0.0128401+0.00484569j 0.0129334-0.00624237j -0.00102935-0.01002j -0.000199519+0.00152186j -0.00562033-0.0154263j 0.00825469-0.00796657j -0.00509019-0.00509715j 0.000455976-0.00478298j -0.00466798-0.00336396j -0.00904492+0.00539438j 0.00994775-0.0125888j -0.000913913-0.0157704j 0.00640465-0.0019062j -0.0288204-0.00798845j 0.0212238-0.0125387j 0.00958988-0.0038341j 0.00578707+0.0116786j 0.0251868-0.0050471j -0.00288467+0.014228j -0.00676926+0.00909579j 0.00676171-0.00345073j -0.0163982-0.0123538j 0.00797469+0.0207783j 0.00239459+0.000111789j 0.00399456+0.00710359j 8.66876e-05-0.0155607j -0.00375816-0.00820349j 0.00830433-0.0244742j 0.00321318+0.0070938j -0.00421506-0.0091971j -0.000213862+0.0118317j -0.00744317+0.0174105j 0.00534864-0.00205277j 0.00451907-0.00557035j 0.0140815+0.0111351j 0.000148399+0.00157626j 0.00500263+0.002998j -0.00434755-0.00400724j 0.0164691+0.0118889j -0.0209071+0.0121683j -0.0007222+0.00350689j -0.00517813-0.00119502j -0.00389446-0.00414904j -0.00595232-0.0083044j -0.00349844+0.0132056j 0.00937381-0.0112109j -0.0229284+0.0240281j -0.00611493-0.00122191j -0.0193296-0.0249046j 0.0093755+0.00255243j -0.00813939-0.013678j 0.0232268+0.000954209j -0.00734585+0.00514373j 0.00497193+0.00198971j -0.000866585-0.0202651j -0.0189056-0.00923178j -0.00294234-0.00597261j 0.0100244+0.00535503j -0.000591015-0.0025365j 0.0143376+0.00095067j 0.00922892-0.0059224j 0.0182876-0.00849268j 0.00964686+0.0133799j 
0.0124587+0.0248635j 0.019512-0.0179964j -0.00568816+0.00832106j 0.00678645+0.00401342j 0.017357-0.0344896j -0.028873-0.0129055j -0.023601-0.0054959j -0.00276184+0.000695056j 0.0116899+0.00153768j -0.000223665-0.0190876j -0.00456048-0.00200315j -0.0198573-0.0057457j -0.0202186+0.0236155j -0.00183497+0.00433363j 0.021303+0.00707006j -0.00112629+0.0173345j 0.00878793+0.00974078j 0.00855203+0.0216909j 0.00445009+0.00653736j 0.00418007+0.00941515j -0.0016513-0.00892224j 0.0130919-0.0162244j -0.00874767+0.0105247j 0.00979006-0.00510101j 0.00330998+0.0045206j 0.00482229-0.00993816j 0.00197287+0.0162317j 0.0102686+0.0104315j 0.0135652+0.0181966j 0.00778289+0.0138259j -0.0216434+0.0190367j -0.0156599+0.010499j -0.0117365-0.0120429j -0.0150967+0.0220467j -1.24648e-05-0.00833832j 0.008519-0.00507071j 0.00763189-0.00925102j 0.00677853-0.0201208j 0.0311596+0.019704j -0.00273766-0.00468428j 0.024241-0.00816365j 0.00348278+0.0102235j -0.00249356-0.012411j 0.0047118-0.0117342j -0.0059959-0.0130617j 0.0143022+0.00591166j 0.0145159-0.000300997j -0.012917+0.000500654j 0.000612647+0.00765092j 0.0159742-0.00114241j -0.00887608-0.028396j -0.0249578-0.006567j 0.0297816-0.00222039j -0.0103204+0.00686948j 0.0130392+0.00479376j -0.00433163-0.000112137j -0.00807474-0.0076603j -7.75082e-05-0.0100444j 0.0172261+0.0133711j -0.0050682-0.00387211j 0.00445219-0.000218347j -0.00467696-0.00992564j -0.00236175+0.00692391j 0.00534752+0.00806517j -0.00610766+0.00310232j -0.00468446-0.00146311j 0.0142169+0.0080694j -0.0344238+0.00340398j 0.0127532+0.00156101j 0.000788105-0.0162837j 0.0225563+0.00551064j 0.0155451-0.00742561j -0.013187-0.0205577j -0.00567238+0.0453381j 0.00372733+0.00710649j -0.0193569-0.0122047j 0.0183676-0.0139858j 0.0154188+0.00377714j 0.00929119+0.01338j 0.00910522-0.0142572j -0.000701141-0.00330414j 0.00937922+0.0217886j 0.0120094-0.0206973j -0.0238221-0.00653078j 0.0165246+0.0238125j 0.0380021-0.0275027j -0.015258+0.00685982j 0.00334053+0.00546043j 0.0200466+0.00745046j 0.0207714+0.0309616j 0.0287002-0.0309762j -0.00749993+0.00639244j 0.0122189+0.0122065j 0.0112628+0.00182j -0.00404298+0.0172993j 
0.000889706+0.0278287j 0.026542-0.00809218j -0.0059411+0.0417688j 0.0452136+0.00536149j 0.0215606-0.0149065j -0.0172667-0.0189469j -0.0174574-0.0105383j -0.0134763+0.0234503j -0.0159294-0.0276607j 0.000699902-0.0327649j 0.00278686-0.0181073j -0.0310345-0.00684827j -0.00710288+0.0156245j 0.0238601+0.0145364j 0.00864291+0.00723062j -0.00672419+0.00104457j 0.0030292+0.00299837j -0.00424517+0.00620895j -0.00154984+0.0057691j 0.0141205-0.00516202j 0.000445546-0.00831936j -0.00728193+0.00457205j 0.00577979-0.0135776j 0.0206817+0.00126639j 0.0123997+0.00470025j -0.0189341-0.0159888j -0.00658322+0.00559798j 0.00186912-0.000577454j 0.0206624+0.000232275j 0.0138875+0.00438888j -0.00048012+0.00774577j -0.0210272+2.78323e-05j -0.00525974+0.000429474j -0.0142629+0.0105268j -0.004026-0.0395779j 0.00843339+0.00988643j 0.0185257+0.00867735j -0.00138742-0.0140369j 0.0180244+0.0161807j 0.00464407+0.0066594j 0.0300474+0.0130603j -0.0179734+0.000234196j -0.014253+0.00801406j 0.015385+0.00146284j 0.0157194-0.00209068j 0.00653358-0.00164387j 0.000309623-0.0157744j -0.0307482-0.0133086j -0.0126361-0.000108494j -0.0146063+0.00874205j 0.00177023-0.0197798j -0.00802586-0.0126119j 0.0264283-0.00105527j 0.0127811+0.0156677j 0.0328959-0.00905704j 0.0114105-0.0089317j 0.0057915-0.00181579j -0.00257876+0.0033143j 0.000714888+0.0198876j -0.0276402+0.0216592j -0.0102991+0.00680411j 0.00140136-0.0199337j -0.0224343-0.00293279j 0.00905827-0.0188564j 0.0122928-0.0134093j -0.0163458-0.000991533j 0.00169245+0.00577474j 0.00463062+0.0049012j 0.0296812+0.0181789j 0.0145048-0.0206736j 0.00810311+0.0166091j 0.0202603+0.0239704j -0.019106+0.00882493j -0.00534131+0.0385882j -0.0013939+0.0103882j -0.0226804+0.00053926j 0.010657-0.0251803j 0.0172987+0.0154481j 0.00159663+0.0114054j 0.0117847-0.000556374j -0.0357046-0.00955658j 0.00411917+0.0190402j 0.0157832-0.0451952j -0.0430821+0.00626265j 0.0276572+0.0050304j 0.0223364-0.0567634j 0.000302762+0.00286364j 0.00636886-0.0160299j 0.0422257-0.0051543j 0.00844766+0.046829j 0.0441374+0.000622897j 0.0167289-0.0121893j -0.00865886-0.0125959j 0.0127187+0.0189309j -0.0104255+0.00841304j 
0.0064126+0.019899j 0.0213643-0.00583794j -0.00366724-0.00899086j -0.0017478+0.0139566j -0.0113242-0.00867401j -0.0137505+0.00798227j 0.00187589-0.00527027j 0.0168108+0.000904009j 0.00227163+0.00309939j 0.000281895-0.00435757j 0.00478793-0.00426091j -0.0187301-0.00477767j -0.0185658+0.00518806j 0.0140177+0.00235225j 0.00711436+0.00591046j -0.00316036-0.00133688j -0.00694987+0.000433243j -0.000113872+0.012062j 0.0149667+8.09104e-05j -0.00394688+0.00707923j 0.00127627-0.00656634j -0.00836557-0.00393872j -0.00869536+0.00573338j 0.00325155+0.00645045j -0.00221431-0.00686033j 0.0160184-0.00901162j 0.0108213-0.00498716j 0.0118161-0.00750084j -0.0122105-0.00160774j 0.00583812-0.00564172j -0.00628663-0.00831026j -0.00140243-0.0067655j 0.00347092+0.000517895j -0.0112178+0.0111246j -0.0048769-0.00632668j 0.00881383-0.000586749j -0.00257646-0.00101117j 0.000532859+0.0140212j 0.00279878+0.0107526j -0.0157223+0.00155201j 0.00324606+0.0157392j 0.001444+0.00183615j -0.0265761-0.00536806j -0.00961315-0.0137762j -9.4676e-05+0.00201532j 0.0153198+0.0099936j 0.00978651+0.0143533j 0.000453296+0.00176271j -0.00252749+0.00252928j -0.00186831+0.00249119j -0.00915929-0.00485647j -0.00665949+0.00204717j 0.00686956+0.000795991j -0.0124185+0.00486369j -0.0122847-0.0103555j 0.00394011+0.00238744j 0.00999939+0.000500092j 0.00218636-0.0139685j -0.00913463-0.00819007j 0.00914027+0.00979597j 0.00967286-0.00552531j -0.00463996-0.00327601j -0.0180847+0.0242775j 0.0106601-0.00103106j -0.00141868-0.00656652j 0.0091595+0.00709125j 0.0153989+0.00855793j -0.0241848-0.00927533j 0.0166283-0.0104447j 0.0149938-0.0104459j -0.00233254-0.0152482j 0.0135504-0.00513161j -0.00669205-0.0205612j -0.01616+0.0115042j 0.0203174-0.00212245j -0.0147394-0.00866161j -0.00237894-0.0119246j -0.0119643+0.00264504j 0.0213263+0.00155339j -0.00173244-0.014613j -0.00965799+0.0012712j 0.015254+0.0161717j 0.0226889+0.00109627j 0.0130488-0.0129065j 0.022526-0.00983262j -0.000152328-0.0209621j -0.0230366+0.0108656j 0.0171658+0.00380267j 0.0260523+0.0204301j 0.00528754-0.00287924j -0.0084712-0.00715568j -0.0152576+0.00772315j 0.000645778+0.0190401j 0.00824557+0.00635422j 0.00157716+0.00453421j 
