0.0231323+0.0663585j 0.0582398-0.0277908j 0.0562557+0.067028j 0.0747279-0.0462507j 0.00101005+0.00895955j 0.00184262+0.0107863j -0.0119902+0.00687104j 0.000628008+0.0209344j -0.0206805-0.031832j -0.0181471+0.029015j 0.0342603-5.76676e-05j -0.00871497-0.0222564j 0.004932+0.00107306j 0.0173847+0.0100263j 0.000682928+0.0218329j -0.00935001-0.0108875j -0.0259528-0.0266703j -0.0106286+0.0111662j 0.00219362-0.0153246j -0.0136891-0.0254139j -0.0366254-0.0160075j -0.00361761+0.0122173j -0.00780465-0.000925837j -0.00158988+0.00108699j 0.0177615+0.00752486j 0.00515961-0.0178355j 0.0108512-0.0195421j -0.00734081+0.00529769j 0.011265+0.0062127j 0.0122571+0.00411429j 0.0188306+0.00689643j -0.00379669+0.0108002j 0.0101213+0.0208431j -0.0347377+0.010521j -0.0109867-0.0189304j 0.00714609-0.0221133j 0.0187315+0.00187585j -0.026726-0.00479902j -0.00105683-0.0145525j 0.00631651+0.0142205j 0.0148458+0.00145246j -0.00351074-0.00478145j -0.0244185-0.00641195j 0.0134777-0.00292752j -0.0361608+0.00418609j 0.000258985+0.00230517j -0.00899125-0.00913508j -0.0243052+0.0229086j 0.0230617+0.0233835j 0.0149988+0.00793117j 0.00722318-0.0319154j -0.00262389-0.00900634j 0.00845207-0.00482691j -0.0111494+0.0232043j -0.013084+0.00326398j 0.008042+0.00216741j -0.0064512+0.005467j -0.000769947-0.000255153j -0.0168692+0.0135468j -0.0133341+0.0111945j -0.00696881-0.0145771j -0.0199262+0.023996j -0.0257157+0.0133108j 0.0137519-0.00437388j -0.0210896-0.0165829j -0.00268471+0.0121446j -0.00879204+0.00156064j 0.0128811+0.00707424j 0.0225352-0.0280318j 0.0109844-0.0257426j 0.021397+0.00776802j -0.00879048+0.0328837j 0.0100885-0.0128791j -0.0122837+0.0170089j 0.00393281+0.000253633j 0.00752426-0.00497574j 0.0180167+0.00532242j 0.0117903+0.0162065j 0.00216544-0.0112275j -0.00326921+0.0166163j -0.00937984-0.0147181j -0.0181832+0.0251036j 0.00916558-0.0161369j 0.00791596-0.00669081j -0.00622454+0.0178815j 0.0361113-0.010855j 0.00701574-0.00336509j 0.0206418-0.0111401j 0.0371231+0.0495456j -4.29285e-05+0.00322223j -0.00955559+0.00474196j 0.0715961+0.0426929j 0.0267723-0.0773895j 0.046476+0.058813j -0.0592531+0.0489764j 
0.00646512+0.00421814j -0.000911842+0.00546976j 0.0133624+0.0108995j -0.0120092-0.00728622j -0.0110167-0.00276276j 0.00254745-0.000204577j 0.00727175+0.00324613j -0.00658493+0.00611953j 0.000668337+0.00474331j 0.00325453+0.0168495j -0.00608207-0.000626139j 0.00570134+0.00497189j 0.00448477+0.00440484j -0.010874+0.00540594j 0.00380563+0.00344186j 0.00859237-0.0115827j -0.00066785-0.00190288j 0.00363853-0.000585418j 0.0101999-0.00277299j -0.00700014+0.00773501j -0.00363552-0.00157512j -0.00864036-0.00581846j 0.00498866+0.00583849j -0.00237929+0.00620538j 0.00131515+0.00196974j 0.00238784-0.00568531j 0.00529646-0.00750454j -0.0017753+0.00220093j 0.00541188+0.0118705j 0.00550499+0.000868089j -0.00783654+0.00735107j 0.0140799-0.000518896j 0.0106617+0.000760102j -0.00704396-0.00388696j -0.00419541+0.00923225j 0.00752515-0.00122584j 0.00511141+0.00581968j 0.00125532+0.00264799j -0.00616525-0.00178563j -0.00276394-0.00384468j 0.000427542-0.00581835j -0.000617625+0.00168876j -0.00181823-9.86354e-05j 0.00612388+0.00994578j -5.85403e-05+0.00395868j -0.00153045-0.0144385j -0.00597352+0.00485793j -0.00458867+0.00115083j -0.00548066+0.000793238j 0.00121422+0.00787364j 0.000361329+0.0128614j -0.00156165-0.00283428j -0.0041125-0.00414537j 0.00472985-0.00127443j -0.0113463+0.00558705j -7.20816e-05+0.00359838j -0.00490303-0.00726433j -0.00271064+0.000704613j 0.00606771-0.00543307j 0.000485856-0.00202545j -0.0106731-0.00536889j -0.00694454+5.23244e-05j -0.00873836-0.00129842j -0.000980189-0.00550037j -0.00159119-0.00688558j 0.00150211+0.00600104j 0.00424064+0.000225175j 0.000977586-0.00164027j 0.00451779-0.00515176j -0.00381558+0.000460711j -0.00308771+0.00223762j -0.000920783-0.00102784j 0.0016643+0.00241117j 0.00217988-0.00087448j -0.0044152+0.0020906j 0.0136911-0.000325159j 0.00270474-0.000712789j 0.00293028+0.00647991j -0.00860321+0.000980859j -0.00269107+0.00192433j 0.000823384+0.00378203j 0.00619213+0.00475852j -0.00443694+0.0108063j 0.00630463-0.00465457j -0.0037438+0.000763315j 0.00306002+0.00404137j -0.00362805+0.00842098j 0.0120591-0.00315448j 0.00551244+0.00753226j 0.00124256-0.00534536j -0.00515557+0.0019161j -0.000176262-0.00304937j 0.00356668-0.00206037j -0.00042101+0.00730333j -0.00513017+0.000660532j 
0.0028965+0.00978373j -0.00262328-0.000415303j 0.00962191+0.00841585j -0.00231583-0.0115925j -0.000348358+0.0069748j 0.0132678+0.00271538j 0.00831366+0.0062606j 0.00788507-0.00765379j 0.0125864+0.00040055j -0.0165154-0.00726247j 0.0114968-0.00665404j 0.00254073-0.00123493j 0.000336936-0.0206325j -0.00249748+0.0114698j -0.00134088+0.00125462j 0.0062596+0.000651658j -0.0194667-0.0130996j 0.00201818-0.00779902j 0.00472172-0.0024109j -0.0107172-0.00380599j -0.00886496-0.00297994j -0.00407351+0.00811298j -0.00339373-0.00463172j -0.00536413-0.00578848j 0.000343302+0.00767133j -0.00242597-0.00384018j 0.00339854-0.00301054j -0.00475869+0.00669172j 0.00396308-0.0116406j -0.00500144-0.0081623j -0.00167525-0.00199721j -0.00431352+0.00616384j -0.0107136+0.00321481j 0.0088395-0.00599828j 0.00482987-0.00941807j 0.00284625-0.00956681j 0.00911075-0.000282555j -0.00860016-0.000493938j -0.00425538-0.00598336j 0.000620614-0.00197437j 2.6412e-05-0.00640412j -0.00713096-0.007098j 0.000994521-0.00281546j -0.00182269-0.00406061j -0.014581-0.00563399j 0.00498665+0.000769219j -0.00715207-0.000806037j 0.00440478+0.00151532j 0.00485426+0.00968563j 0.012628+0.00118306j 0.0049969+0.00252776j -0.00250043-0.00378585j -0.0013444-0.00169113j -0.00746013-0.000294007j 0.00512174+0.00870641j -0.000499985-0.006492j 0.000304335-0.00214617j 0.00942174+0.00249403j -0.00965829-0.00668779j -0.00406047-0.00698997j 0.00747701+0.0103747j -0.00285017+0.00372693j 0.00429829+0.00837765j 0.00246288-0.000237461j -0.00440033-0.0001216j -0.0101403+0.00241213j 0.00183949-0.00681982j 0.00817833+0.0124631j -0.0085388-0.00419881j 0.00458675+0.00216159j -0.00772213+0.00285697j -0.00154353+0.00657052j 0.00657923+0.00214374j 0.000562133-0.00496665j 0.00314164-0.00482198j -0.00353391-0.00632502j -0.00329414+0.00625592j 0.00424764-0.00424676j -0.0130376-0.00105169j -0.0105767+0.0106688j -0.00579236-0.00239825j -0.00710337+0.00511299j -0.00185257-0.0103739j 0.0180255+0.00411175j -0.00269641-0.0056675j 0.00303506+0.00867637j -0.00620993-0.000575874j -5.47304e-05-0.000219669j -0.00241101+0.00645938j -0.00390318-0.00373092j -0.00400092+0.00478519j 0.0107498+0.00321447j 0.00440433-0.0088954j 0.00744237+0.00798868j -0.00461139+0.00998886j 
0.00825571+0.0083217j 0.00484771-0.00998595j -0.00152579+0.0123352j 0.013289-0.00550514j 0.00506427-0.0122083j -0.0069036-0.00193305j -0.0102364+0.00775062j -0.00307044+0.0145683j 0.00876319-0.00205874j 0.00607228+0.00634904j 0.00937533+0.00240334j -0.000989028-0.00175729j -0.00600705-0.0123352j -0.000267853+0.000839947j -0.00146451+0.00385268j -0.00301657+0.00440673j -0.0011626-0.00109539j 0.00182253+0.00246383j -0.000507378-0.0040275j 0.00640809+0.00221429j 0.00206453-0.00560222j -0.001794-0.00649551j -0.00594137-0.000669144j -0.00662932+0.00154099j -0.00256057-0.000717505j 0.00777981-0.00128162j 0.0118194-0.000660735j 0.00360968+0.00140021j -0.00757433+0.00195957j 0.00639368-0.00772008j 0.00208688-0.0043307j -0.000167974-0.00235276j 0.00201463+0.00708666j -0.00720301+0.0128406j 0.00205918-0.00107459j 0.00258051-0.00868852j -0.00394184-0.0025533j 0.00571373+6.35025e-06j 0.0010448+0.00203106j 0.00200604-0.00246699j 0.0121509-0.00266316j 0.00100758+0.00755832j 0.0026707-0.000799838j 0.00225982-0.0149275j -0.00643701-0.00466913j -0.0066343+0.000166964j 0.0145833+0.00437421j 0.00811501+0.00319401j 0.0161036+0.00170286j 0.00194303-0.00382898j -0.00794599+0.00291768j 0.00796425+0.00112797j 0.000929164-0.00108281j -0.00772523-0.000766535j -0.00457604-0.00254612j -0.00333134+0.00368165j -0.0079633-0.00452006j 0.000647042-0.00345946j 0.00190086-0.000929193j -0.00179489-0.0023985j 0.00775075-0.00769169j -0.00549266+0.00395537j 0.000327467+0.00103622j 0.00415677-0.000397316j -0.00188839-0.00146757j 0.00602132+0.00236642j -0.00456347+0.00187745j -0.00268132+0.00374307j 0.00559749+0.00342454j -0.00221995-0.00750983j 0.013915-0.0072746j 0.00146423+0.000656148j 0.00421255-0.00282077j -0.000556188+0.012292j -0.00470024-0.00334683j 0.000461617-0.00189664j 0.00545181+0.00867192j -0.00626211+0.00351587j 0.0145244+0.00786116j 0.0123321-0.00673793j -0.00236715-0.0049327j -1.52643e-05+0.00815812j 0.0108641-0.00513889j -0.0112125-0.00332312j -0.00694353+0.000852624j 0.0169376-0.00479648j 0.0128869-0.00582023j -0.00111645-0.00188205j -0.00346455+7.937e-05j 0.00330014+0.00437278j -0.00139879-0.00300702j 0.00903668+0.00944914j 0.0137107-0.00776726j 0.00969097+0.00116065j -0.00214714+0.0102274j 
-0.000970901-0.00245332j -0.00414227+0.00402086j 0.00386588+0.00129153j -0.000962798-0.00326927j -0.00858409+0.00954382j 0.00895538+0.00622061j 0.00120899-0.00180841j -0.00673763-0.000366945j -0.00893521-0.000168133j 0.00308438+0.000363485j 0.00187241-0.000471957j -0.00451873+0.00968688j 0.00808131-1.962e-05j -0.00338149+0.00372108j 0.00086864+0.00389357j -0.00380435-0.00704809j 0.0012462+0.00906685j 0.00368017-0.0105144j -0.00526584-0.00210509j 0.00146466+0.00598868j -0.000916117+0.00691101j 0.00695736+0.00670417j -0.0172022+0.00545928j -0.00301042-0.00502565j -0.00386596+0.00825725j -0.00974174+0.00375033j 0.00536188+0.00710395j 0.000173232+0.0100835j -0.00702587+0.0110472j 0.00333685-0.00625684j 0.00377961-0.00711479j -0.00296003+0.0009098j 0.0122961-0.00629186j 0.000423063-0.0130214j 0.00680317+0.00498203j 0.0057995+0.00143761j 0.00457172-0.000141857j -0.00360923+0.00117401j -2.0247e-05+0.00183359j 0.00071827+0.000750291j -0.00441879+0.00974107j -0.00306292-0.00800513j -0.00490193+0.00298673j 0.0020975+0.00474356j 0.00637852+0.0013502j -0.000303057-0.00893327j -0.001687-0.00143382j -0.000906809+0.00527112j -0.00388846+0.000566784j -0.00391136+0.0035637j 0.0107536+0.00767541j 0.00614559+0.00150579j 0.000667445-0.00284441j 0.00382146+0.00710396j 0.00257002-0.00665497j 0.00657637-0.00412658j -0.00257363-0.00384425j 0.00210414-0.000589854j -0.00354837-0.00718469j -0.00347254+0.00253002j -0.00449672-0.00508941j 0.00634271-0.0103551j -0.00541014-0.00384366j 0.00284616-0.00217453j -0.00384128-0.00653171j 0.00234684-0.00170854j 0.000757498-0.00596425j 0.0133105-0.00777125j 0.00411318-0.00599236j -0.000408729+0.00298371j -0.00603238-0.00128798j 0.00213144-8.06576e-06j -0.0010562+0.00288588j 0.00281136-0.00812359j -0.00154105-0.00273614j 0.0183608+0.000455502j 0.0015377-0.00392473j -0.00528409+0.00392434j 0.0124564-0.00134988j 0.00612153-0.00264847j 0.00824304-0.00164803j 0.0047803-0.000387092j -0.00420609+0.00430815j 0.00244879+0.0050754j 0.00891246-0.00526804j -0.00551926-0.00194542j -0.0016743+0.00641042j 0.00322848-0.00120729j 0.00122364-0.000522814j -0.00547485-0.00433676j -0.000667363+0.00654497j 0.00377065-0.00100181j -0.00345997-0.00197919j -0.00328825+0.00396226j -0.0020519-0.00300254j 
0.00355679+0.0110985j 0.005598-0.00648383j 0.00746481+0.00222635j 0.00470419-0.0109289j -0.00473298+0.00261666j 0.00411958+0.00691466j -0.000924756+0.00470024j 0.00494343-0.00331145j 0.00525565-0.00643813j 0.00462977+0.0041504j 0.00759831-4.69405e-05j -0.0081251-0.0073891j 0.00730823+0.00758426j -0.0122874-0.00714882j -0.00654908+0.000859856j -0.00260047+0.00139324j -0.00171282-0.000323362j -0.00296414-0.0120892j 0.00165746-0.00302711j -0.00145708-0.0051499j -0.000808634-0.00488142j -0.00636625+0.0172241j -0.00325933+0.0073908j -0.00377493-0.00459461j 0.00375365-0.00423438j -0.00121145-0.00651672j 0.00629031-0.00161934j 0.00363566+0.00067212j -0.00794778+0.00518604j 0.00307994-0.00069026j 0.00403036+0.00260938j -0.00598728+0.00249852j -0.00159405+0.0100337j 0.000311533-0.00386248j -0.000794405-0.00163492j -0.00695536-0.00876776j -0.0028108-0.00439942j -5.82625e-05-0.0022776j -0.00368133+0.00472654j -0.00342034-0.0068937j -0.00420342+0.00278719j 0.00127676-0.000283628j -0.00533238-0.00033488j 0.0057551-0.0110555j -0.00345853-0.00550825j -0.00327838-0.000167144j 0.00242129+0.00032817j 0.00178455+0.00647363j 0.00251124+0.00738214j 0.00759263-0.00445537j -0.00228056-0.00762662j -0.000746733-0.00252354j 0.00312314+0.00769124j 0.000964203+0.0028306j 8.91931e-05+0.00330185j -0.00264951+0.00233616j -0.00863254-0.00885061j 0.00024162+0.0103552j -0.00231887-0.00613491j 0.00183824-9.05441e-06j 0.00211536+0.000101221j -0.00385473-0.000636941j 0.00651999-0.0017316j 0.000325707+0.00110135j -0.0104726+0.000430061j -0.00384164+0.000434807j -0.0014252-0.00226019j -0.00515977+0.00029703j 0.00283638-0.00852132j 0.00775048-0.00110674j -0.00260816+0.00350264j -0.00966169-0.00458806j 0.0101961-0.00474619j -0.0025851-0.00294208j 0.00309856-0.00461819j 0.00347765+0.00302833j 0.00287735-0.00391199j 0.00704036-0.00326908j -0.00475071-0.00289075j -0.00224122+0.00219302j -0.000587204-0.00342511j -4.52219e-05+0.0100541j 0.0024044-0.00402395j 0.0157055-0.000730085j -0.000525754+0.00178915j 0.00524619+0.00366901j -0.0100146+0.000590371j 0.00301827+0.0101301j -0.00157941+0.0040069j -0.00154995-0.00398437j -0.00474752-0.00146642j 0.0077173+0.00840539j 0.00615835-0.00681694j 0.00755808+0.00547235j -0.00459154+0.00980516j 
-0.00833606+0.0125765j -0.00108623-0.0072266j -0.00783342+0.00646999j 0.00693794-0.00499211j 0.0098227-0.01142j -0.00584015-0.000873344j 0.00871271-0.00217912j -0.00048326-0.00069187j -0.00435305-0.00116168j 0.00680835-0.00551485j 0.00404314-0.0136304j -0.00766008-0.011535j -0.000311021-0.004641j 0.0180551-0.0102847j 0.015349-0.00384165j -0.00452403+0.00355172j -0.00482601-0.000284439j -0.00519091-0.00291409j 0.0070959+0.00856295j 0.00941241-0.00557033j 0.0130603-2.86787e-05j 0.00257735-0.00704402j 0.00467977-0.00198643j 0.00354793-0.00551755j -0.00203036+0.000435462j 0.00139724+0.000366289j -0.00572986-0.00635387j 0.0119832-0.00538429j 0.0103721-0.00123353j 0.00804357-0.00810294j 0.00601658+0.00326248j -0.00725381+0.00414111j -0.00283041-0.00556186j -0.000763799+0.0118243j 0.00256306-0.0136408j -0.00873867-0.00813732j -0.00569378-0.00540999j 0.00722376+0.0026127j 0.007595+0.00697248j -0.00943248-0.00345144j 0.0110286+0.0118319j -0.00272854+0.00321036j -0.00621659+0.00515247j 0.00932276+0.00615459j 0.0124534+0.0017892j 0.0131501+0.00497036j -0.00254494+0.00359118j -0.00376105-0.0141629j 0.00266474+0.000377435j -0.00584744-0.0039425j 0.00215169-0.0112026j 0.000826556+0.00480668j 0.00768877+0.00131824j -0.00295176-0.00181749j 0.00066273-0.00334861j -0.00432947+0.0123425j 0.000416517+0.00404033j -0.00266821-0.000703045j -0.00171577+0.0026591j -0.00752755+0.00826701j 0.00113356+0.00535954j 0.0126002+0.00158732j -0.00568267+0.00209154j 0.00655588-0.00561262j 0.00799538-0.00623948j 0.00865405+0.00266615j 0.00318947-0.00203101j -0.00700581+0.00511509j 0.00393741+0.0149139j 2.29152e-05-0.00834989j 0.00657443-0.00290031j 0.00317699-0.00230679j -0.00453225+0.00279915j -0.00174229+0.0120357j -0.00487909+0.00191639j 0.00537703+0.00153431j 0.00237801-0.00910115j -0.00387531+0.000772022j -0.00116671-0.00738023j 0.0110721-0.00350986j -0.00498462-0.00166046j 0.00650138-0.00561134j -0.00270375-0.00378398j -0.0135896+0.00442271j 0.0132932+0.00693553j -0.0020513-0.00864626j -0.000206498+0.00462146j 0.00311885-0.00488011j -0.000956825+0.000628421j 0.00110638+0.0120082j 0.0110471+0.00217337j 4.13154e-05+0.00453579j 0.00699778+0.00175168j -9.66528e-05+0.00158169j -0.00227446+0.00244966j 
-0.00228123-0.00539362j 0.00412966+0.00337909j -0.00239833-0.0110634j -0.00768923+0.0048428j -0.00216057-0.00265986j -0.00881561+0.00547271j -0.00384964-0.00337701j 0.000851636-0.00524685j 0.0120002-0.000115022j -0.000741931+0.000291168j -0.00022835-0.00276975j 0.00521587-0.00417366j 0.00315486-0.000600634j -0.000787836+0.00862577j -0.00172425+0.00123614j 0.00299603+0.00571537j 5.68319e-05-0.00380614j -0.00166557-0.00375838j 0.000989932+0.0010779j -0.012273+0.00653308j -0.0109068-0.00410429j -0.0082342-0.0123328j 0.0066197+0.0145434j -0.000650708-0.00415033j 0.00736724-0.00507666j -0.00295794-0.00607824j -0.0018866-0.00384615j 0.0161297-0.00605428j -0.00723401+0.000121009j -0.0102073+0.0071393j -0.00362869-0.00198308j 0.00193897-0.0133147j -0.00499046+0.0026163j 0.000168013+0.00243545j 0.00191808+0.0101913j -0.00219585-0.000356623j -0.00336604+0.00209994j -0.00067171+0.00199002j 0.00369157+0.00249901j -0.000890269-0.00481879j 0.00267836+0.00145851j -2.59123e-05-0.00509737j 0.00358751-0.00181796j -0.00295573-0.000234034j 0.00903483+0.00099684j 0.00513846+0.00100546j 0.0037904+0.00221518j 0.00516665+0.015676j 0.000605866+5.01657e-05j -0.00278738-0.00325893j 0.00679372+0.0102082j -0.000214042-0.00141219j -0.00314649+0.000936136j -0.00593577+0.00155746j -0.00533519-0.00614995j 0.00389924+0.000936744j 0.00475532+0.00205179j 0.00240754+0.00309889j 0.00164879-0.00163768j 0.00787602-0.00326851j 0.000922305-0.00828139j -0.00820083+0.000220082j 0.00157901+0.00511137j -0.0066682-0.00324388j -0.00158173-0.00562077j 0.0054873+0.00649904j 0.00294353-0.00176692j -0.00678401-0.0105903j 0.00145688+0.00310582j 0.00191554-0.00304418j 0.00226884-0.00843835j -0.00318503-0.00624718j -0.00409873-0.00590473j 0.00351883-0.00121025j 0.00203619-0.00418045j 0.0113636-0.00414406j -0.00488815+0.00286567j 0.00117173+0.0026717j 0.013037+0.0062205j 0.00686667-0.000515703j 0.00857353-0.00115476j 0.00813834+0.0015281j 0.00449978+0.00312536j 0.002508-0.00129371j -0.000653457-0.00743012j -0.00668844-0.00157899j -0.00708346+0.00304862j 0.00359121+0.00852075j -0.00161469+0.00029799j 0.00174307-0.00491964j -0.0040615-0.00611685j -0.00982758-0.00402207j -0.00374273+0.00733432j 0.000253867-0.00380353j 0.00384055-0.00184751j 
0.00511792+0.000408519j -0.00521277+0.00786769j -0.00230774+0.00163006j 0.00226999-0.00075862j -0.00512132+0.00755534j 0.00990027-0.00368828j 0.00118661-0.00191908j -0.00127018-0.00427371j -0.00376288-0.00335482j 0.000736275-0.011282j 0.00756243+0.00794546j -0.00584576-0.00258055j -0.00314452-0.00583525j -0.0039548+0.00423674j -0.00880104-0.018143j 0.0177176-0.00507964j -0.000412306-0.0106045j 0.0102105-0.00397662j -0.0127974-0.00941656j 0.00914263+0.00766702j 0.0169955+0.0127119j 0.00419236-0.00688645j -0.000567158-0.00284586j -0.00144267+0.00821808j 0.00431931-0.00107643j -0.00438533-0.00328694j 0.0103029+0.00941735j -0.0113768-0.00288773j 0.00950297-0.00058507j 0.00642522-0.00531765j 0.00369738-0.00461924j 0.00291191+0.00388274j 0.00933921-0.00255803j 0.00294222-0.00618822j 0.00178598-0.00199803j -0.0024446-0.00177583j 0.00516138+0.000573835j -0.0082369+0.000985709j -0.000476809+0.00291435j 0.00411978+0.000827984j 0.00536972-0.00676942j -0.00366905-0.00203009j -0.000996522-0.00241384j -0.00723383+0.00844364j -0.00189446-0.00142104j 0.00162946-0.00131654j -0.00703235-0.00493986j 0.00431953-0.001851j -0.00212457+0.00106833j 0.00349868-0.0041167j 0.00566121+0.00094066j -0.00215052-0.00296822j -0.00253431-0.00674643j 0.00043389+0.00689773j 0.00167825+0.000691863j -0.00174468-0.00426522j 0.00511075+0.00181663j 0.00989736+0.00923483j -0.00298489+0.000636485j -0.00215613+0.00143096j 0.00383473+0.00725715j 0.00905309+0.00807261j 0.00205618+0.00519614j -0.0013773-0.000568768j -0.00131429-0.00348075j -0.00494358+0.000360806j 0.000729921-0.000199679j 0.00987746+0.00310101j -0.0082537+0.00670957j 0.00300858+0.00583512j -0.00303741+0.00644268j 0.00319996+0.00915687j -0.00155647+0.000391258j -2.81987e-05-0.00184292j 0.00571445+0.00511494j -0.00716968-0.00388694j -0.0102575+0.000277637j 0.00290999-0.0086486j -0.00846003-0.00225977j -0.0112477+0.000760846j -0.00214641+0.00499945j -0.00903836-0.00126327j -0.00654583-0.00246367j 0.00236479+0.00231043j 0.00284355-0.00423179j -0.00654214+0.00554259j 0.000560297-0.00111877j -0.00390558+0.00227547j -0.00206928+0.000942947j -0.00371007-0.00017754j 0.00097141+0.00472909j 0.00305282-0.00377265j -0.00334926-0.00221635j -0.00180734+0.000255983j 0.00278553-0.00165029j 
-0.00595193+0.00965322j 0.0108471+0.0066443j 0.0104652+7.05115e-05j 0.00614711-0.0179058j -0.0133196+0.0021053j -0.0049366+0.0117098j 0.0126131-0.00180367j 0.011515+0.00880476j 0.00549194-0.0174697j -0.000643064+0.00402022j -0.00116136-0.00710351j -0.0111645+0.00433654j -0.00794925-0.00230332j 0.00469061+0.00836477j 0.00515263+0.0013384j -0.00149478-0.00272445j 0.00334909+0.00525791j 0.00220223+0.00665966j 0.00224449+0.000116283j -0.00699027-0.00206817j -0.00370495-0.00611003j -0.0151856-0.0016023j -0.003311+0.0072866j 0.000498559-0.00131642j 0.00385748-0.00519856j 0.0073376-0.00554868j 0.00887628+0.00272212j -0.00198356-0.00474951j -0.00105405+0.000464693j -0.00149917+0.000506079j 0.00215604-0.00623733j 0.00610638-0.00127763j 0.00100628+0.0071117j -0.0102708+0.00291606j 0.00136484+0.00208096j 0.0027242+0.0015961j 0.0128268+0.00141563j -0.000719822+0.000444808j -0.00326229+0.00035456j -0.00231572+0.00474339j -0.000911559+0.00878672j -0.00411145-0.0025494j -0.00561582+0.00743675j -0.00286169+0.00224686j 0.00837606-0.00391637j 0.00636072-0.016985j 0.00383702+0.019388j -0.00471011+0.00332166j -0.000602653+0.00507535j 0.0124763+0.00356914j 0.0106032-0.00316161j 0.00802327-0.000669997j 0.00100448+0.00269748j -0.0123316+0.00316465j -0.00417435+0.00270369j 0.000632061+0.0098006j 0.00187056-0.00545559j -0.00181531-0.00015112j -0.00234999-0.00712585j 0.00234626-0.000500718j -0.00309039-0.00636422j -0.00694002+0.00690234j 0.00438089+0.00893571j 0.0100081-0.00373172j 0.00222686-0.00965497j 0.000456846+0.00885704j 0.000499758+0.00525681j 7.68894e-05-0.00247206j 0.00794052-0.00427764j -0.00212102-0.00852278j -0.00680158-0.00464501j -0.00525184+0.00506278j 0.00346896+0.00498108j 0.000799714+0.00751112j -0.0018196-0.00443595j 0.0121135-0.00466954j 0.00305255-0.00560346j -0.00311535+0.000770111j -0.0053551+0.00324799j 0.00181304+0.00539962j 0.00141555-0.0143388j 0.0154459+0.0040087j -0.00261098+0.00571813j 0.011687-0.0035677j 0.00735307-0.00496692j -0.00183207-0.00255815j -0.00921497+0.00671325j 0.015905+0.0142533j 0.0104924+0.0128495j -0.00168751-0.00547054j -0.00595242+0.00380218j -0.00265258-0.00688198j -0.00585726+0.00189442j 0.000413841+0.0109519j -0.00922274-0.000570894j 
-0.00740721-0.00148885j 0.00334793+0.0117125j 0.00128108-0.0209812j -0.0120155+0.00533315j -0.00522242-0.00129265j -0.00365494-0.000661101j 0.00498575+0.00422141j 0.0042486-0.016299j 0.0132539+0.00993314j 0.00897835-0.0049229j -0.00694498-0.00918844j -0.00120602+0.00836819j -0.0084429+0.0219348j -0.0096327-0.0086814j 0.000894544-0.0021795j 0.0131383+0.00917167j 0.0043368+0.00468547j -0.00394153+0.005686j -0.00109488+0.0036544j -0.000780727-0.000550047j 0.00432343+0.00482996j 0.0100133+0.0149034j 0.00519389+0.00372463j 0.00649602-0.000989135j -0.00413132-0.00943856j 0.000613101+0.00225254j -0.00372496+0.00122802j -0.00197362-0.000855447j 5.73722e-05-0.00538643j -0.0027137+0.00120154j -0.00721672+0.00307412j -0.00141829-0.00314817j 1.90465e-05-0.0031301j 0.000207101+0.00407696j 0.00348847-0.00494905j 0.000510923+0.00916705j -0.00426268-0.0122594j 0.00112975-0.00423346j 0.00854108-0.000288949j -0.00984513-0.00138738j -0.000184284-0.00288452j -0.00463384+0.00183892j -0.0175142-0.00349284j 0.000145679+0.00114193j -0.00349229+0.00288739j -0.00118686-0.00158132j 0.00180928+0.000429513j -0.000343879+0.00134115j 0.00775832-0.0017197j -0.001128-0.000504116j 0.000351975-0.00273607j 0.00377823-0.0032365j 0.0106221-0.00752484j -0.000308041-0.0029577j 0.00653261+0.00469847j -0.00678653-0.00622379j -0.0102354-0.00804978j 0.00257238-0.00377446j 0.00236398+0.00749885j 0.00309073+0.000985861j 0.00483197+0.00495307j -0.000835476-0.00524655j 0.00575363+0.0108573j 0.000731129-3.25511e-05j 0.00514996+0.00326969j -0.0047289-0.00372326j 0.00434555+0.0105432j -0.00321133+0.0058997j -0.00241448+3.83113e-05j -0.00882818+0.00628916j -0.0118118-0.00299836j -0.0058584-0.0136161j -0.00207196-0.00168766j -0.00346599+0.00993995j -0.00435313-0.00671158j -0.00654873+0.00322566j -0.000132657-0.0130657j 0.00727257-0.0120256j -0.00965336-0.00447509j -0.00309881+0.00136787j 0.00145722-0.00136836j 0.00924543-0.0048822j 0.0068501+0.00809261j 0.00974771-0.00231449j 0.00431828-0.00363807j -0.00433757+0.000602447j -0.0215373-0.000846942j 0.00123582+0.0203951j -0.00773383+0.0104773j 0.00194713+0.000804118j 0.00572058-0.00376447j -0.0209262-0.00598712j -0.00609492+0.0200483j -0.00512926-0.00202061j 0.00272484-0.0065106j 
