-0.0354561+0.00850261j -0.00627256-0.0286563j 0.0310922-0.0417486j -0.0406526-0.0367657j 0.00172535+0.0296861j 0.033576-0.0102277j 0.0100756-0.077676j 0.0481999+0.0137318j 0.00497434-0.000709417j 0.00761952+0.00238387j -0.0188232+0.00303535j -0.00357475-0.0156317j 0.0111587+0.0182519j 0.00947578-0.0151202j 0.0118181+0.0127131j 0.0066684+0.0174361j -0.0056236+0.0149432j 0.0130485-0.00467443j -0.0204728-0.0192901j -0.012043-0.012146j -0.0265093-0.00571713j 0.00713005+0.00488586j -0.00844869-0.00157098j -0.0042197-0.00560911j -0.0194544-0.000160507j 0.00920438-0.00694605j 0.0118807-0.001605j -0.0403591-0.0180876j -0.00949095+0.00731231j -0.00952063-0.000948699j 0.000823086+0.00298862j 0.00326974-0.00692406j -0.000482914-0.00131338j -0.00921609+0.000921408j -0.00716033-0.000536577j -0.00921782-0.00845248j 0.00515251-0.0111635j 0.0422289+0.000376556j 0.0334113-0.00720243j -0.000648443-0.00456406j 0.00847047+0.0126333j -0.0178539-0.0058742j 0.00497135+0.0039035j -0.00960243+0.0178423j -0.00915552-0.0101213j 0.0153273+0.0286708j -0.00943324-0.0141372j 0.00121073+0.0130521j 0.00660341-0.0186121j -0.00131974-0.0279989j -0.00240693+0.0168489j -0.00287784-0.00848139j -0.00276134-0.011705j 0.00373991+0.00326574j -0.00293051-0.00196298j -0.0181973-0.00763552j 0.00676346-0.0032376j -0.024344-0.0205888j 0.00858882+0.00371722j -0.0201516+0.0125393j -0.00522949-0.00698312j 0.00590501-0.0143767j 0.0205631+0.0179396j -0.00430612-0.025346j 0.0732825-0.022865j 0.0301468-0.0354977j -0.0476506-0.0305684j -0.0466265+0.00515655j 0.0105874+0.0410547j 
0.00597282-0.00329428j 0.00433214+0.00515882j 0.00135386+0.000586889j 0.00528417-0.00245036j 0.00919758+0.00923658j -0.0127468+0.00453221j -0.00130583+0.0153493j 0.000683389-0.00408774j -0.00470627-0.00312311j -0.00354551+0.00221741j -0.0113966-0.00431703j -0.00439077+0.00849791j 5.90091e-05-0.0196503j 0.0104969+0.00915453j -0.00216242+0.00413099j 0.0086954+0.00841925j -0.00218952-0.00852066j 0.00833261+0.0043798j 0.0103308-0.00162556j 0.00436914+0.0129458j -0.000744502+0.00292498j 0.00223381-0.00531201j -0.00850412+0.00256719j -0.00621879-0.00710178j 0.00318989+0.00501696j -0.00422975+0.00142689j -0.00122491+0.0114705j 0.00494547-0.00516384j -0.000632064+0.00115057j -0.00355813-6.48018e-05j -0.00379497-0.0137145j -0.00531847+0.00511407j 0.00810464+0.000800407j -0.00303537+0.00428975j 0.00486038-0.00432714j 0.00182306+0.00252874j 0.00376096+0.00297127j -0.00519251-0.00321385j -0.0109103-0.00192471j -0.00389621+0.00496486j 0.000444514-0.00365192j -0.00460257-0.00289586j 0.00747619-0.0101048j -0.000582956+0.00240824j -0.000995607+0.00655888j -0.000997852-0.00132631j 0.00212932+0.00094036j -0.00468241-0.00170075j -0.00559138+0.00384817j -0.000531603+0.000424189j -0.00211508+0.00929628j -0.013337+0.00324774j 0.00520731+0.00196157j 0.000895792+0.00628063j 0.00256393-0.0061318j 0.00821259-0.00348392j -0.00234033+0.000942678j 0.00316846+0.0057144j 0.00601149+0.000417159j 0.00603919+0.0114609j -0.0020547-0.000465427j 0.000783802+0.0096212j -0.00485827-0.0122837j 0.011968+0.00408902j -0.0124631-0.000406838j -0.00246378-0.00248889j 0.0059593+0.0065011j 0.00576433-0.00716603j -0.00575785-0.00588094j 
-0.00213946+0.00378309j -0.00105565+0.00058947j 0.0128618-0.00374907j -0.00913617-0.000412191j -0.00456067-0.000263039j 0.00263863-0.00544472j 0.0118038-0.00901001j 0.0106016-0.00541462j -0.00187887-0.00459042j -0.00979942+0.00381826j -0.00802028-0.0018333j -0.00273192-0.000543118j 0.00115959-0.0026763j 0.0043989+0.000196085j -0.00358907-0.00108068j 0.00497781+0.00258167j 2.61207e-05-0.000856158j -0.000519617+0.00899536j -0.00637877+0.00791707j 0.00030346-0.00104949j -0.00399625-0.00234657j 0.00964491+0.00407871j -0.00538739-0.00452565j -0.00686635+0.00243249j 0.00121573-0.00273706j 0.000698282+0.000444586j -0.00242129-0.0130962j -0.00576972-0.00194161j 0.0027626-0.0011309j 0.00178863+0.0112051j 0.0054312+5.43534e-05j -0.00272292+0.0110124j -0.000270402-0.00353588j 0.00819619+0.00890788j -0.0107058-0.000493214j 0.00564248-0.00595014j -0.00273715+0.00334907j -0.00350522+0.00283604j 0.00335279-0.00428043j -0.000525885-0.00552462j 0.0020436-0.00633714j 0.00868068+0.00211767j -0.000796468-0.00234837j 0.00683217-0.00268857j -0.0145431+0.00285388j 0.00335156+0.0131646j 0.00574101+0.00695232j -0.00277492+0.00472641j 0.00103433+0.00323168j 0.00113647-0.00380493j -0.000577169+0.000540324j -0.00206584-0.00314971j 0.0122181-0.000837522j -0.00208684+0.00168648j 0.00258155-0.000202969j 0.000163934-0.00264647j -0.0032921-0.00372725j 0.00543073-0.00438617j 0.0027321+0.00413422j 0.0033244-0.00324645j 0.00834448-0.00360666j 0.00107791+0.000847299j 0.000264226+0.00753429j -0.000431634-0.00174183j 0.0032723-0.00701057j 0.00461816-0.00813344j -0.00461265-0.00137488j -0.00390917+0.000366869j 0.00258695+0.00120995j 
0.00168886-0.00128918j 0.00154843+0.00240094j 0.00219549-0.00547682j -0.000752724-0.0040803j 0.00554536+0.0060955j -0.00320749-0.00180245j 0.00255461+0.00388317j -0.000965206-0.00497574j -0.00508764+0.00273379j -0.00462858-0.000485963j -0.00466773+0.000413594j -0.00535939-0.000629191j 0.00170401-0.0134906j 0.00431105+0.000834444j -0.00203366+0.000733027j -0.00458905+0.00259593j 0.000844104-0.00684324j -0.00936384+0.00797943j -0.00565477+0.00986548j 0.00613904-0.00309477j 0.00600084-0.000412044j 0.00207822+0.0100114j -0.00144069+0.0121905j -0.00172367+0.00566962j 0.00471304-0.000451398j -0.00353904+0.00338471j 0.000102488+0.00562423j 0.00172879+0.00258679j -0.00127668-0.00304194j -0.00907564-0.00210983j 0.0108179-0.00964306j -0.00649641+0.00397116j -0.00133163-0.0139832j 0.00551554+0.00937267j -0.00396843+0.00420567j 0.00758012-0.00241192j 0.00835984+0.00302481j 0.00406829+0.00316871j 0.00238797+0.00121772j 0.00108093-0.00454496j -0.00188531-0.00670181j 0.00610391+0.00295072j 0.00394385-0.00890247j 0.00494363+0.00505599j 0.00170458-0.00149576j 0.0122953+0.0111962j -0.000243896-0.00526048j -0.00373319-0.00473236j 0.000591084+0.00124573j -0.000121973-0.0098506j -0.00106529+0.0014315j -0.00948156-0.00431061j 0.0076912-0.00190736j 0.00323951-0.00194166j -0.00283-0.0145595j 0.000901706+0.00838843j -0.00177733+0.00222915j 0.00272421-3.41751e-05j 0.0040024-0.00129527j 0.00122272-0.000163906j -0.0013392-0.00336096j 0.00399878+0.00233294j -0.00642689-0.000612538j 0.00891934+0.00629042j -0.000718797+0.00428001j 0.000423525-0.00325814j 0.00269677+0.00372983j -0.000920728-0.00169249j -0.00177982-0.00204181j 
-0.00515922-0.00420942j 0.00281083-0.00605752j 0.00157774-0.00910736j -0.00546318-0.0015466j -0.000699638+0.00904171j -0.00345197-0.00296895j 0.00261851-0.00633591j 0.00578668+0.00069516j -0.00582577+0.00536718j -0.00729923-0.000820686j -0.0171639-0.0103178j 0.00353559-0.0077571j -0.00741689-0.00117393j -0.00726271+0.00281589j 0.000515654+0.0019485j 0.0106523-0.00611582j 0.00788658+0.00158855j 0.0118346-0.0115282j 0.0051818-0.00776984j -0.0088032-0.00160026j -0.00946663+0.00448317j 0.00276409+0.00481583j 0.00168542-0.00849941j 0.00382863-0.00183301j -0.00363802+0.00221771j 0.00389211+0.0027706j 0.00509457+0.00451915j 0.00600686-0.0052024j 0.00505965-0.00300371j -0.00694424-0.00101154j -0.00549842-0.0101041j 0.00308757+0.00820173j 0.000306495-0.00641647j -0.00260283+0.00385984j -0.00968322+0.00644048j -0.00326074-0.00957108j -0.00179167+0.00262609j 0.000933776-0.00570862j -0.00958829+0.00722882j 0.00191574-0.00304293j -0.0032521-0.00898771j -0.0038741+0.00162972j 0.00151195+0.0118525j 0.000323591+0.00440422j -0.000218232+0.013044j -0.000267858+0.000981969j 0.00588668-0.0175659j -0.00573295+0.0123737j -0.00516412+0.000742726j -0.000440749-0.000338492j -0.00318055-0.000650651j 0.00325258-0.00782117j 0.00456693+0.00471125j -0.00288399+0.00477651j -0.0046059-0.00219971j 0.000277553+0.00166499j 0.00514993-0.0136389j -0.00850974+7.40997e-05j 0.00365607-0.00159522j -0.0013652+0.000148399j -0.000856692+0.00525044j -0.00186805-0.00333171j 0.00879783-0.00792249j 0.00468196-0.00708761j 0.00894448+0.00144799j -0.000674295+0.00329863j -0.00357049-0.00207437j -0.00506246+0.000579856j 0.00229037+0.00669365j 
-0.00274072+0.00290652j -0.00450856-0.000607872j 0.00513407-0.0019757j -0.00721515-0.0116938j 0.00575951-0.00268216j 0.0167221-0.00537197j 0.00411502-0.0150461j 0.00635596+0.00482777j 0.00758757-0.00126272j -0.0013006-0.00110102j 0.000998388+0.0033272j -0.00643167-0.00243744j 0.0027394+0.000328451j 0.00583445-0.00811153j 0.0018516-0.00234533j -0.00538359+0.000524273j 0.00294817+0.0037471j 0.00199732-0.00539973j -0.00505161-0.00345895j 0.00108775-0.00237336j 0.00325984-0.00936112j 0.0123215+0.00140299j -0.00338211+0.0130653j -0.00534866+0.00182833j -0.00241965+0.0112629j -0.00391614-0.0031159j -0.00311439+0.00627741j -0.00940137-0.00633833j 0.00326813+0.0105086j -0.00248957-0.0021311j -0.00254777+0.00227992j -0.00654997-0.00103828j -0.00538527+0.00187828j 0.00271107+0.00354833j 0.00160585+0.00153923j -0.00218096+0.00508695j -0.00167212-0.00304802j 0.00184939+0.00203326j 0.0101707+0.00381359j -0.00147953-0.00156766j 0.00236834+0.00241972j -0.00116928-0.000188749j 0.00225764-0.0109177j -0.00931556-0.0106723j 0.00109913+0.0057179j -0.000684697+0.00881178j -0.0122993+0.00193939j -0.000762332-0.0011496j -0.00221673+0.000120517j 0.0101073-0.00709872j 0.00127496-0.00658395j 0.00122656-0.000173617j -0.00434675-0.00431306j 0.00202131+0.00545509j 0.00231862-0.00227145j 0.00143417+0.0026459j 0.000613569-0.000501612j 0.00223172-0.00418497j -0.000235845+0.000258195j -0.00563813-0.00437338j 0.00516672-0.00450795j 0.000718369-0.00180613j 0.0014291+0.00719862j -0.00632196+0.00260143j 0.0105276-0.00954127j 0.00408037-0.00699584j -0.0086638-0.00312639j -0.00732829-0.00208983j 0.00157902+0.00460502j 
-0.00178619+0.00465922j -0.00610185-0.000385521j -0.00291891+0.00466915j -0.00090182+0.00207381j -0.00922147-0.00893966j -0.0175354-0.000456643j -0.00830573+0.0152865j -0.00166938+0.00145908j -0.00802354-5.57227e-05j 0.00612624+0.00180355j -0.012092+0.0145997j 0.000398191-0.00186524j 0.000641058+0.0139067j 0.011348+0.00311467j 0.000692516-7.24317e-05j 0.00339658-0.00151199j -0.00310896-0.0119654j -0.00242681+0.00606252j 0.00240353+9.50106e-05j -0.00872156+0.00353286j 0.00448676-0.00790267j -0.00424417-0.00355849j 0.00483587-0.0139124j 0.000567493-0.00189286j 0.00102721+0.0041246j -0.00721864-0.00988212j 0.00039501+0.00459636j -0.00692262+0.00185867j -0.00420441+0.00058358j 0.00513617-0.00193982j 0.00645548+0.00653866j -0.000679687+0.00762498j -0.013035+0.00650267j -0.00258833+0.00195501j -0.00984368-0.00771268j -0.00597256-6.19368e-05j -0.0153088+0.000326091j -0.0131208+0.00347155j 0.00082676-0.00787125j -0.00991644+0.00571753j 0.0100813+0.00601676j -0.00318288+0.000317349j -0.000802697+0.00635277j 0.00294771+0.003289j 0.0100063+0.00647282j 0.00428231-0.0060553j -0.00480402+0.0028206j 0.00655372-0.00157504j 0.00246411+0.00521807j -0.00231533+0.0111259j -0.00050443-0.00693615j 0.00600435+0.00217706j 0.00386595-0.00269028j -0.00299136-0.00163956j 0.00831024+0.0121458j -0.00113452+0.00447874j -0.0059754+0.00120156j 0.00352487-0.00609525j 0.00078535+0.00579307j 0.00191241+0.0023988j -0.0067364+0.00529259j 0.00471094-0.00174857j -0.00570949-0.000472093j -0.00115282+0.00164818j -0.00427503+0.00880432j 0.00263957+0.000934985j 0.00235925-0.00532286j 0.00423362+0.0069492j 0.00635238-0.00475317j 
0.00274255+0.00448944j -0.00718513+0.00201243j 0.000446173-0.0012859j 0.00261007+0.00565536j -0.00813604-0.00239588j 0.000895237-0.00741967j 0.00528201+0.00665782j -0.00613832-0.00315607j 0.00076489+0.00319022j -0.00124265-0.00401435j 0.00795588+0.00818912j 0.00595414-0.0032145j -0.00540153+0.000746147j -0.00914579-0.00264311j 0.00862938+0.00612371j -0.00614447-0.0101706j -0.000669232+0.000150741j -0.00793605+0.00159554j -0.00574654+0.00599295j -0.000930637-0.00587281j 0.00711243+0.00203157j 0.0065326-0.0021632j 0.00852501-0.00628192j -0.00281137+0.00837221j 0.00574813+0.00825733j 0.00513612+0.00315362j -0.00239717-0.00854508j 0.0159312+0.00169258j 0.00405125+0.00562808j 0.00133553-0.00113075j -0.00126568+0.00479126j -0.00288833+0.00103931j -0.00208664+0.00342319j -0.00200677+0.00224837j -0.000763942+0.00799788j 0.00192097-0.0102239j 0.00035188+0.0077789j -0.0121253-0.0090615j -0.00601953+0.00815383j -0.00455755-0.000788426j 0.00235433+0.00418591j -0.00272918+0.00313138j -0.000805267+0.00596509j 0.00131947-0.00647552j -0.000976478+0.00989995j 0.00178428+0.000101566j -0.00432348+0.00137856j 0.00353181+0.00577964j -0.000342006+0.00224568j -0.00664399+0.00483622j 0.00728556+0.00387119j 0.0105176-0.000364584j 0.00163785-0.00712135j -3.26572e-05-0.00022937j -0.000744675+0.000663844j 0.00606485+0.00687054j -0.00431897+0.00204285j 0.000497545+5.78165e-05j -0.00476576-0.00277334j 0.000112176+0.0017219j 0.0058089+0.00319743j 0.0011609+0.004397j 0.00031557+0.00546439j -0.00247677-0.000826922j -0.00612299+0.0103853j 0.00471093+0.00575087j 0.0047074-0.00543631j 0.00611543+0.00326093j 0.00401883-0.00361151j 
0.00426263-0.000385023j 0.000985227+0.00180324j -0.00216739+4.27503e-05j 0.00381254+0.00498337j 0.00626717+0.00135244j -0.00700829+0.00652232j -0.00279475+0.0034378j -0.00468409-0.0088943j -0.00405752-0.00233244j 0.000991483+0.000488085j 0.00636861+0.000437555j 0.0113236+7.02905e-05j -0.00105497-0.00325878j -0.00518373-0.00346274j -0.00650726+0.00170663j -0.0068609-0.000329279j 0.00248164-0.00187011j -0.00553786+0.00405923j -0.000918992+0.00343896j -0.000123866-0.00358961j 0.00940357+0.000164453j -0.000569215+0.00184323j -0.000893856+0.00881581j 0.00425949-0.0021894j -0.0043212+0.00853687j 0.00119909-0.00315939j -0.00158491+0.00984629j -0.00786001+0.00312218j 0.00479535-0.00302929j -0.00440833+0.00163204j -0.000758532-0.000499385j 0.000673677+0.00126205j -0.00405349-0.00466558j 0.00782395+0.00446842j -0.000992351-0.00234988j -0.00117992+0.00769104j 0.000556957+0.00249768j -0.00340329+0.00420069j 0.0049598-0.00626029j 0.00211314-0.00462452j -0.0044194-0.00748282j 0.00617546+0.00489675j 0.00290505-0.00506137j -0.00967682-0.00489215j 0.00362037-0.00614226j -0.00181488-0.00396005j -0.00138692+0.00118941j 0.00577667+0.00230608j -0.00380575+0.00174431j 0.00978192+0.00468148j -0.00384064-0.0101365j 0.00159034+0.00543392j -0.00268497+0.00564749j 0.001451+0.0017103j -0.00303937-0.00393118j -0.00345913-0.00438573j 0.00169241-0.00803383j 0.00116612+0.00411833j -0.00230659-0.00582974j 0.000549323-0.00591193j 0.000428049-0.000545731j -0.00200563+0.00202208j 0.00232184-0.00398588j 0.00479182-0.000711002j -0.00545993+0.0089928j -0.00593384+0.000428693j -0.000628583-0.00189136j 0.00321203+0.000644729j -0.00139092-0.000457381j 
-0.00110567-0.00173126j 0.00420363-0.00229059j -0.00236817+0.00487239j 1.86442e-05+0.00139383j 0.00416725+0.00477551j -0.0108528+0.00437919j -0.00132205-0.00213163j 0.00391964-0.000939104j -0.004631-0.00676703j 0.00856275+0.00514177j 0.000670783+0.0063648j 0.00864204+0.00768658j 0.00969974+0.00147908j 0.0127265-0.00214569j -0.000726044-0.0020856j 0.00489026+0.00502869j -0.00929342-0.00526363j 0.00682842+0.000108514j 0.0173269-0.000170982j 0.000890201+0.0142664j -0.00588486-0.00160879j 0.00241764-0.00484027j -0.0093026-0.0107937j 0.000996536-0.00599735j -0.00146541-0.00671102j 0.00681804-0.00851246j -0.00281554-0.00698908j -0.0211982-0.0012534j 0.00153469+0.00141472j 0.00116813+0.0100808j 0.00719055+0.00223547j -0.000472847+0.00317885j 0.00455428+0.00266423j -0.00658478-0.00758579j -0.00255471-0.00985607j 0.00929041-0.00244819j 0.00724872-0.00259479j -0.00738681+0.00862402j 0.00498972-0.00517641j -0.00146957-0.00943428j 0.00609312-0.00178118j 0.0067064-0.00441844j -0.00373243-0.00461489j 0.0048405-0.00194963j -0.0112404-0.00598601j -0.00460405-0.000556703j 0.00513911+0.0102001j -0.00787916-0.0055024j -0.00119242+0.0024182j 0.00378657+0.000477945j 0.00220389+0.00297774j -0.00357713+0.00260227j 0.000776799+0.00748504j -0.00167887-0.00727885j 0.00174583+0.0043896j -0.00596741-0.0148263j -0.00290263+0.00773433j -0.00631517-0.000848892j -0.00717956-0.000405914j -0.00700817+0.00368128j -0.00801568+0.00191237j -0.00281986+0.00198986j -0.00425815-0.00494012j 0.00121702-0.00131908j 5.30215e-05-0.00813997j -0.00149608-0.00105811j -0.00186819+0.0035598j -0.000620536-0.00510898j -0.00474339-0.00160747j 
0.00956891+0.00310897j -0.00446193+0.0106786j 0.00205242+0.0054262j 0.00496005-0.0040275j -0.00461873-0.00925827j 0.00721415+0.00229997j 0.00183564-0.00189754j -0.0122914-0.00307413j 0.00271737+0.00656647j -0.00418654+0.00136487j 0.00996199+0.0025083j 0.00138395+0.00247846j -0.00213625-0.002793j 0.00759335+0.00581691j 0.00420073+0.00585645j -0.0066175+0.00161367j -0.00171974+0.00801988j -0.0158604+0.00818185j -0.00203066+0.00654893j 0.00458317+0.00480047j 0.0109516+0.00427922j 0.00730605+0.000879568j -0.000442106+0.0128438j -0.00215761+0.00559531j -0.00295243-0.00560616j -0.00556803+0.0107432j -0.00652583+0.00574894j 0.00333506-0.00522916j 0.00480919+0.00285928j 0.00911716+0.0109276j -0.00270345+0.00859773j -0.00131577-0.00831361j 0.00241764+0.00521215j -0.00281432+0.00191299j 0.00797858+0.00238327j 0.00412497+0.0116572j 0.00670789+0.0010445j -0.00143832-0.00518831j -0.00123394-0.00363594j 0.00178002+0.0025709j 0.00399013+0.00619026j -0.00533062-0.00130085j -0.00360964-0.00501334j -0.00137018-0.0100427j 0.000545072+0.00145208j -0.00184666-0.00192893j 0.00138567+0.00926513j -0.00659839+0.0022767j -0.0039144+0.00179956j -0.00189683-0.00267566j -0.00398189-0.00206624j 0.00396676+0.00276028j 0.00322493-0.00286207j -0.00154367+0.00721241j 0.00606377-0.00582322j 0.00726366+0.00244686j 0.00146888-0.000726085j 0.0093197+0.0133154j 0.00271741-0.00490393j -1.73916e-05-0.00358149j 0.000867532-0.00512981j 0.0034979+0.0036347j -0.00204271+0.0119083j -0.011176+0.0123202j -0.00595373-0.003938j 0.000614063-0.00498675j -0.00289324+0.00246025j 0.0046898-0.000380856j -0.000854831-0.00549487j 
-0.000271891-0.00472948j 0.00834648+0.00379446j -0.00200469+0.00840633j 0.00893872+0.00978349j 0.0034111+0.00413016j -0.00518293+0.0138437j -0.00772179+0.00365353j 0.00318289-0.00622672j 0.00179938+0.00276223j 0.00473435+1.55781e-05j -0.0033565+0.006056j 0.00557937+0.00445419j 0.00126113+0.00644886j -0.00285731+0.0158733j 0.00277612-0.000925694j 0.00507023+0.0060642j -0.00659508-0.00168526j 0.00906317+0.00106569j -0.00305372+0.00458997j -0.000965205+0.00604795j 0.00128789-0.000710282j -0.00243116+0.00317606j 0.00131602-0.00474471j -0.00327781-0.000393495j 0.00308823+0.00326019j 0.0057248-0.00922169j 0.00390915-0.00112193j -0.00203296-0.00458293j -0.0111932+0.00107592j 0.00609927+0.00549912j -0.00897878+0.00713354j 0.00835619+0.00551735j 0.0121738+0.00325577j -0.00552784-0.00510758j 0.00820093-0.00520024j -0.00143619+0.00325592j 0.00447457-0.00930774j 0.00290327-0.00400093j -0.00589818-0.00225796j 0.011043-0.00403697j 0.00133688+0.000231248j 0.0101158-0.00218624j 0.00027388+0.00189389j 0.00237834+0.0083741j 0.00149608+0.00618207j -0.00298544+0.00468217j 0.00321404+0.00641938j -0.00492879+0.00502348j -0.00107248-0.00319546j 0.00613455+0.0064342j 0.00377027+0.0105308j -0.00627625+0.0032592j 0.00202225+0.00877298j -0.00111334-0.0062075j 0.00110406-0.00924995j -0.00452921-0.00969858j 0.00284066+0.00880577j -0.00209031+0.00174432j 0.00225612-0.00282016j 0.000313802-0.00232427j -0.0051452+0.00580347j -0.00671492-0.00280493j 0.000308717-0.0158475j 0.00652956+0.000194545j 0.00268714-0.00441069j -0.00239799+0.00224642j 0.00361822+0.00882424j 0.00271248-0.00464843j -0.00350363-0.00255472j 
0.000371597+0.00590514j -0.00826056+0.000299683j 0.00855965+0.000370798j -0.00436528-0.00700844j -0.0150283-0.000730715j 0.000726358+0.00144137j 0.00369062+0.000963534j 0.0011129-0.00293329j -0.00271164+0.00290608j 0.0054534+0.00115307j -0.00404189-0.00437447j -0.00363802-0.00323579j -0.00171589+6.96924e-05j 0.00431425-0.00014865j -0.00391896-0.00658045j 0.00561976+0.00565243j 0.00457214+0.00140744j 0.00659268+0.000684119j 1.3981e-05+0.00313479j 0.00505231-0.00719085j -0.00172804+0.000697521j -0.0142669+0.00408929j 0.000739312-0.00112731j 0.00448437-0.00211629j -0.0049308-0.000923555j -0.0111673+8.86912e-05j -0.00288101+0.00511543j 0.00776746+0.0114466j -0.000105823+0.00301245j -0.00158259-0.00794902j -0.00281002+0.00331566j 0.00333074-0.00468855j -0.000697985+0.0137258j 0.0132411+0.000259429j 0.0058789+0.00389699j -0.00214899+0.00241953j -0.00571321+0.00247288j -0.00864793-0.000140403j -0.00469912-0.00148266j -0.00320504-0.00329771j -0.00384996-0.00110126j 0.00380284+0.00177497j -0.00218345-0.00335438j 0.00184308-0.00187616j 0.0105532-0.000183799j 0.00602479+0.00581871j -0.00949357-0.00837534j 0.010399+0.00485239j 0.00207606+9.11793e-05j -0.00591057+0.000276068j -0.00209913+0.00117055j -0.00120721+0.00183309j 0.00103694-0.00441387j -0.000387845+0.00476826j -0.00115887+0.000503211j 0.00125117-0.00145329j -0.00207743-0.00191005j 0.000350179+0.00129363j 0.00501334+0.00233351j 0.00167151-0.000787906j -0.00212857+0.0036493j 0.00442276+0.00148321j -0.00068413+0.0096426j -0.00270004-0.000120591j -0.00334825+0.00468445j 0.00624402-0.00727891j -0.00345948-0.00593549j 0.000268649+0.00437294j 0.0045151-0.000231156j 
-0.00275896+0.00567221j -0.00740806-0.00300597j -0.00203318-0.00609645j 0.00364441+0.00445862j -0.00845173+0.00394537j -0.0077386-0.00460497j -0.00933861+0.00869453j 0.000928262+0.00565513j -0.00582516-0.00271667j 0.00374841-0.00249833j 0.00498378-0.0044134j -0.00462435+0.00498722j -0.00473803+0.00261693j -0.00574682-0.00266147j 0.00755641+0.000650271j -0.00487787-0.00704016j 0.00606343-0.00352595j 0.000131002-0.00788135j -0.000490301+0.00694937j 0.00940942-0.00153559j 9.14557e-05-0.0064238j -0.00629189-0.00628616j 0.0087794-0.0052271j 0.000492704-0.0122047j 0.00236805+2.6741e-05j -0.0117133+0.0123039j -0.00538027-0.00715566j -0.00211351-0.00288676j 0.00285743-0.00642617j 0.0055576+0.00289542j -0.00179049+0.00935848j 0.00627162-0.0140593j -0.00414775+0.018492j -0.00209627-0.00392091j -0.00322091-0.00347897j -0.000961376+0.000913741j -0.0120695+0.00511232j -0.00824434-0.00586321j -0.00741581-0.00413949j -0.00509822-0.0122969j -0.00285695-0.00123856j 0.00259487+0.00564844j -0.00224442+0.00580514j 0.000142178-0.0028367j 0.00270821+0.00725905j -0.00392898-0.0018041j -0.00138552-0.0022098j 0.00573759-0.0040494j -0.000607573+0.000363875j 0.000656055+0.0042319j 0.00285387+0.00243007j -0.00223853+0.000587482j 0.00402915-0.00348817j -0.00222877+0.00553774j -0.00369172+0.00356916j 0.00321477+0.000908985j -0.00210703-0.0090271j -0.00577954-0.00460639j 0.000966976+0.00668431j 0.00784114-0.00147329j -0.0029936+0.00204952j 0.00188431+0.00223158j -0.00157057+0.00455568j 0.00215566-0.00519773j -0.0042314+0.0123981j 0.0011352+0.0033387j 0.00562342-0.0124185j 0.00195613+0.00802488j 0.00691981-0.000540197j 
0.00741611-0.00645935j 0.00444924+0.00425807j -0.00234756+0.00156888j -0.00766078-0.0100995j 0.00801935-0.0075951j -0.0124972-0.00328674j -0.00550656-0.00125523j 0.00312892-0.00910218j 0.000777061+0.00774359j -0.00810283-0.0011422j -0.0170433+0.00337428j -0.00776851-0.00852806j -0.00375335+0.00138422j -0.0110582-0.00694888j -0.01291-0.00276172j -0.0107901-0.00509683j 0.0105032+0.00374325j -0.00651063+0.0034663j 0.0106616+0.0116108j 0.0143356-0.00918041j -0.013063+0.00261251j -0.00697195+0.0042108j 0.00482301+0.00331911j 0.00173631+0.00182836j 0.00595204-0.00645541j -0.00495763-0.000233665j -0.00834896+0.00273396j 0.000314386-0.00392978j 0.000276742-0.0059563j -0.0082575+0.00126492j 0.00117617+0.00312124j 0.00317484-0.00994103j -0.00516554+0.00249898j 0.00358514-0.00371095j -0.00592163+0.000264523j -0.0110849+0.0100353j 0.00469063-0.00757984j -0.00301679+0.0049415j -0.0082913+0.00585291j 0.00975035-0.00181106j -0.00227542+0.000318982j -0.00507138-0.00649467j -0.0024512-0.00417312j -0.00433252-0.00801446j 0.00787204-0.00169281j 0.0100037-0.00330379j 0.0126486-0.00317121j -0.00499182-4.77806e-05j -0.00269989-0.00231203j 0.00393889+9.24189e-05j 0.00170948-0.00654091j 0.00949599-0.00314816j 0.00793623+0.0136279j 0.0038606+0.00122248j -0.002737-0.0152871j 0.00581902+0.0117189j 0.00467631-0.00496828j 0.0118748+0.00661121j 0.0163608-0.00562682j -0.00315485-0.00731916j 0.00545073-0.00034436j 0.00201968-0.00100703j 0.00580064+0.00116694j 0.0126715+0.00542575j -0.00423824+0.0163761j -0.00122945-0.00501136j 0.00268329+0.00145935j -0.00166818+0.00157767j 6.54959e-05+0.000761258j 
