-0.020009+0.00460182j -0.000311631+0.0167342j 0.0191329-0.0102316j -0.013764-0.0267461j 0.017352+0.0172964j -0.0200766+0.0078114j 0.00379112+0.0449824j 0.039991+0.0282913j -0.0174357+0.0115076j -0.0291973-0.00178385j -0.00292395+0.00290528j 0.0315768-0.0376083j -0.0247532-0.0103353j -0.013671+0.00645365j 0.0124744-0.0114819j -0.00632112-0.0267787j -0.00626036-0.0110835j 0.00688177-0.0160609j -0.0294698-0.000328014j -0.0234145+0.00255896j 0.0156712-0.0143783j -0.0400172-0.0232822j -0.00922077-0.00536981j -0.00910787+0.00374316j 0.0150175+0.000406089j 0.0139293+0.0122138j -0.0223277+0.00796418j 0.00300177+0.0112291j 0.0200879-0.00252724j 0.00924079+0.0016667j 0.00110628-0.0285238j 0.00267012-0.0161031j 0.0184621+0.00888359j -0.00910778+0.00823429j 0.00371705+0.0190195j -0.00530479+0.00445394j -0.00992083+0.00181356j 0.0182366+0.00213153j -0.00711672-0.0103221j 0.0123583+0.00670857j -0.00852584-0.0143479j 0.0227188+0.017523j 0.00326259+0.000105252j -0.0261192+0.0169218j 0.0094053+0.00789732j 0.021674+0.0198919j 0.00792272+0.0138681j 0.0691052-0.00142979j 0.00812482-0.0203456j 0.0231199+0.017421j -0.0270843-0.0117264j -0.00382128+0.0216664j 
-0.00186098+0.00249677j 0.00207603+0.0018628j 0.000923819+7.72833e-05j -0.00235774-0.00683076j 0.00544083+0.0117586j -2.68659e-05+0.00702587j 0.00210765+0.00332209j 0.0106272+0.0112337j 0.00525336+0.0035684j -0.00545516-0.00151242j 0.0073712-0.00316984j 0.00105164-0.00578708j 0.0067459+0.000428848j -0.00694048+0.00537574j 0.00392324-0.00615454j -0.00107799-0.00456834j 0.00412177-0.00411324j -0.00481793+0.00412543j -0.00233489+0.00618968j 0.00245629-0.00728974j 0.0116538-0.000204359j -0.00042775+0.00660298j 0.00249633-0.00903555j 0.00248552-0.000557192j 0.00898943+0.00323821j 0.00982261-0.00140617j 0.0149407-0.00668875j 0.00614229+0.00270102j 0.000216009+0.00256721j -0.00414382+0.00154593j 0.0059496-0.00172411j 0.00567904-0.00575621j 0.00709694+0.00168407j 0.00581431+0.00489389j -0.00722537-0.000820314j 0.00247238-0.00478298j 0.00227573-0.00657599j 0.0104866-0.0010689j -0.0113813-0.0029443j -0.00806087-0.0041557j 0.00185705+0.000762821j 0.00531597+0.00794728j 0.00659408-0.00155641j -0.00268657-0.00248442j -0.00282179-0.00359267j 0.00246784+0.00045707j 0.00689946+0.000872966j 0.0130202+0.00426j 0.00292432-0.00234321j 0.0124501+0.00667031j -0.00268585-0.00186349j -0.000499874+0.00127948j 
0.00016914-0.000279434j -0.0013374+0.000946765j 0.00241997+0.00166872j 0.00187062-0.000584386j 0.00156049+0.00368035j -0.00573892-0.00135161j -0.00937058-0.00297537j 0.00311466-0.000233176j 0.00628236+0.000829008j -0.0012031+0.00593331j 0.00474527-4.00574e-05j 0.00892778-0.0184429j 0.000395999+0.00648205j -0.00686636-0.00753494j 0.0030441-0.00916662j 0.00508109-0.00321622j 0.00661922-0.00105541j -5.50671e-05-0.00530728j -0.00138895-0.00547128j -0.00142915+0.00278148j 0.00517515+0.00931405j 0.00181669+0.00801786j -0.00456071+0.00689587j 0.00745044+0.00134347j 0.00167096+0.0085429j -0.00301592-0.00259286j -0.00255135+0.00214614j 0.000424363+0.00296173j 0.00576716+0.00386294j -0.00628887-0.00250886j 0.00241406-0.0027095j 0.00169119+0.00334031j 0.00829274+0.00173149j -0.00506023+0.00779251j -0.000755228-0.000947884j 0.00173916+0.00125362j 0.00196382-0.00498853j 0.00939762-0.00510608j -0.00890586-0.00586502j 0.00805649-0.00536758j 0.000575373+0.00140335j 0.00106571+0.002793j 0.000326769+0.00091088j -0.00648685+0.00265871j -0.000922651-0.00544426j 0.00408928-0.00569706j 0.00259884+0.000199102j 0.00763977-0.0042157j 0.00834161+0.00272207j 0.00867099-0.00392217j -0.00139155-0.00523012j -0.00571311-0.00436795j 
0.00207614-0.00136831j -0.00361385-9.94374e-05j -0.00465121-0.00334593j 0.00859513-0.00555878j 0.0107751+0.00566652j 0.000848053-0.00355827j -0.000381017+0.00816694j -0.00537703+0.0038802j -0.00586694-0.00293271j 0.00527218+0.00657884j 0.0018199-0.0090796j -0.00179259-0.0154786j 0.00634796-0.00101993j -0.00873241-0.00359004j 0.0143249-0.00195642j -0.00212065-0.00871149j 0.0070188-0.00394433j -1.33596e-05+0.00121138j 0.0048762-0.00111673j 0.0031637+0.0080234j -0.000763019+0.0169506j 0.000719259+0.00737836j -0.00831871-0.00903562j -0.00304892-0.00243624j 0.00191538-0.00407513j 0.00262844+0.00592176j 0.000934342-0.00521456j 0.0133091+0.00586793j 0.00537239+0.00396825j 0.00647886+0.000895799j 0.00651924-0.0120095j -0.0031626+0.00789428j 0.00697358+0.00472996j 0.000603783+0.00957171j 2.91935e-05-0.000176981j -0.0076225+0.00457711j -0.00382192-0.0119204j 0.00398857-0.00375262j -0.00453465-0.00600942j 0.0066589-0.00580328j -0.00294491+0.00201616j 0.00193984+0.000424381j -0.000966364+0.00496399j -0.0020216+0.00206901j 0.00315354-0.0020094j 0.0066336-0.00541748j 0.00255104+0.00507503j 0.00439688-0.00564782j 0.00511717-0.00397711j 0.000973698-0.00816819j -0.000765909-0.00602471j -0.00682283-0.0050416j 
-0.00299662+0.00250257j 0.00435391+0.00116477j 0.00623597+0.00062504j -0.00841064+0.000839756j -0.00785595+0.00275014j -0.00361906+0.00808194j -0.0018787-0.00703268j 0.00980249-0.00272206j 0.00408797+0.00229629j -0.0114566-0.00493555j 0.000544776+0.0102497j 0.00458413+0.0100695j -0.00598432+0.00143391j 0.0100586+0.00422611j -0.021361+0.0020964j 0.00356882+0.00716241j -0.00595002+0.00205393j 0.00447763-0.00497075j -0.00324355+0.000741531j -0.0013428-0.00983963j 0.00214211-0.0150513j -0.00387559-0.00654113j 0.00694312+0.00620055j 0.00376388+0.0063242j -0.00217242+0.00326469j -0.00138905-0.00382379j 0.00522463+0.00273429j -0.0101383-0.00464262j -0.00833307-0.00033027j -0.0041168-0.00336233j -0.00263373+0.0096777j 0.00164083-0.00394123j -0.00773674-0.00521348j 0.0012646-0.00485802j 0.00430385+0.00402761j -0.000705299-0.0010008j 0.00304505+0.0122882j -0.00390521+0.00393517j 0.00655861+0.00520232j -0.00388431+0.00199807j 0.00158215-0.00157763j -0.00180514+0.0040375j 0.00206266-0.00594406j -0.00254446-0.00220679j -0.00279587+0.00360129j -0.00518515+0.005707j -0.0033216-0.000979931j -0.000247033+0.00468101j -0.000550282+0.000123571j 6.96466e-05+0.0072788j 0.00017881+0.00534729j 0.0065912+0.00508129j 
0.00245352+0.00248062j 0.00687955+8.72526e-05j -0.0147648+0.0100023j 0.00194324+0.00491517j 0.00660064-0.00352856j -0.00060273+0.0179191j -0.0176165-0.00353604j -0.0066925-0.00273274j 0.00534527-0.00752245j -0.00270849+0.00819409j -0.00262665-0.0044754j -0.0160708+0.00144047j 0.020677-0.00540162j -0.00458459+0.000738341j -0.00517351+0.00137138j -0.0143889-0.00743575j 0.00382882+0.0135979j -0.0102349+0.00158591j 0.00240583+0.00420236j 0.0201711-0.00168723j -0.0142147-0.00198866j -0.000600416+0.0154814j 0.0103208-0.0120697j -0.00456196+0.00583202j -0.00911961+0.00838318j 0.00844917-0.0169184j -0.00441529-0.00246114j 0.00309422-0.00386623j -0.0145175+0.00802268j -0.00137479+0.00998591j 0.000166789+0.0156438j 0.00396126-0.00284585j -0.0209737-0.00948513j 0.0047458+0.00586452j 0.00933351-0.00510319j 0.00344891-0.00154015j -0.000812704+0.00156281j -0.0177979+0.00826527j 0.0037617+0.00783907j -0.000721376+0.00286544j -0.00866264-0.00322346j 0.00055817-0.000786698j -0.0113053-0.00434582j 0.0116898-0.0048858j -0.000214195-0.00279467j -0.0124083+0.000693857j -0.00265153-0.00678425j -0.00895221-0.012985j 0.00417704+0.00365645j -0.0125336-0.00527353j 0.0077952+0.00652978j 0.00344699-0.00481434j 
-0.000882103+0.00298303j 0.00226801+7.97807e-05j 0.00390907-0.00711067j 0.00363395-0.00477141j -0.000839078+0.0103564j 0.00814078-0.00134293j -0.00100192+0.00526912j -0.00423948+0.0010903j -0.00190075-0.000909811j 0.00641481-0.00220399j 0.00411809+0.00162217j -0.00604522-0.00394021j -0.00017079+0.00032771j -0.00989741+0.00189502j 0.00725789-0.00549142j 0.00294149-0.00225124j -0.000845987+0.0004472j -0.00237622+0.000854664j -0.00351954-0.00707299j -0.00565662+0.00860581j 0.00228161-0.000617609j -4.77046e-05+0.00458286j -0.00266374+0.0017286j -0.00249969-0.00314809j -0.000345149-0.00516644j 0.00560956-0.00263894j 0.000587503-0.00894164j 0.00965495-0.00366815j -0.00271985+0.00148813j -0.00135599+0.000461176j -0.00775246-0.00433926j -0.000687787-0.000676515j 0.00345019+0.00166424j 0.00462149-0.00225106j -0.00303042+0.00169851j 0.00146892+0.00321661j -0.00815758+0.00557306j 0.00214337-0.0106496j -0.00127408+0.000733974j -0.00264764-0.00335062j 0.00323248+0.00114111j 0.0011914+0.00443864j 0.00625183+0.00135814j 0.00103158+0.00177073j -0.000298034+0.00132958j 0.00359104+0.00274732j -0.00209657+0.00426837j -0.00272935+0.00485076j 0.000381357-0.00531957j 0.00624393+0.00197434j -0.000461237-0.000456875j 0.00147851+0.00129458j 
0.000470243+0.00346319j 0.00216503-0.00156647j 0.00550456-0.0108868j 0.00417338-0.0147835j -0.0121437+0.0127979j -0.0107938+0.00283906j -0.00153022-0.00542431j 0.000247108+0.00201407j 0.00365858+0.00746134j -0.00689161+0.0017996j 0.00350233+0.001147j 0.00543966+0.00204485j -0.0105013+0.00267393j 0.012552-0.0134725j -0.0115822+0.00319952j 0.0196628+0.0211669j 0.00647836-0.0117839j 0.0185034-0.00563892j -0.000907795-0.0019752j -0.00213128+0.000990132j -0.00168159+0.00495077j -0.000694034-0.00617965j 0.0036687-0.000482273j 0.0144332+0.0112099j 0.00855879+0.00600495j -0.00868042+0.00329504j 0.00073381+0.00847155j 6.51678e-05-0.00202988j -0.00260053+0.0112536j -0.0053233-0.00103223j -0.00235317-0.00203971j -0.00833151+0.00557092j 0.00124537+0.00363107j -0.00448204+0.010106j 0.0130945+0.0106854j -0.0004295+0.00409513j -0.00891149+0.0145323j -0.013796-0.00374202j 0.00207965+0.00815127j -0.00437224-0.00275821j 0.00599333+0.000301844j 0.00529978+0.00395464j -0.0031-0.00432j 0.00196985+0.00619393j -0.010825+0.00509733j -0.00294497+0.00494128j -0.000661554-0.00668574j -0.00163371-0.00207583j 0.00696091-0.00617937j 0.0037385-0.00245832j 0.000165925+0.000160942j 0.00254305-0.00159691j 
-0.00276241+0.0035645j 0.00191931-0.000249445j 0.0091766-0.0122392j 0.00857819+0.00672483j -0.00835155+0.00897507j 0.00801485-0.00729157j 0.00220779+0.0155343j -0.0140416-0.0017961j -0.00421875-0.0087052j 0.00716512-0.00626277j 0.00118763+0.00338105j -0.00358216-0.0010772j -1.31483e-05+0.00211755j -0.0152282+0.0109204j 0.0133582-0.00124537j -0.00305692-0.0105742j -0.00820967+0.00390666j -0.00590044-0.000576432j -0.0130204-0.015837j -0.00835362+0.0102203j -0.00124941-0.00251874j -0.00302875-0.000221512j -0.00374355+0.00491716j -0.00390087-0.00323783j -0.00625934-0.0100857j 0.00988446+0.000850189j -0.00577557-0.0110839j 0.0099781-0.00541136j -0.00619625-0.0108043j 0.00102368-0.00264282j -0.00954013+0.000571944j -0.000945067-0.0039004j 0.00280974+0.00177736j 0.00587237-0.0112485j -0.00138728+0.00552742j 0.000494862+0.00694317j -0.00769264+0.00346558j -0.00183125-0.00819172j 0.00614293-8.54038e-05j -0.00170321+0.00261763j 0.00293263+0.00145751j -0.00374904+0.00311575j 0.00771866-0.00253054j -0.00078685+0.00265457j 0.00189017+0.00459568j 0.00379488+0.0065618j -0.000946409+0.00443362j -0.00180179+0.00480524j -0.00344115-0.00189948j 0.0017763+0.000397345j -0.00071362+0.00195354j 0.0022103+0.00370537j 
0.00438823+0.0026452j 0.0039719-0.00235962j -0.0128625+0.00227711j -0.00557935-0.0157441j -0.00615846+0.00138003j -0.00676794-0.00055932j 0.00777285-0.0202283j -0.000625694+0.0103038j 0.0158226+0.0146997j 0.00504037+0.00209454j -0.00328973+0.00469747j 0.00196168+0.0116383j 0.000898259+0.0031759j 0.0144298-0.0135645j -0.00974656+0.000332669j 0.00654926+0.00819885j 0.00933977+0.00516475j -0.00184531+0.0149822j 0.0188423+0.0126453j 0.00686539+0.00459801j -0.000607307+0.00797666j 0.00436323+0.00661512j 0.00672913-0.00258925j 0.00387191+0.00436639j -0.00159831+0.00807689j -0.0126774-0.00153129j 0.00841837+0.00434521j -0.00596687+0.00305704j 0.0113098+0.000703881j 0.00347074-0.0048606j -0.00315864+0.00133571j -0.00622716+0.00715837j -0.00747777-0.00421691j 0.00126743+0.00658565j -0.00181217-0.00471941j 0.00153685-0.00563776j 0.00160652-0.00515553j 0.00220443-0.00510459j 0.000877762-0.0021883j -0.0049424-0.00326294j 0.000935802+0.00727866j -0.000500328-0.000946591j 0.00467887+0.0023263j 0.00692898-0.00147101j -0.00737957-0.00182954j 0.000575125-0.00107982j 0.00329618-0.000755006j -0.00714448+0.00105935j 0.00250808-0.0090045j 0.00162456+0.00114304j 0.00433515+0.00467072j 0.00273029-0.00449758j 
-5.71953e-05-0.00151036j -0.00340281+0.0027531j -0.00969558-0.000330728j -0.000633716-1.99551e-05j 0.00236142+0.00222071j -0.0101063+0.00143053j 0.00438012-0.00613911j -0.00191897+0.00104873j 0.00176005-0.00154499j -0.00275695-0.00252357j 0.000588363+0.000375357j 0.00385157+0.00415728j 0.000824036+0.00273477j 0.00174392-0.00626573j -0.000895973+0.00847461j 0.0061189+0.0043725j 0.00337989-0.00237369j 0.00367971-0.00226977j 0.00128144+0.000737335j 0.00236207-0.00157516j 0.000639893+0.000730907j -0.00224605-0.00212488j 0.00397089-0.00131979j 0.00252199+0.00591034j -0.00431011-0.00147775j -0.00091999+0.00362998j 0.00279933+0.00720723j -0.000942936-0.00181752j 0.00104314-0.00079942j 0.00890639-0.000185129j 0.00199599+0.00200961j -0.00189229-0.00267289j 0.00267168-0.00320168j -0.00506507-0.000418449j 0.0107929-5.09563e-05j 0.00398257+0.00376078j 0.000502538+0.00534201j -0.00303983+0.00831532j 0.00191209+0.00127379j 0.00497798+0.00457098j -0.00541898-0.00660984j -0.000102307-0.00042282j -0.00538998+0.00132668j 0.0016778-0.00327698j 0.00128347+0.00325932j -0.00452223+0.00199498j -0.00623828-0.00510514j 0.00402678-0.00515381j 0.000283433+0.0101487j -0.00758386-0.00467295j -0.00142681+0.00190402j -0.000760234-0.000539067j 
0.00122179-0.000126038j -0.00543772+0.000828155j -0.0117566-0.0125678j 0.0135276-0.00613667j 0.00940642+0.0063619j -0.0152217-0.00537659j 0.0187069+0.0045877j -0.00399965+0.00881127j -0.00693556+0.00454407j -0.00188627-0.00156562j 0.00277536-0.0111074j 0.00525207-0.00151875j -0.00852506-0.00339759j -0.0039385-0.00367259j 0.0103191+0.00507603j 0.00609631+0.00885656j 0.00459419-0.0131893j 0.00835371-0.011194j -0.00170076-0.00294389j -0.00484091+0.00092088j -0.00167407+0.00051269j -0.00175534-0.00832555j 0.00337613-0.00686569j 0.00931779+0.00557668j 0.00728854-0.00749657j -0.00823285+0.0105586j 0.00382903-0.00147387j 0.00585788-0.00168014j 0.00227773-0.00303452j 0.0027768-0.000492281j 0.00892266-0.00264373j -0.00256828-0.00256581j 0.0122184+0.00859845j -0.00649886+0.00448345j 0.00531928-0.00127751j -0.000982328-0.000468469j -0.0043362-0.00561764j 0.00295832+0.0106653j -0.000758195+0.00952876j 0.000378882+0.00264111j 0.0015891-0.00800218j 0.00493815+0.00120681j -0.00726739-0.00194289j -0.000620504-0.00326159j 0.00646507-0.000763008j 0.00226377+0.00309618j 0.00868458+0.00229672j 0.00905058-0.00324297j 0.000422867+0.00738846j -0.00213316-0.00166401j -0.00186089-0.00643278j -0.00282275+0.00131258j 
0.0023092-0.00621778j -0.00990601+0.00218677j -0.00851889-0.00318394j 0.00494456+0.00413579j 0.0104667+0.00189864j -0.00396233-0.00761868j 0.011585+0.00100711j -0.0113011-0.00469221j -0.0117652-0.00477685j 0.00507347-0.00571111j 0.00584001+0.000274115j -0.00399323+0.00133317j 0.00340297+0.00160424j -0.00409147+0.000915798j 0.0100163-0.00264083j 0.00386515+0.00519225j -0.00246044-0.00660411j 0.0084105-0.00732085j -0.00594759-0.00668287j -0.00176497+0.00576139j 0.0109777-0.00587584j -0.00495825-0.0010555j 0.0140973-0.0020805j 0.00137505+0.00306529j -0.0115146-0.00231388j -0.000850666+0.0127042j -0.00101419+0.00467234j 0.000553833-0.000597305j -0.00322383-0.00266587j 0.0101327-0.00512582j 0.00232537+0.000924482j 0.000195895-0.000441452j 0.013118-0.00259977j -0.0129492-0.0121007j 0.0142351+0.012706j 0.00572315+0.0141368j -0.00980225+0.0226627j -0.01097-9.18719e-05j 0.00956109-0.00762676j 0.0175352+0.00486777j -0.00749437-0.00887323j 0.00742727-0.00798884j -0.0047833+0.00711678j -0.00940416-0.007193j 0.0178942+0.0142601j -0.00636825+0.0053688j -0.0255901-0.00533447j 0.00308297-0.00648303j -0.00727735+0.01813j -0.0137961-0.0107653j -0.00316547+0.0020193j -0.00575405+0.00325302j 
-0.00568353+0.00410994j 0.00496497+0.00253359j 0.00954957-0.00572929j 0.00359926-0.0143866j -0.00335434+0.0151263j 0.00684792+0.00903951j -0.0122009+0.00730338j 0.00742285+0.00367105j 0.00397326+0.012345j -0.00697346+0.00735075j 0.00233608+0.00574359j -0.00590809-0.000321864j -0.00334185-0.00100292j -0.00707945-0.00705796j -0.00520269-0.0100912j 0.00326355-0.0028493j -0.00146344+0.0032993j -0.00422991+0.000855528j -0.00861557-0.000582952j 0.00234662+0.00623641j -0.00612112+0.0143931j -0.0103148+0.00736898j -0.00885069+0.000448479j 0.0111341-0.00781854j 0.0187696+0.00262664j 0.00155587-0.00813538j -0.0079601-0.00768539j 0.0197079-0.00206978j 0.000966684+0.00271492j -0.000484996-0.0101457j 0.00431667-0.000513152j -0.00109399-0.000433244j -0.0187112-0.00400373j 0.00752609+0.00316472j -0.00181181+0.00294145j 0.0079842+0.00418888j 0.000669506-0.00132776j -0.00364584-0.00160398j -0.00770933+0.0038588j -0.0164444-0.00765092j 0.000866098+0.00678548j -0.00771748+0.0136775j -0.00163228-0.00902856j -0.00406394-0.0033381j -0.0111484-0.00410479j 0.000501729-0.00903913j 0.00202111-0.00430823j 0.00363126+0.00965747j 0.013783-0.0130751j 0.0125152+0.0124529j -0.00431125+0.00184826j 0.00582459+0.00195729j 
0.00392948-0.000134847j 0.00401573-0.00133638j -0.000570417+0.0111581j -0.0135947+1.04252e-05j -0.000240261-0.00332927j 0.00352853+0.00886425j -0.00940045-0.0168581j 0.00873941-0.00771222j 0.0115715+0.000697042j -0.000370654+0.00300991j 0.00797688+0.0027809j -0.00299612+0.000163851j 0.00405462+0.00202359j 0.00557274-0.00316433j -0.0123742+7.936e-05j 0.0077826+0.00422183j 0.000638795+0.00351328j -0.00647453+0.00234419j 0.00260125+0.00112041j 0.00529324-0.0057663j 0.00905419-0.0110969j 0.00867252+0.00709717j 0.00996998+0.0072233j -0.00430512+0.00142058j -0.00693735+0.00423115j 0.00155139-0.0051553j 0.00590469+0.000443367j -0.00587354+0.00143632j 0.00478219+0.000493096j -0.00842719+0.00310092j -0.0119229-0.00865394j 0.00342989+0.00117396j 0.00525533-0.00746712j -0.00214645-0.00321885j -0.000861083+0.0036332j -0.0046454+0.00188902j -0.00765202+0.0127488j -0.00423447-0.0147665j 0.00267489-0.0110917j 0.00118629+4.43758e-05j -6.20436e-06+0.0109202j 0.00511161-0.00819675j 0.00205906+0.00631672j -0.00668225-0.00023201j 0.00713917+0.00075091j 0.00198727+0.00636858j -0.00755679+0.00689986j -0.0140526+0.000686622j -0.0018561-0.00632134j 0.00183963-0.000451374j 0.00378107+0.00342033j 0.000544855-0.000241093j 
-0.0113206+0.00554174j 0.00706462+0.00379321j 0.020971-0.00821786j -0.00426551-0.00498579j -0.0165944+0.0101966j -0.00511803+0.0136836j -0.0140904+0.0238661j 0.00600924+0.00522186j 0.001429-0.000760328j -0.0163287-0.00309142j -0.0076917+0.0239877j 0.00171179+0.00242946j -0.000515654+0.0011897j -0.00556117+0.00489654j -0.00735447-0.00377913j -0.00374333-0.00658928j -0.0119651+0.00670329j -0.00483409-0.00663851j -0.013665-6.41517e-05j -0.00293353-0.00112548j -0.00585891-0.00639762j -0.0164589-0.00314157j -0.00594866-0.00175664j 0.00297803+0.00347956j 0.00080554+0.00132487j 0.0128028-0.0117733j -0.00318279+0.0117082j 0.000867561-0.00336635j -0.000577441+0.00817211j -0.00338964+0.00336093j -0.00315265+0.00894648j -0.00662342-0.00657362j -0.00839035+0.00256784j 0.0116853+0.00183602j 0.00919065+0.000384536j 0.00638111-0.00224997j 0.00742779+0.0086356j -0.00646945+0.00974376j 0.0025543+0.0153779j 0.000531251-0.0018556j 0.00750181-0.00709122j 0.00126+0.0145123j 0.00832537-0.00292525j 0.00397062-0.00310622j -0.0209975+0.0113265j -0.0080828+0.00557825j 0.00419368-0.00104429j 0.0117646+0.0148863j 0.00858787-0.00518144j 0.00460414+0.0134601j -0.0109148+0.00514561j 0.00894978+0.0083947j 
-0.000479491+0.00117742j 0.000496614-0.000372118j 0.0108455-0.0097328j 0.00379002-0.00902491j 0.00454871+0.0107881j -0.00150604-0.00812933j -0.00275706-0.00455977j 0.00733703-0.00453114j -0.0056516-0.000692291j -0.00875532+0.00828419j 5.04931e-05-0.00804347j 0.0120132-0.0106753j -0.00932571+0.00876928j -0.00187336+0.000611115j -0.00390352-0.00556162j -0.00215736-0.0115232j 7.41602e-05-0.010478j 0.0203781+0.00759629j -0.0073597-0.0101791j 0.00584919-0.000878333j 0.00481973+0.0133323j 0.000152472+0.00717285j -0.00642959+0.0069682j -0.00445695-0.0039716j -0.00652954-0.0053013j 0.00358291+0.00865965j -0.00553387+0.00738166j -0.00725442+0.0014328j 0.00467028+0.00155142j -0.00427187-0.00935235j -0.00647874-0.0136464j -0.00761684-0.00130243j -0.00280423-0.00775359j 0.00379086-0.00016101j -0.00200644+0.0134927j -0.00156636+0.00394014j 0.00794923-0.00494137j 0.00800994-0.0144492j 0.00819039-0.0101278j -0.000733449-0.00644536j -0.00681242+0.00369515j -0.000935099-0.00563825j 0.00629527-0.00119345j -0.00684468+0.00248092j 0.00806264+0.000254693j 0.0115543+0.00406011j -0.0124363+0.0103851j 0.00324018+0.00524608j 0.000447057-0.0122349j 0.0151943-0.00181136j -0.000706328-0.00518389j -0.00208976-0.000379469j 
0.000194458+0.00334119j 0.00373367-0.001398j 0.00822913-0.00628742j -0.0011128-0.00654113j -0.00427451+0.00924699j 0.0160965+0.00158833j -0.00130652-0.00109842j -0.00315434-0.000795616j 0.00438378+0.00673217j 0.00383653+0.00104445j 0.00884881+0.0106181j -0.00901783+0.00409699j -0.00573989+0.0038225j 0.00508577+0.000896886j -0.003124-0.00281134j 0.0131338-0.00822586j 0.0026689-0.000133396j -0.00415013-0.00364247j -0.00332835-0.00244775j -0.00596762+0.00353713j 0.00148107-0.00668087j -0.000433908-0.00279174j 0.00617844+0.0021702j 0.00580757-0.00135935j -0.00491594-0.00232304j -0.00273886-0.00436618j 0.00704334-0.00124101j -0.000923325-0.000177632j -0.00548731+0.0160462j -0.00681425-0.00496502j -0.00981282+0.0061217j -0.00223582+0.00140589j 0.00603335+0.0039558j 0.00206932+0.00493143j 0.00579464-0.00155841j -0.00847909+0.00474182j 0.000390765+0.0149316j -0.00907004-0.0137809j 0.00279223+0.00542077j -0.00682099-0.0068703j 0.00303998-0.00084445j 0.00157864-0.000138799j 0.00376151-0.000150068j 0.00225093+0.00258858j -0.00776737-0.00174197j 0.00233335+0.00385462j -0.0108618+0.0022344j -0.00973782+0.0124477j 0.00357253-0.00856631j 0.00600663+0.00130708j 0.00250616+0.00386382j 0.00391158+0.000871585j 
0.00345276+0.00345049j 0.00668589-0.00634824j 0.0137908-0.00413566j -0.000376656+0.00525141j -0.0162027-0.00290276j 0.00456124-0.000398686j -0.00773334+0.00370683j -0.00628257-0.00776171j 0.00166497-0.0067684j 0.00434206+0.00154156j -0.00266305-0.00854531j -0.000898457-8.95787e-06j 0.00369659-0.0012012j 0.00330327-0.00151699j -0.00444648-0.00210226j 0.00161797+0.00547764j -0.000652927+0.00124381j 0.000685737+0.00401276j -4.04208e-05-0.00425581j 0.0098611-0.00264716j 0.000994801-0.00740294j 0.0049592+0.0101428j -0.00410546+0.00311818j 0.00405537-0.000397588j 0.001511+0.00378015j 0.00656003-0.000807935j 0.00482567-0.00117589j -0.00994959-0.00294907j -0.00013146-0.0037072j -0.0107752+0.011893j -0.0113128-0.00743929j -0.00740544+0.00446414j 0.00504227+0.00366842j 0.00944671-0.000223098j 0.00135967+0.00310399j -0.00666729-0.00757494j 0.000790547+0.00807794j -0.000729534-0.0068426j 0.00535962-0.00442188j -0.00104388-0.00144358j 0.00859849+0.0108927j 0.000428837-0.00563311j 0.00846881+0.0059458j 0.00407993+0.00773406j -0.00506548+0.00289951j 0.00624938+0.0125952j 0.00590622+0.00238688j -0.0102774+0.00231631j -0.00124527-0.00524643j 0.00527379-0.00225479j 0.005173+0.00164973j 0.00134261-0.00218181j 
-0.000493235-0.00529768j -0.00890153+0.00272617j -0.0105386+0.000902731j 0.00222474+0.00880354j 0.00980773-0.00597696j -0.000833024-0.0128706j 0.00748992-0.000314638j -0.00441833-0.00413709j -0.00718526-0.00449083j 0.00899006-0.00537463j 0.00228635+0.00229981j -0.007645+0.00247583j 0.00647605-0.000491695j -0.00246162+0.00693694j 0.00272252+0.00378527j -0.00722475+0.0028034j 0.00376282+0.00088553j 0.00356735+0.00180492j 0.00581676+0.00264932j -0.00488817+0.00418076j -0.00474378+0.0102425j 0.00137589-0.00480135j -0.00308505+0.000791728j -0.0146388+0.00226931j -0.00998055+0.00303699j -0.00193906-0.00115831j -0.00817352-0.00501055j -0.00457214+0.00548115j -0.00956028+0.00186772j 0.0118102-0.00805644j 0.00675271+0.0110772j -0.00311291-0.00242608j -0.00729473-0.00720426j -0.00385409-0.00557066j -0.00179916-0.00934856j 0.00203804+0.000949762j 0.0126478-0.0235925j 0.01205+0.00664906j -0.00315545+0.00186677j 0.00105959+0.00354182j -0.0101108-0.0167802j 0.00162578+6.8257e-06j -0.00172373+0.00288078j 0.00614021-0.00882274j 0.00390734+0.00651075j -0.00963499-0.0113273j -0.00951548-0.00801969j 0.00555028-0.00562226j -0.00587137+0.0132474j -0.0125472-0.00423943j -0.00121836+0.000667099j -0.00147858-0.0017783j 
