-0.020009+0.00460182j -0.000311631+0.0167342j 0.0191329-0.0102316j -0.013764-0.0267461j 0.017352+0.0172964j -0.0200766+0.0078114j 0.00379112+0.0449824j 0.039991+0.0282913j -0.0174357+0.0115076j -0.0291973-0.00178385j -0.00292395+0.00290528j 0.0315768-0.0376083j -0.0247532-0.0103353j -0.013671+0.00645365j 0.0124744-0.0114819j -0.00632112-0.0267787j -0.00626036-0.0110835j 0.00688177-0.0160609j -0.0294698-0.000328014j -0.0234145+0.00255896j 0.0156712-0.0143783j -0.0400172-0.0232822j -0.00922077-0.00536981j -0.00910787+0.00374316j 0.0150175+0.000406089j 0.0139293+0.0122138j -0.0223277+0.00796418j 0.00300177+0.0112291j 0.0200879-0.00252724j 0.00924079+0.0016667j 0.00110628-0.0285238j 0.00267012-0.0161031j 0.0184621+0.00888359j -0.00910778+0.00823429j 0.00371705+0.0190195j -0.00530479+0.00445394j -0.00992083+0.00181356j 0.0182366+0.00213153j -0.00711672-0.0103221j 0.0123583+0.00670857j -0.00852584-0.0143479j 0.0227188+0.017523j 0.00326259+0.000105252j -0.0261192+0.0169218j 0.0094053+0.00789732j 0.021674+0.0198919j 0.00792272+0.0138681j 0.0691052-0.00142979j 0.00812482-0.0203456j 0.0231199+0.017421j -0.0270843-0.0117264j -0.00382128+0.0216664j 
-0.0379422+0.0673606j 0.0920542+0.00614199j 0.0256328-0.0638894j -0.0491733-0.0618339j -0.165289-0.0137136j -0.0299658+0.0796399j -0.0461561+0.0830581j -0.0235586+0.00536228j 0.03865-0.00212463j -0.0213895-0.056309j -0.0274186+0.136804j -0.0503957+0.118881j 0.0252588-0.0414544j 0.0139883+0.0451801j -0.0366683+0.0439616j -0.0767054-0.00215569j -0.0215816+0.0866172j -0.0982553+0.0512198j -0.0631052-0.0416493j 0.0309537-0.0467552j 0.0270894-0.13046j -0.0518631+0.0824757j 0.0909437+0.0399038j 0.0138506+0.0427666j -0.100484-0.0581428j 0.130603-0.057185j 0.0122738-0.018627j -0.00676651-0.0496935j -0.0907285-0.0432782j -0.0236529+0.0164788j -0.126183+0.057635j -0.0475892-0.0551516j -0.013416-0.00669082j 0.114255-0.0541705j 0.117397+0.017496j -0.0190158+0.063589j -0.0159467+0.0857431j -0.0186807+0.0345997j 0.0674277+0.0410927j -0.0419149+0.0512838j 0.0426358-0.00335862j 0.00364211+0.0746435j 0.065296-0.0440324j 0.00358582+0.0112639j -0.0635033+0.0827877j 0.0227678+0.200302j 0.0585481+0.0396849j 0.0400773+0.12639j 0.0408246-0.0510113j 0.0122982+0.0190055j -0.0245883+0.080838j 0.0947467+0.0486177j 
-0.0687303-0.000482618j -0.0248186+0.0470575j 0.0825006-0.0129808j -0.0481644-0.0930762j 0.0445979+0.0731893j -0.0661838-0.00363864j 0.0110378+0.167657j 0.098696+0.109102j -0.0773811+0.0204117j -0.089208-0.0321435j -0.0191568-0.00854824j 0.159575-0.106728j -0.0931908-0.0109754j -0.0401295+0.0320461j 0.0528706-0.0358302j 0.00554559-0.103979j -0.0361243-0.0222728j 0.00702877-0.0520185j -0.111506-0.013904j -0.0923832+0.0056448j 0.0767035-0.0383867j -0.144795-0.0936779j -0.0453344-0.030539j -0.0295749-0.0159589j 0.037675+0.00117704j 0.070119+0.112814j -0.0688025+0.0188255j -0.00118315+0.0320171j 0.0523158-0.0218273j 0.0300792-0.0347289j -0.0076149-0.110799j -0.00346491-0.00686963j 0.0533929+0.0381629j -0.0183819+0.0295193j 0.0114739+0.114192j -0.0311376+0.00718158j -0.0426242-0.0205561j 0.0291528+0.00174026j -0.000507411-0.0149682j 0.0476654+0.00360591j -0.0293639-0.0495036j 0.0546631+0.0604316j -0.00210059+0.00717562j -0.0757408+0.0669019j 0.0180084+0.0376099j 0.106785+0.0108734j -0.00476215+0.0527888j 0.190157-0.0767851j 0.008756-0.0898217j 0.0504113+0.0414888j -0.0999244-0.0615444j -0.0158076+0.0696461j 
0.0246061+0.00809213j 0.0128985-0.0271254j -0.0234327+0.0121944j 0.00574606+0.029422j -0.0322435-0.0707422j -0.0602742-0.0103091j -0.0383136+0.000563467j -0.0221613+0.020001j 0.00189832-0.0112634j 0.046213+0.00403679j 0.00705063-0.0675233j 0.0110567-0.00115085j 0.0274952-0.0407918j -0.0123923-0.00256067j -0.0558909+0.057435j -0.0096609+0.0203921j 0.0385922-0.0029683j 0.0210234-0.000152682j 0.0342556+0.047766j 0.0150497-0.0103024j -0.0332783-0.0200142j -0.0222758+0.0608706j -0.0341683+0.0349975j 0.029691+0.00520654j 0.0562464+0.0503582j -0.0244158-0.0581155j -0.0601502-0.0207125j -0.0497534-0.00299177j 0.0155566-0.00113289j 0.0250358-0.00295445j -0.0549936-0.00622967j 0.0106135-0.0199203j 0.00216896+0.0111389j -0.0115433+0.0454972j -0.0400068-0.0293954j 0.00545117-0.0588429j 0.0139877-0.0170173j 0.010863+0.0336666j 0.0438351+0.00554309j -0.00615772+0.0167669j 0.0338343+0.0292311j -0.04056-0.0281258j 0.000986506-0.0261952j 0.0554573+0.0149093j -0.00906996+0.0431826j -0.00716965+0.0437641j 0.0911503-0.0225677j -0.0383771-0.0412511j -0.00387079+0.0168213j -0.0212481+0.0010042j 0.0188955-0.0108246j -0.010562-0.0154369j 
0.0244765-0.0225449j -0.0243783-0.00848769j -0.0287072+0.0114268j 0.0111027+0.0413204j 0.0400944-0.0355978j -0.00287442-0.0160941j 0.0357908-0.0606098j -0.0319068-0.0395718j -0.0122143-0.0280174j 0.0287588+0.00110705j 0.0147596-0.0504772j 0.00735877+0.00569542j 0.0083183-0.00107104j 0.00736503-0.0065028j -0.00644484-0.00340547j -0.00570258+0.0296081j -0.0193694-0.00798087j 0.0133098-0.0398572j -0.00579519-0.016823j 0.00284322-0.0165133j -0.00267091-0.0466915j 0.0356707+0.0224964j 0.0209696+0.0151724j 0.0256601-0.0202557j -0.0120532+0.00158708j -0.0106291+0.0164299j -0.00340604-0.0281193j -0.0272192-0.000740205j -0.0303431-0.0072103j -0.00729488+0.00691242j 0.0527039+0.00507479j 0.0133244+0.0470801j 0.0316718-0.000576738j -0.017672-0.00128579j -0.00428495+0.0141808j -0.0351625-0.0421945j 0.0274284-0.0130442j -0.0135886+0.0138012j 0.0377066-0.000165533j 0.00882004-0.0115271j -0.0263747+0.0252044j -0.0244445-0.0303404j -0.0248554+0.0323041j -0.0141992-0.0180919j 0.0139367-0.0108555j 0.009818-0.0392256j -0.00427435-0.0259465j -0.0286965-0.00545957j -0.0253661+0.0648747j -0.0398296-0.0273711j 0.0188395-0.00169797j -0.0170494-0.0165614j 
0.0163026-0.0105819j -0.00643358-0.0124124j -0.00969476+0.00618922j 0.00563502+0.00670033j 0.0251785-0.0303577j -0.0110192-0.0126803j -0.000942777-0.0252736j -0.000237096+0.00434501j -0.0178442+0.00833226j 0.00103341+0.00914626j 0.0238667-0.0108756j 0.000438461-0.0268855j -0.0192903+0.00999201j -0.00545745-0.00583932j -0.00808829+0.00748296j 0.00164216-0.0163876j 0.0165012-0.0397376j 0.0493432+0.00983985j 0.0209132+0.00515062j -0.00413403-0.0115402j 0.0191326-0.0181716j -0.00487991+0.0203825j 0.0248379-0.0230081j 0.0160842-0.0250145j -0.00351951-0.00271524j -0.00610354+0.0232012j -0.00778645-0.0224124j -0.0354404+0.0163263j -0.0211978+0.0246134j -0.0226772-0.0110363j 0.013844-0.00345649j -0.0127244-0.000195185j 0.00742756+0.00984473j 0.00964723+0.00818304j -0.00688439+0.00729423j -0.041419-0.00589448j 0.0106445-0.00791231j 0.0159336+0.0254727j 0.0160728-0.0217317j 0.0210019-0.000797615j 0.0226292+0.0308942j -0.0143149-0.0540881j -0.012207-0.000595488j 0.0115084+0.00215737j -0.0142552+0.00305084j 0.00500525-0.025716j -0.0057791-0.00622226j -0.0158244-0.0119986j 0.00218816+0.0104118j -0.00878894-0.0179911j 0.0120218-0.00486365j -0.00994077-0.00697736j 
-0.00678409-0.000239988j -0.00689118+0.00687361j -0.00293235-0.00228379j 0.00195733-0.00107828j 0.0184563+0.0127739j -0.0243025-0.00138994j 0.0195083+0.0306295j 0.0113089+0.0118877j -0.00266906+0.000980413j -0.0156414-0.00951083j 0.0194239+0.0114623j 0.00530781+0.0138792j 0.00252203-0.00641428j 0.00263143+0.00183687j -0.00835703+0.0234069j 0.0206771+0.00181677j 0.00774786+0.020458j -0.0106043+0.00814919j 0.00140305-0.00587132j -0.00862193-0.000303443j -0.00579715-0.00771201j -0.0251278-0.0272458j -0.0019621+0.000622176j -0.0191085-0.00896763j 0.0191764+0.00917901j 0.0014426+0.00927561j -0.00475284+0.00346348j -0.00808438+0.0128119j 0.0177788-0.00806401j 0.0252593+0.00206303j -0.0334335-0.00645216j 0.010373-0.0374778j -0.00343759-0.0114348j -0.0448582-0.00276767j 0.00615286+0.0363583j -0.000690555+0.0222537j -0.0184947-0.0175333j 0.00347839+0.0136166j -0.0227574-0.00849963j 0.0107445+0.020132j -0.0138554-0.0108596j 0.0029947+0.0167308j -0.0302782-0.00585916j -0.00718192+0.0036471j 0.00636665+0.00749853j 0.00151116+0.00952801j 0.00264638+0.00780766j -0.0058942-0.0256372j 0.00237946-0.00838577j -0.00876005-0.00669086j -0.0133696-0.00178268j -0.00249489+0.00865992j 
0.000910387+0.00766395j 0.00854278-0.00458498j 0.00885919-0.00712616j -0.00810793-0.0111332j -0.00776117+0.00154969j 0.00268496+0.000530824j -0.0137182+0.0061811j 0.0165518+0.0108242j -0.00158226+0.00478185j 0.011117+0.00848048j -0.001809-0.0150223j 0.0168698-0.0201836j 0.0179621+0.00503466j 0.000928096-0.0157696j 0.0337885-0.00852161j 0.0121366+0.0435572j -0.00401574-0.0179882j -0.00912098+0.0344587j -0.00363702+0.00910105j 0.0364051+0.0130884j -0.0129695+0.00231318j -0.0127084-0.0139099j 0.0114183-0.00381047j 0.0105047-0.00215991j 0.0297216+0.00486635j 0.0247044+0.0113144j -0.00542253-0.0167199j -0.0151233+0.0277724j -0.00145528+0.00386261j -0.0110561-0.0267149j -0.0136043-0.0103143j -0.0119698-0.00733193j -0.0263536+0.0205563j 0.0119593-0.0100987j 0.00371988-0.00200248j 0.00545627+0.00894757j 0.0096015+0.0183661j 0.00667184-0.00925296j 0.000926095+0.0238219j -0.0310836+0.0163329j 0.0196805-0.00376525j -0.0194418+0.0108443j 0.0113302+0.0284088j -0.0163622-0.00502179j -0.00926124+0.0217731j 0.00585059+0.00703626j 0.0162859+0.00381949j -0.011341-0.0222731j 0.0101797-0.0176854j 0.00837563-0.00763271j 0.0020201+0.00398018j 0.003936-0.00479469j 
-0.00385386-0.00877227j -0.0079647+0.00597335j -0.00649835+0.00442078j -0.00202721+0.00276465j 0.0285686+0.00143716j -0.00465911-0.0080875j 0.00508312+0.00698429j 0.00755729+0.00635385j -0.0150477-0.0093997j 0.00741451-0.0173801j 0.0186988+0.0114099j 0.00515611+0.00520253j 0.00146412-0.00482024j -0.0116378-0.00653333j 0.00229474+0.0162775j 0.00625126+0.0148916j 0.00325364-0.00149948j -0.00646093+0.0190026j 0.0102932-0.0110709j 0.0263389-0.00335967j 0.0113229+0.00890439j -0.00927179-0.00722487j 0.00474888+0.0280183j -0.023029-0.00222016j 0.0143225-0.0187197j 0.0100092-0.0168253j 0.0060729+0.00522958j -0.00128694+0.00897144j 0.00694362+0.0289809j -0.0160248+0.00479253j -0.00831835-0.00890701j 0.00289155-0.00110363j 0.00471874-0.00646832j 0.000743505+0.00385403j -0.00214185+0.00232777j -0.018333+0.015999j 0.0279519-0.00420917j 0.012693+0.0121775j -0.0280174+0.00385455j 0.00819545+0.000758162j -0.0191521-0.0126961j -0.023493-0.018734j -0.0110864+0.0190443j 0.00377355-0.00496645j 0.00272879-0.025161j 0.0178353-0.0030814j -0.0066059-0.0137359j 0.018941-0.0127095j -0.0052305+0.0229994j 0.00232522-0.00600634j 0.00209862-0.00864965j -0.00456887-0.00468234j 
0.00146686+0.00829931j 0.00790417-0.00601665j 0.00533497-0.00520601j -0.00606928-0.00707735j -0.0201194+0.00970261j 0.016287+0.00123862j -0.00525226-0.013502j -0.0101667-0.00161802j -0.024608+0.00563255j 0.00640164-0.044537j -0.0190303-0.00783692j 0.0111797+0.00799426j 0.0254297+0.0175432j -0.00795778-0.013267j -0.0234336+0.016724j -0.0181425-0.0074822j 0.0138476+0.00488535j 0.00577678+0.00315j -0.00546775+0.0193654j -0.0081266-0.00429426j 0.00309535-0.00185693j 0.00214974+0.0147314j -0.011981-0.000274095j -0.000360672+0.00196023j -0.0147579-0.00708377j -0.0112328-0.000165795j 0.000315164-0.00878842j 0.0199776-0.00553744j -0.00252816+0.00104042j -0.016527+0.0149058j -0.0211661-0.0148186j -0.0190172+0.00357724j -0.0491909+0.0104007j 0.00109421+0.0187212j -0.0208723-0.00937151j -0.0116198-0.00590809j -0.0121099+0.055975j 0.0315504+0.00437347j 0.0185541+0.0127613j -0.0230488-0.010448j -0.00809403+0.000323912j -0.00490268+0.0165646j 0.0163386-0.0201871j 0.0244684+0.0234801j -9.00076e-06+0.0109189j 0.0127107+0.00682072j -0.00676863-0.00352496j -0.00547615-0.00503176j -0.00038241-0.0024609j 0.00360978-0.0127984j 0.00115769+0.00194128j 0.00431087-0.00475851j 
0.00358684+0.0065778j 0.010997-0.00594708j 0.00521146+7.49859e-06j 0.0022993-0.00927589j -0.0121051-0.00891713j 0.00160437-0.00486321j -0.0166675-0.0170222j -0.0296421+0.0207595j 0.0174588-0.019511j 0.0155271-0.00223134j -0.0190441+0.0163354j 0.0167367+0.0179711j -0.00895712+0.0137769j -0.0148899+0.0220442j 0.0141942-0.0130337j -0.00520453-0.00365304j -0.0212549-0.0185306j 0.000168289+0.0218255j 0.00463618+0.00140651j -0.0132168-0.0118154j -0.00921465+0.0218484j 0.00771542+0.0207106j -0.0126633+0.00996109j 0.00932316+0.033774j -0.000847019+0.0193428j 0.00944769-0.0191178j -0.00520082+0.00902143j -0.0193429+0.0173377j 0.00939607-0.00281909j -0.018927-0.00110152j -0.0178698+0.00603254j 0.00962075+0.00198686j -0.0250058+0.00502397j 0.036939+0.0185856j 0.0201861-0.00933354j 0.033774-0.00698781j 0.00699445-0.0109638j -0.0240668-0.0353203j 0.0196267+0.0104527j 0.000330286-0.0127729j 0.02276-0.00189027j 0.00602505-0.0176043j 0.00155179-0.00963421j 0.0150303+0.0145703j 0.00164381+0.00553069j 0.0106959+0.0126256j -0.0121865-0.00501959j -0.0054561-0.00839887j -0.000683202-0.000418709j 0.0168687-0.0145034j 0.00757528-0.000939713j 0.00343859-0.00771007j 
-0.000558594+0.00160029j -0.00102727+0.0017035j -0.00826468-0.0111616j -0.00698237+0.0184245j -0.0282428+0.0172367j -0.000471141-0.00225734j -6.80347e-05+0.000440835j -0.0246369-0.00898188j 0.00530422-0.0135091j 0.00268457-0.00222116j 0.0252144+0.0177198j -0.0214891+0.0444717j 0.00423229-8.30454e-05j -0.000308441+0.0221863j -0.0184506+0.0117299j 0.0182043+0.000254547j -0.00104074+0.014758j -0.0190803-0.0113157j -0.0200497+0.0118334j 0.00333918-0.00502421j -0.00982504+0.00485545j 0.0116484+0.0281059j -0.00665054-0.00120915j -0.00363016-0.000893659j -0.020136-0.0105831j 0.0186994+0.0179097j -0.00684642-0.0228101j -0.00225942-0.0136159j -0.00816799-0.0342897j 0.000101828-0.031667j -0.0101823-0.00826311j 0.00687787-0.00508765j 0.00746866+0.00434895j 0.0134924+0.00557097j 0.0210512-0.00476717j 0.0142826+0.00514292j -0.0200351-0.0196806j 0.00859585+0.00183125j 0.0133373+0.0044712j -0.00285983+0.0143816j -0.00137708-0.00249668j -0.0121079+0.0084306j -0.00973515-0.0075696j 0.01152-0.0177531j -0.0187334-0.000221927j 0.011985-0.0119739j -0.00268936+0.00435669j -0.0200202+0.0111764j 0.0118962+0.0115226j -0.014854-0.00715698j -0.00601209+0.0207793j 0.0101766-0.00161976j 
0.00375326-0.00401359j 0.00334062-0.0105992j -0.00523323+0.0246583j 0.00826426+0.0061339j -0.0230615-0.0391734j 0.0101132-0.000396289j -0.017903-0.00643925j -0.011935-0.0136051j 0.00834734+0.0194674j -0.0013989+0.00271184j -0.00154913-0.00556543j -0.00971796+0.0257398j 0.0227861+0.00835497j 0.0139038-0.00321383j -0.00031163+0.0119122j 0.0126915-0.00651135j 0.0151864+0.0269632j -0.0176314+0.0268985j 0.0066231-0.00071408j -0.00144283-0.00010075j 0.00110288+0.0126586j -0.0129886+0.00622898j -0.0164685-0.000721903j -0.00180488-0.0265908j 0.00265033+0.00837627j 0.026509-0.0159928j 0.023823+0.0124247j 0.00717436-0.0151316j -0.0295973+0.00412954j -0.000107947-0.00560102j -0.0140168+0.0294734j -0.0213364+0.0141282j -0.000936801-0.00173495j 0.0020626-0.0197254j 0.00315775+0.00961498j 0.00673384+0.00382122j 0.00580277+0.00520538j -0.0199779+0.0193487j 0.00158643+0.013462j 0.00740059-0.0145483j 0.0272735+0.00942784j 0.0036069+0.0055052j 0.00924949-0.0208921j 0.0222009-0.0274531j -0.00526932-0.000766037j 0.00872081+0.00518971j 0.00774649+0.00120162j -0.0246183-0.00737687j 0.0105671+0.00337157j 0.00450207-0.015501j 0.00673661+0.00663082j 0.0125791-0.0120043j 
-0.00795671+0.000478886j 0.00151301+0.00923835j -0.00654277-0.00162715j -0.00598667-0.00176029j 0.00755335-0.00238272j -0.0142459+0.0158412j 0.0218044+0.00668402j -0.00336835+0.00538414j -0.00197629-0.00536111j -0.0100114-0.0275149j -0.00691194+0.0170057j 0.0113257+0.0246597j 0.0128519-0.00180262j -0.0147723+0.0115428j 0.00327197+0.00751815j -0.0208812+0.0065641j -0.0230906+0.0217581j -0.0362101-0.0044326j -0.0243448-0.00637966j -0.00878771-0.0140916j -0.00117982-0.0308338j -0.00980129+0.0015965j 0.0183591+0.0184586j -0.00126759+0.0126688j -0.00885652-0.00749313j 0.00981857-0.0067192j 0.0102375+0.000802037j 0.0086536+0.00575817j 0.00899797-0.030221j 0.0114179+0.0250927j -0.00793811-0.00205011j 0.00902967-0.00620952j -0.00875955-0.00196186j -0.0137356-0.00480616j 0.00644709+0.0154551j -0.00472674+0.00124324j 0.00184159+0.00382922j -0.00072715+0.0154473j 0.00406058+0.00846678j -0.00286166-0.00442374j -0.00418877-0.0128394j 0.00565836+0.0165328j 0.00263787+0.00217632j -0.023405-0.0111673j 0.0128632+0.0114917j 0.00672542-0.000411537j 0.0240344+0.00943924j 0.0119284+0.0245588j -0.00300975+0.0030802j -0.0182142+0.000463771j -0.0126805+0.00855871j 0.00331733+0.0125811j 
-0.00140839-0.00458406j -0.00666775-0.0013666j 0.00297031-0.00807436j -0.0137254-0.0063032j -0.000319702-0.010824j 0.00235929+0.011232j 0.000537918-0.0158553j 0.0234001+0.00801013j -0.00728714-0.0154287j -0.0352986+0.0122491j 0.020363-0.00561786j 0.0249385-0.0134992j 0.00886397+0.00354622j 0.00649397+0.0320189j 0.00671986+0.019088j 0.0160435-0.00126867j 0.0140164+0.0102958j -0.00117164-0.0182805j -0.0318176+0.00959667j 0.00337441-0.00939519j -0.0010816+0.0485995j 0.0252159-0.019525j -0.0200791+0.0323131j -0.0336529-0.00250896j -0.00907834-0.0161971j -0.00524667-0.0155273j -0.0116481-0.00379054j -0.00258788-0.0115536j 0.0126948+0.00663676j -0.00939086+0.0114883j -0.00953109+0.00700371j 0.0104421+0.0119595j 0.0100403-0.0147428j -0.013182+0.00425705j -0.0159823-0.00746951j 0.00369442-0.000349361j -0.00895701+0.00375968j -0.00796571-0.00955789j -0.00827467+0.00554553j -0.0120762+0.0124084j 0.0140124+0.0202383j -0.00195661-0.0106775j 0.00776421+0.0127711j 0.009451+0.0053316j -0.00881701+0.00838254j 0.00664761+0.00796117j -0.0073097+0.00377919j -0.00422298-0.0100865j 0.00192391-0.00695989j 0.00637303+0.000827534j 0.000995266-0.00404629j -0.000234531-0.00132154j 
0.0092647+0.00225127j 0.00178889-0.0121335j 0.00903211+0.00558873j 0.0118903+0.00133611j -0.0207889-0.00252191j 0.00418862-0.00902981j -0.0157808+0.00847701j -0.00086996-0.00643788j 0.00830979+0.0224178j 0.00711039+0.0130316j -0.00622345-0.0316022j 0.00192403-0.00337127j 0.00142745-0.00981881j 0.00256283-0.0285186j -0.00715175-0.0180743j 0.00838013+0.0140668j 0.0069331-0.00627855j 0.00940914-0.0072064j 0.00637204+0.00773042j 0.0251047+0.00164558j -0.0103548+0.00880995j 0.00291596+0.00779713j -0.01911+0.00432013j 0.0103139-0.0137235j 0.0271574+0.0186359j -0.00204124-0.0202072j -0.00794778+0.00211209j 0.00282685-0.0091229j -0.0117826+0.00765604j -0.00686021-0.00562359j 0.00499151+0.00484911j -0.00840217+0.0161367j 0.000728914-0.0013775j 0.00477261+0.00388575j -0.0224442-0.0176552j 0.0114289-0.0276911j 0.00547487+0.0100591j -0.0223195-0.00914549j -0.0032178+0.0207305j -0.0111791+0.000334559j 0.000543875+0.0219258j 0.00214027-0.00491321j -0.00465317+0.00891061j 0.0181843-0.0125575j -0.00464036+0.00170948j 0.00528342+0.0102877j -0.00947655-0.0118368j -0.00490061-0.0262136j 0.00775074+0.000497994j 0.01594+0.00374859j 0.00969339-0.00585918j -0.00113493-0.00951427j 
-0.00191639-0.0150244j -0.0144598+0.00561194j 0.00122248+0.00860836j -0.00822466-0.00146567j 0.0258151-0.0185056j 0.0149739-0.00729109j -0.0129701-0.0165261j 0.0196523-0.00720874j -0.0281027-0.00598196j 0.00296675+0.00877499j 0.0205257-0.0129293j 0.00209332-0.0207787j -0.00810697+0.00362226j 0.000815242+0.0118368j 0.00757565-0.00777817j 0.00952328+0.00811498j -0.00274698-0.0125929j 0.00753373-0.0109113j -0.0240542+0.00900296j -0.0123498-0.00617874j 0.0146098+0.0122687j -0.00393888+0.00236581j -0.00767188+0.0218339j -0.0132147-0.00492312j -0.000101004-0.00674343j -0.000670868+0.00234346j -0.00669574+0.00186302j -0.0141477+0.00569417j 0.011612+0.0126837j -0.0172122+0.00129612j 0.011136-0.0247637j 0.00178105+0.0214448j 0.0197152-2.70607e-05j -0.015492+0.00141373j -0.00783416+0.0192393j -0.0126819-0.0111289j 0.0145908-0.00955914j 0.00547741-0.0023961j 0.00581145-0.0182337j -0.00285191-0.00583512j -0.00297757-0.0182096j -0.00626304-0.0104981j -0.0209288+0.00570014j -0.00700618+0.00346158j 0.0208721-0.00491046j 0.00714684-0.0105482j -0.0101551-0.0195276j 0.0186595+0.0117682j -0.0124778+0.00346017j -0.000193091+0.00565127j -1.13933e-05-0.00976929j -0.00791332+0.00334215j 
0.0110319-0.014415j -0.017368-0.00531549j -0.012788+0.0136638j 0.0105584+0.0264671j 0.0198834-0.0154638j -0.00331274-0.0159066j 0.00975252-0.0208491j -0.0173213-0.0190189j -0.0080651-0.0111158j 0.00580826-0.000972433j 0.0069683-0.0251008j 0.00488709-0.00283248j 0.00631192+0.0121694j 0.000170923+0.00170826j 0.00119996+0.00509774j 0.0161369-0.00189252j 0.000435423-0.0120986j 0.0123491-0.0119561j -0.000664447-0.0171434j 0.000117438-0.0129529j 0.0186965-0.00955776j 0.0184303-0.0060829j 0.0149385+0.000560499j -0.00230703-0.00980237j -0.00173127-0.000638394j -0.00715153+0.026048j 0.0147636-0.00230261j -0.0203152+0.00913144j 0.00825398+0.00237637j -0.00129163-0.00863489j 0.0152032+0.00742512j -0.00280049-0.00431914j 0.00933538+0.00259575j -0.0260963-0.0147407j -0.0064427+0.0223534j -0.00994589-0.0178379j 0.00844413-0.0131101j 0.00317928+0.00668517j 0.00438412-0.0290236j -0.00447691-0.00791629j -0.000742349-0.00834926j 0.012907-0.0183021j -0.0293655-0.004216j -0.0128163+0.0130865j 0.0201046-0.00888822j -0.0148128-0.0256404j -0.00535049-0.0312668j 0.000745987-0.0218308j -0.0192644+0.0277678j -0.0167208-0.0222716j 0.00753026-0.0070947j -0.0147692-0.0079662j 
0.00794294-0.0058396j -0.00753704-0.00836194j -0.00596821+0.00172086j -0.00158224+0.0225293j -0.0214043-0.0220036j -0.0174307-0.00590751j 2.26218e-05-0.00360537j -0.0151352-0.0145773j -0.00307735-0.015694j -0.00165592-0.00845115j -0.00982418-0.00832646j 0.00272513-0.00303001j 0.0254881+0.00484369j 0.0096506+0.00953381j 0.011172+0.00966398j 0.0023861+0.000479571j -0.00190449-0.00657643j 0.00643439-0.0178511j 0.00159718+0.00169335j 0.0234193+0.00409346j -0.00709059+0.00697284j 0.0165287-0.00528642j 0.00368371-0.00806259j -0.00510357-0.00685745j -0.018804-0.018563j 0.0119231+0.0284212j 0.000867907-0.00901591j -0.00989333+0.00153216j -0.00144054-0.00421622j -0.0138641-0.0182946j 0.00283901+0.00315315j -0.005083+0.0118797j 0.00544538+0.00117472j -0.00875106-0.00729965j -0.000688094-0.0185043j -0.00520231-0.00363343j -0.00382426+0.00176758j 0.00281766+0.00188993j 0.0166059+0.000261914j 0.00301132+0.0065499j 0.00489047+0.00763188j 0.0021218-0.0151965j 0.00224746-0.0061768j -0.0105334+0.000577831j 0.0054006-0.00373766j 0.00478466+0.00209437j 0.022612-0.00517169j 0.00328288-0.0109189j -0.0156682+0.0216024j -0.0122983-0.013169j 0.00398694-9.63509e-05j -0.000659972-0.00391391j 
-0.00846524-0.00432522j -0.00383422+0.00925487j -0.0123936+0.00776868j -0.000511911+0.00750331j 0.0132488+0.00137047j -0.0106524+0.000464678j 0.00332417+0.0127309j -0.00398326+0.00396684j -0.00528609-0.00487268j 0.00217816-0.0118324j 0.00576104+0.00717269j -0.0032207+0.00473697j -0.00600201-0.00860915j -0.0115822+0.00874157j -0.00900648+0.0147237j 0.00251158+0.00289618j -0.00274085+0.00833717j -0.0162003-0.0112431j -0.00501573-0.0118944j -0.0158018+0.00174956j 0.00748455-0.00380199j -0.000503144-0.00925805j 0.00197442+0.0117235j -0.00288408+0.0136412j 0.00333163-0.00432884j 0.00575595-0.00696176j -0.00959148-0.00543775j 0.0204814-0.00768027j -0.000458755-0.00400716j -0.0013896-0.00726255j 0.013081-0.00716325j 0.00639434+0.00319916j 0.0221517+0.01386j 0.00822455+0.00400772j 0.0215165+0.00640538j 0.000172644+0.0193743j -0.00922991+0.00896535j 0.00785407+0.0132307j -0.0132016+0.0132349j 0.0248554-0.0056754j -0.00347598-0.0256675j 0.00890297+0.00685755j 0.0125472-0.000240885j -0.00160881-0.00681491j 0.00637944-0.00678695j -0.0039699-0.0095994j 0.00715851+0.0047736j 0.00894046-0.0158637j 0.000195245+0.0143632j -0.0130487+0.00280984j -0.00603305-0.0061313j 0.000463253+0.00269664j 
