0.149486+0.130125j 0.121989-0.15467j -0.00895374+0.0338349j 0.0274105+0.0530135j 0.164228+0.143275j 0.108401-0.151097j 0.133485+0.0284612j 0.198244-0.100089j 0.0149905-0.0324993j -0.0597974-0.0659165j -0.00604217+0.0964308j -0.0956145-0.0104666j -0.0966572-0.168111j -0.118152+0.041993j -0.11563-0.0172549j -0.000149581-0.0300081j -0.0393854+0.0283084j 0.0881911-0.0420443j 0.0262451+0.14215j -0.0119182-0.0109656j 0.0988503-0.0612144j -0.0320598+0.0244749j -0.0347-0.0568291j 0.0056804+0.0564219j -0.125948-0.0719775j -0.0561475-0.0206054j 0.0643757-0.100064j -0.0123605+0.0213011j -0.0224067+0.0629643j 0.0115334-0.12259j -0.232866+0.0367008j -0.00745632-0.00823131j 0.0922671-0.0139072j -0.0177549-0.191217j 0.0523729+0.0500787j -0.12208+0.0631392j -0.0215464+0.0159498j -0.0511359+0.173515j 0.0519605+0.0141666j -0.138751+0.0354149j 0.0328325-0.00803286j -0.0396199+0.0664136j -0.182954-0.118586j -0.12313-0.0444853j 0.109235+0.0101625j 0.0623386+0.0207627j 0.0266599+0.125524j 0.118275-0.0836613j -0.00920505-0.27035j 0.162261+0.000534226j -0.0630822+0.0982996j -0.116046-0.0363149j 
0.000351883-0.00413825j -0.00392957-0.000273904j 0.00319821-0.00356367j 0.00525309-0.00677054j -0.000401404+0.00927686j 0.00218899-0.000453089j -0.00324508+0.00347969j -0.00492944-0.00374977j -0.00764957-0.000101833j 0.00811523-0.00107358j -0.0077345+0.00136188j 0.0038555-0.00294191j 0.001759-0.00447578j -0.00201496+0.0159705j -0.0027092+0.00281213j 0.00782815-0.00879563j 0.000793883+4.53468e-05j 0.000307267-0.00342835j 0.0102807+0.00235496j 0.010287+0.00259386j 0.00984828+0.00336731j 0.00163656-0.00720543j 0.00118291+0.00248056j 0.00474852-0.006889j -0.000790189+0.000126719j 0.00257144+0.000753039j 0.000197851+0.00795191j 0.00407438+3.71124e-05j -0.00264662+0.00580441j -0.00109907+0.000793519j -0.0132744-0.00824063j -0.00255195-0.0123113j 0.00223624-0.00134382j -0.00583463+0.00969296j -0.00765768+0.00353742j 0.00563799+0.00859773j 0.00444113-0.00438398j 0.00135461+0.00149709j -0.0116889+0.000649474j -0.00205137-0.00257609j 0.00481639+0.00535692j 0.00182298+0.00113823j -0.00034684+0.00339122j -0.00271333-0.0029786j 0.000982556+0.00095537j 2.35543e-06-0.00291214j -0.00194138-0.00764341j -0.000281251-0.000635654j 0.00246652-0.00277067j -0.00301722-0.000791875j 0.000497713-1.00955e-05j -0.00244746-0.0010367j 
0.000965159+0.000122492j 0.00195409+0.000471062j -0.00119795-0.00152247j 0.0072192+0.00483214j -0.0106932+0.00111421j 0.00122564-0.00678883j -0.000516767+0.000349988j 0.00305649-0.00311962j 0.00301416-0.00658281j -0.00101276-0.00877807j 0.00608631-0.00361055j -0.000415949+0.00248592j -0.000182869-0.000919408j 0.00733948+0.00396644j 0.00612548+0.000855095j -0.00248177+0.000242155j -0.00598691-0.00840114j -0.00175236+0.00448013j -0.00019869-0.00538112j -0.00104741-0.00195423j -0.00625026+0.00696476j 0.00252941+0.00250901j 0.00247929+0.00595999j -0.000162616-0.00106511j 0.00510009+0.00252911j 0.00736666-0.000461729j 0.00170139+0.00389755j 0.000368499-0.000629839j -0.00233476-0.00215006j 0.00455234+0.00296779j 0.00775082+0.00267763j 0.00292133+0.00214558j -0.00701768-0.0108597j 0.00146373-0.002701j -0.00371403+0.000394234j -9.09078e-05+0.00558808j -0.00653361-0.00197693j -0.00989158-0.00550891j 0.00520325-0.000943099j -0.00295448+0.00319693j -0.00118555+0.00543047j 0.0018961+0.00155529j -0.0052402-0.0011j 0.000382316+0.00114581j 0.00158569-0.00167542j 0.00175111-0.00293447j 0.00208094-0.000310672j -0.000743723+0.00203332j 0.000461365-0.00238591j -0.00348203-0.00107772j -0.000196172+0.00106975j -0.00084666-0.00144045j 
0.00113096+0.00439821j 0.00121045-0.00241303j -0.00584842+0.00328546j -0.00413934+0.00497561j 0.00387295+0.00152453j -0.00283076-0.0054598j -0.00411364-0.000648123j -0.00183299-0.00172616j -0.000885033-0.000346079j -0.00057753-0.000567171j 0.00056231+0.00387939j -0.00305238+0.00428624j -0.00226071-0.000237124j -0.00189428-0.0061704j 0.00342687+0.00474024j -0.0033906+0.005683j -0.0031097-9.90438e-05j 0.000603344-0.00116383j -0.00365062-0.000731526j -0.00071466+0.00107971j 0.00150861-0.00580414j -0.000718803-0.00280851j -0.00231975-0.00395926j -0.0030053+0.00618643j -0.00494905-0.00219608j -0.00286981+0.000234777j 0.00229575-0.00798968j 0.00124224+0.00331532j -0.00126659-0.00324803j -0.00253749+0.00347161j -0.000434971-0.000184555j 0.000749124+0.000426438j 0.00060948-0.000350537j 0.00618641-0.00664365j 0.00638657-0.00079434j -0.00252981+0.0028707j -0.00135132-0.00129425j 0.00253619+0.00340162j 0.00220582+0.00140419j 0.000768203-0.00108014j 0.000378608-0.00450754j -0.00380852+0.00176169j -0.000923176-0.00173534j 0.00188623+0.00273481j -0.00110247-0.0018816j -0.00367108+0.00129428j 0.00136084+0.00172676j 0.00173377-0.00315182j 0.00164487-0.0020008j 0.00567127+0.00608348j -0.00097064-0.000272331j -0.00036865+0.00149942j 
0.00097079+0.00335974j 0.000775328+0.00205391j -0.000770121-0.00290901j -0.00381205+0.000706898j 0.00500835+0.00425493j -0.00344623-0.000450865j 0.00133862+0.00233801j -0.00388087+0.00249286j -0.00123337+0.00234097j 0.000993381-0.00230988j 0.00211712+0.00393645j 0.00106893-0.00149632j -0.00238047-0.00207735j -0.000575065-0.00105379j -0.000580721+0.00934088j -0.00503599-0.00127388j -0.00659871+0.000291765j -0.000535916+0.000955392j -0.000128318-0.000706354j 0.00856985+0.00469373j 0.000311244-0.00253445j 0.00036541-0.00648913j -0.0077523+0.00042326j 0.00361636-0.0014693j -0.000997651+0.000321761j -0.00114741+0.00317353j -0.000519278-0.0050929j 0.00402077+0.000438165j -0.00423055+0.000528001j -0.00502004+0.00212567j -0.00544021-0.00274403j 0.00025673-0.00511262j 0.00181703+0.000788226j 0.0018796+0.00171393j 0.00117091+0.000185224j 0.00135107+0.00363351j 0.00125131+0.000886755j 0.00204567+0.000470785j -0.00678442+0.00603549j -0.00145556-0.0010845j 0.000451598+0.000589242j -0.00360275+0.00194263j -0.00314783+0.000494627j 0.000366562-0.00161803j -0.000107622+0.00168907j -0.00137104-0.00193195j 0.00215256-0.00194235j -0.00285331+0.00252508j 0.00202141+0.000611878j 0.000413181-0.00183314j -0.00281881-0.00239648j 0.000591483-0.00287072j 
-0.000915639-0.00145949j -0.00420667-0.000232532j -0.00335361+0.00237496j -6.33929e-05+0.000258037j -0.00213988-0.0015359j -0.00167863-0.00261925j -0.011465-0.0036982j -0.00812117-0.00391516j -0.0072722-0.00144232j 0.00752634-0.00389759j -0.0104658+0.00327325j 0.00447238+0.00277477j 0.00186388-0.00336656j -0.00103157-0.000434754j 0.00137011+0.000677433j 0.00916679-0.00038505j -0.00337662+0.00213748j -0.000158902-0.00545328j -0.000821478-0.00502577j 0.0045105-0.000804685j 0.00926526-0.00480812j -0.00396582-0.00303967j 0.00701367+0.00715849j 0.00272908+0.0037103j -0.00720644+0.00504932j 0.00568572-0.00814327j 0.00181166+0.00570908j 0.00135528+0.00874166j -0.00182177-0.0002382j -0.00216665-0.00108898j -0.00105471-0.00364328j -0.00593984-0.00278667j -0.00130512-0.00663116j 0.00179072+0.00468023j 0.00509708+0.0066167j -0.00466715+0.00817369j -0.00279261-0.0101299j 0.00288316+0.000695035j 0.00378586-0.004602j 0.00346037-4.89308e-05j 0.00393365-0.00612662j 0.000161339+0.00375833j 0.00599861+0.00147972j 0.00810872-0.000272935j -0.00283698+0.00528417j -0.0037263-0.00521803j 0.000724212-0.00163395j 0.00178976-0.00104699j 0.00219888-0.00211464j -0.0024014+0.000936385j 0.000509174+0.000502706j -0.00329712-0.00123896j 
-0.000138404+0.00226991j 0.00437553+0.00036109j 0.0103895-0.00513012j -0.00442285-0.00708621j 0.0112509-0.00433782j 0.00470326+0.00786584j 0.00450611-0.000615212j 0.00544283-0.00315729j 0.00136482+0.00530321j -0.00250617+0.00551608j -0.000339444+0.0023307j 0.00404591-0.00563902j -0.00219859+0.00350505j -0.00721202+0.00293619j -0.0124643-0.00926311j 0.00360521-0.00456512j 0.0131648+0.00637815j 0.00445843+0.00098005j 0.00277787+0.00247705j -0.00135856-0.00238403j 0.00463133-0.000496923j -0.00262308+0.00792627j -0.00179503-0.00676901j -0.000677818-0.00601864j -0.00147265+0.00284449j -0.00717338-0.00319083j 0.00161312-0.000228523j 0.000495999-0.00591674j 0.00453704+0.00972659j 0.00420086-0.00971609j -0.0104824+0.00463743j -0.00306964+0.00108529j 0.00996628+0.0115918j -0.00239278+0.00185396j -0.00469874-0.00624332j -0.00111335-0.0104229j 0.00793457+0.00613342j 0.00588095+0.0108362j -0.00515627+0.00145087j -0.000240784+0.00361632j -0.00368994-0.000849793j 0.00262421-0.00335729j 0.000812051+0.00156002j -0.00429699-0.00582529j 0.00236222+0.00240934j 0.00671403+0.000853365j -0.0036876+0.00232821j 0.0015106+0.00156411j 0.000313619-0.00131657j 0.000398652-0.00373457j -0.0028174+0.00253656j -0.00121497-0.00373866j 
0.00128924-0.00385522j -0.00289975-0.0010634j -0.00385661-0.000538283j -5.95777e-05+0.000706134j 0.00285438-0.00448654j 0.00163389+0.00338256j 0.00502773+0.00213821j -0.000623951+0.00165298j -0.00107692+0.00325557j 0.00646819+0.00243921j -0.00233958-6.4351e-05j -0.00294547+0.00453575j 0.00323034-0.00305958j 0.00431755+0.00752284j -0.00285964+0.000747867j 0.00272227-0.0013332j -0.00251311-0.00163114j -0.00221209-0.00893043j 0.000183677+0.00561375j 1.0398e-05-0.000184289j 0.00239078-0.00529329j -0.00897583+0.00429465j 0.00592769-0.000646405j -0.00260756+0.0100647j 0.00371032-0.0108176j 0.00129197+0.0053351j -0.00321064-0.00166293j -0.00554846-0.00230036j -0.00581237-0.00466919j 0.00105197+0.00172417j -0.00677257-0.00088742j -0.00571868-0.00659196j 0.00225396-0.00140347j -0.00375467+0.00416531j 0.00172335-0.000882422j 0.00599051-0.000742647j 0.00129015-0.000463085j 0.00354987-0.0115011j -0.000624684+0.000807671j 0.00108361-0.00130929j -0.000491361+0.00371461j -0.00180323+0.0015771j 0.00745281-9.16084e-05j -0.00601575-0.00138699j -0.000312733-0.00622784j -0.000557991+0.00627292j -0.00206853+0.00345036j -0.00235979-0.00636762j -0.00199671-0.0027918j 0.00145522+0.00380328j 0.00165244-0.000973901j 0.00164938+0.00447962j 
0.000350217+3.50745e-05j -0.00122143+0.00279217j 0.00659104+0.00578221j -0.00543538+0.00356028j 0.00879923+0.00555086j 0.00257863+0.00559414j 0.00237583+0.00379648j 0.00277756+0.00810919j -0.000602384+0.00288122j -0.00280478-0.00648901j 0.00651931+0.00109919j -0.00157009-0.00575841j -0.00424756+0.00377015j 0.000278429-0.00289384j -0.00309013+0.0126368j -0.00525207+0.00234134j -0.00158313+0.00266515j -0.00321106+0.000413013j 0.00205257+0.000649661j 0.00333912+0.0037885j -0.00612638+0.00304582j 5.51871e-05-0.00660573j -0.0114254-0.000683374j 7.81158e-05-0.010915j -0.00756076-0.00313572j -0.00346968+0.00670128j -0.000615293-0.00453394j 0.00591774+0.000710021j 0.00308012-0.00678461j -0.00571375+0.00343088j -0.00420142-0.00297832j 0.000969062-0.00498341j 0.0018799+0.00399378j 0.00475941+0.000129503j 0.000528673+0.001049j 0.000919933-0.00388918j 0.00278953+0.00594211j 0.00179711+0.00365364j -0.00559446+0.00597504j -0.00189438-0.00240031j 0.00312807-2.53912e-05j -0.00409881-0.0020094j -0.00556248-0.00238651j -0.0023906-0.00038474j -0.00171407-0.000255794j -0.00305755+0.00119553j 0.00357716-0.00309631j 0.00107813-0.00204576j 0.00521679+0.00621295j 0.00167524+0.00327658j 0.00505543-0.00350804j 0.000760027+0.006965j 
-0.00360415-0.000836056j -0.000246206-0.00132426j -0.000268516-0.00403474j 0.0012553-0.00767487j -0.00745574-0.00240913j 5.02004e-06-0.00306345j -0.002879-0.00427564j -0.00165555-0.00318469j 0.00124767-0.00137736j 0.00076145+0.0120034j -0.00699786-0.00174621j -0.00174408-0.00124848j 0.00309193-6.50049e-05j -0.00455693-0.00141089j 0.00338783-0.0104879j 0.00212986-0.00216205j 0.010296+0.000237711j 0.00484271+0.00409791j 0.0023619+0.000350381j -0.00547002-0.00291581j 0.00327445+0.00146254j 0.00829258+0.000956715j 0.0018761-0.00180602j -9.20006e-05-0.00114992j 0.00349645+0.00581255j -0.00275918-0.00472654j 0.000884368+0.0038695j -0.00289673-0.00135582j 0.00673715+0.00975999j 0.000843589-0.00285713j 0.0030896+0.00302771j 0.00200931+0.00830396j 0.00308574+0.00287076j -0.00250308+3.85089e-05j -0.00319177+0.000847057j -0.00278651-0.00152726j 0.0010049-0.00283966j -0.000560723+0.00324499j 0.000837622-0.0048199j 0.00235297-0.00166017j -0.000901971-0.00233699j 0.00386741-0.00346613j 0.00122351+0.00204264j 0.00164801+0.00298277j 0.000897981+0.000317139j 0.00195639-0.00250461j -0.00381041-0.00132169j 0.000518418+0.00370847j -0.00392727+0.000569434j -0.000917343-0.002148j -0.00219399+0.00228035j 0.000783519-0.00377145j 
-0.00014422+0.00107121j 0.00550551+0.00311412j 0.00872164-0.00236429j 0.00029084+0.00246951j 0.00486357-0.00486338j 0.00559402+0.00527477j 0.00141868-0.00261371j 0.00564914-0.00325001j 0.00271327-0.000591671j -0.00799478-0.00711988j 0.00261807-0.000424252j 0.00985766-0.00226822j -0.00135486+0.00452618j 0.00187098+0.00282765j -0.00901745-0.0026443j 0.0052121+0.00198541j 0.00388018+0.000259635j -0.00268913-0.00141398j -0.000737685-0.00335134j -0.00161615-0.00253796j 0.000410011+0.00428545j -0.00546898+0.0101047j 0.00137838+0.00149001j 0.000156256-0.00504594j -0.00178106+0.00448085j -0.00052737-0.00594558j 0.000515255+0.00217725j 0.00067716+0.000879063j 0.000607045-0.00117978j 0.00570189-0.00502765j 0.000313021+0.000351219j -0.00125409-0.00221538j -0.000844242-0.0020804j 0.000328422+0.00191706j -0.00352817-0.00261975j -0.00300459-0.00619865j -0.00110983+0.00278391j 0.000613363+0.00436961j 0.00242668-0.00149006j 0.00108699+0.00698607j -0.00305069+0.00239523j 0.00525663-7.34761e-05j 0.00137447-0.00140748j 0.00100552-0.00422432j 0.00204839+0.00136j 0.00320935-0.00325058j 0.00115806+0.0011094j -0.000208772-0.00258449j 0.00279868-0.0013326j -0.005638-0.000920526j -0.000833515+0.000262627j -0.0027678-0.00234482j 
-0.000505225-0.00185622j -0.00394619-0.00263945j -0.00352833+0.00200304j 0.000850592-0.00348827j -0.00416628+0.0028867j -0.00145398-0.00410781j -0.00118665+0.00160819j -0.00135171+0.000580077j 0.000559136+0.00076191j 0.00380877+0.00683491j -0.00155616+0.000413672j -0.00690318+0.00129471j 0.00200989-0.00288434j -0.00297035-0.00124521j 0.0039425-0.00250468j -0.00254775-0.00213461j 0.00258182-0.000483127j 0.00292576+0.00229033j 0.00315495+0.00249918j -0.00141372+0.000821595j 7.91735e-06-0.00165226j 0.00477629-0.00519931j 0.000194999-0.00426745j -0.000667939+0.0010871j 0.00239543-0.00215154j -0.0024769+0.00394445j -0.000754358-0.000755605j -0.00108241-0.00121352j 0.00289153+0.00414312j -0.00287964+0.00121781j 0.000810888+0.00121428j 0.0021784+0.00443484j 0.00105415+0.00255959j -0.000719609-0.00108492j 0.000318085+0.000720712j 0.00123263+0.00209993j 0.000806569-0.000699735j -0.00279529-1.10351e-05j -0.00151061-0.000260932j -0.000658863-0.00485555j 0.00163471-0.00145126j -0.00122215-0.00268424j -0.00121575+0.000263214j -0.00151596+0.002734j -0.00147369-0.000155962j -0.00126465+0.00235647j -0.00182629-0.000625714j 0.000328146+0.00372339j -0.00248868+0.00122741j 0.00405318+0.000752774j 0.00259955+0.00152686j 0.00115958+0.0027611j 
-0.000870371+0.000885925j -0.0015592+0.000905322j -0.00214086-0.0013514j 2.15153e-06-0.00215499j -0.00197762-0.000181483j -0.00363781-0.00202312j -0.00142951-0.00246327j -0.00357862-0.000105147j -0.0012566+0.00141212j 0.00292918+0.00246823j -0.00143883+0.00109115j 7.47175e-05+0.000948921j 0.000180355-0.0023691j -0.00309037-0.00140613j 0.000378394-0.00297492j -0.00163249-0.00325443j -0.000269416-0.00036907j 0.00212845+0.00208177j 0.000975865-0.00175919j 0.00222444+0.000705368j 0.00335019-0.00198798j 0.00226836-0.00298685j 0.00110192-0.00113581j 0.00126484+0.00104124j 0.00172542+0.00433174j 9.88258e-05-0.00180483j -0.00202312+0.000785752j -0.000334909-0.000645442j -5.99878e-05+0.00695472j -0.000566264-0.00255419j 0.00114905+0.00215053j 2.95583e-05+0.00567587j 0.0010416+0.00239286j -0.000194809+0.000671683j 2.15253e-05+0.00128087j -0.000982345+0.00216797j -0.0007413-0.00204305j -0.00125875+0.00283361j -0.00010478+4.75111e-05j -0.000170251-0.000489393j 0.00020379-0.00227088j 0.000468955-0.00110816j 0.000886106+0.00185677j 0.00343071-0.00117213j -0.00150336+0.00502543j 0.00102682-0.00265503j 0.00119211+0.000672504j -0.000942097+0.0079207j 0.000230429+0.00100206j 0.000206879-0.00567571j -6.34314e-05+0.00121228j 0.000481758-0.00358287j 
0.00120765+0.000140338j 0.000256372+1.44313e-05j -0.00173278-0.00318312j 0.00158952-0.00164835j -0.000732309-0.00197129j -0.000356718-0.000157488j 0.00255315+0.000331234j -0.00105784-0.00159974j 0.000576055+0.00189327j 0.00245012+0.00258074j -0.00076129+0.000151041j 0.000744386+0.00234874j 0.00102714-0.00296457j 0.000705715+0.00236178j -0.00234389-0.00307817j -0.000369281-0.0024344j -0.00148863-0.00250968j 0.0022036-0.0020521j -0.000582067+0.000337771j 0.001317+0.000117552j 0.0026385-0.00246642j -0.00344754+0.00144197j 0.00378804-6.185e-05j -0.000595144+0.0056305j 0.00570156-0.000509656j 0.00118715+0.000780353j -0.00252661-0.000231497j -0.00384941-0.00200258j -0.00356614+0.00277216j 0.00154169-0.0032365j -0.00024612+0.00178239j -0.000929093+0.000336848j 0.000897671-0.000118645j -0.00304381+0.00170473j -0.000253352-0.00120907j 0.000749713+0.000215762j -0.000584342-0.00054195j 0.000672326-0.00347016j 0.000245827+0.000109248j 0.000782235+0.00120236j -0.00139035+0.00104258j 0.000495963+0.00152767j 0.00276454+0.000706685j -0.000445474-0.00269064j 0.000800838+0.000484928j 0.00227125-0.000518619j -0.000745841+0.00291129j -0.00252386+0.00359016j -0.00129606-0.00155463j -0.000678982-0.00461577j -0.001072+0.00103871j 0.000660717-0.0029931j 
0.00306197-0.000105774j 0.00258345-0.00447924j 0.00442478-0.00103437j -0.00145356-0.000892323j 0.00462031-0.0011877j 0.00487951+0.000733805j -0.00109316+0.0023724j 0.00630887-0.00459571j 0.00196721-0.000132047j -0.00294095-0.000965852j -0.00137654+0.00247556j 0.000267023-0.00228355j -0.000175148+0.00132978j -0.00175496+0.00183104j -0.00416349-0.000336015j 0.00355463+0.00144743j 0.00370559+0.00251043j 0.00162075-0.00165646j 0.00170662+0.00356921j -0.00196679-0.00234134j 0.000854224+0.000978786j -0.00146107+0.00400157j -0.000940526-0.00179793j -0.000104812-0.00300638j -0.00567194-0.00481192j -0.00207197-0.000897443j 0.00482437-0.000343374j 0.00223522+0.00295825j 0.00177169-0.00230025j -0.000282884-0.00196278j -0.00455712-0.0018504j -0.000889396-0.00548447j 0.00423111-0.00232796j 0.000551603-0.000940178j 0.000674925-0.00148386j -0.002268-0.00197129j 0.00187262+0.00229654j 0.000797739+0.00312985j -0.000797095-0.00126609j -0.000328858-0.000319165j 0.000619293-0.000418535j 0.00055205+0.000883519j -0.00130329-0.00235716j -0.00416449+0.00071249j 0.00114109-0.00115928j 0.0012435+0.00287538j -0.00311932-0.000963364j 0.00436643-0.00850223j -0.00126114-0.00557559j 0.00155391+0.00512727j -0.00278382+0.00117943j -0.00344492+0.000216739j 
-0.00373819-0.00220066j -0.00289907-0.000170924j -0.0023093+0.0067944j -0.000225311+0.00232355j -0.000464501+0.00249371j -0.00073628-0.00126757j -0.00393857+0.000945525j -0.00161451+0.00276518j -0.00241084-0.00284673j -0.000881096+0.000527606j -0.00235612-0.00176098j -0.00383881+0.000452873j 0.00166635+0.00176189j 0.00171824-1.84873e-05j 0.0064971+0.00257732j 0.00392388+0.00346929j 0.00285122+0.00221322j -0.00451788-0.000877163j 0.000731239+0.000980152j -0.0035956+0.000878987j -0.00219943+0.000514825j 0.00243802-0.00181828j -0.00198764-0.000176603j -0.000809266-0.000460162j -0.00340094-0.00331379j -0.00192109+0.00225447j 0.00266757-0.000963356j 0.00209117+0.00216757j 0.00274895-0.0058187j -0.001474+0.00823228j -0.000862008-0.00424142j -0.000914531-0.00307023j -0.00442971+8.23364e-05j 0.00206106-0.00116291j 0.000655105+0.0015371j 0.00283203+0.000835857j 0.00103679-0.00152351j 0.000765339-0.00144932j -0.000161524-0.000906302j 0.000482095-0.00370841j 0.00164871-2.89057e-05j -0.00102666-0.00187447j -0.000194724-0.000194368j -0.000810273+0.00499746j -0.000930197-0.00619059j -0.00565341+0.00293332j -0.000339655-0.00273794j -0.000708533-0.00773731j -0.000244645+0.00258006j 0.00243351+0.0124717j 0.00401587-0.00214436j 0.000654473+0.00953049j 
-0.000690098+0.000278839j 0.00282818-0.00162829j 0.00123027+2.57144e-05j -0.000378632+0.00035449j 0.000580092-0.000556682j 0.000491801+0.000172199j -0.00406836+0.00139829j 0.00118067-0.00244305j 0.000142608-0.00322828j -0.00359601-0.00153251j -0.00262751-0.00129759j 0.00203882-0.000940128j 0.000175424+0.00197631j 0.00133918+0.00282966j 0.00169779-0.000243466j 0.0052683+0.00332389j 0.00403686+0.00160068j -0.00188249-0.00178794j -0.000109306+0.000297167j -0.00295064-0.00063942j -0.000499163+0.00273426j -0.000652225+0.00369258j -0.000783658+0.000870713j 0.000692789-0.000135201j -0.00206687-0.00135856j -0.001827-0.00195495j 0.00479822+0.00131424j 0.00134293+0.00395323j 0.00128205-0.00327751j 0.000307817+0.0017673j -0.000381681-0.0036758j -0.00125278-0.00607299j -0.00225148-0.00438114j 0.000648992+0.000170303j -0.00222557-0.00077213j -0.000225471-0.000124976j -0.000370598-0.000208834j 0.000719656+0.00115752j 0.000667202-0.00121582j 0.00192401+0.000559478j -0.000605429-0.000273606j 0.00150832+0.000776051j 0.000424347-0.000726989j -0.00024671+0.00187486j 0.000795731-0.00314681j -0.000419335+4.78684e-05j -0.00248154-0.0029575j -0.00096891-0.00761038j -0.00167854-0.00342133j 0.0018219+0.008042j -0.00293197-0.00133418j -0.000203838+0.000777792j 
-0.00757139-0.00348301j -0.00196873+0.00699924j 0.000535577-0.00506299j -0.00482736+0.00173366j -0.00456623-0.00490343j 0.0114849+0.000419999j 0.00312679-0.0178181j 0.0110553-0.00172775j -0.000618809-0.0080789j 0.00204858+0.00272702j -0.0044391+0.0149297j -0.00254616+0.00128364j 0.0034091-0.0048073j -0.00817256-0.00513876j -0.00140003-0.00273566j -0.00339029+0.000733591j -0.00199188+0.0126123j 0.00213099+0.00240197j 0.00916189+0.00492768j -8.48498e-05+0.000124355j 0.00106075-0.0038879j -0.00487135-0.00431374j -0.00412791+0.000588482j 0.00604705-0.0176118j -0.0128473+0.000689494j -0.00449243+0.00435642j -0.00125399+0.00630744j 0.00680866+0.000607779j 0.00188676-0.00666354j -0.0024207+0.00854646j -0.00424953+0.000377204j 0.00180941+0.00283709j -0.00480981-0.00902613j 0.00558758+0.00974642j 0.0195182-0.00300147j 0.00213382-0.00123881j 0.00835695-0.00437819j -0.00356961-0.00688038j -0.000705099-0.00558741j -0.0111604-0.00290694j 0.00480729+0.00308267j 0.0124454-0.00873602j 0.00125297-6.39621e-05j 0.00139445+0.00136398j 0.00743119+0.00693004j 0.0061407+0.000294722j -0.000237006+0.000201592j -0.00188186-0.00106866j 0.000690807+0.00767137j -0.00231577-0.00339412j 0.00161886-0.00273588j 0.00117664+0.00286748j 
-0.00476936+0.00254268j 0.00176731+0.000470637j -0.00151705-0.00627631j -0.00475625-0.00493775j -0.00685807-0.00639917j -0.00647134-0.000943653j 0.00138468-0.00150812j -0.00337891-0.00185415j 0.00177984-0.00593764j 0.00312067+0.0109272j -0.00434885+0.000210032j 0.0012121+0.0001786j 0.00262082-0.00233475j -0.000902168-0.000317707j 0.00434695-0.00763279j -0.000396115+0.000976652j 0.0023739+0.00253025j 0.00147869+0.00189087j 0.000775479+0.00166744j -0.00341475-0.000238626j 0.00173356-0.000781291j -0.000727411+0.000869635j -0.00163832-0.00240486j 0.00606587-0.00054794j 0.002035+0.000444712j -0.00417386-0.000808932j 0.00316922+0.00237202j 0.00049255+0.00280573j 0.00494694+0.000292638j -0.000661527+0.00125793j 0.00317896-0.00080804j 0.0018801+0.000863683j -0.000580675-0.0020882j -0.00161878+0.00444958j 0.00255573-0.00069148j 0.000494008-0.000457491j 0.00228863-0.002357j -0.000561716-0.00453183j -0.000542958-0.00438207j -7.23178e-05-0.0013165j 0.000831585+0.000752306j 0.00444484-0.00150864j 0.00313142+0.00249909j 0.000331554+0.00471154j 0.00159186-0.00143068j -0.00021435+0.00135973j -0.00298422-0.00249324j -0.00398223-0.00391472j -0.00728419+0.0019203j -0.00196556+0.00651624j -0.00658581-0.00204747j 0.00244214-0.00329213j 
0.00206233-0.00608627j -0.0056203-7.19514e-05j 0.00117717+0.0106134j 0.00547222+0.0037163j 0.00418671+0.00520716j 0.00422385+0.00452622j -0.00392049+0.00449694j -0.000341066+0.00646859j -0.00303174+0.00425582j -0.00317923-0.00912499j 0.00101588-0.00481037j -0.00160791-0.00192941j -0.000445883+0.00490428j 0.004688-2.96515e-05j 0.000549413+0.00895769j 0.00331423-0.000774207j -0.00169321-0.00355703j -0.00436099-0.000192508j -0.00318438-0.00122916j 0.000295638-0.000207659j -0.00426336+0.00147876j 0.00465556-0.00190055j 0.00294189+0.00270767j -0.00480043+0.00261453j -9.61017e-05-0.00291014j 0.00320269+0.00132244j -0.00325-0.000430642j -0.000958481-0.00143754j -0.00248816-0.00320245j -0.000397416+0.00206565j -2.8425e-05-0.0027081j -0.00313897-0.00158597j -0.00157012+0.00269273j 0.000263644-0.00177999j -0.00474259+0.0038674j 0.00318113-0.000369615j -0.00200669+0.00407382j 0.00331941+0.00264676j 0.000907609+0.00236548j 0.00434956-0.00100826j -0.00127887+0.000513683j -0.00472333+0.00194005j -0.000532868+0.00050772j 0.000188361-0.00180631j -0.00539184-0.00030835j -0.00318557+0.000669067j 0.00184103-0.000211127j 0.00202987+0.00165618j 0.00493719+0.00119159j 0.00197041-0.000930267j 0.00964076-0.000125349j -0.000666417+0.00839321j 
