-0.0226836+0.000706874j -0.000405898-0.022566j 0.00971498-0.0091921j -0.0107765-0.00991693j 0.00575181-0.00305721j 0.00105984-0.00578703j -0.00216788-0.00105256j -0.00187304+0.000964964j -0.00239087+0.000316851j -0.00425681+0.000341996j 0.00753998-0.00157639j -0.000232534+0.00115103j -0.00295298-0.0109804j -0.00207091-0.00370192j -0.00200177-0.00282399j -0.00104206-0.00283041j -0.00183305+0.00503137j -0.00456723+0.000311641j -0.000994674-0.00589353j 0.00308414-0.00507364j -0.000861772+0.00210273j -0.00189961-0.00212536j -0.0010571+0.00122633j 0.00470295-0.0049676j 0.000841214-0.000734692j -0.00400405+0.00361365j -0.00392495+0.00238862j -0.00307935-0.000374413j 0.00358118-0.00317456j -0.00139899-0.00302976j 0.000132861-0.00308397j 0.00305717-0.00138843j 0.00351957-0.00147262j 0.00282665-0.000873296j -0.0075277-0.00314716j -0.00679954-0.00609785j -0.000222654-0.00197379j -0.00333461-0.00417918j 0.00658657-0.000961249j 9.58393e-05+0.000842701j 0.00311666+0.0024618j -0.00383636+0.0055847j 0.00159529-0.00414747j -0.00103061-0.00341947j 0.00336689+0.00261584j 0.000468332+0.00132064j -0.00056272+0.00574503j -0.00207976+0.00438094j -0.00135934-5.27722e-05j -0.00572092+0.00124921j -0.00111098-0.00713941j -0.0061945-0.00124458j -0.00244111+0.000349683j 0.00375912+0.00487007j 0.00434967-0.000514802j -0.00528225+0.00225433j -0.00387394-0.00186848j 0.00259174+0.00405722j -0.00259184+0.00637921j -0.0007128+0.00429929j -0.00148226+0.00320655j 0.0010291+0.00539862j 0.00480576+0.00073968j -0.00109623+0.00235665j 0.00517118+0.00132588j -0.00261851+0.00250949j 0.00727738-0.00609893j -0.000638941+0.00423832j -0.00602016+0.000269353j -0.00385607-0.00354841j 0.00473275+0.000547319j -0.00323377-0.00525726j 0.00154412-0.000508735j 0.00367934+0.0162358j -0.0149982+0.00172573j -0.0128026+0.0193041j 0.0190504+0.0127738j 
-0.0165147+0.0567711j -0.0571341-0.0158641j 0.0555744+0.112318j 0.116535-0.0613919j 0.035682-0.0120213j -0.0955266-0.00513651j 0.0331144+0.100756j 0.0122983-0.0737654j 0.0801239-0.0381172j 0.0382059-0.0785258j 0.0236898+0.0808397j -0.0356314+0.0602671j 0.0373033+0.0393622j 0.086694+0.0308014j -0.0332037-0.00640779j -0.0238425-0.00504427j 0.0780367+0.0633122j 0.0194097+0.0140001j 0.0101499+0.0181571j -0.0129403+0.0518272j -0.0220318+0.00080539j -0.0619116+0.0430205j 0.0653536-0.0336938j -0.00379595-0.0437965j 0.0555917-0.0360511j -0.0560104+0.0563932j 0.0266941+0.0536256j -0.0117937+0.0118239j -0.080824+0.0122927j 0.040099-0.0186417j 0.0336513-0.0426003j -0.0110687-0.00376679j 0.0364929-0.0611663j -0.076449-0.0312685j 0.0280608+0.0227295j -0.0411961-0.00193185j 0.0292655-0.0305691j 0.0272254+0.117491j 0.0802151+0.0154095j -0.0137314-0.0278152j 0.0620622+0.0586536j -0.012789+0.0221618j 0.0693007+0.0492013j -0.00184656+0.030639j -0.00209842+0.0218564j 0.0429358-0.0127408j 0.0152464+0.0269519j 0.036863+0.0196174j -0.0187103+0.0163781j 0.011123+0.0248668j -0.0588462+0.0433763j -0.00368011-0.033011j 0.0105055-0.0467884j 0.0210149+0.0416483j -0.0389191-0.00269865j 0.00642938+0.0524768j -0.0372304+0.0492407j 0.0832294+0.00118047j -0.0157933-0.0568448j -0.0432015-0.0452956j 0.0076377+0.113257j -0.0743115-0.0567815j -0.076536+0.0394419j 0.0855376-0.02689j -0.0543915+0.105388j -0.0112287-0.0388291j 0.051618+0.0429871j -0.0195949+0.0891965j 0.11109+0.00691349j -0.000362166+0.026546j -0.0781472-0.0279126j -0.0412663+0.121525j 0.0904534+0.0409443j -0.0876613+0.046913j -0.0386228-0.0803434j 0.0606404+0.0228171j 0.0225523-0.059668j 
-0.00399371+0.0161973j -0.0166207-0.00421121j 0.0105964+0.0202794j 0.0235925-0.0107424j 0.000173366-0.00471646j -0.0332994+0.00320724j 0.00252035+0.0355652j 0.0122173-0.00646643j 0.0183374-0.00552938j 0.0018696-0.0212232j 0.0113453+0.0109688j -0.0096452+0.0160294j 0.00645022+0.00934969j 0.0192787+0.00297041j -0.000699374-0.00163187j -0.00627832+0.00243084j 0.0190114+0.0134853j 0.00331838-0.000779064j -0.00143178+0.00182125j -0.0106235+0.00715206j -0.00626182+0.00292504j -0.0107763+0.00876011j 0.00440085-0.00523331j -0.00508691-0.00833954j 0.0142327-0.00469489j -0.00322059+0.00920441j 0.00884918+0.0143177j -0.000504506+0.00418923j -0.0188881+0.00626668j 0.0130728-0.00133358j 0.00806101-0.00838671j -0.000319211+0.00142357j 0.00270324-0.0132658j -0.0144522-0.0090317j 0.0138529+0.010976j -0.00643753+0.0154921j 0.00206593-0.00295618j 0.00150514+0.0285121j 0.014273+0.0144318j -0.00177316-0.011066j 0.011128+0.00993205j -0.002376-0.00455174j 0.0103136+0.00788157j -0.0069342+0.0132148j -0.00172255+0.00762999j 0.00804879-0.00186805j 0.00542639-0.00229827j 0.00296887-0.000948313j -0.00538894+0.00614788j 0.00278219+0.00195313j -0.00996964+0.013017j 0.000923886-0.00648587j 0.00667326-0.00257947j -0.00787744+0.00956687j -0.0169335+0.010353j 0.014834+0.010231j -0.00587734+0.0095541j 0.0215384-0.00362476j -0.00581777-0.0173741j -0.0133033-0.013134j 0.00043338+0.0197095j -0.0193366-0.0114507j -0.0212075+0.000922858j 0.0147435+0.00190652j -0.00637341+0.0337584j -0.00541461-0.000770959j 0.0143531+0.0136518j -0.0136053+0.0197866j 0.0248324-0.00565372j 0.00506801+0.00366683j -0.0121113-0.00655506j -0.00664099+0.0184091j 0.0115384+0.00842121j -0.0199674+0.00445929j -0.00446458-0.0175884j 0.00892257+0.000623734j 0.000381016-0.00856725j 
-0.0307645+0.002141j -0.00182805-0.0309921j 0.0267588-0.000531416j -0.00125798-0.0295785j 0.0151459-8.36528e-05j 0.00428071-0.00475205j 0.0044977-0.00998503j -0.0144679-0.00659148j 0.00167688-0.00656391j -0.000183735-0.0121141j 0.0142667+0.0130577j -0.00647738-0.00428191j 0.00794196-0.0112926j 0.00267397-0.000115011j 0.00498802-0.0103905j 0.00150261-0.00610255j -0.000857853+0.0164803j -0.0114447-0.00443053j -0.00339338-0.0145413j 0.011655-0.00611071j -0.0102601+0.00196912j -0.0111052-0.00538476j 0.00112174+0.00302609j 0.015393-0.00855579j 0.000591171-0.000296323j -0.00845326+0.00851746j -0.0127262+0.000939315j -0.00894404-8.34863e-05j 0.00503922+0.00171924j 0.00043308-0.0147957j 0.00294665-0.0230752j 0.00361947-0.00641131j 0.0164543-0.00473944j 0.00871914-0.00206814j -0.0155775-0.00486552j -0.0152275-0.0246502j 0.0161917-0.00839444j 0.00218808-0.00592697j 0.0191878+0.000257496j 0.00451291-0.000145462j 0.0099013-0.00402501j -0.0197839+0.0196812j 1.88528e-05-0.00869483j 0.00491073-0.0123328j 0.00466021+0.00507822j 0.0103982-0.00171669j -0.00107615+0.00867727j -0.0102652+0.0182706j 0.00280352-0.00868272j -0.0032778+0.00874076j -0.0150475-0.0113678j -0.0238261-0.00812353j -0.0144462+0.000205896j 0.021473+0.00743j 0.00722871-0.00123842j -0.0150489+0.000483092j 0.000940054-0.0141719j 0.0112322+0.00256708j 0.00210935+0.0189766j -0.008109-0.00464746j 0.0028117+0.0208474j 0.0170009+0.0150607j -8.51971e-05-0.00115287j -0.00592336+0.0141864j 0.00213364+0.0053276j 0.0068076+0.0127112j 0.0117301-0.00860079j 0.00806763+0.0164433j 0.00481224+0.00141991j -0.00761827+0.0234837j 0.00352689-0.00299444j -0.0120257+0.0190104j 0.0272221+0.0131867j -0.00167025+0.0123473j -0.0100913+0.00131017j -0.000211872+0.0284715j 0.0280839+0.000640376j 
0.0296213-0.0288034j 0.0288594+0.0290439j -0.0295706-0.0545808j -0.056765+0.0358938j -0.0134602-0.00470593j 0.0347422-0.00883806j -0.0224219-0.045216j -0.0123084+0.0273779j -0.0140672+0.0110001j -0.0179827+0.0180196j -0.0235926-0.0543988j 0.0269732-0.0349418j -0.0245578-0.00992498j -0.0283012-0.00031693j 0.0218319-0.00669986j 0.0070457+0.0212857j -0.0321875-0.027381j -0.0111426-0.00580478j -0.0100937-0.00138356j 0.0120481-0.024306j 0.00146736-0.00305836j 0.025639-0.0268973j -0.0337666+0.0078474j 0.00716594+0.0210266j -0.0294606+0.0126864j 0.0265436-0.03074j -0.00523244-0.0375248j 0.0116217-0.00780235j 0.0320778-0.00488184j -0.0137989+0.0131845j -0.0252845+0.0131643j -0.00491948-0.000448891j -0.037257+0.0262558j 0.0433493+0.0106779j -0.0133449-0.0020769j 0.0303398+4.45264e-05j -0.0126045+0.0149092j -0.00419797-0.054904j -0.0430104-0.00600233j 0.00730659+0.0142115j -0.0289654-0.0209477j 0.0119506-0.0167076j -0.0338126-0.0161561j 0.00512567-0.0148461j 7.5889e-05-0.0174539j -0.0128102-0.000263862j -0.00746066-0.0241809j -0.0152995-0.0169707j 0.0195399-4.2524e-05j -0.0123514-0.019871j 0.0275605-0.0159812j 0.00862396+0.00864623j -0.0118935+0.0309334j -0.0201045-0.0152472j 0.0227206+0.0029274j -0.00484666-0.0346103j 0.0252597-0.0146874j -0.0474823-0.00837293j 0.0197446+0.0198937j 0.021604+0.017517j -0.0119354-0.0451167j 0.0356566+0.0232524j 0.0249956-0.0144085j -0.0266026-0.000748904j 0.0140971-0.0644722j 0.016246+0.00543968j -0.0238638-0.0160147j 0.0258519-0.0283187j -0.0296561+0.00892942j -0.00529939+0.00497192j 0.0488646+0.0146979j 0.0136395-0.0595693j -0.0328806-0.0182838j 0.0410661-0.0297539j 0.0275556+0.0385179j -0.0256207-0.0347634j -0.0354572+0.0252174j 
-0.0369781+0.00832336j -0.00798239-0.0361972j 0.0253974+0.0436805j 0.0444802-0.0325826j 0.0219312+0.00850438j -0.0160081-0.00593071j 0.0128851+0.0268584j 0.00308821-0.02323j 0.0152878-0.019424j 0.000117702-0.0211769j 0.00784384+0.0306105j -0.00231842+0.00291664j 0.0313266-0.000673054j 0.0137696+0.00632394j 0.00436362+0.000186701j -0.00469158-0.00506991j 0.0176181+0.02187j 0.00478356-0.00145225j 0.00547518-0.0165546j 0.00434303+0.0100935j -0.0100839+0.00777191j -0.0245458+0.0143763j 0.0261148-0.00394544j 0.0210025-0.0169929j 0.0143047-0.0133103j -0.0333601+0.017077j -0.00411249+0.0224693j -0.012248-0.0108552j -0.0184228-0.00360919j 0.0123715-0.0201326j 0.0100027-0.0317696j 0.00298994+0.00208008j 0.0268195-0.0273023j -0.019597-0.0157589j 0.00490925-0.0183786j -0.0459909-0.0280237j 0.00590777-0.0135663j 0.00335179+0.0391312j 0.0510537+0.00343871j -0.00101816-0.0176397j 0.0263295+0.0249967j -0.0224068+0.0235442j 0.029276+0.00958016j 0.00455766-0.00310166j 0.0137353+0.00601637j 0.00875449-0.000380519j 0.00723497+0.0141225j 0.00571277+0.0365618j -0.0196362+0.0016219j -0.00259175+0.0177038j -0.0424575+0.0108719j -0.00915011-0.00227143j -0.00235406-0.00657783j 0.0165335+0.0162222j -0.00594078-0.0147903j -0.000505268+0.0318138j -0.0202861+0.0169933j 0.0334619+0.000680742j -0.00124242+0.000273266j -0.0234183-0.0137884j 0.0215914+0.0410858j -0.010997+0.00089397j -0.0254236+0.00994763j 0.0136358+0.0143173j -0.00468754+0.0515789j -0.00131733-0.0126243j 0.0298241-0.0161068j 0.00416707+0.0210693j 0.0135824-0.000625511j -0.020657+0.00166968j -0.0140246+0.000331755j -0.0157047+0.0353998j 0.0340212+0.00883589j -0.0145614+0.0309506j -0.0222098-0.0169529j 0.0236542+0.032145j 0.0319058-0.0225661j 
-0.0415331-0.00781742j 0.00818686-0.041152j 0.0227546+0.0019362j 0.000680584-0.0257191j 0.00725997-0.00710785j -0.0104494-0.00290481j -0.0022936+0.00728228j -0.00897008+0.0073765j -0.00756526-0.0119407j -0.0186252-0.0178796j 0.0303241+0.00587952j 0.00200811-0.00171105j 0.00725547-0.0425178j 0.00567676-0.0208427j 0.00146856-0.00492342j 0.000511827-0.0053183j -0.0152808+0.0161697j -0.0152054-0.00881583j 0.000924697-0.0261204j 0.021499-0.00638129j -0.0077553+0.00147878j -0.00044961-0.0150931j -0.0066018+0.00615557j 0.0214582-0.0056926j 0.0012667+0.0102698j -0.0159712-0.00198834j -0.0206833+0.00636522j -0.00495704-0.017762j 0.0189331-0.00854724j 0.00606449-0.0160461j -0.00272537-0.0127796j 0.015995-0.00187856j 0.00599696-0.0117916j 0.01258-0.00399368j -0.0248464-0.0223629j -0.0279459-0.020017j -0.00192044-0.01411j -0.013197-0.00792536j 0.0410784-0.00420148j 0.0212821+0.00748135j -0.00195912+0.00322697j -0.0374573+0.0189281j -0.00325679-0.0161613j 0.00197437-0.0126807j 0.00727987+0.017423j -0.0108336-0.00155854j -0.00210721+0.00325684j 0.00265792+0.0144474j 0.0032531-0.0163631j -0.0103823+0.0186865j -0.00651778-0.0194023j -0.0102423-0.00651555j -0.0158525+0.00621896j 0.0211923+0.00384564j 0.00125038-0.0142199j -0.00800643-0.00949488j 0.00805543-0.00673642j 0.0121036-0.00316619j 0.0141679+0.0273114j -0.00532759+0.00147869j 0.00463393+0.00529248j 0.0134863+0.0106418j -0.00453206+0.00340577j -0.00608866+0.0191237j 0.0164977+0.0256721j 0.0150533+0.00732129j 0.0263815-0.014618j -0.00396018+0.0169186j -0.0127897+0.0195389j 0.00296844+0.000585063j 0.00893484-0.01669j -0.0166914-0.00767088j 0.01585+0.00868425j 0.019331+0.0272121j -0.0205074+0.0267115j -0.00249064+0.0385173j 0.0389499+0.00224926j 
-0.0370526-0.0121365j 0.0126805-0.0364219j 0.0214407+0.00611017j 0.00452686-0.0287643j 0.0332118-0.00360044j -0.00363187-0.0325314j -0.0115792+0.00108681j -0.0126983-0.0183489j 0.0229455-0.013014j -0.00144524-0.0252934j 0.0122451+0.010527j -0.00125105+0.00226515j 0.00270608-0.0210341j 0.01243+0.00165972j -0.00342638-0.00897554j -0.0101443+0.00285687j -0.00240837+0.0376571j -0.014763+0.00395494j -0.00807098-0.0187346j 0.0213334+0.00535043j -0.0193906+0.00210902j -0.0177021-0.00549965j 0.000243204+0.00538725j 0.0318898-0.0184059j 0.00962694-0.0103904j -0.0227762+0.0143248j -0.0274801+0.00185529j -0.00575799-0.0150118j -0.00212114-0.00152447j 0.0124899-0.0259961j 0.00138524-0.0198128j -0.00345572-0.0048888j 0.0144754-0.00871845j -0.00765648+0.000746849j -0.0262734-0.00584118j -0.0412967-0.0347048j 0.020057-0.0183937j 0.0185447-0.00647867j 0.0501368+0.00160434j -0.000265726-0.00668561j 0.0194022+0.0165137j -0.0274922+0.0389564j -0.00190069+0.000486825j 0.0203845-0.0100439j 0.0193735+0.018728j 0.00222765-0.00303345j 0.00327236+0.0186425j 0.00285973+0.0327716j 0.00950568-9.9959e-05j -0.0065446+0.0116385j -0.0102371-0.00802397j -0.0276179-0.0259893j -0.015829-0.00593927j 0.017047+0.0217484j 0.0107252-0.00538623j -0.0225377+0.00130723j -0.00814672-0.00155921j 0.0182648-0.0164512j 0.0101642+0.0136881j -0.0104185-0.0116781j -0.0113907+0.033878j 0.00282859+0.0123752j -0.0159398+0.00603524j 0.00623541+0.00414547j 0.00620404+0.0104966j -0.00919111-0.00539136j 0.0173589-0.0245702j 0.00930608+0.0215326j 0.0114621+0.0113117j -0.00621014+0.0194213j -0.0105247-0.00710977j -0.00318181+0.0212618j 0.0257936+0.00579365j 0.0166795+0.0360317j -0.0311071+0.0232649j 0.00332409+0.0391676j 0.0405617-0.00337807j 
-0.0161803-0.0211039j 0.0212369-0.0164072j 0.00483462-0.0517123j -0.0552692-0.0047305j 0.0111646-0.00363827j 0.0284956-0.0251717j -0.0287703-0.0337825j -0.00925609+0.0176592j -0.00439581+0.0145664j -0.0119306+0.00210931j 0.0135061-0.0222307j -0.00852332-0.00318298j -0.0229988-0.0419657j 0.00327488+0.00167652j -0.013127-0.0143426j -0.0179032+0.0118972j -0.0237752+0.0159581j -0.0156847+0.00847915j -0.0131116+0.0176653j 0.0330679-0.0232223j -0.0109992-0.0189047j 0.0158503-0.0338272j -0.0209945+0.00625016j 0.010022-0.00182624j -0.019748-0.0138082j 0.010845-0.00179027j -0.0226698-0.0243436j 0.010311-0.00665799j 0.0357362+0.0074913j -0.00482706-0.00295199j -0.000836511-0.00767668j -0.00841763-0.00134209j -0.00833552+0.0126391j 0.0247836+0.0104811j -0.0472403+0.0139433j 0.0155073-0.0117549j 0.0201683-0.0214787j 0.00425605-0.0617448j 0.00293054-0.00648353j -0.00807249+0.0174726j -0.0100418+0.00248488j -0.00713229-0.00249007j -0.0317305-0.00566471j 0.0307673-0.00924905j 0.0132361+0.0158759j -0.00485958+0.00422057j 0.00908888+0.00772487j -0.00609456+0.00635358j 0.0307105-0.00192562j -0.0129628-0.0057394j 0.0218227-0.0396726j -0.00189715-0.0111616j -0.0264538-0.0155756j -0.00227868+0.004982j 0.0307738+0.00141276j -0.0177348-0.0421595j 0.00161715-0.00740907j -0.0263192-0.0105279j 0.0126732-0.0010979j 0.028668+0.00198765j -0.0225301-0.0150412j 0.00959289+0.0232716j -0.00455835-0.00497695j -0.00866096-0.00827994j 0.0165116-0.03013j -0.015852-0.00724941j -0.00857374-0.0423877j 0.0223761-0.018422j -0.0112865+0.0143227j 0.0108072+0.00631901j 0.0287615-0.00919794j -0.00569814-0.0328712j -0.00413911-0.0157718j 0.0481593+0.00505815j 0.00157835+0.0465763j -0.0345075+0.0157486j 0.0153543+0.0337403j 
-0.0793482-0.0238605j 0.024599-0.0787447j 0.0337796-0.0328418j -0.0380658-0.0406992j 0.0337098-0.0128274j 0.011493-0.0313608j -0.0146372-0.0216137j -0.0243616-0.00358847j -0.00942927-0.00579059j -0.0113465-0.00346652j 0.0291659+0.000578248j 0.00334686+0.000247422j -0.0119007-0.0446669j -0.0106076-0.0285943j -0.0104144-0.00531385j 0.0061489-0.0181701j -0.0254456+0.0295235j -0.019911-4.11346e-05j -0.00205578-0.0189989j 0.0323653-0.0180346j -0.0100527+0.00382007j -0.00415914-0.0240856j -0.00568936+0.0231571j 0.0304807-0.0128748j 0.00600927+0.00244416j -0.0134267+0.00420468j -0.0416752+0.00229739j -0.00978739-0.0231198j 0.0282652-0.00856169j -0.00398606-0.0424218j -0.0059845-0.00734272j 0.00397215-0.00648577j 0.0162971-0.000917105j 0.0134369-0.00576743j -0.0427367-0.0267056j -0.0344725-0.0397238j 0.0245672-0.0245526j -0.000375515-0.0368954j 0.0453161-0.00453104j 0.00897229+0.0100959j 0.0120665+0.00689955j -0.046995+0.0454276j -0.0148688-0.0229022j -0.00381518-0.0158399j 0.0233757+0.0301597j -0.0245738-0.00798042j -0.0102256+0.02863j -0.00666421+0.0332852j 0.00704134-0.0121903j -0.0239481+0.013181j -0.00314808-0.0271303j -0.0285963-0.0173322j -0.0177542-0.004043j 0.0313244+0.0176761j 0.0337674-0.0109039j -0.0387848-0.00373408j -0.0116896-0.0143744j 0.016969+0.0101824j -0.00452888+0.0379956j 0.00661648+0.0261511j -0.000853607+0.00186602j 0.00721467+0.0137593j 0.0273546+0.00395108j 0.00454329+0.00200635j 0.0305915-0.00179883j 0.00357806+0.0204658j 0.00922305-0.030622j -0.00882695+0.0249098j -0.0129298+0.0307j -0.0176678+0.00780798j 0.020068+0.00633636j 0.0074462-0.0228474j 0.00330282-0.00389334j 0.0415404+0.0502841j -0.0460441+0.0465052j -0.0262993+0.0704859j 0.0715006+0.0261443j 
0.0343999+0.01833j -0.0190341+0.034439j -0.0162707+0.0347536j 0.0387027+0.0181148j -0.00628288+0.00325666j -0.0190343+0.0115127j 0.0169261+0.0243693j 0.0152982-0.0254508j 0.0159784+0.00339817j 0.0312795+0.0066872j -0.0218781+0.0247218j -0.0160211+0.0218557j 0.00175383+0.0474988j 0.0172141+0.0167738j -0.0121602+0.0107778j -0.00194157-0.00198331j 0.0347327+0.00135517j 0.0172997+0.00936274j 0.0102762+0.0154545j -0.0385017+0.0273954j 0.00659758+0.00586398j -0.0151976+0.0298799j 0.0196989-0.0156309j -0.0198378-0.00462932j 0.0195025-0.00865314j -0.0102792+0.00843481j 0.0197937+0.010187j 0.00240889+0.0215023j -0.037193+0.000718406j 0.00111532+0.0185312j 0.00937745+0.0046464j -0.0146621+0.00573831j 0.00331673-0.00583593j -0.0411263-0.0121227j 0.0382471+0.0143498j 0.0133309+0.0152125j -0.0111572+0.0101086j 0.0149151+0.0578631j -0.0120415+0.00327411j -0.0140072-0.0127106j 0.0128742+0.00857787j 0.0188703-0.00614941j 0.0274392+0.0328324j -0.00440993+0.0214647j -0.0162597-0.0105773j 0.0261676-0.00938505j 0.0074327+0.00707172j 0.00647509-0.0109582j -0.00855046+0.0128825j 0.0172286+0.00263283j -0.0118353+0.0329633j 0.0186659+0.00561988j 0.0264642-0.0164712j -0.00105043-0.00290138j -0.0231449+0.00622068j 0.0141528+0.0124914j -0.0111503+0.0212138j 0.0243174-0.001385j -0.00764001-0.0329091j -0.0117687-0.0239525j 0.00355179+0.0196276j -0.0198561-0.0263598j -0.0232968+0.0146425j 0.00886522-0.0230487j -0.0198244+0.0134895j -0.00330906+0.00182944j -0.00733596+0.024476j 0.00714783+0.000564972j 0.0195126-0.0144966j -0.0015972+0.000175009j -0.0209402+0.0204071j 0.0145328+0.028934j 0.0177723+0.00441441j -0.0373546-0.0170921j 0.0173003-0.0344399j 0.0185878-0.0423077j -0.0429619-0.0185257j 
-0.00804744+0.0154936j -0.015811-0.00808489j -0.0163431+0.026413j 0.0292955+0.0181908j -0.0284959+0.0219926j 0.0280212+0.0359757j 0.0176337-0.0216316j -0.000899319+0.0186141j -0.0396377-0.00498771j -0.0112736+0.0256196j -0.0105645-0.000217476j 0.0136425-0.0212035j 0.0135952+0.0127959j -0.0255068-0.0135345j 0.0272118+0.0130023j 0.0233185-0.0167736j -0.00838474-0.0454392j 0.0256342-0.0210028j -0.000762786-0.0213016j -0.0128951-0.00639721j 0.0121036+0.0143785j 0.00454422+0.0138028j 0.0095618-0.000606057j 0.00114137+0.0130414j 0.00492206+0.00512297j 0.000612533-0.0138635j 0.0118562+0.0167731j -0.00708735-0.011277j 0.00672658-0.0122171j -0.0179421-0.00377155j -0.0121934+0.00587231j 0.0221899+0.00442309j -0.00234726-0.0033758j -0.0068029-0.00161332j 0.0105938-0.0343927j -0.00777663-0.00152523j -0.0236101+0.0159239j -0.0139169+0.0354796j -0.00837597+0.00241226j 0.00647851-0.00518803j -0.00557289-0.00652257j -0.00594469-0.00136566j 0.0189981-0.00456642j -0.00237769+0.000295651j -0.000994731-0.0245629j -0.0169719-0.00561116j -0.0119217-0.00904811j -0.0101874+0.00568986j -0.0302721-0.0144862j -0.00724763+0.0248769j -0.0219135+1.89822e-05j 0.00861923+0.0126809j 0.0119074+0.00944342j -0.00395549-0.0207406j -0.0218283-0.0119667j 0.00811469+0.0165436j 0.00651524+0.00221439j 0.0102445+0.00837321j -0.00962602+0.0179175j 0.0139723+0.0116818j 0.040874-0.019698j 0.0180123+0.0113418j 0.00299708-0.00278934j -0.0127327+0.0180291j -0.0147571+0.0269311j -0.00304185+0.0063657j 0.0100889+0.00747827j -0.0175368-0.0332137j -0.0479599-0.00239608j -0.00882781-0.016616j 0.000699978+0.0358026j 0.0414201-0.00828922j -0.0155849-0.00572536j -0.0264299-0.0316893j 0.0259247-0.0221416j 0.0130511+0.00601373j 0.00624311-0.012669j 
-0.0182452+0.0222704j -0.0224274-0.0181853j 0.0208528+0.0288619j 0.0295265-0.0235051j -0.00364659+0.00645272j 0.00216071+0.018666j 0.013734-0.00413342j -0.00873786+0.00240338j -0.0109976-0.00408266j 0.00362138-0.00450784j -7.83457e-05+0.0149046j 0.00228155-0.0118507j 0.0208363+0.0220069j -0.0115583-0.00393578j 0.0175413+0.000905853j 0.0100227-0.0133806j 0.0148767-0.0031088j -0.00176637-0.00816366j -0.00172977-0.0203363j -0.0062298+0.000811445j -0.000631028+0.00946998j -0.0158013+0.0100457j 0.0153004-0.00464032j 0.00551909-0.00561006j 0.00446272+0.00866991j -0.0134948+0.00545935j 0.00632665+0.0119409j -0.0124081+0.00832988j -0.00954598+0.00120515j -0.00437133-0.00602305j 0.00386045-0.0120921j 0.00830029-0.0034399j 0.0081342-0.0105664j -0.0030471-0.0050198j 0.00773049-0.0216095j -0.0141841-0.0141315j -0.00165541+0.00537961j -0.00322189+0.0293516j 0.00538555-0.00210687j -2.73492e-06-0.00732344j 0.00501539-0.00132613j -0.0127482+0.0123974j 0.00778546+0.00613753j -0.00939367-0.00347964j 0.00276278-0.00789134j 0.00964238-0.0018775j -0.00879378-0.00516344j -0.000359547-0.000638678j -0.0130443-0.00717969j -0.00523172-0.00147961j -0.019335+0.00604961j -0.00495605+0.00162661j 0.00374606+0.00232911j 0.00732381+0.00542487j -0.015425-0.0218133j -0.00214885+0.0116235j -0.00192688-0.00721671j 0.00602984+0.00198072j 0.000441094+0.0147379j -0.0238922-0.00284918j 0.00635031+0.0170391j -0.00832309-0.00462589j -0.00363373-0.00231138j -0.010063+0.00226657j -0.0132505+0.010352j -0.00243307+0.00488773j -0.00481589+0.00844151j -0.00140059-0.00826386j -0.00983576-0.00549552j -0.00609747+0.000845947j -0.0150344+0.00921769j 0.0113287+0.0194614j 0.00759612+0.0107099j -0.0338004+0.0146599j -0.0183765-0.0302212j 0.0167697+0.0311139j 0.0321556-0.0165039j 
-0.00493982+0.0279257j -0.0283141-0.00498406j -0.00395077+0.0334394j 0.0353244+0.00518379j -0.0228623+0.00985336j 0.0049431+0.038215j 0.027866-0.00391114j -0.00341969+0.000674155j -0.0252582-0.0113516j 0.0049052+0.0204056j -0.017645+0.0208051j -0.0013135-0.0073775j 0.0138908+0.0410098j -0.0143654-0.000685095j 0.027719+0.0127284j 0.0203074-0.0115965j 0.0170654-0.0289371j 0.0208335-0.0169488j 0.00297107-0.0249969j -0.0283278-0.00502789j 0.00316743+0.0209583j -0.0172606+0.0217873j 0.0229123+0.000155847j 0.00182793+0.00820997j 0.00540401+0.00742717j -0.00710895-0.0067582j 0.0138714+0.0241694j -0.00836298+0.0107017j -0.00869588-0.00253391j -0.0144897+0.00749218j -0.000266329-0.00530232j 0.0180101+0.00268255j 0.00567851-0.00220264j -0.00730769-0.00416354j 0.0293335-0.0227006j -0.00830214+0.00118942j -0.0233337+0.023175j -0.0062092+0.0574624j -0.0205112+0.000378763j 0.000636115-0.00747629j 0.00605698-0.0136433j 0.00328101+0.00940822j 0.0282646+0.0074042j -0.0189022+0.00289625j -0.00828845-0.0187335j 0.00892741-0.0123223j -0.0137179-0.00896957j -0.00995036-0.00265595j -0.0327482-0.007944j 0.00150406+0.00336471j -0.0126358+0.0134149j 0.0171044+0.0167253j 0.0197593+0.00992022j -0.00270626-0.0120458j -0.0229936-0.012568j 0.0213096+0.0198053j 0.00291835+0.00803501j 0.0198759+0.015652j 0.00135599-0.0124905j -0.0148439-0.00443255j 0.0304576-0.0129827j 0.00694185+0.000461446j -0.00900297-0.0011272j -0.0270366+0.0134655j -0.013619+0.0227216j 0.00414797+0.0149008j 0.00385098+0.0217201j -0.0103354-0.013135j -0.0189455-0.0081219j -0.0118524-0.0138796j -0.012115+0.0313751j 0.0251691+0.00609312j 0.00102105+0.00857733j -0.0484028-0.00303019j 0.00067068-0.0432893j 0.0179753+0.00611451j 0.00603676-0.0180565j 
