2.3405e-16+0.0370378j 1.48043e-16+0.00195986j 3.48701e-18-0.020478j 2.44492e-17-0.00172664j -1.4278e-16+0.0107648j 1.8026e-17+0.0264693j -6.56226e-18-0.0138566j 3.12487e-17-0.00125329j 2.49006e-17-0.00731458j 8.76476e-17-0.0106312j 3.7009e-17-0.00285092j 5.0946e-17-0.0215282j -8.29688e-17+0.0129345j 4.47907e-17+0.00713411j 3.47684e-19-0.00880531j 3.26094e-17-0.0100376j 1.15369e-17-0.0153315j -1.07837e-16-0.00902164j -2.46662e-17+0.00240809j 6.94762e-17+0.0104925j -3.66623e-17+0.014101j 2.19244e-18+0.00389765j 2.72399e-16-0.00736239j -1.36724e-16+0.00721324j 1.68074e-16+0.00861578j -8.7709e-17+0.0197127j -7.00713e-17-0.0115306j 1.35732e-16+0.0192397j 6.01515e-17+0.0157178j 8.60104e-18+0.00931255j 1.94737e-15+0.0054067j -1.84665e-17+0.00690071j -5.02395e-17+0.00144711j 2.51269e-17-0.00580694j 1.45252e-16+0.00307949j -5.55142e-17+0.00588728j -2.40953e-17+0.0160665j -2.79393e-16+0.00920017j -1.54732e-16-0.0163328j 1.1612e-15-0.00350554j 1.13343e-15+0.00940916j -5.49163e-15+0.00369892j -3.27086e-16-0.00653276j 3.47755e-17+0.0011251j 6.62308e-17+0.00378884j -1.24291e-16-0.00643036j 3.09394e-16+0.0151958j 1.88229e-16+0.0105568j 2.15767e-16+0.0184632j 5.47917e-17+0.00640369j 1.09237e-16+0.0175983j 1.62896e-16+0.0172056j 1.09916e-15+0.0103486j 4.50484e-18-0.00805988j 6.09881e-17-0.0212065j -1.23499e-16-0.0039382j -3.98046e-16-0.0242692j 2.03494e-17+0.00319551j -3.8006e-17-0.00235664j -2.81817e-17-0.00686522j 7.93371e-17+0.00985617j 1.48855e-18-0.00401301j 2.38474e-17-0.0273455j 1.26821e-17-0.0122952j 4.6893e-17-0.0104793j 1.01105e-17+0.013312j 1.17331e-18+0.0259239j -2.78356e-17-0.00964398j 4.02381e-17-0.00572059j 2.63134e-17-0.0208995j -2.76907e-17-0.00486603j 6.52517e-17+0.0367919j 
8.24984e-17+0.00872721j 3.47916e-17+0.00355307j -4.84207e-18-0.00719711j -1.29322e-17+0.00745434j -4.27643e-17+0.00367977j 1.55701e-17+0.00722162j -1.41064e-17+0.00202924j -1.88581e-17+0.0117114j 7.48012e-18-0.00118028j 7.90743e-17-0.00940712j 3.44339e-17-0.00667177j 5.72736e-18-0.00757171j -2.05692e-17+0.00142897j 1.11795e-17+0.00241518j -3.35946e-17+0.00625539j -6.88648e-18+0.00529168j -4.42858e-17-0.00262507j -2.67527e-17-0.00661852j 4.16946e-19+0.000245631j 3.54351e-17+0.00238064j -3.15515e-17+0.00808119j -1.40798e-16+0.00906724j -3.7549e-16+0.00844292j -7.26651e-18+0.000132355j 9.74749e-18-0.00109484j -8.03005e-17+0.00340938j -2.13869e-16-0.00711633j 1.46573e-16+0.000921112j -2.14521e-16-0.00373832j 9.76018e-17-0.00326011j 1.2272e-15+0.00381354j 1.62559e-16-0.00501679j 3.24347e-17-0.00965401j 6.24225e-17-0.00322334j -1.23867e-16-0.00198172j -1.74134e-17+0.00503181j 3.04027e-17+0.00382372j -1.20671e-16+0.00481903j 6.85386e-17-0.000307122j 7.19409e-16+0.0014623j 6.63576e-16+0.00142265j -1.70287e-14+0.01124j -1.65668e-16-0.00769021j 5.06212e-17-0.00740267j -3.44477e-17-0.00310205j 6.19988e-18+0.00376903j 9.89704e-17+0.00767165j -1.8502e-17-0.0116484j 1.17606e-17+0.00745444j 1.25538e-17+0.00458362j 2.81724e-17-0.00120875j 6.64813e-17+0.000943886j 6.52747e-16+0.00639591j -3.45939e-18-0.00891117j -3.89636e-18-0.00147039j -7.52776e-17-0.0125736j 1.09514e-17+0.000543535j 3.6753e-18+0.00793943j -5.84354e-17+0.000429877j -4.13418e-17-0.00373123j 6.58078e-17+0.00789154j 1.40506e-17+0.00147395j -1.61551e-17-0.00369282j 3.90244e-19-0.00416736j -2.77843e-17+0.011591j -2.98886e-18+0.00579275j 1.10051e-17+0.00842791j -1.83792e-17-0.00549159j -1.25632e-17+0.00728836j -1.19976e-18-0.00621169j -1.54893e-17+0.00162545j 3.07791e-17+0.00967316j 
7.26666e-18+0.00106232j -5.32224e-19+0.000920813j 1.87287e-18-0.00278496j -1.52364e-17+0.00147763j -3.49611e-17+0.00277917j 2.22451e-18+0.00251976j -5.89236e-18+0.00209604j -2.33832e-17+0.00212775j 1.34225e-18-0.00086592j 5.51171e-17-0.00618699j 3.22919e-17-0.00658187j -1.56647e-18-0.000164641j 1.47911e-17-0.0014977j -3.75876e-18+0.00400957j -2.55875e-17+0.0039364j -1.48976e-18+0.0067967j -3.16402e-17-0.00272584j -5.50578e-19+0.00059443j 5.46204e-18+0.00341384j 2.24217e-17+0.000172041j -1.10828e-17+0.00460142j -1.26574e-16+0.00249274j -3.4846e-16+0.00935927j -4.8337e-18-0.0045568j -7.38022e-18-0.00163675j -7.92332e-17+0.00108503j -2.88471e-16-0.00819273j -1.08172e-16-0.00286827j 1.17165e-16-0.00176657j -3.07547e-17-0.00546146j 1.97336e-15+0.00600691j 1.7957e-16-0.00444349j -1.32855e-18-0.00348665j 1.20978e-17+0.00232165j 1.91827e-17+0.00013664j -2.37911e-18+0.00293942j -2.57877e-17+0.00299946j 1.6498e-18-9.33584e-05j 4.52014e-17+0.00193138j 2.44085e-15+0.00720218j 2.10858e-15+0.00235827j -1.2131e-14+0.0079956j -8.36492e-17-0.00357532j 2.92224e-17-0.00109523j -1.24291e-17+0.00199136j 2.88281e-17+0.00401062j 3.06881e-17+0.00323554j -1.48786e-17-0.00761647j -1.53701e-17+0.00336744j -7.70101e-18+0.000536954j 1.47503e-19-0.00172496j -1.23824e-18-0.0064826j 2.73343e-16+0.00302741j 8.11527e-18-0.0031141j -4.67337e-18+0.00154881j 1.45442e-17-0.00271206j 1.04734e-16+0.00560309j -1.02338e-18-0.000489914j -4.22912e-17-0.00121684j -4.18793e-17-0.00285456j 3.10349e-17+0.00442661j 1.14228e-17+0.000620779j -5.73704e-18-0.00144997j 3.60247e-18-9.58466e-05j -2.88203e-17+0.00329045j -1.01469e-17-0.000136855j -1.58714e-18+0.00188295j -3.83677e-18-0.00248629j -1.36297e-17+0.00210563j 5.46151e-18-0.00204766j -7.09445e-18+0.000404289j 9.43675e-20+0.00104841j 
-9.74339e-16+0.0126604j 2.10743e-16-0.00205478j 4.67669e-16-0.00570332j 6.44197e-16-0.00786679j -3.55651e-16+0.00378506j -7.25812e-16+0.0089486j 7.24478e-16-0.00887886j 9.47548e-16-0.0116296j 2.78857e-16-0.00339736j -4.14717e-17+0.000404419j -1.55435e-16+0.00181833j 3.99737e-16-0.00456007j -4.36453e-16+0.00511534j -2.71527e-16+0.00365454j 7.78868e-16-0.00939007j 6.5153e-16-0.00762163j 6.27607e-16-0.00743725j -1.79765e-16+0.00196814j -2.32007e-16+0.0028845j -2.7855e-16+0.00361397j -1.60614e-16+0.00210915j 5.39909e-16-0.00579756j 1.02132e-15-0.00800746j -2.17634e-16+0.00160846j -3.37695e-16+0.00517684j -6.74541e-16+0.00827508j 2.94344e-16-0.00349602j -8.23892e-16+0.00851334j -6.37479e-16+0.0118618j -5.91523e-16+0.00581556j 7.0174e-16+0.00227082j -6.35395e-16+0.00677329j -7.75801e-16+0.00892526j -1.27418e-16+0.00120648j -8.63428e-17+0.00385587j 1.07169e-17-0.000293634j -5.97356e-16+0.00676685j -6.13325e-17+0.000239344j 5.12379e-16-0.00797497j 1.18897e-15+0.000233163j 6.50373e-16+0.0051124j 8.50681e-15-0.00529216j -2.46087e-16+0.00232537j -6.24894e-16+0.00766955j -4.33115e-16+0.00636893j 3.83078e-16-0.00544939j -1.07079e-16+0.00244518j -1.0145e-15+0.0140157j -2.6647e-16+0.00459476j 7.18178e-17-0.000783428j -8.02203e-16+0.0103572j -4.38269e-16+0.00546238j 2.56279e-17+0.000889592j -2.22984e-16+0.00294842j 8.26737e-16-0.0097513j -7.18314e-16+0.00925919j 7.54957e-16-0.0114616j 5.21688e-16-0.00658331j 2.05249e-16-0.00241133j 1.25595e-16-0.00155331j 1.24411e-17-0.000201101j 2.71029e-16-0.00347376j 1.03279e-15-0.0125145j 2.37004e-16-0.0027664j 1.33001e-15-0.0161518j -1.30951e-16+0.00155632j -5.85993e-16+0.00707094j 9.24896e-17-0.00113674j 7.98638e-16-0.0096431j 5.49525e-16-0.00657268j 3.3462e-16-0.00422645j -9.32777e-16+0.0115426j 
5.25337e-17+0.00285047j 1.21319e-17+0.000460533j -1.63116e-17-0.00236194j -2.83318e-18+0.000414691j -1.49613e-17+0.00171161j 2.45525e-17+0.00266653j -1.57877e-17-0.000174086j -3.2441e-18+0.000679557j -3.34294e-18-0.000797301j 2.0083e-17-0.00292191j 1.72061e-17-0.0025438j -1.93039e-17-0.00149558j 1.3477e-17+0.000327252j 3.13769e-18+0.00190904j -1.83095e-17+0.000821295j -1.33322e-17+0.00176115j -2.08036e-17-0.00199672j -1.97526e-17-0.000390429j -2.55209e-18+0.00138062j 2.25063e-17+0.000761425j 3.4298e-18+0.00258624j -3.99978e-17+0.00115274j -1.21047e-16+0.00285601j 1.84979e-18-0.00114768j 1.73913e-17-1.08935e-05j -1.74346e-17+0.00170253j -1.09691e-16-0.00369816j -8.96212e-18+0.000257597j 5.9078e-17+0.0004155j 3.2707e-18-0.00133183j 8.33334e-16+0.00250803j 7.20936e-17-0.00112919j -3.44085e-18-0.00115181j -4.14559e-18+0.000441907j 1.7632e-17+0.000253649j -9.19231e-19+0.00144407j 3.79758e-19+0.00214377j -7.38906e-18+0.000580992j -1.06172e-17-0.000398524j 9.37354e-16+0.0023406j 8.34445e-16+0.00147032j -4.70711e-15+0.00310661j -5.66018e-17-0.00171497j 1.07644e-17-0.000318112j -1.7284e-18+0.000963518j -6.83712e-18+0.00100556j 4.41045e-17+0.00217098j 1.99272e-17-0.00202097j 2.37496e-17+0.00243587j 8.20429e-18+0.000619796j 2.36251e-17+0.000556304j 3.46727e-17-0.00116968j 1.79123e-16+0.00177321j -4.34875e-18-0.00165221j -1.82485e-17-0.000860378j -1.00371e-17-0.00123463j -1.69638e-17+0.000384859j 9.2091e-18+3.97321e-05j -1.75588e-17-0.000591863j -2.0623e-17-0.00147864j 2.28779e-17+0.00224078j 8.73191e-19-4.53023e-05j -2.31407e-17-0.0023418j -1.04136e-17-0.000854768j -1.35241e-17+0.000480078j 1.17682e-17+0.000839749j 2.32878e-17+0.00240286j -1.09068e-17-0.00153265j -5.51826e-18+0.000372865j -1.43287e-17-0.00212631j -7.98957e-18-0.000179497j 3.91047e-17+0.00282933j 
1.45594e-17+0.00279434j 1.36099e-17+0.00233432j 8.06939e-18-0.00127735j -2.25382e-18+0.00628142j 1.26925e-17-0.00110607j -9.18972e-18+0.000810379j 3.78946e-18+0.00141516j -2.98378e-18+0.00991225j 7.23507e-18+0.000856951j 8.07124e-18-0.000673585j -1.20841e-17+0.00165497j 2.28485e-17-0.00485215j -4.16484e-17+0.00162617j 1.03676e-17-0.00350652j 2.50945e-18+0.00287044j 2.80835e-18-0.00160903j -6.60998e-19+0.00279055j 1.33761e-18-0.0065334j 1.21253e-18-0.00440094j -9.45151e-18+0.000857678j -2.40902e-17+0.000795663j 2.64372e-18+0.00592867j 1.75154e-17-0.00188206j 4.43262e-18+0.00491985j -1.07936e-17-0.000279871j 1.28817e-17-0.000483636j 1.48936e-16+0.00442668j 2.55554e-16+0.00195196j -3.93801e-16-0.00390543j 1.29318e-16+0.00217378j -1.46534e-15-0.00431494j -5.93358e-17-0.000648581j 4.65488e-17-0.00603134j 5.88832e-17-0.0055629j -1.75514e-16-0.00270392j -1.18519e-17+0.000801593j 5.91696e-17-0.00196632j -1.02929e-16+0.00396244j 5.11403e-17-0.000514372j -2.47808e-15-0.00709376j -2.12911e-15-0.00278167j -1.94247e-15+0.00128632j -1.83318e-17-0.00272901j 1.73577e-17-0.00662815j -2.54494e-17-0.00634345j -5.62998e-18-0.000192705j 1.09652e-17+0.00194107j -3.43851e-17-0.00417375j -1.19078e-17+0.00109093j 7.32451e-18+0.00330032j 1.58261e-18-0.00153226j 2.59841e-17+0.00684037j 1.86195e-16+0.00152112j -5.17854e-18-0.00439901j 1.13195e-17-0.000590042j -6.97737e-17-0.00936852j -4.11132e-17-0.00316801j -9.27207e-18+0.00860998j -4.30668e-18+0.00232553j 1.65063e-17+0.000607288j 1.24577e-17+0.00140346j 2.2902e-18+0.00133357j 5.81614e-18+0.00170181j 6.38402e-18-0.00260213j 3.86609e-19+0.00958717j -6.85536e-18+0.0044825j -8.98629e-18+0.00297429j -3.01733e-18-0.00134443j -2.22113e-18+0.0058617j 4.73018e-18-0.0011074j -1.56843e-18+0.00188701j -8.81341e-18+0.00385056j 
-1.054e-17+0.00166162j -1.31305e-17-0.00375506j 3.66821e-18-0.000405357j -3.10291e-17-0.0109163j -2.97137e-17+0.00247546j 3.11677e-18+0.00232082j -1.66468e-17-0.00559581j -5.12419e-17-0.0168786j -1.09021e-17-0.00228618j -2.91224e-18+0.001831j 1.38292e-17-0.000322927j 9.44673e-18+0.00396918j 3.53853e-17+0.000345164j 8.26428e-18+0.00512117j -1.90993e-17-0.00779991j 9.53701e-19-0.00212278j 4.80793e-18-0.00598268j 2.35024e-17+0.00852948j 1.44201e-17+0.00596023j 1.02483e-17+0.000420812j 2.03954e-17-0.000733719j 4.52838e-18-0.009794j 1.64754e-16-0.00230996j -5.47354e-17-0.00459375j 5.40559e-17+0.00266846j -3.42659e-18+0.00379368j -1.38619e-16-0.00557464j -3.4592e-16+0.00152876j 6.14333e-16+0.00974091j -1.96157e-16+0.000526969j 1.84698e-15+0.00524683j 2.65018e-17+0.00414941j -3.45996e-17+0.0113275j -6.01625e-17+0.00681886j 3.14131e-16+0.00478251j -1.8865e-18-0.00148698j -8.16982e-17+0.00468639j 8.54179e-17-0.00462726j -1.26146e-16-0.00289817j 3.1349e-15+0.00757397j 2.69589e-15+0.00507744j 7.27032e-15-0.00480375j 3.33159e-17+0.00470651j 1.32351e-17+0.0111974j 9.63306e-17+0.00989826j -3.10406e-17-0.00254471j 2.82051e-18-0.0017764j 1.36208e-16+0.0117522j 4.7387e-17+9.6183e-05j -2.2976e-17-0.00433941j 2.83455e-17+0.00628557j -4.80742e-17-0.00505412j -2.35568e-16-0.00187816j 4.25825e-17+0.00689249j -1.53501e-18-0.00347709j 1.52365e-16+0.0153456j -3.61301e-17-0.00165484j -3.93282e-17-0.0129044j 4.9952e-18-0.00359209j -1.10586e-17-0.000960701j -3.83986e-17-0.00237593j -1.80425e-17-0.00309404j -7.92829e-18-0.00692403j 1.00112e-17+0.00199911j -5.03979e-17-0.0184915j -1.49174e-17-0.00470723j -1.19959e-17-0.00094165j 1.67003e-17+0.00149105j -2.68351e-17-0.0112245j 8.94288e-18-0.00106484j -1.24106e-17-0.00403183j -7.35371e-18-5.40238e-05j 
-1.11711e-16-0.0184583j -5.97659e-17+0.00197608j 1.52885e-18+0.0101207j 1.08687e-17+0.00932415j 9.26402e-17-0.0073298j -1.8543e-17-0.0143619j 1.94846e-17+0.0105232j 2.18671e-17+0.0137914j -1.74968e-18+0.00531289j -4.2658e-17+0.00432238j -3.34963e-17+0.0025438j -2.09697e-17+0.0067046j 2.74936e-18-0.0059797j -2.53741e-17-0.00797085j 1.8638e-17+0.00970269j -1.16035e-17+0.00528985j -2.95604e-18+0.0122262j 3.86411e-17-0.00279443j 2.12785e-18-0.0063899j -4.67959e-17-0.0051699j -2.23595e-18-0.00655604j 7.9815e-18+0.00569669j -2.01667e-16+0.00383327j 1.01159e-16+0.00105641j -1.21168e-16-0.00584334j 5.01207e-17-0.0122341j 1.85291e-16+0.0109707j 2.2471e-16-0.00961347j -5.38115e-16-0.0147485j 1.53711e-16-0.0038767j -2.66421e-15-0.00757725j -4.06269e-17-0.00582769j 5.59069e-17-0.00922705j 4.12451e-17-0.00315243j -3.19689e-16-0.00526583j 2.50703e-17-0.00194196j 7.79906e-17-0.0115642j 5.3461e-17-0.000490748j 1.69885e-16+0.0095191j -3.40156e-15-0.005538j -2.99441e-15-0.00873248j -1.51177e-15+0.00096813j 1.3966e-16-0.000249239j -2.53616e-17-0.00933083j -1.01166e-16-0.00996852j 7.92982e-17+0.0043899j -1.54159e-16-0.00601845j -1.92175e-16-0.0131268j -1.40237e-16-0.00903641j -1.00533e-17+0.000465865j -7.58998e-17-0.0128457j -4.6176e-17-0.00286584j -3.59312e-16-0.00368524j -3.14836e-17-0.00137097j -2.0134e-17+0.012273j -5.85242e-17-0.0100969j 2.04619e-16+0.011612j 1.40228e-17+0.00895588j 1.8272e-17+0.0041408j 2.92486e-17+0.00433996j -1.39524e-17-0.0032686j 1.19304e-17+0.00422701j 1.75157e-18+0.0182952j -8.97429e-18+0.00404411j 1.74445e-17+0.0191384j 1.53833e-18-0.00230388j 1.13927e-19-0.0114014j 3.58427e-18+0.00359236j 1.40743e-18+0.0113076j -1.37416e-17+0.010733j 2.32707e-17+0.00540194j -3.673e-17-0.016968j 
-1.06905e-16-0.0190252j -7.21303e-17-0.000814939j -7.53775e-18+0.0118572j -6.04468e-18+0.00202481j 1.01552e-16-0.0075408j -3.81921e-18-0.0149732j 1.49193e-18+0.00646568j -5.23561e-18+0.00254512j -1.4087e-17+0.00457333j -7.63886e-17+0.00885856j -3.99768e-17+0.00576069j -2.7161e-17+0.00978822j 2.75878e-17-0.00537363j -1.66761e-17-0.00710408j 1.00355e-17+0.00323991j -2.2099e-17+0.000845292j 6.72903e-18+0.0104174j 5.30019e-17+0.00231277j 9.69781e-18-0.00458238j -4.77631e-17-0.00529538j 2.17274e-17-0.00972287j 7.25044e-17-0.0015951j 5.56812e-17-0.00209659j 8.01595e-17+0.000385229j -8.25641e-17-0.00364183j 1.02515e-16-0.0110401j 2.46492e-16+0.0120705j 8.01094e-17-0.00777384j -2.14539e-16-0.00840379j 5.9609e-17-0.00105271j -2.60035e-15-0.00759762j -1.06863e-16-0.0012619j 4.35221e-17-0.000654094j -4.84544e-18-4.35973e-05j -1.40434e-16-0.0025297j 2.77577e-17-0.00449347j 5.11174e-17-0.010698j 1.16122e-16-0.00349757j 6.34178e-17+0.00724487j -2.77916e-15-0.00450802j -2.45844e-15-0.00711954j 9.17442e-15-0.00608752j 2.11194e-16+0.00458861j -2.84572e-17-0.00203838j -3.46608e-17-0.00509858j 4.22866e-17+0.00100027j -1.70403e-16-0.0091546j -9.2959e-17-0.00246029j -1.01236e-16-0.0111985j -1.94687e-17-0.00260806j -4.86488e-17-0.00866342j -6.63813e-17-0.00311908j -6.67291e-16-0.00664228j -1.06097e-17+0.00459748j -3.47963e-17+0.00997844j 3.36646e-17+0.000663284j 1.22559e-16+0.00845183j -1.14207e-17+0.0013135j 4.21281e-17+0.0026511j 4.21332e-17+0.00539607j -5.29388e-17-0.00722127j -8.45854e-18+0.00215419j -1.78364e-17+0.0156065j -1.16164e-17+0.00564427j -1.34447e-17+0.00658585j 3.83908e-18-0.00545177j 7.23859e-18-0.0136474j 1.28406e-17+0.00602173j -1.70539e-17+0.00361543j -2.2995e-17+0.0117092j 1.58443e-17+0.0028956j -2.22959e-17-0.0185581j 
-4.68636e-17-0.00425885j -8.45287e-18-0.00315867j -6.58995e-19+0.00365889j 3.82575e-17-0.00767525j 5.70753e-18-0.000995872j -9.00741e-18-0.00306174j 2.18417e-17-0.00280565j 5.76478e-17-0.0119859j -1.06838e-18-0.000172926j -5.39713e-17+0.00533402j -1.56872e-17+0.00304647j -2.02869e-17+0.00555735j 2.50915e-17-0.000824736j -1.93338e-17+0.0007037j 4.10271e-17-0.00574513j 1.46654e-17-0.00306192j 4.14796e-17-0.000754853j -1.16082e-17+0.00660212j -1.50652e-17+0.00214743j -1.37189e-17-0.00118318j 3.24968e-17-0.00436871j 1.09413e-16-0.00811784j 2.47745e-16-0.004663j 1.65541e-18-0.00201061j 2.25252e-18+0.0013516j 2.72201e-17-0.000560554j 6.15077e-17+0.00140929j -2.10549e-16-0.000271203j 2.9958e-16+0.00517043j -1.26404e-16+0.00151196j 8.64642e-17+0.000140443j -8.38061e-17+0.00379269j -7.54877e-17+0.00886589j -7.98715e-17+0.00428311j 1.57856e-16+0.00271186j 1.7944e-17-0.00305496j -5.90384e-17-0.000323878j 1.16046e-16-0.00425147j -6.73163e-17-0.000612906j 8.31202e-16+0.00234209j 6.96031e-16+0.00109736j 1.09072e-14-0.00718581j 7.46249e-17+0.005559j -6.50276e-17+0.00777408j 1.42371e-17+0.00520579j -3.31799e-20-0.00259855j -3.95899e-17-0.00460804j 6.07506e-18+0.00975319j 1.36197e-17-0.0038532j 3.08589e-18-0.00396653j -2.79849e-17+0.00260673j -3.46385e-17-0.00279412j -4.08713e-16-0.00394349j -1.3599e-17+0.00701187j 1.11015e-17-0.000185589j 3.23727e-17+0.0119095j -3.71522e-18-0.000345871j 3.4844e-17-0.0087855j 4.31618e-17-0.00154283j 1.60486e-17+0.00152011j -3.26201e-17-0.00482236j -1.3797e-18-0.00179797j 2.56812e-17-0.000350942j -6.999e-18+0.00299673j 6.74525e-17-0.0123475j 1.6728e-17-0.00482931j 2.12822e-19-0.00487915j 6.00218e-18+0.00335588j 4.03339e-17-0.00762715j 2.31585e-18+0.00295319j 1.86922e-17-0.00221365j -1.08413e-17-0.00536063j 
2.28574e-16+0.0221843j 9.74011e-17+0.00204258j -4.06939e-17-0.0129464j 2.00558e-17+0.00116866j -7.28794e-17+0.00678904j 6.64425e-17+0.0161447j -3.45059e-17-0.00680239j 3.14087e-17+0.00261224j 3.85102e-18-0.00423605j 5.37535e-17-0.00834416j 3.63214e-17-0.00343868j -2.70494e-17-0.0135861j -1.76093e-17+0.00727919j 2.73849e-17+0.00451297j -2.4782e-17-0.00291581j -1.74769e-17-0.00381435j -2.69289e-17-0.00892943j -1.00687e-16-0.00664648j -2.36622e-17+0.00138398j 7.03232e-17+0.00625788j -3.61699e-18+0.00980997j -1.92417e-17+0.00462545j 6.00351e-18-0.00148697j -4.20508e-17+0.00383967j 1.11004e-16+0.00427295j -3.25685e-17+0.011468j -1.01324e-16-0.00820457j 1.5967e-16+0.0104862j -2.57024e-18+0.00732181j 6.27126e-17+0.00400589j 1.39057e-15+0.00400005j 5.49416e-17+0.00224057j -2.59421e-17-0.00194882j 1.97335e-18-0.00397138j 4.22536e-17+0.00109121j -2.41736e-17+0.00456679j 1.90912e-17+0.00965748j -1.53634e-16+0.00624534j -9.97597e-17-0.00877443j 8.07805e-16-0.00139448j 8.17599e-16+0.00543406j -7.78086e-15+0.00517577j -2.37015e-16-0.00565694j 1.95559e-17-0.00147138j 1.45124e-17+0.00117476j -8.2781e-17-0.00234125j 2.24451e-16+0.0102668j 1.15233e-16+0.00231374j 1.54095e-16+0.0119494j 5.33781e-17+0.00469489j 9.99093e-17+0.00902897j 1.65787e-16+0.00937451j 7.91286e-16+0.00732569j -2.21772e-17-0.00680666j -1.49678e-17-0.0117j -1.15255e-16-0.00562531j -2.72396e-16-0.0127342j 4.10145e-17+0.00390932j -3.42081e-17-0.00114799j -3.56873e-17-0.00472525j 7.89092e-17+0.00749263j -6.63743e-19-0.00172317j -4.09847e-17-0.0156194j -2.45232e-17-0.00771564j 1.62606e-17-0.00232879j 4.30583e-17+0.008708j 6.13929e-17+0.0161838j -3.98411e-17-0.00669324j 1.86491e-17-0.00100085j -2.88165e-17-0.0128899j -2.4652e-17-0.00213775j 1.26351e-16+0.0223164j 
-1.08296e-16-2.41692e-05j -1.52384e-17-0.000697455j 5.26589e-17-0.00152257j -1.89144e-17-0.00267538j -5.42526e-17+0.00263735j -6.48333e-17+0.00176488j 3.25901e-17+0.000183191j -3.44485e-17-0.00431485j 1.36397e-17-0.00120788j 5.23175e-17-0.00377053j 1.86005e-17-0.00515311j 6.19017e-17+0.00213094j -1.30572e-17-0.00155437j -9.0386e-18+0.00468692j 6.04559e-18+0.000638165j 4.41626e-17+0.00495179j 1.01759e-17-0.00366966j 4.23278e-17+0.00386438j 1.50962e-17+0.0047054j -1.05178e-17-0.000125522j -2.73807e-17+0.00278627j -1.05138e-16-0.00170037j -1.7874e-16+0.0067851j -5.25103e-17-0.00548786j -2.09142e-17-0.000664421j -1.11104e-16+0.00143277j -2.64399e-16-0.00794958j -2.75148e-16-0.00245051j 2.62969e-16+0.00148226j -1.35573e-16-0.00444878j 2.13047e-15+0.00636198j 1.20457e-16-0.00226422j -2.10622e-17+0.00126144j 1.22005e-17+0.00447894j 1.14909e-16+0.0016946j -9.43765e-18+0.00153825j -8.38608e-17+0.00339199j 1.48456e-17-0.00208561j 4.67495e-17+0.00111473j 3.01624e-15+0.00847687j 2.5499e-15+0.00329043j -6.66925e-15+0.00439487j -3.04524e-17-0.000860586j 2.40337e-17+0.00309848j 2.03954e-17+0.00494506j 4.45993e-17+0.00248032j -2.17315e-17+0.00130244j -1.69031e-17-0.00217413j -4.63801e-17+0.00194665j -3.45259e-17-0.0013803j -4.6221e-17+0.000207127j -9.27074e-17-0.00754978j 6.51491e-17+0.00129287j 3.80369e-17+0.00034074j 5.63021e-17+0.000799298j 7.97649e-17+0.00351322j 1.67934e-16+0.00474178j -3.06121e-17-0.0051173j -2.77863e-17-0.00214278j -2.44156e-17-0.00230784j -9.04766e-18+0.00222899j 1.43677e-17-0.000462457j 6.2502e-17-0.00253778j 4.10619e-17+0.00111997j -1.0343e-17-0.00362041j -5.33014e-17-0.00230904j -7.39272e-17+0.000122762j 2.49795e-17-0.00103535j -3.88432e-18-0.00213793j 5.94388e-17-0.00116481j 4.51295e-18-0.000933407j -1.06122e-16-0.00063821j 
