-9.14253e-15-0.0197005j -6.17977e-16-0.00186354j -7.30977e-18+0.00140403j -7.05184e-18-0.00814997j -6.27531e-18-0.0031375j 8.50983e-18-0.0093368j 1.97858e-17-0.0101253j -5.62167e-18-0.000392821j -1.20245e-17+0.00495017j -5.50869e-18+0.0022979j 3.74887e-17+0.00682681j -1.52104e-17+0.00873806j 4.17359e-18+0.00436589j -2.35335e-17+0.00892163j -1.80557e-17+0.000915479j 9.95954e-18+0.00123322j 1.3179e-16-0.0117729j 5.59798e-17+0.00163978j 4.23981e-17+0.00781532j 2.01576e-17+0.00060674j -5.2062e-17-0.00438112j 1.96788e-18-0.00369167j -6.26591e-18+0.00671802j -3.10617e-17-0.0105298j -4.28412e-17+0.0065601j -4.85115e-17+0.00435563j 1.04827e-16-0.0099346j -4.52541e-16+0.00391331j -9.25927e-18-0.00273243j -3.87531e-18-0.00209136j 8.75021e-17+0.000526163j 5.51882e-16-0.0216215j -1.19704e-16+0.00153926j 1.10431e-16-0.0047206j 5.25264e-17-0.00284778j 3.02721e-16+0.00367584j 6.09049e-17+0.00201704j -3.48025e-15+0.00124331j 2.50037e-14+0.00783845j 2.42439e-14+0.00226575j 5.77048e-17-0.009912j -9.2228e-17+0.00020424j 4.04048e-17+0.00127771j -1.93474e-17+0.00555885j -3.03991e-17-0.00523014j 7.26962e-17-0.00234259j 9.69985e-17-0.0011483j 5.4999e-17-0.00258108j 1.0703e-16+0.014403j -2.03255e-17-0.000495252j 1.04722e-16+0.00730834j -5.94545e-17+0.00451769j -7.54335e-17-0.000353602j 2.96266e-18-0.010195j -2.72099e-17-0.00746614j -1.84158e-17-0.00875396j 4.13147e-17-0.00108367j 1.41339e-17-0.00363857j 4.25934e-18-0.00136933j -2.10413e-17-0.00292837j 7.27316e-17-0.00666517j -7.29603e-17-0.013053j 1.0085e-17-0.00752976j 2.17119e-17+0.00168672j 2.02202e-17+0.00478608j 4.63205e-17-0.00794835j 1.24533e-17-0.00221486j -2.53167e-17-0.00405424j 9.50797e-18-0.0035636j 7.83541e-18-0.00651626j -1.11248e-17+0.00521701j -2.4042e-17+0.00732274j -5.63998e-19-0.00311008j -4.28823e-18-0.0120625j 2.67241e-17+0.00220633j 4.76924e-16-0.0103732j -6.99287e-15-0.0153961j 
2.87753e-15+0.00624841j 2.40337e-16+0.00316049j 8.69803e-17-0.00529979j 3.07405e-17+0.00715299j 9.19017e-17-0.0041907j -1.0494e-17-0.00507595j -1.14173e-16+0.00394194j 3.88922e-17+0.00349532j 1.76802e-16-0.0120841j 6.3492e-17-0.00209809j -2.01987e-17-0.00963002j 8.25348e-17-0.0140605j -6.58577e-17-0.00245366j 8.51303e-17-0.0118568j 6.6903e-17-0.00667947j 1.14628e-16-0.00445035j 8.36342e-17-0.00360748j 1.47455e-16-0.0106758j -3.23753e-17-0.00897931j -4.32508e-17-0.00185275j 6.16959e-17+0.00305519j 3.78555e-17+0.00306952j 1.18914e-16-0.0079402j -1.20231e-16+0.00294835j 3.20059e-17-0.00540763j 6.26134e-17-0.00475053j -2.15703e-16-0.00502165j 2.1956e-16-0.00624412j -2.1058e-16-0.00728252j -1.56462e-16-0.0045316j -1.97274e-16-0.000982568j -1.2881e-16+0.00965338j 1.75252e-16-0.00880327j -1.76376e-16-0.0142814j -2.97513e-17+0.00822678j 1.95556e-16+0.00148562j -3.55794e-17+0.00144959j 2.41713e-15-0.000907786j -1.81974e-14-0.0054472j -1.76245e-14-0.00190923j -4.32312e-17+0.0113705j -5.58635e-16+0.00471926j 4.59418e-17+0.00765452j -1.40039e-16+0.0117577j -8.50838e-17+0.0076505j -3.34e-16+0.00757392j 1.25574e-16-0.00244703j 5.67268e-17-0.000190637j 1.81509e-17-0.00157254j 2.60057e-16-0.00714503j 1.08067e-16+0.00846657j 1.36073e-16-0.00272059j 9.10084e-17-0.00574549j -1.42714e-16+0.00296713j -1.04731e-16+0.00444001j 4.26809e-17+0.00705387j -7.58648e-19+0.000317982j -1.77213e-18+0.00151487j 7.69326e-17-0.00308212j 1.30785e-16-0.00851138j 6.695e-18-0.00653449j 6.60499e-17+0.013223j -4.80155e-17+0.00589523j -1.17734e-16+0.00753134j 1.80854e-17-0.005495j -1.345e-16+0.0146525j -6.7094e-17+0.0049634j -3.6447e-17+0.00372705j -1.7952e-16+0.0105027j -1.38089e-17+0.00192798j 1.20625e-16-0.00194397j 8.27843e-18+0.00726397j -7.41094e-17+0.00776866j 5.12552e-17+0.00532783j 5.15263e-17-0.00607055j -1.03272e-16+0.00419897j 1.43067e-15+0.00354138j 
-1.19996e-15-0.00234749j -1.03462e-16-0.00388885j 8.726e-18-0.00155201j -4.1567e-17-0.00679068j 1.26806e-17-0.00288526j 3.71936e-17-0.000321054j -6.54975e-18+0.000462948j -1.91133e-17-0.00344708j 3.57592e-17-0.000898487j 6.59877e-19-0.00144804j 5.22291e-17+0.00412952j 4.87095e-17+0.00323198j 2.88405e-18+0.00530555j 4.08658e-17+0.00398124j -1.83452e-18+0.000839641j 2.93754e-17-0.00200164j 4.93419e-17-0.0010301j 6.01407e-17+0.000511246j 6.26327e-17+0.00429909j 2.3567e-17+0.00271042j -4.657e-17-0.00278531j -1.10647e-17-0.00213741j 3.99579e-18+0.000931298j 8.53949e-18+0.000889949j 3.55283e-17+0.000142626j 7.39865e-18+0.000822076j 7.32738e-17-0.00205052j -8.72725e-18-0.000179522j 9.73338e-17+0.00521281j 9.28954e-17+0.00209606j 2.75986e-17+0.00505259j 1.36013e-16-0.0102951j -1.32781e-17-0.00246175j 1.55135e-16+0.00100302j -2.54119e-17-0.00264965j -9.65745e-17-0.00115474j 3.31543e-17+0.00330702j -2.54167e-15+0.000980952j 1.92254e-14+0.00582235j 1.85958e-14+0.00196259j -3.41104e-17-0.006917j 6.03586e-16-0.00430514j -9.33861e-18-0.00141644j -1.11307e-16+0.00122142j -1.30036e-16+0.0023387j 5.41868e-16-0.00837643j 1.87855e-17-0.00228284j 4.28992e-17-0.00140676j -1.22938e-18+0.00366064j 7.03285e-17-0.000423534j -4.5266e-17-0.00126164j 3.16079e-17-0.000640483j 4.70549e-18-0.00102489j -7.09844e-18+0.00102621j -1.10019e-17+0.00164911j -3.39675e-17-0.0061274j 2.22043e-17-0.001018j 1.41159e-17-0.00103818j 3.96919e-19-0.00220894j 8.41973e-18-0.00224274j 5.56848e-17+0.00232065j -1.03917e-16-0.00740822j -2.8548e-17-0.00168051j -8.19066e-18+0.001701j 2.5406e-17+0.00284824j -3.17183e-17-0.00366001j -1.52665e-17+0.000521462j -1.16741e-17-0.000258387j -3.81916e-17+0.00243103j -2.4725e-18-0.00223757j -2.02017e-17-0.0030193j -4.1642e-17-0.00183278j -3.14922e-17-0.00122379j -2.60075e-17-0.00717119j 2.66417e-17-0.000754017j -4.28582e-17-0.00440956j 4.77218e-16+0.00066248j 
-4.11299e-15-0.00897536j -2.44846e-16+0.00198261j 6.15212e-17+0.00829221j 4.15676e-17+0.000183182j 4.41286e-17+0.00803729j 1.41864e-17+0.00371036j -1.89419e-17-0.00717503j 1.72669e-17+0.000862618j 6.48015e-17+0.0158618j 2.86706e-17+0.00489749j 4.94249e-17+0.00714568j 2.01134e-17+0.0139591j -2.54397e-17-0.00340132j -1.63817e-17+0.00958069j 3.80156e-17+0.00757553j -5.19966e-17+0.00887883j -9.336e-17+0.00266753j -2.04905e-17+0.0112341j 3.78655e-17+0.00595245j -2.65074e-17-0.00150101j -3.26816e-18-0.000603359j 7.21471e-18-0.00224192j 4.42293e-17+0.00983219j -3.43824e-17-0.00716769j 2.79654e-17+0.0067004j 4.8059e-18+0.00560611j 2.60056e-16+0.00566902j -1.92739e-16+0.00777086j 5.86542e-17-0.000157839j 7.95917e-17+0.00204096j 4.30989e-17-0.00476198j 9.61157e-17-0.00163435j 9.35438e-17+0.0138367j 2.51829e-16+0.0135025j 1.43851e-17-0.00618131j 1.36177e-17+0.000457203j -8.67721e-17-0.0062358j 1.6083e-16-0.000118063j -1.30693e-15-0.000470595j -1.21542e-15-6.54315e-05j 4.9964e-17-0.00578748j -1.21742e-16+0.000396873j -1.06529e-16-0.00697875j 5.86535e-17-0.0131824j 7.42575e-18-0.0122667j -3.39486e-16+0.00347198j 3.01857e-17+0.00551613j -8.65491e-17+0.00109818j 1.37668e-17-1.24161e-05j -2.4194e-16+0.00892971j -1.40576e-16-0.0057554j -1.26747e-16+0.00492184j 3.93525e-17+0.00853566j 1.93708e-17-0.00737556j -4.1869e-17-0.00872712j 3.89896e-17-0.00224027j -1.65319e-17+0.0011632j -4.53632e-17-0.00100226j 2.18749e-17+0.00667562j 7.36669e-17+0.0120255j -4.77707e-17+0.00213424j -2.92716e-17-0.00804857j 2.19293e-17-0.00565709j -4.17515e-17-0.0112193j 1.86572e-17+0.0031298j 2.14035e-17-0.0141389j 8.17833e-19-0.007161j -4.49344e-17-0.00480273j -6.19904e-17-0.015816j 6.58006e-18-0.000523684j 7.13205e-17+0.00784236j -4.784e-18-0.00373866j -1.61246e-17-0.0073926j 3.07393e-17+0.00164012j 7.99098e-17+0.00825043j 3.15978e-16-0.000828724j -4.47577e-15-0.00934576j 
-1.25408e-15-0.00276705j -8.7093e-17+0.00286517j -1.38516e-17-0.000623006j -2.34793e-17+0.00395722j -2.72303e-17+0.000109168j -2.94114e-17+0.00145828j -1.28712e-17+0.00122082j -5.46694e-18+0.00167168j -2.1878e-17-0.00190737j 2.99769e-18+0.000574954j 3.31392e-17+0.0010248j 3.36082e-17+0.00730804j 3.11755e-17-0.00195685j 2.87903e-17+0.00230472j 2.66091e-18-0.000182534j -5.92474e-17+0.00823444j -7.02668e-17+0.000752039j -2.26585e-17-0.000928505j 1.76389e-17+0.000150937j 1.54837e-17-0.000652163j -1.16216e-17-0.000611106j -5.40703e-17-0.00807485j 1.37902e-17-0.00241541j -1.97222e-17-0.000230277j 2.3643e-17+0.00281601j 9.8421e-18-0.000758837j 1.6061e-18+0.000896838j -7.62333e-17+0.0022322j -2.23426e-17-0.00261222j -8.89725e-17-0.00310352j -3.7879e-17+0.00176011j -1.37946e-16+0.0037186j -4.47093e-17-0.00460232j -6.94917e-17-0.00167224j 2.12435e-17-0.00431191j -4.5226e-16-0.00488445j -7.67644e-17-0.00743677j 1.59457e-15-0.000661392j -1.29893e-14-0.00360901j -1.24834e-14-0.00166109j -7.56555e-17+0.000852186j 2.99046e-16-0.00215754j 8.8276e-18-0.00218238j 1.07362e-17-0.00191731j 1.12805e-16+0.00068057j -5.9067e-16+0.00865025j -1.21952e-16-0.00804902j 1.05891e-16+0.00341829j 2.42132e-17-0.00303113j -5.53971e-18-0.00138364j 1.05769e-16+0.00293948j -2.27326e-17+0.00246241j -4.45785e-17-0.00261728j -1.47545e-17-0.000104778j -2.78607e-17-0.0038998j -6.9438e-17-0.00513201j -3.84855e-17+0.00234281j -3.72679e-18+0.0025105j -2.15753e-17+0.00383182j -4.51491e-17-0.000391101j -2.18038e-17-0.000707239j -5.34389e-17-0.00168121j -2.74628e-17-0.00531916j 1.51489e-17-0.00251326j -1.52175e-18-0.00508255j -1.58088e-18-0.00550537j 2.54049e-18-0.00567034j 1.32733e-17+0.00105859j 2.43685e-17+0.000247419j -1.46621e-17+0.00261995j -7.39168e-18-0.00120576j 3.13814e-17+0.000836981j 5.65126e-18+0.00164678j -3.79852e-17+0.00305059j -2.4608e-17-0.00138013j 1.04222e-16+0.00105302j -2.15848e-15-0.00434539j 
6.02176e-15+0.00666624j -1.42827e-16-0.000766666j -1.31541e-16-0.000308713j 1.85628e-16+0.000443308j 6.7476e-16+0.00149121j 3.16308e-15+0.00705116j 2.33182e-15+0.00522479j -8.99604e-16-0.00198457j -1.70848e-16-0.00042594j -5.37021e-16-0.00120476j 8.12336e-16+0.00172943j 1.8184e-15+0.0039892j 1.90162e-16+0.000391334j 7.04848e-16+0.00153765j 9.249e-16+0.00199003j 1.27229e-15+0.00291665j 3.19488e-15+0.00734174j 9.08775e-16+0.00208905j 3.26542e-16+0.000668721j 6.40143e-16+0.00140726j -9.67356e-17-0.000199247j -1.50125e-15-0.00330346j -7.54739e-16-0.00174591j 2.41379e-15+0.00533951j -4.0071e-16-0.000965183j -3.24515e-16-0.000818161j 2.82182e-15+0.00618767j 3.32371e-16+0.000394279j 2.4907e-15+0.00535959j 1.1818e-15+0.00245031j 1.57687e-15+0.00353738j 2.05637e-15+0.00511688j -5.42083e-16-0.00135389j 3.09488e-15+0.00671366j -1.78253e-15-0.00395304j -2.70831e-15-0.005067j -1.28756e-15-0.00277747j 4.34617e-16-0.000168165j -3.98616e-15-0.00110286j -3.49497e-15-0.000301545j -6.32692e-16-0.00125689j -1.42374e-15-0.00470304j -2.15126e-15-0.00467963j -2.98471e-15-0.00660243j 1.00903e-15+0.00227668j -7.11194e-16-0.00187895j -1.4323e-15-0.00304301j 9.02388e-16+0.00201547j -3.09336e-15-0.00678162j 7.63154e-16+0.00167839j -2.79445e-15-0.00603634j -4.85061e-16-0.00109078j 2.47823e-16+0.000424742j 2.35611e-15+0.00525916j 1.01904e-15+0.00222517j -1.20191e-15-0.00262514j 3.97833e-16+0.000937724j 8.95918e-16+0.00202193j 9.12075e-16+0.0020659j 1.25693e-15+0.00279495j 2.89496e-15+0.0065327j -6.52489e-16-0.00133669j -2.14159e-16-0.00049199j -1.52444e-15-0.00335668j -6.77254e-16-0.00154226j -1.89104e-15-0.00416499j -1.00044e-15-0.0022374j 6.43568e-16+0.00142507j 1.1986e-16+0.000299359j 1.28439e-15+0.00289354j -1.95673e-15-0.00437444j -3.06558e-15-0.00683973j -2.41794e-16-0.000521576j 1.13615e-15+0.00256616j -1.73376e-16-0.000396288j 9.68901e-16+0.00260775j 5.47766e-15+0.00602763j 
1.7983e-16+0.000584735j 1.73036e-17-0.00288195j -1.90855e-17-0.00171145j 7.01638e-18-0.0040105j -1.05083e-17-0.00327359j -1.2028e-17-0.00140383j 6.01449e-18-0.000706537j 3.81842e-18-0.00050435j -1.94176e-17-0.00358843j -2.74929e-18-0.00085984j -1.54293e-17-0.00224991j -6.28817e-18-0.00292095j 3.14486e-18+0.000800239j -8.80825e-18+0.00106453j -1.39604e-18-0.00640745j 3.74962e-17-0.00385289j 3.26733e-17-0.00262011j -1.33596e-19-0.00122325j -8.44074e-18+4.99036e-05j 2.94052e-18+0.000362677j -1.11185e-17-0.000915906j -9.34046e-18+0.00167195j -9.59641e-18-0.00480867j -5.07671e-18+0.000695173j -1.12027e-17+0.00313208j 2.83011e-18-0.00260231j 1.39161e-17-0.00126837j -8.13629e-17+0.000847832j -6.75031e-18+0.00115307j -7.15173e-17-0.00315486j -3.24511e-18-0.00225667j 8.81176e-17-0.00320279j -4.78921e-17-0.00566997j -8.19468e-17-0.00492691j 1.87342e-17-0.000216041j 6.82046e-17+0.0007438j 2.9645e-17+0.0025931j -1.17461e-15+0.000448922j 6.76234e-15+0.00252234j 6.60981e-15+0.000211758j 1.14875e-17+0.00087456j -5.70054e-17+0.000559744j -9.24094e-18+0.00439878j 2.64553e-17+0.00258967j -1.68029e-17-0.000655224j 2.50796e-16-0.00361912j -3.51081e-17-0.00335609j 3.00573e-17+0.00198161j 6.03815e-18+0.00249071j 1.33692e-16-0.00487311j 1.03697e-16+0.00243457j 4.23393e-17+0.000391131j -1.71419e-17-0.00641591j -2.73282e-17+0.0011856j 6.19091e-18-0.00111037j -1.32659e-17+0.000690287j 3.51966e-17-0.0015671j 2.17151e-17-0.000312395j 7.77332e-18-0.00334521j -3.23143e-17-0.00436366j 3.6964e-18-9.61332e-05j 5.74281e-18+0.000805831j 2.37654e-18-0.00295562j 1.08296e-17+0.00640801j -5.60062e-18-0.000190323j -8.10346e-18+0.00482118j -3.97955e-18+0.00170946j 9.00994e-18+0.000956495j 1.61749e-17+0.00319566j 1.3783e-19-0.000825569j -1.23954e-17-0.00276885j 1.22215e-17+0.00186881j 1.26527e-17+0.000287767j 4.86566e-18-0.00453127j -1.39693e-17-0.00174582j -7.86129e-17-0.00256372j 1.18564e-15+0.0023203j 
6.64603e-15+0.012516j -1.18037e-16-0.00615044j -3.10741e-16-0.00355414j -4.80122e-16-0.00611535j -2.67146e-16-0.00334124j 4.83265e-16+0.00561561j 5.53872e-16+0.00654195j -3.43146e-16-0.00421479j -5.42563e-16-0.00647582j -3.16673e-16-0.00379601j -2.03793e-16-0.00233972j -4.30409e-16-0.00555888j 2.54972e-16+0.00326304j -3.59526e-17-0.000438522j -4.55486e-16-0.00569607j -5.27087e-16-0.00735983j 4.31446e-16+0.00536796j -6.12657e-17-0.000499817j -4.34389e-17-0.000471558j 2.38281e-16+0.00285555j -6.78291e-17-0.000700917j 2.22067e-16+0.00308552j -6.6149e-16-0.00778283j 7.8989e-16+0.0090374j -6.49127e-17-0.00110758j -3.31493e-16-0.00445267j 4.14589e-16+0.00460733j 7.35903e-17-0.00166325j 8.73436e-16+0.00952002j 1.46743e-16+0.00124642j 1.55647e-16+0.0019921j -5.00409e-18+0.00106504j -6.23767e-16-0.00770487j 1.12803e-16+0.00137237j -1.23806e-16-0.00116745j -4.35262e-16-0.002615j 4.30204e-16+0.00516845j -1.55865e-15+0.000693095j 1.12911e-14+0.00359121j 1.0756e-14+0.000887663j -1.0987e-17+4.30263e-05j 3.00438e-16-0.00402903j 7.03313e-17+0.00159088j -1.64931e-16-0.00151653j 2.51883e-16+0.00435318j -9.36268e-17-0.0121953j -3.8054e-16-0.00349537j 1.93386e-16+0.00222324j -4.32393e-16-0.00396213j -1.38423e-16-0.00403793j -4.83413e-16-0.00555955j -1.87857e-16-0.00351994j -4.74145e-16-0.00635876j 7.57586e-16+0.0094151j 5.22426e-16+0.00588295j 7.26403e-17+0.0010843j -1.31557e-16-0.00215976j 1.0784e-16+0.00085303j -3.70222e-16-0.00470463j -2.9673e-16-0.00339595j 6.464e-16+0.00800894j 1.50542e-16+0.00191621j 6.18036e-17+0.000796854j 5.11396e-16+0.00644259j 5.58044e-18+0.00035589j 4.64407e-16+0.00624359j 3.03318e-16+0.00402308j 2.84759e-16+0.00313951j 5.68598e-16+0.00692665j 1.13477e-16+0.00123078j -7.90504e-16-0.00925805j -5.20259e-16-0.00628256j 3.01623e-17+0.000211078j -2.79692e-16-0.00377013j -2.84252e-16-0.00322138j -4.39751e-16+9.3574e-05j 8.16908e-15+0.0145864j 
-4.42561e-15-0.00918357j -2.36746e-16-0.00515538j 2.02635e-17+0.00955914j 9.28726e-17-0.0101638j 1.55596e-17+0.00395462j -2.31379e-17-0.00105519j 1.35371e-17-0.0167769j 3.85326e-17+0.00240707j 3.33304e-18+0.0153782j 2.34857e-17+0.00625501j -2.37166e-17-0.0020955j -1.39175e-17+0.00252625j -2.07305e-17-0.00702658j -6.5592e-17+0.0133937j 4.14368e-17-0.0123013j 7.44198e-17-0.00410045j -1.53685e-17-0.0060161j -5.8643e-17+0.0137726j -7.73871e-18+0.00508785j -4.80503e-17-0.00384342j -1.61981e-17-0.000853144j -4.61104e-18+0.0114391j 6.32997e-18-0.000444588j -6.14893e-17-0.0109858j -2.47183e-17+0.0205155j -6.16454e-18-0.000549837j 3.93799e-16+0.00512857j -5.57352e-16+0.0143932j 2.30902e-17-0.000661209j -1.79039e-16-0.00867236j 9.31176e-17-0.0236237j 3.98227e-16-0.00700971j -2.72365e-17+0.00823772j -2.15901e-18+0.00304177j 5.4277e-17-0.00417512j 7.67388e-16+0.00931157j 2.75833e-18+0.00176241j -2.58385e-15+0.000921249j 1.23011e-14+0.00510345j 1.21345e-14-0.000162996j 1.68266e-16+0.000798147j -1.46075e-15+0.00985204j -2.12761e-16+0.00874207j 2.93415e-16-0.0108944j 1.18669e-17-0.0260965j 1.28908e-16-0.00467983j -4.96036e-17+0.00575325j -1.44162e-16+0.00774084j 5.71941e-17+0.00866241j 6.96819e-18-0.00207348j 1.21468e-16-0.000262892j -6.3029e-17+0.00860123j -1.34924e-17-0.00662017j -3.44826e-17-0.00974552j -2.68478e-17-0.0177501j 4.08917e-17+0.00983261j 1.04113e-16-0.00468331j -6.54752e-18-0.00391454j 7.16133e-17-0.00218195j 1.03075e-17+0.00594949j -6.682e-17+1.60594e-05j 5.90823e-17-0.000735475j 4.38441e-17-0.0143376j -1.2035e-17+0.00579432j -6.5458e-18+0.00543907j -4.53187e-18+0.00333995j -1.54637e-17-0.00141429j -3.78936e-17-0.00514849j -4.36789e-18-0.017154j 1.67043e-17-0.00395149j 5.84888e-17+0.00766324j 3.26377e-17+0.00331137j 3.33474e-17-0.0109343j 6.10097e-17-0.00896605j 6.2878e-17+0.00907804j 1.92165e-16-0.00728486j -2.38268e-15-0.00536436j 
2.20433e-15+0.00510898j 1.7087e-16-0.00545419j -3.53204e-17-0.000982608j 3.56003e-17-0.00727172j -2.21209e-17-0.0024762j -3.96416e-17-0.00229251j 1.59012e-17-0.00054512j 1.67701e-17-0.00294165j -5.06891e-17-0.000861217j -1.70304e-17-0.00186895j -4.85967e-17-0.0024399j -4.97707e-17-0.0114474j -1.01101e-17+0.00376744j -5.9841e-17-0.00312749j -1.47393e-17-0.00283252j 1.04755e-16-0.0130193j 3.56537e-17-0.00177776j -3.85911e-17-0.000340889j -2.98629e-17-0.000373307j -1.13171e-17+0.00153179j -5.42955e-18+0.000210116j 1.60208e-17+0.0107782j -3.25528e-17+9.12884e-05j 5.40073e-18+0.00190328j -5.21578e-17-0.00325097j -8.85154e-18-0.000645059j -1.07351e-16-0.00198698j 6.95553e-17-0.00341753j -1.83493e-17+0.00476547j 6.72208e-17+0.00295406j 9.26217e-17-0.0017841j 1.34261e-16-0.00641972j -3.42791e-17+0.00180459j -6.03159e-17-0.000634908j -3.08686e-18+0.00557526j 5.5941e-16+0.00597494j 1.209e-16+0.0113536j -2.7255e-15+0.00111793j 2.10399e-14+0.00613989j 2.02673e-14+0.00239171j 8.53961e-17-0.000889284j -2.76185e-16+0.00212673j 1.84581e-17+0.0047578j 8.65541e-17+0.00454494j -1.05154e-16+0.00069898j 1.00569e-15-0.0138693j 8.43701e-17+0.0079451j -1.32486e-16-0.00373429j 1.95637e-17+0.00465753j 5.23177e-17-0.00101177j 1.45923e-18-0.00280051j 6.4746e-17-0.00372741j 2.24984e-17-0.00013339j -1.86483e-17+0.00196017j 4.80523e-17+0.00592633j 2.66423e-17+0.00628321j 7.35262e-17-0.00376372j 1.82488e-17-0.00316643j 1.37026e-17-0.00701186j -3.74925e-17-0.00253682j -3.45675e-17+0.0013879j 4.62105e-17+0.00253975j 3.04984e-17+0.00614026j 2.25402e-17+0.00685282j -2.00691e-17+0.00625187j 2.05975e-18+0.00982212j -2.99432e-18+0.00862107j -9.11153e-19-0.000354132j 4.60814e-17+0.00297939j 1.30891e-18-0.00360644j -5.26975e-18-0.00106251j 3.57627e-17-0.000670674j 4.15258e-17-0.00132181j 1.94502e-17-0.00633931j -1.98992e-17+5.33803e-05j -2.45873e-16-0.00246314j 3.93922e-15+0.00808786j 
-1.8266e-15-0.00398818j -1.26703e-16+8.72216e-05j 5.06467e-17+0.00290819j 5.17417e-19-0.000515712j 4.01594e-17-6.85412e-05j 1.62356e-17-0.0082999j -3.19155e-17-0.00993931j 1.20811e-17+0.004615j 8.10839e-17+0.00288492j 2.47191e-17+0.00296483j -5.93292e-17-0.00831338j -1.51255e-17-0.0123068j -3.20522e-17-0.00555633j 2.42539e-17-0.00316511j -2.70079e-18-0.00963273j 7.1822e-17-0.00851474j 1.31595e-16-0.00936312j 9.23449e-17-7.65479e-05j -2.84772e-17-0.00395675j -4.00979e-17-0.00424342j 2.90576e-17+0.00248067j 8.69367e-17+0.0129111j 1.58793e-17-0.00151239j -6.5439e-17-0.00757123j -1.06336e-17+0.00569307j -1.98081e-17-0.00160162j 4.17e-17-0.00410793j -1.92776e-16+0.00218086j -9.2537e-17-0.00828869j -1.84111e-16-0.00680889j -4.25363e-17-0.0157048j 2.25502e-16-9.13922e-05j 3.98963e-17+0.00380172j -1.16185e-16-0.00934711j -1.4923e-17+0.0076125j 9.65793e-16+0.0108734j 8.20342e-17+0.00530378j -8.91605e-17+1.63667e-05j -2.01925e-15-0.000140067j -1.9549e-15-0.000716704j 9.99379e-17+0.00847127j -1.7535e-15+0.0122727j -3.07156e-17+0.011836j 7.56135e-17+0.00561342j -5.1082e-17-0.0106112j -2.67826e-16+0.00225537j 1.34133e-16+0.00810981j -8.7576e-17+0.00071549j 7.53239e-17+0.00780832j 7.5585e-17-0.0042988j 7.63952e-17+0.00712885j 2.24064e-17+0.00243382j -1.43088e-17-0.00388337j -3.95645e-17-0.00709984j -5.38027e-17-0.00614586j 8.8953e-17+0.0137483j 4.31208e-17-0.00311958j -1.29576e-17-0.00317377j 5.25277e-17-0.00449711j 8.24755e-17-0.00205151j 4.84139e-17-0.00821349j 1.1125e-16+0.00997942j -1.17932e-17-0.000107985j -1.61918e-17+0.00843787j 2.5588e-17+0.00217871j -3.40246e-17+0.0145047j -1.72866e-17+0.00541637j -4.12747e-17-0.00200588j -7.6085e-17-0.00408847j 1.90153e-18-0.00321915j 5.06128e-17+0.00739974j -2.99756e-17+0.00986917j -4.27416e-17-0.00114112j 1.43155e-17-0.00180065j 5.93156e-17+0.00245664j 1.21494e-16-0.00186331j -1.64849e-15-0.00360013j 
-4.1165e-15-0.00898765j -2.75431e-16-0.000375182j -1.44689e-17-0.00183975j 1.10275e-17-0.00314181j 8.75085e-18-0.00286992j 4.92087e-17-0.00378508j 4.78174e-17-0.000517755j -1.45361e-17-0.0019246j -1.66807e-17-0.000875688j -1.46348e-17-0.000659637j 5.0489e-17+0.00632939j 2.8082e-17+0.00693263j 1.59954e-18+0.00557905j -9.77086e-18+0.00319335j 1.42971e-17+0.00511461j 2.15689e-17+0.00279891j 1.08494e-16-0.00397596j 3.858e-17-0.00188248j 2.86284e-17+0.0045779j 3.15345e-17+0.00219856j -2.85166e-17-0.00304361j -4.37137e-17-0.00693694j -4.3314e-18+0.00454565j 3.23894e-17-0.00237081j -3.65152e-17-0.00171167j -2.06006e-17+0.00310197j 9.01177e-18-0.00635818j -1.12891e-16-0.00128332j 2.18465e-17+0.000555808j 9.86146e-17+0.00219949j 6.88999e-17+0.00865066j 2.72398e-16-0.0121031j -6.2783e-17-0.00153063j 1.42696e-16-0.0014966j 4.40304e-18-0.00225631j -1.91147e-16-0.00178494j -1.20416e-17+0.000302773j -1.72278e-15+0.000625277j 1.42913e-14+0.00409461j 1.38265e-14+0.00170923j -1.51842e-17-0.00816193j 6.01115e-16-0.00454116j 3.53775e-17-0.00341108j -1.34704e-16+0.00469003j -4.50767e-18+0.00464875j 1.56876e-16-0.00170004j 3.8639e-17-0.00327968j 8.45371e-17-0.00356028j -1.66664e-17+0.00553144j -3.49247e-20+0.00102561j -1.51384e-17+0.00280517j -2.86608e-17+0.000227322j -1.19817e-17+0.00201909j 3.80729e-17-0.00252655j 1.32053e-17+0.000822197j -4.88392e-17-0.0101286j 1.28133e-17+0.000805019j 2.97672e-17-0.000876425j 8.01962e-18+0.000235785j 3.72581e-19-0.00272456j 7.65859e-17-0.0021938j -7.85379e-17-0.00991486j 8.28658e-18-0.00125782j -2.76269e-17-0.00167727j -9.59354e-18+0.00164555j -2.92378e-18-0.00825034j -1.00192e-17-0.00179627j 6.58571e-18-0.000979574j 1.08218e-17+0.00247693j 2.56145e-17-0.00264542j -3.86921e-17-0.000105971j -5.29263e-17+0.00157255j 3.77428e-18+0.000567079j 2.86965e-17-0.00545539j -5.97934e-18-0.00109197j 2.44055e-16-0.00454978j -3.19002e-15-0.00707591j 
