-9.14253e-15-0.0197005j -6.17977e-16-0.00186354j -7.30977e-18+0.00140403j -7.05184e-18-0.00814997j -6.27531e-18-0.0031375j 8.50983e-18-0.0093368j 1.97858e-17-0.0101253j -5.62167e-18-0.000392821j -1.20245e-17+0.00495017j -5.50869e-18+0.0022979j 3.74887e-17+0.00682681j -1.52104e-17+0.00873806j 4.17359e-18+0.00436589j -2.35335e-17+0.00892163j -1.80557e-17+0.000915479j 9.95954e-18+0.00123322j 1.3179e-16-0.0117729j 5.59798e-17+0.00163978j 4.23981e-17+0.00781532j 2.01576e-17+0.00060674j -5.2062e-17-0.00438112j 1.96788e-18-0.00369167j -6.26591e-18+0.00671802j -3.10617e-17-0.0105298j -4.28412e-17+0.0065601j -4.85115e-17+0.00435563j 1.04827e-16-0.0099346j -4.52541e-16+0.00391331j -9.25927e-18-0.00273243j -3.87531e-18-0.00209136j 8.75021e-17+0.000526163j 5.51882e-16-0.0216215j -1.19704e-16+0.00153926j 1.10431e-16-0.0047206j 5.25264e-17-0.00284778j 3.02721e-16+0.00367584j 6.09049e-17+0.00201704j -3.48025e-15+0.00124331j 2.50037e-14+0.00783845j 2.42439e-14+0.00226575j 5.77048e-17-0.009912j -9.2228e-17+0.00020424j 4.04048e-17+0.00127771j -1.93474e-17+0.00555885j -3.03991e-17-0.00523014j 7.26962e-17-0.00234259j 9.69985e-17-0.0011483j 5.4999e-17-0.00258108j 1.0703e-16+0.014403j -2.03255e-17-0.000495252j 1.04722e-16+0.00730834j -5.94545e-17+0.00451769j -7.54335e-17-0.000353602j 2.96266e-18-0.010195j -2.72099e-17-0.00746614j -1.84158e-17-0.00875396j 4.13147e-17-0.00108367j 1.41339e-17-0.00363857j 4.25934e-18-0.00136933j -2.10413e-17-0.00292837j 7.27316e-17-0.00666517j -7.29603e-17-0.013053j 1.0085e-17-0.00752976j 2.17119e-17+0.00168672j 2.02202e-17+0.00478608j 4.63205e-17-0.00794835j 1.24533e-17-0.00221486j -2.53167e-17-0.00405424j 9.50797e-18-0.0035636j 7.83541e-18-0.00651626j -1.11248e-17+0.00521701j -2.4042e-17+0.00732274j -5.63998e-19-0.00311008j -4.28823e-18-0.0120625j 2.67241e-17+0.00220633j 4.76924e-16-0.0103732j -6.99287e-15-0.0153961j 
-3.2085e-15-0.00648923j 4.99288e-15+0.0259367j 6.82159e-16+0.00319492j 7.6342e-15+0.0375264j 2.63467e-15+0.0131841j -1.06065e-16-0.00707674j 1.20082e-15+0.00475496j 2.43201e-15+0.0108824j 6.9845e-16+0.00577256j 9.47905e-16+0.00408508j 5.51482e-17+0.00132735j 1.70998e-15-0.000897012j -2.55198e-15-0.00834648j -3.41269e-15-0.0246823j 4.90451e-15+0.0325909j 5.52707e-15+0.0198687j 1.24832e-15+0.00264322j -1.64813e-15-0.0110157j -2.46628e-15-0.0128695j -1.45901e-15-0.00635034j 1.81858e-15+0.00970814j -3.18263e-15-0.00808153j 2.7681e-15+0.0233238j -1.04739e-15-0.00744971j -3.44746e-15-0.0275625j 1.45316e-15+0.0122131j -7.674e-16-0.00795785j -1.04919e-15-0.0150668j -5.24228e-15-0.025636j 9.01677e-16+0.0112774j 1.79943e-15+0.0131291j 6.34521e-15+0.0272337j 3.08059e-15+0.0245708j 4.61946e-16+0.00303627j 1.23155e-15+0.0159915j -1.26643e-15+0.000769348j -5.00437e-15-0.0146689j 9.96378e-15-0.00420846j -7.38307e-14-0.0237424j -6.80183e-14-0.00394058j 2.51323e-15+0.0100447j -2.98692e-16+0.00645334j -2.67528e-15-0.0147337j -1.37984e-16+0.00860884j 2.39401e-15+0.0149003j 6.83309e-15+0.0404198j 1.17829e-15+0.018554j -1.2252e-15-0.0159564j -3.27316e-15-0.0104254j 2.23959e-15+0.0201212j 9.58746e-16+0.00523751j -1.41456e-16-0.0044272j 4.68222e-15+0.033956j -1.37047e-15-0.0106407j 2.8361e-16+0.0103267j -2.75465e-17+0.00365896j 2.25565e-15+0.0110559j 1.21384e-15+0.00260076j 4.04149e-15+0.0170238j 2.5678e-15+0.0124572j -2.68185e-15-0.0177053j 2.35534e-15+0.0118487j 2.75964e-15+0.0269086j -5.72243e-15-0.0295579j -2.76787e-15-0.00635867j -2.88444e-15-0.0106159j -2.38938e-15-0.00418789j -4.76226e-17-0.00253135j -1.28412e-15-0.00539132j 1.95941e-15+0.00510121j 3.0418e-15+0.0204434j 1.00149e-15+0.00703614j 2.08532e-15+0.0109904j 7.20689e-15+0.0347371j 1.58799e-16+0.00236003j 4.68642e-15+0.019324j -1.49563e-14-0.0213953j 
2.37847e-15+0.00505458j -4.15729e-15-0.0252374j -6.04918e-16-0.00288854j -6.34383e-15-0.0379602j -2.2617e-15-0.0129067j -1.18828e-16-0.00779363j -1.08301e-15-0.00837462j -1.96356e-15-0.012498j -6.56342e-16-0.00119696j -8.12452e-16-0.00526213j -2.21359e-16-0.0021977j -1.72718e-15-0.0237247j 2.07662e-15+0.0159179j 2.66311e-15+0.00655397j -4.23467e-15-0.0181033j -4.55817e-15-0.0404247j -1.01531e-15-0.0113705j 1.324e-15+0.00466699j 1.95322e-15+0.00877161j 1.15781e-15+0.00708977j -1.48068e-15-0.00573968j 2.89703e-15+0.0286086j -2.35754e-15-0.00416405j 7.7499e-16+0.00231891j 2.73581e-15+0.00511788j -1.29083e-15-0.00347838j 8.05689e-17-0.00723335j 1.04792e-15-0.00113189j 4.11755e-15+0.0215016j -5.3402e-16+0.00317681j -1.38787e-15-0.00831582j -4.9609e-15-0.0394282j -2.57227e-15-0.00317525j -5.56924e-16-0.00403157j -9.45507e-16+0.0064074j 2.81386e-15+0.0168425j 4.57271e-15+0.0362225j -1.24843e-14+0.00524712j 1.00405e-13+0.0296417j 9.38267e-14+0.00918267j -1.82364e-15-0.0126199j -7.37896e-16+0.00238161j 2.56227e-15+0.0176267j 3.4342e-16+0.0109143j -2.2577e-15-0.00631835j -4.21433e-15-0.0535296j -4.36552e-16+0.0132443j 6.37329e-16-0.00544747j 2.99486e-15+0.0236981j -2.10436e-15-0.00972872j -8.30056e-16-0.00625845j 1.71785e-16-0.00576566j -3.89742e-15-0.0125353j 1.07223e-15+0.00380242j -1.86824e-16+0.00792477j 2.59034e-16+0.00931801j -1.82354e-15-0.014487j -1.06236e-15-0.0112418j -3.4301e-15-0.0251846j -2.21092e-15-0.012325j 2.10497e-15+0.00742428j -1.75846e-15-0.00610581j -2.19998e-15+0.00189819j 4.92796e-15+0.0290837j 2.33121e-15+0.0217179j 2.62402e-15+0.0239378j 2.09489e-15+0.0225915j -2.13029e-17-0.00231213j 1.14574e-15+0.00758813j -1.69177e-15-0.0149247j -2.44171e-15-0.00783852j -6.64879e-16-0.00136172j -1.67653e-15-0.00963322j -6.03925e-15-0.0364186j -1.40559e-16+0.000674185j -4.01759e-15-0.0194615j 1.40388e-14+0.0209375j 
7.92282e-15+0.0120774j 1.4953e-15+0.0253724j -3.84538e-16-0.00613443j 2.0794e-15+0.0423814j 3.60176e-16+0.00583833j 4.607e-16-0.0078047j 1.36463e-15+0.0156556j 4.06123e-16+0.0118904j -9.66235e-16-0.0143333j -2.49403e-16-0.0015625j -7.46859e-16-0.012299j -8.13517e-16-0.0218851j -5.37641e-16-0.00914837j -1.70765e-15-0.0397111j 7.66621e-16+0.0203322j 6.24975e-16+0.00961375j 1.04626e-15+0.0036517j -9.66807e-16-0.0244249j -1.39843e-15-0.0245288j -2.19066e-16-0.00637663j 8.27236e-16+0.0130777j -3.83088e-16-0.00267174j -2.24611e-16+0.00711757j 9.14658e-16+0.00403795j -1.68984e-15-0.0353456j -2.19721e-16+0.00271764j -5.60158e-16-0.00949363j -1.97012e-16-0.024034j -1.16596e-15-0.0268518j 3.23599e-16+0.00687901j 6.41092e-16+0.0139551j 2.0107e-15+0.0416492j 1.90394e-17+0.00749775j -5.0827e-16-0.0125969j 6.11723e-16+0.024681j -6.41779e-16-0.000390818j -9.35691e-16-0.00982088j 1.27227e-14-0.0049162j -8.62928e-14-0.0284218j -8.28641e-14-0.00584286j 1.19241e-15+0.0243821j -1.23367e-15+0.0085437j -1.70325e-16-0.00487161j 7.67795e-17+0.0208429j 1.89745e-15+0.0281602j -6.04743e-16+0.0409462j 2.17043e-16+0.0121929j -2.19088e-16-0.0140222j -1.69771e-15-0.0169236j -4.5352e-17+0.00846737j -1.87902e-16+0.0106136j -6.17605e-16-0.0106253j 7.34871e-16+0.0220811j 8.67016e-16+0.00113197j 1.11862e-15+0.0206176j 5.54045e-16+0.0129255j 3.40728e-16+0.0101207j 5.13466e-16+0.00563644j 6.13754e-16+0.0102192j 2.544e-16-0.000128778j -1.13121e-16-0.0187271j 1.80152e-15+0.0298657j 1.3998e-15+0.0347849j -9.15198e-16-0.0160891j -1.0552e-15-0.0135135j 4.03262e-16+0.0116353j -2.18223e-17+0.00446981j 5.33431e-16+0.00481138j 8.08622e-16+0.0129514j 8.61835e-16+0.00916053j -1.40945e-16+0.0103041j -2.18339e-16+0.0101801j 9.91471e-16+0.0208868j 2.20954e-15+0.0394723j -6.30166e-16-0.00775093j 1.75879e-15+0.0253864j -2.52467e-15-0.00496086j 
-2.17014e-14-0.0449304j -2.13064e-15-0.00404497j 1.7943e-16+0.00810828j -1.36496e-15-0.0189878j -2.90079e-16-0.00250701j -1.93398e-16-0.0262958j -6.90095e-16-0.0289569j -3.25591e-16-0.000684503j 4.71349e-16+0.0214222j 6.9633e-17+0.00709345j 5.02447e-16+0.0143679j 5.02894e-16+0.00769088j 3.9745e-16+0.00990028j 1.06068e-15+0.0135866j -5.54733e-16+0.00892183j -3.09196e-16-0.007992j -1.91729e-16-0.0292346j 7.31878e-16+0.00670131j 8.90092e-16+0.0161252j 1.95209e-16+3.00138e-05j -5.36311e-16-0.00670046j 2.14481e-16+0.00723309j 4.12221e-17+0.0271043j -5.24754e-16-0.0290103j 8.37453e-16+0.00769391j -7.16773e-17+0.0151316j -6.20064e-17-0.0253006j -2.97504e-16+0.00467452j 5.07828e-16-0.00818366j -5.0068e-17+0.00233152j -2.87091e-17-0.00436169j -4.19427e-16-0.051989j -2.93036e-16+0.0218692j 4.10808e-16-0.00515458j -4.87855e-16+0.0044527j 2.01808e-15+0.0202722j 7.5836e-16+0.0150713j -8.68504e-15+0.00325836j 6.89484e-14+0.0200575j 6.58258e-14+0.00739874j -6.36821e-16-0.0223575j -1.53793e-15+0.00854331j 3.75638e-16+0.00467871j -1.40831e-16+0.0153686j -9.95045e-16-0.0163654j -6.19776e-16-0.0123011j 3.02489e-16+0.0194569j 1.58367e-17-0.0149706j 1.28884e-15+0.0385148j -5.13276e-16+0.00707202j 3.10734e-17+0.0121498j 1.80371e-16+0.0069025j -6.5386e-16+0.0123662j -3.23395e-16-0.0290528j -6.84735e-16-0.0117785j -4.18567e-16-0.00749391j -2.08119e-16-0.00508509j -3.15271e-16-0.0135715j -3.71835e-16-0.00604787j -1.327e-16-0.000472699j 3.51807e-16-0.0185839j -1.15546e-15-0.0248242j -9.03386e-16-0.0038335j 6.05535e-16+0.00138035j 6.3002e-16+0.0207329j -2.4011e-16-0.0110658j 1.24507e-18+0.00379028j -3.61777e-16-0.0136687j -3.58045e-16-0.0152852j -4.80246e-16-0.0197852j -4.5207e-17+0.0221563j -2.90841e-17+0.0176711j -6.04302e-16-0.0105641j -1.42618e-15-0.0266767j 3.54615e-16+0.0111057j 1.22738e-16-0.0227646j -1.61833e-14-0.0349682j 
-2.9358e-14-0.0659954j -2.24019e-15+0.00260538j 6.23688e-17-0.00484926j -7.2805e-17-0.0140668j 1.95505e-16-0.0144735j 5.5025e-16-0.0363034j 3.19986e-16-0.019469j -1.29961e-16-0.00248416j 5.45947e-17+0.00264012j -1.03976e-16+0.00238212j -1.36971e-16+0.0283012j -5.63004e-16+0.0291092j -1.57705e-16+0.023415j -2.54093e-16+0.0145283j -2.44891e-16+0.0223916j -4.20865e-16+0.0113137j 1.09296e-15-0.0383825j 5.11445e-16-0.0111587j -8.46631e-17+0.0218903j 1.05983e-16+0.00558395j 3.65789e-17-0.0140929j 5.84372e-16-0.0270764j -2.29932e-16+0.0302132j 3.63543e-16-0.0293425j -2.85623e-16-0.00278929j -3.56042e-16+0.0193052j 4.55113e-16-0.0455641j -1.06926e-15-0.0040311j 2.16455e-16-0.0139444j 3.78653e-16+0.00373312j -1.04086e-16+0.030255j 2.38263e-15-0.0709743j -1.63853e-16+0.00108303j 9.11712e-16-0.0213759j 2.63547e-16-0.00274961j 4.37134e-16+0.00460509j 3.86758e-16+0.00443025j -8.83825e-15+0.0031133j 7.20544e-14+0.0208096j 6.96611e-14+0.00839548j 3.81402e-16-0.0370269j 1.14094e-15-0.0086538j 4.67422e-16-0.00667507j -9.02981e-16+0.0356687j -2.08548e-16+0.0116455j -5.82182e-16+0.00201734j 8.92943e-16-0.00676627j 4.61271e-16-0.0216678j -1.6741e-16+0.0443684j -8.24951e-17+0.00364471j -3.7256e-16+0.0292026j -3.79259e-16+0.00661682j -2.00782e-16+0.0117687j 4.81887e-16-0.0299816j 1.97454e-16-0.00652128j 5.44076e-16-0.0430584j -7.75916e-17+0.00257693j 8.85313e-17-0.00948243j -1.32554e-16-0.000656964j 2.45122e-16-0.0161137j 8.24514e-16-0.0287433j 2.43465e-16-0.0466855j 3.16145e-16-0.00757787j 9.18008e-17-0.00422832j 1.32828e-16+0.0117683j 6.65104e-16-0.034737j 3.08918e-16-0.00667462j 2.22398e-17-0.0102721j -7.52627e-17+0.0048992j 1.92954e-16-0.0200953j -2.496e-16+0.0149941j -6.0154e-16+0.0258089j -1.53456e-16+0.00212444j 2.45818e-16-0.0308615j 1.22218e-16-0.00129253j 2.07615e-15-0.0285613j -2.48087e-14-0.056054j 
-1.94989e-16-0.0262547j -1.09182e-14+0.024588j 6.62971e-15-0.0161739j -1.3194e-14+0.0321301j 5.06167e-15-0.0121704j 1.20793e-14-0.0291582j -2.66639e-15+0.00677681j -5.26032e-15+0.0126894j 1.21265e-14-0.0295552j 8.56158e-16-0.00222149j 9.2317e-16-0.00261245j 3.69364e-16-0.00179932j -8.40956e-16+0.0020079j 1.0526e-14-0.0260273j -5.28576e-15+0.0128442j -8.80411e-15+0.0205817j 1.01961e-14-0.0234623j 1.57852e-14-0.0378416j 5.30368e-15-0.0135049j 1.54089e-15-0.00361137j -5.73776e-16+0.00188726j 1.21455e-14-0.0288453j -1.33247e-15+0.00337603j 3.91932e-15-0.00932678j 9.27145e-15-0.023463j -1.50738e-15+0.00336049j 1.4404e-14-0.0368808j 8.27197e-15-0.0205913j 1.46851e-14-0.0369971j 2.66594e-15-0.00683702j -1.18909e-14+0.0281958j -7.03338e-16+0.00270986j 8.01075e-15-0.0194844j 1.77229e-14-0.0439286j -5.89224e-15+0.01497j 1.97601e-15-0.00584869j 6.09891e-15-0.0146449j 9.71775e-15-0.00337979j -4.72376e-14-0.0178166j -5.11839e-14-0.00423546j -4.11339e-15+0.00993414j -5.80519e-16+0.00121436j 3.30803e-16+0.000633047j -1.93064e-14+0.0457974j -1.43202e-14+0.0360236j -2.36466e-14+0.0497936j 8.05275e-15-0.0182646j 5.90547e-15-0.0133284j -3.17319e-15+0.00772933j 3.21151e-15-0.00756163j -1.64357e-14+0.0405226j 4.9639e-16-0.00164748j -1.58251e-15+0.00373621j 4.63907e-15-0.0109237j -2.85868e-15+0.00729498j 7.76518e-15-0.0183392j -5.08988e-15+0.0118435j -2.04211e-15+0.00501676j -3.14943e-15+0.00740305j 9.8994e-15-0.0238592j 1.54199e-14-0.0366901j -1.78755e-15+0.00516515j -4.89127e-15+0.0125218j 1.54516e-15-0.00381328j 7.79642e-15-0.018867j 1.3172e-15-0.00241797j 2.21471e-15-0.00486841j -1.9518e-15+0.00492073j -1.13112e-14+0.027637j -5.9407e-16+0.00154973j -2.97e-15+0.00712232j -1.33336e-14+0.032015j -1.13806e-14+0.0276239j -6.63112e-15+0.0165074j 7.10719e-15-0.017562j -8.47861e-16+0.00528206j -2.2243e-15-0.0364326j 
-3.27965e-15-0.00781996j -3.30182e-16+0.00213788j 2.9429e-16+0.00823844j -7.23505e-17+0.00184019j 2.92879e-16+0.0058074j 3.42097e-16+0.00179119j -8.63674e-17-0.0120024j -3.32372e-17+0.00645463j 4.7042e-16+0.0109003j 1.12048e-16+0.00674732j -9.05657e-18-0.00383517j 3.36783e-17+0.00791585j -1.50695e-16-0.0122164j 1.74055e-16+0.0102745j 4.48676e-17-0.0107503j -1.42266e-16+0.0078195j 2.58056e-16-0.00240906j 3.97917e-16+0.00985434j 4.85303e-17+0.000775641j -6.48833e-17-0.00592523j 7.40307e-17+0.000901288j 3.1725e-16+0.00163619j 1.03095e-16-0.00413285j -4.23142e-18-0.00926672j 1.98157e-16+0.0195579j 2.27067e-17-0.00212238j 8.25568e-16+0.00749999j -2.59568e-16+0.01433j 2.52407e-16-0.00718446j -1.80081e-16-0.0120197j -4.10082e-16-0.0209586j 3.06927e-16+0.00756114j 4.27443e-16+0.0032708j 4.96177e-16+0.000377705j -4.44819e-17-0.00643606j 2.30617e-16+0.00246424j -7.45504e-17-0.00990976j 1.85511e-15-0.000822064j -2.08185e-14-0.00483322j -1.98775e-14-0.00365336j 6.54269e-17+0.00723162j -1.20615e-15+0.00861172j -2.65995e-16+0.00536988j -3.63444e-16-0.0126257j -2.69775e-16-0.0220118j -1.34531e-15+0.0125985j 1.90311e-16-0.0028816j 1.1369e-16+0.0115112j -1.78879e-16-0.00013749j 1.98625e-16-0.00279162j -3.23243e-16+0.00352184j -7.25495e-17+0.0101238j 1.05999e-16-0.00751396j 3.68728e-17-0.00823667j -1.48622e-16-0.0198492j 3.3354e-16+0.0070082j -6.5811e-17-0.000239157j -5.77202e-17+0.000731319j 8.38585e-17+0.00452456j 4.42977e-16+0.00644238j 2.9815e-16-0.00199634j 1.34995e-16+0.00355302j -1.59372e-17-0.0162531j -1.66157e-16+0.000214891j 1.6558e-16-0.00384615j -1.69263e-17-0.000783658j 2.13317e-18-0.00813799j -9.59689e-17-0.00257857j -4.63005e-16-0.0154903j 4.77685e-17+0.00190592j 1.18262e-16+0.00680778j -3.31846e-16+0.00442593j -2.87525e-16-0.00601422j 9.88104e-17+0.00232866j 3.03193e-16+0.00632783j 3.83024e-16-0.000802786j -4.02872e-15-0.00904165j 
-2.99666e-16-0.000690908j -6.10014e-17+0.00684075j 7.265e-18-0.0128543j -1.47537e-16+0.0108646j -2.57053e-17-0.0118863j -8.65274e-17-0.0224372j -1.39428e-16+0.00539831j -1.40942e-17+0.00412628j 8.88753e-17-0.0232198j 1.3251e-17-0.00543087j -1.28229e-18-0.0113308j 1.06012e-16-0.0301073j 2.12869e-17+0.00564005j 1.82787e-16-0.0282422j -4.95184e-17+0.00050925j 1.73958e-16-0.0139676j 2.44933e-16-0.0168101j 2.42175e-16-0.0271435j 1.36267e-17-0.0140735j 1.81703e-17-0.000702711j 1.24642e-17+0.00407171j 1.95496e-17+0.00597628j 6.86309e-17-0.000704239j -1.60149e-16-4.68701e-05j -8.22371e-18-0.0236706j -1.06704e-17-0.00117383j -8.39022e-16-0.025872j 3.8612e-16-0.0217954j -3.92114e-16-0.0166755j -1.14972e-16+0.000352841j -9.27915e-17+0.0118036j -9.91653e-17-0.00183754j -3.4696e-17-0.00955603j -4.05803e-16-0.0314467j -1.18362e-16+0.0240381j 8.66195e-16+0.00872353j 1.8064e-16+0.0126499j 1.77407e-15-0.000620828j -6.574e-15-0.00337153j -6.78684e-15+0.000689762j -1.37411e-16+0.0111047j -1.04749e-15+0.00777031j 3.69332e-16+0.0120162j -2.2805e-16+0.0391147j -1.11269e-16+0.0255692j -3.11526e-16+0.00825592j 3.25745e-16+0.00541562j 7.11178e-17-0.0151179j 2.59801e-16+0.0102743j 1.79369e-16-0.00798292j 2.3175e-16+0.0207994j 2.20967e-16-0.00969667j -5.86486e-17+0.00144722j -1.54105e-16-0.0010454j -1.31621e-16+0.0181807j -8.49287e-17+0.00661943j -1.92511e-17+0.000410604j 2.64914e-18-0.00201467j 1.08735e-17-0.00918494j 2.14861e-17-0.0205264j 1.10541e-16-0.021441j -4.39858e-17+0.0162051j -1.67292e-16+0.0235721j -1.62535e-18+0.0121438j 3.73833e-17-0.00209921j -1.70086e-16+0.0242693j -7.26272e-17+0.0157296j -4.17016e-17+0.00387451j -7.89289e-17+0.025195j -6.70658e-17-0.00406471j 3.30913e-17+0.00231624j 2.6462e-17+0.0197951j -8.53401e-17+0.017248j -1.44285e-16+0.00335644j -3.2243e-17-0.012212j -6.79263e-18+0.00259838j -1.86573e-15-0.00346555j 
-8.38464e-15-0.0175891j 5.18315e-17-0.0135486j -3.15112e-16+0.0112585j 1.01124e-15-0.0262509j -2.66169e-17+0.000944753j -6.14777e-17-0.011861j 6.17077e-16-0.0256591j 2.26776e-16-0.00331431j -6.30753e-16+0.0233406j -1.19742e-16+0.0057286j -7.78193e-17+0.00288227j 1.81952e-17-0.00784384j -9.77158e-17+0.00362321j -7.47222e-16+0.0136749j 4.68163e-16-0.00720901j 8.79036e-16-0.0232146j 3.2304e-16-0.016128j -6.63938e-16+0.0163278j -3.5696e-16+0.0115187j -7.91058e-17-0.00056695j 5.91274e-17-0.003151j -6.65499e-16+0.0268366j -7.82603e-17+0.0131359j 1.7149e-16-0.0175017j -7.84517e-16+0.014951j -6.16113e-17+0.00608382j 9.0327e-17-0.00599001j -1.11778e-15+0.00963811j -4.20946e-16+0.00502475j 1.54491e-16+0.00038114j 1.0924e-15-0.0226969j 1.79849e-15-0.0349598j -4.54999e-16+0.0215897j -1.66737e-16+0.00509002j 1.71933e-16+0.00457965j 1.57928e-15+0.0232204j -2.91318e-16+0.0224934j -9.61154e-15+0.00364243j 6.70218e-14+0.0208965j 6.52724e-14+0.00645545j 6.42152e-16-0.0116763j -2.18047e-15+0.0130271j -4.81434e-16+0.0125022j 7.34903e-16-0.000602908j 6.5227e-16-0.027973j 2.85776e-15-0.0294939j -1.59231e-16+0.0254673j -5.27593e-16-0.00520743j -3.27291e-16+0.0272328j -3.83415e-17+0.00286852j 3.34683e-16-0.00310233j -1.98025e-16+0.00448524j 2.2994e-16+0.00254846j 1.63645e-16-0.0165965j 3.96201e-16-0.0106329j -2.59811e-16+0.0129564j 5.66486e-16-0.0108064j 2.82811e-16-0.0130498j 4.56681e-16-0.0124442j -1.70615e-16+0.00469134j -3.14175e-16-0.00286762j 2.90698e-16-0.00909502j 4.75453e-16-0.00431219j -4.01547e-16+0.0112931j -5.41539e-16+0.0226367j -2.13762e-16+0.00819705j -2.43808e-16+0.011254j 1.29944e-16-0.0109082j 5.57008e-16-0.018926j 3.39868e-16-0.015844j -4.66411e-17+0.0141374j 1.48974e-16+0.00552076j 6.21851e-16-0.0167767j 8.47044e-16-0.02594j -2.6553e-16+0.013676j 7.10442e-16-0.0178262j -2.72893e-15-0.00643704j 
4.1256e-15+0.0101212j -1.08852e-15+0.019205j 8.95088e-16-0.0121406j -2.5532e-15+0.032494j -9.13073e-18-0.00128137j -4.12498e-16-0.00230413j -2.00716e-15+0.0225698j -3.90617e-16+0.00553056j 1.76863e-15-0.0228043j 4.26132e-16-0.00555849j 1.99496e-16-0.00359997j -9.06028e-17-0.00582186j 1.85909e-16-0.000307523j 1.84235e-15-0.0280688j -1.26536e-15+0.0187214j -1.79263e-15+0.0159121j -9.78665e-16+0.00644285j 1.7164e-15-0.0250318j 1.0524e-15-0.0160374j 3.82035e-17-0.000522624j -2.9984e-16+0.00619257j 1.85572e-15-0.0191172j 3.9513e-16+0.00048619j -1.09676e-15+0.0107093j 1.97093e-15-0.030908j 1.44952e-16+0.00056014j -6.44672e-16-0.008928j 2.07478e-15-0.0214167j 5.69103e-16-0.015456j -3.28689e-16+0.00658491j -2.35956e-15+0.0281307j -3.43978e-15+0.0288076j 1.15388e-15-0.00936938j 3.02198e-16-0.0121159j -3.67819e-16+0.0111947j 3.65202e-16-0.0127547j 1.34055e-15-0.0133938j 1.01836e-14-0.00375399j -6.17005e-14-0.0212804j -6.12898e-14-0.00436357j -1.18869e-15+0.0122039j 1.71744e-15-0.00609615j 1.41251e-15-0.0108658j -1.084e-15+0.018539j -2.37747e-15+0.0363513j -4.41631e-15+0.0324319j 1.2763e-15-0.00804663j 5.00511e-16-0.00957666j 1.81519e-15-0.0176083j -2.91174e-16+0.00325516j -4.85398e-16+0.00958058j 6.28506e-16-0.0096764j -5.93732e-16+0.0122206j -9.41068e-16+0.00848391j -1.34273e-15+0.020553j 7.69499e-16-0.00737015j -1.13658e-15+0.0109965j -8.8378e-16+0.00848409j -1.05783e-15+0.0100207j 3.73846e-16-0.00674475j 3.6527e-16-0.010474j -8.57933e-16+0.013435j -1.29063e-15+0.0228225j 1.15759e-15-0.0138142j 1.52431e-15-0.016474j 5.02063e-16-0.00183692j 5.64695e-16-0.00214437j -6.71441e-16+0.00790374j -1.56645e-15+0.0218359j -1.07573e-15+0.0101281j 5.83558e-16-0.00301157j 1.03725e-16+0.00401889j -1.57023e-15+0.0213097j -2.37369e-15+0.0287654j 9.26825e-16-0.0133076j -1.47169e-15+0.0187978j -1.96359e-15-0.00262474j 
-6.17964e-15-0.0140063j -4.71168e-16+0.00755286j 3.66141e-16+0.0104847j -6.3287e-17+0.00767316j 2.75093e-16+0.0115195j 1.4576e-17+0.00603831j -3.65142e-16-0.00812623j 8.37158e-17+0.00450592j 5.39278e-16+0.0184547j 1.80313e-16+0.00752529j -1.2247e-16+0.00858313j -3.4204e-16+0.02447j -2.38419e-16-0.00865057j -9.20314e-18+0.0128619j -9.85227e-17+0.00939564j -5.18088e-16+0.0213464j -1.78571e-16+0.00429636j 2.89452e-16+0.0128075j -1.98728e-17+0.00590683j -1.52562e-16-0.00381404j 1.3713e-16-0.000262232j 6.5082e-16-0.0109973j 1.99613e-16+0.00980288j -2.34004e-16-0.0100539j 2.34042e-16+0.011324j 3.42526e-17+0.00614812j 5.4563e-16+0.00858999j -1.64496e-16+0.0122379j 1.14852e-17-0.00567641j -3.06158e-17-0.00165929j -6.8007e-16-0.00602345j 9.37901e-17+0.00608097j 6.52041e-16+0.0137351j 4.75358e-16+0.0146139j 2.53197e-16-0.0112803j -1.2575e-17-0.00418327j 4.25822e-17-0.0175382j 3.07125e-15-0.00130553j -2.41278e-14-0.00708252j -2.32151e-14-0.00272064j 1.96018e-16-0.00358333j 3.06287e-16+3.96463e-05j 1.01561e-16-0.010716j -1.73279e-16-0.0189336j -4.18384e-16-0.0156491j -1.58173e-15+0.0178509j 5.61112e-16-0.000748548j 1.21591e-17+0.00546324j 1.08362e-16-0.00459374j -2.00878e-16+0.0101205j -2.99928e-16-0.00318871j -1.67122e-16+0.00925092j 1.46589e-16+0.00869692j -1.46868e-16-0.010264j -2.28243e-16-0.0160619j 6.61391e-16-0.006077j -2.25873e-16+0.00457201j -2.12294e-16+0.00186135j -9.35583e-17+0.0137114j 3.76345e-16+0.0157106j -4.4072e-17+0.000505748j 2.806e-16-0.00907586j 1.19739e-16-0.0121475j 1.83529e-17-0.0179045j 2.78353e-16-0.00279174j 4.26863e-16-0.0226496j 2.24441e-16-0.0155781j -1.82043e-16-0.00492047j -5.28853e-16-0.0208255j -9.01047e-17+0.00303635j 3.96068e-16+0.010226j -4.53258e-18-0.00269828j -2.81785e-16-0.0069286j 3.37338e-17+0.00851881j 3.71599e-16+0.00927533j 5.94356e-16+0.00190925j -8.36527e-15-0.0175362j 
