-0.010486-0.0106698j -0.00664445+0.00219329j -0.00822654+0.0169258j 0.000617364+0.00648904j 0.00518132-0.00245937j 0.0114393-0.00843754j -0.00979611+0.0112913j -0.000543898+0.00244986j -0.00406719+0.000869411j 0.00944849+0.00602308j -0.00664408+0.00142404j 0.00615791+4.79885e-05j 0.016426-0.000532198j 0.0157818+0.00565775j 0.0112084-0.00930676j -0.0190653-0.00833786j 0.007759-0.000390811j -0.0125506-0.00108861j 0.00895507+0.000483046j 0.0144314-0.0111819j 0.00402471-0.0117131j 0.0237437+0.00466744j -0.00374505-0.0196299j -0.00391693+0.0126636j -0.02693-0.0148535j 0.0231838-0.0232807j 0.00786415-0.0210277j 0.00412439+0.00316048j 0.00712964-0.00612677j -0.00153989+0.00945861j -0.0130866+0.000735612j 0.00152837+0.00329796j -0.00653568+0.00780501j -0.014793+0.00078812j -0.0111727-0.008808j 0.000214555+0.0067515j 0.00493862+0.00976228j -0.00749637-0.00409053j -0.00756339-0.00106963j -0.0137262-1.93252e-05j -0.00742326+0.00357803j 6.06608e-05-0.00488157j 0.00465613+0.00878069j 0.00425502+0.0036686j 0.000947318+0.000811282j -0.00285832-0.000718951j -0.00274112-0.00496291j 0.00297928-9.58501e-05j 0.00649494-0.00977065j 0.00939303-0.010343j -0.0058263+0.00819605j -0.00179694-0.000275121j -0.00618229+0.0108157j -0.00330146+0.00997107j 0.00374093-0.00110897j -0.00585445-0.00531229j 0.000494407+0.00131871j -0.00412709-0.00860901j -0.0148578-0.00212305j -0.00210783-0.0208139j 0.0184497+0.00581229j -0.0237879-0.00146181j -0.0244832-0.0358935j 0.00946589+0.0166858j 0.0186831-0.0168185j 0.0154765-0.00671204j -0.0143693+0.0322353j -0.0138669+0.0166986j 0.00284785+0.0032019j -0.00247721-0.000379968j -0.00428354-0.00569823j -6.50086e-05+0.00128297j 0.0124702+0.0104604j 0.000631623+0.00233928j -0.00626058-0.00103252j 0.00288389+0.000836648j 0.00472484-0.00442958j 0.00425414+0.00283347j 0.0100449+0.000388277j 0.00361497+0.00586267j 0.00315863+0.00881531j 0.0029458-0.00401192j -0.0129827+0.00644743j 0.00124342+0.00783346j -0.00503842-0.00309242j 0.0161556-0.00638308j 0.000126327-0.0174898j 0.0103326-0.0175168j 0.00154518+0.0389416j -0.0114401-0.0147751j 0.0279021-0.0399701j 0.0372639+0.0218818j 
0.00299169-0.0038109j -0.00330982-0.00164304j -0.0106252-0.00334443j 0.00634913+0.0082654j 0.00881897-0.00152957j -0.00604109-0.00506813j 0.00145229-0.00043178j -0.0155134-0.0064194j -0.00496466-0.00266954j -0.0103232-0.00373675j 0.00620217+0.00276397j 0.0204446+0.0049683j -0.0107524-0.00455885j 0.0298664+0.00428772j -0.0235648-0.00528716j 0.00105027+0.00296664j 0.00841815+0.000126787j -0.00257593-0.00375005j -0.00804394+0.000502132j -0.00150047+0.00383945j 0.00788939-0.00220314j -0.00354348-0.00539479j -0.00031778+0.00533311j -0.00955147+0.000281827j 0.00637492+0.00452119j -0.0111807+0.0106095j -0.00599126-0.0026694j -0.00784525+0.00743885j -0.00600886-0.00668176j 0.00733343+0.0216197j 0.000780432+0.00254334j -0.0126083-0.0130398j -0.00446011+0.00106241j -0.00438979-0.00868248j -0.00254988+0.0140553j -0.0139421+0.0138841j 0.00701759-0.00679458j -0.00508931+0.00988155j -0.00137468+0.0148715j 0.0023824-0.00351424j 0.0037862+0.00928674j -0.00303545-0.00288681j 0.00481346+0.0266236j 0.0107694-0.0137983j -0.0015048+0.00171235j 0.0152963-0.0243066j -0.00525928-0.0131043j 0.00599745+0.0103482j 0.0167112-0.000830614j 0.00445361+0.0152135j -0.0140139-0.00372449j -0.00222533+0.0129417j -0.0120018-0.00512505j 0.00611468-0.00121021j -0.00274689+0.0168426j -0.0226129+0.00324313j 0.00401651+0.000827093j -0.000785493-0.00655606j -0.0175917+0.00967639j -0.0123084+0.000576965j -0.016467+0.0173452j -0.00419352+0.00256035j 0.00474558-0.00643409j 0.000614815-0.0119025j 0.00640662-0.00121097j -0.00311001-0.010266j -0.000156914-0.00815131j 0.00197981+0.0260809j 0.00606751+0.0123362j -0.00331238+0.027817j -0.000406925-0.0145678j 9.04818e-05+0.0080735j -0.000734589+0.0241475j -0.00144062+0.0016264j -0.00141279-0.00492436j -0.000468557+0.00209374j 0.00612939-0.0211419j -0.0133134-0.0157937j 0.000769118-0.00280296j 0.00181518-0.00727043j -0.0108723+0.000966151j -0.000795808-0.00199326j 0.00354857+0.00213785j -0.00194622-0.0061011j -0.00261956-0.00263381j 0.0080593-0.00466034j -0.00497383+0.0154548j -0.00290362-0.0023452j -0.000459704-0.0149995j -0.00524436-0.0041231j -0.00324341+0.00267442j -0.00610601+0.000520328j 
-0.00158619+0.0122034j 0.00737637+0.00686723j 0.00199839-0.0135176j 0.00144256-0.005502j -0.00609208-0.017101j 0.00285743-0.00762076j -0.00113513-0.0105335j -0.00514404-0.0113564j -2.24089e-05-0.00421063j 0.0137204+0.000956486j 0.00223505+0.00650566j -0.017823+0.00166136j 0.00268747-0.0032315j -0.0100531+0.00411274j 0.0111421-0.0114154j 0.00374035+0.0032402j -0.00594542+0.00356609j 0.00903618+0.0055787j 0.00854865-0.00639834j 0.00364468-0.0034j -0.00404536+0.00524824j 0.00452935-0.00920601j 0.000391688+0.00407545j 0.0129577+0.0113842j -0.00700658+0.00772337j 0.0071902-0.00524098j 0.00406929-0.0050215j 0.0127563+0.000895575j 0.00348886+0.00834321j -0.0154669-0.0183344j -0.00201525-0.011429j 0.0363966-0.0107267j 0.010814+0.00970149j 0.00280211-0.00187665j 0.00714235+0.0116253j 0.0210446+0.00976074j -0.0129057+0.00568317j -0.00163278+0.0150474j -0.00152364-0.0043929j -0.00838406-0.0151119j 0.00125735-0.00032057j 0.00727052-0.00227518j 0.00299884+0.0185047j -0.0122612-0.00960589j -0.00700387+0.000329081j -0.00151626-0.0260575j -0.004621-0.0113102j -0.0140127-0.00123072j -0.0188377-0.00161606j 0.00386716+0.0226985j 0.0347475-0.0106264j -0.0139719-0.00573246j -0.00481498+0.00126175j 0.00881918-0.0183459j -0.00211365+0.0221021j 0.0248144+0.0250163j -0.00327211-0.022091j 0.000628957-0.00574275j -0.00211999-0.0109779j 0.0115313-0.0049489j 0.00927448+0.0208803j -3.72995e-05+0.000320965j -0.0157202-0.00533754j -0.00628299+0.00507872j 0.00529987+0.00127516j -0.00438801+0.00337876j 0.00341326+0.00554146j -0.000164478-0.0124727j -0.00640744-0.0123648j 0.00273304-0.0178479j -0.0018365+0.0135164j 0.00234048-0.00626605j 0.00356217-0.0314536j 0.000769193-0.00735201j -0.000238852+0.00740352j 0.000344471-0.000587376j -0.00248906+0.0260519j 0.00944581-0.00816468j 0.000411171+0.00415967j -0.00336391+0.000853205j 0.00527984-0.0164559j 0.00162161-0.00793284j -0.00303254+0.00496683j 0.000680937+0.00198498j -0.000411862-0.00635907j -0.00973962+0.00501696j 0.00742016-0.0116002j -0.00442498-0.0100382j 0.00264869+0.00964888j 0.00827195-0.00911298j 0.00479652+0.000289482j 0.0096758-0.00451474j 
0.00201577+0.00350312j -0.00257171+0.00225399j 0.00169435-0.0044951j 0.00256361-0.00816988j -0.00789297-0.00644545j -0.00162338-0.00444174j -0.0128985-0.00272834j -0.00233571-4.90817e-05j -0.00554436+0.00933735j -0.0200365+0.00825803j -0.00380949+0.00116398j -0.00129889-0.00462045j -0.0276082-0.00125064j -0.0145846+0.00168425j -0.0199016-0.000386671j -0.0174307-0.00168587j 0.0242152-0.00027316j 0.0202372-0.00406885j -0.000433798-0.00316738j 0.0104274-7.15403e-05j -0.00889561+0.00172138j 0.00491397-0.00279124j 0.0127105-0.00593786j 0.0030709-0.00281784j 0.00377901-0.00152759j 0.00361009-0.000623533j -0.0187375+0.00786284j 0.0103338+0.00791016j 0.00954608-0.0191795j -0.00807023-0.00699572j -0.00353325+0.00598902j -0.0139965-0.000981767j -0.0135571+0.0159918j 0.00372017-0.0071035j -0.00218973-0.0166444j -0.0112627+0.00907561j -0.0393183-0.0107739j -0.00428173+0.0156764j -0.00742332+0.00128331j 0.00176607-0.00641578j -0.0140866-0.00272795j -0.00243767+0.00135123j -0.013491+0.00432167j -0.0247385-0.0149997j 0.0300636-0.00901672j -0.0224427+0.00965846j 0.0136288+0.00223557j 0.0078428-0.0163591j 0.0157216-0.00762001j -0.0212409-0.00553474j -0.0216453+0.0115618j -0.0291919+0.0054912j 0.0119123+0.000968778j 0.0179182-0.00499451j 0.0266997-0.0141801j 0.0140271+0.000973134j 0.0161356-0.0156031j -0.0290277+0.000469347j 0.00977168-0.00367551j -0.000239757-0.0110599j 0.00840985+0.00503332j 0.00648644-0.00304426j 0.00168886+0.00529554j 0.0272544+0.00758039j 0.00414286+0.00837576j 0.00692876-0.00966034j -0.0168368-0.00879895j -0.00361904-0.00243816j 0.00929528+0.00480652j -0.00198913-0.0081383j 0.00534786+0.00254842j -0.00328652-0.00711593j -0.00693235+0.00115822j -0.00337485-0.00512318j 0.00389457+0.0100222j 0.000354828-0.00200474j -0.00633153-0.0074431j 0.000792338-0.00325281j 0.00225585+0.00165299j 0.00755189-0.00732847j 0.00993224-0.00717242j -0.00158529+0.00407337j -0.00864369+0.000629274j 0.00168046-0.0041603j -0.00159347-0.00232765j 0.00336076-0.00185703j 0.0061017-0.00646662j 0.000192432+0.00460876j -0.00364861+0.00157623j 0.00530858+0.00249956j 0.00441518-0.00154494j 0.00312249-0.00286989j 
0.00154553+0.000301776j -0.00104392+0.00140355j -0.00760143+0.00530256j -0.00124809-0.00798632j -0.00124368+0.00130953j -0.024566+0.00381657j -0.0115313-0.0125328j -0.0169284-0.00089501j -0.0135026+0.0101594j -0.00296142-0.000154224j -0.0078543+0.000331275j 0.00816715+0.00234198j 0.0176468-0.00750104j 0.0164918-0.00254006j 0.0032421-0.00151988j 0.0106629+0.00332989j -0.000632286-0.00378579j -0.00434995+0.00194581j 0.00161108-0.00134424j -0.000940854-8.28043e-05j 0.000411542-0.000286866j -0.00761642-0.00358014j 0.00865843+0.000121904j 0.0127022+0.000876679j 0.0248944-0.00110243j -0.00861326+0.0112544j -0.0112282-0.0134559j 0.00321906-0.00241872j 0.00256951-0.0090811j -0.0103072-0.000383132j -0.00112022-0.0136313j -0.00870107+0.0115396j -0.00785477+0.0202709j -0.0145452-0.00278615j 0.00675794+0.0224683j -0.0158721-0.000863324j -0.00642969-0.0113938j -4.52047e-05-0.00337707j -0.000887197-0.00687258j 0.00417475-0.0025731j -0.00387316-0.00179513j 0.0197474-0.00353179j -0.050039+0.0170417j -0.0163789+0.0100874j 0.00405355+0.000300439j -0.035334+0.0162396j 0.0121018+0.015844j 0.00340421-0.00247235j -0.0144266-0.00182988j -0.0100811-0.0096681j 0.000545487+0.00508147j 0.0209191+0.0105487j 0.0277191+0.00242372j -0.0222407+0.00205815j 0.0121346+0.00437802j 0.00494454+0.0223591j 0.0203177+0.000245013j -0.00661157+0.00383648j 0.000986267-0.0058821j -0.00467346-0.0133353j -0.000203286-0.00110002j 0.00163553-0.0116413j -0.00798378+0.000901351j 0.0137626-0.00599824j 0.0189148+0.00108135j 0.00335625-0.00925973j -0.00999165+0.0132691j -0.00508802-0.0213046j 0.00974015+0.0146704j -0.00513948+0.0119937j -0.00305229+0.00420951j -0.0024195-0.00301451j -0.000200091-0.00986432j 0.00280735-0.00581556j -0.00151721+0.00895455j -0.00117152+0.00211519j 0.00404147-0.0070012j -0.00622056-0.00950097j 0.00260872-0.00198589j -0.000256472-0.00848419j 0.00766596-0.0112741j 0.00318883+0.00231961j -0.00623491+0.00339288j 0.000685073+0.000436095j 0.00012315-0.00320142j 0.00380733+0.00165805j 0.00147353+0.00164159j -0.00152254-0.00294531j -0.00078968-0.00381489j -0.000224916-0.00226105j 0.00479791+0.00107533j 0.00226509-0.00414323j 
-0.00310501+0.000422436j -0.0136525-0.00924918j 0.00055401-0.00465875j 0.0132383+0.00538012j -0.00639722-0.0123185j -0.00685028+0.00795693j -0.0238371-0.0039993j 0.0489674+0.00871628j 0.0330782+0.00835095j -0.00133213-0.00738861j -0.0164906+0.0085472j 0.000528026+0.000992703j 0.00274538-0.0047821j -0.00569003+0.00566922j -0.00612136-0.00449637j -0.00862539-0.00366551j -0.0114459-0.00266912j -0.00952691-0.0112849j -0.0043041-0.000412121j 0.00195919+0.0012745j 0.00848846-0.00790846j 0.00845701+0.0101884j 0.0113894+0.000118767j 0.000313586-0.00145495j -0.0156492+0.00463207j 0.0116316+0.00332089j -0.0226159+0.000619715j 0.00829957-0.00204127j 0.00211752+0.00467595j 0.00438859-0.00506037j 0.0154262-0.0219776j -0.0180601+0.00591959j -0.00489971+0.0176913j 0.00401051+0.0141099j 0.0173673-0.00656619j -0.00301425-0.0150325j -0.0192245+0.00170453j 0.0133022+0.00601302j 0.00657234-0.00529639j -0.000751756-0.00325241j -0.014591+0.00611226j 0.000707489-0.00325475j -0.00636591+0.000957684j 0.00959298+0.00308226j -0.000288664+0.004459j 0.00652376-0.00874682j -0.00525553-0.00932502j 0.00684266+0.0136958j 0.0152535-0.0122732j 0.0178979-0.0176705j 0.00275747+0.00583212j -0.00538316+0.0164687j -0.00435505-0.00321045j -0.0088251+0.014582j 0.0327755+0.00307131j 0.0154756+0.0065521j 0.0017184+0.00507707j 0.0262533-0.00972575j 0.0534514+0.00771999j 0.00812097+0.00302794j -0.00709676+0.0121551j -0.007061-0.00131941j 0.0235283+0.000883969j 0.0253329-0.012387j -0.0338637-0.00532262j 0.00301381-0.00967512j -0.0143577-0.0302251j -0.0076082+0.014247j 0.00370121+0.0262502j -0.00287963+0.0525917j 0.00412631-0.0201575j -0.000420803-0.00297936j -0.00226616+0.0430526j -0.0023257+0.0106155j -0.00229703-0.0105243j 0.00178598+0.00366963j 0.000800433-0.0378398j 0.01468-0.00177713j 0.000115854+0.00317711j -0.00374234-0.00253096j 0.00198294+0.0150259j 0.0023265+0.0178644j -0.0134093+0.00125575j 0.00285347-0.00541684j 0.00281343+0.00161761j 0.00739698-0.00725516j 0.00757378+0.00838775j 0.00779924+0.0124237j -0.00310072-0.0110002j 0.0156413+0.0047924j 0.000324483-0.00217859j 0.00176687+0.0045754j 
-0.00277488-0.0128968j 0.0119574+0.00207448j -0.00386085-0.00590837j -0.0066764+0.0160147j -0.0065215-0.00574274j 0.00268414-0.0133771j 0.00278334-0.00547764j -0.00244248+0.00859185j 0.013897-0.000427231j -0.00964035-0.00977756j 0.0330421-0.0117593j 0.0130077-0.00866193j 0.013787-0.00569469j -0.0101144+0.00874403j -0.0209848-0.00310845j 0.00386921-0.00130326j 0.0181896-0.00236206j -0.000836806-0.00380194j -0.0112108+0.00813789j -0.00773476-0.00284775j -0.0204982-0.00878173j 0.0114828+0.000452192j 0.015148+0.0121155j 0.00735431+0.00065375j 0.00505585-0.00515002j 0.0218518+0.0167437j -0.00154729-0.00988036j -0.00655941-0.0163045j 0.0144396-0.00321578j -0.0350958+0.0157906j 0.00817441-0.0125871j -0.00963257-0.0136031j -0.0153626+0.0210246j -5.93246e-05-0.00529095j 0.00890237+0.012433j 0.00218728-0.0176948j -0.0243906-0.0106256j -0.00566222-0.00707966j 0.0042772-0.00446381j -0.0011332+0.00126053j -0.00255652-0.00154947j 0.00200878+0.00567155j -0.00442105-0.0110694j 0.00086385+0.0150374j 0.00159111+0.00216983j -0.0030614-0.00137291j -0.0128645+0.00256097j 0.0126764+0.00148102j -0.0128849+0.00389064j -0.00613033+0.00265141j 0.0261004+0.00389726j -0.0078285-0.00983818j -0.015509-6.17605e-05j 0.0146748+0.00117968j 0.00846554+0.00971537j 0.00612696+0.00866505j 0.0324554-0.00086023j -0.0198516+0.00678179j 0.0182278+0.00450604j -0.0344746+0.0119347j 0.0102144+0.0201777j 0.00672696+0.00777792j -0.00441545+0.00110336j 0.000577953-0.00870896j 0.0124718-3.72841e-05j -0.00222583+0.0169236j 0.00333892+0.000645134j -0.00408381+0.0380909j -0.00422359-0.0444474j -0.00177445-0.045338j -0.0013949+0.00263426j 0.000567574-0.00698815j 0.00507632+0.00717399j 0.00309479-0.00149839j 4.73618e-05+0.0217296j -0.00176311-0.0063475j 0.00461385+0.00136169j 0.00551886+0.00258091j -0.000488611+0.00147993j -0.000145203-0.000325783j 0.00170224+0.00240417j 0.0015426+0.00342016j -0.014658-0.000390333j -0.00268197+0.00377513j 0.00285984+0.019881j 0.00506682-0.00207087j 0.00154957+0.0122505j 0.00658651-0.00838034j 0.00100162-0.00812948j 0.0040307-0.00427186j 0.000543901+0.00309204j 0.00445222+0.00443437j 
0.00418607-0.0116956j 0.00504416+0.00900784j 0.0140256-0.00978811j 0.016605+0.0153122j 0.00526354-0.00295594j 0.0069654-0.0208385j -0.0100073+0.016246j -0.0469693+0.0270503j 0.0102271+0.00442808j -0.0134366-0.00471524j -0.0227435+0.00156585j -0.00825753-0.00147233j 0.00171758+0.00217424j -0.0175991+0.00166017j 0.000675341-0.0148173j -4.05549e-05-0.00561423j 0.0013027+0.00526682j -0.0135294-0.00860594j -0.00773954+0.00246296j 0.0166741-0.0088373j 0.00298336-0.00985684j 0.00176761+0.0107016j -0.00236094+0.0123775j -0.00796608-0.0105499j -0.00705822+0.00206329j 0.000123773+0.00271433j 0.00520514-0.0012728j 0.0102452+0.012356j 0.00179214+0.00332746j -0.0113813-0.00359704j -0.00514926-0.00932653j -3.05871e-05-0.0199367j 0.00207469-0.0128675j -0.0157326-0.00718698j -0.000172478+0.0066159j 0.000235124-0.0233093j -0.015656-0.00896341j -0.00696995-0.00517582j -0.00121016-0.00201287j 0.00638784-0.00148706j 0.00848656-0.00417514j -0.00441177+0.00261651j 0.0123008-0.0118506j -0.0222131+0.00956175j 0.00785135-0.00429745j -0.00195573+0.0123565j 0.0108675-0.0208085j -0.0145863+0.0203041j -0.0186646+0.00691935j -0.0142879-0.00100116j 0.0245646-0.0085232j -0.0113961-0.000301935j 0.000534995-0.00453929j 0.022257-0.0057184j -0.00268185+0.0118995j 0.0192552+0.00329644j -0.000476327+0.0190173j -0.00879165+0.00781963j -0.0148655+0.0128011j 0.00469349+0.0117986j 0.00734252+0.0125638j 0.0146322+0.00263381j -0.0150377+0.010865j -0.0156458-0.00999458j 0.00240983-0.00775127j -0.00519174+0.00744737j 0.00734444+0.0288543j 0.00210005-0.018178j -0.00904001+0.0189381j 0.00415881+0.0646359j -0.000803244-0.000336353j 0.00233535+0.00885679j 0.00178443-0.000808273j 0.00826519+0.0148203j -0.00834074-0.0266592j -0.00154881+0.00294623j 0.000913804-0.00354657j 0.0165776+0.0169354j -0.00226732-0.00212053j 0.00345568+0.0133477j 0.00980034+0.0229087j 0.00494846+0.00479947j -0.0164847+0.00030864j 0.00564122+0.00117052j 0.00636368+0.0184698j 0.0026435-0.011209j -0.00196927+0.0139384j 0.0164683-0.00290073j 0.00304846-0.00766639j 0.00557352+0.000508766j -0.00248187+0.00289271j 0.00531898+0.00947785j 
0.0013084+0.0171761j -0.0030466-0.00771611j 0.000615872+0.00504484j -0.0173118-0.00845863j -0.0174346+0.0144184j 0.015948-0.00890856j -0.00338014-0.00950087j -0.0103291+0.0079292j -0.00233557+0.0256842j 0.0137959+0.0117416j 0.00213065+0.00534918j -0.00626045+0.00299491j 0.021227+0.00663289j -0.00236991+0.00218436j 0.0142136-0.0152323j 0.00955962-0.0102477j -0.0137448+0.00695453j -0.0199934+0.00344539j -0.00622103-0.00511003j 0.0127824-0.00833531j 0.00563498+0.00920491j -0.00492771-0.000846708j -0.0152565-0.00288015j 0.00687807-0.00643466j -0.00315958-0.006796j 0.0146544+0.00482677j 0.0311567+0.00719953j -0.0102686+0.01393j -0.0199223-0.0145808j 0.00836589-0.00737766j 0.00381771+0.00516124j 0.0114923-0.00097514j 0.0123756+0.00792897j 2.95659e-05+0.0114957j 0.000391243-0.0222026j 0.0117755+0.0118632j 0.0277835-0.0262695j 0.0118035+0.0149785j 0.0104024+0.00712928j 0.00861303-0.00988612j 0.0250551-0.00919074j -0.0017548-0.00203419j 0.00394555+0.00542486j -0.00966515-0.00918121j -0.00516991-0.00680947j -0.0171458+0.0100799j 0.0170276-0.00474789j -0.0157581-0.00392754j -0.0360638+0.00123825j -0.0247757-0.00101374j 0.0224409+0.00693218j 0.0360809+0.0129502j 0.0102966+0.00451721j 0.00157072-0.0051685j -0.0449762+0.00395525j 0.0103252-0.0191218j -0.0185696-0.00242003j 0.00286108-0.00409655j -0.00838395+0.0212621j 0.0083934-0.00563912j 0.00782481+0.0045881j 0.00485334+0.00261747j -0.0128288+0.00581951j -0.0222799+0.0015457j 0.00085981+0.000620245j 0.00723937-0.0104467j 0.00809696-0.0300833j 0.00295021+0.0309148j -0.00456458-0.00341917j 0.00270401-0.00335816j -0.000172629-0.0103478j -4.06444e-05-0.00490054j 0.000662597+0.0332315j 0.00397415+0.00659348j -0.000654961+0.00913289j -0.000834356-0.00238244j -0.00571557-0.0245023j 0.0128175+4.10001e-05j -0.00190845+0.00139118j 0.00897136-0.00332662j 0.0207836+0.00418121j 0.00373957+0.00806843j -0.00578031+0.00208289j 0.00663333-0.00919984j 0.00371275+0.0112579j -0.00321342+0.00053797j -0.00186403+0.00731218j 0.00989189-0.000648112j 0.0112807-0.0115893j 0.00807186+0.000610669j -0.000628933+0.00158475j 0.00529897-0.000942123j 
0.0198113-0.012343j 0.00674647+0.0277189j -0.0224651+0.000598114j 0.0137227-0.0125302j -0.0333818+0.00151767j 0.023002-0.00596052j -0.0262708+0.0237569j -0.00816867+0.00629971j -0.0043369-0.00061332j 0.0160923-0.0100611j 0.0165537-0.00287404j 0.00301844+0.000382954j -0.0072623+0.00331431j 0.0171931-0.00373915j -0.00332324+0.00516372j 0.0045562+0.00322782j 0.00380863+0.00342912j 0.0159222+0.00139442j 0.00399762-0.00268784j 0.00026027-0.00359342j 0.00410912+0.00112482j -0.0122523+0.00510383j 7.43607e-05+0.0116525j 0.00951911-0.00644447j -0.00441698-0.000363298j -0.00352908-0.0164273j 0.00375311-0.0117929j 0.00297158-0.0158118j -0.00171881+0.0127104j 0.00584978-0.0350227j -0.00291305+0.00352697j 0.00776122-0.0314078j 0.00891701-0.0104953j -0.0275113-0.0216583j -0.00196956+0.00274253j -0.00175432-0.0183798j -0.0126506+0.00366744j -0.00333857-0.00767266j 0.00059136-0.00272643j 0.00757285+0.0030836j 0.00913544+0.00582673j 0.000653553-0.00455443j -0.00071724+0.00528904j -0.0237178+0.0206484j 0.00851126-0.00465792j -0.00986084+0.0149438j 0.0278798-0.0176595j -0.0252062+0.011157j -0.0212752+0.00436228j -0.0134454+0.0142024j 0.0274172-0.00489124j -0.00585286-0.00618441j 0.0140231-0.00758277j 0.0178427-0.00610181j 0.00848232-0.0104336j 0.0242566-0.00374045j -0.0014615+0.00672174j 0.0002815+0.00253023j -0.0127547-0.0115871j 0.0230271+0.0146739j 0.0173724-0.0205891j 0.0108377+0.00248558j -0.0117364-0.0125644j -0.00888126+0.00227899j 0.00285649-0.00939687j -0.00297497-0.0162126j -0.00630233-0.024794j -0.00332001+0.0381058j -0.0116628+0.00559883j 0.00773687+0.0121325j 0.00484891-0.00835742j 0.00196619-0.00434761j -0.00688754-0.00170811j 0.00265432+0.00949376j -0.0020375-0.0349263j -0.000219509+0.00413972j 0.000371573+0.0206328j 0.000757866+0.0137968j -9.41063e-05+0.00247694j 0.00510791+0.0068771j 0.00892728+0.00495251j 0.00360986-0.00523405j 0.000636544-0.00405629j 0.00616837+0.00251678j 0.0074877-0.00413194j -0.00751602+0.00193254j -0.00183265-0.00760371j 0.0170293-0.00134811j 0.000123952+0.0209106j -0.00561874+0.00616588j -0.00160521+0.0026348j 0.00173337+0.000852373j 
-0.0024838+0.0125862j -0.00428144-0.0154949j 0.00119296+0.0106152j -0.0234711-0.000542889j -0.0137063+0.0189401j 0.0186561+0.00358141j 0.00564598-0.0147163j 0.00472135-0.00541715j -0.0160035+0.0166266j -0.00348527-0.00279379j 0.00673669+0.00637866j -0.00714462+0.0140305j -0.0258098+0.00823739j -0.0125401+0.00363514j -0.000694201-0.0137274j -0.0054905-0.00227257j 0.00855778-0.00255134j 0.00587874+0.0127986j -0.00311718+0.000881646j 0.00314672-0.0103467j -0.00376309-0.000335208j -0.00351212-0.000841435j -0.0152199+0.00520748j -0.00358537+0.0182165j -0.00337675-0.00540495j -0.000658875+0.0107193j 0.013895-0.00894616j -0.0186433-0.000864697j -0.0268376+0.00830029j 0.0317376-0.0221787j -0.0113806-0.00675782j -0.0321238+0.0236242j -0.018391-0.0098907j 0.0208872+0.021894j -0.0101815+0.0229479j -0.026986-0.00229647j 0.0262217-0.00790799j 0.00718475+0.00332678j -0.00433377-0.007303j 0.0110391-0.00643368j 0.0124042-0.0104739j -0.0103916-0.00118155j 0.00754796+0.00511475j -0.0146541+0.0133783j 0.0209229+0.00694567j -0.0197336-0.00536432j 0.0292659+0.00613384j 4.32244e-05+0.00523745j 0.0121977+0.00502853j -0.0285322+0.00361916j -0.040526-0.00516747j 0.0219033-0.00619676j 0.0149356+0.0148286j -0.00314972-0.00245236j -0.0345485+0.0257214j -0.00924998+0.0113939j -0.0213567+0.0061816j 0.00459211+0.00319261j -0.01233+0.00280977j 0.0160842+0.00640443j 0.0124357-0.00146425j 0.00288252-0.00120456j -0.00296352-0.00198576j -0.0173589-0.00245094j -0.00208616-0.0156385j 0.010955-0.000241351j 0.023535-0.0136764j 0.0157547-0.0051987j 0.00243748-0.00696173j 0.000980242+0.0246053j -0.000290421+0.00413302j 0.00231848+0.00193625j 0.0043877-0.0140615j 0.00377206+0.00497741j -0.0036323-0.0139072j -0.00126519+0.00112143j 0.00185876+0.00801558j 0.0168463+0.00170459j -0.00287336+0.00213154j -0.00315818+0.0103371j 0.00182675+0.00513439j 0.00317296-0.00525393j -0.00850682+0.0100853j 0.00136926+0.00491289j 0.00420807+0.00716321j -0.00225056-0.001514j -0.00306845-0.000511698j 0.0102307-0.0119661j 0.000624929+0.00157311j 0.00471461-0.00694073j 0.000731769+0.000202651j 0.00094426+0.00320556j 
