-0.010486-0.0106698j -0.00664445+0.00219329j -0.00822654+0.0169258j 0.000617364+0.00648904j 0.00518132-0.00245937j 0.0114393-0.00843754j -0.00979611+0.0112913j -0.000543898+0.00244986j -0.00406719+0.000869411j 0.00944849+0.00602308j -0.00664408+0.00142404j 0.00615791+4.79885e-05j 0.016426-0.000532198j 0.0157818+0.00565775j 0.0112084-0.00930676j -0.0190653-0.00833786j 0.007759-0.000390811j -0.0125506-0.00108861j 0.00895507+0.000483046j 0.0144314-0.0111819j 0.00402471-0.0117131j 0.0237437+0.00466744j -0.00374505-0.0196299j -0.00391693+0.0126636j -0.02693-0.0148535j 0.0231838-0.0232807j 0.00786415-0.0210277j 0.00412439+0.00316048j 0.00712964-0.00612677j -0.00153989+0.00945861j -0.0130866+0.000735612j 0.00152837+0.00329796j -0.00653568+0.00780501j -0.014793+0.00078812j -0.0111727-0.008808j 0.000214555+0.0067515j 0.00493862+0.00976228j -0.00749637-0.00409053j -0.00756339-0.00106963j -0.0137262-1.93252e-05j -0.00742326+0.00357803j 6.06608e-05-0.00488157j 0.00465613+0.00878069j 0.00425502+0.0036686j 0.000947318+0.000811282j -0.00285832-0.000718951j -0.00274112-0.00496291j 0.00297928-9.58501e-05j 0.00649494-0.00977065j 0.00939303-0.010343j -0.0058263+0.00819605j -0.00179694-0.000275121j -0.00618229+0.0108157j -0.00330146+0.00997107j 0.00374093-0.00110897j -0.00585445-0.00531229j 0.000494407+0.00131871j -0.00412709-0.00860901j -0.0148578-0.00212305j -0.00210783-0.0208139j 0.0184497+0.00581229j -0.0237879-0.00146181j -0.0244832-0.0358935j 0.00946589+0.0166858j 0.0186831-0.0168185j 0.0154765-0.00671204j -0.0143693+0.0322353j -0.0138669+0.0166986j 0.00284785+0.0032019j -0.00247721-0.000379968j -0.00428354-0.00569823j -6.50086e-05+0.00128297j 0.0124702+0.0104604j 0.000631623+0.00233928j -0.00626058-0.00103252j 0.00288389+0.000836648j 0.00472484-0.00442958j 0.00425414+0.00283347j 0.0100449+0.000388277j 0.00361497+0.00586267j 0.00315863+0.00881531j 0.0029458-0.00401192j -0.0129827+0.00644743j 0.00124342+0.00783346j -0.00503842-0.00309242j 0.0161556-0.00638308j 0.000126327-0.0174898j 0.0103326-0.0175168j 0.00154518+0.0389416j -0.0114401-0.0147751j 0.0279021-0.0399701j 0.0372639+0.0218818j 
-0.00118505-0.000665703j 0.000663789-0.000498239j 0.0152256-0.00847907j 0.00261868-0.00438525j -0.00854792+0.0159592j -0.00509406+0.00852069j 0.000963461-0.00893392j 0.000800409-6.63955e-05j -0.0186355-0.00252243j 0.00898155+0.00289522j -0.035569+0.00235659j -0.00791089-0.00150235j 0.0280225+0.00281182j 0.00943787-0.000832183j -0.020725+0.00422435j 0.00851392+0.00924045j -0.0355902+0.0157144j 0.0354782-0.0013128j 0.0158218-0.0101991j 0.0404729+0.0143667j -0.0106878+0.0140577j -0.0208035+0.0094586j 0.00620649-0.000338091j -0.00401569+0.0040271j -0.0112811+0.00816046j 0.000450504-0.000711494j -0.0144411-0.0011033j 0.0117718+0.0217072j -0.0104574+0.00750918j -0.00934192-0.00350632j -0.00693644-0.0180412j -0.00050926-0.0178222j -0.00901526-0.00286423j 0.00100925+0.00562904j -0.0119496+0.0133792j 0.00196752+0.00158097j 0.00342704+0.00694181j -0.00313206-0.00641231j -0.00726152+0.00414332j 0.000914021-0.00258329j 0.00386595-0.00932905j -0.00483527+0.00627704j -0.00480816-0.00505265j 0.00394331+0.0167588j 0.000507192-0.00611588j 0.00619613+0.000202151j 0.00165344+0.0109152j 0.00424268-0.0125617j 0.00710309+0.00362733j -0.0055178+0.00688025j 0.00261035+0.00401179j 0.0084045-0.00630492j -0.00172276-0.00111875j 0.00332787+0.00741971j 0.00718015-0.0123145j 0.00866347-0.011159j -0.00590208-0.0076539j -0.000139148-0.0118482j 0.00737335-0.00525427j -0.000856491+0.00728792j 0.00193473+0.0198315j -0.00431019+0.00270792j 0.00168063+0.0233665j -0.00731957-0.0187453j 0.00209337-0.00481562j 0.00382604+0.00223597j -0.00491936-0.0180737j 0.00108764-0.0135372j -0.00313104+0.00200353j 0.00265679-0.00271661j 0.000514381-0.00549505j -0.00264756+0.00812956j -0.00340056+0.00287741j 0.000153904-0.00397125j 0.00196109-0.0027426j 0.0002007-0.000648069j -0.00457165+0.00564538j -0.0029113-0.00904031j -0.00047106-0.000748049j 0.00238962+0.00550062j 0.000721945-0.00017203j 0.00118903-0.003393j -0.00340723+0.00477676j 0.000404295+0.00176739j 0.00311748+0.00126918j -0.00394079+0.00392596j -0.0055214-0.000256519j 0.00111153-0.000636253j -0.000184505+0.00199618j 0.000821133+0.00270748j 0.00696592+0.00447497j 0.00446789-0.00541303j 
-0.00355796-0.00187724j -0.00185604+0.000759223j -0.0305-0.00106773j -0.00582848+0.000353233j 0.0297413+0.00589948j 0.0105337+0.00627035j -0.00921787+0.00423467j -0.00667195-0.0111059j -0.0167529-0.0171433j -0.0114731+0.00426931j -0.0136892-0.0273227j -0.00530025-0.00835653j 0.0071379+0.034382j -0.0110348-0.000660936j -0.000664361-0.0182446j 0.00418633+0.00443175j -0.0233529-0.027382j -0.00709333+0.0264361j -0.00912162+0.0114022j 0.00580717+0.030868j 0.0132456+0.0070298j 0.0105841+0.0107362j -0.0134881+0.00692079j 0.000750025-0.0170741j 0.0172496+0.0142631j 0.000786431+0.00330242j -0.0129422-0.0108883j 0.0183329+0.00115331j 0.00485918-0.0149519j -0.0136603-0.00431901j -0.00603225-0.00483276j -0.00357338+0.0149965j 0.00249345-0.00748891j -0.00147108-0.00780378j -0.00613253-0.00243167j 0.00471935+0.000525462j 0.00157426+0.00569992j -0.0100173+0.00848146j -0.000311021+0.00555467j 0.00073178+0.00924122j -0.00177895+0.0101225j 0.0027098+0.0011018j -0.00152269-0.0132585j 0.0114921+0.00126774j -0.00876778-0.0028835j -0.00129266+0.00633098j 0.00320192-0.00358732j -0.0122951-0.00491362j 0.0024363+0.0155189j -0.000558637+0.00155075j 0.00253348-0.00556419j -0.00202056-0.0132265j 0.00864631+0.00345493j 0.00359542+0.000946328j -0.010153+0.00744919j -0.00112279-0.0035352j -0.00459466-0.0206874j -0.0050387-9.32493e-05j 0.00189299+0.0113596j 0.00988584-0.00284955j 0.0149704+0.0201704j -0.00418167-0.0116475j 0.00579432-0.00690032j -0.00540882-0.00821289j 0.000138458-0.0141367j 0.000869476+0.000136716j -0.00297998-0.00475003j -0.00170145-0.00402501j -0.00424262-0.00206612j 0.00119821+0.00360148j 0.001534-0.00484538j 0.00592525-0.00150454j 0.00215304+0.00578135j -0.00144491+0.00205137j 0.000124327+0.00347626j 0.000281427-0.000614564j 0.00144827-0.00823559j -0.00268575-0.00656803j 0.000146814+0.000523847j -0.00269069+0.00460764j 0.00463717+0.00936269j -0.000157771+0.00322401j -0.00156562-0.0114842j 0.00144644+0.00736418j -0.00200623-0.00434158j -0.00306493-0.00203116j -0.000429156-0.00228701j 0.00175684+0.00446445j 0.00303887+0.00170706j 0.000100545+0.000999719j 0.00692532-0.00163754j 0.0020016+0.00606704j 
0.00657375+0.000142039j 0.00444876-0.0038185j -0.0301989+0.00664174j -0.00434971+0.00590021j 0.0197889-0.00323683j -0.00403325+0.00188662j 0.00797482-0.00656922j -0.00780755+0.00287619j 0.00199171+0.00142411j 0.00206065-0.000665383j -0.0197904+0.0325503j -0.0132582+0.00202547j 0.00838005-0.0321265j 0.00526046-0.00876253j 0.00509965+0.0205991j 0.000529994-0.00265466j 0.00356618+0.0112329j 0.00664683-0.00968515j 0.00264341-0.00804559j 0.0171564-0.0176255j -0.00253128+0.0170229j 0.00405179-0.00780598j 0.0084692+0.00396976j -0.00901771-0.0089498j -0.0117692-0.000432288j -0.00189115+0.0078075j -0.00744796-0.00906457j -0.00540315-0.007356j -0.00691869-0.00464339j 0.00564578-0.00969287j -0.00158741-0.000354559j 0.000143752+0.0130165j -0.000637976-0.0121221j 0.00431843-0.0119056j -0.000936863-0.00787377j 8.73567e-05-0.00716803j -0.00243874+0.00529273j 0.00372725-0.0111884j 0.0046879+0.000353563j 0.0140693+0.00528612j -0.0124867+0.0124491j -0.00258647+0.00192142j 0.00799589-0.0111477j -0.00927944+0.00799058j 0.0172653-0.00467898j 0.000398474-0.00321784j -0.00153207-0.00903018j 0.00486744+0.00373976j 0.00746009+0.00903379j -0.000310756+0.00811525j 0.00501479-0.00989362j 0.0140468+0.00564689j -0.00371342+0.00961939j -0.00305748-0.0075642j 0.0103479+0.00783939j 0.00417371+0.00562693j 0.00903643-0.0105385j 0.00653874+0.0046937j -0.00129468+0.0180509j -0.00152951-0.00513391j -0.000112026+0.00259044j 0.000583112+0.00599533j 0.00296942+0.0159993j 0.00832805-0.0190139j -0.0108468+0.0182593j 0.00488976-0.0100317j -0.00139045-0.00882788j 0.00256198-0.00126615j 0.00103453-0.00211008j 0.00227167-0.00164184j 0.00594775+0.00116921j -0.000912485-0.00509725j -0.00326379-0.00818421j 0.00127645-2.21051e-05j -0.000638689+0.000152052j -0.000158869-0.00114451j 0.00182084+0.004598j 0.00151924-0.010425j 0.00542599-0.0013499j -0.00256326+0.00701444j -8.91046e-05-6.52403e-05j 0.00616162-0.00966244j 0.00719739-0.0015027j -0.00414517-0.0023436j 0.00628299+0.00142648j 0.00569024+0.00978351j 0.000792661-0.00137443j 0.000814265-0.00517407j -0.00532085-0.00405837j 0.0013361+0.000451729j -0.00259763+0.00927021j 0.000673475-0.0104725j 
0.000472751+0.000687391j -6.52474e-05-0.00136367j 0.00976857-0.0174594j 0.00842354+0.00120971j -0.0111338+0.0138262j -0.00753242-0.00478332j 0.0028806+0.00150252j 0.00733213-0.0136084j 0.00749097-0.00277745j -0.0153996-0.00765849j 0.00634802-0.0280697j -5.64097e-05-0.00909876j -0.00794631+0.00279195j -0.00746046+0.00573969j 0.00659557+0.00446173j 0.000560341-0.00523501j -0.00579539-0.00359234j -0.00123533-0.0048433j -0.0150633+0.008263j -0.0173097-0.00475936j 0.010459+0.0166119j -0.0029837+0.00648692j -0.00372293+0.00275427j -0.00173772+0.00279415j 0.00543094-0.00225693j 0.00541151-0.00439681j 0.0103867-0.0015017j -0.00694774+0.00146746j -0.0137459-0.000759079j -0.00674201+0.00424115j -0.00409128-0.0010735j 0.0111241-0.00374425j -0.00506693+0.0031098j -0.00984629+0.00189668j -0.00292732+0.000498913j -0.00650415-0.00164669j 0.00530913-0.00184477j -0.00399178+0.00507276j 0.0180611+0.00134161j 0.0287848-0.000567923j -0.0140899-0.00225528j 0.0121081-0.00416845j 0.00117888+0.00478223j 0.00566065+0.001204j 0.0170129+0.000885882j -9.78471e-05+0.000398043j -0.0182984+0.00431469j -0.00630802-5.88067e-05j 0.0319199-0.00434033j 0.00676198-0.00319837j 0.0176386+0.00117267j 0.00474337+0.00708723j 0.0116397-0.00259975j 0.00368545+0.00765044j -0.00619649-0.00145694j 0.00517316-0.00103044j -0.000978638+0.0106021j -0.00452893-0.00254778j -0.00846315-0.00229576j -0.00909172-0.00760103j 0.00195569+0.00117016j -0.00105745+0.00203564j 0.0029028-0.00613549j 0.00257977+0.0115898j -0.00429691-0.0137939j -0.00758225+0.00243759j 0.00765376+0.00263577j 0.00408873+0.00571719j 0.00272681+0.00521432j -0.00146028+0.00375582j -0.00366288-0.00178285j -0.00263323-4.93011e-05j -0.000215147-0.00303588j 0.00422565-0.00165825j 0.00159727-0.000589773j -0.00150316-0.000347778j -0.00256279+0.00115817j 0.000548204+0.00323367j 0.00203353+0.00151584j 0.00313817-0.00367328j 0.00335163-0.00456494j 0.0017595+0.00195129j -0.00682758-0.00379783j -7.621e-05-0.00395577j -0.00281137+0.00215089j 0.000144869+0.00216085j -0.00234938-0.00548832j -0.00593573-0.00144692j -0.000955064+0.00254765j -0.00197418-0.00183244j -0.00342898-0.00273967j -0.00518033+0.00159513j 
0.000145493+0.00162804j -9.11243e-06+0.00330036j -0.0144441+0.00016045j -0.0105109-0.0149521j -0.00275793+0.00406436j 0.0130618+0.00585361j -0.000784776-0.0156017j 0.0316511-0.000852452j 0.00274522+0.00851745j 0.0202151+0.000526804j 0.0521866-0.0192051j 0.00658772-0.00538136j -0.0110548+0.00315554j -0.00280856+0.0164417j 0.00158516-0.00508503j -0.00203736+0.0157472j 0.0122006+0.00807189j 0.00801144+0.00280882j -0.00860195+0.0144991j 0.0123126+0.00986437j -0.0311065-0.0108367j -0.0191056+0.0134769j -0.0032079+0.0129385j 0.00898777-0.0123829j -0.0158436-0.0022041j 0.00935905+0.0124715j -0.0113728+0.0282186j -0.00335917-0.00598578j 0.0106893+0.00699098j 0.00652258-0.00381878j 0.00179335+0.000140203j 0.00797502+0.00923447j -0.000314921-0.00805791j -0.00554694-0.0012535j -0.00419261-0.00114301j 0.00190774-0.00524111j -0.00222366+0.00388065j 0.00501879-0.00210889j 0.0110344-0.00556652j 0.0012147-0.00325159j -0.00299407+0.000230401j 0.0023208+0.00122645j -0.00378152-0.000563355j 0.00648676-0.00814281j 0.00304724+0.00260737j -0.00352991+0.000497973j -0.0035501+0.000457767j 0.000400409+0.00151811j 0.00853365+0.00957461j -0.00537608+0.00878492j 0.00247968-0.00602982j 0.000853442-0.00457647j 0.00783267-0.00216146j 0.00466808-0.0116922j 0.000544757+0.00511531j -0.000112273+0.00299222j -0.00707932-0.00712038j 0.00398671+0.00614707j 0.00174868+0.00536955j 0.00972356+0.00973239j 0.0102335-0.00798336j -0.00754245-0.000328059j 0.00179136+0.0143955j 0.000315712-0.0284944j 0.00207645+0.0269089j 0.00723937+0.00360545j -0.00911002-0.023169j -0.00569996-0.0202538j -0.00483907-0.00365717j 0.00118278-0.000432837j 0.00250066+0.000591946j -0.000252282-0.00389338j -0.00390373+0.00173451j 0.000773395+0.00276086j -0.000932927+0.000369875j -0.00088062-0.00107675j 0.00178609-0.00151688j -0.00416338-0.00887939j -0.00345766+0.00149732j -0.000227646+0.00780768j 0.0018462+0.000957913j 0.00264266-0.00317402j -5.68239e-05+0.00483015j 0.00149241+0.00155767j 0.00140087-0.00182j -0.00204921+0.00436265j -0.00295862+0.0033108j 0.00652619+0.00351088j 0.000752312-0.00424931j 0.00190318+0.00137951j 0.00809788+0.012085j 0.0112015-0.00312249j 
-0.00513985-0.00308811j 0.00269268+0.00516015j 0.00440652+0.00292155j -0.0172366-0.00925658j 0.00684522-0.00836296j 0.00856851+0.0174153j -0.0141201+0.0138003j 0.00544793+0.0258694j -0.00219419+0.00699753j 0.00939364+0.0155632j -0.0119005+0.0402552j 0.000430897+0.00726237j 0.0134269+0.00658131j 0.0119211-0.00122364j -0.00809133-0.0174716j 4.80398e-05+0.00844382j -0.00428003+0.0102322j -0.00240835+0.0221676j 0.0151389-0.00838124j 0.0145175+0.0116392j -0.0148021-0.0359597j 0.0119016+0.00225394j 0.00607672-0.0156252j 0.0126197-0.00105402j 0.0169732+0.00186538j -0.00360192-0.00139921j 0.00891304-0.0116171j 0.000808127-0.00284254j 0.00957317+0.00359194j -0.00470729+0.00925872j -0.00366232+0.00329265j 0.00552866-0.00130726j 0.00266759+0.0102517j -0.0017541+0.00540089j -0.0113386+0.000319685j 0.000576023+0.00754347j 0.0151315+0.00120563j -0.0037053-0.00431317j 0.00254039+0.00461424j 0.013552+0.00156049j -0.00957014+6.43615e-05j -0.00149741+0.00654389j 0.012258-0.00317524j -0.00990535-0.011869j 0.0205202+0.000604194j 0.000974291-0.00356747j -0.00330646+0.00254607j -0.00221037-0.00513789j 0.0107548+0.00217246j 0.00498581-0.00014905j 0.0124236+0.00252589j 0.004142-0.0122387j 0.000396869+0.00440747j 0.0066036-0.00306331j 0.00205613+0.00764945j 0.00353303+0.00124168j 0.00232878-0.0116308j 0.00154125+0.00801339j -0.00731101-0.0022323j 0.00640409+0.0137739j -0.0140021-0.0124339j 0.00299837-0.0070401j -0.00604561-0.0122344j -0.00635992+0.0111591j 0.00494821-0.0113333j 0.00560481-0.00273121j 0.00135344+0.0189465j -0.00234275+0.00258941j -0.00532033-9.18369e-05j 0.00164772-0.00872748j 0.00246901-0.00279371j -0.00510924+0.000159048j 7.98119e-06+0.0118349j 0.00305765+0.000141607j 0.00269209+0.00436099j 7.74496e-05+0.00100898j -0.0017954-0.00859734j -0.00447434+0.00279082j 0.00239276+0.000250181j 0.000320649+0.000568184j 8.36026e-05+0.00555232j -0.00279913+0.00545895j -0.00105707+0.000533207j 0.000439568+0.00579935j -0.00572861-0.0154991j -0.00213847-0.00906783j -0.00082311+0.0147393j 0.00388172+0.00650395j 0.00373466-0.0101173j 0.00209006+0.00086409j -0.00262379-0.00760398j -0.0034512+0.00318457j 
-0.00313651+0.0148821j -0.0106667-0.000638111j 0.0108074-0.0244845j 0.0185324-0.000183428j 0.0141919-0.0176409j -0.0145756-0.0079024j -0.0201512+0.0160992j -0.0205219+0.00941901j -0.00451362+0.00975209j 0.00664105+0.00671231j -0.0243761+0.00623774j -0.00698309+0.0037841j -0.0259538+0.0087432j 0.00991192-0.00120192j 0.0339072+0.00316423j -0.015991-0.011412j -0.00610496+0.00359037j -0.0175048+0.0103294j 0.0152107+0.00188122j 0.000239766+0.00850747j 0.017649+0.00184549j -0.0240975-0.00913095j -0.00424624+0.019217j -0.00202143-0.000509599j -0.0222862+0.00169159j -0.0120855+0.012911j -0.00821512+0.0139303j 0.00277107-0.000914817j 0.0062824-0.00807311j -0.0275967+0.00801438j 0.00810922-0.00925539j 0.0012743+0.002547j -0.0136108-0.000638991j -0.00364668-0.000555947j -0.0029513+0.00418807j 0.00269923+0.00758829j 0.00343841-0.0163081j 0.00527654-0.0102873j -0.00042566+0.00053722j 0.00274626-0.00946433j -0.00246861-0.0108679j -0.00874252+0.00540232j 0.00440774+0.000603369j -0.000420816+0.00652457j 0.00581163-0.00338297j -0.000124619+0.00334365j -0.0010431+0.00901256j 0.004098-0.0080263j 0.00609558+0.00462341j -0.00816913+0.0059266j 0.00220173+0.00303277j 0.00724226-0.00163694j 0.00426556+0.00129727j 0.00102859-0.00324332j -0.00229009-0.00400526j -0.00288755-0.00231171j -0.00123535-0.00559685j 0.00677068+0.000209233j 0.0101126-0.0102287j -0.00410282+0.0114286j 0.0172255+0.0205105j -0.00454352-0.00700543j -0.00306209+0.0175009j -0.00220212-0.0224403j 0.0102764+0.0229704j 0.0119285-0.00728332j -0.008928-0.0282191j -0.0054364-0.018923j -0.00702595+0.0012403j 0.00525432-0.00553192j 0.00158734-0.0037806j -0.0017974+0.00529643j 0.00266734+0.00135192j 0.00134461-0.00225723j 0.00229462-0.00228377j 0.000268619-9.51401e-05j -0.00298254+0.00190861j -0.00558934+0.00244306j 0.00118317-0.00271058j -6.2844e-06+0.00349784j 0.0011732+0.00112973j -0.00161637-0.00202057j -0.00208932+0.00855886j -0.000406384+0.00598137j 0.00633895+0.000284517j -0.00191022+0.004075j -0.0026783+0.00137545j 0.00953394+0.00577823j 0.000438981-0.00490786j 0.0027382+0.003303j 0.00594267+0.0128636j 0.0160241-0.00244079j 
-0.00915685-0.0113807j 0.00543337-0.0187642j 0.0183943-0.00563899j -0.00779191+0.0121175j 0.00943417-0.00293512j -0.0183447+0.0155261j 0.012262+0.00520518j -0.00380305+0.00337037j 0.00056834+0.00941199j 0.0230044+0.0116262j 0.000975012+0.00789727j -0.027181-0.00122949j 0.00669315+0.00774749j -0.00522088+0.00410383j -0.00489027+0.00063566j 1.27181e-05-0.0164777j 0.020402+0.00500141j -0.00732375-0.0178281j -0.0137895-0.01283j 0.0182728+0.00672841j 0.0046489+0.0198275j 0.0223581+0.0151734j 0.00018213-0.00486159j 0.0219165+0.0124493j -0.00176755-0.0316686j -0.0214818+0.0188709j -0.0407324-0.00112581j 0.00324571-0.00506439j 0.00665545+0.0164336j 0.00812064-0.00703724j -0.0015345-0.00293478j 0.00799822+0.00963987j 0.000134554-0.0136906j 0.00484586-0.00249266j -0.00310818-0.00706341j -0.000225778-0.0102026j 0.00236493+0.0276535j 0.00682593+0.00721026j -0.000914076-0.00709776j 0.00675667-0.0164393j 0.000198232-0.00876647j -0.0013523-0.000308712j -0.00464898+0.00759091j -0.00259301+0.00798601j 0.00282365-0.000392876j -0.00302922-0.00729219j -0.00110527+0.0125465j 0.0014615-0.00502926j 0.00349741+0.00486408j 0.00140566+0.0161066j -0.000485369-0.00114744j -0.00625684-0.00610928j -0.0011116-0.00550429j -0.000788644-0.00361601j 0.0044582+0.014408j 0.00556186-0.00468779j 0.00537156+0.00807971j 0.00591993+0.000257677j 0.00754931-0.0160824j 0.00216013-0.000315256j 0.00227571+0.0128782j -0.0104722-0.0423971j -0.00413934-0.0401607j 0.0178271+0.0182822j -0.00744721+0.0210937j 0.000971852+0.0211222j 0.0015561-0.00178994j 0.00229959-0.0127651j -0.0040318-0.00868841j 0.00313202-0.00118468j 0.000635104-0.00687294j 0.000442717+0.00657916j 0.000584793+0.0170817j 0.000948218+0.0079396j 0.000389332-0.00383413j 0.000436519-0.00141412j -0.00230867-0.00479974j 0.00265092+0.0132157j 0.000236043-0.00123184j 0.00358265+0.00343897j 0.000874225+0.00779023j -0.00204821+0.00523055j 0.00516149-0.0130447j 0.000789867-0.0013616j 0.00536409-0.00802533j 0.00289517+0.014578j 0.00414742+0.00615315j 0.0069723+0.0106653j 0.00507467+0.00736517j 0.00205149-0.010569j -0.0156757+0.0109871j 0.00704278+0.028402j 
0.00457994+0.00133335j 0.000121735+0.00228579j 0.00108859+0.00694992j 0.0124482-0.00993016j 0.000856312-0.006061j 0.00142446-0.0131601j 0.00281045+0.00650638j 0.00577808-0.011076j -0.00752149+0.00376697j -0.0071574+0.0227851j 0.00103113-0.00184458j -0.000974687-0.0187474j -0.00767357+0.0217459j 0.00192448-0.00628799j 0.00111998-0.00324516j -0.00433668-0.00405252j -0.0177936+0.0259907j -0.00816411+0.00543162j 0.000669222-0.00361815j 0.00331543+0.0175803j 0.000889102+0.0141989j -0.000880393+0.0180235j 0.0147427+0.00948696j 0.00771735-0.000252769j -0.0101673+0.00614274j -0.00798841-0.0014692j 0.000514952-0.023405j -0.00145162+0.00542847j 0.0147604-0.00142653j -0.00937118+0.016142j 0.00238616-0.00635988j -0.00882842+0.00494178j -0.0105869-0.00167825j 0.00425044+0.00306088j -0.00374522+0.011546j -0.0111966-0.0117786j 0.00911365-0.00300037j 0.00586375+0.00387573j -0.00401191-0.00124636j 0.00273392+0.00262647j -0.00114369-0.00562922j -0.00486891+0.0100952j -0.00250777-0.0144097j 0.000545468-0.00691098j 0.00278585-2.95803e-06j 0.00114418-0.00396777j 0.019728-0.00275773j -0.00724699+0.00163228j -0.00095813+0.0102901j 0.00591666+0.00778541j 0.00204458-0.00736326j -0.0112063-0.00997266j -0.000676963-0.00534453j 0.00656831+9.67035e-05j 0.0325249+0.0118833j -0.00346876+0.00394518j 0.0146008-0.00160385j 0.00130109+0.00575204j 0.00793746+0.00428854j 0.000309801-0.00113101j -0.00988586-0.00582623j 0.0149685-0.010501j 0.0113755+0.0075529j 0.00965329+0.00112406j -0.0315932-0.012037j 0.0104207+0.0047894j 0.0107174-0.000139679j 0.00626914+0.00417857j -0.00130998+0.00256007j 0.000615452-0.00063224j -0.000166716-0.00485669j 0.000465652-0.0012202j 0.00020248+0.00765128j -0.000371775+0.00298497j 0.00407887-0.000532329j -0.000518499-0.001391j -0.00241281+0.00254451j -0.011231-0.00729422j 0.00884814+0.00251668j 0.00393371-0.00310562j 0.00173982-0.00537677j 0.00771504+0.00510152j -0.00860727-0.00447355j -0.00435591-0.00721271j -0.015778+0.00139609j 0.00960275+0.00658835j -0.00301466+0.0177067j -0.00893191-0.00283049j -0.000749128-0.0221216j -0.00607906-0.00530313j -0.00687925+0.0199283j -0.0235134+0.000148348j 
0.00146389+0.0046948j -0.00151967-0.00148492j 0.00621769+0.00235783j 0.00327702+0.00700276j -0.00390878+0.00865265j -0.00376104-0.0024805j 0.015903-0.0028281j -0.00733267-0.0212017j -0.00872282-0.00930721j -0.00619064-0.0117272j -0.00935603-0.0104329j -0.00225822-0.00361953j 0.00439459-0.000260646j -0.00404555-0.00729741j 0.00192551-0.00305145j -0.00227421+0.0158379j -0.0105444+0.0142513j 0.0057056-0.000188267j -0.0058593-0.0139664j 0.0111117-0.0383785j 0.0101827+0.0108509j -0.00407403+0.0190245j 0.00343561-0.0204034j 0.00229865-0.0124464j 0.0132989-0.0138825j -0.0114914-0.0136293j -0.0137396-0.0156379j 0.0061184+0.01254j -0.000991756-0.00199978j 0.00015828+0.00222266j -0.00036793-0.00965695j 0.00592616+0.00920688j 0.00921141+0.00442882j 0.00417721-0.00439399j -0.00734719+0.00163162j -0.00152675-0.00956771j -0.00200017+0.00662802j 0.00413739+0.002862j -0.00630007-0.00882908j 0.00349628-0.00918722j -0.00413978-0.00999511j -0.00126852+0.00925977j -0.00118147-0.013115j -0.00675679+0.00257267j 0.00675113-0.0087942j -0.00645164-0.00544235j 0.00712969-0.0200088j 0.00136816+0.0150101j 0.00443756-0.0028761j -0.00393614-5.19373e-05j -0.000473992+0.00959822j 0.00345016-0.0128677j -0.00320052+0.00790753j 0.00929646-0.0266739j 0.00423321-0.00883656j -0.0129232+0.00577329j 0.00309467-0.0102254j 0.00862282-0.0177753j -0.0131433-0.0063761j 0.01283+0.0314601j -0.00754431-0.0252212j 0.00783089+0.0141326j -0.0066196+0.0169964j 0.00430563-0.00911246j 0.00360104+5.46152e-05j 0.00863906-0.0212363j -0.0107688+0.0155091j -0.00152887-0.0044147j -0.00672781+0.00851116j 0.004934-0.0176594j 0.00324687-0.0130436j 0.00427924+0.00472927j -0.00895754+0.0144235j -0.00230071+0.00421975j -0.000806527+0.00239215j -0.000282294-0.00514321j 0.00542776-0.00329751j -0.0105157-0.0216563j -0.00490232-0.0082055j 0.000366398+0.00356294j -0.000654203-0.00216129j -0.00626038-0.00044416j -0.00260431+0.010733j 0.00085412+0.0141785j 0.00107385-0.0123073j 0.00515679+0.00835737j 0.00213341+0.0296077j 0.0119673-0.0211883j -0.00837781-0.0176973j 0.0112153-0.0138775j 0.00133622-0.00514248j -3.39401e-05-0.00848949j 
