0.000931619+0.014479j 0.00986468+0.0396844j -0.0110044+0.0036151j -0.041059+0.0487847j 0.00310011+0.00503216j 0.0154276-0.0142076j -0.00908706+0.0706325j 0.00443977-0.00146429j -0.0123102+0.00339753j -0.014553-0.00779203j 0.000789301-0.0162863j 2.79063e-05+0.00814864j -2.84536e-05+0.0252004j 0.0076522-0.0178023j -0.0193704+0.00262361j 0.011119+0.0199349j 0.00568753-0.0232754j 0.000189041+0.0341417j -0.0219429-0.00200234j -0.0153453-0.00900049j 0.00294939-0.00341373j -0.00597726-0.00032296j -0.00210983+0.00310505j 0.00538124-0.022302j -0.00099347-0.00792108j 0.00949548+0.00676247j -3.07095e-05+0.0309627j -0.00459213-0.00727819j -0.00215991+0.02069j -0.0135209+0.00549213j -0.00402305-0.024867j -0.00322649-0.00250814j 0.0103974-0.00608273j 0.0118088+0.0165114j -0.00481961+0.0183738j 0.00601649+0.007222j -0.000706234-0.00134338j 0.0101024-0.00217066j 0.00700413+0.0215891j 0.0134595+0.00895673j 0.00874585-0.0271148j 0.0333143+0.0234711j -0.0053554+0.0282116j -0.0168914+0.0189847j 0.00938383-0.0325963j -0.00616264-0.0284696j 0.00361466-0.0200641j -0.00012532+0.0203842j 0.0361724-0.00751778j -0.013764-0.0335102j 0.0070093-0.043191j -0.0162047+0.00473607j -0.0448045-0.0488145j 0.00817052-0.0115078j 0.0033962+0.0274423j -0.0414744+0.0209915j -0.0176852-0.0398611j -0.00208817+0.00106512j 0.0291041-0.0494738j 0.0285954+0.0640755j 0.0370602+0.0279778j -0.0297291-0.0285721j -0.0198774-0.0040684j -0.00478177+0.012233j -0.00258861+0.00174833j -0.0384245-0.0627489j -0.0268465-0.0263165j 0.0666491-0.00365072j 0.084388+0.110406j -0.066972+0.00468865j 0.0963249+0.146193j 0.0445106-0.000412246j 
0.00631429-0.0155563j 0.0153703-0.0337096j 0.0104963+0.0243439j 0.0547688-0.0158023j 0.0119264-0.00248985j -0.0026627-0.0221358j 0.0304949-0.0162502j -0.00922325-0.0109626j 0.034593-0.0108116j 0.0226065+0.00848356j 0.00538858+0.0115823j 0.0113117-4.75702e-05j -0.00950592-0.000191011j 0.00485287+0.00918414j 0.0277093+0.00357891j 0.00121469+0.00987627j -0.0189006-0.00449347j -0.0131241+0.014607j 0.0144861+0.00646402j -0.0146464-0.00347922j 0.00946371+0.000451332j 0.0154682+0.01841j -0.00485147-0.0115832j 0.0298369+0.0135924j 0.00370947-0.0374836j 0.0148154+0.0136153j -0.0128815+0.00388485j 0.0091231-0.0144105j -0.00586057-0.0131146j 0.00366564-0.00838387j 0.0224139+0.00450182j 0.0168766+0.00114231j -0.0130147+0.00342605j 0.0181065-0.0144527j 0.000222389-0.0116795j -0.0210629+0.00888666j 0.0216486+0.00281251j 0.0078399-0.0238859j -0.0101703-0.00869054j 0.00133639+0.00523367j -0.0127881+0.0047666j 0.000221102-0.00295129j -0.00732715+0.00362329j 0.0137719-0.0157603j 0.0182994+0.0192819j 0.000705487-0.00733995j -0.000769603+0.0066389j -0.0102374-0.022558j 0.00644606+0.00227343j -0.0065461-0.022805j -0.0146351+0.00872146j 0.0520853+0.000750315j 0.00941842+0.00956025j -0.00687978+0.00896666j -0.00767074+0.0253131j 0.00646473+0.00369957j 0.0138286+0.00104071j -0.0150156-0.00547988j 0.00820893+0.0135072j 0.00988964+0.0255787j 0.0123549+0.0219918j 0.000425037+0.01809j -0.00718619-0.0154121j 0.00183479-0.0180977j -0.00810465-0.0204045j -0.0206775+0.0283233j -0.0140238-0.0458584j 0.0146784+0.00805006j -0.0286711-0.0107795j 0.0193912-0.00243367j 0.00063829-0.00241993j 0.0233222-0.00114903j 
-0.00875654-2.28131e-05j 0.0114095-0.0234427j 0.000631641+0.00951439j 0.00955308-0.0180647j 0.0263865+0.010615j 0.0214769-0.0102623j 0.0019289+0.0194783j 0.0220955+0.00942591j 0.00403565-0.0140888j 0.0112409+0.0186812j 0.0285306+0.0186587j 0.013107-0.00046754j -0.0091256-0.00156836j -0.00786371+0.012986j -0.0135756+0.0121856j 0.00768067+0.0136835j 0.0038134+0.00326262j -0.0155994-0.00342155j -0.000414071+0.0165946j -0.0136509+0.00285919j 0.00305043+0.00769868j 0.00848415+0.0192614j -0.00851322+0.00130719j -0.000838884+0.0284177j 0.000123848+0.00544438j 0.000329402-0.00960294j -0.0212868-0.0200798j 0.0032311-0.0346169j 0.0184798-0.0184583j -0.0170357-0.00306474j 0.0240726+0.00755131j 0.0103162+0.0199587j 0.00232336+0.0116499j -0.00798733+0.0140877j -0.015412+0.0246193j -0.00960509-0.0293808j 0.017211+0.00549775j 0.00564428+0.00395449j -0.000809061+0.00198169j 0.00205105+0.00266051j -0.00408014-0.00499607j 0.00752155-0.0297163j -0.019389+0.0141336j -0.0355568-0.00170551j 0.00586853+0.0149858j -0.0091946-0.0206209j 0.0365272+0.0226208j 0.00257558-0.0223593j -0.00345377-0.00358502j -0.0154133-0.00920134j 0.00668415-0.00392917j 0.00495426-0.00719453j 0.0301735-0.00196515j 0.012064-0.0121006j 0.0019091+0.0204492j -0.017802+0.0359274j 0.00842377+0.00780916j -0.00403749-0.0181724j 0.0343895+0.0117292j 0.0128058-0.0035024j 0.00637307-0.0133967j 0.00176331+0.00889693j 0.0042458+0.0207357j -0.000374335+0.00899935j -0.0283704-0.0138417j -0.0223961+0.0277443j -0.0198287-0.0149044j 0.0180037-0.00349805j -0.00744642-0.00145982j 0.00751379+0.0114932j 0.000426772-0.00733635j -0.00207323+0.00198611j 
-0.00912467-0.00085651j -0.00527234+0.0145229j -0.00315315-0.00520937j -0.0218559+0.0140713j 0.0025342-0.00693367j 0.00710677-0.0221299j -0.000256396+0.0214778j 0.0211075-0.00631286j -0.00635651+0.00611738j -0.00103284-0.00406319j 0.00901399-0.0132658j -0.0075985+0.00842648j 0.00822499+0.0103358j -0.0180984-0.0156407j 0.00534673-0.00314056j 0.0284465-0.00185208j -0.0129562-0.0130433j -0.0029442+0.0264692j 0.0104547-0.0111108j -0.00977947-0.0166872j -0.00743538-0.00117601j -0.0181991+0.0307754j 0.015832-0.00275934j 0.00775285-0.0290878j 0.00491174+0.00640215j -0.021513+0.0153809j 0.00555143+0.0148458j 0.00443936+0.0270952j 0.00189372+0.0289496j -0.00299054+0.000694906j -0.00635124-0.00862024j -0.00793104-0.0285238j -0.00622194-0.00719375j -0.00739363-0.0010576j -0.0349799+0.0132763j 0.0499869+0.0193769j 0.0120744+0.0121221j 0.0118177+0.0240513j -0.0189064-0.0064012j 0.0244824+0.0116758j 0.0298851-0.0156515j 0.00953378-0.00251179j -0.0184311-0.0148189j 0.00742392+0.0100169j -0.0181609-0.0126513j 0.00423489+0.0161159j -0.00440097-0.0204068j 0.0154805+0.0248163j -0.00248324-0.0166246j 0.0114769-0.00979138j 0.00582756+0.00247754j -0.0034732-0.00137132j -0.00999547-0.00881966j 0.0154742-0.0029501j 0.00361817+0.0047928j -0.00374138-0.0157949j -0.015808-0.0135673j 0.0109196-0.00304811j -0.00698868-0.0125552j -0.00472431+0.0214436j -0.00494169+0.00151798j -0.00805393-0.00521705j 0.0115918-0.00787795j 0.0065829+0.00758723j -0.00409393+0.0141165j -0.0179006-0.00523328j 0.00967057-0.00669619j 0.00913386+0.00837264j 0.0115885+0.0175597j -0.00769445+0.000231276j -0.00174098+0.012411j -0.00535482+0.000669389j 
0.00102251-0.0129376j 0.0115694-0.0195603j -0.0322131+0.0184928j 0.0351894+0.00513386j -0.00241041+0.010246j 0.0122204-0.00487912j -0.0122024+0.000868749j 0.0252152+0.00279898j 0.00367055+0.00670411j 0.00426457+0.0121928j 0.0224016+0.00277754j -0.0203187-0.00585128j -0.0268215+0.00936311j -0.000400668+0.0400758j 0.0114532+0.0106747j -0.0251017+0.000342754j 0.0113966+0.00537747j -0.0120412+0.0117393j 0.0156054-0.000142975j 0.00217-0.0125562j 0.0177451-0.0214202j -0.00560604-0.0238707j -0.014407+0.00908128j 0.00443199+0.0196306j 0.00817345+0.00300865j -0.0219805-0.00339382j -0.0291377-0.00552861j -0.00620894-0.00963967j -0.00477332+0.00136349j -0.014357+0.0247054j 0.000572568+0.0131659j 0.0172036+0.000148355j 0.0114449+0.018682j 0.00557472+0.00466167j 0.00284721-0.00144424j -0.00522767-0.00232597j 0.0130147+0.00945521j 0.0041458+0.00586376j -0.0118905-0.00998684j 0.00923955+0.00147897j 0.0152994-0.00975161j 0.00519005+0.00100918j -0.0117542+0.00672272j -0.0148722+0.00165689j 0.0490331+0.0186127j 0.00596305-0.00508647j 0.00225233-0.0143122j -0.0334211+0.0109595j 0.00251437-0.0027161j -0.01627-0.0113815j 0.0104066+0.0159395j 0.0151518+0.0235127j 0.0166376-0.0111285j 0.00935088+0.00517131j 0.007986+0.0207707j -0.00274221+0.0105138j 0.0172818-0.0144924j 0.0205831-0.0135388j -0.0266366-0.00552976j -0.00670371+0.0111817j -0.0141051+0.0206177j 0.00918921-0.0199294j -0.00816577-0.000687522j 0.0210061+0.00324622j 0.00474875-0.00603695j 0.000881524+0.00963525j -0.0212819-0.0058651j 0.0098426-0.0112692j 0.00729953-0.0115531j 0.0252942+0.0106088j -0.00518405-0.00853588j -0.00859668-0.00134141j 
-0.0118108-0.00329318j 0.0137296-0.01724j 0.0173691+0.00919207j 0.0098368-0.0199634j 0.0287768-0.00683098j 0.00601643-0.00994003j 0.0251731-0.0119455j -0.00262206-0.00919316j 0.010065+0.0232259j 0.00262109+0.0129334j -0.023305-0.0022049j 0.00726763+0.0115791j 0.0262288-0.0127039j -0.0148444-0.000911257j 0.0285812-0.0285765j 0.00125006-0.0159145j -0.00221172+0.0123463j 0.00772505+0.0204012j 0.00341937-0.0191455j -0.0108543+0.0115196j -0.00307294+0.0122359j 0.0102146-0.011457j 0.0164323-0.0215706j -0.0136089-0.0214738j -0.00484472+0.00088428j -0.024737+0.00301695j 0.0171076-0.00197603j 0.0150145+0.0233091j 0.01304+0.0253245j 0.00506909-0.00595858j 0.0167393-0.00695605j 0.00402265+0.00226829j -0.00662929+0.00897445j 0.00187898+0.00479418j -0.0129378+0.0253649j 0.0117862+0.00636314j 0.0111877-0.0178043j 0.0086439+0.00308006j -0.0333158+0.0184862j 0.019535-0.000422922j 0.0147553+0.00478471j -0.0322117+0.000197443j -0.0139854-0.00376294j 0.0283206+0.00978253j -0.0273016-0.0230031j -0.0106237+0.000266999j 0.0137814-0.0150918j 0.0304392+0.0192213j 0.00649915+0.0187642j 0.0252338+0.0278608j 0.0116115-0.0123254j -0.0069146+0.016522j 0.0486906-0.00739749j -0.00729773+0.00184193j -0.00866258-0.0115788j 0.0347128-0.00769616j 0.00167413+0.000615126j -0.0313285+0.0150227j 0.000157221+0.00790891j 0.00384181+0.00301825j -0.0103155+0.0032506j 0.00995017+0.00607974j -0.0055543-0.00458731j -0.0247272-0.00133306j -0.0104574-0.00119726j -0.00022353+0.00520987j 0.00851515-0.00291471j -0.00895847-0.000400416j -0.0130043-0.00693749j 0.0133235-0.00667519j -0.00162011+0.00145985j 0.00406043-0.00336929j 
0.00589945+0.00507341j -0.011105+0.0241764j 0.00979569-0.0160094j -0.0286065+0.0111085j -0.0160019-1.22071e-05j -0.00983794+0.0272725j -0.030389+0.00192698j -0.00879847+0.00924923j -0.00630995+0.000421442j -0.00680784-0.00600409j 0.000970893+0.00430827j 0.0124482+0.0115472j 0.0089536+0.0133434j -0.0067452-0.00215502j 0.0103456-0.000964544j -0.00734295-0.0152596j -0.0124991+0.00690791j 0.0286292+0.00923901j -0.0237701-0.0120383j -0.0111546+0.00270674j 0.00212793-0.00292862j 0.0192438+0.00387854j -0.0282044+0.00500061j -0.0330005+0.00588233j -0.020068-0.0108483j -0.00274296-0.0129865j -0.00390467+0.0175682j -0.0163981+0.00315743j 0.0343426+0.0278248j -0.00132281+0.00562374j -0.00172003-0.000346877j -0.0163744-0.00524424j 0.0026561-0.0186821j 0.0191279+0.0204259j -0.00266094-0.00968042j -0.00991576+0.0004023j -0.00362002+0.000440578j -0.00527379-0.000746285j -0.00742968-0.00525072j -0.00978222+0.00515193j -0.0127534-0.0155303j -0.0142961+0.0104908j 0.00980961-0.00748541j 0.00610549-0.01336j -0.0157587-0.0126012j 0.00065689+0.0168935j -0.00264632-0.0106325j 0.0067319+0.0146082j -0.00277346+0.00216928j 0.00646483+0.0113985j 0.00467951-0.00316645j -0.00556245-0.0085499j -0.0261866-0.0141161j 0.00906024-0.0151881j -0.00632766-0.0179409j -0.00614011-0.00902996j -0.0261475-0.00913447j -0.0103362+0.0107998j 3.21883e-05-0.00894466j 0.00798891-0.00625824j 0.00104092-0.0343731j 0.0298161+0.00689586j 0.000972188+0.00470534j -0.00702142+0.0139821j -0.000648543+0.00393011j -0.00487498-0.0170711j 0.0119328+0.012229j -0.00707133+0.0040336j 0.0111554+0.0118967j -0.0187331-0.00351513j 0.00457518+0.00455665j -0.000891973+0.00441305j 
-0.00369223+0.00273344j -0.00136831+0.00146783j 0.00762073+0.00249441j 0.00134339+0.00396215j -0.0101983-0.00265716j -0.0121809+0.00273345j -0.00218594-0.0099601j -0.0131202-0.010665j -0.00918296+0.00723889j -0.016583-0.0117971j -0.0169124-0.00260035j -0.00817703+0.0041873j 0.0140874-0.00253867j -0.00657517-0.00964956j 0.0127679-0.00353939j 0.0118959+0.00389987j -0.0037759-0.000876535j 0.010539+0.00161405j 0.0123563+0.0194067j 0.00185682+0.00723259j -0.0121281-0.00525406j 0.0102047-0.00343137j -0.00963171+0.0100249j -0.0193468+0.000757017j 0.00064892-0.00422048j 0.00677026-0.0022293j -0.00633876-0.0265269j 0.000381751+0.0014916j 0.013349+0.00260939j -0.00120624+0.020656j 0.000107118+0.0072714j -0.00547612+0.00973267j 0.0188885+0.00986602j 0.0177235+0.0102635j 0.0151558-0.0217226j -0.00752118-0.0121576j -0.0017448+2.77026e-06j -0.00404968+0.0112685j 0.00331812+0.0166124j -0.0130882-0.0068436j -0.00652718-0.0123043j 0.00982651+0.026027j -0.00532323+0.00280079j 0.00410332+0.0028611j -0.0252203-0.0165936j 0.00713707-0.000962581j 0.00297186+0.00234462j -0.00152514+0.0081172j -0.00447839+5.35469e-05j 0.0097236-0.0090869j -0.00559103+0.00461677j 0.0124991-0.00102983j -0.00956786-0.0165905j -0.0220379+0.0136195j 0.00165414-0.00031718j -0.00675792-0.0158592j 0.00829053-0.0178835j 0.00362978+0.00187045j -0.00877134+0.00456532j 0.0123923+0.0166029j 0.00502646+0.0101458j 0.00128422-0.00641745j 0.00479849-0.000721344j 0.00307143-0.00209215j 0.0104709-0.000228526j 0.00169392-0.00962166j 0.00525593+0.00780934j 0.00185042-0.00198517j 0.0120098+0.00503479j -0.0120444+0.00730504j 0.00834018+0.0098528j 0.00892343-0.00236004j 
0.00623154-0.00462559j 0.00910971-0.00616215j -0.0243075+0.0272096j -0.00232701+0.0120121j 0.0108703+0.0270314j 0.0387359+0.0293307j -0.0410839+0.00969478j -0.0137683+0.0106814j -0.00859074-0.00898028j -0.0162982-0.014205j 0.00779115-0.00625948j -0.0142533+0.00186183j -0.00755162-0.0180722j 0.00862625-0.00307865j -0.0129277-0.007767j 0.0394651+0.0201093j 0.0347578-0.0152228j -0.00489623+0.00601766j -0.00306682+0.0157025j -0.0270017-0.00103419j 0.0026275-0.0457957j 0.018701+0.0329567j -0.0112809+0.012224j 0.00811489+0.00951901j 0.00323707-0.0109832j -0.010937-0.00244358j -0.0280442+0.00741248j -0.0295633+0.00376305j -0.0170877-0.00124525j -0.0118056+0.00322267j -0.016603-0.000925798j 0.0165276+0.00602271j -0.023151+0.0047319j 0.0203651+0.0161791j -0.00738331+0.00807677j 0.0245482-0.0158519j -0.000864632+0.00407881j -0.00742425-0.00829715j 0.0129569+0.0173397j 0.0073057-0.00565929j 0.0292148+0.00597648j 0.0257761-0.0153485j -0.01952+0.00617245j 0.0277367+0.0267587j -0.00160485-0.0234255j -0.00361353-0.00182481j 0.0145753-0.018502j -0.024115-0.0109707j 0.010468+0.006478j -0.00661852+0.0108546j -0.00407006-0.0121874j 0.00143512+0.00877934j 0.0011646-0.00620159j -0.00391984-0.0178504j 0.0114283-0.0245739j -0.00595198+0.00991602j -0.00263299+0.0114606j -0.00224986+0.00379629j 0.0168359-0.0155744j -0.0103433+0.0011131j 0.000317983-0.0122028j 0.0131881-0.00633442j -0.00403878-0.00229767j 0.0210786+0.0190547j -0.0127832-0.0143462j -0.00450376+0.0131063j -0.000520079+0.00163765j 0.00178957-0.0125425j 0.0117952+0.007168j 0.00489284+0.00917833j 0.00207208-0.00047372j -0.0116042-0.00117417j 
-0.00511205+0.0058204j 0.0139374-0.0332161j 0.00567809+0.0222673j 0.0532827-0.023105j 0.020572-0.00623969j -0.0147913-0.0211813j 0.0431465-0.0186515j 0.00731916-0.0174872j 0.0135141-0.00596961j 0.0371894+0.0104368j -0.0120704-0.020027j -0.0300887-0.0226594j -0.00594977-0.00749316j -0.0198833-0.00143808j 0.022425-0.0136308j 0.0129401+0.00918802j -0.0152216-0.0121385j -0.0152151-0.00657896j -0.00302376-0.00895597j -0.00291406-0.00851201j 0.00325146-0.0170562j 0.00334771-0.00318382j 0.000761397-0.0237914j 0.00917496+0.0218072j -0.0056596+0.00987082j -0.00538513-0.00176424j 0.033043-0.0214454j 0.00742745-0.00288641j -0.0105644-0.0017488j 0.0166635-0.0234125j 0.0128066+0.0118867j 0.00870582+0.000494526j -0.00948764+0.00343556j 0.0118865-0.00295056j -0.00765054-0.0255845j -0.00736737-0.00924548j 0.0163728+0.017225j -0.00110145-0.0071138j -0.0197075-0.0017625j 0.0303701+0.0060083j -0.00562848+0.0195896j -0.0111065+0.0294157j -0.0244946+0.000939343j 0.00642655+0.0050926j 0.0463745+0.0204264j 0.0103459-0.0030052j 0.0146247-0.0161591j -0.00512837-0.012788j 0.000845304-0.00557954j -0.0249331-0.0183586j 0.00667376-0.000167474j -0.00316425+0.0298989j -0.00503542-0.00300342j -0.017008+0.0108744j 0.00402938+0.00303705j -0.00623774-0.00318866j -0.00145438+0.00490555j -0.0158197+0.0017155j -0.0233229+0.00364977j 0.023912+0.00282293j 0.00445556+0.022852j -0.00925914+0.0218739j -0.00512054-0.00205032j -0.0158683-0.0111635j 0.00240699+0.00167108j 0.0111556+0.0196505j -0.0131273-0.00423625j -0.00951995-0.00514006j -0.0215546-0.0177071j 0.00664011-0.014365j -0.00933778-0.00813875j 0.0164084+0.00522908j 
-0.00852626-0.00523652j 0.0161808-0.0191889j 0.00841012+0.0068547j 0.00280591-0.0139032j 0.0197498-0.00365163j 0.0122232-0.00183872j -0.00727821-0.00457901j -0.00615946-0.00184968j -0.0154583+0.024565j -0.00981106-0.00162957j 0.00900679+0.00658883j -0.00216003+0.0171523j -0.00605378+0.00753727j 0.0287561+0.0080585j 0.00777151-0.00277855j -0.016848+0.00916542j -0.0111478+0.00872181j 0.00198209+0.00823609j 0.00794363+0.0192245j -0.016922+0.0208406j 0.0132277-0.0125384j -0.0189701-0.00183302j -0.00299905+0.00944965j 0.00171392+0.0172001j -0.00975791-0.0148002j -0.0151649+0.00484083j -0.0131071-0.00241574j -0.0328112+0.000122265j 0.00995447-0.00205715j -0.00767775+0.00140736j 0.0013335-0.00581725j 0.00816784+0.00895895j 0.0107773+0.00295364j -0.010517-0.00466152j 0.0170837+0.00961301j 0.0147694-0.011894j 0.00680236+0.000867362j -0.00753626-0.0222995j -0.00444787+0.0115593j -0.00133287-0.0366712j 0.017561-0.0161934j -0.0262114+0.01461j 0.00159623+0.0165548j -0.00211816+0.00277824j -0.0212495-0.00381127j -0.00479508+0.0121126j 0.0182984-0.0194761j 0.00407579+0.012067j 0.0251809-0.00190097j -0.00640847+0.00668639j 0.000735699-0.00163707j -0.0363786+0.00155437j -0.0246703-0.0180756j -0.0276116-0.00652298j -0.000198267-0.0232563j 0.0290623-0.00132497j 0.0123254+0.0216663j 0.00706907+0.00828927j 0.0140358+0.00953035j 0.00722403-0.0167471j -0.0121106-0.000181453j 0.0220878-0.00198636j 0.00970204-0.00464441j 0.00750555+0.0105212j -0.0158548-0.0225028j -0.0228183+0.0024816j 0.00517828-0.0197818j -0.00745764+0.0062007j 0.00306804+0.0071855j -0.00327875+0.010226j 0.0074905-0.00732021j -0.00504322-0.00015717j 
0.0226249-0.0174082j -0.0288497+0.0398875j -0.0363822-0.0077084j -0.023005+0.0337745j -0.0145557-0.00826467j -0.00262886-0.0162823j 0.000586344-0.00239391j 0.00076257-0.0220106j -0.0145535+0.0202166j -0.023083-0.0300034j -7.70856e-05-0.00765293j -0.0062394+0.000272308j 0.0056289-0.00123921j -0.00819288-0.00923528j -0.0110354-0.00561996j -0.0029537-0.00373696j 0.00710129-0.00747617j 0.00299659+0.0243139j 0.00281478-0.00942805j 0.00528895-0.00594253j -0.00285852+0.0024733j -0.00957669-0.0169911j 0.000999731+0.00581389j -0.00645324-0.011238j -0.00688619+0.00108694j 0.00847036+0.00332654j 0.0263382+0.0205026j -0.00437163+0.0012528j 0.00701143-0.000920347j -0.0234137+0.0130734j 0.0112353-0.00454204j 0.0063038-0.0172199j 0.0187769-0.00382581j 0.00119119-0.0104715j -0.0153403+0.00785156j 0.00515321+0.0280428j 0.00882616+0.0175793j 0.0222686-0.0114979j 0.0119824+0.00610196j -0.0126862+0.00367785j 0.0134062-0.00397238j 0.0277507-0.0132431j 0.00604771-0.0137835j -0.0103096+0.0286606j -0.00413575-0.0256644j -0.00167801-0.00571052j -0.0312807-0.0107393j 0.000471983+0.0295339j -0.000489655+0.0145718j -0.00865128-0.00997078j -0.0303492-0.0164414j 0.0229797-0.000991892j 0.00454094-0.00785715j 0.00304028+0.00336566j 0.00955979-0.000823192j 0.00768906-0.0138803j -0.00992334-0.00714404j 0.00756+0.000862955j 0.00966505-0.0223829j -0.013378+0.0118132j 0.0109849+0.00466742j -0.00281646-0.0154898j -0.00247948-0.00239183j 0.0148006-0.00891672j 0.000583712-0.0177369j -0.0276767-0.0313256j 0.00734154-0.0229786j 0.00647687+0.00118409j 0.019631+0.0327949j -0.00227144+0.00930717j -0.00355049+0.0100384j -0.00133036-0.00939026j 
0.00721972-0.0162827j -0.0106553+0.00367276j 0.00272282-0.0143117j 0.00170734+0.0121417j -0.0101374-0.00150496j -0.0117283-0.000598832j 0.00580111-0.0249028j -0.0354464-0.00825307j -0.0289645-0.00792948j -0.00755415-0.0333293j 0.00417076+0.00439619j -0.00156928+0.00496539j 0.00313424-0.0083359j 0.0038898+0.0144416j -0.0121277+0.00780281j 0.00147959-0.00832892j -0.0118393+0.0191121j 0.00305878-0.0117377j 0.00335373-0.00736133j 0.00681908+0.0120092j -0.00553436-0.0191801j 0.00658048+0.00519993j -0.00522973+0.012489j -0.0176589-0.00213955j -0.0236931+0.00156564j 0.00270587-0.0111519j 0.00540206+0.0059679j -0.0112001+0.0166185j 0.0165947+0.00490865j -0.00990933+0.00172582j 0.0163461-0.0266835j -0.015745+0.0142164j -0.00556705+0.015485j -0.000727585+0.00661881j 0.00654217-0.0141047j -0.0157646-0.0139697j -0.00835034+0.00173829j 0.0105367+0.00840179j 0.00477229+0.00233566j -0.019062+0.00258625j 0.00317292-0.00408623j 0.0069739+0.0168281j 0.014887-0.0297505j -0.010226+0.000375972j -0.010534-0.00689123j 0.00114825+0.0222908j -0.0245584-0.000641938j 0.0276691+0.0184963j -0.0142649+0.0141047j -0.0200058+0.0159127j -0.0141684+0.0141133j 0.0142113-0.000587261j -0.00634866+0.00260442j 0.00165542-0.000388528j -0.00316029-0.00169417j 0.00375936+0.00107661j -0.011284-0.00828659j -0.00134842-0.00666249j 0.0204338-0.00163865j 0.000727978-0.00173388j -0.000426318+0.00974485j 0.00602149+0.0131576j -0.00449903-0.000364616j 0.00745098+0.00368517j -0.000160992-0.0056488j -0.0213045-0.0159708j 0.0157263-0.0275254j -0.00903393+0.010117j -0.00601012+0.0102483j 0.00319453+0.00201461j -0.00113394-0.00905838j 0.00177757-0.004707j 
0.0105501-0.010849j 0.00475695+0.00876974j -0.0148526+0.0102717j 0.00025882-0.0104707j 0.0123274-0.00390626j 0.00390362-0.0370238j 0.0136941+0.0184751j 0.0257973-0.00525035j -0.00495057-0.00159613j 0.000845045+0.0118136j 0.0143269+0.00331068j -0.0108534+0.0022172j -0.00374674+0.0114618j 0.00797109-0.00426506j 0.00392748+0.00423419j -0.00468243+0.0111264j 0.00355465-0.00400393j -0.000527997+0.00545711j 0.000137599+0.00136506j -0.0114561+0.000302197j 0.0127339-0.00813899j -0.00728207-0.00499085j -0.00604193-0.0281146j -0.00815229+0.0056484j 0.0129149-0.0136535j 0.00647416-0.00940243j -0.00229052-0.00101613j -0.00158547+0.00334264j 0.0127815-0.00444229j -0.00761142+0.0195987j 0.0134163+0.00932444j -0.00927007+0.00941751j 0.0262551-0.00942494j 0.00466541-0.00255581j -0.00225077-0.0109219j -0.00112422+0.0182964j -0.00576176-0.00661466j -0.0140983-0.0147084j 0.00907545+0.0163522j -0.000186416-0.0111424j 0.000190457-0.0067665j 0.00983993+0.0198761j -0.0182999+0.0138297j 0.00270215+0.0236868j 0.00915814+0.00900815j -0.00312187-0.00562993j -0.000788748-0.0185605j 0.0112616+0.00183233j 0.0156901-0.0243951j -0.0159736-0.0350984j -0.0134539-0.0110975j 0.00142834+0.000593121j -0.027768-0.00232053j -0.00956722+0.00537229j 0.0106407+0.00546856j -0.00489398-0.00264589j -0.0100074-0.00178596j 0.00320029-0.00267942j 0.00373185-0.00539941j -0.0005277-0.00485563j 0.0117121+0.00757656j -0.0158947-0.00324912j -0.000848827+0.00328061j 0.00114944-0.00114953j 0.00209953-0.0145297j -0.0104394-0.0106131j 0.000878082-0.0146144j 0.00907348+0.00555711j 0.00404035+0.0166704j -0.01295+0.000473044j -0.000540801+0.00665541j 0.00636619-0.00396562j 
0.00258849+0.00837062j -0.0109621+0.0205765j -0.0051169-0.0108567j -0.0179983+0.00561149j -0.00196951-0.0037599j 0.00810415-0.00198145j -0.0233544+0.0248188j 0.0198692+0.00144215j 0.00279979+0.0160003j -0.00372044+0.00932159j 0.0271959-0.00729118j -0.000960367-0.00326401j -0.0132831+0.0463266j 0.0172119+0.000779329j 0.00712764+0.0454266j -0.0156475+0.00698003j -0.00892821+0.00571488j -0.0118712-0.0187036j -0.00646627+0.0122279j -0.0232917+0.000446584j 0.00508496-0.00322678j -0.0117796-0.00683792j -0.0290403-0.00877683j -0.00657477+0.0150977j -0.0101395-0.00772476j -0.0133801-0.00670157j -0.00351994+0.00606762j -0.0198678+0.00963434j -0.00652161+0.0166573j -0.00182178+0.0118285j 0.00254574-0.0117125j -0.00337185+0.00232754j -0.024176+0.00808577j -0.00162701+0.0226852j -0.0074808+0.00211538j -0.0146784+0.0230893j 0.0220861-0.0218118j 0.00338321+0.00856643j -0.0163057-0.0205383j 0.00522756-0.00133561j 0.0116055+0.0108612j 0.0239938-0.0315953j -0.00585031+0.00943597j 0.00517838+0.0137198j 0.0179874+0.00778937j 0.00710108+0.00203721j -0.018781-0.00223614j -0.0268515-0.01295j 0.0161297-0.0107229j 0.000576628-0.0114465j -0.0103348-0.00196932j 0.000541526+0.0053445j -0.0207197+0.0209117j 0.0188438-0.0146305j 0.00155194-0.00781742j -0.0198306-0.0128208j -0.0117369+0.0228795j 0.0131249+0.00475273j 0.00621098-0.00834691j 0.00440836-0.00616641j 0.0160033-0.0131599j -0.000923068-0.00986306j -0.00200155-0.00222933j 0.0133547+0.0092256j 0.00641764+0.0112704j -0.00338658-0.00313227j -0.00548062+0.00111656j 0.00307234+0.00914925j 0.0105509+0.00582264j -0.0114339+0.000564463j -0.000697905+0.00125079j -0.00488089+0.00716902j 
