0.00901015+0.0454118j 0.0343117+0.017668j 0.0386746-0.0295683j -0.0397197+0.052297j 0.00238711-0.0158732j 0.00315023-0.037723j -0.0149803+0.0933291j -0.00227817+0.0268908j 0.00958684-0.0177302j -0.00240338+0.0101715j -0.0249274-0.0338529j 0.0155178+0.030549j 0.00559403+0.00308698j 0.00239239-0.0651825j 0.0157261+0.00116669j 0.00629771+0.0112144j -0.0143499+0.00873439j -0.00703679+0.0398761j -0.0397529-0.0191223j -0.0173516+0.0139721j -0.011477+0.0127817j 0.00524784-0.0276593j 0.000598792+0.026163j -0.00996309+0.0185477j 0.0102342-0.0164572j -0.0131995+0.0113584j -0.0120307+0.0113585j -0.00406219-0.0095979j -0.0225303-0.0153094j 0.0191395+0.0323718j 0.0141795+0.0122703j 0.0249531-0.0260238j -0.0112502-0.040739j 0.0088821-0.0094844j 0.00271022+0.0122778j -0.0072181-0.0147828j -0.0105411-0.0136695j 0.0104077-0.00306536j -0.00237823-0.0180378j -0.0201683-0.00184297j -0.0216632+0.0104022j 0.000979506-0.0293805j 0.000661466-0.0177552j -0.0106733-0.0209219j -0.0144206-0.0111893j 0.00285513+0.0128715j -0.024226-0.00607703j 0.00852447+0.0168951j 0.0081179-0.00644588j 0.0229547+0.0308259j 0.0173133-0.00205747j 0.0169749+0.000796472j 0.0115472+0.0067405j 0.0154813-0.00144811j 0.00521594-0.00403911j -0.00204843-0.0172698j -0.0265878-0.0186363j 0.00179895+0.0364673j -0.0267539+0.016372j -0.0515943-0.0334697j -0.0159593+0.00514052j -0.00480176+0.0111788j 0.0441776-0.004307j -0.00784487+0.00743505j 0.0233164+0.0296124j -0.0251634+0.0408628j -0.00458536-0.0549876j -0.0102494+0.0344138j -0.0469436-0.053706j -0.00612953+0.017262j -0.0118417-0.0309497j 0.0218306-0.00367336j -0.0174919+0.0674487j 0.0107378-0.00570053j 0.00446171-0.0247097j -0.0420785+0.0160357j -0.0584782-0.0104015j 0.146538+0.0250436j -0.01558+0.080137j -0.029622-0.102355j -0.03255+0.0532353j -0.0618055+0.0252578j 0.0501614-0.00175421j 0.0392423+0.0755159j -0.00486031-0.100037j -0.0253899+0.0376312j 0.0276761+0.0622885j 0.0772281+0.0244912j -0.0424182-0.0278567j 0.0580888+0.00143111j 0.0163365-0.0719533j -0.0440174-0.0808322j 0.00281272-0.0218851j 0.131549+0.0261627j 0.0795445+0.165144j -0.164205-0.0422666j 0.133672+0.233003j 0.173937+0.0964829j 
0.0170857-0.0118774j -0.0250889+0.0462653j -0.0669592-0.0135921j -0.0212418+0.0344804j -0.0154822-0.0105339j 0.00918313+0.0336615j 0.0292548+0.037267j 0.0487716-0.0204222j -0.00387725+0.0167223j -0.0168358+0.00512838j 0.0298604-0.00980498j 0.0101193-0.0486785j -0.00649458+0.0438873j 0.0619772+0.0192133j 0.0150002-0.0286475j -0.0189153-0.0037789j 0.0352728+0.00877887j -0.00658306-0.0258749j 0.0228747-0.0498415j -0.00418874+0.0114051j 0.0102762+0.0357088j -0.0139434-0.0399786j 0.00317029+0.0228785j -0.00750485+0.011231j -0.012166-0.0372033j 0.0134636+0.0227549j -0.0162816+0.0386467j 0.00983832-0.00933816j 0.0188608-0.0313472j 0.0109653-0.0123147j -0.0118326+0.019934j -0.010112+0.0161848j 0.0249081-0.000773487j 0.0017582+0.00591857j -0.018437-0.00734216j 0.0511721+0.0160582j -0.0364094+0.0238054j 0.00493228+0.00359583j 0.00374193-0.0511523j -0.027577+0.0266829j -0.00431917-0.000876196j -0.0117062-0.0491868j 0.0166991+0.0305297j 0.0173737+0.00449989j 0.0195127-0.0321129j -0.00553896+0.022439j 0.01334+0.00361568j 0.00820821-0.00824053j 0.0259179-0.0374283j 0.000411133+0.0156274j -0.00696495-0.000432161j 0.00792383-0.0366628j -0.00979743+0.0118867j -0.0200872+0.0133621j -0.0178338-0.000288245j -0.00193215-0.00242914j 0.00465904-0.0182277j 0.0207124+0.015587j -0.0130814-0.0129057j 0.0120972+0.00948311j -0.0188298+0.0514569j -0.018703-0.00355852j 0.0105418+0.00886823j 0.0127292-0.00550808j -0.00710973+0.0234484j -0.0224602-0.0332505j 0.00741627-0.0191807j 0.00131315+0.00521507j 0.00907177+0.0177125j 0.0112743+0.0129364j 0.0346183+0.0195465j 0.0064913-0.0290259j -0.00826868+0.0330329j 0.0152214+0.0244879j 0.0129369-0.00224783j 0.00970376-0.0259374j -0.00323429-0.00175989j 0.0343759-0.00716979j 0.0115707+0.0401072j -0.0032865+0.019641j 0.00856018+0.0294983j -0.0272386+0.00246359j -0.00771754-0.00282175j -0.0166483-0.0307898j 0.00832864-0.0350897j 0.0212817+0.00818227j -0.00913988+0.0332704j -0.00178167-0.0146064j 0.0184301-0.00903735j 0.0167124-0.0082195j -0.0113242-0.00625213j 0.00837341-0.0285717j -0.0161277+0.0106464j 0.00159055-0.00740882j 0.0104853+0.00286081j 0.00993088-0.00180191j -0.0207985+0.00255158j -0.00360132-0.000890553j 
-0.0436003+0.0519023j 0.0128236-0.000678193j 0.0574946-0.0352736j -0.0569732-0.0458968j 0.0697078+0.023093j -0.0285197+0.0102694j -0.0129221+0.0998875j 0.0513663+0.0295877j 0.00931096+0.00175416j 0.00276225-0.0179002j -0.0143148+0.00197711j 0.0419383+0.0245155j -0.0353843+0.0110384j -0.0019992+0.00191002j 0.000770044+0.0270813j 0.0607229-0.00462114j 0.00342209+0.027566j 0.0273945+0.0291345j 0.0241973+0.0128724j -0.042319+0.0160012j -0.00615679-0.0418388j -0.0444479-0.0430142j 0.0292604-0.024313j -0.0257273+0.00758456j -0.0516445-0.0222528j 0.0198186+0.00902184j 0.0123425+0.0420221j 0.000436244+0.014679j 0.0206281+0.013301j 0.00221377-0.00466562j 0.0261554+0.012244j -0.0230206+0.0151559j -0.0187615+0.00796996j 0.00322005+0.0261828j -0.00569182+0.00488477j 0.0224531+0.0032811j 0.0286208+0.022259j 0.00202846-0.0403925j 0.0368439+0.0407661j 0.0370757+0.0465205j 0.0170191-0.00376437j -0.00813381-0.0208448j -0.0216931+0.0455328j 0.0504052+0.0313558j -0.0138401-0.0403901j 0.0186635-0.00143485j -0.00877049-0.0331202j -0.0414463-0.0312386j -0.0518187-0.0114431j -0.0101521+0.00904525j 0.0104903-0.0420719j -0.0439476+0.0008519j -0.0446655+0.0360616j 0.00491539+0.0329666j -0.0456113-0.0138845j 0.00201153-0.00573634j 0.0199638+0.0154221j 0.0311242-0.00236621j -0.00717351+0.00835144j 0.0444246+0.0161824j -0.0124299+0.0226976j -0.0246505-0.030821j 0.0352118-0.00967636j -0.00676896-0.0109359j 0.0153588-0.00343451j 0.0358735-0.0241138j -0.0276083-0.00873123j -0.0346841-0.0300355j 0.0278794-0.0330456j -0.0133189-0.0183486j 0.0197467-0.011948j -0.0475525-0.0118537j -0.0555162+0.0334283j 0.041496+0.0127389j 0.029721-0.0406845j 0.0192529-0.0329813j -0.0052261+0.0593477j -0.0323381+0.00800921j -0.0587879+0.0076761j -0.0366546+0.0176201j 0.00572351+0.0848445j -0.0301949-0.0660088j -0.0137246-0.0107974j 0.00226141+0.0356038j 0.0087388-0.024861j -0.0178393+0.00108495j 0.0117089-0.00139367j 0.000215741-0.0478523j 0.0140314-0.0184678j 0.0124587+0.00319405j 0.0168127-0.0377733j -0.00894899+0.0315667j -0.0172954+0.0119578j 0.0563223-0.00669234j 0.00727733+0.0322759j -0.03274+0.0136633j 0.0187494+0.0340203j -0.0157113+0.0158701j 
-0.0263708+0.0580881j -0.00202664+0.0159286j 0.0670987-0.0408983j -0.0637664-0.0218826j 0.00247605-0.00469204j 0.0356509-0.0425397j -0.0384466+0.0312022j -0.00464162+0.0410362j 0.0489156+0.0221398j -0.0331336+0.0315554j -0.00776407-0.0478173j -0.00783593+0.00337264j 0.0107259+0.00497392j 0.0246689-0.0319937j 0.042174-0.0635817j -0.00367452-0.0364352j -0.00985872+0.0239237j 0.00103221+0.00101564j 0.0158237+0.0676588j -0.00187957+0.0173764j -0.0098791-0.0267319j -0.00719951-0.0140146j -0.00134609+0.0051898j -0.00768756+0.0202295j -0.0293203-0.0198376j 0.0085428-0.00668159j 0.0470227+0.000863582j 0.000605099+0.0383218j 0.0122664+0.0169437j 0.0125468-0.0175146j 0.00280019-0.00571434j 0.0118773-0.0402532j 0.0137427+0.0356374j 0.0170978+0.0318696j 0.0227807+0.0114995j 0.0122556-0.0283781j 0.0137615+0.0385739j 0.0142189-0.00245592j 0.00272973+0.0470977j 0.0146363+0.0396452j 0.00923424-0.00114995j 0.00744963+0.0151537j -0.0161052+0.0102337j 0.0397973+0.029143j 0.0193528-0.0672428j 0.020337+0.00997795j 0.0306399-0.0243041j -0.0332736-0.0520994j -0.0293293-0.0184518j 0.0107204-0.0154226j -0.0034231-0.0315286j -0.0292836-0.0197929j -0.0295126+0.0422776j 0.00597105+0.0130647j -0.00894187+0.00285614j -0.0168433-0.018005j -0.0416596+0.0642147j -0.0179521+0.0378478j -0.0520936+0.0299925j 0.000548435+0.0405056j 0.00677398+0.0292713j 0.00539156-0.0338226j -0.0432744+0.00540354j -0.00635769-0.0555799j -0.00146301-0.00534888j 0.0152517+0.0290775j 0.0152254-0.00325371j -0.0207531-0.00919084j 0.00508384+0.00980629j 0.013302-0.00739903j -0.00143422-0.00768479j 0.0252333-0.0183885j -0.0415585+0.0150736j -0.000769287+0.00130023j 0.0222896-0.00409724j 0.0245603+0.0313212j 0.00246795+0.01089j 0.0197694-0.0565727j -0.0114221-0.0177875j -0.0465324+0.0142618j 0.00665431-0.00684799j 0.0444655+0.00790571j 0.0428329-0.012031j -0.00388989-0.0248413j 0.00677142-0.0443931j 0.011533+0.0126847j 0.0350881+0.00571151j -0.0476524-0.0337579j 0.0102695-0.0388952j -0.0173199-0.00798231j -0.0147043-0.0339243j 0.00288548-0.0265714j 0.0201537+0.0439359j 0.0107395+0.0189766j 0.00974785+0.0198524j -0.0566218-0.00191004j 0.0139501+0.0102794j -0.0186069+0.0333548j 
0.0219519-0.0278751j 0.0511575-0.0491937j 0.0365855+0.0753187j 0.0595169-0.00496502j -0.0145718+0.0273155j -0.0348722-0.0729163j -0.0664896-0.0531324j -0.0693675+0.0480711j 0.000146032-0.0113046j 0.00208188-0.00962811j -0.0091916+0.0216881j -0.0125834+0.0491807j -0.0136435+0.00851873j -0.0579535-0.0228951j -0.0116681+0.0232901j -0.0228814+0.029884j -0.0180669+0.00190359j 0.0200663+0.00283411j -0.0232767+0.0278241j 0.0141174+0.013301j -0.00207541-0.0280743j 0.018084+0.0861111j -0.0122173-0.0289215j -0.02833-0.00629369j 0.0411014+0.0620006j 0.00107501-0.00262035j 0.00614232-0.0613127j 0.0230151-0.0383121j -0.0372321+0.00835393j -0.0225827+0.0219843j -0.0141767-0.00131761j 0.00565033-0.0477819j -0.0207618+0.0145314j 0.012477+0.00340178j 0.0419654+0.0139937j -0.056224-0.00957495j 0.0274621-0.013343j 0.021666-0.0348799j -0.00343368+0.0266766j 0.0249453-0.0499345j -0.00390154+0.00277558j 0.0470628+0.0500417j 0.00626902-0.0499851j 0.00120462-0.0438794j -0.0367465+0.0223056j 0.0172664-0.0318626j -0.0131793-0.00521294j -0.00688797+0.0618102j 0.0225386+0.0232828j -0.000271895-0.0278538j 0.00494931-0.0179887j 0.00833575+0.0474367j 0.00900165-0.0231378j 0.00216897-0.0325237j 0.0234084+0.00672769j 0.0136995-0.0300371j -0.000118403+0.00452073j -0.0260465-0.00601948j 0.0122861+0.0230502j -0.0346514+0.00820336j 0.023738-0.0273839j 0.022405+0.0284504j -0.0203638+0.00694425j 0.000644769+0.00309368j -0.00738291+0.0186346j 0.00970989+0.0555213j -0.0104148-0.0122276j 0.00863719+0.0298627j -0.00553554+0.000232415j 0.0185491-0.00528665j -0.0254134-0.0250261j 0.0118826+0.000438658j 0.00951861-0.0109229j -0.00575071-0.0241226j -0.0228017+0.0195689j -0.038077+0.0510316j 0.00683667+0.000320756j -0.0243105+0.0232333j -0.0101908-0.0250515j 0.0175557-0.0561j -0.00364518-0.0312158j 0.0242472+0.0296174j 0.0111278-0.00816541j 0.0155392+0.0407405j -0.000947425+0.0275729j 0.00104497-0.0177014j -0.00171105-0.0164541j -0.00876278+0.0130384j -0.0124629+0.012826j -0.0194949-0.00258565j 0.00789341+0.0274291j -0.004373+0.0175787j 0.0252302-0.00529164j -0.0108233-0.00889138j -0.00828975+0.000763742j -0.0101174+0.0090405j 0.0195526-0.00197322j 0.0121498+0.00506649j 
0.0370185-0.0303598j 0.011399+0.0147958j -0.0599114+0.049059j -0.00340864+0.0359119j -0.012549+0.0271707j -0.0462709-0.0452328j -0.0653272+0.0274108j 0.00175726+0.0396345j 0.00557317+0.00211435j -0.00330149-0.0272688j 0.044272+0.0187699j 0.00949932-0.0213282j -0.0161055+0.065076j 0.0233968+0.00527058j 0.0252883-0.00472606j -0.0273804+0.0175004j 0.0116111+0.0057562j 0.0103443-0.0173533j -0.021981-0.0392761j 0.00491989+0.0249306j 0.0124762+0.0223943j -0.00642312+0.0172056j 0.0209622+0.0188017j -0.0411321+0.0163795j 0.0365561+0.0219958j 0.0158437+0.0311717j -0.0299897-0.00920025j 0.0254006-0.0236375j 0.00489373+0.00805059j -0.0259458-0.00493831j 0.0161064+0.00458863j -0.013639+0.0137238j -0.0114536+0.0184551j 0.00083544-0.00386134j 0.047455+0.00415309j -0.0301667+0.0319938j 0.0107284-0.000434233j 0.0211492-0.0315683j 0.00602068-0.0331477j -0.026849-0.000900801j 0.0011854+0.00328297j 0.0212564+0.0085913j 0.0389803+0.0256969j -0.0136658-0.0102522j -0.0192535+0.0130557j -0.00109286-0.0125591j 0.00218101+0.0202494j 0.0140724+0.0366658j 0.0352765+0.0134582j 0.00789759+0.0199478j 0.00777924-0.0120856j 0.00150721+0.0174155j 0.0143179+0.0119346j -0.00280208-0.00998235j 0.0190275+0.0236954j 0.0253977-0.00477273j 0.0370277-0.0388069j 0.00433848-0.00631722j -0.000870634+0.0332944j -0.0125616+0.0376327j -0.00457114+0.0235983j 0.00205197+0.0257288j -0.00532129+0.00718635j 0.0436588+0.00526909j 0.00245507+0.00771435j 0.000389681-0.00528958j 0.00561303-0.0382895j 0.0172433+0.0073394j 0.0295325+0.0130841j 0.0218041+0.0280459j 0.0162086-0.0132926j -0.0130835-0.0288874j 0.0178387-0.00278925j 0.00794203+0.0170788j 9.04008e-05+0.0103386j -0.0463861+0.0106305j 0.00815969+0.00988568j -0.00411761+0.0197038j -0.0168712+0.0316615j 0.0198124-0.0105018j 0.00589255+0.00810639j -0.0199707+0.00552782j -0.00727637-0.00325412j -0.0142144-0.000987058j 0.0305328+0.00258006j 0.00605113-0.0128299j -0.0220984+0.0343696j -0.0176003-0.0413213j 0.00865846+0.00982269j 0.002226-0.0103725j 0.0132936+0.0208271j -0.00496341-0.00162598j -0.0067888-0.00220382j 0.00927654-0.0213163j 0.0163399+0.00214261j 0.0185992+0.0246467j -0.00292646+0.0051034j -0.00984934-0.00563144j 
-0.0214301+0.0240016j -0.0330448+0.0172262j -0.000632371-0.045231j -0.0290821-0.0175895j 0.019947-0.0119916j 0.0277169+0.0461754j 0.0624244+0.036745j 0.0382885-0.0219184j -0.0100179+0.00894341j -0.00531646+0.00542815j 0.0110254-0.00220856j 0.0224956-0.0314378j 0.00834911+0.0176964j 0.0416782+0.0200328j 0.0201849-0.0136798j 0.0347976-0.030492j 0.0333876-0.00634837j 0.0110958-0.00575519j 0.025789-0.014996j -0.0147815-0.00939359j 0.0434846+0.0037861j -0.000934395-0.0379246j 0.0216146-0.0173448j -0.0126196+0.00272469j -0.0425037-0.00186494j -0.00341214-0.008958j -0.00731029+0.0202395j -0.0102594+0.0124983j -0.00456531+0.00316567j 0.0432607-0.00690124j 0.0269153-0.0364682j -0.0010618+0.0104106j 0.0316678+0.0237873j -0.0258574+0.00451537j -0.0393983-0.00260532j 0.035235+0.0216005j -0.028019+0.0119785j -0.0184532+0.0080167j -0.00984562-0.000169298j -0.028739+0.033472j -0.0118019-0.00636679j -0.0236482-0.0327632j -0.0251827+0.0256892j 0.00460631+0.0181123j 0.00138708-0.00217757j 0.00889055+0.0044561j 0.0111591-0.0218342j 0.0155499-0.0104696j -0.0303813-0.0112638j 0.00758887-0.000760117j -0.000307499-0.00689135j -0.00988774-0.0220722j -0.0079527+0.0110418j -0.0177964+0.00161909j -0.0322548-0.0105775j -0.0258397-0.000499885j -0.00421102+0.0195002j 0.0177613+0.0252493j -0.0171738-0.00225948j 0.0269713+0.00960573j 0.00511696+0.00999984j -0.0366378-0.0250307j 0.0322629+0.0377756j -0.00936806+0.00455659j 0.0112196+0.00768547j 0.00290178-0.0273943j 0.00156404+0.0294314j -0.0121209+0.0160726j 0.00778114+0.023068j -0.0159232-0.0243754j 0.0116837+0.000609699j 0.000199973-0.011742j 0.00721466+0.0374881j -0.014841+0.00457126j -0.0127099-0.0133628j 0.0268196-0.0418777j -0.0125681+0.00589018j -0.00872043+0.0104017j 0.0191249+0.00384614j -0.0136283+0.0228066j -9.23703e-05+0.0372135j -0.0246625-0.0207012j 0.00769671+0.024221j 0.0125245-0.0113936j -0.0255997-0.0115212j -0.018501+0.00711645j 0.0212081+0.00747169j -0.0116182-0.000865962j 0.0123853-0.0100319j 0.00390931+0.0112011j -0.00382206-0.0175102j 0.00369295+0.0012374j -0.0218823+0.00309876j 0.0239466+0.0119071j -0.00805912+0.00307666j -0.00235868-0.007748j -0.00946486+0.00225094j 0.0049233+7.54887e-05j 
0.00579906+0.027825j -0.034717+0.0301844j -0.0105495-0.0298154j -0.0524357+0.0224022j -0.0279833-0.0324789j 0.0530949-0.0369703j -0.0157571-0.0242048j -0.0223702+0.0160046j -0.0162478-0.00186984j 0.0163235-0.0128772j 0.0295953+0.0141067j 0.0383569-0.0178905j -0.0120235-0.000505769j 0.00174846+0.0462962j 0.0573775-0.00605428j 0.000382853-0.0313804j -0.0071318+0.0237401j 0.00986846-0.00977799j -0.0488659+0.00958677j 0.0491624+0.0167407j 0.0327582+0.00995769j -0.00586139-0.00939705j 0.0206338+0.0116817j -0.00115468+0.00333863j 0.0120516+0.00142373j 0.0103556+0.0247333j 0.000713507+0.0185381j -0.00736196+0.00882906j -0.0127319-0.00703467j -0.00247309+0.0180467j -0.0184257-0.0175317j 0.00426154-0.00745311j 0.0171579+0.00277589j -0.0116573-0.0156155j 0.00498575-0.0348093j 0.00596494-0.0141735j 0.0231891+0.0049276j -0.00115425-0.0230887j -0.0233341+0.0127725j -0.0166785+0.00499559j 0.0128951+0.0058534j -0.000703331-0.0128183j 0.0153678+0.0164141j -0.0425581+0.00505355j -0.00956883-0.0209442j -0.0127548+0.00135512j 0.0482591+0.00625961j 0.00978625-0.0204591j 0.00046102-0.00943634j 0.00370174-0.00666381j -0.0420977+0.00527934j -0.0112633-0.0114513j 0.0209809-0.0280363j -0.00605648+0.0256092j 0.0356818-0.00371083j -0.0112286+0.0297616j 0.0176168-0.00371231j 0.0204618-0.0367121j 0.0178808+0.0250125j 0.00882364+0.0239396j 0.0124608-0.000572547j 0.0167585+0.00876401j -0.0195582+0.0109499j 0.048053-0.0266622j -0.00975447-0.0321381j 0.0156231-0.030753j -0.0144391-0.0193766j 0.0124418-0.00150482j 0.0165821+0.0225599j 0.0229778-0.00704792j 0.0108687-0.0225976j -0.00567765-0.0102304j 0.0322894-0.019057j -0.0447563+0.0202831j -0.019798-0.000825836j -0.00206515+0.00905557j -0.0147756-0.0159316j 0.000869974-0.0203602j 0.0287892-0.0107395j 0.000599717-0.000226731j 0.00320136-0.0402285j 0.0151944-0.00568755j 0.0108971+0.013998j -0.00238547-0.0202234j 0.0140135+0.000399709j 0.0118416+0.0244779j 0.00581462+0.00378332j -0.000385174-0.0034304j 0.000248473-0.00412138j 0.0281755-0.00274791j -0.013779-0.0197802j 0.0144863-0.016826j 0.0155722+0.0171714j -0.00444039+0.00234386j -0.00334863+0.00098758j -0.0122679-0.0131819j -0.00241395-0.00689466j -0.00868319+0.0039777j 
0.0193768-0.0327769j 0.0466508-0.061546j 0.0193104+0.0616384j 0.100014-0.0205871j 0.00345352+0.0270087j -0.0140577-0.00711309j 0.0182916-0.0393669j -0.0208636+0.00389211j -0.0247722+0.0189977j -0.0295447-0.0420386j 0.00613129+0.0062823j 0.0192144-0.00255342j -0.0143781+0.0258161j -0.0202486+0.0170641j -0.0173223+0.0294557j -0.00567972+0.0209981j -0.0148089-0.0245971j -0.00654143-0.00120992j -0.00371168-0.00124462j 0.00275158+0.0215221j -0.00434436-0.00837434j 0.01606+0.0507959j -0.0159862-0.00207026j 0.00253477-0.00953784j -0.0184998+0.0338034j -0.00203316-0.0305569j -0.00944638-0.0626739j 0.031533-0.035302j -0.0307133-0.00480579j -0.0114922+0.0348449j -0.0204361-0.012952j -0.0077055-0.0586944j -0.00381916+0.0120002j 0.0200528-0.00790864j -0.0085263+0.025296j -0.0235171+0.00816889j 0.0109651-0.00686055j 0.0192163+0.00687366j 0.0231378+0.00883173j 0.0154915-0.036898j -0.012752-0.0148955j 0.0261491+0.0275173j -0.0140372-0.0112457j 0.00525416-0.0260527j -0.00562458+0.0472363j 0.0326435-0.0126023j 0.00897941+0.0084013j -0.0364032+0.026621j 0.00357651+0.0197976j -0.00727667+0.00691605j 0.00271937+0.00742095j -0.00892634-0.0204996j -0.0123109+0.0146149j 0.00503004+0.0116448j -0.0114249-0.00532934j 0.00785662-0.0272247j -0.0175248+0.0183314j 0.00527545+0.0460172j 0.00833992-0.0319438j -0.0250945-0.0276808j -0.000824618-0.00347548j 0.00737249+0.00029032j -0.00260266-0.00674103j 0.00195183+0.0184692j -0.0146911+0.0449383j 0.00984078+0.0244274j -0.0544619-0.0098707j -0.0169699-0.00184492j 0.0063064-0.0156684j 0.0160877-0.0599801j 0.0355438+0.0136149j -0.0235958+0.00384354j -0.00938681+0.0462363j 0.0217661+0.0131716j -0.0117531+0.000390228j 0.0055213+0.0274156j -0.0106552+0.0236115j -0.00680978+0.0222274j -0.00960056-0.0172256j 0.00820391-0.00723751j 0.0182487+0.00906239j 0.00527657+0.000571334j -0.00790884-0.0252512j 0.0307283+0.0294719j -0.0387086-0.00154215j 0.0208856-0.0363236j 0.00765712-0.0112572j 0.00856615+0.0263317j -0.00797685+0.00978972j -0.000976635+0.00547458j 0.00322493+0.0265126j 0.0166285+0.0221148j -0.000897023-0.000946027j -0.00899318-0.00456397j -0.0527427-0.00848351j -0.00383666-0.00984387j 0.00379743-0.0111905j 0.0305498+0.0123989j 
0.00494183-0.00368927j -0.0432864+0.0491624j -0.0378656-0.0274754j -0.0347642+0.0422913j -0.0408026-0.0376578j 0.0248332+0.0256168j 0.0315154-0.00765995j -0.0126786-0.0332348j -0.0172177+0.0163624j 0.0110246+0.0358159j 0.0064255-0.0220205j -0.00281679-0.0128017j 0.0286637-0.00561807j 0.00810481+0.0157952j 0.011564-0.017094j -0.00728043-0.00772447j -0.0285116+0.0362147j 0.0142101+0.00296106j 0.0117137-0.0224423j 0.00164243-0.0213807j 0.0242793+0.0490145j 0.0370379-0.0484076j -0.011694+0.0129043j 0.00813157+0.00974883j -0.00553746+0.0201123j -0.0364394-0.00794939j -0.00490809+0.0264551j -0.000754868+0.00291984j -0.00126933+0.0369717j 0.0393395+0.0101012j -0.00152425-0.00262055j 0.0282068+0.00910058j 0.0202023-0.0266353j -0.0217757-0.0282228j 0.0137749-0.0172555j -0.010282-0.0192544j -0.00158637+0.00769588j -0.0217277-0.00628494j -0.0227487-0.0314795j -0.0117448+0.0276983j 0.0108714+0.00626569j -0.00119791-0.0110557j -9.98894e-05+0.0147303j -0.0290202+0.0162237j -0.00830435-0.034916j -0.0235158-0.00268504j 0.018941+0.00657719j 0.0409094-0.0367825j 0.0115454-0.053013j -0.00915358-0.00489949j -0.0260121+0.00886962j 0.0184396-0.0191146j 0.00903019-0.0196461j -0.0105179+0.0358999j 0.0136008-0.00897271j -0.0212548+0.01154j -0.000618533-0.0380412j 0.00505194-0.0713697j 0.0178371+0.00333453j 0.0109115-0.0215456j 0.0114384-0.0292984j -0.00183807+0.00333417j 0.020219-0.00784046j -0.0119244-0.00560275j -0.00784393-0.0388729j -0.012551-0.0463763j -0.00455966-0.0352471j 0.00277944-0.0190819j 0.00440709+0.0217232j 0.00695731+0.0362997j 0.00303754+0.0142542j 0.0221411+0.0217527j -0.0176483+0.0110945j -0.0304978-0.00169098j -0.0255287-0.0137624j 0.00744745-0.00159907j -0.00530015-0.0316051j -0.010974-0.0265657j 0.0289905+0.012352j 0.0272577+0.00846465j 0.000508651+0.000279065j -0.00765472+0.00469908j -0.0121846+0.00688547j -0.0275329+0.0014702j 0.00670235-0.00437767j -0.0130643+0.0327323j -0.0045317+0.00346615j 0.0202182+0.016001j -0.00314761-0.00447146j 0.00494552-0.0125842j -0.0194168-0.0160202j -0.00139791-0.0225055j 0.00195053-0.0111184j -0.0159787+0.00274979j 0.0288119+0.00611684j 0.00811669-0.0126327j -0.0137791-0.00321104j -0.00743007-0.0129745j 
-0.0844325+0.0931592j -0.0253696-0.00261425j 0.092517-0.0911151j -0.0806108-0.0795576j 0.0529116-0.0424644j 0.0639608+0.0236891j 0.0323363+0.024266j 0.0171098+0.0165643j 0.0142407+0.00390291j 0.0160223+0.0136503j -0.0363961-0.00357264j 0.00296938-0.0293646j -0.000183735-0.0282618j 0.00660791+0.0292029j 0.0486499-0.019335j 0.0406196-0.0579519j 0.0154835-0.0303981j -0.0133371+0.0244206j -0.0320747+0.0602619j 0.0146773-0.0127602j 0.025833-0.0452013j -0.035639-0.00785384j 0.0608138-0.0235905j 0.0180602-0.0153414j -0.029891+0.0157413j -0.00480907+0.00163953j 0.0129848+0.0136921j -0.041732+0.0614444j 0.00651801+0.0110828j 0.0258661-0.0316792j 0.0324485-0.0102167j -0.0010967-0.000678674j -0.0149087+0.0453331j -0.0302662+0.0204867j -0.0208399-0.014273j 0.0470606-0.0551237j 0.0036303+0.0169499j -0.0122704+0.0121309j -0.0153895+0.0337447j -0.0122663+0.0418892j 0.00548629-0.0147116j -0.0478446-0.00627209j 0.000395798+0.00269177j 0.00703128+0.0324234j -0.0213172+0.0315325j -0.0325481+0.00337096j 0.0162542-0.00642819j -0.0105877-0.0125424j -0.054981-0.0217476j 0.028078-0.0264889j -0.00892609-0.0176715j -0.0211874+0.0199831j 0.0218251-0.00326672j 0.0385366+0.0253242j -0.00547608+0.00343024j -0.0251501+0.0593454j -0.021688+0.0283444j -0.00855369-0.038859j -0.00376401+0.0268645j 0.0273762-0.00331803j -0.0157674-0.0299047j 0.0114922+0.00497161j -0.0187488+0.0300191j 0.00114014+0.0227159j 0.024494-0.0754774j -0.0292635-0.0425544j -0.0507375+0.0147349j -0.0221536-0.0237642j 0.00643426+0.0338484j 0.0144892-0.0420496j -0.0130829-0.0151233j 0.00719031-0.00210781j 0.0291959-0.0358655j -0.0193256-0.00212111j 0.00129671-0.0196014j 0.0383269-0.0181919j 0.00580617-0.0164412j -0.00857994-0.0111393j 0.020694-0.0326505j -0.0122956+0.00772432j -0.0140208-0.00991525j 0.026864-0.0239099j 0.0244308+0.0334646j -0.00108724-0.0140416j 0.0171932+0.0134558j -0.0180874+0.0101324j 0.034797-0.0338874j -0.0120393-0.00454154j -0.0143036-0.00444174j 0.00329349+0.0230996j -0.0194783-0.0466045j 0.0131333+0.00273726j 0.00960926+0.0245992j 0.016827+0.0237757j 0.0103661+0.00133388j -0.0376467-0.0150216j 0.0201266+0.00869697j -0.0174679-0.00136965j 
