-0.0125679+0.0349484j 0.00855216-0.0379223j -0.048856-0.051549j -0.0118654-0.0404788j -0.010383+0.0193917j -0.00937628-0.00190591j 0.00330837-0.021463j -0.000187277-0.0755439j -0.0244524-0.0182454j 0.00353903+0.0143127j 0.019643-0.000557983j 0.00410285+0.0194759j -0.00192998+0.00701931j -0.0325029+0.00111412j 0.0048833-0.0128162j -0.00250357-0.0182218j 0.000265244+0.00737472j -0.00132587-0.0532657j 0.000776039+0.016041j -0.00695322+0.00111114j 0.00161571+0.0325623j -0.0115771-0.0257802j -0.00179641+0.00991296j -0.00108747-0.000962421j 0.00143164+0.00604323j 0.00566064-0.0077081j 0.00566759-0.00196744j 0.0064361-0.00156452j 0.0184749+0.00121231j 0.00759662-0.00944709j -0.00650964-0.000490335j -0.00942587+0.00713989j -0.0209727+0.0384569j 0.0155883-0.021529j 0.005323-0.0150878j -0.0217024-0.0178687j 0.00911048+0.0141516j 0.0123024+0.0164682j -0.0177735-0.00889631j 0.00698408-0.0103731j 0.015738+0.0322678j -0.00605248+0.000193398j -0.0106183+0.0138472j 0.00522897+0.00167217j 0.000631425+0.00208542j -0.0177252+0.0170584j -0.000618663+0.0113471j -0.00955666-0.0407081j -0.0217835+0.0267448j -0.0002669-0.0336652j -0.0134997+0.0203421j -0.011199-0.0125799j -0.0096225+0.00407036j -0.00190824-0.00151638j 0.000497221-0.000704899j 0.0178635+0.00168924j -0.0227187-0.0437688j 0.00825821+0.00901653j -0.0107116-0.0176003j -0.0284889+0.0160257j 0.00451891-0.0234975j 0.0112807+0.01734j -0.00720273-0.00459932j 0.00518315+0.0026676j -0.00544375+0.0468034j -0.0174817+0.0326221j -0.000317701-0.0162102j 0.0162029+0.0146707j 0.00325409+0.00314466j -0.0451252+0.00973877j 0.00276102+0.0320217j 0.00380484+0.0378278j -0.0350583-0.0309189j -0.00458885+0.0590152j -0.00385826-0.0351456j 0.0122663+0.052311j 0.0137236-0.0224069j 0.0384721+0.0081022j 0.00543399-0.0165386j -0.0324909+0.023123j -0.0333918+0.019157j -0.0165653+0.0192477j 0.0504246-0.0406236j -0.0113916+0.00447812j -0.0195648+0.0208741j 0.0155813-0.0100416j -0.00270672-0.00966573j 0.00171822-0.0106535j 0.0631341-0.0654577j 0.0183384-0.0218733j -0.0742672-0.0126909j 0.013415-0.0053848j 0.000369147-0.0091815j -0.102099+0.132641j 0.0811659+0.0177367j -0.0886228+0.157177j -0.0574957+0.00718158j 
-0.00354556-0.0106762j -0.00719291+0.00324307j 0.0044794+0.00601648j -0.00823436+0.00424582j -0.00324604-0.0186865j 0.00804702+0.0108456j 0.00919028-0.00256223j 0.0112533-0.0112705j -0.00974706-0.00729212j 0.00977896+0.00449145j 0.00908808-0.0231412j 0.00962024+0.00299355j -0.00239922-0.00625171j -0.00429169+0.0029363j 0.0179916-0.0125023j 0.00828073+0.00311384j -0.00753403-0.00314028j -0.00537687-0.013274j 0.00959265+0.00339234j 0.0128094+0.00691132j -0.00361507+0.00793898j -0.00149506-0.0180961j -0.0175455-0.00711901j 0.00834866+0.0067617j -0.0043837-0.00322756j 0.00857134+0.00807243j -0.00572355+0.0144434j -0.00390263+0.00623879j -0.00371292-0.00235581j 0.00222561-0.00540786j 0.0105402+0.0132791j -0.00370037-0.00674373j -0.00330287-0.0128774j 0.000923854+0.0020986j -0.00202269-0.0196378j -0.000900654+0.0106536j -0.00336475+0.00117473j -0.00628888-0.0128423j 0.00538823-0.00361139j -0.0041409-0.0115168j -0.0062315-0.00537562j 0.00275849-0.00851277j 0.0147448-0.0119402j -0.00350451-0.000681962j -0.0133129-0.00397955j -0.0151014+0.00679248j 0.00321643+0.00387394j -0.00178057+0.0128279j 0.000319151+0.00815157j -0.00617111+0.000574009j 0.0024138-0.00304086j -0.00290108+0.0159816j -0.0114415-0.000456576j 0.0135353-0.000154391j 0.00692145-0.000701099j -0.0108528+0.0213331j 0.00809472+0.00589171j -0.00434649-0.0168363j 0.00419226-0.00932129j -0.00146792+0.00616641j 0.00952691+0.0114634j -0.0158663+0.0225144j 0.00131192-0.0278252j -0.00738579-0.0185563j 0.0086035-0.00715328j 0.011391-0.0115009j -0.0155409+0.0242323j -0.00570571+0.0157297j -0.0277061-0.0148699j -0.002845+0.0133902j -0.0044804+0.00388758j 0.000836325+0.0210317j -0.0140556+0.00849157j -0.00657253+0.00178374j -0.00612813-0.00749208j 0.00248499+0.00894336j -0.00510609-0.0234788j -0.0126305+0.0135578j 0.00412361-0.00137865j 0.0089563-0.0128334j 0.010186-0.00125674j -0.00689726-0.0101308j 0.00504076+0.00564082j 0.00893807-0.00504559j -0.00444413+0.00376812j -0.00824492+0.0135208j 0.00366565+0.0149442j -0.00024998-0.000911523j 0.00566025+0.0157371j -0.00314101-0.00564392j -0.00356853-0.0025785j 0.00614525+0.00782302j 0.00476329+0.00372679j 0.00940402-0.00409011j -0.00807798-0.005489j 0.00845097-0.000506866j 0.000251136+0.0048717j 
0.000641571+0.00252774j 0.0019826-0.00359991j -0.00406031+0.0131214j -0.0208019-0.012802j 0.0135788+0.00858367j -0.00413651+0.0146711j -0.000395518-0.000818009j -0.0125626+0.01128j 0.00606205+0.00893394j -0.010239+0.00116127j 0.0062732-0.00530985j -0.000785374-0.00172657j -0.00255036-0.00154981j 0.00570487+0.00415442j 0.00309283+0.00949348j 0.00739613-0.0187074j -0.00449518-0.00687106j -0.00694848-0.00275474j 0.00928043-0.0164333j -0.00553725-0.0118947j -0.00777803-0.0130483j -0.0117906-0.00785645j -0.00670502+0.0041121j 0.0151696+0.0257581j -0.0133387-0.0194817j -0.0139756-0.0250271j 0.020732+0.00717388j 0.00648515+0.00239951j 0.0174499+0.00763967j 0.00754279+0.012068j 0.00362407+0.0163182j 0.0163174+0.00773964j -0.0159648+0.00292112j 0.00345902+0.0143249j 0.00649915+0.000457245j 0.00581483+0.0103727j -0.000863747-0.0173591j -0.0176685+0.00178524j 0.00233154-0.0199984j 0.00875502+0.0126958j -0.00082568+0.00138279j -0.00322973+0.00888589j 0.00199422-0.0194696j 0.0062343+0.0222774j 0.0141009+0.000907404j 0.0200236+0.00356705j 0.00419993+0.000389029j 0.00614864+0.0045974j -0.00172135-0.0159344j 0.0210866-0.000626041j 0.000264349+0.012973j 0.00469847+0.018556j -0.00619402+0.00596306j -0.00222259-0.0128716j -0.0177084-0.0165855j 0.0148568+0.0127969j -0.00283262+0.008156j 0.00476316-0.0188325j -0.0233728+0.005395j -0.0264485+0.00803001j -0.00911555+0.00284034j -0.000230469-0.00224356j 0.00535869-0.00425201j -0.00390261-0.0131623j -0.0147537-0.00499127j -0.014163+0.0029173j 0.0112623+0.0178963j 0.0156864+0.0455783j -0.0145126-0.00764938j 0.00203405+0.0166178j -0.00503092-0.0185225j 0.00199857+0.0209659j 0.00152135+0.0035619j -0.0163132-0.0288033j 0.00773119+0.00128011j 0.0159125+0.000618349j 0.0189378+0.00506182j 0.0251694-0.00128675j 0.00545357-0.00654562j -0.00796645-0.0141811j -0.00155674-0.0112867j 0.00215306-0.00716015j -0.00220199+0.0161402j 0.00140915-0.00774766j 0.00336109+0.0157502j 0.00721821+0.00222052j -0.00162119-0.000107467j 0.00941168+0.000829462j -0.0036457-0.0124606j -0.0025387-0.00429333j 0.00384739+0.00271535j 0.00664103+0.0029014j 0.0134647-0.00245195j 0.000495301+0.0126361j 0.0226223+0.00166617j -0.00559248-0.00438978j 0.00275322+0.0025921j 
0.000818557-0.00104932j 0.00137302-0.00207069j 0.0161646-0.00444789j 0.00169365-0.00443812j 0.00292269-0.0199933j 0.0120658+0.00931447j -0.0110561-0.0014914j -0.00274533+0.0074718j 0.00233528-0.000750252j -0.0148057+0.00286459j -0.00146119-0.0239314j 0.0209687+0.0168965j -0.00220763-0.00442625j -0.00313908-0.00878555j 0.0226058-0.00186348j 0.0120424+0.000730904j -0.0114195-0.0129766j 0.0136359+0.0131061j 0.0053129+0.000792618j -0.00245669-0.0061829j 0.00291359-0.00664904j -0.0224746-0.0101117j -0.0133833+0.004239j 0.011849-0.00511872j -0.0157216-0.012942j -0.00423234+0.00114346j -0.00705465-0.00516293j -0.0152739+0.00133915j -0.00756735-0.0140049j -0.00201659+0.0140773j 0.0145552+0.0142538j 0.00752914-0.00728156j 0.00549458-0.00474839j -0.00501571-0.0162421j -0.00837793+0.00094973j -0.00336266-0.00844329j 0.00538194-0.0161287j -0.00235337+0.0140718j 0.0106099-0.00847275j -0.000958809+0.00584057j 0.0143286-0.0153017j -0.00810619-0.00370312j 0.0242422+0.00918087j 0.0383312+0.00219231j -0.0163618+0.0242969j 0.0136947+0.0038982j -0.0107466-0.00889909j -0.00514957+0.00873048j -0.0255428-0.00863131j 0.00632976-0.00462041j 0.0283223+0.00784286j -0.0167776-0.0164902j -0.00174321+0.0365579j 0.0114006-0.0150101j -0.029731-0.00407773j 0.00430476-0.00104545j 0.00122613+0.00437269j 0.021316+0.000665169j -0.0127066+0.0069588j -0.000455896+0.00549473j 0.027777+0.0196792j 0.00776007+0.00953993j -0.000802528+0.0131629j 0.00293779+0.0196932j -0.00930621-0.0237412j -0.000684369+0.00440653j -0.0311287-0.0119546j 0.000884797+0.0101003j 0.0212632+0.0346878j -0.0290621-0.00799083j 0.00191052-0.0304351j -0.0098871-0.0171583j 0.00260343-0.00416868j -0.0146684-0.0257832j -0.00531613+0.00929512j 0.00755742+0.000968231j 0.0334226+0.0262574j -0.00378778+0.031279j 0.0194887-0.00558948j -0.00326177-0.00737202j 0.007331+0.00567622j 0.00457145-0.00340646j 0.0325617+0.00847042j 0.0160137-0.0119403j 0.00578828+0.00504567j -0.0143271+0.00902864j -0.00412145+0.0208616j -0.0167301+0.00401731j 0.000868726-0.0136536j -0.0216477+0.0106074j 0.0130717+0.00626342j 0.00597086+0.00854742j -0.00336333-0.00697861j 0.00638556-0.00397136j 0.0110642-0.0167314j 0.00480558+0.00286492j -0.015543+0.0126583j 
-0.00701254-0.0157206j -0.00717432-0.00512832j -0.00536082-0.00754124j -0.00276031+0.000329585j -0.00880277-0.0292332j 0.00882897+0.00128566j 0.00965466-0.0126759j -0.0340432-0.0164453j -0.00537509+0.026172j 0.0170638-0.00788256j -0.0235211-0.00162316j 0.0121659-0.00158501j -0.000787842-0.00442403j -0.024935+0.0189598j -0.00348096-0.0198049j -0.0243764+0.0198864j -0.0017078+0.0193449j -0.00162039+0.00433241j -0.0181399+0.0132178j 0.00994457+0.000682127j 0.00184244+0.00458938j 0.0245005+0.0150229j -0.00397046-0.00321605j -0.00169798-0.0113232j -0.00301357+0.0114303j -0.00513714-0.00532616j -0.00921313+0.00526281j 0.00646904-0.0141619j -0.0183516-0.00709744j 0.00845916-0.00705087j 0.0113834-0.0244376j 0.000853605-0.00545472j 0.0255895-0.0166615j -0.00184929+0.013097j -0.0131218-0.00353272j -0.0224047-0.00272755j 0.00149203+0.00384605j 0.0129573-0.0104667j -0.0259254+0.00963129j 0.00742041-0.00444086j 0.00646375+0.00985703j 0.0019592-0.0103421j 0.011778+0.00705547j -0.00323504-0.00623234j -0.0228658-0.00802125j -0.00360052+0.00793688j -0.0208247+0.010483j -0.0120285+0.00920844j -0.000596155-0.0184852j -0.00497716+0.0108989j 0.00021121-0.00524101j 0.00716793-0.0275042j 0.0126155-0.00582245j 0.0163818+0.00114799j 0.00386379-0.000974347j 0.0266054+0.0131436j -0.0257854+0.00451075j 0.00666258-0.00968918j -0.0128741+0.0111698j 0.045697-0.00848383j 0.00700537+0.00484201j -0.0509305-0.00358629j -0.0160244+0.0142992j -0.0248955-0.00855944j -4.83995e-05+0.0321769j -0.015691+0.00292569j 0.0321809+0.0158084j -0.0148655-0.0198165j 0.00723248-0.00184467j -0.00861306+0.00563899j 0.00988646-0.0032879j -0.0160238+0.0149395j 1.63172e-05-0.00454082j -0.0102174-0.0141322j 0.00573011-0.0184287j 0.000778635+0.000832043j -0.0014692+0.00467722j -0.00442086+0.0139027j -0.0056956-0.00460727j 0.0084091-0.0244827j 0.0108445-0.0169993j 0.0101682+0.0113212j -0.00324287+0.0152316j 0.000466887+0.00481644j 0.0144185-0.00417575j 0.00330686+0.012907j 0.0159871+0.00884988j -0.0186142+0.0117329j -0.00788219+0.00657054j -0.00269791+0.0134769j -0.000314799-0.00012427j -0.00364819+0.00986457j 0.00317719+0.008651j 0.0109568-0.0108509j 0.00237805-0.0113632j -0.000481918+0.000825616j 0.0024863+0.0126256j 
-0.0191167-0.0114302j 0.0161456+0.0256569j 0.0308392-0.0196718j 0.0215361+0.0391816j -0.00620777-0.00525888j 0.00755615+0.0200756j 0.0300571-0.0171903j -0.0241835+0.0271972j 0.00969057+0.0139576j -0.00781715-0.000747017j -0.0109076+0.00226901j -0.00735864-0.00672084j 0.014842+0.00803405j -0.022669+0.00808353j -0.0083561-0.00761684j 0.00578772+0.0305903j 0.0250121+0.0142246j 0.00146584-0.0216164j 0.00391176-0.00585909j 0.00485058+0.00766579j 0.00239012-0.0120737j -0.00212034+0.000958034j -0.0102531-0.0198106j -0.0131768-0.00403438j 0.00878136+0.00841784j 0.0162126+0.00790949j 0.000822066-0.0108722j 0.00759234+0.00521626j -0.0143976-0.0274342j 0.00723398-0.00142166j 0.00550634-0.00546285j 0.00110901+0.016346j 0.0123196-0.0146075j -0.0265743+0.0133699j 0.0102568-0.00037345j -0.0207285-0.000341268j -0.013949-0.00548083j 0.00551046-0.00672185j -0.0216587-0.00138679j 0.0118555-0.0331929j 0.0186267+0.00611343j -0.00319861+0.0251734j 0.00874368-0.00108337j 0.00231791-0.0276218j -0.0144394+0.010802j -0.0117182-0.0114728j -0.00187744-0.0118586j -0.001352+0.00524141j -0.00375828+0.0220798j 0.00739282+0.00960428j -0.0285959-0.0050683j -0.0130982-0.00188617j 0.00119999-0.00951732j -0.0070138+0.00360411j 0.00938196+0.00743244j -0.0186605-0.0257987j 0.000998659+0.0169547j 0.013816-0.00514962j 0.015915-0.0110462j 0.0148826+0.00582942j -0.022127+0.00363562j 0.00567265-0.0114899j 0.00963893-0.000864168j -0.00319237+0.00630117j 0.000444257+0.00444943j -0.00814522-0.0139393j 0.000582272-0.0138565j -0.0217222+0.00116421j 0.00914159-0.00696542j -0.000703881-0.00414464j -0.00806492-0.00433845j 0.00659567-0.00986167j 0.00994907-0.00439209j -0.00216127+0.0202971j 0.0011429+0.00583921j 0.0087791+0.0161868j 0.0264678+0.00209256j 0.00420281-0.0012658j 0.00336308-0.0120978j 0.00940661+0.0101887j -0.000854812+0.00695958j 0.010769+0.014345j 0.00155056+0.0131492j -0.0120502-0.00572125j 0.0027132+0.0134871j 0.000984538+0.0145991j 0.00385223-0.00582128j -0.00164274-0.010471j 0.00286257-7.35604e-05j -0.00166871-0.00407368j 0.00201729-0.01438j 0.000868985-0.000769574j 0.00615714+0.00820489j 0.000293626-0.00115942j 0.00218572+0.00549928j -0.00414264-0.00189814j -0.0103661-0.00310512j 
0.000912078+0.0076582j 0.0110273+0.00851244j -0.0050827-0.00950226j -0.000497102+0.00414154j 2.45177e-05-0.0116671j 0.00644143+0.00389107j 0.0117378-0.0192891j -0.0265497+0.00701931j 0.00887408+0.022155j -0.00960783-0.00200839j -0.0122886+0.000476526j -0.0163982+0.00744495j 0.000287327+0.0159246j 0.00160452-0.00651341j -0.000799684-0.00480948j -0.00286464-0.000868543j -0.0101823+0.014816j 0.0023147+0.0067257j -0.0127301+0.00337196j 0.0118197-0.00597096j 0.00312375+0.00430668j 0.00453443-0.000783095j -0.0167641-0.00230184j -0.00727783+0.0119833j 0.00520743-0.00395067j 0.00462459-0.0116821j -0.00102019-0.000137291j 0.010049+0.00876696j -0.0064287-0.0050218j -0.000381954+0.000280965j 0.00435268+0.00362144j -0.0116148+0.0115828j -0.00433633-0.00109839j -0.00177009+0.00734314j -0.015602+0.00130884j -0.00911732+0.00422277j 0.011217+0.00490217j 0.00258575+0.00447861j -0.00483039+0.00270334j 0.0154219-0.00309552j 0.00716022+0.00486712j -0.0116941+0.00418444j -0.0142846+0.00281859j 0.0170434-0.00776907j -0.00418422-0.00441726j 0.00500335-0.00576625j 0.00433616-0.00948326j -0.00303893+0.00582437j -0.00337939+0.00971584j 0.0117785+0.00586158j -0.00106481-0.000246734j -0.0063161-0.0127372j 0.00813932+0.00951752j 0.00235409+0.011216j -0.00876241+0.00633433j 0.0185931-0.0227755j 0.00127149+0.00329203j 0.00455059+0.00209798j 0.00355694-0.0133906j -0.00320861+0.00615094j -0.0110233+0.00268795j -0.0106681+0.00783765j 0.00300555-9.04486e-05j 0.00203856+0.00452745j -0.0236522+0.0131972j -0.00793794-0.0017688j 0.00965241-0.0135641j -0.00658662-0.0107668j 0.00906207+0.00120444j -0.0136049+0.0164402j 0.00396844-0.00795877j 0.00458363+0.0070782j -0.00544218+0.00286431j -0.0180327-0.00890414j 0.00436666-0.00705094j -0.0011087+0.0129931j 0.0196763+0.0122949j 0.0198203+0.0115993j 0.00680961-0.00913819j 0.00485553+0.00291027j -0.00124052-0.00373338j 0.000729532+0.00480862j 0.0163687+0.0114285j 0.00327311+0.00655353j -0.00235873+0.00576501j 0.00736999+0.00788659j 0.00400392+0.00191733j -0.0123105+0.00492417j 0.00745678-0.00857486j -0.00943539-0.0133987j -0.00431913-0.00216093j 0.00140732+0.00689371j 0.00060747+0.000907555j -0.00099222+0.00958376j 0.0141234+0.00118113j -0.00525454+0.00169592j -0.00581487+0.00200125j 
-0.0099476-0.00658573j 0.00684174+0.00911068j 0.029583-0.00448666j 0.0110542+0.031772j 0.00722973+0.00669864j 0.0176973+0.0359603j 0.0320016-0.0082373j -0.0111275+0.0073923j -0.0246394-0.00339244j -0.00898157-0.0176272j 0.0270116-0.00166032j -0.0158784+0.0029849j -0.000921118+0.00691538j -0.00274126-0.0191076j 0.00644962+0.00399238j 0.0153208+0.000589957j -0.0137855-0.0159395j -0.0128001-0.0250256j 0.0010727-0.00927712j -0.00195463+0.00723293j -0.00608602-0.00951092j -0.0218631-0.0230638j -0.00657677-0.00870569j -0.00353331+0.00361774j 0.0209807-0.0135704j 0.0312121+0.0047752j -0.0127435-0.00328486j -0.0198667-0.00560567j -0.00167637-0.00688233j 0.00472273+0.00577441j 0.00872464+0.00226605j 0.0195901+0.00670697j 0.00166331-0.0184169j -0.02461+0.017789j 0.0087879+0.00517082j -0.00900128+0.00878128j 0.00121604-0.0046404j 0.00323874+0.00561836j 0.00833741-0.00324091j 0.0117525-0.016074j 0.0122048-0.00508329j -0.00193599+0.00797769j 0.0287125+0.0142214j 0.00877883-0.0172677j -0.0253943+0.00955468j -0.00398596-0.00738065j -0.00782815-0.0160602j 0.00235748-0.00264327j -0.0048728+0.00941123j -0.0196343-0.00754992j -0.00103393+0.00872005j 0.00855582+0.0142321j -0.0256048+0.0129339j 0.00548988-0.00149932j -0.0141528-0.00312528j -0.00581572+0.00716546j 0.00993691+0.0148919j -0.0121885-0.0161789j -0.0200717+0.00502754j 0.0192006+0.00108813j 0.000203325+0.00332866j 0.016529-0.00520851j -0.00505728+0.00835882j 0.00143122-0.00372391j 0.0056913-0.0132236j 0.0137033+0.0252318j -0.00506424+0.0174151j 0.0142301+0.056366j -0.0196984+0.0149564j 0.00383878+0.00039553j 0.009737+0.00279429j 0.00303381+0.0113378j -0.00160827-0.0135413j 0.0146934+0.0286672j -0.0123071+0.00270931j 0.00586136-0.00435226j 0.00486143+0.0106172j -0.016737+0.0137332j -0.000359907-0.00440433j 0.00462917-0.00523052j 0.00953214+0.0113982j 0.00672382+0.0045806j -0.00362163+0.00498929j -0.004773-0.0142232j -0.00212785+0.0230475j -0.0114275+0.0105035j -0.00228337-0.00311394j 0.00904068-0.0157793j -0.0025992+0.000906231j -0.00392802+0.0158362j 0.0104787-0.0122876j 0.00127349-0.00538398j 0.00786705+0.00239666j -0.00231231-0.0049087j -0.0101622+0.000653186j 0.00411859-0.00135163j -0.00206528-0.0040027j 
0.0345216+0.0365905j 0.0203723-0.00928583j -0.0355234-0.0251255j 0.0165242-0.0159864j 0.0269498+0.0290711j 0.00612815-0.00426882j -0.00620499-0.00296482j -0.0295343+0.0339304j 0.0284531+0.0067411j -0.00953564-0.0155601j 0.0160524+0.0285151j -0.0273564-0.0107123j -0.0169306-0.0106001j -0.00128747-0.00169711j 8.1116e-05+0.00272276j 0.0220519+0.00504457j 0.00812588-0.0031238j 0.0178002-0.00788873j -0.00542275+0.00608253j 0.0103891+0.00158095j 0.0107029-0.00843862j 0.0177517+0.00329185j -0.00665227-0.00820935j 0.00913395-0.00398224j 0.0170024+0.0210941j -0.0206373+0.0169746j 0.00721358-0.0220048j -0.0129584-0.00111804j -6.18388e-05-0.0214747j 0.0119937+0.0182799j -0.0316145+0.00976j 0.000388533+0.0207915j -0.0127275+0.00957394j 0.00293051-0.0091846j -0.00983025-0.00420755j 0.00611045-0.00907957j 0.00876198-0.00902106j -0.00951726+0.0103518j 0.0108337-0.00596203j 0.000393193+0.0124798j 0.00354968+0.00987536j -0.0052326+0.0148598j -0.0135605+0.0248013j 0.00313825-0.00614681j 0.00322093-0.01878j -0.00959404-0.00116959j 0.00623773-0.0256623j 0.00426209-0.016111j 0.00506731+0.0184832j 0.0112163-0.0173304j 0.00802767-0.00130354j 3.05856e-05+0.0474409j 0.00213477+0.00146248j -0.00308034+0.0126606j -0.0105586+0.00183353j 0.00913686-0.00616329j 0.0237736-0.009685j -0.00856308+0.00794337j 0.00172851-0.0154541j -0.0271945+0.0156573j -0.0170547-0.0335758j -0.015462-0.0177725j -0.0188868-0.019645j 0.01286-0.00540238j -0.024172-0.00505177j -0.000159968-0.00427883j -0.00231166+0.00683504j 0.00313891+0.023822j -0.00727846-0.00438768j -0.0197422+0.0233657j 0.0158121+0.024773j -0.0100146+0.00284579j -0.012578+0.00997604j -0.0135821+0.0271798j 0.0119707-0.00403746j -0.0078303+0.0221696j -0.00261842-0.00737616j 0.0131167-0.0135793j -0.00300011+0.00404952j 0.00131362+0.0163781j 0.00722943+0.00981838j -0.00916884+0.00821985j 0.00218404+0.00970709j -0.00270823+0.00819876j -0.0154876+0.0157121j 0.0271204-0.00862811j 0.00717913-0.0122049j -0.00956131+0.00859384j -0.000613212-0.0254158j -0.00121224-0.0017811j -0.00655987-0.0113939j -0.0021749+0.00583449j 0.00631921-0.0119085j -0.0102163+0.0211372j 0.00291555+0.00542832j 0.00160811+0.00923314j -0.00462093-0.006251j 
0.0211161+0.0125567j 0.00126257-0.000699757j -0.0272672-0.0107311j 0.00868235-0.027225j 0.00624041-0.0135439j 0.0188979-0.00593703j -0.015365+0.00377367j 0.013119+0.0114258j 0.00810374-0.00532949j -0.0031327+0.0121827j -0.000257506+0.00423696j -0.0196468+0.0128569j -0.0109314-0.00175649j -0.00650138-0.00831285j 0.000869295-0.00785707j 0.015499+0.0139354j -0.00978985+0.010121j -0.00388422+0.000859015j 0.00863712+0.0126819j 0.0278504+0.00893737j -0.00287603-0.00806696j -0.00801043-0.00911586j -0.0184746-0.0121599j -0.00377177-0.0147872j 0.00923134+0.0058351j -0.0049252+0.0140444j -0.0053917-0.0137755j -0.00955043+0.00302929j -0.0057894-0.0102249j 0.00653548-0.0101096j -0.0178362+0.00976765j -0.00944662-0.00446683j -0.0383877+0.00183448j -0.00395525-0.0191477j 0.0217127+5.05547e-05j -0.00712143-0.024188j 0.02294+0.0103494j -0.00288291-0.00233136j 0.00617613+0.0177201j 2.81108e-05-0.00757245j -0.000421005-0.00942091j -0.00110192-0.00925746j -2.37303e-05+0.0120814j 0.00847411+0.00474219j 0.00122568-0.0117836j -0.0267108-0.00514233j 0.00628513-0.0167432j 0.00485884-0.0100321j 0.00685613+0.0116034j 0.000289164+0.0104147j 0.0173186+0.00332243j 0.00179237+0.0224066j 0.006626-0.000985255j 0.00956493+0.0239335j -0.00720562+0.00847607j -0.0118773-0.016798j 0.00829713-0.0176377j -0.0184526+0.0186972j 0.00640014-0.00780627j -0.0255467-0.00450769j 0.00550024-0.0126129j -0.0340916+0.00383548j -0.00423798+0.00192736j -0.00792593-0.00993327j -0.0158975-0.00234031j 0.012+0.0393835j 0.00173415-0.00994503j 0.00244855-0.00824147j 0.00346272+0.000994465j 0.00273716+0.00429759j -0.00062841+0.0180575j -0.00521544+0.0130855j -0.0186194+5.62804e-05j 0.000185479+0.0106657j -0.00114665-0.0011056j -0.0113566+0.00836335j -0.0044562+0.00650876j -0.00379397+0.0201125j -0.0208883-0.0116171j 0.0159455-0.000801143j 0.000854258+0.00083942j -0.00229178+0.0105857j -0.0121437-0.0032763j -0.00102355-0.00785901j -0.00648885-0.00028293j -0.00294578-0.00734802j 0.00071604-0.00324844j -0.00657855+0.0058996j 0.00125778-0.00920162j -0.00263638-0.0094734j 0.00375927-0.00291019j -0.00274044+0.000936708j -0.00405562-0.00312862j -0.00693039+0.00414192j -0.00729899+5.32574e-05j 0.0146586-0.00779139j 0.00973689+0.00380369j 
0.00359321+0.00217923j 0.021389+0.0180945j 0.0147277+0.0079977j -0.00174342+0.0119125j 0.0291134+0.0113613j 0.00521183+0.00537982j 0.0107165+0.00672097j 0.0125558+0.0199837j 0.00720005-0.0250387j -0.00991903+0.00191895j 0.00367253+0.0191416j -0.0196294+0.0226822j 0.00677009-0.00426228j 0.00223644+0.00109626j 0.0158867-0.00380979j 0.021048-0.00326905j 0.00438826-0.0142919j 0.00669086+0.0118582j 0.00552309-0.0216435j 0.0186962-0.012303j 0.00106898-0.0184441j -0.0126507-0.0139647j -0.00491795-0.0046859j -0.00108214+0.00205091j 0.00285271-0.0206238j -0.00273762-0.00438661j 0.00398205-0.00855176j -0.00586409-0.00179191j 0.00825828+0.0036283j -0.00817277-0.0017531j -0.00990346+0.0100372j 0.00189747+0.0154457j -0.037565+0.0127715j -0.0183565-0.000819334j -0.00847573+0.01645j 0.00664891+0.00116268j 0.00571895-0.0110866j -0.0068727+0.00645976j 0.0283652+0.00337506j 0.000505135+0.0162593j -0.00215948-0.0133013j -0.00906917+0.00360034j -0.00319514+0.015302j 0.0146952+0.0290028j -0.0117543+0.0170441j 0.0100592-0.00285542j 0.0162634-0.0127532j 0.00256543-0.00101179j 0.0112406+0.0108833j 0.000164062+0.00204677j 0.0144275+0.00762006j -0.00128646+0.00643035j 0.00479065+0.00720082j 0.00864191-0.00322722j -0.00592152-0.000540554j -0.0212065+0.00974899j 0.00634853-0.0112371j 0.00536762+0.00726246j 0.00681741+0.0023964j -0.00777825+0.016153j 0.0221365-0.0124304j 0.0107008+0.0261921j -0.0298147+0.00618874j 0.0134807-0.00385366j -0.020104-0.00411416j 0.00341615-0.000336095j 0.00900195-0.0168992j 0.0135377+0.0152701j 0.0163058+0.0220179j -0.00460192+0.00805944j -0.00397617+0.00543366j -0.00203712-0.00568542j 0.00932874-0.00692666j -0.00161308+0.00293501j -0.0107552+0.0195303j 0.0107716+0.00870078j 0.015898+0.0180504j -0.00421418+0.00475619j -0.00362538-0.0114566j -0.0114553+0.00625341j -0.000916712+0.00211268j -0.00593246-0.00480148j 0.0103679-0.00770623j 0.000776903-0.0173524j -0.000772078+0.00463242j -0.0150185+0.00837971j 0.00344476-0.00280969j -0.00459892-0.0137074j 0.000741643+0.00160157j -0.00165417-0.0178396j 0.00571672-0.0106546j -0.00115635+0.00111117j -0.00451083-0.00341884j 0.00672729+0.0082215j -0.00384982+0.00236934j 0.00339359-0.00615411j -0.00890965-0.00290183j 
