0.00519258-0.00177771j 0.000807269+0.00431253j 0.00086832+0.00264186j 0.00339144-0.00312838j 0.000300208+0.00296486j 0.000473375+0.00261396j 0.00277368-0.00124671j 0.00157689+0.00159343j -0.000236925+0.00148719j -0.00114893+0.00126592j -0.00254818-0.000755667j 0.000405839+0.00254211j 0.000851084-0.00111966j 0.00123882-0.000246656j 0.00237754-0.000713675j 0.00116097-0.00113102j -0.00036569-0.00129464j -0.000537801+0.00144023j -0.000928907-0.00113124j 0.00272176-0.00234919j 0.00209151+0.00135951j 0.000759621+0.00176284j 0.00163+0.00183415j -0.00122671+0.00053668j -0.000384098-0.00127021j 0.00138197-0.00216466j 0.000682859+6.5532e-06j -0.000296674+0.00134348j -0.000977826-0.00112814j -0.000386286-0.000818843j 0.00277943+0.000577903j 0.000434027+0.000428398j 0.00106504-0.000853122j -0.000841546-0.00202969j -0.0019115+0.00377732j -0.000535216-0.000214108j 0.00370611+0.000476056j 0.00116185-0.0019929j 0.00136081-0.00134499j 0.000409319+0.00149421j 0.00155611-0.000132622j -0.00353541+0.00212295j -0.00166802+0.00114506j -0.00113948+0.00368153j -0.00140212-0.00118316j 0.00123646-0.000825779j 0.0027502-0.00363392j -0.0016132-0.00049957j -0.000345066+0.00179343j 0.00116173-0.00104708j -0.00258985-2.47708e-05j -0.00135732+0.00176965j -0.00102364+0.00111357j -0.000126645-0.00338735j 0.00612911-0.00738051j -0.00787973-0.00418053j 
-0.00107253+0.000288299j -0.00147565-0.00161823j -0.000790477+0.00187898j 0.00214525+0.00160039j -0.00158578-0.000525821j 0.00244217+0.00162918j 0.0019896-0.0012289j 0.000928738+0.00141817j 0.00121425+0.00150023j 0.00141073+0.00467124j 0.000388585-0.00122548j -0.000903006+0.000205958j 0.00191544+0.00248899j 0.00128961+0.00229369j -0.000523529-0.00168168j -0.00325962-0.00345239j -0.00108186+0.00211855j 0.00163571+0.00221885j 0.00103744-0.000932614j 0.000789845+0.00176782j 0.00243206+0.000877909j 0.000366403+0.00135893j 0.00116127-0.00124043j 0.00151175+0.00188451j 0.00306489+0.00179194j -0.000622509-7.97777e-05j -0.000580778-0.000469609j 0.0011805-0.000997399j 0.0022183+0.00236778j 0.00142277+0.00029432j 0.00216515+0.00137437j 0.000768655+0.00256949j -0.000648687-0.00111411j 0.000485333-0.00143398j -0.00108158-0.0015334j 0.000566012+0.00328382j 0.000951356+0.0012621j 3.53048e-05+0.000332884j -0.0010809+0.000714032j 0.000194919-0.0010262j -0.000505662-0.00483329j -0.00216987-0.0005843j 0.00052065+0.00436565j 0.00159854+0.00129162j 0.000865008+0.00130873j -0.000576849+0.000679045j -0.000737629-0.00437121j -0.00240321+0.000476997j 0.00058618+0.0010447j 0.00272973+0.00316885j 0.00064802-0.00607236j -0.0027203-0.000965621j -0.000620211-0.00228782j 0.00134772-0.000769871j 0.000857974+0.00108054j 0.000532308-0.000276225j 
0.00207781+0.00159927j -0.000987181+0.00128312j -0.00050221+0.000104782j 0.00168808+0.000281523j -0.00288393+0.000898357j 0.00235369-0.00454464j -0.00202307-0.00111848j 0.000629169-0.000310738j -0.00165643-0.00160115j 0.00346802-0.00363376j -1.03289e-05-0.000471196j -0.000174506+0.000491015j 0.00157208-0.00215304j 0.00210251-0.00292275j -0.000349993+0.00318906j -0.00316956+0.00405831j 0.00212304-0.000366558j 0.000520101-0.00190373j -0.00246517+0.000973384j 0.000333472+0.000729523j -0.00108148+0.000284981j 0.00114088-0.0013504j -0.00312678-0.000210911j -0.000174437-0.00139835j 0.00169056-0.00510133j 5.7704e-05+0.000739721j 0.000584633-9.26214e-05j -0.00119542-0.00199659j 0.001606-0.000780755j 0.000615843+0.000596809j 0.0015945-0.000842384j 0.00391828+0.00036449j 0.00036445+0.0019253j 0.00102288+0.000477544j -0.00186948-0.00125335j 0.00285859-0.00284487j -0.000557461+0.00327207j 0.00231092+0.00052762j 0.001467+0.00122831j -0.00163867-0.000986778j -0.00565865+0.00450996j -0.00101031-0.000109341j 0.0034423-0.00394856j -0.000107493-0.0025088j 0.00105093-0.00056685j 0.000322562+0.001726j -0.0039083+0.00517058j 0.0017303+0.00094071j -0.00311529+0.000817459j 0.000544002-0.00356082j -0.00597975+0.000493124j -0.00250606+0.00058685j 0.00155549-0.000180555j 0.00143527+0.00130188j 0.00148527+0.00311937j 0.00144715-0.00231811j 
0.00256151+0.00109077j 0.000674571+0.00328756j -0.000455989-0.00183381j -0.00280018-0.00104733j 0.00108969-0.0022596j 0.00354655+0.00395711j 0.00164384-0.000833106j -0.00108275+0.00157929j -0.00179771-0.00317833j 0.00114793-0.00056058j -0.00194627+0.00182235j 0.00060912-0.000192413j -0.00129379-0.000607758j -0.000171332-0.00129592j -0.00228437+0.00086873j 0.000350755-0.00302819j 0.000199313-0.00409641j -0.0013395+0.000223242j -0.00368433+0.000536307j -0.00417417-0.00188822j -0.00221914-0.000368555j 0.00296763-0.00107808j -0.000918457+0.00121148j -0.00202267-0.0036522j -0.000928774+0.000292679j -0.00259132+0.00161143j 0.00223167-0.00037175j 0.00073282+0.0023126j -0.000943361+0.00061329j -0.00356907+2.13479e-05j -0.000152642+0.00278633j 0.00264393+0.00142649j -0.000159661+0.000896324j 0.000603553-0.000785031j -0.00253875+0.0030405j -0.000638017-0.000620644j -0.00070831-0.00101459j 0.00142878+0.000498134j 0.00279648-0.000414972j -0.00081141+0.00219254j -0.000707901-0.00187843j -0.000334819-0.000472147j -0.00114224-0.00108793j -0.000677997+0.00397444j -0.00126021+0.000487891j 2.22941e-05+0.000395834j -0.0011492-0.00278007j 0.00385616-0.00132652j -0.00559819-0.00333959j 0.00126877-0.0027217j 0.00137974+8.34728e-06j 0.000707875-0.00415495j 0.00368271+0.00488199j -0.00207036+0.00172483j 0.000942894-0.00384658j -0.00181911-0.0014996j 
0.00355103+0.000597214j 0.000515779-0.000416173j -0.00266598+0.00115279j 0.000681034+0.0037175j -0.000886893-0.00039218j 0.00263993-0.000829481j 0.00137408+0.000990278j 0.00052405+0.000519989j -0.00144992-0.000145758j -0.00230784-0.000280812j -0.00270971-0.0011482j 0.000250656+0.00190288j -0.00165577+0.00125704j -0.00252264+0.00111951j 0.00245413+0.00237354j -0.000937074+0.000358924j -0.00234295-0.000876688j -0.0015499+0.000351422j 0.000281616+0.00034645j 0.00179335+0.00140975j 0.00200023+0.00255149j -0.000156737-0.00336951j 0.00129007+0.00253264j -0.00474085-0.000371363j -0.00263092-0.00100785j 0.000901639+0.000292678j 0.000890595+8.29086e-05j 0.00048081-0.00301227j -2.94035e-05-0.00154659j -0.00172765+0.00126898j 0.00436309+0.00231744j 0.00157664-0.00229277j 0.00107806+0.00192398j -0.00410926-0.000885228j 0.000957205+0.00213822j -0.00267653-0.000936972j 0.00499253+0.00451787j 0.000209111-0.000693872j -0.00014795-0.00272567j 0.00178083+0.0031553j -0.00032355+0.00110673j -0.00212832-0.00167902j -0.00390815-0.00114697j 0.00305294+0.000508738j -0.00164186-0.00206681j 0.00338254+0.00213416j -0.00176286+0.0024697j -0.00139159-0.00417107j 0.000370487+0.00561977j -0.000652622+0.000165308j -0.000486544-0.0036524j -0.00354209+0.000239624j 0.0028781-0.000618322j -0.00147813-0.00126975j 0.00256208-8.84213e-06j -0.0033497-0.00560861j 
-0.000130863+0.00204233j 0.00211913+0.00111982j 0.00203504-0.000366354j -0.00247356-0.000923317j 0.00260382+0.0012919j 0.00114803+0.00159714j -0.0019209-0.00121729j 0.0036613-0.000367831j 0.00222619+0.00151859j 0.000553071-0.00176663j 0.00146084-0.00125565j 0.000409704+0.00276719j 6.99264e-05-0.00345157j -0.000570833-0.00233427j -0.000228754+0.00164085j -0.00100221+0.000511856j -0.00205609-0.00119164j 0.00180087-0.0013457j 0.000785256+0.0010845j -0.000876418+0.00160352j -0.000520778+0.00107144j 0.00210437+0.00187426j -0.000337607-0.00026038j 0.00127347-5.36361e-05j 0.00106157-0.00112809j -0.00101579+0.00127792j 0.000705298-0.000290084j 0.000282251-0.000510777j -0.000936346+0.00295433j -0.000358136-0.00120475j -0.000614761+0.00315238j -0.00138897+0.000860524j -0.000391139-0.000663764j -0.00101055-0.00266399j 0.00556333+0.000796689j 0.000713856-0.00145425j -0.00504652+0.00247117j -0.00314501-0.00202611j -0.0023959-0.000361941j 0.00313054+0.00179937j -0.0011835+0.0011615j 0.00508917+0.000428373j 0.00333673-0.00100064j 0.00392863+0.00304283j -2.09344e-05-0.00223859j -0.00283309+0.000258467j -0.00555989-0.00413038j -0.00112419-0.00164904j -0.000533319+0.00488197j -0.00337622-0.00126376j 0.00141783+0.0012391j 0.0013571+0.0014991j -0.00281602+0.00258626j -0.00188914-0.00487473j -0.00556139-0.00290766j 0.000896128+0.000328643j 
-0.00140725-0.00108277j -0.000428801-0.000892936j 0.00105762-8.43583e-05j 9.20828e-05-0.00212961j 0.000334787+0.0012825j -0.000646279-0.00229753j -0.00118908-0.000209281j -0.0011466-0.00134813j 0.00162062-0.000545957j 0.00128725-0.000349796j -0.000776274-0.00252016j -0.000209854-5.51863e-05j -0.000160057-0.000570027j -0.000492151-0.00114521j -0.000823642+0.00096008j -0.00128224+0.00121393j 0.00186594+0.000900637j 0.000430249-0.000105101j -0.00125437+0.00207373j 0.00202412-2.17981e-05j -0.00116774-0.00057306j 0.000561777-0.00220353j -0.00157996-8.07125e-05j 0.000468385-0.000555918j 0.000101785-0.00499204j -0.00149046-0.00126221j 0.00059972-0.00102797j -0.000916413-0.00140572j 0.00187491-0.00118871j -0.0017926+0.000749561j -0.00106498-0.00157426j 0.00106588+0.000949684j -0.000773625+0.000158644j -0.000561794-0.00284386j -0.00370812+0.00294892j 0.000549838-0.00184357j 0.0016398+0.00460281j 0.000745188-0.000505267j 0.0028163+0.000175681j -0.00271475-0.000269096j -0.00128789+0.00106131j -0.000871351+0.000957892j -0.000586898-0.00120573j -0.000760514-0.000453663j 0.00104735-0.000505041j -0.000620214+0.00241799j -0.00175088+0.00302602j 0.00218288+0.00285503j -0.000375571+0.00236444j 0.000914241-0.000195897j -0.0015727+0.000894313j -0.0013013+0.00146287j -0.000775074-0.00192692j 0.00154567-0.00124937j 0.00142727+0.00151862j 0.00130523+0.000447061j 
-0.00250905-0.00111916j -0.000328895-0.00150548j -0.000288131-0.000440755j -0.00128799+0.0012729j 0.000140398-0.00164213j 1.05054e-05+0.0010424j 0.00118103+0.000943775j -0.00209206+0.00156531j -0.000227412+0.000296301j 0.000552272+0.00249529j -0.0012612-0.00021021j -0.00104471-0.0013884j 0.000410359+0.00345986j 0.000945577+0.0041223j -0.0012012-0.00149834j 8.84159e-05-0.00216701j 0.000191222+0.00106767j 0.000164762+0.00331338j 0.000532624-0.000282707j -0.00269618+0.00247214j -0.00256477-0.00150835j -0.00114959+0.00111484j -0.00137586+0.00336334j 0.00123751-0.000809161j 0.00120306+0.00345968j -0.000412639-0.000962226j 0.00259893+0.000398174j -0.00235564-0.00053457j -0.00234314+0.000139814j -0.00231238+6.10945e-05j 0.0047389-0.00174003j 0.00213833-0.00142642j -0.000857249-0.00174483j -0.0012718-0.00233422j 0.00225168+0.00292237j -0.00145121+0.0049507j 0.000716586-0.00125159j -0.00323435-0.000648043j 0.00125592-0.000497163j 0.000996276+0.00277461j 0.000752959-0.00565912j -0.000344284-0.000317732j 0.00141132+0.00617167j -0.000956352+0.00207838j -0.000535204+0.000373059j 2.28919e-05+0.00158171j 0.000588311-0.00373365j 0.00182713-0.000676158j -0.00138833-0.000440239j 0.00229272+0.00215888j 0.00307463-0.00407623j -0.00065909-0.00166519j 0.000295903-0.00182813j -8.35276e-06+0.000198856j -0.000443898-0.00113891j 0.000109906+0.00143207j 
-0.000203549-8.75023e-05j -0.000663353+0.00183951j 0.00104008-0.00180217j -0.000996095-0.00128567j -0.000100841-0.00097534j -0.00126793-0.00131364j -0.000941104-0.000280897j -0.00143818+0.00212184j -0.00197654-0.00136583j 0.00130615-0.00196678j -0.000408038+0.00306009j 0.00185807-0.00230158j 0.000401817+0.000111609j 0.00160656-9.89779e-05j 0.000358087+0.000771532j 0.000157972+0.000744528j 0.00140135-0.00206929j 0.000595607+2.32563e-05j -0.000607243+0.00343818j -0.00330463-0.000146217j -0.00595937+0.00276676j -0.00443417+0.00202329j -0.00148874+0.001494j -0.000283159-0.00176783j -0.00100931-0.00149974j -0.00564557-0.0021061j 0.0023882-0.00161545j -0.00805846-0.00146481j 0.000946688+0.00169464j 0.00129083+0.00476829j -0.00229639-0.00184201j 0.000445573-0.00331962j 0.000754034+0.00180898j 0.00181627+0.0014021j 0.00286303-0.00104859j 0.00086488+0.00117588j 0.00291043+0.00240977j 0.000233401+7.67991e-05j 0.00110064-0.00455178j 0.000412181+0.00141307j -0.000295311+0.00282182j -0.000316819+0.000857644j 0.00134033-0.000633532j -0.00144411+0.00273347j -0.000969134+0.0035465j -0.000530904+0.000899068j 0.00321111+0.00370372j 0.00415562-0.00289747j -0.00169494+0.00175201j -0.00223808-0.00259545j -0.000504306+0.00334733j 0.000472612-0.000455934j -6.96654e-05-0.00212174j 0.00202937+0.00192974j -0.000249059+0.000196225j 0.00169494+0.00187384j 
-0.000959097+0.000810051j -0.00049661-0.00164012j -0.000651868+0.000576688j 0.000456895+0.001597j 0.000252779+0.000279643j -0.00137697+0.00122078j 0.000990928+0.000758267j 0.00060933+0.000404436j 0.00030408+0.00106868j -0.000848387+0.00119716j -0.000168801-0.000419362j -0.000734822+0.00193499j 0.000710497+0.00040781j 0.000669903+0.000104334j 0.000852143+0.000111806j 0.000642312-4.84093e-05j -0.000863867+0.000949999j 0.000810813+0.000244759j 0.000135249-0.00169477j 0.00246549-0.00112505j 0.00290594+0.00175592j 0.00211989+0.00145823j 0.00237226-0.00132705j -0.00157395+0.00167485j -0.00480026+0.000802561j 7.66552e-05-0.00251974j -0.00406046+0.00103747j 0.00344618+0.000694911j -0.00136903-0.000117589j 0.000992392+0.00149794j -0.00451645-0.000772888j -0.00309372+0.00108501j 0.00143019+0.00149521j -0.00037583+0.00251616j 0.00118983-0.00266516j -0.000108485-0.00107741j 1.54892e-05-0.0008548j 0.00158925+0.00125614j -0.000886276-0.000830831j 0.000940128-0.00103148j 0.000530637+0.000935974j 0.0021503+0.000449587j -0.00130564-0.000879408j 0.00022182-0.00104252j -0.000152901-0.00203762j 0.00126069-0.00125607j 0.00113974-7.81144e-05j -0.00118779-0.000217254j 0.00243518+0.000206184j -0.00116444+0.000739498j 0.000548982-0.000291262j 0.00110247+0.0012626j -0.0012671+9.93198e-05j -0.000522654-0.00115781j -0.000467796+0.000896562j 0.00044395-0.000430222j 
0.000339149-0.000544893j 0.000303968-0.00143687j 0.000290939+0.000405394j -2.02851e-05+0.000899913j 0.000823609+0.000796532j -0.000476352-0.00121737j 0.000143724+0.0011524j 0.00095531+0.000578568j 0.000428837+0.000914727j 0.000696786+0.000667057j -0.00110428-0.00108297j -0.000172706+0.00143393j 0.000475073-4.27367e-05j 0.000375672-0.0010235j 0.000319401-0.000561053j 0.000457603+0.00124437j -0.00233296-0.00130727j 0.000645904+0.0015672j 0.00118159-0.000758914j 0.0012313+0.000415116j 0.00347557+0.000969008j 0.00538362+0.00434653j -0.00391573+0.00246273j 0.000228639-0.000450645j -0.00473778-0.00253621j 0.00143643-0.00384929j -0.00126753+8.96057e-05j 0.00197784-0.00152565j -0.000764935+0.00353964j -0.000418394-0.000663351j 0.00577655-0.00321102j 0.00316079-6.69606e-05j 0.00270327+0.00184646j -0.00368092+0.000314407j 0.000450658-0.00661995j -0.0039528-0.00122795j 0.00126494+0.00261171j -0.00315419-0.00074981j 0.000423733+0.00181031j 0.00140399+0.00202563j 0.000917645+0.00261584j 0.00209834+0.000315142j 0.00276792-0.00166894j -5.75987e-05+0.000669758j -0.00219763-0.00100737j 0.00201938+0.00248206j -0.00350067-0.00120492j -0.000768547-0.000874225j 0.00188901+0.00366653j 0.00015646+0.00140669j -3.67624e-05-0.000466927j 0.000625882+0.00144685j -0.000726686+0.00016196j -0.00336396-0.00258679j -0.000128895+0.000298797j -0.00203542-0.000911573j 
-0.000463094-0.000147195j 2.78184e-05-1.85288e-05j 0.000784233+0.000953325j -0.000590557-0.00168042j 0.000251274+0.00141888j -0.000317093-0.00149001j -0.00166547+0.000161064j -0.00177414-0.00181911j 0.00092338-0.00150965j -0.000220584+0.00117879j -0.00129495-0.00250479j 0.000344063+0.00049259j -0.000982765-0.000156265j -0.000582905+0.00295088j 0.00110084-0.000466939j -0.00149269+0.00246799j 0.00112478+0.00153544j -0.000422055-0.000924086j 0.000967025+7.30239e-05j 0.00218367-0.00314418j 0.00103738-0.00412105j -0.00441509-0.000624451j -0.000920166-0.00349441j 0.00295532+0.00038067j -0.00260888-0.00358895j 0.00532698+0.00292405j -0.00650595-0.000948668j 0.00888779-5.09272e-05j 0.00100894-0.00528091j 0.00217716-0.00141115j -0.00271744+0.00346366j 0.00439148+0.00324558j -0.00187852-4.68635e-05j 0.00122584-0.00284133j 0.00250739+0.00792256j -0.00228054-0.00192956j -0.00130788-0.00222948j 0.00415051-0.000833202j 0.00243353+0.00319078j -0.00637324-9.44551e-05j -6.34838e-07-0.000356071j -0.00107+0.0024389j -0.00290203+0.00475012j -0.00239035-0.00415397j 0.00140287-0.00365337j -0.00290428-0.000180673j 0.00247188+0.00148386j 0.0028979+0.00568605j 0.000728064-0.00330419j 0.000682246-0.000485333j -0.0004087+0.00148943j 0.000490792+0.00217408j 0.000146367+0.000392618j 0.00141065-0.00132225j 0.00110887-0.000826028j 0.000917032-0.000412718j 
2.27588e-05+0.00055887j 0.00161496+0.00044548j -0.00269332+0.000518569j -0.00124327+0.0016804j -0.0019087+0.000475289j 0.000438371+0.00144733j 0.000394739-0.000907122j 0.00200312+0.000597054j -0.00320098+0.00130121j -0.000948277-0.000931994j 0.00158487+0.00132643j -0.00260979+0.00244631j 0.000670269-0.00189274j 0.000441811-0.00232521j 0.000210702+0.000547236j 0.00025298+0.000117429j -0.00321577+0.000808335j 0.000381754-0.000403251j 0.00161069-0.00329431j -0.000265756+1.5404e-05j 0.00419376+0.000329668j 0.00321071+0.000980825j 0.00427509+0.000758321j -0.000825227-0.00268479j -0.00361566+0.000918134j 0.00729151-0.00132147j -0.010094+0.00114781j 0.0166155+0.00204176j -0.00154481-0.0012609j 0.00472601+0.000805413j -0.00488344-0.00463912j 0.00423597-0.002823j -0.000990373+0.000657886j 0.00273432+0.00256587j 0.00228471-0.00194669j -0.00151715+0.000650082j -0.00885704-0.0036856j 0.00452925+0.00441934j 0.00162881-0.00175887j -0.00232696-0.00285775j -0.000163068+0.00114294j 0.00119807+0.00152552j 0.00138187-0.00464001j -0.00138521-0.00032863j 0.00131547-0.00202969j 0.00060393-0.00346633j 0.000388887-0.000835303j 0.000452746+0.000264223j -0.00451698-0.00352899j -0.000713252-0.00382225j 0.000490758+0.00133103j 0.000269093-0.00160373j 0.00366442+0.00225915j 0.00109633+0.00283706j -0.00213849-0.0013993j 0.000617979+0.00116365j 
-0.000997061+0.000765747j 0.000555614-0.000542215j 0.00029439+0.000693427j -0.000332912+0.00199775j 0.00100523+0.000567314j -0.00324462-0.00187898j -0.000746719+0.00078232j 0.000509744+0.00149736j -0.000836485-0.000436847j 3.66076e-05-0.0014735j -0.00315132+0.00244066j 1.70487e-05+0.00160292j 0.000131938+3.12937e-05j 0.00254012+0.000691936j 0.00244454+0.0013053j 0.00255035+0.00310246j 0.000263743+0.000466551j 0.000472457+0.000127961j 0.00215114+0.00174013j 0.00126061-0.00123952j -0.000736678+0.000273051j 0.00174031-0.00146181j 0.00391032+0.00076498j -0.000476858+0.00164271j -0.00579659+0.00162353j 0.00129416+0.0030941j -0.00373301+0.000203556j -0.00063295-0.00258666j -0.00388326-0.00201011j 3.11068e-05+0.00259757j -0.00157284+0.000598901j 0.00041334-0.00417006j -0.00101917+0.000845807j -0.00383897+0.000823026j 0.00654428+0.00383731j 0.000207253+0.00184145j 0.00248723-0.00348768j -0.000561325-0.00193137j 0.00101111-0.00253338j 0.0035158+0.00326152j -0.000211944+0.00252222j 0.00239383+0.00218503j 0.00243882+0.00326461j 0.000607954-0.0014425j -0.0016878-0.00214145j 0.0030885+0.000254583j 0.00133583+0.00304253j 0.00236845-0.00339019j 0.00332574+0.00251168j -0.00157083-0.00156781j -0.000693493+0.000895651j 0.00138364+0.00361111j -0.0012567-0.00139598j -0.00203123-0.00140834j -0.00185796-0.00205714j -0.00113579-0.000376559j 
0.00189847-0.000911705j -0.000194124-0.000671533j 0.00156291+0.000890553j 0.00116672+7.69303e-05j 0.00131094+0.000186216j 0.00132361-0.00189965j -6.01259e-05+0.000111096j -0.00013544-0.00203838j 0.00166038+0.000510311j -0.000101525+0.0014755j -0.000504101-0.00315764j 0.00201636+0.00151227j -5.4361e-05-6.70437e-05j -0.00175998+0.00248115j 0.000764468+0.000916812j 0.000149281+0.000538686j -0.00295716+0.00072489j -0.000661677+0.00100911j -0.00315412+0.000608539j 0.000850955+0.00119647j 0.00148312-0.00345465j 0.00175764+0.00148431j -0.00238493+0.000994238j 4.15078e-05+0.00180889j -0.000559149-0.00306764j 0.000965686-0.00239097j 0.00111852-0.00287673j 0.00417056-0.0012118j -0.00261481+0.00306513j -0.00264107+0.000354854j 0.000456549-0.00276112j -4.12966e-05+0.00418789j 0.00283458-0.00054682j 0.00164253-0.000259079j -0.000896821-0.00131458j -0.00487029-0.00155738j -0.00543459+0.00388639j -0.000437546+0.00130326j -0.000592041+0.00536385j 0.00114835-0.000374264j 0.000753448+0.00138918j 0.00231074-0.00140924j -0.00319038+0.000350245j -0.000755523-0.00220932j -0.00410776-0.0022201j -0.00367557-0.000437853j -0.00539614+0.00149654j -0.00177508+0.00470196j -0.000702854+0.00166827j -0.00212254+0.000711988j -0.000540403+0.000299249j 0.00161112+0.000859582j 0.00205948+0.000951573j -0.00299523-0.000205513j -0.00227138+0.000536832j -0.00252609+0.0008697j 
0.000457681+0.000147923j 0.00205909+0.00136571j -0.000461719+0.000476095j -0.0016065+0.000833477j 0.000490039+0.000478272j 0.00183288-0.00114065j -0.00237399-0.00109228j 0.00220786-0.00070933j 0.00096299+4.02328e-05j -0.000989536-0.00174441j 0.00144365-0.000498959j 0.000655736+0.000107109j -0.0024492-0.000913108j -0.00441318+0.0013773j 4.83e-05+0.00226377j -0.000808278+0.00150543j -0.0010945-0.000637827j -0.00160687-0.000989022j -0.00160265-0.000262818j -0.00359282+0.00114055j 0.0015776-0.00199357j 0.00057005-0.000729986j 0.000774545+0.00355384j -0.000569859+0.000288419j 0.00241572+0.000302907j -0.00646894+0.00332755j 0.00543846-0.00097288j -0.006734-0.00147348j 0.0024827-0.00277288j -0.000793764-0.00191307j 0.000681548-0.000918003j -0.00160942-0.00295993j 9.94419e-05-0.00151844j 0.00317274+0.000848865j -0.00502036+0.00437734j 0.000193455+0.0016475j 0.0029122-0.00193413j -0.00149034-0.000314715j -0.00445841-0.000721217j 0.000337803+0.0032417j 0.00191312+0.000375318j 0.000279834+0.00119423j -0.00496723-0.00122971j 0.00500723+0.000965573j 0.00306441+0.000238987j -0.000772864-0.00216484j -0.00210944+0.000394888j -0.00219848-0.00132586j 0.000363624+0.00239254j -0.00211038-0.00261148j 0.00167569+0.00111874j -0.00155764+0.000753594j 0.000756532+0.000692142j 0.000118287-0.000240493j -0.00140277-0.00340675j 1.01922e-05-4.87376e-05j 
0.000371509-0.000592558j 0.00100821+0.00219107j 4.84966e-05-0.00261905j -0.00116775-0.0015654j -0.00210766-0.00229538j 0.00102078-0.000447507j -0.00135803-0.000576565j -0.00020916+0.000413585j 0.000988806-0.00163926j -4.48125e-06-0.00101451j 0.00363956+0.00134154j -0.000749166-0.00350606j 0.00157592-4.93803e-05j -0.00180235+0.00122978j 0.000322691-0.000861522j -0.0026528-0.000804848j -2.2594e-06-0.00186471j 0.000440666-0.0019391j 0.00545359+0.00131638j 0.00544971-0.00117824j 0.000663536+0.000184015j -0.0050443+0.000463818j -0.00605895-0.00268613j -0.0012823-0.000841347j 0.00366578+0.00171597j 0.00689761+0.00151229j -0.00140876+0.000546909j 0.00579561-0.000614412j 0.000362723+0.000982793j 0.0053211+0.000260913j 0.000751327+0.00618744j -0.00199613+0.000604309j 0.00418004+0.00121796j -0.00683881-0.00109765j 0.00301458-0.000859821j -0.00392921-0.00135894j -0.00158771+0.000413681j -0.00119189-0.00265479j -0.00317007-0.00179559j -0.00158168+0.000563322j -0.00148792-0.00115873j 0.000859808-0.00126356j 0.000655729+0.00161985j -0.000203906+0.0011158j -0.00172488+0.00439196j -0.00123853+0.000850052j -0.000883075-0.000932555j -0.00239042-0.00253221j 0.00287345+0.000160912j 0.000975258+0.000665995j -0.00188247+0.00022049j 0.000697958-0.00166819j -0.00262708+0.000249322j -0.000944213+0.000781583j 0.000225774+0.000178957j -2.75397e-05+0.000528179j 
-0.00125017-0.000817032j -0.000138674+0.00136144j -0.00131472-0.0014554j -0.000967336-0.000892521j -0.00135185-0.000767163j -0.00234716-0.000112309j 0.00122045-0.000457601j 0.00142766+0.00157097j 2.01242e-05+7.49525e-05j -0.000320339-0.00180112j 0.000111039+0.000407905j -0.00293336-0.00135774j 0.00238839-0.00135925j -0.00145786-0.000372352j 0.0010668+0.000806063j -0.00104219-0.00166711j -0.00552388-0.000489933j 0.0032291+0.000429768j 0.00559585+0.0040692j 0.00615411+0.000686965j 0.00383089-0.00202767j 0.00389194-0.00427557j 0.00249486+0.00282668j -4.81599e-06-0.000258898j -0.00529328+0.00101377j 0.00317012+0.00279323j -0.0083965-0.00178901j 0.0119304-0.00210203j 0.00428919+0.00392303j 0.00392752+0.000362928j -0.00569288+0.00165914j 0.00404073-0.000563885j 0.00260882-0.00205101j -0.00291266-0.00347985j -0.00354334+0.00472829j -0.00638832+0.0018283j -0.000544442+0.00368234j 0.00113965-0.00215909j 0.0031327+0.000563008j -1.23192e-05+0.0021865j 0.00247356-0.000867594j 0.000310686-0.00160654j -0.00177146+0.000727568j -9.59395e-05+0.00404602j -0.000676626+0.00479524j 0.00117659+0.00278535j -0.000820481+0.00180716j 0.000227597-0.00260823j 0.0019936+0.00453988j 0.000774015+0.00122184j 0.000737854+0.000563054j -0.00027717-0.00191669j -0.0010666-0.00207105j -0.000379058+0.000880818j 0.00162554-0.000302638j 0.000115889+0.000876211j 
