0.00519258-0.00177771j 0.000807269+0.00431253j 0.00086832+0.00264186j 0.00339144-0.00312838j 0.000300208+0.00296486j 0.000473375+0.00261396j 0.00277368-0.00124671j 0.00157689+0.00159343j -0.000236925+0.00148719j -0.00114893+0.00126592j -0.00254818-0.000755667j 0.000405839+0.00254211j 0.000851084-0.00111966j 0.00123882-0.000246656j 0.00237754-0.000713675j 0.00116097-0.00113102j -0.00036569-0.00129464j -0.000537801+0.00144023j -0.000928907-0.00113124j 0.00272176-0.00234919j 0.00209151+0.00135951j 0.000759621+0.00176284j 0.00163+0.00183415j -0.00122671+0.00053668j -0.000384098-0.00127021j 0.00138197-0.00216466j 0.000682859+6.5532e-06j -0.000296674+0.00134348j -0.000977826-0.00112814j -0.000386286-0.000818843j 0.00277943+0.000577903j 0.000434027+0.000428398j 0.00106504-0.000853122j -0.000841546-0.00202969j -0.0019115+0.00377732j -0.000535216-0.000214108j 0.00370611+0.000476056j 0.00116185-0.0019929j 0.00136081-0.00134499j 0.000409319+0.00149421j 0.00155611-0.000132622j -0.00353541+0.00212295j -0.00166802+0.00114506j -0.00113948+0.00368153j -0.00140212-0.00118316j 0.00123646-0.000825779j 0.0027502-0.00363392j -0.0016132-0.00049957j -0.000345066+0.00179343j 0.00116173-0.00104708j -0.00258985-2.47708e-05j -0.00135732+0.00176965j -0.00102364+0.00111357j -0.000126645-0.00338735j 0.00612911-0.00738051j -0.00787973-0.00418053j 
-0.000201498-0.000705458j -0.000623106-0.000233273j 0.000963615-0.0010525j -6.13586e-05+0.000129027j -0.00108199-0.000559304j -0.000735835-0.00181602j -0.000187676+0.00243738j -0.00212655+0.00144211j -0.000263471-0.000790669j 0.0012418+0.000367648j 0.00144835-0.00211568j -2.29219e-05-0.00204741j 0.00260146+0.00322552j -0.0014492+0.00269519j 0.000304541+0.00089986j 1.69509e-05+0.00197798j -0.00106562-0.0022297j 0.00196073-0.000108063j -0.00137795-0.00123327j 0.00476426-0.000849432j -0.0011176-0.000548115j 0.000766657+0.00410813j -0.00255292+0.0103394j -0.00467003+0.00023646j -0.00300348+0.00355913j -0.000757582-0.00517941j -0.000254888+0.000580385j 0.00280658+0.000490746j 0.0001181-0.00379838j 0.00196849-0.000674729j -0.00883934-0.00955131j -0.00404768-0.00253641j 0.00763459-0.00306036j -0.00159173+0.00471822j -0.00376183-0.00249561j -0.00373582+0.00265477j 0.000322418-0.00356105j 0.00207334+0.00211886j -0.000183799-0.00174499j -0.00121616+0.00557872j 0.000616709-0.00120595j 0.00273049-0.000303226j -0.00480864-0.0018811j -0.00235863+0.00204443j -0.00220933-0.000423197j -0.000987194-0.00223592j 0.00043263+0.000769078j 0.00043568+0.000385213j 0.00167096-0.00271328j -0.000596701-0.0021567j -0.00177652+0.000443654j 0.00147974+0.000735453j -0.00125571+0.000372177j -0.000110254+0.000599117j 0.00134938-0.00146516j -0.000523911-0.000183738j 
5.55699e-05+2.97604e-05j -0.000153394+0.000359593j 0.00169714+0.000594043j -0.000577611+1.40126e-05j 0.0017977+0.000272823j 0.00145132-3.49503e-05j -0.00180517+0.000372309j -0.000816454-0.000472641j 0.00305417+0.00124508j 0.000583981+0.000115495j -0.00201328-0.00121889j 0.00383734+0.00137298j -0.00219555+0.00114353j -0.00252843+0.00289136j 0.00102567-0.000454483j -0.000662612+0.000927687j 0.00195226+0.00105439j 0.000971023-0.000602924j 0.000323508-0.000318004j -0.000721173+0.0025303j 3.63914e-05+0.000888763j 0.00162473+0.000635688j -0.00170658+0.00424866j 0.00519825-0.000586224j 0.000482149+0.00312905j -0.00196088-0.00251583j -9.03623e-05-0.000395205j 0.00146561+0.00136888j 0.00576185-0.00171203j 0.0011117+0.00186775j 6.46043e-06-0.0033359j 0.00880397-0.0020461j -0.00324343-0.00237181j 0.000995792-0.000267046j -0.00314342+0.000100873j -0.00151549+0.00137857j 0.00317953-0.000109508j 0.000163882+0.00139917j 0.0049543-0.00252715j -0.00587696-0.000380339j 0.00252258-0.000584241j -0.00142669-0.00158879j -0.00162746+0.00173952j -0.000576373+0.00105424j -0.00135397-0.00267808j -0.00135557-0.00156074j -0.000114802-0.00115647j 0.0045386+0.00147613j 0.000416846+0.000379081j 0.00213954+0.000534979j 0.00177367-0.00164729j -0.000262447+0.000709342j 0.000925783+0.000394636j -0.000391424-0.00140694j 0.00139083-0.00136236j 0.00105269-0.000916636j 
0.000498401+0.000457824j 0.000374203+2.37105e-05j -0.000155629-0.000432432j 0.00101712+0.000999245j -0.00114521+0.000314715j -7.0736e-05-0.000989105j 0.00094933+0.00137932j 0.000482623+0.00248334j 0.000533414-0.000146068j -0.00161538-0.00064016j -2.1779e-05-0.000535339j 0.00163218+5.10673e-05j 0.00287645+0.000563456j 0.00360577+0.00422348j 0.00197969-0.000519686j 0.00104529+8.83748e-05j -0.00197753-0.00317389j 0.00154799+0.000780915j 0.00373111+0.000478853j 0.000913651-0.000995694j 0.00214007+0.0048377j 0.000219447+0.00265447j 0.00508965+0.00352499j 0.00572553+0.0036423j 0.0111952-0.00134888j -0.00129667-0.0053811j 0.000929325-0.00283727j 0.00622253+0.000686672j 0.00207477+0.00442538j 0.00674714+0.00403951j 0.000534126+0.00273929j 0.00389761+0.00364005j -0.00657067-0.00304326j 0.00342692+0.00685227j -0.000288927-0.00232438j 0.00185207+0.00102264j -0.00400509+0.00147299j -0.00132633-0.00032016j -0.0034837-0.00276119j -0.00078502+0.000122084j -0.000242351+0.00307504j -0.0052555-0.00487011j 0.00417077+0.00483315j 0.00140023+0.00223619j -0.00216266+0.00341871j -0.00399046-0.000568394j -0.000822182-0.000406131j -0.000939156-0.00253361j -0.00179395+0.00113251j 0.000722667+0.000152129j -0.000525512+4.92739e-05j -0.000880669-0.000769218j 0.00108599-0.00029768j 0.000839396+0.000577463j -0.00147898+3.15468e-05j 0.000402903+4.47621e-05j 
0.00107723-0.000215887j 0.000520278+0.000184521j -0.000134178+0.000479987j -0.000163557+0.000388362j -0.000338609+0.00108794j 0.000516102-0.00127517j 0.000543916+0.000641759j 0.000360849-0.00111439j -0.00206914+0.00127758j 0.00012287-0.00263912j 0.000621945-0.000342679j -0.00035133+0.00081472j 0.000700959-0.00129159j 0.000453535-0.000350718j -0.000903902-0.000849574j 0.001142+0.00304449j -0.00258008+0.00156216j 0.00141212-0.000992834j 0.0011217+0.0012986j -0.00229282-1.42244e-06j -0.00111144-0.00169165j 0.00326584-0.00323815j 0.000518635+0.00250977j -0.000525817+0.00276856j 0.00303861+0.00824975j 0.00032471+0.00435384j 0.00289554+0.00346547j -7.3978e-05+0.00317217j 0.00146217-0.00146127j -0.00114401-0.00184458j 0.00263567+0.00452293j 0.0014704+0.00116061j 0.000122418-0.00716278j 0.000686626-0.000119391j -0.0031363+0.00108894j 0.00143665+0.002232j -0.00118096-0.00540454j -0.00223706-0.00292241j 0.000678498+0.000872122j 0.00356167-0.00122015j -0.000463972+5.3032e-05j -0.000398382-0.00426627j 0.00102805+0.00375864j 0.00243628-0.00116852j 0.00136186-0.00101184j 0.00113319-0.00103083j -0.00110337-0.00165468j -0.00184375-0.000296718j -0.000718524-0.00314737j 0.000749906+0.0021693j 0.00028583-0.00020778j -0.000945066-0.000543048j 0.000990804+0.00143537j -0.000417253+0.000282233j -0.000384504-0.000649903j -0.000929438-0.00053792j 
0.000417499+0.00100055j 0.00116306+0.000147396j 0.000566946+0.00108788j -0.000413548+0.00122j 0.00146678-0.000440219j -0.00046192+0.000963392j -0.00234518+0.000351111j 0.00106874+7.58506e-05j 0.00137859-0.000690958j -0.00181782+0.000829953j 0.000706641+0.00112785j 0.00191609+0.00108277j -0.0032725+0.00158089j -0.00314949+0.00189986j 0.00185623+0.00108957j 0.000712944-0.00188092j -0.000742981-0.00235748j -0.00170821+0.00273367j 0.00187053-0.00209368j -0.00174489+0.00252435j 0.0024221-0.0012253j -0.000213603+0.00052681j -0.000695444-0.000293116j 0.0043335-0.0037578j -0.000959747-0.00524748j 0.00121425-0.00237951j -0.00202013-0.00205105j -0.000607853-0.00278517j 0.0029388+0.00161696j 0.00189239+0.00163091j 0.0035423-0.00591095j 0.00389365-0.00481091j -0.00293047+0.00663225j 0.00188014+0.00122412j -0.000421671+0.00107715j -0.00212507-0.000263542j 0.000966958+0.00201003j -0.00148215+0.00193326j 0.000104828-0.000938029j -0.00336696+0.00296046j 0.00488784+0.00122677j -0.000385471+0.00284094j -0.000821726-0.00286016j -0.000166644+0.00124591j 0.000577004-5.33518e-05j -0.000779187-0.00152092j 0.000404276+0.00095417j 0.000697092-0.00197232j 0.000907422+0.0039407j -0.000959769-0.00273305j 0.00311537-3.1997e-05j 0.000192459+0.00069886j 0.00088561-0.00117095j -0.000168023+0.000170633j -0.000626788-0.00142502j 0.000609542-0.00040812j 
0.000976299+6.33367e-05j 0.000900574-0.000546365j -0.000570518-0.000424574j 0.000630037+0.00215887j -9.68612e-05-0.00029558j -0.00213455-0.000282269j 0.000626537+0.00193571j -1.16615e-05+0.00204718j -9.10472e-05-0.00121609j -0.00174348+0.00152529j -0.000613713-0.00141014j -0.000858808-0.000849474j 0.000449557+0.000837728j 0.00293528+0.00470215j 0.0016783+0.000655106j 0.00178541-0.00124859j -0.00166011-0.000925299j -0.00390284-0.000523297j -0.00136705-0.00244281j 0.000140096-0.00266531j 0.000400508+0.00190468j 0.000661329+0.00186927j 0.00097855+0.00147681j 0.00188199+0.00239571j -0.000930885-0.00713009j 0.000670955-0.00181896j -0.00151062-0.00636447j -0.000588914-0.00301222j -0.0049325-0.00148711j -0.0022312-0.00151535j 0.000563442+0.00248543j -0.00150298+0.00134346j 8.46328e-05+0.00129495j 0.00276128+0.00497132j 0.00164149+0.00339617j -0.00261536+0.000381989j -0.00364042+0.000735973j -0.000535479+0.00229398j -0.000448923+0.00339873j 0.00281431+0.00253577j 0.00136024+0.000851125j 0.000311741+0.00170305j -0.000213847+0.00312938j -0.00152545-0.00198544j -0.00161423+0.000189887j -0.00264461+0.000245833j 0.000163814+0.00206902j -0.000143957+0.00129372j -0.000202587-0.000976506j -0.00219206-0.0014501j 0.000843966+0.00108439j 0.00217768+0.000705547j 0.00103422+0.00100982j -0.00148799+0.000555721j -0.0012643-0.000820635j -0.0016901-0.000876967j 
-0.00133633-0.000849965j -0.000249825+0.000545767j -0.0016536-0.000272656j -0.000500592-0.00121546j -0.000659904-0.000342204j -0.00101161+0.000259481j 0.00103606-0.000136351j -0.00104336-5.91875e-05j 6.78276e-05-0.00177298j -3.19619e-05+0.000518749j -0.000778268+0.00190534j -0.00352076-0.00087216j 0.00061564+1.96613e-05j -0.00064779+0.00125299j -0.00163821-0.00214102j 0.000739758-0.0011321j 0.00100495-0.00231325j -0.00201065+0.00128767j -0.000292797+0.00112811j 0.00157937-0.0019713j 0.00233806+0.000563287j 0.0036407+0.00252063j -0.000239298-0.00313124j -0.00258234-0.000913175j 5.32994e-05-0.00241479j 0.00123062-0.00114123j 0.00175127-0.00126984j 0.000650741+0.000772653j -0.00394126+0.00294104j -0.00365648+0.000439828j 0.000642961+0.00342192j -0.00178053+0.000575343j 0.000577474+0.00174467j -0.00433742+0.000518461j -0.00426212-0.00364798j -0.00174569+0.000283848j 0.000466575+0.000831844j -0.000649402-0.0013579j 3.54714e-05+0.000731304j 0.000928799-0.000367929j -0.00165591+0.000460662j 0.000242676+0.000199165j -0.00181828+0.00101214j -0.000791699+0.00108997j -0.00108084+0.0036615j 0.00274281+0.00176364j -0.00105703-0.000747381j -0.000272934-0.000533951j -0.00036298-0.000527752j 0.00204029+0.00106331j -0.000739862+0.00121703j -4.94238e-05-0.00154438j 3.57707e-05+0.000292626j -0.00152765+0.00110563j 0.00205533-8.53452e-05j -0.00136999+0.00100126j 
0.000997546+0.00165097j 0.000128692+0.000327089j 0.000331833+0.00155003j 0.0021189+0.000518025j -0.00159707-0.000484048j 0.00085733+0.00164533j -0.000339016+0.000620746j 0.0015511-0.000644112j -0.00190105-0.00109285j 0.000447058+0.00147045j 0.00368149+0.000952474j 0.00107114+0.000105822j 0.00175183+0.00123631j 0.00418479+0.00251426j 0.000388232-0.0010846j -0.00146131-0.00230246j -0.00236239-0.00159572j 0.00295339+0.00317362j -0.000657326-0.0026602j -0.00160867+0.00212662j 0.00169696-0.00810266j 0.000915162-0.00205539j -0.00542453-0.00141797j -0.000463985-0.00151417j -0.00233446-0.000855046j -0.00280262+0.00135162j 8.02509e-05-0.000517547j -0.00245222-0.000785527j 0.0014434+0.00423906j 0.00754804-0.00386167j 0.00285617-0.00260669j -0.00185217+0.000223352j 0.00816064+0.00308296j 0.00440567+0.000335099j -0.000228416+0.00352967j -0.00101909+0.00157084j -0.000613402-0.00176708j -0.000872388+0.000916285j -0.00640285+0.00604925j 0.000978993+0.00210534j 0.00351221-0.00319072j 0.00217867-1.96679e-05j 0.00165086+0.0025672j 0.000130677-0.000847779j 0.00206522+0.00139167j -0.00184543-0.00198194j 0.0011186-0.00116279j -0.00512596+0.000417964j 0.00334804-0.00120366j -0.00155367-0.000178652j 0.000459955-0.00201354j 0.000358019-0.000725486j -0.00173033-0.000215526j 0.000857586+0.00177167j -0.00118296-0.000567472j 0.000216759+0.000172336j 
0.000804165+0.00019096j 0.00117421+0.00018922j -0.00144634+0.000166471j -0.000697181-0.000432789j -0.00165872+0.00107641j 0.00210734+0.000460309j -0.000111095+0.00109417j 0.000529779-0.00158301j -0.00224289-0.000624951j 0.00015576-0.000117739j -0.000522771-0.000836968j -0.00163946+1.2273e-05j 0.000272419-0.000661839j -0.000170567+0.00231033j 0.000300571-0.00339025j -0.00270086+0.000625129j -0.00130411+0.000432726j 0.000135364-1.85598e-05j 0.000383354-0.0023741j 0.000749809+0.000397361j -0.00151989+0.000896414j -0.00241662+0.00308967j 0.00679496-0.000261248j -0.00489446-0.00474094j 0.000781529-0.00301713j 0.001116-0.000410195j -0.00187149-0.000422025j -0.0012549+0.00200259j 0.00091984-0.000530223j 0.00104657-0.00394004j -0.00533466+0.000373809j -0.00282792-0.00387393j -0.00213174-0.00085612j -0.000745208-0.00230421j 0.00294902-0.00221442j 0.00463752+0.0037965j 0.00249146+0.00138621j 0.00349817+0.00248141j -0.00267213-4.84923e-05j 0.0022073-0.00060281j -0.00340249-0.00321393j -0.001297-0.000493984j -0.00307546-0.000853263j 0.00424318+0.00136082j 0.00326132+0.00128775j 0.000308519+0.00220468j 0.00156925-0.000580247j -0.00118053-3.37684e-05j -0.000237022-0.00109292j -0.00211827+0.000400199j -0.000868555-0.000935831j -0.00262665-0.00131534j 0.00107321+0.000998345j 0.00249401+0.000287645j -0.00106686+0.000391685j 0.000785149-0.000454238j 
0.00337646+0.00117562j 0.00143175-0.00164109j 0.00115865+0.000175272j -1.59287e-05+0.00143401j 3.50395e-05-0.000138501j 0.00472297-0.000114547j -0.000491992+0.00219394j 0.00216946-0.00070373j -0.00183888-0.00137818j 0.000823733+0.000308856j 0.00128229-0.00235383j 0.00291099+0.000714565j -0.000577267+0.00264486j 0.00131276+0.0009248j 0.00120161-8.63199e-05j -0.00492233+0.0022528j -0.00413353-0.00190069j 0.00209301+0.00222298j -0.000524055+0.000341843j -0.00258189-0.000420398j -0.000987141+0.0019714j -0.00470405+0.000507533j -0.00136595+0.00223888j 0.000277793-0.00176539j -0.00362257+0.0028524j 0.00156513-0.000865381j -0.00539822+0.00416932j -0.000379382+0.00231719j 0.00602315-0.00136386j 0.00116018+0.00163056j 0.0020562+0.00273126j 0.000696604+0.00108874j 0.00210872-0.000284404j 0.003115+0.000305433j 0.00817742+8.77758e-05j 0.00147845+0.000424405j -0.000234452-0.000904986j 0.00263662-0.00143303j 0.00166864-0.00306744j 0.000652375+0.00293543j -0.00124353-0.000859147j 0.0018303-0.00235722j 0.000293124+0.00206387j 0.00312352+0.00120884j 0.00161987-0.0029832j -0.0034907+0.000783596j -0.000204227-0.00199987j -0.000221113-0.00270234j -0.000195682-0.000511916j -0.0038701+0.000337714j 0.00110205-0.00262735j -0.00102588-0.000418311j 0.00183266+0.000887917j 0.00120853-0.0015373j -0.00371579+0.000115352j 0.000228516-0.00248404j 
0.000190163-0.000203506j -1.41111e-05+0.000232092j 0.000317014+7.36908e-05j -0.00130684+0.000604789j 0.000854587+0.00081354j 0.000256835-0.00205721j 0.000832523+0.000659513j -0.0008684+3.09145e-05j 0.000679777+0.00263382j -0.00123566-0.00126147j -0.000429317-0.000275597j 0.000169179-0.000814004j -3.54627e-05-0.000339994j -0.00237292+0.00146602j -0.001896+4.60485e-05j 0.000902679+0.00123982j -0.00267163-0.00087208j 0.00268491-0.00225564j 0.000312911-0.00109932j 0.00305081+0.00227317j -0.00244011-0.00185792j 0.000399032+0.00401248j 0.00518421+0.00113136j -0.00257693+0.00261944j 0.00275853+0.000416806j 0.00134495-0.000393531j 0.00211104-0.00101949j 0.00340514-0.000426094j 0.00483447+0.00115525j -0.00336543-0.00706094j -0.00492952-0.00186233j -0.00165307-0.000655238j -0.00361379-0.00216275j -0.00342448+0.000117695j -0.00185384-0.00349754j 0.00260166-0.0014117j -0.000109792-0.00190888j -0.000307122-0.00175135j 3.84297e-05+0.00648645j 0.000696821+0.00276431j -0.00214003-0.000349174j -0.00231395-0.000896649j -0.00255366-0.000154609j 0.00297817+9.05906e-05j 0.000548281-1.41317e-05j 0.000507596-3.8589e-05j -0.00231104-0.00214766j -0.00119106+0.000338541j -0.000146218+0.00134227j 0.000816317+0.00119944j -0.000533945+0.000301444j -0.00144138+0.00089551j 0.000484627-0.000281193j -0.000152582-0.00149367j -0.000487927+0.000243709j 0.000359433-0.000217178j 
-0.000228909-0.00171058j -0.00050344-0.000617295j -0.00159657-0.00151213j 0.000210743+0.000521245j -0.00118331-7.36212e-05j -0.00268359-0.00114529j 0.000594239-0.000462763j 0.000895361+0.000234959j -0.00229233+0.00112091j -0.000292839-0.000673951j -0.00148836-0.00255346j -0.00298675-0.00230295j 0.00144232-0.00173731j -0.00192199-0.00398001j 0.00287426+0.00136218j 0.00268885+0.000737068j -0.00157627+0.00362127j -0.00239427-0.00214793j 0.00339497-0.000123379j -0.0010212+0.000585654j 0.00299823+0.00066376j -0.00260635-0.000602317j 0.00682493+0.00735848j 0.00134831+0.0013531j 0.00091838+0.000713278j 0.00249449+0.00507406j -0.00122461-0.00108609j -8.8936e-05-0.00228651j -0.00611921-0.00347079j 0.0030781-0.0038539j 0.000810533-0.00344439j 0.000181483-9.28739e-05j -0.0023817-0.00739347j 0.00279119-0.00219814j 0.00290545+0.00105192j -0.000431653+0.00425298j -0.00101222+0.00249157j -0.000522466+0.00158859j -0.00491987+0.000373537j 0.00356575-0.000256587j 0.00237104-0.0014234j -0.000763374-0.000207892j 0.000749697-0.00424683j -0.00042723-0.000281412j -0.000427019+0.00149059j 0.000305676+0.0028994j 0.0021254+0.00348409j -0.00133157+0.00106945j -0.00069943-0.00022874j -0.00196495+0.000670285j 0.000380158+0.00079716j 0.00120832-0.000718847j 0.000487158+0.000141513j -0.000402522+0.00107792j -0.000435942+0.00142127j -0.00116726+0.000748515j 
-0.000789134+0.00119841j 0.000855122-0.000515497j 0.000503755+0.0010815j -0.0016551+0.000943521j 0.000769162+0.000193138j 0.000698144-6.28731e-05j -0.000720338-0.00151885j -0.000898767+0.00225229j -0.000271151-0.001046j 0.00173371+0.0015296j 0.000666732-0.00142463j -0.000686943+0.000718215j -0.00159595+0.000571879j 0.000785195-0.00470027j -0.00260735+0.00493771j 0.000914987+4.03245e-05j 0.000741954-0.00229631j -7.76929e-05+0.00195096j -0.000412732+0.00129881j -0.00143526-0.00124396j -0.000240683-0.00300589j 0.00320628-0.000104195j -0.00250718+0.0049327j 0.00044161+0.00489528j -0.00139777+0.000368137j 0.000246031+0.00467071j -0.00137692+9.34499e-05j 0.00180969-0.00334493j 0.0017139+0.00119528j -0.000773385-0.00196768j 0.00381346-0.00312041j 0.000456352+0.00558273j -0.000703663-0.00324608j -0.000284262+0.000610852j -0.00283394+0.0033257j 0.00115289+0.000762412j 0.000431139-0.00135676j 0.000705264-0.00215452j 0.000600025+0.00460752j -0.00423404+0.0043635j 0.000552705+0.000476766j -1.37728e-05+0.00188791j 0.00265858-0.0010959j -0.00157151+0.00105162j 0.00250587-0.00107734j -0.000145601+4.92055e-05j -0.00133918-0.000658669j 0.00241096+0.0013776j -0.00240984+6.21761e-05j 0.00200386-0.00218365j 0.00171182-7.31961e-05j -0.000538194+0.00046404j 0.000804012+0.00045657j 0.000513609-0.000712206j 0.000104474-0.00156796j 0.00134932-0.00058976j 
1.91114e-05+0.000266853j 0.000333946+0.00100865j 0.00030927+0.000718356j 0.00132444+0.000537538j 0.000688039+0.000961376j -0.00157743+0.000291888j -0.000868522+0.000586853j 0.0024047+0.00122771j 0.00232107+0.00204048j -7.12589e-05-0.00118642j -0.000533469+0.00176621j 0.000646246-0.000159501j -0.00214343-0.00144685j 0.00157583+0.000419117j -0.0001695-0.00169979j 0.000141096-0.000834963j 0.00198105-0.000677319j -0.00228205+0.00230563j -0.00140494-0.000837217j -0.00108436+0.00277231j 0.00161855-0.00241927j 0.000661198+0.00163799j 0.00115476-0.000525089j 0.00554553-0.000872271j -0.00306913-0.000766656j 0.0014104+0.00249493j -0.0049545-0.00214582j -0.0042347+1.32822e-05j 0.00122844+0.00768424j -0.00285162-0.00448537j 0.00273517-0.000130262j 0.00154852-0.00271004j -0.00340511+0.00102271j 0.00270179-0.00292332j 0.00140571-0.000998141j 0.00185275+0.00136376j 0.000940676-0.000378698j 0.0015695-0.000522803j 0.00244921+0.00683953j -0.00175219-0.000304471j 0.00153709-0.000603264j 0.000997333+0.000751969j 0.00193511+0.00112415j -0.00204584+0.000491654j 0.000405026+0.00212284j -0.000952483+0.000702325j 0.00174025-0.00188264j 0.00267686-0.00107472j -0.000222312+0.00191246j -0.000682925+0.0016067j 0.00172973+0.000544785j 0.00111613-0.000804706j 0.00043698-0.00123841j 0.000202772+0.000404726j -0.000517264+5.88435e-05j 0.000770786+0.000537972j 
0.000560273-3.72722e-05j -0.000173009+0.000292167j 0.000286437+0.000892669j -2.35598e-05+0.000268565j 0.000345335+0.000800459j 0.00235814-0.000686803j 0.000168136+4.41541e-05j -0.000793051+0.000423285j 0.00128224+0.00144673j 0.001503-3.60599e-05j -0.00187629-9.27521e-05j 0.00156514+0.000640517j -0.00175966-0.00019625j 0.00194471+0.000390289j -0.00211856-0.000601967j -0.00317323+0.00209476j 0.00315155+0.000134189j -0.00270293+0.00164189j -0.00345653+0.00160098j 0.00117782+0.00136484j -0.000207921+0.00158206j -0.0039261+0.0027776j -0.000943621+0.00305714j -0.0041228+0.00244033j -0.00612664+0.00333812j -0.000737668+0.000552374j -0.00598104-0.00068087j -0.000870007+0.00124882j -0.00166972+0.00517249j -0.00264974-0.000665303j -0.000616795+0.000957538j -0.00414087-0.00074408j 0.0012901-0.0041247j -0.00258141-0.00168018j 0.00527878-0.00305043j 0.00115513+0.00313303j 0.00405476+0.00171478j 0.00690568+8.91281e-06j 0.000440921+0.00100642j -0.00341028-0.00165001j -0.00358649-0.000586658j 0.00183077-0.00161387j -0.00157058+0.00192043j -0.00138208+0.000767803j -0.00179841-6.52746e-05j -0.000376546+0.000647975j 0.00112977-0.000644416j 0.00413592+0.000309167j -0.00126513+0.000942545j -0.00119882+0.00193006j -0.00099544-0.000314633j -0.000300328-0.000153558j 0.00160096-0.000194857j 0.000421173-0.000545551j -0.000287295+9.53946e-05j 5.1122e-05+5.63966e-05j 
-0.00193581+0.000331097j -0.00103498+0.00104034j -0.00173246+0.000872815j 7.00264e-05-0.00263655j -0.00146746+0.000832766j -0.000911385+0.0017535j -0.000825557-0.000644657j -0.00254411-0.00197052j -0.00116268-0.000123202j -0.000655152-0.000145738j -0.00136365+0.00133222j -0.00150283+0.00099131j 0.0009543-0.00201271j -0.00150538-0.00159901j 0.00269075-0.00236194j 0.00107343-0.0018508j 0.00361543-0.00187368j -0.0010848+0.000697045j 0.000555289+0.00133008j 0.0011967+0.00216525j -0.000285715-0.00348384j -0.00150406-0.00112426j -0.000307412+0.000641423j -0.000996553-0.00148939j 0.00172752-0.00101201j -0.00208797+0.000356175j 0.00382656-0.00225329j 0.000407698+0.000802762j -0.00767629+0.0064019j 0.00497837-0.00312166j -0.00209386-0.00363264j 0.00308947+4.26034e-05j 0.00134398-0.00299313j -0.0016116-0.00219233j 0.00172096-0.00143899j -0.00344545+0.00166389j 0.00210927+0.00441825j -0.000210286+0.00165506j -0.00472291+0.00265195j -0.00149628-0.00220364j 0.000414898-0.00116296j -0.000300906-0.00232636j -0.00114877-0.0026198j -0.00333842+0.00196603j -0.00262435+0.00218483j 0.00172443+5.7804e-05j 0.00322122+0.00103274j 0.000586677+0.00260451j 6.42688e-05-0.000523201j 0.000554455+0.000692784j -0.00123529+0.00169778j 0.000140645-0.00178716j -0.000822487+0.00118561j 0.000503969+0.00151189j 0.00240955+0.000149568j 0.000132236+0.00169311j 
0.000935299+0.000754056j -3.32843e-05-0.000673143j 0.000414738+0.000548166j 0.00204476-0.000387209j -8.60524e-05-0.00013728j -0.000386211+0.000219375j 0.000409104+0.00020914j 0.0012963+0.000348061j 0.000816327-0.00244513j -0.000702345+0.00105315j 0.000302763-6.49913e-05j -0.000108705+8.97736e-06j 0.000340594+0.000928343j 0.000371105-0.00299199j 0.0026175+0.00137443j -0.000300853-0.000527123j -0.00155075-0.00386829j 0.000172557+0.00184363j -0.000197104+0.00352431j 0.00262823-0.00275731j -0.000496304-0.000642897j -0.00133089-0.00141677j 0.00378507+0.00149948j 0.00421282+0.000793639j 0.000494383+0.000961883j 0.00137806+0.00156501j -0.00272145+0.000351973j -0.00195749-0.000113007j 0.0029846+0.00342054j -0.00333894+0.00225041j -0.00054691-0.000697265j -0.000449154+0.00369202j -0.00186461-0.00112746j 0.00189532+0.00174541j 0.00251199-0.000828586j 0.000804215-0.000265387j 0.000320395+0.00103827j -0.000240314-0.00177556j 0.00377442+0.000939204j 0.00185332+0.00275063j -0.000309654+0.00107409j -0.000642278-0.00162489j 0.0011352-0.00152445j -0.000434735+0.00230409j -0.000255487+0.00217204j -0.00107505+0.000866166j -1.03403e-06+0.00169686j -0.000324391-0.00168445j 0.0014279+0.000656662j -0.000556633-0.000451237j -0.000536613+0.000502098j 0.000379851-0.000613143j -4.92934e-05-0.000209668j -3.8876e-05+0.000850928j -0.000617949+0.000569443j -0.000679837-0.000311316j 
