-0.00274981+0.00408172j 0.00467225+0.000905602j 0.0084118-0.00651531j -0.00625187-0.00308882j 0.00663583-0.00377543j -0.00375293-2.16763e-05j 0.0055923-0.0121246j -0.0104408+0.00202125j 0.000604734-0.00459453j -0.0112442-0.00204389j 0.0041316+0.00273296j 0.0029978-0.00240244j 0.010576+0.00771134j -0.0152772-0.00452868j 0.00212915-0.00267805j 0.00444949-0.00980886j -0.00349286+0.000473043j -0.0177579-0.000525681j -0.00995222+0.00178536j 0.00818713-0.00260342j -0.016172-0.00600181j -0.0080345-0.00435969j 0.00194194-0.00262632j -0.0104683+0.00287147j -0.00510046-0.0071718j 0.00415613-0.00302617j 0.00955601-0.00219049j 0.00142181+0.000199196j 0.00203026-0.00333403j 0.000495549+0.001123j -0.00267272-6.51065e-05j -0.00118417+0.000481828j -0.000613792-0.00188099j -0.000585011+0.00227364j 0.000265663+0.00162089j -0.00146603+0.00134048j -0.0018077+0.000239829j -8.27972e-05+0.000560695j -0.00210952+0.000734541j -0.00259757-0.000288725j -0.000872302-0.00048821j -0.000169328+7.82672e-05j -0.000987848+0.000685974j -0.000740857-0.000271666j 0.000159331-0.00046068j -0.000108378+0.000625455j 0.00369611-0.000511302j -0.000721537-6.97742e-05j 0.000336418-0.00127525j -0.00143463+0.000520883j -0.00268457+0.0020951j -0.000966381-0.000887349j 0.00285389-0.000237992j -0.00421229-0.00115876j 0.00211216+0.000165137j 0.0003556+0.0013212j -0.00149417+0.000901488j -0.00112211-0.00103298j 0.000517482+0.00107673j 0.00108448-0.00144627j -0.00033025-0.00140717j -0.00197885+0.000226709j -0.00146102-0.00252999j 0.00192008+1.63737e-05j 0.00194646+0.000140761j -0.00182962-0.00090211j -0.00211009+0.000519506j -0.00204683-0.000793597j 0.00138024+0.00240094j -0.00135035-0.00218186j -0.000211798-7.87565e-05j -0.000345169-0.00106663j -0.000669688-0.000188888j -0.00109923-0.00133139j -0.000415753-0.000744396j -0.00012721+0.000578207j 0.000921777+0.000643274j 0.000794477+0.00170315j 0.000457796-0.000697259j -0.000463933+0.00123648j -0.000182487+0.00126598j -0.000243296-0.00026698j -0.00150446-0.000321435j 0.000332512+0.000898809j 0.000280841-0.00189302j -0.000192856+0.00229544j 0.00126079+0.000364786j 0.000395999-0.00102125j -0.00373228-0.00283518j -0.000155954-0.003107j 0.00225098+0.00223814j -0.000390818+0.00268568j 
-0.0048576-0.00537449j -0.00266741+0.00143637j 0.000737948-0.00141587j -0.00329335-0.00150422j -0.00357054-0.00606262j 0.000445208+0.00157425j 0.000597875-0.000649178j -0.0019555-0.0044305j -0.00128052-0.00342247j 0.00191251+0.000941418j -0.00146692+0.00192366j -0.00168291-0.00179062j 7.60337e-05-0.00500975j 0.00134452+0.000412942j 0.000303249+0.00153856j 0.000461569+0.0012443j -0.00215877-0.000187678j -0.00635968-0.00251619j -0.00135349+0.00192941j -0.000503642+0.00395564j 0.000944176+0.000378085j 0.00151357+0.00426624j -0.00059976+0.00525309j 0.00293524-0.00259181j 0.00136204+0.000703099j -0.000501502+0.000178202j -0.00210258-0.00180455j -0.00384099-0.00602473j -0.00545676-0.00421199j 0.00310541+0.00238639j 0.00390538+0.00376303j -0.00902804-0.0118796j 0.000120882-0.00159983j -0.00883627-0.00833179j 0.00360722+0.00510235j -0.00691862-0.00597681j 0.00348226+8.9993e-05j -2.3997e-05-0.000610223j 4.44343e-05-0.00031167j 0.00116815+0.00392953j 0.00105951+0.000341071j 0.000948835-0.000276732j -0.00191396-0.00475959j -0.000502985-0.000817892j 0.000205205-0.000249381j -0.000822527-0.000451583j 0.00316563+0.000894864j -0.000157922+0.000379229j 0.00319882+0.00151302j 0.00190852+0.00250693j -0.00243291-0.00219049j -0.000784808-0.000447155j -0.00174474-0.00414376j 0.00190254+0.005265j 0.00624636+0.000337584j -0.00553414+0.00206659j 0.00172215+0.00177344j 0.00120393-0.00223035j -0.00448135-0.00160582j -0.00066971+0.00143961j 0.0045136-0.00568963j -0.0085986+0.00766649j -0.00537288+0.00178282j 0.00328391-0.00321252j 0.00216099-0.00475451j 0.0104869+0.00161075j -0.00144356+0.00449557j 0.00438619+0.00339377j 0.00482911+0.00745444j 0.00171477-0.00251467j 0.000571622-0.000362671j -0.00106445-0.00172443j -0.000456797-0.000298135j -0.000660235-0.00190346j 0.000221818-0.000703839j 0.000868272-0.000175024j -0.00202764+0.000281748j -0.000741161+0.000220593j 0.00170591+0.00120167j 0.00306528+0.00277685j 0.00260208+0.00392653j -0.00190856+0.000487936j 0.00611578+0.000270374j 8.10579e-05+0.00126756j 0.00701764+0.00201424j 0.00321064-0.00226736j -0.00602221-0.00285041j 0.00594973-0.00489073j -0.00337826-0.0080946j 0.00454499-0.000196394j 0.0076648-0.00637663j 0.0030511-0.00290435j 
-0.000277105+0.00015328j 0.000666006+0.000611147j -0.0156093+0.0120916j 0.00226465+0.00578087j 0.0101482-0.0099519j 0.00793671-0.00327307j 0.00261076+0.00486376j -6.24528e-05+0.0052909j 0.00197237-0.00569798j 0.0001496-0.00284898j -0.00466549+0.0049327j -0.00459365-0.00228883j 0.00466398+0.00571361j 0.00372973-0.000331957j 0.00641441+0.000907807j -0.00250536-0.000109317j 0.00610942-0.00354612j -0.00230254+0.00819302j 0.00068917-0.00908994j -0.00133093+0.00512182j -0.00275677+0.00182865j -0.00261317-0.00358638j 0.000289136-0.00173114j -0.00152443-0.00201346j -0.00196201-0.0024473j -0.00264549-0.00218361j -0.00216173-0.00174986j -0.000345376+0.000113824j -0.00151509-0.00680476j 0.00112105+0.000386572j -0.00399733-0.00321964j -7.86816e-05+0.0032195j 0.00041951+0.00253897j -0.00082953+0.00433831j 0.000860281-0.000740966j -0.000189789+0.000389102j 0.0028908-0.00382578j -0.00298853+0.00849952j 0.000649493+0.00136085j -0.000569559-0.00539614j -1.97933e-05-0.00389339j 0.000842774+0.00325952j 0.000265842-0.00122288j 0.001823+0.000201878j -0.00088857-0.000600126j -0.0026646+0.00232654j 4.0196e-05+0.00414839j -0.00143908+0.00308307j 0.00104887+0.00301462j 0.00181471-0.00516791j -0.00172653+0.0003411j 0.00412536-0.00176258j -0.00192116-0.00291236j 0.000792819+0.00159524j 0.00035673+0.000437401j -0.00166506+0.0086586j 0.00145833+4.13767e-05j -0.00363356-0.0062222j 0.00276336-0.000678828j -0.000210775-0.00510353j 0.00228318+0.000627358j -0.00382154+0.00575323j 0.00148153-0.00102395j -0.00258039-9.928e-05j -0.00418579-0.00161594j -0.00529975+0.00292019j 0.00084793+0.000526462j -0.00227589+0.00220465j -0.000369646-0.00131321j -0.0024114+0.000821261j -0.00212895+9.13173e-05j 0.000654304+0.00113853j -0.0024662+0.00013015j -0.00107587+0.00584098j -0.000754184-0.000143474j 0.000785612+0.00441409j 0.00223823+0.00248886j 0.00252116-0.00155059j 0.000649645-0.00508666j -0.00095886+0.00294913j 0.000488114-0.000819553j -0.00374298+0.00615286j -0.00129887-0.0034413j 0.00284137-0.0006712j -0.00173608-0.00085005j 0.00190294-0.00290245j 0.00420802-0.00331516j -0.000138731-0.00405234j -0.00185455+0.00397694j -0.00127133-0.000805692j -0.00205189+0.000194148j 0.00132497-0.00245541j 
-0.00114733-2.54965e-05j 0.000989871+0.00197817j -0.00074781-0.015981j -0.000455256+0.000593273j -0.00515144+0.0126658j 0.00374641+0.00330361j -0.00517751-0.000728419j 0.00929596-0.000177364j 0.00764082+1.52135e-05j -0.000950862+0.00137731j 0.00663769-0.00295014j -0.00373638-0.00392387j -0.00551405-0.00439642j 0.006624+0.000669022j -0.00532197+0.00393556j -0.00329774-0.00181233j -0.00504077+0.00370421j 0.0067669-0.00324064j -0.00412562-0.00122677j 0.00514452+0.00194317j -0.0108751-0.00283932j -0.00535311-0.00477235j -0.00263652-0.00101459j 2.77091e-06-0.00675693j -0.00277281-0.00165759j -0.00192957-0.00652926j 0.00323245-0.00448546j -0.000889597-0.00118078j 0.000187636-0.00754706j -0.0015021-0.00262723j 0.00143231+0.000590312j -0.00150057+0.004263j 0.00114935+0.00518534j -0.00206149+0.00456711j 0.00251467-8.6932e-05j -6.73285e-05+0.00144769j 0.0011763-3.44638e-05j -0.00138143+0.00391636j -5.60036e-05+0.000798499j -0.000990572-0.00863273j 0.00175171-0.00782944j 0.00128956+0.00394075j -0.00397231-0.00580018j -0.00117839+0.00198927j -0.000164791-2.86867e-06j -0.000633647-0.000577075j 0.00209715+0.00462441j -0.000537635+0.00505465j -0.000330252-0.000614235j 0.00227215-0.00648229j -0.00352018+0.00215417j 0.000614468+0.00369456j -0.0034391-0.0044135j 0.000732554-0.00440725j 0.000311875+0.000371639j -0.00450674+0.00967889j 0.00280202+0.00313023j -0.0029491-0.00371977j -0.00465076-0.000525976j 0.0011467-0.00254266j -0.000169499+0.00349618j -0.00271559+0.0103958j 0.00337594-0.00550631j 0.000956901-0.00137446j 0.000853792-0.00341184j -0.00439273-0.00366451j 0.00213392+0.00151557j -0.000150723+0.000558687j -0.00308777+0.00209958j -0.000811252-0.000852375j 0.000353958-0.00181817j 0.000526941-0.00242335j -0.00109073+0.000887798j -0.00101569+0.000188336j -0.00130561-0.000794011j -0.00158398+0.00154918j 0.00119565+0.00143196j 0.00527133-0.00044759j -0.00147614+0.000292914j -0.00290025+0.00186075j -0.00316473+0.00359841j -0.0029782+0.00293844j 0.000392106-0.00387538j 0.00134471+0.00228389j -0.00130157-0.00267664j -0.00333879+0.000797607j 0.00485095-0.00435984j 0.000550976-0.00573981j -0.00151934+0.00100605j -0.000648049-0.00326554j -0.00414898+0.000974388j 0.00141448-0.00276699j 
0.00368446+0.000193538j -0.0036201+0.00312075j -0.00946085+0.00574792j 0.000410189+0.000632481j 0.00240935-0.000825233j -0.00562685+0.00465585j -0.00324627+0.00715554j -0.000453893-0.00271857j 0.00360139-0.0100286j -0.00309391+0.00237222j 0.00213402+0.00253279j 0.0100575-0.00376404j 0.000716769+0.00389043j -0.00409536-0.000828891j -0.00341996+0.00637333j -0.000672848-0.00352296j -0.00494033-0.0035089j 0.00710446+0.000806948j 0.00221605-0.00026265j 0.00322453-0.00328904j -0.00101384+0.000880773j 0.0101676-3.43138e-05j -0.0109087-0.00110697j -0.000723139-0.00295727j -0.0122901-0.00549098j -0.000683907+0.000734812j 0.00135255-0.00928503j -0.00126147-0.00486783j 0.000484112-0.000900799j 0.00311427+0.00285121j 0.000101796+0.0125312j 0.00205825-0.00426144j -0.000121355-0.000612196j -0.00255272-0.00328621j -0.00170826-0.0021588j 0.00137468+0.00826578j -0.00116193-0.000922537j -0.00136468+0.00363062j 6.79227e-05+0.00236743j -0.00139737-0.000342381j -0.00268287-0.00594224j 0.000547044-0.00493071j -0.00246017-0.00451877j 0.00271933+0.00918096j -0.000233723-0.000240376j -0.00334756-0.00608441j -0.00239158-0.00385123j 5.78709e-05+0.00523334j -0.000923407+0.00183343j -0.000904623+0.00563199j 0.00042445-0.00110273j -0.00269894+0.00113306j 0.000763366-0.000498721j 4.29543e-05+0.00684789j 0.00212989+0.00275938j 0.00135755+4.20538e-05j -0.00145793+0.00282265j -0.00518616+0.0045364j -0.00223566-0.00359019j -0.000538652+0.00941036j 0.00121779-0.000874504j 0.00164906-0.00166694j -0.00154341-0.00486193j 0.00141654-0.00486159j 0.00146968+0.00538088j 0.0030131+0.00090955j -0.00157753+0.0016798j 0.000752803-0.00175864j 0.00148302+0.00454825j 0.00172238-0.00312755j -0.00244366-0.000594669j -0.000439086+0.00430103j -0.000186508+0.00135065j 0.00234749+0.00419102j -0.000548152+0.001472j 0.000346907+0.00261349j 0.00141507-0.00135528j -0.00204884-0.000252978j -0.00066772-0.00198925j -0.00224121+0.00166329j 0.000682239+0.0019819j 0.00502316+0.000733477j -0.000586505-0.000811752j -0.00198477-2.30726e-05j 0.00318172-0.00248189j -0.0010514+0.000285003j -0.00265135-0.000155913j -0.00133786-0.00267752j -0.0004106-0.0012719j 0.00168816-0.0052456j 0.00295155+0.00197096j -0.00395244+0.0059514j 
0.000118221-0.00195891j 0.0030628-0.0032809j -0.0100399-0.0103147j -0.00332632+0.00108962j 0.00470271+0.00754471j 0.00113227+0.00241944j 0.00027642+0.000582132j -0.00465245-0.00404322j -0.00756107+0.00344405j -0.0084327-0.00404253j 0.00244694+0.00116827j -0.00551658+0.00247458j -0.00786577+0.00624541j -0.00176351-0.00539893j 0.00337009+0.00364603j -0.00951758-0.0060102j 0.00655759-0.00169612j 0.00673213+0.0110498j -0.00215526-0.0033613j 0.00306762+0.00289865j 0.000275077+0.00799665j 0.00274762+0.00243421j 0.0126927+0.00482231j -0.00269795+0.00106657j -0.00108092-0.00950822j 0.00357996+0.00591997j 0.00491189+0.00243954j -0.0014421-0.0030677j -0.000812655-0.00198013j 0.00109937-0.00266737j 0.00273059+0.00311417j 0.000929837-0.00445495j -0.00110587-0.000127126j 0.000961038-0.00140057j 0.00242551-0.00128134j 0.00133338+0.00258353j 0.000109385+0.00437448j 0.00108608-0.000367641j 0.00109673-0.00253679j 0.00156175+0.00482105j 0.00027084+0.00191453j -9.59953e-05-0.00431258j -0.00150195-0.00613371j 0.00201385-0.000372749j -0.00151282+0.00275136j 0.00015516-0.00518236j 0.00367124-0.00612881j -0.00373928+7.88533e-05j 0.000465166-0.00634854j 0.0012314+0.00111176j 0.000132-0.00061842j 0.00343907-9.6038e-05j -0.00219554+0.00457669j -0.000661891-0.00246734j 0.00204142+0.00243183j -0.00148908+0.00157293j -0.00304036+0.00137253j 0.00262508+0.00360377j 0.00287414-0.00314869j 0.00114836+0.00476047j 0.000823991-0.00256415j 0.00357813-0.00756102j -0.000719001-0.000595222j -0.00125903-0.00474475j 0.00113191-0.00897327j -0.000772041-0.00603142j -0.00239548-0.0016382j -0.000199895-0.00476714j 0.000474788+0.00274267j 0.00261724-0.00436535j 0.000787241-0.00183631j -0.000522638+0.00350821j -0.000594184-0.00304232j -0.00216908+0.00466024j 0.000670914+0.00709429j -0.00112234+0.0112132j -0.00329068-0.00180505j 0.000481998-0.00303151j 0.00221736-0.00609465j -0.000989433-0.000954117j 0.00161938-7.42042e-05j -0.00276803+0.00401622j 2.22117e-05-0.00016088j -0.00164238+0.000426394j -0.00171786-0.000732982j 0.00349152+0.00143858j -0.00090315+0.00344446j 0.00159645+0.00244401j 0.00150429-0.00469068j -0.000482332+0.00237579j -0.00158064+0.00169113j 0.00146624-0.00360021j 
-0.00303919+0.00289719j 0.00346164+0.00701046j 0.00322543+0.00403945j 0.00148721-0.00351341j 0.00109298-0.00189732j -0.00240115+0.00427017j -0.00448182-0.00131069j -0.00872216-0.000157496j 0.00511665+0.0042413j -0.00879365-0.00249436j -0.00324089-0.00267709j 0.000800561+0.00121692j -0.00393147-0.00175007j 0.000406085-0.00184221j -0.00307223-0.000841627j -0.00352823+0.00128985j -0.000882081-0.00077088j 0.00322662+0.00317468j -0.00318834+0.000658528j -0.00058516-0.0042366j 0.000475898-0.000359292j 0.013639+0.00369977j -0.00741711-0.00674586j -0.00211875+0.00079537j -0.00278886+0.00381969j -0.00253001+0.000430607j -0.000773033-0.00386317j -0.00258865-0.0111765j -0.000155995+0.00266912j 0.00411536-0.00217947j -0.000348931-0.00660363j -0.00301259-0.00381669j 0.000801632-0.00177658j -0.00296736+0.00222602j -0.00228744+0.00146562j -0.000334594+0.00695198j 0.0013838-0.000212399j 0.00146264+0.00664824j -0.00130443-0.00371254j 0.00138106+0.00214472j 0.00083248+0.000110692j 0.00234685+0.00716157j -0.00383965-0.00408331j -9.61582e-05-0.00784582j -0.00159228-0.00735356j 0.000861718+0.0119216j -0.00174175-0.00475181j 0.00213163-0.00939688j 0.00088648-0.00491758j 0.00213867-0.00362049j 0.000175057-0.000691347j 0.00119713+0.00726765j -0.00204999+0.00448155j -0.00147586-0.000843944j -0.001187+0.00235171j -0.0022147+0.00421763j 0.00127449-0.00779403j 0.00121991-0.0048054j 0.0009641+0.00459034j 0.000291019+0.00460398j 0.00137583-0.00105519j 0.00297488+0.00249748j -0.003599+0.00670459j -0.00266545+0.00768808j -0.00330302-0.00071173j 0.000384392-0.00159971j 0.0013933+0.00542527j 0.00114112-0.00167118j -0.00265343-0.00131016j 0.00367393+0.000248586j 0.00401537-0.00257575j 0.00136442-0.00370508j 0.00211874+0.00541176j -0.00410673-0.00087677j 0.000227256-0.0022359j 0.000584239+0.000377009j -0.00251877+0.0029149j 0.0007272-0.00222907j 0.00461106-0.00324149j 0.000432519+0.001976j -0.00285549-0.000619836j -0.00701539+0.00397081j -0.00523084+0.00309176j -0.000526603-0.00088455j -0.00328383+7.65729e-05j -0.000954639+0.00141055j 0.00152928+0.00617793j 0.00283268-0.00458037j 0.0017465+0.00127368j 0.000575929-0.00227627j -0.00659067+0.000768276j 0.000399217-0.00331166j 
0.000928584+0.00274464j -0.000450369+0.00298359j -0.00328851-0.00215538j 0.000216862-0.0011061j -0.00147834+0.00305654j 0.00577532-0.00328739j 0.00334498+0.000849648j 0.00536038-0.00441897j 0.00841818-0.00511169j 0.00342469-0.00413356j 0.00328362-0.00327169j -0.00331926+0.00318296j 0.00713237-0.00104592j 0.010316-0.000642141j 0.00277146+0.00260791j 0.00168502+0.000530453j -0.00515229-0.000524649j 0.00384604+0.00116985j -0.00547647-0.000227492j -0.00521386+0.00169458j -0.00802691+0.000985011j -0.0153238-0.00277088j -0.00158264-0.00129417j 0.00508526+0.00666093j -0.000448352-0.00461295j 0.00317203+0.00138814j -0.00228158-0.0034683j -0.00084321-0.00751034j 0.00174334+0.00783418j 0.00586219+0.00175582j -0.0014277-0.000615239j -0.00120864-0.00165973j -0.00199876-0.011121j -0.000514771-0.000148911j 0.000284476+0.00301303j -0.00037264+0.00414052j 0.000656294-0.000595133j -0.00269285-0.00521873j -0.00108119+0.00116979j -0.000292428+0.00628084j -0.000733805+0.00560677j 0.000294873-0.00480466j -0.00149301+0.00574549j 0.000776199-0.00338508j -0.000505431+0.00204141j 0.00166915+0.00266251j -0.0036027-0.00774658j 0.00191889-0.000677282j 1.18426e-05-0.0039166j -0.000802332-0.000128139j 0.000850829+0.00176415j -0.00134926-0.000980091j 0.000264428+0.00452107j -0.00143789+0.00801132j -0.000536073+0.00315603j 0.00257278-0.0120452j -0.00241105-0.00689644j 0.000711328-0.0031004j 0.00172026+0.00400434j -0.00101993+0.0121405j -0.00170714-0.0038299j 0.000888615-0.00367768j -0.00365794+0.00610531j -0.000866733+0.00449825j -0.00167566+0.0059438j 0.000318593-0.00228381j -0.000659983+0.00357683j 0.0017526-0.00146219j 0.000688736+0.00083373j 0.00140487-0.00155875j 0.00265444-0.00373919j -0.000638471+0.00299855j 0.000585844+0.00157919j 0.000629012+0.00361256j 0.000756056+0.00204241j 0.000558841+0.00736828j -0.00162255+0.00107897j -0.00149146-0.000863007j 0.00199069-0.00575668j 0.0014682-0.000294823j -0.000757628-0.00169613j 0.000707788+8.06745e-05j -0.00198941+0.00265948j -0.00120665+0.000168545j 0.000199992+0.00185027j 0.000271634-0.000555976j -0.00090173+0.00599274j 0.000611538-0.00197252j 0.000341145-0.000222169j 0.00063897-0.00171245j -0.00023401-0.0008178j -0.000546676+0.00149936j 
-0.00187896-0.00132766j 0.00127651+0.000184769j 0.00274143+0.0116435j 0.00193891+0.0033151j -0.00199738-0.00420949j 0.00608943-0.00250026j 0.000733335-0.000287362j 0.00335796+9.34211e-06j -0.00413643-3.30964e-05j -0.00687518+0.00327592j 0.000277211-0.00140513j -0.00454515+0.00121554j -0.0026009+0.000962001j -0.000795145-0.00143811j 0.000133516-0.00269112j -0.0101248+0.00263536j 0.00456706-0.00178384j 0.0117071-0.00123054j -0.00531126-0.000300527j 0.0089372+0.0029331j -0.00620061+0.0013373j -0.00218102-0.0027189j 0.00121746-0.001332j -0.00235574+0.00145239j -0.00531159-0.000159629j 0.000825473-0.00330601j 0.00103838+0.00193639j 0.00153678+0.00325151j -0.000406934+0.003126j 0.000242591+0.00682469j 0.00185318+0.00662227j -0.000919398+0.00316733j -0.000968154-0.00681957j -0.000632515-0.000893949j 0.00254738+0.00694233j 0.00103387+0.0010968j 0.00188359+0.000177013j -0.0012972-0.00497041j 0.000907665+0.00372605j -1.49485e-05+0.000820366j 0.000720419+0.00356713j -0.000188423-0.00119316j -0.00126991-0.000735482j 0.000768618+0.00447964j -0.000367519+0.00815742j -9.63853e-05-0.0102952j -0.00032492-0.000678205j 0.00187292+0.0038007j 0.00027029-0.0049114j 0.000398538+0.00225583j -0.000574415+0.00604273j 0.00264592+0.000872031j -0.000787097+0.00128401j -0.000834313-3.5787e-05j 0.00147427-0.000228525j 0.00160454-0.00918407j -0.00100132+0.00323385j 0.00199136-0.000444505j -0.00193658+0.00680575j -0.00059497+0.00561154j 0.000913576-0.00527646j -0.00137089+0.00375736j 0.00166027-0.0027878j 0.000697649-0.000545294j -0.000891762+0.00294324j -0.00135904-0.00140405j 2.87079e-05+0.00185494j 0.000342305+0.000525215j -0.000308687-0.00140184j -0.000290505+0.00119072j 0.00104452-0.000621023j -0.00171871-2.52287e-05j 0.00126452-0.000569603j 8.15962e-05-0.00812743j -0.000174937-0.00492873j -0.000847688-0.0165041j -0.000470369-0.000926274j 0.00113833+0.000244897j 0.00290442+0.00567426j 0.000209609-0.00225726j -0.000703344+0.00108072j 0.00219545-0.00560353j 0.000604348-0.00074902j -0.000513619+0.00152375j 0.000466782+0.000641465j 0.00242082-0.00268586j 0.00144304-0.000359507j -0.00064495-0.000117821j 0.000914866-0.000823519j -0.000552704+0.000809719j -0.00177179+0.000591339j 0.000540062-0.0022474j 
-0.00111208+0.00154566j 0.00086618+0.00231615j -0.00253355-0.00264744j 0.00384277+0.00130513j -0.00234067+0.00186158j 0.00472738+0.000224288j 0.00288379-0.00170911j 0.00268241+0.00253868j -0.00570357-0.000766613j 0.00554883-0.00204049j -0.00198085-0.00190123j 0.00975074-0.00189162j -0.00938309-0.00112308j -0.0177799-0.00273904j -0.0123747+0.000316692j -0.000440548-0.00135464j 0.00595271-0.000407251j -0.00261282+0.000765903j 0.0119182+0.000187678j 0.00717631+0.0047496j 0.00172951-0.00055677j -0.00403131-0.00234469j 0.000397233-0.00170107j 3.56411e-05-0.00242299j -0.0012502-0.000150269j -0.000939361-0.00189764j -0.00153247-0.000968401j -0.00209794-0.00409049j -0.000336494+0.00280948j 9.80814e-05+0.00482347j -0.000476802-0.000483942j 0.00120082+0.0055627j 0.000493227-0.00792559j -0.000357171-2.8937e-05j 0.000839659+0.00681394j -0.00207944-0.00308154j -7.17799e-05-0.000970305j -0.000988351-0.0024852j 0.000609926+0.00176463j 0.000978487-0.00197198j 0.00121523+0.00168378j 0.00221263+0.0088682j -0.00131519+0.00558232j 0.0026527-0.00086583j -0.00165362-0.000971606j -0.00211024-0.00695804j -0.00154046-0.00321026j 0.000855527-0.00371727j 1.51741e-05-0.00146236j -0.00045265-0.00126314j -0.00093039+0.00510541j 0.00308249+0.00515084j -0.000584272+0.00226882j -0.000195049+0.00259064j 0.00142277-0.00026206j 0.00294935-0.00635137j 0.00147691+0.0014384j 0.0032585-0.000392434j -0.00104417+0.00618314j -0.00122855+0.00218742j -0.00127807-0.00315447j -0.00300544+0.00685797j 0.000120168+0.00262976j -0.00190875+0.0058366j -0.00232993+0.00498139j -0.00174996+0.00178806j 0.000503912+0.00132143j 0.00110962+0.00281039j 0.000248084-0.00112451j -0.00139196+0.000767324j 0.00224597-0.00210333j 0.000479933+0.00274579j 0.000234513-0.00156315j -3.05387e-05+0.00852538j 0.000947345+0.0032248j 0.00265123+0.0150327j -0.000555128+0.00305771j 0.00180295-0.000504272j 0.0015779-0.00523542j 0.00147291+0.000354066j -0.00122935+8.31449e-05j 0.00021065+0.00175426j 0.000924963+0.000114632j -4.61304e-05-0.00186418j 0.000431361+0.000677945j 0.00185925+1.16201e-05j 0.00167787-0.000802619j -6.54219e-05-0.00251077j -0.000302843+0.00269196j -0.000126624-0.000878207j -0.00219001+0.000461085j -0.000116146-0.00156961j 
-0.000542081-0.000432139j -0.000132459-0.000735241j 0.00269466-0.00205075j 0.000386425+0.0019892j 0.000654644+1.28085e-05j -0.0063224+0.00496452j -0.00306782-0.00139117j -0.00560433+0.00586246j -0.000391063-0.00134924j -0.00780876+0.00119295j 0.0021677-0.00166847j -0.0073184-0.00142005j 0.00217173+0.000504578j 0.00719375-0.00155196j 0.00699524-0.00128722j -0.000748457-0.00122906j -0.00698623+0.00152352j 0.000482844+0.000169148j -0.0105326+0.000386317j -0.00321217+0.00155153j 0.00529933-0.00237985j 0.0115599+0.00259759j -0.00315979+0.000108327j -0.00398136-0.00742407j 0.00422652+0.00455386j -0.0045404-0.00204453j 0.000585191+0.000847818j 0.000564537+0.00399017j 0.00050936-0.000130329j -0.000662433+0.00983891j 0.0002069+0.00146745j 0.000424226+0.00988886j -0.0036932-0.006743j 0.000588023-0.00127562j 0.00152318+0.00994935j 0.00110366-0.00284686j -0.00135996+0.000620917j -0.00257714-0.00700401j -0.000889776+0.00153786j -0.000651217-0.00772084j 0.00174347-0.000588583j -0.000803377+0.000616775j 0.000510021+0.00664844j -0.000199676-0.000431842j 0.00118768+0.00748814j -0.000173205-0.00740941j 0.00123964+0.00272596j 0.000236355+0.00330135j -0.00219522-0.00137954j -0.000580735+0.00312891j -0.000897434+0.00410907j 0.00128333+0.000163076j 0.000205381-0.00429502j -0.000103214-0.00141484j 0.00157457-0.00320004j 0.0016304-0.0111837j 0.00088402+0.00329071j 0.000131408-0.00194542j -0.00197552+0.00811525j -0.000949953+0.0014325j 0.00100802+4.86009e-05j -0.00216286+0.00931915j 0.00149479-0.0038247j -0.0013577+0.00243903j -0.000888555+0.00412634j -0.001093+0.0025552j 0.000878596-0.00200636j -0.000658967+0.00525927j 0.000730321-0.0013377j -0.00259761+0.00117259j 0.00176925+0.000170068j -0.000855741+0.00524987j -2.13349e-05-0.00539543j 0.00062731+0.00959256j -0.000277075+0.0059768j -0.000894981+0.0228476j 0.000681551+0.00272557j 0.0022082+9.88015e-05j 0.0010578-0.00629895j 0.00130156+0.000417544j -0.00124393+0.00167734j 0.00119114+0.000489917j 0.00227522-0.00219122j 0.000414006-0.00172155j 0.000330906-0.00186843j -0.000271003-0.000446512j 0.000769184-0.00459722j -0.000382922+0.000652397j -0.000642903+0.0018775j -0.000124999+0.000477226j 8.52864e-05-1.27627e-05j -0.000115548-0.000346832j 
