-1.67018-0.200475j -0.0282739-1.99093j -0.554608-0.514919j -0.875357+1.32904j 0.641044+0.758849j 0.388813+0.21918j -0.528537+0.291242j 1.95271-0.52427j -0.602228-0.0237371j -0.674719+0.389194j -0.0425751+1.16497j -1.60909-0.607609j 0.0985374-1.04615j -1.10646-1.93478j -1.43812+1.00135j -0.68117-2.53439j -2.82897+1.28524j 0.0928258-1.34021j -2.36965-0.233692j 0.160197-1.75204j 0.291473+0.0523538j 0.590846+0.26213j -1.47357+0.0120867j -2.33031-2.20533j -0.323996-0.328626j -0.313945+0.0487833j 0.709443-0.405921j 0.195538-0.744163j 0.94033-3.09587j 0.812217+1.24211j -0.308303+0.456205j -0.0277026+0.59184j -1.26514-1.08473j -1.64601+1.9408j 1.12816+1.15214j 2.92617-0.779798j 0.940445+2.23455j 2.474-2.21293j -0.856562-2.16688j 2.79529+1.70067j -2.23124+1.56038j 0.451371+0.711131j -0.425103+0.0402257j 1.45551-0.980038j -1.76771-1.86137j -0.314502-1.45846j 1.85359-0.170362j 1.64121-1.04416j 0.0901233+0.357958j 0.334234+0.674466j 0.348897-0.63832j -0.257261+1.73677j 1.03497+0.490767j 1.16026+0.826874j -0.38143+0.820844j 0.334649-2.31361j 0.591712+0.238789j 0.407347+0.283136j 0.30662+1.00683j -0.760921-1.04838j 2.29513+1.124j -0.6249-0.12387j -0.156851-0.164777j 1.49125+0.050414j 0.112252+0.0820644j 0.762441-1.09627j 0.834583+0.616739j 0.31949-0.320988j -0.835357+0.0928109j 1.29002-0.558536j 0.567441-0.33477j -1.79456+1.17738j -0.46942+1.05404j 0.145197+0.686341j 0.537629-0.27873j -0.0733689-1.6765j 1.06753+2.10997j 0.269985-0.313625j 0.755156+0.763824j 0.726544-0.969242j -0.504954+0.405942j -0.603206-1.62527j -0.00264475+0.341405j -1.66702-0.67385j -0.23379-0.951172j -1.20901+0.237486j -0.532977+0.985483j -0.921675+2.22928j -1.04525-0.578554j -1.37126-0.347057j 1.19817+0.157192j -1.65597-0.88456j -1.38681+3.15411j 0.431609+0.425534j 2.39432+0.453062j 
-8.34858e-05-0.822972j -0.648367-0.347685j 0.297315-0.254718j 1.41242+0.741109j 0.363095-0.817215j 0.0470407-0.00971695j -0.145551+1.0434j 0.685111-1.43472j 0.720781+0.629158j 1.12318+0.3245j 0.109203-0.322716j -0.128852+0.908209j 0.274761+0.240382j -1.23951+0.375999j 0.465237-0.415733j -0.366841-1.03696j 0.536024-0.125151j 0.0670352-0.715488j 0.371651+0.635419j -0.845566-0.0634174j 1.44589+0.246056j -0.46685-1.23955j 0.31463+0.761429j -0.362481+1.20414j -0.2584-0.874348j -0.133013+0.397188j -1.01818-0.705305j -0.0507997-0.109127j -0.527284+0.395151j -0.132235-0.577256j -0.999498-0.370223j -0.499689-0.385614j 1.0737+1.12239j 0.486821+0.348903j -0.452869-0.0217095j -0.552466+0.207083j -0.457106+0.636311j -0.026648-0.544658j -0.0271055-0.63348j -0.195702+0.452744j -0.0242011-0.109084j 0.31818-0.472248j 0.566999+0.5418j -1.02994-0.878596j -0.171965+0.702333j -0.10029+0.799859j -1.08617-0.810204j -1.45301+1.18572j -1.24199+0.0401059j -0.438306+0.425754j -0.557682-0.286863j 2.12673-1.19505j 1.25441+0.0133883j -0.410983-0.380441j 1.45509-0.0104198j -0.628047+0.220139j -0.00173752+0.0809822j 1.031-0.277049j 1.00794-0.877626j -0.566262-0.153537j -0.462031-0.693511j 0.468649+0.114468j -0.0258215+0.576299j 0.961491-0.789245j 0.0998123-1.00771j 0.510803+0.225219j 0.00585364-0.890455j 0.811989+0.769729j -0.460319+1.49401j 1.02225-0.105881j 0.078836-0.543569j 0.118112+1.35174j -0.28314-0.293436j -1.33204+0.477041j 0.815385+0.0323373j -0.0373371-0.00905495j 0.74337-0.322321j -0.704749-0.28664j -1.0943-1.01217j -0.237815-0.0878787j -0.733301-0.0965714j 0.906666+0.71355j -0.685348-1.20746j 0.552743-0.598007j 0.845099+0.271262j 0.712538-0.0505669j -1.18621+0.618041j 0.538158-0.601471j -0.457843-1.20937j 0.442365+0.44148j -0.00212632-0.0427392j -0.844853+0.753499j -0.284167+0.213731j 0.382175-0.112407j 0.109246-0.0252801j 
0.00705272+0.174973j -0.347935+0.213353j 0.385728+0.164716j 0.193901+0.173782j -0.05128+0.119987j -0.0140845+0.0774921j 0.021634+0.0154599j 0.426096-0.0700031j 0.198273+0.0967524j 0.748222-0.537494j 0.259973-0.436788j -0.446518-1.32804j 1.73153+0.748535j 1.10688-0.718775j -0.910828-1.53512j -0.281517-0.0840201j 0.33186+0.368737j -0.191641+0.572769j -0.0271535+0.255469j 0.281957-0.0127492j -0.224119+0.305644j -0.0458837-0.0213965j -0.133081-0.136713j -0.163079-0.223911j -0.218818+0.335838j 0.4729+0.595269j 0.0873641-0.19829j -0.551045+0.0381862j -0.255958-0.213423j -1.48328+0.650502j -0.221499-1.95941j 0.0789354-0.718037j 1.35941+0.554768j -0.589891+0.0255683j -0.996861-0.0633837j -0.425072+3.19933j -1.90958-1.10889j -0.0497799-0.182017j -0.090639+0.0716218j 0.151989-0.348449j 0.182666+0.0186888j -0.458795-0.223496j 0.129529-0.127202j -0.315259+0.369299j -0.298118+0.0813363j 0.0968282+0.124107j -0.0349017-0.146947j 0.193377+0.296504j 0.22806+0.498393j -0.0905747+0.0284758j 0.3378-0.00279081j -0.400081-0.0108461j -0.0333896+0.130981j -0.148747+0.225887j 0.0325411+0.363503j -0.117943-0.142249j 0.0907093+0.125754j 0.172913-0.0446763j 0.441739+0.400365j -0.318539-0.449554j 0.12244-0.0739077j -0.385499+0.0268139j 0.0528349+0.113159j 0.591162-0.103508j 0.0228832-0.138995j 0.112994-0.0957038j 0.484268-0.627544j 0.0229325-0.0966473j 0.0877246+0.63923j -0.181963-0.826851j -0.845892-0.0610813j -0.262658-0.475381j 0.657848+0.437853j -0.40464-0.232412j -0.733016-0.174161j -0.437934+0.611027j -0.719102+0.0916111j -0.45373+0.0998992j 0.0917698-0.153083j -0.72287+0.980448j -0.608484-0.634258j 0.303031+1.00439j -0.218537-0.894139j -0.641396-0.420854j 0.898181-0.120408j -0.601636+0.095039j -0.247902-0.653988j -0.978307+0.416644j 1.02401-0.0977015j 0.39978+0.125693j -1.24823+1.17204j 1.42368-0.618107j -0.322011-2.8217j -0.507241+0.184187j -1.77982+0.14645j 
0.61022-0.604421j 0.465144-0.146516j 0.0926224+0.434037j 0.688577+0.594937j -0.251089+0.524331j -1.45855+1.12876j -0.217055-0.635749j -0.999441-1.64583j -0.790066-0.458169j -1.38913-0.66421j 1.39731-1.03379j -0.509701+0.113038j 1.41191+0.342846j -0.969887+1.48021j 1.98004+2.30815j 0.261978+0.398789j 0.0845641-0.431773j 0.145086-0.13169j -0.236497+0.0885476j 0.27364+0.119908j -0.151491-0.80751j -0.0428953+0.117346j 0.323168-0.286816j -0.737583+0.400681j 0.533859-0.56693j 0.169051-1.30666j 0.189842-0.147851j -0.345456+0.515932j -0.0170301-0.143203j -0.308723-0.33384j -0.587722-0.718348j 0.771769-0.971539j 0.314521+0.360391j 0.232139+1.07652j -0.457551-0.305116j 0.462158-0.697639j 0.958631+0.438804j -0.0790019-0.0148997j 0.234314-0.00315242j -0.0503559-0.099736j -0.150272-0.184581j -0.122171+0.133378j -0.0570137+0.309749j -0.0681325+0.0255024j 0.0503216+0.104837j 0.085109+0.0938818j 0.0977458-0.158854j -0.0224976-0.0849786j -0.0678688-0.375157j -0.00600513-0.0469732j 0.273526+0.565914j 0.192718-0.214186j 0.0751118+0.116781j 0.0695339+0.219965j 0.264153-0.442419j 0.305395-0.627819j 0.0506412+0.105068j 0.123415+0.499768j -0.369082-0.406143j -0.115036+0.0300145j 0.243313-0.752133j -0.540547-0.656553j 0.157982+0.231221j -0.00770306-0.155663j -0.282024-0.0593023j 0.274453+0.276661j 0.0579567+0.488474j 0.198827+0.1421j 0.0334521+0.270851j 0.0559965-0.234496j -0.410253-0.104984j 0.0297152+0.462291j -0.298197-0.213134j -0.343469-0.481725j -0.318646-0.510972j 0.234695+0.071142j -0.0113838-0.357918j 0.386169+0.255472j -0.068726-0.147181j -0.108675+0.207868j 0.00910192-0.233436j 0.332966+0.0409158j -0.00192533+0.248987j -1.15195+0.391768j 0.0245878+0.068686j -0.0312994+0.218726j -0.165291-0.663947j 0.402364-0.628967j -0.227629+0.649382j -0.326371-0.489143j 0.551809+0.179138j -0.170661-0.0301452j 0.553547+0.409015j 0.451117+0.718347j -0.446613+0.0479942j 
-0.215451-0.0542447j -0.128388+0.0319033j 0.164209-0.214345j 0.0956483-0.337638j 0.183349+0.0212989j -0.128884+0.196081j 0.271094-0.958299j 0.45854+0.656744j -0.794086-2.13609j 0.590204+0.360495j -1.08875-1.25147j 0.719915-0.185952j -0.108151-0.62596j -0.223382-0.0286336j -0.275593-0.320214j 0.483483+0.103652j -0.156714+0.307068j -0.30668+0.427508j 0.362877+0.0503004j 0.224985-0.894467j -0.04784-0.264446j 0.367891-0.133232j 0.353582+1.39715j -0.140384+0.398544j -0.439215+0.0745344j 0.228504+0.0820908j -0.351651+0.519532j -0.676759+0.250911j -0.715164+0.531105j 1.24325-0.251455j 0.747794-1.20328j 0.558292+0.340197j 0.372902+0.472299j 0.972555+1.64882j -0.748269-0.658266j 0.714686-0.107307j -0.412082-0.804505j -0.129458+0.262958j -0.457216-0.0736669j 0.109985+0.0298507j 0.104997-0.0713613j -0.446331-0.315596j -0.118401+0.670107j 0.647829+0.18716j -0.156867+0.0745823j 0.00991446+1.2199j 0.331477+0.650285j 0.275822+0.138241j -0.123301+0.0389764j -0.590248+0.401221j -0.396319+0.131064j -0.147787-0.767858j 1.10622+0.825683j 0.178097+0.142148j 0.211244+0.126017j 0.199765+0.250409j 0.509891-0.26312j -0.424637+1.09255j -0.143206+0.215136j 0.0218322-0.640145j 0.72692-0.589891j 0.077627+0.347907j 0.72924-0.0745406j -0.393895-0.0871997j -0.199347+0.553442j -0.200343-0.812229j -0.014822+0.216746j -1.09111+0.252034j -0.469207-0.0281321j -0.450178-0.0488977j -0.405166+0.644866j -0.0145339-0.691919j 0.0131637-0.439422j -0.512955-0.266421j 0.445347+0.737808j -0.650269-1.22307j 0.691599+0.440515j 1.28261-0.398597j 1.82621-0.648881j 0.381319+0.0492627j 0.204519-0.0582051j -0.150918+0.0565701j 1.65605+0.0627325j 1.07806-0.981006j 0.830493-0.388823j -1.07323+1.25914j -0.466608-0.136462j -0.292698+1.08186j -0.88542-0.809262j -0.99836+0.532414j -0.869514-0.706532j 0.0871245+0.265843j -0.435512+0.303801j 0.299845+0.591525j -0.541682-0.435586j 
0.469227-0.0236561j 0.0262181-0.514796j -0.0172895+0.552225j 0.885652-0.05663j 0.170815+1.06277j 0.0760852-0.345952j 0.706798+0.819809j 0.86377-0.472283j -1.16519-2.32033j 1.31432+1.05141j -1.6854-1.82957j -1.1723+0.035169j -1.31407+0.667347j -0.427248-0.352538j 0.487008+0.115465j -0.111307-0.128254j 0.0490299+0.05537j 0.063118-0.0759886j 0.141094-0.132473j -0.148663+0.265189j 0.139955+0.186817j -0.224676+0.150523j 0.0469182-0.824027j -0.291926-0.214104j -0.0519287-0.785153j -0.127734+0.350007j 1.01086+0.294369j -0.0633723-0.198141j 0.813533+0.00146955j 0.143804+0.609847j 0.0393399+0.608854j -1.02872-0.962314j 0.151076-0.661009j -0.365721-0.824519j 0.479188+0.333067j -0.283516-0.221135j 0.00545285+0.296158j 0.0496397+0.139477j 0.188983+0.0295491j 0.340643+0.0430939j -0.124772-0.137051j -0.36485-0.0817739j 0.193139-0.0707149j -0.055226-0.0345653j 0.318315+0.248664j 0.185088-0.401436j -0.190329-0.584633j -0.375392-0.446724j -0.244668-0.10041j 0.376977-0.0467974j 0.109181-0.312115j 0.652805-0.28629j -0.327747-0.928625j 0.333811-0.318395j 0.0180118-0.0522934j -0.364903+0.11117j -0.387821+0.122572j 0.195243-0.376889j 0.664462-0.469359j -1.50835-0.684212j -0.22361+0.297554j -0.643506-0.422069j 0.0664973+1.86466j 0.148322+0.677186j -0.722877+0.324077j 0.235594-0.650733j 0.808561-0.0503971j -0.44649-0.0761201j -0.608143+0.328315j 0.782194+0.822858j -0.208361-0.561009j 0.299943+0.412796j -1.33507-0.221906j 1.17156+0.269769j 0.694571+0.289554j 0.183578+0.372362j -0.296331-0.03739j -0.0311082+2.04147j -0.783965-0.300311j -0.138239-0.0056682j -0.97867+0.884845j 0.896022-0.0878165j -0.5511+0.0600326j -0.603258+0.544976j 1.8488+1.10355j 0.73125+0.150207j 0.741504+0.178928j 0.568557-0.866156j 0.461715+0.465916j 0.596709-0.0923363j 0.336796+0.459787j 0.154287+0.109266j 0.167031+0.395732j -0.15265-0.399453j -0.0159185+0.430295j 
0.294653-0.563205j -0.496824-0.157779j -0.431062+1.35562j 1.24363+1.47607j -0.428953-1.00613j -1.05846+0.776809j 0.273787-0.987253j 1.51701+0.481408j -0.0844393+0.98408j 1.09691+0.274866j -0.791848-0.114162j 0.828369+1.03341j 1.05107-1.95977j -1.44531-0.498969j 0.80305+0.315251j 0.297296-0.20672j 0.222907+0.212338j -0.450445+0.497446j 0.0567144+0.517305j 0.0780215+0.332201j -0.433295+0.163788j -0.156967-0.0246791j 0.234479-0.273907j -0.0926471-0.151838j -0.155135+0.422447j 0.106414+0.154732j 0.0406673+0.127561j -0.0112295-0.455587j -0.498314+0.0324313j 0.40566+0.202397j 0.179435+0.435961j 0.143834+0.877857j 0.173249-0.676422j 0.143327+0.0470859j 0.757441+0.506926j 0.0925102-0.617831j -0.213326-0.414568j 0.205395+0.397783j -0.086267+0.0999236j -0.00714127+0.118462j 0.123395-0.142375j 0.110429-0.415913j -0.237313+0.182623j -0.914117+0.137672j -0.31513+0.692883j -0.551405-0.154429j 0.301366-0.151148j 0.482511+0.497927j 0.368533+0.657139j 0.0736716-0.357088j -0.00752293+0.56464j -0.156662-0.36873j -0.292165-0.398888j 0.392027+0.32123j 0.07715-0.225777j 0.103774+0.436932j 0.0070376+0.371696j 0.211083-0.0152874j -0.0947398-0.241539j -0.623995+0.150958j 0.0228007-0.295671j -0.00473111+0.259791j 0.423114+0.155788j 0.485581+0.144913j -0.712633-0.0199676j 0.172261+0.0885589j -0.113545+0.479864j -0.546661-0.317416j 0.485377+0.194899j -0.564306+0.178784j -0.145937+0.00608005j 1.06433-0.0732157j 0.426691+0.498318j 0.270692+0.432201j -0.103934-0.6522j -0.263603-0.192776j 0.970641+0.60325j 0.303891-0.148662j -0.316672+1.05676j 0.303899-0.0237614j 0.347623+0.00962377j 0.136976+0.448559j -0.214551+0.0985666j -0.127817+0.0565892j -0.432125-0.446785j -0.50989+0.44224j 0.11514+0.252881j -0.305116-0.193429j -0.213077-0.0371123j 0.317564-1.03054j 0.605019-0.0130592j 0.862244+0.491493j -0.0678658+0.784472j -0.0641604-0.33178j -0.112543-0.222145j 
0.174357-0.0162575j 0.230418+0.0220464j 0.783679-1.30063j 0.310316+0.466609j -2.37236-0.62847j 0.83348+0.74152j 3.47005+0.238786j 0.184206-0.0588234j -1.19812-0.245747j -0.185795+0.321724j 0.831458-0.0164958j 0.598888-0.697249j -0.00794016+0.192347j 0.103062+0.216708j -0.144099-0.0161162j 0.302032+0.137465j 0.0160586+0.0722911j 0.307595-0.81231j -0.212202+0.328587j 0.758241-0.836854j 0.694889+0.561125j -1.31241+1.82317j 1.10317-0.813537j -0.418369-0.230261j -0.701319+0.615315j -0.18305+0.370743j -0.747278+0.94396j 0.390086+1.62124j -0.218259-1.12368j 0.116018-0.209768j 0.460657-0.0805966j 0.267815-0.318637j -0.116401+0.306662j -0.425981-0.281634j -0.0744667+0.0556909j 0.182639-0.12603j -8.10488e-05-0.112954j 0.103253+0.20141j 0.084912-0.309857j 0.234394-0.216125j 0.15423-0.274009j -0.243581+0.197312j -0.107418+0.490405j 0.447845-0.649674j 0.190678+0.270998j -0.112792+0.5057j 0.0782988-0.298734j 0.547016+0.383251j 0.0135833-0.0478591j 0.771251+1.21463j -0.345463+0.247226j 0.318775+0.0563905j -0.159018+0.450075j -0.647202-0.366919j -0.808302-0.210517j -0.195623+0.428314j 1.15362+0.0845461j 0.0588507-0.349826j 0.447697-0.279902j 0.323688+0.798263j 0.0564601+0.393891j 0.317112+0.18876j 0.391476+0.588446j 0.0714097+0.0734739j -0.501436-0.221393j 0.0437821+0.167018j 0.382741+0.409722j 0.410908-0.433624j 0.928556+0.197688j -0.961798-0.0498457j -0.66821-0.451866j 0.34284+0.0550181j -0.402664+0.299502j -0.041582+0.468937j -0.284492+0.0428343j -0.0721444+0.127698j -0.14299-0.0646034j -0.211893-0.0852976j 0.059854+0.277652j -0.00838996-0.14928j 0.0185428-0.0264236j -0.521301+0.123966j 0.00509187-0.323962j 0.0554144+0.385728j 0.174867+0.0155459j 0.362084+0.351644j -0.431761-0.872391j -0.0528538+0.099454j -0.311881-0.304949j -0.144306+0.103773j -0.189736-0.111779j 0.253908+0.112016j -0.0092678+0.19262j -0.0988969+0.261748j -0.0346298+0.0737495j 
0.536485-0.0731128j -0.154542-0.371489j 0.775938-0.796666j 0.117595+0.475931j -0.10262+0.432217j 0.429611+0.236941j 0.623417-0.478134j 0.858841-0.182596j 0.632803+0.136251j -0.0659907+0.772842j 0.687214+0.283687j 0.326264+0.0506016j -0.567518+0.658361j -0.509986-0.385324j 0.165406-0.142711j -0.119667-0.426682j 0.614506-0.431727j 0.179561-0.538011j -0.0168478+0.528032j -0.418505+0.399451j 0.162919+0.116131j 0.138604+0.937067j 0.741278+0.370181j 0.821079+0.303286j -1.10334-1.27165j 1.13761+0.00728092j -0.194331+0.536017j -0.310964-1.15477j 0.217248+1.03147j 0.715867-0.290888j 0.117997-0.17092j -0.113558+0.266817j 1.42005+0.489996j -0.401925-0.317579j 0.0113979+0.293164j -0.800127+0.0548468j 0.0551611+0.590618j -0.253353-0.792537j 0.630245+0.837434j -0.638575+0.54987j -0.465553+0.617831j 0.227127-0.376667j 0.254715+0.00621185j -1.08883+1.52912j -0.380419-0.96681j -0.336214-1.53101j 0.0548847-0.498344j -1.62039+0.546363j 0.0566766+0.0415015j 0.00765021+0.763543j 0.022091-0.0100572j 0.15466+0.326277j 1.04172-0.195883j -0.220637-0.11255j 1.13785+1.18035j 1.31844-0.360714j 0.571825-0.313512j -0.161984-0.461905j -1.22713+0.979512j -1.16117-0.312287j 0.343346-0.266706j -0.247786+0.364513j 0.230002+0.25876j 0.897858+0.152876j 0.382228+1.54703j 0.905172+0.266118j 1.40907+0.0809247j -0.111763-0.336859j -0.820165-0.00189972j 0.79195+0.165182j 1.99561+0.319248j -1.11254-0.0248661j -1.02481-0.135711j 0.882268-1.64878j 1.42249+0.457104j 0.470926+0.531911j 0.181089+0.047815j -0.0162362+0.602421j -0.221139+0.188521j 1.38578-0.238017j 0.457079-0.0165105j 0.708081-0.166827j -0.94013-0.632542j -0.0452613-1.63058j 0.0342229-0.0578076j 0.32657-0.520991j 1.56695+1.07926j 0.267232-0.0960055j 0.745833+0.00466288j -0.0847774-0.762811j 0.345653+0.150556j -0.585024-0.303459j -0.151589-0.473282j 0.269268-0.577235j 0.162431-0.325869j 
-0.0907212-0.54793j -1.32627-1.0376j -1.21585+1.04627j -1.67176-0.302638j -1.20929-0.865302j 1.74784+1.29376j 0.851808+0.0127073j -1.03859-1.12899j 0.362291-0.823526j -0.286428-0.510618j -0.497787+0.648361j -1.61008-0.353899j 0.608211-0.690905j -0.84664-0.361271j 0.369055-0.441429j 0.151391-0.705096j 0.750215+0.714018j -1.00187+1.1739j -0.331578+0.0300467j 0.565202+1.08441j 1.28391-0.0890035j -0.00517963-0.1956j 0.076586-0.860675j -0.925217+0.510072j -0.622482+0.390594j -0.625443+0.203329j -1.00282+0.661226j 0.0677765-0.337831j 0.333518+0.356904j 0.919224-0.25062j -0.764616+0.236689j -0.353915+0.0375946j -0.0155399-0.193964j 0.0701832+0.788073j 0.583366+0.140553j -0.477353-0.350706j -0.488904-0.00069065j -0.134078-0.226253j 0.0494263-0.259029j -0.0309229+0.0957316j 0.742246+0.274666j 0.109744-0.181642j 0.169954-0.902384j -0.483805+0.272472j 0.181921+0.0149417j 0.649157-0.0426573j 0.210073-0.00652056j -0.404601+0.142803j 0.226945-0.0857152j -0.10009+0.302302j -0.464883+0.247623j 0.30201+0.0822199j 0.558756+0.0772369j 0.337727-0.319899j 0.890897+0.380347j 0.0323664-0.722473j 0.349003+0.327524j -0.920571-0.519124j -0.316331+0.285449j -0.618795-0.247274j -0.549996-0.889347j -0.0487775+0.181598j 0.0891041-0.347895j 0.00920289+0.00357288j -0.00487939+1.08893j 0.710354-0.44696j 0.734876+0.300085j -0.0799308-0.676926j -0.160543+0.534346j 0.090932-0.162622j 0.686541+0.148009j -0.566177+0.0528353j -0.938436-0.115908j -0.296693-0.247551j 0.187244-0.0401701j -0.0860495+0.250368j 0.427763-0.20371j 0.190759-0.0526046j -0.198664-0.0771556j 0.851993+0.164179j -0.0784204-0.0556834j 0.503419+0.0927514j 0.274752+0.26583j -0.364185+0.0566574j 0.0995101-0.128042j -0.237089-0.199028j -0.110477+0.667681j 0.152874-0.460525j -0.0983272+0.0884029j 0.179606+0.25406j -0.112653-0.132671j -0.400042-0.0200249j -0.0365299-0.343936j -0.152336-0.0905425j 0.081053-0.0228371j 
-0.202734-0.0946405j -0.111742+0.135168j 0.209647-0.1541j -0.341363-0.436477j -0.019527-0.256207j 0.13516+0.15583j -0.154518-0.381963j -0.44631-0.403036j -0.819877+1.32612j -0.150327-0.995935j -0.3876+1.33374j 0.131181+0.0874286j 0.315394+0.327769j 0.105411+0.42247j -0.159976-0.158161j 0.241417+0.253018j -0.328067+0.12689j -0.333154+0.0068661j 0.341855+0.304749j 0.443547-0.165486j -0.0468192-0.207061j -0.150145+0.116886j 0.346705+0.474369j -0.576543-0.226975j 0.590304-0.816025j -0.00467672+0.689873j 0.700934+1.71451j -1.00945-0.881716j -0.109918+0.584483j 0.37348+1.72465j 1.33298+0.877364j 0.0177158-1.99953j 0.649076+0.123353j -0.100003+0.459014j 0.459284+0.0695004j 0.70643-0.0701894j 0.109805-0.461188j -0.112737+0.0541491j -0.237169-0.249665j 0.0206638+0.0731781j 0.224675-0.204222j 0.0769782-0.275259j -0.75123+0.233484j 0.225187+0.217275j -0.0259846+0.217713j -0.713621+0.407526j 0.310148+0.299888j 0.535886+0.134348j -0.0700384-0.0903753j -0.245889-0.473355j 0.17493-0.296374j -0.427009-0.291622j 0.879617+0.37599j 0.122542+0.158266j -0.245357+0.242532j -0.350364+0.132595j -0.166971-0.49099j -0.208474-0.175668j 0.104036-0.313914j 0.128795-0.83925j 0.127301+0.633979j -0.048952-0.611566j -1.35704+0.0574101j -2.59084-0.546419j -0.659053+0.476056j 1.61824-0.0682308j 0.144326+0.726481j 0.32822-2.14663j -0.378411-0.0264705j -1.2551-0.538538j -0.601446-0.0308363j 0.292052-0.0755001j 1.14071-0.710369j 1.1136-0.0914932j 0.425483+0.738549j 0.508978-0.587924j -0.595551+0.278144j -2.72301+0.650775j 0.405954+1.01358j -0.830821+0.0282542j -1.12477+1.2188j 0.31673-0.0174095j 0.939193+0.376023j -0.0799037+0.326454j -1.46489+2.1308j -1.23938-0.350735j 0.0230609-0.0689902j 0.0736336+0.231812j 0.0198674-0.147373j -0.0257304-0.293283j -0.247623-0.0977319j 0.387173+0.358309j -0.520218+0.0278524j 0.103652+0.343j -0.0821862-0.33154j 
1.02619+0.84161j -0.907101+0.304913j -0.407823-1.01036j -0.285477+0.0165876j 0.417862-0.990051j 0.605848+0.602788j -0.283607-0.395463j -0.909993-0.170918j -0.53257+0.0984537j -0.294135+1.00638j -0.228511+0.143187j 0.529416+0.22308j -0.250773-0.0442774j 0.0777761-0.265947j -0.295897+0.327518j 0.460802+1.53151j 1.09473-0.313628j -0.526304-1.07793j 1.53959+0.241731j -0.976906-0.25839j 1.18453+0.317847j 0.891629-1.38779j 0.591449+0.442001j 0.251722-0.260382j -0.774568+0.654223j -1.45977+0.545194j 0.00185359+0.316949j 0.237944-0.497219j 0.0506933+0.635383j -0.124458-0.95287j 1.35089+0.0198067j 0.036911+0.0132534j -0.235935-0.276175j -0.295749-0.532749j -0.382348-0.114102j 0.619479+0.0548779j 0.447715+0.322888j -0.58456+1.66709j 0.621824+0.912561j -0.543838+0.392922j 0.0774685-0.427503j -0.337027-1.32007j 0.913938+0.605608j -0.514431-1.3817j 2.1384+0.126899j -1.18035-0.261633j -1.02156+1.41983j -0.691672+0.154922j 0.122195-0.197358j 0.265727+0.425792j 0.018477+0.186565j 0.551861+0.0828604j 0.252619-0.011368j 0.406338-1.25947j 0.0669802+0.0421752j -0.0133543+0.468512j -0.706491-0.949408j 0.276613+0.490241j 0.554713-0.369951j 0.00618995+0.533848j -0.974487-0.576733j -0.170383+0.835137j -0.26421-0.54856j -0.394078-0.0444018j 0.218083-0.0596175j 0.427894+0.538574j 0.228685-0.235589j 0.300029-0.183521j -0.021573-0.183611j -0.245563-0.503801j 0.544409-0.381909j -0.217527-0.878241j -0.0166723-0.0688554j -0.0527375+0.197183j 0.0366644-0.0612516j -0.0789887-1.21529j -1.577-0.613962j 0.29986+0.150029j 0.604183+0.377637j -0.117933-0.156618j -0.228119+0.161981j -0.628029+0.183412j -0.0578036+0.273273j -0.051733-0.384596j -0.0730106-0.074642j 0.397536+1.01736j 0.111969+0.0531895j -0.435448-0.26739j 0.198726+0.0361856j 0.0412476+0.3571j 0.245613+0.158985j 0.0459537+0.0924204j 0.0956291+0.0832038j 0.119294+0.062657j 0.101263-0.225373j 
