-0.0137899-0.00155599j -0.0511382+0.0315281j 0.0541364-0.0966909j 0.101231-0.0042049j -0.0484383+0.0783047j 0.0725134-0.0679782j 0.0965306+0.0410806j 0.0444204+0.0554624j -0.0745571-0.016402j -0.0916012-0.0319225j -0.0350023-0.0271423j 0.162719-0.00535329j 0.0630219+0.0619272j 0.0106736+0.00333306j 0.0708349-0.144496j -0.099199-0.0118252j -0.0251747-0.0967391j -0.0435334-0.148717j -0.0228728+0.0680807j -0.0934579-0.121776j 0.0084244-0.188233j -0.0141956+0.127926j -0.00937455+0.0620201j -0.003384+0.0971136j -0.0253409+0.0158318j 0.0709525+0.162023j -0.0893115+0.0754296j -0.0361467+0.0298687j 0.065962+0.218329j -0.0100721+0.0566887j 0.0270601+0.0232703j 0.133332-0.0329586j 0.0572015-0.0867356j 0.0643826-0.00281975j -0.0427136+0.0399619j -0.0303699-0.0680333j -0.0498327+0.0630532j 0.133718-0.0291779j -0.114171+0.0777904j 0.0537452-0.0323351j -0.079072+0.0691884j 0.000727771-0.0599269j -0.0712019+0.0947627j -0.0204518-0.0766035j 0.138474+0.0102785j 0.0682638-0.0443573j -0.0802692+0.00732489j 0.0589678-0.000648394j 0.141161-0.0501566j 0.0844662-0.00689731j 0.148238+0.0235974j -0.0566502-0.0535478j 0.0485321+0.0331061j -0.250526-0.0697281j -0.06795+0.0212054j -0.0412498+0.0897537j 0.0683912+0.0775822j 0.0127174+0.079546j -0.0430277+0.013915j -0.0289608+0.0314567j 0.0309908-0.00146286j 0.0150351+0.0212577j -0.00525386+0.0156365j -0.019872+0.00936041j 0.00698752+0.0173927j 0.00511912+0.0173284j 0.0116935+0.00950614j -0.00971711+0.0143546j -0.00194408-0.00275124j 
4.28965e-05+0.00164368j -0.000952748-4.9981e-05j -7.19504e-05+0.000465242j -0.000974255+5.22985e-06j 0.00214713-0.0033629j 0.00135028+0.00175509j -0.00180013-0.000458841j 0.000763485+0.00152046j -0.000362008-0.00214787j -0.000909675+5.26047e-05j -0.00090351+0.000424131j 0.00137417-0.000174126j 0.00120785-0.000769516j -0.0016044+0.00346794j -0.00132522-0.00255702j 0.000390637+0.00188511j 0.00312035+0.00207708j 0.0012008+0.00090056j 0.00309941-0.00144075j -0.00568779+0.00267537j -0.00191352-0.00353754j 0.00174073+0.000426363j 0.000346374+0.00028022j 0.000966232+0.000712927j 0.00439865-0.000758184j 0.00454821+0.000269363j 0.00548969+0.00129604j -0.0056567+0.00619678j 0.000928216-0.00525757j -6.81264e-05+0.00177895j 0.00073815+0.0002133j 0.0011042+0.000401j -0.0021498-0.000941477j 0.000841157+0.00105996j -9.58522e-05+0.00159449j -0.000786913-0.00108007j 0.000299286-0.000786793j -0.000922446+0.00151343j 0.000268305-0.000131499j -0.00026644-0.00015852j 0.00188759+0.00209196j -0.00266385-0.000777202j 0.000495762-0.00265912j -0.00177597+0.000778844j 0.00215787+0.000945618j -0.00163156+0.00101295j -0.00132426-0.000127564j 0.000511889-8.50587e-05j 0.0012774-0.000948884j -0.000581189+0.00140248j -0.000433654+0.0012342j -0.00104944+0.000159079j -0.000773224+0.00109776j -0.00116128+0.000403827j 0.00102525-0.00058548j 0.000429673+0.00241966j 0.0011638-0.000631627j 0.000769869-0.000994578j 0.000858788+2.43264e-05j 0.000432139+0.00131066j -0.000239625-0.000298844j -0.000212762+0.000791536j -1.65591e-06+0.000783176j 0.00137223-0.000696549j -0.000978504-0.000397624j -0.000315629-0.0012004j -7.92862e-05+0.000833987j 0.000686425-0.00113917j 0.00125167-0.000450585j 
-0.000835592-0.00249402j 0.00388008-0.0026794j -0.0034097+0.000883924j -0.00186794+0.00484833j -0.0138391+0.00361974j -0.00448375+0.000329492j -0.000113068+0.00534551j 0.00774913+0.0012502j -0.00221968+0.00191496j 0.00539156-0.000232119j -0.0013667-0.0018076j -0.00376532+0.00476908j -0.0025212+0.00426011j 0.000979796-0.00358436j -0.00443922+0.00221237j -1.93224e-05-0.00612932j -0.000179663-0.00314422j 0.00282169-0.00333204j -0.0078808+0.00220509j 0.0056157-0.00783973j -0.00291809+0.00409552j 0.00150315-0.000623199j 0.00606117-0.000118125j 0.00679337-0.00137774j -0.00257453+0.00177553j -0.00624133+0.00125135j -0.0101816+0.000391662j 0.00308401-0.00603658j 0.000819338+0.00733482j -0.00132665+0.000793871j 0.00692435+0.00010184j -0.000247009+0.00113627j 0.000722456-0.00100404j -0.00172145+0.00119154j 0.00179438-0.000642115j -0.00155482-0.00171766j -0.00063663+0.00324237j -0.00130022-0.00422089j 0.00487492+0.00297637j -2.05648e-05+0.00300801j 0.000557158-0.00430624j 0.00350308+0.00226004j 0.00294738+0.00137006j -0.0016807-0.000582971j -0.0120079-0.00473528j -0.000667612-0.00368923j 0.00484954+0.000637077j -0.00238728-5.45425e-05j -0.0112123+0.000716113j 0.00105074-0.00379726j 0.00168874-0.00556608j 0.00046338-0.0040154j 0.00360491-0.000908502j 0.00172634-0.00325642j -0.0006376-0.000440184j 0.00281074-0.00411933j 0.00159565+0.000562518j 0.00130412-8.34327e-05j 0.00034471+0.000345038j 0.000388901-0.000595588j -0.00180325+0.00125974j -0.000386578+0.00123716j 0.00169112+0.00112767j 0.00113496+0.000844733j -0.000732185-0.00095673j -0.000593175+0.000481125j 0.000809661-0.000436216j 0.000245466+8.89142e-05j 0.0002161+6.81119e-05j 
1.1524e-05+0.00202701j -0.000787168-0.000823758j -3.50378e-05+0.000579791j -0.000575766+0.000159403j 0.00160746-0.0043703j 0.00151728+0.00146076j -0.00213276+0.000425848j -0.000175148+0.00266455j -0.000367942-0.00210651j -0.000574152-0.000144755j 7.02703e-05+1.70401e-05j 0.0010216+0.000138889j 0.000996326-0.00173662j -0.0011887+0.00360348j -0.0016468-0.00500888j 0.000663131+0.00222258j 0.00483208+0.00175593j 0.00259957+0.00151673j 0.00275165-0.00246875j -0.00765092+0.00275005j -0.0040669-0.00391152j 0.00240641+0.000951384j 0.00111606-0.000285067j 0.00156829+0.00125836j 0.00570479+0.000163733j 0.00487284+0.000949123j 0.00586504+0.00140542j -0.00761094+0.00638038j 0.000985748-0.00664583j -0.000762507+0.00253281j 0.000750259+0.000750561j 0.000461919+0.00139318j -0.00109465-0.00152368j -0.000426099+0.00145979j 0.00100286+0.00156969j -0.00186601-0.000472356j 0.000877916-0.000842724j 0.00117967-0.000226158j 0.000815505+0.00109534j 0.00066697-0.000920631j 0.000100196+0.00203871j -0.000775857-0.000489339j 0.00149944-0.00167421j -0.00140134-0.000667408j 0.00296087-0.000737634j -0.00166117+0.001441j -0.00242987-0.00237942j 0.00151168+0.00196425j 0.000557427-0.00205141j 0.000184338+0.00235366j -0.000242142-0.000622158j -0.000447236-0.000690052j -0.000154348+0.00156725j -0.00197578+0.000978862j 0.00148556-4.03671e-05j 0.000419044+0.00191204j 0.00200608-0.000859883j 6.6148e-06+0.000110576j -0.000466549+0.000174663j 0.000559027-0.00320042j -0.000224773-4.27176e-05j -0.00108076+0.00196851j 0.0015192-0.000680188j 0.000237296+0.000180727j -3.74412e-05-0.000909849j 0.00116756+0.000407364j 8.83013e-05-2.23539e-05j -0.000394357+0.00162687j -0.000658001+0.000390841j 
-0.000791325-0.000689775j 0.00110992-0.00159078j 0.00107657+0.000313555j -0.00135336-0.000543245j -0.00630228+0.00259401j -0.00226772+0.00548438j -0.00230182-0.0016723j 0.0067418+0.00141942j 0.00057437-0.00241336j 3.40682e-05-0.000384921j -0.00126585-0.000799044j 0.0024431+0.0031095j 0.000589688+0.000129607j -0.00121905+0.00135926j -0.0024098+8.18516e-05j -0.0023906-0.00213136j -0.00103398-0.00237726j 0.000122954-0.00379441j -0.000617895+0.00396417j 0.00177761-0.00227651j -0.000178566+0.00107258j 0.000494078+0.000497888j 0.00291006-0.00173756j 0.00308587-0.000705613j 0.000659344-0.00140251j -0.000485915+0.0043089j -0.00274601+0.00266907j -0.00298418+0.00146414j 0.00329041+0.00129489j 0.00061614+0.000870003j 0.00175825-0.00186507j 0.0026837-0.000106578j 0.000490583-0.000455975j 0.00408808+0.000507694j -0.0016475-0.000641896j -0.000965738-0.000121505j 0.00266127+0.00033132j -0.00293175+0.00289876j 0.00313085-0.00189957j -0.00105077-0.00183645j 0.00297015+0.0018269j -0.00167265-0.000775059j 0.0044404-0.000418806j -0.00224641+1.82275e-05j -0.00460194+0.000974719j -0.000834267-0.00106728j 0.000326097-0.00120259j 0.000344075+0.000732752j -0.00539456-0.00183249j -0.00175143+0.00142198j -0.00383628+0.000842468j 0.000627041+0.000249566j -0.00301803-0.000124779j 0.0059352-0.000121958j 0.00447679+0.000544427j 0.00223797+0.0018242j 0.00229561-9.31322e-05j -0.00126679+0.00162692j 0.000864534-0.0028209j 0.00119747+0.000678876j -0.00165741-0.00286675j 0.000354989+0.00102836j 7.67927e-05+0.000434686j 0.0025069+0.000511796j -0.00149154-0.000355842j 0.000156718-0.00281704j -0.00073401+0.00216097j -8.63985e-05+0.000582201j -0.000920525+0.000383576j 
0.00302669+0.00311539j 0.00440507+0.000900201j 0.000596344-0.00315739j -0.00139156+1.76082e-05j -0.00965765+0.00248911j -0.000711195-0.000454123j 0.00043646+0.00320879j 0.00396571+0.00112243j -0.0015453+0.000969735j 0.00413541-0.00402789j 0.000125734-0.00288382j -0.00901325+0.000334899j -0.00546311+0.00414017j 0.00147756-0.000927115j -0.000973436-0.00315068j 0.00511635-0.00365329j 0.0127117+0.00170521j 0.00769977-0.00320345j -0.00115445-0.00295718j -0.00477959-0.00318189j -0.00363609-0.00234576j -0.000670298+0.00221835j 0.000526391+0.00180739j 0.0012572-0.00127725j 0.000897033+0.00319314j 0.000488586+0.00254372j 0.00094504-0.00250901j -0.00852368+0.00138682j -0.00299236-0.00289491j -0.00267802-0.0022625j 0.00459682-0.000730435j 0.000505963+0.00317227j 0.00424275-0.00155631j 0.000369802-0.000954743j -0.00141411+0.00343836j 0.00496272-0.00820496j -0.00191198-0.0042884j -0.00364799-0.00106485j -0.000557773+0.0017445j -0.00346352+0.00348294j -0.000344063+0.00519308j 0.00151519-0.00465788j 0.00186787-0.00466083j -0.000995681+0.00109312j -0.00215673-0.00487997j -0.000520554+0.0020838j 0.00120006-0.00929798j -0.000315995+0.00606965j -0.00102129-0.000629437j -0.000858855-0.00100406j -0.0012622-0.000687591j 0.00251669-0.00193967j -0.00335455+0.00557099j 0.00458564+0.000122629j -0.000439446+0.00176462j -0.000723687+0.00220257j -0.00100439+0.00130774j -0.00611126-0.00406876j 7.94379e-05+0.00624004j 0.00249443-0.00524508j 0.0038009+0.00230462j -0.000809663+0.000384454j 0.00523696+0.000464318j 3.26292e-06+0.000603495j -0.00028687-7.29088e-05j 0.000913461+0.00112664j -0.00370185-0.00311366j 0.00155897+0.00144685j 0.00210521-0.000624911j 
-0.00402973-0.000725291j -0.00350148-0.00212044j 9.54059e-05+0.00642761j 0.00132413+0.00527405j 0.000181083-0.00173092j -0.000462172+0.000979798j 0.000279859+0.0015133j -0.00284405+0.00306704j 0.000875828+0.00154793j 0.000234318+0.00109763j -0.000565919+0.000485258j 0.0046112-0.00153209j 0.00281508+0.000203265j -0.000566215-0.00325753j -0.00117469+0.000809139j -0.00468066-0.00287708j -0.00738683-0.00263268j -0.00466668-0.00117483j -0.00113424+0.003953j 0.00315228-0.00131421j 0.000172003+0.00375008j 0.00404288-0.00129877j 0.00200184-0.00120507j 0.00395456-0.000599614j -0.0020491+0.000514512j -0.00187645-0.0034455j -0.00333206+0.00292644j 0.0046438-0.00402902j 0.000928989+0.00210813j 0.000178732+0.00230807j -0.00107286-0.000749783j 7.85945e-05-0.00110286j -0.00124109+0.000854575j -0.0013494+0.0019653j 0.00503375-0.000499417j -0.00312871+0.00210389j 0.000271299+0.00510368j 0.003383-0.00492479j 0.00167266+0.0030136j 0.00424909+0.000764276j -0.00224945-0.0045443j 0.00261698+0.00287264j -0.00599218+0.00541436j 0.00363566-0.00229902j -0.00468832-0.000883788j -0.00136482-0.00183541j 0.00117455+0.00343171j -0.000902602-0.00180616j -0.00428022+0.00231723j 0.00224425-0.00236755j 0.00442031-0.0067143j -0.000697354-0.00335411j 0.00917737-0.00589018j -0.00486545-0.00134662j -0.00358804-0.0010082j -0.00383089-0.00346336j -0.000916271-0.00328366j 0.00516452-0.00258459j 0.0031083-0.00205876j -0.00530821-0.000339471j 0.00321129-0.000595334j -0.00128095+0.000672649j 0.00294663-0.00107971j 0.0016643+0.000274527j -0.000992011-0.000486036j 0.00215281-0.00134156j -0.000690996+0.0012309j -0.00164635-0.000399589j 0.00339581-0.00133895j 
0.000176844+0.000407468j -0.000127118+0.00124405j 0.00414577-0.000162101j -0.00016031-0.00499432j 0.000148832+0.00133771j -0.000530591+0.00428814j -0.00163752-0.00502184j 0.00110872+0.000884776j 0.00209419-0.00192612j -0.00276868+7.78028e-05j -0.000955042+0.000375573j 0.00314632-0.00300491j -0.000225881-0.00170085j -0.00104236+0.000686891j 0.00175535-0.000178679j -0.00261132-0.00103723j -0.001182-8.99357e-06j -0.00258674-0.00422489j 0.00208642+0.00314506j 0.00312184+0.00240277j 0.00285464+0.000898444j -0.00149654+4.36384e-05j -0.00273404-0.000848401j -0.00245995+6.48198e-05j -0.00249647-0.00240897j -0.000835518+0.00185716j 0.00142672-0.000376454j -0.00135975+0.00247175j -0.000191172+5.03349e-05j 0.00124114-0.00142321j -0.00467048-0.00242116j 0.00250148-0.0016854j 0.00213044+0.000932605j 0.00525575-0.00177727j -0.000527388+0.00141098j 0.00485631-0.000542392j 0.000399384-0.00169185j -0.00349259+0.0055375j -0.00019873-0.0033615j -0.00284453-0.00352513j 0.0035959+0.00447338j -0.00349809-0.00222156j 0.00110641+0.00125004j -3.9363e-05-0.000654238j 0.00242614+0.000754037j 0.000930387+0.00102082j -0.000876966-0.000870039j 0.000346619+0.000436686j 0.000808259-0.00318176j -0.00143365+0.00226154j -0.00320411+0.00381426j 0.0014926+0.00283254j -0.00286515-0.000491253j 0.00720675+0.00180002j 0.00305582+0.00193143j -0.00166827+0.00326557j -0.00143724-0.000283244j -0.00380626+0.00143036j 0.00354728-0.00109145j 0.000749032-0.00240662j 0.00118879-0.00167022j -0.000204307+1.99729e-05j 0.0012728-0.00168208j 0.00118169+0.000292018j -0.000995682+0.000253873j -0.00149415-0.00475216j -0.000535005+0.00122926j 0.000105451+0.00160533j 0.00449449-0.000232131j 
0.00110584-0.00273405j 0.00277918-0.00150427j -0.00597268-0.00234256j -0.000387129-0.000305156j -0.00081723+0.00149291j -0.0013736-0.00149568j 2.02158e-05+0.00347509j 0.00503286-0.00226194j -0.00308457-0.000214821j 0.00171175+0.000570397j -0.00195178+0.000760797j 0.000523843+0.00516636j 0.00145311+0.000707749j -0.00234753+0.00155326j -0.00283199+0.00214943j 1.91702e-05+0.000937901j 0.000422117+0.00253427j 0.0024462+0.00194677j -0.00494286-0.000712315j -0.0011994-0.00202868j -0.00305759-0.000341112j -0.0014035-0.000671089j 0.00406883-0.00115569j 0.00126111-0.00084194j 0.00157849-0.000702734j -0.00237076+0.00267546j -0.0029283+0.000616666j -0.000586908-0.000943281j 0.00390189+0.00441449j 0.000367956+0.00250878j 0.00536895+0.000425246j -0.0011289+0.00152749j -0.00374812-0.0022018j -0.00351661+0.0014411j 0.000660058-0.00210717j -0.00179249+0.00229528j -0.00291491+0.000624999j -0.000761954+0.00142183j 0.00220752-0.00162158j 0.000504909-0.00145148j 0.000372674-0.00355944j -0.000706613+0.00224165j 0.008364-0.00175079j -0.00794854+0.00155542j -0.00253859+0.00281299j -0.00057314-0.00233021j 0.0012644+0.00388947j -0.000949356-0.00289583j -0.00170818+0.00078557j -0.000630043-0.000359589j 0.000192693+0.00157694j -0.00413759-7.75024e-05j -0.000863079+9.98913e-05j -0.00240366-0.00292617j 0.00141288+0.000208603j 0.00449829-0.00263806j 0.00432918+0.00215222j 0.00150955+0.00514722j -0.00272135-0.00121468j 0.00468251+0.00113113j -0.0108013+0.00356666j 0.000681825+0.002072j -0.000909446-0.00216857j -0.000122213+0.00193277j -0.000176198+0.000281051j -0.00350757+0.00343948j 0.00748488-0.000488161j 0.000573374+0.00090031j -0.00350881+0.00198951j 
-0.00131857+0.00109239j -0.00115097-0.00027948j 0.00236845+0.00234515j 5.55952e-05+0.000507532j -0.000844088-0.00156333j 0.000306825+0.000885914j 0.000240826+0.00079366j -0.00154585+0.00177684j 0.000540197+0.00120537j 0.000248812-0.000165959j 0.000312401+0.000106611j -8.51949e-05-0.00337641j -0.000997137+0.00163273j -0.000223277-0.00207813j 0.000681294-0.000495862j -0.00209309-0.000756727j -0.000279056-0.000566442j -0.00220429-0.000508776j 0.000374499+0.000731244j 0.000761239-0.000261798j -0.00115255+0.000646917j 0.0011551-0.000309231j -0.000773102+0.00040182j 0.000345683-0.000119799j -0.00193123+0.00105821j -0.000291835-0.00165938j -0.000446374+0.000274359j 0.000347217-0.00176477j -0.00111117-0.000482003j 0.000871539+0.000838108j -0.00181189-0.000589134j 2.58633e-05+0.000612667j 0.000835241+0.000421556j 0.000721556-0.000697955j 0.000809895-0.00149603j -0.000744539+0.00275626j -0.00249845-0.000689484j -0.000151238-0.00258521j -0.000748314+0.00165882j -0.000378442+0.000271996j -0.00183169+0.000654287j 0.00272729-0.000277719j -0.00302891+0.00207102j 0.00304301-0.0021718j 0.000320676-0.00284406j -0.000822532+0.000866733j 0.000626275-0.00151529j -0.000497567+0.00142517j -0.00124607+0.00138519j 0.000969134-0.00174318j 0.000471602-0.00284239j 0.000243027-0.00156438j 0.00316103-0.000963085j 0.000279218+0.00144748j -0.00184763+0.000890936j -0.00244505-0.000155624j -0.00321105-0.000280888j 0.00153128+0.0010501j -0.000744102-1.20116e-05j -0.00201814-0.00886555j 0.00279936-0.00490561j -0.000893882-0.000644204j 0.00396948+0.00226254j -0.0034189-0.00298545j 0.0018763+0.00079469j -1.18931e-05-0.000989421j -0.00631399-0.00486811j 0.000466588+0.00547611j -0.00818126-0.00053268j 
0.00235349-0.000807335j 0.00276052+0.00170092j -0.00218443-0.00292464j -0.000904452-0.000374679j -0.00203902+0.00113839j -0.000818739-0.000975211j 0.000461292+0.000745115j 0.00423226-0.000963772j -0.00133246-0.000295229j 0.0019604-0.00106616j -0.000245154-0.00254337j -0.00261448+0.00439197j 0.000193936+0.00216199j 0.0010109+0.00241346j -0.00259075-0.000816495j 0.00339714-0.00018333j 0.00522999-0.000978384j 0.00383081+0.000590141j -0.0015268-0.00156647j -0.00189655-0.000949401j -0.000679723-0.00267942j -0.00221327+0.00173858j 0.00205426+0.000122737j 0.000278612-0.00044969j 0.000651264-0.0004126j 0.00231281+0.000850156j 0.000566361-0.000942519j -0.00162872+0.000988408j 0.000805935-0.000548879j -0.00138834-0.00082932j 0.00527311+0.000539449j -0.000121403+0.00175337j 0.000747639-0.0020334j 0.0011831+0.00162173j -0.00293622-0.00204167j -0.00457801-0.00170527j -0.00156336-0.00379153j -0.00054683+0.00202394j -0.000191965+0.000846025j -0.00100042+0.0027921j 0.00316886+0.00151195j -0.00171935-0.00104113j 0.00221664-0.00517801j -0.00442435+0.00502273j -0.00393663+0.00153124j 0.000654087-0.00110337j 0.000478971-0.000506195j -0.000524976-0.00101407j 0.00499948-0.00174859j -0.0024236+0.000652717j -0.000280214+0.00336572j 0.00113227-0.000295685j -0.00413513+0.00498572j 0.00375096-0.00148382j 0.00168001+0.000212646j 0.00350775+0.000865011j 0.00130362+0.00299419j -0.00181426-0.00474718j -0.00476135+0.000603742j 0.00561927+0.0110136j -0.00102625+9.8994e-05j 0.000822525+0.000112015j -0.00186651+4.01493e-05j 0.00323386+0.0030326j -0.00135492-0.00133777j 0.00299271+0.00320021j 0.00102869+0.00321186j 0.000528663-0.00475517j -0.00550584+0.00218741j 
-0.00275498+0.00187905j -0.00353871+0.00115359j 0.00230771+0.0025868j 0.000731928+0.00494277j -0.000140616-0.00149182j 0.00106822+0.000210515j -0.000745294-0.00248642j -0.00367308+0.000611749j 0.00128332-0.00148867j -0.00198741+0.00145692j 0.00164012-0.00156548j 0.00283529-0.000884632j 0.00303958-0.00298423j 0.000318582+0.000270593j 0.000720203-0.000933729j 0.00011451-0.000625492j -0.00633638-0.0013023j -0.00423553+0.00214678j 0.00324785+0.00167246j 0.00296071+0.000725545j 0.00526048+0.00268787j 0.000332659+0.000166278j 0.000903497-0.00107867j 0.0015733+0.000300962j -0.000611777+0.000294521j 0.00153936-0.00246265j 0.000430803+0.00167116j 0.00482081-0.00220312j -0.000313537+0.00077745j -0.000837369-0.00236618j -0.00227108+0.00332547j 0.00145247-0.00342105j -0.000931106+0.00192862j 0.00147408+0.00308244j 0.00137918+0.00202555j 0.000239275-0.0039448j 0.00341832+0.00557731j 0.00256993-0.00241281j 0.00055595+0.00340991j 0.00393311+0.00314469j -0.000695885-0.0015757j 0.000307993+0.000182365j -0.00606515+0.00154515j 0.00268317+0.00206484j -0.00236371+0.00247873j 0.000440642-0.00208323j 0.000507079+0.00454304j -1.23893e-05-0.0037884j 0.00130602-0.00117878j 0.00071459-0.000490484j 0.00170538-0.00303222j 0.0017454-0.00262747j 0.00133913-0.00333268j -0.00243377-0.000616661j -0.00220822-0.000390339j -0.00272692+0.00071469j -0.00348855-0.00438373j 0.00129492-0.0102187j 0.000970242-0.00142788j -0.00307711+0.0159528j 0.00532117+0.00353648j 0.000433393-0.000290608j -0.00319848+2.48665e-05j 0.00413685+0.00297682j -0.00199207-0.00163782j 0.00751682-0.00283731j -0.00133263+0.00949062j -0.00414103-0.0089365j 0.0056996-0.000267534j 
-0.000336319+0.00100736j -0.00023635+0.00168638j 0.00337721+0.00133028j -0.000931537-0.000574544j -0.000834917-0.0012648j 0.00047006+0.00177326j 0.000473655-0.00106284j 8.05012e-05+0.00062487j 0.00136283+0.00115423j 6.35239e-06-0.00043567j 0.000698014-0.000202384j -0.00219064-0.000627792j 0.000357349+0.00144531j 0.00133771-0.00033477j 1.79681e-05+0.000825683j 0.00174179-0.000166529j 0.0011393-0.00217573j -0.00205717+0.000807556j 0.00164099-0.000492465j 0.000991718-0.000330074j 0.00128497-0.00131035j -0.00102032+0.000408305j -0.000419424+0.00135077j -0.00050214+0.000394436j -0.00127937+0.000419749j 0.0026016-0.00258535j 0.000562558-6.52182e-05j 0.000912228-0.000816913j -0.00102325-0.00204183j 0.000832919-0.00123308j -0.000514234-3.9788e-05j -8.37482e-05+0.000114807j 0.0012442+0.000699119j 0.00509573+0.000118746j -0.00474074-0.00177086j -0.00658429+0.00382258j 0.00128622-0.00375665j 0.000362807-0.00238553j -0.00180138+0.000700522j -0.00108812+0.00322088j 0.00106927+0.00504133j 0.000921706-0.0045789j -0.00414918-0.00231389j 0.00358405+0.00111462j -0.00183872-0.00241873j -0.00022244+0.000203279j 0.00171632-0.00107815j -0.00105932-0.000594311j 0.00481533+0.000368203j -0.00200381-0.000924395j -0.000693499+0.000981219j 0.00191581-0.000927564j -0.00159873+0.00156887j 0.00348911+0.00158902j -0.000247671-0.000168056j 0.000520758+0.000910902j -0.00385744+0.00134208j -0.00146223-0.00330735j -0.00422401-0.00266801j 0.000824309+0.00509802j 0.00388326-0.00536723j -0.0010354-0.00163672j 5.58004e-05+0.00471136j 0.00142964-0.00377055j -0.000977057+0.000252936j 0.00265958-0.00366926j -0.00806394-0.00130009j 0.00126209-0.00223818j -0.013037+0.00219894j 
0.000376479+0.000443074j 0.000538596+0.000935489j 0.000506206-0.00112321j 0.000134156+0.000871432j 0.000405715+0.00154827j 0.000344349-0.000583592j -0.000118666+0.000493388j -0.00247462+0.00148225j 0.00063312+0.000363505j 0.000971641-0.000422722j 0.000815718-0.00167556j -0.00631053-0.000700831j -0.000635581-0.00133168j 9.8408e-05-0.00200667j -0.000656857+0.0006174j 0.00213706-0.00258107j -0.00296172-0.00340061j 0.000415654-0.00174355j 0.00188966+0.00582114j 0.000122938+0.000989601j 0.00170284-0.00132367j 0.00111835-0.000845948j -0.000249744-0.00028708j 0.000489746-0.00112732j 0.000466533-0.0024643j -0.00234754+0.0045324j 0.000650346+0.000852837j -0.00145258+0.00158287j 0.000472801-0.00268137j -0.00346061+8.22649e-05j -0.000435683+0.00162078j -0.00391946-0.00146596j -0.000678213+0.00135838j -0.00273812-0.00199145j -0.00314732+0.0030506j -0.0013261-0.00135767j 0.000704711-0.000717955j 0.00130541-0.00153323j -0.000945119+5.48624e-05j -0.00023446+0.00187177j -0.00121549-1.15325e-05j 0.00119095-0.00022605j -0.00204932-0.00397937j 0.00133304+0.00297389j -0.000289344-0.00086521j -8.26363e-05+0.000339141j 0.0011637-0.00101165j -0.00079916+0.000129863j 0.00137424+0.000549531j -0.000436826+0.000126586j 0.000619961-0.00102813j 0.00118885+0.000421918j -0.00158925+0.00241433j -0.00111635+0.00300935j -0.000775698+0.00092j 0.00138918-0.00307654j 0.000983365+0.00411996j -0.000924164+0.00123849j -0.00166027+0.00290857j -0.000590132+0.00467855j 0.000156059+0.00187277j 0.000811637-0.00162739j -0.00351936+0.00572488j 0.000948229-0.00146399j -0.000303716-0.0001245j 0.00155132+0.00268322j -0.00184115-0.00340873j 0.000571328-0.00222442j -0.00331416+0.000959094j 
-0.00145819+0.000654439j -0.00228683-0.000546614j 0.000902473+0.00174465j -0.000564832+0.00233217j -0.000614054-0.00170859j 0.000313294+0.00052367j 8.34014e-05-0.0022184j 0.000158025-0.00161306j 0.000682631-0.00108078j -0.00186948+0.0008913j 0.000494647+0.00169757j 0.00522345+0.00269641j 0.000800623-5.65731e-05j 0.00121875+0.00180288j 0.00153677+0.000117258j -0.00026053+0.00169906j -0.000457777+0.0014201j -0.00174321+0.00367237j 0.000190047-0.00413781j 0.00124016-0.000982144j 0.00181987+0.00175027j -0.000166048+0.00185692j 0.000422933-0.000433355j 0.000653329+0.00158566j 0.000780621+0.00320724j 0.00288972-0.00542995j -0.000581396-0.000618982j 0.00352163-0.00141483j -0.000895036+0.00170078j 0.0023617-0.00225706j -0.00096656+8.42958e-05j 0.00421622-0.0015568j -0.000534963+0.00113694j 0.00396512+0.00203776j 0.00124392+0.000386692j 0.00299317+0.0014341j 0.00658723+0.00315307j 0.000706346+0.000100287j 0.00195924-0.000308295j 0.00171794-0.000290931j 0.000286462+6.48397e-05j -0.00100501-0.000537037j -0.00200776+0.00318145j 0.00250409-0.00252639j 0.000935062-0.000160786j 0.000468291-0.000568878j -0.000741918+0.00119238j 0.00125855-0.000664701j -0.00260571-0.000144089j 0.000305034+0.000179591j -0.00129208-0.00016131j 0.000208163-0.00106676j 0.000379083-0.00395576j -0.00140288-0.00208931j -0.000478471-0.00166772j -0.000520736+0.00320479j -0.000180123-0.00572825j 0.00173537-0.00361054j 0.00690536-0.00211745j -0.00706861+0.00343373j 0.00369492-0.00309033j 0.000786249-0.000812555j -0.00440626+0.00137373j 0.00138072-0.00168085j -0.000573261-0.000179374j 0.000864276-0.00715347j -0.000410126+0.00592774j -0.00116512-0.0063286j 0.00903913-0.00318535j 
