-0.0137899-0.00155599j -0.0511382+0.0315281j 0.0541364-0.0966909j 0.101231-0.0042049j -0.0484383+0.0783047j 0.0725134-0.0679782j 0.0965306+0.0410806j 0.0444204+0.0554624j -0.0745571-0.016402j -0.0916012-0.0319225j -0.0350023-0.0271423j 0.162719-0.00535329j 0.0630219+0.0619272j 0.0106736+0.00333306j 0.0708349-0.144496j -0.099199-0.0118252j -0.0251747-0.0967391j -0.0435334-0.148717j -0.0228728+0.0680807j -0.0934579-0.121776j 0.0084244-0.188233j -0.0141956+0.127926j -0.00937455+0.0620201j -0.003384+0.0971136j -0.0253409+0.0158318j 0.0709525+0.162023j -0.0893115+0.0754296j -0.0361467+0.0298687j 0.065962+0.218329j -0.0100721+0.0566887j 0.0270601+0.0232703j 0.133332-0.0329586j 0.0572015-0.0867356j 0.0643826-0.00281975j -0.0427136+0.0399619j -0.0303699-0.0680333j -0.0498327+0.0630532j 0.133718-0.0291779j -0.114171+0.0777904j 0.0537452-0.0323351j -0.079072+0.0691884j 0.000727771-0.0599269j -0.0712019+0.0947627j -0.0204518-0.0766035j 0.138474+0.0102785j 0.0682638-0.0443573j -0.0802692+0.00732489j 0.0589678-0.000648394j 0.141161-0.0501566j 0.0844662-0.00689731j 0.148238+0.0235974j -0.0566502-0.0535478j 0.0485321+0.0331061j -0.250526-0.0697281j -0.06795+0.0212054j -0.0412498+0.0897537j 0.0683912+0.0775822j 0.0127174+0.079546j -0.0430277+0.013915j -0.0289608+0.0314567j 0.0309908-0.00146286j 0.0150351+0.0212577j -0.00525386+0.0156365j -0.019872+0.00936041j 0.00698752+0.0173927j 0.00511912+0.0173284j 0.0116935+0.00950614j -0.00971711+0.0143546j -0.00194408-0.00275124j 
-0.000411198+0.000501943j -0.000581097-0.00454562j -0.0020077-0.00336571j 0.00505833+0.00160936j -0.000639648+0.00178585j 0.00145551-0.00201253j -0.00121795-0.00183116j -0.000471203+0.000191019j 0.00343038-0.0014012j -0.00101869+0.000391148j 1.30563e-05+0.00228235j 0.00463048-0.00180052j 0.00377223-0.00396344j -0.000575671-0.00650782j 0.0103687-0.00371878j 0.000732852-0.00548303j -0.00437339-0.000688654j -0.00987684+0.0120845j -0.00567074+0.00227007j -0.00115783+0.00194703j -0.00834399+0.00567031j 0.00159736+0.00659683j 0.00185208-0.00802218j -0.0024777+0.00392595j -0.00952298+0.00324648j -0.00346335+0.00481633j 0.00124313+0.00333786j -0.00479486+0.0102631j -0.00411136+0.00499904j 0.00577024-0.00696294j 0.00190353-0.00292856j -0.00245134+0.00497257j 0.0028125-0.00244814j -0.00464242+0.00173594j 0.00360984+0.003126j 0.00976583-0.0124896j -0.0185517+0.000261719j -0.0028083-0.00803165j -0.00600287+0.00140563j 0.0168607-0.00496546j -0.00254476-0.00566254j 0.0106001-0.00990388j -0.0034646-0.016978j -0.00065459+0.00874536j 0.013623+0.000535717j -0.00111876+0.00413637j -0.00216817+0.00266145j 0.00782162-0.00539974j -0.0218425-0.00906905j 0.00024406-0.0110389j -0.00191282+0.00175731j -0.011678-0.00855083j -0.00766941-0.00164346j 0.00835866-0.00423532j -5.36409e-05-0.00246829j 0.00232678+0.00464198j 0.00346964-0.00206286j 0.00440897-0.00439142j -0.00223321-0.0185553j 0.0032775+0.0244183j -0.00938851+0.00836016j 0.00645886+0.00724575j 0.00683493+0.00072582j -0.00938668+0.000678539j 0.00406758+0.0074027j 0.0101113-7.08635e-05j -0.00171934+0.00142509j -0.00266714-0.00547411j 0.00227312+0.00363613j 
0.000193816-0.00125987j -0.00345901+0.00295892j -0.000853221+0.001633j -0.000326988-0.00320272j 7.60845e-05-0.000547876j -0.00259088+0.000123878j -0.000251709+0.00163671j 0.00284616+0.000785296j -0.00226+0.000285363j 0.000782006+4.69187e-05j -0.00303961-0.00143917j -0.00714264-0.00438094j 0.00137712+0.00374054j -0.00075096-0.00182231j -0.0026775+0.00175939j -0.0071432-0.000572379j 0.00548084+0.000839208j 0.000838304-0.0041061j -0.0054471+0.0014857j 0.00168413+0.00111142j -0.00433572-0.00338387j -0.00536245+0.00149808j 0.00353713-0.000518421j -3.91263e-07-0.00266179j -0.00681907+0.00037071j 0.000462773-0.00167353j 0.00292045-0.00368414j -0.00354687-0.00449466j 0.000691063-0.00278003j -0.00156351+0.00513302j -0.0019008-0.00161277j -0.000915454+0.00119828j -0.000488407-0.00381248j 0.00649153+0.000829194j -0.00481537-0.00279031j -0.00451415+0.0144048j -0.00670775-0.0091912j -0.00633203+0.00287885j -0.00647002+0.00311922j -0.00597259-0.000121936j 0.00347524-0.00231917j -0.00308959-0.00269606j 0.000173315-0.00483418j 0.00392487+0.00335565j -0.0044566-0.00612699j -0.00693198-0.000310966j 0.00628562+0.00178753j -0.00252187-0.000991838j 0.00612385+0.00600108j 0.00273102-0.00176903j 0.00337146+0.00162789j -0.00607481-0.00520885j 0.00211253+0.00341321j 0.000356604+0.00284198j -0.00376311+0.00465324j 0.000579821+0.00730234j -0.00765989+0.00986056j 0.00565641+0.00262216j 0.00205778+0.00176785j 0.00100257-0.00955714j 0.00610579-0.015813j -0.00468708-0.00159789j 0.000776011+0.00734631j 0.00732704-0.00463503j -0.00389298-0.00319823j -0.0162274-0.000787528j -0.00644018-0.0155065j 0.00559437+0.00202953j -0.0167236+0.00426307j 
-8.52925e-05+0.00162101j -1.27025e-05-0.00300575j 0.000565474+0.000111783j -0.000325896-0.00105226j -0.0013286-0.000858794j 0.00047702-0.000645492j -0.000505666+0.000245542j 0.000434713-0.000395546j 0.000889445+5.5186e-05j -0.00101817+0.000990359j -0.000956237+0.00171188j -0.00115441+0.00167415j -0.00627983+0.000204405j 0.00363757-1.73272e-05j -0.000303302+0.00649193j -0.000656654-0.00289641j 0.00224915+0.00059813j -0.00411235+0.000492819j 0.00103386-0.00389154j -0.000403149-0.00114187j 0.00155712-0.00624469j 0.00254092+0.000810748j -0.000386255+0.000855354j -0.00173092-0.00165762j -0.000747807-0.00106903j -0.00503537-0.00551231j 0.000656755-0.000814629j 0.00115429-0.000403134j -0.000394511-0.00195192j -0.000375279-0.00177408j 0.00101003+0.00129763j 0.00197326-0.00444595j -0.00250958+0.00351403j -0.00305075+0.000546709j -3.47708e-05+0.00547064j 0.00825767-0.00072093j 0.013991+0.0108912j -0.00119355+0.00374889j 0.00426259+0.00167556j 0.00399239+0.00765245j 0.00332634+0.00798697j 0.00100446-0.00394752j -0.00415539-0.00261729j 0.00909026+0.00135602j 0.00307273-0.00179859j -0.00273075-0.000323146j 0.00439598-2.79723e-05j -0.00262164-0.0010726j -0.00438043+0.0022592j -0.00423909+0.00351721j 0.00202579+0.000554295j -0.00281504+0.00318029j -0.00226446-0.00650966j -0.000619543-0.00202469j -0.000471996-0.00503734j -0.000545506-0.00733075j 0.00919612-0.00386612j -0.00423961-0.00116872j 0.00869351+0.00919127j -0.00222877+0.0160223j 0.00458426+0.00109745j -0.00145217-0.00894745j -0.0124198+0.00288761j -0.0015304-0.00105084j -0.000713595-0.0059729j -0.00596378-0.00677996j -0.000864084-0.000469114j -4.12268e-05-0.0263117j 0.0199142-0.00986078j 
-0.0028634+0.000218808j -0.00159949-0.00533198j -0.00116165-0.000418849j 7.04816e-06+0.00312697j -0.000180149-0.0026154j -0.000369687-0.006096j -0.00097155+0.000471061j -0.00583066-0.000136783j 0.000114835-0.00220866j 0.00179262+0.000911531j 0.00448995-0.00518823j 0.0019182+0.00190867j 0.00432066-0.000249543j 0.00427156+0.00231228j 0.0024235-0.00319942j -0.000807467+0.00135935j -0.0059188-0.00690979j 0.00535351+0.00759588j 0.00621903-0.00453489j 0.00107753+0.00059661j 0.00367021-0.0014585j -0.00133028-0.00199294j -0.00490383-0.00646744j 0.00122772+0.00647366j 0.00163597+0.00256194j 0.000720684+0.0134254j -0.00297607+0.00325873j 0.00420713-0.000225165j 0.000451959-0.0059522j 0.000996772+0.00159188j -0.00262388+0.000556532j -0.00120634-0.00414636j -0.00257866+0.00937132j 0.0064104+0.00349461j 0.00867537-0.00108095j 0.00351773-0.00620025j 0.006564+0.00185719j 0.00372903-0.000121344j 0.00411994-0.00191005j 0.00723187-0.00244052j 0.00262884+0.000909073j 0.00175476-0.00897826j -0.000643437+0.0085711j 0.00206456-0.00646329j -0.000258483+0.00160694j 0.00455374-0.00358318j -0.0149123-0.000644955j -0.00098963+0.00110132j 0.00363431-0.00254413j 0.00144813+0.0103556j 0.00114878-0.00920695j 0.00500167+0.00844057j -0.00696763+0.00943859j -0.00395569-0.00138637j -0.00339627-0.00136941j -0.00228033-0.0102996j 0.00897703-0.003638j -0.00715176+0.0041735j 0.00627389-0.00379914j 0.00909668+0.00278577j -0.015609+0.00487133j -0.00443471+0.00658565j -0.00348953-0.00469141j -0.011063+0.00322619j -0.00721595+0.00352025j 0.0127964+0.00232519j -0.00821247+0.0167872j -0.00619289+0.0136735j 0.00471837-0.00276731j 
-0.00136852+0.00422166j -0.000284485-0.0017602j 0.00151184+0.00124921j -0.000430849-0.00218586j 0.000696198-0.00455709j -0.000246889-0.00298859j 0.0013576+0.00505088j -0.00139475+0.000984106j -0.00141024+0.00547448j 0.00129975+0.0100767j -0.000627664+0.00488871j -0.00329726+0.00744055j 0.00182402-0.000698582j 0.00402507-7.85707e-05j 0.00385034+0.0127252j 0.00212781-0.00166543j -0.00458829-0.00485205j -0.00420309-0.00014552j 0.00409006-0.00735878j -0.00269599-0.00181456j 0.00330441-0.00908599j 0.00824792+0.000858099j -0.0089368+0.00205111j -0.00411181+0.00329643j -0.000829774-0.00678661j -0.00843149-0.000280179j -0.000364271+0.00142441j 0.00411463+0.00813497j 0.000208738-0.00854343j 0.00192828+0.00355149j -0.000103095+0.0044743j 0.00374101-0.00104615j -0.00230714+0.00883507j 0.00086952+0.000246498j -0.00281328+0.000152082j 0.0110944-0.00373976j 0.0024671+0.00724726j -0.00183607+0.00969194j 0.00746278+0.0106799j 0.00697189+0.00240016j 0.00181675+0.00173803j -0.00117505-0.00794752j -0.00524867-0.00157934j 0.00900282-0.00366408j 0.000263263+0.000433891j -0.00108867+0.00330869j 0.00328406+0.00198236j -0.00116509+0.00465043j -0.00409016+0.00320179j -0.00337473+0.00528329j -0.00838431-0.00436217j -0.00357333+0.00163385j -0.00443994-0.00207235j -0.00127325+0.00369553j -0.000882993+0.00922644j -0.0127818-0.00517568j 0.0168341-0.00646679j 0.000550394+0.00556307j 0.0052643-0.00351179j 0.00683586-0.00238474j 0.00675889-0.00024717j -0.00236185-0.00199461j -0.0148642+0.0016516j -0.00643452-0.000771184j 0.0020115-0.0027774j -0.000303576-0.00346249j -0.0039623+0.00857395j 0.00791963-0.0147451j 0.00710818-0.00909064j 
-0.000310133+0.00251454j -0.000359143+0.00499546j -0.00239035+0.00400542j -0.000352738-0.00372018j 0.0023005-0.00268689j 0.00102111+0.00103169j -0.000395268+0.00404446j 0.00232861+0.00355963j -0.0011409+0.00434605j 0.000890483+0.00556935j -0.0025128+0.00337525j -0.00417903+0.0035707j 0.00247777-0.003837j -0.00365638-0.00300499j -0.00207797+0.00758764j 0.00159794+0.00156292j 0.00635018+0.000417654j -0.00465345-0.00667862j -0.000859425+0.00128811j -0.00303824-0.00107468j -9.54114e-05+0.00073793j -7.75367e-05-0.00128598j 1.47298e-05+0.00590483j -0.00447118-0.000231357j -0.006055-0.00442947j -0.00699393-0.00439656j 0.00228347+0.000957251j 0.0002226+0.00515113j 0.00329021-0.00189678j 0.00106489-0.000717507j -0.00236805+0.000783157j 0.00339057+4.57501e-05j -0.00108199-0.000833318j -0.00013975+0.00374365j -0.00169527-0.00160952j 0.000701263+0.00262781j -0.00506629-0.00294911j -0.00143135+0.00584263j -0.00150451+0.00013499j -0.0042195+0.0011543j 0.00287416+0.00397937j 0.00222012-0.00587136j 0.00189466-0.00500618j 0.00275482+0.00604531j -0.00552978-0.00167284j -0.00318649+0.000574155j -0.000499773+0.00378597j -0.00485115-0.005156j 0.00418419+0.000761122j -0.00432975-0.00116162j -0.00318392-0.00472851j -0.00691779-0.00200395j 0.00196688-0.0027451j 0.00618346-0.00209227j -0.00459024+0.00870215j -0.00372959+0.00156355j 0.00122304+0.000986049j 0.00498916-7.83189e-05j -0.000531659-0.00345854j 0.00173042-0.00817435j 0.00473688-0.00409762j -0.00490607-0.00298563j 0.000878757+0.00385142j 0.00209707-0.00721278j 7.43045e-05-0.00451412j -0.00985699-0.00702906j -0.00577338-0.00140973j 0.00663012+0.00195732j -0.00864418+0.00588109j 
0.00222911+0.002042j 0.00326772+0.00214158j 0.003544-0.000189367j 0.000581142-0.000412743j 0.000333435+0.000191378j 0.000332175+0.000865569j 0.0024052+0.000931243j 0.002371-0.000610195j 0.000349921+0.00330634j 1.98335e-05+0.00620426j -0.00176323+0.00586215j -0.00261904+0.00612983j 0.000448296-0.00317248j -0.000861733+0.00054692j 2.25496e-05+0.00531152j -0.000269615+0.00187541j -0.000936374-0.00629062j -0.00498556-0.00186569j 0.00101884-0.00198905j -0.00175489-0.000368662j 0.00132149-0.000984133j 0.00551402-0.00106921j -0.0020877+0.0060685j -0.00161739+0.00076058j -0.000134355-0.000645038j -0.00383719-0.00279911j 0.00124323-0.00311531j 0.00303832+0.00489766j -0.000600303-0.00176249j -0.00469124+0.00269479j 0.000790413+0.00156563j 0.00178493+0.000609878j 0.000500396-0.00123659j -0.00207542-0.000639911j -0.0093713-0.00230447j 0.000178491+0.005518j -0.0107564+0.00259351j -0.00219588-0.00420656j 0.00380249+0.00450715j -0.00364172+0.00133088j -0.00860678-0.0015712j 0.000466294-0.00342221j -0.00147157-0.00292375j 0.00697846+0.00348199j 0.00168781-0.0015746j -0.00385299+0.00333493j 0.0104569-0.000810184j -0.000420614-0.000598801j -0.00435459+0.0069175j -0.00276332-0.00153067j -0.00378961+0.00291873j -0.00891266-0.00173095j -0.00121699+0.00086024j 0.00567597+0.00372928j 0.00661375+0.00678894j -0.00489017+0.00484001j 0.00227356-0.00255885j 0.00677728+0.00375211j -0.00976904-0.00434104j 0.00134962-0.0152468j 0.00229107-0.00830407j -0.00111661-0.00510261j 0.000999631+0.00168273j 0.000169891-0.00436757j 0.00138661-0.00014145j -0.00099787+0.00684653j -0.00197892-0.00994085j 0.00200073-0.0019553j -0.0163061-0.00216661j 
-0.00083559-0.00332792j 0.0011799+0.00043353j 0.000711576+7.16188e-06j 0.00266629+0.0045242j 0.000438062+0.00135796j -0.00381889-0.0027732j 0.000110228-0.00440736j 0.000618713-0.00281288j -0.00161337-0.0039533j 0.00115553-0.00503552j 0.000750819-0.00304801j 0.00361019-0.00552643j 0.000526535+0.00151872j -0.00266863-0.00109458j -0.00400523+0.00133892j -0.00357545+0.00136434j 0.00316255+0.00179757j 0.00515111-0.001896j 0.00322636+0.000272202j 0.00332755-0.00332906j -0.00298796-0.00241476j 0.00107589-0.00144831j -0.00400921+0.00288041j -5.02645e-05-0.00302492j -0.00128629-0.00129895j 0.0031161-0.00288797j -0.0030902+0.00571343j -0.00137671-0.00532639j -0.00124129-0.00240056j 0.00600035-0.00136541j 0.00560101-0.000960043j -0.0019204+0.00510945j -0.000475566-0.00247763j -0.000578887-0.00252229j -0.00256152-0.00452011j -0.00619762+0.00753777j -0.010894-0.00916274j -0.00375572-0.00641028j -0.00146526+0.00146205j 0.00150282+0.00076683j 0.00199815+0.00160534j 0.000292073+0.00430501j 0.00363249-0.000199243j -2.37289e-05-0.00399646j -0.000346347+0.00443636j -0.00114092+0.000252258j -0.00608578+0.000636057j -4.96183e-05+0.00626118j -0.00136392-0.00239855j -0.00202936+0.000573724j 0.00577789+0.000270449j -0.00132953-0.000460516j -0.00223626+0.00471584j -0.000698681+0.00191537j -0.00034834-0.00292952j 0.00454694+0.00096424j -0.00840678+0.0104984j 0.000605687+0.00291049j -0.00900641-0.000910549j 0.00262354-0.0106484j -0.00474824-0.00872834j 4.69909e-05-0.0084646j 0.00280653-0.00613954j -0.0055455-0.00119713j -0.000857944+0.00473681j 0.00249025+0.00933621j -0.00342723-0.0101353j 0.000683756+0.0118947j -0.0162388-0.00650768j 
-0.000758275+0.00169941j -0.0046891-0.00111523j -7.111e-05-0.00220171j -0.00732438+0.0023539j 0.00291767-0.000614989j 0.000224994-0.00187488j 0.00526916-0.00196221j 0.000260285+0.000234893j 0.00160233-9.5881e-05j 0.000458257+0.00153629j 0.000809131+0.00309166j -0.00418666-0.00259294j -0.000801908+0.00615296j -0.00251473+0.00351932j 0.00401393+0.0009952j 0.0011774+0.00556092j 0.00657179+0.00216876j -0.0038359-0.00413129j -0.00329477+0.0042028j -0.00102737+0.00399311j 0.000291346+0.0130706j 0.00385904-0.00334526j -0.00475677+0.00419852j -0.00234604+0.00240985j 0.000253289-0.00183468j -0.00434516+0.00583182j -0.0012202+0.00320639j -0.00146664+0.00420651j 0.00190839+0.000870048j 0.00862973-0.00466369j -0.00566037+0.00313172j 0.00557478-0.000881302j 0.000997183-0.00079928j -0.00681925+0.00698123j 0.00985603+0.00155002j -0.00107589-0.0189958j 0.0119073+0.00306879j 0.00547527+0.00231479j -0.00187167-0.0014119j -0.00329196+0.00244769j -0.00492848-0.00285274j -0.000249601+0.00464986j 0.00176357-0.0087264j -0.00475939+6.75425e-05j -0.00715799+0.00298559j 0.00262812+0.00104306j -0.00405354+0.00783775j 0.00346195-0.00471141j 0.00133221+0.00401781j 0.0035249-0.0040818j -0.00014478+0.00413619j -0.00066607-0.00339501j -0.00394614-0.00736069j -0.00313354+0.000745496j 0.00159201+0.00390148j -0.00179804+0.00978894j 0.00257747-0.0103948j -5.63808e-05-0.00809107j 0.0123271-0.000992805j -0.00328931+0.017067j 0.00709728+0.0177224j 0.000343341-0.00643681j -0.00184209+0.0047187j -0.000388893+0.00192241j -0.000477173+0.00159832j -0.00556189-0.0161212j 0.005118+0.0238503j -0.00480439+0.00330369j 0.0153674+0.0313441j 
-0.00125137+0.00367968j 0.00146086-0.00295595j 0.00176421-0.00445672j -0.00126254+0.00601121j 0.00221354-0.00321485j 0.0048812-0.00282529j -0.000799768-0.00474833j -0.00129224-0.00176264j 0.00086074-0.00729725j 0.00204032+0.00473786j 0.000679228-0.00133634j 0.00437464+0.00110493j 0.001369-0.00440822j 0.00336546+0.00454498j -0.00131209-0.00522584j 0.00101966-0.0064206j -0.00719236+0.00191405j 0.0060523+0.00135665j -0.00426629+0.000646492j -0.0028564+0.00585324j -0.00282164+0.00288845j -0.00346219+0.00203144j 0.00407278-0.00657722j -0.00220661-0.000257852j -0.000847479-0.00451609j 0.00606035+0.00181047j 0.00332118-0.00355726j 0.00226075-0.00332807j 0.00397536+0.00407814j -0.00395559+0.00894988j -0.004162+0.000801977j -0.00176896-0.00353037j 0.00672203+0.0044138j 0.0036211-0.00153238j -0.00606758+0.00349383j 0.000259234+0.00108209j -0.00654076+0.00328423j -0.00430432-0.00426852j -0.00619162+0.0037608j -0.00178842-0.00115996j -0.000116399+0.000859105j 0.00175335-0.000628642j -0.00286634-0.00322942j 0.00421922+0.00275237j -0.00195454+0.00427502j -1.14268e-05-0.000468369j 0.00469559-0.00157985j 0.000236286-0.00711411j 0.00487233-0.00124117j 0.00425736+0.00310531j -0.00309054-0.000272777j 0.000727019-0.0012718j -0.00490516+0.00346454j 0.00405414-0.00292444j 0.00164911+0.00307674j -0.00028125+0.00523547j 0.0076103+0.00180492j 0.000421011+0.00508156j -0.00372458-0.00156565j 0.000668909-0.00469972j -0.00180393-0.0082389j -0.000124491-0.000698792j 0.0042596-0.00760978j 0.000511698+0.00821535j -0.00524695+0.00389451j 0.00515905+0.00254861j -0.000342178-0.00329329j 0.00160987-0.00510901j -0.00172985-0.0152275j 
-0.00316444+0.00395619j -0.00149511-0.000961448j -0.005186-0.00180666j 0.000560366+0.00140729j 0.00206253-0.00501392j 0.0043553+0.000295765j -0.00373503-0.00375795j -0.00113205-0.000746712j 0.00157407-0.00437016j 0.001828+0.00115959j -0.000560186-0.00285132j 0.00123158-0.00098144j 0.00272796-0.00351809j 0.00627932+0.00131837j -0.00068129+0.00026497j 0.00616791-0.00938104j -0.00160515+0.00324989j 0.0080356+0.00657754j -0.00480231+0.00273469j 0.000691678+0.00775654j -0.000773419+0.0033325j -0.00083557+0.00511099j 0.000673749-0.0118263j -0.00506531+0.000140668j 0.000264097-0.00868086j 0.0054102+0.00225186j 0.00461451+0.00250596j -0.000600623-0.0049375j 0.00645572+0.00415816j 0.00272225+0.00261794j -0.000472077+0.00170852j 0.00501031-0.00223246j 0.0018945+0.00427369j 0.00507381-0.00193246j 0.000181927+0.00248044j 0.00642767+0.00225724j 0.00306697+0.00670691j -0.00405068+0.00287416j -0.0016588+0.00403967j -0.00216224-0.00125188j -0.000526701+0.00378638j -0.000711294-0.000497248j -0.0080791-0.00614131j 0.000822039+0.00791513j -0.0123855-0.000395624j 0.0075102+0.000136343j -0.00650225-0.00329499j -0.00724681-0.00942154j 0.0105029+0.000485355j 0.00198913-0.0044509j -0.000549798+0.00756567j 0.00473446-0.00750595j -0.00459675+0.00106712j 0.00307288+0.00122172j 0.00138006+0.00478262j 0.0100549+0.00585186j 0.0111193+0.00835125j 0.000928752+0.000503771j -0.00283867-0.00174254j 0.00196218+0.00109489j 0.00136658-0.00896849j 0.00694098+0.00549346j -0.000615637-0.00627921j 0.00791189+0.00318709j 0.00779668-0.00818224j -0.000233355-0.00597293j -0.00662953-0.00106164j 0.000440806-0.00976628j 0.00511233-0.012284j 
-0.00210056-0.00339511j 0.00449373+0.00322109j 0.000756893+0.00352406j 0.00324145-0.000922212j -0.00172793+0.00321258j -0.00686718-0.0010146j 0.00385412+4.99525e-05j -0.000661185-0.00310645j -0.000921249+0.00984889j 0.00134851-0.0035754j -0.00160031-0.00261j 0.00664154+0.00105981j -0.00505042-0.00331657j -0.00449014+0.000202479j 0.000330682+0.00308276j 0.0027854+0.00213228j 0.00681656-0.00293602j -0.00268184-0.00065778j 0.00545549-0.00405087j -0.00103247-0.00662406j 0.0036634-0.00363165j 0.00352764-0.00316219j -0.00566833+0.00859542j 0.00238861+0.000260464j -0.00698081+0.000775668j -0.01166-0.00217623j -0.00232416+0.0107998j 0.00231967-0.00341169j -0.00394873-0.0113229j 0.0076757-0.0132627j 0.0107996-0.000849705j 0.00171472+0.0052304j -0.00877514-0.00148251j -0.0026413+0.00693564j 0.00368207+0.00166124j 0.00575694+0.00118258j 0.00248824+0.00460947j 0.00463614-0.00146305j 0.00405725-0.000180844j 0.00332376+0.00272841j 0.00219501-0.000195605j 0.000345685-0.00291706j 0.000882561-0.00670678j -0.00705197+0.000713842j -0.0091145+3.20145e-05j -0.00153678+0.00132437j -0.0110305+0.00454286j 0.00132699+0.00433318j 0.00129383-0.000104298j -0.00397+0.000803163j -0.00360564+0.00108381j -0.00660972-0.00482171j -0.00220564-0.000693054j -0.00711333+0.000517737j 0.00342894+0.00267091j 0.00681289+0.0028405j 0.00151357+0.00718486j -0.00290495-0.00474556j -0.00779295+0.00665506j -0.00191726-0.000869579j -0.00235594-0.00740887j -0.00376113-3.86049e-05j -0.00146842-0.00301775j -0.00224863-0.000105265j -0.00064233-0.000862472j 0.00045225+0.0031506j -0.00155084-0.00479979j -0.000621048-0.0088378j 0.00360778-0.0154774j 
-0.00381813-0.0037585j -0.000277281-0.00091325j -0.00104379+0.000143322j -0.00258679+0.00182045j -0.00180636+0.00128879j -0.00189708-0.00246559j 0.00405954-0.00106428j -0.00131038-0.000624153j 0.0046079+0.00360438j 0.00200316-0.00377367j 0.00335313+0.00235492j -0.00171108-0.00181773j -0.000493008+0.00346027j 0.00170765-0.000311529j 0.00114527-0.00412278j -0.000426292+0.00254383j -0.000371853+0.00426802j 0.00881212+0.00347834j 0.00638406-0.00178721j 0.00127153-0.00509548j 0.000908146-0.00234282j -0.00573805-0.00137129j 0.00258271+0.000104642j 0.00503105-0.000337629j -0.0013174+0.000647399j -0.000495003+0.00543274j -0.00239722+0.00616223j 0.0012109-0.00745603j -0.00194468-0.00774514j 0.0106723-0.00468239j 0.00106533-0.0030168j -0.000373988+0.00117155j -0.00379916+0.00328092j -0.000358269+0.00176858j -1.81171e-05-0.00618547j -0.00542128-0.00147202j -0.00253268-0.00548027j 0.000555395+0.000633559j -0.000406748+0.00258889j 0.00236064+0.00108638j 0.00525565-0.0013064j -0.00605466+0.00288915j -0.00178416+0.0016397j -0.00125847+0.00161998j -0.00665453-0.00200912j -0.00398475+0.00289412j -0.00765508-0.00370768j 0.00671733+0.00276599j -0.00118892+0.00182826j 0.00661587-0.00285042j -0.00280269+0.00110328j -0.00628695+0.00168473j 0.00238947-0.00204384j -0.00655117-0.000230793j -0.00687668+0.00524686j 0.00372494+0.00292208j -0.0011631+0.00600333j -0.00592747+0.00317149j -3.67279e-05-0.00173011j -0.00221352-0.00107785j 0.00132021+0.00121861j 0.00192378-0.00260445j -0.000198339-2.45854e-05j 0.000658985+0.000119168j 0.00227708+0.00182005j -0.00340992-0.00261364j -0.000836148+0.00145006j 0.00216159+0.00520493j -0.0045037+0.00867577j 
-0.00364171-0.00472121j 0.00212905-0.0014789j -0.00342865+0.00265196j -0.00116518+0.0106191j -0.0062733-0.0035628j 0.00431129-0.00977786j -9.54182e-06+0.014904j -0.00656691+0.00877592j -0.000531426+0.0116103j -0.000806567+0.0127255j 0.000460112-0.00278624j -0.00327448+0.000187467j 0.000817427+0.00270096j 0.000294788+0.00728013j 0.00162362-0.0184238j -0.00494534-0.00428484j -0.0129286+0.00519589j -0.00372184-0.00594901j 0.00245227-0.00466946j -0.00832277-0.0064657j 0.00459426-0.000133713j -0.00697137+0.0021353j -0.00515409-0.00414875j 0.0139205+0.00292091j -0.0153168+0.00256605j -0.00559422+0.0020506j -0.00619605-0.0059707j 0.0023592+0.00897952j -0.00692881-0.0117207j -0.000955208+0.00103845j -0.00768696+0.00275643j -0.00565104+0.0049465j -0.00313263+0.00086612j -0.00367129-0.00235706j 0.00209501+0.00187478j -0.00203423+0.00285034j 0.00298591-0.00130851j -0.00105069-0.00354722j -0.00313014+0.0020693j -0.00679355-0.00191769j -0.00377686-0.00125247j 0.000420777+0.00390653j -0.00519256-0.00186578j -0.00592196+0.00521268j -0.00181452-0.00563011j -0.0166259-0.00396436j -0.0063937+0.00249859j 0.00198606-0.00906979j 0.0108789-0.00327974j -0.00577148-0.00195498j 0.00119938+0.000932803j 0.00372163+0.00010121j 0.0025999-0.00034502j 0.001896-0.0035756j 0.00417981-0.00484214j 0.00246649+0.0031416j -0.00222791+0.00147524j 0.00107331+0.00195411j 0.000912495-0.00391839j -0.000842735+0.00131295j 0.00125793+0.00204662j 0.00543664+0.00668727j 0.000496493-0.00136661j 0.00215366+0.000111243j 0.00399488-0.00542556j 0.00327264-0.00169664j 0.00130575-0.00216543j -0.0015229+0.000452567j 0.000362841+0.00137064j 
