0.0363889-2.40938e-15j -0.115946-1.43038e-15j 0.0374998+4.52389e-16j 0.0183359+5.42559e-17j 0.0247129-4.71799e-16j 0.0926048+4.42587e-16j -0.04606-2.6918e-16j -0.0137719-1.8849e-16j 0.0412777+6.14979e-16j -0.0919933-1.27295e-16j 0.0703047+4.72258e-16j -0.0398189-4.86629e-16j -0.0206321-9.70598e-17j 0.0144505+1.15768e-16j -0.0113394+1.72764e-16j 0.0163837-2.3065e-16j -0.0127665-8.51513e-16j 0.0315844+8.01438e-16j 0.00731953-3.41421e-16j -0.00803559+9.18876e-17j -0.0116242-7.82122e-17j -0.0362264-5.45346e-16j 0.0219159+1.6997e-16j -0.0104343-5.4275e-17j -0.00213151-1.2827e-16j -0.00662815-4.13662e-16j 0.00643334+2.39813e-16j 0.00716325+3.13224e-17j -1.60988e-05+1.20214e-17j 0.00109991+5.89144e-17j -0.00960235-2.64991e-16j -0.00705975-2.80217e-16j -0.0124605-1.62354e-16j 0.018687+1.76002e-16j -0.0204572-2.45034e-16j 0.000929145-7.84131e-17j -0.0176046+2.32558e-16j -0.00332698+3.04196e-16j 0.0208405+5.01722e-16j -0.00765987-7.62347e-17j -0.00223166-1.27237e-16j 0.0030833+9.31635e-17j -0.0196519-3.44472e-16j 0.0402072+3.72451e-16j -0.00746284+5.00426e-17j -0.0108534-1.68802e-16j 0.0472671+4.83136e-16j 0.00252112+1.02278e-16j -0.0298424-3.05784e-16j 0.0266168+7.13989e-17j 0.0161292+2.47916e-16j 0.0161318+1.19275e-16j -0.0236363+2.37358e-16j -0.0350435-1.85419e-16j 0.0606176-5.91998e-16j 0.00061717+4.68042e-15j 
-0.0169074+5.30724e-15j -0.00496284+1.09707e-15j -0.147313+7.18932e-16j 0.0538317-9.45256e-16j -0.121844+1.18723e-17j -0.091741+7.57973e-16j -0.099883-4.18415e-17j -0.0772188+1.329e-17j 0.0351396-1.95409e-16j -0.0684632+2.66928e-16j -0.194239+3.47808e-16j 0.0760814-5.92775e-16j 0.017404+2.78594e-16j -0.0576333+1.6877e-16j -0.05588+1.73388e-16j -0.0892174+9.40368e-16j -0.0538063-2.47236e-15j 0.0421754+3.28904e-16j 0.0274096-1.58028e-16j -0.0482248-2.80781e-16j -0.00938774-3.13965e-17j 0.00514465-9.90284e-17j -0.00738346+1.91352e-16j 0.0299831-9.12256e-17j 0.011924+1.20016e-16j -0.0450532-3.71648e-17j 0.0408738+2.66708e-16j -0.0660428-1.58627e-16j 0.022224+7.70108e-16j 0.0508118+5.77143e-16j 0.0205218+6.16767e-17j -0.0260646+3.0092e-16j -0.0494741-4.07035e-16j -0.0052318+2.42528e-17j -0.0228616+3.40101e-16j 0.0453184+2.92626e-16j 0.0115805+3.11282e-17j -0.00260649+2.91773e-16j 0.0229857+6.18744e-16j -0.0191908-1.63493e-16j -0.00600779+2.39414e-18j 0.00104421+1.17167e-16j -0.0293451-2.00122e-16j 0.0251363-1.46916e-19j -0.0210753-3.63279e-16j -0.0442111-4.79313e-16j 0.0501236+6.93162e-17j -0.0142461-1.73813e-16j 0.0419628+2.87479e-17j 0.0304146+3.78152e-17j 0.0182768-1.47103e-17j -0.0493217-1.18862e-17j 0.0325512-1.71741e-16j 0.0414304-1.36048e-16j 0.0700231-5.71352e-16j 0.00793627+2.99412e-15j 
-0.0417813+1.00893e-14j 0.036776+2.0633e-15j -0.0241854+8.61254e-17j -0.045006+1.44008e-17j -0.0187394+2.0203e-16j -0.112405+9.82261e-16j -0.0209988+1.06786e-16j -0.0954622+3.90023e-18j 0.0459443-2.9668e-17j -0.0481982+2.03376e-16j -0.0299501+2.28265e-16j 0.0535945-4.28917e-16j 0.0689074-9.14636e-17j 0.0110775-1.28538e-16j 0.00117302-5.2215e-16j -0.0604121+7.65873e-16j 0.0354743+1.80068e-15j 0.030436+4.14625e-17j 0.0273245+3.04512e-17j -0.00714783-1.59371e-17j -0.0527033+1.55518e-16j 0.0261712+1.30561e-16j -0.0594125-2.22283e-16j -0.000239225-1.46681e-16j 0.0512853+1.1415e-16j 0.0164902+1.24202e-16j -0.00857566+1.30722e-16j -0.0257563-5.45994e-16j 0.058504-1.40599e-15j -0.0840961+8.99118e-17j 0.0187806-2.33439e-17j -0.00802889-3.23405e-17j 0.0337792-4.11714e-17j -0.0754615+2.3564e-17j -0.0107147+1.81882e-16j 0.0387345+6.11035e-17j -0.0603314+9.86117e-16j 0.0313871+6.67486e-16j 0.000210233+2.00403e-16j -0.0761541-2.20441e-16j 0.0151446+2.15408e-16j -0.0473688+6.09299e-16j 0.0150665-1.29156e-18j -0.0334649+5.26988e-17j 0.0893427+1.15878e-16j 0.0336138+4.06782e-16j 0.0458147-1.18752e-16j -0.0191683-2.34473e-17j -0.0310465-9.93947e-17j 0.0224578-8.37831e-17j -0.0261602+5.59987e-17j 0.0210634+9.82423e-17j -0.0760325+4.57317e-16j -0.0278135+2.85994e-16j -0.0246555+2.08591e-15j 0.0186974-9.60008e-15j 
-0.0537608+2.21367e-14j -0.0992975+4.68797e-15j -0.0155937+2.14143e-16j 0.034248-1.1776e-16j 0.0874108+1.2843e-16j 0.0878187-5.90087e-16j -0.0980318-1.24721e-16j -0.022406-1.54598e-16j 0.00869039-4.52834e-17j -0.0722751+9.55405e-17j 0.0577489-1.01502e-16j -0.00985974+1.07096e-16j 0.0154405-2.64323e-16j -0.0348827+6.91709e-17j 0.0482771+4.27278e-16j 0.111256-7.9376e-16j 0.0356825+1.65937e-15j -0.0155345+5.92911e-18j -0.0338709-2.98261e-16j 0.00495095-1.8078e-17j -0.113497-6.82756e-16j 0.00111076-3.11972e-16j 0.0940034+3.07049e-16j 0.0190991-1.40275e-16j 0.00545615+3.07558e-16j -0.0142236+3.56438e-17j -0.137558-1.4575e-16j -0.024773-1.69423e-15j 0.0642712-1.87736e-15j -0.00785063+3.8765e-16j 0.0513913+5.07748e-16j 0.0159574+6.32334e-16j -0.0890382-1.50593e-16j 0.00673665+1.41471e-16j -0.00929035+3.71049e-16j 0.074405+6.16729e-16j -0.0189771+4.52247e-16j -0.0159764+6.4831e-17j 0.0021879-1.73253e-16j -0.0387382-5.5923e-16j 0.00490507-4.81312e-16j 0.0284549+1.78333e-16j -0.0231922-2.00091e-17j 0.0653717-9.38806e-17j -0.00466603+1.32408e-16j 0.0501156+2.27545e-16j -0.0240585+2.33377e-17j 0.0833139+7.94879e-17j -0.0557493-1.84849e-16j 0.0413845+1.90301e-16j 0.097642+1.76811e-16j -0.0486653-9.56316e-18j -0.0289571+1.50737e-16j -0.0294562+1.02703e-16j 0.0115248-3.96803e-16j -0.00322174+2.31106e-15j 
-0.100717+2.77717e-14j 0.0257909+6.10701e-15j -0.0361073+4.98618e-17j 0.00306419-8.1523e-17j 0.136226+4.55028e-16j -0.157126+5.35414e-16j -0.00831223+1.55323e-16j 0.0787421+2.76869e-16j -0.119069-2.74753e-16j 0.045451-6.39364e-17j 0.0668082+1.62982e-16j 0.0821931-1.96297e-16j -0.111476-3.27507e-16j 0.0667066-1.8707e-16j 0.0781175-8.58634e-17j 0.0735711-1.72928e-16j 0.0486217+2.26736e-15j -0.053534-9.43151e-16j -0.00581198+2.63427e-16j 0.0405211+2.19852e-16j 0.0050186-4.20942e-17j -0.00725142+8.4269e-17j -0.0069104-9.32137e-17j 0.0246677-7.07194e-18j 0.0313044+1.58797e-17j 0.00682144+3.57268e-16j -0.144564-4.48114e-16j 0.0619076+7.30902e-16j -0.0340833-1.21459e-15j -0.106414-4.94889e-16j 0.0348729+7.38791e-16j -0.00962127+2.3627e-16j 0.0817287+4.34872e-16j -0.0113108+1.53778e-16j 0.0419445-8.21841e-17j -0.013181+7.75093e-17j -0.06543+1.72961e-15j -0.0385594+1.01503e-15j 0.0460059+2.25264e-16j -0.077036-5.74534e-16j -0.0402196+4.26452e-16j -0.0160438+6.84978e-16j 0.0552797+4.71545e-16j -0.0609608+2.23401e-16j -0.0676921-8.16189e-17j 0.0550064+6.13301e-18j 0.0454926-2.45326e-17j -0.0356632+1.40374e-17j 0.0342478+2.08323e-16j 0.0361699-6.63363e-17j -0.109653-1.38852e-16j 0.0450608+1.1123e-16j -0.0235702+1.3043e-17j 0.00490735+1.15597e-16j 0.0317243+3.13806e-15j 0.0429917-1.4317e-14j 
-0.0147154+1.18196e-15j 0.0488953+3.70867e-16j -0.0473389+1.87705e-16j 0.0140193-2.56343e-16j -0.0924876-1.33565e-16j 0.064432-4.11748e-16j 0.0414212+7.6424e-17j 0.124917-4.38237e-17j -0.081031-8.00807e-18j 0.0333331+1.44658e-16j 0.115484-3.8737e-16j 0.0662706+3.91681e-16j 0.0788243-3.46269e-16j -0.0883074-1.40672e-16j 0.183616-5.86074e-16j 0.174779-4.44019e-16j -0.0794901-4.24131e-15j -0.0158759+1.23044e-15j -0.0636723-9.23214e-17j -0.0881088+1.87241e-16j -0.00551642-3.61119e-16j -0.0616986-5.80538e-16j -0.0157784+2.31949e-16j 0.0815569-1.67269e-17j 0.0735273+1.04021e-16j -0.031082-3.29133e-16j 0.0119239+2.19816e-16j -0.0272618-8.99565e-16j 0.0557556-1.44474e-15j -0.0382684+2.3243e-16j 0.063149+9.20575e-16j 0.0175013+5.96436e-16j -0.0361082+3.75335e-18j -0.0436793-1.97032e-16j 0.0531518+4.45155e-17j -0.0167244+2.98688e-16j -0.0859345+1.40899e-15j -0.0232968-3.06343e-16j -0.0362397-1.65193e-15j 0.000136542+1.18418e-16j -0.043652+4.66112e-16j -0.00579998+1.81708e-16j -0.0322618-2.25242e-16j -0.0370888+1.84121e-16j -0.0269123-1.92301e-16j -0.0646778-4.87337e-16j 0.0749841+4.5985e-17j -0.0687326-2.14577e-16j 0.0102458+1.33862e-16j -0.0167308-2.20444e-17j -0.0122591+7.1416e-17j -0.0403494+2.51513e-17j 0.00631882-1.93367e-16j 0.073148-1.95155e-16j 0.010695+2.09808e-15j 0.0276131-1.00875e-14j 
-0.0549735+1.55706e-14j 0.00945943+3.56015e-15j 0.0148734-6.62837e-17j -0.00221444+1.4529e-16j 0.200633-4.29639e-17j 0.000210517-5.09407e-16j -0.142027+1.98699e-16j -0.0294943-3.75176e-16j -0.0237988+3.64335e-18j 0.0282116-1.88934e-16j -0.0206651+4.41931e-16j 0.209425-5.82344e-16j -0.0424165+3.00057e-16j 0.0833144-3.31446e-16j -0.0187926-1.01844e-15j -0.142987+1.27649e-15j 0.0684687+2.9674e-15j 0.132106+1.66003e-15j -0.0579072-7.10592e-16j 0.150288+3.75727e-16j -0.0189691-1.20722e-16j -0.121114-8.92661e-16j -0.0604803-3.91574e-16j -0.0426245+2.08209e-16j 0.0205351-2.73044e-16j 0.0685515-9.08387e-16j 0.0257048-2.53234e-16j 0.0605813+4.21575e-16j -0.0302926-7.07655e-16j 0.00899327-5.41333e-16j 0.0217787+8.98235e-16j 0.0680574+3.5687e-16j 0.0171587+2.62432e-16j -0.124171+3.54004e-17j 0.0751286-2.73196e-16j -0.047236-1.97079e-16j 0.0193422-1.91645e-16j -0.00751746+4.04659e-16j 0.0444423+9.52921e-16j 0.0650095+1.06359e-15j -0.0189716+6.77102e-16j -0.0549301-1.00717e-16j 0.0362282+4.28296e-16j -0.0403777+1.6681e-17j -0.0414564+2.95004e-17j 0.0597254+3.16134e-16j -0.0767158-3.96988e-17j -0.0396732+1.83182e-18j -0.0339523+7.73053e-18j 0.0491851-3.39523e-16j -0.0295323-9.21742e-17j 0.0169219+1.75478e-16j 0.0417406-2.05643e-16j -0.0274011+1.32625e-17j -0.0649934+1.32164e-15j 0.00166832-6.2755e-15j 
0.0205123-3.70583e-15j -0.0268545-1.25747e-15j 0.0493331+6.34853e-16j -0.00441389+1.64073e-16j -0.00134668-7.50678e-16j 0.216796+1.70941e-15j 0.0432157+9.17977e-16j 0.11013+1.30928e-15j -0.00837695+2.90612e-16j 0.038724+5.70813e-16j 0.186347+2.43459e-15j 0.0132371+4.94169e-16j 0.0067243-2.01831e-16j -0.0838514-1.36544e-15j 0.147278+1.77791e-15j 0.162638+1.57292e-15j 0.0430888+2.23628e-15j 0.0549008+2.05805e-15j 0.00856492-1.91223e-16j 0.0120567+2.91022e-16j -0.000962602-2.14029e-16j -0.0670895-1.31272e-15j -0.00656373+9.18465e-17j 0.103957+1.43674e-15j 0.0387535+4.80908e-16j -0.00812837-6.75054e-16j 0.0218641+2.23778e-16j 0.0282305+5.53341e-17j 0.0235729-1.05775e-15j -0.0665505-1.19626e-15j 0.00230308+1.38053e-16j 0.0252753+1.33912e-16j -0.0432864-4.80033e-16j -0.0131462-7.4858e-17j 0.00969576+1.02982e-16j 0.0138621+3.52106e-16j 0.00414016-2.66231e-17j -0.0107116+2.76802e-16j 0.0205135+8.34031e-16j -0.00644539-4.85899e-16j 0.0150713-1.81495e-16j 0.0208654-6.81224e-17j -0.0230283-4.15214e-16j 0.0228252+2.73295e-16j 0.00357444+2.22932e-16j -0.0155599-2.80588e-16j -0.0148173+7.98469e-17j 0.00565452+4.32735e-17j -0.00272026+1.17352e-16j 0.0124719-3.24282e-17j 0.0317044+4.01061e-16j -0.0145843+4.26306e-17j 0.0300925+1.56457e-16j 0.0219134+1.07544e-16j -0.0122439+1.7395e-15j 0.0184038-8.16546e-15j 
0.0766537-2.19455e-14j 0.00498053-4.23133e-15j 0.0686485+3.67292e-16j -0.0384365-1.24758e-16j -0.130629-1.98927e-15j 0.147402+9.21732e-16j 0.126125+2.15365e-15j -0.164037-1.2341e-15j 0.181464+1.8846e-15j 0.0661713+1.72552e-15j 0.0983422+1.36459e-15j 0.105374+7.7809e-16j -0.0629142-6.35775e-16j -0.0342636-2.7872e-16j 0.0547705-1.00098e-16j -0.069595+9.18914e-16j 0.0535307+2.88341e-15j 0.181185+3.04866e-15j 0.133818+8.65626e-17j 0.17936+2.10715e-15j 0.00324956+5.41963e-17j 0.0639104+1.58693e-15j 0.100392+1.1923e-15j 0.194121+2.10253e-15j 0.100557+1.37331e-15j -0.069574-3.97281e-16j -0.0425046-4.70342e-16j 0.026791+6.39333e-16j -0.0185171-4.78983e-16j -0.0185938-2.4604e-16j -0.0343604-6.88096e-16j 0.00432129+4.03007e-16j -0.0130072-2.75294e-16j -0.00188758-1.60494e-16j -0.00158951+1.44824e-16j 0.102483+1.67956e-15j -0.0272567-2.46374e-16j -0.00266782-7.43985e-17j -0.0252108-1.22706e-15j 0.00739374+2.32395e-16j 0.0322+8.79719e-17j -0.0255571-5.03168e-16j 0.0318591+7.25122e-16j 0.0461558+2.33126e-16j -0.0154487-2.62245e-16j 0.0640534+1.22634e-15j -0.0290797-4.73739e-16j -0.017641-4.47479e-17j 0.00550686+3.80345e-16j -0.0636641-7.7036e-16j 0.0270107+1.25185e-16j 0.1111+1.40242e-15j 0.0301879+7.87565e-16j -0.00421542+1.01224e-16j -0.0368292+4.1356e-15j 0.0468661-2.12728e-14j 
0.00627942+9.64618e-15j -0.182956+1.43105e-15j 0.0148224-9.59812e-17j 0.0568088+2.29896e-16j 0.0899932+7.52121e-16j 0.145799-9.60945e-16j -0.188932-1.58827e-15j -0.0793355+9.65149e-17j 0.0244283-7.5417e-16j -0.188819-6.86378e-16j 0.0724486-1.96372e-16j 0.087685-2.29804e-16j 0.00268753+5.86105e-16j -0.0628832-1.63644e-17j 0.0596856-7.14059e-16j -0.0161034+1.05426e-15j 0.0102823+1.63976e-16j 0.108962+1.0895e-15j 0.0342923-1.18105e-15j -0.00184783-7.3377e-16j -0.0211519-6.73976e-16j -0.161729-2.32538e-15j 0.00754686-3.87598e-16j 0.000941181-9.92772e-16j 0.0143455-4.43839e-16j -0.022438-6.12981e-16j 0.0666938+8.01294e-16j -0.0193469-2.92624e-16j 0.0365695-4.55361e-16j -0.0219213-3.84394e-16j 0.0356231+5.02401e-16j -0.0506821+9.52388e-17j -0.037689-2.53047e-16j 0.0154545-1.2423e-16j 0.070875-1.6599e-16j 0.00482833-2.61662e-16j 0.00580993+5.31477e-16j -0.0318845+3.69068e-16j 0.0478512+1.10238e-15j 0.0132732+5.54647e-17j -0.0334596-1.26677e-16j 0.0237253+1.40138e-16j -0.0354333-4.46563e-16j 0.0487361-4.16133e-17j -0.0079967-6.76094e-17j -0.041937-6.71634e-16j 0.0375496+4.58853e-16j -0.0302605-1.21913e-16j -0.0850441-5.37495e-16j 0.00904692+2.9586e-16j 0.0362683+1.48583e-16j -0.00618954-4.84074e-16j -0.0488992+1.99857e-17j -0.0428464+1.43345e-16j 0.0541155-9.08212e-16j -0.00380232+5.89927e-15j 
0.0622572-2.2877e-14j 0.0750437-5.11786e-15j -0.0687417+6.6882e-16j -0.0521206+1.59883e-16j -0.145643+1.77486e-16j 0.101411-7.08589e-16j -0.120532+5.41461e-16j 0.0158914-2.05786e-16j 0.131357-2.09508e-16j 0.108966-3.57214e-16j -0.0646605+7.98611e-16j 0.0123191+7.9157e-18j 0.106569-1.92544e-16j -0.0727587-6.97977e-17j -0.00321735-1.94653e-16j -0.00171416-6.41968e-17j 0.136421+6.074e-15j 0.0465018+7.70028e-16j -0.1084-4.45885e-16j 0.0571601-5.86837e-17j -0.161071-1.24023e-16j -0.0136393-6.41067e-16j -0.0655531-2.0729e-16j 0.0249168-4.08224e-16j 0.0322013-5.39545e-17j -0.00958779-8.54404e-16j 0.010528+1.10489e-16j 0.00297616-2.40111e-15j 0.087514-3.18866e-15j 0.0708554+2.0837e-16j 0.0760304+8.68626e-16j 0.0460012+5.42507e-16j -0.144561-2.02746e-16j -0.111951+3.79392e-16j -0.0407852+8.93647e-16j 0.129508+7.4237e-17j -0.0411782+6.42113e-16j 0.0176313+1.41248e-15j 0.0413241+1.26932e-15j -0.122959-7.17691e-16j 0.0259206-8.18718e-16j 0.0300842+1.76488e-16j -0.0900771-1.65608e-16j 0.0209337-8.56593e-16j 0.0820997+3.47471e-16j 0.0495012+2.12754e-16j -0.0209036+4.47644e-16j 0.0828744-3.86962e-16j -0.0145284-1.36222e-16j 0.0371614-3.13242e-16j 0.0815959-3.59464e-16j -0.113723+2.70503e-16j 0.0949225-9.26116e-16j 0.0196476-5.07679e-16j -0.0266243-4.26254e-15j -0.0558744+1.98464e-14j 
-0.207596+5.97084e-14j 0.035935+1.20395e-14j -0.141697+1.58644e-15j 0.0276902-9.61542e-16j 0.0374944+4.99644e-16j -0.133512+1.01416e-15j 0.00414983+3.63959e-16j -0.0895815+6.50146e-16j -0.175669+1.33003e-15j -0.0166945-9.62645e-16j -0.200486+1.3772e-15j 0.105285-1.85549e-15j 0.00447178+3.00143e-16j -0.133038+2.23887e-15j 0.0433889-6.9366e-16j 0.0104961-1.61357e-16j -0.0477888-2.12079e-15j 0.0289915-7.04755e-16j 0.113483+4.97991e-17j -0.0458298-4.26636e-16j 0.0165794-9.38498e-17j -0.00370742+8.18856e-16j 0.103648-2.75386e-16j 0.099262-1.72395e-15j -0.00961098+8.74158e-16j -0.00536593+7.21044e-16j 0.0419059+2.16226e-16j -0.0821142+1.43321e-15j -0.00554205+2.04849e-15j -0.0316888+3.11902e-17j -0.0541363-2.91143e-16j 0.0484937-3.78755e-16j -0.0305396+2.90403e-16j -0.0103095+2.55132e-16j 0.0419362-5.41791e-16j 0.0712221+5.09987e-17j 0.136271-3.53532e-15j -0.00853184-1.73582e-15j -0.0551272-6.35056e-16j 0.0622542+2.56683e-16j 0.0446095-6.31432e-17j -0.0429444-4.59897e-17j 0.0574343-3.0055e-18j 0.0428478-2.83459e-16j -0.0487757-1.32923e-16j -0.020708-3.81377e-17j -0.100385+8.07059e-16j 0.0220614-1.70563e-16j 0.0232012-3.02144e-16j 0.0128635+4.08873e-16j 0.0833615-6.45703e-16j -0.0799949+9.70837e-16j -0.05482+4.13912e-17j 0.0626372-5.8455e-16j -0.0593273+7.8703e-15j 0.0706291-3.31354e-14j 
0.0629782-2.3782e-14j 0.0910883-5.74029e-15j -0.00130449+7.397e-16j 0.00108344-1.72247e-16j -0.0725665+2.70359e-16j -0.0300973+1.27812e-15j -0.0677802+5.0198e-16j -0.0915377+9.09364e-16j -0.113906+1.95002e-15j 0.138172-8.36932e-16j 0.0142009+1.2953e-15j 0.115443-1.50225e-15j -0.0286186+9.03573e-16j -0.176072+2.37772e-15j -0.0153538+3.05739e-16j -0.00336346+1.2201e-16j -0.084529-2.89172e-15j 0.0549465+8.26769e-16j -0.0943067-1.10099e-15j 0.0406403+2.97885e-16j 0.0640088-1.60168e-15j -0.14444-4.81533e-16j -0.00636813+2.8219e-17j 0.0707239-8.91452e-16j -0.21823+1.6581e-15j -0.150811+1.3047e-15j 0.019564-7.0469e-17j -0.0116117+1.86924e-15j -0.0504878+1.70308e-15j 0.0168279+2.95129e-16j 0.06394+1.40649e-15j 0.0157771+9.05447e-16j 0.00803466-1.95323e-16j -0.00484896-1.25185e-16j 0.074335-1.18586e-15j -0.0517+1.5295e-16j -0.0111004-3.61736e-16j 0.00310206+5.84351e-16j 0.0405884+8.30589e-16j 0.0511222+2.85903e-17j -0.0286921+1.38069e-15j -0.097642+9.94381e-16j 0.049878-4.39239e-16j -0.0576055+2.90682e-16j 0.0373445+3.21322e-16j 0.0209596+5.17329e-16j 0.0255356+1.48868e-16j -0.0511216+5.49053e-16j 0.0249404-2.79508e-16j -0.0926705+3.28684e-16j -0.020866-8.09078e-17j -0.0604098+5.37097e-16j -0.0289917+4.99847e-16j 0.00906065-2.68759e-16j -0.0383039-6.74585e-15j -0.0887995+3.20902e-14j 
-0.0173752+3.0503e-15j 0.0304438+4.48927e-16j 0.0254141-7.85609e-16j -0.118451+6.71427e-16j -0.00315392+2.41613e-16j -0.0889989+2.64581e-16j 0.00940312-4.67344e-16j -0.0903086-2.75139e-16j -0.106453-4.38061e-16j 0.140532-3.86266e-16j -0.00105234-1.84908e-16j -0.0631253+4.15988e-16j -0.0633929-2.19426e-16j -0.124704-8.63369e-17j 0.100776-1.65848e-15j -0.0330919+1.15681e-15j 0.166135+7.77819e-15j 0.00643477-5.07971e-16j 0.0823966+8.36797e-17j 0.129022+1.96123e-17j 0.0525424-4.92894e-17j -0.0982993-1.18268e-15j 0.079895+4.06682e-16j 0.00380571+2.26771e-17j -0.0694304-4.82531e-16j -0.0909168-1.14106e-16j -0.00571691+5.67904e-16j 0.0266977-8.43078e-17j 0.0372359-2.01368e-15j -0.12568-7.64513e-17j -0.0422652-9.2224e-16j -0.00819599-8.57959e-17j -0.0206908-2.12034e-16j 0.0854594-1.79317e-17j 0.0909022-1.13109e-16j 0.103399+5.18505e-16j 0.0538605-2.3169e-16j -0.0636256-7.8822e-16j -0.013196-7.15854e-16j -0.0929498-4.40737e-16j 0.0627676-2.45107e-16j -0.0601254-1.82513e-16j 0.0471708+5.64611e-16j 0.0285344-2.86344e-17j -0.0267547+2.82888e-16j 0.137925+6.61232e-16j -0.0502634+2.95715e-17j 0.0319184+3.26911e-17j -0.0157829+2.98411e-17j -0.0856273+3.03533e-17j -0.0188221-1.50472e-16j 0.0157894-7.51013e-17j -0.0727447+1.6804e-16j -0.0292586+2.54438e-16j -0.0287974+2.75153e-16j -0.0059184-1.44078e-16j 
-0.0199983-1.1683e-15j 0.10662+2.64403e-15j 0.0377393+7.90605e-16j -0.0100623+8.30235e-17j -0.000545822-2.63537e-16j -0.00782223+1.31285e-16j 0.12695+3.14785e-15j -0.00681286+2.39869e-17j 0.0688835+2.00249e-15j 0.0870219+2.15133e-15j 0.0735501+2.03703e-15j 0.0552587+1.74278e-15j 0.062075+1.56834e-15j 0.0139079-2.32695e-16j 0.157829+2.80953e-15j 0.0830222+2.6676e-15j 0.0885479+6.18572e-15j -0.0179731-2.90679e-16j -0.0502642-2.05716e-15j -0.00107118-5.7441e-16j -0.0209408-2.78761e-16j 0.123938+4.18755e-15j 0.128892+3.00073e-15j 0.0502763+1.43174e-15j 0.0410302+8.55923e-16j 0.0850896+3.03807e-15j -0.227949-6.13138e-15j -0.00241094-2.59879e-15j 0.0755653+1.15066e-16j 0.0493034+1.96963e-15j 0.0135676-7.20699e-16j -0.0818763-2.30812e-15j -0.0632084-1.24336e-15j 0.00298281-1.55469e-16j 0.065248+1.63474e-15j -0.0528293-1.55756e-15j -0.0458075-1.70998e-15j 0.00166211-2.30979e-15j -0.155733-8.05807e-15j -0.0448663-2.03617e-15j -0.0663664-1.60816e-15j 0.0434654+1.82928e-15j 0.00899773+6.42818e-17j -0.0492472-1.3458e-15j 0.0245508+1.11545e-15j -0.00212353+2.92019e-17j -0.0490208-1.06221e-15j 0.011531-2.65296e-17j -0.0278369-6.51939e-16j -0.0550943-1.34024e-15j -0.0282818-9.2463e-16j 0.0294452+7.79056e-16j -0.0129206-1.45291e-16j 0.0130303+3.10076e-16j -0.0855537-1.94481e-16j 0.00436877-9.16029e-15j 
-0.032648+1.09612e-14j -0.0226238+2.29088e-15j 0.0389483-9.10549e-16j -0.121665+8.58453e-16j -0.0132274-1.72653e-16j -0.0865191+4.14192e-16j -0.0112685-8.40369e-17j -0.121691-4.41065e-16j -0.0464747+1.77399e-17j -0.108668-1.78593e-16j -0.0628382-3.28232e-16j -0.130147+3.19827e-16j 0.0879445-5.1447e-17j 0.0729051+1.11363e-16j -0.167192+1.18087e-15j -0.0598812-5.37701e-16j -0.161225-8.11137e-15j -0.0422909-9.2514e-16j 0.0493158+3.14984e-16j -0.0979592-2.69534e-16j -0.0785562-1.79895e-16j 0.018327+6.56104e-17j -0.127388+2.51264e-16j -0.0904273+1.62884e-16j -0.014745-9.41769e-17j 0.00971824-7.19005e-16j 0.168152-8.57128e-16j -0.0680394+2.02473e-15j -0.0696026+3.42455e-15j -0.00732362+1.73499e-17j 0.00612449+1.55083e-15j 0.0625623+3.28983e-16j 0.136321-3.20268e-16j -0.109322+4.91491e-17j -0.0670254-3.52102e-17j 0.0354203-1.85197e-16j -0.0113778-6.54752e-16j 0.118157+1.25756e-15j 0.0234262+2.10804e-15j 0.0817938+1.0814e-15j 0.0487182+1.89611e-16j -0.0713391-4.55911e-16j -0.0144089-2.82177e-16j -0.00147028-1.02421e-16j 0.142513-2.59252e-16j -0.0229919+3.33981e-16j 0.0220374+7.36406e-17j -0.0403405-1.09569e-16j -0.125992-2.23394e-16j 0.0138356-9.03399e-17j 0.0179027+3.91572e-16j -0.0247155+7.87783e-17j -0.155303+6.75648e-16j -0.0561387+7.29078e-16j -0.0557142+2.42556e-15j 0.0145049-1.0473e-14j 
