0.0363889-2.40938e-15j -0.115946-1.43038e-15j 0.0374998+4.52389e-16j 0.0183359+5.42559e-17j 0.0247129-4.71799e-16j 0.0926048+4.42587e-16j -0.04606-2.6918e-16j -0.0137719-1.8849e-16j 0.0412777+6.14979e-16j -0.0919933-1.27295e-16j 0.0703047+4.72258e-16j -0.0398189-4.86629e-16j -0.0206321-9.70598e-17j 0.0144505+1.15768e-16j -0.0113394+1.72764e-16j 0.0163837-2.3065e-16j -0.0127665-8.51513e-16j 0.0315844+8.01438e-16j 0.00731953-3.41421e-16j -0.00803559+9.18876e-17j -0.0116242-7.82122e-17j -0.0362264-5.45346e-16j 0.0219159+1.6997e-16j -0.0104343-5.4275e-17j -0.00213151-1.2827e-16j -0.00662815-4.13662e-16j 0.00643334+2.39813e-16j 0.00716325+3.13224e-17j -1.60988e-05+1.20214e-17j 0.00109991+5.89144e-17j -0.00960235-2.64991e-16j -0.00705975-2.80217e-16j -0.0124605-1.62354e-16j 0.018687+1.76002e-16j -0.0204572-2.45034e-16j 0.000929145-7.84131e-17j -0.0176046+2.32558e-16j -0.00332698+3.04196e-16j 0.0208405+5.01722e-16j -0.00765987-7.62347e-17j -0.00223166-1.27237e-16j 0.0030833+9.31635e-17j -0.0196519-3.44472e-16j 0.0402072+3.72451e-16j -0.00746284+5.00426e-17j -0.0108534-1.68802e-16j 0.0472671+4.83136e-16j 0.00252112+1.02278e-16j -0.0298424-3.05784e-16j 0.0266168+7.13989e-17j 0.0161292+2.47916e-16j 0.0161318+1.19275e-16j -0.0236363+2.37358e-16j -0.0350435-1.85419e-16j 0.0606176-5.91998e-16j 0.00061717+4.68042e-15j 
0.0083769-2.89476e-15j 0.00181034-4.65815e-16j 0.00592223-7.03675e-17j 0.0413214-1.17637e-15j -0.034309+1.06992e-15j -0.0225996+9.57364e-16j 0.0414352-9.92944e-16j -0.0182153+7.55954e-16j 0.0333366-9.23037e-16j -0.0564713+1.88014e-15j 0.0471655-1.40451e-15j 0.0180238-4.71863e-16j 0.0343346-9.87321e-16j -0.00482719+7.2999e-17j -0.0355589+1.41371e-15j -0.00113424-3.09917e-16j -0.00970297+6.57933e-17j 0.00313121-1.11505e-16j -0.0208275+5.39262e-16j -0.046687+1.30553e-15j -0.0243757+6.81023e-16j 0.0200463-2.92511e-16j 0.00331585+6.10659e-17j 0.00687837-2.56832e-16j -0.01762+4.27392e-16j 0.00558187-1.70238e-16j 0.000133554-2.30719e-17j -0.0115074+1.51256e-16j 0.0106442-5.00817e-16j -0.00619352-2.31233e-16j -0.00393532+1.61758e-16j 0.0129555-6.34201e-16j 0.0203312-9.09413e-16j 0.00731678-1.72124e-16j -0.0211359+3.32359e-16j -0.0421558+1.03922e-15j -0.028111+1.41529e-15j 0.0281954-5.19628e-16j 0.00686177+4.34242e-16j -0.0141652+7.9775e-16j 0.022788+5.02881e-17j -0.0615262+2.12644e-15j 0.0011877-1.05726e-16j -0.0257609+5.49899e-16j 0.0764606-2.40427e-15j -0.0710719+1.71937e-15j 0.117767-3.29814e-15j -0.06072+1.57081e-15j 0.0448945-1.00287e-15j 0.00563666-2.02453e-16j -0.0595393+1.53474e-15j -0.032384+8.77909e-16j -0.089592+2.98212e-15j 0.0283397-3.50275e-16j 0.0476065-1.65044e-15j 0.00750446+9.97997e-16j 
-0.00465217+2.87227e-15j -0.0227919+6.67019e-16j -0.0146774+2.69599e-16j 0.00046895-2.46249e-16j -0.0198239+4.6169e-16j 0.00610129+3.01801e-17j -0.0178103-3.2921e-16j -0.0161316-1.16106e-16j -0.0219996+2.45969e-16j -0.0273449+3.02687e-16j -0.0213361+3.20346e-16j -0.0108801+3.95036e-16j -0.000908983-8.45503e-17j -0.00212611-4.07463e-17j -0.000881136+5.06422e-16j 0.0192435-2.52038e-16j -0.0412307-1.59746e-15j 0.0138938+4.43751e-16j 0.0121913-3.08472e-16j -0.0430554+6.28685e-16j -0.0164214+1.37009e-16j -0.015043-5.15711e-17j 0.00308366-5.87044e-17j 0.0350582-3.23237e-16j 0.0139963-7.31614e-17j 0.0170104-3.17561e-16j 0.0194363-4.84377e-16j -0.0239287+1.85305e-16j 0.00120898+6.55722e-16j 0.104908-1.12706e-15j 0.00556791+8.61123e-17j 0.0030852-4.51561e-18j 0.0383382-2.15369e-16j 0.0091419-3.70951e-16j 0.0439158-4.75776e-16j -0.0157474+5.22286e-16j 0.00660046-7.49022e-16j 0.0174443-1.0363e-15j -0.025261+1.38262e-16j 0.00909363-3.15135e-16j -0.0493907+9.84737e-16j -0.0133107+7.4738e-16j -0.0493647+4.84456e-16j 0.0470404-4.9557e-16j 0.0025559+4.82279e-17j -0.0635017+1.00735e-15j 0.0154596-2.14978e-16j -0.0165476+2.27443e-16j -0.026534+1.32949e-16j -0.00859443+3.55497e-16j 0.0116211+4.1792e-16j -0.0545867+9.94189e-16j -0.0356381+5.06848e-16j 0.0120928-6.49755e-16j 0.0186122-1.27285e-15j -0.00574769+3.77967e-15j 
-0.00819862+1.3089e-15j 0.0195001+2.63687e-16j -0.00764815+1.89904e-16j -0.00817597-9.56533e-17j 0.00412803+1.48605e-16j -0.034147+2.95963e-16j 0.0324626+4.70013e-17j 0.0174829+1.29611e-16j -0.0218344+9.53073e-17j 0.0441124+2.51324e-17j -0.0184783+2.26575e-16j 0.00574044-3.32106e-16j -0.0346057-3.9656e-18j 0.0359185+1.15003e-16j -0.0153818-2.99568e-16j -0.0358494+2.42883e-16j -0.0205495-9.00965e-16j -0.00633959-3.12687e-16j -0.00566566-5.39779e-17j 0.041523+2.8652e-16j 0.0253705+2.49939e-17j 0.00585927+4.95674e-17j 0.00420728-2.06216e-16j -0.0317919-2.4197e-17j 0.00164562-1.51789e-16j -0.0238321+2.1283e-17j -0.0402719-1.60602e-16j -0.00383603-1.67108e-16j 0.00306872-2.92033e-16j 0.0017034-2.53433e-16j -0.00897822+4.50525e-16j 0.0638535-5.53291e-18j -0.00154921-2.02563e-16j 0.0285309-9.00545e-17j -0.0188122+3.76115e-17j -0.00983102+6.74528e-17j 0.00166829-2.1841e-16j 0.021442-2.8178e-16j -0.00977704+1.19877e-16j 0.0315316+4.70853e-16j -0.012341+8.13339e-16j -0.0317587+9.56968e-17j 0.0201517+1.25672e-16j 0.00366658-5.74053e-18j -0.0875865-1.96529e-16j 0.0142035+3.51953e-16j -0.0408189-1.79144e-16j -0.00705576+2.01149e-16j 0.0127456-4.94687e-18j -0.0024851-1.1115e-16j -0.0509587+1.80362e-16j 0.0340427+2.46757e-16j 0.0482264-3.64924e-17j 0.0288472-4.10196e-16j 0.0101971+2.63559e-15j 0.0347596-1.30489e-14j 
-0.000154139-1.86018e-15j 0.0291841-3.62655e-16j 0.0357319-2.79285e-16j -0.0298248+2.07174e-16j -0.00246246+4.46908e-17j -0.0217141+4.7088e-17j 0.0370585-3.77943e-17j -0.0394547-8.1463e-17j -0.00886387-3.2027e-17j 0.0272955-9.30479e-17j 0.0280371-1.97633e-16j -0.0266487+2.3814e-16j 0.0207757-1.43955e-16j -0.0145204+9.37479e-17j 0.0189992-4.7773e-16j 0.00837129-1.6906e-16j 0.0217748+1.0653e-15j -0.0593464-9.59169e-16j 0.0121726+2.92778e-16j 0.0102943+1.95681e-18j -0.0225735+1.46387e-17j 0.026349-5.91077e-18j 0.0373852-1.82725e-16j -0.0324358+1.00581e-16j -0.00627924-4.13565e-18j -0.0108846-8.84168e-17j -0.0179705-3.87778e-18j 0.014043+6.3959e-16j -0.0377539+6.15707e-16j -0.00481448-2.45837e-16j 0.0185524+2.01936e-16j -0.0321438+3.67228e-16j -0.0100985+1.47147e-16j 0.0287792-1.65094e-16j 0.0326185-1.96355e-16j 0.019128+1.85848e-16j -0.0161824+1.5224e-16j 0.00592279-1.48774e-16j -0.02638-5.7563e-16j 0.00469298-1.73074e-16j 0.024773-1.9849e-16j 0.0209291-4.14112e-16j 0.0185658+5.38815e-17j -0.0478495-9.93185e-17j 0.0477178+8.81298e-17j 0.0356892+5.92499e-16j 0.00440241-2.03613e-16j -0.0128922-1.21208e-16j -0.0160077+5.2268e-17j -0.0505594-2.40158e-17j 0.0118716+6.2682e-17j 0.00907366+2.88058e-16j -0.0591805+4.41663e-16j -0.0211181+1.87565e-16j -0.0468333-6.95399e-16j -0.0166101+2.66655e-15j 
-0.047464+1.35498e-14j 0.00569084+3.12107e-15j -0.0476165+1.71618e-16j 0.0219522-2.63174e-16j 0.00680441-1.0516e-16j -0.0277541+2.46241e-16j 0.00185756+4.24022e-17j 0.0423404+1.28581e-16j -0.011185+3.63393e-17j -0.00539297+4.9694e-17j -0.0328584-4.41959e-18j 0.0344768+4.77339e-17j -0.0079046+1.32046e-16j -0.0117376-2.03758e-16j 0.00317754+2.95396e-17j 0.02396-1.53122e-16j 0.0592436+2.82727e-15j -0.0208123-4.18264e-16j -0.0131156-2.17117e-17j -0.0342286-2.11753e-16j -0.022491-4.26807e-16j -0.0250209-2.98597e-17j 0.0010983-2.81337e-16j -0.00786238-9.2991e-17j 0.00919779+6.97298e-17j 0.034774-1.99155e-16j -0.054322-2.44089e-16j 0.038162-5.7005e-16j -0.0026763-9.3037e-16j 0.0499586+4.25372e-16j -0.0345129-2.15276e-16j 0.0533384+2.12466e-17j -0.0450693-1.74843e-16j 0.0341971+1.27578e-17j 0.0236995+7.52251e-18j 0.000426531+4.32674e-16j -0.0151316-2.33285e-16j 0.0570597+3.98101e-16j -0.0191309+4.95655e-16j -0.103923-8.98131e-16j -0.00813337+1.49551e-16j -0.0278806+1.1178e-15j -0.00194727+6.2043e-17j -0.0275933-2.75358e-16j -0.0467238+3.72893e-17j -0.00194311-4.25492e-16j -0.000895872-8.59619e-17j -0.00690079-1.09606e-16j 0.0590498+9.7683e-17j 0.0250748-5.81301e-17j -0.00171009-1.70969e-17j 0.0287149+1.00407e-17j 0.0177769-5.71364e-17j 0.0259031-3.02837e-18j 0.0118695+3.42846e-15j 0.0445581-1.6637e-14j 
-0.0112592+3.51962e-15j -0.00150965+6.64327e-16j 0.00572577-4.59118e-17j -0.00800101+5.30345e-18j 0.0071362-3.88631e-17j -0.0143191+3.3663e-16j 0.0122065-2.13726e-16j -0.0085313+1.58746e-17j -0.0266225+1.73974e-16j 0.0193895-1.95241e-16j 0.00597529-5.4397e-17j -0.0290695+2.18891e-16j 0.00174631-1.0375e-16j -0.01611+1.19608e-16j 0.0429663-5.40992e-16j 0.0365183-5.25186e-17j 0.0117077+3.67508e-16j -0.0197568-1.09129e-16j 0.0053614-8.07771e-17j -0.00856635-1.37794e-16j -0.0156833-1.36459e-16j 0.0101712+1.00927e-16j 0.0511987-4.67575e-16j -0.0254091+3.11762e-16j 0.0111569-1.14864e-16j 0.020369-1.07683e-16j -0.0487678-1.04733e-16j -0.00400081-1.02629e-15j 0.0134565-2.00299e-16j 0.106374-1.69579e-17j -0.00629867+4.6803e-17j 0.0245716+1.64064e-17j 0.00677721+1.93653e-16j 0.0763253-3.97469e-16j 0.0352634-1.87546e-16j -0.0139743+3.04052e-16j -0.00469909-3.19594e-16j 0.0300932-8.79257e-16j -0.0469776-3.86602e-16j -0.0125644-2.49129e-16j -0.0642828+7.14796e-16j 0.0142147+6.17825e-16j 0.00483944-1.84724e-16j 0.0249594+9.41286e-17j 0.0117487+9.08994e-17j -0.0271891-4.82772e-19j -0.00398658-1.10464e-16j 0.0123321-1.95405e-16j -0.0143364-9.7922e-17j -0.00241424+3.29247e-17j -0.0136577+1.37772e-16j -0.0429632+1.60678e-16j -0.0507179+4.48052e-16j -0.00253318+1.18251e-16j 0.0108813-1.64895e-15j -0.015261+7.0807e-15j 
-0.0312+8.57429e-15j 0.00957245+1.77706e-15j 0.0213688-3.38026e-16j -0.0687794+3.75283e-16j 0.0133098+1.49588e-18j 0.00935876-1.44321e-16j 0.0221472+9.89453e-17j -0.0228846-3.37882e-17j -0.00480185-2.38133e-17j 0.0338297-5.48006e-17j 0.0300933-5.71995e-17j -0.0204901-4.13156e-17j 0.00418897-1.86425e-16j 0.0054039-1.7176e-16j 0.0310194-1.55034e-16j 0.028282-1.56281e-16j 0.0606153+3.00351e-15j -0.0201074-3.06244e-16j -0.0109563+4.306e-17j 0.0273226+1.43333e-16j -0.044639-2.45197e-16j -0.01171-1.82417e-16j 0.0193896+8.08882e-17j 0.000261016-1.94347e-16j 0.0103772+1.63571e-16j -0.00822629+1.11544e-16j -0.0942477-1.36024e-16j -0.00495569-9.98978e-16j 0.0453118-1.52737e-15j -0.0181405+1.91084e-16j 0.000512348-8.3459e-17j 0.0295765+2.42475e-16j 0.0037007-1.18449e-16j 0.000936695+2.55861e-16j 0.0385225-7.84255e-17j 0.0496479+4.00395e-16j 0.011251-2.15933e-16j 0.0152613+4.52875e-17j -0.0012738+2.78966e-16j -0.0407381-3.11224e-16j 0.0281683-1.09802e-17j -0.03352+1.66358e-16j -0.0139971+5.63073e-17j 0.0234672-6.14406e-17j -0.0144981+9.27964e-17j 0.0442412+2.81859e-16j -0.0799833+1.16657e-16j -0.0151833+2.56605e-17j -0.0266906-3.00928e-18j -0.0459666+3.05938e-17j -0.0142593-1.36877e-16j 0.0582168+7.26316e-17j -0.00434812-1.11644e-16j 0.00797921-5.95115e-17j -0.0524276+6.09337e-15j 0.0570275-2.72089e-14j 
-0.0191015+6.02413e-15j -0.0089745+1.16995e-15j -0.00341953-9.83273e-17j -0.0171194-7.69524e-17j 0.0253389+3.56129e-16j -0.031186-2.41768e-16j -0.00520524-1.37086e-16j 0.0180552+3.02478e-16j -0.0193765-2.18434e-16j -0.0160255-2.6788e-16j -0.00873619+1.469e-16j 0.0166049+1.72348e-16j -0.0132872-1.46083e-16j 0.0314082+3.65703e-16j 0.0147406-1.16172e-17j -0.00420656+2.23236e-16j -0.0115163-7.88618e-16j 0.0141373+4.7798e-16j 0.000632536-7.51956e-17j -0.0316211-4.23614e-16j 0.0381267+5.427e-16j -0.019206-2.79932e-16j -0.0168905-2.55143e-16j -0.0275685-3.56186e-16j -0.0172839-3.6995e-16j 0.0320499+3.93926e-16j -0.0127657-1.89026e-16j 0.0043869+7.47755e-16j -0.0245222+3.41514e-16j -0.0273909-5.93369e-16j -0.0147118-5.15161e-16j -0.0343167-7.39918e-16j -0.011344-1.10436e-17j -0.0256681-4.00084e-16j -0.00297985-4.04382e-16j -0.0498718-1.03531e-15j 0.0136139-2.97185e-16j 0.0201291+2.91518e-16j 0.000352391+5.16348e-16j 0.00826529+2.62546e-16j 0.00716868+1.46564e-16j -0.00998069-1.5204e-16j 0.00211607+3.3541e-17j -0.0363521-4.72841e-16j -0.0164375-1.82271e-16j -0.010504-4.39202e-16j 0.00946983+4.69187e-16j -0.0488077-7.17387e-16j -0.00435662-9.46868e-17j 0.0335549+5.04514e-16j -0.0532568-9.91067e-16j 0.0380051+2.94937e-16j 0.00266176-1.23012e-16j -0.00199568+6.71899e-17j 0.0117439+3.11775e-15j 0.0338725-1.2086e-14j 
-0.00144234+1.03526e-15j -0.010534+3.94031e-17j -0.0209442+2.34194e-16j 0.0603005-3.81614e-16j 0.0270865+4.2517e-17j -0.022885+1.1962e-16j -0.0112802-1.22316e-16j 0.0312128+1.85068e-16j 0.011251-2.53523e-17j -0.00423928-1.0124e-16j 0.0273591+2.55432e-16j 0.0185246+4.59644e-17j -0.0205743-9.1979e-17j -0.00481626+3.11625e-17j -0.0166818+2.50609e-16j -0.0162652-6.9173e-17j 0.0606482+3.06886e-15j 0.0273289+5.37596e-16j -0.0219861-9.59891e-17j 0.0454593+5.92414e-17j -0.00372783-8.97998e-17j -0.0072518-3.18324e-16j 0.0105521+5.15922e-17j 0.0355703+6.58684e-18j -0.01218+1.29276e-16j -0.0113438+5.69439e-17j -0.00849091+4.91414e-16j 0.0280116-8.82085e-16j 0.0471233-2.06776e-15j -0.0863802-5.30576e-16j -0.0101211-1.79643e-16j 0.0437002-3.52765e-16j -0.0400644-1.63913e-16j -0.014182-2.83775e-16j -0.0392009+2.80754e-16j 0.00527942+7.59391e-17j -0.0400065+9.72825e-16j -0.0391194-1.32533e-16j -0.000908479-4.56511e-16j -0.0711175-1.05644e-16j 0.0352341+2.74171e-16j -0.0704207+1.89871e-16j 0.00659047-7.86246e-18j 0.00738439-3.10394e-17j -0.0292453+2.70039e-17j 0.0463827-3.64298e-16j 0.0865465+4.59812e-16j 0.0563692-2.46096e-16j 0.0532129+7.26876e-17j 0.0535841+2.05398e-16j 0.0183595-4.68957e-16j -0.0455147-1.60681e-16j -0.00556134-1.51306e-16j -0.000428157+2.49706e-16j 0.065416-3.25067e-15j -0.0278333+1.69914e-14j 
0.0064503+7.6133e-16j -0.0414551-2.59931e-16j -0.0206148-3.91823e-16j -0.0412965-6.43813e-17j -0.0385444-3.436e-16j -0.00197593+6.79383e-17j -0.0486264-5.5631e-16j 0.0163627+3.48362e-16j 0.00265568+1.37391e-16j -0.031225-5.53922e-16j 0.0380078+6.21021e-16j 0.00146825+4.17824e-16j -0.0112486+8.44154e-19j 0.0346191+2.37577e-16j 0.0469617+1.2506e-16j 0.0196947+6.01754e-16j 0.0117714+8.09436e-16j 0.0155032+5.781e-16j -0.0105754-5.4716e-16j -0.0349389-5.75602e-16j -0.0369859-9.21901e-16j -0.0494902-1.11565e-15j -0.0156272-3.55562e-16j -0.00065499+3.36776e-16j 0.016182+2.62043e-16j 0.000236831-1.18414e-16j -0.0213664-3.8906e-16j -0.0139462+2.785e-16j -0.00617168+3.33731e-16j -0.00709993-3.8398e-16j 0.0503331+1.00107e-15j -0.0623189-3.39176e-16j -0.0268176-3.33035e-16j -0.0386402-8.44792e-16j 0.0244631+2.32686e-16j -0.0141577-2.48665e-16j -0.0258119-1.08614e-16j 0.0146+7.12547e-16j 0.0186954+7.22514e-16j -0.0216937-9.57941e-16j -0.00582988+2.06155e-16j -0.0178318-3.29897e-16j -0.0843853-1.71214e-15j -0.013195-3.32756e-16j -0.0210388-5.78927e-16j -0.0689125-1.40082e-15j 0.0914576+1.49372e-15j -0.102216-1.31444e-15j -0.0531132-5.45631e-16j 0.00829431-2.87864e-17j -0.110657-1.04524e-15j -0.0200345-2.82405e-17j -0.0354202-3.65229e-16j 0.039697+5.45498e-16j 0.076688+3.73819e-15j 0.0499106-1.26607e-14j 
-0.0115567+2.41473e-16j 0.0475973+3.99493e-16j 0.00608828+1.5209e-18j 0.0284723-3.36451e-17j 0.00906145-2.36842e-16j 0.0209468+8.73082e-17j 0.0244172+2.68296e-17j 0.00942893+1.33034e-16j 0.01645+1.57515e-16j -0.00682153-2.72211e-16j 0.0152977+2.53384e-16j 0.0632134+6.66761e-16j 0.0486078+4.50201e-16j 0.00116306+4.51883e-17j -0.0122843+1.58524e-16j 0.00362744-1.45616e-16j -0.000851446-1.07655e-16j -0.0216063-2.31013e-16j -0.0403249-5.10872e-16j -0.0236082-5.28807e-16j -0.023238-4.47979e-16j -0.00274686-4.49274e-16j -0.0354903-6.15938e-16j 0.0347629+2.42152e-16j 0.00437858+1.31522e-16j 0.0148505+9.92526e-17j -0.0106998-1.93922e-16j 0.00986054-3.05738e-16j 0.0090984-6.80625e-16j -0.00746602+4.78225e-17j 0.0222145+8.43023e-16j 0.0115754-5.68315e-17j -0.0148758-1.90936e-16j -0.0451877-7.42109e-16j 0.0427768+5.85502e-16j -0.0172141-2.46418e-16j -0.0367252-2.22481e-16j 0.021513+6.13254e-17j -0.0419779-1.20947e-15j -0.0180506-1.63403e-16j 0.00628845+3.01223e-16j -0.0282329-1.64897e-16j -0.0198441-8.57812e-16j -0.0510905-7.56107e-16j -0.0126671-2.21011e-16j 0.0138119-2.38473e-16j -0.0290999+4.71207e-17j -0.00126441-8.27946e-16j 0.00441174-1.51167e-16j -0.0486203-6.01317e-16j 0.0576467-2.47352e-17j 0.0329092+4.22059e-16j 0.0295972+6.39844e-17j 0.0111482+2.69545e-16j -0.0755206+1.03682e-15j 0.00152117-6.72273e-15j 
-0.0502367+1.53919e-14j -0.00701564+3.31042e-15j -0.0152445+4.79891e-17j -0.0329306+1.12096e-16j -0.0264355+1.60293e-16j 0.0284604-2.56051e-16j 0.0505281-2.51962e-16j -0.0113649-5.68304e-17j 0.0124222+4.08931e-17j -0.0314366+2.24717e-17j -0.0229745+1.07131e-16j 0.0250682-2.23572e-16j 0.0163502+9.75017e-17j 0.00801938-1.25214e-16j 0.00382731-6.72726e-17j 0.0112282-4.6685e-17j -0.00838596-4.23424e-16j 0.0185736+3.49839e-16j 0.00813191-2.3896e-16j -0.0429633-1.16268e-16j -0.0169089-1.44206e-16j -0.00521065-4.11633e-17j 0.0242191-1.4413e-16j 0.0133946-1.94682e-16j 0.0212608-2.07341e-16j 0.0168044+4.9146e-17j -0.0137226-1.79621e-16j -0.027538+1.78234e-16j 0.00918735+4.19699e-16j -0.0126561+1.86188e-16j -0.055471-3.638e-16j 0.0348037-3.52427e-16j 0.00209759-1.17695e-16j -0.030962+1.6335e-17j -0.0112044+2.34169e-17j 0.0367999-6.60977e-17j 0.04366-1.22393e-15j 0.0334168+2.02922e-16j 0.00408469+8.69944e-16j 0.0022279-3.00935e-16j 0.00857593-9.66305e-17j -0.00408088-1.50408e-16j 0.0140805+1.00136e-16j 0.0118127-6.92379e-17j -0.0464389+5.46606e-17j -0.074036-1.26724e-16j -0.0836986+4.37142e-16j -0.0547379+2.21324e-16j -0.0111326-7.58594e-17j -0.0346151+1.99592e-16j -0.0587814+1.09841e-16j 0.0945821-1.98904e-16j 0.0320312-5.39977e-16j 0.0624636-6.40491e-16j -0.0312873+1.13357e-14j 0.123555-5.23354e-14j 
0.0174777-4.09258e-15j -0.016557-6.26854e-16j -0.0303992+4.21004e-16j 0.0193012-5.51732e-17j -0.0472497+5.73668e-16j -0.00642451-9.62364e-17j 0.0107012-1.85969e-16j 0.0351551+5.48787e-17j -0.013606-8.4927e-17j 0.00339632+1.58388e-16j -0.0131633+2.55747e-16j 0.00345455+1.09138e-17j -0.038031+2.8299e-16j 0.0138835-4.69264e-18j 0.027641-5.86588e-16j -0.0126018+5.06394e-16j -0.0258298-1.11131e-15j -0.015091-1.75785e-16j 0.000234546-1.40763e-16j -0.00189204+1.83601e-16j 0.0353603-1.69948e-16j -0.01599+1.09233e-16j 0.0388564-1.67151e-16j -0.00424601+5.47735e-18j 0.0285077-3.56664e-16j -0.0286056+1.44055e-16j 0.00506625-7.52478e-17j -0.00420448+4.28035e-16j -0.010986+4.5944e-16j 0.0180631-4.5455e-17j 0.00445437+1.59653e-16j -0.0329634+2.82475e-16j -0.0135052-1.40352e-16j 0.0385842-1.92132e-16j 0.0284414-2.37667e-16j -0.00698627-2.51289e-16j 0.00659944-1.58588e-16j -0.0503909-8.39994e-17j 0.000464549-1.05634e-15j 0.0292095-3.72608e-17j -0.00930174-8.81287e-17j 0.0165205-5.04289e-16j -0.0226849-1.81486e-18j 0.00730484-2.03399e-16j -0.0866157+2.35208e-16j -0.0424156+6.51666e-17j 0.0330655+2.12364e-16j -0.0585931+5.49487e-16j 0.0271242-1.77632e-17j -0.0327368+3.41099e-16j -0.0526544+5.38026e-16j 0.0176275-3.96359e-16j 0.0365249-5.10242e-16j 0.0481059-7.48383e-16j 0.0596708+1.2384e-15j 0.0311123-7.92322e-15j 
-0.0195265+5.1657e-15j 0.00858728+1.1386e-15j 0.0116159-3.26695e-16j -0.0571665+2.2824e-16j 0.0447964-2.97753e-17j -0.0314368+7.92918e-17j -0.0327475+7.68748e-17j -0.0076751-3.83211e-17j -0.0462743-2.60557e-17j 0.019592-7.54824e-17j -0.0195004-1.34081e-17j 0.0267898-8.84943e-17j -0.00701233-3.21831e-17j 0.038359-9.17445e-18j 0.0174562-3.44743e-16j -0.0163437+3.94263e-16j -0.0434169-2.26119e-15j 0.0110156+3.95159e-16j -0.016593+1.47248e-17j -0.00504786+1.23468e-16j 0.0426236+1.90333e-16j -0.0451155-3.40539e-16j -0.0449281-2.53281e-16j -0.0502579+7.1135e-17j -0.0199316+4.81261e-18j 0.0191852-1.64833e-17j -0.039264-8.09413e-17j 0.00399679+5.72458e-16j -0.029702+6.07065e-16j -0.00267931-1.26836e-16j 0.0165607+6.91859e-17j -0.0183048+1.3363e-16j -0.0118497+2.47538e-16j -0.0414504-3.40207e-17j 0.0372816-4.06544e-16j -0.056953-2.76553e-16j 0.00659282-2.18557e-16j 0.0378761-9.44716e-17j -0.0094936+4.27086e-16j 0.0418654+6.81962e-16j 0.0190359+4.11526e-16j -0.0358251-1.37293e-16j -0.00715902-2.07827e-17j -0.0438814+4.1543e-17j -0.0218372+1.37979e-16j 0.0734992+4.50731e-16j -0.0441729-2.38323e-16j -0.0564913-1.19313e-16j -0.0254145+5.57378e-17j 0.0272998+2.78072e-17j -0.00145604-2.01834e-17j 0.062234+1.88705e-16j 0.0198077+1.87855e-16j -0.0409945+8.42625e-17j -0.0459954+2.37121e-15j 0.0174392-1.07896e-14j 
-0.00680534+4.80164e-16j 0.0193446-1.18629e-17j -0.0161609+1.12479e-17j -0.010423+8.4804e-17j 0.00335628+5.16013e-16j -0.0484075-1.44482e-16j 0.00900298+1.49011e-16j 0.0401705+2.87409e-16j -0.00455458-1.44393e-16j 0.0220199-3.06458e-16j -0.0227451+2.90748e-16j 0.0101825+1.17746e-16j -0.0321459-1.9849e-16j 0.0169382+3.56006e-16j -0.0044432+1.28169e-16j -0.00268254+5.57536e-17j 0.00558468+2.29548e-16j 0.011282+4.36294e-17j 0.00539448+2.0975e-16j -0.00317581-7.82948e-17j 0.0440325+3.90695e-16j 0.0237806+3.43106e-16j -0.0313912-1.04063e-16j -0.0437619-3.50851e-16j -0.00342229+1.11483e-16j 0.0210278+4.47262e-16j -0.00627684-2.8003e-16j 0.00102247+8.95093e-16j -0.0186504+2.33586e-16j -0.0105195-3.48563e-16j -0.0279969-6.5297e-16j -0.0170679-2.79302e-16j 0.0618807+2.85804e-16j 0.0190556+2.04899e-16j -0.0511752-3.97529e-16j -0.0330883-6.45723e-16j 0.061867-6.91226e-16j -0.00622496+1.48732e-15j 0.0981187+2.84091e-15j 0.0287903-8.49524e-17j 0.00946442-5.58286e-16j 0.0382074-3.6163e-16j 0.0519264+8.79988e-16j -0.00642969-2.81076e-16j 0.063608-1.74906e-16j -0.0441358-1.24834e-16j 0.00371852+4.59037e-16j -0.0574737-2.22508e-16j 0.0668916+3.27032e-16j 0.0559413+3.86878e-16j -0.117485-7.51581e-16j 0.0157215+3.68141e-16j 0.00925006-3.43697e-16j 0.0188066-1.21598e-16j 0.036313+2.12298e-15j 0.028399-7.89193e-15j 
