-0.036845-2.85927e-15j 0.156099-1.30431e-15j -0.0453-5.40642e-17j -0.0110402+2.54914e-17j 0.0457556-4.4258e-17j 0.106369-2.888e-16j -0.0496855-2.50737e-18j -0.0261087+1.46651e-17j -0.0625538-1.05272e-16j 0.124757+4.8039e-17j -0.0355024+4.81869e-17j -0.0403038-1.22628e-16j -0.0430747+1.1241e-16j -0.0659326+5.40479e-17j -0.0228201+1.47236e-17j 0.0105723-2.12825e-16j -0.043395+2.64827e-17j 0.0263076-4.19617e-16j 0.0210627-3.30571e-16j 0.0307695+2.09008e-16j -0.0155535+1.07112e-16j -0.0120659-3.00912e-16j 0.0256093-8.68175e-19j 0.0253371-4.66608e-16j -0.0333509+3.43928e-16j -0.031644-2.09855e-16j -0.00283541+4.49436e-16j 0.0247203-5.4852e-16j -0.00511157-3.91564e-16j -0.0238695+4.67536e-16j -0.00426383-1.62192e-16j 0.0065662-1.24792e-16j 0.00963479-7.99027e-17j 0.0103582+1.68013e-16j 0.0083026+6.07523e-15j -0.0146144-2.31785e-16j -0.00176609-3.99655e-17j -0.0201089-5.31817e-16j 0.0127119+2.82129e-16j -0.020004+5.32776e-16j 0.0169845+8.5949e-16j -0.00954108-2.24275e-17j -0.0142591-9.93766e-17j -0.00823777-1.56497e-17j -0.000353999+2.29104e-16j -0.0193532-2.0277e-16j -0.0194787-7.34767e-16j -0.0197536-4.07979e-16j 0.00791882-7.67666e-16j -0.0181109-2.12689e-17j 0.00224877+1.57191e-16j -0.0299968+5.64062e-17j -0.00472085+6.25998e-18j 0.00336742+5.87758e-16j -0.019525-8.65314e-16j 0.0155476+1.10897e-14j 0.0127878+6.95958e-18j -0.034909+3.96917e-17j -0.00821517-1.20617e-16j 0.0068393-3.91622e-17j 0.0329746-1.53402e-16j -0.00189579-4.8054e-17j 0.0611019-1.4314e-17j 0.0144508-9.76958e-17j 0.0312076+3.97033e-17j -0.0521116+3.39438e-17j 0.00475378+2.50484e-17j -0.0400934+4.96014e-17j 0.0699318+1.64184e-16j 0.00652578+1.37765e-16j -0.0609618-1.00581e-15j -0.0641658+2.43735e-15j 
-0.0568498+5.02275e-15j -0.010453+3.01568e-15j -0.0688889-3.15211e-16j 0.00999006+7.05568e-17j 0.0470197+1.68359e-16j 0.0278086+2.18272e-17j 0.0348487-8.18442e-16j 0.0824157+5.40682e-18j -0.121451+6.00393e-16j -0.126438+1.66743e-16j 0.0194472-1.157e-16j 0.0263624+1.60833e-15j 0.0347946-2.10688e-16j -0.12511-1.63648e-15j -0.135886+2.99447e-16j 0.0388998+1.32755e-15j 0.129849-7.66655e-16j 0.0680984-1.09141e-15j -0.0261464-6.1475e-16j -0.0648148-1.56773e-15j -0.0727794+2.27459e-16j 0.0593669+2.06625e-15j 0.0937109-1.58222e-15j 0.0819992+1.26312e-15j -0.0750919-1.95797e-15j 0.0860794-6.16629e-16j 0.0597241-7.6367e-16j 0.0582842-2.28935e-16j 0.0716811-8.67152e-16j 0.0741615+6.07503e-16j -0.108029-5.9761e-15j 0.042565+2.02925e-15j -0.0836003+3.85635e-16j 0.0907417-8.65882e-16j 0.203089+1.45635e-13j -0.107404-5.6435e-15j 0.334724+1.06848e-14j -0.0929371+2.54621e-16j -0.168745-2.18348e-15j 0.244784+1.75305e-14j -0.0093203+2.88014e-14j 0.0191887+5.79342e-16j 0.255502+2.52806e-15j -0.196851+7.79086e-17j -0.0471579+1.28443e-14j -0.113099-1.28845e-16j -0.0564694-1.74378e-15j 0.0176407-6.25172e-16j -0.138903+1.32552e-14j 0.140428-9.18881e-16j -0.12069+2.15607e-15j -0.139678+4.13372e-16j 0.265968+8.00569e-16j 0.0460554+5.16271e-15j 0.0435475+1.03291e-15j 0.0591363+4.33518e-14j -0.0291402-2.60452e-16j 0.0835558-4.16328e-17j 0.0506061+4.01914e-16j 0.0903982-2.45344e-16j -0.0453953-3.76333e-16j -0.0673753-1.05575e-15j 0.0391066-4.99377e-16j -0.0773379-3.03155e-16j -0.104009+8.99627e-17j -0.0370761+1.06775e-16j -0.0132266-1.47666e-16j -0.0333918-8.08678e-16j -0.00867172+5.06882e-17j 0.0144206-2.57197e-17j -0.0392939+8.17621e-16j 0.01796-2.6019e-15j 
0.0305384-3.99996e-14j 0.0932868-1.04918e-13j -0.013615+1.71784e-14j -0.0846458+9.31243e-14j 0.145551-1.62286e-13j -0.0095637+7.67214e-15j -0.0992568+1.03443e-13j -0.00252325-2.8776e-15j -0.00427537+2.68905e-15j 0.155211-1.75533e-13j -0.0963683+1.0704e-13j -0.0170692+1.60638e-14j -0.138576+1.50486e-13j -0.0524883+6.57622e-14j 0.113529-1.28674e-13j 0.0494794-5.95519e-14j -0.0663495+7.24905e-14j 0.0341927-3.87885e-14j -0.0947271+1.03931e-13j 0.0482602-6.00743e-14j -0.0719228+7.75312e-14j -0.0947458+1.06018e-13j -0.120858+1.3623e-13j -0.0180001+1.98447e-14j -0.171266+1.97404e-13j -0.0671678+8.19014e-14j -0.0698107+8.31759e-14j 0.022603-2.71103e-14j 0.0272222-2.93737e-14j 0.0955874-1.02217e-13j -0.018812+2.3672e-14j -0.0240648+2.97317e-14j -0.0832845+9.2344e-14j 0.1446-1.57981e-13j -0.0875865+3.49307e-14j 0.168801-1.87863e-13j 0.170204-1.83342e-13j -0.019136+2.12702e-14j -0.128132+1.38722e-13j 0.0193386-1.85589e-14j 0.00958293-5.78838e-16j -0.14381+1.60128e-13j 0.192507-2.08292e-13j -0.139986+1.55921e-13j -0.0160199+1.92858e-14j -0.0293257+2.95831e-14j -0.148914+1.57104e-13j -0.0220789+1.92721e-14j 0.014809-1.668e-14j -0.0465419+5.29591e-14j 0.133223-1.45594e-13j -0.0363895+3.91763e-14j 0.0661765-6.96806e-14j -0.0498234+5.26613e-14j -0.0978314+1.01152e-13j 0.0770559-2.99484e-14j -0.173044+1.8757e-13j 0.0440911-4.72479e-14j 0.105453-1.16237e-13j -0.124432+1.38264e-13j -0.0420056+4.53669e-14j -0.0216182+2.18688e-14j -0.0183564+2.19634e-14j 0.0342301-3.82604e-14j 0.00858015-9.25207e-15j 0.0546866-6.06533e-14j -0.00182749+1.6598e-15j 0.00779199-8.05408e-15j 0.0949874-1.03584e-13j -0.0140904+1.60449e-14j 0.00638488-9.0458e-15j -0.0199364+2.34559e-14j 
-0.00695704+1.57567e-15j -0.00884737+3.08198e-15j 0.0738146+3.86887e-16j 0.0162784-2.30182e-15j -0.107829+2.787e-15j -0.10374-1.44833e-15j -0.162268-4.55436e-15j -0.209928-2.87481e-15j -0.042934-5.40403e-16j -0.193028+3.40997e-15j 0.0824791-2.6833e-15j -0.105921-2.86161e-15j -0.0543132-4.81593e-15j 0.273428+1.3848e-15j -0.136961+2.67645e-15j -0.176946+1.77212e-16j -0.0396209-2.30115e-15j -0.0326257+2.05146e-15j -0.0049107-2.46966e-15j -0.264092-3.08363e-15j -0.0224855-1.9472e-15j 0.136869-3.0968e-16j 0.0835224-2.66645e-15j 0.0163849+4.38931e-16j 0.33281-3.71977e-15j 0.218307-6.06472e-16j 0.1761-2.56445e-15j -0.088214+1.86965e-15j 0.0366243+4.44095e-15j 0.102955+4.43809e-15j 0.179221+9.01694e-15j 0.119164+4.31892e-16j 0.0386502-8.22853e-16j 0.0516679+3.8452e-15j 0.0476772+3.36888e-14j -0.188291+1.01813e-15j -0.00382102+6.28409e-15j -0.0322292-2.38993e-15j 0.0129968-3.90436e-15j -0.0781196+3.82623e-15j 0.0955608+8.88585e-15j 0.0675313-4.67231e-15j 0.00516029+4.61568e-15j 0.0665896-5.43806e-16j -0.129362+1.62917e-14j -0.0170335-1.54508e-15j -0.0450121-6.19497e-15j -0.0856339-2.22056e-15j 0.0660066-6.1329e-15j 0.0559561-1.73007e-15j 0.0368391+3.80042e-15j 0.0195301-1.26234e-15j 0.047487+1.55104e-15j 0.0749812+7.45572e-15j -0.0323723-4.62535e-15j -0.00946601-3.69952e-15j -0.0502737-5.74302e-15j 0.0218884+7.22777e-16j -0.000739117+3.54108e-15j 0.0397869-3.58308e-15j -0.0193834-1.61442e-15j -0.059202-8.7325e-16j 0.0397542-4.46642e-16j -0.00813997+1.26454e-15j 0.0164321+5.13103e-16j -0.0233922+1.7498e-15j -0.00701784-2.72619e-16j 0.0056309-1.65943e-16j 0.010564+3.01895e-15j 0.0126447-3.66268e-16j -0.0358034+3.09774e-16j 0.000941652-1.85666e-15j 
0.00465326-2.23379e-15j 0.0487495-6.41583e-16j 0.0248838-7.97527e-16j -0.0242393-3.86423e-16j 0.0538026+1.73906e-15j 0.0367673+4.52948e-16j -0.0976883+8.99173e-16j 0.0720795+1.10865e-15j 0.0631135+2.20942e-16j -0.0292857+3.86012e-16j 0.0678469-3.4427e-16j 0.132669+1.52422e-15j -0.00681227-8.40341e-16j -0.0997142-3.12448e-15j -0.11911+8.58275e-16j 0.0481671-8.09263e-17j -0.0540068+3.9958e-16j -0.150929+2.77063e-16j 0.148912+3.42114e-16j -0.0390012-9.34592e-17j -0.0116822-1.03791e-15j 0.11172+4.44364e-15j 0.0164436-1.80965e-15j 0.0376428-4.43444e-17j -0.0609861-1.22285e-15j 0.0473783+1.88749e-15j -0.0926649-2.88574e-15j 0.159162-1.60409e-15j -0.150216-3.36677e-15j -0.0468684-1.61556e-15j -0.199046-1.17427e-14j 0.047079+3.12638e-15j -0.16179-3.74905e-17j 0.0570455-1.84384e-15j 0.00290868+3.72601e-15j -0.173358-2.25351e-15j 0.0299838+3.22324e-15j 0.0524142+1.46663e-15j 0.0887496-8.84126e-16j 0.0694469+8.09751e-15j 0.0138493+1.10302e-14j 0.0161632+2.08313e-16j 0.173749+1.94018e-15j 0.0393998+2.08412e-15j -0.120591+1.63099e-14j -0.0422427-3.22854e-16j -0.0730878-3.60968e-15j -0.140097-3.47618e-15j -0.0493561+3.78436e-15j -0.0206486-7.97032e-16j 0.144991+8.46048e-16j 0.0588926-1.11449e-15j 0.0865573+6.96664e-16j 0.148511+1.97148e-14j -0.157603-8.11878e-15j -0.146184-1.04384e-13j -0.000343451+8.77549e-17j 0.134899+5.60009e-16j -0.0746356+1.15361e-15j -0.0133924-3.3329e-16j 0.0843885-8.67502e-17j -0.0224191-3.67016e-16j 0.0993768+3.55484e-16j -0.0162768-2.18013e-16j -0.033169+1.46509e-16j -0.0110055-7.54617e-17j -0.0380909-3.7298e-16j -0.00352029+2.38366e-16j -0.00869361+7.50206e-16j 0.010935+1.21516e-16j -0.0528815+5.64064e-16j 0.00484655-1.61101e-15j 
-0.0609806+5.71538e-15j -0.0236706+3.05842e-15j -0.102448-5.85393e-16j 0.0524295+6.18373e-16j 0.088332+3.93436e-16j 0.0110296-8.90467e-17j 0.0912996+2.97039e-16j 0.0393609+4.73885e-16j -0.0853879-4.70058e-16j 0.00352032+3.43161e-16j -0.0559167-6.95232e-16j -0.0787274-3.43707e-16j 0.018393-2.77964e-16j -0.123606-5.667e-16j 0.191559-3.77065e-16j -0.129557+9.50137e-16j 0.106728+6.24406e-16j -0.0908688+6.02535e-16j -0.164795+6.39592e-16j 0.048009+1.6462e-15j -0.104066-3.63473e-16j 0.0201686+1.19056e-15j -0.012432+1.29773e-15j 0.121999-1.95327e-15j 0.157819-5.24165e-16j 0.139382+1.11548e-15j 0.150548-2.25636e-15j -0.0726832+1.83018e-15j -0.159605-1.80018e-15j -0.0834541-1.13126e-15j -0.165326-8.10004e-15j -0.126238-5.36115e-16j -0.137535-6.28712e-16j -0.0839832-1.73128e-15j -0.0406401-3.10616e-14j 0.14551+6.60356e-16j 0.295414+7.33207e-15j 0.107918+5.18364e-15j -0.247731-4.71915e-15j 0.13787+2.92327e-14j 0.119586+4.51975e-14j -0.121271-3.32042e-15j 0.0824535+9.29354e-16j -0.0275812-1.41148e-15j 0.0430278-5.71768e-15j -0.0694863-4.69228e-16j -0.0327077-2.09539e-15j -0.00269607-8.10568e-16j -0.00305817+4.08765e-16j -0.130418-8.79679e-16j 0.0128868+1.31601e-15j -0.166107-4.35386e-16j 0.0932781+7.53443e-16j 0.0468593+6.48924e-15j -0.0297467-2.1408e-15j -0.0518001-3.73101e-14j 0.0377036+2.00497e-16j -0.0347543+6.99079e-16j 0.0951315-3.35563e-16j 0.0465334+3.33517e-16j -0.0228773+2.88486e-16j -0.0511014-5.26434e-17j -0.110764+6.6956e-16j -0.113348+3.82606e-16j 0.0466968+2.23128e-16j -0.0649261-3.06651e-16j -0.0344088-8.76287e-16j -0.00031745-3.29039e-16j 0.00528851+3.08056e-16j 0.0633196+2.59332e-16j -0.0364428+1.19882e-15j 0.0500057-4.27594e-15j 
0.057025-2.94339e-15j -0.0309678-2.03389e-15j 0.0159016-4.89318e-16j 0.0128643+2.5217e-16j 0.0633596+5.96834e-16j -0.121134+6.18997e-16j -0.0354458+1.43303e-15j -0.0608631-6.07593e-16j 0.156214+9.02993e-16j -0.0952326-2.74554e-15j 0.168274+3.04793e-15j -0.0693207-3.99221e-16j 0.0195206-1.6891e-15j -0.032019-2.2751e-15j -0.171428-4.84506e-16j 0.0573827-9.93728e-16j -0.0894486-6.72021e-16j -0.0409439+1.87759e-16j -0.0674551+2.25768e-15j -0.0944122-2.24664e-15j -0.0315728+2.06399e-16j 0.0404404+3.32637e-15j -0.113699-7.96751e-16j 0.0757243-2.41897e-15j 0.162398+5.49348e-16j -0.17994-5.40823e-15j 0.0560634+8.59356e-16j -0.0963765+4.37398e-16j 0.231823+4.75636e-16j -0.0998414+1.70994e-15j 0.0356497-4.1724e-16j 0.208488+4.94837e-15j 0.0958989-9.55348e-16j -0.00305403+1.44982e-15j 0.166067+1.16989e-13j -0.0329421-3.83773e-15j -0.0164684-1.04694e-15j 0.00096041+9.24812e-16j 0.0787906+2.79235e-15j 0.037951+9.28408e-15j 0.0458873+1.46294e-14j -0.0102265+1.73352e-15j -0.0029672-1.76564e-15j -0.00407105-3.88171e-15j 0.117617-1.85839e-14j 0.0696922+1.71283e-15j 0.0408234+3.15111e-15j 0.0228492+2.04836e-16j 0.0363715-2.29901e-15j 0.0405012+2.18776e-16j -0.0412229+2.15699e-15j -0.00186174+1.80047e-15j -0.0654196-3.24916e-16j -0.0350716-4.70032e-15j 0.131949+9.20001e-15j 0.0699931+4.98362e-14j -0.00866581+2.40346e-16j 0.033043+6.55261e-16j 0.0788521+6.61442e-16j -0.0274661-1.3459e-15j -0.00037198+1.16184e-15j -0.0399045+8.70737e-16j -0.0783106+4.92625e-16j -0.0008842+6.0817e-16j 0.00129648+6.28943e-16j -0.00982203-2.76469e-16j 0.0128196+3.15505e-16j -0.0325114+2.60541e-16j 0.0245085+1.51864e-15j 0.00295646-1.01111e-16j 0.0486449-4.9236e-17j -0.00573152+1.5773e-15j 
0.0138371+1.45782e-17j -0.0161914-7.19824e-16j -0.0637937-5.96493e-16j 0.047161+4.51391e-16j 0.031985+7.76164e-16j 0.0379095-2.32783e-16j 0.137078+1.05662e-15j 0.0113855+2.48463e-16j -0.0477859+1.03653e-15j -0.130729-1.94592e-15j 0.018707+2.36984e-15j 0.0198916+5.6832e-17j -0.147722-1.12845e-15j -0.167158-2.25424e-15j 0.0470757-1.63854e-15j -0.0323165+1.23603e-15j 0.0553512-3.2023e-16j 0.000265628-7.06052e-16j 0.0778659+8.45115e-16j -0.102505-3.05604e-15j -0.00177964-2.5104e-16j 0.0754071+4.02321e-15j -0.0802383-2.47724e-15j -0.0785494+8.07429e-16j -0.116891+3.32129e-16j -0.0227533+1.42189e-16j -0.148489-2.38687e-15j 0.145384-1.7885e-15j -0.13907-2.06992e-15j -0.171111-1.59167e-15j -0.0905168-5.80333e-15j 0.10227+2.88003e-15j -0.0242062-2.51644e-15j -0.0674366-1.58911e-16j -0.221295-1.5617e-13j -0.0734837-2.40194e-16j -0.013559-1.77452e-15j 0.0471446+1.39531e-15j 0.0505885+9.80745e-16j -0.0167516-1.17097e-14j -0.0757411-2.03947e-14j 0.240808+2.15444e-15j -0.148252-1.83931e-16j -0.103586+1.83396e-15j -0.072948+1.2982e-14j 0.0706631+1.70268e-15j 0.151158+6.03034e-15j 0.0615615+2.94182e-15j 0.165496-1.48397e-14j -0.0197657-1.29721e-16j 0.253417+1.5048e-15j 0.0665542-7.58289e-16j 0.0271666-5.56744e-16j 0.0996098+1.14971e-14j 0.174571+8.65983e-15j 0.0706344+5.00069e-14j 0.118788+7.23604e-16j 0.0115661+4.70778e-16j -0.0182223+9.07044e-16j -0.113639-1.70594e-15j -0.0324072+1.75812e-16j 0.117161+9.04599e-16j 0.0619659-1.39426e-16j -0.032414-7.22227e-16j 0.0843991+1.04942e-15j -0.0515832-8.33518e-16j -0.0315929+3.27099e-16j 0.0108723+2.33632e-16j 0.115363+1.24933e-15j 0.015766+5.76849e-16j 0.0191811+3.88143e-16j 0.00178736+8.06063e-16j 
-0.0338152+1.63227e-15j 0.0316556+8.94992e-16j 0.0110998-2.62983e-16j 0.0804491+3.5133e-16j -0.0417526+9.17577e-16j -0.0937141+1.55314e-16j -0.0251012-6.58045e-16j -0.0222426+2.17171e-16j 0.0304769+9.36122e-17j -0.0384221-3.41547e-16j -0.190536+3.68458e-16j -0.0141583+6.53823e-16j 0.0716259+1.08859e-16j -0.0103571-1.56151e-17j -0.0784541+7.26204e-17j -0.00241103-6.91162e-16j 0.00391293+1.54915e-16j -0.0600094-9.50785e-17j -0.0180809-6.45751e-16j 0.0139896-7.49046e-17j -0.0122023-3.9706e-16j 0.106869+3.86183e-15j 0.0432352+2.57597e-16j 0.122396-1.21343e-16j 0.0606152+9.28296e-16j 0.143604+3.84679e-15j -0.0797877-9.86619e-16j -0.0401237+2.29866e-15j -0.112279+1.15453e-15j 0.0233064-3.43599e-16j 0.0459483+5.48494e-16j 0.0449346-9.64164e-16j 0.0240293-1.82449e-15j -0.0824428+4.48278e-16j 0.0472814+3.53079e-14j -0.0210723-2.76804e-15j 0.134692+4.62228e-15j -0.0671486-3.00371e-15j 0.0749819+4.62161e-16j 0.00889087+9.54469e-16j 0.00593516+1.88825e-15j 0.00747943-8.92548e-16j 0.0671093+1.09512e-15j 0.170078+1.69321e-15j -0.0815176+7.47323e-15j 0.129801+1.38893e-16j -0.0919837-3.0111e-15j -0.0319367-1.8829e-15j -0.150687+1.44533e-14j 0.00468885+4.54484e-16j 0.0153451-2.26922e-15j -0.0308011-6.44463e-16j 0.0749527-5.62472e-16j -0.00951099-1.74798e-15j 0.123425+4.94502e-15j -0.0381652-2.62578e-14j -0.0465743-4.81607e-17j -0.0183888+1.80394e-16j -0.151834+6.27744e-16j 0.0370041+9.7197e-16j -0.0392218+1.88646e-16j -0.125963-2.80189e-16j 0.130029-8.51983e-16j 0.0111406+3.76081e-16j 0.00515433-4.39592e-16j 0.0038078-3.23025e-17j -0.069039-7.44715e-16j -0.0404702-6.56928e-16j -0.00453191-2.41942e-16j 0.0131196-1.12097e-16j -0.0569474+1.40072e-16j -0.0173275-7.70494e-16j 
0.0209562-2.05574e-15j -0.00485544-3.46598e-16j 0.0679181-1.07482e-15j 0.0237774-6.16119e-16j 0.00180767+4.21844e-16j -0.206396+4.3505e-15j -0.0911713+1.41672e-15j -0.0853767+1.34337e-15j 0.124361-2.68951e-15j 0.101193-1.02819e-15j -0.0198457-3.30618e-16j -0.0431147+1.13891e-15j 0.100028-1.61675e-15j 0.0835464-1.06439e-15j -0.106641+2.96264e-15j 0.0368109-1.71475e-15j -0.0256685+1.25219e-15j 0.0370014-2.49759e-16j -0.066335+1.18598e-15j -0.0599402+9.21472e-16j 0.0990621-1.6786e-15j -0.0327887+9.783e-16j -0.0425853+2.0492e-15j 0.199201-6.28664e-15j -0.0249936+8.36579e-16j -0.108496+1.66003e-15j -0.048056+2.85468e-15j -0.0505965+1.56106e-15j 0.0706671-1.64481e-15j 0.0239995-1.65436e-18j -0.0982894-2.19398e-15j -0.0488517-1.0071e-16j 0.0960948-3.02853e-15j 0.051495-8.46123e-16j -0.0633933-4.26833e-14j 0.0516096-1.56197e-16j 0.0711425+1.22963e-15j -0.096185-4.00671e-16j -0.131029+2.484e-15j 0.0128166-2.12713e-14j -0.16484-2.91859e-14j 0.0388911+2.19407e-15j -0.0421675+5.96704e-16j -0.0459876-3.99333e-15j 0.179139-2.79293e-14j 0.0216869+3.90429e-16j 0.0678789+1.8007e-15j 0.184126+7.68715e-16j 0.0803655-8.79981e-15j -0.0123403+3.73245e-16j 0.236998-6.02309e-15j -0.0741372-3.4104e-16j 0.052682-1.02526e-15j 0.101367+1.06301e-14j -0.0249065-1.15624e-15j 0.0958975+6.78287e-14j 0.124929-1.33929e-15j -0.0192518-5.3857e-16j -0.0950625+1.14088e-15j -0.0101443+1.53733e-15j -0.100286+1.24218e-15j 0.0252146-7.3823e-16j 0.0470853-4.41843e-16j -0.149539+2.85551e-15j 0.0260946-5.05472e-16j -0.0533554+3.26377e-16j -0.0551894+3.92162e-16j -0.0778396+1.17379e-15j -0.000834899-2.08992e-16j 0.0647305-1.14767e-15j -0.0439955+1.30163e-15j 0.0172921-2.89376e-15j 
-0.0146987+3.71442e-15j -0.0575655+1.9272e-15j 0.0173635-1.48464e-16j 0.141734-5.76245e-16j -0.206375+1.24937e-15j -0.057316+2.26895e-16j 0.0558904+7.58625e-18j -0.0232739+4.53809e-16j -0.0337817+4.44674e-16j -0.184883+1.7204e-16j -0.152942-1.95367e-16j -0.0848748-1.28305e-15j 0.106137-4.34134e-16j 0.0768094-4.23924e-16j 0.00760342+3.66794e-16j 0.106849-1.50903e-15j 0.000138754+3.37782e-20j 0.153984-1.98478e-15j -0.0848763-1.12085e-15j 0.0373786-2.4916e-17j 0.0308485-9.3914e-16j -0.0190786-5.28549e-16j 0.000730084+7.54697e-16j 0.0472285-8.87726e-16j -0.0559875+1.77063e-15j 0.075908+7.73768e-16j 0.000148926-5.27965e-16j -0.0370691+9.79588e-16j -0.0606189+2.09101e-15j 0.122556-2.55465e-15j 0.0481541+3.435e-15j -0.048455-5.96317e-17j 0.0389826+7.08328e-17j 0.0438158-8.84825e-16j -0.104207-7.30136e-14j 0.0728522+2.20739e-15j -0.017445-9.15667e-16j 0.0119918+1.97376e-15j -0.0990365-4.59536e-16j -0.00463236-2.21378e-15j -0.0101839-3.04553e-15j 0.109666-3.76628e-16j 0.0632491+1.64767e-15j 0.0665568-1.96268e-15j 0.0879198-1.42495e-14j -0.0851793-1.50722e-16j -0.0181423-1.86545e-16j 0.132108+1.53185e-15j 0.0538688-5.26763e-15j 0.102233-1.26898e-15j -0.201011+9.02776e-16j -0.0770565+9.85406e-16j 0.00627759+1.06389e-15j -0.0891347-1.07898e-14j -0.0430102-1.11014e-15j -0.0299578-2.16646e-14j 0.0298195-5.55004e-17j -0.0619669+2.88499e-16j 0.0325731-4.04736e-16j 0.0180118-4.85735e-16j -0.0985854+2.44519e-16j 0.101483-1.3753e-15j -0.113614-8.69947e-16j 0.0415295-8.42288e-16j -0.0141449-4.03519e-16j 0.00976095-1.19014e-16j -0.0354371+7.80123e-16j -0.035391-3.71894e-17j -0.0160836-6.94043e-16j -0.0345444-8.53056e-17j 0.0566388-1.74566e-15j -0.0425861+4.29461e-15j 
-0.046684+5.45214e-14j -0.0257957+2.86659e-14j 0.0128833-1.52828e-14j 0.0408097-4.38416e-14j -0.118706+1.26438e-13j -0.0203978+2.23239e-14j -0.0353044+4.24253e-14j -0.0100237+1.26269e-14j 0.00520341-4.23107e-15j -0.00214704-1.18601e-15j -0.015089+1.57822e-14j -0.00848519+3.7375e-15j 0.0200203-2.07371e-14j -0.038413+4.06452e-14j 0.0490356-5.24302e-14j -0.0174924+1.82615e-14j -0.0434984+4.54996e-14j 0.00970957-7.15421e-15j 0.123564-1.39163e-13j -0.00626599+5.41687e-15j 0.00778212-1.20355e-14j -0.0387731+3.99627e-14j 0.0493067-5.49951e-14j -0.108021+1.18073e-13j -0.0521634+6.08938e-14j -0.00916818+9.34661e-15j -0.144584+1.52626e-13j -0.0298857+2.79862e-14j -0.126832+1.39228e-13j 0.0214799-2.57769e-14j -0.0412371+4.67719e-14j -0.0653127+7.22785e-14j -0.0564868+6.38897e-14j 0.000758635-1.89225e-15j -0.171154+6.16782e-14j 0.0480505-5.00668e-14j -0.119836+1.23015e-13j 0.183869-1.88259e-13j -0.0645585+7.04848e-14j 0.0685587-6.3595e-14j 0.00474627+7.79243e-15j -0.0603325+6.38567e-14j 0.0458221-5.04656e-14j 0.0425745-3.90498e-14j -0.0555918+6.76127e-14j -0.136705+1.4784e-13j 0.0122737-1.81557e-14j -0.0344201+3.89359e-14j 0.0375429-4.31458e-14j -0.0557949+6.10933e-14j 0.361396-3.94628e-13j 0.0667122-7.27788e-14j 0.121172-1.3415e-13j 0.0846072-8.26742e-14j -0.216587+2.26845e-13j -0.154704+5.59904e-14j -0.0715541+7.50901e-14j 0.0171847-1.85055e-14j -0.0204262+2.41994e-14j -0.125846+1.34872e-13j 0.0452689-4.61084e-14j 0.111549-1.20901e-13j 0.0878449-9.58408e-14j -0.122657+1.33817e-13j 0.0545952-5.90583e-14j 0.0344798-3.7036e-14j 0.0409141-4.18789e-14j 0.0474639-5.0568e-14j 0.0364952-3.97963e-14j 0.0702908-7.61854e-14j -0.0342653+4.0375e-14j 0.0817563-9.41072e-14j 
0.0103321-5.6726e-16j 0.0583641+1.67166e-15j -0.0130983+3.03471e-17j 0.0296707-1.95382e-15j 0.0790743+6.55423e-15j 0.039966+1.17372e-15j -0.0683494-1.65192e-15j -0.0831251-2.1099e-15j -0.0805594-9.49675e-17j 0.116971+3.89894e-15j 0.0816826+1.93731e-15j 0.155026+2.24327e-15j -0.00872637-6.88905e-16j 0.0402311+1.5385e-15j -0.012209-3.20531e-15j -0.0387774+1.20919e-15j 0.0686959+6.65549e-16j -0.134777-2.50593e-15j 0.0802507-1.52855e-15j 0.0268581+1.19283e-16j 0.0929462+4.29625e-16j 0.0187341+2.06095e-15j 0.0118288-1.09254e-15j 0.00276818+4.80996e-15j -0.0913714+3.0988e-15j 0.0766535-1.00599e-15j 0.185286+7.46004e-15j 0.192601-2.88096e-15j 0.0144432+2.51282e-15j -0.0785841+1.36907e-15j -0.126909-4.48985e-15j -0.00307834+3.23376e-15j -0.0253498+1.56878e-15j 0.00352456+1.52574e-15j 0.186627+1.4268e-13j -0.045004-4.48883e-15j 0.14092+8.12413e-15j -0.285584-1.43761e-14j 0.0343722+4.92181e-15j -0.111632-2.16071e-14j -0.0536969-2.52934e-14j 0.0270071+3.40659e-15j -0.109964-1.01882e-15j -0.20427-2.46212e-16j -0.0527902+1.68542e-14j 0.0765073+3.89945e-15j 0.0600674-6.01766e-16j -0.107672-2.30606e-15j -0.0675171+4.45326e-15j 0.0337116+1.45492e-15j -0.0691835-1.19337e-14j 0.0109599-2.81189e-15j -0.0461338-4.15095e-15j 0.0730612+7.37071e-15j 0.0652117+4.90551e-15j 0.163256+1.1891e-13j 0.0652398+3.84527e-15j -0.00136934-2.9401e-16j 0.00261723+6.13845e-16j 0.176169+5.15302e-15j -0.0576073-1.08293e-15j -0.0824147-3.88277e-15j 0.0734412-4.75456e-15j 0.10706+3.25066e-15j 0.0221283-1.65161e-15j 0.0243903-3.47071e-16j -0.106318-1.56368e-15j -0.0777218-3.17319e-15j 0.0490516-8.76426e-16j -0.0153488-1.93555e-15j -0.0153767-2.63377e-17j -0.0639591+1.53848e-16j 
