-0.128013-0.214045j -0.215337+0.128163j 0.0301509+0.14373j -0.156749+0.0319433j 0.0253169+0.0296597j -0.00998839+0.0608421j -0.0412389-0.0253107j -0.0137671-0.00351061j 0.0333056+0.0476299j -0.0215386+0.0249683j -0.0572579-0.0132753j -0.025185+0.041737j 0.00788279-0.0395869j 0.0216665-0.0270053j 0.0204952-0.0279083j 0.058781-0.0103043j 0.0375382+0.0126549j 0.0233473-0.0674633j 0.0091418+0.00123129j 0.0437887+0.0388772j 0.0587839+0.0214129j 0.0302793+0.0108335j 0.0290867-0.0531368j -0.0453595-0.0973893j 0.0508796+0.00526157j 0.0785744-0.0643822j 0.0697097-0.0502126j -0.0833616-0.070899j -0.0786213+0.0525359j 0.00984477-0.0859435j -0.151094-0.102723j -0.098984+0.112464j 0.128792-0.0109908j -0.0676593-0.127028j -0.106876-0.0658658j 0.0309303+0.142009j -0.0179045+0.0835075j -0.0220241+0.0738464j 0.00343143+0.128131j -0.0295515+0.0708356j -0.0944723+0.0285323j 0.0438426-0.0744641j 0.0320233+0.0361068j 0.0311457-0.0505382j -0.073106+0.10078j -0.058478+0.0793182j 0.00870159-0.0237595j -0.0217637+0.0341761j 0.0159727-0.00201102j -0.0394108-0.0708015j 0.0344893+0.0372049j -0.0031176-0.0555025j 0.0397776-0.0219532j 0.129484-0.0608433j 0.0780457-0.0135277j 0.109167-0.0182101j 0.0198451-0.00234406j 0.0300253-0.00196813j 0.00443472-0.0312625j -0.0415534+0.0169067j 0.0891995-0.0566169j -0.131324+6.68705e-05j 0.0413641+0.0689659j -0.107835-0.041419j -0.125035-0.134321j -0.0528173-0.057584j 0.0298826+0.124867j 0.119284-0.155779j 0.227003+0.123258j 0.111226-0.20389j 0.234503+0.117864j 0.11718-0.233162j 
-0.000350293-0.000221462j -0.00117644-0.000259088j -0.000426369-0.00314387j -0.000746983+0.00277326j -0.00314356+0.00250987j 0.00385056+0.00254748j 0.0011367-0.00291721j -0.0033005+0.000237784j -0.000127822+0.00261405j 0.00352223+0.00328075j 0.000842274+0.00129553j -0.00414383-0.00206121j 0.00327572-0.00011152j 0.000525334+0.00471894j 0.00309702+0.00273542j -0.00539343+6.67348e-05j 0.0033441-0.000191649j -0.000955505-0.00240165j -0.00197821+0.0026317j 0.00243853+0.00102983j -0.0022568-0.00128723j -0.00183732-0.00197284j 0.0019104-0.00461431j -0.00104216+0.00348826j -0.00101976+0.00291887j 0.00269766-0.000733479j -0.00486996+0.00599832j -0.00326108+0.0022437j -0.000919074+0.00342055j 0.00236659-0.00178995j -0.000158797-0.000457675j 0.00280873-0.00359788j -0.000575385+0.00039552j -0.00126148-0.00043643j -0.00542533-0.000658487j -0.000687012-0.0029708j 0.0012963+0.000473644j -0.00190356-0.0017645j 0.00147709+0.00112988j 0.00396939-0.000686384j 0.00427695+0.000597815j -0.00332417-0.00245249j -0.0036545-0.00534703j 0.00161374+0.00250428j 0.00200155+0.00131393j -0.00236828+0.000568534j 0.000324744+0.00198321j 0.00432179-0.00723244j 0.00277084-0.00464187j 0.00855137+0.0014508j 0.00355029+0.00225292j -0.00109738+0.00272544j 0.00491773-0.00104504j -0.00400392-0.00485839j 0.00602546-0.00371616j -0.00563837-0.00399942j 0.00548871+0.00473586j -0.00095303-0.00100139j -0.00285138-0.00156097j 0.00362832+0.00262496j -0.00293612+0.00727429j 0.00159581-0.00597745j 0.00279348+0.00261247j 0.00112102-0.00441131j -0.000147505+0.00527961j 0.00283362+0.000304743j -0.00307344-5.4783e-05j 0.00483994-0.00145332j -0.000132844+0.00186653j 0.000758561-0.000168354j 0.000603814+0.000790117j 0.00089285-0.000754486j 
0.00168433+0.000319319j -0.000835762-0.00145474j -0.00328058-0.00123453j 0.00595381+0.00177914j 0.00468906+0.00759274j 0.0115585+0.00294881j -0.00334554+0.00293054j 0.00124202+0.00532374j -0.0010958-0.00795271j -0.00341189-0.00254776j -0.0184123-0.00383234j 0.00368692+0.00506402j -0.000349928+0.00421616j -0.000446756-0.0105491j -0.0068601-0.00402791j -0.00122118-0.00326508j -0.00500025-0.00465681j 0.0010892+4.33034e-05j 0.0030551+0.00525765j -0.00169481-0.00376892j -0.00319927+0.000931233j 0.00736273+0.00359753j -0.00185067+0.00384564j 0.00776879-0.00667932j 0.00400325+0.00367413j 0.00671961+0.00243895j -0.00149469+0.000190499j -0.00247743+0.00039091j -0.00131884+0.00106566j -0.000630839-0.00103785j -0.00115119+0.00179925j 0.000950195-0.000824533j -0.000396147+0.00204379j -0.00197662+0.00112787j 0.00565786-0.000410319j -0.000889944-0.000785239j 0.000439199+0.000919268j 0.000520329+0.00390201j 0.00121305+0.00305127j 0.000127792-0.00532419j -0.00263017-0.00351714j 0.0027055-0.000828062j 0.00418764+0.00435213j 0.000898797-0.00448697j -0.00191229+0.00144025j -0.00260089-0.000680354j -0.00220291-0.00274208j -3.98197e-05-0.00302299j -0.00737155+0.00232484j 0.00421222+0.00265224j -0.00202953-0.00412612j 0.00311937+0.00119706j -0.00497576+0.00288874j 0.000318707+0.00596993j -0.00517172+0.00116843j 0.00351708+0.00186369j 0.00183286-0.00474074j -0.000613158+0.00297406j 0.00125852+0.00246424j 0.00136383+0.000146437j -0.0029833-0.0062287j -0.00167113+0.00264451j 0.000680318-0.0002964j 7.26965e-05+0.000920364j -0.00163996-0.000125376j -0.00327246+0.000861289j 0.00206004+0.0024538j -0.00149414+0.00174902j -0.000407276-0.000694026j 0.000540927-0.00168513j -0.000145469-0.00064427j -0.000950947+0.00021857j 
-0.000878132-0.000719324j -0.000727949+0.000390506j -0.00207961-0.000136097j 0.00104713-0.0011189j 0.000960658+0.00206169j 0.000839019+0.0017764j -0.00259833+0.00312803j 0.0023954+0.00152348j 0.000528721-0.00744941j -0.00280965-0.00728721j 0.00449232-0.00556732j 0.00609126+0.0011419j -0.00157176+0.00017787j -0.0025067-0.00621541j -0.00477264+0.000149742j 0.00638723-0.00318464j -0.00640443+0.0013905j 0.00148263-5.77374e-05j 0.00571082+0.000146458j -0.000953287-0.00589222j 0.00491103-0.00136418j -0.000169278+0.000878204j -0.00420585+0.00606541j 0.00426629-0.00702635j 0.0037002-0.00103226j -0.0037761+0.00086994j 0.00656226-0.00416044j -0.00366513+0.00047556j 0.00254639-0.000345494j -0.000460593+0.00154431j 0.000295846+0.00105855j 0.000319422-0.000785402j 0.00346033+0.000556279j -0.00291128-0.00113259j 0.00174207-0.000692436j 0.00157155+0.00177229j -0.000724893+0.000790632j 0.00118175+0.000184556j -0.00152895-0.00496908j -0.00109414-0.00142174j 0.00413929-0.00091238j -0.00475691+0.00383657j -0.00183704-0.000707507j -0.00593351-5.86232e-05j -0.00309818+0.00191975j -0.000285023+0.0048673j 0.00203581+0.00534936j 0.00409749-0.00292989j 0.000322695-0.000396797j 0.0127718+0.000985389j 0.00375656+0.00186607j -0.00120537+0.00488471j -0.000703783+0.00103065j -0.00587863-0.003758j 0.00453531-0.00509514j -0.00548695-0.000165039j 0.00156512+0.00264533j -0.00057837+0.000558633j -0.00034528-0.00201509j 0.00489507+0.00424369j 0.0013024+0.00806433j 0.000326308-0.000152251j 0.00338851+0.00366441j -0.00145109-0.00335588j 0.000202717+0.00368241j 0.00420641+0.000896447j -0.00162535-0.00474925j 0.00458162-0.00330834j 0.00196877+0.00251382j -0.000749286-0.000118956j 0.000898405+0.000990281j 0.00157997-0.000664642j 
0.000480015-0.000310118j -0.000428522-0.000386785j 0.00083169-0.00182893j -0.000905456+0.000740579j -0.00146204-0.000732532j -0.00214935+0.00121211j 0.00148842-0.00267694j -0.000985445-0.000303616j -9.97335e-05-0.000919706j -0.00265035+0.00303094j 0.00384997-0.000256767j 0.000665203+0.000453262j 0.000335533-0.000779293j -0.000200409+0.00105265j -0.000314416-0.000392596j -0.000320039-0.00362467j -0.00053272+0.00365862j -0.000964902+0.000932092j -0.000881085+0.0018865j 0.000433185+0.000276289j 0.00235772+0.0026945j -0.00249048-0.000913701j 0.000930881+0.0010398j -0.00125351+0.00390622j -0.00215922-0.000434792j -0.00160924-0.00167066j 0.000183616+0.000462809j -0.000195774-0.000672002j 0.0002204+0.00155952j 0.000457782-0.00116425j -0.000263836-0.00220215j -0.000897522-0.000897878j -0.00162444-0.000869215j 0.000686143-0.00144279j -0.00319859-0.00170089j -0.0029429-0.000800607j -0.00232498+0.000807719j -0.00360202+0.00154427j -0.000602122-0.0033021j -0.00216992-0.00343518j -0.00047418-0.000562905j -0.0069783+0.00263785j 0.000776821-0.000157934j 0.000689446-0.00268864j 0.00100532-0.000820385j 0.00493947-0.00032413j -0.00382714+0.00144209j -0.00256126+0.00342337j 0.000489127+2.36253e-06j -0.000685453-0.00173305j -0.000693803+0.00165688j 0.000695394+0.00395632j -0.000293495-0.00295197j 0.0025622-0.000211921j 0.00126271-0.00141978j 0.000151071-0.00311286j -0.00281255+0.00117021j -0.00173059-0.000796171j -0.000379693+0.00149811j -0.00084675+0.00237043j -0.000733111+0.00257224j -0.00114378+0.000489632j 0.00289828+0.000992841j -0.000524347+0.00153037j -0.000471984+0.000279314j 0.0032322-0.00112135j 0.000908405-0.00189608j -0.00428787-0.000885305j -0.000314024+0.00189278j 0.00362448-0.000371671j -0.00079593-0.000849989j -0.00125639+0.000569965j 
0.00105741+0.000385025j 0.000490724-0.000775626j 0.000922596-0.000307447j 0.00084608-0.000135744j -0.000767911-0.000571019j -0.00170775-0.000986132j 0.000404949-0.000376802j -0.000129515-0.000482064j 0.000425862+0.00175321j -0.00195125+0.0022247j -0.00292835+0.000947282j 4.18907e-05+0.00176418j -0.00114481+0.000404574j 0.000880731-0.000128426j -0.00235417-0.00276712j -0.000503757-0.00205515j 0.000388578+0.000669083j -0.00175174+0.00248016j -0.00294578+0.000338872j 0.000969598+0.00298893j 0.00138323+0.00343046j 0.00167055-0.00149075j 0.00276398-0.00121123j -0.000255323+0.00410385j -0.00309112-0.000797963j 0.00116648+0.000195572j -0.00148637-0.00122008j 0.00274588-0.00283433j -0.00152656-0.00118634j -0.00116588+0.000355631j 0.00051237-0.000575308j -0.00142695+0.000406454j -0.00126979-0.000194821j 0.00162317+0.000320101j -0.000799239-0.00131707j -0.00133783-0.000509537j -0.000906881-0.000499626j -0.000487632+0.000109466j -0.000702817+0.00116032j -0.000870739+0.00117656j -0.00308333+0.0010121j -4.70275e-05+0.000206015j 0.000638721+0.00169539j 0.00163995-0.00129474j 0.000535203-0.00147658j 0.00302859-0.00220016j -0.00162275-0.000441737j -0.0022222+0.0026577j -0.0017111+0.00080782j -0.00687923-0.000764146j -0.00278466-0.00013998j 9.64979e-05-0.00206802j -0.0017996-0.00080424j 0.00398286+0.00140563j -0.000716858+0.00129862j 0.00352529+0.0012389j -0.00355695-0.00104192j -0.00107189+0.00042365j 0.000221294+0.00157866j -0.00182781-0.000395466j -0.00126448-0.00398864j -0.000606142+0.00137883j -0.000771967-0.000478199j 0.00134831+0.0028706j -0.000461886-0.00101041j -0.0009304-0.00023597j 0.00130924+0.00066267j -0.00354535+0.00033579j -0.000209958-0.000791761j 0.000542197+0.000142209j -0.00104675-0.000700693j -0.000873024+0.000865812j 
0.00236474+0.00134469j 0.000511279-0.00164056j 0.00200347+0.0032877j -0.00174389+0.00148508j 0.00311225+0.00674044j -0.00245517-0.00520363j -0.000147428-0.000640136j -0.00139671+0.000349108j -0.000450771+0.00389196j 0.00106527+0.00315398j 0.00116602+0.00216623j -0.00292216-0.0025908j -0.000727621+0.00130687j 0.00354514+0.00219577j 0.000135712+0.000800642j -0.0015247+0.00231767j 0.00455978+0.000133451j -0.00201536+0.00120109j -0.00443672-0.00244118j 0.000338742+0.00352742j -0.00255153-0.00191522j -0.00405076-0.00438437j 0.00347252-0.00376963j 0.000600538+0.00111039j -0.00309814+0.000420736j -0.000615637+0.000261009j 0.000866537+0.00376179j 0.000810988+0.00172647j -0.000517982-0.000861799j 0.00134166+0.00020677j -0.0016236+0.00162652j 0.00058597+0.000368815j -0.00180768-0.000299443j -0.00213376+0.00417562j -0.00682132-0.00706292j -0.00521837-0.000650358j -0.00323999-0.00419337j 0.000381391-0.00232658j 0.00429221+0.00495168j 0.000933337+0.00986315j 0.000770176-0.00180725j 0.00107737-0.00142542j -0.00650679-0.00201745j 0.00331474-0.00151578j -0.00228552-0.00055369j 0.0026831-0.00174952j 0.00203186+0.00111534j 0.00182925-0.0053041j -0.00342929-0.00153644j -0.00521161+0.000401462j -0.000668797-0.00340353j 0.00258546-0.00531571j -0.00111054+0.00422912j 0.0011989-0.00200232j 0.00420833-0.00204705j 0.00368722+0.00916954j -0.00327136-0.00306674j -0.00537617+0.000569055j -0.00127003+0.00311663j 0.00466578-0.000458545j -0.00429216-0.0049643j 0.00168014-0.00861913j -0.0011809+0.00346856j 0.0109184+0.00491953j -0.00259422+0.00764459j -0.00178593+0.000479167j 1.35416e-05+0.000894264j 0.000127174-0.00308759j 0.00140077-0.00123162j -0.00114385-0.000838056j -0.0003218+0.000128191j 0.000207191+2.90068e-05j 
0.00115961-7.97533e-05j -0.000212561-0.000604509j 0.000699779+0.000643236j 0.00103973+0.00340601j 0.000287697-0.00218812j 0.000153082-0.00300343j 0.000370745+0.000531339j 0.00139196-0.00141709j -0.00113861+0.00246064j 0.00105976-0.00345595j 0.00258779-0.00337343j 0.00117512+0.00157274j 0.0023572-0.00199852j -0.00162897-0.00063161j -0.00294528+0.00153065j -0.00207884-0.00579278j -0.00259054-0.00028602j -0.00463218+0.000151864j 0.00109712+0.00139613j 0.00240107+0.00123478j 0.00362655+0.00592948j 0.00297394+0.00282322j 0.00255765-0.000520201j -0.00532812+0.00182649j -0.000107477-0.00380863j 0.00177622+0.000269792j 0.00434619-0.00661039j 0.00396922+0.000634234j 0.00109365-0.00183413j -0.00422702-0.00318586j 0.000587459+0.00119764j -0.00289545-0.00302577j 0.000184987-0.00166732j -0.00140161+0.00135758j 0.000989755+0.000622287j -0.000127628+0.00137481j 0.000493054-0.00167042j 0.00110904+0.00277463j 0.00115255+0.000574313j -0.00167603-0.000328101j -0.00041455-0.00399051j 0.0014656-0.00038298j 0.00113599-0.0018741j 0.00132633+0.0020223j 9.43914e-05+0.000971283j -0.00135511+0.00205743j 0.00066625-3.03157e-05j 0.00408758-0.002599j -0.000358456-0.00228109j 0.00477588+0.000989438j 0.00195461-0.00142463j 0.0013093+0.00177609j 0.000467022+0.00497986j -0.00142132+0.000563752j 0.00311008-0.00089063j 0.00110101+0.00223739j 0.00153341+0.000420662j 0.000907665+0.000102508j -0.00116455-0.00199252j 0.00271714+0.000559302j 0.00155989-2.73919e-05j 0.000544349-0.00266885j 9.45843e-05+0.000233503j 0.00148215-1.7331e-05j -0.00117771+0.00219229j -0.0012816-0.000215821j -0.000400044+0.000971833j -0.000135362-0.00236197j 0.000938316+0.00140426j -0.000534219-0.00125046j 0.000957591+0.00158303j 0.00184163-0.000906452j 
-0.00165855-0.00148453j -0.00139844+0.00136779j -0.000238022+0.0010648j -0.00156952+0.0021403j -0.00145546-0.00186657j 0.00423405+0.00214011j 0.000559701+0.000932568j -4.80106e-05-0.00277143j -0.000318277+0.00250836j 0.00787857-0.00567755j 0.00265799-0.000964409j -0.00428655-0.00488979j 0.00549432-0.00206237j -0.000797486+0.00521906j 0.00746129+0.00772141j -0.00223283+0.00653193j 0.00106703-0.00561537j 0.0026991-0.00801262j 0.00397306-0.00123308j -0.00058651-0.00309856j -0.00509915-0.00532734j 0.00129167+0.00486667j -0.00494174-0.00160986j -0.00351444-0.00554784j 0.00605497-0.000397776j 0.00242447+0.000390876j -0.00103687+0.00175256j -0.001375+0.00454784j 0.00142799+0.00163593j 0.000240203-0.00145678j -0.0010064+0.000930108j 0.0019513+0.000283088j -0.000446195+0.00141652j -0.000799818-0.000353685j 0.00437629-0.000809299j -0.00014323-0.00024794j -0.000846385-1.13818e-05j 0.000444137+0.000633397j 0.000835437-0.00207939j -0.00148061-0.00343661j 0.00024722-0.000952033j -0.000483215-0.0012599j 0.00345755+0.00153687j -0.00102618-0.00321257j -0.00199663+0.00103397j -0.00287127+0.0016309j -0.00248363+0.000163407j -0.000427499+0.000316443j -0.00159292+0.00260973j 0.00623137+0.00226733j -0.00050736-9.09738e-05j -0.000312512+0.00256252j -0.00257347+0.00207506j -0.00120949+0.00174151j -0.00113996+0.00132612j -3.03734e-05-0.00128794j -2.97253e-05-0.00187666j 0.00103168+0.00144892j 0.00189221+0.000342396j -4.30009e-05+0.00164362j -0.000379368+0.00168859j -2.4111e-05+0.0022171j 0.000545435+0.00112439j -0.00208503-4.06973e-05j -0.000773261-0.000533751j 0.000287442+0.0012483j 0.00182872-0.00173809j -0.000161977+0.000722007j -0.000603913+0.00106779j 0.00108062-0.000528806j -0.000696415+3.66731e-05j -9.32776e-05+0.000968384j 
-0.000113006-0.000653038j -0.000966064-1.13634e-05j -0.00113709-5.70568e-05j -0.00210766-0.000573346j 0.00105224+0.00160118j -0.00235157-0.000800282j -0.000671543-4.37429e-06j -0.000420332+0.00207709j -0.000535883-0.00433657j -0.00244023+0.00089988j 0.0146746-0.00187328j 0.00247641-0.00173197j 0.000201643-0.00195812j -0.00063312-0.00180594j -0.000661502+0.00423238j 0.00300473-0.00226026j -0.00176301+0.00607801j -0.000176424-0.000628136j 0.00344724-0.000302752j -0.00150669-0.00514359j 0.00476729-0.00128078j -0.00991622+0.000768765j -0.00206933+0.00538686j 7.53096e-05-0.0021766j 0.00133581-0.00227346j -0.00859339-0.00163938j 0.00792598-0.00178309j -0.0043317+0.00266225j 0.00401174-0.000392137j 0.00357853-0.00140594j -0.00168412-0.00201039j -0.000310131-0.00103466j -0.000398621-0.000602526j -0.0023925-0.00016964j -0.00223316-0.00123203j -0.00141881+0.00175946j -0.00196904+0.00143264j -0.00101004-0.000515411j -0.000535272+0.000468198j -1.52939e-05+0.00325766j 0.000949108-0.000377629j 0.00109983+0.00164217j -0.00100716-0.000206444j -7.13294e-05+0.00121949j -0.000969026+0.000109289j 0.00228959-0.00283053j 0.00140591-0.000256638j 0.000659252+0.000906145j 0.00130281+0.000312231j -0.00185+0.000653299j 0.000732037-0.000279258j 0.0021317+0.000895155j -0.000171824+0.00123464j -0.00049603-0.000949694j -0.000192331-0.00131058j 0.00170745-9.1809e-05j -0.0017395+0.00138976j -0.00154265-0.000218303j -0.000398153+0.000960814j 0.000596556-0.000158204j 0.000621717-0.000305334j 0.00182754-0.00168682j -0.000363727+0.00134588j 0.00274705+0.00121607j -0.00105342+0.00173586j 0.000652651-0.000847656j -0.00034907-0.00286987j -0.00136316+0.00155064j -0.00122335-0.000354249j 0.000185895-0.000647193j 0.000181238-0.000259355j -0.000385324+4.04903e-05j 
0.000635574+0.000508252j 0.000375561-0.000120798j 0.000530384+0.0012268j -0.000644402+0.000462143j 0.00128523+0.00157911j 0.000112411-0.000105092j 0.000495392-6.59076e-05j 0.00116058-0.000624694j -0.000534052+2.48018e-06j -0.00163222+0.000612495j -0.00253541-0.00061431j 0.000377764-0.000281452j 0.00013504+0.00116382j -0.000110624+3.04011e-05j -0.000694446-0.000925038j -0.000224632-0.00180147j 0.000204427+0.000413937j 0.000360688+0.000464543j -0.00145731+0.000630238j -0.000226201+0.000939941j -0.00153265+0.000384374j 0.000509577-1.7738e-05j 0.000544208-0.000672241j 1.16403e-05-0.000238678j -0.000564767+0.000702497j 0.00167582+0.000494158j -0.000670097+0.00119323j 0.000772798+0.000440659j -0.000704487+0.00155143j -0.000948682-0.000745848j -0.000618847-0.000412717j -0.00097129+0.000477456j -0.000218587+0.000420165j 0.00045555-0.00107224j -0.00134789-0.00250465j -0.00289753-0.000285125j -0.00278601+0.00136634j -0.00399707+0.00237467j -0.000603072-0.00567497j -0.00378166-0.00554174j -0.000467037-0.000329298j -0.0108345+0.00523738j 0.000603463+0.00113136j -0.00107005-0.00518829j 0.000944392-0.00104104j 0.00621868+0.000899603j -0.00489437+0.00397969j -0.00399159+0.00242147j -0.00117792+0.000863199j 0.00345604-0.00296201j -0.000880823+0.00331052j 0.000198542+0.00652244j -0.00235067-0.00444596j 0.00164044-0.000682476j 0.0022447-0.00389458j -0.000911266-0.00391934j -0.00191943+0.000588119j -0.00195999-0.000218377j -0.00018454+0.00195333j 0.00086714+0.0047261j -0.00118402+0.00537103j -0.00191613+0.0030083j 0.0055744+0.00247675j -0.00265185+0.000692631j 0.000388634+0.000277369j 0.0053007-0.00059685j 0.000778263-0.00427331j -0.0041154-0.0015538j 0.00172386+0.00318077j 0.0038984-0.00177172j -0.00109585-0.000267658j -0.000569701+0.000951415j 
-4.12005e-05+0.000668685j 0.000537495+0.000218962j -0.00109912-0.000108799j 0.000187914-0.0022455j 0.00205236+0.000870919j 0.000888625+2.54047e-05j -0.000246081+5.34036e-05j -0.000418199+0.00151729j -0.000143849-0.00163233j -0.00123442+0.0033937j -0.00290182+0.00309559j -0.000436106-0.00043838j -0.000896595+0.00138463j 0.000542321-0.000695595j 0.00112747-0.000973857j 0.000253575+0.00328438j 0.00180725+0.000682481j 0.00233919+0.000662022j -0.000457582-0.000218603j -0.00213766-0.00060977j -0.00291322-0.0027501j -0.00258159-0.0010941j -0.000829307+0.000419057j 0.00308045-0.00154288j 0.000395424+0.00238977j -0.00102669-0.000162018j -0.00194924+0.00405903j -0.00152623+0.000776956j -0.000676685+0.00127309j 0.00235593+0.000350231j -0.000887781+0.00015938j 0.00139586+0.0016256j -2.68237e-05+0.00046102j 0.00155835-6.12336e-05j -0.000873289+0.00211878j -5.05204e-05-0.00170548j 0.0011386+0.000880247j -0.0010783-7.28272e-05j -0.000482223+0.000908732j 0.0017731-0.00204992j -0.000501292+0.00148389j -0.000938951-0.00025045j 0.000433982-0.000157793j -0.000761303+0.000470771j 0.00205623+0.000692678j -0.000920508-0.000854669j -0.00124101+0.000182933j -0.000557338+0.00167052j 0.00213022-0.000329189j -0.00468192-0.000239414j -0.000849367+0.000983796j -0.00182519-0.00253371j -0.000265148-0.00345119j 0.00210867+0.00043451j -0.000650457+0.00381399j -0.00133639-0.000388045j 0.000615009+0.00173195j 0.000420656+0.000791212j 0.00193216-3.99471e-05j -0.00318035+2.00446e-05j -0.000768543+4.52015e-06j -0.0014469+0.00126974j 0.000210588-0.00166831j -0.000540215-0.000318161j 0.00146512-0.00147549j -0.000875615-0.00139449j 0.000231171+0.00210899j -0.00140022-7.49131e-05j -0.000930064-0.000941362j 0.00115405+0.00106507j -0.00109017-0.000398064j -0.000736144+0.000883856j 
-0.000921187-0.000387643j -0.00024131+0.000827765j 0.00102667-0.00134036j -0.00194287+0.00274022j -0.0050886+0.00106202j -0.000985687+0.00389017j 0.000659089-0.00104683j -0.0019543-0.00394688j 0.00262045-0.000196939j -0.0011936-0.0032352j 0.00688688-0.00351528j 0.000504528-0.00112248j 0.00133547-0.000364284j 0.00133618+0.00270978j -0.000429649+0.00161664j 0.000976263-0.00296135j -0.00163187+0.0020536j 0.000222028-0.00180872j -0.000612575+0.000567643j 0.00196638-0.00170938j 0.00305204-0.00180649j -0.00269187-0.00304886j -0.00130696+0.000143136j -0.00121533+0.00120891j -0.000221462-0.000397136j -0.00209504-0.000641485j 0.00116747-0.00114484j -0.00219825-0.00128525j 0.00073382+0.00282653j -0.000795626+0.000191038j -0.00132418-0.000300324j 0.000942963+0.00171733j -0.0034756-0.0020509j -0.00215914-0.00135069j 0.00157828-0.000119617j -0.000892405-0.000907904j -0.00157549+0.00148889j -0.00369099+0.00730241j -0.000391845-0.00461224j -0.00343002-0.00949554j 0.000105645-0.00636726j -0.00257623+0.000938534j 0.00907045+0.000712303j -0.00209609-0.00494442j -0.000922164+0.00375031j -0.00406506+0.000997108j -0.0071148-0.0005777j -0.000526107+0.00476458j 0.0021259+0.00444898j 0.00808345+0.000732883j 0.0011436-0.000774794j 0.00456005+0.00610535j -0.00253076+0.00193793j -0.000663269+0.00522597j -0.00500976+0.00428854j 0.000152328-0.00601409j 0.00103877-0.00085489j 0.00240353+0.000493268j 0.00303903+0.00127312j -0.00293895+0.00130563j 0.00197294+0.00325879j -0.00143234+0.00230443j 0.00310833-0.000914974j -0.00341139+0.000830613j 0.00118186-0.00134387j 0.00106862-0.00185257j 0.00157926+0.000128707j -0.00616226+0.000838855j 0.00108649+0.00226537j 0.00534621-0.00213843j -0.00122782+0.000127055j -0.000609666+0.00101513j 
0.00283132+0.00130389j 0.000851484-0.00152788j -0.00168278+0.00267276j 0.00208259-0.00453618j 0.0100049-0.00131345j 0.00246977-0.00506821j 0.000181191+0.00326801j 0.00605883+0.00492168j -0.00502227-0.00477377j -0.00389958+0.00431929j -0.00813858+0.00376358j 0.00389347+0.00180449j -0.00136329+0.000908569j -0.00484558-0.00694868j -0.00161897-0.00259118j 0.00137074+0.000175344j -0.00151778+0.000873929j 0.00168747+0.00260973j 0.00317905-4.16796e-06j -0.00569308-0.000629719j -0.00353035+0.00309631j 0.00230948+0.00647607j -0.000421198+0.00514046j 0.00242619-0.00471408j 0.00197941-0.000228705j 0.000638632+0.000942583j 0.000916945+0.000137484j 0.00201811+0.0026752j -0.00116598-0.00199903j 0.00209529-0.00259934j -9.53006e-05-0.00109535j -0.00299502-0.000742243j 0.00373259+0.00196283j 0.00405742+0.000106776j -0.0042075-0.00105551j -0.000971453-0.00182187j 0.00280025+0.00392696j -0.00272257-0.00289415j -0.00246023+0.00198424j 0.000708814-0.00090225j -0.00361135+0.00976822j -0.00897933+0.00583753j -0.00785171-0.00112601j 0.00221616+0.00212217j 0.00878088-0.00696852j 0.0107255-0.00454815j 0.00067951+0.00447854j -0.00542818-0.00432195j -0.00177108-0.00628112j -0.00804827-0.00531724j -0.00186938+0.00659656j -0.00349498+0.000596813j 0.000841997-0.0118113j 0.00553825-0.00641614j 0.00706748-0.00719508j -0.0033952-0.00441417j 0.00334829+0.00392539j -0.00352632-0.000714924j -0.00400776-0.000173346j 0.00275516+0.00468684j -0.00664528+0.00275374j 4.40343e-05+0.0038994j 0.00467777+0.000549125j -0.00175101-0.00272383j 5.4153e-05+0.000749868j 0.0022572-0.000170291j -0.00201742-0.00136601j 0.00208397+0.00129472j -0.00100945+0.0021979j 0.000358017-0.000311972j -0.000243325-0.000622831j -0.000566777+0.000314324j 
