-0.128013-0.214045j -0.215337+0.128163j 0.0301509+0.14373j -0.156749+0.0319433j 0.0253169+0.0296597j -0.00998839+0.0608421j -0.0412389-0.0253107j -0.0137671-0.00351061j 0.0333056+0.0476299j -0.0215386+0.0249683j -0.0572579-0.0132753j -0.025185+0.041737j 0.00788279-0.0395869j 0.0216665-0.0270053j 0.0204952-0.0279083j 0.058781-0.0103043j 0.0375382+0.0126549j 0.0233473-0.0674633j 0.0091418+0.00123129j 0.0437887+0.0388772j 0.0587839+0.0214129j 0.0302793+0.0108335j 0.0290867-0.0531368j -0.0453595-0.0973893j 0.0508796+0.00526157j 0.0785744-0.0643822j 0.0697097-0.0502126j -0.0833616-0.070899j -0.0786213+0.0525359j 0.00984477-0.0859435j -0.151094-0.102723j -0.098984+0.112464j 0.128792-0.0109908j -0.0676593-0.127028j -0.106876-0.0658658j 0.0309303+0.142009j -0.0179045+0.0835075j -0.0220241+0.0738464j 0.00343143+0.128131j -0.0295515+0.0708356j -0.0944723+0.0285323j 0.0438426-0.0744641j 0.0320233+0.0361068j 0.0311457-0.0505382j -0.073106+0.10078j -0.058478+0.0793182j 0.00870159-0.0237595j -0.0217637+0.0341761j 0.0159727-0.00201102j -0.0394108-0.0708015j 0.0344893+0.0372049j -0.0031176-0.0555025j 0.0397776-0.0219532j 0.129484-0.0608433j 0.0780457-0.0135277j 0.109167-0.0182101j 0.0198451-0.00234406j 0.0300253-0.00196813j 0.00443472-0.0312625j -0.0415534+0.0169067j 0.0891995-0.0566169j -0.131324+6.68705e-05j 0.0413641+0.0689659j -0.107835-0.041419j -0.125035-0.134321j -0.0528173-0.057584j 0.0298826+0.124867j 0.119284-0.155779j 0.227003+0.123258j 0.111226-0.20389j 0.234503+0.117864j 0.11718-0.233162j 
0.00103719-0.000768378j -0.0010277-0.00198742j -0.00390691-0.00291305j -0.00118813-0.00150264j -0.0010082+0.00254372j 0.00483174+0.00270148j 0.000533747-0.00204886j -0.00430263+0.000994881j -0.00275508-0.00154282j 0.00446163+0.00545873j 0.00624043+0.00369637j -0.00333164-0.00760404j 0.00493439+0.000570286j -0.000374865+0.00444734j 0.00411807+0.0106243j -0.00559291+0.00563855j 0.00473233+0.000891217j 0.00511265-0.00447207j 0.00275191+0.000880278j -0.00169702-0.00542093j -0.00325916-0.00913742j -0.00985315-0.00108789j -0.00378223-0.000394771j 0.0013503-0.00469858j 0.00380806+0.00395088j -0.00379112-0.0013141j -0.00216307+0.00848467j -0.00734721+0.00622447j 0.00235391+0.00339996j 0.00630046-0.00125965j -0.00127139-0.000941782j 0.0044576-0.00122294j 0.00105642+0.00308948j 6.88268e-05-0.003315j 6.24671e-05+0.00512367j -0.00136482+0.00110415j -0.000299997-0.00115424j 0.0020157-0.0019376j 0.00173941-0.00182992j 0.000718097+0.000168038j 0.00231869+0.00106999j -0.00108059-0.00138156j -0.00142754+0.000162645j 0.000227722+0.00164793j -0.000516059+5.07661e-06j 0.00134698+0.00217121j 0.00132458-0.00157095j -0.00233944+0.00165866j 0.00205084+0.000590344j 0.00121335-0.00110842j -0.000180395+0.00011509j -0.00177507+0.00112385j 0.00317209-0.00210819j -0.00264328-0.000605617j -0.00173437-0.0013887j -0.00182307-0.00196861j -0.00212264-0.000338938j 0.000170905-0.00199167j -0.000385384-2.59767e-05j -0.00163415-0.0021587j 0.0028157+0.00301144j 0.000625432+0.000690426j -0.00257097+0.0002645j -0.0028108-0.000779526j 0.00102166-0.00204498j 0.0020468+0.000661626j 0.00176524-0.00386255j -2.83593e-05+0.00271408j -0.00295592-0.00229218j -0.000851702+0.000962435j 0.00193862-0.00132703j -0.00166493-0.00149251j 
0.00315311+0.00260797j 0.00193752-0.00321837j -0.00133935-0.000621377j 0.00111389+0.00406472j -0.00216292+0.00352233j 0.00525748-0.00236409j 0.000217953-0.000509627j -0.00159491-0.000927332j -0.00220084+0.00392164j 0.00246241-0.000937082j -0.00291373-0.00252407j -0.00232379-0.000215597j 0.00293416+0.0013853j 0.0009659+0.00123523j -0.00322105+0.00041601j -0.00545497-0.006038j 0.000405007-0.00173176j -0.00616294+0.000153771j -0.00375437+0.00231807j 0.00279054+0.00429959j -0.00149957+0.00375015j 0.0033007-0.00178105j 0.00584173-0.00356634j -0.00256771+0.00372342j -0.00284776+3.82287e-05j 0.00477744+0.00253542j -0.0003375+0.00100667j 0.00281709+0.00204872j -6.02797e-05-0.000707796j -0.00221225-0.00372276j 0.000622403+0.00226432j 0.00012884-0.0050545j 0.00230132+0.00170921j -0.000408516-0.000644432j -0.0015929+0.00647963j 0.00045473+0.00160462j 0.00150816-0.0001017j -0.00115176-0.000715219j 0.00092361-0.00189227j 0.00307845-0.00128776j 0.00669998+0.000287807j -0.0026042+0.000508206j 0.00178949-0.00391971j -0.00347792+0.00368651j 0.000878013+0.00334064j -0.00390146-0.000462253j 0.000363783+0.00213259j 0.00650411+0.00264493j 0.00854626-0.0004932j 0.00603276+0.00369718j 0.00157829+0.00505075j -0.00416576+0.00187054j 0.00311448+0.000380379j -0.00437866-0.00481545j 0.00194856+0.00206503j -0.00519589-0.0053297j 0.00132503+0.00952211j 0.00260622+0.000207753j 0.00209907-0.00285727j -0.00177161+0.00102047j 0.00117221+0.00991718j 0.0011843-0.000895775j 0.00213917-0.00056778j -0.00170918-0.0045497j 0.00246425+0.00141701j 0.00376288+0.000576969j -0.0020534-0.00287051j 0.0023378-0.00199806j -0.00281394+0.000269223j -0.00250318+0.00305239j -5.61454e-05-0.000124057j 0.00031891+0.00019455j 
0.000373936+0.000397237j -0.000225061-0.00069996j 0.000300756-0.00123406j 0.000139415+0.00436699j -0.000142545-0.00202957j 0.00396702+0.0015369j 0.00130964-0.00211635j 0.000261338+0.00123023j -0.00287385+0.00262169j 0.00285379+0.00215219j -0.00615575-0.00361065j -0.00214245+0.00205144j 0.0037221-0.000397303j -0.00245833-0.000608385j -0.000610028+0.000374087j -0.00630832-0.00702474j 0.000468773-0.00279091j -0.00346385-0.000999969j -0.00110478+0.00551873j 0.0024232+0.00300452j -0.00123773+0.00736146j 0.00697637+0.00643089j 0.00422745-0.00236311j -0.00529114+0.00430433j -0.00107144-0.000577854j 0.00802143+0.00112001j -0.0030314-0.00212503j 0.00302486+0.00156375j -0.000384855+0.000847517j -0.00335245-0.00459704j 0.000190719-0.00125301j -0.00240891-0.00479753j 0.00182927-0.000378414j -0.000233232-0.00123614j 0.000636725-0.000758127j -0.00341495-0.000367939j -0.00178412-0.00358888j -4.48735e-05-0.00304269j 0.00310086-0.00244687j -0.00237788+0.00104433j 0.00341904-0.000417031j -0.00493929+0.000148856j -0.000422345+0.000142785j -0.000305497-0.00110121j -0.00337698+0.000427243j 0.00309319+0.00450885j -0.000280756+0.000621841j -0.000114916+0.00447646j 0.000628904+0.000695234j -0.00122543-0.000394815j 0.000470627+0.000892097j -0.00391048+0.0013351j -0.000881245+0.000956838j 0.000131468-0.000673092j 0.0020793+0.000317234j -9.73551e-05+0.00520965j -0.00569616-0.000947526j -0.0010565-0.0015096j 0.000265204-0.000648524j -0.000405667+0.000311257j 0.00194229+0.000519194j -0.000503525-0.000978218j -0.000542138+0.00330735j -0.00114352+0.00297476j -0.000581691-0.000993964j 0.00289211+0.00127077j -0.000216068-0.00232477j 0.000559063-0.00440351j 3.24653e-05-0.000563138j -0.00185153+0.000628577j 0.000866181+0.00188167j 0.00239504-0.000841181j 
-0.000432684-0.00159317j -0.00140432+0.000189434j 0.00217428+0.00143713j -0.000578033+0.00119872j 0.00439781-0.00548112j 0.00263256+0.00388753j 3.39862e-05+0.000905459j 0.00325372+0.000145013j -0.00171573+0.00217578j 0.00968434+0.000342451j -0.00712481+0.0020612j -0.00258793-0.00279739j 0.00472165-0.000567121j -0.00400869+0.00101812j 0.00576504+0.00624636j -0.0050498+0.00718904j 0.00345957-0.00840575j 0.0065669-0.00558247j 0.00514396+0.00178531j 6.25702e-07-0.00145669j -0.00521377-0.00236746j 0.00666601+0.0108556j -0.00474745-0.00276087j -0.00168402-0.00567609j 0.00577162+0.00203319j 0.00667497+9.64503e-05j -0.00467811+0.000819477j 0.000795012+0.00292001j -0.000566353+0.000177752j -0.000270608-8.73823e-05j -0.000698395-0.000382344j 0.000235465+0.00123596j 0.000671141+9.63295e-05j -0.00157048+0.000857504j 0.00111798-0.00936585j -0.00192195+0.000356764j -0.00206764-0.00286139j 0.00533204-0.00300832j 0.000922211+0.00408284j -0.00700904+0.0100944j -0.00237647+0.00100112j 0.00313513+0.00150159j -0.00507228+0.000120631j 0.00406011-0.000759027j -0.00423991-0.00384405j 0.00687021+0.00194953j 0.00354018+0.00212486j -0.000247195-0.00343156j -0.00815645-0.00166723j -0.00199584-0.00351379j -0.000621757-0.00379451j 0.00318586-0.000560668j -0.00333651+0.00495931j 0.0020822-0.00165932j 0.00539445-0.00597484j 0.00291233+0.00896218j -0.00586474-0.0078936j -0.00494249-0.000818141j -0.0040627+0.00228479j 0.00709385+0.00238668j 0.000372911-0.00708404j 0.00347103-0.00309j -0.00197067+0.00411181j 0.00443359+0.00810578j -0.00740156+0.00183125j -0.000313289+0.00150399j 0.00132374-0.00266271j 0.00238127-0.00100167j 0.00170818+0.00142182j -9.52748e-06-0.00154547j 0.00175591+0.000606848j 0.000938368-0.00152338j 
0.00137396-0.000951296j -0.00117304-0.000535388j 0.000392375+0.00429246j -0.00324505-0.000581399j 0.00642685-0.00335468j -0.00230108-0.00567295j 0.000833896+0.00275348j 0.00465281-0.000442741j -0.00295893-0.000166574j 0.00474234-0.00204453j 0.0161297+0.00365847j 0.00249183-0.00402361j 0.00520247-0.00365021j -0.00484846+0.000460363j 0.00187598+0.0104477j 0.000763951+0.00262097j -0.000901232+0.00124057j 0.00252199-0.0034136j 0.00777788-0.00124037j -0.00111556-0.00533244j 0.00206653-0.000970305j -0.0081103+0.00654285j -0.00518841+0.00184097j -0.00539117-0.00748652j 0.00703065-0.00396848j -0.00564267-0.0025965j 0.0107584-0.00345162j -0.000997758+0.0054106j 0.00331161-0.000839149j 0.00130386-0.00409355j -0.00246528-0.000929104j -0.00230644-0.000158121j 0.000137357-0.00100376j -0.00180291+0.00250627j 0.00198343-0.00543562j 0.000599829+9.49469e-05j -0.000718256+0.000873137j 0.000299817+0.000650658j -0.00132105+0.000611573j -0.00258539-0.000758659j -0.00437548-0.00199372j -0.000759137+0.00151888j -0.00182739+0.000896814j 0.00205223-0.00154576j 0.00252129-0.00120207j 0.00461381+0.000302193j 0.000510019-0.000326179j -0.00137843-0.00669713j -0.00533666-0.00200889j 0.00214596-0.00258553j -0.000415065-0.00167512j 0.00322276+0.0024164j -0.00231815+0.000415973j 0.00124345+0.00146785j 0.00135942-0.00444666j 0.00315009+0.00131305j 0.00363876-0.00310385j -0.00191469+0.000315839j -0.00214862+0.000586394j 0.00444521+0.00227092j -0.00249656-0.00440658j 0.000264663+0.00158053j 0.0016678+0.00187312j 0.000710438+0.000226805j -0.00270221+0.00149125j -0.00159315+0.000756276j 0.000220113-0.00012312j 0.00106483+0.00134823j 0.000561261+0.00105268j 5.51736e-05-0.00314427j 0.00109554+0.00123896j 0.00129548-0.00078793j 
-0.00038813-0.00083478j -0.00135338+0.000610496j -0.000572395+0.00410306j -0.000730256-0.00139067j 0.00427343+0.00609108j -0.00193142-0.0104165j 0.00114561-0.00162018j -0.00442411+0.00110404j -0.00315372+0.00599947j -0.00386512+0.0106349j -0.000422248+0.00448627j -0.00600888-0.00383506j -0.000958525-0.000201686j 0.00383847+0.0053152j 0.0034403+0.0010635j -0.00499356+0.00175987j 0.0102192+0.00637159j -0.00555213+0.00405979j -0.00720371-0.00417433j -0.0023126+0.00656156j -0.00522443-0.00255652j -0.0120311-0.00664547j 0.00843002-0.00679364j -0.0043241+0.00328679j -0.00465706+0.000227374j -0.00082238-0.000705377j 0.00179107+0.0046261j 0.00109911+0.00172208j -0.00130459+0.000394186j -0.000604328-0.00273937j -0.00244991+0.000645518j -2.77195e-05+0.000224291j -0.000398223+0.00357045j 0.000809679+0.00333534j 0.00538519-0.00192598j 0.00333518-0.000107312j -0.00200555-0.000317994j 0.00249118-0.00140903j -0.00474201-0.00353269j -0.000353937-0.00374772j -0.00308635-0.000373159j -0.0054422+0.00109978j -0.00196215+0.00522604j -0.00351397-0.00695142j -0.000970469+0.00334268j 0.00286269+0.00349273j -0.00335072+0.00295968j -0.00139713-0.00298884j -0.0055131+0.000784315j 0.00130914-0.0021497j -0.00415463+0.000458677j -0.0035038-0.00117907j -0.00764436-0.00646178j 0.00170039+0.0030105j -0.000563528+0.000616568j 0.000102656+0.00437997j 0.000847009-0.00132743j -0.00178605+0.00400195j 0.00298926+0.00203621j -0.00156094+0.00368745j -0.000846371-0.0018632j -0.00554274+0.00852796j 0.00297683+0.00164803j -0.00583979+4.95124e-05j 0.00106285-0.00240625j 0.00176133+0.000694013j 0.0015486-0.00161852j -0.000807588-0.0028581j 0.000759374-0.00044421j 8.20407e-05+0.000416796j -0.000664426-0.000849963j -0.000656367+0.000692316j 
-0.00399049-0.00092717j -0.000496707+0.00362873j -0.0010581+0.000938646j 0.000801197-0.00337405j 0.000660376-0.000257044j -0.000721604-0.00343979j 0.00142551-0.00279761j -0.00307066+0.00186519j -0.00176783+0.00267262j -0.00679529+0.00940595j -0.00758318+0.0036006j -0.00427518+0.00118455j -0.00303162-0.00100444j 0.00175077+0.00207504j 0.00496-0.00515277j -0.00238343+0.000417862j 0.00550241+0.00497778j -0.00472701+0.00320027j -0.00546018-0.00262443j -0.00313467+0.00557997j -0.00470959+0.00190685j -0.00271884-0.00268329j 0.0065948-0.0031705j -0.00469217+0.00545669j -0.00439907-1.93054e-05j 0.00201721-0.00139824j -0.00501104+0.00254785j 0.000703825-0.00171457j -0.0033555+0.00062272j 1.05693e-06-0.00145375j 0.00102635-0.00275603j -0.000534813-0.000237886j -0.0010842+0.00175706j 0.000534039-0.000475068j 0.00582508-0.00134545j 0.0068211+0.00338813j -0.00212772+0.00763644j 0.00012797-0.00153165j -0.00314623-0.00493197j 0.00302129-0.00484327j -0.00851917+0.00269587j -0.000643193-0.00183999j 0.00105178+0.00582556j 0.000286961-0.00517823j 0.00180435-0.00198884j 0.0027684-0.00341842j -0.00115024-0.00115521j -0.00472244-0.00740628j -0.0082902+0.0014235j 0.0102211+0.00145737j -0.00430765+0.00370795j 0.000339222+0.00546074j 0.000613446-0.00166784j -2.82749e-05+0.000131235j -0.00156885-0.00948343j 0.00414495-0.0103823j 0.00322879-0.000579391j -0.000218718+0.00123257j -0.00293386-0.000453853j 0.00420607+0.00195661j -0.00530954-0.000529928j -0.00112999+0.00764993j 0.00246006+0.00119083j -0.00502046-0.0068462j -0.00209635-0.00123519j 0.000396676+0.00328145j -5.93889e-05-0.00212472j 0.00316854+0.00809261j -0.00132365+0.00201046j -6.40368e-05-0.00164943j 0.00176019+0.000438137j 0.000496071-0.00118388j 
0.00144905+0.00299369j 0.00266909-0.00140075j -0.0015808+0.000622015j -0.00101156+0.00253406j -0.00346508+0.00954333j 0.000633381+0.00166273j -0.0028609-0.00066759j -0.00286264+0.00127924j 0.00304179-0.000482566j -0.00026826-0.00115817j 0.000703608-0.00333736j 0.00176075+0.00214715j -0.00110105+0.00396518j 0.00515711-0.00342015j -0.00969363-0.00282708j 0.00079626-0.00658266j -0.00153697-0.00123113j -0.00301332+0.00156157j -0.00522691+0.00318394j 0.00530285+0.00193835j 0.0030536+0.00177084j -0.00136326-0.00556724j 0.00197572-0.00180513j 0.00530779+0.00304598j -0.00397183+0.0015118j 0.00012823+0.00177181j 0.00171415+0.000951813j -0.00243131-0.00147713j 0.00180638-0.00110914j 0.00212804+0.00184264j 0.00119562-0.00112118j -0.000596656-0.00203377j -0.000851258-0.000962635j -0.00417395-0.00305641j -0.00311128+3.71414e-05j -0.00624576+0.00216241j -0.000958231-0.00198456j -0.000692091+0.00101431j 0.00328325+0.00571185j -0.00438291+0.00755866j -1.85832e-05+0.000596976j 0.00471055-0.000712326j -0.00147058-0.00459628j 0.00592871+0.00600872j 0.00219828-0.00726645j 0.00356016-0.00223876j 0.00480592-0.00225108j -0.00167222+0.000276263j 0.000885436-0.00247808j -0.00323978-0.00144366j 0.00217296-0.00137797j 0.00510238+0.0022394j 0.00410378+0.00591271j 0.000780458-0.00188657j 0.0025453-0.00475811j 0.0017379+0.000216721j -0.00205967-0.00489497j -0.000669971-0.00669504j -0.00670801-0.000653887j 0.00403681-0.00242483j 0.00267477-0.00254148j 0.00823288-0.00644381j -0.00625522-0.00145468j 0.00424073+0.00536818j -0.00508074-0.000207914j -0.00175126-0.000514399j 0.00109605-0.000736594j 0.000170115+0.00496712j -0.00173953-0.00106264j -0.00178848-0.00177988j 0.00118765-0.000907613j -0.00124521-0.000789716j 
-0.000928982+0.000370107j 0.000513766+0.000721579j 0.0004786+0.00125438j -0.000403715-0.00159668j 0.00058126+0.0024577j -0.00176848-8.79556e-06j -0.000788402+0.00111681j 0.000458272-0.000314995j 0.00114019-0.00067833j 0.000594262-0.00235941j -0.00108777+2.55967e-05j 0.000477035-0.00106016j -0.00289046+0.00129182j 0.00108631+0.000128999j 0.001036-0.00135716j 0.00296048+0.0039384j 0.000907823-0.00109987j 0.00225626+0.000934777j -0.000130236-0.0030075j -0.000626942+5.72445e-05j -0.000929272-0.00526172j 0.00026592-0.00299929j -0.00123442-0.000434941j 0.00361501-0.00307745j -0.000227249+0.00191776j -0.00119094+0.000688165j -0.000443149+0.00151715j -0.00162572-0.000659223j -0.000596253-0.000127637j 0.000181337+0.0036823j 0.000443933+0.00246003j 0.00226682+0.00194647j 0.00161817+0.000605728j -0.000487675+0.000925749j -0.00112343-0.000762329j 0.00168139-0.000115096j 0.0011518-0.00102453j 0.00114642-0.00157915j -0.000105022+6.38373e-05j 0.00192568+0.00182017j 0.00444695+0.000543402j 0.000107748+1.55252e-05j -0.00239739-0.00259235j -0.00326747+0.00110145j -0.00149914+0.00117302j -0.00372828+0.00223473j 0.00290605+0.00234696j 0.00410386-0.00253835j 0.00169027-0.000708346j 0.00399201+0.00179062j 0.00258061+0.000351433j -0.0015064-0.0015159j 0.00114408+0.000948368j -0.00302717-0.00335144j 0.00202952-0.000242141j -0.00468439+0.00179379j 0.00272856+0.00189079j 0.000478007+0.000314314j 0.000612538-0.00160777j 0.00236696+0.000732163j -0.000598773+0.00304298j 0.00111079-0.00278267j 0.000213219+0.000294339j 0.00181852-0.00219498j 0.000504496+0.0025918j 0.000526789+0.000337157j -0.00224621+0.000383756j 0.00532565-0.00199853j 0.00153981-0.000121374j -0.00193907+0.00105536j -0.000113414+0.000616792j 0.00106124+2.01252e-05j 
0.000407177+0.00132683j 0.00142883-2.80623e-05j 0.00108244+0.00140332j 0.000809678+0.000171261j 0.00012142-0.000962384j -0.0025436-0.00211161j -0.000230108+0.000755745j 0.00194922+8.4983e-05j 0.000547719+0.000138789j -0.00261058-0.00263301j -0.00270313-0.00240514j 0.00314586+0.00358362j -0.00216322-2.32963e-05j -0.00117289-0.00430318j -0.00373203-0.00394874j 0.00128288-0.00494835j -0.0034195+6.5144e-05j -0.00238827+0.00367135j -0.000654207+0.000945939j 0.00149278+0.00198857j 0.00351809+0.00554279j 0.00647391+0.000861088j 0.00239523+0.000531081j -0.000455067+0.00238325j -0.0024751-0.00155512j 0.00205914+0.000524891j 0.00107429-0.00511509j 0.00369798-0.00322639j -0.00161112-0.00120558j -0.00471339-0.000468195j 0.000322477+0.00142806j -0.00217701+3.21733e-05j 0.00178009-0.00179404j -0.00100318-7.50476e-05j 0.000650685-0.00205012j 0.000686747-0.00068034j -0.000336166-0.000101786j -1.37719e-05+0.000183995j 0.0012784-0.00085328j 0.000195024-0.000832587j 0.00320151-0.000294452j -0.00127172+0.000605699j 0.00102602-0.00271977j -0.00283463-0.00126119j -0.000985754+0.0033362j -0.00467815+0.000228142j -0.00209911+0.00401122j 0.00478955-0.00105929j 0.00317783+0.000329937j 0.00389774+0.0037007j 0.00201904+0.0019524j -0.00128617-5.97389e-06j -0.00189376+0.00142208j -0.000836025-0.00254996j 0.00364087+0.00314395j -0.00234352-0.001069j 0.00271674+0.00352494j 0.0010663+0.00147635j 0.00250329-0.00101335j -0.000448285+0.00365607j -0.00144001+0.00421562j -0.000348843-0.000602249j 0.00302128+0.00141732j 0.000551825-0.000845694j 0.000903156+0.00278214j 0.000846758+4.05845e-05j -0.00166284-0.000296396j 0.000166875-0.00241368j 0.00157652+0.00288535j 0.00128053+8.78812e-05j -0.000816217+0.000912231j 0.00121886+0.000619818j 
-0.00115249+0.000681258j 0.000782497+0.000758447j -0.000622123-0.000321835j 0.00228002-0.0025845j 0.00204422+0.00408245j -0.000808461+0.000844994j -0.00212096-0.000350541j -0.000676431+0.00459365j 0.00147931-0.00511436j -0.00708287+0.00338441j -0.00865715-0.000212679j 0.00212677+0.00520057j -0.00616513+0.00226465j 0.00259647-0.00631206j -0.00345266-0.00828936j 0.00374522-0.000821815j -0.000892751+0.00204209j -0.000597876+0.00516511j -0.00191383+0.000555037j -0.00199588+0.000230305j 0.000535433+0.00123162j 0.000131275-0.00272574j 0.000813125+0.00258152j 0.00620032+0.000621205j -0.00228703+0.00182246j -0.000767045-0.000153995j -0.00149118+0.00097996j -0.00142798-0.00303417j -0.00104559-0.000299424j 0.00017476+0.00292058j 0.000581957-0.000410102j 0.000370551+0.00124397j 0.00105492+0.000322462j -0.00127786-0.000778101j 0.00224041-0.00197611j 0.000585153+0.00242211j -0.00160923+0.000125418j 0.00198224-0.00122854j 0.000535725+0.000740763j -0.000291037+0.00378664j -0.000599254+0.000776184j 0.00315157-0.000869373j 0.000813992+0.00330183j -0.000418935-0.00103989j -0.00467194-0.00127781j 0.000751864-0.000967985j 0.00163047+0.000405167j -0.000425851+0.00112049j -0.00316233+0.00339043j 0.00016466+0.00162145j -0.00169567-0.000409481j 0.000281515-0.000618058j -0.0025579+0.00359974j -0.000717352-6.18238e-05j -0.000886525-0.00179526j 0.00263636+0.00193745j -0.0048248-0.00237729j -0.000999861+0.000622352j -0.000193942+0.00141468j 0.00157027-0.000269137j 7.24748e-05-0.00234636j 0.00162822+0.000829723j -0.00230958+0.00174318j 0.00131209+0.00229326j -0.00200245+0.000356656j 5.07488e-05+0.00131209j 0.00121826-0.00233844j 0.00044883+0.000951222j 6.1051e-05-0.000634621j -0.000909287+0.000578079j 0.000257221-8.02748e-05j 9.21279e-05-0.000124308j 
0.00194479-0.000814108j -0.000498921-0.00262453j -0.000886037-0.00051627j -0.00255637+0.00214514j -0.0126354-0.00142155j 0.00133731+0.00369384j 0.000138953+0.003382j 0.000140718-0.00938471j 0.00183884+0.00739212j 0.0104968-0.0127426j 0.00955863-0.00224044j 0.00132566-0.00742462j 0.00681846+2.33743e-05j -0.00182287+0.00782411j -0.00418891+0.00988297j -0.00116789-0.00249528j -0.00338792-0.00619522j 0.00202012-0.00842421j 0.000473765-0.00160232j 0.00808256+0.00130865j 0.00536316-0.00260324j 0.00731419-0.00249854j -0.00106987-0.00413105j -0.00237314+0.000310881j 0.000574021-0.00250281j 0.00308564+0.00371083j 0.000429246-0.00401179j 0.00166493-0.00410279j 0.000152936-0.004046j 0.000586162+0.00352023j 0.00251711-0.00110201j -0.000710813-0.00121179j -0.00236194+0.00412031j 0.00394725-0.000183412j -0.00314992-0.000800027j 0.000599725-0.00390054j 0.00039566+0.00119017j 0.000161904-0.00406994j -0.00757919+0.00151587j -0.000392648+0.003547j -0.00831764+0.00798359j -0.00488731+0.00143376j -0.00667777+0.000419475j 0.00106697+4.36947e-05j 0.00796522-0.00466311j 0.00976563-0.000466312j 0.000720906+0.00248074j -0.00431328-0.00336221j -0.00310004-0.00500163j -0.00804107-0.00558469j -0.00519716+0.00389266j -0.00400229-0.0036757j 0.00138499-0.00934553j 0.00603127-0.00211563j 0.00459209-0.00430353j 0.000213873-0.00157681j 0.000433435+0.00142204j -0.00237687-0.0011629j -0.00255805-0.000467739j 1.6378e-05+0.0025148j -0.00410474-0.00305197j -0.00211467+0.00625374j 0.000406668-0.00053249j -0.00193925-0.00258612j 0.000905294-0.0027177j 0.000271513+0.00104436j 0.000110748-0.000449513j 0.000947676+0.00316473j -0.0015638-0.00121661j -0.00168595+0.00100049j -0.000607714-0.00184544j -0.00178445+0.000682084j 
8.12658e-05-0.000850236j -0.00128865-0.00111261j -0.00351477-0.00333352j 0.00124802-0.000963784j -0.00383896+0.00350552j 0.00182526+0.00306448j -0.00184295-0.0013671j -0.00255599+0.00321467j 0.000662975-0.00456673j -0.0038098+0.00023112j 0.00169226-0.00230199j 0.00349264+0.00193997j -0.000342762+0.000746792j 0.000468189-0.00424431j -0.00620306-0.000438112j 0.00118256-0.00628122j -0.00445572+0.00277497j -0.000247865+0.000266861j 0.000734914+0.0041688j 0.00167732-0.00292632j 0.00512235+0.00316559j -0.00123463-0.00144546j -3.5437e-05+0.00364905j 0.00394582+0.0018043j -0.000415107+5.19948e-05j -0.00113637-4.73599e-05j 0.00150639-0.000562055j -0.00273375-0.002759j 0.00148721-0.000422315j 0.00188167+0.000992901j 0.000330266-0.00355323j -0.000757377-0.00239823j -0.000667005+0.00273247j 0.0007213-0.00197106j 0.00116715-0.00187021j -0.00212576+5.20865e-05j -0.00464485-0.000153579j 0.00114967-0.0044635j -0.00364795-0.00119284j -0.00227777+0.00364766j -0.00378363+0.00350911j -0.00320014+0.00273759j -0.00314731+0.00630715j -0.000493277-0.0035218j -0.00230927-0.00144796j 0.0108478-0.000287936j -0.000310336-0.000717634j -0.00651426+0.00388452j -0.00562489+0.00269462j -0.00934916-0.00368494j -0.00505401-0.000803084j -0.00199421-0.000665087j -0.00369794-0.00498568j 0.00368983+0.00251786j -0.00256965-0.00236043j 0.00589408+0.00458384j -0.00851446-0.00393245j -0.00401967-0.000330293j -0.00111789+0.00330497j -0.00264996-0.00074758j -1.59551e-05-0.00654159j -0.00193206+0.00601243j -0.00184188+0.00305623j -0.00156327+0.00426807j -0.000158086-0.00392843j 0.0025535+0.00208806j 0.00349669-0.00507327j -0.00403628+0.000966994j -0.000519164-0.00291061j -0.0006971-0.00034872j -0.000550546-0.00131481j -0.00137105+0.000739353j 
