-0.0013953-0.00783207j 0.00790503-0.00118712j 0.00605504-0.00506309j -0.00575322-0.00702389j 0.00533947-0.000927316j -0.00460083-0.00100185j 0.00320897+0.00628655j 0.00672651-0.00315574j -0.000289799+0.0023846j -0.000832013+0.00225856j 0.000310351+0.00356447j -0.00463497-0.00151071j 0.00385395-0.00476374j 0.00134863+0.0018427j 0.000720408-0.000893814j -0.00110593-0.00169276j -0.00198148+0.000721381j -0.00164394-0.00288932j 0.00230838-0.000678892j -0.00367099-0.00487529j 0.000411274+0.0020244j -0.000977789+0.00147396j 0.00230106-0.00436242j 0.00323502-0.000394887j -0.00215138+0.000816135j -0.00263676+0.000364742j 0.0010907-0.000166208j -0.000138007+0.00240487j 0.00011548-0.00208563j -0.00201224+0.00176721j 0.000740206-0.000544542j 0.00275366+0.00257796j -0.000351005-0.000532185j 0.00097837-0.00147847j -0.00274508-0.00143251j -0.0013103-0.00383887j -0.00272548-0.00150088j -0.00131772+0.00433586j -0.000735362+0.000924293j -0.00033751+0.00261747j 0.00070654-0.00174796j 0.00128939+8.92661e-05j 0.00157374-0.000320812j 0.000569578+0.000826309j -0.00134431-0.00322419j 0.003375+0.00128774j -0.00141079+0.000222538j -0.00132063-0.00236194j -0.000311546+0.000412096j -0.00262436-0.000493759j -0.000233994-0.00294244j -6.97888e-05+0.0025255j -0.000942332-0.000801498j -0.000586314-0.000252664j -0.00111154-0.00329506j -0.000233362+0.00108216j 7.80813e-06-0.000176191j 0.00182861+0.000940418j 0.00323502-0.00420672j -0.000727746-0.00107014j 0.00163189-0.000454993j -0.00212823-0.00336487j 0.00113917+0.00551482j -0.00499675-0.000176695j 0.00186069-0.00069292j -0.00688324+0.00926841j -0.0108827-0.00661954j -0.00936141-0.0087631j 1.4913e-05+0.00812076j -0.00101588-0.00427816j -0.00781374-0.00612179j -0.00144963+0.0076349j 0.00127194-0.00587144j 0.0107734+0.00516837j -0.00540472+0.00734589j -0.011363+0.0130906j 0.0145652+0.0124374j 
0.00102944-0.00183377j -0.000900992-0.00208371j 0.000257815-0.000977986j 7.57714e-05+0.000864344j -0.000309725-0.00158584j 3.18506e-05-0.000444534j 0.000811203+0.00151147j 0.000620025-0.000526793j 0.00255016-0.000674122j -0.00115193+0.00251205j 0.000137615+0.00160306j 0.000221523+0.00148173j -0.00150616-0.0037994j -0.00397139-0.000187489j -0.000478188+0.00294919j -0.00284879+0.00164047j -0.00541587+0.00211869j 0.00489143-0.0117574j 0.00191474+0.0002909j 0.00242726-0.00167743j 0.00334909-0.00961361j -0.00824025-0.00493071j -0.000189639-0.00169926j 0.000855867+0.0119679j 0.00346811-0.00232537j 0.0057131+0.0126477j -0.000871738+0.0111991j 0.000308166+0.00526102j -0.00500383+0.0040257j -0.00119418-0.00463629j -0.00794181-0.00360003j 0.000362605+0.0118804j -0.0010175-0.00862546j 0.00332797-0.00473235j -0.00248384+0.00697565j 0.00226246-0.000566892j 0.00183306+0.0145974j 0.000627003-0.00122205j -0.00102385-0.00285204j 0.0032775+0.00197498j 0.00450538-0.00693773j -0.00172777+0.00227131j 0.00206206+0.00709634j 0.00531102-0.0122089j 0.00268353+0.0140783j 0.000348616+0.0126928j -0.00543362+0.00455431j 0.00381108+0.000651175j -0.00768897+0.00232505j -0.000258152+0.00829346j 0.00243246-0.00193175j 0.00147654-0.00908j 0.0045748-0.00876446j 0.00293128-0.00930708j 0.00309997-0.0037667j -0.00125578+0.00386126j -0.000780854+0.00818915j 0.00197265+3.13075e-05j 0.00344233-0.00149348j 0.000193424-0.000557796j 0.00341338-0.000111832j -0.0036803-0.00146381j 0.00110421-0.000184738j 0.000878991-0.00282654j -0.00382898-0.000537047j 0.00104871+0.00154875j -0.000366084+0.000513839j -0.00171258+0.000412078j 0.000622607+0.00369479j -0.000598917+0.000806803j 0.00108195-0.00269588j -0.000137318-0.00189386j -0.00198562+0.00075514j 0.000692492+0.00233172j -0.000430002-0.00120922j -0.000783593-0.000382865j 0.000725541-0.00257148j 
0.000389896-0.00348097j -0.00252226+0.00377175j -0.00352142+0.00275744j -0.00181253+0.000587967j 0.00366973+0.0010764j 0.00299696+0.00262416j -0.00116899-0.000821516j 0.00204418+0.00579661j -0.00593785-0.000514075j 0.00255072-0.000460643j 0.000399599+0.00343492j 0.00200857+0.00357832j 0.001902-0.00656447j 0.000901003+0.00135304j 0.00124213-0.00834471j 0.000673281-0.0046201j -0.0014401+0.00151306j -0.00233775+0.00709683j 0.000592868-0.00423395j 0.0018927-0.00370375j 0.00192755-0.000602968j -0.00142364-0.0110635j -0.000677673+0.00511055j 0.00651959+0.00110766j 0.00341104-0.00302146j -0.00208412-0.0048095j 0.00451088-0.00638251j 0.0124392-0.00567893j 0.00106274-0.0122437j -0.00243711+0.00365757j -0.00162633-0.00094316j 0.000654501+0.00814771j 0.00638083+0.000620481j 0.00154531+0.00554045j -0.00192561+0.0112684j -0.0013648+0.00598951j -0.00398345+0.00703659j 0.00326874-0.00660839j -0.00637301-0.00389219j 0.00359371-0.00116604j 0.00176106-0.00555689j -0.00356017+0.00678303j -0.000476855-0.000610048j -0.00279698+0.00738887j -0.000488228+0.0140718j 0.000807852+0.000546063j 0.000843089+0.00301076j -0.0055262+0.00509901j 0.0013997-0.00770111j 0.000295952+0.0117825j 0.00279611-0.00211608j -0.00238377-0.00112432j -0.00376888+0.000974324j 0.00148246-0.000644304j -0.00477404+0.00830731j 0.00119898-0.00257853j -0.000317015+0.000746388j 0.00159227-0.00261172j 0.000192324+0.00203723j 0.000326334+0.00272489j 0.00313132-0.00173468j -0.0045794+0.00471987j 0.000785371+0.00410927j -0.00265292-0.00136403j -0.0029395+0.0050121j 0.00156644-0.003372j 0.000454618+0.00374403j 3.78261e-06-0.00153339j 0.00360897-0.00228819j -0.000898539+0.00121715j -0.00163402+0.00233601j 0.000410342+0.00140264j -0.00120393-0.00347286j 0.00258151+0.00173588j 0.000727714-0.00437412j -0.000249798+0.00313606j -0.0012668+0.000934551j 
-0.00238894+0.00259165j 0.00234805+0.00345359j -0.00536598+0.000153364j -0.000840043-0.000489411j -0.00253576+0.00136866j -0.00256035-0.00494323j -0.00244841-0.004048j -5.62441e-05-0.00212246j -1.03232e-05+0.00197088j 0.00128186+0.00521745j -0.000387895-2.73011e-05j -0.00134485-0.00313659j 0.00221279-0.00472509j -0.0065497-0.00370706j -0.00624305-0.00176454j -4.50985e-05-0.00666748j -0.000496335-0.00216651j 0.0032163+0.000428053j 0.00460366+0.00623301j 0.00172516+0.000567186j 0.000377921-0.000316623j -0.00032995-0.00895084j 0.0028768-0.00612763j 0.00373693+0.000402531j -0.005245+0.0137679j -0.0153209+0.0132275j 0.008899+0.000807393j -0.000623935-0.00603301j -4.88323e-05-0.00183432j 0.00584676+0.00552163j 0.000148962-0.00826002j -0.000334981-0.00120588j -0.000152775+0.00284574j -0.00660583+0.0067515j 0.00112598+0.00155176j 0.00232775-0.00372451j -0.00061461-0.00414394j -0.00224108-0.00351325j -0.000874543-6.96476e-05j 0.00100596-0.00866368j -0.0031008-0.00105289j -0.00111733+0.000521875j 0.0028899-0.00364684j 0.00154809+0.00628301j 0.00339016-0.00139349j -0.00358312+0.00332819j 0.00403261-0.00330762j -0.0021607-0.00272227j -0.00595735+0.00257396j -0.0032587+0.00223056j -0.000563678+0.00341095j 0.00722091-0.000744352j -0.000828012+0.00326837j 2.52274e-05+0.00337677j 0.00644052-0.000302874j -5.18821e-06-0.000962797j 0.00315296+0.000639256j 0.0033499+0.00168071j 0.00114201+0.00443197j 0.00145169-0.00201161j -0.00318251-0.00365027j 0.00291705+0.00211989j -0.00784926-0.00206845j -0.00101046+0.00230656j -0.00458549-0.00302864j 0.000373831-0.000448307j -0.00121164+0.00200656j 0.00272497-0.00403499j -0.00111729+0.000763233j 0.000308746-0.00176921j -0.00207175+0.00255054j -0.00306462-0.00459016j 0.00356048-0.000682832j -0.00279472-0.00541974j 0.00134857+0.00300744j 0.00236627+0.000227023j -0.000441934+0.00216066j 
6.5234e-07-1.42752e-05j 0.00288541-0.000479132j 0.000955416-0.000854645j -0.000202511-0.00207666j -0.00182362+0.00168892j -0.00282408+0.00151188j 0.00282189-0.00174528j 0.00129875-0.00049569j -0.00309735+0.00554678j 0.00026168+0.00435772j 0.00412852-0.000478624j -0.000994923-0.000968645j -0.00244416-0.00161917j 0.0024669-0.00940786j 0.00205837-0.00746847j 0.00313695-0.00281114j 0.00299375-0.00410243j 0.00263794+0.00348165j -0.00250409+0.00595262j 0.00693802-0.00358066j 0.00401486-0.0101099j -0.00340562+0.013431j 0.00276277+0.0101668j 0.00560455+0.00486536j -0.000700567-0.0106626j 0.00573925-0.00648502j -0.00133413-0.0108157j 0.000910497-0.0085138j -0.00925518+0.00266829j 0.00118792+0.0120404j 0.000486499+0.00011608j 0.00189597-0.00140867j 0.00516805-0.00172332j -0.00223589-0.00124589j -0.00287545+0.0090629j 0.00331758-0.00761187j 0.00160156+0.00310729j 0.000100694+0.00042981j -0.00255305-7.53649e-06j 0.00714573-0.0025585j 0.00346021-0.011368j -0.000146361+0.00134587j -0.00174519+0.00637853j -0.000834466+0.00538737j 0.00372559-0.000595334j 0.00113956-3.9742e-05j -0.000232044+0.0067988j 0.00165452-0.0115264j -0.00680123-0.00767089j -0.00279611-0.00289695j 0.00500726+0.00453398j -0.00475695-0.00416804j 8.66711e-05-0.00604704j -0.0026913-0.00120546j -0.00275422+0.00337599j -0.00156973-0.00453339j 0.00172848-0.00722555j 0.00440652+0.000687868j 0.000241291+0.000911796j 0.00105001+0.00432916j 0.000880361-0.00706j -0.00179205-0.00386956j -0.00116385+0.000771756j -0.000893859+0.00212437j 0.00096212+0.00394947j -0.00115213+0.00288434j 0.00399923-0.00147208j 0.000108712-0.00206952j -0.00179906-0.00379369j 0.00520388+0.00011209j 0.00134807-0.00188859j -0.00040296-0.0014967j 0.0017261-0.00171614j -0.000362891+0.000187766j -0.000353931+0.00325901j 0.00112766-0.00111019j -0.0012408+0.000592299j 
-0.000301703+0.000241156j -0.00125768+0.00196686j -0.000163204+0.00228282j -0.00155561-0.00165443j 0.00347451+0.00229011j 0.00139645-0.00243082j -0.000215097+0.00409075j 0.00180865-0.00180747j 0.00157745+0.00423206j 0.000966551+0.000724183j -0.000157079-0.00112249j 0.00129745-0.00179045j -0.00274428-0.0107167j 2.72941e-05+0.000163822j -0.00114707+0.000475187j -0.00206279+0.00364352j 0.00111452-0.00678369j 0.0063881-0.00653408j -0.0030057-0.00141782j 0.00240799+0.00549176j 0.00715166+0.0173796j -0.0158565-0.0019657j -0.00301029-0.00408532j -0.000542874-0.00534921j -0.00190737+0.00364145j 0.0100521+0.00417529j -0.00611152-0.00746662j -0.00795726-0.00434517j -0.00549535-0.0172176j 0.00261004-0.00215051j -0.00525658-0.00799595j 0.00563116-0.00227574j -0.00309977-0.00161935j 0.00153696+0.00381943j 0.00562212-0.000390762j 0.00131186+0.00258125j 0.00214582+0.00284997j -0.00183658-0.000745391j 0.00350689+0.00264966j -0.00499299-0.00214853j -0.00560728+0.00180929j 0.00403517-0.00383302j -0.00283578-0.000294432j 0.00448815+0.000543186j 0.00477417+0.00135596j 0.00396662-0.00535379j 0.000288715-0.0106189j 0.00641935+0.00441615j 0.00113658-0.00966202j 0.00108977+0.00113361j -0.00145453+0.00371489j -0.00586436+0.0034343j 0.00498407-9.34099e-05j 0.0019203-0.000654868j 0.00436542-0.00615175j 0.00188515-0.00433998j 0.00214979-0.00319498j -0.00214692-0.000897784j 0.00168858-0.00374587j -0.000594791-0.00462917j 2.6538e-07-0.00185306j 0.000342679-0.000432311j -0.00299732+0.00616689j 0.000880792+0.00250051j -0.00237561-0.000373038j 0.000302126-0.000588038j 0.00183121-0.00312332j -0.000841724+0.00181555j -0.00217793-0.000611919j -0.000406696+0.000455961j -0.00146916+0.00176089j -0.00104314-0.000464221j -0.000810656+0.000775896j -0.00107051+0.00143547j -0.00168393-0.00132452j -4.80968e-05+0.0015853j 0.000384944-0.00159195j 
0.00113089+0.000274245j 0.00162088+0.00215603j 0.000211025-0.000800133j 0.000822856-0.00139031j -0.000287033-8.96679e-06j -0.000254564-0.00464986j 0.000627905-0.00489841j -0.000639386-0.00182084j 0.00074462-0.00368429j 0.00428342+0.00391027j 0.00064669-0.00252701j -0.00119101+0.00120538j 0.00168482+0.00201435j -6.15235e-05-0.00623855j -0.00183055+0.00466541j 0.0037795+0.00643812j 0.00339987+0.000698677j -0.00489659-0.000268214j -0.00331025+0.00655081j 0.0032479-0.00539874j -0.00348371+0.00940031j 0.000769944+0.00383868j 0.00860867-0.00139145j -8.47014e-06-0.00620771j 0.000630646+0.00289525j -0.00588985-0.0115112j 0.000445568+0.00801868j -0.0021692+0.010919j 0.000244146-0.00359718j 0.00433445-0.00149887j -0.000698383+0.00433634j 0.000570284+0.00210494j -0.00369253+0.00565753j 0.00579681-0.00488246j 0.00651597-0.00682216j -0.00795525+0.0121292j -0.00247918-0.00518328j 0.000445722-0.00351674j -0.00117341+0.00137608j -0.00198661+0.00181897j -0.00526111+0.0030075j -0.00422642+0.0049141j 0.00157075+0.00155957j 0.00275198-0.00454343j 0.00279808+0.00315976j 0.00297433-0.00741589j 0.00349386+0.0081385j -0.00379085-0.00345449j 0.000832798-0.00318858j 0.00270937+0.000834735j 0.0008707-1.41752e-06j 0.000100968+0.00172732j -0.00378661-0.00179452j -2.75991e-05+0.00215728j 0.00340944-0.00510617j -0.00300868-0.00390884j -0.00345514-0.00303171j 0.00535548-0.00255518j -8.09298e-05+0.00330914j 0.00146209+0.00017365j -0.00403127-0.00127418j -0.00101484+0.00138725j -0.00183382+0.00192724j 0.00275058-0.0027414j -0.000396408-0.00367971j 0.000475131+0.00218967j 0.0012907-0.00299467j 0.00267002-0.000534478j 0.000807566+7.56151e-05j 0.00170889-0.000854461j -0.00181831-0.0011545j -0.000533427-0.00177157j 0.00266362+0.00123213j -0.00040282-0.00320785j 0.00164021+0.00245721j 0.00193531-0.000991739j -0.00108456+0.000668412j 
-0.00195899+0.000590217j 0.000627235+0.00387207j 0.0040295-0.000188762j 0.00058536-0.0027082j 0.00170079+0.00194138j -0.000243353-0.000940494j -0.00471772+0.0012774j -0.000389692+0.00188712j 0.00145996-0.000315265j 0.0048232+0.00292206j 0.000673865-5.13653e-06j -0.00071955-0.00418678j -0.0025715-0.00275355j -0.00100141+0.000900153j -0.00338893+0.000910756j -0.000106011-0.00088411j -0.000988982-0.000269465j -0.00580431+0.00449749j 0.00352308+0.0090066j -0.00744457-0.00146505j -0.00209001-0.00358528j -0.00186834+0.00599056j -0.00172571-0.00608768j 0.00447917-0.00262722j 0.00244224+0.00403885j 0.00701077+0.00717961j 0.00124922-0.0042365j 0.00695366-0.0018168j -0.00672236-0.00180071j 0.00427575-0.0076197j -0.00335692+0.00467695j 0.00710868+0.000646062j 0.00310164-0.000882106j 0.000778317-0.00427387j 0.00559745-0.000950439j 0.00237297-0.00295424j -0.00109392+0.0031987j -0.00519007-0.00825631j -0.00579229-0.00141653j -0.010874-0.000801522j -0.00440456+0.000690466j 0.00309926+7.33225e-05j -0.000999833-0.00242952j -0.00266425+0.00398787j 0.00731514-0.00610585j -0.00314189+0.00168878j 0.00893256+0.0052419j -0.00442059-0.00400335j 0.000289077+0.0102602j 0.00772809+0.000765293j -0.000103233+0.00109009j -0.00101027-0.00355727j -0.00492151-0.00434857j -0.000645829-0.00357328j -0.00314186-0.00399187j -0.0045342+0.00495014j 0.00071271+0.0043827j -0.00569313-0.00211161j -0.000118552+0.00532343j -0.00438635+0.000200344j -0.00300246+0.00157624j 0.000636838+0.00208753j -0.00262315+0.00483741j 0.00065139-0.000259722j 9.89672e-05+0.00418488j 0.00482435-0.0032366j 0.00323998+2.18725e-05j -0.000653225+0.000271504j 0.000945105-0.000270963j 0.00141179-0.000120714j -0.00109995+0.00400485j -0.00363919-0.00151153j -0.000338289+0.000205599j -0.00137012-0.00205124j -0.0013212-0.00188335j 0.00308767+0.00246574j 0.000303764-0.00144181j 
0.000160481+0.000818416j 6.02049e-06-0.000485591j -0.00106817+0.00230256j -0.00159271+0.000422873j 0.000655072+0.000238562j -0.00214562-0.00179075j -0.000381173-0.00224989j 0.000234574-0.00192586j 0.000974568+0.00447128j -0.000205263+0.00677577j -0.00183744-0.00249408j 0.00141238-0.00290026j 0.00199028+0.00223965j -0.0022587-0.00275155j -0.00190168+0.00244823j 0.00551782-0.00948569j 0.00376097+0.00161335j -0.00325021-2.94268e-05j -0.000103121-0.00277395j -0.00143219+0.00280101j -0.00437702+0.00519084j 0.00763909-0.00506792j 0.00057777-0.00727313j -0.00078329+0.00516573j 0.00253199-0.013524j 0.00617563-0.00704877j 0.000561843+0.010966j 0.00265397-0.00350211j 0.0064261-0.00105958j 0.0030113+0.000317169j -0.00018342-0.00999924j -0.00163932+0.0108156j 0.00698351-0.0123331j -0.00498919-0.00686271j -0.000241759+0.00272554j -0.000352325-0.00214947j -0.00073787+0.0127373j -0.000507012-0.00336174j 0.00213695-0.000570196j -0.00241631-0.0055529j -0.00352608-0.00555437j 0.00218489-0.0044659j -0.00705263+0.00933984j -0.00861735-0.00888186j -0.00460268+0.00288165j 0.0020667+0.000945841j -0.0032016+0.00700489j -0.00228071-0.00202518j 0.00705713-0.00276874j -0.00397781+6.20702e-05j 0.00513449-0.00147429j -0.00300523+0.00337953j -0.00388891+0.000157686j -0.000862732-0.00309623j -5.80531e-05-0.0015241j -0.00100267-0.0001011j 0.00134438+0.00105134j -0.000945268+0.000439232j -0.00234024-0.00194626j -0.00449937+6.89644e-05j 0.00389108+0.0016816j -0.00236584+0.00137021j -0.00306514-0.00380836j 0.00419379-0.00145835j -0.000148423-0.00207528j -0.00198722+0.000415874j 0.0018469+0.000466421j 0.00294152+0.00494491j 0.000705515+0.00105599j -0.0021189+0.00112686j -0.00098724-0.000459238j -0.00146371+0.000996747j -0.000293924+0.00173785j -0.000805408+0.000775183j 0.000374342-0.00145006j 0.000796297+0.00190623j 0.00042246-0.000242833j 
-0.00142836-0.000509033j -0.00285256-0.000491949j -0.00213559+0.00221096j -0.00116659+0.00237778j 0.00109107-0.000922189j -5.2163e-06-9.51129e-06j -0.00141892-0.00138805j -0.00311542-0.0033911j 0.00290798+0.00136715j 0.0018169-0.00527981j -0.00143824-0.000751851j -0.00295506+0.00320133j -0.00105696+0.00115066j -0.000334353+0.00587369j 0.00693313+0.0026653j -0.00169609-0.00336871j 0.000421517-0.00173745j -0.00962038-0.0114017j 0.00248155+0.00153461j 0.000994827+0.00193253j -0.0157822+0.00430492j 0.00379876-0.000793161j 0.00515794+0.00413627j 0.00508688+0.00577765j -0.0073085-0.0020942j 0.00592038+0.00596189j 0.00550969-0.00831612j -0.00311547-0.000823186j 0.00558383+0.00240242j 0.00523026+0.00620334j -0.00573184-0.0101486j 0.00625899-0.00471184j -0.00920954+0.00878412j -0.00334091+0.00881449j 0.00350328+0.00353328j -0.00779643-0.00229588j 0.00572316+0.00219359j 0.00100841+0.0056061j -0.000798733-0.00251988j -0.007461-0.00447069j -0.00823729-0.00477922j -0.00641422-0.00376578j 0.00440723+0.0025371j -0.00936745-0.00426546j 0.00124976-0.00366404j 0.00757601+0.00128719j 0.00607548-0.00220381j -0.00134621-0.00389501j 0.00726542+0.000373495j 4.76345e-05+0.000556268j -1.13087e-05+0.00147823j 0.000922736-0.00487268j -0.00440478-0.00942253j -0.00442589-0.0106019j -0.00329496+0.00253305j -0.000828399+0.00223383j 0.00212879+0.00782957j 0.00632585-0.0041031j 0.000416963-0.00407075j 0.000664236+0.00137732j -0.00105384-0.00237474j -0.00325458+0.000492196j -0.00220243-0.006964j -0.00111773+0.000367974j -0.00180711+0.00173625j 0.00255645-0.000932839j -0.00207971+0.00468616j -0.00018827+0.00192056j -0.00159813-0.00116856j 0.00160676+0.00257873j -0.00147208-0.00105963j 0.00012676+0.000385115j 0.000152109-6.66883e-05j 0.00156721+0.00159051j 0.000300046+0.000249973j -0.00112761+0.000941637j -0.000387261+0.00218709j 
-6.33051e-05-0.00630718j 0.00164135+0.00057585j 0.00101735+0.00826454j -0.000479519+0.00543523j -0.00100158-0.0073318j 0.000394898+0.00692791j 0.00160938+0.00443495j -0.00109136-0.0075201j -0.00621794+0.00105581j 0.00202625-0.00406548j 0.00185006+0.0013448j -1.27017e-05-0.00438806j 0.00249504+0.00421814j 0.0007876-0.000639531j 0.00190045+0.00329633j 0.00212043-0.00107663j 0.00284265-0.00587583j 0.00210646-0.00407158j 0.0065572+0.00598526j 0.000153864-0.0103943j -0.00312146+0.000771724j -0.00152706-0.00389784j 0.00554063+0.0044911j -0.00862246-0.0072968j 0.00105073-0.00306663j 0.00507546+0.00201931j 0.00335407-0.00664882j 0.00389054+0.0019581j 0.00347897-0.0039717j -0.0055787-0.00304937j 0.0119781+0.00602132j 0.00162256-0.00295999j 0.0012405+0.00573814j 0.000988845+0.00125452j -0.00161442-0.00548244j -0.000608501+0.00460834j 0.00167738-0.00514385j -0.00455803-0.000413894j -0.00124714+0.00391694j 0.00400648+0.00150035j 0.00833483+0.0045388j 0.00706483-0.000202133j -0.000487823-0.0059478j 0.00318703+0.00162489j 0.00162159-0.00423031j 0.00187755+0.000122186j 0.00734103-0.000710516j -0.00252803+0.000453204j 0.00409956+0.0027264j 0.00490681-0.00473397j -0.00105017-0.000382139j -0.00390382-0.000415193j 0.00453068+7.25489e-05j -2.42601e-05-0.0044933j 0.00535199-0.00397242j -0.00074337+0.0020232j -0.00113761-0.0012983j -0.00214864-0.000351569j 0.0031409+0.00382507j 0.00221799+0.00429918j 0.00112311+0.00275074j 0.00210819+0.00314127j -0.000860539+0.00226525j 0.0017496-0.00692583j 0.00668128+0.00379649j -0.00498862+0.001609j 0.00239152-0.000885911j -0.000292377+7.43073e-05j -0.00485517-0.00597767j 0.000795808+0.00198341j 0.000629915-0.00222692j 0.000186729+0.00319972j -0.00377495+0.00121044j 0.00422969+0.000506376j -0.00322109-0.00169498j 0.002378-0.000730649j -0.00204686-0.0041714j 
0.000162254-0.00219647j 0.000414103+0.00028825j -0.00162748-0.00103535j 0.000400552+0.000814885j 0.000237561-0.00309439j 0.00252254-0.00132164j -0.000267062-0.000836279j 0.000642568-0.0022376j -0.000416645+0.00201423j 0.00142895-0.00448672j -0.00238285+0.00313458j -0.00476951-0.00394849j 0.00102459+0.00678779j -0.00789969-0.000883216j -0.00128882+5.4146e-05j -0.000109867-0.00896642j -0.00220667+0.00427133j 0.00283317+0.0145189j 0.0081283+0.00242693j 0.00139173+0.00337474j -0.00726818+0.01594j -0.00484678-0.00507454j 0.0016394-0.0116684j 0.00156613+0.00391167j 0.00283169-0.00719329j -0.000610924+0.00468632j 0.000973278+0.00283442j -0.000301419-0.00208558j -0.00639781+0.00446216j 0.00214382-0.00180397j -0.000785145+0.00206074j -0.00118023-0.00406429j -0.00110807-0.000794815j 0.00200686-0.00307146j -0.000145028+0.00171441j 0.000762956+0.00100828j -0.0035357+0.0100675j -0.00217413-0.00216012j 0.00230896+0.00363268j -0.00315301+0.00973204j -0.00611884+0.00361239j -0.00547712+0.00895349j -0.00153189+0.00597881j -0.00449069+0.00442805j -0.00222506-0.00048018j 0.00295182+0.00299315j 0.00377817-0.00122547j -0.000234851+0.000193645j 0.00104872-0.000894745j -0.000699947-0.00141258j -0.00441827+0.00575036j -0.0030035-0.000672771j -0.00250863+0.000388507j -0.00581417-0.000661377j 0.00492195-0.000518296j 0.00550195-0.000376888j 0.00404599-7.68118e-05j -0.000809022+0.00407059j 0.00206664+0.00449589j 0.00562705-0.000477135j -0.00170315-0.000765317j 0.00262721+0.000120315j 0.00316476-0.00146478j -0.00376591-0.00202794j 0.00223184-0.000613235j -0.00360596-0.00253033j -0.000862778-0.00226099j 0.00154023-0.000249939j -5.52245e-05-0.00183792j -0.00210349-0.000794962j 0.000570246+0.00112446j 0.00212224-0.000257838j -0.000589533+0.000134422j 0.000341058-0.0013045j 3.8434e-05+0.000999915j -0.00087965-0.000600988j -3.15626e-05+0.000133j 
0.00140168-0.00544994j -0.002945+0.00405142j -0.000564551-0.00084367j 0.000245605-0.00288933j 0.00482483-0.000434948j 0.0024683-0.00203646j -0.00225289-0.00229269j 0.00533628-0.00218427j -0.00147813-0.00276555j -0.000298253+0.00328715j -0.002619+0.000855433j -0.00500553-0.00311309j 0.0024684-0.000766081j -0.00163926-0.0116301j -0.00155816+0.00100824j 0.00127568+0.00566155j -0.00201299+0.00156985j -0.00450581-0.00968955j -0.000128319+0.00540024j -0.00436514+0.0125945j 0.00857011+0.0032689j -0.00241615+0.0149293j -0.0135853+0.0195838j 0.000756766-0.00880791j -0.00100711+0.00380511j 0.00275838-0.00275153j 0.00423498+0.00553206j 0.00117463-0.00294917j 0.000790253-0.000834614j 0.0013603+0.00117682j -0.00783418-0.00815168j 0.00151368-0.00196049j -0.00173596-0.0032779j -0.00104443+0.00824835j -0.00216739-0.00242963j 0.00574507+0.00143494j 0.00489941+0.000751694j 0.000443482-0.00110295j 0.000622908+0.00341638j -0.00081081-0.00305769j 0.000443629+0.0102549j 0.00549979-0.00208725j 0.00720471+0.000464239j -0.00375766-0.00565766j 0.00337499-0.00654547j -0.000729312-0.00348631j -0.00148494-0.00503633j 0.000262812+0.000355685j -0.00389242+0.00379401j 0.00232612-0.000584449j -0.00377711+0.00241454j 0.000891399+0.00341126j -0.00446545+0.00287724j -0.00141251-0.000455183j -0.0043744-0.00331972j 0.00306566-0.00143084j 0.00373881+0.000480501j -0.00164843+0.000116622j 0.00130611+0.0068784j -0.00295744-0.00280821j 0.00119515+0.000541311j 0.00098649+0.00164617j 0.00134767+0.000338416j -0.00149097+3.10736e-05j -0.00376479+0.00142755j -4.0028e-06-0.00672122j -0.000523016-0.00208302j 0.00339244+0.00159988j 0.00484566-0.000236606j -0.00547176+0.00227696j -0.0024114+0.00256623j -0.00071517-0.000768216j -0.00191129+0.00224413j 0.000556186+0.000610095j -6.36514e-05-0.00527564j 4.44775e-05+0.00495588j -0.000502524-3.75129e-05j 
