0.00545895+0.00440402j -0.00496718+0.00575605j -0.00304363+0.00646752j 0.00604037+0.00309148j -0.00161326+0.00255875j -0.00287992+0.00344811j 0.00522046+0.00268652j -0.00135885+0.00548527j -0.00274815-0.00084318j -0.00109742-0.00084343j -0.00492668+0.000438741j -0.00165236+0.00388746j 0.00179822+0.00240048j -0.00117104+0.00406846j 0.00303581+0.00240584j 0.00207447+0.00241042j 0.000644671-0.00277407j -0.00333344+0.00136144j 0.000474905-0.00267749j 0.00469003-0.00144734j 0.00213078+0.000827846j -0.000750758-0.000686617j -0.00126169+0.00499457j -0.00245946-0.000543543j -0.000802635+0.000583708j 0.00259281+0.00350138j 0.00191226-0.000885383j -0.0014419+0.000306303j -0.000975381-0.00458999j -0.00108955+0.000126314j 0.00347194+0.0010218j 0.00126057-0.00225344j 0.00172393+0.00119508j -0.00150093-0.000544357j -0.00239704+0.000252368j -0.00233732+0.000181825j 0.00151276+0.000942022j 0.0020121-0.000691985j -0.000186402+0.00100311j 0.00116302+0.0033383j -2.86135e-05-5.14254e-05j -0.00224245-0.00152958j -0.000694142+0.00109832j -0.000656008-0.00252372j -0.000507134-0.00324162j 0.00264313-0.00106847j 0.00235203+0.000546885j 0.00310565-0.00291762j -0.000332354+0.00406703j -0.00874175-0.00317523j -0.00315653+0.0113265j 0.0053768-0.00200007j 0.00991144+0.00471367j -0.0019567+0.00978663j -0.0154513+0.018621j 0.0179281+0.014988j 
-0.00280333-0.0012758j 5.14693e-05-0.00189495j -0.00265352+0.00203456j 0.000375007+0.00224376j -0.00417473-0.00449567j 0.0044254-0.000546063j 0.0023718-0.00243282j -0.00156653+0.000865339j 0.00205352+0.00103544j -0.0031268+0.000377642j -0.00420397-0.00113962j 3.65544e-05+0.000415001j -0.000181643-0.00149665j -0.00067197+0.00371686j 0.00103943+0.000398507j 0.000533947-0.00089466j -0.00381265+0.00270414j 0.00132853-0.000396855j 0.00473874-0.000665365j 0.00455658+0.00281683j 0.00362712-0.000114526j -0.00185242-2.37177e-05j 0.00194581+0.000969072j 7.10998e-05-0.00181936j 0.000399533+0.00252966j -7.17022e-05+0.00259798j 0.0012995-0.00293055j -0.00435865+0.0016683j 0.00134476+0.0022412j -0.000184696+0.00346975j 0.00304301+0.00144303j -0.00037591+0.00156568j 0.00212531-0.00472439j -0.00455196-0.00111365j -0.000493868-0.00606504j -0.00238943+0.00118212j 0.0012397+0.00823253j 0.00786848-2.37946e-05j 0.00268682-0.00311404j 0.000131823+0.00636215j -0.00594805-0.00569253j 0.00485534+0.00297427j 0.00541283+0.000700341j 4.60098e-05-0.00250386j -0.00673695+0.00207802j 0.00341426-0.00575047j 0.00239106+0.0038139j 0.00729749+0.00736823j -0.012954+0.00296744j -0.0188366-0.00345629j 0.00625698-0.000105181j 0.0157279-0.0116912j 0.000994491+0.00468632j 0.00434712-0.00195065j 0.00976948+0.00269293j 0.00843716-0.0119313j 
0.00251635-0.00126086j 0.00323433+0.000271153j -0.00405559+0.00138901j 0.00117719+0.00313695j -0.0044831-0.0017749j 0.00251688-0.000258163j -0.00033068-0.00106604j -0.00208634+0.00589482j -0.0056773+0.000389778j -0.000619741-0.000898379j 0.00536064+0.00104988j -0.00425016-0.0003222j -0.000883214+0.00157021j -0.000545431-0.000175686j 0.000773109+0.00514728j -0.00426907-0.00182015j -0.000519792-0.00337438j -0.000989661+0.00247917j -0.00252907-0.00025774j -0.00201573-3.77426e-05j -0.00378737+0.0042032j -0.00134206+0.00152924j -0.00239811+0.00116426j -0.00489128-0.000865451j 0.000723286-0.00217157j -0.00242515+0.00438215j 0.0016517+4.91427e-05j -0.00272666-0.00355833j -0.0028575-0.00487814j 0.00357592-0.00205462j -0.000774214+0.00156831j -0.0012198-0.000482776j -0.000830599+0.0048811j 0.000372169+0.000334195j 0.00440556+0.00153102j 0.0015523+0.00111624j 0.0013045-0.00123785j 0.0103912+0.0022149j 0.00100766+0.00677292j -0.00672164+0.00188698j 0.00250975-0.00269862j 0.00569369+0.000769604j 0.00457424+0.000492317j -0.00108989-0.00303416j 0.0055536-0.00346932j -0.00820766+0.000218135j 0.00200656-0.00385203j 0.0073562+0.00275463j 0.00781616-0.0146291j 0.0201737+0.00193213j -0.00984035+0.0158035j 0.00917682-0.00621774j 0.00183348+0.00670712j -0.0192957+0.00295697j -0.00471271+0.0026121j -0.00496549+0.00416311j 
-0.00103497+0.000616166j -0.0011812+0.00131973j -0.00100618+0.000294898j 0.000878324-0.00209183j -0.00096475+0.00198208j 7.22848e-06+0.00127119j 0.00317049-0.00296736j 0.00225483+0.000740459j 0.000378435+0.00286043j -0.000760579+0.0019481j -0.000113536-0.000247461j -0.00622416+0.0012036j 0.00352099-0.00238048j 0.000555044-0.00286564j -0.00171529+0.000236583j -0.00218808-0.00318791j -0.0021937-0.00182313j 0.00203031+0.000580028j 0.000546634+0.000684798j -0.000315546+0.00193123j -0.000949422+0.00110834j -0.00153622+0.00610975j -0.00181685-0.0028764j -0.000206015-0.000233452j 0.00292815-0.0016375j -0.0031185-0.0027886j 0.00233129+0.00180082j 0.00194662+0.000546665j -0.00427908+0.00414528j -0.000134038-0.00177148j 0.000289367-7.74279e-05j -0.000731172+0.0029778j 5.73129e-05-0.00362038j -0.000258545-0.00197319j 0.00413973+0.00369385j -0.00194773+0.00326345j 0.00313782-0.000904362j -0.00268276+0.00272298j -0.000915323-0.00226227j -0.00610074+0.000322243j 0.00721116-0.000374952j 0.0043693+0.00897687j -0.00796195+0.00248885j 0.00224323+0.00297646j 0.00210141-0.00185014j 0.00113909-0.00480424j 0.00832162+0.0062343j 0.00379315+0.0025045j -0.00160015-0.00715826j 0.00366152+0.0139725j -0.00848401-0.00509477j 0.0155372-0.0143771j 0.0143666-0.0077829j 0.00870362-0.00241603j -0.00275778+0.000261633j 0.00360162-0.00818551j 
-0.00163445+0.00479981j -0.00089317-0.00112576j 0.000739195-0.00262821j -0.00251812+0.0026718j 0.00107542-0.001242j 0.000582571+0.00051599j -0.000984902+0.00047825j -0.000612607-0.0035774j 0.00139858-0.00252494j 0.000227432+0.00251534j -0.000543869+0.000396761j 0.000122228+0.00450047j 0.000853591-0.000680963j 0.00183583-0.000689038j 0.000398507+0.00108784j 0.00142125-0.00100011j -0.000968864-0.00170214j -0.00148784-6.45587e-05j 0.00156024-0.00399924j 0.000231365+0.00145673j -0.0029132+0.000683176j 0.00109906+0.00135072j -0.00323646+0.00312176j -0.000893755-0.0011227j 0.0020636-0.000508819j 0.000691087+0.000264358j 7.3311e-05+0.00138098j -0.00118216-0.00122647j -0.0016744+0.00398285j 0.00108959-0.000241016j -0.000550569+0.0020973j 0.000982746-0.000526341j -0.00219345+0.00121927j 0.005359-0.00134998j 0.000548941+0.00213208j 0.00224077+0.00112364j -0.00638506-0.0057597j 0.0042624+0.00562798j -0.00529048-0.000806816j -0.000885148+0.00564706j 0.00112291+0.000772901j -0.00118621-0.00133186j -0.00291609+0.0043286j -0.000201132-0.0028822j 0.00595075-0.00476651j 0.00573963-0.00207125j 0.00507102+0.00239023j -0.00296647-0.000634368j 0.0112352+0.00753426j 0.00499933+0.00465268j -0.00562345+0.0117099j -0.00746919-0.00485052j 0.00660231-0.00381993j -0.00232551+0.00161773j -0.00476209+0.00892298j -0.0048334+0.00577955j 
0.00182581-0.00189404j 0.00176087+0.00170798j 0.00232384+0.000663062j 0.00223574-0.000423532j 0.000293532-0.000751981j 0.000193733-0.00051025j 0.00120365-0.00147945j 0.00240696-0.00106891j 0.000653243+0.00186408j 0.00211404+0.00289162j 0.0021687+0.000608503j -0.000455049-9.02775e-05j 0.00151844-0.000636314j 0.00131188-0.0037232j -0.00249823-0.00323425j -0.00244833-0.00317269j -0.00165736+0.00162622j 0.00289962-4.67228e-05j -0.00104424-0.00118082j -0.000794314-0.000754529j 0.00181699+0.00599295j 0.00173618-0.00190532j 0.00134149+0.00252742j 0.00160292+0.000525122j 0.00248651-0.00188912j -0.00303214-0.00116847j -0.000821968+0.00107453j -0.00045849+0.0027122j 0.000140111+0.00482977j 0.000870365-0.00175351j -0.000705103+0.000284462j -0.00502024+0.00266019j 0.000562909+0.000481094j -0.00422834-0.00467163j 0.00440958-0.00273185j -0.00310379+0.000222074j -0.00389337+0.00370142j -0.00680639-0.00471376j -0.00255798-0.00167543j -0.000315078+0.0051658j 0.00434684-0.00660454j 0.00480614+0.00707312j -0.00271508+0.00491579j -0.00321713-0.00868703j 0.00105566-0.00807101j 0.0015002-0.00180102j 0.00774287+0.00774317j 0.00624482-0.000215609j -0.00149844-0.0138924j 0.00274941-0.0066275j 0.00868815-0.0023945j 0.000642746+0.00175062j 0.00415022-0.00461081j 0.0052093+0.00739308j 8.25152e-05-0.00765254j -0.00251953+0.00518906j 
-0.00294161+0.00439195j -0.00261837-0.000560255j 0.00154395+0.00187473j -0.000728643+0.000670276j -0.000470338+0.001079j 0.00632043+0.000198966j 0.00397795-0.00282918j 0.00230362+0.000846836j 0.00532866-0.0018922j -0.00273153+0.0069544j -0.00720859-0.00229152j -0.00204565+0.00213149j 0.00238755+0.00293367j -0.000269974+0.00116292j -0.00199648-0.00114081j -2.60585e-05-0.00533939j -0.00273445+0.00489504j 0.00353259-0.000429334j 0.00207735-0.00220035j 0.00494817+0.00144037j -0.00085337-0.00245304j 0.00042168-0.00113438j -0.00291237+0.00113541j -0.0014324-0.00277104j 0.00168543+0.00179713j 0.000169875-0.00340757j 0.00279904+0.000270537j 0.000991795+0.00146605j -0.00151451+0.00230631j -0.00256086-2.313e-05j 0.00108806-0.00241894j 0.00715021+0.00826157j -0.00721679-0.00197518j 0.000936414-0.00252646j -0.00551871-0.00242066j -0.00119427+0.00131403j 0.00353558-0.000586357j 0.0053269-0.00237681j -0.00179429-0.00140961j -0.000657553+0.00268014j -0.0106757-0.0017709j 0.00133972-0.00569916j 0.000388513+0.00240391j -0.00678492-0.00479874j 0.0142784+0.00485676j 0.000971622+0.000414829j 0.00845804-0.00697274j -0.00769512-0.0168287j 0.000997702+0.00902761j -0.0129188+0.00881227j 0.0032865+0.00533377j 0.0092482+0.0064857j 0.00101404+0.00104344j 0.000845849-0.0013162j -0.00384187-0.000332322j -0.0053832+0.00401905j 
0.0021333-0.00281338j 0.00168845+0.00156048j 0.00221238+0.00531397j 0.0033473-0.00397849j 0.000502853+0.00391117j -0.000860259+0.00153682j -0.00145399-0.00222272j 0.00636785+0.00204094j 0.00187133+0.0052084j -0.000407035+0.00372679j 0.00507138-0.0033964j 0.00104219+0.00079027j 0.00108317+0.00289791j 0.00169859-0.00197767j 0.00178133-0.000966732j -0.00319927-0.00232625j -0.00257728-0.0010828j 0.00463693-0.00166659j -0.00445783+0.00246095j 0.000812353+0.00415987j 0.00125451-0.00167532j 0.000974626+0.00174172j -0.00183302-0.00747576j 0.00283729+0.00182799j 0.00249025+0.00208852j 0.000198916-0.00309866j 0.00130978+0.00218717j 0.00345692+0.00113068j -0.000138686+0.00245807j 0.00156399-0.000750695j -0.000933701-0.0010971j -0.00564295+0.00299777j 0.000335537-0.00537529j 0.00404801+0.00101743j 0.00363888-0.000175941j 0.00183543+0.000486327j 0.00242041-0.00294136j -0.00430463+0.00319393j 0.0103909-0.00225838j 0.00344507+0.00370429j 0.00398613-0.00285685j 0.000676053-0.00326574j -0.00156654-0.00221755j 0.00275175+0.00225599j -0.00345604-0.000133207j 0.0113448+0.00208042j 0.00767535-0.001586j 0.0101069-0.0171539j -0.0077366+0.0029516j 0.0104233+0.00682036j 0.00162864-0.00325067j -0.00879494+0.00377597j -0.00475497+0.00633679j -0.0020004-0.00180881j -0.00736635+0.00454379j 0.000371813+0.00503062j 
0.00130312-0.0035417j 0.00473198-0.0024348j 0.000955398-0.00276449j -0.00170522-0.00136898j 0.00071218-0.00261818j 0.00314773-0.00387107j -0.00503564-0.00229765j -0.000624141-0.00700556j 0.00159738-0.0032513j 0.00295178+0.00231645j 0.000350387-0.00118566j 0.00360685+0.00070572j -0.00205518-0.00180949j -0.000240867-0.00355262j 0.00118877-0.00225082j -0.0067188+0.00136875j 0.00326729+0.00569577j 0.00155171-0.00697591j -0.00198013-0.000733305j 0.00450069-0.00250101j 0.000904396+0.00181197j -0.000502006-0.00234771j 0.000659657-0.00271564j 0.000811754+0.00240402j 0.000675227-0.00266991j -0.00211997+0.00229352j 0.000805977-0.00347566j -0.00181564+0.00257511j 0.00139217+0.000817412j 0.00356889-0.00450042j -0.00210947-0.00253752j 0.000958791+0.000418727j 0.00280026+2.48341e-05j -0.00253245+0.000553629j 0.00131708-0.00114701j -0.00024381+0.00229366j 0.00317932-0.00350317j -0.00199661-0.00275624j 0.00364247-0.00176215j 0.00156135+0.00407852j -0.0075964+0.00402278j -0.003297-0.000164074j 0.00452684-0.00143934j -0.0109075+0.00637591j -0.00225716-0.00821969j 0.00867526-0.0114857j -0.00228413-0.00704783j -0.00685775-0.0164701j -0.00395428-0.0123926j 0.00390069-0.00489403j -0.0064473+0.0029036j 0.019487-0.00467936j 0.0109806-0.00986074j 0.0072308+0.00582362j -0.0021164-0.000824719j 0.00397699+0.00489534j 
-0.002771+0.000406361j -0.000395338-0.00275005j -0.00489038+8.63431e-05j -0.00138201+0.00170748j -0.00332347-0.00320339j 0.00197365+0.000657341j -0.00185898+0.00109174j -0.000523586-0.000627226j -0.000843998-0.00302634j 0.00241413-0.000507012j -0.00225148-0.00464567j -0.00127687+0.00233334j 0.00091921-0.000466217j 0.00350583+0.000146298j -0.00283361+0.00335361j -0.00225335+0.00361426j 2.41513e-05-0.000195505j -0.000620445+0.00119978j -0.00321789+0.00373067j 0.00633072-0.00368707j 0.000631961+0.00215319j 0.000199053+0.00211848j 0.0012676+0.00103213j 0.000632545-0.00257308j -0.00248565-0.00598777j 0.00116958+0.00446729j 0.00269009+0.000737531j 0.00147997-0.0066012j -0.000435754-0.0034933j -0.00470318+0.00081468j 0.000353871-0.00635945j 0.00325748+0.00581197j 0.00258592-0.000470388j -0.000146824+0.0019058j 0.0052683-0.00190985j -0.00373337+0.00328631j -0.000726266-0.00782428j 0.000427988+0.000992467j -0.00692726+0.000900096j 0.011578-0.00339011j 0.00131504-0.00117373j 0.0043218-0.0110967j -0.00900948+0.00696237j -0.00635349-0.00131143j -0.00157672+0.0243452j -0.0201961+0.00196091j 0.0101762-0.00082787j 0.00737783-0.00452001j -0.00518873-0.00360254j 0.00834084+0.000650289j 0.0170433-0.00395326j -0.00733628+0.00566741j 0.00337016-0.00468109j 0.000747549+0.00354989j 0.00132225+0.000355753j 0.00118644-0.000323423j 
-0.00127597+0.00031948j -0.00121796-0.000751971j 0.000900916+0.006533j 0.00498123+0.00131598j -0.00532659+0.000782982j -0.00071545-0.00497799j -0.00130442+0.00227378j -0.00209923-0.000496378j -0.000552456+0.000885212j 0.000256509-0.000435993j -0.00464325+0.00385785j 0.00279866+0.00140805j -0.00171516+0.00411146j 0.00118949+0.00156881j 0.00383015+0.00349246j -0.00250133+0.00364515j 0.00151741+0.00160926j 2.19139e-05-0.00061826j -0.000119364-0.00273469j 0.00510366-0.00434046j -0.00244962-0.00456789j -0.00285612-0.000759117j -0.00179209-0.00358427j -0.00195+0.00251305j -0.00242214-0.00205488j -0.000285027+0.000901474j 0.00426119-0.000579526j 0.00376276+0.00194632j 0.001714-0.00423028j -0.00231824-0.000341871j -0.00572799-0.000731112j 0.00697547+0.00398259j -0.00168064-0.000892411j 0.00343935-0.00262703j -0.00225881-0.00456107j 0.00787806-0.00155158j 0.00154378+0.000819611j -0.00656798-0.000422255j -0.00324259-0.00151994j -0.00179341-0.000170936j 0.00180205+0.00534553j 0.00452173-6.02033e-05j 0.00424649+0.00239675j -0.00288353+0.00754951j 0.0130081-0.0036562j -0.00394074+0.00754771j -0.00537049+0.0017128j -0.0176013-0.00184777j -0.00524345+0.00617586j 0.00700708-0.00292358j 0.00750931-0.00520202j 0.00731795-0.00807831j -0.000238409+0.00845496j -0.00990266+0.0033463j 0.00211133-0.00353137j -0.00113434-0.00203932j 
-0.0010112-0.0042011j -0.000221426+0.00151241j 0.00437815-0.00219358j -0.00308716-0.00342826j 0.00352119-0.000935775j -0.00133256+0.00206853j 0.000825753-0.00100265j -0.00103236+0.00138583j -0.00145788-0.00135858j 0.00470184+0.00193673j -0.000266839+0.00199429j -0.00157359-0.00560048j 0.00217409+0.00387955j 0.00496095-0.00109586j -0.00777271-0.00402545j 0.000377727+0.00270647j 0.00280053+0.00274201j -0.00371943+0.0045512j -0.00352946-0.00107155j -0.00662657-0.00160572j -0.00189204-0.0028774j 0.00248349+0.00262621j -0.00281574-0.00454637j 9.38926e-06+0.00310157j -0.000145217-0.00728483j -0.000924531+0.00131486j 0.00081189-0.00143223j 0.00736756-0.00621597j -0.00361707+0.00106313j -0.0033844-0.00189059j 0.0105178-0.00273892j 0.00159819+0.00065057j -0.00251076-0.00129599j -0.00206737-0.0032123j -0.00300166+0.00315953j -0.00154631-0.00494751j -0.00237063-0.00830617j 0.00707416+0.00173142j -0.00287619-0.00306321j 0.00404928+0.0056999j 0.00684839-0.00425167j -0.00406864+0.00209616j -0.00898295-0.00414742j 0.00730791-0.0105935j 0.00331696-0.00257832j -0.00776536-0.0120738j 0.00750915+0.0090051j -0.0170395+0.00811375j 0.00906318-0.00587231j 0.00853665-0.00097468j -0.00180869+0.00109294j 0.0097971-0.00443651j -0.0058726+0.00147604j 0.00311667-0.00222405j -0.00418769-0.00130076j 0.00112809-0.0025552j 
0.00189373-0.00302398j 0.000978121-0.00322731j -0.00212546+0.00430591j 0.00384223-0.000859293j -0.00234241-0.000638945j -0.00237828-0.000153399j -0.00157326+0.00131863j -0.000477561-0.00151805j -0.00191251+0.00341182j -0.00130416-0.00121219j 0.00250006-0.00624129j 0.00300279+0.00189738j 0.000329747-0.00271109j 0.0020796+0.000805186j 0.00475865-0.00447373j 0.00266668+0.0036494j 0.00128034-0.000210615j 0.00237432+0.000881987j 0.00381311+0.000542632j -0.00147236+0.00136993j -0.00112629+0.00302884j 0.00104473-0.000616374j -0.0008705+0.00209767j 0.00419979-0.00198933j 0.00335153+0.00181106j 0.0027548-0.00392338j -0.00190972-0.000378588j -0.000549565+0.00223095j -0.0126963+0.00175866j 0.00189236+0.00359136j -0.00182429+0.00093138j -0.00487451-0.000549966j 0.00380711-0.00874248j 8.82552e-05-0.00221009j 0.0054924-0.00203536j 0.0032318-0.00858141j -0.000242401-0.00318706j 0.0022711-0.00272823j 0.00112038-0.00422678j -0.00386956+0.0103806j 5.27397e-05+0.00465899j -0.00749794-0.00379205j -0.0101572-0.00437031j 0.0160043+0.00835682j 0.0213708+0.010018j -0.00595204+0.0043368j -0.0139229+0.0159133j 0.0204376-0.00689169j 0.00483706+0.00276283j 0.00445683-0.00418623j -0.00934084+0.00311527j 0.00724845+0.00174475j 0.00254955-0.0061685j -0.000715412+0.00370734j 0.00102914-0.0100641j -0.00130392+0.00188612j 
0.00222026-0.00371715j 0.00640245-0.00111361j 0.00146051+0.00218139j 0.000737759-0.000787299j -0.000122567-0.00149525j -0.000296796+0.00072766j -0.00127775-0.00110918j 0.0032272+0.000209746j 0.00141603-3.24483e-05j 0.00149732+0.0014854j 0.00437421-0.00387477j -0.00238426+0.00244376j 0.00158407+0.0016745j 0.00293854-0.000172603j -0.00141799-0.00196628j -0.00341311+0.0036883j 0.00108321-0.00136516j 0.000365871+0.00181855j 0.000489143+0.00302146j 0.00290485-0.00323001j -0.00207806+0.00428937j 0.000198014-0.00283587j 0.00241474+0.0016327j 0.00473941-0.00411269j 0.00140719-0.00456892j -0.00113477-0.000212046j -0.00307177+0.00121613j -0.000495405-0.00220464j 0.00118256-0.00563552j -0.000173335-0.000770355j -0.000462178-0.00272854j 0.00123841+0.00283546j -0.00267681-0.00638496j -0.006941-0.00392467j -0.00124731+0.00341204j 0.000663696+0.000446807j 0.0055522+0.00220779j 0.00031276+0.00952595j 0.000219614-0.00167641j 0.000524537+0.00236076j -0.00393149-0.000514973j 0.00594812-0.0139353j -0.000653562+0.00568841j 0.00130589+0.0112571j -0.0138237+0.010519j 0.000440239-0.00510396j 0.00660035-0.00451929j 0.00231648-0.00179867j -0.00802152+0.0128991j -0.00724275-0.000185719j -0.00173288+0.000240675j -0.00614415+0.0100494j -0.00354186-0.00430453j 0.00487745-0.00202912j -0.00561316+0.00210224j 8.17176e-05+0.00831669j 
-0.0021738+0.00193395j -0.00490324+0.00192854j -0.00311928+0.00146717j -0.00148866+0.00219282j -0.0026643-0.000120547j 0.0031638-0.00156036j 0.00038386+0.0013587j -0.004654-0.00183318j -0.0032114+0.000447602j -0.00185518-0.000287609j -0.00220559-0.00096566j 0.00419905+0.00058384j -0.00154257+0.00228976j -0.00495202-0.00374487j -0.00188233+0.0034587j 0.00477048-0.00182325j 0.00208408-0.00183062j 0.000372274-0.000635882j -0.00690133+0.00323331j -0.00343369+0.00379083j 0.00473022-0.00184644j -0.0039078-0.00204042j -0.0029393-0.000784283j -0.00451054-0.000917873j -0.006238+0.00153869j -0.000489048-0.00331446j 0.0034962+0.000481399j 0.00112991-0.00253322j -0.00367089+0.00244304j 0.00119576-0.00259389j -0.00245821-0.00346261j -0.000500046-0.000427901j -0.00866556+0.00229615j 0.00341972-0.00147427j -0.000517929-0.00311737j -0.00851006-0.00189058j -0.00654139-0.000858331j 0.00373721+0.00211453j 0.00286033+0.00835472j 0.00483019-0.00657023j 0.00844012+0.00598572j -0.0047884-0.0041475j 0.0106229+0.0074106j 0.0123319-0.00566361j 0.00547724-0.00544958j 0.00306484-0.000343411j 0.00450398-0.00316645j -0.00572665-0.0104046j 0.0102279-0.0123346j 0.00824311-0.00590687j 0.00401604+0.00602562j -0.0042828+0.00394364j 0.000828727-0.0137692j 0.00260396+0.00565583j 0.00191293+0.000234247j 0.00240793-0.0019234j 
0.000139708-3.93104e-05j 0.00171199-0.00153882j -0.00262336-1.89397e-05j -0.00117961+0.00272321j -0.00185507+0.00027957j 0.000969966-0.00377873j 0.000360121+0.00327087j -0.00512524-0.000554479j -0.000967664+0.000173602j -0.00125682+0.00173815j 0.00100999+0.00177903j -8.80819e-05-0.00262761j -0.00190538+0.00365534j -0.00315635+0.000596792j 0.00638793-0.00190514j -0.00814177-7.5919e-05j 0.00101447-0.00171522j -0.00107754-0.00147445j 0.000348524-0.00138727j -0.000201462+0.00163507j -0.000311269-0.00343175j -0.00265968-0.00131032j 0.00197166+0.00370674j -0.000974149+0.00265178j 0.00414167+0.00140886j -0.00672704+0.00219516j 0.0007921-0.0045059j 0.00341737+0.000770952j 0.000497544-0.000793279j 0.00242859+0.00459997j 0.00158203+0.00914308j 0.00123788-0.00913122j -0.00145337-0.00632238j -0.000512639-0.00133821j 0.00429726-0.00258131j 0.00321683+0.00490311j 0.000175709+0.00124554j 0.00730646+0.00920029j 0.00580382-0.00471055j 0.00403933-0.000889341j -0.00485279-0.00137798j 0.0157057+0.00188546j 0.00193789-0.013397j -0.00673578+0.00144693j -0.0122625+0.00246537j 0.00691939-0.00881817j 0.00653776+0.0110547j -0.000909283-0.00710592j -0.00721278-0.00270661j -0.00428385-0.00058364j 0.0112364+0.00653516j -0.00509241+0.00490319j -0.00130438-0.00925113j 0.00335012+0.00690442j 0.00291958+0.00248567j 0.00256825+0.00332378j 
-0.000656962+0.00024126j 0.000423846-0.00311418j -0.000826338-0.00203648j -0.00152708+0.000123451j 0.000247226+0.000351859j -0.00264345-0.000423578j -0.005716+0.00190968j 0.00092096-0.0028271j 0.000905406-0.00259817j 0.00457617-0.00142645j -0.0021521-0.00262701j -7.02686e-06+0.00418729j 0.0012799-0.00196914j 0.000714226+0.00319867j 0.00300273+0.000110181j -0.00376512+0.00515654j -0.000219457+0.0039948j -0.00417447-0.000594127j -0.000592334+0.00454899j 0.00654074+0.00139534j -0.00377749+0.00088681j 0.0064622+0.000214968j -0.00395608+0.00657235j -6.76682e-05-0.000464711j -0.00148733-0.00367431j -0.00408756-0.0025684j -0.000674331+0.000203587j -0.000939393+0.00169914j 0.00661774+0.00748933j -0.00313924-0.00426106j -0.00160853+0.00233778j 0.00537837+0.00797817j -0.00333982-0.00112523j -0.00379172-0.0105682j 0.00854886-0.00470082j 0.00864861-0.0041431j -0.00214932+0.00707476j 0.0059754-0.00469848j -0.00341278-0.0105944j 0.00485439+0.000712171j 0.00364824-0.00793408j -0.0015695-0.000991569j 0.00159609+8.41796e-05j 0.00414836-0.00402196j -0.00368317+0.00134835j -0.00894167-0.0209303j -0.00246841-0.00802435j -0.00830589-0.0065274j 0.00197093+0.00157186j 0.0153947-0.00842939j -0.00262065+0.000438709j -0.00603136-0.00418877j 0.00362109-0.00678991j 0.000262768-0.000575959j 0.00774745-5.46894e-05j 0.00142761-0.00258433j 
0.000445902-0.00221508j 0.000951186-0.00069544j 0.00137815+0.000785127j 0.00130102-0.00151283j 1.88383e-05-0.00131798j 0.000848677+0.00382925j 0.00186225-0.00195964j -0.000603897+0.00235621j 0.00342007+0.00164329j -0.00196276+0.00164834j 0.00438611-0.00126707j 0.00390535-0.00311249j 1.67192e-06-0.00176501j 0.00838583-0.00570417j -0.00500641-0.00347257j 0.00128574-0.00187168j -0.00325873-0.000611206j 0.000846452-0.00174537j -0.00306016-0.0044576j 0.00319787+0.00340708j 0.00594388+0.000378268j 0.00187917-0.00126275j -0.00541223-0.00131824j -0.000486229+0.00124227j 0.00795368-0.00106857j -0.00387399+0.00386718j 0.00025775+0.00238669j 0.00541457-0.00184763j 0.00548882+0.000888704j 0.00678823+0.00411502j 0.0134691-0.00328365j -0.00669905+0.00316129j -0.00677418-0.00522102j -0.000425924+0.000152838j -0.00286051-0.00656672j 0.000725868-0.00586947j -0.00394653+0.00589971j 0.000354691-0.00385588j -0.00190894+0.00257976j 0.00721291-0.00422545j -0.0112614-0.0105827j 0.0130008+0.00475804j -0.00464564+0.0120657j 0.00181085+0.011078j -0.00375057-0.0142679j -0.00146208+0.000261349j 0.0193021-0.000700478j 0.00414686-0.010107j 0.00287699-0.00362743j 0.00198839-0.00642103j 0.00106297-0.0037321j 0.0043767+0.000927744j 0.00396908+0.00459024j -0.00239204+0.00171543j 4.31131e-05-0.00034793j 0.00386655+0.000632331j 
0.003546+0.00125479j -0.00110725+0.00233121j 0.000856066-0.00213666j 0.00073932-0.000802312j 0.00348239+0.00264723j -0.000829662+0.00274418j 0.00271286-0.00144436j 0.00499915+0.0016725j -0.00294055+0.00375208j 0.000186275-0.000866076j 0.00392831-0.000245334j -0.00120045+0.00180647j 0.00317579-0.00382985j 0.00211481-0.0040828j -0.000712646-0.000689883j 0.00329696-0.00601227j -0.00427501+0.00356861j 0.00264482+0.00432073j 0.000276394+0.000813508j 0.000222648+0.000446612j 0.00145719+0.0043551j 0.00590762+0.00216147j 0.00419066+0.00465538j -0.0016921+0.000147243j -0.00199133+0.00134575j 0.000940515-0.00621903j 0.00337725-0.00264396j -0.000199385+0.00174985j 0.00345252+0.00307216j -0.00960915+0.00385563j 0.00308955+0.00500999j 0.000102155+0.000489584j 0.00322739-0.00326715j -0.00287724-0.00363033j 0.00403843+0.00276692j -0.00506217-0.00344238j 0.00555115+0.00847673j 0.00238055-0.00307744j -0.00468067+0.00121916j -0.00375032+0.00597093j -0.00600315-0.00479779j 0.00178307+0.00154306j 0.00555582+0.00410966j -0.0167182-0.00114533j 0.0123334-0.00428586j -0.010047+0.00837647j 0.00294512-0.0119215j 0.0161668+0.000896378j 0.00108696-0.00315566j -0.00216716+0.00354884j -0.00173813-0.00436367j 0.00767885+0.00117032j 0.00249568+0.00326046j 0.000184353-0.00277822j -0.00359333-0.0060331j -0.003688+0.00696827j 
